Orthogroup	DMIR.longest_only	CPIP.longest_only
OG0007422	LOC108152910|XP_017138054.1|DMIR	LOC120416626|XP_039434367.1|CPIP
OG0007423	LOC108159759|XP_017148809.1|DMIR	LOC120416635|XP_039434381.1|CPIP
OG0007424	LOC108152430|XP_017137251.1|DMIR	LOC120416653|XP_039434398.1|CPIP
OG0007425	LOC108151213|XP_017135180.1|DMIR	LOC120416619|XP_039434353.1|CPIP
OG0007426	LOC108161099|XP_017150829.1|DMIR	LOC120416642|XP_039434386.1|CPIP
OG0007427	LOC108155352|XP_033254486.1|DMIR	LOC120416641|XP_039434385.1|CPIP
OG0007428	LOC108153220|XP_017138541.1|DMIR	LOC120415003|XP_039432294.1|CPIP
OG0007429	LOC108158082|XP_017145719.1|DMIR	LOC120419934|XP_039438732.1|CPIP
OG0007430	LOC108153480|XP_017139009.1|DMIR	LOC120424353|XP_039444387.1|CPIP
OG0007431	LOC108162035|XP_017152047.1|DMIR	LOC120425265|XP_039445647.1|CPIP
OG0007432	LOC108153117|XP_017138394.1|DMIR	LOC120425213|XP_039445580.1|CPIP
OG0007433	LOC108155994|XP_017142683.1|DMIR	LOC120417984|XP_039436162.1|CPIP
OG0007434	LOC108152515|XP_017137397.1|DMIR	LOC120418006|XP_039436184.1|CPIP
OG0007435	LOC108152506|XP_017137379.1|DMIR	LOC120417978|XP_039436152.1|CPIP
OG0007436	LOC108151524|XP_017135663.1|DMIR	LOC120417553|XP_039435578.1|CPIP
OG0007437	LOC108153061|XP_017138322.1|DMIR	LOC120417579|XP_039435623.1|CPIP
OG0007438	LOC108151172|XP_017135093.1|DMIR	LOC120423636|XP_039443439.1|CPIP
OG0007439	LOC108164847|XP_017156267.1|DMIR	LOC120425152|XP_039445518.1|CPIP
OG0007440	LOC108162715|XP_017153071.1|DMIR	LOC120412535|XP_039428965.1|CPIP
OG0007441	LOC108158939|XP_017147247.1|DMIR	LOC120415276|XP_039432680.1|CPIP
OG0007442	LOC108155613|XP_017142031.1|DMIR	LOC120415318|XP_039432733.1|CPIP
OG0007443	LOC108158681|XP_017146702.1|DMIR	LOC120415299|XP_039432704.1|CPIP
OG0007444	LOC117189991|XP_033250967.1|DMIR, LOC108160699|XP_017150343.1|DMIR	LOC120416757|XP_039434524.1|CPIP
OG0007445	LOC108160698|XP_017150342.1|DMIR, LOC117189990|XP_033250966.1|DMIR	LOC120416756|XP_039434523.1|CPIP
OG0007446	LOC108161730|XP_017151542.1|DMIR	LOC120416720|XP_039434480.1|CPIP
OG0007447	LOC108163682|XP_017154596.1|DMIR	LOC120416753|XP_039434520.1|CPIP
OG0007448	LOC108159960|XP_017149119.1|DMIR, LOC117192898|XP_033253531.1|DMIR	LOC120418471|XP_039436838.1|CPIP
OG0007449	LOC108151399|XP_017135475.1|DMIR	LOC120424598|XP_039444696.1|CPIP
OG0007450	LOC108161834|XP_017151681.2|DMIR	LOC120424596|XP_039444694.1|CPIP
OG0007451	LOC108152692|XP_017137684.1|DMIR	LOC120422163|XP_039441474.1|CPIP
OG0007452	LOC108152599|XP_017137544.1|DMIR	LOC120422164|XP_039441475.1|CPIP
OG0007453	LOC108152330|XP_017137067.1|DMIR	LOC120420424|XP_039439379.1|CPIP
OG0007454	LOC108151977|XP_017136431.1|DMIR	LOC120420398|XP_039439342.1|CPIP
OG0007456	LOC108156559|XP_017143576.1|DMIR	LOC120431767|XP_039452819.1|CPIP
OG0007457	LOC108153356|XP_017138812.1|DMIR	LOC120417560|XP_039435584.1|CPIP
OG0007458	LOC108161921|XP_017151826.1|DMIR	LOC120417554|XP_039435579.1|CPIP
OG0007459	LOC108155437|XP_017141738.2|DMIR	LOC120417550|XP_039435574.1|CPIP
OG0007460	LOC108159399|XP_017148125.1|DMIR	LOC120417564|XP_039435593.1|CPIP
OG0007461	LOC108151002|XP_017134841.1|DMIR	LOC120425789|XP_039446331.1|CPIP
OG0007462	LOC108151019|XP_017134867.1|DMIR	LOC120425801|XP_039446347.1|CPIP
OG0007463	LOC108151007|XP_033243723.1|DMIR	LOC120425800|XP_039446345.1|CPIP
OG0007464	LOC108151004|XP_017134849.1|DMIR	LOC120425806|XP_039446353.1|CPIP
OG0007466	LOC117193850|XP_033254441.1|DMIR, LOC108159850|XP_033246798.1|DMIR	LOC120417572|XP_039435610.1|CPIP
OG0007467	LOC108160363|XP_017149823.1|DMIR, LOC117193334|XP_033253954.1|DMIR	LOC120417589|XP_039435635.1|CPIP
OG0007469	LOC108152271|XP_017136980.2|DMIR	LOC120415313|XP_039432729.1|CPIP
OG0007470	LOC108162114|XP_017152175.1|DMIR	LOC120415338|XP_039432761.1|CPIP
OG0007471	LOC108160744|XP_017150426.1|DMIR	LOC120415306|XP_039432714.1|CPIP
OG0007472	LOC108164533|XP_017155820.2|DMIR	LOC120415302|XP_039432708.1|CPIP
OG0007473	LOC108152725|XP_017137750.1|DMIR	LOC120415328|XP_039432749.1|CPIP
OG0007474	LOC108159482|XP_033246268.1|DMIR	LOC120424674|XP_039444786.1|CPIP
OG0007475	LOC108153347|XP_017138793.1|DMIR	LOC120426476|XP_039447173.1|CPIP
OG0007476	LOC108152820|XP_017137901.1|DMIR	LOC120423246|XP_039442898.1|CPIP
OG0007477	LOC108152037|XP_017136519.1|DMIR	LOC120423258|XP_039442922.1|CPIP
OG0007478	LOC108162842|XP_017153273.2|DMIR	LOC120423261|XP_039442927.1|CPIP
OG0007479	LOC108164698|XP_017156059.1|DMIR	LOC120414907|XP_039432171.1|CPIP
OG0007480	LOC108157013|XP_033244886.1|DMIR	LOC120414910|XP_039432175.1|CPIP
OG0007481	LOC108152677|XP_017137662.1|DMIR	LOC120414909|XP_039432174.1|CPIP
OG0007482	LOC108162788|XP_017153177.1|DMIR	LOC120414892|XP_039432148.1|CPIP
OG0007483	LOC108158521|XP_017146390.1|DMIR	LOC120427765|XP_039448611.1|CPIP
OG0007484	LOC108152085|XP_017136615.1|DMIR	LOC120428136|XP_039449053.1|CPIP, LOC120424447|XP_039444512.1|CPIP
OG0007485	LOC108152436|XP_017137261.1|DMIR	LOC120428140|XP_039449059.1|CPIP, LOC120424449|XP_039444516.1|CPIP
OG0007486	LOC108161444|XP_017151198.1|DMIR	LOC120428138|XP_039449057.1|CPIP, LOC120424435|XP_039444490.1|CPIP
OG0007487	LOC108164492|XP_033250244.1|DMIR	LOC120424448|XP_039444515.1|CPIP
OG0007488	LOC108152751|XP_017137798.1|DMIR	LOC120424438|XP_039444502.1|CPIP
OG0007489	LOC108154600|XP_033244350.1|DMIR	LOC120425130|XP_039445492.1|CPIP
OG0007490	LOC117186162|XP_033242276.1|DMIR	LOC120424259|XP_039444259.1|CPIP
OG0007491	LOC108152790|XP_017137869.1|DMIR	LOC120424326|XP_039444356.1|CPIP
OG0007492	LOC117187904|XP_033246732.1|DMIR	LOC120424399|XP_039444436.1|CPIP
OG0007493	LOC117186225|XP_033242545.1|DMIR	LOC120421453|XP_039440599.1|CPIP
OG0007495	LOC108153292|XP_017138672.1|DMIR	LOC120421447|XP_039440587.1|CPIP
OG0007496	LOC108152137|XP_033243250.1|DMIR	LOC120416731|XP_039434491.1|CPIP
OG0007497	LOC108151426|XP_017135506.1|DMIR	LOC120416718|XP_039434477.1|CPIP
OG0007498	LOC108152301|XP_017137015.1|DMIR	LOC120427336|XP_039448121.1|CPIP
OG0007499	LOC108151375|XP_017135425.1|DMIR	LOC120427338|XP_039448122.1|CPIP
OG0007500	LOC108151376|XP_017135426.1|DMIR	LOC120427345|XP_039448135.1|CPIP
OG0007501	LOC108151428|XP_017135509.1|DMIR	LOC120426853|XP_039447587.1|CPIP
OG0007502	LOC108159532|XP_017148395.1|DMIR	LOC120422965|XP_039442487.1|CPIP
OG0007503	LOC108162808|XP_033248566.1|DMIR	LOC120422956|XP_039442474.1|CPIP
OG0007504	LOC108152951|XP_017138139.1|DMIR	LOC120422958|XP_039442481.1|CPIP
OG0007505	LOC108153059|XP_017138320.1|DMIR	LOC120422936|XP_039442449.1|CPIP
OG0007506	LOC108152674|XP_017137660.1|DMIR	LOC120422961|XP_039442484.1|CPIP
OG0007507	LOC108161812|XP_017151660.1|DMIR	LOC120415213|XP_039432605.1|CPIP
OG0007508	LOC108163144|XP_017153746.1|DMIR	LOC120430228|XP_039451242.1|CPIP
OG0007509	LOC108162581|XP_017152883.1|DMIR	LOC120424462|XP_039444528.1|CPIP
OG0007510	LOC108159051|XP_017147472.1|DMIR, LOC117192822|XP_033253477.1|DMIR	LOC120415415|XP_039432878.1|CPIP
OG0007511	LOC108162544|XP_017152817.1|DMIR	LOC120428240|XP_039449153.1|CPIP
OG0007512	LOC108155944|XP_017142597.1|DMIR	LOC120428226|XP_039449138.1|CPIP
OG0007513	LOC108161822|XP_017151669.1|DMIR	LOC120415154|XP_039432523.1|CPIP
OG0007514	LOC108152667|XP_017137652.1|DMIR	LOC120415099|XP_039432451.1|CPIP
OG0007515	LOC108162623|XP_017152934.1|DMIR	LOC120412355|XP_039428703.1|CPIP
OG0007516	LOC108161824|XP_017151671.2|DMIR	LOC120415101|XP_039432453.1|CPIP
OG0007517	LOC108152439|XP_017137266.1|DMIR	LOC120415106|XP_039432458.1|CPIP
OG0007518	LOC108158935|XP_017147233.1|DMIR	LOC120415143|XP_039432511.1|CPIP
OG0007519	LOC108159776|XP_017148824.1|DMIR	LOC120425533|XP_039446022.1|CPIP
OG0007520	LOC108163921|XP_017154947.1|DMIR	LOC120412760|XP_039429286.1|CPIP
OG0007521	LOC108156665|XP_017143776.1|DMIR	LOC120415391|XP_039432849.1|CPIP
OG0007522	LOC108153495|XP_017139039.1|DMIR	LOC120419150|XP_039437722.1|CPIP
OG0007523	LOC108159952|XP_017149102.1|DMIR	LOC120412718|XP_039429236.1|CPIP
OG0007524	LOC108163173|XP_017153794.1|DMIR	LOC120430842|XP_039451903.1|CPIP
OG0007525	LOC108162629|XP_017152941.1|DMIR	LOC120419304|XP_039437905.1|CPIP
OG0007526	LOC108154554|XP_017140346.1|DMIR	LOC120430001|XP_039451033.1|CPIP
OG0007527	LOC108152831|XP_017137925.1|DMIR	LOC120430727|XP_039451773.1|CPIP
OG0007528	LOC108159345|XP_017148039.1|DMIR	LOC120415091|XP_039432444.1|CPIP
OG0007529	LOC108161002|XP_017150798.1|DMIR	LOC120429848|XP_039450857.1|CPIP
OG0007530	LOC108154082|XP_017139683.1|DMIR	LOC120429686|XP_039450655.1|CPIP
OG0007531	LOC108159268|XP_017147916.1|DMIR	LOC120429117|XP_039450235.1|CPIP
OG0007532	LOC108160253|XP_017149607.1|DMIR	LOC120428784|XP_039449809.1|CPIP
OG0007534	LOC108153354|XP_017138810.1|DMIR	LOC120429667|XP_039450633.1|CPIP
OG0007535	LOC108153521|XP_017139068.1|DMIR	LOC120426730|XP_039447437.1|CPIP
OG0007536	LOC108156852|XP_017144065.1|DMIR	LOC120415371|XP_039432827.1|CPIP
OG0007537	LOC108153393|XP_033242818.1|DMIR	LOC120415418|XP_039432881.1|CPIP
OG0007538	LOC108151235|XP_017135223.1|DMIR	LOC120415429|XP_039432905.1|CPIP
OG0007539	LOC108162392|XP_017152601.1|DMIR	LOC120415414|XP_039432877.1|CPIP
OG0007540	LOC108156380|XP_017143283.1|DMIR	LOC120415411|XP_039432873.1|CPIP
OG0007541	LOC108158143|XP_017145849.1|DMIR	LOC120415394|XP_039432854.1|CPIP
OG0007542	LOC108159568|XP_033248194.1|DMIR	LOC120415352|XP_039432774.1|CPIP
OG0007543	LOC108164416|XP_017155582.1|DMIR	LOC120420332|XP_039439261.1|CPIP
OG0007544	LOC108153067|XP_017138336.1|DMIR	LOC120429986|XP_039451011.1|CPIP
OG0007545	LOC108163430|XP_017154201.1|DMIR	LOC120419172|XP_039437759.1|CPIP, LOC120420330|XP_039439259.1|CPIP
OG0007546	LOC108155070|XP_017141146.1|DMIR	LOC120428810|XP_039449845.1|CPIP
OG0007547	LOC117191051|XP_033251913.1|DMIR, LOC108158554|XP_017146456.1|DMIR	LOC120432666|XP_039453849.1|CPIP
OG0007548	LOC108152565|XP_017137487.1|DMIR	LOC120412351|XP_039428698.1|CPIP
OG0007549	LOC108153360|XP_017138815.1|DMIR	LOC120425248|XP_039445628.1|CPIP
OG0007550	LOC108152830|XP_017137924.1|DMIR	LOC120425245|XP_039445614.1|CPIP
OG0007551	LOC108160727|XP_017150396.1|DMIR	LOC120425963|XP_039446544.1|CPIP
OG0007552	LOC108163623|XP_033249599.1|DMIR	LOC120425959|XP_039446540.1|CPIP
OG0007553	LOC108161993|XP_017151950.1|DMIR	LOC120425961|XP_039446542.1|CPIP
OG0007554	LOC108151851|XP_017136225.1|DMIR	LOC120421975|XP_039441219.1|CPIP
OG0007555	LOC108158449|XP_017146221.1|DMIR	LOC120416836|XP_039434658.1|CPIP
OG0007556	LOC108160904|XP_017150666.1|DMIR	LOC120416857|XP_039434688.1|CPIP
OG0007557	LOC108160450|XP_017149950.1|DMIR	LOC120416814|XP_039434624.1|CPIP
OG0007558	LOC108160207|XP_017149538.1|DMIR	LOC120416854|XP_039434678.1|CPIP
OG0007559	LOC108163857|XP_017154861.1|DMIR	LOC120416839|XP_039434662.1|CPIP
OG0007560	LOC108153290|XP_017138667.1|DMIR	LOC120416808|XP_039434615.1|CPIP
OG0007561	LOC108153106|XP_033242899.1|DMIR	LOC120416848|XP_039434671.1|CPIP
OG0007562	LOC108152765|XP_017137828.1|DMIR	LOC120428655|XP_039449636.1|CPIP
OG0007563	LOC108151259|XP_017135266.1|DMIR	LOC120416989|XP_039434849.1|CPIP
OG0007564	LOC108151983|XP_017136436.1|DMIR	LOC120417015|XP_039434885.1|CPIP
OG0007565	LOC108156267|XP_017143124.1|DMIR	LOC120421866|XP_039441098.1|CPIP
OG0007566	LOC108159289|XP_017147942.1|DMIR	LOC120421855|XP_039441079.1|CPIP
OG0007567	LOC108155650|XP_017142088.1|DMIR	LOC120426912|XP_039447652.1|CPIP
OG0007568	LOC108158422|XP_017146189.1|DMIR	LOC120426913|XP_039447653.1|CPIP
OG0007569	LOC108159338|XP_017148025.1|DMIR	LOC120415858|XP_039433429.1|CPIP
OG0007570	LOC108158420|XP_017146186.1|DMIR	LOC120415874|XP_039433444.1|CPIP
OG0007571	LOC108158418|XP_017146183.1|DMIR, LOC117193012|XP_033253622.1|DMIR	LOC120415859|XP_039433430.1|CPIP
OG0007572	LOC108161829|XP_017151677.1|DMIR	LOC120420288|XP_039439221.1|CPIP
OG0007573	LOC108159561|XP_017148488.1|DMIR	LOC120426514|XP_039447218.1|CPIP
OG0007574	LOC108159111|XP_017147581.1|DMIR	LOC120426519|XP_039447221.1|CPIP
OG0007575	LOC108160024|XP_017149249.1|DMIR	LOC120426498|XP_039447202.1|CPIP
OG0007576	LOC108157466|XP_017145036.1|DMIR	LOC120415163|XP_039432532.1|CPIP
OG0007577	LOC108162350|XP_017152545.1|DMIR	LOC120415183|XP_039432574.1|CPIP
OG0007578	LOC108161952|XP_017151894.2|DMIR	LOC120415166|XP_039432538.1|CPIP
OG0007579	LOC108160116|XP_017149398.1|DMIR	LOC120424720|XP_039444837.1|CPIP
OG0007580	LOC108150953|XP_017134776.1|DMIR	LOC120424717|XP_039444834.1|CPIP
OG0007581	LOC108162182|XP_017152262.1|DMIR	LOC120424721|XP_039444838.1|CPIP
OG0007582	LOC108154698|XP_017140536.1|DMIR	LOC120424718|XP_039444835.1|CPIP
OG0007583	LOC108160014|XP_017149236.1|DMIR	LOC120424722|XP_039444839.1|CPIP
OG0007584	LOC108153076|XP_017138352.1|DMIR	LOC120418576|XP_039436955.1|CPIP
OG0007585	LOC108151005|XP_017134850.1|DMIR	LOC120418580|XP_039436962.1|CPIP
OG0007586	LOC108162175|XP_017152257.1|DMIR	LOC120431047|XP_039452136.1|CPIP
OG0007587	LOC117185823|XP_033253729.1|DMIR, LOC108159695|XP_017148693.1|DMIR	LOC120425092|XP_039445419.1|CPIP
OG0007588	LOC117189024|XP_033249789.1|DMIR	LOC120421829|XP_039441039.1|CPIP
OG0007589	LOC108156583|XP_017143609.1|DMIR	LOC120416366|XP_039434035.1|CPIP
OG0007590	LOC108151130|XP_017135043.1|DMIR	LOC120421565|XP_039440726.1|CPIP
OG0007591	LOC108158811|XP_017146988.1|DMIR	LOC120421578|XP_039440742.1|CPIP
OG0007592	LOC108159422|XP_017148177.1|DMIR	LOC120428804|XP_039449838.1|CPIP
OG0007593	LOC108152380|XP_017137161.1|DMIR	LOC120420319|XP_039439244.1|CPIP
OG0007594	LOC108158814|XP_017146992.1|DMIR	LOC120427504|XP_039448292.1|CPIP
OG0007595	LOC108160868|XP_017150619.1|DMIR	LOC120432585|XP_039453753.1|CPIP
OG0007596	LOC108151359|XP_017135407.1|DMIR	LOC120432560|XP_039453722.1|CPIP
OG0007597	LOC108151640|XP_017135835.1|DMIR	LOC120425837|XP_039446392.1|CPIP
OG0007598	LOC108159673|XP_017148649.1|DMIR	LOC120421558|XP_039440718.1|CPIP
OG0007599	LOC108152695|XP_017137690.1|DMIR	LOC120423744|XP_039443591.1|CPIP
OG0007600	LOC108151966|XP_017136400.1|DMIR	LOC120423746|XP_039443594.1|CPIP
OG0007601	LOC108153173|XP_017138468.1|DMIR	LOC120422235|XP_039441553.1|CPIP
OG0007602	LOC108152744|XP_017137781.1|DMIR	LOC120422214|XP_039441533.1|CPIP
OG0007603	LOC108152740|XP_017137777.1|DMIR	LOC120422205|XP_039441520.1|CPIP
OG0007604	LOC108151926|XP_017136335.1|DMIR	LOC120416710|XP_039434460.1|CPIP
OG0007605	LOC108151085|XP_017134957.1|DMIR	LOC120427875|XP_039448739.1|CPIP
OG0007606	LOC108152220|XP_017136886.1|DMIR	LOC120427872|XP_039448735.1|CPIP
OG0007607	LOC108157090|XP_017144443.2|DMIR	LOC120428928|XP_039450003.1|CPIP
OG0007608	LOC108151658|XP_017135868.1|DMIR	LOC120423799|XP_039443653.1|CPIP
OG0007609	LOC108164535|XP_017155823.1|DMIR	LOC120423793|XP_039443646.1|CPIP
OG0007610	LOC108160836|XP_033252355.1|DMIR, LOC117188113|XP_033247344.1|DMIR	LOC120423911|XP_039443826.1|CPIP
OG0007611	LOC108164401|XP_033250233.1|DMIR	LOC120423878|XP_039443762.1|CPIP
OG0007612	LOC108160832|XP_017150556.1|DMIR	LOC120423880|XP_039443773.1|CPIP
OG0007613	LOC108160522|XP_017150067.2|DMIR	LOC120423891|XP_039443801.1|CPIP
OG0007614	LOC108151757|XP_017136085.1|DMIR	LOC120423685|XP_039443512.1|CPIP
OG0007615	LOC108151970|XP_017136412.1|DMIR	LOC120423692|XP_039443521.1|CPIP
OG0007616	LOC108155649|XP_017142087.1|DMIR	LOC120423688|XP_039443514.1|CPIP
OG0007617	LOC108153458|XP_017138971.1|DMIR	LOC120423686|XP_039443513.1|CPIP
OG0007618	LOC108153772|XP_017139400.1|DMIR	LOC120423684|XP_039443511.1|CPIP
OG0007619	LOC108152591|XP_017137536.1|DMIR	LOC120423691|XP_039443519.1|CPIP
OG0007620	LOC108151621|XP_017135809.1|DMIR	LOC120423707|XP_039443546.1|CPIP
OG0007621	LOC108160549|XP_017150105.1|DMIR	LOC120423893|XP_039443807.1|CPIP
OG0007622	LOC108152059|XP_017136553.1|DMIR	LOC120429113|XP_039450218.1|CPIP
OG0007623	LOC108152043|XP_017136531.1|DMIR	LOC120429111|XP_039450209.1|CPIP
OG0007624	LOC108151904|XP_017136303.1|DMIR	LOC120429125|XP_039450250.1|CPIP
OG0007625	LOC108152440|XP_017137267.1|DMIR	LOC120429119|XP_039450242.1|CPIP
OG0007626	LOC108151891|XP_017136281.1|DMIR	LOC120428266|XP_039449192.1|CPIP
OG0007627	LOC108151890|XP_017136280.1|DMIR	LOC120428255|XP_039449179.1|CPIP
OG0007628	LOC108164501|XP_017155763.1|DMIR	LOC120415070|XP_039432398.1|CPIP
OG0007629	LOC108151865|XP_017136243.1|DMIR	LOC120420790|XP_039439837.1|CPIP
OG0007630	LOC108157518|XP_017145110.1|DMIR	LOC120429171|XP_039450317.1|CPIP
OG0007631	LOC108155275|XP_017141471.1|DMIR	LOC120421421|XP_039440569.1|CPIP
OG0007632	LOC108151933|XP_017136347.1|DMIR	LOC120420812|XP_039439866.1|CPIP
OG0007633	LOC108161290|XP_033248900.1|DMIR	LOC120423670|XP_039443490.1|CPIP
OG0007634	LOC108154960|XP_017140962.1|DMIR, LOC108154959|XP_017140961.2|DMIR	LOC120429872|XP_039450884.1|CPIP, LOC120413601|XP_039430442.1|CPIP
OG0007635	LOC108163774|XP_017154739.2|DMIR	LOC120424364|XP_039444393.1|CPIP
OG0007638	LOC108165255|XP_033242313.1|DMIR	LOC120427292|XP_039448078.1|CPIP
OG0007639	LOC108152697|XP_017137701.1|DMIR	LOC120418877|XP_039437344.1|CPIP
OG0007640	LOC108158992|XP_017147328.1|DMIR	LOC120428888|XP_039449961.1|CPIP
OG0007641	LOC108156010|XP_017142703.1|DMIR	LOC120424396|XP_039444428.1|CPIP
OG0007651	LOC108153662|XP_017139262.1|DMIR	LOC120416408|XP_039434093.1|CPIP, LOC120416409|XP_039434094.1|CPIP
OG0007664	LOC108155470|XP_017141780.1|DMIR	LOC120432210|XP_039453304.1|CPIP
OG0007665	LOC108161498|XP_017151265.1|DMIR	LOC120421060|XP_039440139.1|CPIP
OG0007666	LOC108164896|XP_017156352.1|DMIR	LOC120422064|XP_039441334.1|CPIP
OG0007667	LOC108159018|XP_017147407.1|DMIR	LOC120421078|XP_039440157.1|CPIP
OG0007668	LOC108162197|XP_017152292.1|DMIR	LOC120415081|XP_039432417.1|CPIP
OG0007669	LOC108160334|XP_017149767.1|DMIR	LOC120432337|XP_039453459.1|CPIP
OG0007670	LOC108160325|XP_017149745.1|DMIR	LOC120432336|XP_039453458.1|CPIP
OG0007671	LOC108162969|XP_017153461.1|DMIR	LOC120415059|XP_039432379.1|CPIP
OG0007672	LOC108151459|XP_017135569.1|DMIR	LOC120413709|XP_039430564.1|CPIP
OG0007674	LOC108151473|XP_017135590.1|DMIR	LOC120418098|XP_039436300.1|CPIP
OG0007675	LOC108154133|XP_017139760.1|DMIR	LOC120418104|XP_039436308.1|CPIP
OG0007676	LOC108164999|XP_017156518.1|DMIR	LOC120418120|XP_039436332.1|CPIP
OG0007677	LOC108155188|XP_017141352.1|DMIR	LOC120418127|XP_039436338.1|CPIP
OG0007678	LOC108164863|XP_017156287.1|DMIR	LOC120432216|XP_039453315.1|CPIP
OG0007679	LOC108164526|XP_017155803.1|DMIR	LOC120432327|XP_039453446.1|CPIP
OG0007680	LOC108162615|XP_017152922.1|DMIR	LOC120432238|XP_039453347.1|CPIP
OG0007681	LOC108156787|XP_017143951.1|DMIR	LOC120413734|XP_039430594.1|CPIP
OG0007682	LOC117186823|XP_033244001.1|DMIR	LOC120421044|XP_039440121.1|CPIP
OG0007683	LOC108152655|XP_017137642.1|DMIR	LOC120421045|XP_039440122.1|CPIP
OG0007684	LOC108154149|XP_017139787.1|DMIR	LOC120429210|XP_039450362.1|CPIP
OG0007685	LOC117186769|XP_033243883.1|DMIR	LOC120412427|XP_039428823.1|CPIP
OG0007686	LOC108164931|XP_017156409.1|DMIR	LOC120430764|XP_039451812.1|CPIP
OG0007687	LOC108164596|XP_017155914.1|DMIR	LOC120430936|XP_039451990.1|CPIP
OG0007689	LOC108165083|XP_017156623.1|DMIR	LOC120429176|XP_039450323.1|CPIP
OG0007690	LOC108160810|XP_033242584.1|DMIR	LOC120416385|XP_039434053.1|CPIP
OG0007691	LOC108154909|XP_017140850.1|DMIR	LOC120419701|XP_039438422.1|CPIP
OG0007692	LOC108153041|XP_017138289.1|DMIR	LOC120417678|XP_039435745.1|CPIP
OG0007693	LOC108158537|XP_017146435.1|DMIR	LOC120417680|XP_039435747.1|CPIP
OG0007694	LOC108152720|XP_017137746.1|DMIR	LOC120422473|XP_039441862.1|CPIP
OG0007695	LOC108164918|XP_017156391.1|DMIR	LOC120424285|XP_039444290.1|CPIP
OG0007696	LOC108151418|XP_017135498.1|DMIR	LOC120415054|XP_039432369.1|CPIP
OG0007697	LOC108153367|XP_017138825.1|DMIR	LOC120431137|XP_039452218.1|CPIP
OG0007698	LOC108165011|XP_017156540.1|DMIR	LOC120431201|XP_039452279.1|CPIP
OG0007699	LOC108165181|XP_017156740.1|DMIR	LOC120422535|XP_039441931.1|CPIP
OG0007700	LOC108162871|XP_017153315.1|DMIR	LOC120422528|XP_039441922.1|CPIP
OG0007701	LOC108164758|XP_017156152.1|DMIR	LOC120422526|XP_039441918.1|CPIP
OG0007702	LOC108164584|XP_017155900.1|DMIR	LOC120424293|XP_039444309.1|CPIP
OG0007703	LOC108153594|XP_017139168.1|DMIR	LOC120420186|XP_039439102.1|CPIP
OG0007704	LOC108157669|XP_017145320.1|DMIR	LOC120422461|XP_039441838.1|CPIP
OG0007705	LOC108153685|XP_017139300.1|DMIR, LOC108165542|XP_017157104.1|DMIR	LOC120422443|XP_039441820.1|CPIP
OG0007706	LOC108164595|XP_017155911.1|DMIR	LOC120420220|XP_039439142.1|CPIP
OG0007707	LOC108161375|XP_017151115.1|DMIR	LOC120420252|XP_039439178.1|CPIP
OG0007708	LOC108162824|XP_017153243.1|DMIR	LOC120416886|XP_039434713.1|CPIP
OG0007709	LOC108164613|XP_017155942.1|DMIR	LOC120413339|XP_039430049.1|CPIP
OG0007710	LOC108161845|XP_017151703.1|DMIR	LOC120412706|XP_039429220.1|CPIP
OG0007711	LOC108151683|XP_017135916.1|DMIR	LOC120412954|XP_039429532.1|CPIP
OG0007712	LOC108164994|XP_017156510.1|DMIR	LOC120432603|XP_039453786.1|CPIP
OG0007713	LOC108151182|XP_033242856.1|DMIR	LOC120413005|XP_039429591.1|CPIP
OG0007714	LOC108159612|XP_017148558.1|DMIR	LOC120412406|XP_039428805.1|CPIP
OG0007715	LOC108162325|XP_017152540.1|DMIR	LOC120432339|XP_039453464.1|CPIP
OG0007716	LOC108159344|XP_017148037.1|DMIR	LOC120421425|XP_039440571.1|CPIP
OG0007717	LOC108154624|XP_017140435.1|DMIR	LOC120417022|XP_039434895.1|CPIP
OG0007719	LOC108163366|XP_033242010.1|DMIR	LOC120428373|XP_039449338.1|CPIP
OG0007720	LOC108164866|XP_017156290.1|DMIR	LOC120426047|XP_039446701.1|CPIP
OG0007721	LOC108164957|XP_017156447.1|DMIR	LOC120415177|XP_039432603.1|CPIP
OG0007722	LOC108158833|XP_033252294.1|DMIR	LOC120413640|XP_039430525.1|CPIP
OG0007723	LOC108164793|XP_017156205.1|DMIR	LOC120429012|XP_039450115.1|CPIP
OG0007724	LOC108163400|XP_017154151.1|DMIR	LOC120423411|XP_039443183.1|CPIP
OG0007725	LOC108162110|XP_017152174.1|DMIR	LOC120413343|XP_039430056.1|CPIP
OG0007726	LOC108165084|XP_017156624.1|DMIR	LOC120424698|XP_039444811.1|CPIP
OG0007727	LOC108158487|XP_017146288.1|DMIR	LOC120424692|XP_039444805.1|CPIP
OG0007728	LOC108154325|XP_017140078.1|DMIR	LOC120424529|XP_039444622.1|CPIP
OG0007729	LOC108153051|XP_017138315.1|DMIR	LOC120424532|XP_039444627.1|CPIP
OG0007730	LOC108164684|XP_033247073.1|DMIR	LOC120416906|XP_039434739.1|CPIP
OG0007731	LOC108153390|XP_017138854.1|DMIR	LOC120430987|XP_039452086.1|CPIP
OG0007732	LOC108158985|XP_017147323.1|DMIR	LOC120413291|XP_039429981.1|CPIP
OG0007733	LOC108164415|XP_017155584.2|DMIR	LOC120413161|XP_039429807.1|CPIP
OG0007734	LOC108158176|XP_017145886.1|DMIR	LOC120432278|XP_039453402.1|CPIP
OG0007735	LOC108156031|XP_017142775.1|DMIR	LOC120426602|XP_039447329.1|CPIP
