Orthogroup	DMIR.longest_only	BCOP.longest_only
OG0006185	LOC108156296|XP_017143169.1|DMIR	LOC119070379|XP_037030585.1|BCOP
OG0006186	LOC108156229|XP_017143057.1|DMIR	LOC119067769|XP_037026808.1|BCOP
OG0006187	LOC108157497|XP_017145085.1|DMIR	LOC119071096|XP_037031634.1|BCOP
OG0006188	LOC108153769|XP_017139399.1|DMIR	LOC119069504|XP_037029473.1|BCOP
OG0006189	LOC108153817|XP_017139422.1|DMIR	LOC119069514|XP_037029487.1|BCOP
OG0006190	LOC108154722|XP_017140573.1|DMIR	LOC119068366|XP_037027833.1|BCOP
OG0006191	LOC108156718|XP_017143858.1|DMIR	LOC119068643|XP_037028211.1|BCOP
OG0006192	LOC108155212|XP_017141388.1|DMIR	LOC119070404|XP_037030623.1|BCOP
OG0006194	LOC108164754|XP_017156143.1|DMIR	LOC119068989|XP_037028756.1|BCOP
OG0006195	LOC108164107|XP_017155190.2|DMIR, LOC117186630|XP_033243533.1|DMIR	LOC119068983|XP_037028748.1|BCOP
OG0006196	LOC108154148|XP_033244694.1|DMIR	LOC119078660|XP_037042205.1|BCOP
OG0006197	LOC108164479|XP_017155722.1|DMIR	LOC119075995|XP_037038465.1|BCOP
OG0006198	LOC108162264|XP_017152408.2|DMIR	LOC119068032|XP_037027290.1|BCOP
OG0006199	LOC108155331|XP_017141561.1|DMIR	LOC119068075|XP_037027376.1|BCOP
OG0006200	LOC108157445|XP_017144989.1|DMIR	LOC119080272|XP_037044433.1|BCOP
OG0006201	LOC108160824|XP_017150547.1|DMIR	LOC119068881|XP_037028617.1|BCOP
OG0006202	LOC108160816|XP_017150535.1|DMIR	LOC119068870|XP_037028604.1|BCOP
OG0006203	LOC108157354|XP_017144868.1|DMIR	LOC119068853|XP_037028569.1|BCOP
OG0006204	LOC108156739|XP_017143887.1|DMIR	LOC119078656|XP_037042149.1|BCOP
OG0006205	LOC108157151|XP_017144552.1|DMIR	LOC119072206|XP_037033274.1|BCOP
OG0006206	LOC117186646|XP_033243573.1|DMIR	LOC119083027|XP_037048560.1|BCOP, LOC119083165|XP_037048711.1|BCOP
OG0006207	LOC108161828|XP_017151676.1|DMIR	LOC119070612|XP_037030932.1|BCOP
OG0006208	LOC108165588|XP_017157151.1|DMIR	LOC119070610|XP_037030927.1|BCOP
OG0006209	LOC108153714|XP_017139334.1|DMIR	LOC119084223|XP_037050020.1|BCOP
OG0006210	LOC108154173|XP_017139841.1|DMIR	LOC119069630|XP_037029624.1|BCOP
OG0006211	LOC108162123|XP_017152187.1|DMIR	LOC119069085|XP_037028863.1|BCOP
OG0006212	LOC108162122|XP_017152185.1|DMIR	LOC119069084|XP_037028862.1|BCOP
OG0006213	LOC108157846|XP_017145538.1|DMIR	LOC119068624|XP_037028185.1|BCOP
OG0006214	LOC108164662|XP_017156004.1|DMIR	LOC119067392|XP_037026217.1|BCOP
OG0006215	LOC108153923|XP_017139511.1|DMIR	LOC119068540|XP_037028051.1|BCOP
OG0006216	LOC108157026|XP_017144325.1|DMIR	LOC119076782|XP_037039638.1|BCOP
OG0006217	LOC108164586|XP_017155901.1|DMIR	LOC119068622|XP_037028181.1|BCOP
OG0006218	LOC108163696|XP_017154618.2|DMIR	LOC119068140|XP_037027495.1|BCOP
OG0006219	LOC108150975|XP_017134804.1|DMIR	LOC119068616|XP_037028171.1|BCOP
OG0006220	LOC108152612|XP_017137566.1|DMIR	LOC119068615|XP_037028170.1|BCOP
OG0006221	LOC108157275|XP_017144762.1|DMIR	LOC119068168|XP_037027545.1|BCOP
OG0006222	LOC108156745|XP_017143896.1|DMIR	LOC119076487|XP_037039167.1|BCOP
OG0006223	LOC108156973|XP_017144256.1|DMIR	LOC119068863|XP_037028595.1|BCOP
OG0006224	LOC108157161|XP_033243053.1|DMIR	LOC119067615|XP_037026603.1|BCOP
OG0006225	LOC108164529|XP_017155810.1|DMIR	LOC119068410|XP_037027866.1|BCOP
OG0006226	LOC117192575|XP_033253185.1|DMIR, LOC108158494|XP_017146294.1|DMIR	LOC119067545|XP_037026504.1|BCOP
OG0006227	LOC108164633|XP_017155967.1|DMIR	LOC119067383|XP_037026199.1|BCOP
OG0006228	LOC108158661|XP_017146647.1|DMIR	LOC119070283|XP_037030445.1|BCOP
OG0006229	LOC108164456|XP_017155664.1|DMIR	LOC119073784|XP_037035362.1|BCOP
OG0006230	LOC108160771|XP_017150464.1|DMIR	LOC119076567|XP_037039250.1|BCOP
OG0006231	LOC108154095|XP_017139707.1|DMIR	LOC119076646|XP_037039407.1|BCOP
OG0006232	LOC117186154|XP_033242249.1|DMIR, LOC117186153|XP_033242243.1|DMIR	LOC119069890|XP_037029977.1|BCOP
OG0006233	LOC117186766|XP_033243882.1|DMIR	LOC119069898|XP_037030005.1|BCOP
OG0006234	LOC108156324|XP_017143211.1|DMIR	LOC119069647|XP_037029665.1|BCOP
OG0006235	LOC108164701|XP_017156062.1|DMIR	LOC119069644|XP_037029662.1|BCOP
OG0006237	LOC108157214|XP_017144658.1|DMIR	LOC119079507|XP_037043361.1|BCOP
OG0006238	LOC108164757|XP_017156149.1|DMIR	LOC119068867|XP_037028600.1|BCOP
OG0006239	LOC108156200|XP_017143027.1|DMIR	LOC119075610|XP_037037981.1|BCOP
OG0006240	LOC108156754|XP_017143904.1|DMIR	LOC119082509|XP_037047920.1|BCOP
OG0006241	LOC108156291|XP_017143167.1|DMIR	LOC119080229|XP_037044370.1|BCOP
OG0006242	LOC108164934|XP_033246459.1|DMIR	LOC119069584|XP_037029567.1|BCOP
OG0006243	LOC108155365|XP_017141616.1|DMIR	LOC119069488|XP_037029453.1|BCOP
OG0006244	LOC108157061|XP_017144380.1|DMIR	LOC119069041|XP_037028805.1|BCOP
OG0006245	LOC108155399|XP_017141680.1|DMIR	LOC119069773|XP_037029806.1|BCOP
OG0006246	LOC108164956|XP_017156446.1|DMIR	LOC119070316|XP_037030480.1|BCOP
OG0006248	LOC108157335|XP_017144842.1|DMIR	LOC119070593|XP_037030907.1|BCOP
OG0006249	LOC108163068|XP_017153632.1|DMIR	LOC119081469|XP_037046359.1|BCOP
OG0006250	LOC108155415|XP_033249470.1|DMIR	LOC119066524|XP_037024936.1|BCOP
OG0006251	LOC108156321|XP_017143202.1|DMIR	LOC119068202|XP_037027598.1|BCOP
OG0006252	LOC108156320|XP_017143201.1|DMIR	LOC119068195|XP_037027589.1|BCOP
OG0006253	LOC108155701|XP_017142172.1|DMIR	LOC119068746|XP_037028345.1|BCOP
OG0006254	LOC117186604|XP_033243484.1|DMIR	LOC119083084|XP_037048602.1|BCOP
OG0006255	LOC108156658|XP_017143760.2|DMIR	LOC119067443|XP_037026318.1|BCOP
OG0006256	LOC108156316|XP_017143198.1|DMIR	LOC119067618|XP_037026605.1|BCOP
OG0006257	LOC108164692|XP_017156053.1|DMIR	LOC119084249|XP_037050049.1|BCOP
OG0006258	LOC108153704|XP_017139323.1|DMIR	LOC119084215|XP_037050008.1|BCOP
OG0006259	LOC108154938|XP_017140917.1|DMIR	LOC119080412|XP_037044645.1|BCOP
OG0006260	LOC108159003|XP_017147365.1|DMIR	LOC119067767|XP_037026806.1|BCOP
OG0006261	LOC108162296|XP_017152449.1|DMIR	LOC119077126|XP_037040195.1|BCOP
OG0006262	LOC108163829|XP_017154822.1|DMIR	LOC119067763|XP_037026790.1|BCOP
OG0006263	LOC108152446|XP_017137289.1|DMIR	LOC119067770|XP_037026809.1|BCOP
OG0006264	LOC108152487|XP_017137355.1|DMIR	LOC119068056|XP_037027349.1|BCOP, LOC119068057|XP_037027350.1|BCOP
OG0006265	LOC108159562|XP_017148489.1|DMIR	LOC119081884|XP_037047012.1|BCOP
OG0006266	LOC108152466|XP_017137326.1|DMIR	LOC119068726|XP_037028315.1|BCOP
OG0006267	LOC108163215|XP_017153863.1|DMIR	LOC119068503|XP_037028008.1|BCOP
OG0006268	LOC108160239|XP_017149585.2|DMIR, LOC117187722|XP_033246365.1|DMIR	LOC119068029|XP_037027287.1|BCOP
OG0006269	LOC108154620|XP_017140429.1|DMIR	LOC119067492|XP_037026394.1|BCOP
OG0006270	LOC108151554|XP_017135713.1|DMIR	LOC119080351|XP_037044550.1|BCOP
OG0006271	LOC108153986|XP_017139570.2|DMIR	LOC119081194|XP_037045805.1|BCOP
OG0006272	LOC108164159|XP_017155258.1|DMIR	LOC119068973|XP_037028735.1|BCOP
OG0006273	LOC117190825|XP_033251754.1|DMIR, LOC108160431|XP_017149923.1|DMIR	LOC119067318|XP_037026124.1|BCOP
OG0006274	LOC108165178|XP_017156738.1|DMIR	LOC119067400|XP_037026240.1|BCOP
OG0006275	LOC108161507|XP_017151275.1|DMIR	LOC119067653|XP_037026646.1|BCOP
OG0006276	LOC108151724|XP_017135990.1|DMIR	LOC119069195|XP_037029037.1|BCOP
OG0006277	LOC108156500|XP_033244406.1|DMIR	LOC119068276|XP_037027699.1|BCOP
OG0006278	LOC108165302|XP_017156829.1|DMIR	LOC119068411|XP_037027867.1|BCOP
OG0006279	LOC108161320|XP_017151039.1|DMIR	LOC119070335|XP_037030504.1|BCOP
OG0006280	LOC108159474|XP_017148291.1|DMIR	LOC119070329|XP_037030493.1|BCOP
OG0006281	LOC108159486|XP_017148311.1|DMIR	LOC119070328|XP_037030492.1|BCOP
OG0006282	LOC108154078|XP_017139678.1|DMIR	LOC119067433|XP_037026300.1|BCOP
OG0006283	LOC108154677|XP_017140508.1|DMIR	LOC119070380|XP_037030586.1|BCOP
OG0006284	LOC108151301|XP_017135325.1|DMIR	LOC119068384|XP_037027845.1|BCOP
OG0006285	LOC108155518|XP_017141853.1|DMIR	LOC119081571|XP_037046500.1|BCOP
OG0006286	LOC108157145|XP_017144538.1|DMIR	LOC119081570|XP_037046496.1|BCOP
OG0006287	LOC108164953|XP_017156439.1|DMIR	LOC119085725|XP_037052069.1|BCOP
OG0006288	LOC108155508|XP_017141837.1|DMIR	LOC119085724|XP_037052068.1|BCOP
OG0006289	LOC108154986|XP_017141016.1|DMIR	LOC119068629|XP_037028191.1|BCOP
OG0006290	LOC108160219|XP_033242552.1|DMIR	LOC119068630|XP_037028192.1|BCOP
OG0006291	LOC108161971|XP_017151918.1|DMIR	LOC119068620|XP_037028176.1|BCOP
OG0006292	LOC108152999|XP_017138226.1|DMIR	LOC119067710|XP_037026719.1|BCOP
OG0006293	LOC108151456|XP_017135566.1|DMIR	LOC119075201|XP_037037488.1|BCOP
OG0006294	LOC108160542|XP_017150097.1|DMIR	LOC119068636|XP_037028198.1|BCOP
OG0006295	LOC108154048|XP_017139632.1|DMIR	LOC119070617|XP_037030940.1|BCOP
OG0006296	LOC108161057|XP_017150826.1|DMIR	LOC119069629|XP_037029622.1|BCOP
OG0006297	LOC108155384|XP_017141652.1|DMIR	LOC119083356|XP_037048968.1|BCOP
OG0006298	LOC108160554|XP_017150119.1|DMIR	LOC119070548|XP_037030837.1|BCOP
OG0006299	LOC108154706|XP_017140549.1|DMIR	LOC119068856|XP_037028577.1|BCOP
OG0006300	LOC108159233|XP_017147832.1|DMIR	LOC119069877|XP_037029947.1|BCOP
OG0006301	LOC108155019|XP_017141064.1|DMIR, LOC117188174|XP_033247511.1|DMIR	LOC119080579|XP_037044873.1|BCOP
OG0006302	LOC108164540|XP_017155831.1|DMIR	LOC119074800|XP_037036973.1|BCOP
OG0006303	LOC108159880|XP_017148982.2|DMIR	LOC119079438|XP_037043246.1|BCOP
OG0006304	LOC108155158|XP_017141309.1|DMIR	LOC119070576|XP_037030878.1|BCOP
OG0006305	LOC108155160|XP_017141312.1|DMIR	LOC119069638|XP_037029639.1|BCOP
OG0006306	LOC108154075|XP_017139671.1|DMIR	LOC119067080|XP_037025716.1|BCOP
OG0006307	LOC108155343|XP_017141588.1|DMIR	LOC119081772|XP_037046872.1|BCOP
OG0006308	LOC108151687|XP_017135921.1|DMIR	LOC119068626|XP_037028188.1|BCOP
OG0006309	LOC108164720|XP_017156094.1|DMIR	LOC119067301|XP_037026096.1|BCOP
OG0006310	LOC108156686|XP_017143815.1|DMIR	LOC119069841|XP_037029904.1|BCOP
OG0006311	LOC108157212|XP_017144691.1|DMIR	LOC119083648|XP_037049319.1|BCOP
OG0006312	LOC108164851|XP_017156268.1|DMIR	LOC119083645|XP_037049305.1|BCOP
OG0006313	LOC108155987|XP_017142672.1|DMIR	LOC119068397|XP_037027851.1|BCOP
OG0006314	LOC117186409|XP_033243060.1|DMIR	LOC119070405|XP_037030625.1|BCOP
OG0006315	LOC108154616|XP_017140422.1|DMIR	LOC119067513|XP_037026422.1|BCOP
OG0006316	LOC108158366|XP_017146111.1|DMIR	LOC119070604|XP_037030918.1|BCOP
OG0006317	LOC108155656|XP_017142102.1|DMIR	LOC119070605|XP_037030919.1|BCOP
OG0006318	LOC108161426|XP_017151179.1|DMIR	LOC119068912|XP_037028668.1|BCOP
OG0006319	LOC117188056|XP_033247188.1|DMIR, LOC108158496|XP_017146298.2|DMIR	LOC119068652|XP_037028223.1|BCOP
OG0006320	LOC108164923|XP_017156399.1|DMIR	LOC119069667|XP_037029678.1|BCOP
OG0006321	LOC108160293|XP_017149692.1|DMIR	LOC119068948|XP_037028709.1|BCOP, LOC119068631|XP_037028195.1|BCOP
OG0006322	LOC108153913|XP_017139501.1|DMIR	LOC119069934|XP_037030055.1|BCOP
OG0006323	LOC117186271|XP_033242691.1|DMIR	LOC119084884|XP_037050924.1|BCOP, LOC119085491|XP_037051802.1|BCOP
OG0006324	LOC108160252|XP_017149608.1|DMIR	LOC119067131|XP_037025810.1|BCOP
OG0006325	LOC108156713|XP_017143850.1|DMIR	LOC119070061|XP_037030250.1|BCOP
OG0006326	LOC108152721|XP_017137747.1|DMIR	LOC119084235|XP_037050029.1|BCOP
OG0006327	LOC108156498|XP_017143483.1|DMIR	LOC119068146|XP_037027510.1|BCOP
OG0006328	LOC108155433|XP_017141734.2|DMIR	LOC119069544|XP_037029514.1|BCOP
OG0006329	LOC108161895|XP_017151782.1|DMIR	LOC119067417|XP_037026271.1|BCOP
OG0006330	LOC108155328|XP_017141553.1|DMIR	LOC119070026|XP_037030206.1|BCOP
OG0006331	LOC108161350|XP_017151082.1|DMIR	LOC119069941|XP_037030061.1|BCOP
OG0006332	LOC108164797|XP_017156210.1|DMIR	LOC119069068|XP_037028839.1|BCOP
OG0006333	LOC108159421|XP_033246848.1|DMIR	LOC119068527|XP_037028032.1|BCOP
OG0006334	LOC108154058|XP_017139642.1|DMIR	LOC119080908|XP_037045411.1|BCOP
OG0006335	LOC108156791|XP_017143957.1|DMIR	LOC119067584|XP_037026574.1|BCOP
OG0006336	LOC108156382|XP_017143290.1|DMIR	LOC119069077|XP_037028849.1|BCOP
OG0006337	LOC108158962|XP_017147286.1|DMIR	LOC119067395|XP_037026218.1|BCOP
OG0006338	LOC108156931|XP_017144177.1|DMIR	LOC119069047|XP_037028812.1|BCOP
OG0006339	LOC117186475|XP_033243236.1|DMIR	LOC119067133|XP_037025816.1|BCOP
OG0006340	LOC108164509|XP_017155781.1|DMIR	LOC119067146|XP_037025839.1|BCOP
OG0006341	LOC108164542|XP_017155839.1|DMIR	LOC119067139|XP_037025832.1|BCOP
OG0006342	LOC108164837|XP_017156250.1|DMIR	LOC119067127|XP_037025796.1|BCOP
OG0006343	LOC108164682|XP_017156033.1|DMIR	LOC119067128|XP_037025805.1|BCOP
OG0006344	LOC108164982|XP_017156497.1|DMIR	LOC119067138|XP_037025830.1|BCOP
OG0006345	LOC108155071|XP_033245620.1|DMIR	LOC119068318|XP_037027764.1|BCOP
OG0006346	LOC108155274|XP_017141470.1|DMIR	LOC119068325|XP_037027776.1|BCOP
OG0006347	LOC108156285|XP_017143149.2|DMIR	LOC119068317|XP_037027761.1|BCOP
OG0006348	LOC108162557|XP_017152845.1|DMIR	LOC119071867|XP_037032823.1|BCOP
OG0006349	LOC108152504|XP_017137380.1|DMIR	LOC119067441|XP_037026311.1|BCOP
OG0006350	LOC108156107|XP_017142891.1|DMIR	LOC119068700|XP_037028286.1|BCOP
OG0006351	LOC108159282|XP_017147944.1|DMIR	LOC119070396|XP_037030610.1|BCOP
OG0006352	LOC108160503|XP_017150032.1|DMIR	LOC119082541|XP_037047949.1|BCOP
OG0006353	LOC108156016|XP_017142730.1|DMIR	LOC119081989|XP_037047208.1|BCOP
OG0006354	LOC108156695|XP_017143827.2|DMIR	LOC119080714|XP_037045089.1|BCOP
OG0006355	LOC108154418|XP_017140180.1|DMIR	LOC119070398|XP_037030614.1|BCOP
OG0006356	LOC108159725|XP_033243545.1|DMIR	LOC119084407|XP_037050272.1|BCOP
OG0006357	LOC108152947|XP_033248247.1|DMIR	LOC119068052|XP_037027317.1|BCOP
OG0006358	LOC108151802|XP_017136141.1|DMIR	LOC119070350|XP_037030532.1|BCOP
OG0006359	LOC108155738|XP_017142243.1|DMIR	LOC119068398|XP_037027854.1|BCOP, LOC119080366|XP_037044558.1|BCOP
OG0006360	LOC108165351|XP_017156876.1|DMIR	LOC119068396|XP_037027847.1|BCOP
OG0006362	LOC108162191|XP_017152284.1|DMIR	LOC119082186|XP_037047508.1|BCOP
OG0006363	LOC108161591|XP_017151370.1|DMIR	LOC119069870|XP_037029939.1|BCOP, LOC119070110|XP_037030318.1|BCOP, LOC119083412|XP_037049025.1|BCOP, LOC119070118|XP_037030327.1|BCOP
OG0006364	LOC108163418|XP_017154175.1|DMIR	LOC119070074|XP_037030269.1|BCOP
OG0006365	LOC108164887|XP_017156326.1|DMIR	LOC119068965|XP_037028724.1|BCOP
OG0006366	LOC108150982|XP_033254052.1|DMIR	LOC119068959|XP_037028722.1|BCOP
OG0006367	LOC108157201|XP_017144625.1|DMIR	LOC119068549|XP_037028072.1|BCOP
OG0006368	LOC108157099|XP_017144453.1|DMIR	LOC119067745|XP_037026770.1|BCOP
OG0006369	LOC108155789|XP_017142337.1|DMIR	LOC119067738|XP_037026751.1|BCOP
OG0006370	LOC108164583|XP_017155899.1|DMIR	LOC119066993|XP_037025612.1|BCOP
OG0006371	LOC108155511|XP_017141840.1|DMIR	LOC119069324|XP_037029276.1|BCOP
OG0006372	LOC108154324|XP_017140074.1|DMIR	LOC119069319|XP_037029269.1|BCOP
OG0006373	LOC108164734|XP_017156115.1|DMIR	LOC119067684|XP_037026698.1|BCOP
OG0006374	LOC108156916|XP_017144156.1|DMIR	LOC119067669|XP_037026670.1|BCOP
OG0006375	LOC108155930|XP_017142580.1|DMIR	LOC119071516|XP_037032286.1|BCOP
OG0006376	LOC108161170|XP_017150882.1|DMIR	LOC119067612|XP_037026601.1|BCOP
OG0006377	LOC108159964|XP_017149133.1|DMIR	LOC119082725|XP_037048210.1|BCOP
OG0006378	LOC108156178|XP_033245435.1|DMIR	LOC119082747|XP_037048228.1|BCOP
OG0006379	LOC108154684|XP_017140517.1|DMIR	LOC119069624|XP_037029618.1|BCOP
OG0006380	LOC108153614|XP_017139206.1|DMIR	LOC119069610|XP_037029598.1|BCOP
OG0006381	LOC108157231|XP_017144680.1|DMIR	LOC119083233|XP_037048790.1|BCOP
OG0006382	LOC108165042|XP_017156573.1|DMIR	LOC119085586|XP_037051899.1|BCOP
OG0006383	LOC108154567|XP_017140358.1|DMIR	LOC119067801|XP_037026843.1|BCOP
OG0006384	LOC108154595|XP_017140402.1|DMIR	LOC119067804|XP_037026849.1|BCOP
OG0006385	LOC108156113|XP_017142899.1|DMIR	LOC119068285|XP_037027715.1|BCOP
OG0006386	LOC108162156|XP_017152223.1|DMIR	LOC119068281|XP_037027708.1|BCOP
OG0006387	LOC108157259|XP_017144725.1|DMIR	LOC119068284|XP_037027713.1|BCOP
OG0006388	LOC108153990|XP_017139576.1|DMIR	LOC119081602|XP_037046536.1|BCOP
OG0006389	LOC108154008|XP_017139594.1|DMIR	LOC119082345|XP_037047758.1|BCOP
OG0006390	LOC108155563|XP_017141945.2|DMIR	LOC119074916|XP_037037204.1|BCOP, LOC119069850|XP_037029918.1|BCOP
OG0006391	LOC108157698|XP_017145356.1|DMIR	LOC119069708|XP_037029727.1|BCOP
OG0006392	LOC108152383|XP_017137170.1|DMIR	LOC119068750|XP_037028365.1|BCOP
OG0006393	LOC108161892|XP_017151776.1|DMIR	LOC119067334|XP_037026134.1|BCOP, LOC119082408|XP_037047834.1|BCOP
OG0006394	LOC108156509|XP_017143502.1|DMIR	LOC119068309|XP_037027745.1|BCOP
OG0006395	LOC108155288|XP_017141493.1|DMIR	LOC119069232|XP_037029167.1|BCOP
OG0006396	LOC108164629|XP_017155963.1|DMIR	LOC119075794|XP_037038256.1|BCOP
OG0006397	LOC108159038|XP_017147454.1|DMIR	LOC119067830|XP_037026898.1|BCOP
OG0006398	LOC108153605|XP_017139193.1|DMIR	LOC119074640|XP_037036811.1|BCOP
OG0006399	LOC108158663|XP_017146653.1|DMIR	LOC119079764|XP_037043742.1|BCOP
OG0006400	LOC108158654|XP_017146641.1|DMIR	LOC119067813|XP_037026861.1|BCOP
OG0006401	LOC108165293|XP_033243675.1|DMIR	LOC119071281|XP_037032042.1|BCOP
OG0006402	LOC108155034|XP_017141088.1|DMIR	LOC119069682|XP_037029697.1|BCOP
OG0006403	LOC108154392|XP_017140144.1|DMIR	LOC119069677|XP_037029691.1|BCOP
OG0006404	LOC108155819|XP_017142395.1|DMIR	LOC119068335|XP_037027788.1|BCOP
OG0006405	LOC108153576|XP_017139144.2|DMIR	LOC119068342|XP_037027792.1|BCOP
OG0006406	LOC108156503|XP_017143492.2|DMIR	LOC119068794|XP_037028452.1|BCOP
OG0006407	LOC108161123|XP_017150837.1|DMIR	LOC119069218|XP_037029090.1|BCOP
OG0006408	LOC108164528|XP_017155809.1|DMIR	LOC119068829|XP_037028493.1|BCOP
OG0006409	LOC108159202|XP_017147764.1|DMIR	LOC119069279|XP_037029236.1|BCOP
OG0006410	LOC108164875|XP_017156309.1|DMIR	LOC119068783|XP_037028438.1|BCOP
OG0006411	LOC108152131|XP_017136712.1|DMIR	LOC119069611|XP_037029599.1|BCOP
OG0006412	LOC108157544|XP_017145137.1|DMIR	LOC119069360|XP_037029328.1|BCOP
OG0006413	LOC108156731|XP_017143876.2|DMIR	LOC119068478|XP_037027984.1|BCOP
OG0006414	LOC108156217|XP_017143046.1|DMIR	LOC119068480|XP_037027986.1|BCOP
OG0006415	LOC108157118|XP_017144493.1|DMIR	LOC119074402|XP_037036419.1|BCOP
OG0006416	LOC108163060|XP_017153624.1|DMIR	LOC119068463|XP_037027951.1|BCOP
OG0006417	LOC108161839|XP_017151690.1|DMIR	LOC119081352|XP_037046095.1|BCOP
OG0006418	LOC108151681|XP_017135913.1|DMIR	LOC119067234|XP_037025985.1|BCOP
OG0006419	LOC108157478|XP_017145049.1|DMIR	LOC119068222|XP_037027613.1|BCOP
OG0006420	LOC108154667|XP_017140493.1|DMIR	LOC119070511|XP_037030767.1|BCOP
OG0006421	LOC108161583|XP_033250034.1|DMIR	LOC119067197|XP_037025923.1|BCOP
OG0006422	LOC108163313|XP_017154026.1|DMIR	LOC119070225|XP_037030394.1|BCOP
OG0006423	LOC108155730|XP_017142228.1|DMIR	LOC119083146|XP_037048684.1|BCOP
OG0006424	LOC108156978|XP_017144259.1|DMIR	LOC119083152|XP_037048693.1|BCOP
OG0006425	LOC108155729|XP_017142227.1|DMIR	LOC119067081|XP_037025719.1|BCOP
OG0006426	LOC108155728|XP_017142226.1|DMIR	LOC119067079|XP_037025714.1|BCOP
OG0006427	LOC108156696|XP_017143831.1|DMIR	LOC119082158|XP_037047457.1|BCOP
OG0006428	LOC108157113|XP_017144478.1|DMIR	LOC119085108|XP_037051261.1|BCOP
OG0006429	LOC108155643|XP_017142080.1|DMIR	LOC119069186|XP_037029022.1|BCOP
OG0006430	LOC108151526|XP_017135664.1|DMIR	LOC119069817|XP_037029874.1|BCOP
OG0006431	LOC108156036|XP_017142777.1|DMIR	LOC119067912|XP_037027105.1|BCOP
OG0006432	LOC108156506|XP_017143497.2|DMIR	LOC119067937|XP_037027147.1|BCOP
OG0006433	LOC108155358|XP_017141611.1|DMIR	LOC119068716|XP_037028300.1|BCOP
OG0006434	LOC108161336|XP_017151063.1|DMIR	LOC119081543|XP_037046449.1|BCOP
OG0006435	LOC108155731|XP_017142229.1|DMIR	LOC119067880|XP_037027046.1|BCOP
OG0006436	LOC108156286|XP_017143155.1|DMIR	LOC119066995|XP_037025618.1|BCOP, LOC119069886|XP_037029959.1|BCOP
OG0006437	LOC108164888|XP_017156328.1|DMIR	LOC119084261|XP_037050069.1|BCOP
OG0006438	LOC108161819|XP_017151668.1|DMIR	LOC119069512|XP_037029484.1|BCOP
OG0006439	LOC108156435|XP_017143381.1|DMIR	LOC119068459|XP_037027939.1|BCOP
OG0006440	LOC108156440|XP_017143388.1|DMIR	LOC119067432|XP_037026299.1|BCOP
OG0006441	LOC108156127|XP_017142931.1|DMIR	LOC119077413|XP_037040521.1|BCOP
OG0006442	LOC108154770|XP_017140642.1|DMIR	LOC119074148|XP_037036043.1|BCOP
OG0006443	LOC108155598|XP_017142009.1|DMIR	LOC119069909|XP_037030010.1|BCOP
OG0006444	LOC108154917|XP_017140865.1|DMIR	LOC119082481|XP_037047896.1|BCOP
OG0006445	LOC108164840|XP_017156255.1|DMIR	LOC119070123|XP_037030337.1|BCOP
OG0006446	LOC108156124|XP_017142923.1|DMIR	LOC119069926|XP_037030044.1|BCOP
OG0006447	LOC108157002|XP_033244575.1|DMIR	LOC119069930|XP_037030048.1|BCOP
OG0006448	LOC108154707|XP_017140546.1|DMIR	LOC119068561|XP_037028084.1|BCOP
OG0006449	LOC108157542|XP_033245632.1|DMIR	LOC119068558|XP_037028079.1|BCOP
OG0006450	LOC108163298|XP_017153997.1|DMIR	LOC119078020|XP_037041307.1|BCOP
OG0006451	LOC108162511|XP_017152788.2|DMIR	LOC119070592|XP_037030905.1|BCOP
OG0006452	LOC108154079|XP_017139675.1|DMIR	LOC119080307|XP_037044480.1|BCOP
OG0006453	LOC108152160|XP_017136769.1|DMIR	LOC119079065|XP_037042768.1|BCOP
OG0006454	LOC117186082|XP_033242074.1|DMIR, LOC108153374|XP_017138833.2|DMIR	LOC119078355|XP_037041750.1|BCOP
OG0006455	LOC108156807|XP_017143983.1|DMIR	LOC119069448|XP_037029398.1|BCOP
OG0006456	LOC108157107|XP_017144469.1|DMIR	LOC119078482|XP_037041933.1|BCOP
OG0006457	LOC108156253|XP_017143093.1|DMIR	LOC119067351|XP_037026156.1|BCOP
OG0006458	LOC108162205|XP_017152305.1|DMIR	LOC119083218|XP_037048780.1|BCOP, LOC119082187|XP_037047505.1|BCOP
OG0006459	LOC108156789|XP_017143954.1|DMIR	LOC119078257|XP_037041647.1|BCOP
OG0006460	LOC108154910|XP_017140852.1|DMIR	LOC119081699|XP_037046701.1|BCOP
OG0006461	LOC108154252|XP_017139975.1|DMIR	LOC119082805|XP_037048350.1|BCOP
OG0006462	LOC108156510|XP_033244791.1|DMIR	LOC119070462|XP_037030710.1|BCOP
OG0006463	LOC108156149|XP_033244538.1|DMIR	LOC119069962|XP_037030090.1|BCOP
OG0006464	LOC108152932|XP_017138112.1|DMIR	LOC119069982|XP_037030121.1|BCOP
OG0006465	LOC108164599|XP_017155937.1|DMIR	LOC119073276|XP_037034553.1|BCOP
OG0006466	LOC108165123|XP_017156675.1|DMIR	LOC119079296|XP_037042978.1|BCOP
OG0006467	LOC108157593|XP_017145209.1|DMIR	LOC119068460|XP_037027941.1|BCOP
OG0006468	LOC108155921|XP_017142561.1|DMIR	LOC119080938|XP_037045459.1|BCOP
OG0006469	LOC108162099|XP_017152189.1|DMIR	LOC119068776|XP_037028431.1|BCOP
OG0006470	LOC108152619|XP_017137579.1|DMIR	LOC119068428|XP_037027891.1|BCOP
