Orthogroup	DMIR.longest_only	AEAL.longest_only
OG0005416	LOC117192719|XP_033253344.1|DMIR, LOC108158115|XP_017145781.1|DMIR	LOC109420670|XP_029708745.1|AEAL
OG0005417	LOC108162318|XP_017152488.1|DMIR	LOC109420659|XP_019550624.2|AEAL
OG0005418	LOC108163389|XP_017154134.1|DMIR	LOC109420658|XP_019550623.1|AEAL
OG0005419	LOC108162843|XP_017153274.2|DMIR	LOC115255109|XP_029708821.1|AEAL, LOC109420648|XP_019550554.2|AEAL
OG0005420	LOC108164122|XP_017155208.1|DMIR	LOC109420641|XP_029708722.1|AEAL
OG0005421	LOC108164328|XP_017155472.1|DMIR	LOC109420547|XP_029708712.1|AEAL, LOC115255439|XP_029709432.1|AEAL
OG0005422	LOC108153278|XP_033252430.1|DMIR	LOC109420489|XP_029708658.1|AEAL, LOC109407535|XP_019536148.2|AEAL, LOC109420507|XP_019550414.2|AEAL
OG0005423	LOC108163111|XP_017153695.1|DMIR	LOC109407612|XP_029708649.1|AEAL
OG0005424	LOC117187881|XP_033246671.1|DMIR, LOC108159728|XP_017148749.2|DMIR	LOC109419739|XP_029708585.1|AEAL
OG0005425	LOC108157425|XP_017144968.1|DMIR	LOC109419754|XP_019549571.1|AEAL, LOC115255017|XP_029708581.1|AEAL
OG0005426	LOC108160282|XP_017149653.1|DMIR, LOC117185942|XP_033253258.1|DMIR	LOC109398250|XP_029708620.1|AEAL
OG0005427	LOC117188669|XP_033248749.1|DMIR, LOC108163526|XP_033249844.1|DMIR	LOC109402100|XP_019530266.2|AEAL
OG0005428	LOC108161852|XP_017151708.1|DMIR	LOC109402099|XP_029708546.1|AEAL, LOC115254977|XP_029708528.1|AEAL
OG0005429	LOC108163012|XP_033250031.1|DMIR	LOC109402103|XP_019530268.2|AEAL, LOC115254989|XP_029708543.1|AEAL
OG0005430	LOC108163013|XP_017153535.1|DMIR	LOC109402114|XP_029708540.1|AEAL, LOC115254981|XP_029708533.1|AEAL
OG0005431	LOC108163966|XP_017155009.1|DMIR	LOC109427433|XP_019558537.2|AEAL, LOC115254961|XP_029708513.1|AEAL
OG0005432	LOC108162390|XP_017152596.1|DMIR	LOC115262063|XP_029719866.1|AEAL, LOC109427514|XP_019558616.1|AEAL
OG0005433	LOC108160863|XP_017150615.2|DMIR, LOC117188277|XP_033247727.1|DMIR	LOC109427534|XP_019558637.1|AEAL
OG0005434	LOC108163495|XP_017154306.1|DMIR	LOC115268763|XP_029732784.1|AEAL, LOC109427674|XP_019558808.2|AEAL
OG0005435	LOC108161918|XP_017151822.1|DMIR	LOC115262466|XP_029720734.1|AEAL, LOC109427694|XP_019558827.2|AEAL
OG0005436	LOC108161917|XP_017151820.1|DMIR	LOC109427682|XP_019558820.2|AEAL, LOC115262465|XP_029720732.1|AEAL
OG0005437	LOC108156342|XP_017143230.1|DMIR	LOC109427739|XP_019558882.2|AEAL
OG0005439	LOC108154233|XP_017139949.1|DMIR	LOC109428260|XP_019559538.1|AEAL
OG0005440	LOC108162704|XP_017153048.1|DMIR	LOC115266465|XP_029728559.1|AEAL, LOC109428028|XP_029728556.1|AEAL
OG0005441	LOC108163981|XP_017155031.2|DMIR	LOC109433590|XP_019565571.2|AEAL, LOC109430785|XP_019562403.2|AEAL
OG0005442	LOC108163109|XP_017153693.1|DMIR	LOC109430108|XP_019561684.1|AEAL, LOC109433573|XP_019565557.2|AEAL
OG0005443	LOC117188768|XP_033249019.1|DMIR	LOC109433587|XP_019565565.2|AEAL
OG0005444	LOC108162559|XP_017152844.1|DMIR	LOC109430148|XP_019561726.2|AEAL
OG0005445	LOC108164121|XP_017155207.1|DMIR	LOC115261021|XP_029718251.1|AEAL, LOC109430156|XP_029718253.1|AEAL, LOC115265230|XP_029725372.1|AEAL
OG0005446	LOC108163485|XP_017154283.1|DMIR	LOC109430164|XP_029727440.1|AEAL
OG0005447	LOC108161957|XP_017151905.2|DMIR	LOC109430166|XP_029727439.1|AEAL
OG0005448	LOC117191073|XP_033251932.1|DMIR, LOC108158474|XP_017146267.1|DMIR	LOC109432638|XP_019564555.2|AEAL
OG0005449	LOC117186316|XP_033242836.1|DMIR	LOC109432696|XP_019564626.2|AEAL
OG0005450	LOC108157096|XP_017144449.1|DMIR	LOC109427575|XP_019558698.1|AEAL
OG0005451	LOC108162393|XP_017152602.1|DMIR	LOC109405617|XP_029723964.1|AEAL, LOC109427599|XP_029727669.1|AEAL
OG0005452	LOC108158354|XP_017146093.1|DMIR, LOC117192425|XP_033252985.1|DMIR	LOC109423965|XP_019554581.2|AEAL
OG0005453	LOC108155207|XP_017141374.1|DMIR	LOC109423958|XP_029727379.1|AEAL
OG0005454	LOC108163183|XP_017153808.1|DMIR	LOC115265637|XP_029727369.1|AEAL, LOC115265625|XP_029727348.1|AEAL, LOC109423949|XP_029727340.1|AEAL
OG0005455	LOC108159536|XP_033247260.1|DMIR	LOC109430993|XP_029725362.1|AEAL, LOC115265617|XP_029727317.1|AEAL
OG0005456	LOC108161927|XP_017151839.1|DMIR	LOC109423937|XP_019554547.2|AEAL
OG0005457	LOC108163929|XP_017154951.1|DMIR	LOC109404804|XP_019533299.2|AEAL
OG0005458	LOC108163628|XP_017154521.1|DMIR	LOC115253702|XP_029727256.1|AEAL, LOC109423917|XP_029727297.1|AEAL
OG0005459	LOC108163602|XP_017154479.1|DMIR	LOC109423920|XP_019554529.2|AEAL, LOC109404807|XP_019533301.2|AEAL
OG0005460	LOC108161825|XP_017151673.2|DMIR	LOC109423919|XP_019554528.2|AEAL, LOC109404798|XP_019533292.2|AEAL
OG0005461	LOC108162079|XP_017152119.1|DMIR	LOC109423916|XP_019554524.2|AEAL, LOC109404805|XP_019533300.2|AEAL
OG0005462	LOC108163752|XP_017154709.1|DMIR	LOC109423915|XP_019554523.2|AEAL, LOC115265610|XP_029727255.1|AEAL
OG0005463	LOC108151134|XP_017135048.1|DMIR	LOC109404781|XP_019533260.2|AEAL, LOC115265858|XP_029727665.1|AEAL
OG0005464	LOC108162077|XP_017152114.1|DMIR	LOC109404812|XP_029727283.1|AEAL, LOC109423908|XP_029727244.1|AEAL
OG0005465	LOC108163291|XP_017153980.2|DMIR	LOC109423885|XP_019554486.2|AEAL, LOC109404792|XP_019533284.1|AEAL
OG0005466	LOC108161924|XP_017151837.1|DMIR	LOC109404796|XP_029727240.1|AEAL, LOC109423883|XP_029727278.1|AEAL
OG0005467	LOC108156201|XP_017143023.1|DMIR	LOC109419320|XP_029727660.1|AEAL
OG0005468	LOC108162782|XP_017153169.1|DMIR	LOC109418152|XP_019547887.2|AEAL
OG0005469	LOC108162194|XP_017152289.1|DMIR	LOC109418101|XP_019547836.2|AEAL
OG0005470	LOC108162192|XP_017152282.1|DMIR	LOC109418088|XP_019547812.2|AEAL
OG0005471	LOC108161938|XP_017151858.1|DMIR	LOC109621903|XP_019931658.2|AEAL
OG0005473	LOC108161830|XP_017151678.1|DMIR	LOC109421659|XP_019551729.1|AEAL
OG0005474	LOC108161259|XP_017150969.1|DMIR	LOC109407359|XP_029725352.1|AEAL
OG0005475	LOC108161806|XP_017151653.1|DMIR	LOC109421655|XP_019551722.2|AEAL
OG0005476	LOC108159913|XP_017149034.1|DMIR	LOC109407335|XP_019535878.2|AEAL
OG0005477	LOC108151776|XP_017136110.1|DMIR	LOC109407329|XP_029727147.1|AEAL
OG0005478	LOC108162413|XP_017152629.1|DMIR	LOC109421642|XP_029727139.1|AEAL
OG0005479	LOC108162411|XP_017152627.1|DMIR	LOC109421641|XP_019551698.1|AEAL
OG0005480	LOC108162414|XP_017152630.1|DMIR	LOC109407322|XP_019535860.1|AEAL
OG0005481	LOC108162820|XP_017153225.1|DMIR	LOC109407319|XP_029727152.1|AEAL, LOC109421638|XP_019551695.2|AEAL
OG0005482	LOC108162818|XP_033249635.1|DMIR	LOC109407313|XP_029727125.1|AEAL, LOC115265592|XP_029727161.1|AEAL
OG0005483	LOC108156528|XP_017143523.1|DMIR	LOC109421630|XP_019551678.1|AEAL, LOC109421631|XP_029727162.1|AEAL
OG0005484	LOC108164211|XP_033249915.1|DMIR	LOC109421626|XP_019551675.2|AEAL
OG0005485	LOC108160895|XP_017150654.1|DMIR, LOC117191995|XP_033252610.1|DMIR	LOC109409184|XP_029727069.1|AEAL
OG0005486	LOC108159719|XP_017148729.2|DMIR, LOC117187890|XP_033246715.1|DMIR	LOC109409181|XP_029727116.1|AEAL
OG0005487	LOC108161987|XP_017151942.1|DMIR	LOC109421544|XP_019551609.2|AEAL
OG0005488	LOC108163118|XP_017153713.2|DMIR	LOC109421541|XP_029727101.1|AEAL
OG0005489	LOC108162995|XP_017153498.1|DMIR	LOC109409138|XP_019538097.2|AEAL, LOC109421533|XP_019551596.2|AEAL
OG0005490	LOC108162993|XP_017153495.1|DMIR	LOC109421531|XP_019551594.2|AEAL, LOC109409136|XP_019538095.2|AEAL
OG0005491	LOC108162769|XP_017153153.1|DMIR	LOC109409130|XP_029727086.1|AEAL, LOC109421526|XP_029732662.1|AEAL
OG0005492	LOC108163263|XP_017153922.1|DMIR	LOC109409126|XP_019538083.1|AEAL
OG0005493	LOC108161514|XP_017151280.1|DMIR	LOC109409189|XP_029727080.1|AEAL
OG0005494	LOC108159404|XP_017148134.1|DMIR, LOC117192247|XP_033252802.1|DMIR	LOC109621336|XP_019930925.2|AEAL
OG0005495	LOC108160404|XP_017149884.1|DMIR	LOC109421493|XP_029726819.1|AEAL
OG0005496	LOC108155666|XP_017142118.1|DMIR	LOC109421446|XP_029727011.1|AEAL, LOC109432531|XP_029726852.1|AEAL
OG0005497	LOC108162001|XP_017151972.1|DMIR	LOC109432547|XP_019564434.2|AEAL, LOC109421442|XP_019551475.2|AEAL
OG0005498	LOC108162005|XP_017151979.1|DMIR	LOC109421440|XP_019551472.1|AEAL, LOC109432537|XP_029727017.1|AEAL
OG0005499	LOC108161999|XP_017151968.1|DMIR	LOC109421432|XP_029726870.1|AEAL, LOC109432527|XP_029727025.1|AEAL
OG0005500	LOC108162007|XP_017151981.1|DMIR	LOC109432529|XP_019564406.2|AEAL, LOC109421433|XP_029727026.1|AEAL
OG0005501	LOC108162756|XP_017153126.1|DMIR	LOC115265560|XP_029727027.1|AEAL, LOC109421431|XP_019551461.2|AEAL
OG0005502	LOC108162757|XP_017153127.1|DMIR	LOC109421429|XP_019551459.2|AEAL, LOC115265561|XP_029727028.1|AEAL
OG0005503	LOC108161857|XP_033248821.1|DMIR	LOC109432525|XP_029726872.1|AEAL, LOC115265563|XP_029727030.1|AEAL
OG0005504	LOC108162675|XP_017153006.1|DMIR	LOC109432551|XP_019564438.1|AEAL, LOC109421343|XP_029726914.1|AEAL
OG0005506	LOC108162886|XP_017153332.1|DMIR	LOC109421318|XP_029726941.1|AEAL
OG0005507	LOC108163934|XP_017154955.1|DMIR	LOC109421314|XP_029727054.1|AEAL, LOC109621874|XP_029727621.1|AEAL
OG0005508	LOC108163150|XP_033248441.1|DMIR	LOC109421299|XP_019551343.1|AEAL
OG0005509	LOC108162653|XP_017152975.1|DMIR	LOC109421296|XP_019551340.2|AEAL
OG0005510	LOC108163744|XP_017154700.2|DMIR	LOC115265555|XP_029727007.1|AEAL
OG0005511	LOC108157780|XP_017145462.1|DMIR	LOC109410826|XP_019539906.2|AEAL, LOC109621396|XP_019930989.2|AEAL, LOC115266862|XP_029729328.1|AEAL
OG0005512	LOC108157570|XP_017145178.1|DMIR	LOC109622324|XP_029725097.1|AEAL, LOC109621398|XP_019930991.1|AEAL
OG0005513	LOC108163766|XP_017154730.1|DMIR	LOC109402480|XP_019530713.1|AEAL, LOC109621356|XP_019930950.1|AEAL
OG0005514	LOC108156886|XP_017144110.1|DMIR	LOC109402491|XP_019530721.3|AEAL, LOC109621733|XP_019931426.2|AEAL
OG0005515	LOC117185696|XP_033250994.1|DMIR, LOC108158149|XP_017145858.2|DMIR	LOC109402504|XP_019530735.3|AEAL
OG0005516	LOC108163370|XP_017154111.2|DMIR	LOC109402503|XP_019530734.2|AEAL
OG0005517	LOC108163293|XP_033249422.1|DMIR	LOC109402506|XP_019530738.2|AEAL
OG0005518	LOC108164264|XP_017155395.1|DMIR	LOC109402529|XP_019530769.2|AEAL
OG0005519	LOC108160411|XP_017149895.1|DMIR, LOC117190817|XP_033251748.1|DMIR	LOC109402400|XP_019530615.2|AEAL
OG0005520	LOC108164008|XP_033248474.1|DMIR	LOC109416797|XP_019546402.2|AEAL
OG0005521	LOC108163830|XP_017154819.1|DMIR	LOC109429707|XP_019561260.1|AEAL, LOC109416783|XP_019546384.2|AEAL
OG0005522	LOC108152442|XP_033242501.1|DMIR	LOC109416802|XP_029720520.1|AEAL
OG0005523	LOC108161800|XP_017151639.2|DMIR	LOC109416779|XP_019546378.2|AEAL, LOC109429703|XP_029719874.1|AEAL
OG0005524	LOC108161421|XP_017151170.1|DMIR	LOC109406539|XP_019535178.2|AEAL
OG0005525	LOC108162968|XP_017153456.1|DMIR	LOC109406537|XP_029720013.1|AEAL
OG0005526	LOC108161323|XP_017151043.2|DMIR	LOC109429672|XP_029720001.1|AEAL, LOC109406525|XP_019535163.2|AEAL
OG0005527	LOC108164437|XP_017155624.1|DMIR	LOC115262053|XP_029719849.1|AEAL, LOC115262112|XP_029720002.1|AEAL, LOC109406528|XP_019535169.1|AEAL
OG0005528	LOC108163186|XP_017153813.1|DMIR	LOC109429647|XP_029719838.1|AEAL, LOC109622653|XP_019932619.2|AEAL, LOC115262108|XP_029719987.1|AEAL
OG0005529	LOC108163509|XP_017154328.1|DMIR	LOC109429626|XP_029719967.1|AEAL
OG0005530	LOC108163307|XP_017154012.1|DMIR	LOC109429598|XP_029724792.1|AEAL, LOC115262100|XP_029719954.1|AEAL, LOC115262130|XP_029720080.1|AEAL
OG0005531	LOC108152151|XP_017136757.1|DMIR	LOC109408544|XP_029724786.1|AEAL, LOC109429590|XP_029719951.1|AEAL
OG0005532	LOC108162464|XP_017152701.1|DMIR	LOC109426506|XP_019557587.1|AEAL
OG0005533	LOC108161719|XP_017151528.1|DMIR	LOC109429985|XP_019561540.2|AEAL, LOC109429569|XP_019561095.2|AEAL
OG0005534	LOC108151217|XP_017135187.1|DMIR	LOC109429545|XP_019561068.2|AEAL, LOC109429911|XP_019561464.1|AEAL
OG0005535	LOC108162424|XP_017152640.1|DMIR	LOC109429543|XP_019561064.2|AEAL
OG0005536	LOC108162725|XP_017153082.1|DMIR	LOC109429538|XP_019561054.2|AEAL
OG0005537	LOC108163734|XP_017154681.1|DMIR	LOC109429899|XP_019561441.2|AEAL
OG0005538	LOC108163339|XP_017154065.1|DMIR	LOC109429897|XP_019561440.2|AEAL
OG0005539	LOC108161736|XP_017151549.1|DMIR	LOC109415439|XP_019544852.1|AEAL, LOC109429927|XP_019561477.1|AEAL
OG0005540	LOC108163584|XP_017154445.1|DMIR	LOC109415441|XP_019544855.1|AEAL, LOC109429886|XP_029729353.1|AEAL
OG0005541	LOC108161697|XP_017151498.1|DMIR	LOC109415445|XP_029720113.1|AEAL
OG0005542	LOC108151176|XP_017135096.2|DMIR	LOC109429882|XP_029720112.1|AEAL
OG0005543	LOC108163222|XP_017153866.1|DMIR	LOC109398321|XP_019526215.1|AEAL
OG0005544	LOC108162346|XP_017152534.1|DMIR	LOC109398279|XP_019526150.2|AEAL
OG0005545	LOC108163770|XP_017154735.1|DMIR	LOC109398326|XP_019526222.1|AEAL, LOC109429843|XP_019561377.2|AEAL
OG0005546	LOC108161797|XP_017151636.2|DMIR	LOC115262144|XP_029720132.1|AEAL, LOC109398292|XP_029729185.1|AEAL
OG0005547	LOC108161778|XP_033249962.1|DMIR	LOC109398346|XP_019526240.2|AEAL, LOC115266772|XP_029729202.1|AEAL
OG0005548	LOC108161775|XP_017151603.2|DMIR	LOC115266773|XP_029729203.1|AEAL, LOC109398288|XP_019526169.2|AEAL
OG0005549	LOC108163552|XP_017154403.1|DMIR	LOC115262023|XP_029719821.1|AEAL, LOC109429868|XP_019561399.2|AEAL
OG0005550	LOC108163126|XP_017153726.1|DMIR	LOC109429859|XP_019561390.2|AEAL
OG0005551	LOC117187920|XP_033246766.1|DMIR, LOC108158466|XP_017146246.2|DMIR	LOC109429800|XP_029720163.1|AEAL
OG0005552	LOC117189484|XP_033250513.1|DMIR, LOC108160306|XP_017149708.1|DMIR	LOC109429799|XP_019561333.2|AEAL
OG0005553	LOC108162673|XP_017153005.1|DMIR	LOC109429784|XP_019561310.2|AEAL, LOC115262169|XP_029720298.1|AEAL
OG0005554	LOC108162722|XP_033250079.1|DMIR	LOC109404265|XP_029720307.1|AEAL, LOC109416574|XP_029720273.1|AEAL
OG0005555	LOC108161758|XP_017151581.1|DMIR	LOC109416572|XP_029720313.1|AEAL, LOC109404633|XP_019533094.1|AEAL
OG0005556	LOC108161755|XP_017151576.1|DMIR	LOC109416570|XP_019546192.2|AEAL, LOC109404628|XP_019533088.2|AEAL
OG0005557	LOC108164028|XP_017155092.1|DMIR	LOC109404637|XP_019533100.2|AEAL, LOC109411675|XP_019540785.2|AEAL
OG0005558	LOC108158844|XP_033243964.1|DMIR	LOC109411673|XP_029720314.1|AEAL, LOC109404626|XP_029720265.1|AEAL
OG0005559	LOC108163218|XP_017153861.1|DMIR	LOC109411678|XP_019540789.2|AEAL, LOC109404623|XP_019533076.2|AEAL
OG0005560	LOC108163299|XP_017153998.1|DMIR	LOC109404622|XP_029720318.1|AEAL, LOC109411679|XP_029720261.1|AEAL
OG0005561	LOC108152520|XP_017137408.1|DMIR	LOC109411690|XP_029720253.1|AEAL, LOC109404632|XP_019533093.2|AEAL
OG0005562	LOC108163649|XP_017154548.1|DMIR	LOC109411691|XP_029720330.1|AEAL, LOC109404617|XP_029720249.1|AEAL
OG0005563	LOC108164458|XP_017155673.1|DMIR	LOC109411696|XP_019540814.2|AEAL
OG0005564	LOC108161315|XP_017151024.2|DMIR	LOC109404606|XP_029720235.1|AEAL
OG0005565	LOC108162027|XP_017152034.1|DMIR	LOC109411710|XP_019540826.2|AEAL
OG0005566	LOC108162028|XP_017152035.1|DMIR	LOC109411786|XP_019540932.2|AEAL
OG0005567	LOC108154055|XP_017139636.1|DMIR	LOC109411711|XP_019540827.2|AEAL
OG0005568	LOC108161958|XP_017151906.2|DMIR	LOC109420392|XP_019550306.2|AEAL
OG0005569	LOC108163783|XP_017154751.1|DMIR	LOC109411723|XP_019540847.2|AEAL
OG0005570	LOC108162994|XP_017153496.1|DMIR	LOC109420458|XP_029720181.1|AEAL
OG0005571	LOC108159179|XP_017147717.1|DMIR, LOC117190098|XP_033251074.1|DMIR	LOC115262188|XP_029720385.1|AEAL
OG0005572	LOC108159068|XP_017147503.1|DMIR	LOC109419633|XP_019549442.2|AEAL, LOC109398252|XP_019526123.2|AEAL
OG0005573	LOC108155390|XP_017141659.1|DMIR	LOC109398245|XP_019526109.2|AEAL, LOC115262210|XP_029720411.1|AEAL
OG0005574	LOC108158101|XP_017145757.1|DMIR	LOC109411217|XP_019540260.2|AEAL, LOC115262191|XP_029720393.1|AEAL
OG0005575	LOC108157536|XP_017145128.1|DMIR	LOC109411234|XP_019540290.2|AEAL
OG0005577	LOC108151411|XP_017135489.1|DMIR	LOC109414183|XP_019543510.2|AEAL
OG0005578	LOC108151577|XP_017135742.1|DMIR	LOC109414177|XP_019543506.2|AEAL
OG0005579	LOC108151578|XP_017135743.1|DMIR	LOC109414176|XP_019543505.2|AEAL
OG0005580	LOC108152032|XP_017136512.1|DMIR	LOC109414165|XP_019543493.1|AEAL, LOC115257206|XP_029712505.1|AEAL
OG0005581	LOC108164678|XP_033245238.1|DMIR	LOC115257200|XP_029712495.1|AEAL, LOC109414162|XP_029707886.1|AEAL
OG0005582	LOC108152832|XP_017137926.1|DMIR	LOC115254465|XP_029707879.1|AEAL, LOC109414155|XP_019543479.2|AEAL
OG0005583	LOC108153042|XP_017138291.1|DMIR	LOC115257205|XP_029712504.1|AEAL, LOC109414153|XP_019543474.2|AEAL
OG0005584	LOC108163556|XP_017154410.1|DMIR	LOC109406009|XP_029714010.1|AEAL, LOC109426340|XP_029707836.1|AEAL, LOC115268884|XP_029732931.1|AEAL
OG0005585	LOC108155741|XP_017142248.1|DMIR	LOC109426327|XP_029707823.1|AEAL
OG0005586	LOC108157339|XP_017144846.1|DMIR	LOC115258113|XP_029714012.1|AEAL, LOC109407229|XP_029707819.1|AEAL
OG0005587	LOC108162890|XP_017153344.1|DMIR	LOC109421714|XP_019551784.1|AEAL, LOC109426318|XP_019557319.1|AEAL
OG0005588	LOC108151813|XP_017136155.1|DMIR	LOC109421717|XP_029707817.1|AEAL, LOC109426316|XP_029713985.1|AEAL
OG0005589	LOC108155211|XP_017141384.1|DMIR	LOC109421721|XP_029713969.1|AEAL, LOC109425446|XP_019556260.2|AEAL
OG0005590	LOC108160587|XP_017150170.1|DMIR	LOC115254444|XP_029707811.1|AEAL, LOC109421723|XP_029713961.1|AEAL
OG0005591	LOC108155109|XP_017141236.1|DMIR	LOC115258107|XP_029713990.1|AEAL, LOC109421724|XP_019551797.2|AEAL
OG0005592	LOC108155136|XP_017141279.1|DMIR	LOC109425451|XP_019556264.1|AEAL, LOC109421726|XP_019551798.1|AEAL
OG0005593	LOC108151031|XP_017134879.1|DMIR	LOC109421731|XP_019551803.2|AEAL, LOC109425453|XP_019556268.1|AEAL
OG0005594	LOC108152795|XP_017137866.1|DMIR	LOC109425454|XP_029707804.1|AEAL, LOC109421732|XP_019551804.2|AEAL
OG0005595	LOC108152794|XP_017137865.1|DMIR	LOC109425455|XP_029707803.1|AEAL, LOC109421733|XP_029714002.1|AEAL
OG0005596	LOC108153070|XP_017138339.1|DMIR	LOC109425463|XP_019556278.2|AEAL, LOC109421737|XP_019551811.2|AEAL
OG0005597	LOC108155932|XP_033244196.1|DMIR	LOC115253568|XP_029713989.1|AEAL, LOC109425466|XP_029707796.1|AEAL
OG0005599	LOC108159067|XP_033248205.1|DMIR	LOC109427995|XP_019559200.2|AEAL, LOC115268733|XP_029732736.1|AEAL
OG0005600	LOC108156997|XP_017144280.1|DMIR	LOC109428009|XP_019559211.2|AEAL, LOC109418238|XP_019547940.2|AEAL
OG0005601	LOC108160579|XP_017150194.1|DMIR	LOC115253731|XP_029720816.1|AEAL, LOC109418243|XP_029720742.1|AEAL, LOC109428024|XP_029707555.1|AEAL
OG0005602	LOC108155064|XP_017141139.1|DMIR	LOC115262447|XP_029720712.1|AEAL, LOC109418247|XP_019547951.2|AEAL
OG0005603	LOC108160650|XP_017150273.1|DMIR, LOC117191312|XP_033252106.1|DMIR	LOC109418254|XP_019547956.1|AEAL
OG0005604	LOC117189828|XP_033250783.1|DMIR, LOC108159689|XP_017148685.1|DMIR	LOC115269952|XP_029734626.1|AEAL, LOC109418261|XP_019547967.2|AEAL
OG0005605	LOC108159691|XP_017148688.1|DMIR, LOC117189483|XP_033250509.1|DMIR	LOC109418262|XP_019547968.2|AEAL
OG0005606	LOC108162291|XP_017152440.1|DMIR	LOC115262254|XP_029720527.1|AEAL, LOC109418270|XP_029720574.1|AEAL
OG0005607	LOC108155412|XP_017141698.1|DMIR	LOC109418288|XP_019547996.1|AEAL, LOC109428063|XP_019559284.1|AEAL
OG0005608	LOC108155408|XP_017141693.1|DMIR	LOC109418289|XP_029720406.1|AEAL, LOC109428067|XP_029719835.1|AEAL
OG0005609	LOC108150963|XP_017134786.1|DMIR	LOC109418290|XP_019547999.1|AEAL, LOC109428068|XP_029719847.1|AEAL
OG0005610	LOC108165492|XP_017157035.1|DMIR	LOC109428091|XP_019559318.2|AEAL, LOC109418316|XP_029720182.1|AEAL
OG0005611	LOC108151434|XP_017135520.1|DMIR	LOC109428096|XP_029720127.1|AEAL, LOC109418319|XP_029720055.1|AEAL
OG0005612	LOC108156170|XP_017142989.1|DMIR	LOC109418320|XP_029719807.1|AEAL, LOC109428098|XP_029720123.1|AEAL
OG0005613	LOC108155103|XP_017141221.1|DMIR	LOC109418330|XP_019548058.1|AEAL, LOC109427299|XP_019558361.1|AEAL
OG0005614	LOC108156119|XP_017142913.1|DMIR	LOC109427298|XP_029721127.1|AEAL, LOC109418329|XP_019548057.2|AEAL
OG0005615	LOC108154780|XP_017140653.1|DMIR	LOC109427305|XP_019558368.1|AEAL, LOC109418334|XP_019548065.1|AEAL
OG0005616	LOC108156073|XP_017142846.1|DMIR	LOC109427308|XP_029721225.1|AEAL
OG0005617	LOC108156747|XP_017143898.1|DMIR	LOC109418340|XP_029721233.1|AEAL, LOC109427311|XP_029721021.1|AEAL
OG0005618	LOC108158499|XP_017146302.1|DMIR	LOC115262649|XP_029721029.1|AEAL, LOC109418341|XP_029721243.1|AEAL
OG0005619	LOC108154990|XP_017141023.1|DMIR	LOC109418388|XP_029721379.1|AEAL
OG0005620	LOC108151707|XP_017135966.1|DMIR	LOC109426144|XP_029723113.1|AEAL, LOC109418413|XP_029721595.1|AEAL, LOC115254101|XP_029721901.1|AEAL
OG0005621	LOC108162160|XP_017152232.1|DMIR	LOC109418414|XP_019548144.1|AEAL, LOC109426145|XP_029721907.1|AEAL
OG0005622	LOC108162416|XP_017152635.1|DMIR	LOC109426149|XP_029721935.1|AEAL, LOC109418419|XP_029721625.1|AEAL
OG0005623	LOC108152265|XP_017136970.1|DMIR	LOC109418438|XP_029722657.1|AEAL, LOC109426167|XP_029708058.1|AEAL
OG0005624	LOC108155030|XP_017141080.1|DMIR	LOC109426176|XP_029722037.1|AEAL, LOC115263255|XP_029722210.1|AEAL
OG0005625	LOC108155186|XP_017141346.1|DMIR	LOC109426177|XP_029722226.1|AEAL, LOC109418449|XP_029722025.1|AEAL
OG0005626	LOC108153958|XP_017139547.1|DMIR	LOC109426183|XP_029722001.1|AEAL
OG0005627	LOC108156042|XP_017142801.1|DMIR	LOC115263397|XP_029722544.1|AEAL, LOC109418454|XP_029722083.1|AEAL
OG0005628	LOC108155120|XP_017141251.2|DMIR	LOC115263365|XP_029722525.1|AEAL, LOC109418456|XP_029722268.1|AEAL
OG0005629	LOC108160738|XP_017150418.2|DMIR, LOC117188229|XP_033247636.1|DMIR	LOC109426190|XP_019557177.1|AEAL
OG0005630	LOC108160170|XP_033247023.1|DMIR	LOC109419131|XP_029722295.1|AEAL, LOC115253624|XP_029722940.1|AEAL
OG0005631	LOC108164909|XP_017156377.1|DMIR	LOC109415965|XP_019545486.2|AEAL
OG0005632	LOC108152344|XP_017137097.1|DMIR	LOC109415966|XP_029723073.1|AEAL, LOC115263914|XP_029723096.1|AEAL
OG0005633	LOC108156490|XP_017143464.2|DMIR	LOC109419215|XP_019548967.2|AEAL
OG0005634	LOC108155087|XP_017141198.1|DMIR	LOC109415993|XP_019545513.2|AEAL
OG0005635	LOC108162510|XP_017152775.1|DMIR	LOC109415992|XP_019545511.2|AEAL
OG0005636	LOC108156976|XP_017144257.1|DMIR	LOC109407480|XP_019536061.2|AEAL
OG0005637	LOC108155865|XP_017142472.1|DMIR	LOC109419238|XP_029723473.1|AEAL, LOC109407476|XP_029723513.1|AEAL
OG0005638	LOC108159437|XP_017148204.1|DMIR	LOC109419239|XP_029723507.1|AEAL, LOC115264188|XP_029723496.1|AEAL
OG0005639	LOC117192219|XP_033252776.1|DMIR, LOC108159804|XP_017148859.1|DMIR	LOC109407474|XP_029723482.1|AEAL, LOC109419240|XP_029723484.1|AEAL
OG0005640	LOC108156654|XP_017143757.1|DMIR	LOC109419260|XP_019549056.2|AEAL
OG0005641	LOC108156628|XP_017143684.1|DMIR	LOC115254122|XP_029724035.1|AEAL, LOC109433357|XP_029733181.1|AEAL
OG0005642	LOC108156089|XP_017142866.1|DMIR	LOC109429471|XP_029724105.1|AEAL, LOC109415468|XP_029724600.1|AEAL
