Orthogroup	DYAK.longest_only	BCOP.longest_only
OG0008280	LOC6525529|XP_002101364.3|DYAK	LOC119082580|XP_037048013.1|BCOP
OG0008281	LOC6525883|XP_002101703.2|DYAK	LOC119082635|XP_037048100.1|BCOP
OG0008282	LOC6524504|XP_002100361.1|DYAK	LOC119067575|XP_037026555.1|BCOP
OG0008283	LOC6525576|XP_002101411.1|DYAK	LOC119069528|XP_037029497.1|BCOP
OG0008285	LOC6525966|XP_002101785.1|DYAK	LOC119069574|XP_037029553.1|BCOP
OG0008286	LOC6525543|XP_002101378.1|DYAK	LOC119067132|XP_037025812.1|BCOP
OG0008287	LOC6525324|XP_002101160.1|DYAK	LOC119067603|XP_037026589.1|BCOP
OG0008288	LOC6535651|XP_002096279.2|DYAK	LOC119068323|XP_037027773.1|BCOP
OG0008290	LOC6525918|XP_002101738.1|DYAK	LOC119067610|XP_037026598.1|BCOP
OG0008291	LOC6525330|XP_002101166.1|DYAK	LOC119067820|XP_037026878.1|BCOP
OG0008292	LOC6524483|XP_015045721.1|DYAK	LOC119076490|XP_037039170.1|BCOP
OG0008293	LOC6539027|XP_002099529.3|DYAK	LOC119068319|XP_037027768.1|BCOP
OG0008294	LOC6537960|XP_002098497.1|DYAK	LOC119067446|XP_037026322.1|BCOP
OG0008295	LOC6524710|XP_002100554.1|DYAK	LOC119081345|XP_037046073.1|BCOP
OG0008296	LOC6524951|XP_039227595.1|DYAK	LOC119066847|XP_037025410.1|BCOP
OG0008297	LOC6525322|XP_002101158.1|DYAK	LOC119070055|XP_037030245.1|BCOP
OG0008298	LOC6526060|XP_002101877.1|DYAK	LOC119067333|XP_037026133.1|BCOP
OG0008300	LOC6525288|XP_015046209.1|DYAK	LOC119068835|XP_037028515.1|BCOP
OG0008301	LOC6536436|XP_002097017.2|DYAK	LOC119067853|XP_037026986.1|BCOP
OG0008302	LOC6525668|XP_015046403.1|DYAK	LOC119069511|XP_037029483.1|BCOP
OG0008303	LOC6524267|XP_002100130.1|DYAK	LOC119068729|XP_037028317.1|BCOP
OG0008304	LOC6523789|XP_002099664.1|DYAK	LOC119082681|XP_037048153.1|BCOP
OG0008305	LOC6524887|XP_002100727.2|DYAK	LOC119066348|XP_037024659.1|BCOP
OG0008306	LOC6524314|XP_002100173.1|DYAK	LOC119069231|XP_037029165.1|BCOP
OG0008307	LOC6537361|XP_002097918.1|DYAK	LOC119067431|XP_037026298.1|BCOP
OG0008308	LOC6538587|XP_002099109.1|DYAK	LOC119069956|XP_037030082.1|BCOP
OG0008309	LOC6527493|XP_002088583.1|DYAK	LOC119069274|XP_037029228.1|BCOP
OG0008310	LOC6535011|XP_002095681.1|DYAK	LOC119066478|XP_037024878.1|BCOP
OG0008311	LOC6524728|XP_002100572.1|DYAK	LOC119068741|XP_037028339.1|BCOP
OG0008312	LOC26534819|XP_039232415.1|DYAK	LOC119068458|XP_037027938.1|BCOP
OG0008313	LOC6525988|XP_002101806.2|DYAK	LOC119068063|XP_037027359.1|BCOP
OG0008314	LOC6530173|XP_002091113.1|DYAK	LOC119083508|XP_037049125.1|BCOP
OG0008315	LOC6533071|XP_002093803.1|DYAK	LOC119068174|XP_037027557.1|BCOP
OG0008318	LOC6524947|XP_002100787.1|DYAK	LOC119068760|XP_037028392.1|BCOP
OG0008319	LOC6531195|XP_002092023.1|DYAK	LOC119069798|XP_037029848.1|BCOP
OG0008320	LOC6524665|XP_039233454.1|DYAK	LOC119068570|XP_037028109.1|BCOP
OG0008321	LOC6536420|XP_002097002.1|DYAK	LOC119070426|XP_037030662.1|BCOP
OG0008322	LOC6527998|XP_002089065.1|DYAK	LOC119069008|XP_037028778.1|BCOP, LOC119068660|XP_037028232.1|BCOP
OG0008323	LOC6536554|XP_002097130.1|DYAK	LOC119070508|XP_037030761.1|BCOP
OG0008324	LOC6524106|XP_002099970.1|DYAK	LOC119067189|XP_037025915.1|BCOP
OG0008325	LOC6524836|XP_039233368.1|DYAK	LOC119068562|XP_037028085.1|BCOP
OG0008326	LOC6536692|XP_002097264.1|DYAK	LOC119085744|XP_037052108.1|BCOP
OG0008327	LOC6531952|XP_015051631.1|DYAK	LOC119081555|XP_037046474.1|BCOP
OG0008328	LOC6523992|XP_002099864.1|DYAK	LOC119075915|XP_037038396.1|BCOP
OG0008329	LOC6525475|XP_002101310.1|DYAK	LOC119080609|XP_037044906.1|BCOP
OG0008330	LOC6531402|XP_002092205.1|DYAK	LOC119081787|XP_037046892.1|BCOP
OG0008332	LOC6534404|XP_015050621.1|DYAK	LOC119080768|XP_037045229.1|BCOP
OG0008333	LOC6533891|XP_002094591.1|DYAK	LOC119075217|XP_037037497.1|BCOP
OG0008334	LOC6533889|XP_039229830.1|DYAK	LOC119075216|XP_037037496.1|BCOP
OG0008335	LOC6533443|XP_002094154.1|DYAK	LOC119085587|XP_037051903.1|BCOP
OG0008336	LOC6534962|XP_015050962.2|DYAK	LOC119073749|XP_037035304.1|BCOP
OG0008337	LOC6528694|XP_002089736.1|DYAK	LOC119080936|XP_037045451.1|BCOP
OG0008338	LOC6534894|XP_002095566.1|DYAK	LOC119079345|XP_037043070.1|BCOP
OG0008339	LOC6525232|XP_002101070.1|DYAK	LOC119082078|XP_037047315.1|BCOP
OG0008341	LOC6533614|XP_002094322.2|DYAK	LOC119078140|XP_037041512.1|BCOP
OG0008342	LOC6533489|XP_002094200.1|DYAK	LOC119085489|XP_037051800.1|BCOP
OG0008344	LOC6532450|XP_002093197.1|DYAK	LOC119077307|XP_037040369.1|BCOP
OG0008345	LOC6533420|XP_002094138.1|DYAK	LOC119074314|XP_037036268.1|BCOP
OG0008346	LOC6525458|XP_002101293.2|DYAK	LOC119074036|XP_037035876.1|BCOP
OG0008347	LOC6526407|XP_002087526.2|DYAK	LOC119082661|XP_037048141.1|BCOP
OG0008349	LOC6533982|XP_002094677.2|DYAK	LOC119076081|XP_037038627.1|BCOP
OG0008350	LOC6526088|XP_039233557.1|DYAK	LOC119066261|XP_037024509.1|BCOP
OG0008351	LOC6532464|XP_002093211.2|DYAK	LOC119079850|XP_037043812.1|BCOP
OG0008352	LOC6535049|XP_002095713.1|DYAK	LOC119081067|XP_037045685.1|BCOP
OG0008354	LOC6525042|XP_002100881.2|DYAK	LOC119085317|XP_037051593.1|BCOP
OG0008355	LOC120321115|XP_039228660.1|DYAK	LOC119073486|XP_037034886.1|BCOP
OG0008356	LOC6533907|XP_002094607.1|DYAK	LOC119080708|XP_037045064.1|BCOP
OG0008357	LOC6536297|XP_002096881.1|DYAK	LOC119076007|XP_037038482.1|BCOP
OG0008358	LOC6528077|XP_002089144.1|DYAK	LOC119077904|XP_037041170.1|BCOP
OG0008359	LOC6532156|XP_015051726.2|DYAK	LOC119066753|XP_037025279.1|BCOP
OG0008360	LOC6531727|XP_002092517.1|DYAK	LOC119083566|XP_037049201.1|BCOP
OG0008361	LOC6527749|XP_039226413.1|DYAK	LOC119082409|XP_037047836.1|BCOP
OG0008362	LOC6524390|XP_002100248.1|DYAK	LOC119067571|XP_037026550.1|BCOP
OG0008363	LOC6531233|XP_002092045.1|DYAK	LOC119085390|XP_037051680.1|BCOP
OG0008364	LOC6534499|XP_002095176.1|DYAK	LOC119071285|XP_037032050.1|BCOP
OG0008365	LOC6531055|XP_015052807.1|DYAK	LOC119072045|XP_037033065.1|BCOP
OG0008366	LOC6537028|XP_002097595.1|DYAK	LOC119084907|XP_037050957.1|BCOP
OG0008367	LOC6523859|XP_002099732.2|DYAK	LOC119070837|XP_037031242.1|BCOP
OG0008369	LOC6525306|XP_002101142.1|DYAK	LOC119076540|XP_037039230.1|BCOP
OG0008370	LOC6538595|XP_015048918.1|DYAK	LOC119068252|XP_037027685.1|BCOP
OG0008371	LOC6536576|XP_002097152.1|DYAK	LOC119072824|XP_037034021.1|BCOP
OG0008372	LOC26534583|XP_039227636.1|DYAK	LOC119081792|XP_037046897.1|BCOP
OG0008373	LOC6528045|XP_002089112.1|DYAK	LOC119075606|XP_037037971.1|BCOP
OG0008374	LOC6528620|XP_002089663.1|DYAK	LOC119078669|XP_037042221.1|BCOP
OG0008375	LOC6529241|XP_002090247.1|DYAK	LOC119068457|XP_037027932.1|BCOP
OG0008376	LOC26536066|XP_015054687.1|DYAK	LOC119072552|XP_037033684.1|BCOP
OG0008377	LOC26534939|XP_015052855.1|DYAK	LOC119080007|XP_037044076.1|BCOP
OG0008378	LOC6529563|XP_039229122.1|DYAK	LOC119066354|XP_037024667.1|BCOP
OG0008379	LOC6529218|XP_015052222.1|DYAK	LOC119078778|XP_037042383.1|BCOP
OG0008380	LOC6528051|XP_002089118.1|DYAK	LOC119082275|XP_037047644.1|BCOP
OG0008381	LOC6527622|XP_002088710.1|DYAK	LOC119084646|XP_037050609.1|BCOP
OG0008383	LOC6529841|XP_002090808.2|DYAK	LOC119085858|XP_037052265.1|BCOP
OG0008384	LOC6527285|XP_002088379.1|DYAK	LOC119066500|XP_037024907.1|BCOP
OG0008385	LOC6528163|XP_002089228.1|DYAK	LOC119066437|XP_037024827.1|BCOP
OG0008386	LOC6525565|XP_002101400.1|DYAK	LOC119077067|XP_037040100.1|BCOP
OG0008387	LOC6537980|XP_039232481.1|DYAK	LOC119075305|XP_037037611.1|BCOP
OG0008388	LOC6527714|XP_002088798.1|DYAK	LOC119070886|XP_037031303.1|BCOP
OG0008389	LOC6529822|XP_002090803.1|DYAK	LOC119083120|XP_037048648.1|BCOP
OG0008391	LOC6526517|XP_015053312.1|DYAK	LOC119066338|XP_037024639.1|BCOP
OG0008392	LOC6534842|XP_002095514.2|DYAK	LOC119084044|XP_037049772.1|BCOP
OG0008393	LOC6539412|XP_002086300.1|DYAK	LOC119070875|XP_037031290.1|BCOP
OG0008394	LOC6535112|XP_002095775.1|DYAK	LOC119077933|XP_037041210.1|BCOP
OG0008395	LOC6525903|XP_002101723.1|DYAK	LOC119076825|XP_037039718.1|BCOP
OG0008396	LOC6525356|XP_015046253.1|DYAK	LOC119076823|XP_037039712.1|BCOP
OG0008398	LOC6525413|XP_002101248.1|DYAK	LOC119075797|XP_037038259.1|BCOP
OG0008399	LOC6523896|XP_039233414.1|DYAK	LOC119074764|XP_037036928.1|BCOP
OG0008402	LOC6536817|XP_002097387.1|DYAK	LOC119084357|XP_037050197.1|BCOP
OG0008403	LOC6525040|XP_002100879.1|DYAK	LOC119077926|XP_037041201.1|BCOP
OG0008405	LOC6524519|XP_002100376.1|DYAK	LOC119074969|XP_037037265.1|BCOP
OG0008406	LOC6525557|XP_002101392.1|DYAK	LOC119077920|XP_037041196.1|BCOP
OG0008407	LOC6537395|XP_039232035.1|DYAK	LOC119078023|XP_037041322.1|BCOP
OG0008408	LOC6524050|XP_002099919.1|DYAK	LOC119069283|XP_037029247.1|BCOP
OG0008409	LOC26536128|XP_015045009.2|DYAK	LOC119079454|XP_037043262.1|BCOP
OG0008410	LOC6537424|XP_002097980.1|DYAK	LOC119066404|XP_037024760.1|BCOP
OG0008411	LOC6537151|XP_002097712.1|DYAK	LOC119077873|XP_037041120.1|BCOP
OG0008412	LOC26536297|XP_039226013.1|DYAK	LOC119074351|XP_037036341.1|BCOP
OG0008413	LOC6534880|XP_039229462.1|DYAK	LOC119066476|XP_037024880.1|BCOP
OG0008415	LOC6525661|XP_002101483.1|DYAK	LOC119070079|XP_037030281.1|BCOP
OG0008416	LOC6525856|XP_039233432.1|DYAK	LOC119076414|XP_037039044.1|BCOP
OG0008417	LOC6524426|XP_002100284.1|DYAK	LOC119072245|XP_037033324.1|BCOP
OG0008418	LOC6524212|XP_002100075.2|DYAK	LOC119077855|XP_037041078.1|BCOP
OG0008419	LOC6525154|XP_002100992.1|DYAK	LOC119075799|XP_037038261.1|BCOP
OG0008420	LOC6524571|XP_039226883.1|DYAK	LOC119074328|XP_037036303.1|BCOP
OG0008421	LOC6525517|XP_002101352.1|DYAK	LOC119069791|XP_037029833.1|BCOP
OG0008422	LOC6525476|XP_002101311.1|DYAK	LOC119070443|XP_037030692.1|BCOP
OG0008423	LOC6531772|XP_002092559.1|DYAK	LOC119070525|XP_037030797.1|BCOP
OG0008424	LOC6524750|XP_002100594.1|DYAK	LOC119077763|XP_037040967.1|BCOP
OG0008425	LOC6537047|XP_002097612.2|DYAK	LOC119077662|XP_037040781.1|BCOP
OG0008426	LOC6531449|XP_002092252.1|DYAK	LOC119072061|XP_037033091.1|BCOP
OG0008427	LOC6524034|XP_039232225.1|DYAK	LOC119069901|XP_037030008.1|BCOP
OG0008428	LOC6525970|XP_002101789.1|DYAK	LOC119066026|XP_037024139.1|BCOP, LOC119066081|XP_037024244.1|BCOP
OG0008429	LOC6536285|XP_002096871.1|DYAK	LOC119074234|XP_037036151.1|BCOP
OG0008430	LOC6524233|XP_002100096.1|DYAK	LOC119067093|XP_037025748.1|BCOP
OG0008431	LOC6534570|XP_002095246.2|DYAK	LOC119075287|XP_037037570.1|BCOP
OG0008432	LOC6538232|XP_002098759.3|DYAK	LOC119083144|XP_037048680.1|BCOP
OG0008433	LOC6534032|XP_002094719.2|DYAK	LOC119071725|XP_037032637.1|BCOP
OG0008434	LOC6538930|XP_002099434.1|DYAK	LOC119074950|XP_037037234.1|BCOP
OG0008435	LOC6528055|XP_002089122.1|DYAK	LOC119086064|XP_037052535.1|BCOP
OG0008436	LOC6531430|XP_015051327.1|DYAK	LOC119076170|XP_037038751.1|BCOP
OG0008438	LOC6536253|XP_002096839.1|DYAK	LOC119074921|XP_037037207.1|BCOP
OG0008440	LOC6537497|XP_002098045.1|DYAK	LOC119072034|XP_037033046.1|BCOP
OG0008443	LOC6534493|XP_002095170.1|DYAK	LOC119071915|XP_037032931.1|BCOP
OG0008444	LOC6534202|XP_002094885.3|DYAK	LOC119071523|XP_037032292.1|BCOP
OG0008445	LOC6525470|XP_039233590.1|DYAK	LOC119078018|XP_037041305.1|BCOP
OG0008446	LOC6525611|XP_002101446.3|DYAK	LOC119069765|XP_037029792.1|BCOP, LOC119071508|XP_037032265.1|BCOP
OG0008447	LOC6524568|XP_002100425.1|DYAK	LOC119069142|XP_037028943.1|BCOP
OG0008448	LOC6523966|XP_015045405.1|DYAK	LOC119068081|XP_037027383.1|BCOP
OG0008449	LOC6524984|XP_002100824.1|DYAK	LOC119070354|XP_037030542.1|BCOP
OG0008450	LOC26535577|XP_015046516.1|DYAK	LOC119069646|XP_037029664.1|BCOP
OG0008451	LOC6535744|XP_002096367.2|DYAK	LOC119081302|XP_037045961.1|BCOP
OG0008452	LOC6526329|XP_002087451.2|DYAK	LOC119079342|XP_037043065.1|BCOP
OG0008453	LOC6528501|XP_002089547.1|DYAK	LOC119077441|XP_037040552.1|BCOP
OG0008454	LOC6524465|XP_002100322.3|DYAK	LOC119084324|XP_037050147.1|BCOP
OG0008455	LOC6532923|XP_002093659.1|DYAK	LOC119067039|XP_037025673.1|BCOP
OG0008456	LOC6537390|XP_039231424.1|DYAK	LOC119078964|XP_037042612.1|BCOP
OG0008457	LOC6536367|XP_002096949.1|DYAK	LOC119067677|XP_037026689.1|BCOP
OG0008458	LOC6532013|XP_015051661.1|DYAK	LOC119066669|XP_037025150.1|BCOP, LOC119081364|XP_037046125.1|BCOP
OG0008459	LOC6525127|XP_039233775.1|DYAK	LOC119085238|XP_037051446.1|BCOP
OG0008460	LOC6526990|XP_002088086.1|DYAK	LOC119085964|XP_037052416.1|BCOP
OG0008463	LOC6526284|XP_002087406.1|DYAK	LOC119078934|XP_037042573.1|BCOP
OG0008464	LOC6532143|XP_002092919.1|DYAK	LOC119081313|XP_037045983.1|BCOP
OG0008465	LOC26535292|XP_015052894.1|DYAK	LOC119071596|XP_037032446.1|BCOP
OG0008466	LOC6532100|XP_002092876.1|DYAK	LOC119081819|XP_037046949.1|BCOP
OG0008468	LOC6527362|XP_002088454.1|DYAK	LOC119076342|XP_037038933.1|BCOP
OG0008469	LOC6525799|XP_002101620.1|DYAK	LOC119080774|XP_037045237.1|BCOP
OG0008473	LOC6524961|XP_002100801.2|DYAK	LOC119068771|XP_037028421.1|BCOP
OG0008474	LOC6537036|XP_002097603.3|DYAK	LOC119078037|XP_037041343.1|BCOP
OG0008476	LOC6537223|XP_002097781.1|DYAK	LOC119080326|XP_037044501.1|BCOP, LOC119067866|XP_037027020.1|BCOP
OG0008477	LOC6529974|XP_015052030.1|DYAK	LOC119069329|XP_037029287.1|BCOP
OG0008478	LOC6538589|XP_002099111.2|DYAK	LOC119069971|XP_037030107.1|BCOP
OG0008479	LOC6530680|XP_002091575.1|DYAK	LOC119066855|XP_037025418.1|BCOP
OG0008480	LOC6534516|XP_015050673.2|DYAK	LOC119072774|XP_037033959.1|BCOP
OG0008481	LOC6524028|XP_002099900.1|DYAK	LOC119073630|XP_037035116.1|BCOP
OG0008482	LOC6534344|XP_002095024.2|DYAK	LOC119073795|XP_037035426.1|BCOP
OG0008483	LOC6526433|XP_002087552.1|DYAK	LOC119074219|XP_037036115.1|BCOP
OG0008484	LOC6537232|XP_015048207.1|DYAK	LOC119074588|XP_037036721.1|BCOP
OG0008485	LOC6528064|XP_002089131.1|DYAK	LOC119078429|XP_037041836.1|BCOP
OG0008486	LOC6523775|XP_039233087.1|DYAK	LOC119079459|XP_037043281.1|BCOP
OG0008487	LOC6524362|XP_002100220.1|DYAK	LOC119084318|XP_037050139.1|BCOP
OG0008488	LOC6535879|XP_002096495.1|DYAK	LOC119085368|XP_037051646.1|BCOP
OG0008528	LOC6532203|XP_002092977.1|DYAK	LOC119067480|XP_037026378.1|BCOP
OG0008529	LOC6523926|XP_002099799.1|DYAK	LOC119068884|XP_037028644.1|BCOP
OG0008530	LOC6524634|XP_002100491.1|DYAK	LOC119068885|XP_037028646.1|BCOP
OG0008532	LOC6525573|XP_002101408.2|DYAK	LOC119067305|XP_037026107.1|BCOP
OG0008534	LOC120320554|XP_039226398.1|DYAK	LOC119066994|XP_037025614.1|BCOP
OG0008536	LOC6524082|XP_002099946.1|DYAK	LOC119068144|XP_037027502.1|BCOP
OG0008537	LOC26534728|XP_039231023.1|DYAK	LOC119069856|XP_037029926.1|BCOP
OG0008538	LOC6525281|XP_002101117.1|DYAK	LOC119081344|XP_037046057.1|BCOP
OG0008540	LOC6536364|XP_002096946.1|DYAK	LOC119067241|XP_037026003.1|BCOP
OG0008541	LOC6528532|XP_039226505.1|DYAK	LOC119073998|XP_037035822.1|BCOP
OG0008542	LOC6532774|XP_002093516.1|DYAK	LOC119068431|XP_037027896.1|BCOP
OG0008544	LOC26534519|XP_039227381.1|DYAK	LOC119080602|XP_037044895.1|BCOP
OG0008545	LOC6531969|XP_002092755.1|DYAK	LOC119079989|XP_037044041.1|BCOP
OG0008546	LOC6532501|XP_002093247.1|DYAK	LOC119080512|XP_037044817.1|BCOP
OG0008547	LOC6524043|XP_002099912.1|DYAK	LOC119078781|XP_037042388.1|BCOP
OG0008549	LOC6538660|XP_002099180.1|DYAK	LOC119080083|XP_037044199.1|BCOP
OG0008551	LOC6532456|XP_002093203.2|DYAK	LOC119080649|XP_037044958.1|BCOP
OG0008552	LOC6532673|XP_002093417.1|DYAK	LOC119080162|XP_037044278.1|BCOP
OG0008554	LOC6523915|XP_015045370.1|DYAK	LOC119076589|XP_037039327.1|BCOP
OG0008555	LOC6523942|XP_002099814.1|DYAK	LOC119073785|XP_037035379.1|BCOP
OG0008556	LOC6528638|XP_039227373.1|DYAK	LOC119085212|XP_037051418.1|BCOP
OG0008558	LOC6527968|XP_039226982.1|DYAK	LOC119075651|XP_037038037.1|BCOP
OG0008560	LOC6527840|XP_015054635.1|DYAK	LOC119078487|XP_037041939.1|BCOP
OG0008561	LOC6530326|XP_002091253.1|DYAK	LOC119071638|XP_037032494.1|BCOP
OG0008562	LOC6527092|XP_002088185.3|DYAK	LOC119085229|XP_037051436.1|BCOP
OG0008563	LOC6537849|XP_002098390.1|DYAK	LOC119068240|XP_037027660.1|BCOP
OG0008564	LOC6528023|XP_002089090.1|DYAK	LOC119071461|XP_037032213.1|BCOP
OG0008565	LOC6534372|XP_002095050.1|DYAK	LOC119081498|XP_037046399.1|BCOP
OG0008566	LOC6528180|XP_002089243.1|DYAK	LOC119076261|XP_037038826.1|BCOP
OG0008567	LOC26535908|XP_015052934.2|DYAK	LOC119066790|XP_037025347.1|BCOP
OG0008569	LOC6524443|XP_002100301.1|DYAK	LOC119083024|XP_037048559.1|BCOP
OG0008570	LOC6525480|XP_039226653.1|DYAK	LOC119075017|XP_037037319.1|BCOP
OG0008571	LOC6532670|XP_002093414.2|DYAK	LOC119084412|XP_037050275.1|BCOP
OG0008573	LOC6524413|XP_002100271.1|DYAK	LOC119077811|XP_037041017.1|BCOP
OG0008574	LOC26534943|XP_015050724.1|DYAK	LOC119084150|XP_037049892.1|BCOP
OG0008575	LOC6537796|XP_015048523.1|DYAK	LOC119074299|XP_037036213.1|BCOP
OG0008576	LOC6539098|XP_015045309.1|DYAK	LOC119068640|XP_037028209.1|BCOP
OG0008577	LOC6533879|XP_002094579.1|DYAK	LOC119070725|XP_037031087.1|BCOP
OG0008578	LOC6535535|XP_015047207.1|DYAK	LOC119080533|XP_037044840.1|BCOP
OG0008581	LOC6534926|XP_002095597.3|DYAK	LOC119069736|XP_037029770.1|BCOP
OG0008582	LOC6524036|XP_002099906.1|DYAK	LOC119074296|XP_037036207.1|BCOP
OG0008583	LOC6523777|XP_039228390.1|DYAK	LOC119075221|XP_037037502.1|BCOP
OG0008584	LOC6524464|XP_002100321.1|DYAK	LOC119076655|XP_037039432.1|BCOP
OG0008585	LOC6525472|XP_002101307.1|DYAK	LOC119070478|XP_037030731.1|BCOP
OG0008586	LOC6525473|XP_002101308.1|DYAK	LOC119070401|XP_037030624.1|BCOP
OG0008587	LOC6535707|XP_015047290.1|DYAK	LOC119076815|XP_037039697.1|BCOP
OG0008588	LOC6535664|XP_002096292.2|DYAK	LOC119075704|XP_037038123.1|BCOP
OG0008589	LOC6524526|XP_039233583.1|DYAK	LOC119084038|XP_037049765.1|BCOP
OG0008590	LOC6538417|XP_002098941.2|DYAK	LOC119072204|XP_037033267.1|BCOP
OG0008591	LOC120322324|XP_039233299.1|DYAK	LOC119078034|XP_037041340.1|BCOP
OG0008592	LOC6530575|XP_039229144.1|DYAK	LOC119066886|XP_037025470.1|BCOP
OG0008595	LOC6531500|XP_002092299.1|DYAK	LOC119081294|XP_037045950.1|BCOP
OG0008596	LOC6531506|XP_002092305.2|DYAK	LOC119081299|XP_037045955.1|BCOP
OG0008598	LOC6526005|XP_039229705.1|DYAK	LOC119075225|XP_037037508.1|BCOP
OG0008599	LOC6524057|XP_002099926.3|DYAK	LOC119078847|XP_037042451.1|BCOP
OG0008604	LOC6532145|XP_002092921.1|DYAK	LOC119081309|XP_037045968.1|BCOP
OG0008608	LOC6524219|XP_002100082.3|DYAK	LOC119076166|XP_037038746.1|BCOP
OG0008609	LOC6536617|XP_002097189.1|DYAK	LOC119084492|XP_037050392.1|BCOP
OG0008616	LOC6538985|XP_039231213.1|DYAK	LOC119068167|XP_037027544.1|BCOP
OG0008617	LOC6537891|XP_002098432.2|DYAK	LOC119071970|XP_037032998.1|BCOP
OG0008619	LOC6527297|XP_002088391.1|DYAK	LOC119078670|XP_037042224.1|BCOP
OG0008620	LOC6528542|XP_002089588.1|DYAK	LOC119080966|XP_037045505.1|BCOP, LOC119080961|XP_037045492.1|BCOP
OG0008621	LOC6536439|XP_002097020.2|DYAK	LOC119069228|XP_037029161.1|BCOP
OG0008622	LOC6531717|XP_002092507.1|DYAK	LOC119071773|XP_037032718.1|BCOP
OG0008623	LOC26535110|XP_015052869.1|DYAK	LOC119073668|XP_037035168.1|BCOP
OG0008624	LOC6530346|XP_039227882.1|DYAK	LOC119073421|XP_037034761.1|BCOP
OG0008625	LOC6528830|XP_002089862.1|DYAK	LOC119073941|XP_037035710.1|BCOP
OG0008626	LOC6539120|XP_039226538.1|DYAK	LOC119074052|XP_037035896.1|BCOP, LOC119080538|XP_037044846.1|BCOP
OG0008627	LOC6532642|XP_039230511.1|DYAK	LOC119077368|XP_037040451.1|BCOP
OG0008629	LOC26535445|XP_015052902.1|DYAK	LOC119079350|XP_037043074.1|BCOP
OG0008630	LOC6523745|XP_002099620.1|DYAK	LOC119079461|XP_037043283.1|BCOP
OG0008631	LOC6537664|XP_002098209.2|DYAK	LOC119079702|XP_037043654.1|BCOP
OG0008632	LOC6539066|XP_002099568.2|DYAK	LOC119080260|XP_037044403.1|BCOP
OG0008633	LOC6530465|XP_039227897.1|DYAK	LOC119080396|XP_037044610.1|BCOP
OG0008634	LOC26535980|XP_015045243.1|DYAK	LOC119082404|XP_037047830.1|BCOP
OG0008635	LOC6528537|XP_002089583.1|DYAK	LOC119083093|XP_037048611.1|BCOP
OG0008680	LOC6524311|XP_015045607.1|DYAK	LOC119068823|XP_037028490.1|BCOP
OG0008683	LOC6523958|XP_002099830.2|DYAK	LOC119071854|XP_037032807.1|BCOP
OG0008684	LOC6524712|XP_002100556.1|DYAK	LOC119081319|XP_037046002.1|BCOP
OG0008687	LOC6531957|XP_002092743.2|DYAK	LOC119080146|XP_037044258.1|BCOP
OG0008688	LOC6524428|XP_039233545.1|DYAK	LOC119074057|XP_037035904.1|BCOP
OG0008689	LOC6536403|XP_002096985.1|DYAK	LOC119081448|XP_037046282.1|BCOP
OG0008696	LOC6538493|XP_002099015.1|DYAK	LOC119068875|XP_037028655.1|BCOP
OG0008698	LOC6525045|XP_002100884.1|DYAK	LOC119070053|XP_037030243.1|BCOP
OG0008699	LOC26534786|XP_015050738.1|DYAK	LOC119071918|XP_037032936.1|BCOP
OG0008700	LOC6535758|XP_002096381.3|DYAK	LOC119066845|XP_037025408.1|BCOP, LOC119085028|XP_037051111.1|BCOP
OG0008701	LOC6531586|XP_002092384.1|DYAK	LOC119072650|XP_037033799.1|BCOP
OG0008704	LOC6526741|XP_002087844.1|DYAK	LOC119072906|XP_037034122.1|BCOP
OG0008705	LOC6526988|XP_002088084.1|DYAK	LOC119082374|XP_037047792.1|BCOP
OG0008707	LOC6524918|XP_039226134.1|DYAK	LOC119083484|XP_037049105.1|BCOP
OG0008708	LOC6525135|XP_039232754.1|DYAK	LOC119068786|XP_037028441.1|BCOP
OG0008711	LOC6535885|XP_039231054.1|DYAK	LOC119074586|XP_037036714.1|BCOP
OG0008712	LOC6531499|XP_002092298.1|DYAK	LOC119074045|XP_037035886.1|BCOP
OG0008715	LOC6536251|XP_002096837.1|DYAK	LOC119068492|XP_037027999.1|BCOP
OG0008718	LOC6531192|XP_002092020.3|DYAK	LOC119079552|XP_037043434.1|BCOP
OG0008719	LOC6539033|XP_002099535.1|DYAK	LOC119077860|XP_037041085.1|BCOP
OG0008721	LOC6524604|XP_002100461.3|DYAK	LOC119067402|XP_037026244.1|BCOP
OG0008722	LOC6536278|XP_002096864.1|DYAK	LOC119084371|XP_037050215.1|BCOP, LOC119070041|XP_037030220.1|BCOP, LOC119084454|XP_037050330.1|BCOP
OG0008725	LOC6530755|XP_002091645.1|DYAK	LOC119080399|XP_037044662.1|BCOP
OG0008726	LOC6530021|XP_039228086.1|DYAK	LOC119075463|XP_037037807.1|BCOP
OG0008727	LOC6536888|XP_002097457.2|DYAK	LOC119068221|XP_037027612.1|BCOP
OG0008728	LOC6536713|XP_002097285.2|DYAK	LOC119068495|XP_037028004.1|BCOP
OG0008729	LOC6525772|XP_039231551.1|DYAK	LOC119068585|XP_037028125.1|BCOP, LOC119080362|XP_037044556.1|BCOP
OG0008730	LOC6525703|XP_002101525.1|DYAK	LOC119069745|XP_037029780.1|BCOP
OG0008731	LOC6537308|XP_002097866.2|DYAK	LOC119069782|XP_037029819.1|BCOP
