Orthogroup	DYAK.longest_only	HILL.longest_only
OG0006579	LOC6527756|XP_002088836.1|DYAK	LOC119656902|XP_037919514.1|HILL
OG0006580	LOC6537444|XP_002098000.1|DYAK	LOC119657922|XP_037921037.1|HILL
OG0006581	LOC6535377|XP_002096027.1|DYAK	LOC119660486|XP_037925003.1|HILL
OG0006582	LOC6535467|XP_002096098.1|DYAK	LOC119659834|XP_037924058.1|HILL
OG0006583	LOC6537459|XP_002098015.3|DYAK	LOC119651628|XP_037911217.1|HILL
OG0006584	LOC6526722|XP_002087825.1|DYAK	LOC119646970|XP_037903600.1|HILL
OG0006585	LOC6527660|XP_015053760.2|DYAK	LOC119657783|XP_037920786.1|HILL, LOC119657785|XP_037920787.1|HILL
OG0006586	LOC6537962|XP_002098499.1|DYAK	LOC119652220|XP_037912090.1|HILL
OG0006587	LOC6537963|XP_002098500.3|DYAK	LOC119652217|XP_037912087.1|HILL
OG0006588	LOC6536687|XP_002097260.3|DYAK	LOC119653122|XP_037913576.1|HILL
OG0006589	LOC6536121|XP_002096729.1|DYAK	LOC119653155|XP_037913623.1|HILL
OG0006590	LOC6536129|XP_002096730.1|DYAK	LOC119653132|XP_037913589.1|HILL
OG0006591	LOC6534695|XP_002095370.3|DYAK	LOC119648435|XP_037906118.1|HILL
OG0006592	LOC6536464|XP_002097045.1|DYAK	LOC119652647|XP_037912824.1|HILL
OG0006593	LOC6536463|XP_002097044.1|DYAK	LOC119652646|XP_037912822.1|HILL
OG0006594	LOC6532548|XP_002093293.1|DYAK	LOC119648050|XP_037905441.1|HILL
OG0006595	LOC6531479|XP_039228045.1|DYAK	LOC119658874|XP_037922572.1|HILL
OG0006596	LOC6530999|XP_002091837.1|DYAK	LOC119659414|XP_037923416.1|HILL
OG0006597	LOC6533495|XP_002094206.1|DYAK	LOC119648678|XP_037906399.1|HILL
OG0006598	LOC6527988|XP_002089055.1|DYAK	LOC119649983|XP_037908353.1|HILL
OG0006599	LOC6533653|XP_002094359.1|DYAK	LOC119647869|XP_037905067.1|HILL
OG0006600	LOC6533337|XP_015049922.1|DYAK	LOC119650219|XP_037908721.1|HILL
OG0006601	LOC6533849|XP_002094549.1|DYAK	LOC119647715|XP_037904735.1|HILL
OG0006602	LOC6533848|XP_015050285.1|DYAK	LOC119647716|XP_037904736.1|HILL
OG0006603	LOC6533847|XP_002094547.1|DYAK	LOC119649936|XP_037908284.1|HILL
OG0006604	LOC6534564|XP_002095240.1|DYAK	LOC119648393|XP_037906059.1|HILL
OG0006605	LOC6523995|XP_002099867.2|DYAK	LOC119657847|XP_037920897.1|HILL
OG0006606	LOC6533215|XP_002093941.1|DYAK	LOC119648454|XP_037906139.1|HILL
OG0006607	LOC6533623|XP_015050192.1|DYAK	LOC119647644|XP_037904634.1|HILL
OG0006608	LOC6535389|XP_002096039.2|DYAK	LOC119648457|XP_037906142.1|HILL
OG0006609	LOC6536212|XP_002096803.1|DYAK	LOC119648766|XP_037906523.1|HILL
OG0006610	LOC6535109|XP_015051009.2|DYAK	LOC119647929|XP_037905190.1|HILL
OG0006611	LOC6532466|XP_002093213.1|DYAK	LOC119648127|XP_037905576.1|HILL
OG0006612	LOC6532467|XP_002093214.1|DYAK	LOC119648253|XP_037905824.1|HILL
OG0006613	LOC6532468|XP_002093215.1|DYAK	LOC119648989|XP_037906841.1|HILL
OG0006614	LOC6532469|XP_015049377.1|DYAK	LOC119648696|XP_037906429.1|HILL
OG0006615	LOC6532475|XP_002093221.1|DYAK	LOC119649819|XP_037908079.1|HILL
OG0006616	LOC6532648|XP_002093392.1|DYAK	LOC119647444|XP_037904295.1|HILL
OG0006617	LOC6534303|XP_002094984.1|DYAK	LOC119647975|XP_037905275.1|HILL
OG0006618	LOC6533544|XP_015050141.1|DYAK	LOC119648360|XP_037906002.1|HILL
OG0006619	LOC6533529|XP_002094239.1|DYAK	LOC119648922|XP_037906755.1|HILL
OG0006620	LOC6533526|XP_002094236.1|DYAK	LOC119648932|XP_037906773.1|HILL
OG0006621	LOC6533290|XP_002094016.1|DYAK	LOC119649908|XP_037908234.1|HILL
OG0006622	LOC6532280|XP_002093045.1|DYAK	LOC119648062|XP_037905457.1|HILL
OG0006623	LOC6532271|XP_002093042.1|DYAK	LOC119648289|XP_037905873.1|HILL
OG0006624	LOC6528307|XP_015054436.1|DYAK	LOC119646852|XP_037903401.1|HILL
OG0006625	LOC6528308|XP_039226662.1|DYAK	LOC119646854|XP_037903404.1|HILL
OG0006626	LOC6529103|XP_002090116.1|DYAK	LOC119646320|XP_037902669.1|HILL
OG0006627	LOC6528533|XP_002089579.1|DYAK	LOC119661535|XP_037926843.1|HILL
OG0006628	LOC6528535|XP_039226498.1|DYAK	LOC119651079|XP_037910352.1|HILL
OG0006629	LOC6530714|XP_002091605.1|DYAK	LOC119646641|XP_037903082.1|HILL
OG0006630	LOC6530287|XP_039228662.1|DYAK	LOC119646423|XP_037902796.1|HILL
OG0006631	LOC6533376|XP_002094101.1|DYAK	LOC119649078|XP_037907002.1|HILL
OG0006632	LOC6530083|XP_002091029.1|DYAK	LOC119661230|XP_037926383.1|HILL
OG0006633	LOC6532412|XP_002093163.1|DYAK	LOC119649759|XP_037907981.1|HILL
OG0006634	LOC6526353|XP_002087475.2|DYAK	LOC119656414|XP_037918727.1|HILL
OG0006635	LOC6526442|XP_002087561.1|DYAK	LOC119649163|XP_037907115.1|HILL
OG0006636	LOC6524776|XP_002100620.1|DYAK	LOC119646544|XP_037902944.1|HILL
OG0006637	LOC6533207|XP_002093933.1|DYAK	LOC119649931|XP_037908277.1|HILL
OG0006638	LOC6528739|XP_002089774.2|DYAK	LOC119646231|XP_037902549.1|HILL
OG0006639	LOC6528737|XP_015054284.1|DYAK	LOC119652732|XP_037912959.1|HILL
OG0006640	LOC6528507|XP_002089553.2|DYAK	LOC119647104|XP_037903810.1|HILL
OG0006641	LOC6528835|XP_039227253.1|DYAK	LOC119646894|XP_037903461.1|HILL
OG0006642	LOC6531738|XP_002092528.1|DYAK	LOC119647177|XP_037903913.1|HILL
OG0006643	LOC6531960|XP_002092746.1|DYAK	LOC119646469|XP_037902847.1|HILL
OG0006644	LOC6533688|XP_002094393.1|DYAK	LOC119658235|XP_037921444.1|HILL
OG0006645	LOC6529723|XP_039229042.1|DYAK	LOC119659183|XP_037923074.1|HILL
OG0006646	LOC6530218|XP_002091156.1|DYAK	LOC119651013|XP_037910240.1|HILL
OG0006648	LOC6532459|XP_015049367.1|DYAK	LOC119650182|XP_037908663.1|HILL
OG0006649	LOC6530961|XP_002091799.2|DYAK	LOC119647292|XP_037904126.1|HILL
OG0006650	LOC6528322|XP_039226761.1|DYAK	LOC119649168|XP_037907127.1|HILL
OG0006651	LOC6534709|XP_039229678.1|DYAK	LOC119648095|XP_037905521.1|HILL
OG0006652	LOC6533650|XP_002094356.1|DYAK	LOC119650045|XP_037908456.1|HILL
OG0006653	LOC6533498|XP_015050068.1|DYAK	LOC119647725|XP_037904747.1|HILL
OG0006654	LOC6532255|XP_002093027.1|DYAK	LOC119649991|XP_037908375.1|HILL
OG0006655	LOC6532778|XP_002093520.1|DYAK	LOC119649426|XP_037907501.1|HILL
OG0006656	LOC6532993|XP_002093728.1|DYAK	LOC119650022|XP_037908426.1|HILL
OG0006657	LOC6530756|XP_002091646.1|DYAK	LOC119650079|XP_037908510.1|HILL
OG0006658	LOC6532897|XP_002093633.1|DYAK	LOC119649010|XP_037906888.1|HILL
OG0006659	LOC6532893|XP_002093629.1|DYAK	LOC119649474|XP_037907561.1|HILL
OG0006660	LOC6533162|XP_002093888.2|DYAK	LOC119648340|XP_037905963.1|HILL
OG0006661	LOC6533177|XP_002093903.1|DYAK	LOC119650375|XP_037909040.1|HILL
OG0006662	LOC6526390|XP_002087509.1|DYAK	LOC119660836|XP_037925636.1|HILL
OG0006663	LOC6533224|XP_002093950.1|DYAK	LOC119648026|XP_037905372.1|HILL
OG0006664	LOC6537752|XP_002098293.1|DYAK	LOC119653526|XP_037914129.1|HILL
OG0006665	LOC6532232|XP_002093005.1|DYAK	LOC119649164|XP_037907117.1|HILL
OG0006666	LOC6530767|XP_002091655.1|DYAK	LOC119649952|XP_037908316.1|HILL
OG0006667	LOC6534738|XP_002095413.2|DYAK	LOC119649797|XP_037908029.1|HILL
OG0006668	LOC6528517|XP_002089563.1|DYAK	LOC119661738|XP_037927132.1|HILL
OG0006669	LOC6533268|XP_002093994.2|DYAK	LOC119648923|XP_037906756.1|HILL
OG0006670	LOC6533272|XP_002093998.1|DYAK	LOC119650071|XP_037908495.1|HILL
OG0006671	LOC6533273|XP_015049884.1|DYAK	LOC119648973|XP_037906823.1|HILL
OG0006672	LOC6532697|XP_002093439.1|DYAK	LOC119648236|XP_037905787.1|HILL
OG0006673	LOC6533037|XP_002093772.1|DYAK	LOC119648804|XP_037906580.1|HILL
OG0006674	LOC6532303|XP_002093063.1|DYAK	LOC119649504|XP_037907600.1|HILL
OG0006675	LOC6532909|XP_002093645.1|DYAK	LOC119648645|XP_037906344.1|HILL
OG0006676	LOC6533073|XP_002093805.1|DYAK	LOC119649618|XP_037907767.1|HILL
OG0006677	LOC6532728|XP_002093470.2|DYAK	LOC119648799|XP_037906571.1|HILL
OG0006678	LOC6534749|XP_002095424.1|DYAK	LOC119649817|XP_037908076.1|HILL
OG0006679	LOC26535332|XP_015050052.1|DYAK	LOC119649878|XP_037908183.1|HILL
OG0006680	LOC6537977|XP_002098514.1|DYAK	LOC119660544|XP_037925107.1|HILL
OG0006681	LOC6533275|XP_002094001.2|DYAK	LOC119647706|XP_037904719.1|HILL
OG0006682	LOC6533106|XP_002093832.1|DYAK	LOC119648876|XP_037906695.1|HILL
OG0006683	LOC6533107|XP_002093833.1|DYAK	LOC119648877|XP_037906696.1|HILL
OG0006684	LOC6532729|XP_002093471.1|DYAK	LOC119650435|XP_037909184.1|HILL
OG0006685	LOC6528814|XP_002089846.1|DYAK	LOC119647412|XP_037904222.1|HILL
OG0006686	LOC6533241|XP_002093967.1|DYAK	LOC119650149|XP_037908614.1|HILL
OG0006687	LOC6525832|XP_002101652.2|DYAK	LOC119646568|XP_037902979.1|HILL, LOC119647044|XP_037903728.1|HILL, LOC119658612|XP_037922031.1|HILL
OG0006688	LOC6533158|XP_002093884.2|DYAK	LOC119649611|XP_037907759.1|HILL
OG0006689	LOC6532424|XP_002093171.2|DYAK	LOC119648980|XP_037906830.1|HILL
OG0006691	LOC26535253|XP_015050288.1|DYAK	LOC119647467|XP_037904329.1|HILL
OG0006692	LOC6532413|XP_002093164.1|DYAK	LOC119648021|XP_037905361.1|HILL
OG0006693	LOC6533445|XP_002094156.1|DYAK	LOC119649161|XP_037907097.1|HILL
OG0006694	LOC6524430|XP_002100288.3|DYAK	LOC119661022|XP_037926099.1|HILL
OG0006695	LOC6532716|XP_002093458.1|DYAK	LOC119649586|XP_037907719.1|HILL
OG0006696	LOC26535804|XP_039226190.1|DYAK	LOC119648619|XP_037906316.1|HILL
OG0006697	LOC6532563|XP_015049429.1|DYAK	LOC119647480|XP_037904351.1|HILL
OG0006698	LOC6534438|XP_002095115.1|DYAK	LOC119648646|XP_037906346.1|HILL
OG0006699	LOC6533430|XP_002094147.2|DYAK	LOC119647901|XP_037905136.1|HILL
OG0006700	LOC6532594|XP_002093338.1|DYAK	LOC119655486|XP_037917316.1|HILL
OG0006701	LOC6529381|XP_002090386.1|DYAK	LOC119651642|XP_037911245.1|HILL
OG0006702	LOC6532213|XP_002092986.1|DYAK	LOC119648266|XP_037905846.1|HILL
OG0006703	LOC6534402|XP_002095080.1|DYAK	LOC119649368|XP_037907412.1|HILL
OG0006704	LOC6534401|XP_002095079.1|DYAK	LOC119649674|XP_037907861.1|HILL
OG0006707	LOC6531877|XP_002092664.1|DYAK	LOC119646489|XP_037902876.1|HILL
OG0006709	LOC6524513|XP_002100370.1|DYAK	LOC119646133|XP_037902410.1|HILL
OG0006710	LOC6533212|XP_039230430.1|DYAK	LOC119649858|XP_037908149.1|HILL
OG0006711	LOC6533213|XP_002093939.3|DYAK	LOC119649857|XP_037908144.1|HILL
OG0006712	LOC6533497|XP_039230345.1|DYAK	LOC119648307|XP_037905901.1|HILL
OG0006713	LOC6533627|XP_002094334.1|DYAK	LOC119650347|XP_037908949.1|HILL
OG0006714	LOC6533628|XP_039230270.1|DYAK	LOC119650346|XP_037908946.1|HILL
OG0006715	LOC6533217|XP_002093943.2|DYAK	LOC119648912|XP_037906746.1|HILL
OG0006716	LOC6526663|XP_002087771.1|DYAK	LOC119651593|XP_037911167.1|HILL
OG0006717	LOC6533895|XP_002094595.1|DYAK	LOC119648294|XP_037905882.1|HILL
OG0006718	LOC6533896|XP_002094596.1|DYAK	LOC119648409|XP_037906087.1|HILL
OG0006719	LOC6534382|XP_002095060.2|DYAK	LOC119650233|XP_037908739.1|HILL
OG0006720	LOC6534235|XP_039230291.1|DYAK	LOC119650370|XP_037909028.1|HILL
OG0006721	LOC6533887|XP_039229831.1|DYAK	LOC119649549|XP_037907669.1|HILL
OG0006722	LOC6535051|XP_002095715.1|DYAK	LOC119649327|XP_037907356.1|HILL
OG0006723	LOC6526997|XP_002088093.1|DYAK	LOC119658938|XP_037922719.1|HILL
OG0006724	LOC6538654|XP_002099174.1|DYAK	LOC119659984|XP_037924282.1|HILL
OG0006725	LOC6538658|XP_002099178.1|DYAK	LOC119660239|XP_037924621.1|HILL
OG0006726	LOC6537318|XP_002097875.1|DYAK	LOC119654868|XP_037916391.1|HILL
OG0006727	LOC6538659|XP_002099179.1|DYAK	LOC119659216|XP_037923117.1|HILL
OG0006728	LOC6536318|XP_002096902.1|DYAK	LOC119652388|XP_037912421.1|HILL
OG0006729	LOC6529370|XP_015052176.1|DYAK	LOC119647269|XP_037904088.1|HILL
OG0006730	LOC6529371|XP_002090376.1|DYAK	LOC119647270|XP_037904091.1|HILL
OG0006731	LOC6527005|XP_002088101.1|DYAK	LOC119649399|XP_037907452.1|HILL
OG0006732	LOC6533411|XP_002094129.2|DYAK	LOC119650157|XP_037908630.1|HILL
OG0006733	LOC6534644|XP_039230081.1|DYAK	LOC119650415|XP_037909136.1|HILL
OG0006734	LOC6533251|XP_002093977.1|DYAK	LOC119648874|XP_037906693.1|HILL
OG0006735	LOC6532762|XP_039229420.1|DYAK	LOC119648389|XP_037906054.1|HILL
OG0006736	LOC6533035|XP_002093770.1|DYAK	LOC119647995|XP_037905308.1|HILL
OG0006737	LOC6534307|XP_002094988.1|DYAK	LOC119650276|XP_037908829.1|HILL
OG0006738	LOC6529897|XP_002090854.1|DYAK	LOC119648263|XP_037905842.1|HILL
OG0006739	LOC6533092|XP_002093823.1|DYAK	LOC119648264|XP_037905844.1|HILL
OG0006740	LOC6533400|XP_002094118.1|DYAK	LOC119648149|XP_037905648.1|HILL
OG0006741	LOC6533399|XP_002094117.1|DYAK	LOC119648063|XP_037905458.1|HILL
OG0006743	LOC6526289|XP_002087411.2|DYAK	LOC119660984|XP_037925997.1|HILL
OG0006744	LOC6533548|XP_002094258.1|DYAK	LOC119648196|XP_037905717.1|HILL
OG0006745	LOC6537054|XP_002097619.1|DYAK	LOC119660191|XP_037924537.1|HILL
OG0006746	LOC6532699|XP_002093441.1|DYAK	LOC119648006|XP_037905326.1|HILL
OG0006747	LOC26534889|XP_015049994.1|DYAK	LOC119649601|XP_037907743.1|HILL
OG0006748	LOC6523842|XP_002099715.3|DYAK	LOC119646538|XP_037902937.1|HILL
OG0006749	LOC6532439|XP_002093186.1|DYAK	LOC119649274|XP_037907291.1|HILL
OG0006750	LOC6523984|XP_002099856.1|DYAK	LOC119657897|XP_037920981.1|HILL
OG0006752	LOC6532880|XP_002093616.2|DYAK	LOC119648292|XP_037905880.1|HILL
OG0006753	LOC6532882|XP_002093618.2|DYAK	LOC119649451|XP_037907534.1|HILL
OG0006754	LOC6532192|XP_002092966.1|DYAK	LOC119649029|XP_037906914.1|HILL
OG0006755	LOC6532253|XP_002093025.1|DYAK	LOC119649960|XP_037908324.1|HILL
OG0006756	LOC6533154|XP_002093880.1|DYAK	LOC119650259|XP_037908788.1|HILL
OG0006757	LOC6533153|XP_002093879.1|DYAK	LOC119649187|XP_037907142.1|HILL
OG0006758	LOC6533487|XP_002094198.1|DYAK	LOC119650023|XP_037908427.1|HILL
OG0006759	LOC6533488|XP_002094199.1|DYAK	LOC119647416|XP_037904226.1|HILL
OG0006760	LOC6534701|XP_039229690.1|DYAK	LOC119647592|XP_037904534.1|HILL
OG0006761	LOC6537533|XP_002098079.1|DYAK	LOC119660931|XP_037925847.1|HILL
OG0006762	LOC6526154|XP_015046654.1|DYAK	LOC119657977|XP_037921116.1|HILL
OG0006763	LOC6531076|XP_002091910.1|DYAK	LOC119661295|XP_037926509.1|HILL
OG0006764	LOC6530334|XP_002091261.1|DYAK	LOC119661160|XP_037926304.1|HILL
OG0006765	LOC6531078|XP_002091912.1|DYAK	LOC119646184|XP_037902494.1|HILL
OG0006766	LOC6532391|XP_002093142.1|DYAK	LOC119647858|XP_037905054.1|HILL
OG0006767	LOC6534683|XP_002095358.3|DYAK	LOC119649005|XP_037906876.1|HILL
OG0006768	LOC6539394|XP_002086289.2|DYAK	LOC119648092|XP_037905513.1|HILL
OG0006769	LOC6534686|XP_002095361.1|DYAK	LOC119648093|XP_037905519.1|HILL
OG0006770	LOC6533119|XP_002093845.1|DYAK	LOC119649222|XP_037907209.1|HILL
OG0006771	LOC6525137|XP_039232758.1|DYAK	LOC119661627|XP_037926977.1|HILL
OG0006772	LOC6528476|XP_002089522.3|DYAK	LOC119660006|XP_037924315.1|HILL
OG0006773	LOC6533421|XP_002094139.1|DYAK	LOC119650135|XP_037908594.1|HILL
OG0006774	LOC6534915|XP_002095586.2|DYAK	LOC119648099|XP_037905527.1|HILL
OG0006775	LOC6534367|XP_002095045.1|DYAK	LOC119647633|XP_037904618.1|HILL
OG0006776	LOC6532884|XP_002093620.1|DYAK	LOC119649137|XP_037907072.1|HILL
OG0006777	LOC6534365|XP_002095043.1|DYAK	LOC119649138|XP_037907073.1|HILL
OG0006778	LOC6533522|XP_002094232.1|DYAK	LOC119649505|XP_037907603.1|HILL
OG0006779	LOC6532379|XP_002093130.1|DYAK	LOC119650345|XP_037908942.1|HILL
OG0006780	LOC6533336|XP_002094062.1|DYAK	LOC119649689|XP_037907884.1|HILL
OG0006781	LOC6533049|XP_002093783.1|DYAK	LOC119647888|XP_037905114.1|HILL
OG0006782	LOC6532406|XP_015049334.1|DYAK	LOC119648225|XP_037905769.1|HILL
OG0006783	LOC6531525|XP_039228024.1|DYAK	LOC119651276|XP_037910711.1|HILL
OG0006784	LOC6532957|XP_015049728.1|DYAK	LOC119647732|XP_037904761.1|HILL
OG0006785	LOC6531597|XP_002092394.1|DYAK	LOC119646218|XP_037902528.1|HILL
OG0006786	LOC6531061|XP_002091895.1|DYAK	LOC119646585|XP_037903008.1|HILL
OG0006787	LOC6533758|XP_002094462.2|DYAK	LOC119650194|XP_037908688.1|HILL
OG0006789	LOC6525590|XP_002101425.2|DYAK	LOC119650196|XP_037908691.1|HILL
OG0006790	LOC120320868|XP_039227765.1|DYAK	LOC119648733|XP_037906478.1|HILL
OG0006791	LOC6533863|XP_039229921.1|DYAK	LOC119648991|XP_037906844.1|HILL
OG0006792	LOC6532522|XP_015049413.1|DYAK	LOC119648412|XP_037906090.1|HILL
OG0006793	LOC6532517|XP_002093263.1|DYAK	LOC119650244|XP_037908756.1|HILL
OG0006794	LOC6528320|XP_002089373.1|DYAK	LOC119661128|XP_037926255.1|HILL
OG0006795	LOC6532891|XP_002093627.1|DYAK	LOC119649325|XP_037907354.1|HILL
OG0006796	LOC6534626|XP_002095301.1|DYAK	LOC119648356|XP_037905997.1|HILL
OG0006797	LOC6527995|XP_002089062.1|DYAK	LOC119661206|XP_037926358.1|HILL
OG0006798	LOC6532658|XP_002093402.1|DYAK	LOC119649520|XP_037907632.1|HILL
OG0006799	LOC6532553|XP_002093298.1|DYAK	LOC119649882|XP_037908187.1|HILL
OG0006800	LOC6534053|XP_002094739.2|DYAK	LOC119647478|XP_037904346.1|HILL
OG0006801	LOC6525901|XP_002101721.1|DYAK	LOC119658429|XP_037921757.1|HILL
OG0006802	LOC6531550|XP_002092348.1|DYAK	LOC119657672|XP_037920630.1|HILL
OG0006805	LOC6530064|XP_002091010.2|DYAK	LOC119646146|XP_037902431.1|HILL
OG0006806	LOC6539479|XP_002086368.1|DYAK	LOC119648040|XP_037905395.1|HILL
OG0006807	LOC6534929|XP_002095600.3|DYAK	LOC119660718|XP_037925290.1|HILL
OG0006808	LOC6528751|XP_002089786.1|DYAK	LOC119656892|XP_037919498.1|HILL
OG0006809	LOC6532823|XP_002093560.1|DYAK	LOC119650036|XP_037908444.1|HILL
OG0006810	LOC6539631|XP_002086513.3|DYAK	LOC119648007|XP_037905331.1|HILL
OG0006811	LOC6538389|XP_002098913.2|DYAK	LOC119649376|XP_037907422.1|HILL
OG0006812	LOC6532737|XP_002093479.1|DYAK	LOC119650238|XP_037908746.1|HILL
OG0006813	LOC6535566|XP_002096195.3|DYAK	LOC119661508|XP_037926804.1|HILL
OG0006814	LOC6533851|XP_002094551.1|DYAK	LOC119647476|XP_037904344.1|HILL
OG0006815	LOC6532824|XP_002093561.1|DYAK	LOC119648036|XP_037905390.1|HILL
OG0006816	LOC6532825|XP_002093562.1|DYAK	LOC119648027|XP_037905373.1|HILL
OG0006817	LOC6532502|XP_002093248.1|DYAK	LOC119650097|XP_037908543.1|HILL
OG0006818	LOC6532293|XP_039230428.1|DYAK	LOC119650372|XP_037909031.1|HILL
OG0006819	LOC6539695|XP_002086581.1|DYAK	LOC119650236|XP_037908744.1|HILL
OG0006821	LOC6527245|XP_002088339.1|DYAK	LOC119657667|XP_037920620.1|HILL
OG0006822	LOC6530784|XP_002091667.1|DYAK	LOC119661726|XP_037927119.1|HILL
OG0006823	LOC6534406|XP_002095084.1|DYAK	LOC119649207|XP_037907192.1|HILL
OG0006824	LOC6533057|XP_002093789.1|DYAK	LOC119649876|XP_037908180.1|HILL
OG0006825	LOC6533967|XP_002094665.1|DYAK	LOC119649993|XP_037908377.1|HILL
OG0006826	LOC6534423|XP_015050631.1|DYAK	LOC119649906|XP_037908226.1|HILL
OG0006827	LOC6536077|XP_015047557.2|DYAK	LOC119660187|XP_037924529.1|HILL
OG0006828	LOC6527989|XP_002089056.1|DYAK	LOC119650679|XP_037909560.1|HILL
OG0006829	LOC6533125|XP_002093851.1|DYAK	LOC119649561|XP_037907685.1|HILL
OG0006830	LOC6532443|XP_002093190.1|DYAK	LOC119649395|XP_037907445.1|HILL
OG0006831	LOC6532717|XP_002093459.1|DYAK	LOC119649644|XP_037907827.1|HILL
OG0006832	LOC6532677|XP_015049520.1|DYAK	LOC119649657|XP_037907841.1|HILL
OG0006833	LOC6534655|XP_039230448.1|DYAK	LOC119650301|XP_037908867.1|HILL
OG0006834	LOC6537691|XP_002098236.1|DYAK	LOC119647470|XP_037904333.1|HILL
OG0006835	LOC6533406|XP_002094124.1|DYAK	LOC119648228|XP_037905776.1|HILL
OG0006836	LOC6533463|XP_002094174.1|DYAK	LOC119649688|XP_037907880.1|HILL
OG0006837	LOC6532945|XP_002093680.1|DYAK	LOC119647796|XP_037904928.1|HILL
OG0006838	LOC6533557|XP_002094267.1|DYAK	LOC119647680|XP_037904688.1|HILL
OG0006839	LOC6532941|XP_002093676.1|DYAK	LOC119650101|XP_037908549.1|HILL
OG0006840	LOC6527080|XP_039226185.1|DYAK	LOC119650441|XP_037909206.1|HILL
OG0006841	LOC6532967|XP_002093702.2|DYAK	LOC119648453|XP_037906137.1|HILL
OG0006842	LOC6532837|XP_002093574.1|DYAK	LOC119649718|XP_037907926.1|HILL
OG0006843	LOC120321481|XP_039229973.1|DYAK	LOC119657216|XP_037919955.1|HILL
OG0006844	LOC6536510|XP_002097087.1|DYAK	LOC119661599|XP_037926932.1|HILL
OG0006845	LOC6534375|XP_002095053.1|DYAK	LOC119647483|XP_037904366.1|HILL
OG0006846	LOC6533230|XP_015049855.1|DYAK	LOC119650190|XP_037908678.1|HILL
OG0006847	LOC6533233|XP_002093959.2|DYAK	LOC119648763|XP_037906520.1|HILL
OG0006848	LOC6530630|XP_002091543.2|DYAK	LOC119647050|XP_037903736.1|HILL
OG0006849	LOC6532688|XP_002093432.1|DYAK	LOC119649904|XP_037908225.1|HILL
OG0006850	LOC6532687|XP_002093431.2|DYAK	LOC119648885|XP_037906709.1|HILL
OG0006851	LOC6532684|XP_015049530.1|DYAK	LOC119648184|XP_037905698.1|HILL
OG0006852	LOC6528918|XP_002089950.1|DYAK	LOC119646927|XP_037903535.1|HILL
OG0006853	LOC6532745|XP_015049587.1|DYAK	LOC119648916|XP_037906750.1|HILL
OG0006854	LOC6528832|XP_002089864.1|DYAK	LOC119646229|XP_037902545.1|HILL
OG0006855	LOC6533904|XP_002094604.1|DYAK	LOC119648097|XP_037905524.1|HILL
OG0006856	LOC6531082|XP_039228051.1|DYAK	LOC119653491|XP_037914052.1|HILL
OG0006857	LOC6529094|XP_002090107.2|DYAK	LOC119661538|XP_037926846.1|HILL
OG0006858	LOC6533375|XP_002094100.1|DYAK	LOC119650443|XP_037909214.1|HILL
OG0006859	LOC6528481|XP_002089527.1|DYAK	LOC119652818|XP_037913077.1|HILL
OG0006860	LOC6529373|XP_002090378.1|DYAK	LOC119646644|XP_037903085.1|HILL
OG0006862	LOC6532630|XP_002093374.1|DYAK	LOC119648782|XP_037906547.1|HILL
OG0006863	LOC6525779|XP_002101600.1|DYAK	LOC119660922|XP_037925826.1|HILL
OG0006864	LOC6530040|XP_002090986.1|DYAK	LOC119647206|XP_037903956.1|HILL
OG0006866	LOC6531295|XP_002092099.1|DYAK	LOC119660180|XP_037924520.1|HILL
OG0006868	LOC6531193|XP_039227860.1|DYAK	LOC119652219|XP_037912094.1|HILL
OG0006869	LOC6530008|XP_002090954.2|DYAK	LOC119660320|XP_037924725.1|HILL
OG0006870	LOC6529378|XP_039227934.1|DYAK	LOC119661161|XP_037926305.1|HILL
OG0006871	LOC6528538|XP_002089584.1|DYAK	LOC119658582|XP_037921965.1|HILL
OG0006872	LOC6528463|XP_002089509.1|DYAK	LOC119658584|XP_037921968.1|HILL
OG0006873	LOC6530658|XP_015051870.1|DYAK	LOC119660224|XP_037924590.1|HILL
OG0006874	LOC6539310|XP_002086199.1|DYAK	LOC119651319|XP_037910780.1|HILL
OG0006875	LOC6529605|XP_002090599.1|DYAK	LOC119659147|XP_037923017.1|HILL
OG0006876	LOC6531986|XP_002092772.1|DYAK	LOC119653893|XP_037914943.1|HILL
OG0006877	LOC26536409|XP_015054733.1|DYAK	LOC119654761|XP_037916230.1|HILL
OG0006878	LOC6528081|XP_002089148.1|DYAK	LOC119660784|XP_037925499.1|HILL
OG0006879	LOC6531357|XP_002092160.1|DYAK	LOC119661302|XP_037926518.1|HILL
OG0006880	LOC6528932|XP_002089964.1|DYAK	LOC119654910|XP_037916466.1|HILL
OG0006881	LOC6528230|XP_002089292.1|DYAK	LOC119652976|XP_037913314.1|HILL
OG0006882	LOC6529369|XP_002090374.1|DYAK	LOC119659756|XP_037923949.1|HILL
OG0006883	LOC6529177|XP_015052232.1|DYAK	LOC119652380|XP_037912405.1|HILL
OG0006884	LOC6526654|XP_002087762.1|DYAK	LOC119651903|XP_037911658.1|HILL
OG0006885	LOC6527152|XP_015053622.1|DYAK	LOC119646124|XP_037902401.1|HILL
OG0006886	LOC6537862|XP_002098403.1|DYAK	LOC119646126|XP_037902404.1|HILL
OG0006887	LOC6524480|XP_015045720.1|DYAK	LOC119647245|XP_037904045.1|HILL
OG0006888	LOC6528042|XP_002089109.1|DYAK	LOC119650656|XP_037909519.1|HILL
