Orthogroup	DYAK.longest_only	AEAL.longest_only
OG0006067	LOC6528648|XP_039226627.1|DYAK	LOC109399084|XP_029731093.1|AEAL
OG0006068	LOC6525152|XP_002100990.1|DYAK	LOC115267825|XP_029731126.1|AEAL, LOC109399098|XP_029731123.1|AEAL
OG0006069	LOC6534278|XP_002094959.1|DYAK	LOC109399634|XP_029731142.1|AEAL
OG0006071	LOC6538229|XP_002098756.1|DYAK	LOC109399594|XP_029731143.1|AEAL
OG0006072	LOC6533512|XP_002094223.1|DYAK	LOC109399622|XP_019527663.2|AEAL, LOC115267829|XP_029731155.1|AEAL
OG0006073	LOC6532292|XP_002093052.1|DYAK	LOC109399616|XP_029731190.1|AEAL, LOC115267843|XP_029731196.1|AEAL
OG0006074	LOC6525531|XP_002101366.2|DYAK	LOC115267840|XP_029731191.1|AEAL, LOC109399559|XP_019527553.2|AEAL
OG0006075	LOC120320429|XP_015046275.1|DYAK	LOC115267841|XP_029731192.1|AEAL
OG0006076	LOC6530447|XP_002091363.1|DYAK	LOC109398945|XP_029731205.1|AEAL
OG0006077	LOC6534905|XP_002095576.2|DYAK	LOC109399665|XP_029731236.1|AEAL, LOC109401443|XP_029731230.1|AEAL
OG0006078	LOC6534903|XP_002095574.2|DYAK	LOC109399657|XP_029731232.1|AEAL, LOC109401597|XP_029731238.1|AEAL
OG0006079	LOC6534744|XP_002095419.2|DYAK	LOC109401928|XP_029731263.1|AEAL
OG0006080	LOC6539526|XP_002086414.2|DYAK	LOC109399659|XP_019527699.2|AEAL
OG0006081	LOC6528776|XP_015054060.1|DYAK	LOC109421146|XP_019551183.2|AEAL
OG0006082	LOC6528778|XP_002089812.1|DYAK	LOC109410554|XP_029731278.1|AEAL
OG0006083	LOC6535026|XP_002095692.1|DYAK	LOC109417172|XP_029731290.1|AEAL, LOC109410363|XP_029731299.1|AEAL
OG0006084	LOC6534549|XP_015050681.1|DYAK	LOC109417384|XP_019547032.1|AEAL, LOC115267876|XP_029731304.1|AEAL
OG0006085	LOC6539798|XP_002086685.1|DYAK	LOC109426529|XP_029731351.1|AEAL, LOC109408341|XP_029731341.1|AEAL
OG0006086	LOC6534609|XP_015045178.1|DYAK	LOC115253736|XP_029731352.1|AEAL, LOC109408342|XP_029731342.1|AEAL
OG0006087	LOC6531701|XP_002092492.2|DYAK	LOC109408348|XP_029719490.1|AEAL, LOC109426523|XP_029731347.1|AEAL
OG0006088	LOC6534275|XP_002094956.1|DYAK	LOC109426522|XP_019557600.1|AEAL, LOC109408349|XP_029719489.1|AEAL
OG0006089	LOC6524166|XP_002100029.1|DYAK	LOC115267886|XP_029731349.1|AEAL, LOC109426519|XP_019557595.2|AEAL
OG0006090	LOC6539482|XP_039230519.1|DYAK	LOC109408359|XP_029710106.1|AEAL, LOC115253958|XP_029710109.1|AEAL
OG0006091	LOC6532516|XP_002093262.3|DYAK	LOC109426502|XP_029710111.1|AEAL, LOC109408361|XP_029710104.1|AEAL
OG0006092	LOC26535661|XP_039231322.1|DYAK	LOC115256007|XP_029710091.1|AEAL, LOC109408991|XP_029710116.1|AEAL, LOC109426510|XP_029710071.1|AEAL
OG0006093	LOC6528824|XP_002089856.1|DYAK	LOC109426481|XP_019557547.2|AEAL
OG0006094	LOC6533780|XP_015050260.1|DYAK	LOC115267896|XP_029731366.1|AEAL, LOC109408980|XP_029710080.1|AEAL
OG0006095	LOC6528705|XP_002089740.3|DYAK	LOC109403958|XP_019532390.2|AEAL
OG0006096	LOC6530402|XP_002091328.1|DYAK	LOC109426375|XP_019557393.2|AEAL
OG0006097	LOC6534203|XP_039229519.1|DYAK	LOC109431571|XP_029715545.1|AEAL, LOC109622245|XP_029731478.1|AEAL
OG0006098	LOC6526263|XP_002087385.1|DYAK	LOC109622243|XP_019932054.2|AEAL
OG0006099	LOC6530469|XP_002091385.1|DYAK	LOC109622293|XP_029731502.1|AEAL
OG0006100	LOC6531755|XP_002092545.1|DYAK	LOC109431589|XP_019563371.2|AEAL
OG0006101	LOC6528034|XP_002089101.1|DYAK	LOC109622232|XP_019932034.2|AEAL
OG0006102	LOC6530941|XP_002091783.1|DYAK	LOC109431570|XP_029731514.1|AEAL
OG0006103	LOC6525088|XP_002100927.1|DYAK	LOC109623445|XP_019933543.2|AEAL, LOC115267929|XP_029731523.1|AEAL, LOC109431600|XP_019563379.3|AEAL
OG0006104	LOC6525442|XP_002101277.1|DYAK	LOC115267930|XP_029731524.1|AEAL, LOC109622215|XP_029731399.1|AEAL, LOC109431597|XP_029728074.1|AEAL
OG0006105	LOC6525443|XP_002101278.1|DYAK	LOC109403149|XP_019531436.2|AEAL, LOC115254200|XP_029731398.1|AEAL
OG0006106	LOC6534581|XP_039229862.1|DYAK	LOC109622131|XP_029731546.1|AEAL, LOC115268869|XP_029732904.1|AEAL
OG0006107	LOC6530694|XP_002091585.1|DYAK	LOC109403143|XP_029731566.1|AEAL, LOC109403142|XP_029731567.1|AEAL
OG0006108	LOC6523906|XP_002099779.1|DYAK	LOC109403368|XP_029716953.1|AEAL, LOC115253896|XP_029731666.1|AEAL, LOC109406089|XP_029731569.1|AEAL
OG0006109	LOC6535196|XP_002095856.1|DYAK	LOC109403370|XP_019531732.1|AEAL
OG0006110	LOC6534186|XP_002094869.1|DYAK	LOC109410749|XP_029731587.1|AEAL
OG0006111	LOC6530713|XP_002091604.1|DYAK	LOC109410732|XP_029733669.1|AEAL, LOC109410608|XP_029731602.1|AEAL
OG0006112	LOC6531974|XP_002092760.1|DYAK	LOC109410617|XP_019539684.1|AEAL, LOC109410720|XP_019539783.1|AEAL
OG0006113	LOC6534393|XP_002095071.1|DYAK	LOC109410718|XP_029733662.1|AEAL, LOC109410615|XP_029731609.1|AEAL
OG0006114	LOC6538085|XP_002098619.1|DYAK	LOC109410619|XP_019539686.2|AEAL, LOC115269254|XP_029733660.1|AEAL
OG0006115	LOC6530151|XP_002091093.1|DYAK	LOC109410630|XP_029731613.1|AEAL
OG0006116	LOC6530206|XP_002091144.1|DYAK	LOC109433505|XP_029731616.1|AEAL
OG0006117	LOC6531459|XP_002092258.1|DYAK	LOC109433481|XP_019565447.2|AEAL
OG0006118	LOC6531709|XP_015051506.1|DYAK	LOC109433516|XP_029731638.1|AEAL
OG0006119	LOC6529903|XP_002090860.1|DYAK	LOC109410652|XP_019539731.1|AEAL
OG0006120	LOC6531206|XP_002092034.1|DYAK	LOC109410665|XP_019539748.2|AEAL
OG0006121	LOC6534606|XP_002095281.2|DYAK	LOC109407648|XP_019536346.1|AEAL
OG0006122	LOC6523709|XP_002099585.1|DYAK	LOC115268192|XP_029732104.1|AEAL, LOC109621451|XP_029731699.1|AEAL
OG0006123	LOC6532048|XP_002092825.3|DYAK	LOC109621483|XP_019931072.2|AEAL, LOC115267983|XP_029731706.1|AEAL
OG0006124	LOC6538746|XP_002099261.1|DYAK	LOC115267984|XP_029731707.1|AEAL, LOC109621484|XP_019931073.2|AEAL
OG0006125	LOC6533929|XP_015050337.1|DYAK	LOC109621450|XP_019931031.2|AEAL
OG0006126	LOC6533302|XP_002094028.1|DYAK	LOC109621446|XP_029731749.1|AEAL, LOC115268012|XP_029731757.1|AEAL
OG0006127	LOC6534466|XP_002095143.1|DYAK	LOC109426059|XP_019557045.2|AEAL, LOC115268014|XP_029731761.1|AEAL
OG0006128	LOC6539577|XP_002086465.2|DYAK	LOC109425900|XP_019556821.1|AEAL
OG0006129	LOC6534179|XP_002094862.1|DYAK	LOC109426026|XP_019557003.2|AEAL
OG0006130	LOC6539551|XP_002086437.1|DYAK	LOC115268035|XP_029731801.1|AEAL, LOC109426008|XP_029731839.1|AEAL
OG0006131	LOC6534495|XP_002095172.1|DYAK	LOC109425997|XP_019556968.2|AEAL, LOC115268061|XP_029731847.1|AEAL
OG0006132	LOC6539581|XP_002086469.1|DYAK	LOC109425892|XP_019556816.2|AEAL, LOC115268382|XP_029732250.1|AEAL
OG0006133	LOC6539552|XP_002086439.1|DYAK	LOC115268040|XP_029731808.1|AEAL, LOC109425993|XP_019556963.2|AEAL
OG0006134	LOC6534174|XP_015050491.1|DYAK	LOC115268041|XP_029731812.1|AEAL, LOC109425984|XP_019556951.2|AEAL
OG0006135	LOC26536082|XP_039229513.1|DYAK	LOC109425978|XP_019556941.2|AEAL, LOC115268068|XP_029731858.1|AEAL
OG0006136	LOC6533930|XP_002094630.1|DYAK	LOC109425968|XP_019556925.1|AEAL
OG0006137	LOC6534147|XP_002094831.1|DYAK	LOC109425886|XP_019556810.1|AEAL, LOC115268394|XP_029732258.1|AEAL
OG0006138	LOC6528557|XP_002089601.1|DYAK	LOC109425885|XP_019556809.2|AEAL
OG0006139	LOC6528667|XP_002089709.1|DYAK	LOC109425847|XP_019556765.2|AEAL, LOC115262229|XP_029720489.1|AEAL
OG0006140	LOC6532032|XP_002092809.2|DYAK	LOC109407578|XP_029731955.1|AEAL, LOC115258181|XP_029714102.1|AEAL
OG0006142	LOC6534988|XP_002095658.3|DYAK	LOC109425818|XP_019556706.1|AEAL
OG0006143	LOC6533962|XP_015050359.1|DYAK	LOC109425815|XP_019556703.2|AEAL
OG0006144	LOC6534064|XP_002094750.1|DYAK	LOC109425813|XP_019556700.1|AEAL, LOC109407555|XP_019536167.2|AEAL
OG0006145	LOC6534874|XP_002095546.1|DYAK	LOC109425814|XP_019556702.1|AEAL, LOC115262042|XP_029719828.1|AEAL
OG0006146	LOC6527710|XP_002088794.2|DYAK	LOC115262043|XP_029719829.1|AEAL, LOC109407679|XP_019536376.2|AEAL
OG0006147	LOC6536345|XP_002096927.1|DYAK	LOC109425784|XP_029720450.1|AEAL
OG0006148	LOC6539411|XP_039229459.1|DYAK	LOC109425780|XP_019556649.1|AEAL
OG0006149	LOC6533963|XP_002094663.1|DYAK	LOC109425778|XP_019556645.2|AEAL
OG0006150	LOC6533966|XP_002094664.1|DYAK	LOC109407516|XP_019536118.2|AEAL
OG0006151	LOC6527939|XP_015053844.1|DYAK	LOC109425771|XP_019556638.2|AEAL
OG0006152	LOC6538584|XP_002099106.1|DYAK	LOC109430291|XP_029722909.1|AEAL
OG0006153	LOC6531713|XP_002092503.1|DYAK	LOC109408451|XP_029735124.1|AEAL
OG0006155	LOC6536349|XP_002096931.1|DYAK	LOC109427245|XP_019558308.2|AEAL
OG0006156	LOC6536284|XP_002096870.2|DYAK	LOC109398936|XP_029718519.1|AEAL
OG0006157	LOC6531944|XP_002092730.1|DYAK	LOC109433157|XP_019565099.2|AEAL, LOC115266587|XP_029728868.1|AEAL
OG0006158	LOC6533862|XP_002094562.2|DYAK	LOC109423938|XP_019554548.2|AEAL, LOC115265618|XP_029727318.1|AEAL, LOC109430991|XP_019562660.1|AEAL
OG0006159	LOC6530388|XP_002091314.1|DYAK	LOC109407649|XP_019536347.2|AEAL
OG0006160	LOC6531945|XP_002092731.1|DYAK	LOC109431300|XP_019563062.1|AEAL, LOC109432000|XP_029724262.1|AEAL
OG0006161	LOC6528744|XP_039227380.1|DYAK	LOC109426613|XP_029725528.1|AEAL
OG0006181	LOC6535653|XP_002096281.2|DYAK	LOC109413230|XP_029729871.1|AEAL, LOC115254181|XP_029729869.1|AEAL
OG0006182	LOC6537773|XP_002098314.1|DYAK	LOC109405392|XP_019533998.2|AEAL, LOC109413223|XP_019542494.2|AEAL
OG0006183	LOC6537026|XP_002097593.2|DYAK	LOC109413222|XP_019542493.2|AEAL, LOC109405391|XP_019533997.2|AEAL
OG0006184	LOC6537655|XP_002098200.1|DYAK	LOC109405397|XP_019534002.2|AEAL
OG0006185	LOC6537200|XP_002097758.1|DYAK	LOC109431068|XP_019562751.2|AEAL
OG0006186	LOC6537662|XP_002098207.1|DYAK	LOC109431069|XP_019562752.2|AEAL
OG0006187	LOC6538851|XP_002099364.1|DYAK	LOC109405396|XP_019534001.1|AEAL, LOC109431064|XP_019562746.1|AEAL
OG0006188	LOC6524073|XP_015045483.1|DYAK	LOC109405389|XP_029709618.1|AEAL, LOC109431070|XP_019562754.1|AEAL
OG0006189	LOC6524074|XP_002099938.2|DYAK	LOC109431071|XP_019562757.1|AEAL, LOC115255655|XP_029709619.1|AEAL
OG0006190	LOC6538638|XP_002099158.1|DYAK	LOC109397824|XP_029709608.1|AEAL, LOC109405369|XP_029709600.1|AEAL
OG0006191	LOC6538276|XP_002098803.1|DYAK	LOC109397820|XP_029715577.1|AEAL
OG0006192	LOC6524089|XP_002099953.2|DYAK	LOC109397811|XP_019525679.2|AEAL, LOC109405348|XP_019533946.2|AEAL, LOC115253911|XP_029709573.1|AEAL
OG0006193	LOC6524706|XP_002100550.1|DYAK	LOC115255633|XP_029709585.1|AEAL, LOC109397826|XP_029709603.1|AEAL, LOC109405366|XP_029710317.1|AEAL
OG0006194	LOC6524946|XP_015045979.1|DYAK	LOC109405353|XP_019533954.2|AEAL, LOC109397808|XP_029709562.1|AEAL
OG0006195	LOC6524784|XP_002100628.1|DYAK	LOC109405352|XP_019533953.2|AEAL, LOC115256367|XP_029710589.1|AEAL
OG0006196	LOC6536413|XP_015047739.1|DYAK	LOC109413202|XP_019542453.2|AEAL
OG0006197	LOC6523716|XP_002099591.1|DYAK	LOC109424927|XP_019555652.2|AEAL
OG0006198	LOC6525735|XP_039227006.1|DYAK	LOC109424932|XP_029710833.1|AEAL
OG0006199	LOC6538626|XP_002099148.1|DYAK	LOC109413211|XP_019542478.2|AEAL
OG0006200	LOC6535423|XP_002096072.1|DYAK	LOC109431146|XP_019562886.2|AEAL
OG0006201	LOC6525778|XP_015046492.1|DYAK	LOC115270915|XP_029736112.1|AEAL, LOC115253974|XP_029711621.1|AEAL, LOC109415675|XP_029711651.1|AEAL, LOC109431112|XP_019562827.1|AEAL
OG0006202	LOC6525777|XP_002101598.1|DYAK	LOC109415733|XP_029711157.1|AEAL, LOC109431103|XP_019562813.2|AEAL
OG0006203	LOC6525642|XP_039233715.1|DYAK	LOC109431104|XP_029711315.1|AEAL, LOC109415741|XP_029711346.1|AEAL
OG0006204	LOC6537281|XP_002097839.1|DYAK	LOC109415771|XP_029711292.1|AEAL, LOC109431107|XP_019562821.2|AEAL
OG0006205	LOC6525915|XP_002101735.2|DYAK	LOC109431169|XP_029711957.1|AEAL, LOC109415819|XP_029710490.1|AEAL
OG0006206	LOC6524903|XP_002100743.1|DYAK	LOC109431166|XP_029711688.1|AEAL
OG0006207	LOC6528146|XP_002089212.1|DYAK	LOC109431185|XP_019562944.2|AEAL
OG0006208	LOC6532202|XP_039229553.1|DYAK	LOC109431184|XP_029710723.1|AEAL
OG0006209	LOC6525316|XP_002101152.1|DYAK	LOC109412265|XP_029711492.1|AEAL
OG0006210	LOC6525254|XP_039233348.1|DYAK	LOC109424776|XP_029711088.1|AEAL
OG0006211	LOC6527663|XP_002088749.1|DYAK	LOC109424772|XP_019555497.1|AEAL
OG0006212	LOC6527662|XP_002088748.1|DYAK	LOC109417225|XP_029711755.1|AEAL
OG0006213	LOC6535254|XP_039232720.1|DYAK	LOC115256643|XP_029711344.1|AEAL, LOC115260190|XP_029716966.1|AEAL, LOC109433634|XP_019565635.2|AEAL
OG0006214	LOC6524957|XP_002100797.1|DYAK	LOC109433635|XP_029716967.1|AEAL, LOC115256644|XP_029711345.1|AEAL
OG0006215	LOC6525373|XP_002101209.3|DYAK	LOC109433612|XP_029716977.1|AEAL, LOC109408927|XP_029710870.1|AEAL
OG0006216	LOC6538334|XP_002098861.2|DYAK	LOC109408939|XP_019537883.2|AEAL, LOC109433619|XP_019565602.2|AEAL
OG0006217	LOC6525692|XP_002101514.1|DYAK	LOC109433618|XP_029723206.1|AEAL, LOC109408940|XP_029710669.1|AEAL
OG0006218	LOC6527554|XP_002088644.1|DYAK	LOC109433598|XP_019565582.2|AEAL
OG0006219	LOC6523939|XP_002099811.1|DYAK	LOC115256850|XP_029711739.1|AEAL, LOC109428342|XP_029708263.1|AEAL
OG0006220	LOC6534286|XP_002094967.1|DYAK	LOC109405103|XP_019533648.2|AEAL, LOC109428341|XP_019559594.2|AEAL
OG0006221	LOC6538989|XP_002099491.3|DYAK	LOC109428348|XP_019559612.2|AEAL
OG0006222	LOC6538987|XP_002099489.1|DYAK	LOC109415239|XP_019544671.2|AEAL
OG0006223	LOC6526090|XP_002101907.1|DYAK	LOC109415234|XP_019544666.2|AEAL, LOC115257085|XP_029712289.1|AEAL, LOC115256586|XP_029711228.1|AEAL
OG0006224	LOC6525917|XP_002101737.3|DYAK	LOC115253982|XP_029712286.1|AEAL, LOC109415220|XP_029711886.1|AEAL
OG0006225	LOC6525500|XP_002101335.1|DYAK	LOC109428376|XP_029716598.1|AEAL, LOC109415254|XP_029710627.1|AEAL
OG0006226	LOC6529346|XP_002090351.1|DYAK	LOC109428390|XP_019559657.1|AEAL
OG0006227	LOC6525044|XP_002100883.1|DYAK	LOC109415199|XP_019544627.2|AEAL
OG0006228	LOC6530932|XP_002091774.1|DYAK	LOC109415195|XP_019544624.2|AEAL
OG0006229	LOC6523760|XP_039232912.1|DYAK	LOC109428414|XP_019559689.1|AEAL
OG0006230	LOC6525582|XP_002101417.1|DYAK	LOC109428417|XP_019559694.2|AEAL
OG0006231	LOC6524657|XP_039233451.1|DYAK	LOC109428419|XP_029711365.1|AEAL
OG0006232	LOC6524907|XP_002100747.1|DYAK	LOC109428422|XP_019559720.2|AEAL
OG0006233	LOC6524909|XP_015045943.1|DYAK	LOC109428423|XP_029711211.1|AEAL, LOC109430533|XP_019562146.2|AEAL
OG0006234	LOC6525584|XP_002101419.1|DYAK	LOC109428434|XP_019559736.2|AEAL, LOC109430532|XP_019562145.2|AEAL
OG0006235	LOC6525888|XP_002101708.2|DYAK	LOC109428435|XP_019559737.2|AEAL, LOC109430508|XP_029729605.1|AEAL
OG0006236	LOC6524782|XP_002100626.1|DYAK	LOC109428447|XP_019559757.2|AEAL, LOC109422110|XP_029710411.1|AEAL
OG0006237	LOC6525912|XP_002101732.1|DYAK	LOC109422156|XP_019552345.2|AEAL, LOC109428448|XP_019559759.2|AEAL
OG0006238	LOC6524970|XP_002100810.1|DYAK	LOC109428455|XP_019559764.2|AEAL, LOC109422166|XP_019552351.2|AEAL
OG0006239	LOC6539105|XP_002086007.1|DYAK	LOC109422169|XP_019552355.2|AEAL, LOC109428460|XP_019559769.2|AEAL
OG0006240	LOC6538004|XP_002098539.1|DYAK	LOC109422170|XP_019552356.2|AEAL, LOC109428461|XP_019559770.2|AEAL
OG0006241	LOC6525585|XP_002101420.1|DYAK	LOC109428464|XP_019559773.2|AEAL, LOC109422174|XP_019552361.2|AEAL
OG0006242	LOC6525549|XP_002101384.1|DYAK	LOC109428474|XP_029710979.1|AEAL, LOC109422187|XP_029712471.1|AEAL
OG0006243	LOC6536424|XP_002097006.1|DYAK	LOC109428475|XP_029710803.1|AEAL, LOC115260009|XP_029716703.1|AEAL
OG0006244	LOC6536340|XP_002096924.1|DYAK	LOC109428482|XP_019559803.2|AEAL
OG0006245	LOC6537749|XP_002098290.1|DYAK	LOC115256538|XP_029711091.1|AEAL, LOC109428487|XP_019559810.2|AEAL, LOC109415173|XP_029721794.1|AEAL
OG0006246	LOC6524334|XP_002100192.1|DYAK	LOC109428490|XP_019559814.2|AEAL, LOC115253966|XP_029710800.1|AEAL
OG0006247	LOC6528490|XP_002089536.1|DYAK	LOC109430084|XP_019561661.2|AEAL, LOC109428504|XP_019559844.2|AEAL
OG0006248	LOC6535823|XP_039232821.1|DYAK	LOC109416837|XP_019546467.2|AEAL
OG0006249	LOC6526817|XP_002087919.1|DYAK	LOC109413163|XP_029730095.1|AEAL
OG0006250	LOC6524847|XP_002100687.1|DYAK	LOC109402639|XP_029710679.1|AEAL, LOC109413155|XP_019542414.2|AEAL
OG0006251	LOC6538348|XP_002098873.1|DYAK	LOC109402633|XP_019530882.1|AEAL
OG0006252	LOC6538347|XP_002098872.1|DYAK	LOC109402640|XP_019530889.2|AEAL
OG0006253	LOC6524335|XP_002100193.2|DYAK	LOC109402629|XP_029710542.1|AEAL
OG0006254	LOC6530327|XP_002091254.1|DYAK	LOC109397859|XP_029710861.1|AEAL
OG0006255	LOC6537805|XP_002098346.1|DYAK	LOC109397898|XP_019525780.2|AEAL
OG0006256	LOC6525589|XP_002101424.1|DYAK	LOC109397867|XP_029711467.1|AEAL
OG0006257	LOC6525934|XP_015046542.1|DYAK	LOC109397852|XP_019525726.2|AEAL
OG0006258	LOC6525317|XP_002101153.1|DYAK	LOC109397853|XP_019525728.2|AEAL, LOC109406968|XP_029708041.1|AEAL
OG0006259	LOC6537371|XP_002097927.1|DYAK	LOC109406977|XP_019535543.2|AEAL
OG0006260	LOC6525933|XP_002101753.1|DYAK	LOC109397918|XP_019525804.1|AEAL
OG0006261	LOC6527345|XP_002088437.1|DYAK	LOC109397896|XP_019525779.2|AEAL
OG0006262	LOC6525978|XP_002101797.1|DYAK	LOC109397889|XP_019525775.2|AEAL, LOC109416119|XP_029729610.1|AEAL
OG0006263	LOC6524122|XP_002099986.1|DYAK	LOC109416120|XP_029729611.1|AEAL, LOC109397884|XP_029710956.1|AEAL
OG0006264	LOC6524479|XP_039229953.1|DYAK	LOC109416121|XP_019545634.2|AEAL
OG0006265	LOC6531471|XP_002092270.1|DYAK	LOC109397881|XP_019525762.2|AEAL
OG0006266	LOC6524481|XP_002100338.1|DYAK	LOC109416128|XP_019545639.2|AEAL
OG0006267	LOC6524616|XP_039233544.1|DYAK	LOC109416133|XP_029732898.1|AEAL, LOC109397923|XP_029710867.1|AEAL
OG0006268	LOC6531624|XP_002092421.1|DYAK	LOC109411591|XP_029711118.1|AEAL
OG0006269	LOC6536335|XP_002096919.1|DYAK	LOC109398788|XP_019526730.2|AEAL
OG0006270	LOC6525969|XP_002101788.1|DYAK	LOC109427476|XP_019558574.2|AEAL, LOC109398902|XP_019526902.2|AEAL
OG0006271	LOC6536522|XP_002097098.1|DYAK	LOC109427510|XP_019558608.2|AEAL
OG0006272	LOC6524649|XP_002100506.1|DYAK	LOC109427519|XP_019558618.2|AEAL
OG0006273	LOC6528329|XP_002089382.1|DYAK	LOC109427482|XP_019558579.1|AEAL
OG0006274	LOC6524602|XP_002100459.1|DYAK	LOC115256677|XP_029711440.1|AEAL, LOC109427532|XP_019558630.2|AEAL, LOC115256682|XP_029711446.1|AEAL
OG0006275	LOC6524368|XP_002100226.1|DYAK	LOC109406862|XP_029710533.1|AEAL, LOC115259485|XP_029715946.1|AEAL
OG0006276	LOC6532231|XP_002093004.1|DYAK	LOC109406867|XP_019535414.2|AEAL
OG0006277	LOC6539835|XP_039231552.1|DYAK	LOC109401875|XP_019530016.2|AEAL
OG0006278	LOC6525687|XP_002101509.2|DYAK	LOC109401855|XP_019530003.2|AEAL
OG0006280	LOC6526218|XP_039231732.1|DYAK	LOC109401892|XP_029729175.1|AEAL
OG0006281	LOC6526220|XP_002102029.1|DYAK	LOC109401893|XP_019530048.2|AEAL, LOC115266759|XP_029729177.1|AEAL
OG0006282	LOC6525128|XP_039233774.1|DYAK	LOC109401882|XP_019530030.2|AEAL
OG0006283	LOC6537932|XP_002098472.1|DYAK	LOC109401912|XP_019530072.2|AEAL
OG0006284	LOC6539511|XP_002086399.2|DYAK	LOC109401844|XP_019529998.1|AEAL
OG0006285	LOC6535296|XP_002095952.1|DYAK	LOC109414679|XP_019544054.2|AEAL
OG0006286	LOC6535554|XP_002096183.3|DYAK	LOC109401872|XP_019530013.2|AEAL
OG0006287	LOC6525528|XP_002101363.1|DYAK	LOC109401896|XP_029709681.1|AEAL, LOC115255743|XP_029709725.1|AEAL
OG0006288	LOC6538943|XP_002099447.1|DYAK	LOC109401897|XP_019530052.2|AEAL
OG0006289	LOC6535587|XP_002096215.1|DYAK	LOC109404703|XP_019533172.2|AEAL
OG0006290	LOC6525267|XP_015046193.1|DYAK	LOC109404691|XP_029733267.1|AEAL, LOC109410338|XP_019539429.1|AEAL
OG0006291	LOC6527448|XP_002088540.1|DYAK	LOC109410343|XP_019539437.2|AEAL
OG0006292	LOC6524503|XP_015045729.1|DYAK	LOC109422047|XP_029711770.1|AEAL
OG0006293	LOC6532390|XP_002093141.1|DYAK	LOC109422054|XP_019552233.2|AEAL
OG0006294	LOC6524707|XP_039233778.1|DYAK	LOC109422061|XP_029711420.1|AEAL
OG0006295	LOC6524087|XP_002099951.3|DYAK	LOC109422080|XP_029710685.1|AEAL, LOC115254276|XP_029707521.1|AEAL
OG0006296	LOC6525209|XP_039231375.1|DYAK	LOC115271116|XP_029736461.1|AEAL, LOC109422082|XP_019552262.2|AEAL
OG0006297	LOC6525702|XP_015046430.1|DYAK	LOC109422128|XP_029711151.1|AEAL, LOC115255750|XP_029709729.1|AEAL
OG0006298	LOC6524709|XP_002100553.1|DYAK	LOC109422129|XP_019552306.2|AEAL, LOC115257308|XP_029712632.1|AEAL
OG0006299	LOC6524300|XP_015045595.1|DYAK	LOC109422130|XP_019552308.2|AEAL
OG0006300	LOC6524374|XP_015045636.1|DYAK	LOC109422132|XP_019552315.2|AEAL
OG0006301	LOC6525104|XP_002100943.1|DYAK	LOC115261795|XP_029719542.1|AEAL
OG0006302	LOC6525079|XP_015046085.1|DYAK	LOC109432609|XP_029733311.1|AEAL, LOC109397197|XP_029733363.1|AEAL
OG0006304	LOC6538138|XP_002098673.3|DYAK	LOC115256581|XP_029711217.1|AEAL, LOC109422030|XP_019552214.2|AEAL
OG0006305	LOC6538135|XP_002098670.1|DYAK	LOC109422026|XP_019552212.1|AEAL
OG0006306	LOC26534501|XP_039231576.1|DYAK	LOC109422023|XP_029711683.1|AEAL
OG0006307	LOC6539055|XP_002099557.3|DYAK	LOC115264842|XP_029724725.1|AEAL, LOC115256496|XP_029711019.1|AEAL, LOC109422020|XP_029711676.1|AEAL
OG0006308	LOC6525600|XP_002101435.1|DYAK	LOC115256527|XP_029711073.1|AEAL, LOC109422012|XP_019552198.1|AEAL, LOC115256568|XP_029711184.1|AEAL
OG0006309	LOC6525572|XP_015046372.1|DYAK	LOC109421998|XP_029710647.1|AEAL, LOC109424095|XP_029710582.1|AEAL
OG0006310	LOC6537536|XP_002098082.1|DYAK	LOC109421992|XP_029711167.1|AEAL, LOC115256710|XP_029711488.1|AEAL
OG0006311	LOC6525359|XP_002101195.2|DYAK	LOC109421984|XP_019552162.2|AEAL
OG0006312	LOC6525360|XP_002101196.1|DYAK	LOC109421983|XP_019552161.2|AEAL, LOC109421982|XP_019552160.2|AEAL
OG0006313	LOC6525382|XP_002101218.1|DYAK	LOC109407377|XP_029710683.1|AEAL, LOC109421981|XP_029710574.1|AEAL
OG0006314	LOC6524883|XP_002100723.1|DYAK	LOC115263570|XP_029722671.1|AEAL, LOC109416226|XP_029710917.1|AEAL, LOC109424609|XP_029722668.1|AEAL
OG0006315	LOC6538974|XP_015049145.1|DYAK	LOC109427437|XP_029710575.1|AEAL
OG0006316	LOC6526214|XP_002102023.1|DYAK	LOC109427405|XP_019558492.2|AEAL, LOC109410123|XP_019539197.2|AEAL
OG0006317	LOC6525408|XP_002101243.1|DYAK	LOC109427402|XP_029709734.1|AEAL, LOC109410121|XP_029710733.1|AEAL
OG0006318	LOC6525203|XP_002101041.1|DYAK	LOC109402075|XP_019530223.2|AEAL, LOC109427373|XP_029711376.1|AEAL
OG0006319	LOC6528816|XP_002089848.1|DYAK	LOC109402081|XP_019558454.2|AEAL
OG0006320	LOC6525948|XP_002101768.1|DYAK	LOC109402049|XP_029711835.1|AEAL, LOC109406343|XP_029733184.1|AEAL
OG0006321	LOC6525233|XP_002101071.1|DYAK	LOC109416551|XP_019546177.2|AEAL
OG0006322	LOC6525898|XP_002101718.1|DYAK	LOC109405078|XP_029711041.1|AEAL
OG0006323	LOC6524898|XP_002100738.1|DYAK	LOC109405085|XP_019533628.2|AEAL
