Orthogroup	DYAK.longest_only	CPIP.longest_only
OG0006770	LOC6533119|XP_002093845.1|DYAK	LOC120412422|XP_039428817.1|CPIP
OG0006771	LOC6525137|XP_039232758.1|DYAK	LOC120412385|XP_039428755.1|CPIP
OG0006772	LOC6528476|XP_002089522.3|DYAK	LOC120412382|XP_039428744.1|CPIP
OG0006773	LOC6533421|XP_002094139.1|DYAK	LOC120413438|XP_039430187.1|CPIP
OG0006774	LOC6534915|XP_002095586.2|DYAK	LOC120413432|XP_039430177.1|CPIP
OG0006775	LOC6534367|XP_002095045.1|DYAK	LOC120413462|XP_039430231.1|CPIP
OG0006776	LOC6532884|XP_002093620.1|DYAK	LOC120413453|XP_039430221.1|CPIP
OG0006777	LOC6534365|XP_002095043.1|DYAK	LOC120413457|XP_039430227.1|CPIP
OG0006778	LOC6533522|XP_002094232.1|DYAK	LOC120413455|XP_039430224.1|CPIP
OG0006779	LOC6532379|XP_002093130.1|DYAK	LOC120413451|XP_039430219.1|CPIP
OG0006780	LOC6533336|XP_002094062.1|DYAK	LOC120413440|XP_039430191.1|CPIP
OG0006781	LOC6533049|XP_002093783.1|DYAK	LOC120413446|XP_039430213.1|CPIP
OG0006782	LOC6532406|XP_015049334.1|DYAK	LOC120413473|XP_039430245.1|CPIP
OG0006783	LOC6531525|XP_039228024.1|DYAK	LOC120414616|XP_039431772.1|CPIP
OG0006784	LOC6532957|XP_015049728.1|DYAK	LOC120412598|XP_039429065.1|CPIP
OG0006785	LOC6531597|XP_002092394.1|DYAK	LOC120412602|XP_039429083.1|CPIP
OG0006786	LOC6531061|XP_002091895.1|DYAK	LOC120412636|XP_039429124.1|CPIP, LOC120421551|XP_039440713.1|CPIP
OG0006787	LOC6533758|XP_002094462.2|DYAK	LOC120420356|XP_039439288.1|CPIP
OG0006788	LOC6533759|XP_002094463.1|DYAK	LOC120420357|XP_039439290.1|CPIP
OG0006789	LOC6525590|XP_002101425.2|DYAK	LOC120420359|XP_039439292.1|CPIP
OG0006790	LOC120320868|XP_039227765.1|DYAK	LOC120420361|XP_039439294.1|CPIP
OG0006791	LOC6533863|XP_039229921.1|DYAK	LOC120416570|XP_039434238.1|CPIP
OG0006792	LOC6532522|XP_015049413.1|DYAK	LOC120419995|XP_039438818.1|CPIP
OG0006793	LOC6532517|XP_002093263.1|DYAK	LOC120419984|XP_039438796.1|CPIP
OG0006794	LOC6528320|XP_002089373.1|DYAK	LOC120419979|XP_039438791.1|CPIP
OG0006795	LOC6532891|XP_002093627.1|DYAK	LOC120419982|XP_039438794.1|CPIP
OG0006796	LOC6534626|XP_002095301.1|DYAK	LOC120419981|XP_039438793.1|CPIP
OG0006797	LOC6527995|XP_002089062.1|DYAK	LOC120419989|XP_039438804.1|CPIP
OG0006798	LOC6532658|XP_002093402.1|DYAK	LOC120414128|XP_039431094.1|CPIP
OG0006799	LOC6532553|XP_002093298.1|DYAK	LOC120430335|XP_039451370.1|CPIP
OG0006800	LOC6534053|XP_002094739.2|DYAK	LOC120418520|XP_039436890.1|CPIP
OG0006801	LOC6525901|XP_002101721.1|DYAK	LOC120414475|XP_039431603.1|CPIP
OG0006802	LOC6531550|XP_002092348.1|DYAK	LOC120414468|XP_039431598.1|CPIP
OG0006803	LOC6529331|XP_002090336.1|DYAK	LOC120414467|XP_039431595.1|CPIP
OG0006804	LOC6532509|XP_015049406.1|DYAK	LOC120414442|XP_039431562.1|CPIP
OG0006805	LOC6530064|XP_002091010.2|DYAK	LOC120414443|XP_039431565.1|CPIP
OG0006806	LOC6539479|XP_002086368.1|DYAK	LOC120426143|XP_039446794.1|CPIP
OG0006807	LOC6534929|XP_002095600.3|DYAK	LOC120416057|XP_039433653.1|CPIP
OG0006808	LOC6528751|XP_002089786.1|DYAK	LOC120416051|XP_039433645.1|CPIP
OG0006809	LOC6532823|XP_002093560.1|DYAK	LOC120423600|XP_039443397.1|CPIP
OG0006810	LOC6539631|XP_002086513.3|DYAK	LOC120423598|XP_039443393.1|CPIP
OG0006811	LOC6538389|XP_002098913.2|DYAK	LOC120426788|XP_039447499.1|CPIP
OG0006812	LOC6532737|XP_002093479.1|DYAK	LOC120426783|XP_039447492.1|CPIP
OG0006813	LOC6535566|XP_002096195.3|DYAK	LOC120419544|XP_039438190.1|CPIP
OG0006814	LOC6533851|XP_002094551.1|DYAK	LOC120413403|XP_039430136.1|CPIP
OG0006815	LOC6532824|XP_002093561.1|DYAK	LOC120420045|XP_039438886.1|CPIP
OG0006816	LOC6532825|XP_002093562.1|DYAK	LOC120420057|XP_039438902.1|CPIP
OG0006817	LOC6532502|XP_002093248.1|DYAK	LOC120429199|XP_039450341.1|CPIP
OG0006818	LOC6532293|XP_039230428.1|DYAK	LOC120431501|XP_039452538.1|CPIP
OG0006819	LOC6539695|XP_002086581.1|DYAK	LOC120423765|XP_039443613.1|CPIP
OG0006820	LOC6539701|XP_002086583.1|DYAK	LOC120423776|XP_039443629.1|CPIP
OG0006821	LOC6527245|XP_002088339.1|DYAK	LOC120423777|XP_039443630.1|CPIP
OG0006822	LOC6530784|XP_002091667.1|DYAK	LOC120423769|XP_039443617.1|CPIP
OG0006823	LOC6534406|XP_002095084.1|DYAK	LOC120430340|XP_039451376.1|CPIP
OG0006824	LOC6533057|XP_002093789.1|DYAK	LOC120418548|XP_039436914.1|CPIP
OG0006825	LOC6533967|XP_002094665.1|DYAK	LOC120424492|XP_039444573.1|CPIP
OG0006826	LOC6534423|XP_015050631.1|DYAK	LOC120424489|XP_039444566.1|CPIP
OG0006827	LOC6536077|XP_015047557.2|DYAK	LOC120430135|XP_039451156.1|CPIP, LOC120430100|XP_039451121.1|CPIP
OG0006828	LOC6527989|XP_002089056.1|DYAK	LOC120424645|XP_039444748.1|CPIP
OG0006829	LOC6533125|XP_002093851.1|DYAK	LOC120416501|XP_039434151.1|CPIP
OG0006830	LOC6532443|XP_002093190.1|DYAK	LOC120416498|XP_039434149.1|CPIP
OG0006831	LOC6532717|XP_002093459.1|DYAK	LOC120415788|XP_039433351.1|CPIP
OG0006832	LOC6532677|XP_015049520.1|DYAK	LOC120415819|XP_039433377.1|CPIP
OG0006833	LOC6534655|XP_039230448.1|DYAK	LOC120415813|XP_039433373.1|CPIP
OG0006834	LOC6537691|XP_002098236.1|DYAK	LOC120418662|XP_039437043.1|CPIP
OG0006835	LOC6533406|XP_002094124.1|DYAK	LOC120418651|XP_039437028.1|CPIP
OG0006836	LOC6533463|XP_002094174.1|DYAK	LOC120418649|XP_039437027.1|CPIP
OG0006837	LOC6532945|XP_002093680.1|DYAK	LOC120418660|XP_039437041.1|CPIP
OG0006838	LOC6533557|XP_002094267.1|DYAK	LOC120418667|XP_039437052.1|CPIP
OG0006839	LOC6532941|XP_002093676.1|DYAK	LOC120418669|XP_039437053.1|CPIP
OG0006840	LOC6527080|XP_039226185.1|DYAK	LOC120418998|XP_039437500.1|CPIP
OG0006841	LOC6532967|XP_002093702.2|DYAK	LOC120427126|XP_039447912.1|CPIP
OG0006842	LOC6532837|XP_002093574.1|DYAK	LOC120419526|XP_039438172.1|CPIP
OG0006843	LOC120321481|XP_039229973.1|DYAK	LOC120419533|XP_039438178.1|CPIP
OG0006844	LOC6536510|XP_002097087.1|DYAK	LOC120419532|XP_039438177.1|CPIP
OG0006845	LOC6534375|XP_002095053.1|DYAK	LOC120429823|XP_039450814.1|CPIP
OG0006846	LOC6533230|XP_015049855.1|DYAK	LOC120429825|XP_039450819.1|CPIP
OG0006847	LOC6533233|XP_002093959.2|DYAK	LOC120424327|XP_039444357.1|CPIP
OG0006848	LOC6530630|XP_002091543.2|DYAK	LOC120421383|XP_039440513.1|CPIP
OG0006849	LOC6532688|XP_002093432.1|DYAK	LOC120421934|XP_039441174.1|CPIP
OG0006850	LOC6532687|XP_002093431.2|DYAK	LOC120421929|XP_039441162.1|CPIP
OG0006851	LOC6532684|XP_015049530.1|DYAK	LOC120421936|XP_039441176.1|CPIP
OG0006852	LOC6528918|XP_002089950.1|DYAK	LOC120431055|XP_039452143.1|CPIP
OG0006853	LOC6532745|XP_015049587.1|DYAK	LOC120418795|XP_039437211.1|CPIP
OG0006854	LOC6528832|XP_002089864.1|DYAK	LOC120418817|XP_039437262.1|CPIP
OG0006855	LOC6533904|XP_002094604.1|DYAK	LOC120418810|XP_039437254.1|CPIP
OG0006856	LOC6531082|XP_039228051.1|DYAK	LOC120418851|XP_039437308.1|CPIP
OG0006858	LOC6533375|XP_002094100.1|DYAK	LOC120429738|XP_039450726.1|CPIP
OG0006863	LOC6525779|XP_002101600.1|DYAK	LOC120418850|XP_039437307.1|CPIP
OG0006867	LOC6531194|XP_039227861.1|DYAK	LOC120413433|XP_039430178.1|CPIP
OG0006870	LOC6529378|XP_039227934.1|DYAK	LOC120424212|XP_039444200.1|CPIP
OG0006871	LOC6528538|XP_002089584.1|DYAK	LOC120424227|XP_039444218.1|CPIP
OG0006872	LOC6528463|XP_002089509.1|DYAK	LOC120426883|XP_039447654.1|CPIP
OG0006881	LOC6528230|XP_002089292.1|DYAK	LOC120430177|XP_039451192.1|CPIP, LOC120425444|XP_039445911.1|CPIP
OG0006882	LOC6529369|XP_002090374.1|DYAK	LOC120414674|XP_039431893.1|CPIP
OG0006883	LOC6529177|XP_015052232.1|DYAK	LOC120426348|XP_039447044.1|CPIP, LOC120426550|XP_039447252.1|CPIP
OG0006884	LOC6526654|XP_002087762.1|DYAK	LOC120431072|XP_039452160.1|CPIP, LOC120430915|XP_039451968.1|CPIP
OG0006885	LOC6527152|XP_015053622.1|DYAK	LOC120428156|XP_039449074.1|CPIP
OG0006886	LOC6537862|XP_002098403.1|DYAK	LOC120425087|XP_039445413.1|CPIP
OG0006887	LOC6524480|XP_015045720.1|DYAK	LOC120431276|XP_039452342.1|CPIP
OG0006888	LOC6528042|XP_002089109.1|DYAK	LOC120431279|XP_039452350.1|CPIP
OG0006889	LOC6529175|XP_002090182.1|DYAK	LOC120431286|XP_039452360.1|CPIP
OG0006890	LOC6526876|XP_002087976.1|DYAK	LOC120427689|XP_039448511.1|CPIP
OG0006891	LOC6527330|XP_002088422.1|DYAK	LOC120427690|XP_039448513.1|CPIP
OG0006892	LOC6526364|XP_002087485.1|DYAK	LOC120427692|XP_039448523.1|CPIP
OG0006893	LOC6526268|XP_002087390.1|DYAK	LOC120427686|XP_039448509.1|CPIP
OG0006894	LOC6526269|XP_015053356.1|DYAK	LOC120427695|XP_039448525.1|CPIP
OG0006895	LOC6523996|XP_039227844.1|DYAK	LOC120428089|XP_039449008.1|CPIP
OG0006896	LOC6528969|XP_002090001.1|DYAK	LOC120428088|XP_039449007.1|CPIP
OG0006897	LOC6527862|XP_002088934.1|DYAK	LOC120425849|XP_039446402.1|CPIP
OG0006898	LOC6529603|XP_002090597.1|DYAK	LOC120415482|XP_039432982.1|CPIP
OG0006899	LOC6526519|XP_002087629.1|DYAK	LOC120419195|XP_039437801.1|CPIP
OG0006900	LOC6525560|XP_002101395.1|DYAK	LOC120422802|XP_039442277.1|CPIP
OG0006901	LOC6526288|XP_002087410.1|DYAK	LOC120415677|XP_039433198.1|CPIP
OG0006902	LOC6524341|XP_002100199.1|DYAK	LOC120424565|XP_039444668.1|CPIP
OG0006903	LOC6538043|XP_002098578.3|DYAK	LOC120423658|XP_039443474.1|CPIP
OG0006904	LOC6527548|XP_002088638.1|DYAK	LOC120418286|XP_039436547.1|CPIP
OG0006905	LOC6529460|XP_002090462.3|DYAK	LOC120418320|XP_039436583.1|CPIP
OG0006906	LOC6529631|XP_039228220.1|DYAK	LOC120418289|XP_039436550.1|CPIP
OG0006907	LOC6529249|XP_039228751.1|DYAK	LOC120422970|XP_039442491.1|CPIP
OG0006908	LOC6529041|XP_002090072.1|DYAK	LOC120422983|XP_039442527.1|CPIP
OG0006909	LOC6528017|XP_002089084.1|DYAK	LOC120422988|XP_039442532.1|CPIP
OG0006910	LOC6527726|XP_002088809.1|DYAK	LOC120422992|XP_039442537.1|CPIP
OG0006911	LOC6525121|XP_002100959.2|DYAK	LOC120421108|XP_039440197.1|CPIP
OG0006912	LOC6529725|XP_002090718.1|DYAK	LOC120413589|XP_039430424.1|CPIP
OG0006913	LOC6526956|XP_002088052.1|DYAK	LOC120413621|XP_039430462.1|CPIP
OG0006914	LOC6534021|XP_002094708.1|DYAK	LOC120413607|XP_039430445.1|CPIP
OG0006915	LOC6526703|XP_002087806.1|DYAK	LOC120413605|XP_039430443.1|CPIP
OG0006916	LOC6527520|XP_002088610.1|DYAK	LOC120413590|XP_039430432.1|CPIP
OG0006917	LOC6528978|XP_002090010.1|DYAK	LOC120413616|XP_039430455.1|CPIP
OG0006918	LOC6528980|XP_002090012.1|DYAK	LOC120413618|XP_039430459.1|CPIP
OG0006919	LOC6527871|XP_002088943.1|DYAK	LOC120420427|XP_039439384.1|CPIP
OG0006920	LOC6527249|XP_015053168.1|DYAK	LOC120422371|XP_039441716.1|CPIP
OG0006921	LOC6526751|XP_002087854.1|DYAK	LOC120414069|XP_039431024.1|CPIP
OG0006922	LOC6527499|XP_002088589.1|DYAK	LOC120414076|XP_039431031.1|CPIP
OG0006923	LOC6526777|XP_002087880.2|DYAK	LOC120414101|XP_039431058.1|CPIP
OG0006924	LOC6539212|XP_002086110.1|DYAK	LOC120414107|XP_039431065.1|CPIP
OG0006925	LOC6538053|XP_002098588.1|DYAK	LOC120414109|XP_039431068.1|CPIP
OG0006926	LOC6526571|XP_015053426.1|DYAK	LOC120420590|XP_039439600.1|CPIP
OG0006927	LOC6526568|XP_002087678.1|DYAK	LOC120420624|XP_039439631.1|CPIP
OG0006928	LOC6526564|XP_002087674.2|DYAK	LOC120420619|XP_039439626.1|CPIP
OG0006929	LOC6526247|XP_015053364.1|DYAK	LOC120420131|XP_039439015.1|CPIP
OG0006930	LOC6526860|XP_002087960.2|DYAK	LOC120420144|XP_039439037.1|CPIP
OG0006931	LOC6527352|XP_002088444.1|DYAK	LOC120422727|XP_039442193.1|CPIP
OG0006932	LOC6528026|XP_002089093.1|DYAK	LOC120422492|XP_039441885.1|CPIP
OG0006933	LOC6528022|XP_002089089.1|DYAK	LOC120423268|XP_039442941.1|CPIP
OG0006934	LOC6536577|XP_002097153.1|DYAK	LOC120416083|XP_039433700.1|CPIP
OG0006935	LOC6528977|XP_039226404.1|DYAK	LOC120417360|XP_039435305.1|CPIP
OG0006936	LOC6527068|XP_015053609.1|DYAK	LOC120417363|XP_039435308.1|CPIP
OG0006937	LOC6527993|XP_002089060.1|DYAK	LOC120417352|XP_039435288.1|CPIP
OG0006938	LOC6527923|XP_002088991.1|DYAK	LOC120417348|XP_039435284.1|CPIP
OG0006939	LOC6524133|XP_015045517.1|DYAK	LOC120417350|XP_039435286.1|CPIP
OG0006940	LOC6526946|XP_002088044.1|DYAK	LOC120413135|XP_039429773.1|CPIP
OG0006941	LOC6527227|XP_002088321.1|DYAK	LOC120424966|XP_039445256.1|CPIP
OG0006942	LOC6529401|XP_015052340.1|DYAK	LOC120416296|XP_039433947.1|CPIP
OG0006943	LOC6529509|XP_002090511.2|DYAK	LOC120413149|XP_039429788.1|CPIP
OG0006944	LOC6526445|XP_002087564.1|DYAK	LOC120413089|XP_039429729.1|CPIP
OG0006945	LOC6529590|XP_002090584.1|DYAK	LOC120413103|XP_039429743.1|CPIP
OG0006946	LOC6536884|XP_002097453.1|DYAK	LOC120413118|XP_039429761.1|CPIP
OG0006947	LOC6528279|XP_002089332.1|DYAK	LOC120424101|XP_039444048.1|CPIP
OG0006948	LOC6529793|XP_002090777.1|DYAK	LOC120428540|XP_039449506.1|CPIP
OG0006949	LOC6526828|XP_002087929.1|DYAK	LOC120418950|XP_039437422.1|CPIP
OG0006950	LOC6529111|XP_039226549.1|DYAK	LOC120428613|XP_039449594.1|CPIP
OG0006951	LOC6527730|XP_002088813.2|DYAK	LOC120427877|XP_039448747.1|CPIP
OG0006952	LOC6536849|XP_002097418.1|DYAK	LOC120428397|XP_039449347.1|CPIP
OG0006953	LOC6533378|XP_002094103.1|DYAK	LOC120425907|XP_039446460.1|CPIP
OG0006954	LOC6527412|XP_002088504.3|DYAK	LOC120425903|XP_039446457.1|CPIP
OG0006955	LOC6535812|XP_002096434.2|DYAK	LOC120425916|XP_039446470.1|CPIP
OG0006956	LOC6526670|XP_002087778.2|DYAK	LOC120416322|XP_039433978.1|CPIP
OG0006957	LOC6527552|XP_015053712.1|DYAK	LOC120416331|XP_039433995.1|CPIP
OG0006958	LOC6531919|XP_002092705.1|DYAK	LOC120416316|XP_039433973.1|CPIP
OG0006959	LOC6532240|XP_002093013.1|DYAK	LOC120416310|XP_039433965.1|CPIP
OG0006960	LOC6527713|XP_002088797.1|DYAK	LOC120414771|XP_039432019.1|CPIP
OG0006961	LOC6529441|XP_002090445.1|DYAK	LOC120414744|XP_039431990.1|CPIP
OG0006962	LOC6526637|XP_002087745.1|DYAK	LOC120420890|XP_039439945.1|CPIP
OG0006963	LOC6527964|XP_039226984.1|DYAK	LOC120418405|XP_039436715.1|CPIP
OG0006964	LOC6527953|XP_002089020.1|DYAK	LOC120418423|XP_039436735.1|CPIP
OG0006965	LOC6529601|XP_002090595.2|DYAK	LOC120421721|XP_039440904.1|CPIP
OG0006966	LOC6529818|XP_002090800.1|DYAK	LOC120421720|XP_039440902.1|CPIP
OG0006967	LOC6530774|XP_015052748.1|DYAK	LOC120421717|XP_039440898.1|CPIP
OG0006968	LOC6530257|XP_002091191.1|DYAK	LOC120420821|XP_039439875.1|CPIP
OG0006969	LOC6533632|XP_002094339.1|DYAK	LOC120420808|XP_039439864.1|CPIP
OG0006970	LOC6538252|XP_002098779.1|DYAK	LOC120419382|XP_039437987.1|CPIP
OG0006971	LOC6526388|XP_002087507.1|DYAK	LOC120420145|XP_039439041.1|CPIP
OG0006972	LOC6527217|XP_015053630.1|DYAK	LOC120419902|XP_039438706.1|CPIP
OG0006974	LOC6527081|XP_002088174.1|DYAK	LOC120420510|XP_039439501.1|CPIP
OG0006975	LOC6527589|XP_002088677.1|DYAK	LOC120419756|XP_039438518.1|CPIP
OG0006976	LOC6528116|XP_002089183.2|DYAK	LOC120418791|XP_039437207.1|CPIP
OG0006977	LOC6531020|XP_002091857.3|DYAK	LOC120431287|XP_039452361.1|CPIP
OG0006978	LOC6529458|XP_002090460.1|DYAK	LOC120420603|XP_039439615.1|CPIP
OG0006979	LOC6526311|XP_002087433.1|DYAK	LOC120421951|XP_039441195.1|CPIP
OG0006980	LOC6527129|XP_002088223.1|DYAK	LOC120428323|XP_039449254.1|CPIP
OG0006981	LOC6527454|XP_002088546.1|DYAK	LOC120428319|XP_039449249.1|CPIP
OG0006983	LOC6526250|XP_002087372.2|DYAK	LOC120422514|XP_039441904.1|CPIP
OG0006984	LOC6529534|XP_002090536.1|DYAK	LOC120415468|XP_039432961.1|CPIP
OG0006985	LOC6527667|XP_002088753.1|DYAK	LOC120415477|XP_039432974.1|CPIP
OG0006986	LOC6526862|XP_002087962.1|DYAK	LOC120415478|XP_039432975.1|CPIP
OG0006988	LOC6529588|XP_002090582.1|DYAK	LOC120416266|XP_039433904.1|CPIP
OG0006989	LOC6527406|XP_002088498.1|DYAK	LOC120425340|XP_039445766.1|CPIP
OG0006990	LOC6529260|XP_002090265.1|DYAK	LOC120425339|XP_039445765.1|CPIP
OG0006991	LOC6539051|XP_002099553.1|DYAK	LOC120425338|XP_039445764.1|CPIP
OG0006992	LOC6527584|XP_002088672.2|DYAK	LOC120421104|XP_039440187.1|CPIP
OG0006993	LOC6529471|XP_039229074.1|DYAK	LOC120415458|XP_039432935.1|CPIP
OG0006994	LOC6527654|XP_002088740.1|DYAK	LOC120419175|XP_039437762.1|CPIP
OG0006995	LOC6527494|XP_002088584.1|DYAK	LOC120415974|XP_039433559.1|CPIP
OG0006996	LOC6527495|XP_002088585.1|DYAK	LOC120416017|XP_039433608.1|CPIP
OG0006997	LOC6528681|XP_002089723.1|DYAK	LOC120422511|XP_039441903.1|CPIP
OG0006998	LOC6538603|XP_002099125.1|DYAK	LOC120416110|XP_039433727.1|CPIP
OG0006999	LOC6526450|XP_002087569.1|DYAK	LOC120416281|XP_039433929.1|CPIP
OG0007000	LOC6526299|XP_002087421.1|DYAK	LOC120428679|XP_039449668.1|CPIP
OG0007001	LOC6530126|XP_002091072.1|DYAK	LOC120419855|XP_039438626.1|CPIP
OG0007002	LOC6529701|XP_015052071.1|DYAK	LOC120412803|XP_039429333.1|CPIP
OG0007003	LOC6530400|XP_015051951.1|DYAK	LOC120412837|XP_039429380.1|CPIP
OG0007004	LOC6526554|XP_002087664.1|DYAK	LOC120413538|XP_039430347.1|CPIP
OG0007005	LOC6529443|XP_002090447.1|DYAK	LOC120413575|XP_039430397.1|CPIP
OG0007006	LOC6528073|XP_039226469.1|DYAK	LOC120416606|XP_039434334.1|CPIP
OG0007007	LOC6528040|XP_002089107.2|DYAK	LOC120416605|XP_039434333.1|CPIP
OG0007008	LOC6526818|XP_002087920.1|DYAK	LOC120429037|XP_039450108.1|CPIP
OG0007009	LOC6528025|XP_002089092.1|DYAK	LOC120419793|XP_039438563.1|CPIP
OG0007010	LOC6529580|XP_039227907.1|DYAK	LOC120419985|XP_039438801.1|CPIP
OG0007011	LOC6537323|XP_002097880.1|DYAK	LOC120415999|XP_039433588.1|CPIP
OG0007012	LOC6527624|XP_039226390.1|DYAK	LOC120416021|XP_039433611.1|CPIP
OG0007013	LOC6528104|XP_002089171.1|DYAK	LOC120416783|XP_039434585.1|CPIP
OG0007014	LOC6528106|XP_039226278.1|DYAK	LOC120430668|XP_039451703.1|CPIP, LOC120416795|XP_039434602.1|CPIP
OG0007015	LOC6526653|XP_039226425.1|DYAK	LOC120423472|XP_039443233.1|CPIP
OG0007016	LOC6526984|XP_039226921.1|DYAK	LOC120423474|XP_039443238.1|CPIP
OG0007017	LOC6526644|XP_015053295.1|DYAK	LOC120418609|XP_039436984.1|CPIP
OG0007018	LOC6527455|XP_015053693.1|DYAK	LOC120419835|XP_039438603.1|CPIP
OG0007019	LOC6539248|XP_039228121.1|DYAK	LOC120419821|XP_039438593.1|CPIP
OG0007020	LOC6529198|XP_002090205.1|DYAK	LOC120422760|XP_039442239.1|CPIP
OG0007021	LOC6526352|XP_002087474.1|DYAK	LOC120412812|XP_039429348.1|CPIP
OG0007022	LOC6526776|XP_002087879.1|DYAK	LOC120412791|XP_039429314.1|CPIP
OG0007023	LOC6527992|XP_002089059.1|DYAK	LOC120412787|XP_039429311.1|CPIP
OG0007024	LOC6535517|XP_002096146.3|DYAK	LOC120422042|XP_039441301.1|CPIP
OG0007025	LOC6524139|XP_002100002.1|DYAK	LOC120415716|XP_039433245.1|CPIP
OG0007026	LOC6526308|XP_002087430.1|DYAK	LOC120415703|XP_039433230.1|CPIP
OG0007027	LOC6526669|XP_002087777.1|DYAK	LOC120427815|XP_039448673.1|CPIP
OG0007028	LOC6526290|XP_002087412.1|DYAK	LOC120422037|XP_039441296.1|CPIP
OG0007029	LOC6529504|XP_002090506.1|DYAK	LOC120423121|XP_039442734.1|CPIP
OG0007030	LOC6525247|XP_002101084.1|DYAK	LOC120432458|XP_039453609.1|CPIP
OG0007031	LOC6539286|XP_002086181.1|DYAK	LOC120415585|XP_039433107.1|CPIP
OG0007032	LOC6534577|XP_002095253.1|DYAK	LOC120415548|XP_039433052.1|CPIP
OG0007033	LOC6528225|XP_015053895.1|DYAK	LOC120415566|XP_039433075.1|CPIP
OG0007034	LOC6526612|XP_039227766.1|DYAK	LOC120415567|XP_039433078.1|CPIP
OG0007035	LOC6524639|XP_002100496.1|DYAK	LOC120415565|XP_039433074.1|CPIP
OG0007036	LOC6534829|XP_002095501.2|DYAK	LOC120415539|XP_039433039.1|CPIP
OG0007037	LOC6537770|XP_002098311.1|DYAK	LOC120415544|XP_039433049.1|CPIP
OG0007038	LOC6531731|XP_015051522.1|DYAK	LOC120425291|XP_039445676.1|CPIP
OG0007041	LOC6529205|XP_002090212.1|DYAK	LOC120422382|XP_039441725.1|CPIP
OG0007042	LOC6527814|XP_015053003.1|DYAK	LOC120422380|XP_039441722.1|CPIP
OG0007043	LOC6535414|XP_015047140.1|DYAK	LOC120422427|XP_039441777.1|CPIP
OG0007044	LOC6526959|XP_002088055.2|DYAK	LOC120423995|XP_039443938.1|CPIP
OG0007045	LOC6535743|XP_002096366.1|DYAK	LOC120424983|XP_039445285.1|CPIP
OG0007046	LOC6535360|XP_002096011.1|DYAK	LOC120423978|XP_039443903.1|CPIP
OG0007047	LOC6527579|XP_002088667.1|DYAK	LOC120413874|XP_039430780.1|CPIP
OG0007048	LOC6526497|XP_002087608.1|DYAK	LOC120412466|XP_039428875.1|CPIP, LOC120417565|XP_039435598.1|CPIP
OG0007049	LOC6526819|XP_002087921.1|DYAK	LOC120422410|XP_039441761.1|CPIP
OG0007050	LOC6526955|XP_002088051.1|DYAK	LOC120419470|XP_039438090.1|CPIP
OG0007051	LOC6526771|XP_039226289.1|DYAK	LOC120419474|XP_039438094.1|CPIP
OG0007052	LOC6525719|XP_002101541.1|DYAK	LOC120418711|XP_039437113.1|CPIP
OG0007053	LOC6537237|XP_002097795.1|DYAK	LOC120432430|XP_039453582.1|CPIP
OG0007054	LOC6532115|XP_002092891.1|DYAK	LOC120431920|XP_039452987.1|CPIP
OG0007055	LOC6531424|XP_015051324.1|DYAK	LOC120428876|XP_039449936.1|CPIP
OG0007056	LOC26536235|XP_015049604.1|DYAK	LOC120421137|XP_039440252.1|CPIP
OG0007057	LOC6525720|XP_039226641.1|DYAK	LOC120425304|XP_039445709.1|CPIP
OG0007058	LOC6524370|XP_002100228.1|DYAK	LOC120425298|XP_039445696.1|CPIP
OG0007059	LOC6526907|XP_002088006.1|DYAK	LOC120419650|XP_039438341.1|CPIP
OG0007060	LOC6526910|XP_002088009.2|DYAK	LOC120419667|XP_039438365.1|CPIP
OG0007061	LOC6526911|XP_002088010.1|DYAK	LOC120419664|XP_039438361.1|CPIP
OG0007062	LOC6526275|XP_002087397.1|DYAK	LOC120426890|XP_039447628.1|CPIP
OG0007063	LOC6527725|XP_002088808.1|DYAK	LOC120431557|XP_039452599.1|CPIP
OG0007064	LOC6528715|XP_002089750.3|DYAK	LOC120418716|XP_039437124.1|CPIP
OG0007065	LOC6534243|XP_002094925.1|DYAK	LOC120418701|XP_039437100.1|CPIP
OG0007066	LOC6534180|XP_002094863.1|DYAK	LOC120423111|XP_039442723.1|CPIP
OG0007067	LOC6527202|XP_002088296.1|DYAK	LOC120423106|XP_039442719.1|CPIP
OG0007068	LOC6527932|XP_002089000.1|DYAK	LOC120423117|XP_039442729.1|CPIP
OG0007069	LOC6527531|XP_002088621.1|DYAK	LOC120421296|XP_039440421.1|CPIP
OG0007070	LOC6530072|XP_002091018.1|DYAK	LOC120414564|XP_039431718.1|CPIP
OG0007071	LOC6532146|XP_002092922.1|DYAK	LOC120414573|XP_039431744.1|CPIP
OG0007072	LOC6535250|XP_002095906.1|DYAK	LOC120414570|XP_039431740.1|CPIP
OG0007073	LOC6526816|XP_002087918.1|DYAK	LOC120419463|XP_039438081.1|CPIP
OG0007074	LOC6531895|XP_002092682.1|DYAK	LOC120429788|XP_039450782.1|CPIP
OG0007075	LOC6526505|XP_015053317.1|DYAK	LOC120432419|XP_039453553.1|CPIP
OG0007076	LOC6530371|XP_002091297.1|DYAK	LOC120432435|XP_039453587.1|CPIP
OG0007077	LOC6527186|XP_002088280.1|DYAK	LOC120432441|XP_039453593.1|CPIP
OG0007078	LOC6526666|XP_039227153.1|DYAK	LOC120432456|XP_039453607.1|CPIP
OG0007079	LOC6526665|XP_002087773.1|DYAK	LOC120432424|XP_039453561.1|CPIP
OG0007080	LOC6527843|XP_002088915.1|DYAK	LOC120423398|XP_039443125.1|CPIP
