Orthogroup	DFIC.longest_only	DALB.longest_only
OG0008173	LOC108093426|XP_017048969.1|DFIC	LOC117563850|XP_034098270.1|DALB
OG0008174	LOC108096646|XP_017053899.1|DFIC	LOC117572086|XP_034110573.1|DALB
OG0008175	LOC108097592|XP_017055477.1|DFIC	LOC117568172|XP_034104499.1|DALB
OG0008176	LOC108097024|XP_017054530.1|DFIC	LOC117578228|XP_034119497.1|DALB
OG0008177	LOC108097259|XP_017054936.1|DFIC	LOC117569103|XP_034106015.1|DALB
OG0008178	LOC108095330|XP_017051900.1|DFIC	LOC117565783|XP_034100954.1|DALB
OG0008179	LOC108094629|XP_017050807.1|DFIC	LOC117578286|XP_034119613.1|DALB
OG0008180	LOC108097267|XP_017054954.1|DFIC	LOC117577592|XP_034118330.1|DALB
OG0008181	LOC108097269|XP_017054956.1|DFIC	LOC117577795|XP_034118613.1|DALB
OG0008182	LOC108090436|XP_017044602.1|DFIC	LOC117568807|XP_034105559.1|DALB
OG0008183	LOC108101931|XP_017062002.1|DFIC	LOC117569867|XP_034107092.1|DALB
OG0008185	LOC108098676|XP_017057261.1|DFIC	LOC117573781|XP_034113078.1|DALB
OG0008186	LOC108090467|XP_017044653.1|DFIC	LOC117569174|XP_034106134.1|DALB
OG0008187	LOC108090468|XP_017044654.1|DFIC	LOC117569177|XP_034106137.1|DALB
OG0008188	LOC108101326|XP_017061123.1|DFIC	LOC117563478|XP_034097730.1|DALB
OG0008190	LOC108100674|XP_017060179.1|DFIC	LOC117569021|XP_034105901.1|DALB
OG0008191	LOC108097244|XP_017054910.1|DFIC	LOC117573080|XP_034111864.1|DALB
OG0008192	LOC108097756|XP_017055757.1|DFIC	LOC117565058|XP_034099900.1|DALB
OG0008193	LOC108098128|XP_017056340.1|DFIC	LOC117575334|XP_034115385.1|DALB
OG0008194	LOC108101749|XP_017061700.1|DFIC	LOC117564160|XP_034098718.1|DALB
OG0008195	LOC108094782|XP_017051045.1|DFIC	LOC117571856|XP_034110142.1|DALB
OG0008196	LOC108096976|XP_017054444.1|DFIC	LOC117567946|XP_034104135.1|DALB
OG0008197	LOC108086950|XP_017039552.1|DFIC	LOC117570218|XP_034107607.1|DALB
OG0008198	LOC108097298|XP_017055001.1|DFIC	LOC117571025|XP_034108880.1|DALB
OG0008199	LOC108097655|XP_017055577.1|DFIC	LOC117574641|XP_034114434.1|DALB
OG0008200	LOC108096834|XP_017054228.1|DFIC	LOC117568948|XP_034105779.1|DALB
OG0008201	LOC108100666|XP_017060168.1|DFIC	LOC117569497|XP_034106572.1|DALB
OG0008202	LOC108100169|XP_017059424.1|DFIC	LOC117571694|XP_034109879.1|DALB
OG0008203	LOC108100481|XP_017059904.1|DFIC	LOC117572503|XP_034111246.1|DALB
OG0008204	LOC108092881|XP_017048212.1|DFIC	LOC117564651|XP_034099404.1|DALB
OG0008205	LOC108091123|XP_017045643.1|DFIC	LOC117574669|XP_034114469.1|DALB
OG0008206	LOC108096310|XP_017053286.1|DFIC	LOC117571807|XP_034110068.1|DALB
OG0008207	LOC108096424|XP_017053497.1|DFIC	LOC117571802|XP_034110060.1|DALB
OG0008208	LOC108094032|XP_017049952.1|DFIC	LOC117570166|XP_034107532.1|DALB
OG0008209	LOC108099191|XP_017058048.1|DFIC	LOC117565337|XP_034100278.1|DALB
OG0008210	LOC108086887|XP_017039436.1|DFIC	LOC117569167|XP_034106123.1|DALB
OG0008212	LOC108088907|XP_017042403.1|DFIC	LOC117568885|XP_034105676.1|DALB
OG0008213	LOC108092847|XP_017048155.1|DFIC	LOC117577759|XP_034118561.1|DALB
OG0008214	LOC108089446|XP_017043175.1|DFIC	LOC117567404|XP_034103254.1|DALB
OG0008215	LOC108097988|XP_017056107.1|DFIC	LOC117571946|XP_034110334.1|DALB
OG0008216	LOC108100421|XP_017059807.1|DFIC	LOC117572397|XP_034111068.1|DALB
OG0008217	LOC108097470|XP_017055230.1|DFIC	LOC117578285|XP_034119612.1|DALB
OG0008218	LOC108093737|XP_017049483.1|DFIC	LOC117570164|XP_034107529.1|DALB
OG0008219	LOC108088627|XP_017042031.1|DFIC	LOC117565745|XP_034100887.1|DALB
OG0008220	LOC108091219|XP_017045810.1|DFIC	LOC117578051|XP_034119065.1|DALB
OG0008221	LOC108096036|XP_017052871.1|DFIC	LOC117566212|XP_034101641.1|DALB
OG0008222	LOC108088787|XP_017042237.1|DFIC	LOC117570506|XP_034108093.1|DALB
OG0008223	LOC108096375|XP_017053416.1|DFIC	LOC117568247|XP_034104617.1|DALB
OG0008224	LOC108096278|XP_017053230.1|DFIC	LOC117571795|XP_034110050.1|DALB
OG0008225	LOC108095591|XP_017052242.1|DFIC	LOC117572291|XP_034110895.1|DALB
OG0008226	LOC108097286|XP_017054983.1|DFIC	LOC117568048|XP_034104286.1|DALB
OG0008227	LOC108086595|XP_017039053.1|DFIC	LOC117574405|XP_034114134.1|DALB
OG0008228	LOC108088448|XP_017041714.1|DFIC	LOC117575126|XP_034115118.1|DALB
OG0008229	LOC108087187|XP_017039933.1|DFIC	LOC117574672|XP_034114470.1|DALB
OG0008230	LOC108087331|XP_017040150.1|DFIC	LOC117575724|XP_034115957.1|DALB
OG0008232	LOC108100588|XP_017060057.1|DFIC	LOC117566386|XP_034101782.1|DALB
OG0008233	LOC108098345|XP_017056676.1|DFIC, LOC108098344|XP_017056674.1|DFIC	LOC117564228|XP_034098809.1|DALB
OG0008234	LOC108090816|XP_017045163.1|DFIC	LOC117570450|XP_034107999.1|DALB
OG0008235	LOC108095539|XP_017052157.1|DFIC	LOC117564186|XP_034098755.1|DALB
OG0008236	LOC108101345|XP_017061141.1|DFIC	LOC117566979|XP_034102533.1|DALB
OG0008237	LOC108101579|XP_017061480.1|DFIC	LOC117571189|XP_034109117.1|DALB
OG0008238	LOC108100337|XP_017059644.1|DFIC	LOC117568178|XP_034104504.1|DALB
OG0008239	LOC108093258|XP_017048723.1|DFIC	LOC117567750|XP_034103829.1|DALB
OG0008240	LOC108096612|XP_017053845.1|DFIC	LOC117569973|XP_034107240.1|DALB
OG0008243	LOC108087725|XP_017040735.1|DFIC	LOC117567555|XP_034103505.1|DALB
OG0008244	LOC108099577|XP_017058669.1|DFIC	LOC117575692|XP_034115895.1|DALB
OG0008245	LOC108094771|XP_017051033.1|DFIC	LOC117568147|XP_034104446.1|DALB
OG0008246	LOC108093676|XP_017049344.1|DFIC	LOC117568921|XP_034105722.1|DALB
OG0008247	LOC108095890|XP_017052692.1|DFIC	LOC117575853|XP_034116164.1|DALB
OG0008248	LOC108086521|XP_017038939.1|DFIC	LOC117574596|XP_034114371.1|DALB, LOC117576195|XP_034116679.1|DALB, LOC117574681|XP_034114478.1|DALB, LOC117574407|XP_034114136.1|DALB, LOC117574406|XP_034114135.1|DALB, LOC117576194|XP_034116678.1|DALB
OG0008249	LOC108099383|XP_017058370.1|DFIC	LOC117563758|XP_034098152.1|DALB, LOC117576654|XP_034117485.1|DALB
OG0008250	LOC108096945|XP_017054394.1|DFIC	LOC117567129|XP_034102830.1|DALB
OG0008251	LOC108094219|XP_017050166.1|DFIC	LOC117572698|XP_034111643.1|DALB
OG0008252	LOC108090408|XP_017044549.1|DFIC	LOC117567160|XP_034102864.1|DALB
OG0008253	LOC108090314|XP_017044415.1|DFIC	LOC117569603|XP_034106728.1|DALB
OG0008254	LOC108100126|XP_017059371.1|DFIC	LOC117570716|XP_034108417.1|DALB
OG0008255	LOC108088799|XP_017042258.1|DFIC	LOC117566443|XP_034101865.1|DALB
OG0008256	LOC108094269|XP_017050229.1|DFIC	LOC117571058|XP_034108918.1|DALB
OG0008257	LOC108091352|XP_017045994.1|DFIC	LOC117576326|XP_034116888.1|DALB
OG0008258	LOC108098174|XP_017056395.1|DFIC, LOC108095311|XP_017051868.1|DFIC	LOC117565288|XP_034100207.1|DALB
OG0008259	LOC108089994|XP_017043985.1|DFIC	LOC117565520|XP_034100547.1|DALB, LOC117565519|XP_034100546.1|DALB
OG0008260	LOC108099315|XP_017058215.1|DFIC, LOC108099123|XP_017057947.1|DFIC	LOC117571037|XP_034108890.1|DALB
OG0008261	LOC108094004|XP_017049919.1|DFIC	LOC117566941|XP_034102464.1|DALB
OG0008262	LOC108101664|XP_017061577.1|DFIC	LOC117570195|XP_034107573.1|DALB, LOC117570194|XP_034107572.1|DALB
OG0008263	LOC108094796|XP_017051057.1|DFIC, LOC108094775|XP_017051037.1|DFIC	LOC117568920|XP_034105721.1|DALB
OG0008264	LOC108094770|XP_017051031.1|DFIC	LOC117569844|XP_034107063.1|DALB
OG0008266	LOC108090129|XP_017044154.1|DFIC	LOC117573601|XP_034112787.1|DALB
OG0008267	LOC108095840|XP_017052620.1|DFIC	LOC117573283|XP_034112274.1|DALB
OG0008268	LOC108089903|XP_017043869.1|DFIC	LOC117566234|XP_034101673.1|DALB
OG0008269	LOC108091269|XP_017045872.1|DFIC	LOC117563754|XP_034098127.1|DALB
OG0008270	LOC108097199|XP_017054833.1|DFIC	LOC117578144|XP_034119253.1|DALB
OG0008271	LOC108099114|XP_017057933.1|DFIC	LOC117570751|XP_034108464.1|DALB
OG0008272	LOC108097097|XP_017054644.1|DFIC	LOC117577940|XP_034118842.1|DALB
OG0008273	LOC108102072|XP_017062202.1|DFIC	LOC117573617|XP_034112807.1|DALB
OG0008274	LOC108097107|XP_017054665.1|DFIC	LOC117577913|XP_034118802.1|DALB
OG0008275	LOC108097013|XP_017054500.1|DFIC	LOC117569073|XP_034105982.1|DALB
OG0008276	LOC108094660|XP_017050859.1|DFIC	LOC117578311|XP_034119650.1|DALB
OG0008279	LOC108097671|XP_017055615.1|DFIC	LOC117574000|XP_034113450.1|DALB
OG0008280	LOC108097672|XP_017055617.1|DFIC	LOC117570258|XP_034107664.1|DALB
OG0008281	LOC108094495|XP_017050586.1|DFIC	LOC117573922|XP_034113330.1|DALB
OG0008282	LOC108091155|XP_017045680.1|DFIC	LOC117577848|XP_034118680.1|DALB
OG0008283	LOC108098027|XP_017056169.1|DFIC	LOC117571650|XP_034109778.1|DALB
OG0008284	LOC108095007|XP_017051339.1|DFIC	LOC117573129|XP_034111944.1|DALB
OG0008285	LOC108097737|XP_017055730.1|DFIC	LOC117577744|XP_034118546.1|DALB
OG0008286	LOC108101706|XP_017061632.1|DFIC	LOC117577710|XP_034118505.1|DALB
OG0008287	LOC108098074|XP_017056255.1|DFIC	LOC117577838|XP_034118669.1|DALB
OG0008288	LOC108087961|XP_017041043.1|DFIC	LOC117573638|XP_034112837.1|DALB
OG0008290	LOC108097422|XP_017055178.1|DFIC	LOC117577785|XP_034118601.1|DALB
OG0008291	LOC108098053|XP_017056225.1|DFIC	LOC117563933|XP_034098399.1|DALB
OG0008294	LOC108087277|XP_017040074.1|DFIC	LOC117574915|XP_034114853.1|DALB
OG0008295	LOC108097797|XP_017055817.1|DFIC	LOC117564014|XP_034098507.1|DALB
OG0008296	LOC108102152|XP_017062331.1|DFIC	LOC117577894|XP_034118767.1|DALB
OG0008297	LOC108097972|XP_017056077.1|DFIC	LOC117577841|XP_034118675.1|DALB
OG0008298	LOC108088724|XP_017042160.1|DFIC	LOC117573204|XP_034112093.1|DALB
OG0008300	LOC108094568|XP_017050674.1|DFIC	LOC117578029|XP_034119033.1|DALB
OG0008301	LOC108098882|XP_017057558.1|DFIC	LOC117574342|XP_034114053.1|DALB
OG0008302	LOC108098133|XP_017056345.1|DFIC	LOC117576300|XP_034116848.1|DALB
OG0008303	LOC108091336|XP_017045968.1|DFIC	LOC117574175|XP_034113759.1|DALB
OG0008304	LOC108092956|XP_017048322.1|DFIC	LOC117577787|XP_034118603.1|DALB, LOC117571301|XP_034109266.1|DALB
OG0008305	LOC108094687|XP_017050899.1|DFIC	LOC117578081|XP_034119167.1|DALB
OG0008306	LOC108092932|XP_017048287.1|DFIC	LOC117578183|XP_034119387.1|DALB
OG0008307	LOC108092186|XP_017047201.1|DFIC	LOC117573651|XP_034112865.1|DALB
OG0008308	LOC108095837|XP_017052616.1|DFIC	LOC117575485|XP_034115610.1|DALB
OG0008309	LOC108092714|XP_017047929.1|DFIC	LOC117565443|XP_034100425.1|DALB
OG0008310	LOC108088308|XP_017041528.1|DFIC	LOC117572222|XP_034110790.1|DALB
OG0008311	LOC108097461|XP_017055224.1|DFIC	LOC117577614|XP_034118355.1|DALB
OG0008312	LOC108087932|XP_017041009.1|DFIC	LOC117576320|XP_034116872.1|DALB
OG0008313	LOC108097495|XP_017055290.1|DFIC	LOC117572125|XP_034110647.1|DALB
OG0008314	LOC108086680|XP_017039162.1|DFIC	LOC117569831|XP_034107047.1|DALB
OG0008315	LOC108099945|XP_017059110.1|DFIC	LOC117569090|XP_034105998.1|DALB
OG0008317	LOC108099671|XP_017058795.1|DFIC	LOC117574308|XP_034114007.1|DALB
OG0008318	LOC108102136|XP_017062296.1|DFIC	LOC117576131|XP_034116587.1|DALB
OG0008319	LOC108093899|XP_017049748.1|DFIC	LOC117567007|XP_034102583.1|DALB
OG0008320	LOC108097581|XP_017055455.1|DFIC	LOC117577915|XP_034118804.1|DALB
OG0008321	LOC108098925|XP_017057617.1|DFIC	LOC117573795|XP_034113094.1|DALB
OG0008322	LOC108089173|XP_017042798.1|DFIC	LOC117565248|XP_034100151.1|DALB
OG0008323	LOC108098870|XP_017057545.1|DFIC	LOC117575011|XP_034114978.1|DALB
OG0008324	LOC108092867|XP_017048191.1|DFIC	LOC117578293|XP_034119628.1|DALB
OG0008325	LOC108094584|XP_017050690.1|DFIC	LOC117577988|XP_034118975.1|DALB
OG0008326	LOC108096850|XP_017054259.1|DFIC	LOC117575226|XP_034115245.1|DALB
OG0008327	LOC108090982|XP_017045427.1|DFIC	LOC117571402|XP_034109425.1|DALB
OG0008328	LOC108097356|XP_017055085.1|DFIC	LOC117569865|XP_034107094.1|DALB
OG0008330	LOC108090285|XP_017044384.1|DFIC	LOC117571354|XP_034109354.1|DALB
OG0008331	LOC108087580|XP_017040501.1|DFIC	LOC117569314|XP_034106317.1|DALB
OG0008332	LOC108089520|XP_017043336.1|DFIC	LOC117571123|XP_034109015.1|DALB
OG0008333	LOC108089582|XP_017043427.1|DFIC	LOC117569418|XP_034106456.1|DALB
OG0008334	LOC108089546|XP_017043372.1|DFIC	LOC117571153|XP_034109051.1|DALB
OG0008335	LOC108099110|XP_017057924.1|DFIC	LOC117570960|XP_034108794.1|DALB
OG0008336	LOC108088272|XP_017041479.1|DFIC	LOC117570098|XP_034107441.1|DALB
OG0008337	LOC108090486|XP_017044684.1|DFIC	LOC117571853|XP_034110138.1|DALB
OG0008338	LOC108100519|XP_017059965.1|DFIC	LOC117569476|XP_034106534.1|DALB
OG0008339	LOC108088650|XP_017042066.1|DFIC	LOC117577617|XP_034118361.1|DALB
OG0008340	LOC108093850|XP_017049674.1|DFIC	LOC117566940|XP_034102462.1|DALB
OG0008341	LOC108089752|XP_017043627.1|DFIC	LOC117566374|XP_034101762.1|DALB
OG0008342	LOC108099135|XP_017057963.1|DFIC	LOC117566949|XP_034102472.1|DALB
OG0008344	LOC108100280|XP_017059555.1|DFIC	LOC117566384|XP_034101779.1|DALB
OG0008345	LOC108099062|XP_017057827.1|DFIC	LOC117572268|XP_034110862.1|DALB
OG0008346	LOC108092949|XP_017048309.1|DFIC	LOC117571621|XP_034109737.1|DALB
OG0008347	LOC108101264|XP_017061008.1|DFIC	LOC117564928|XP_034099773.1|DALB
OG0008348	LOC108099889|XP_017059033.1|DFIC	LOC117567207|XP_034102928.1|DALB
OG0008349	LOC108095411|XP_017051985.1|DFIC	LOC117571288|XP_034109247.1|DALB
OG0008350	LOC108097485|XP_017055273.1|DFIC	LOC117573510|XP_034112633.1|DALB
OG0008351	LOC108100550|XP_017060008.1|DFIC	LOC117568251|XP_034104622.1|DALB
OG0008352	LOC108089617|XP_017043468.1|DFIC	LOC117567937|XP_034104118.1|DALB
OG0008353	LOC108099812|XP_017058933.1|DFIC	LOC117570776|XP_034108504.1|DALB
OG0008354	LOC108091093|XP_017045597.1|DFIC	LOC117564864|XP_034099735.1|DALB
OG0008355	LOC108086402|XP_017038792.1|DFIC	LOC117572782|XP_034111770.1|DALB
OG0008356	LOC108089444|XP_017043173.1|DFIC	LOC117577982|XP_034118969.1|DALB
OG0008357	LOC108099446|XP_017058472.1|DFIC	LOC117576782|XP_034117725.1|DALB
OG0008358	LOC108088104|XP_017041246.1|DFIC	LOC117565306|XP_034100235.1|DALB
OG0008359	LOC108090712|XP_017044996.1|DFIC	LOC117570430|XP_034107976.1|DALB
OG0008360	LOC108096886|XP_017054316.1|DFIC	LOC117568624|XP_034105304.1|DALB
OG0008361	LOC108100986|XP_017060634.1|DFIC	LOC117564264|XP_034098858.1|DALB
OG0008362	LOC108092946|XP_017048306.1|DFIC	LOC117564444|XP_034099079.1|DALB
OG0008363	LOC108093912|XP_017049767.1|DFIC	LOC117567457|XP_034103362.1|DALB
OG0008364	LOC108096287|XP_017053247.1|DFIC	LOC117569486|XP_034106557.1|DALB
OG0008365	LOC108087798|XP_017040830.1|DFIC	LOC117567574|XP_034103536.1|DALB
OG0008366	LOC108087032|XP_017039689.1|DFIC	LOC117575531|XP_034115671.1|DALB
OG0008367	LOC108097374|XP_017055111.1|DFIC	LOC117576383|XP_034116986.1|DALB
OG0008368	LOC108100057|XP_017059278.1|DFIC	LOC117566199|XP_034101607.1|DALB
OG0008370	LOC108095944|XP_017052769.1|DFIC	LOC117573178|XP_034112039.1|DALB
OG0008372	LOC108101340|XP_017061134.1|DFIC	LOC117570355|XP_034107816.1|DALB
OG0008373	LOC108089152|XP_017042764.1|DFIC	LOC117563347|XP_034097520.1|DALB
OG0008374	LOC108101616|XP_017061523.1|DFIC	LOC117565698|XP_034100824.1|DALB
OG0008375	LOC108089904|XP_017043870.1|DFIC	LOC117566235|XP_034101674.1|DALB
OG0008376	LOC108089865|XP_017043802.1|DFIC	LOC117563273|XP_034097392.1|DALB
OG0008377	LOC108095080|XP_017051492.1|DFIC	LOC117565554|XP_034100611.1|DALB
OG0008378	LOC108095078|XP_017051491.1|DFIC	LOC117565553|XP_034100609.1|DALB
OG0008379	LOC108093435|XP_017048984.1|DFIC	LOC117565257|XP_034100167.1|DALB
OG0008381	LOC108089916|XP_017043886.1|DFIC	LOC117563606|XP_034097891.1|DALB
OG0008383	LOC108091262|XP_017045864.1|DFIC	LOC117564940|XP_034099785.1|DALB
OG0008384	LOC108089298|XP_017043001.1|DFIC	LOC117564222|XP_034098800.1|DALB
OG0008385	LOC108089982|XP_017043972.1|DFIC	LOC117565435|XP_034100413.1|DALB
OG0008386	LOC108098125|XP_017056335.1|DFIC	LOC117567240|XP_034102981.1|DALB
OG0008387	LOC108088485|XP_017041783.1|DFIC	LOC117573595|XP_034112781.1|DALB
OG0008388	LOC108101000|XP_017060655.1|DFIC	LOC117563353|XP_034097530.1|DALB
OG0008389	LOC108098295|XP_017056593.1|DFIC	LOC117565774|XP_034100941.1|DALB
OG0008390	LOC108089933|XP_017043909.1|DFIC	LOC117563781|XP_034098178.1|DALB
OG0008392	LOC108100460|XP_017059877.1|DFIC	LOC117568581|XP_034105203.1|DALB
OG0008393	LOC108100456|XP_017059870.1|DFIC	LOC117569722|XP_034106879.1|DALB
OG0008394	LOC108088888|XP_017042375.1|DFIC	LOC117567620|XP_034103602.1|DALB
OG0008395	LOC108097710|XP_017055687.1|DFIC	LOC117569532|XP_034106629.1|DALB
OG0008396	LOC108098057|XP_017056232.1|DFIC	LOC117577674|XP_034118457.1|DALB
OG0008397	LOC108095373|XP_017051941.1|DFIC	LOC117576939|XP_034117991.1|DALB
OG0008398	LOC108095393|XP_017051963.1|DFIC	LOC117577902|XP_034118784.1|DALB
OG0008399	LOC108097230|XP_017054880.1|DFIC	LOC117573331|XP_034112372.1|DALB
OG0008400	LOC108099536|XP_017058602.1|DFIC	LOC117569934|XP_034107183.1|DALB
OG0008401	LOC108091556|XP_017046315.1|DFIC	LOC117564128|XP_034098679.1|DALB
OG0008402	LOC108088034|XP_017041153.1|DFIC	LOC117576015|XP_034116412.1|DALB
OG0008403	LOC108091088|XP_017045589.1|DFIC	LOC117573814|XP_034113126.1|DALB
OG0008404	LOC108090191|XP_017044267.1|DFIC	LOC117574059|XP_034113566.1|DALB
OG0008405	LOC108091172|XP_017045707.1|DFIC	LOC117574550|XP_034114316.1|DALB
OG0008406	LOC108095527|XP_017052138.1|DFIC, LOC108101691|XP_017061610.1|DFIC	LOC117569083|XP_034105993.1|DALB
OG0008408	LOC108097088|XP_017054626.1|DFIC	LOC117578088|XP_034119140.1|DALB
OG0008409	LOC108100576|XP_017060043.1|DFIC	LOC117566519|XP_034101951.1|DALB
OG0008410	LOC108102081|XP_017062219.1|DFIC	LOC117576635|XP_034117452.1|DALB
OG0008411	LOC108097498|XP_017055300.1|DFIC	LOC117575754|XP_034116004.1|DALB
OG0008412	LOC108095585|XP_017052231.1|DFIC	LOC117571103|XP_034108979.1|DALB
OG0008413	LOC108100346|XP_017059660.1|DFIC	LOC117571791|XP_034110041.1|DALB
OG0008414	LOC108097228|XP_017054878.1|DFIC	LOC117578123|XP_034119201.1|DALB
OG0008415	LOC108098009|XP_017056139.1|DFIC	LOC117577786|XP_034118602.1|DALB
OG0008416	LOC108087594|XP_017040515.1|DFIC	LOC117573058|XP_034111827.1|DALB
OG0008417	LOC108091312|XP_017045925.1|DFIC	LOC117578319|XP_034119666.1|DALB
OG0008418	LOC108086493|XP_017038907.1|DFIC	LOC117564915|XP_034099763.1|DALB
OG0008419	LOC108097472|XP_017055234.1|DFIC	LOC117578287|XP_034119614.1|DALB
OG0008420	LOC108095554|XP_017052178.1|DFIC	LOC117577698|XP_034118489.1|DALB
OG0008421	LOC108097720|XP_017055704.1|DFIC	LOC117570887|XP_034108679.1|DALB
OG0008422	LOC108092923|XP_017048274.1|DFIC	LOC117568096|XP_034104372.1|DALB
OG0008423	LOC108096580|XP_017053767.1|DFIC	LOC117569845|XP_034107065.1|DALB
OG0008424	LOC108101696|XP_017061620.1|DFIC	LOC117571780|XP_034110032.1|DALB
OG0008425	LOC108087044|XP_017039709.1|DFIC	LOC117575967|XP_034116337.1|DALB
OG0008426	LOC108093932|XP_017049798.1|DFIC	LOC117567901|XP_034104065.1|DALB
OG0008427	LOC108097299|XP_017055002.1|DFIC	LOC117578271|XP_034119585.1|DALB
OG0008428	LOC108097728|XP_017055717.1|DFIC	LOC117577836|XP_034118668.1|DALB
OG0008429	LOC108099649|XP_017058768.1|DFIC	LOC117575584|XP_034115742.1|DALB
OG0008430	LOC108091278|XP_017045881.1|DFIC	LOC117578278|XP_034119596.1|DALB
OG0008431	LOC108102043|XP_017062155.1|DFIC	LOC117571485|XP_034109542.1|DALB
OG0008432	LOC108095802|XP_017052556.1|DFIC	LOC117573411|XP_034112505.1|DALB
OG0008433	LOC108095473|XP_017052076.1|DFIC	LOC117567731|XP_034103786.1|DALB
OG0008434	LOC108086796|XP_017039326.1|DFIC	LOC117574490|XP_034114219.1|DALB
OG0008436	LOC108090469|XP_017044655.1|DFIC	LOC117569178|XP_034106138.1|DALB
OG0008438	LOC108099548|XP_017058619.1|DFIC	LOC117575325|XP_034115371.1|DALB
OG0008439	LOC108093961|XP_017049855.1|DFIC	LOC117570421|XP_034107945.1|DALB
OG0008440	LOC108090112|XP_017044121.1|DFIC	LOC117575403|XP_034115473.1|DALB
OG0008441	LOC108088776|XP_017042220.1|DFIC	LOC117569990|XP_034107261.1|DALB
OG0008442	LOC108095185|XP_017051661.1|DFIC	LOC117566491|XP_034101919.1|DALB
OG0008443	LOC108096261|XP_017053206.1|DFIC	LOC117571217|XP_034109156.1|DALB
OG0008444	LOC108088313|XP_017041538.1|DFIC	LOC117569482|XP_034106543.1|DALB
OG0008445	LOC108092981|XP_017048362.1|DFIC	LOC117577561|XP_034118286.1|DALB
OG0008446	LOC108098064|XP_017056242.1|DFIC	LOC117577963|XP_034118903.1|DALB
OG0008447	LOC108095595|XP_017052249.1|DFIC	LOC117567154|XP_034102861.1|DALB
OG0008448	LOC108097884|XP_017055909.1|DFIC	LOC117566630|XP_034102065.1|DALB
OG0008449	LOC108095346|XP_017051915.1|DFIC	LOC117578205|XP_034119433.1|DALB
OG0008450	LOC108088642|XP_017042048.1|DFIC	LOC117573887|XP_034113268.1|DALB
OG0008451	LOC108101023|XP_017060678.1|DFIC	LOC117574256|XP_034113877.1|DALB
OG0008452	LOC108091571|XP_017046336.1|DFIC	LOC117565540|XP_034100575.1|DALB
OG0008453	LOC108101513|XP_017061362.1|DFIC	LOC117572528|XP_034111279.1|DALB
OG0008454	LOC108097156|XP_017054767.1|DFIC	LOC117569505|XP_034106582.1|DALB
OG0008455	LOC108100360|XP_017059684.1|DFIC	LOC117572114|XP_034110626.1|DALB
OG0008456	LOC108102059|XP_017062178.1|DFIC	LOC117576492|XP_034117158.1|DALB
OG0008457	LOC108092091|XP_017047069.1|DFIC	LOC117574230|XP_034113830.1|DALB
OG0008459	LOC108097604|XP_017055500.1|DFIC, LOC108088732|XP_017042171.1|DFIC	LOC117573676|XP_034112900.1|DALB
OG0008460	LOC108102236|XP_017062463.1|DFIC	LOC117565695|XP_034100822.1|DALB
OG0008461	LOC108092702|XP_017047906.1|DFIC	LOC117565139|XP_034100002.1|DALB
OG0008462	LOC108092519|XP_017047630.1|DFIC	LOC117564736|XP_034099515.1|DALB
OG0008463	LOC108091504|XP_017046234.1|DFIC	LOC117564122|XP_034098671.1|DALB
OG0008464	LOC108090817|XP_017045164.1|DFIC	LOC117570449|XP_034107998.1|DALB
OG0008465	LOC108096810|XP_017054190.1|DFIC	LOC117567776|XP_034103866.1|DALB
OG0008466	LOC108101869|XP_017061894.1|DFIC	LOC117571723|XP_034109920.1|DALB
OG0008467	LOC108087865|XP_017040938.1|DFIC	LOC117569959|XP_034107222.1|DALB
OG0008468	LOC108093481|XP_017049056.1|DFIC, LOC108090633|XP_017044937.1|DFIC	LOC117564718|XP_034099492.1|DALB
OG0008469	LOC108088563|XP_017041899.1|DFIC, LOC108091542|XP_017046296.1|DFIC	LOC117569182|XP_034106141.1|DALB
OG0008470	LOC108101853|XP_017061862.1|DFIC	LOC117567466|XP_034103376.1|DALB
OG0008472	LOC108093843|XP_017049663.1|DFIC	LOC117567947|XP_034104136.1|DALB
OG0008473	LOC108102118|XP_017062270.1|DFIC	LOC117577824|XP_034118649.1|DALB
OG0008474	LOC108087015|XP_017039671.1|DFIC	LOC117576336|XP_034116901.1|DALB
OG0008476	LOC108098832|XP_017057477.1|DFIC	LOC117576143|XP_034116601.1|DALB
OG0008477	LOC108087854|XP_017040927.1|DFIC	LOC117569048|XP_034105941.1|DALB
OG0008478	LOC108095644|XP_017052299.1|DFIC	LOC117573274|XP_034112246.1|DALB
OG0008479	LOC108087868|XP_017040941.1|DFIC	LOC117572684|XP_034111612.1|DALB
OG0008480	LOC108096337|XP_017053365.1|DFIC	LOC117567606|XP_034103584.1|DALB
OG0008481	LOC108097166|XP_017054789.1|DFIC	LOC117578086|XP_034119138.1|DALB
OG0008482	LOC108099914|XP_017059064.1|DFIC	LOC117568650|XP_034105336.1|DALB
OG0008483	LOC108094146|XP_017050073.1|DFIC	LOC117578379|XP_034119704.1|DALB
OG0008484	LOC108098951|XP_017057648.1|DFIC	LOC117575650|XP_034115828.1|DALB
OG0008485	LOC108093436|XP_017048988.1|DFIC	LOC117565260|XP_034100171.1|DALB
OG0008486	LOC108101969|XP_017062048.1|DFIC	LOC117573257|XP_034112226.1|DALB
