Orthogroup	DFIC.longest_only	CCAP.longest_only
OG0009285	LOC108095049|XP_017051440.1|DFIC	CCAP1982_LOCUS11712|CAD7003250.1|CCAP, CCAP1982_LOCUS11710|CAD7003248.1|CCAP
OG0009286	LOC108093132|XP_017048566.1|DFIC	CCAP1982_LOCUS12536|CAD7004115.1|CCAP
OG0009287	LOC108093081|XP_017048491.1|DFIC	CCAP1982_LOCUS12928|CAD7004531.1|CCAP
OG0009288	LOC108101642|XP_017061547.1|DFIC	CCAP1982_LOCUS8286|CAD6999763.1|CCAP
OG0009289	LOC108101971|XP_017062049.1|DFIC	CCAP1982_LOCUS10519|CAD7002031.1|CCAP
OG0009290	LOC108086399|XP_017038790.1|DFIC	CCAP1982_LOCUS21282|CAD7013211.1|CCAP
OG0009291	LOC108101972|XP_017062052.1|DFIC	CCAP1982_LOCUS9439|CAD7000966.1|CCAP
OG0009296	LOC108095835|XP_017052613.1|DFIC	CCAP1982_LOCUS786|CAD6991896.1|CCAP
OG0009297	LOC108095883|XP_017052683.1|DFIC	CCAP1982_LOCUS788|CAD6991898.1|CCAP
OG0009298	LOC108087916|XP_017040991.1|DFIC	CCAP1982_LOCUS806|CAD6991917.1|CCAP
OG0009299	LOC108101057|XP_017060733.1|DFIC	CCAP1982_LOCUS827|CAD6991939.1|CCAP
OG0009300	LOC108101053|XP_017060726.1|DFIC	CCAP1982_LOCUS828|CAD6991940.1|CCAP
OG0009301	LOC108095750|XP_017052425.1|DFIC	CCAP1982_LOCUS4778|CAD6996071.1|CCAP
OG0009302	LOC108098473|XP_017056872.1|DFIC	CCAP1982_LOCUS4700|CAD6995994.1|CCAP
OG0009303	LOC108091941|XP_017046818.1|DFIC	CCAP1982_LOCUS4664|CAD6995953.1|CCAP
OG0009304	LOC108101027|XP_017060683.1|DFIC	CCAP1982_LOCUS104|CAD6991165.1|CCAP
OG0009305	LOC108087034|XP_017039692.1|DFIC	CCAP1982_LOCUS115|CAD6991176.1|CCAP
OG0009306	LOC108091151|XP_017045676.1|DFIC	CCAP1982_LOCUS4614|CAD6995912.1|CCAP
OG0009307	LOC108092063|XP_017047015.1|DFIC	CCAP1982_LOCUS4602|CAD6995901.1|CCAP
OG0009308	LOC108091790|XP_017046638.1|DFIC	CCAP1982_LOCUS4578|CAD6995877.1|CCAP
OG0009309	LOC108087020|XP_017039675.1|DFIC	CCAP1982_LOCUS4570|CAD6995869.1|CCAP
OG0009310	LOC108087369|XP_017040199.1|DFIC	CCAP1982_LOCUS5186|CAD6996518.1|CCAP
OG0009312	LOC108086998|XP_017039623.1|DFIC	CCAP1982_LOCUS4969|CAD6996285.1|CCAP
OG0009313	LOC108102257|XP_017062496.1|DFIC	CCAP1982_LOCUS901|CAD6992017.1|CCAP
OG0009314	LOC108096898|XP_017054337.1|DFIC	CCAP1982_LOCUS914|CAD6992032.1|CCAP
OG0009315	LOC108099600|XP_017058705.1|DFIC	CCAP1982_LOCUS949|CAD6992068.1|CCAP
OG0009317	LOC108088550|XP_017041884.1|DFIC	CCAP1982_LOCUS982|CAD6992099.1|CCAP
OG0009318	LOC108098504|XP_017056921.1|DFIC	CCAP1982_LOCUS506|CAD6991589.1|CCAP, CCAP1982_LOCUS507|CAD6991590.1|CCAP
OG0009319	LOC108096458|XP_017053558.1|DFIC	CCAP1982_LOCUS4819|CAD6996125.1|CCAP
OG0009320	LOC108095720|XP_017052383.1|DFIC	CCAP1982_LOCUS351|CAD6991424.1|CCAP
OG0009321	LOC108095703|XP_017052364.1|DFIC	CCAP1982_LOCUS336|CAD6991409.1|CCAP
OG0009322	LOC108098963|XP_017057664.1|DFIC	CCAP1982_LOCUS329|CAD6991402.1|CCAP
OG0009323	LOC108091834|XP_017046703.1|DFIC	CCAP1982_LOCUS5158|CAD6996489.1|CCAP
OG0009324	LOC108098465|XP_017056859.1|DFIC	CCAP1982_LOCUS4331|CAD6995625.1|CCAP
OG0009325	LOC108097895|XP_017055926.1|DFIC	CCAP1982_LOCUS4216|CAD6995503.1|CCAP
OG0009326	LOC108091936|XP_017046812.1|DFIC	CCAP1982_LOCUS2052|CAD6993235.1|CCAP
OG0009327	LOC108088422|XP_017041672.1|DFIC	CCAP1982_LOCUS2030|CAD6993211.1|CCAP
OG0009328	LOC108088442|XP_017041706.1|DFIC	CCAP1982_LOCUS2139|CAD6993323.1|CCAP
OG0009329	LOC108087189|XP_017039934.1|DFIC	CCAP1982_LOCUS1322|CAD6992466.1|CCAP
OG0009330	LOC108092089|XP_017047067.1|DFIC	CCAP1982_LOCUS1297|CAD6992435.1|CCAP
OG0009331	LOC108087947|XP_017041022.1|DFIC	CCAP1982_LOCUS1226|CAD6992362.1|CCAP
OG0009332	LOC108087193|XP_017039942.1|DFIC	CCAP1982_LOCUS3991|CAD6995270.1|CCAP
OG0009333	LOC108099564|XP_017058643.1|DFIC	CCAP1982_LOCUS3902|CAD6995181.1|CCAP, CCAP1982_LOCUS3901|CAD6995180.1|CCAP
OG0009334	LOC108086811|XP_017039339.1|DFIC	CCAP1982_LOCUS1756|CAD6992923.1|CCAP
OG0009335	LOC108097615|XP_017055514.1|DFIC	CCAP1982_LOCUS1657|CAD6992818.1|CCAP
OG0009336	LOC108086857|XP_017039399.1|DFIC	CCAP1982_LOCUS2237|CAD6993422.1|CCAP
OG0009337	LOC108097883|XP_017055908.1|DFIC	CCAP1982_LOCUS1592|CAD6992749.1|CCAP
OG0009338	LOC108098532|XP_017057002.1|DFIC	CCAP1982_LOCUS2306|CAD6993493.1|CCAP
OG0009339	LOC108098477|XP_017056877.1|DFIC	CCAP1982_LOCUS2314|CAD6993501.1|CCAP
OG0009340	LOC108091679|XP_017046491.1|DFIC	CCAP1982_LOCUS2341|CAD6993529.1|CCAP
OG0009341	LOC108093332|XP_017048816.1|DFIC	CCAP1982_LOCUS2936|CAD6994171.1|CCAP
OG0009342	LOC108088077|XP_017041217.1|DFIC	CCAP1982_LOCUS2923|CAD6994158.1|CCAP
OG0009343	LOC108088081|XP_017041222.1|DFIC	CCAP1982_LOCUS2921|CAD6994155.1|CCAP
OG0009344	LOC108099234|XP_017058096.1|DFIC	CCAP1982_LOCUS2915|CAD6994149.1|CCAP
OG0009345	LOC108088480|XP_017041768.1|DFIC	CCAP1982_LOCUS2715|CAD6993927.1|CCAP
OG0009346	LOC108088374|XP_017041610.1|DFIC	CCAP1982_LOCUS2656|CAD6993860.1|CCAP
OG0009347	LOC108095683|XP_017052341.1|DFIC	CCAP1982_LOCUS3633|CAD6994898.1|CCAP
OG0009348	LOC108099513|XP_017058565.1|DFIC	CCAP1982_LOCUS3702|CAD6994971.1|CCAP
OG0009350	LOC108086876|XP_017039428.1|DFIC	CCAP1982_LOCUS1843|CAD6993008.1|CCAP
OG0009351	LOC108086795|XP_017039323.1|DFIC	CCAP1982_LOCUS1870|CAD6993035.1|CCAP
OG0009352	LOC108091726|XP_017046557.1|DFIC	CCAP1982_LOCUS3356|CAD6994621.1|CCAP
OG0009353	LOC108099288|XP_017058169.1|DFIC	CCAP1982_LOCUS3247|CAD6994502.1|CCAP
OG0009354	LOC108089141|XP_017042751.1|DFIC	CCAP1982_LOCUS7070|CAD6998475.1|CCAP
OG0009355	LOC108095093|XP_017051521.1|DFIC	CCAP1982_LOCUS6961|CAD6998360.1|CCAP, CCAP1982_LOCUS6959|CAD6998358.1|CCAP
OG0009356	LOC108092548|XP_017047672.1|DFIC	CCAP1982_LOCUS6933|CAD6998328.1|CCAP
OG0009357	LOC108093494|XP_017049072.1|DFIC	CCAP1982_LOCUS6810|CAD6998194.1|CCAP
OG0009358	LOC108092387|XP_017047435.1|DFIC	CCAP1982_LOCUS8767|CAD7000277.1|CCAP
OG0009359	LOC108092386|XP_017047434.1|DFIC	CCAP1982_LOCUS8771|CAD7000281.1|CCAP
OG0009360	LOC108095633|XP_017052290.1|DFIC, LOC108100937|XP_017060572.1|DFIC	CCAP1982_LOCUS8814|CAD7000331.1|CCAP
OG0009361	LOC108095634|XP_017052291.1|DFIC, LOC108094591|XP_017050757.1|DFIC	CCAP1982_LOCUS8815|CAD7000332.1|CCAP
OG0009362	LOC108092635|XP_017047762.1|DFIC, LOC108095632|XP_017052289.1|DFIC	CCAP1982_LOCUS8816|CAD7000333.1|CCAP
OG0009363	LOC108089837|XP_017043740.1|DFIC	CCAP1982_LOCUS8840|CAD7000358.1|CCAP
OG0009364	LOC108092567|XP_017047697.1|DFIC	CCAP1982_LOCUS8933|CAD7000456.1|CCAP
OG0009365	LOC108089880|XP_017043829.1|DFIC	CCAP1982_LOCUS8208|CAD6999678.1|CCAP
OG0009368	LOC108091469|XP_017046176.1|DFIC	CCAP1982_LOCUS22845|CAD7014881.1|CCAP, CCAP1982_LOCUS7386|CAD6998838.1|CCAP
OG0009369	LOC108091472|XP_017046178.1|DFIC	CCAP1982_LOCUS7440|CAD6998893.1|CCAP
OG0009370	LOC108089824|XP_017043726.1|DFIC	CCAP1982_LOCUS7991|CAD6999467.1|CCAP, CCAP1982_LOCUS7994|CAD6999470.1|CCAP
OG0009371	LOC108089791|XP_017043675.1|DFIC	CCAP1982_LOCUS7992|CAD6999468.1|CCAP
OG0009372	LOC108091505|XP_017046235.1|DFIC	CCAP1982_LOCUS8021|CAD6999497.1|CCAP
OG0009373	LOC108095092|XP_017051517.1|DFIC	CCAP1982_LOCUS7616|CAD6999070.1|CCAP
OG0009374	LOC108098267|XP_017056554.1|DFIC	CCAP1982_LOCUS7600|CAD6999053.1|CCAP
OG0009376	LOC108092329|XP_017047354.1|DFIC	CCAP1982_LOCUS13674|CAD7005313.1|CCAP
OG0009377	LOC108095895|XP_017052704.1|DFIC, LOC108098259|XP_017056548.1|DFIC	CCAP1982_LOCUS5333|CAD6996649.1|CCAP
OG0009378	LOC108097858|XP_017055884.1|DFIC, LOC108095706|XP_017052404.1|DFIC	CCAP1982_LOCUS7913|CAD6999387.1|CCAP
OG0009379	LOC108091658|XP_017046497.1|DFIC	CCAP1982_LOCUS7754|CAD6999220.1|CCAP
OG0009381	LOC108102220|XP_017062431.1|DFIC	CCAP1982_LOCUS5412|CAD6996732.1|CCAP
OG0009383	LOC108092997|XP_017048382.1|DFIC	CCAP1982_LOCUS6128|CAD6997486.1|CCAP
OG0009384	LOC108090068|XP_017044068.1|DFIC	CCAP1982_LOCUS6071|CAD6997425.1|CCAP
OG0009385	LOC108098313|XP_017056615.1|DFIC	CCAP1982_LOCUS6048|CAD6997407.1|CCAP
OG0009386	LOC108098327|XP_017056640.1|DFIC, LOC108100042|XP_017059296.1|DFIC	CCAP1982_LOCUS6018|CAD6997379.1|CCAP
OG0009388	LOC108095225|XP_017051734.1|DFIC	CCAP1982_LOCUS21934|CAD7013921.1|CCAP
OG0009389	LOC108087737|XP_017040748.1|DFIC	CCAP1982_LOCUS22023|CAD7014017.1|CCAP
OG0009390	LOC108095163|XP_017051610.1|DFIC	CCAP1982_LOCUS22080|CAD7014073.1|CCAP
OG0009392	LOC108094220|XP_017050167.1|DFIC	CCAP1982_LOCUS23374|CAD7015432.1|CCAP
OG0009393	LOC108090095|XP_017044085.1|DFIC	CCAP1982_LOCUS23005|CAD7015048.1|CCAP
OG0009394	LOC108086642|XP_017039107.1|DFIC	CCAP1982_LOCUS22806|CAD7014839.1|CCAP
OG0009395	LOC108096502|XP_017053601.1|DFIC	CCAP1982_LOCUS22790|CAD7014823.1|CCAP
OG0009396	LOC108086434|XP_017038831.1|DFIC	CCAP1982_LOCUS22785|CAD7014818.1|CCAP
OG0009397	LOC108087838|XP_017040902.1|DFIC	CCAP1982_LOCUS22162|CAD7014156.1|CCAP
OG0009398	LOC108101413|XP_017061227.1|DFIC	CCAP1982_LOCUS22233|CAD7014230.1|CCAP
OG0009399	LOC108086371|XP_017038761.1|DFIC	CCAP1982_LOCUS22729|CAD7014752.1|CCAP
OG0009400	LOC108090496|XP_017044698.1|DFIC	CCAP1982_LOCUS22557|CAD7014558.1|CCAP
OG0009401	LOC108100113|XP_017059351.1|DFIC	CCAP1982_LOCUS22478|CAD7014477.1|CCAP
OG0009403	LOC108090584|XP_017044823.1|DFIC	CCAP1982_LOCUS22937|CAD7014977.1|CCAP
OG0009404	LOC108094202|XP_017050146.1|DFIC	CCAP1982_LOCUS22288|CAD7014286.1|CCAP
OG0009405	LOC108090564|XP_017044794.1|DFIC	CCAP1982_LOCUS7219|CAD6998651.1|CCAP
OG0009406	LOC108096591|XP_017053779.1|DFIC	CCAP1982_LOCUS7195|CAD6998622.1|CCAP, CCAP1982_LOCUS7194|CAD6998621.1|CCAP
OG0009407	LOC108100536|XP_017059989.1|DFIC, LOC108093756|XP_017049513.1|DFIC	CCAP1982_LOCUS7193|CAD6998619.1|CCAP
OG0009408	LOC108090815|XP_017045161.1|DFIC	CCAP1982_LOCUS22926|CAD7014966.1|CCAP
OG0009409	LOC108086666|XP_017039136.1|DFIC	CCAP1982_LOCUS21265|CAD7013194.1|CCAP
OG0009410	LOC108086379|XP_017038770.1|DFIC	CCAP1982_LOCUS21291|CAD7013220.1|CCAP
OG0009411	LOC108096838|XP_017054231.1|DFIC	CCAP1982_LOCUS21231|CAD7013160.1|CCAP
OG0009412	LOC108101886|XP_017061919.1|DFIC	CCAP1982_LOCUS21238|CAD7013167.1|CCAP
OG0009413	LOC108094225|XP_017050171.1|DFIC	CCAP1982_LOCUS21465|CAD7013401.1|CCAP
OG0009414	LOC108094221|XP_017050168.1|DFIC	CCAP1982_LOCUS21470|CAD7013406.1|CCAP
OG0009415	LOC108094262|XP_017050216.1|DFIC	CCAP1982_LOCUS21524|CAD7013459.1|CCAP
OG0009416	LOC108096760|XP_017054108.1|DFIC	CCAP1982_LOCUS21546|CAD7013484.1|CCAP
OG0009417	LOC108096762|XP_017054111.1|DFIC	CCAP1982_LOCUS21545|CAD7013483.1|CCAP
OG0009418	LOC108096500|XP_017053598.1|DFIC	CCAP1982_LOCUS21543|CAD7013481.1|CCAP
OG0009419	LOC108096535|XP_017053709.1|DFIC	CCAP1982_LOCUS21542|CAD7013480.1|CCAP
OG0009420	LOC108096536|XP_017053710.1|DFIC	CCAP1982_LOCUS21541|CAD7013479.1|CCAP
OG0009421	LOC108094053|XP_017049978.1|DFIC	CCAP1982_LOCUS20118|CAD7012007.1|CCAP, CCAP1982_LOCUS20117|CAD7012006.1|CCAP
OG0009422	LOC108096803|XP_017054176.1|DFIC	CCAP1982_LOCUS20132|CAD7012026.1|CCAP
OG0009423	LOC108093718|XP_017049413.1|DFIC	CCAP1982_LOCUS20232|CAD7012134.1|CCAP
OG0009424	LOC108096524|XP_017053694.1|DFIC	CCAP1982_LOCUS20233|CAD7012135.1|CCAP
OG0009425	LOC108094333|XP_017050371.1|DFIC	CCAP1982_LOCUS19788|CAD7011705.1|CCAP
OG0009426	LOC108094755|XP_017051001.1|DFIC	CCAP1982_LOCUS19780|CAD7011696.1|CCAP
OG0009427	LOC108087817|XP_017040871.1|DFIC	CCAP1982_LOCUS19727|CAD7011638.1|CCAP
OG0009428	LOC108094825|XP_017051084.1|DFIC	CCAP1982_LOCUS20023|CAD7011912.1|CCAP
OG0009429	LOC108094791|XP_017051052.1|DFIC	CCAP1982_LOCUS20083|CAD7011972.1|CCAP
OG0009430	LOC108093794|XP_017049567.1|DFIC	CCAP1982_LOCUS20546|CAD7012466.1|CCAP
OG0009431	LOC108090802|XP_017045146.1|DFIC	CCAP1982_LOCUS20524|CAD7012443.1|CCAP
OG0009432	LOC108101918|XP_017061985.1|DFIC	CCAP1982_LOCUS20475|CAD7012383.1|CCAP
OG0009433	LOC108096867|XP_017054282.1|DFIC	CCAP1982_LOCUS20466|CAD7012372.1|CCAP
OG0009434	LOC108096734|XP_017054069.1|DFIC	CCAP1982_LOCUS20416|CAD7012322.1|CCAP
OG0009435	LOC108096735|XP_017054071.1|DFIC	CCAP1982_LOCUS20415|CAD7012321.1|CCAP
OG0009436	LOC108094852|XP_017051148.1|DFIC	CCAP1982_LOCUS20562|CAD7012485.1|CCAP, CCAP1982_LOCUS20566|CAD7012489.1|CCAP
OG0009437	LOC108090756|XP_017045077.1|DFIC	CCAP1982_LOCUS20696|CAD7012612.1|CCAP
OG0009438	LOC108101459|XP_017061292.1|DFIC	CCAP1982_LOCUS21003|CAD7012904.1|CCAP
OG0009439	LOC108101474|XP_017061309.1|DFIC	CCAP1982_LOCUS21008|CAD7012909.1|CCAP
OG0009440	LOC108090896|XP_017045293.1|DFIC	CCAP1982_LOCUS21129|CAD7013047.1|CCAP
OG0009459	LOC108100450|XP_017059863.1|DFIC	CCAP1982_LOCUS12584|CAD7004164.1|CCAP, CCAP1982_LOCUS12582|CAD7004162.1|CCAP
OG0009460	LOC108099216|XP_017058084.1|DFIC	CCAP1982_LOCUS12507|CAD7004084.1|CCAP
OG0009461	LOC108099179|XP_017058031.1|DFIC	CCAP1982_LOCUS12501|CAD7004076.1|CCAP
OG0009462	LOC108100645|XP_017060137.1|DFIC	CCAP1982_LOCUS12210|CAD7003774.1|CCAP
OG0009463	LOC108089453|XP_017043185.1|DFIC	CCAP1982_LOCUS11997|CAD7003548.1|CCAP
OG0009464	LOC108099986|XP_017059173.1|DFIC	CCAP1982_LOCUS12008|CAD7003559.1|CCAP
OG0009465	LOC108099985|XP_017059172.1|DFIC	CCAP1982_LOCUS12023|CAD7003574.1|CCAP, CCAP1982_LOCUS12025|CAD7003577.1|CCAP
OG0009466	LOC108086983|XP_017039600.1|DFIC	CCAP1982_LOCUS12073|CAD7003634.1|CCAP
OG0009467	LOC108096205|XP_017053081.1|DFIC	CCAP1982_LOCUS13315|CAD7004932.1|CCAP
OG0009468	LOC108099207|XP_017058072.1|DFIC	CCAP1982_LOCUS13297|CAD7004914.1|CCAP
OG0009469	LOC108093149|XP_017048584.1|DFIC	CCAP1982_LOCUS12638|CAD7004219.1|CCAP
OG0009470	LOC108093037|XP_017048430.1|DFIC	CCAP1982_LOCUS12648|CAD7004229.1|CCAP
OG0009471	LOC108089121|XP_017042726.1|DFIC	CCAP1982_LOCUS11519|CAD7003056.1|CCAP
OG0009472	LOC108099005|XP_017057726.1|DFIC	CCAP1982_LOCUS13108|CAD7004715.1|CCAP
OG0009473	LOC108093049|XP_017048446.1|DFIC	CCAP1982_LOCUS13016|CAD7004621.1|CCAP
OG0009474	LOC108100581|XP_017060049.1|DFIC	CCAP1982_LOCUS11126|CAD7002643.1|CCAP
OG0009475	LOC108096021|XP_017052863.1|DFIC	CCAP1982_LOCUS11081|CAD7002595.1|CCAP
OG0009476	LOC108089522|XP_017043337.1|DFIC	CCAP1982_LOCUS11932|CAD7003481.1|CCAP
OG0009477	LOC108089336|XP_017043006.1|DFIC	CCAP1982_LOCUS14845|CAD7006531.1|CCAP, CCAP1982_LOCUS14842|CAD7006528.1|CCAP
OG0009478	LOC108089372|XP_017043037.1|DFIC	CCAP1982_LOCUS14880|CAD7006566.1|CCAP
OG0009479	LOC108101492|XP_017061342.1|DFIC, LOC108088739|XP_017042211.1|DFIC	CCAP1982_LOCUS14918|CAD7006609.1|CCAP
OG0009480	LOC108096232|XP_017053114.1|DFIC	CCAP1982_LOCUS10851|CAD7002357.1|CCAP
OG0009481	LOC108096198|XP_017053071.1|DFIC	CCAP1982_LOCUS11801|CAD7003342.1|CCAP
OG0009482	LOC108088277|XP_017041487.1|DFIC	CCAP1982_LOCUS14560|CAD7006234.1|CCAP
OG0009483	LOC108088348|XP_017041583.1|DFIC	CCAP1982_LOCUS14561|CAD7006235.1|CCAP
OG0009484	LOC108087017|XP_017039673.1|DFIC	CCAP1982_LOCUS14455|CAD7006123.1|CCAP
OG0009485	LOC108100485|XP_017059908.1|DFIC	CCAP1982_LOCUS14396|CAD7006061.1|CCAP
OG0009486	LOC108100486|XP_017059909.1|DFIC	CCAP1982_LOCUS14395|CAD7006060.1|CCAP
OG0009487	LOC108100240|XP_017059506.1|DFIC	CCAP1982_LOCUS14050|CAD7005698.1|CCAP
OG0009488	LOC108087478|XP_017040345.1|DFIC	CCAP1982_LOCUS14083|CAD7005732.1|CCAP
OG0009489	LOC108099777|XP_017058895.1|DFIC	CCAP1982_LOCUS14180|CAD7005836.1|CCAP
OG0009490	LOC108094788|XP_017051049.1|DFIC	CCAP1982_LOCUS13373|CAD7004997.1|CCAP
OG0009491	LOC108088934|XP_017042447.1|DFIC	CCAP1982_LOCUS13875|CAD7005515.1|CCAP
OG0009492	LOC108088763|XP_017042202.1|DFIC	CCAP1982_LOCUS13749|CAD7005389.1|CCAP
OG0009493	LOC108088789|XP_017042243.1|DFIC	CCAP1982_LOCUS13726|CAD7005366.1|CCAP, CCAP1982_LOCUS13717|CAD7005357.1|CCAP
OG0009494	LOC108088792|XP_017042247.1|DFIC	CCAP1982_LOCUS13716|CAD7005356.1|CCAP
OG0009495	LOC108100437|XP_017059847.1|DFIC	CCAP1982_LOCUS13685|CAD7005325.1|CCAP
OG0009496	LOC108088910|XP_017042408.1|DFIC	CCAP1982_LOCUS13551|CAD7005191.1|CCAP
OG0009497	LOC108092132|XP_017047124.1|DFIC	CCAP1982_LOCUS13524|CAD7005163.1|CCAP
OG0009498	LOC108100570|XP_017060037.1|DFIC	CCAP1982_LOCUS14275|CAD7005937.1|CCAP
OG0009499	LOC108100675|XP_017060180.1|DFIC	CCAP1982_LOCUS14268|CAD7005930.1|CCAP
OG0009500	LOC108096199|XP_017053072.1|DFIC	CCAP1982_LOCUS14263|CAD7005925.1|CCAP
OG0009501	LOC108096175|XP_017053048.1|DFIC	CCAP1982_LOCUS13407|CAD7005035.1|CCAP
OG0009502	LOC108097402|XP_017055149.1|DFIC	CCAP1982_LOCUS5510|CAD6996837.1|CCAP
OG0009503	LOC108088125|XP_017041272.1|DFIC	CCAP1982_LOCUS5607|CAD6996937.1|CCAP
OG0009504	LOC108098826|XP_017057471.1|DFIC	CCAP1982_LOCUS3460|CAD6994727.1|CCAP
OG0009505	LOC108102045|XP_017062160.1|DFIC, LOC108100845|XP_017060414.1|DFIC	CCAP1982_LOCUS8847|CAD7000367.1|CCAP
OG0009506	LOC108095961|XP_017052795.1|DFIC	CCAP1982_LOCUS11082|CAD7002596.1|CCAP, CCAP1982_LOCUS11083|CAD7002597.1|CCAP
OG0009507	LOC108099868|XP_017059008.1|DFIC	CCAP1982_LOCUS14752|CAD7006433.1|CCAP
OG0009508	LOC108092564|XP_017047693.1|DFIC	CCAP1982_LOCUS21479|CAD7013415.1|CCAP
OG0009509	LOC108090583|XP_017044822.1|DFIC	CCAP1982_LOCUS22435|CAD7014439.1|CCAP
OG0009556	LOC108102238|XP_017062466.1|DFIC	CCAP1982_LOCUS4559|CAD6995858.1|CCAP
OG0009557	LOC108095788|XP_017052535.1|DFIC	CCAP1982_LOCUS4189|CAD6995473.1|CCAP
OG0009562	LOC108090000|XP_017043992.1|DFIC	CCAP1982_LOCUS19486|CAD7011386.1|CCAP
OG0009566	LOC108095047|XP_017051438.1|DFIC	CCAP1982_LOCUS9359|CAD7000885.1|CCAP
OG0009567	LOC108098511|XP_017056953.1|DFIC	CCAP1982_LOCUS2822|CAD6994045.1|CCAP
OG0009570	LOC108101081|XP_017060769.1|DFIC	CCAP1982_LOCUS638|CAD6991725.1|CCAP
OG0009576	LOC108091752|XP_017046586.1|DFIC	CCAP1982_LOCUS2070|CAD6993253.1|CCAP
OG0009578	LOC108094455|XP_017050522.1|DFIC	CCAP1982_LOCUS6109|CAD6997466.1|CCAP
OG0009580	LOC108090452|XP_017044633.1|DFIC	CCAP1982_LOCUS21382|CAD7013312.1|CCAP, CCAP1982_LOCUS21383|CAD7013313.1|CCAP
OG0009581	LOC108098182|XP_017056405.1|DFIC	CCAP1982_LOCUS12317|CAD7003887.1|CCAP
OG0009582	LOC108089529|XP_017043352.1|DFIC	CCAP1982_LOCUS11930|CAD7003479.1|CCAP
OG0009585	LOC108095836|XP_017052615.1|DFIC	CCAP1982_LOCUS3481|CAD6994748.1|CCAP, CCAP1982_LOCUS3480|CAD6994747.1|CCAP
OG0009587	LOC108096784|XP_017054149.1|DFIC	CCAP1982_LOCUS21536|CAD7013474.1|CCAP
OG0009588	LOC108096029|XP_017052869.1|DFIC	CCAP1982_LOCUS3486|CAD6994753.1|CCAP
OG0009590	LOC108089568|XP_017043407.1|DFIC	CCAP1982_LOCUS11546|CAD7003083.1|CCAP
OG0009591	LOC108099447|XP_017058473.1|DFIC	CCAP1982_LOCUS865|CAD6991978.1|CCAP
OG0009592	LOC108101113|XP_017060821.1|DFIC	CCAP1982_LOCUS4936|CAD6996253.1|CCAP
OG0009593	LOC108101020|XP_017060675.1|DFIC	CCAP1982_LOCUS4931|CAD6996248.1|CCAP
OG0009594	LOC108095742|XP_017052412.1|DFIC	CCAP1982_LOCUS699|CAD6991795.1|CCAP
OG0009595	LOC108093536|XP_017049117.1|DFIC	CCAP1982_LOCUS4759|CAD6996052.1|CCAP
OG0009596	LOC108096136|XP_017053004.1|DFIC	CCAP1982_LOCUS4703|CAD6995997.1|CCAP
OG0009597	LOC108098488|XP_017056890.1|DFIC	CCAP1982_LOCUS4699|CAD6995993.1|CCAP
OG0009598	LOC108098623|XP_017057183.1|DFIC	CCAP1982_LOCUS4695|CAD6995989.1|CCAP
OG0009599	LOC108092219|XP_017047241.1|DFIC	CCAP1982_LOCUS4599|CAD6995898.1|CCAP
OG0009600	LOC108096635|XP_017053884.1|DFIC	CCAP1982_LOCUS4586|CAD6995885.1|CCAP
OG0009601	LOC108091980|XP_017046878.1|DFIC	CCAP1982_LOCUS4580|CAD6995879.1|CCAP
OG0009602	LOC108096017|XP_017052856.1|DFIC	CCAP1982_LOCUS5199|CAD6996531.1|CCAP
OG0009603	LOC108099451|XP_017058478.1|DFIC	CCAP1982_LOCUS956|CAD6992076.1|CCAP
OG0009604	LOC108091037|XP_017045477.1|DFIC	CCAP1982_LOCUS489|CAD6991571.1|CCAP
OG0009605	LOC108095691|XP_017052351.1|DFIC	CCAP1982_LOCUS356|CAD6991429.1|CCAP
OG0009606	LOC108096012|XP_017052850.1|DFIC	CCAP1982_LOCUS350|CAD6991423.1|CCAP
OG0009607	LOC108095701|XP_017052362.1|DFIC	CCAP1982_LOCUS347|CAD6991420.1|CCAP
OG0009608	LOC108091843|XP_017046713.1|DFIC	CCAP1982_LOCUS410|CAD6991485.1|CCAP
OG0009609	LOC108102243|XP_017062471.1|DFIC	CCAP1982_LOCUS5122|CAD6996450.1|CCAP
OG0009612	LOC108098486|XP_017056887.1|DFIC	CCAP1982_LOCUS665|CAD6991754.1|CCAP
OG0009613	LOC108098178|XP_017056400.1|DFIC	CCAP1982_LOCUS5027|CAD6996349.1|CCAP
OG0009614	LOC108091916|XP_017046790.1|DFIC	CCAP1982_LOCUS2018|CAD6993196.1|CCAP
OG0009615	LOC108086522|XP_017038940.1|DFIC	CCAP1982_LOCUS3409|CAD6994674.1|CCAP
OG0009616	LOC108095698|XP_017052358.1|DFIC	CCAP1982_LOCUS3436|CAD6994701.1|CCAP
OG0009617	LOC108087238|XP_017040018.1|DFIC	CCAP1982_LOCUS2097|CAD6993281.1|CCAP
OG0009619	LOC108099540|XP_017058604.1|DFIC	CCAP1982_LOCUS1352|CAD6992502.1|CCAP
OG0009620	LOC108097705|XP_017055681.1|DFIC	CCAP1982_LOCUS1311|CAD6992454.1|CCAP
OG0009621	LOC108097443|XP_017055202.1|DFIC	CCAP1982_LOCUS1309|CAD6992452.1|CCAP
OG0009622	LOC108087908|XP_017040979.1|DFIC	CCAP1982_LOCUS1218|CAD6992354.1|CCAP
OG0009624	LOC108098684|XP_017057282.1|DFIC	CCAP1982_LOCUS1168|CAD6992300.1|CCAP
OG0009625	LOC108099677|XP_017058804.1|DFIC	CCAP1982_LOCUS1144|CAD6992276.1|CCAP
