Orthogroup	DFIC.longest_only	CQUI.longest_only
OG0007594	LOC108090752|XP_017045073.1|DFIC	LOC6051761|XP_001868148.2|CQUI
OG0007595	LOC108094957|XP_017051310.1|DFIC	LOC6053924|XP_038113794.1|CQUI
OG0007596	LOC108089036|XP_017042624.1|DFIC	LOC6036712|XP_001846716.2|CQUI
OG0007597	LOC108088334|XP_017041565.1|DFIC	LOC6050979|XP_001867488.1|CQUI
OG0007598	LOC108093660|XP_017049329.1|DFIC	LOC6049830|XP_001866531.2|CQUI
OG0007599	LOC108095462|XP_017052066.1|DFIC	LOC6043024|XP_038110698.1|CQUI
OG0007600	LOC108088300|XP_017041519.1|DFIC	LOC6043026|XP_001854864.1|CQUI
OG0007601	LOC108096169|XP_017053039.1|DFIC	LOC6037694|XP_038113712.1|CQUI
OG0007602	LOC108088904|XP_017042398.1|DFIC	LOC6052476|XP_001868741.1|CQUI
OG0007603	LOC108088902|XP_017042393.1|DFIC	LOC6047155|XP_038111322.1|CQUI
OG0007604	LOC108099053|XP_017057805.1|DFIC	LOC6043293|XP_038112660.1|CQUI
OG0007605	LOC108093571|XP_017049156.1|DFIC	LOC6034502|XP_038107230.1|CQUI
OG0007606	LOC108100159|XP_017059404.1|DFIC	LOC6034505|XP_001844810.2|CQUI
OG0007607	LOC108095922|XP_017052744.1|DFIC	LOC6034527|XP_038109421.1|CQUI
OG0007608	LOC108096395|XP_017053451.1|DFIC	LOC6034549|XP_001844849.2|CQUI
OG0007609	LOC108097679|XP_017055633.1|DFIC	LOC6034551|XP_001844851.2|CQUI
OG0007610	LOC108090967|XP_017045402.1|DFIC	LOC6037238|XP_038114160.1|CQUI
OG0007611	LOC108095060|XP_017051453.1|DFIC	LOC6037235|XP_038108646.1|CQUI
OG0007612	LOC108090880|XP_017045269.1|DFIC	LOC6037234|XP_001847164.2|CQUI
OG0007613	LOC108095172|XP_017051625.1|DFIC	LOC6037223|XP_038111253.1|CQUI
OG0007614	LOC108099061|XP_017057824.1|DFIC	LOC6037199|XP_001847129.2|CQUI
OG0007615	LOC108096276|XP_017053225.1|DFIC	LOC6037200|XP_038112374.1|CQUI
OG0007616	LOC108086565|XP_017039011.1|DFIC	LOC6037201|XP_001847131.2|CQUI
OG0007617	LOC108096412|XP_017053473.1|DFIC	LOC6037203|XP_038112373.1|CQUI
OG0007618	LOC108086891|XP_017039441.1|DFIC	LOC6037206|XP_001847136.2|CQUI
OG0007619	LOC108095425|XP_017052023.1|DFIC	LOC6037207|XP_038110127.1|CQUI
OG0007620	LOC108086903|XP_017039462.1|DFIC	LOC6037212|XP_038109985.1|CQUI
OG0007621	LOC108090555|XP_017044784.1|DFIC	LOC6037222|XP_001847152.2|CQUI
OG0007622	LOC108099815|XP_017058932.1|DFIC	LOC6040533|XP_038113830.1|CQUI
OG0007623	LOC108100418|XP_017059799.1|DFIC	LOC6040538|XP_038112703.1|CQUI
OG0007624	LOC108096425|XP_017053498.1|DFIC	LOC6040524|XP_038114299.1|CQUI
OG0007625	LOC108100387|XP_017059731.1|DFIC	LOC6040529|XP_038111602.1|CQUI
OG0007626	LOC108100484|XP_017059907.1|DFIC	LOC6040565|XP_001849945.1|CQUI
OG0007627	LOC108100483|XP_017059906.1|DFIC	LOC6040562|XP_038110642.1|CQUI
OG0007628	LOC108095000|XP_017051322.1|DFIC	LOC6041672|XP_038104105.1|CQUI
OG0007629	LOC108089050|XP_017042647.1|DFIC	LOC6035227|XP_038122586.1|CQUI
OG0007630	LOC108101047|XP_017060714.1|DFIC	LOC6048477|XP_001865388.2|CQUI
OG0007631	LOC108095957|XP_017052786.1|DFIC	LOC6042768|XP_038116429.1|CQUI
OG0007632	LOC108099059|XP_017057817.1|DFIC	LOC119766390|XP_038106829.1|CQUI
OG0007633	LOC108096060|XP_017052907.1|DFIC	LOC6032949|XP_001843468.2|CQUI
OG0007635	LOC108092742|XP_017047960.1|DFIC, LOC108092521|XP_017047671.1|DFIC	LOC6041543|XP_038111123.1|CQUI
OG0007638	LOC108097326|XP_017055038.1|DFIC	LOC119769182|XP_038117015.1|CQUI, LOC119770023|XP_038120006.1|CQUI
OG0007639	LOC108097773|XP_017055789.1|DFIC	LOC6043711|XP_001861335.2|CQUI
OG0007640	LOC108096678|XP_017053967.1|DFIC	LOC6045407|XP_038106968.1|CQUI
OG0007641	LOC108099392|XP_017058380.1|DFIC	LOC6044290|XP_001861822.2|CQUI
OG0007651	LOC108095599|XP_017052252.1|DFIC	LOC6034313|XP_038104211.1|CQUI, LOC6034312|XP_001844646.2|CQUI
OG0007664	LOC108091895|XP_017046769.1|DFIC	LOC6048860|XP_038122644.1|CQUI
OG0007668	LOC108100998|XP_017060652.1|DFIC	LOC6041674|XP_001850901.2|CQUI
OG0007669	LOC108102150|XP_017062322.1|DFIC	LOC6038178|XP_038113778.1|CQUI
OG0007670	LOC108102149|XP_017062321.1|DFIC	LOC6038179|XP_038113768.1|CQUI
OG0007671	LOC108088681|XP_017042110.1|DFIC	LOC6044326|XP_038115172.1|CQUI
OG0007672	LOC108097288|XP_017054991.1|DFIC	LOC6054816|XP_001871000.2|CQUI
OG0007673	LOC108086576|XP_017039022.1|DFIC	LOC6045219|XP_038117264.1|CQUI
OG0007674	LOC108097549|XP_017055396.1|DFIC	LOC6053089|XP_038104749.1|CQUI
OG0007675	LOC108097560|XP_017055430.1|DFIC	LOC6049032|XP_001865859.2|CQUI
OG0007676	LOC108088654|XP_017042070.1|DFIC	LOC6049042|XP_001865858.2|CQUI
OG0007677	LOC108092938|XP_017048294.1|DFIC	LOC6049041|XP_001865868.2|CQUI
OG0007678	LOC108102119|XP_017062272.1|DFIC	LOC6047028|XP_001864138.2|CQUI
OG0007679	LOC108102142|XP_017062301.1|DFIC	LOC119771142|XP_038122489.1|CQUI
OG0007680	LOC108092369|XP_017047400.1|DFIC	LOC6038192|XP_001848022.2|CQUI
OG0007681	LOC108101055|XP_017060731.1|DFIC	LOC6051663|XP_038122699.1|CQUI
OG0007682	LOC108094579|XP_017050685.1|DFIC	LOC6042758|XP_038105041.1|CQUI
OG0007684	LOC108097707|XP_017055683.1|DFIC	LOC6044975|XP_001862397.1|CQUI
OG0007685	LOC108094589|XP_017050699.1|DFIC	LOC6046579|XP_038104974.1|CQUI
OG0007686	LOC108097734|XP_017055724.1|DFIC	LOC6043384|XP_038114144.1|CQUI
OG0007687	LOC108086497|XP_017038912.1|DFIC	LOC6051582|XP_038122454.1|CQUI, LOC119765127|XP_038104247.1|CQUI
OG0007689	LOC108098104|XP_017056305.1|DFIC	LOC6048471|XP_038117109.1|CQUI
OG0007690	LOC108097597|XP_017055486.1|DFIC	LOC6034319|XP_001844652.1|CQUI
OG0007691	LOC108088522|XP_017041850.1|DFIC	LOC119765259|XP_038104684.1|CQUI
OG0007692	LOC108097760|XP_017055761.1|DFIC	LOC6051501|XP_038104423.1|CQUI
OG0007693	LOC108094492|XP_017050574.1|DFIC	LOC6051499|XP_001867935.2|CQUI
OG0007694	LOC108096324|XP_017053345.1|DFIC	LOC6051125|XP_001867609.2|CQUI
OG0007695	LOC108097323|XP_017055033.1|DFIC	LOC6045741|XP_038107976.1|CQUI
OG0007696	LOC108088326|XP_017041555.1|DFIC	LOC6050066|XP_001866734.2|CQUI
OG0007697	LOC108096335|XP_017053363.1|DFIC	LOC6049761|XP_001866461.2|CQUI
OG0007698	LOC108095579|XP_017052221.1|DFIC	LOC6052316|XP_038104291.1|CQUI
OG0007699	LOC108095385|XP_017051954.1|DFIC	LOC6054358|XP_038122937.1|CQUI
OG0007700	LOC108097063|XP_017054585.1|DFIC	LOC6052349|XP_038122556.1|CQUI
OG0007701	LOC108092879|XP_017048209.1|DFIC	LOC6052276|XP_038105152.1|CQUI
OG0007702	LOC108097297|XP_017055000.1|DFIC	LOC6052275|XP_038104618.1|CQUI
OG0007703	LOC108091350|XP_017045992.1|DFIC	LOC6047713|XP_001864735.2|CQUI
OG0007704	LOC108086821|XP_017039353.1|DFIC	LOC6046907|XP_038104744.1|CQUI
OG0007705	LOC108088686|XP_017042116.1|DFIC	LOC6053691|XP_038104567.1|CQUI
OG0007706	LOC108088691|XP_017042119.1|DFIC	LOC6050932|XP_038104334.1|CQUI
OG0007707	LOC108097512|XP_017055316.1|DFIC	LOC6050933|XP_038105671.1|CQUI
OG0007708	LOC108094583|XP_017050689.1|DFIC	LOC6051386|XP_038112207.1|CQUI
OG0007709	LOC108095611|XP_017052265.1|DFIC	LOC6049207|XP_038106397.1|CQUI
OG0007710	LOC108097617|XP_017055517.1|DFIC	LOC119766105|XP_038106427.1|CQUI
OG0007711	LOC108098058|XP_017056235.1|DFIC	LOC6054433|XP_001870346.1|CQUI
OG0007712	LOC108094628|XP_017050806.1|DFIC	LOC6053047|XP_038121443.1|CQUI
OG0007714	LOC108097959|XP_017056056.1|DFIC	LOC6044149|XP_001861702.1|CQUI
OG0007715	LOC108097583|XP_017055461.1|DFIC	LOC6049180|XP_038106734.1|CQUI
OG0007716	LOC108091181|XP_017045729.1|DFIC	LOC6045251|XP_001862643.2|CQUI
OG0007717	LOC108086815|XP_017039347.1|DFIC	LOC6050924|XP_001867440.1|CQUI
OG0007718	LOC108092805|XP_017048065.1|DFIC	LOC6045343|XP_001862732.2|CQUI
OG0007719	LOC108097144|XP_017054740.1|DFIC	LOC6052025|XP_038105554.1|CQUI
OG0007720	LOC108097000|XP_017054477.1|DFIC	LOC6044216|XP_001861756.2|CQUI
OG0007721	LOC108097698|XP_017055661.1|DFIC	LOC6044208|XP_038113186.1|CQUI
OG0007722	LOC108097458|XP_017055220.1|DFIC	LOC6054682|XP_038121853.1|CQUI
OG0007723	LOC108097455|XP_017055216.1|DFIC	LOC6054604|XP_038104460.1|CQUI
OG0007724	LOC108091550|XP_017046310.1|DFIC	LOC6044431|XP_001861949.2|CQUI
OG0007725	LOC108102210|XP_017062422.1|DFIC	LOC6054480|XP_038122541.1|CQUI
OG0007727	LOC108095625|XP_017052282.1|DFIC	LOC6052595|XP_038105045.1|CQUI
OG0007728	LOC108092900|XP_017048237.1|DFIC	LOC6044992|XP_038112317.1|CQUI
OG0007729	LOC108101686|XP_017061605.1|DFIC	LOC6044996|XP_038122829.1|CQUI
OG0007730	LOC108092897|XP_017048234.1|DFIC	LOC6044762|XP_038122691.1|CQUI
OG0007732	LOC108094416|XP_017050477.1|DFIC	LOC6048958|XP_038117502.1|CQUI
OG0007735	LOC108098011|XP_017056141.1|DFIC	LOC6045131|XP_001862533.1|CQUI
OG0007736	LOC108097304|XP_017055008.1|DFIC	LOC6036921|XP_038104006.1|CQUI
OG0007737	LOC108093328|XP_017048808.1|DFIC	LOC6037927|XP_038109365.1|CQUI
OG0007738	LOC108091663|XP_017046464.1|DFIC	LOC6037939|XP_038122583.1|CQUI
OG0007739	LOC108097341|XP_017055066.1|DFIC	LOC6042681|XP_001853435.2|CQUI
OG0007740	LOC108097310|XP_017055016.1|DFIC	LOC6042695|XP_038104246.1|CQUI
OG0007741	LOC108101667|XP_017061575.1|DFIC	LOC6042499|XP_038122803.1|CQUI
OG0007742	LOC108102156|XP_017062337.1|DFIC	LOC6039063|XP_038112797.1|CQUI
OG0007743	LOC108088536|XP_017041869.1|DFIC	LOC6046975|XP_038122746.1|CQUI
OG0007744	LOC108094499|XP_017050590.1|DFIC	LOC6053775|XP_001869804.2|CQUI
OG0007745	LOC108087166|XP_017039889.1|DFIC	LOC6048774|XP_038105485.1|CQUI
OG0007747	LOC108098006|XP_017056132.1|DFIC	LOC6050775|XP_038107338.1|CQUI
OG0007748	LOC108094410|XP_017050466.1|DFIC	LOC6038330|XP_038122467.1|CQUI
OG0007750	LOC108086827|XP_017039361.1|DFIC	LOC6047654|XP_001864690.2|CQUI
OG0007752	LOC108100932|XP_017060561.1|DFIC	LOC6053536|XP_001869600.2|CQUI
OG0007755	LOC108091051|XP_017045489.1|DFIC	LOC6052578|XP_038121672.1|CQUI
OG0007756	LOC108091100|XP_017045608.1|DFIC	LOC6034417|XP_038122766.1|CQUI
OG0007757	LOC108097316|XP_017055023.1|DFIC	LOC6034428|XP_038108334.1|CQUI
OG0007760	LOC108094699|XP_017050920.1|DFIC	LOC6034457|XP_001844770.2|CQUI
OG0007761	LOC108097982|XP_017056093.1|DFIC	LOC6034471|XP_038122821.1|CQUI
OG0007762	LOC108097981|XP_017056087.1|DFIC	LOC6034472|XP_038115983.1|CQUI
OG0007763	LOC108091572|XP_017046339.1|DFIC	LOC6034474|XP_001844784.1|CQUI
OG0007764	LOC108097933|XP_017056013.1|DFIC	LOC6034476|XP_038122923.1|CQUI
OG0007765	LOC108098078|XP_017056265.1|DFIC	LOC6034480|XP_038104014.1|CQUI
OG0007766	LOC108087334|XP_017040155.1|DFIC	LOC6034483|XP_038104015.1|CQUI
OG0007768	LOC108094630|XP_017050808.1|DFIC	LOC6052779|XP_038113508.1|CQUI
OG0007769	LOC108094647|XP_017050846.1|DFIC	LOC6051179|XP_001867661.1|CQUI
OG0007770	LOC108100901|XP_017060503.1|DFIC	LOC6049167|XP_038122974.1|CQUI
OG0007771	LOC108101746|XP_017061697.1|DFIC	LOC6031445|XP_001842249.2|CQUI
OG0007772	LOC108097129|XP_017054714.1|DFIC	LOC6042570|XP_038105036.1|CQUI
OG0007773	LOC108088128|XP_017041275.1|DFIC	LOC6034791|XP_038112738.1|CQUI
OG0007774	LOC108086988|XP_017039609.1|DFIC	LOC6031438|XP_038105652.1|CQUI
OG0007775	LOC108097763|XP_017055773.1|DFIC	LOC6052605|XP_038105818.1|CQUI
OG0007776	LOC108088723|XP_017042158.1|DFIC	LOC6053471|XP_038122686.1|CQUI
OG0007777	LOC108097563|XP_017055432.1|DFIC	LOC6043994|XP_038116333.1|CQUI
OG0007779	LOC108089616|XP_017043467.1|DFIC	LOC119765085|XP_038104145.1|CQUI
OG0007780	LOC108097266|XP_017054951.1|DFIC	LOC6052646|XP_038105404.1|CQUI
OG0007781	LOC108092791|XP_017048045.1|DFIC	LOC119769479|XP_038118005.1|CQUI
OG0007782	LOC108091349|XP_017045991.1|DFIC	LOC6039069|XP_038104568.1|CQUI
OG0007784	LOC108098563|XP_017057064.1|DFIC	LOC6051726|XP_001868120.2|CQUI
OG0007786	LOC108091430|XP_017046110.1|DFIC	LOC6053054|XP_038105741.1|CQUI
OG0007787	LOC108088440|XP_017041704.1|DFIC	LOC119765323|XP_038104889.1|CQUI
OG0007788	LOC108099408|XP_017058411.1|DFIC	LOC6034808|XP_001845080.2|CQUI
OG0007789	LOC108093280|XP_017048748.1|DFIC	LOC6046774|XP_038104944.1|CQUI
OG0007790	LOC108088390|XP_017041628.1|DFIC	LOC6036488|XP_038105712.1|CQUI
OG0007792	LOC108094463|XP_017050537.1|DFIC	LOC6042419|XP_038113154.1|CQUI
OG0007793	LOC108098844|XP_017057494.1|DFIC	LOC119769520|XP_038118274.1|CQUI
OG0007794	LOC108097410|XP_017055157.1|DFIC	LOC6034931|XP_038113474.1|CQUI
OG0007795	LOC108092917|XP_017048263.1|DFIC	LOC6048844|XP_001865691.2|CQUI
OG0007796	LOC108095844|XP_017052629.1|DFIC	LOC6032710|XP_001843262.2|CQUI
OG0007797	LOC108099431|XP_017058452.1|DFIC	LOC6047473|XP_038122879.1|CQUI
OG0007798	LOC108099433|XP_017058456.1|DFIC	LOC6054407|XP_038112909.1|CQUI
OG0007799	LOC108099665|XP_017058789.1|DFIC	LOC6052080|XP_001868407.1|CQUI
OG0007800	LOC108099645|XP_017058764.1|DFIC	LOC6044840|XP_001862290.2|CQUI
OG0007801	LOC108095945|XP_017052771.1|DFIC	LOC6035567|XP_038107035.1|CQUI
OG0007802	LOC108099493|XP_017058543.1|DFIC	LOC119771186|XP_038122713.1|CQUI
OG0007803	LOC108087886|XP_017040953.1|DFIC	LOC6032576|XP_038104221.1|CQUI
OG0007804	LOC108091065|XP_017045551.1|DFIC	LOC6035085|XP_038122773.1|CQUI
OG0007805	LOC108097975|XP_017056081.1|DFIC	LOC6048399|XP_001865322.2|CQUI
OG0007806	LOC108097974|XP_017056080.1|DFIC	LOC6048398|XP_038122542.1|CQUI
OG0007808	LOC108095990|XP_017052824.1|DFIC	LOC6046418|XP_038122936.1|CQUI
OG0007811	LOC108087178|XP_017039913.1|DFIC	LOC6032633|XP_038105259.1|CQUI
OG0007812	LOC108088572|XP_017041907.1|DFIC	LOC6032652|XP_001843219.2|CQUI
OG0007814	LOC108101953|XP_017062028.1|DFIC	LOC6037468|XP_038104007.1|CQUI
OG0007815	LOC108088604|XP_017041979.1|DFIC	LOC6039935|XP_001849432.2|CQUI
OG0007816	LOC108100577|XP_017060044.1|DFIC	LOC6035392|XP_001845592.2|CQUI
OG0007817	LOC108090185|XP_017044260.1|DFIC	LOC6035391|XP_038104697.1|CQUI
OG0007818	LOC108092173|XP_017047184.1|DFIC	LOC6031659|XP_038104431.1|CQUI
OG0007819	LOC108097546|XP_017055390.1|DFIC	LOC6037472|XP_001847381.2|CQUI
OG0007820	LOC108086832|XP_017039367.1|DFIC	LOC6033670|XP_038113389.1|CQUI
OG0007821	LOC108099653|XP_017058774.1|DFIC	LOC6033667|XP_001844093.2|CQUI
OG0007822	LOC108099652|XP_017058772.1|DFIC	LOC6033666|XP_038104214.1|CQUI
OG0007823	LOC108099329|XP_017058291.1|DFIC	LOC6051326|XP_038105826.1|CQUI
OG0007824	LOC108086533|XP_017038959.1|DFIC	LOC6041355|XP_038107049.1|CQUI
OG0007825	LOC108087119|XP_017039789.1|DFIC	LOC6037412|XP_001847327.2|CQUI
OG0007826	LOC108102286|XP_017062523.1|DFIC	LOC6040884|XP_001850213.1|CQUI
OG0007827	LOC108097015|XP_017054503.1|DFIC	LOC6037321|XP_001847246.1|CQUI
OG0007828	LOC108093209|XP_017048660.1|DFIC	LOC6041458|XP_001850715.2|CQUI
OG0007829	LOC108098540|XP_017057016.1|DFIC	LOC6035345|XP_038104353.1|CQUI
OG0007831	LOC108094672|XP_017050875.1|DFIC	LOC6032186|XP_001842833.1|CQUI
OG0007832	LOC108097499|XP_017055296.1|DFIC	LOC6035415|XP_038122502.1|CQUI
OG0007833	LOC108097123|XP_017054707.1|DFIC	LOC6035410|XP_001845603.2|CQUI
OG0007834	LOC108095791|XP_017052537.1|DFIC	LOC6035539|XP_038110831.1|CQUI
OG0007835	LOC108095935|XP_017052760.1|DFIC	LOC6046139|XP_001863382.2|CQUI
OG0007836	LOC108092099|XP_017047081.1|DFIC	LOC6046151|XP_001863390.2|CQUI
OG0007837	LOC108091777|XP_017046613.1|DFIC	LOC6040252|XP_001849689.2|CQUI
OG0007838	LOC108091838|XP_017046707.1|DFIC	LOC6040269|XP_038104570.1|CQUI
OG0007841	LOC108099585|XP_017058680.1|DFIC	LOC6033728|XP_001844148.2|CQUI
OG0007842	LOC108086558|XP_017038997.1|DFIC	LOC6039898|XP_038113940.1|CQUI
OG0007843	LOC108086530|XP_017038948.1|DFIC	LOC6039904|XP_001849402.1|CQUI
OG0007844	LOC108090572|XP_017044805.1|DFIC	LOC6052629|XP_038122933.1|CQUI
OG0007845	LOC108091712|XP_017046540.1|DFIC	LOC119765509|XP_038105422.1|CQUI
OG0007846	LOC108097256|XP_017054934.1|DFIC	LOC6040938|XP_001850266.2|CQUI
OG0007847	LOC108091959|XP_017046846.1|DFIC	LOC6031652|XP_001842400.2|CQUI
OG0007855	LOC108098785|XP_017057409.1|DFIC	LOC6033943|XP_038105454.1|CQUI
OG0007856	LOC108092163|XP_017047175.1|DFIC	LOC6033930|XP_001844319.2|CQUI
OG0007857	LOC108087270|XP_017040065.1|DFIC	LOC6036794|XP_001846788.2|CQUI
OG0007859	LOC108088644|XP_017042054.1|DFIC	LOC6040911|XP_001850239.2|CQUI
OG0007860	LOC108098867|XP_017057542.1|DFIC	LOC6040918|XP_001850246.1|CQUI
OG0007861	LOC108098805|XP_017057435.1|DFIC	LOC6040926|XP_001850254.1|CQUI
OG0007862	LOC108097483|XP_017055271.1|DFIC	LOC6040925|XP_038123040.1|CQUI
OG0007864	LOC108097704|XP_017055678.1|DFIC	LOC6036806|XP_038116777.1|CQUI
OG0007866	LOC108092165|XP_017047177.1|DFIC	LOC6033962|XP_001844350.2|CQUI
OG0007867	LOC108099573|XP_017058664.1|DFIC	LOC6033974|XP_001844362.1|CQUI
OG0007869	LOC108097339|XP_017055061.1|DFIC	LOC6032780|XP_001843319.2|CQUI
OG0007870	LOC108099949|XP_017059115.1|DFIC	LOC6032822|XP_038120396.1|CQUI
OG0007871	LOC108094685|XP_017050896.1|DFIC	LOC6032912|XP_038116283.1|CQUI
OG0007872	LOC108089553|XP_017043385.1|DFIC	LOC6038676|XP_038115877.1|CQUI
OG0007874	LOC108095343|XP_017051913.1|DFIC	LOC6053032|XP_038115021.1|CQUI
OG0007875	LOC108096765|XP_017054120.1|DFIC	LOC6046848|XP_038118512.1|CQUI
OG0007876	LOC108097355|XP_017055080.1|DFIC	LOC6043343|XP_001870941.1|CQUI
OG0007877	LOC108094642|XP_017050836.1|DFIC	LOC6047532|XP_038114601.1|CQUI
OG0007878	LOC108094769|XP_017051030.1|DFIC	LOC6049346|XP_001866125.1|CQUI
OG0007879	LOC108099892|XP_017059037.1|DFIC	LOC6034081|XP_038120157.1|CQUI
OG0007880	LOC108091358|XP_017046000.1|DFIC	LOC6039271|XP_001848907.2|CQUI
OG0007881	LOC108100055|XP_017059280.1|DFIC	LOC6044954|XP_038116490.1|CQUI
OG0007882	LOC108099428|XP_017058451.1|DFIC	LOC6038799|XP_038115014.1|CQUI
OG0007883	LOC108099404|XP_017058405.1|DFIC	LOC6049317|XP_038119973.1|CQUI
OG0007884	LOC108100124|XP_017059366.1|DFIC	LOC6051409|XP_038118934.1|CQUI
OG0007885	LOC108096767|XP_017054124.1|DFIC	LOC6036576|XP_038118795.1|CQUI
OG0007886	LOC108095843|XP_017052666.1|DFIC, LOC108092736|XP_017047954.1|DFIC	LOC6041123|XP_038115925.1|CQUI
OG0007887	LOC108099364|XP_017058345.1|DFIC	LOC6053688|XP_038118638.1|CQUI
OG0007888	LOC108099827|XP_017058948.1|DFIC	LOC6048919|XP_001865759.1|CQUI
OG0007889	LOC108093264|XP_017048732.1|DFIC	LOC6050245|XP_038121269.1|CQUI
OG0007891	LOC108096411|XP_017053477.1|DFIC	LOC6038607|XP_001848383.1|CQUI
OG0007892	LOC108101346|XP_017061142.1|DFIC	LOC6050484|XP_001867087.1|CQUI
OG0007893	LOC108087687|XP_017040679.1|DFIC	LOC6036285|XP_038120891.1|CQUI
OG0007896	LOC108089750|XP_017043626.1|DFIC	LOC6040211|XP_001849657.1|CQUI
OG0007897	LOC108089602|XP_017043448.1|DFIC	LOC6041246|XP_038117905.1|CQUI
OG0007898	LOC108100231|XP_017059501.1|DFIC	LOC6041253|XP_001850543.1|CQUI
OG0007900	LOC108096624|XP_017053859.1|DFIC	LOC6048328|XP_001865264.2|CQUI
OG0007902	LOC108094704|XP_017050929.1|DFIC	LOC6040601|XP_038121775.1|CQUI
OG0007903	LOC108089515|XP_017043328.1|DFIC	LOC6040625|XP_038118997.1|CQUI
OG0007904	LOC108088230|XP_017041428.1|DFIC	LOC6040631|XP_038118240.1|CQUI
OG0007905	LOC108100881|XP_017060479.1|DFIC	LOC6036407|XP_001846460.2|CQUI
OG0007906	LOC108099948|XP_017059113.1|DFIC	LOC6044194|XP_038116507.1|CQUI
OG0007907	LOC108088981|XP_017042513.1|DFIC	LOC6041976|XP_001851151.1|CQUI
OG0007908	LOC108088983|XP_017042515.1|DFIC	LOC6041975|XP_038118179.1|CQUI
OG0007909	LOC108097160|XP_017054779.1|DFIC	LOC6041970|XP_001851144.2|CQUI
OG0007910	LOC108088286|XP_017041496.1|DFIC	LOC6043157|XP_001870893.2|CQUI
OG0007911	LOC108099371|XP_017058357.1|DFIC	LOC6048152|XP_001865114.2|CQUI
OG0007912	LOC108100281|XP_017059556.1|DFIC	LOC6048144|XP_001865107.2|CQUI
OG0007913	LOC108099444|XP_017058474.1|DFIC	LOC6048146|XP_001865108.1|CQUI
OG0007914	LOC108100640|XP_017060132.1|DFIC	LOC6037181|XP_038118242.1|CQUI
OG0007915	LOC108089385|XP_017043056.1|DFIC	LOC6035489|XP_001845670.2|CQUI
OG0007916	LOC108088114|XP_017041254.1|DFIC	LOC119770305|XP_038120863.1|CQUI
OG0007917	LOC108090503|XP_017044709.1|DFIC	LOC119770730|XP_038122061.1|CQUI
OG0007920	LOC108101427|XP_017061246.1|DFIC	LOC6036142|XP_038110797.1|CQUI
OG0007921	LOC108086414|XP_017038804.1|DFIC	LOC6030957|XP_038121867.1|CQUI
OG0007922	LOC108088074|XP_017041213.1|DFIC	LOC6052063|XP_038119760.1|CQUI
OG0007923	LOC108091187|XP_017045753.1|DFIC	LOC6053863|XP_038116111.1|CQUI
OG0007927	LOC108088162|XP_017041315.1|DFIC	LOC6050100|XP_038107685.1|CQUI
OG0007928	LOC108098727|XP_017057337.1|DFIC	LOC6042610|XP_001852944.2|CQUI
OG0007929	LOC108088187|XP_017041377.1|DFIC	LOC6042604|XP_038109733.1|CQUI
OG0007930	LOC108095119|XP_017051548.1|DFIC	LOC6054296|XP_038113999.1|CQUI
OG0007931	LOC108093004|XP_017048394.1|DFIC	LOC6032443|XP_038111279.1|CQUI
OG0007932	LOC108102158|XP_017062339.1|DFIC	LOC6032467|XP_001843060.1|CQUI
OG0007933	LOC108087025|XP_017039682.1|DFIC	LOC6032469|XP_038112410.1|CQUI
OG0007934	LOC108098631|XP_017057195.1|DFIC	LOC6043623|XP_038111348.1|CQUI
OG0007935	LOC108092668|XP_017047820.1|DFIC	LOC6038600|XP_038108223.1|CQUI
OG0007936	LOC108089157|XP_017042769.1|DFIC	LOC6034117|XP_001844485.1|CQUI
OG0007937	LOC108100808|XP_017060363.1|DFIC	LOC6046043|XP_038109540.1|CQUI
OG0007938	LOC108100063|XP_017059286.1|DFIC	LOC6034156|XP_001844514.2|CQUI
OG0007939	LOC108091554|XP_017046313.1|DFIC	LOC6034163|XP_001844519.2|CQUI
OG0007940	LOC108091495|XP_017046212.1|DFIC	LOC6034164|XP_038108636.1|CQUI
OG0007941	LOC108100516|XP_017059966.1|DFIC	LOC6048891|XP_038110338.1|CQUI
OG0007942	LOC108094658|XP_017050857.1|DFIC	LOC6032935|XP_001843455.2|CQUI
OG0007943	LOC108092604|XP_017047733.1|DFIC	LOC6032945|XP_038108155.1|CQUI
OG0007944	LOC108100277|XP_017059551.1|DFIC	LOC6050451|XP_038106065.1|CQUI
OG0007945	LOC108089140|XP_017042749.1|DFIC	LOC6041620|XP_001850853.2|CQUI
OG0007946	LOC108090898|XP_017045297.1|DFIC	LOC6036144|XP_001846235.2|CQUI
OG0007947	LOC108092739|XP_017047957.1|DFIC	LOC6031331|XP_038112363.1|CQUI
OG0007948	LOC108094543|XP_017050638.1|DFIC	LOC6031340|XP_038111689.1|CQUI
OG0007949	LOC108095358|XP_017051928.1|DFIC	LOC6053570|XP_038110150.1|CQUI
OG0007950	LOC108089927|XP_017043901.1|DFIC	LOC6049612|XP_001866340.2|CQUI
OG0007951	LOC108089860|XP_017043794.1|DFIC	LOC6049613|XP_001866341.2|CQUI
OG0007952	LOC108089947|XP_017043927.1|DFIC	LOC6037377|XP_001847297.1|CQUI
OG0007953	LOC108093016|XP_017048407.1|DFIC	LOC6039578|XP_038113523.1|CQUI
OG0007954	LOC108088214|XP_017041408.1|DFIC	LOC6047192|XP_038111329.1|CQUI
OG0007955	LOC108101222|XP_017060960.1|DFIC	LOC6046731|XP_038107136.1|CQUI
OG0007956	LOC108092620|XP_017047747.1|DFIC	LOC6044545|XP_001862047.2|CQUI
