Orthogroup	DFIC.longest_only	CPIP.longest_only
OG0006677	LOC108088996|XP_017042548.1|DFIC	LOC120424373|XP_039444401.1|CPIP
OG0006678	LOC108096396|XP_017053453.1|DFIC	LOC120424384|XP_039444418.1|CPIP
OG0006679	LOC108099124|XP_017057950.1|DFIC	LOC120424375|XP_039444406.1|CPIP
OG0006680	LOC108088507|XP_017041828.1|DFIC	LOC120432611|XP_039453792.1|CPIP
OG0006681	LOC108089470|XP_017043213.1|DFIC	LOC120432596|XP_039453769.1|CPIP
OG0006682	LOC108093198|XP_017048649.1|DFIC	LOC120432600|XP_039453775.1|CPIP
OG0006683	LOC108093092|XP_017048517.1|DFIC	LOC120432602|XP_039453783.1|CPIP
OG0006684	LOC108088995|XP_017042547.1|DFIC	LOC120432599|XP_039453772.1|CPIP
OG0006685	LOC108090704|XP_017044985.1|DFIC	LOC120432604|XP_039453784.1|CPIP
OG0006686	LOC108093077|XP_017048482.1|DFIC	LOC120432616|XP_039453797.1|CPIP
OG0006687	LOC108088733|XP_017042172.1|DFIC	LOC120427283|XP_039448069.1|CPIP, LOC120427151|XP_039447944.1|CPIP
OG0006688	LOC108093036|XP_017048429.1|DFIC	LOC120426872|XP_039447612.1|CPIP
OG0006689	LOC108100241|XP_017059507.1|DFIC	LOC120422837|XP_039442312.1|CPIP
OG0006690	LOC108097964|XP_017056071.1|DFIC	LOC120425356|XP_039445797.1|CPIP
OG0006691	LOC108089481|XP_017043245.1|DFIC	LOC120428819|XP_039449859.1|CPIP
OG0006692	LOC108100595|XP_017060065.1|DFIC	LOC120428815|XP_039449851.1|CPIP
OG0006693	LOC108099113|XP_017057929.1|DFIC	LOC120425979|XP_039446567.1|CPIP
OG0006694	LOC108097277|XP_017054964.1|DFIC	LOC120422319|XP_039441640.1|CPIP
OG0006695	LOC108089042|XP_017042637.1|DFIC	LOC120420567|XP_039439578.1|CPIP
OG0006696	LOC108093445|XP_017049000.1|DFIC	LOC120420562|XP_039439565.1|CPIP
OG0006697	LOC108087440|XP_017040282.1|DFIC	LOC120420570|XP_039439582.1|CPIP
OG0006698	LOC108089388|XP_017043060.1|DFIC	LOC120430176|XP_039451194.1|CPIP
OG0006699	LOC108099081|XP_017057869.1|DFIC	LOC120415757|XP_039433299.1|CPIP
OG0006700	LOC108096364|XP_017053405.1|DFIC	LOC120415746|XP_039433286.1|CPIP
OG0006701	LOC108096932|XP_017054373.1|DFIC	LOC120415750|XP_039433292.1|CPIP
OG0006702	LOC108099161|XP_017057995.1|DFIC	LOC120424875|XP_039445067.1|CPIP
OG0006703	LOC108089631|XP_017043483.1|DFIC	LOC120424885|XP_039445105.1|CPIP
OG0006704	LOC108089632|XP_017043485.1|DFIC	LOC120424876|XP_039445069.1|CPIP
OG0006705	LOC108090479|XP_017044666.1|DFIC	LOC120418872|XP_039437341.1|CPIP
OG0006706	LOC108090845|XP_017045206.1|DFIC	LOC120418870|XP_039437339.1|CPIP
OG0006707	LOC108087710|XP_017040718.1|DFIC	LOC120418874|XP_039437342.1|CPIP
OG0006708	LOC108097771|XP_017055786.1|DFIC	LOC120418875|XP_039437343.1|CPIP
OG0006709	LOC108091245|XP_017045846.1|DFIC	LOC120426790|XP_039447501.1|CPIP
OG0006711	LOC108093019|XP_017048412.1|DFIC	LOC120430314|XP_039451346.1|CPIP
OG0006712	LOC108099028|XP_017057766.1|DFIC	LOC120430453|XP_039451495.1|CPIP
OG0006713	LOC108099899|XP_017059046.1|DFIC	LOC120430400|XP_039451440.1|CPIP
OG0006714	LOC108099896|XP_017059043.1|DFIC	LOC120430392|XP_039451433.1|CPIP
OG0006715	LOC108093183|XP_017048627.1|DFIC	LOC120422828|XP_039442299.1|CPIP
OG0006716	LOC108092322|XP_017047346.1|DFIC	LOC120422840|XP_039442315.1|CPIP
OG0006717	LOC108089637|XP_017043492.1|DFIC	LOC120422858|XP_039442341.1|CPIP
OG0006718	LOC108089586|XP_017043432.1|DFIC	LOC120426248|XP_039446923.1|CPIP
OG0006719	LOC108100425|XP_017059817.1|DFIC	LOC120430320|XP_039451354.1|CPIP
OG0006720	LOC108099971|XP_017059149.1|DFIC	LOC120430749|XP_039451789.1|CPIP
OG0006721	LOC108089548|XP_017043373.1|DFIC	LOC120421340|XP_039440456.1|CPIP
OG0006722	LOC108089605|XP_017043454.1|DFIC	LOC120428346|XP_039449281.1|CPIP
OG0006723	LOC108088203|XP_017041394.1|DFIC	LOC120428335|XP_039449268.1|CPIP
OG0006724	LOC108099572|XP_017058661.1|DFIC	LOC120420661|XP_039439689.1|CPIP
OG0006725	LOC108099344|XP_017058308.1|DFIC	LOC120420688|XP_039439718.1|CPIP
OG0006726	LOC108092031|XP_017046961.1|DFIC	LOC120420687|XP_039439717.1|CPIP
OG0006727	LOC108099341|XP_017058306.1|DFIC	LOC120420649|XP_039439665.1|CPIP
OG0006728	LOC108099430|XP_017058450.1|DFIC	LOC120427039|XP_039447802.1|CPIP
OG0006729	LOC108096724|XP_017054053.1|DFIC	LOC120421534|XP_039440687.1|CPIP
OG0006730	LOC108096721|XP_017054050.1|DFIC	LOC120421549|XP_039440710.1|CPIP
OG0006731	LOC108088195|XP_017041384.1|DFIC	LOC120421530|XP_039440684.1|CPIP
OG0006732	LOC108096207|XP_017053083.1|DFIC	LOC120420103|XP_039438984.1|CPIP
OG0006733	LOC108093041|XP_017048438.1|DFIC	LOC120413258|XP_039429921.1|CPIP
OG0006734	LOC108093145|XP_017048578.1|DFIC	LOC120413245|XP_039429908.1|CPIP
OG0006735	LOC108089014|XP_017042584.1|DFIC	LOC120413242|XP_039429904.1|CPIP
OG0006736	LOC108088988|XP_017042519.1|DFIC	LOC120413249|XP_039429912.1|CPIP
OG0006737	LOC108099970|XP_017059148.1|DFIC	LOC120413181|XP_039429828.1|CPIP
OG0006738	LOC108094751|XP_017050997.1|DFIC	LOC120413247|XP_039429910.1|CPIP
OG0006739	LOC108093100|XP_017048526.1|DFIC	LOC120413183|XP_039429831.1|CPIP
OG0006740	LOC108096297|XP_017053262.1|DFIC	LOC120413195|XP_039429844.1|CPIP
OG0006741	LOC108096296|XP_017053259.1|DFIC	LOC120413157|XP_039429800.1|CPIP
OG0006742	LOC108096944|XP_017054397.1|DFIC	LOC120428745|XP_039449757.1|CPIP
OG0006743	LOC108091530|XP_017046285.1|DFIC	LOC120413155|XP_039429794.1|CPIP
OG0006744	LOC108087468|XP_017040331.1|DFIC	LOC120413215|XP_039429867.1|CPIP
OG0006745	LOC108102256|XP_017062495.1|DFIC	LOC120418491|XP_039436863.1|CPIP
OG0006746	LOC108089009|XP_017042574.1|DFIC	LOC120413163|XP_039429805.1|CPIP
OG0006747	LOC108089048|XP_017042645.1|DFIC	LOC120413160|XP_039429803.1|CPIP
OG0006748	LOC108097023|XP_017054529.1|DFIC	LOC120412894|XP_039429458.1|CPIP
OG0006749	LOC108100370|XP_017059700.1|DFIC	LOC120420093|XP_039438960.1|CPIP
OG0006750	LOC108098026|XP_017056167.1|DFIC	LOC120420112|XP_039438994.1|CPIP
OG0006752	LOC108099168|XP_017058016.1|DFIC	LOC120416506|XP_039434157.1|CPIP
OG0006753	LOC108099206|XP_017058074.1|DFIC	LOC120416485|XP_039434138.1|CPIP
OG0006754	LOC108099118|XP_017057937.1|DFIC	LOC120428831|XP_039449879.1|CPIP
OG0006755	LOC108099641|XP_017058763.1|DFIC	LOC120430777|XP_039451825.1|CPIP
OG0006756	LOC108093250|XP_017048715.1|DFIC	LOC120416500|XP_039434150.1|CPIP
OG0006757	LOC108093251|XP_017048716.1|DFIC	LOC120413497|XP_039430288.1|CPIP
OG0006758	LOC108099134|XP_017057962.1|DFIC	LOC120413436|XP_039430183.1|CPIP
OG0006759	LOC108099132|XP_017057960.1|DFIC	LOC120413434|XP_039430179.1|CPIP
OG0006760	LOC108093063|XP_017048461.1|DFIC	LOC120413447|XP_039430214.1|CPIP
OG0006761	LOC108090176|XP_017044248.1|DFIC	LOC120425594|XP_039446110.1|CPIP
OG0006762	LOC108098012|XP_017056143.1|DFIC	LOC120418929|XP_039437397.1|CPIP
OG0006767	LOC108093187|XP_017048637.1|DFIC	LOC120420648|XP_039439664.1|CPIP
OG0006768	LOC108093185|XP_017048630.1|DFIC	LOC120420655|XP_039439673.1|CPIP
OG0006769	LOC108093186|XP_017048636.1|DFIC	LOC120420657|XP_039439681.1|CPIP
OG0006770	LOC108093255|XP_017048721.1|DFIC	LOC120412422|XP_039428817.1|CPIP
OG0006771	LOC108097548|XP_017055392.1|DFIC	LOC120412385|XP_039428755.1|CPIP
OG0006772	LOC108101601|XP_017061503.1|DFIC	LOC120412382|XP_039428744.1|CPIP
OG0006773	LOC108099067|XP_017057831.1|DFIC	LOC120413438|XP_039430187.1|CPIP
OG0006774	LOC108088905|XP_017042400.1|DFIC	LOC120413432|XP_039430177.1|CPIP
OG0006775	LOC108099900|XP_017059047.1|DFIC	LOC120413462|XP_039430231.1|CPIP
OG0006776	LOC108099893|XP_017059042.1|DFIC	LOC120413453|XP_039430221.1|CPIP
OG0006777	LOC108099962|XP_017059139.1|DFIC	LOC120413457|XP_039430227.1|CPIP
OG0006778	LOC108100099|XP_017059336.1|DFIC	LOC120413455|XP_039430224.1|CPIP
OG0006779	LOC108100601|XP_017060073.1|DFIC	LOC120413451|XP_039430219.1|CPIP
OG0006780	LOC108086984|XP_017039601.1|DFIC	LOC120413440|XP_039430191.1|CPIP
OG0006781	LOC108089044|XP_017042639.1|DFIC	LOC120413446|XP_039430213.1|CPIP
OG0006782	LOC108100724|XP_017060248.1|DFIC	LOC120413473|XP_039430245.1|CPIP
OG0006783	LOC108087623|XP_017040554.1|DFIC	LOC120414616|XP_039431772.1|CPIP
OG0006784	LOC108096311|XP_017053287.1|DFIC	LOC120412598|XP_039429065.1|CPIP
OG0006785	LOC108096801|XP_017054173.1|DFIC	LOC120412602|XP_039429083.1|CPIP
OG0006786	LOC108096613|XP_017053846.1|DFIC	LOC120412636|XP_039429124.1|CPIP, LOC120421551|XP_039440713.1|CPIP
OG0006787	LOC108100501|XP_017059937.1|DFIC	LOC120420356|XP_039439288.1|CPIP
OG0006788	LOC108100503|XP_017059940.1|DFIC	LOC120420357|XP_039439290.1|CPIP
OG0006789	LOC108098041|XP_017056195.1|DFIC	LOC120420359|XP_039439292.1|CPIP
OG0006790	LOC108092489|XP_017047573.1|DFIC	LOC120420361|XP_039439294.1|CPIP
OG0006791	LOC108089406|XP_017043090.1|DFIC	LOC120416570|XP_039434238.1|CPIP
OG0006792	LOC108087427|XP_017040269.1|DFIC	LOC120419995|XP_039438818.1|CPIP
OG0006793	LOC108087420|XP_017040256.1|DFIC	LOC120419984|XP_039438796.1|CPIP
OG0006794	LOC108094293|XP_017050284.1|DFIC	LOC120419979|XP_039438791.1|CPIP
OG0006795	LOC108100649|XP_017060147.1|DFIC	LOC120419982|XP_039438794.1|CPIP
OG0006796	LOC108088919|XP_017042424.1|DFIC	LOC120419981|XP_039438793.1|CPIP
OG0006797	LOC108089170|XP_017042793.1|DFIC	LOC120419989|XP_039438804.1|CPIP
OG0006798	LOC108096063|XP_017052916.1|DFIC	LOC120414128|XP_039431094.1|CPIP
OG0006799	LOC108087492|XP_017040371.1|DFIC	LOC120430335|XP_039451370.1|CPIP
OG0006800	LOC108086940|XP_017039538.1|DFIC	LOC120418520|XP_039436890.1|CPIP
OG0006801	LOC108097687|XP_017055643.1|DFIC	LOC120414475|XP_039431603.1|CPIP
OG0006802	LOC108101885|XP_017061917.1|DFIC	LOC120414468|XP_039431598.1|CPIP
OG0006803	LOC108086377|XP_017038767.1|DFIC	LOC120414467|XP_039431595.1|CPIP
OG0006804	LOC108087565|XP_017040482.1|DFIC	LOC120414442|XP_039431562.1|CPIP
OG0006805	LOC108096696|XP_017054002.1|DFIC	LOC120414443|XP_039431565.1|CPIP
OG0006806	LOC108089501|XP_017043294.1|DFIC	LOC120426143|XP_039446794.1|CPIP
OG0006807	LOC108088869|XP_017042339.1|DFIC	LOC120416057|XP_039433653.1|CPIP
OG0006808	LOC108090501|XP_017044707.1|DFIC	LOC120416051|XP_039433645.1|CPIP
OG0006809	LOC108099193|XP_017058050.1|DFIC	LOC120423600|XP_039443397.1|CPIP
OG0006810	LOC108089488|XP_017043256.1|DFIC	LOC120423598|XP_039443393.1|CPIP
OG0006811	LOC108095694|XP_017052353.1|DFIC	LOC120426788|XP_039447499.1|CPIP
OG0006812	LOC108088999|XP_017042558.1|DFIC	LOC120426783|XP_039447492.1|CPIP
OG0006813	LOC108087175|XP_017039908.1|DFIC	LOC120419544|XP_039438190.1|CPIP
OG0006814	LOC108089525|XP_017043344.1|DFIC	LOC120413403|XP_039430136.1|CPIP
OG0006815	LOC108099136|XP_017057964.1|DFIC	LOC120420045|XP_039438886.1|CPIP
OG0006816	LOC108099157|XP_017057991.1|DFIC	LOC120420057|XP_039438902.1|CPIP
OG0006817	LOC108099734|XP_017058849.1|DFIC	LOC120429199|XP_039450341.1|CPIP
OG0006818	LOC108100703|XP_017060218.1|DFIC	LOC120431501|XP_039452538.1|CPIP
OG0006819	LOC108088844|XP_017042307.1|DFIC	LOC120423765|XP_039443613.1|CPIP
OG0006820	LOC108088870|XP_017042346.1|DFIC	LOC120423776|XP_039443629.1|CPIP
OG0006821	LOC108100070|XP_017059294.1|DFIC	LOC120423777|XP_039443630.1|CPIP
OG0006822	LOC108094876|XP_017051196.1|DFIC	LOC120423769|XP_039443617.1|CPIP
OG0006823	LOC108089550|XP_017043375.1|DFIC	LOC120430340|XP_039451376.1|CPIP
OG0006824	LOC108089024|XP_017042598.1|DFIC	LOC120418548|XP_039436914.1|CPIP
OG0006825	LOC108095440|XP_017052038.1|DFIC	LOC120424492|XP_039444573.1|CPIP
OG0006826	LOC108089641|XP_017043497.1|DFIC	LOC120424489|XP_039444566.1|CPIP
OG0006827	LOC108098578|XP_017057107.1|DFIC	LOC120430135|XP_039451156.1|CPIP, LOC120430100|XP_039451121.1|CPIP
OG0006828	LOC108089205|XP_017042844.1|DFIC	LOC120424645|XP_039444748.1|CPIP
OG0006829	LOC108093236|XP_017048699.1|DFIC	LOC120416501|XP_039434151.1|CPIP
OG0006830	LOC108100627|XP_017060117.1|DFIC	LOC120416498|XP_039434149.1|CPIP
OG0006831	LOC108089041|XP_017042635.1|DFIC	LOC120415788|XP_039433351.1|CPIP
OG0006832	LOC108089061|XP_017042659.1|DFIC	LOC120415819|XP_039433377.1|CPIP
OG0006833	LOC108093102|XP_017048528.1|DFIC	LOC120415813|XP_039433373.1|CPIP
OG0006834	LOC108099377|XP_017058359.1|DFIC	LOC120418662|XP_039437043.1|CPIP
OG0006835	LOC108096356|XP_017053394.1|DFIC	LOC120418651|XP_039437028.1|CPIP
OG0006836	LOC108099211|XP_017058077.1|DFIC	LOC120418649|XP_039437027.1|CPIP
OG0006837	LOC108100521|XP_017059969.1|DFIC	LOC120418660|XP_039437041.1|CPIP
OG0006838	LOC108087503|XP_017040387.1|DFIC	LOC120418667|XP_039437052.1|CPIP
OG0006839	LOC108100657|XP_017060157.1|DFIC	LOC120418669|XP_039437053.1|CPIP
OG0006840	LOC108094367|XP_017050399.1|DFIC	LOC120418998|XP_039437500.1|CPIP
OG0006841	LOC108096204|XP_017053079.1|DFIC	LOC120427126|XP_039447912.1|CPIP
OG0006842	LOC108099058|XP_017057821.1|DFIC	LOC120419526|XP_039438172.1|CPIP
OG0006843	LOC108097133|XP_017054718.1|DFIC	LOC120419533|XP_039438178.1|CPIP
OG0006844	LOC108087180|XP_017039921.1|DFIC	LOC120419532|XP_039438177.1|CPIP
OG0006845	LOC108100642|XP_017060134.1|DFIC	LOC120429823|XP_039450814.1|CPIP
OG0006846	LOC108093263|XP_017048731.1|DFIC	LOC120429825|XP_039450819.1|CPIP
OG0006847	LOC108093165|XP_017048606.1|DFIC	LOC120424327|XP_039444357.1|CPIP
OG0006848	LOC108087770|XP_017040789.1|DFIC	LOC120421383|XP_039440513.1|CPIP
OG0006849	LOC108088974|XP_017042506.1|DFIC	LOC120421934|XP_039441174.1|CPIP
OG0006850	LOC108089055|XP_017042653.1|DFIC	LOC120421929|XP_039441162.1|CPIP
OG0006851	LOC108089053|XP_017042650.1|DFIC	LOC120421936|XP_039441176.1|CPIP
OG0006852	LOC108096670|XP_017053933.1|DFIC	LOC120431055|XP_039452143.1|CPIP
OG0006853	LOC108088944|XP_017042456.1|DFIC	LOC120418795|XP_039437211.1|CPIP
OG0006854	LOC108090915|XP_017045327.1|DFIC	LOC120418817|XP_039437262.1|CPIP
OG0006855	LOC108089588|XP_017043435.1|DFIC	LOC120418810|XP_039437254.1|CPIP
OG0006856	LOC108086296|XP_017038677.1|DFIC	LOC120418851|XP_039437308.1|CPIP
OG0006858	LOC108096315|XP_017053301.1|DFIC	LOC120429738|XP_039450726.1|CPIP
OG0006863	LOC108088729|XP_017042168.1|DFIC	LOC120418850|XP_039437307.1|CPIP
OG0006867	LOC108093893|XP_017049738.1|DFIC	LOC120413433|XP_039430178.1|CPIP
OG0006870	LOC108096711|XP_017054034.1|DFIC	LOC120424212|XP_039444200.1|CPIP
OG0006871	LOC108101491|XP_017061337.1|DFIC	LOC120424227|XP_039444218.1|CPIP
OG0006872	LOC108101548|XP_017061430.1|DFIC	LOC120426883|XP_039447654.1|CPIP
OG0006881	LOC108090051|XP_017044046.1|DFIC	LOC120430177|XP_039451192.1|CPIP, LOC120425444|XP_039445911.1|CPIP
OG0006882	LOC108096968|XP_017054434.1|DFIC	LOC120414674|XP_039431893.1|CPIP
OG0006883	LOC108093007|XP_017048398.1|DFIC	LOC120426348|XP_039447044.1|CPIP, LOC120426550|XP_039447252.1|CPIP
OG0006884	LOC108092512|XP_017047620.1|DFIC	LOC120431072|XP_039452160.1|CPIP, LOC120430915|XP_039451968.1|CPIP
OG0006885	LOC108100098|XP_017059332.1|DFIC	LOC120428156|XP_039449074.1|CPIP
OG0006886	LOC108091660|XP_017046457.1|DFIC	LOC120425087|XP_039445413.1|CPIP
OG0006887	LOC108097103|XP_017054661.1|DFIC	LOC120431276|XP_039452342.1|CPIP
OG0006888	LOC108089156|XP_017042768.1|DFIC	LOC120431279|XP_039452350.1|CPIP
OG0006889	LOC108093008|XP_017048399.1|DFIC	LOC120431286|XP_039452360.1|CPIP
OG0006890	LOC108089963|XP_017043945.1|DFIC	LOC120427689|XP_039448511.1|CPIP
OG0006891	LOC108093500|XP_017049079.1|DFIC	LOC120427690|XP_039448513.1|CPIP
OG0006892	LOC108091489|XP_017046201.1|DFIC	LOC120427692|XP_039448523.1|CPIP
OG0006893	LOC108091436|XP_017046124.1|DFIC	LOC120427686|XP_039448509.1|CPIP
OG0006894	LOC108091435|XP_017046123.1|DFIC	LOC120427695|XP_039448525.1|CPIP
OG0006895	LOC108097233|XP_017054890.1|DFIC	LOC120428089|XP_039449008.1|CPIP
OG0006896	LOC108086351|XP_017038740.1|DFIC	LOC120428088|XP_039449007.1|CPIP
OG0006897	LOC108097849|XP_017055868.1|DFIC	LOC120425849|XP_039446402.1|CPIP
OG0006898	LOC108096096|XP_017052958.1|DFIC	LOC120415482|XP_039432982.1|CPIP
OG0006899	LOC108092532|XP_017047646.1|DFIC	LOC120419195|XP_039437801.1|CPIP
OG0006900	LOC108095592|XP_017052244.1|DFIC	LOC120422802|XP_039442277.1|CPIP
OG0006901	LOC108091557|XP_017046318.1|DFIC	LOC120415677|XP_039433198.1|CPIP
OG0006902	LOC108097215|XP_017054851.1|DFIC	LOC120424565|XP_039444668.1|CPIP
OG0006903	LOC108088502|XP_017041822.1|DFIC	LOC120423658|XP_039443474.1|CPIP
OG0006904	LOC108092743|XP_017047961.1|DFIC	LOC120418286|XP_039436547.1|CPIP
OG0006905	LOC108090610|XP_017044869.1|DFIC	LOC120418320|XP_039436583.1|CPIP
OG0006906	LOC108096071|XP_017052921.1|DFIC	LOC120418289|XP_039436550.1|CPIP
OG0006907	LOC108089843|XP_017043756.1|DFIC	LOC120422970|XP_039442491.1|CPIP
OG0006908	LOC108101754|XP_017061705.1|DFIC	LOC120422983|XP_039442527.1|CPIP
OG0006909	LOC108089268|XP_017042928.1|DFIC	LOC120422988|XP_039442532.1|CPIP
OG0006910	LOC108100968|XP_017060608.1|DFIC	LOC120422992|XP_039442537.1|CPIP
OG0006911	LOC108088719|XP_017042151.1|DFIC	LOC120421108|XP_039440197.1|CPIP
OG0006912	LOC108094451|XP_017050518.1|DFIC	LOC120413589|XP_039430424.1|CPIP
OG0006913	LOC108100871|XP_017060449.1|DFIC	LOC120413621|XP_039430462.1|CPIP
OG0006914	LOC108095438|XP_017052036.1|DFIC	LOC120413607|XP_039430445.1|CPIP
OG0006915	LOC108092499|XP_017047601.1|DFIC	LOC120413605|XP_039430443.1|CPIP
OG0006916	LOC108092656|XP_017047803.1|DFIC	LOC120413590|XP_039430432.1|CPIP
OG0006917	LOC108094542|XP_017050635.1|DFIC, LOC108100454|XP_017059872.1|DFIC	LOC120413616|XP_039430455.1|CPIP
OG0006918	LOC108094551|XP_017050648.1|DFIC	LOC120413618|XP_039430459.1|CPIP
OG0006919	LOC108097815|XP_017055824.1|DFIC, LOC108101402|XP_017061219.1|DFIC	LOC120420427|XP_039439384.1|CPIP
OG0006920	LOC108087946|XP_017041060.1|DFIC, LOC108100083|XP_017059314.1|DFIC	LOC120422371|XP_039441716.1|CPIP
OG0006921	LOC108092384|XP_017047425.1|DFIC	LOC120414069|XP_039431024.1|CPIP
OG0006922	LOC108092709|XP_017047919.1|DFIC	LOC120414076|XP_039431031.1|CPIP
OG0006923	LOC108092490|XP_017047574.1|DFIC	LOC120414101|XP_039431058.1|CPIP
OG0006924	LOC108102087|XP_017062228.1|DFIC	LOC120414107|XP_039431065.1|CPIP
OG0006925	LOC108086607|XP_017039070.1|DFIC	LOC120414109|XP_039431068.1|CPIP
OG0006926	LOC108092493|XP_017047577.1|DFIC	LOC120420590|XP_039439600.1|CPIP
OG0006927	LOC108092547|XP_017047670.1|DFIC	LOC120420624|XP_039439631.1|CPIP
OG0006928	LOC108092539|XP_017047656.1|DFIC	LOC120420619|XP_039439626.1|CPIP
OG0006929	LOC108100106|XP_017059342.1|DFIC	LOC120420131|XP_039439015.1|CPIP
OG0006930	LOC108089946|XP_017043925.1|DFIC	LOC120420144|XP_039439037.1|CPIP
OG0006931	LOC108093507|XP_017049087.1|DFIC	LOC120422727|XP_039442193.1|CPIP
OG0006932	LOC108089189|XP_017042814.1|DFIC	LOC120422492|XP_039441885.1|CPIP
OG0006933	LOC108089182|XP_017042807.1|DFIC	LOC120423268|XP_039442941.1|CPIP
OG0006934	LOC108092062|XP_017047012.1|DFIC	LOC120416083|XP_039433700.1|CPIP
OG0006935	LOC108094545|XP_017050642.1|DFIC	LOC120417360|XP_039435305.1|CPIP
OG0006936	LOC108088177|XP_017041344.1|DFIC	LOC120417363|XP_039435308.1|CPIP
OG0006937	LOC108089271|XP_017042932.1|DFIC	LOC120417352|XP_039435288.1|CPIP
OG0006938	LOC108101193|XP_017060925.1|DFIC	LOC120417348|XP_039435284.1|CPIP
OG0006939	LOC108097150|XP_017054759.1|DFIC	LOC120417350|XP_039435286.1|CPIP
OG0006940	LOC108100875|XP_017060456.1|DFIC	LOC120413135|XP_039429773.1|CPIP
OG0006941	LOC108100033|XP_017059242.1|DFIC	LOC120424966|XP_039445256.1|CPIP
OG0006942	LOC108096514|XP_017053630.1|DFIC	LOC120416296|XP_039433947.1|CPIP
OG0006943	LOC108098247|XP_017056525.1|DFIC	LOC120413149|XP_039429788.1|CPIP
OG0006944	LOC108094139|XP_017050060.1|DFIC	LOC120413089|XP_039429729.1|CPIP
OG0006945	LOC108096079|XP_017052929.1|DFIC	LOC120413103|XP_039429743.1|CPIP
OG0006946	LOC108087249|XP_017040040.1|DFIC	LOC120413118|XP_039429761.1|CPIP
OG0006947	LOC108101747|XP_017061698.1|DFIC	LOC120424101|XP_039444048.1|CPIP
OG0006948	LOC108098350|XP_017056681.1|DFIC	LOC120428540|XP_039449506.1|CPIP
OG0006949	LOC108101277|XP_017061058.1|DFIC	LOC120418950|XP_039437422.1|CPIP
OG0006950	LOC108101395|XP_017061204.1|DFIC	LOC120428613|XP_039449594.1|CPIP
OG0006951	LOC108100951|XP_017060584.1|DFIC	LOC120427877|XP_039448747.1|CPIP
OG0006952	LOC108088067|XP_017041200.1|DFIC	LOC120428397|XP_039449347.1|CPIP
OG0006953	LOC108096371|XP_017053412.1|DFIC	LOC120425907|XP_039446460.1|CPIP
OG0006954	LOC108092276|XP_017047300.1|DFIC	LOC120425903|XP_039446457.1|CPIP
OG0006955	LOC108093293|XP_017048759.1|DFIC	LOC120425916|XP_039446470.1|CPIP
OG0006956	LOC108092325|XP_017047350.1|DFIC	LOC120416322|XP_039433978.1|CPIP
OG0006957	LOC108092701|XP_017047904.1|DFIC	LOC120416331|XP_039433995.1|CPIP
OG0006958	LOC108090957|XP_017045390.1|DFIC	LOC120416316|XP_039433973.1|CPIP
OG0006959	LOC108099043|XP_017057793.1|DFIC	LOC120416310|XP_039433965.1|CPIP
OG0006960	LOC108100999|XP_017060654.1|DFIC	LOC120414771|XP_039432019.1|CPIP
OG0006961	LOC108090627|XP_017044893.1|DFIC	LOC120414744|XP_039431990.1|CPIP
OG0006962	LOC108092368|XP_017047397.1|DFIC	LOC120420890|XP_039439945.1|CPIP
OG0006963	LOC108089161|XP_017042778.1|DFIC	LOC120418405|XP_039436715.1|CPIP
OG0006964	LOC108089247|XP_017042900.1|DFIC	LOC120418423|XP_039436735.1|CPIP
OG0006965	LOC108096076|XP_017052925.1|DFIC	LOC120421721|XP_039440904.1|CPIP
OG0006966	LOC108098332|XP_017056654.1|DFIC	LOC120421720|XP_039440902.1|CPIP
OG0006967	LOC108094912|XP_017051247.1|DFIC	LOC120421717|XP_039440898.1|CPIP
OG0006968	LOC108086427|XP_017038823.1|DFIC	LOC120420821|XP_039439875.1|CPIP
OG0006969	LOC108099925|XP_017059083.1|DFIC	LOC120420808|XP_039439864.1|CPIP
OG0006970	LOC108088425|XP_017041677.1|DFIC	LOC120419382|XP_039437987.1|CPIP
OG0006971	LOC108101334|XP_017061132.1|DFIC	LOC120420145|XP_039439041.1|CPIP
OG0006972	LOC108100026|XP_017059231.1|DFIC	LOC120419902|XP_039438706.1|CPIP
OG0006973	LOC108091412|XP_017046092.1|DFIC	LOC120420278|XP_039439214.1|CPIP
OG0006974	LOC108094368|XP_017050401.1|DFIC	LOC120420510|XP_039439501.1|CPIP
OG0006975	LOC108089858|XP_017043793.1|DFIC	LOC120419756|XP_039438518.1|CPIP
OG0006976	LOC108091744|XP_017046614.1|DFIC	LOC120418791|XP_039437207.1|CPIP
OG0006977	LOC108087831|XP_017040893.1|DFIC	LOC120431287|XP_039452361.1|CPIP
OG0006978	LOC108090592|XP_017044833.1|DFIC	LOC120420603|XP_039439615.1|CPIP
OG0006979	LOC108091461|XP_017046159.1|DFIC	LOC120421951|XP_039441195.1|CPIP
OG0006980	LOC108093439|XP_017048992.1|DFIC	LOC120428323|XP_039449254.1|CPIP
OG0006981	LOC108092667|XP_017047819.1|DFIC	LOC120428319|XP_039449249.1|CPIP
OG0006983	LOC108091493|XP_017046206.1|DFIC	LOC120422514|XP_039441904.1|CPIP
OG0006984	LOC108098224|XP_017056494.1|DFIC	LOC120415468|XP_039432961.1|CPIP
OG0006985	LOC108092608|XP_017047737.1|DFIC	LOC120415477|XP_039432974.1|CPIP
OG0006986	LOC108089960|XP_017043941.1|DFIC	LOC120415478|XP_039432975.1|CPIP
OG0006988	LOC108096084|XP_017052938.1|DFIC	LOC120416266|XP_039433904.1|CPIP
OG0006989	LOC108092274|XP_017047297.1|DFIC	LOC120425340|XP_039445766.1|CPIP
