Orthogroup	DFIC.longest_only	HILL.longest_only
OG0009056	LOC108088210|XP_017041400.1|DFIC	LOC119649149|XP_037907088.1|HILL
OG0009057	LOC108099092|XP_017057899.1|DFIC	LOC119649402|XP_037907454.1|HILL
OG0009058	LOC108101719|XP_017061652.1|DFIC	LOC119661046|XP_037926167.1|HILL
OG0009059	LOC108099859|XP_017058994.1|DFIC	LOC119647850|XP_037905045.1|HILL
OG0009060	LOC108098787|XP_017057411.1|DFIC	LOC119659403|XP_037923402.1|HILL
OG0009061	LOC108093934|XP_017049801.1|DFIC	LOC119653579|XP_037914250.1|HILL
OG0009063	LOC108101704|XP_017061634.1|DFIC, LOC108096058|XP_017052905.1|DFIC	LOC119654264|XP_037915459.1|HILL
OG0009064	LOC108087730|XP_017040739.1|DFIC	LOC119660902|XP_037925770.1|HILL
OG0009065	LOC108091689|XP_017046507.1|DFIC	LOC119660780|XP_037925485.1|HILL
OG0009066	LOC108087552|XP_017040462.1|DFIC	LOC119649678|XP_037907866.1|HILL
OG0009067	LOC108093576|XP_017049181.1|DFIC	LOC119649379|XP_037907425.1|HILL
OG0009068	LOC108093766|XP_017049524.1|DFIC	LOC119652585|XP_037912734.1|HILL
OG0009069	LOC108093472|XP_017049046.1|DFIC	LOC119661700|XP_037927075.1|HILL
OG0009070	LOC108090698|XP_017044973.1|DFIC	LOC119655091|XP_037916721.1|HILL
OG0009073	LOC108101123|XP_017060833.1|DFIC	LOC119660335|XP_037924746.1|HILL, LOC119660059|XP_037924365.1|HILL
OG0009081	LOC108095699|XP_017052359.1|DFIC	LOC119659724|XP_037923909.1|HILL, LOC119659431|XP_037923442.1|HILL
OG0009084	LOC108098862|XP_017057525.1|DFIC	LOC119659963|XP_037924245.1|HILL
OG0009085	LOC108087302|XP_017040110.1|DFIC, LOC108087303|XP_017040111.1|DFIC	LOC119655090|XP_037916717.1|HILL
OG0009086	LOC108098634|XP_017057197.1|DFIC	LOC119652989|XP_037913341.1|HILL
OG0009089	LOC108092800|XP_017048060.1|DFIC	LOC119650739|XP_037909736.1|HILL
OG0009091	LOC108098484|XP_017056885.1|DFIC	LOC119647298|XP_037904129.1|HILL
OG0009097	LOC108095724|XP_017052387.1|DFIC	LOC119647035|XP_037903708.1|HILL
OG0009099	LOC108088418|XP_017041668.1|DFIC	LOC119656109|XP_037918353.1|HILL, LOC119651441|XP_037910972.1|HILL
OG0009100	LOC108098430|XP_017056809.1|DFIC	LOC119646197|XP_037902508.1|HILL
OG0009102	LOC108091544|XP_017046303.1|DFIC	LOC119658843|XP_037922521.1|HILL
OG0009103	LOC108092472|XP_017047551.1|DFIC	LOC119646877|XP_037903431.1|HILL
OG0009107	LOC108100883|XP_017060481.1|DFIC	LOC119646699|XP_037903193.1|HILL
OG0009108	LOC108096206|XP_017053086.1|DFIC	LOC119652517|XP_037912641.1|HILL
OG0009109	LOC108094521|XP_017050612.1|DFIC	LOC119646638|XP_037903079.1|HILL
OG0009111	LOC108096156|XP_017053026.1|DFIC	LOC119649671|XP_037907859.1|HILL, LOC119647487|XP_037904373.1|HILL
OG0009112	LOC108091521|XP_017046270.1|DFIC	LOC119659792|XP_037923994.1|HILL
OG0009113	LOC108100451|XP_017059903.1|DFIC, LOC108100112|XP_017059350.1|DFIC	LOC119646938|XP_037903556.1|HILL
OG0009114	LOC108091474|XP_017046182.1|DFIC	LOC119661592|XP_037926923.1|HILL
OG0009119	LOC108098292|XP_017056590.1|DFIC	LOC119652596|XP_037912751.1|HILL
OG0009123	LOC108094844|XP_017051136.1|DFIC	LOC119647210|XP_037903962.1|HILL
OG0009127	LOC108101842|XP_017061850.1|DFIC	LOC119661633|XP_037926983.1|HILL
OG0009128	LOC108094235|XP_017050182.1|DFIC	LOC119646833|XP_037903377.1|HILL
OG0009129	LOC108090297|XP_017044395.1|DFIC	LOC119646966|XP_037903595.1|HILL
OG0009130	LOC108101502|XP_017061350.1|DFIC	LOC119658313|XP_037921564.1|HILL
OG0009132	LOC108090857|XP_017045232.1|DFIC	LOC119658875|XP_037922575.1|HILL
OG0009136	LOC108094074|XP_017050004.1|DFIC	LOC119646328|XP_037902681.1|HILL
OG0009137	LOC108086637|XP_017039102.1|DFIC	LOC119646332|XP_037902685.1|HILL
OG0009141	LOC108094229|XP_017050176.1|DFIC	LOC119648808|XP_037906586.1|HILL, LOC119651524|XP_037911084.1|HILL
OG0009145	LOC108090994|XP_017045440.1|DFIC	LOC119655071|XP_037916695.1|HILL
OG0009146	LOC108094758|XP_017051004.1|DFIC	LOC119654636|XP_037916038.1|HILL
OG0009152	LOC108090754|XP_017045075.1|DFIC	LOC119654360|XP_037915633.1|HILL
OG0009153	LOC108090742|XP_017045056.1|DFIC	LOC119654130|XP_037915224.1|HILL
OG0009155	LOC108090392|XP_017044530.1|DFIC	LOC119654510|XP_037915876.1|HILL
OG0009156	LOC108097865|XP_017055890.1|DFIC, LOC108094935|XP_017051287.1|DFIC	LOC119657582|XP_037920489.1|HILL
OG0009161	LOC108092909|XP_017048257.1|DFIC	LOC119648085|XP_037905502.1|HILL
OG0009162	LOC108099736|XP_017058846.1|DFIC	LOC119660934|XP_037925853.1|HILL
OG0009163	LOC108087535|XP_017040430.1|DFIC	LOC119650172|XP_037908653.1|HILL
OG0009164	LOC108100646|XP_017060139.1|DFIC	LOC119653226|XP_037913736.1|HILL
OG0009165	LOC108093032|XP_017048425.1|DFIC	LOC119650130|XP_037908589.1|HILL
OG0009166	LOC108100274|XP_017059548.1|DFIC	LOC119646949|XP_037903571.1|HILL
OG0009167	LOC108093166|XP_017048607.1|DFIC	LOC119650422|XP_037909161.1|HILL
OG0009168	LOC108093167|XP_017048609.1|DFIC	LOC119649758|XP_037907980.1|HILL, LOC119648285|XP_037905869.1|HILL
OG0009169	LOC108087438|XP_017040280.1|DFIC	LOC119648074|XP_037905485.1|HILL
OG0009171	LOC108099825|XP_017058944.1|DFIC	LOC119650146|XP_037908609.1|HILL, LOC119648740|XP_037906485.1|HILL
OG0009174	LOC108097368|XP_017055101.1|DFIC	LOC119650057|XP_037908475.1|HILL
OG0009176	LOC108086934|XP_017039532.1|DFIC	LOC119648235|XP_037905786.1|HILL
OG0009178	LOC108096416|XP_017053484.1|DFIC	LOC119648662|XP_037906372.1|HILL
OG0009182	LOC108096431|XP_017053509.1|DFIC	LOC119650460|XP_037909247.1|HILL
OG0009184	LOC108088771|XP_017042212.1|DFIC	LOC119649658|XP_037907842.1|HILL
OG0009185	LOC108088917|XP_017042421.1|DFIC	LOC119648972|XP_037906822.1|HILL
OG0009186	LOC108100716|XP_017060238.1|DFIC	LOC119648839|XP_037906643.1|HILL
OG0009188	LOC108093903|XP_017049751.1|DFIC	LOC119649655|XP_037907838.1|HILL
OG0009190	LOC108100089|XP_017059324.1|DFIC	LOC119648317|XP_037905926.1|HILL, LOC119649339|XP_037907374.1|HILL
OG0009221	LOC108089196|XP_017042829.1|DFIC	LOC119651187|XP_037910552.1|HILL
OG0009222	LOC108094659|XP_017050858.1|DFIC	LOC119657106|XP_037919793.1|HILL
OG0009225	LOC108097253|XP_017054922.1|DFIC	LOC119654452|XP_037915793.1|HILL
OG0009229	LOC108098584|XP_017057113.1|DFIC	LOC119661578|XP_037926905.1|HILL
OG0009231	LOC108094725|XP_017050960.1|DFIC	LOC119657095|XP_037919778.1|HILL, LOC119648814|XP_037906595.1|HILL
OG0009232	LOC108086501|XP_017038915.1|DFIC	LOC119653760|XP_037914669.1|HILL
OG0009234	LOC108097234|XP_017054892.1|DFIC	LOC119658431|XP_037921759.1|HILL
OG0009236	LOC108089392|XP_017043064.1|DFIC	LOC119652501|XP_037912619.1|HILL
OG0009237	LOC108089278|XP_017042946.1|DFIC	LOC119650585|XP_037909346.1|HILL
OG0009238	LOC108100166|XP_017059418.1|DFIC	LOC119648211|XP_037905746.1|HILL
OG0009239	LOC108088920|XP_017042425.1|DFIC	LOC119652590|XP_037912742.1|HILL
OG0009241	LOC108092372|XP_017047403.1|DFIC	LOC119657391|XP_037920205.1|HILL
OG0009247	LOC108098016|XP_017056156.1|DFIC	LOC119650160|XP_037908635.1|HILL
OG0009248	LOC108097564|XP_017055433.1|DFIC	LOC119657323|XP_037920113.1|HILL
OG0009249	LOC108100006|XP_017059198.1|DFIC	LOC119647048|XP_037903732.1|HILL
OG0009251	LOC108102162|XP_017062350.1|DFIC	LOC119656279|XP_037918634.1|HILL
OG0009252	LOC108097262|XP_017054941.1|DFIC	LOC119656220|XP_037918547.1|HILL
OG0009253	LOC108088692|XP_017042121.1|DFIC	LOC119659779|XP_037923972.1|HILL
OG0009254	LOC108092963|XP_017048335.1|DFIC	LOC119660826|XP_037925612.1|HILL
OG0009255	LOC108097134|XP_017054720.1|DFIC	LOC119657339|XP_037920140.1|HILL
OG0009256	LOC108088706|XP_017042137.1|DFIC	LOC119657139|XP_037919839.1|HILL
OG0009257	LOC108098042|XP_017056196.1|DFIC	LOC119657464|XP_037920309.1|HILL
OG0009258	LOC108094673|XP_017050879.1|DFIC	LOC119658080|XP_037921269.1|HILL
OG0009259	LOC108098076|XP_017056258.1|DFIC	LOC119657590|XP_037920497.1|HILL, LOC119657493|XP_037920346.1|HILL
OG0009260	LOC108102117|XP_017062269.1|DFIC	LOC119654355|XP_037915629.1|HILL
OG0009261	LOC108097700|XP_017055668.1|DFIC	LOC119654381|XP_037915671.1|HILL
OG0009262	LOC108095332|XP_017051901.1|DFIC	LOC119657994|XP_037921140.1|HILL
OG0009263	LOC108094625|XP_017050803.1|DFIC	LOC119657986|XP_037921131.1|HILL
OG0009264	LOC108094606|XP_017050751.1|DFIC	LOC119658403|XP_037921720.1|HILL
OG0009265	LOC108094549|XP_017050650.1|DFIC	LOC119657734|XP_037920705.1|HILL
OG0009266	LOC108101377|XP_017061178.1|DFIC	LOC119647229|XP_037903993.1|HILL
OG0009267	LOC108098194|XP_017056423.1|DFIC	LOC119652634|XP_037912810.1|HILL
OG0009269	LOC108087339|XP_017040168.1|DFIC	LOC119660413|XP_037924880.1|HILL
OG0009271	LOC108097984|XP_017056096.1|DFIC	LOC119653582|XP_037914258.1|HILL
OG0009272	LOC108100195|XP_017059458.1|DFIC	LOC119650382|XP_037909049.1|HILL
OG0009275	LOC108092908|XP_017048256.1|DFIC	LOC119661643|XP_037927002.1|HILL
OG0009277	LOC108097050|XP_017054573.1|DFIC	LOC119655357|XP_037917138.1|HILL
OG0009278	LOC108097283|XP_017054973.1|DFIC	LOC119655403|XP_037917213.1|HILL
OG0009279	LOC108088144|XP_017041299.1|DFIC	LOC119655534|XP_037917376.1|HILL
OG0009280	LOC108086506|XP_017038922.1|DFIC	LOC119655342|XP_037917116.1|HILL
OG0009281	LOC108091254|XP_017045858.1|DFIC	LOC119654861|XP_037916374.1|HILL
OG0009282	LOC108091456|XP_017046145.1|DFIC	LOC119647027|XP_037903697.1|HILL
OG0009283	LOC108089226|XP_017042871.1|DFIC	LOC119652618|XP_037912789.1|HILL
OG0009284	LOC108088328|XP_017041556.1|DFIC	LOC119649075|XP_037907001.1|HILL
OG0009285	LOC108095049|XP_017051440.1|DFIC	LOC119660899|XP_037925764.1|HILL, LOC119660926|XP_037925834.1|HILL
OG0009286	LOC108093132|XP_017048566.1|DFIC	LOC119649004|XP_037906875.1|HILL
OG0009289	LOC108101971|XP_017062049.1|DFIC	LOC119660933|XP_037925851.1|HILL
OG0009290	LOC108086399|XP_017038790.1|DFIC	LOC119659226|XP_037923132.1|HILL
OG0009291	LOC108101972|XP_017062052.1|DFIC	LOC119660709|XP_037925272.1|HILL
OG0009293	LOC108097890|XP_017055918.1|DFIC	LOC119654601|XP_037915999.1|HILL
OG0009294	LOC108090341|XP_017044446.1|DFIC	LOC119656981|XP_037919641.1|HILL
OG0009295	LOC108094592|XP_017050710.1|DFIC	LOC119660782|XP_037925490.1|HILL
OG0009297	LOC108095883|XP_017052683.1|DFIC	LOC119659439|XP_037923450.1|HILL
OG0009303	LOC108091941|XP_017046818.1|DFIC	LOC119659596|XP_037923686.1|HILL
OG0009304	LOC108101027|XP_017060683.1|DFIC	LOC119660058|XP_037924364.1|HILL
OG0009305	LOC108087034|XP_017039692.1|DFIC	LOC119659893|XP_037924144.1|HILL
OG0009306	LOC108091151|XP_017045676.1|DFIC	LOC119654953|XP_037916537.1|HILL
OG0009307	LOC108092063|XP_017047015.1|DFIC	LOC119659900|XP_037924152.1|HILL
OG0009309	LOC108087020|XP_017039675.1|DFIC	LOC119658917|XP_037922660.1|HILL
OG0009310	LOC108087369|XP_017040199.1|DFIC	LOC119658781|XP_037922408.1|HILL
OG0009311	LOC108102004|XP_017062091.1|DFIC	LOC119660264|XP_037924649.1|HILL
OG0009312	LOC108086998|XP_017039623.1|DFIC	LOC119659669|XP_037923822.1|HILL
OG0009314	LOC108096898|XP_017054337.1|DFIC	LOC119659850|XP_037924079.1|HILL
OG0009317	LOC108088550|XP_017041884.1|DFIC	LOC119651639|XP_037911237.1|HILL
OG0009319	LOC108096458|XP_017053558.1|DFIC	LOC119659652|XP_037923787.1|HILL
OG0009320	LOC108095720|XP_017052383.1|DFIC	LOC119660027|XP_037924333.1|HILL
OG0009321	LOC108095703|XP_017052364.1|DFIC	LOC119659857|XP_037924090.1|HILL
OG0009323	LOC108091834|XP_017046703.1|DFIC	LOC119655786|XP_037917805.1|HILL
OG0009327	LOC108088422|XP_017041672.1|DFIC	LOC119650621|XP_037909438.1|HILL
OG0009328	LOC108088442|XP_017041706.1|DFIC	LOC119660252|XP_037924635.1|HILL
OG0009332	LOC108087193|XP_017039942.1|DFIC	LOC119647688|XP_037904699.1|HILL
OG0009344	LOC108099234|XP_017058096.1|DFIC	LOC119654704|XP_037916149.1|HILL
OG0009345	LOC108088480|XP_017041768.1|DFIC	LOC119657152|XP_037919856.1|HILL
OG0009348	LOC108099513|XP_017058565.1|DFIC	LOC119655353|XP_037917136.1|HILL
OG0009350	LOC108086876|XP_017039428.1|DFIC	LOC119651807|XP_037911522.1|HILL
OG0009353	LOC108099288|XP_017058169.1|DFIC	LOC119657309|XP_037920096.1|HILL
OG0009356	LOC108092548|XP_017047672.1|DFIC	LOC119654454|XP_037915792.1|HILL
OG0009357	LOC108093494|XP_017049072.1|DFIC	LOC119659744|XP_037923934.1|HILL
OG0009358	LOC108092387|XP_017047435.1|DFIC	LOC119652305|XP_037912243.1|HILL
OG0009363	LOC108089837|XP_017043740.1|DFIC	LOC119648293|XP_037905881.1|HILL
OG0009369	LOC108091472|XP_017046178.1|DFIC	LOC119646122|XP_037902400.1|HILL
OG0009374	LOC108098267|XP_017056554.1|DFIC	LOC119661380|XP_037926627.1|HILL
OG0009376	LOC108092329|XP_017047354.1|DFIC	LOC119661375|XP_037926622.1|HILL
OG0009380	LOC108089276|XP_017042942.1|DFIC, LOC108089116|XP_017042717.1|DFIC	LOC119656186|XP_037918468.1|HILL
OG0009382	LOC108102232|XP_017062449.1|DFIC	LOC119657381|XP_037920193.1|HILL, LOC119657463|XP_037920307.1|HILL
OG0009385	LOC108098313|XP_017056615.1|DFIC	LOC119653052|XP_037913453.1|HILL
OG0009396	LOC108086434|XP_017038831.1|DFIC	LOC119647235|XP_037904024.1|HILL
OG0009397	LOC108087838|XP_017040902.1|DFIC	LOC119660329|XP_037924739.1|HILL
OG0009401	LOC108100113|XP_017059351.1|DFIC	LOC119654959|XP_037916545.1|HILL
OG0009422	LOC108096803|XP_017054176.1|DFIC	LOC119654315|XP_037915566.1|HILL
OG0009441	LOC108098123|XP_017056333.1|DFIC	LOC119657597|XP_037920508.1|HILL
OG0009442	LOC108094632|XP_017050810.1|DFIC	LOC119660582|XP_037925165.1|HILL
OG0009443	LOC108087620|XP_017040551.1|DFIC	LOC119657561|XP_037920446.1|HILL
OG0009444	LOC108098152|XP_017056368.1|DFIC	LOC119657947|XP_037921066.1|HILL
OG0009446	LOC108095315|XP_017051877.1|DFIC	LOC119656688|XP_037919101.1|HILL
OG0009447	LOC108097456|XP_017055217.1|DFIC	LOC119649567|XP_037907695.1|HILL
OG0009450	LOC108097206|XP_017054840.1|DFIC	LOC119657574|XP_037920468.1|HILL
OG0009458	LOC108092910|XP_017048258.1|DFIC	LOC119661615|XP_037926964.1|HILL
OG0009460	LOC108099216|XP_017058084.1|DFIC	LOC119649994|XP_037908379.1|HILL
OG0009461	LOC108099179|XP_017058031.1|DFIC	LOC119649091|XP_037907022.1|HILL
OG0009462	LOC108100645|XP_017060137.1|DFIC	LOC119649073|XP_037906996.1|HILL
OG0009463	LOC108089453|XP_017043185.1|DFIC	LOC119648582|XP_037906279.1|HILL
OG0009464	LOC108099986|XP_017059173.1|DFIC	LOC119657586|XP_037920494.1|HILL
OG0009467	LOC108096205|XP_017053081.1|DFIC	LOC119649266|XP_037907283.1|HILL
OG0009468	LOC108099207|XP_017058072.1|DFIC	LOC119649193|XP_037907152.1|HILL
OG0009469	LOC108093149|XP_017048584.1|DFIC	LOC119648921|XP_037906754.1|HILL
OG0009470	LOC108093037|XP_017048430.1|DFIC	LOC119649687|XP_037907878.1|HILL
OG0009474	LOC108100581|XP_017060049.1|DFIC	LOC119655095|XP_037916736.1|HILL
OG0009476	LOC108089522|XP_017043337.1|DFIC	LOC119647448|XP_037904305.1|HILL
OG0009478	LOC108089372|XP_017043037.1|DFIC	LOC119649538|XP_037907653.1|HILL
OG0009479	LOC108101492|XP_017061342.1|DFIC, LOC108088739|XP_017042211.1|DFIC	LOC119647707|XP_037904722.1|HILL
OG0009481	LOC108096198|XP_017053071.1|DFIC	LOC119648990|XP_037906842.1|HILL
OG0009484	LOC108087017|XP_017039673.1|DFIC	LOC119660289|XP_037924689.1|HILL
OG0009488	LOC108087478|XP_017040345.1|DFIC	LOC119649461|XP_037907544.1|HILL
OG0009492	LOC108088763|XP_017042202.1|DFIC	LOC119650387|XP_037909073.1|HILL
OG0009494	LOC108088792|XP_017042247.1|DFIC	LOC119659525|XP_037923589.1|HILL
OG0009495	LOC108100437|XP_017059847.1|DFIC	LOC119647596|XP_037904545.1|HILL
OG0009498	LOC108100570|XP_017060037.1|DFIC	LOC119648046|XP_037905427.1|HILL
OG0009500	LOC108096199|XP_017053072.1|DFIC	LOC119649174|XP_037907130.1|HILL
OG0009501	LOC108096175|XP_017053048.1|DFIC	LOC119649413|XP_037907478.1|HILL
OG0009502	LOC108097402|XP_017055149.1|DFIC	LOC119651527|XP_037911087.1|HILL
OG0009504	LOC108098826|XP_017057471.1|DFIC	LOC119652488|XP_037912596.1|HILL
OG0009508	LOC108092564|XP_017047693.1|DFIC	LOC119651723|XP_037911374.1|HILL
OG0009509	LOC108090583|XP_017044822.1|DFIC	LOC119647372|XP_037904206.1|HILL
OG0009515	LOC108101153|XP_017060865.1|DFIC	LOC119647065|XP_037903754.1|HILL, LOC119647056|XP_037903743.1|HILL, LOC119646997|XP_037903647.1|HILL
OG0009523	LOC108096707|XP_017054029.1|DFIC	LOC119655744|XP_037917726.1|HILL
OG0009556	LOC108102238|XP_017062466.1|DFIC	LOC119659575|XP_037923660.1|HILL
OG0009557	LOC108095788|XP_017052535.1|DFIC	LOC119657219|XP_037919959.1|HILL
OG0009563	LOC108089610|XP_017043460.1|DFIC	LOC119647739|XP_037904776.1|HILL
OG0009572	LOC108095371|XP_017051939.1|DFIC	LOC119657806|XP_037920831.1|HILL
OG0009573	LOC108095589|XP_017052240.1|DFIC	LOC119657086|XP_037919769.1|HILL
OG0009574	LOC108101772|XP_017061734.1|DFIC	LOC119656918|XP_037919538.1|HILL
OG0009577	LOC108088097|XP_017041239.1|DFIC	LOC119661088|XP_037926208.1|HILL
OG0009584	LOC108102116|XP_017062268.1|DFIC	LOC119656111|XP_037918356.1|HILL
OG0009585	LOC108095836|XP_017052615.1|DFIC	LOC119653571|XP_037914227.1|HILL
OG0009586	LOC108100247|XP_017059514.1|DFIC	LOC119649068|XP_037906984.1|HILL
OG0009587	LOC108096784|XP_017054149.1|DFIC	LOC119646788|XP_037903301.1|HILL
OG0009593	LOC108101020|XP_017060675.1|DFIC	LOC119659279|XP_037923216.1|HILL
OG0009599	LOC108092219|XP_017047241.1|DFIC	LOC119660188|XP_037924530.1|HILL
OG0009603	LOC108099451|XP_017058478.1|DFIC	LOC119660620|XP_037925250.1|HILL
OG0009609	LOC108102243|XP_017062471.1|DFIC	LOC119660528|XP_037925080.1|HILL
OG0009610	LOC108101100|XP_017060800.1|DFIC	LOC119657810|XP_037920845.1|HILL
OG0009623	LOC108087952|XP_017041030.1|DFIC	LOC119654716|XP_037916165.1|HILL, LOC119654715|XP_037916162.1|HILL
OG0009671	LOC108096040|XP_017052876.1|DFIC	LOC119646945|XP_037903564.1|HILL
OG0009689	LOC108096892|XP_017054323.1|DFIC	LOC119660818|XP_037925598.1|HILL
OG0009691	LOC108087810|XP_017040859.1|DFIC	LOC119646990|XP_037903633.1|HILL
OG0009693	LOC108086703|XP_017039191.1|DFIC	LOC119661367|XP_037926606.1|HILL
OG0009696	LOC108090518|XP_017044726.1|DFIC	LOC119654461|XP_037915803.1|HILL
OG0009697	LOC108100243|XP_017059508.1|DFIC	LOC119661746|XP_037927140.1|HILL
OG0009725	LOC108096499|XP_017053597.1|DFIC	LOC119652038|XP_037911902.1|HILL
OG0009736	LOC108097246|XP_017054912.1|DFIC	LOC119654931|XP_037916511.1|HILL
OG0009739	LOC108088580|XP_017041918.1|DFIC	LOC119658379|XP_037921673.1|HILL
OG0009742	LOC108097502|XP_017055302.1|DFIC	LOC119657894|XP_037920966.1|HILL
OG0009749	LOC108099931|XP_017059090.1|DFIC	LOC119656599|XP_037918954.1|HILL
OG0009750	LOC108100172|XP_017059432.1|DFIC	LOC119658276|XP_037921497.1|HILL
OG0009751	LOC108097743|XP_017055740.1|DFIC	LOC119658067|XP_037921253.1|HILL
OG0009755	LOC108102169|XP_017062358.1|DFIC	LOC119657087|XP_037919770.1|HILL
OG0009757	LOC108095247|XP_017051763.1|DFIC	LOC119655142|XP_037916809.1|HILL
OG0009760	LOC108097039|XP_017054557.1|DFIC	LOC119654850|XP_037916358.1|HILL
OG0009762	LOC108092877|XP_017048207.1|DFIC	LOC119653948|XP_037915037.1|HILL
OG0009763	LOC108100259|XP_017059525.1|DFIC	LOC119648653|XP_037906353.1|HILL
OG0009769	LOC108093848|XP_017049675.1|DFIC	LOC119650110|XP_037908561.1|HILL
OG0009777	LOC108089753|XP_017043628.1|DFIC	LOC119649547|XP_037907667.1|HILL
OG0009781	LOC108093117|XP_017048549.1|DFIC	LOC119649818|XP_037908077.1|HILL
OG0009782	LOC108099200|XP_017058064.1|DFIC	LOC119649074|XP_037906997.1|HILL
OG0009822	LOC108099928|XP_017059087.1|DFIC	LOC119647625|XP_037904604.1|HILL
OG0009824	LOC108100607|XP_017060085.1|DFIC	LOC119648970|XP_037906820.1|HILL
OG0009842	LOC108087458|XP_017040310.1|DFIC	LOC119651473|XP_037911010.1|HILL
OG0009847	LOC108097102|XP_017054660.1|DFIC	LOC119658966|XP_037922774.1|HILL
OG0009909	LOC108086594|XP_017039052.1|DFIC	LOC119657750|XP_037920731.1|HILL
OG0009926	LOC108095426|XP_017052024.1|DFIC	LOC119656513|XP_037918776.1|HILL
OG0009928	LOC108088404|XP_017041647.1|DFIC	LOC119660473|XP_037924990.1|HILL, LOC119660471|XP_037924988.1|HILL
OG0009930	LOC108101876|XP_017061906.1|DFIC	LOC119655495|XP_037917325.1|HILL
OG0009933	LOC108093662|XP_017049331.1|DFIC	LOC119657770|XP_037920764.1|HILL, LOC119657723|XP_037920695.1|HILL
OG0009938	LOC108097896|XP_017055923.1|DFIC	LOC119651920|XP_037911676.1|HILL
OG0009946	LOC108102030|XP_017062122.1|DFIC	LOC119658983|XP_037922793.1|HILL
OG0009961	LOC108098470|XP_017056867.1|DFIC	LOC119651840|XP_037911566.1|HILL
OG0010041	LOC108092808|XP_017048070.1|DFIC	LOC119658526|XP_037921932.1|HILL
OG0010086	LOC108086931|XP_017039525.1|DFIC	LOC119648157|XP_037905660.1|HILL
OG0010099	LOC108101249|XP_017060994.1|DFIC	LOC119646369|XP_037902732.1|HILL
OG0010107	LOC108087634|XP_017040580.1|DFIC	LOC119646903|XP_037903499.1|HILL
OG0010120	LOC108088645|XP_017042055.1|DFIC	LOC119656161|XP_037918431.1|HILL
OG0010135	LOC108093447|XP_017049002.1|DFIC	LOC119657565|XP_037920452.1|HILL
OG0010164	LOC108099835|XP_017058956.1|DFIC	LOC119648403|XP_037906073.1|HILL
OG0010186	LOC108087411|XP_017040239.1|DFIC	LOC119655343|XP_037917120.1|HILL
OG0010233	LOC108099401|XP_017058396.1|DFIC	LOC119650936|XP_037910094.1|HILL
OG0010248	LOC108091944|XP_017046821.1|DFIC	LOC119654655|XP_037916072.1|HILL
OG0010256	LOC108091687|XP_017046504.1|DFIC	LOC119656462|XP_037918730.1|HILL
OG0010276	LOC108097654|XP_017055573.1|DFIC	LOC119657266|XP_037920026.1|HILL
OG0010281	LOC108099086|XP_017057891.1|DFIC	LOC119659614|XP_037923715.1|HILL
OG0010324	LOC108100329|XP_017059625.1|DFIC	LOC119649589|XP_037907726.1|HILL
OG0010328	LOC108089363|XP_017043030.1|DFIC	LOC119649530|XP_037907644.1|HILL, LOC119649587|XP_037907720.1|HILL
OG0010619	LOC108089008|XP_017042573.1|DFIC	LOC119648141|XP_037905615.1|HILL
OG0010621	LOC108092631|XP_017047758.1|DFIC	LOC119657895|XP_037920978.1|HILL
OG0010627	LOC108095686|XP_017052346.1|DFIC	LOC119651451|XP_037910985.1|HILL, LOC119651535|XP_037911095.1|HILL
OG0010645	LOC108098145|XP_017056360.1|DFIC	LOC119655676|XP_037917594.1|HILL
OG0010813	LOC108090544|XP_017044768.1|DFIC	LOC119650776|XP_037909811.1|HILL
OG0010823	LOC108094440|XP_017050499.1|DFIC	LOC119656179|XP_037918456.1|HILL
OG0010825	LOC108094749|XP_017050992.1|DFIC	LOC119655276|XP_037917020.1|HILL
OG0010914	LOC108096559|XP_017053737.1|DFIC	LOC119646241|XP_037902562.1|HILL, LOC119660010|XP_037924317.1|HILL
OG0010950	LOC108090850|XP_017045212.1|DFIC	LOC119654419|XP_037915737.1|HILL
OG0011067	LOC108096223|XP_017053100.1|DFIC	LOC119649702|XP_037907901.1|HILL
OG0011077	LOC108090946|XP_017045370.1|DFIC	LOC119646507|XP_037902890.1|HILL
OG0011080	LOC108087123|XP_017039807.1|DFIC	LOC119651845|XP_037911572.1|HILL
OG0011111	LOC108097822|XP_017055833.1|DFIC	LOC119646457|XP_037902835.1|HILL, LOC119649511|XP_037907611.1|HILL
OG0011170	LOC108096515|XP_017053633.1|DFIC	LOC119659478|XP_037923517.1|HILL
OG0011172	LOC108088971|XP_017042496.1|DFIC	CYTB|YP_009390195.1|HILL
OG0011174	LOC108101660|XP_017061567.1|DFIC	LOC119661745|XP_037927139.1|HILL
OG0011182	LOC108096992|XP_017054468.1|DFIC	LOC119654384|XP_037915680.1|HILL
OG0011190	LOC108087703|XP_017040708.1|DFIC	LOC119649478|XP_037907573.1|HILL
OG0011216	LOC108094766|XP_017051028.1|DFIC	LOC119659701|XP_037923881.1|HILL
OG0011293	LOC108095924|XP_017052746.1|DFIC	LOC119659636|XP_037923764.1|HILL
OG0011435	LOC108091396|XP_017046073.1|DFIC	ND4|YP_009390192.1|HILL
OG0011440	LOC108088674|XP_017042097.1|DFIC	LOC119657308|XP_037920095.1|HILL
