Orthogroup	DSER.longest_only	BCOP.longest_only
OG0008216	LOC110178578|XP_020801415.1|DSER	LOC119072097|XP_037033146.1|BCOP
OG0008217	LOC110176051|XP_020797924.1|DSER	LOC119076943|XP_037039889.1|BCOP
OG0008218	LOC110176340|XP_020798321.1|DSER	LOC119066417|XP_037024785.1|BCOP
OG0008219	LOC110182107|XP_020805772.1|DSER	LOC119068848|XP_037028561.1|BCOP
OG0008220	LOC110181513|XP_020804946.1|DSER	LOC119084315|XP_037050130.1|BCOP
OG0008221	LOC110178104|XP_020800773.1|DSER	LOC119078498|XP_037041945.1|BCOP
OG0008222	LOC110190424|XP_020816561.1|DSER	LOC119072303|XP_037033384.1|BCOP
OG0008224	LOC110176700|XP_020798794.1|DSER	LOC119066103|XP_037024272.1|BCOP
OG0008225	LOC110187142|XP_020812215.1|DSER	LOC119082577|XP_037047997.1|BCOP
OG0008226	LOC110182462|XP_020806158.1|DSER	LOC119083485|XP_037049106.1|BCOP
OG0008227	LOC110186361|XP_020811169.1|DSER	LOC119069404|XP_037029349.1|BCOP
OG0008228	LOC110189010|XP_020814622.1|DSER	LOC119070042|XP_037030221.1|BCOP
OG0008230	LOC110190304|XP_020816351.1|DSER	LOC119074414|XP_037036438.1|BCOP
OG0008233	LOC110181383|XP_020804773.1|DSER, LOC110178703|XP_020801562.1|DSER	LOC119080068|XP_037044178.1|BCOP
OG0008234	LOC110184101|XP_020808151.1|DSER	LOC119081312|XP_037045978.1|BCOP, LOC119081311|XP_037045970.1|BCOP
OG0008235	LOC110181901|XP_020805491.1|DSER	LOC119076171|XP_037038752.1|BCOP
OG0008237	LOC110188683|XP_020814185.1|DSER	LOC119079953|XP_037043959.1|BCOP
OG0008238	LOC110178728|XP_020801608.1|DSER	LOC119079531|XP_037043416.1|BCOP
OG0008239	LOC110190232|XP_020816252.1|DSER	LOC119080534|XP_037044841.1|BCOP
OG0008240	LOC110189469|XP_020815206.1|DSER	LOC119079888|XP_037043866.1|BCOP
OG0008243	LOC110178473|XP_020801274.1|DSER	LOC119084712|XP_037050689.1|BCOP
OG0008244	LOC110191020|XP_020817395.1|DSER	LOC119077545|XP_037040653.1|BCOP
OG0008245	LOC110178251|XP_020800965.1|DSER	LOC119066604|XP_037025062.1|BCOP
OG0008246	LOC110180066|XP_020803351.1|DSER	LOC119084130|XP_037049875.1|BCOP, LOC119082287|XP_037047656.1|BCOP, LOC119078200|XP_037041560.1|BCOP
OG0008266	LOC110188111|XP_020813342.1|DSER	LOC119069491|XP_037029456.1|BCOP
OG0008267	LOC110191263|XP_020817713.1|DSER	LOC119070586|XP_037030892.1|BCOP
OG0008268	LOC110187420|XP_020812468.1|DSER	LOC119068096|XP_037027414.1|BCOP
OG0008269	LOC110176826|XP_020798936.1|DSER	LOC119070128|XP_037030344.1|BCOP
OG0008270	LOC110179110|XP_020802159.1|DSER	LOC119082239|XP_037047601.1|BCOP
OG0008271	LOC110185300|XP_020809710.1|DSER	LOC119070326|XP_037030490.1|BCOP
OG0008272	LOC110183051|XP_020806894.1|DSER	LOC119067290|XP_037026075.1|BCOP
OG0008273	LOC110186448|XP_020811291.1|DSER	LOC119084499|XP_037050414.1|BCOP
OG0008275	LOC110182573|XP_020806279.1|DSER	LOC119067576|XP_037026556.1|BCOP
OG0008276	LOC110187097|XP_020812160.1|DSER	LOC119067757|XP_037026784.1|BCOP
OG0008277	LOC110182220|XP_020805905.1|DSER	LOC119067626|XP_037026614.1|BCOP
OG0008278	LOC110183360|XP_020807281.1|DSER	LOC119080890|XP_037045364.1|BCOP
OG0008279	LOC110181927|XP_020805521.1|DSER	LOC119082228|XP_037047581.1|BCOP
OG0008280	LOC110181704|XP_020805207.1|DSER	LOC119082580|XP_037048013.1|BCOP
OG0008281	LOC110181718|XP_020805231.1|DSER	LOC119082635|XP_037048100.1|BCOP
OG0008282	LOC110182482|XP_020806188.1|DSER	LOC119067575|XP_037026555.1|BCOP
OG0008283	LOC110181612|XP_020805073.1|DSER	LOC119069528|XP_037029497.1|BCOP
OG0008285	LOC110179061|XP_020802082.1|DSER	LOC119069574|XP_037029553.1|BCOP
OG0008286	LOC110179504|XP_020802739.1|DSER	LOC119067132|XP_037025812.1|BCOP
OG0008287	LOC110179083|XP_020802128.1|DSER	LOC119067603|XP_037026589.1|BCOP
OG0008288	LOC110188702|XP_020814168.1|DSER	LOC119068323|XP_037027773.1|BCOP
OG0008290	LOC110180291|XP_020803607.1|DSER	LOC119067610|XP_037026598.1|BCOP
OG0008291	LOC110184282|XP_020808422.1|DSER	LOC119067820|XP_037026878.1|BCOP
OG0008292	LOC110187101|XP_020812166.1|DSER	LOC119076490|XP_037039170.1|BCOP
OG0008293	LOC110186824|XP_020811770.1|DSER	LOC119068319|XP_037027768.1|BCOP
OG0008294	LOC110191342|XP_020817846.1|DSER	LOC119067446|XP_037026322.1|BCOP
OG0008295	LOC110180625|XP_020803970.1|DSER	LOC119081345|XP_037046073.1|BCOP
OG0008296	LOC110184246|XP_020808361.1|DSER	LOC119066847|XP_037025410.1|BCOP
OG0008297	LOC110179085|XP_020802129.1|DSER	LOC119070055|XP_037030245.1|BCOP
OG0008298	LOC110184130|XP_020808197.1|DSER	LOC119067333|XP_037026133.1|BCOP
OG0008300	LOC110179749|XP_020803025.1|DSER	LOC119068835|XP_037028515.1|BCOP
OG0008301	LOC110188654|XP_020814091.1|DSER	LOC119067853|XP_037026986.1|BCOP
OG0008302	LOC110184387|XP_020808552.1|DSER	LOC119069511|XP_037029483.1|BCOP
OG0008303	LOC110181799|XP_020805340.1|DSER	LOC119068729|XP_037028317.1|BCOP
OG0008304	LOC110182649|XP_020806375.1|DSER	LOC119082681|XP_037048153.1|BCOP
OG0008305	LOC110179577|XP_020802826.1|DSER	LOC119066348|XP_037024659.1|BCOP
OG0008306	LOC110184380|XP_020808543.1|DSER	LOC119069231|XP_037029165.1|BCOP
OG0008307	LOC110189200|XP_020814833.1|DSER	LOC119067431|XP_037026298.1|BCOP
OG0008308	LOC110191377|XP_020817887.1|DSER	LOC119069956|XP_037030082.1|BCOP
OG0008309	LOC110185844|XP_020810511.1|DSER	LOC119069274|XP_037029228.1|BCOP
OG0008310	LOC110185246|XP_020809640.1|DSER	LOC119066478|XP_037024878.1|BCOP
OG0008311	LOC110191991|XP_020818683.1|DSER	LOC119068741|XP_037028339.1|BCOP
OG0008312	LOC110186254|XP_020810995.1|DSER	LOC119068458|XP_037027938.1|BCOP
OG0008313	LOC110179387|XP_020802571.1|DSER	LOC119068063|XP_037027359.1|BCOP
OG0008314	LOC110189237|XP_020814879.1|DSER	LOC119083508|XP_037049125.1|BCOP
OG0008315	LOC110176183|XP_020798092.1|DSER, LOC110182019|XP_020805609.1|DSER	LOC119068174|XP_037027557.1|BCOP
OG0008318	LOC110184257|XP_020808380.1|DSER	LOC119068760|XP_037028392.1|BCOP
OG0008319	LOC110177905|XP_020800534.1|DSER	LOC119069798|XP_037029848.1|BCOP
OG0008320	LOC110179472|XP_020802701.1|DSER	LOC119068570|XP_037028109.1|BCOP
OG0008321	LOC110191888|XP_020818532.1|DSER	LOC119070426|XP_037030662.1|BCOP
OG0008322	LOC110183398|XP_020807327.1|DSER	LOC119069008|XP_037028778.1|BCOP, LOC119068660|XP_037028232.1|BCOP
OG0008323	LOC110191047|XP_020817430.1|DSER	LOC119070508|XP_037030761.1|BCOP
OG0008324	LOC110183047|XP_020806890.1|DSER	LOC119067189|XP_037025915.1|BCOP
OG0008325	LOC110184337|XP_020808493.1|DSER	LOC119068562|XP_037028085.1|BCOP
OG0008326	LOC110190972|XP_020817322.1|DSER	LOC119085744|XP_037052108.1|BCOP
OG0008327	LOC110191645|XP_020818198.1|DSER	LOC119081555|XP_037046474.1|BCOP
OG0008328	LOC110182011|XP_020805602.1|DSER	LOC119075915|XP_037038396.1|BCOP
OG0008329	LOC110181925|XP_020805519.1|DSER	LOC119080609|XP_037044906.1|BCOP
OG0008330	LOC110178726|XP_020801609.1|DSER	LOC119081787|XP_037046892.1|BCOP
OG0008332	LOC110190293|XP_020816336.1|DSER	LOC119080768|XP_037045229.1|BCOP
OG0008333	LOC110190508|XP_020816688.1|DSER	LOC119075217|XP_037037497.1|BCOP
OG0008334	LOC110190601|XP_020816853.1|DSER	LOC119075216|XP_037037496.1|BCOP
OG0008335	LOC110185292|XP_020809700.1|DSER	LOC119085587|XP_037051903.1|BCOP
OG0008336	LOC110190369|XP_020816440.1|DSER	LOC119073749|XP_037035304.1|BCOP
OG0008337	LOC110189004|XP_020814615.1|DSER	LOC119080936|XP_037045451.1|BCOP
OG0008338	LOC110178989|XP_020801963.1|DSER	LOC119079345|XP_037043070.1|BCOP
OG0008339	LOC110184423|XP_020808617.1|DSER	LOC119082078|XP_037047315.1|BCOP
OG0008341	LOC110178596|XP_020801441.1|DSER	LOC119078140|XP_037041512.1|BCOP
OG0008342	LOC110188802|XP_020814336.1|DSER	LOC119085489|XP_037051800.1|BCOP
OG0008344	LOC110177625|XP_020800092.1|DSER	LOC119077307|XP_037040369.1|BCOP
OG0008345	LOC110182803|XP_020806597.1|DSER	LOC119074314|XP_037036268.1|BCOP
OG0008346	LOC110181510|XP_020804941.1|DSER	LOC119074036|XP_037035876.1|BCOP
OG0008347	LOC110185930|XP_020810603.1|DSER	LOC119082661|XP_037048141.1|BCOP
OG0008349	LOC110191024|XP_020817400.1|DSER	LOC119076081|XP_037038627.1|BCOP
OG0008350	LOC110175919|XP_020797756.1|DSER	LOC119066261|XP_037024509.1|BCOP
OG0008351	LOC110188905|XP_020814485.1|DSER	LOC119079850|XP_037043812.1|BCOP
OG0008352	LOC110190485|XP_020816656.1|DSER	LOC119081067|XP_037045685.1|BCOP
OG0008354	LOC110181677|XP_020805171.1|DSER	LOC119085317|XP_037051593.1|BCOP
OG0008355	LOC110179353|XP_020802524.1|DSER	LOC119073486|XP_037034886.1|BCOP
OG0008356	LOC110190489|XP_020816664.1|DSER	LOC119080708|XP_037045064.1|BCOP
OG0008357	LOC110186349|XP_020811156.1|DSER	LOC119076007|XP_037038482.1|BCOP
OG0008358	LOC110185931|XP_020810604.1|DSER	LOC119077904|XP_037041170.1|BCOP
OG0008359	LOC110184073|XP_020808111.1|DSER	LOC119066753|XP_037025279.1|BCOP
OG0008360	LOC110177249|XP_020799562.1|DSER	LOC119083566|XP_037049201.1|BCOP
OG0008361	LOC110183870|XP_020807882.1|DSER	LOC119082409|XP_037047836.1|BCOP
OG0008362	LOC110179509|XP_020802745.1|DSER	LOC119067571|XP_037026550.1|BCOP
OG0008363	LOC110190924|XP_020817245.1|DSER	LOC119085390|XP_037051680.1|BCOP
OG0008364	LOC110176185|XP_020798094.1|DSER	LOC119071285|XP_037032050.1|BCOP
OG0008365	LOC110179203|XP_020802280.1|DSER	LOC119072045|XP_037033065.1|BCOP
OG0008366	LOC110177355|XP_020799706.1|DSER	LOC119084907|XP_037050957.1|BCOP
OG0008367	LOC110179480|XP_020802712.1|DSER	LOC119070837|XP_037031242.1|BCOP
OG0008369	LOC110175917|XP_020797753.1|DSER	LOC119076540|XP_037039230.1|BCOP
OG0008370	LOC110191078|XP_020817472.1|DSER	LOC119068252|XP_037027685.1|BCOP
OG0008371	LOC110187619|XP_020812668.1|DSER	LOC119072824|XP_037034021.1|BCOP
OG0008372	LOC110187185|XP_020812243.1|DSER	LOC119081792|XP_037046897.1|BCOP
OG0008373	LOC110183286|XP_020807175.1|DSER	LOC119075606|XP_037037971.1|BCOP
OG0008374	LOC110182817|XP_020806612.1|DSER	LOC119078669|XP_037042221.1|BCOP
OG0008375	LOC110187421|XP_020812470.1|DSER	LOC119068457|XP_037027932.1|BCOP
OG0008376	LOC110182307|XP_020805982.1|DSER	LOC119072552|XP_037033684.1|BCOP
OG0008377	LOC110178103|XP_020800772.1|DSER	LOC119080007|XP_037044076.1|BCOP
OG0008378	LOC110178111|XP_020800784.1|DSER	LOC119066354|XP_037024667.1|BCOP
OG0008379	LOC110185711|XP_020810346.1|DSER	LOC119078778|XP_037042383.1|BCOP
OG0008380	LOC110183316|XP_020807220.1|DSER	LOC119082275|XP_037047644.1|BCOP
OG0008381	LOC110182314|XP_020805999.1|DSER	LOC119084646|XP_037050609.1|BCOP
OG0008383	LOC110177051|XP_020799226.1|DSER	LOC119085858|XP_037052265.1|BCOP
OG0008384	LOC110184011|XP_020808036.1|DSER	LOC119066500|XP_037024907.1|BCOP
OG0008385	LOC110187385|XP_020812435.1|DSER	LOC119066437|XP_037024827.1|BCOP
OG0008386	LOC110184447|XP_020808646.1|DSER	LOC119077067|XP_037040100.1|BCOP
OG0008387	LOC110176483|XP_020798512.1|DSER	LOC119075305|XP_037037611.1|BCOP
OG0008388	LOC110183828|XP_020807840.1|DSER	LOC119070886|XP_037031303.1|BCOP
OG0008389	LOC110182719|XP_020806478.1|DSER	LOC119083120|XP_037048648.1|BCOP
OG0008391	LOC110182283|XP_020805960.1|DSER	LOC119066338|XP_037024639.1|BCOP
OG0008392	LOC110178551|XP_020801375.1|DSER	LOC119084044|XP_037049772.1|BCOP
OG0008393	LOC110178547|XP_020801365.1|DSER	LOC119070875|XP_037031290.1|BCOP
OG0008394	LOC110190916|XP_020817236.1|DSER	LOC119077933|XP_037041210.1|BCOP
OG0008395	LOC110184319|XP_020808468.1|DSER	LOC119076825|XP_037039718.1|BCOP
OG0008396	LOC110184219|XP_020808330.1|DSER	LOC119076823|XP_037039712.1|BCOP
OG0008398	LOC110182192|XP_020805859.1|DSER	LOC119075797|XP_037038259.1|BCOP
OG0008399	LOC110180526|XP_020803853.1|DSER	LOC119074764|XP_037036928.1|BCOP
OG0008402	LOC110191297|XP_020817765.1|DSER	LOC119084357|XP_037050197.1|BCOP
OG0008403	LOC110181916|XP_020805511.1|DSER	LOC119077926|XP_037041201.1|BCOP
OG0008405	LOC110179519|XP_020802755.1|DSER	LOC119074969|XP_037037265.1|BCOP
OG0008406	LOC110184241|XP_020808357.1|DSER	LOC119077920|XP_037041196.1|BCOP
OG0008407	LOC110186568|XP_020811435.1|DSER	LOC119078023|XP_037041322.1|BCOP
OG0008408	LOC110187089|XP_020812148.1|DSER	LOC119069283|XP_037029247.1|BCOP
OG0008409	LOC110184626|XP_020808883.1|DSER	LOC119079454|XP_037043262.1|BCOP
OG0008410	LOC110186449|XP_020811293.1|DSER	LOC119066404|XP_037024760.1|BCOP
OG0008411	LOC110191878|XP_020818521.1|DSER	LOC119077873|XP_037041120.1|BCOP
OG0008412	LOC110180576|XP_020803929.1|DSER	LOC119074351|XP_037036341.1|BCOP
OG0008413	LOC110178991|XP_020801965.1|DSER	LOC119066476|XP_037024880.1|BCOP
OG0008415	LOC110181855|XP_020805432.1|DSER	LOC119070079|XP_037030281.1|BCOP
OG0008416	LOC110179564|XP_020802805.1|DSER	LOC119076414|XP_037039044.1|BCOP
OG0008417	LOC110180189|XP_020803504.1|DSER	LOC119072245|XP_037033324.1|BCOP
OG0008418	LOC110180533|XP_020803868.1|DSER	LOC119077855|XP_037041078.1|BCOP
OG0008419	LOC110176052|XP_020797925.1|DSER	LOC119075799|XP_037038261.1|BCOP
OG0008420	LOC110187074|XP_020812123.1|DSER	LOC119074328|XP_037036303.1|BCOP
OG0008421	LOC110184371|XP_020808528.1|DSER	LOC119069791|XP_037029833.1|BCOP
OG0008422	LOC110181941|XP_020805536.1|DSER	LOC119070443|XP_037030692.1|BCOP
OG0008423	LOC110185494|XP_020810048.1|DSER	LOC119070525|XP_037030797.1|BCOP
OG0008424	LOC110187064|XP_020812113.1|DSER	LOC119077763|XP_037040967.1|BCOP
OG0008425	LOC110177395|XP_020799758.1|DSER	LOC119077662|XP_037040781.1|BCOP
OG0008426	LOC110176324|XP_020798302.1|DSER	LOC119072061|XP_037033091.1|BCOP
OG0008427	LOC110179556|XP_020802797.1|DSER	LOC119069901|XP_037030008.1|BCOP
OG0008428	LOC110179045|XP_020802058.1|DSER	LOC119066026|XP_037024139.1|BCOP, LOC119066081|XP_037024244.1|BCOP
OG0008429	LOC110191737|XP_020818326.1|DSER	LOC119074234|XP_037036151.1|BCOP
OG0008430	LOC110181756|XP_020805278.1|DSER	LOC119067093|XP_037025748.1|BCOP
OG0008431	LOC110185362|XP_020809803.1|DSER	LOC119075287|XP_037037570.1|BCOP
OG0008432	LOC110177311|XP_020799642.1|DSER	LOC119083144|XP_037048680.1|BCOP
OG0008433	LOC110190164|XP_020816159.1|DSER	LOC119071725|XP_037032637.1|BCOP
OG0008434	LOC110186877|XP_020811833.1|DSER	LOC119074950|XP_037037234.1|BCOP
OG0008435	LOC110183359|XP_020807280.1|DSER	LOC119086064|XP_037052535.1|BCOP
OG0008436	LOC110179821|XP_020803089.1|DSER	LOC119076170|XP_037038751.1|BCOP
OG0008438	LOC110188582|XP_020814006.1|DSER	LOC119074921|XP_037037207.1|BCOP
OG0008440	LOC110188025|XP_020813220.1|DSER	LOC119072034|XP_037033046.1|BCOP
OG0008443	LOC110176261|XP_020798231.1|DSER	LOC119071915|XP_037032931.1|BCOP
OG0008444	LOC110185173|XP_020809550.1|DSER	LOC119071523|XP_037032292.1|BCOP
OG0008445	LOC110184428|XP_020808623.1|DSER	LOC119078018|XP_037041305.1|BCOP
OG0008446	LOC110178847|XP_020801766.1|DSER	LOC119069765|XP_037029792.1|BCOP, LOC119071508|XP_037032265.1|BCOP
OG0008447	LOC110187111|XP_020812180.1|DSER	LOC119069142|XP_037028943.1|BCOP
OG0008448	LOC110181024|XP_020804358.1|DSER	LOC119068081|XP_037027383.1|BCOP
OG0008449	LOC110181573|XP_020805023.1|DSER	LOC119070354|XP_037030542.1|BCOP
OG0008450	LOC110181669|XP_020805153.1|DSER	LOC119069646|XP_037029664.1|BCOP
OG0008451	LOC110188281|XP_020813635.1|DSER	LOC119081302|XP_037045961.1|BCOP
OG0008452	LOC110178144|XP_020800831.1|DSER	LOC119079342|XP_037043065.1|BCOP
OG0008453	LOC110182952|XP_020806802.1|DSER	LOC119077441|XP_037040552.1|BCOP
OG0008454	LOC110180414|XP_020803737.1|DSER	LOC119084324|XP_037050147.1|BCOP
OG0008455	LOC110183684|XP_020807680.1|DSER	LOC119067039|XP_037025673.1|BCOP
OG0008456	LOC110188196|XP_020813448.1|DSER	LOC119078964|XP_037042612.1|BCOP
OG0008457	LOC110184368|XP_020808529.1|DSER	LOC119067677|XP_037026689.1|BCOP
OG0008458	LOC110176525|XP_020798565.1|DSER	LOC119066669|XP_037025150.1|BCOP, LOC119081364|XP_037046125.1|BCOP
OG0008459	LOC110181876|XP_020805461.1|DSER	LOC119085238|XP_037051446.1|BCOP
OG0008460	LOC110185679|XP_020810305.1|DSER	LOC119085964|XP_037052416.1|BCOP
OG0008463	LOC110178094|XP_020800760.1|DSER	LOC119078934|XP_037042573.1|BCOP
OG0008464	LOC110184102|XP_020808152.1|DSER	LOC119081313|XP_037045983.1|BCOP
OG0008465	LOC110177718|XP_020800218.1|DSER	LOC119071596|XP_037032446.1|BCOP
OG0008466	LOC110182826|XP_020806622.1|DSER	LOC119081819|XP_037046949.1|BCOP
OG0008468	LOC110182400|XP_020806101.1|DSER, LOC110187313|XP_020812361.1|DSER	LOC119076342|XP_037038933.1|BCOP
OG0008469	LOC110186966|XP_020811972.1|DSER	LOC119080774|XP_037045237.1|BCOP
OG0008473	LOC110181793|XP_020805332.1|DSER	LOC119068771|XP_037028421.1|BCOP
OG0008474	LOC110177282|XP_020799590.1|DSER	LOC119078037|XP_037041343.1|BCOP
OG0008476	LOC110188686|XP_020814147.1|DSER	LOC119080326|XP_037044501.1|BCOP, LOC119067866|XP_037027020.1|BCOP
OG0008477	LOC110178699|XP_020801756.1|DSER	LOC119069329|XP_037029287.1|BCOP
OG0008478	LOC110190990|XP_020817360.1|DSER, LOC110190989|XP_020817359.1|DSER	LOC119069971|XP_037030107.1|BCOP
OG0008479	LOC110179227|XP_020802323.1|DSER	LOC119066855|XP_037025418.1|BCOP
OG0008480	LOC110178710|XP_020801569.1|DSER	LOC119072774|XP_037033959.1|BCOP
OG0008481	LOC110181798|XP_020805339.1|DSER	LOC119073630|XP_037035116.1|BCOP
OG0008482	LOC110190175|XP_020816181.1|DSER	LOC119073795|XP_037035426.1|BCOP
OG0008483	LOC110187334|XP_020812381.1|DSER, LOC110179238|XP_020802351.1|DSER, LOC110179931|XP_020803188.1|DSER	LOC119074219|XP_037036115.1|BCOP
OG0008484	LOC110187884|XP_020813028.1|DSER	LOC119074588|XP_037036721.1|BCOP
OG0008485	LOC110185747|XP_020810403.1|DSER	LOC119078429|XP_037041836.1|BCOP
OG0008486	LOC110185397|XP_020809838.1|DSER	LOC119079459|XP_037043281.1|BCOP
OG0008487	LOC110182536|XP_020806243.1|DSER	LOC119084318|XP_037050139.1|BCOP
OG0008488	LOC110191012|XP_020817389.1|DSER	LOC119085368|XP_037051646.1|BCOP
OG0008528	LOC110178744|XP_020801633.1|DSER	LOC119067480|XP_037026378.1|BCOP
OG0008529	LOC110182451|XP_020806144.1|DSER	LOC119068884|XP_037028644.1|BCOP
OG0008530	LOC110179082|XP_020802127.1|DSER	LOC119068885|XP_037028646.1|BCOP
OG0008532	LOC110181607|XP_020805063.1|DSER	LOC119067305|XP_037026107.1|BCOP
OG0008536	LOC110180434|XP_020803764.1|DSER	LOC119068144|XP_037027502.1|BCOP
OG0008537	LOC110186445|XP_020811292.1|DSER	LOC119069856|XP_037029926.1|BCOP
OG0008538	LOC110184121|XP_020808186.1|DSER	LOC119081344|XP_037046057.1|BCOP
OG0008540	LOC110190934|XP_020817262.1|DSER	LOC119067241|XP_037026003.1|BCOP
OG0008541	LOC110191122|XP_020817536.1|DSER	LOC119073998|XP_037035822.1|BCOP
OG0008544	LOC110177083|XP_020799270.1|DSER	LOC119080602|XP_037044895.1|BCOP
OG0008545	LOC110191565|XP_020818100.1|DSER	LOC119079989|XP_037044041.1|BCOP
OG0008546	LOC110188839|XP_020814391.1|DSER	LOC119080512|XP_037044817.1|BCOP
OG0008547	LOC110187108|XP_020812176.1|DSER	LOC119078781|XP_037042388.1|BCOP
OG0008549	LOC110188996|XP_020814610.1|DSER	LOC119080083|XP_037044199.1|BCOP
OG0008551	LOC110177564|XP_020799996.1|DSER	LOC119080649|XP_037044958.1|BCOP
OG0008552	LOC110190155|XP_020816150.1|DSER	LOC119080162|XP_037044278.1|BCOP
OG0008553	LOC110188981|XP_020814588.1|DSER	LOC119073402|XP_037034731.1|BCOP
OG0008554	LOC110182485|XP_020806192.1|DSER	LOC119076589|XP_037039327.1|BCOP
OG0008555	LOC110182207|XP_020805893.1|DSER	LOC119073785|XP_037035379.1|BCOP
OG0008556	LOC110189301|XP_020814991.1|DSER	LOC119085212|XP_037051418.1|BCOP
OG0008558	LOC110187360|XP_020812411.1|DSER	LOC119075651|XP_037038037.1|BCOP
OG0008560	LOC110183743|XP_020807758.1|DSER	LOC119078487|XP_037041939.1|BCOP
OG0008561	LOC110184949|XP_020809256.1|DSER	LOC119071638|XP_037032494.1|BCOP
OG0008562	LOC110183384|XP_020807312.1|DSER, LOC110185589|XP_020810182.1|DSER	LOC119085229|XP_037051436.1|BCOP
OG0008563	LOC110191444|XP_020817967.1|DSER	LOC119068240|XP_037027660.1|BCOP
OG0008564	LOC110183382|XP_020807306.1|DSER	LOC119071461|XP_037032213.1|BCOP
OG0008565	LOC110190190|XP_020816198.1|DSER	LOC119081498|XP_037046399.1|BCOP
OG0008566	LOC110185727|XP_020810370.1|DSER	LOC119076261|XP_037038826.1|BCOP
OG0008567	LOC110181180|XP_020804517.1|DSER	LOC119066790|XP_037025347.1|BCOP
OG0008569	LOC110180156|XP_020803469.1|DSER	LOC119083024|XP_037048559.1|BCOP
OG0008570	LOC110180430|XP_020803760.1|DSER	LOC119075017|XP_037037319.1|BCOP
OG0008571	LOC110190233|XP_020816253.1|DSER	LOC119084412|XP_037050275.1|BCOP
OG0008573	LOC110183265|XP_020807151.1|DSER	LOC119077811|XP_037041017.1|BCOP
OG0008574	LOC110190737|XP_020817018.1|DSER	LOC119084150|XP_037049892.1|BCOP
OG0008575	LOC110177310|XP_020799635.1|DSER	LOC119074299|XP_037036213.1|BCOP
OG0008576	LOC110180322|XP_020803636.1|DSER	LOC119068640|XP_037028209.1|BCOP
OG0008577	LOC110176288|XP_020798267.1|DSER	LOC119070725|XP_037031087.1|BCOP
OG0008578	LOC110187733|XP_020812848.1|DSER	LOC119080533|XP_037044840.1|BCOP
OG0008581	LOC110190227|XP_020816246.1|DSER	LOC119069736|XP_037029770.1|BCOP
OG0008582	LOC110187099|XP_020812164.1|DSER	LOC119074296|XP_037036207.1|BCOP
OG0008584	LOC110180415|XP_020803738.1|DSER	LOC119076655|XP_037039432.1|BCOP
OG0008585	LOC110181940|XP_020805535.1|DSER	LOC119070478|XP_037030731.1|BCOP
OG0008586	LOC110181794|XP_020805334.1|DSER	LOC119070401|XP_037030624.1|BCOP
OG0008587	LOC110188377|XP_020813751.1|DSER	LOC119076815|XP_037039697.1|BCOP
OG0008588	LOC110188677|XP_020814139.1|DSER	LOC119075704|XP_037038123.1|BCOP
OG0008589	LOC110178849|XP_020801768.1|DSER	LOC119084038|XP_037049765.1|BCOP
OG0008590	LOC110186214|XP_020810936.1|DSER	LOC119072204|XP_037033267.1|BCOP
OG0008592	LOC110177779|XP_020800306.1|DSER	LOC119066886|XP_037025470.1|BCOP
OG0008595	LOC110178521|XP_020801334.1|DSER	LOC119081294|XP_037045950.1|BCOP
OG0008596	LOC110178528|XP_020801343.1|DSER	LOC119081299|XP_037045955.1|BCOP
OG0008598	LOC110182096|XP_020805739.1|DSER	LOC119075225|XP_037037508.1|BCOP
OG0008599	LOC110183538|XP_020807497.1|DSER	LOC119078847|XP_037042451.1|BCOP
OG0008604	LOC110184118|XP_020808181.1|DSER	LOC119081309|XP_037045968.1|BCOP
OG0008608	LOC110183259|XP_020807144.1|DSER	LOC119076166|XP_037038746.1|BCOP
OG0008609	LOC110189927|XP_020815870.1|DSER	LOC119084492|XP_037050392.1|BCOP
OG0008616	LOC110191270|XP_020817724.1|DSER	LOC119068167|XP_037027544.1|BCOP
OG0008617	LOC110185082|XP_020809425.1|DSER	LOC119071970|XP_037032998.1|BCOP
OG0008619	LOC110183993|XP_020808008.1|DSER	LOC119078670|XP_037042224.1|BCOP
OG0008620	LOC110180744|XP_020804088.1|DSER	LOC119080966|XP_037045505.1|BCOP, LOC119080961|XP_037045492.1|BCOP
OG0008621	LOC110188438|XP_020813824.1|DSER	LOC119069228|XP_037029161.1|BCOP
OG0008622	LOC110181350|XP_020804733.1|DSER	LOC119071773|XP_037032718.1|BCOP
OG0008623	LOC110189597|XP_020815389.1|DSER	LOC119073668|XP_037035168.1|BCOP
OG0008624	LOC110179281|XP_020802428.1|DSER	LOC119073421|XP_037034761.1|BCOP
OG0008625	LOC110188947|XP_020814546.1|DSER, LOC110180215|XP_020803527.1|DSER	LOC119073941|XP_037035710.1|BCOP
OG0008626	LOC110185372|XP_020809813.1|DSER	LOC119074052|XP_037035896.1|BCOP, LOC119080538|XP_037044846.1|BCOP
OG0008627	LOC110190704|XP_020816975.1|DSER	LOC119077368|XP_037040451.1|BCOP
OG0008629	LOC110185027|XP_020809338.1|DSER	LOC119079350|XP_037043074.1|BCOP
OG0008630	LOC110185431|XP_020809911.1|DSER	LOC119079461|XP_037043283.1|BCOP
OG0008631	LOC110190775|XP_020817069.1|DSER	LOC119079702|XP_037043654.1|BCOP
OG0008632	LOC110176402|XP_020798399.1|DSER	LOC119080260|XP_037044403.1|BCOP
