Orthogroup	DSER.longest_only	AAEG.longest_only
OG0006876	LOC110191543|XP_020818074.1|DSER	LOC5574374|XP_021700091.1|AAEG
OG0006877	LOC110178163|XP_020800856.1|DSER	LOC23687406|XP_021700101.1|AAEG
OG0006878	LOC110185577|XP_020810166.1|DSER	LOC5574390|XP_001661408.2|AAEG
OG0006879	LOC110178580|XP_020801420.1|DSER	LOC5575906|XP_021700113.1|AAEG
OG0006880	LOC110181183|XP_020804520.1|DSER	LOC5575901|XP_001662278.1|AAEG
OG0006881	LOC110185710|XP_020810345.1|DSER	LOC5574362|XP_001661395.3|AAEG
OG0006882	LOC110189217|XP_020814848.1|DSER	LOC5571154|XP_001653470.1|AAEG
OG0006883	LOC110185070|XP_020809409.1|DSER	LOC5575437|XP_021700362.1|AAEG
OG0006884	LOC110185559|XP_020810137.1|DSER	LOC5575441|XP_021700369.1|AAEG
OG0006885	LOC110183287|XP_020807176.1|DSER	LOC5575449|XP_021700372.1|AAEG
OG0006886	LOC110190938|XP_020817264.1|DSER	LOC5578152|XP_001663724.2|AAEG
OG0006887	LOC110187119|XP_020812188.1|DSER	LOC5578153|XP_021700394.1|AAEG
OG0006888	LOC110183362|XP_020807283.1|DSER	LOC5578155|XP_021700401.1|AAEG
OG0006889	LOC110185072|XP_020809411.1|DSER	LOC5578158|XP_001663730.1|AAEG
OG0006890	LOC110179157|XP_020802203.1|DSER	LOC5571936|XP_001660046.2|AAEG
OG0006892	LOC110176892|XP_020799036.1|DSER	LOC5571945|XP_001660049.1|AAEG
OG0006893	LOC110178137|XP_020800823.1|DSER	LOC5571947|XP_001660051.2|AAEG
OG0006894	LOC110178136|XP_020800822.1|DSER	LOC5571949|XP_021700441.1|AAEG
OG0006895	LOC110182073|XP_020805716.1|DSER	LOC5569506|XP_021700483.1|AAEG
OG0006896	LOC110186044|XP_020810742.1|DSER	LOC5569507|XP_021700485.1|AAEG
OG0006897	LOC110177093|XP_020799280.1|DSER	LOC5569512|XP_021700487.1|AAEG
OG0006898	LOC110187504|XP_020812556.1|DSER	LOC5568223|XP_001652155.2|AAEG
OG0006899	LOC110182253|XP_020805931.1|DSER	LOC5580327|XP_001663279.1|AAEG
OG0006900	LOC110187144|XP_020812217.1|DSER	LOC5569011|XP_001652665.1|AAEG
OG0006901	LOC110187588|XP_020812633.1|DSER	LOC5564161|XP_001648490.1|AAEG
OG0006902	LOC110179752|XP_020803027.1|DSER	LOC5565619|XP_001649973.1|AAEG
OG0006903	LOC110186318|XP_020811113.1|DSER	LOC5566449|XP_001650817.2|AAEG
OG0006904	LOC110185947|XP_020810622.1|DSER	LOC5565700|XP_001650043.1|AAEG
OG0006905	LOC110184827|XP_020809131.1|DSER	LOC5565680|XP_001650055.2|AAEG
OG0006906	LOC110176854|XP_020798984.1|DSER	LOC5570925|XP_001653405.2|AAEG
OG0006907	LOC110187451|XP_020812499.1|DSER	LOC5570922|XP_021700604.1|AAEG
OG0006908	LOC110185833|XP_020810499.1|DSER	LOC5570916|XP_001653395.1|AAEG
OG0006909	LOC110183311|XP_020807215.1|DSER	LOC5570914|XP_001653393.1|AAEG
OG0006910	LOC110183850|XP_020807859.1|DSER	LOC5570913|XP_021700629.1|AAEG
OG0006911	LOC110184201|XP_020808305.1|DSER	LOC5574739|XP_021700699.1|AAEG
OG0006912	LOC110185867|XP_020810536.1|DSER	LOC5571728|XP_021700724.1|AAEG
OG0006913	LOC110182692|XP_020806444.1|DSER	LOC5571738|XP_021700728.1|AAEG
OG0006914	LOC110179816|XP_020803081.1|DSER	LOC5571737|XP_021700731.1|AAEG
OG0006915	LOC110183750|XP_020807765.1|DSER	LOC5571734|XP_021700733.1|AAEG
OG0006916	LOC110185123|XP_020809473.1|DSER	LOC5571740|XP_021700738.1|AAEG
OG0006917	LOC110185859|XP_020810527.1|DSER	LOC5571433|XP_021700741.1|AAEG
OG0006918	LOC110185767|XP_020810428.1|DSER	LOC5571429|XP_001659681.1|AAEG
OG0006919	LOC110176801|XP_020798895.1|DSER	LOC5571426|XP_001659678.1|AAEG, LOC5576404|XP_021709873.1|AAEG
OG0006920	LOC110183154|XP_020807002.1|DSER	LOC5566347|XP_021700770.1|AAEG
OG0006921	LOC110182603|XP_020806320.1|DSER	LOC5569682|XP_021700789.1|AAEG
OG0006922	LOC110185058|XP_020809393.1|DSER	LOC5570429|XP_001659136.1|AAEG
OG0006923	LOC110178135|XP_020800821.1|DSER	LOC5570430|XP_021700795.1|AAEG
OG0006924	LOC110182820|XP_020806615.1|DSER	LOC5572672|XP_001654138.1|AAEG
OG0006925	LOC110186648|XP_020811568.1|DSER	LOC5572641|XP_021700802.1|AAEG
OG0006926	LOC110184975|XP_020809284.1|DSER	LOC5572653|XP_001654153.2|AAEG
OG0006927	LOC110184958|XP_020809265.1|DSER	LOC5572654|XP_021700823.1|AAEG
OG0006928	LOC110184988|XP_020809299.1|DSER	LOC5572656|XP_021700826.1|AAEG
OG0006929	LOC110178101|XP_020800770.1|DSER	LOC5574315|XP_001655092.2|AAEG
OG0006930	LOC110179168|XP_020802226.1|DSER	LOC5579442|XP_021700855.1|AAEG
OG0006931	LOC110184994|XP_020809304.1|DSER	LOC5565756|XP_001650128.2|AAEG
OG0006932	LOC110183277|XP_020807167.1|DSER	LOC5565777|XP_001650136.1|AAEG
OG0006933	LOC110183379|XP_020807301.1|DSER	LOC5565757|XP_021700902.1|AAEG
OG0006934	LOC110187617|XP_020812665.1|DSER	LOC5564835|XP_021700940.1|AAEG
OG0006935	LOC110185591|XP_020810185.1|DSER	LOC5565351|XP_001649746.1|AAEG
OG0006936	LOC110181457|XP_020804863.1|DSER, LOC110181461|XP_020804867.1|DSER, LOC110179851|XP_020803114.1|DSER	LOC5569176|XP_021701029.1|AAEG
OG0006937	LOC110183298|XP_020807194.1|DSER	LOC5569180|XP_001652760.1|AAEG
OG0006938	LOC110183199|XP_020807069.1|DSER	LOC5569181|XP_011493383.1|AAEG
OG0006939	LOC110187041|XP_020812065.1|DSER	LOC5569183|XP_001652766.1|AAEG
OG0006940	LOC110182680|XP_020806426.1|DSER	LOC5564492|XP_001648832.1|AAEG
OG0006941	LOC110183155|XP_020807003.1|DSER	LOC5566991|XP_021701107.1|AAEG
OG0006942	LOC110189259|XP_020814929.1|DSER	LOC5566521|XP_021701142.1|AAEG
OG0006943	LOC110184936|XP_020809240.1|DSER	LOC5571666|XP_001653753.2|AAEG
OG0006944	LOC110181150|XP_020804483.1|DSER	LOC5571664|XP_021701188.1|AAEG
OG0006945	LOC110187510|XP_020812563.1|DSER	LOC5571661|XP_021701189.1|AAEG
OG0006946	LOC110188126|XP_020813372.1|DSER	LOC5571642|XP_001653737.2|AAEG
OG0006947	LOC110185779|XP_020810440.1|DSER	LOC5571643|XP_001653736.1|AAEG
OG0006948	LOC110186112|XP_020810818.1|DSER	LOC5571647|XP_001653732.1|AAEG
OG0006949	LOC110185615|XP_020810222.1|DSER	LOC5575675|XP_001655804.1|AAEG
OG0006950	LOC110185104|XP_020809452.1|DSER	LOC5573845|XP_001654882.1|AAEG
OG0006951	LOC110183833|XP_020807844.1|DSER	LOC23687432|XP_021701306.1|AAEG
OG0006952	LOC110186528|XP_020811385.1|DSER	LOC5573803|XP_001661053.1|AAEG
OG0006953	LOC110189072|XP_020814701.1|DSER	LOC5568799|XP_001658164.1|AAEG
OG0006954	LOC110183932|XP_020807955.1|DSER	LOC5568801|XP_001658166.2|AAEG
OG0006955	LOC110188241|XP_020813562.1|DSER	LOC5568807|XP_001658168.2|AAEG
OG0006956	LOC110187239|XP_020812296.1|DSER	LOC5568815|XP_001658181.2|AAEG
OG0006957	LOC110185794|XP_020810457.1|DSER	LOC5568816|XP_021701325.1|AAEG
OG0006958	LOC110191498|XP_020818023.1|DSER	LOC5568817|XP_001658183.2|AAEG
OG0006959	LOC110179407|XP_020802591.1|DSER	LOC5568819|XP_001658185.1|AAEG
OG0006960	LOC110183829|XP_020807841.1|DSER	LOC5568823|XP_021701338.1|AAEG, LOC110681238|XP_021712699.1|AAEG
OG0006961	LOC110187204|XP_020812262.1|DSER	LOC5568830|XP_021701344.1|AAEG
OG0006962	LOC110186002|XP_020810688.1|DSER	LOC5564978|XP_001649330.2|AAEG
OG0006963	LOC110187349|XP_020812397.1|DSER	LOC5570300|XP_021701406.1|AAEG
OG0006964	LOC110187358|XP_020812408.1|DSER	LOC5577475|XP_001656501.2|AAEG
OG0006965	LOC110187513|XP_020812566.1|DSER	LOC5578795|XP_001657167.2|AAEG
OG0006966	LOC110182703|XP_020806458.1|DSER	LOC5578794|XP_001657165.1|AAEG
OG0006967	LOC110182919|XP_020806741.1|DSER	LOC5578793|XP_001657164.2|AAEG
OG0006968	LOC110180257|XP_020803572.1|DSER	LOC5578768|XP_021701446.1|AAEG
OG0006969	LOC110178638|XP_020801487.1|DSER	LOC5578753|XP_001657121.1|AAEG
OG0006970	LOC110177423|XP_020799800.1|DSER	LOC5570954|XP_021701486.1|AAEG
OG0006971	LOC110185649|XP_020810266.1|DSER	LOC5576430|XP_001662635.1|AAEG
OG0006972	LOC110183401|XP_020807336.1|DSER	LOC5576427|XP_001662630.2|AAEG
OG0006973	LOC110178081|XP_020800744.1|DSER, LOC110178191|XP_020800884.1|DSER	LOC5577727|XP_021697246.1|AAEG
OG0006974	LOC110180581|XP_020803931.1|DSER	LOC5565282|XP_001649622.2|AAEG
OG0006975	LOC110182346|XP_020806045.1|DSER	LOC5568241|XP_001657933.2|AAEG
OG0006976	LOC110183122|XP_020806972.1|DSER	LOC5570636|XP_021701628.1|AAEG
OG0006977	LOC110184060|XP_020808096.1|DSER	LOC5578973|XP_021701659.1|AAEG
OG0006978	LOC110187227|XP_020812283.1|DSER	LOC5576060|XP_021701664.1|AAEG
OG0006979	LOC110187567|XP_020812615.1|DSER	LOC5577127|XP_021701683.1|AAEG
OG0006980	LOC110185718|XP_020810355.1|DSER	LOC5576862|XP_001662958.1|AAEG
OG0006981	LOC110185634|XP_020810250.1|DSER	LOC5577187|XP_021701706.1|AAEG
OG0006982	LOC110182733|XP_020806492.1|DSER	LOC5577184|XP_021701707.1|AAEG
OG0006983	LOC110176979|XP_020799146.1|DSER	LOC5577190|XP_021701711.1|AAEG
OG0006984	LOC110181142|XP_020804474.1|DSER	LOC23687802|XP_021701713.1|AAEG
OG0006985	LOC110176915|XP_020799065.1|DSER	LOC5574881|XP_021701718.1|AAEG
OG0006986	LOC110179149|XP_020802197.1|DSER	LOC5574879|XP_001661689.1|AAEG
OG0006987	LOC110189344|XP_020815046.1|DSER	LOC5565864|XP_001650230.1|AAEG
OG0006988	LOC110178097|XP_020800765.1|DSER	LOC5564530|XP_021701754.1|AAEG
OG0006989	LOC110183925|XP_020807946.1|DSER	LOC5568486|XP_001658071.1|AAEG
OG0006990	LOC110187453|XP_020812501.1|DSER	LOC5573100|XP_021701800.1|AAEG
OG0006991	LOC110186385|XP_020811204.1|DSER	LOC5573091|XP_001654405.1|AAEG
OG0006992	LOC110182339|XP_020806030.1|DSER	LOC5564482|XP_021701933.1|AAEG
OG0006994	LOC110182595|XP_020806309.1|DSER	LOC5563793|XP_021702026.1|AAEG
OG0006995	LOC110185062|XP_020809398.1|DSER	LOC5563857|XP_001648171.2|AAEG
OG0006996	LOC110185057|XP_020809392.1|DSER	LOC5575714|XP_001662161.1|AAEG
OG0006997	LOC110188999|XP_020814609.1|DSER	LOC5572015|XP_021702111.1|AAEG
OG0006998	LOC110191313|XP_020817791.1|DSER	LOC5567716|XP_001657637.2|AAEG
OG0006999	LOC110181144|XP_020804476.1|DSER	LOC5567313|XP_001651748.1|AAEG
OG0007000	LOC110187593|XP_020812645.1|DSER	LOC5576503|XP_001662695.1|AAEG
OG0007001	LOC110178225|XP_020800932.1|DSER	LOC5577601|XP_011492990.2|AAEG
OG0007002	LOC110181404|XP_020804799.1|DSER	LOC5575182|XP_021702262.1|AAEG
OG0007003	LOC110177890|XP_020800558.1|DSER	LOC5575180|XP_001655561.2|AAEG
OG0007004	LOC110187286|XP_020812334.1|DSER	LOC5575159|XP_021702294.1|AAEG
OG0007005	LOC110187230|XP_020812286.1|DSER	LOC5575158|XP_021702298.1|AAEG
OG0007006	LOC110185887|XP_020810558.1|DSER	LOC5566374|XP_021702362.1|AAEG
OG0007007	LOC110183275|XP_020807166.1|DSER	LOC5566398|XP_001650762.1|AAEG
OG0007008	LOC110186074|XP_020810768.1|DSER	LOC5577300|XP_021702408.1|AAEG, LOC5577302|XP_001663337.2|AAEG
OG0007009	LOC110183278|XP_020807168.1|DSER	LOC5572433|XP_001660372.1|AAEG, LOC110676916|XP_021702418.1|AAEG
OG0007010	LOC110178116|XP_020800791.1|DSER	LOC5572440|XP_021702437.1|AAEG
OG0007011	LOC110186934|XP_020811924.1|DSER	LOC5572447|XP_001660391.1|AAEG
OG0007012	LOC110182313|XP_020805998.1|DSER	LOC5572451|XP_021702453.1|AAEG
OG0007013	LOC110183088|XP_020806939.1|DSER	LOC5572466|XP_001660412.2|AAEG
OG0007014	LOC110183082|XP_020806927.1|DSER	LOC5565305|XP_021702487.1|AAEG
OG0007015	LOC110185568|XP_020810152.1|DSER	LOC5565307|XP_001649665.2|AAEG
OG0007016	LOC110186100|XP_020810801.1|DSER	LOC5565300|XP_021702509.1|AAEG
OG0007017	LOC110185987|XP_020810670.1|DSER	LOC5566799|XP_021702550.1|AAEG
OG0007018	LOC110185708|XP_020810338.1|DSER	LOC5566800|XP_021702552.1|AAEG
OG0007019	LOC110176567|XP_020798617.1|DSER	LOC5576032|XP_021702615.1|AAEG
OG0007020	LOC110185051|XP_020809377.1|DSER	LOC5564911|XP_021702621.1|AAEG
OG0007021	LOC110178161|XP_020800853.1|DSER	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG
OG0007022	LOC110178212|XP_020800912.1|DSER	LOC5572816|XP_021702701.1|AAEG
OG0007023	LOC110183297|XP_020807192.1|DSER	LOC23687450|XP_011493524.1|AAEG
OG0007024	LOC110189841|XP_020815709.1|DSER	LOC5572828|XP_001654224.2|AAEG
OG0007025	LOC110187023|XP_020812046.1|DSER	LOC5570694|XP_021702717.1|AAEG
OG0007026	LOC110187565|XP_020812613.1|DSER	LOC5570696|XP_021702721.1|AAEG
OG0007027	LOC110187247|XP_020812304.1|DSER	LOC5572901|XP_021702739.1|AAEG
OG0007028	LOC110187592|XP_020812636.1|DSER	LOC5572902|XP_021702740.1|AAEG
OG0007029	LOC110184871|XP_020809177.1|DSER	LOC5568614|XP_021702769.1|AAEG
OG0007030	LOC110181819|XP_020805374.1|DSER	LOC5568605|XP_001652439.1|AAEG
OG0007031	LOC110187186|XP_020812244.1|DSER	LOC5568611|XP_021702789.1|AAEG
OG0007032	LOC110177509|XP_020799922.1|DSER	LOC5577539|XP_021702804.1|AAEG
OG0007033	LOC110185628|XP_020810237.1|DSER	LOC5577537|XP_001656550.2|AAEG
OG0007034	LOC110182323|XP_020806013.1|DSER	LOC5564020|XP_001648342.1|AAEG
OG0007035	LOC110181806|XP_020805350.1|DSER	LOC5564021|XP_001648343.1|AAEG
OG0007036	LOC110178579|XP_020801417.1|DSER	LOC5564022|XP_001648345.1|AAEG
OG0007037	LOC110188268|XP_020813616.1|DSER	LOC5564024|XP_001648346.1|AAEG
OG0007038	LOC110176561|XP_020798612.1|DSER	LOC5566784|XP_021702855.1|AAEG
OG0007039	LOC110178281|XP_020801010.1|DSER	LOC5573247|XP_001654456.2|AAEG
OG0007040	LOC110184828|XP_020809132.1|DSER	LOC5573251|XP_001654461.1|AAEG
OG0007041	LOC110185021|XP_020809332.1|DSER	LOC5571858|XP_021702924.1|AAEG
OG0007042	LOC110181446|XP_020804848.1|DSER	LOC5571857|XP_021702927.1|AAEG
OG0007043	LOC110177272|XP_020799584.1|DSER	LOC5571860|XP_021702937.1|AAEG
OG0007044	LOC110182670|XP_020806408.1|DSER	LOC5564830|XP_021703000.1|AAEG
OG0007045	LOC110188280|XP_020813634.1|DSER	LOC5564842|XP_021703006.1|AAEG
OG0007046	LOC110187787|XP_020812918.1|DSER	LOC5564845|XP_021703016.1|AAEG
OG0007047	LOC110187363|XP_020812413.1|DSER	LOC5569074|XP_001658304.1|AAEG
OG0007048	LOC110182268|XP_020805944.1|DSER	LOC5569077|XP_021703044.1|AAEG
OG0007049	LOC110185998|XP_020810685.1|DSER	LOC5567973|XP_001657795.1|AAEG
OG0007050	LOC110182668|XP_020806406.1|DSER	LOC5573699|XP_001661025.1|AAEG
OG0007051	LOC110178210|XP_020800907.1|DSER	LOC5571525|XP_021703126.1|AAEG
OG0007052	LOC110181524|XP_020804961.1|DSER	LOC5568941|XP_021703172.1|AAEG
OG0007053	LOC110188118|XP_020813353.1|DSER	LOC5568923|XP_021703194.1|AAEG
OG0007054	LOC110189265|XP_020814938.1|DSER	LOC5573119|XP_001660735.2|AAEG
OG0007055	LOC110182343|XP_020806046.1|DSER	LOC5573122|XP_001660738.2|AAEG
OG0007056	LOC110182752|XP_020806522.1|DSER	LOC5573139|XP_001660755.1|AAEG
OG0007057	LOC110181583|XP_020805034.1|DSER	LOC5573186|XP_001660803.2|AAEG
OG0007058	LOC110179097|XP_020802141.1|DSER	LOC5573192|XP_001660809.2|AAEG
OG0007059	LOC110176835|XP_020798947.1|DSER	LOC5573895|XP_001654928.2|AAEG
OG0007060	LOC110177058|XP_020799235.1|DSER	LOC5573893|XP_001654933.2|AAEG
OG0007061	LOC110176977|XP_020799143.1|DSER	LOC5573899|XP_021703333.1|AAEG
OG0007062	LOC110178098|XP_020800766.1|DSER	LOC5573960|XP_001654980.1|AAEG
OG0007063	LOC110183853|XP_020807865.1|DSER	LOC5573958|XP_001654982.2|AAEG
OG0007064	LOC110188970|XP_020814576.1|DSER	LOC5573949|XP_001654986.2|AAEG
OG0007065	LOC110178971|XP_020801939.1|DSER	LOC5573950|XP_001654988.2|AAEG
OG0007066	LOC110176144|XP_020798039.1|DSER	LOC5573952|XP_001654990.2|AAEG
OG0007067	LOC110183451|XP_020807389.1|DSER	LOC5573954|XP_001654992.2|AAEG
OG0007068	LOC110183217|XP_020807091.1|DSER	LOC5573956|XP_001654994.2|AAEG
OG0007069	LOC110185137|XP_020809496.1|DSER	LOC5575585|XP_021703482.1|AAEG
OG0007070	LOC110182510|XP_020806220.1|DSER	LOC110677119|XP_021703531.1|AAEG
OG0007071	LOC110184117|XP_020808179.1|DSER	LOC5567995|XP_001657822.1|AAEG
OG0007072	LOC110187905|XP_020813064.1|DSER	LOC110677123|XP_021703537.1|AAEG
OG0007073	LOC110186088|XP_020810784.1|DSER	LOC5567987|XP_001657814.1|AAEG
OG0007074	LOC110180954|XP_020804291.1|DSER	LOC5572057|XP_001653821.1|AAEG
OG0007075	LOC110182245|XP_020805921.1|DSER	LOC5572056|XP_001653823.1|AAEG
OG0007076	LOC110189188|XP_020814814.1|DSER	LOC5572074|XP_021703591.1|AAEG
OG0007077	LOC110183407|XP_020807343.1|DSER	LOC5572075|XP_001653843.1|AAEG
OG0007078	LOC110187241|XP_020812298.1|DSER	LOC5565855|XP_021703597.1|AAEG
OG0007079	LOC110187244|XP_020812300.1|DSER	LOC5565829|XP_001650198.2|AAEG
OG0007080	LOC110183741|XP_020807748.1|DSER	LOC5564923|XP_021703753.1|AAEG
OG0007081	LOC110185053|XP_020809379.1|DSER	LOC5564926|XP_001649289.2|AAEG
OG0007082	LOC110176978|XP_020799145.1|DSER	LOC5564938|XP_001649290.2|AAEG
OG0007083	LOC110187323|XP_020812370.1|DSER	LOC5564936|XP_021703763.1|AAEG
OG0007084	LOC110181546|XP_020804988.1|DSER	LOC23687794|XP_011493653.2|AAEG
OG0007085	LOC110181145|XP_020804477.1|DSER	LOC5570859|XP_021703784.1|AAEG
OG0007086	LOC110181209|XP_020804549.1|DSER	LOC5565919|XP_001650271.2|AAEG
OG0007087	LOC110185199|XP_020809583.1|DSER	LOC5565909|XP_001650253.2|AAEG
OG0007088	LOC110182700|XP_020806455.1|DSER	LOC5565906|XP_021703840.1|AAEG
OG0007089	LOC110178126|XP_020800807.1|DSER	LOC5569698|XP_021703852.1|AAEG
OG0007090	LOC110187332|XP_020812378.1|DSER	LOC5569699|XP_021703853.1|AAEG
OG0007091	LOC110181185|XP_020804522.1|DSER	LOC110678274|XP_021706589.1|AAEG, LOC5569702|XP_021703869.1|AAEG
OG0007092	LOC110187995|XP_020813177.1|DSER	LOC5569709|XP_001658697.2|AAEG
OG0007093	LOC110177888|XP_020800513.1|DSER	LOC5569713|XP_021703871.1|AAEG
OG0007094	LOC110177893|XP_020800520.1|DSER	LOC5577910|XP_001656680.1|AAEG
OG0007095	LOC110181344|XP_020804723.1|DSER	LOC5577907|XP_001656685.2|AAEG
OG0007096	LOC110181352|XP_020804731.1|DSER	LOC5577906|XP_001656686.2|AAEG
OG0007097	LOC110179898|XP_020803153.1|DSER, LOC110187460|XP_020812507.1|DSER	LOC5568179|XP_001652118.2|AAEG
OG0007098	LOC110187454|XP_020812502.1|DSER	LOC5568181|XP_021703906.1|AAEG
OG0007099	LOC110187914|XP_020813077.1|DSER	LOC5564525|XP_021703941.1|AAEG
OG0007100	LOC110185763|XP_020810424.1|DSER	LOC5575670|XP_021703944.1|AAEG
OG0007101	LOC110184895|XP_020809201.1|DSER	LOC5568087|XP_001652025.1|AAEG
OG0007102	LOC110176948|XP_020799109.1|DSER	LOC5568085|XP_021703979.1|AAEG
OG0007103	LOC110183480|XP_020807419.1|DSER	LOC5569517|XP_001652823.2|AAEG
OG0007104	LOC110183420|XP_020807356.1|DSER	LOC5569529|XP_001652827.1|AAEG
OG0007105	LOC110183273|XP_020807156.1|DSER	LOC5569520|XP_001652832.2|AAEG
OG0007106	LOC110178128|XP_020800809.1|DSER	LOC5569525|XP_021704022.1|AAEG
OG0007107	LOC110182277|XP_020805954.1|DSER	LOC5567332|XP_021704031.1|AAEG
OG0007108	LOC110179164|XP_020802217.1|DSER	LOC110677245|XP_021704040.1|AAEG
OG0007109	LOC110176975|XP_020799140.1|DSER	LOC5567342|XP_001651772.1|AAEG
OG0007110	LOC110187246|XP_020812302.1|DSER	LOC5567343|XP_001651773.1|AAEG
OG0007111	LOC110182671|XP_020806409.1|DSER	LOC5567344|XP_021704052.1|AAEG
OG0007112	LOC110187561|XP_020812608.1|DSER	LOC23687430|XP_011493248.1|AAEG
OG0007113	LOC110190568|XP_020816807.1|DSER	LOC5569772|XP_001653000.2|AAEG
OG0007114	LOC110184950|XP_020809257.1|DSER	LOC5569771|XP_001652998.2|AAEG
OG0007115	LOC110183930|XP_020807953.1|DSER	LOC5569757|XP_001652994.2|AAEG
OG0007116	LOC110176959|XP_020799125.1|DSER	LOC5569763|XP_021704085.1|AAEG
OG0007117	LOC110185863|XP_020810530.1|DSER	LOC5569765|XP_001652986.2|AAEG
OG0007118	LOC110184025|XP_020808049.1|DSER	LOC5569768|XP_021704087.1|AAEG
OG0007119	LOC110184284|XP_020808424.1|DSER	LOC110681141|XP_021712603.1|AAEG, LOC5568567|XP_001652397.2|AAEG
OG0007120	LOC110180616|XP_020803958.1|DSER	LOC5568559|XP_001652390.2|AAEG
OG0007121	LOC110187110|XP_020812179.1|DSER	LOC5568553|XP_001652385.1|AAEG
OG0007122	LOC110180120|XP_020803419.1|DSER	LOC5568556|XP_021709379.1|AAEG
OG0007123	LOC110180175|XP_020803495.1|DSER	LOC5568551|XP_021706949.1|AAEG
OG0007124	LOC110177504|XP_020799915.1|DSER	LOC5567867|XP_021708822.1|AAEG
OG0007125	LOC110190003|XP_020815961.1|DSER	LOC5575370|XP_021706049.1|AAEG
OG0007126	LOC110176127|XP_020798022.1|DSER	LOC5575374|XP_001661901.2|AAEG
OG0007127	LOC110184628|XP_020808885.1|DSER	LOC5575372|XP_001661903.1|AAEG
OG0007128	LOC110190211|XP_020816225.1|DSER	LOC5575376|XP_001661906.1|AAEG
OG0007129	LOC110190004|XP_020815962.1|DSER	LOC5575377|XP_001661907.1|AAEG
OG0007130	LOC110178559|XP_020801389.1|DSER	LOC5568419|XP_001652245.1|AAEG
OG0007131	LOC110179842|XP_020803108.1|DSER	LOC5568426|XP_001652254.1|AAEG
OG0007132	LOC110179812|XP_020803075.1|DSER	LOC5568427|XP_001652255.3|AAEG
OG0007133	LOC110177570|XP_020800005.1|DSER	LOC5568435|XP_001652267.1|AAEG
OG0007134	LOC110190533|XP_020816738.1|DSER	LOC5570307|XP_001653128.1|AAEG
OG0007135	LOC110190522|XP_020816716.1|DSER	LOC5570309|XP_021708394.1|AAEG
OG0007136	LOC110178909|XP_020801847.1|DSER	LOC5570315|XP_021708637.1|AAEG
OG0007137	LOC110179585|XP_020802835.1|DSER	LOC5571891|XP_021704737.1|AAEG
OG0007138	LOC110181675|XP_020805168.1|DSER	LOC5571895|XP_021706110.1|AAEG
OG0007139	LOC110180163|XP_020803478.1|DSER	LOC5571898|XP_021705906.1|AAEG
OG0007140	LOC110180190|XP_020803505.1|DSER	LOC5571899|XP_001653815.1|AAEG
OG0007141	LOC110179592|XP_020802851.1|DSER	LOC5571901|XP_001653816.1|AAEG
OG0007142	LOC110189962|XP_020815910.1|DSER	LOC5570133|XP_001653114.1|AAEG
OG0007143	LOC110189024|XP_020814644.1|DSER	LOC5568063|XP_021706338.1|AAEG
OG0007144	LOC110186334|XP_020811141.1|DSER	LOC5568062|XP_021706333.1|AAEG
OG0007145	LOC110186382|XP_020811198.1|DSER	LOC110679831|XP_021711285.1|AAEG
OG0007146	LOC110186212|XP_020810934.1|DSER	LOC5568059|XP_001651995.1|AAEG
OG0007147	LOC110186709|XP_020811640.1|DSER	LOC5568050|XP_021710032.1|AAEG
OG0007148	LOC110178031|XP_020800707.1|DSER	LOC5569395|XP_021707871.1|AAEG
OG0007149	LOC110191568|XP_020818109.1|DSER	LOC5572510|XP_021709936.1|AAEG
OG0007150	LOC110191184|XP_020817611.1|DSER	LOC5566760|XP_001651163.1|AAEG
OG0007151	LOC110190724|XP_020817005.1|DSER	LOC5566759|XP_001651161.1|AAEG
OG0007152	LOC110191976|XP_020818660.1|DSER	LOC5575113|XP_021709386.1|AAEG
OG0007153	LOC110180144|XP_020803449.1|DSER	LOC5575108|XP_001661830.1|AAEG
OG0007154	LOC110191564|XP_020818104.1|DSER	LOC5575102|XP_001661824.1|AAEG
OG0007155	LOC110177751|XP_020800270.1|DSER	LOC5575100|XP_001661823.1|AAEG
OG0007156	LOC110177174|XP_020799420.1|DSER	LOC5575099|XP_001661820.1|AAEG
OG0007157	LOC110187813|XP_020812950.1|DSER	LOC5572232|XP_001653924.1|AAEG
OG0007158	LOC110182800|XP_020806592.1|DSER	LOC5572236|XP_001653923.1|AAEG
OG0007159	LOC110179441|XP_020802647.1|DSER	LOC5571956|XP_021709182.1|AAEG
OG0007160	LOC110186656|XP_020811580.1|DSER	LOC5576666|XP_001656205.1|AAEG
OG0007161	LOC110180447|XP_020803774.1|DSER	LOC5567645|XP_021710629.1|AAEG
OG0007162	LOC110181478|XP_020804886.1|DSER	LOC5567646|XP_001651840.1|AAEG
OG0007163	LOC110186381|XP_020811193.1|DSER	LOC5563791|XP_001648060.1|AAEG
OG0007164	LOC110186380|XP_020811192.1|DSER	LOC5563784|XP_001648071.1|AAEG
OG0007165	LOC110184224|XP_020808336.1|DSER	LOC5578562|XP_021708688.1|AAEG
OG0007166	LOC110190325|XP_020816380.1|DSER	LOC5563810|XP_021710831.1|AAEG
OG0007167	LOC110187083|XP_020812141.1|DSER	LOC5563812|XP_001648095.1|AAEG
OG0007168	LOC110180142|XP_020803447.1|DSER	LOC5570780|XP_021708848.1|AAEG
OG0007169	LOC110180173|XP_020803492.1|DSER	LOC5570779|XP_001659370.1|AAEG
