Orthogroup	DSER.longest_only	CPIP.longest_only
OG0006693	LOC110185284|XP_020809690.1|DSER	LOC120425979|XP_039446567.1|CPIP
OG0006694	LOC110180135|XP_020803437.1|DSER	LOC120422319|XP_039441640.1|CPIP
OG0006695	LOC110190788|XP_020817085.1|DSER	LOC120420567|XP_039439578.1|CPIP
OG0006696	LOC110185790|XP_020810453.1|DSER	LOC120420562|XP_039439565.1|CPIP
OG0006697	LOC110190687|XP_020816956.1|DSER	LOC120420570|XP_039439582.1|CPIP
OG0006698	LOC110177544|XP_020799972.1|DSER	LOC120430176|XP_039451194.1|CPIP
OG0006699	LOC110182792|XP_020806584.1|DSER	LOC120415757|XP_039433299.1|CPIP
OG0006700	LOC110190823|XP_020817138.1|DSER	LOC120415746|XP_039433286.1|CPIP
OG0006701	LOC110189365|XP_020815071.1|DSER	LOC120415750|XP_039433292.1|CPIP
OG0006702	LOC110178741|XP_020801628.1|DSER	LOC120424875|XP_039445067.1|CPIP
OG0006703	LOC110189951|XP_020815898.1|DSER	LOC120424885|XP_039445105.1|CPIP
OG0006704	LOC110189952|XP_020815900.1|DSER	LOC120424876|XP_039445069.1|CPIP
OG0006705	LOC110188967|XP_020814570.1|DSER	LOC120418872|XP_039437341.1|CPIP
OG0006706	LOC110189625|XP_020815425.1|DSER	LOC120418870|XP_039437339.1|CPIP
OG0006707	LOC110176926|XP_020799082.1|DSER	LOC120418874|XP_039437342.1|CPIP
OG0006708	LOC110180106|XP_020803398.1|DSER	LOC120418875|XP_039437343.1|CPIP
OG0006709	LOC110178114|XP_020800787.1|DSER	LOC120426790|XP_039447501.1|CPIP
OG0006711	LOC110178803|XP_020801715.1|DSER	LOC120430314|XP_039451346.1|CPIP
OG0006712	LOC110188798|XP_020814322.1|DSER	LOC120430453|XP_039451495.1|CPIP
OG0006713	LOC110178670|XP_020801525.1|DSER	LOC120430400|XP_039451440.1|CPIP
OG0006714	LOC110178631|XP_020801476.1|DSER	LOC120430392|XP_039451433.1|CPIP
OG0006715	LOC110178736|XP_020801620.1|DSER	LOC120422828|XP_039442299.1|CPIP
OG0006716	LOC110183975|XP_020807989.1|DSER	LOC120422840|XP_039442315.1|CPIP
OG0006717	LOC110190806|XP_020817112.1|DSER	LOC120422858|XP_039442341.1|CPIP
OG0006718	LOC110190811|XP_020817120.1|DSER	LOC120426248|XP_039446923.1|CPIP
OG0006719	LOC110190195|XP_020816206.1|DSER	LOC120430320|XP_039451354.1|CPIP
OG0006720	LOC110178970|XP_020801938.1|DSER	LOC120430749|XP_039451789.1|CPIP
OG0006721	LOC110190602|XP_020816854.1|DSER	LOC120421340|XP_039440456.1|CPIP
OG0006722	LOC110190707|XP_020816986.1|DSER	LOC120428346|XP_039449281.1|CPIP
OG0006723	LOC110185620|XP_020810228.1|DSER	LOC120428335|XP_039449268.1|CPIP
OG0006724	LOC110189678|XP_020815499.1|DSER	LOC120420661|XP_039439689.1|CPIP
OG0006725	LOC110189005|XP_020814621.1|DSER	LOC120420688|XP_039439718.1|CPIP
OG0006726	LOC110176442|XP_020798449.1|DSER	LOC120420687|XP_039439717.1|CPIP
OG0006727	LOC110188980|XP_020814591.1|DSER	LOC120420649|XP_039439665.1|CPIP
OG0006728	LOC110186893|XP_020811851.1|DSER	LOC120427039|XP_039447802.1|CPIP
OG0006729	LOC110189218|XP_020814849.1|DSER	LOC120421534|XP_039440687.1|CPIP
OG0006730	LOC110189539|XP_020815329.1|DSER	LOC120421549|XP_039440710.1|CPIP
OG0006731	LOC110185770|XP_020810432.1|DSER	LOC120421530|XP_039440684.1|CPIP
OG0006732	LOC110189058|XP_020814686.1|DSER	LOC120420103|XP_039438984.1|CPIP
OG0006733	LOC110191163|XP_020817581.1|DSER	LOC120413258|XP_039429921.1|CPIP
OG0006734	LOC110188750|XP_020814253.1|DSER	LOC120413245|XP_039429908.1|CPIP
OG0006735	LOC110183629|XP_020807606.1|DSER	LOC120413242|XP_039429904.1|CPIP
OG0006736	LOC110189055|XP_020814681.1|DSER	LOC120413249|XP_039429912.1|CPIP
OG0006737	LOC110185230|XP_020809623.1|DSER	LOC120413181|XP_039429828.1|CPIP
OG0006738	LOC110189787|XP_020815678.1|DSER	LOC120413247|XP_039429910.1|CPIP
OG0006739	LOC110176226|XP_020798171.1|DSER	LOC120413183|XP_039429831.1|CPIP
OG0006740	LOC110189088|XP_020814720.1|DSER	LOC120413195|XP_039429844.1|CPIP
OG0006741	LOC110189087|XP_020814718.1|DSER	LOC120413157|XP_039429800.1|CPIP
OG0006742	LOC110191950|XP_020818630.1|DSER	LOC120428745|XP_039449757.1|CPIP
OG0006743	LOC110187562|XP_020812609.1|DSER	LOC120413155|XP_039429794.1|CPIP
OG0006744	LOC110190566|XP_020816798.1|DSER	LOC120413215|XP_039429867.1|CPIP
OG0006745	LOC110191116|XP_020817520.1|DSER	LOC120418491|XP_039436863.1|CPIP
OG0006746	LOC110189918|XP_020815850.1|DSER	LOC120413163|XP_039429805.1|CPIP
OG0006747	LOC110185159|XP_020809523.1|DSER	LOC120413160|XP_039429803.1|CPIP
OG0006748	LOC110179579|XP_020802829.1|DSER	LOC120412894|XP_039429458.1|CPIP
OG0006749	LOC110177568|XP_020799999.1|DSER	LOC120420093|XP_039438960.1|CPIP
OG0006750	LOC110179680|XP_020802950.1|DSER	LOC120420112|XP_039438994.1|CPIP
OG0006752	LOC110183662|XP_020807648.1|DSER	LOC120416506|XP_039434157.1|CPIP
OG0006753	LOC110183711|XP_020807718.1|DSER	LOC120416485|XP_039434138.1|CPIP
OG0006754	LOC110178812|XP_020801730.1|DSER	LOC120428831|XP_039449879.1|CPIP
OG0006755	LOC110183657|XP_020807644.1|DSER	LOC120430777|XP_039451825.1|CPIP
OG0006756	LOC110184719|XP_020808997.1|DSER	LOC120416500|XP_039434150.1|CPIP
OG0006757	LOC110184735|XP_020809021.1|DSER	LOC120413497|XP_039430288.1|CPIP
OG0006758	LOC110188851|XP_020814416.1|DSER	LOC120413436|XP_039430183.1|CPIP
OG0006759	LOC110188801|XP_020814333.1|DSER	LOC120413434|XP_039430179.1|CPIP
OG0006760	LOC110189935|XP_020815879.1|DSER	LOC120413447|XP_039430214.1|CPIP
OG0006761	LOC110186496|XP_020811353.1|DSER	LOC120425594|XP_039446110.1|CPIP
OG0006762	LOC110191970|XP_020818644.1|DSER	LOC120418929|XP_039437397.1|CPIP
OG0006767	LOC110190268|XP_020816298.1|DSER	LOC120420648|XP_039439664.1|CPIP
OG0006768	LOC110190267|XP_020816291.1|DSER	LOC120420655|XP_039439673.1|CPIP
OG0006769	LOC110189984|XP_020815932.1|DSER	LOC120420657|XP_039439681.1|CPIP
OG0006770	LOC110190758|XP_020817046.1|DSER	LOC120412422|XP_039428817.1|CPIP
OG0006771	LOC110180103|XP_020803389.1|DSER	LOC120412385|XP_039428755.1|CPIP
OG0006772	LOC110177735|XP_020800253.1|DSER	LOC120412382|XP_039428744.1|CPIP
OG0006773	LOC110182805|XP_020806598.1|DSER	LOC120413438|XP_039430187.1|CPIP
OG0006774	LOC110190250|XP_020816273.1|DSER	LOC120413432|XP_039430177.1|CPIP
OG0006775	LOC110190371|XP_020816442.1|DSER	LOC120413462|XP_039430231.1|CPIP
OG0006776	LOC110183640|XP_020807618.1|DSER	LOC120413453|XP_039430221.1|CPIP
OG0006777	LOC110190000|XP_020815959.1|DSER	LOC120413457|XP_039430227.1|CPIP
OG0006778	LOC110188833|XP_020814383.1|DSER	LOC120413455|XP_039430224.1|CPIP
OG0006779	LOC110178818|XP_020801742.1|DSER	LOC120413451|XP_039430219.1|CPIP
OG0006780	LOC110176750|XP_020798857.1|DSER	LOC120413440|XP_039430191.1|CPIP
OG0006781	LOC110176195|XP_020798105.1|DSER	LOC120413446|XP_039430213.1|CPIP
OG0006782	LOC110177634|XP_020800107.1|DSER	LOC120413473|XP_039430245.1|CPIP
OG0006783	LOC110178313|XP_020801066.1|DSER	LOC120414616|XP_039431772.1|CPIP
OG0006784	LOC110189988|XP_020815943.1|DSER	LOC120412598|XP_039429065.1|CPIP
OG0006785	LOC110182528|XP_020806240.1|DSER	LOC120412602|XP_039429083.1|CPIP
OG0006786	LOC110189663|XP_020815467.1|DSER	LOC120412636|XP_039429124.1|CPIP, LOC120421551|XP_039440713.1|CPIP
OG0006787	LOC110178900|XP_020801835.1|DSER	LOC120420356|XP_039439288.1|CPIP
OG0006788	LOC110178902|XP_020801838.1|DSER	LOC120420357|XP_039439290.1|CPIP
OG0006789	LOC110181539|XP_020804980.1|DSER	LOC120420359|XP_039439292.1|CPIP
OG0006790	LOC110182361|XP_020806062.1|DSER	LOC120420361|XP_039439294.1|CPIP
OG0006791	LOC110181256|XP_020804620.1|DSER	LOC120416570|XP_039434238.1|CPIP
OG0006792	LOC110190535|XP_020816741.1|DSER	LOC120419995|XP_039438818.1|CPIP
OG0006793	LOC110190524|XP_020816720.1|DSER	LOC120419984|XP_039438796.1|CPIP
OG0006794	LOC110189346|XP_020815047.1|DSER	LOC120419979|XP_039438791.1|CPIP
OG0006795	LOC110178611|XP_020801454.1|DSER	LOC120419982|XP_039438794.1|CPIP
OG0006796	LOC110190252|XP_020816275.1|DSER	LOC120419981|XP_039438793.1|CPIP
OG0006797	LOC110183395|XP_020807324.1|DSER	LOC120419989|XP_039438804.1|CPIP
OG0006798	LOC110190075|XP_020816040.1|DSER	LOC120414128|XP_039431094.1|CPIP
OG0006799	LOC110190764|XP_020817053.1|DSER	LOC120430335|XP_039451370.1|CPIP
OG0006800	LOC110188943|XP_020814545.1|DSER	LOC120418520|XP_039436890.1|CPIP
OG0006801	LOC110184218|XP_020808328.1|DSER	LOC120414475|XP_039431603.1|CPIP
OG0006802	LOC110176375|XP_020798366.1|DSER	LOC120414468|XP_039431598.1|CPIP
OG0006803	LOC110191679|XP_020818247.1|DSER	LOC120414467|XP_039431595.1|CPIP
OG0006804	LOC110190545|XP_020816753.1|DSER	LOC120414442|XP_039431562.1|CPIP
OG0006805	LOC110182111|XP_020805779.1|DSER	LOC120414443|XP_039431565.1|CPIP
OG0006806	LOC110188276|XP_020813626.1|DSER	LOC120426143|XP_039446794.1|CPIP
OG0006807	LOC110190151|XP_020816143.1|DSER	LOC120416057|XP_039433653.1|CPIP
OG0006808	LOC110177040|XP_020799215.1|DSER	LOC120416051|XP_039433645.1|CPIP
OG0006809	LOC110177559|XP_020799991.1|DSER	LOC120423600|XP_039443397.1|CPIP
OG0006810	LOC110190529|XP_020816734.1|DSER	LOC120423598|XP_039443393.1|CPIP
OG0006811	LOC110176495|XP_020798527.1|DSER	LOC120426788|XP_039447499.1|CPIP
OG0006812	LOC110191083|XP_020817481.1|DSER	LOC120426783|XP_039447492.1|CPIP
OG0006813	LOC110187835|XP_020812973.1|DSER	LOC120419544|XP_039438190.1|CPIP
OG0006814	LOC110187748|XP_020812868.1|DSER	LOC120413403|XP_039430136.1|CPIP
OG0006815	LOC110177602|XP_020800057.1|DSER	LOC120420045|XP_039438886.1|CPIP
OG0006816	LOC110177569|XP_020800004.1|DSER	LOC120420057|XP_039438902.1|CPIP
OG0006817	LOC110188867|XP_020814439.1|DSER	LOC120429199|XP_039450341.1|CPIP
OG0006818	LOC110178621|XP_020801464.1|DSER	LOC120431501|XP_039452538.1|CPIP
OG0006819	LOC110190409|XP_020816534.1|DSER	LOC120423765|XP_039443613.1|CPIP
OG0006820	LOC110190207|XP_020816221.1|DSER	LOC120423776|XP_039443629.1|CPIP
OG0006821	LOC110183144|XP_020806994.1|DSER	LOC120423777|XP_039443630.1|CPIP
OG0006822	LOC110182889|XP_020806692.1|DSER	LOC120423769|XP_039443617.1|CPIP
OG0006823	LOC110183560|XP_020807520.1|DSER	LOC120430340|XP_039451376.1|CPIP
OG0006824	LOC110176170|XP_020798067.1|DSER	LOC120418548|XP_039436914.1|CPIP
OG0006825	LOC110191225|XP_020817650.1|DSER	LOC120424492|XP_039444573.1|CPIP
OG0006826	LOC110183573|XP_020807542.1|DSER	LOC120424489|XP_039444566.1|CPIP
OG0006827	LOC110191742|XP_020818333.1|DSER	LOC120430135|XP_039451156.1|CPIP, LOC120430100|XP_039451121.1|CPIP
OG0006828	LOC110183320|XP_020807226.1|DSER	LOC120424645|XP_039444748.1|CPIP
OG0006829	LOC110190482|XP_020816653.1|DSER	LOC120416501|XP_039434151.1|CPIP
OG0006830	LOC110177584|XP_020800027.1|DSER	LOC120416498|XP_039434149.1|CPIP
OG0006831	LOC110190787|XP_020817084.1|DSER	LOC120415788|XP_039433351.1|CPIP
OG0006832	LOC110190077|XP_020816042.1|DSER	LOC120415819|XP_039433377.1|CPIP
OG0006833	LOC110190772|XP_020817062.1|DSER	LOC120415813|XP_039433373.1|CPIP
OG0006834	LOC110191152|XP_020817568.1|DSER	LOC120418662|XP_039437043.1|CPIP
OG0006835	LOC110189084|XP_020814714.1|DSER	LOC120418651|XP_039437028.1|CPIP
OG0006836	LOC110185340|XP_020809778.1|DSER	LOC120418649|XP_039437027.1|CPIP
OG0006837	LOC110183585|XP_020807557.1|DSER	LOC120418660|XP_039437041.1|CPIP
OG0006838	LOC110190635|XP_020816890.1|DSER	LOC120418667|XP_039437052.1|CPIP
OG0006839	LOC110183554|XP_020807514.1|DSER	LOC120418669|XP_039437053.1|CPIP
OG0006840	LOC110180586|XP_020803937.1|DSER	LOC120418998|XP_039437500.1|CPIP
OG0006841	LOC110190098|XP_020816064.1|DSER	LOC120427126|XP_039447912.1|CPIP
OG0006842	LOC110177619|XP_020800084.1|DSER	LOC120419526|XP_039438172.1|CPIP
OG0006843	LOC110179522|XP_020802758.1|DSER	LOC120419533|XP_039438178.1|CPIP
OG0006844	LOC110186916|XP_020811897.1|DSER	LOC120419532|XP_039438177.1|CPIP
OG0006845	LOC110189905|XP_020815829.1|DSER	LOC120429823|XP_039450814.1|CPIP
OG0006846	LOC110178772|XP_020801674.1|DSER	LOC120429825|XP_039450819.1|CPIP
OG0006847	LOC110178769|XP_020801666.1|DSER	LOC120424327|XP_039444357.1|CPIP
OG0006848	LOC110189640|XP_020815445.1|DSER	LOC120421383|XP_039440513.1|CPIP
OG0006849	LOC110190339|XP_020816396.1|DSER	LOC120421934|XP_039441174.1|CPIP
OG0006850	LOC110190338|XP_020816395.1|DSER	LOC120421929|XP_039441162.1|CPIP
OG0006851	LOC110190206|XP_020816219.1|DSER	LOC120421936|XP_039441176.1|CPIP
OG0006852	LOC110189778|XP_020815661.1|DSER	LOC120431055|XP_039452143.1|CPIP
OG0006853	LOC110183618|XP_020807595.1|DSER	LOC120418795|XP_039437211.1|CPIP
OG0006854	LOC110188945|XP_020814544.1|DSER	LOC120418817|XP_039437262.1|CPIP
OG0006855	LOC110190481|XP_020816652.1|DSER	LOC120418810|XP_039437254.1|CPIP
OG0006856	LOC110189707|XP_020815540.1|DSER	LOC120418851|XP_039437308.1|CPIP
OG0006858	LOC110189062|XP_020814690.1|DSER	LOC120429738|XP_039450726.1|CPIP
OG0006863	LOC110175931|XP_020797769.1|DSER	LOC120418850|XP_039437307.1|CPIP
OG0006867	LOC110177930|XP_020800568.1|DSER	LOC120413433|XP_039430178.1|CPIP
OG0006870	LOC110189341|XP_020815043.1|DSER	LOC120424212|XP_039444200.1|CPIP
OG0006871	LOC110180712|XP_020804055.1|DSER	LOC120424227|XP_039444218.1|CPIP
OG0006872	LOC110191914|XP_020818563.1|DSER	LOC120426883|XP_039447654.1|CPIP
OG0006881	LOC110185710|XP_020810345.1|DSER	LOC120430177|XP_039451192.1|CPIP, LOC120425444|XP_039445911.1|CPIP
OG0006882	LOC110189217|XP_020814848.1|DSER	LOC120414674|XP_039431893.1|CPIP
OG0006883	LOC110185070|XP_020809409.1|DSER	LOC120426348|XP_039447044.1|CPIP, LOC120426550|XP_039447252.1|CPIP
OG0006884	LOC110185559|XP_020810137.1|DSER	LOC120431072|XP_039452160.1|CPIP, LOC120430915|XP_039451968.1|CPIP
OG0006885	LOC110183287|XP_020807176.1|DSER	LOC120428156|XP_039449074.1|CPIP
OG0006886	LOC110190938|XP_020817264.1|DSER	LOC120425087|XP_039445413.1|CPIP
OG0006887	LOC110187119|XP_020812188.1|DSER	LOC120431276|XP_039452342.1|CPIP
OG0006888	LOC110183362|XP_020807283.1|DSER	LOC120431279|XP_039452350.1|CPIP
OG0006889	LOC110185072|XP_020809411.1|DSER	LOC120431286|XP_039452360.1|CPIP
OG0006890	LOC110179157|XP_020802203.1|DSER	LOC120427689|XP_039448511.1|CPIP
OG0006892	LOC110176892|XP_020799036.1|DSER	LOC120427692|XP_039448523.1|CPIP
OG0006893	LOC110178137|XP_020800823.1|DSER	LOC120427686|XP_039448509.1|CPIP
OG0006894	LOC110178136|XP_020800822.1|DSER	LOC120427695|XP_039448525.1|CPIP
OG0006895	LOC110182073|XP_020805716.1|DSER	LOC120428089|XP_039449008.1|CPIP
OG0006896	LOC110186044|XP_020810742.1|DSER	LOC120428088|XP_039449007.1|CPIP
OG0006897	LOC110177093|XP_020799280.1|DSER	LOC120425849|XP_039446402.1|CPIP
OG0006898	LOC110187504|XP_020812556.1|DSER	LOC120415482|XP_039432982.1|CPIP
OG0006899	LOC110182253|XP_020805931.1|DSER	LOC120419195|XP_039437801.1|CPIP
OG0006900	LOC110187144|XP_020812217.1|DSER	LOC120422802|XP_039442277.1|CPIP
OG0006901	LOC110187588|XP_020812633.1|DSER	LOC120415677|XP_039433198.1|CPIP
OG0006902	LOC110179752|XP_020803027.1|DSER	LOC120424565|XP_039444668.1|CPIP
OG0006903	LOC110186318|XP_020811113.1|DSER	LOC120423658|XP_039443474.1|CPIP
OG0006904	LOC110185947|XP_020810622.1|DSER	LOC120418286|XP_039436547.1|CPIP
OG0006905	LOC110184827|XP_020809131.1|DSER	LOC120418320|XP_039436583.1|CPIP
OG0006906	LOC110176854|XP_020798984.1|DSER	LOC120418289|XP_039436550.1|CPIP
OG0006907	LOC110187451|XP_020812499.1|DSER	LOC120422970|XP_039442491.1|CPIP
OG0006908	LOC110185833|XP_020810499.1|DSER	LOC120422983|XP_039442527.1|CPIP
OG0006909	LOC110183311|XP_020807215.1|DSER	LOC120422988|XP_039442532.1|CPIP
OG0006910	LOC110183850|XP_020807859.1|DSER	LOC120422992|XP_039442537.1|CPIP
OG0006911	LOC110184201|XP_020808305.1|DSER	LOC120421108|XP_039440197.1|CPIP
OG0006912	LOC110185867|XP_020810536.1|DSER	LOC120413589|XP_039430424.1|CPIP
OG0006913	LOC110182692|XP_020806444.1|DSER	LOC120413621|XP_039430462.1|CPIP
OG0006914	LOC110179816|XP_020803081.1|DSER	LOC120413607|XP_039430445.1|CPIP
OG0006915	LOC110183750|XP_020807765.1|DSER	LOC120413605|XP_039430443.1|CPIP
OG0006916	LOC110185123|XP_020809473.1|DSER	LOC120413590|XP_039430432.1|CPIP
OG0006917	LOC110185859|XP_020810527.1|DSER	LOC120413616|XP_039430455.1|CPIP
OG0006918	LOC110185767|XP_020810428.1|DSER	LOC120413618|XP_039430459.1|CPIP
OG0006919	LOC110176801|XP_020798895.1|DSER	LOC120420427|XP_039439384.1|CPIP
OG0006920	LOC110183154|XP_020807002.1|DSER	LOC120422371|XP_039441716.1|CPIP
OG0006921	LOC110182603|XP_020806320.1|DSER	LOC120414069|XP_039431024.1|CPIP
OG0006922	LOC110185058|XP_020809393.1|DSER	LOC120414076|XP_039431031.1|CPIP
OG0006923	LOC110178135|XP_020800821.1|DSER	LOC120414101|XP_039431058.1|CPIP
OG0006924	LOC110182820|XP_020806615.1|DSER	LOC120414107|XP_039431065.1|CPIP
OG0006925	LOC110186648|XP_020811568.1|DSER	LOC120414109|XP_039431068.1|CPIP
OG0006926	LOC110184975|XP_020809284.1|DSER	LOC120420590|XP_039439600.1|CPIP
OG0006927	LOC110184958|XP_020809265.1|DSER	LOC120420624|XP_039439631.1|CPIP
OG0006928	LOC110184988|XP_020809299.1|DSER	LOC120420619|XP_039439626.1|CPIP
OG0006929	LOC110178101|XP_020800770.1|DSER	LOC120420131|XP_039439015.1|CPIP
OG0006930	LOC110179168|XP_020802226.1|DSER	LOC120420144|XP_039439037.1|CPIP
OG0006931	LOC110184994|XP_020809304.1|DSER	LOC120422727|XP_039442193.1|CPIP
OG0006932	LOC110183277|XP_020807167.1|DSER	LOC120422492|XP_039441885.1|CPIP
OG0006933	LOC110183379|XP_020807301.1|DSER	LOC120423268|XP_039442941.1|CPIP
OG0006934	LOC110187617|XP_020812665.1|DSER	LOC120416083|XP_039433700.1|CPIP
OG0006935	LOC110185591|XP_020810185.1|DSER	LOC120417360|XP_039435305.1|CPIP
OG0006936	LOC110181457|XP_020804863.1|DSER, LOC110181461|XP_020804867.1|DSER, LOC110179851|XP_020803114.1|DSER	LOC120417363|XP_039435308.1|CPIP
OG0006937	LOC110183298|XP_020807194.1|DSER	LOC120417352|XP_039435288.1|CPIP
OG0006938	LOC110183199|XP_020807069.1|DSER	LOC120417348|XP_039435284.1|CPIP
OG0006939	LOC110187041|XP_020812065.1|DSER	LOC120417350|XP_039435286.1|CPIP
OG0006940	LOC110182680|XP_020806426.1|DSER	LOC120413135|XP_039429773.1|CPIP
OG0006941	LOC110183155|XP_020807003.1|DSER	LOC120424966|XP_039445256.1|CPIP
OG0006942	LOC110189259|XP_020814929.1|DSER	LOC120416296|XP_039433947.1|CPIP
OG0006943	LOC110184936|XP_020809240.1|DSER	LOC120413149|XP_039429788.1|CPIP
OG0006944	LOC110181150|XP_020804483.1|DSER	LOC120413089|XP_039429729.1|CPIP
OG0006945	LOC110187510|XP_020812563.1|DSER	LOC120413103|XP_039429743.1|CPIP
OG0006946	LOC110188126|XP_020813372.1|DSER	LOC120413118|XP_039429761.1|CPIP
OG0006947	LOC110185779|XP_020810440.1|DSER	LOC120424101|XP_039444048.1|CPIP
OG0006948	LOC110186112|XP_020810818.1|DSER	LOC120428540|XP_039449506.1|CPIP
OG0006949	LOC110185615|XP_020810222.1|DSER	LOC120418950|XP_039437422.1|CPIP
OG0006950	LOC110185104|XP_020809452.1|DSER	LOC120428613|XP_039449594.1|CPIP
OG0006951	LOC110183833|XP_020807844.1|DSER	LOC120427877|XP_039448747.1|CPIP
OG0006952	LOC110186528|XP_020811385.1|DSER	LOC120428397|XP_039449347.1|CPIP
OG0006953	LOC110189072|XP_020814701.1|DSER	LOC120425907|XP_039446460.1|CPIP
OG0006954	LOC110183932|XP_020807955.1|DSER	LOC120425903|XP_039446457.1|CPIP
OG0006955	LOC110188241|XP_020813562.1|DSER	LOC120425916|XP_039446470.1|CPIP
OG0006956	LOC110187239|XP_020812296.1|DSER	LOC120416322|XP_039433978.1|CPIP
OG0006957	LOC110185794|XP_020810457.1|DSER	LOC120416331|XP_039433995.1|CPIP
OG0006958	LOC110191498|XP_020818023.1|DSER	LOC120416316|XP_039433973.1|CPIP
OG0006959	LOC110179407|XP_020802591.1|DSER	LOC120416310|XP_039433965.1|CPIP
OG0006960	LOC110183829|XP_020807841.1|DSER	LOC120414771|XP_039432019.1|CPIP
OG0006961	LOC110187204|XP_020812262.1|DSER	LOC120414744|XP_039431990.1|CPIP
OG0006962	LOC110186002|XP_020810688.1|DSER	LOC120420890|XP_039439945.1|CPIP
OG0006963	LOC110187349|XP_020812397.1|DSER	LOC120418405|XP_039436715.1|CPIP
OG0006964	LOC110187358|XP_020812408.1|DSER	LOC120418423|XP_039436735.1|CPIP
OG0006965	LOC110187513|XP_020812566.1|DSER	LOC120421721|XP_039440904.1|CPIP
OG0006966	LOC110182703|XP_020806458.1|DSER	LOC120421720|XP_039440902.1|CPIP
OG0006967	LOC110182919|XP_020806741.1|DSER	LOC120421717|XP_039440898.1|CPIP
OG0006968	LOC110180257|XP_020803572.1|DSER	LOC120420821|XP_039439875.1|CPIP
OG0006969	LOC110178638|XP_020801487.1|DSER	LOC120420808|XP_039439864.1|CPIP
OG0006970	LOC110177423|XP_020799800.1|DSER	LOC120419382|XP_039437987.1|CPIP
OG0006971	LOC110185649|XP_020810266.1|DSER	LOC120420145|XP_039439041.1|CPIP
OG0006972	LOC110183401|XP_020807336.1|DSER	LOC120419902|XP_039438706.1|CPIP
OG0006973	LOC110178081|XP_020800744.1|DSER, LOC110178191|XP_020800884.1|DSER	LOC120420278|XP_039439214.1|CPIP
OG0006974	LOC110180581|XP_020803931.1|DSER	LOC120420510|XP_039439501.1|CPIP
OG0006975	LOC110182346|XP_020806045.1|DSER	LOC120419756|XP_039438518.1|CPIP
OG0006976	LOC110183122|XP_020806972.1|DSER	LOC120418791|XP_039437207.1|CPIP
OG0006977	LOC110184060|XP_020808096.1|DSER	LOC120431287|XP_039452361.1|CPIP
OG0006978	LOC110187227|XP_020812283.1|DSER	LOC120420603|XP_039439615.1|CPIP
OG0006979	LOC110187567|XP_020812615.1|DSER	LOC120421951|XP_039441195.1|CPIP
OG0006980	LOC110185718|XP_020810355.1|DSER	LOC120428323|XP_039449254.1|CPIP
OG0006981	LOC110185634|XP_020810250.1|DSER	LOC120428319|XP_039449249.1|CPIP
OG0006983	LOC110176979|XP_020799146.1|DSER	LOC120422514|XP_039441904.1|CPIP
OG0006984	LOC110181142|XP_020804474.1|DSER	LOC120415468|XP_039432961.1|CPIP
OG0006985	LOC110176915|XP_020799065.1|DSER	LOC120415477|XP_039432974.1|CPIP
OG0006986	LOC110179149|XP_020802197.1|DSER	LOC120415478|XP_039432975.1|CPIP
OG0006988	LOC110178097|XP_020800765.1|DSER	LOC120416266|XP_039433904.1|CPIP
OG0006989	LOC110183925|XP_020807946.1|DSER	LOC120425340|XP_039445766.1|CPIP
OG0006990	LOC110187453|XP_020812501.1|DSER	LOC120425339|XP_039445765.1|CPIP
OG0006991	LOC110186385|XP_020811204.1|DSER	LOC120425338|XP_039445764.1|CPIP
OG0006992	LOC110182339|XP_020806030.1|DSER	LOC120421104|XP_039440187.1|CPIP
OG0006994	LOC110182595|XP_020806309.1|DSER	LOC120419175|XP_039437762.1|CPIP
OG0006995	LOC110185062|XP_020809398.1|DSER	LOC120415974|XP_039433559.1|CPIP
OG0006996	LOC110185057|XP_020809392.1|DSER	LOC120416017|XP_039433608.1|CPIP
OG0006997	LOC110188999|XP_020814609.1|DSER	LOC120422511|XP_039441903.1|CPIP
OG0006998	LOC110191313|XP_020817791.1|DSER	LOC120416110|XP_039433727.1|CPIP
OG0006999	LOC110181144|XP_020804476.1|DSER	LOC120416281|XP_039433929.1|CPIP
OG0007000	LOC110187593|XP_020812645.1|DSER	LOC120428679|XP_039449668.1|CPIP
OG0007001	LOC110178225|XP_020800932.1|DSER	LOC120419855|XP_039438626.1|CPIP
OG0007002	LOC110181404|XP_020804799.1|DSER	LOC120412803|XP_039429333.1|CPIP
OG0007003	LOC110177890|XP_020800558.1|DSER	LOC120412837|XP_039429380.1|CPIP
OG0007004	LOC110187286|XP_020812334.1|DSER	LOC120413538|XP_039430347.1|CPIP
OG0007005	LOC110187230|XP_020812286.1|DSER	LOC120413575|XP_039430397.1|CPIP
OG0007006	LOC110185887|XP_020810558.1|DSER	LOC120416606|XP_039434334.1|CPIP
OG0007007	LOC110183275|XP_020807166.1|DSER	LOC120416605|XP_039434333.1|CPIP
OG0007008	LOC110186074|XP_020810768.1|DSER	LOC120429037|XP_039450108.1|CPIP
OG0007009	LOC110183278|XP_020807168.1|DSER	LOC120419793|XP_039438563.1|CPIP
OG0007010	LOC110178116|XP_020800791.1|DSER	LOC120419985|XP_039438801.1|CPIP
OG0007011	LOC110186934|XP_020811924.1|DSER	LOC120415999|XP_039433588.1|CPIP
OG0007012	LOC110182313|XP_020805998.1|DSER	LOC120416021|XP_039433611.1|CPIP
OG0007013	LOC110183088|XP_020806939.1|DSER	LOC120416783|XP_039434585.1|CPIP
