Orthogroup	DSER.longest_only	DALB.longest_only
OG0010563	LOC110190018|XP_020815977.1|DSER	LOC117574385|XP_034114109.1|DALB
OG0010564	LOC110186653|XP_020811577.1|DSER	LOC117574495|XP_034114223.1|DALB
OG0010565	LOC110186392|XP_020811213.1|DSER	LOC117576040|XP_034116456.1|DALB
OG0010566	LOC110186632|XP_020811550.1|DSER	LOC117576658|XP_034117503.1|DALB
OG0010567	LOC110188419|XP_020813803.1|DSER	LOC117574221|XP_034113818.1|DALB
OG0010568	LOC110186633|XP_020811551.1|DSER	LOC117576091|XP_034116530.1|DALB
OG0010569	LOC110186793|XP_020811729.1|DSER	LOC117576235|XP_034116745.1|DALB
OG0010570	LOC110186703|XP_020811635.1|DSER	LOC117574868|XP_034114777.1|DALB
OG0010571	LOC110188239|XP_020813560.1|DSER	LOC117575164|XP_034115157.1|DALB
OG0010572	LOC110191147|XP_020817562.1|DSER	LOC117573715|XP_034112975.1|DALB
OG0010573	LOC110187794|XP_020812925.1|DSER	LOC117573707|XP_034112966.1|DALB
OG0010574	LOC110188110|XP_020813341.1|DSER	LOC117573712|XP_034112973.1|DALB
OG0010575	LOC110191154|XP_020817570.1|DSER	LOC117573704|XP_034112963.1|DALB
OG0010576	LOC110188461|XP_020813850.1|DSER	LOC117576623|XP_034117434.1|DALB
OG0010577	LOC110188536|XP_020813942.1|DSER	LOC117574498|XP_034114233.1|DALB
OG0010578	LOC110186815|XP_020811760.1|DSER	LOC117575775|XP_034116033.1|DALB
OG0010579	LOC110188544|XP_020813960.1|DSER	LOC117576092|XP_034116531.1|DALB
OG0010580	LOC110187993|XP_020813174.1|DSER	LOC117574450|XP_034114179.1|DALB
OG0010581	LOC110188038|XP_020813241.1|DSER	LOC117575079|XP_034115064.1|DALB
OG0010582	LOC110186188|XP_020810909.1|DSER	LOC117573818|XP_034113135.1|DALB
OG0010583	LOC110187874|XP_020813017.1|DSER	LOC117576027|XP_034116427.1|DALB
OG0010613	LOC110180493|XP_020803834.1|DSER	LOC117570016|XP_034107323.1|DALB
OG0010616	LOC110188421|XP_020813804.1|DSER	LOC117575588|XP_034115746.1|DALB
OG0010619	LOC110190715|XP_020816996.1|DSER	LOC117571511|XP_034109575.1|DALB
OG0010627	LOC110191148|XP_020817563.1|DSER	LOC117576158|XP_034116624.1|DALB
OG0010628	LOC110188437|XP_020813823.1|DSER	LOC117575389|XP_034115455.1|DALB
OG0010631	LOC110185784|XP_020810446.1|DSER	LOC117563775|XP_034098173.1|DALB
OG0010634	LOC110178601|XP_020801483.1|DSER	LOC117566647|XP_034102080.1|DALB
OG0010635	LOC110191390|XP_020817909.1|DSER	LOC117571727|XP_034109925.1|DALB
OG0010637	LOC110184907|XP_020809212.1|DSER	LOC117574024|XP_034113506.1|DALB
OG0010638	LOC110179496|XP_020802729.1|DSER	LOC117571093|XP_034108969.1|DALB
OG0010639	LOC110175964|XP_020797815.1|DSER	LOC117570184|XP_034107556.1|DALB
OG0010640	LOC110176033|XP_020797904.1|DSER	LOC117571641|XP_034109767.1|DALB
OG0010641	LOC110175996|XP_020797850.1|DSER	LOC117577792|XP_034118608.1|DALB
OG0010642	LOC110175943|XP_020797788.1|DSER	LOC117568117|XP_034104415.1|DALB
OG0010643	LOC110179436|XP_020802631.1|DSER	LOC117573085|XP_034111873.1|DALB
OG0010645	LOC110179684|XP_020802955.1|DSER	LOC117576882|XP_034117888.1|DALB
OG0010646	LOC110190700|XP_020816971.1|DSER	LOC117570738|XP_034108451.1|DALB
OG0010647	LOC110176709|XP_020798807.1|DSER	LOC117571168|XP_034109089.1|DALB
OG0010648	LOC110187389|XP_020812441.1|DSER	LOC117571500|XP_034109559.1|DALB
OG0010649	LOC110184501|XP_020808723.1|DSER	LOC117572260|XP_034110851.1|DALB, LOC117572261|XP_034110853.1|DALB
OG0010650	LOC110190181|XP_020816189.1|DSER	LOC117568382|XP_034104881.1|DALB
OG0010651	LOC110190745|XP_020817027.1|DSER	LOC117572028|XP_034110469.1|DALB
OG0010653	LOC110189043|XP_020814670.1|DSER	LOC117574922|XP_034114861.1|DALB
OG0010657	LOC110185524|XP_020810079.1|DSER	LOC117566204|XP_034101626.1|DALB
OG0010658	LOC110182478|XP_020806185.1|DSER	LOC117565989|XP_034101302.1|DALB
OG0010659	LOC110181891|XP_020805480.1|DSER	LOC117570296|XP_034107712.1|DALB
OG0010660	LOC110181920|XP_020805514.1|DSER	LOC117566258|XP_034101698.1|DALB
OG0010661	LOC110180087|XP_020803369.1|DSER	LOC117566457|XP_034101882.1|DALB
OG0010662	LOC110176473|XP_020798491.1|DSER	LOC117576390|XP_034116998.1|DALB
OG0010663	LOC110176085|XP_020797986.1|DSER	LOC117564549|XP_034099267.1|DALB
OG0010664	LOC110184204|XP_020808310.1|DSER	LOC117577851|XP_034118685.1|DALB
OG0010665	LOC110176122|XP_020798018.1|DSER	LOC117575565|XP_034115722.1|DALB
OG0010666	LOC110183101|XP_020806952.1|DSER	LOC117577964|XP_034118907.1|DALB
OG0010667	LOC110179603|XP_020802860.1|DSER	LOC117577563|XP_034118291.1|DALB
OG0010668	LOC110179572|XP_020802820.1|DSER	LOC117567514|XP_034103453.1|DALB
OG0010669	LOC110184569|XP_020808803.1|DSER	LOC117577969|XP_034119350.1|DALB
OG0010670	LOC110182526|XP_020806234.1|DSER	LOC117567614|XP_034103598.1|DALB
OG0010671	LOC110179754|XP_020803030.1|DSER	LOC117567669|XP_034103685.1|DALB
OG0010672	LOC110179833|XP_020803099.1|DSER	LOC117567805|XP_034103934.1|DALB
OG0010673	LOC110179716|XP_020802990.1|DSER	LOC117569302|XP_034106308.1|DALB
OG0010674	LOC110182480|XP_020806186.1|DSER, LOC110182474|XP_020806174.1|DSER	LOC117567984|XP_034104197.1|DALB
OG0010675	LOC110176038|XP_020797908.1|DSER	LOC117571882|XP_034110236.1|DALB
OG0010676	LOC110179389|XP_020802573.1|DSER	LOC117569602|XP_034106731.1|DALB
OG0010677	LOC110181912|XP_020805504.1|DSER	LOC117578061|XP_034119088.1|DALB
OG0010678	LOC110176102|XP_020797999.1|DSER	LOC117577702|XP_034118492.1|DALB
OG0010680	LOC110178026|XP_020800700.1|DSER	LOC117578017|XP_034119009.1|DALB
OG0010681	LOC110178039|XP_020800715.1|DSER	LOC117577832|XP_034118663.1|DALB
OG0010682	LOC110178042|XP_020800716.1|DSER	LOC117574618|XP_034114400.1|DALB
OG0010683	LOC110185961|XP_020810638.1|DSER	LOC117563228|XP_034097323.1|DALB
OG0010684	LOC110185979|XP_020810661.1|DSER	LOC117563230|XP_034097324.1|DALB
OG0010685	LOC110186063|XP_020810760.1|DSER	LOC117565784|XP_034100951.1|DALB
OG0010686	LOC110185110|XP_020809463.1|DSER	LOC117564781|XP_034099575.1|DALB
OG0010687	LOC110183282|XP_020807172.1|DSER	LOC117563816|XP_034098240.1|DALB
OG0010688	LOC110184986|XP_020809297.1|DSER	LOC117563871|XP_034098320.1|DALB
OG0010689	LOC110182687|XP_020806439.1|DSER	LOC117563787|XP_034098205.1|DALB
OG0010690	LOC110183449|XP_020807388.1|DSER	LOC117565182|XP_034100071.1|DALB
OG0010691	LOC110183292|XP_020807183.1|DSER	LOC117563333|XP_034097492.1|DALB
OG0010692	LOC110183290|XP_020807180.1|DSER	LOC117563331|XP_034097490.1|DALB
OG0010693	LOC110187452|XP_020812500.1|DSER	LOC117563521|XP_034097788.1|DALB
OG0010694	LOC110182602|XP_020806319.1|DSER	LOC117564183|XP_034098746.1|DALB
OG0010695	LOC110177029|XP_020799204.1|DSER	LOC117564199|XP_034098767.1|DALB
OG0010696	LOC110178421|XP_020801220.1|DSER, LOC110182232|XP_020805917.1|DSER, LOC110182237|XP_020805918.1|DSER	LOC117564678|XP_034099435.1|DALB
OG0010697	LOC110185771|XP_020810433.1|DSER	LOC117563260|XP_034097373.1|DALB
OG0010698	LOC110186035|XP_020810731.1|DSER	LOC117565044|XP_034099883.1|DALB
OG0010699	LOC110185074|XP_020809412.1|DSER	LOC117564265|XP_034098859.1|DALB
OG0010700	LOC110182393|XP_020806092.1|DSER	LOC117565011|XP_034099847.1|DALB
OG0010701	LOC110184910|XP_020809215.1|DSER	LOC117564909|XP_034099755.1|DALB
OG0010702	LOC110178133|XP_020800817.1|DSER	LOC117565844|XP_034101050.1|DALB
OG0010703	LOC110178146|XP_020800833.1|DSER	LOC117564079|XP_034098596.1|DALB
OG0010704	LOC110177018|XP_020799190.1|DSER	LOC117565507|XP_034100529.1|DALB
OG0010705	LOC110183700|XP_020807698.1|DSER	LOC117571551|XP_034109644.1|DALB
OG0010706	LOC110185163|XP_020809527.1|DSER	LOC117570978|XP_034108816.1|DALB
OG0010707	LOC110185193|XP_020809577.1|DSER	LOC117567271|XP_034103026.1|DALB
OG0010708	LOC110190477|XP_020816646.1|DSER	LOC117566738|XP_034102172.1|DALB
OG0010709	LOC110188518|XP_020813917.1|DSER	LOC117572067|XP_034110538.1|DALB
OG0010710	LOC110183593|XP_020807566.1|DSER	LOC117567601|XP_034103579.1|DALB
OG0010711	LOC110188586|XP_020814008.1|DSER	LOC117571406|XP_034109433.1|DALB, LOC117576251|XP_034116769.1|DALB
OG0010712	LOC110190351|XP_020816414.1|DSER	LOC117572140|XP_034110670.1|DALB
OG0010713	LOC110185182|XP_020809558.1|DSER	LOC117572545|XP_034111308.1|DALB
OG0010714	LOC110186823|XP_020811773.1|DSER	LOC117569172|XP_034106129.1|DALB
OG0010715	LOC110189925|XP_020815862.1|DSER	LOC117568016|XP_034104235.1|DALB
OG0010716	LOC110179827|XP_020803092.1|DSER	LOC117569660|XP_034106797.1|DALB
OG0010717	LOC110178708|XP_020801566.1|DSER	LOC117567604|XP_034103583.1|DALB
OG0010718	LOC110185304|XP_020809713.1|DSER	LOC117567792|XP_034103907.1|DALB
OG0010719	LOC110188696|XP_020814159.1|DSER	LOC117566473|XP_034101895.1|DALB
OG0010720	LOC110176271|XP_020798244.1|DSER	LOC117568759|XP_034105486.1|DALB
OG0010721	LOC110176296|XP_020798276.1|DSER	LOC117572811|XP_034111808.1|DALB
OG0010722	LOC110177492|XP_020799907.1|DSER	LOC117566495|XP_034101926.1|DALB
OG0010723	LOC110180654|XP_020804007.1|DSER	LOC117567882|XP_034104046.1|DALB
OG0010724	LOC110182987|XP_020806838.1|DSER	LOC117566563|XP_034101996.1|DALB
OG0010725	LOC110182991|XP_020806842.1|DSER	LOC117569301|XP_034106304.1|DALB
OG0010726	LOC110180679|XP_020804026.1|DSER	LOC117569346|XP_034106370.1|DALB
OG0010727	LOC110189761|XP_020815640.1|DSER	LOC117572693|XP_034111635.1|DALB
OG0010729	LOC110189730|XP_020815582.1|DSER	LOC117566688|XP_034102126.1|DALB
OG0010730	LOC110180273|XP_020803589.1|DSER	LOC117569105|XP_034106013.1|DALB
OG0010731	LOC110180095|XP_020803378.1|DSER, LOC110182918|XP_020806739.1|DSER	LOC117567208|XP_034102929.1|DALB
OG0010732	LOC110178365|XP_020801160.1|DSER	LOC117568205|XP_034104564.1|DALB
OG0010733	LOC110191689|XP_020818264.1|DSER	LOC117566750|XP_034102185.1|DALB
OG0010734	LOC110191019|XP_020817398.1|DSER	LOC117568140|XP_034104438.1|DALB
OG0010735	LOC110179295|XP_020802439.1|DSER	LOC117568666|XP_034105360.1|DALB
OG0010736	LOC110189369|XP_020815076.1|DSER	LOC117570511|XP_034108100.1|DALB
OG0010737	LOC110189673|XP_020815490.1|DSER	LOC117566780|XP_034102214.1|DALB
OG0010738	LOC110187849|XP_020812992.1|DSER	LOC117573723|XP_034112983.1|DALB
OG0010739	LOC110187944|XP_020813117.1|DSER	LOC117573994|XP_034113433.1|DALB
OG0010740	LOC110187962|XP_020813140.1|DSER	LOC117576043|XP_034116460.1|DALB
OG0010741	LOC110176581|XP_020798654.1|DSER	LOC117575217|XP_034115234.1|DALB
OG0010742	LOC110191431|XP_020817948.1|DSER	LOC117576873|XP_034117867.1|DALB
OG0010743	LOC110188567|XP_020813986.1|DSER	LOC117574387|XP_034114112.1|DALB
OG0010744	LOC110185323|XP_020809756.1|DSER	LOC117574826|XP_034114688.1|DALB
OG0010745	LOC110191924|XP_020818585.1|DSER	LOC117575159|XP_034115153.1|DALB
OG0010746	LOC110186337|XP_020811143.1|DSER	LOC117575745|XP_034115990.1|DALB
OG0010747	LOC110191385|XP_020817900.1|DSER	LOC117573266|XP_034112237.1|DALB
OG0010748	LOC110191238|XP_020817674.1|DSER	LOC117574899|XP_034114828.1|DALB
OG0010749	LOC110186201|XP_020810919.1|DSER	LOC117574275|XP_034113914.1|DALB
OG0010750	LOC110186165|XP_020810875.1|DSER	LOC117575881|XP_034116209.1|DALB
OG0010751	LOC110188617|XP_020814043.1|DSER	LOC117575939|XP_034116291.1|DALB
OG0010752	LOC110186811|XP_020811755.1|DSER	LOC117575328|XP_034115376.1|DALB
OG0010753	LOC110177341|XP_020799688.1|DSER	LOC117573524|XP_034112650.1|DALB
OG0010754	LOC110188459|XP_020813848.1|DSER	LOC117575412|XP_034115484.1|DALB
OG0010755	LOC110186330|XP_020811135.1|DSER	LOC117573500|XP_034112618.1|DALB
OG0010756	LOC110186329|XP_020811134.1|DSER	LOC117573506|XP_034112626.1|DALB
OG0010757	LOC110186346|XP_020811152.1|DSER	LOC117575152|XP_034115146.1|DALB
OG0010758	LOC110186352|XP_020811158.1|DSER	LOC117575337|XP_034115386.1|DALB
OG0010759	LOC110186647|XP_020811567.1|DSER	LOC117576751|XP_034117675.1|DALB
OG0010760	LOC110188044|XP_020813253.1|DSER	LOC117575096|XP_034115087.1|DALB
OG0010761	LOC110191900|XP_020818545.1|DSER	LOC117574117|XP_034113662.1|DALB
OG0010762	LOC110176400|XP_020798394.1|DSER	LOC117574810|XP_034114668.1|DALB
OG0010763	LOC110191146|XP_020817561.1|DSER	LOC117574984|XP_034114944.1|DALB
OG0010764	LOC110187845|XP_020812988.1|DSER	LOC117575456|XP_034115554.1|DALB
OG0010765	LOC110185776|XP_020810441.1|DSER	LOC117573401|XP_034112494.1|DALB
OG0010766	LOC110188647|XP_020814084.1|DSER	LOC117574896|XP_034114824.1|DALB
OG0010767	LOC110186627|XP_020811537.1|DSER	LOC117573779|XP_034113070.1|DALB
OG0010768	LOC110186331|XP_020811136.1|DSER	LOC117574654|XP_034114450.1|DALB
OG0010769	LOC110187852|XP_020812996.1|DSER	LOC117576549|XP_034117278.1|DALB
OG0010770	LOC110186814|XP_020811759.1|DSER	LOC117574442|XP_034114170.1|DALB
OG0010771	LOC110182923|XP_020806747.1|DSER	LOC117574543|XP_034114304.1|DALB
OG0010772	LOC110188109|XP_020813340.1|DSER	LOC117575786|XP_034116051.1|DALB
OG0010773	LOC110188108|XP_020813339.1|DSER	LOC117575052|XP_034115025.1|DALB
OG0010774	LOC110191119|XP_020817527.1|DSER	LOC117574469|XP_034114197.1|DALB
OG0010775	LOC110186001|XP_020810692.1|DSER	LOC117574474|XP_034114203.1|DALB
OG0010776	LOC110185020|XP_020809331.1|DSER	LOC117577403|XP_034118208.1|DALB
OG0010813	LOC110185089|XP_020809432.1|DSER	LOC117564010|XP_034098491.1|DALB
OG0010823	LOC110181405|XP_020804800.1|DSER	LOC117578155|XP_034119266.1|DALB
OG0010831	LOC110185707|XP_020810337.1|DSER	LOC117564089|XP_034098612.1|DALB
OG0010833	LOC110181099|XP_020804427.1|DSER	LOC117568420|XP_034104956.1|DALB
OG0010835	LOC110184148|XP_020808216.1|DSER	LOC117578015|XP_034119007.1|DALB
OG0010836	LOC110184500|XP_020808721.1|DSER	LOC117572259|XP_034110850.1|DALB
OG0010843	LOC110179332|XP_020802484.1|DSER	LOC117571337|XP_034109321.1|DALB
OG0010847	LOC110181479|XP_020804891.1|DSER	LOC117573153|XP_034112006.1|DALB
OG0010848	LOC110187068|XP_020812116.1|DSER	LOC117572777|XP_034111767.1|DALB
OG0010849	LOC110181784|XP_020805322.1|DSER	LOC117577778|XP_034118588.1|DALB
OG0010850	LOC110179567|XP_020802810.1|DSER	LOC117570771|XP_034108501.1|DALB
OG0010851	LOC110176077|XP_020797958.1|DSER	LOC117577747|XP_034118550.1|DALB
OG0010852	LOC110179109|XP_020802158.1|DSER	LOC117566896|XP_034102405.1|DALB
OG0010853	LOC110180140|XP_020803445.1|DSER	LOC117570705|XP_034108404.1|DALB
OG0010854	LOC110179602|XP_020802859.1|DSER	LOC117577562|XP_034118287.1|DALB
OG0010855	LOC110179755|XP_020803031.1|DSER	LOC117567703|XP_034103728.1|DALB
OG0010856	LOC110179050|XP_020802068.1|DSER	LOC117569445|XP_034106503.1|DALB
OG0010857	LOC110182506|XP_020806216.1|DSER	LOC117570558|XP_034108180.1|DALB
OG0010859	LOC110185729|XP_020810373.1|DSER	LOC117566104|XP_034101466.1|DALB
OG0010860	LOC110185737|XP_020810387.1|DSER	LOC117563388|XP_034097610.1|DALB
OG0010861	LOC110185734|XP_020810383.1|DSER	LOC117564941|XP_034099786.1|DALB
OG0010863	LOC110183195|XP_020807061.1|DSER	LOC117565900|XP_034101137.1|DALB
OG0010864	LOC110184854|XP_020809154.1|DSER	LOC117565327|XP_034100264.1|DALB
OG0010865	LOC110183142|XP_020806992.1|DSER	LOC117564600|XP_034099346.1|DALB
OG0010866	LOC110186944|XP_020811940.1|DSER	LOC117571775|XP_034110024.1|DALB
OG0010867	LOC110182753|XP_020806523.1|DSER	LOC117570874|XP_034108658.1|DALB
OG0010870	LOC110188807|XP_020814341.1|DSER	LOC117572163|XP_034110704.1|DALB
OG0010871	LOC110188869|XP_020814441.1|DSER	LOC117572165|XP_034110706.1|DALB
OG0010872	LOC110185277|XP_020809683.1|DSER	LOC117567662|XP_034103670.1|DALB
OG0010875	LOC110176696|XP_020798791.1|DSER	LOC117571416|XP_034109447.1|DALB
OG0010876	LOC110189983|XP_020815930.1|DSER	LOC117569566|XP_034106679.1|DALB
OG0010877	LOC110185253|XP_020809648.1|DSER	LOC117571906|XP_034110274.1|DALB
OG0010880	LOC110178872|XP_020801805.1|DSER	LOC117568874|XP_034105656.1|DALB
OG0010881	LOC110179216|XP_020802310.1|DSER	LOC117567021|XP_034102599.1|DALB
OG0010882	LOC110181596|XP_020805049.1|DSER	LOC117569023|XP_034105903.1|DALB
OG0010884	LOC110185221|XP_020809611.1|DSER	LOC117570121|XP_034107477.1|DALB
OG0010885	LOC110191398|XP_020817915.1|DSER	LOC117571752|XP_034109993.1|DALB
OG0010886	LOC110176157|XP_020798054.1|DSER	LOC117570472|XP_034108046.1|DALB
OG0010887	LOC110176294|XP_020798274.1|DSER	LOC117566617|XP_034102049.1|DALB
OG0010888	LOC110179309|XP_020802454.1|DSER	LOC117571084|XP_034108957.1|DALB
OG0010889	LOC110177781|XP_020800309.1|DSER	LOC117569441|XP_034106495.1|DALB
OG0010893	LOC110177910|XP_020800545.1|DSER	LOC117567079|XP_034102721.1|DALB
OG0010894	LOC110177766|XP_020800291.1|DSER	LOC117571455|XP_034109493.1|DALB
OG0010895	LOC110177731|XP_020800242.1|DSER	LOC117572134|XP_034110658.1|DALB
OG0010896	LOC110191600|XP_020818145.1|DSER	LOC117575225|XP_034115243.1|DALB
OG0010897	LOC110191749|XP_020818345.1|DSER	LOC117576418|XP_034117039.1|DALB
OG0010898	LOC110187855|XP_020812999.1|DSER	LOC117574738|XP_034114563.1|DALB
OG0010899	LOC110186312|XP_020811093.1|DSER	LOC117576305|XP_034116851.1|DALB
OG0010900	LOC110191289|XP_020817755.1|DSER	LOC117575915|XP_034116260.1|DALB
OG0010901	LOC110185650|XP_020810271.1|DSER	LOC117574828|XP_034114691.1|DALB
OG0010902	LOC110186347|XP_020811153.1|DSER	LOC117575095|XP_034115086.1|DALB
OG0010904	LOC110187807|XP_020812942.1|DSER	LOC117574536|XP_034114291.1|DALB
OG0010906	LOC110183174|XP_020807024.1|DSER, LOC110183179|XP_020807028.1|DSER, LOC110186739|XP_020811663.1|DSER	LOC117574423|XP_034114152.1|DALB
OG0010958	LOC110188429|XP_020813818.1|DSER	LOC117574145|XP_034113711.1|DALB
OG0010959	LOC110188363|XP_020813732.1|DSER	LOC117574691|XP_034114491.1|DALB
OG0010962	LOC110185046|XP_020809357.1|DSER	LOC117565416|XP_034100392.1|DALB
OG0010964	LOC110185762|XP_020810423.1|DSER	LOC117564521|XP_034099232.1|DALB
OG0010966	LOC110185227|XP_020809616.1|DSER	LOC117572618|XP_034111464.1|DALB
OG0010967	LOC110179758|XP_020803034.1|DSER	LOC117567709|XP_034103759.1|DALB
OG0010968	LOC110188850|XP_020814415.1|DSER	LOC117570942|XP_034108765.1|DALB
OG0010971	LOC110189742|XP_020815606.1|DSER	LOC117575752|XP_034116002.1|DALB
OG0010974	LOC110190140|XP_020816127.1|DSER	LOC117571351|XP_034109351.1|DALB
OG0010978	LOC110181873|XP_020805455.1|DSER	LOC117565145|XP_034100018.1|DALB
OG0010979	LOC110183503|XP_020807448.1|DSER	LOC117564406|XP_034099030.1|DALB
OG0010980	LOC110187051|XP_020812086.1|DSER	LOC117577595|XP_034118333.1|DALB
OG0010981	LOC110180551|XP_020803905.1|DSER	LOC117566110|XP_034101475.1|DALB
OG0010982	LOC110183133|XP_020806982.1|DSER	LOC117570010|XP_034107321.1|DALB
OG0010983	LOC110176100|XP_020797998.1|DSER	LOC117577950|XP_034118876.1|DALB
OG0010984	LOC110179515|XP_020802751.1|DSER	LOC117570921|XP_034108740.1|DALB
OG0010985	LOC110187626|XP_020812687.1|DSER	LOC117563526|XP_034097800.1|DALB
OG0010986	LOC110182034|XP_020805623.1|DSER	LOC117568240|XP_034104612.1|DALB
OG0010987	LOC110180540|XP_020803889.1|DSER	LOC117572000|XP_034110409.1|DALB
OG0010988	LOC110178043|XP_020800717.1|DSER	LOC117577724|XP_034118518.1|DALB
OG0010989	LOC110187798|XP_020812931.1|DSER	LOC117564764|XP_034099553.1|DALB, LOC117565453|XP_034100443.1|DALB
OG0010990	LOC110181375|XP_020804763.1|DSER	LOC117564047|XP_034098547.1|DALB
OG0010991	LOC110186080|XP_020810775.1|DSER	LOC117565308|XP_034100237.1|DALB
OG0010992	LOC110187353|XP_020812403.1|DSER, LOC110187355|XP_020812404.1|DSER, LOC110187352|XP_020812402.1|DSER	LOC117563750|XP_034098122.1|DALB
OG0010993	LOC110182252|XP_020805930.1|DSER	LOC117563283|XP_034097411.1|DALB
OG0010994	LOC110185108|XP_020809457.1|DSER	LOC117563422|XP_034097648.1|DALB
OG0010995	LOC110183668|XP_020807661.1|DSER	LOC117571563|XP_034109657.1|DALB
OG0010996	LOC110185307|XP_020809718.1|DSER	LOC117568501|XP_034105084.1|DALB
OG0010998	LOC110190365|XP_020816435.1|DSER	LOC117568606|XP_034105258.1|DALB
OG0010999	LOC110190776|XP_020817066.1|DSER	LOC117571871|XP_034110207.1|DALB
OG0011000	LOC110178729|XP_020801610.1|DSER	LOC117568103|XP_034104386.1|DALB
OG0011001	LOC110189898|XP_020815817.1|DSER	LOC117566444|XP_034101866.1|DALB
OG0011002	LOC110176266|XP_020798240.1|DSER	LOC117571222|XP_034109161.1|DALB
OG0011003	LOC110176270|XP_020798243.1|DSER	LOC117570345|XP_034107791.1|DALB
OG0011004	LOC110182992|XP_020806843.1|DSER	LOC117568689|XP_034105390.1|DALB
OG0011005	LOC110189192|XP_020814819.1|DSER	LOC117568918|XP_034105719.1|DALB
OG0011006	LOC110176858|XP_020798992.1|DSER	LOC117571212|XP_034109149.1|DALB
OG0011007	LOC110189374|XP_020815081.1|DSER	LOC117567533|XP_034103470.1|DALB
OG0011009	LOC110188337|XP_020813707.1|DSER	LOC117576317|XP_034116863.1|DALB
OG0011010	LOC110191218|XP_020817644.1|DSER	LOC117576470|XP_034117132.1|DALB
OG0011011	LOC110187986|XP_020813166.1|DSER	LOC117576160|XP_034116626.1|DALB
OG0011012	LOC110188638|XP_020814073.1|DSER	LOC117574782|XP_034114628.1|DALB
OG0011015	LOC110188504|XP_020813896.1|DSER	LOC117574347|XP_034114060.1|DALB
OG0011016	LOC110191397|XP_020817914.1|DSER	LOC117574394|XP_034114124.1|DALB
OG0011017	LOC110188756|XP_020814257.1|DSER	LOC117574045|XP_034113538.1|DALB
OG0011018	LOC110185991|XP_020810681.1|DSER	LOC117574762|XP_034114596.1|DALB
OG0011079	LOC110186456|XP_020811303.1|DSER	LOC117573682|XP_034112919.1|DALB
OG0011081	LOC110187446|XP_020812493.1|DSER	LOC117565579|XP_034100665.1|DALB
OG0011082	LOC110177742|XP_020800258.1|DSER	LOC117567101|XP_034102772.1|DALB
OG0011086	LOC110179589|XP_020802848.1|DSER	LOC117571082|XP_034108959.1|DALB
OG0011087	LOC110180347|XP_020803668.1|DSER	LOC117574851|XP_034114747.1|DALB
OG0011088	LOC110181743|XP_020805261.1|DSER	LOC117571820|XP_034110124.1|DALB
OG0011091	LOC110184596|XP_020808846.1|DSER	LOC117566984|XP_034102544.1|DALB
OG0011092	LOC110180562|XP_020803917.1|DSER, LOC110180561|XP_020803914.1|DSER, LOC110180422|XP_020803752.1|DSER	LOC117577312|XP_034118172.1|DALB
OG0011093	LOC110180459|XP_020803794.1|DSER	LOC117566542|XP_034101978.1|DALB
OG0011094	LOC110179494|XP_020802727.1|DSER	LOC117571076|XP_034108946.1|DALB
OG0011095	LOC110181412|XP_020804809.1|DSER	LOC117564181|XP_034098740.1|DALB
OG0011096	LOC110178927|XP_020801876.1|DSER	LOC117563720|XP_034098071.1|DALB
OG0011098	LOC110182795|XP_020806587.1|DSER	LOC117571948|XP_034110335.1|DALB
OG0011099	LOC110190141|XP_020816128.1|DSER	LOC117567673|XP_034103686.1|DALB
OG0011100	LOC110190142|XP_020816129.1|DSER	LOC117571350|XP_034109349.1|DALB
OG0011101	LOC110190350|XP_020816413.1|DSER	LOC117572137|XP_034110667.1|DALB
OG0011102	LOC110190144|XP_020816132.1|DSER	LOC117567033|XP_034102627.1|DALB, LOC117567036|XP_034102633.1|DALB
OG0011103	LOC110185325|XP_020809755.1|DSER	LOC117567507|XP_034103439.1|DALB
OG0011105	LOC110184075|XP_020808119.1|DSER	LOC117568446|XP_034105007.1|DALB, LOC117568447|XP_034105008.1|DALB, LOC117568683|XP_034105382.1|DALB, LOC117568609|XP_034105261.1|DALB
OG0011106	LOC110191191|XP_020817622.1|DSER	LOC117568493|XP_034105074.1|DALB
