Orthogroup	DSER.longest_only	CQUI.longest_only
OG0007187	LOC110186232|XP_020810953.1|DSER	LOC6045114|XP_038122188.1|CQUI
OG0007188	LOC110187859|XP_020813003.1|DSER	LOC6045115|XP_001862519.2|CQUI
OG0007189	LOC110185355|XP_020809797.1|DSER	LOC6045117|XP_001862522.2|CQUI
OG0007190	LOC110186687|XP_020811614.1|DSER	LOC6045112|XP_038115331.1|CQUI
OG0007191	LOC110185262|XP_020809660.1|DSER	LOC6045124|XP_038119942.1|CQUI
OG0007192	LOC110181825|XP_020805383.1|DSER	LOC6049904|XP_038118980.1|CQUI
OG0007193	LOC110182058|XP_020805673.1|DSER	LOC6049902|XP_038118089.1|CQUI
OG0007194	LOC110178029|XP_020800704.1|DSER	LOC6048705|XP_001865583.2|CQUI
OG0007195	LOC110187862|XP_020813006.1|DSER	LOC6049101|XP_001865911.1|CQUI
OG0007196	LOC110177329|XP_020799662.1|DSER	LOC6046219|XP_038119138.1|CQUI
OG0007197	LOC110182776|XP_020806558.1|DSER	LOC6046233|XP_001863461.2|CQUI
OG0007198	LOC110188411|XP_020813794.1|DSER	LOC6047453|XP_038121279.1|CQUI
OG0007199	LOC110188115|XP_020813348.1|DSER	LOC6047440|XP_038116568.1|CQUI
OG0007200	LOC110188418|XP_020813802.1|DSER	LOC6047436|XP_038116488.1|CQUI
OG0007201	LOC110176202|XP_020798123.1|DSER	LOC6039338|XP_001848962.2|CQUI
OG0007202	LOC110188513|XP_020813905.1|DSER	LOC6039337|XP_001848961.2|CQUI
OG0007203	LOC110188509|XP_020813902.1|DSER	LOC6039326|XP_001848954.2|CQUI
OG0007204	LOC110181895|XP_020805486.1|DSER	LOC6039331|XP_001848957.2|CQUI
OG0007205	LOC110188360|XP_020813729.1|DSER	LOC6039324|XP_001848952.2|CQUI
OG0007206	LOC110186307|XP_020811087.1|DSER	LOC6039322|XP_038119226.1|CQUI
OG0007207	LOC110186974|XP_020811982.1|DSER	LOC6039318|XP_001848948.2|CQUI
OG0007208	LOC110186257|XP_020811019.1|DSER	LOC6039317|XP_038119229.1|CQUI
OG0007209	LOC110186268|XP_020811040.1|DSER	LOC6039342|XP_001848946.2|CQUI
OG0007210	LOC110188346|XP_020813714.1|DSER	LOC6039313|XP_001848945.2|CQUI
OG0007211	LOC110186733|XP_020811658.1|DSER	LOC6039341|XP_038118936.1|CQUI
OG0007212	LOC110186179|XP_020810896.1|DSER	LOC6047793|XP_038120000.1|CQUI
OG0007213	LOC110177202|XP_020799461.1|DSER	LOC6039473|XP_001849077.1|CQUI
OG0007214	LOC110189930|XP_020815868.1|DSER	LOC6039476|XP_038118879.1|CQUI
OG0007215	LOC110186537|XP_020811398.1|DSER	LOC6050622|XP_001867195.2|CQUI
OG0007216	LOC110186730|XP_020811655.1|DSER	LOC6045187|XP_038117409.1|CQUI
OG0007217	LOC110191515|XP_020818042.1|DSER	LOC6045183|XP_001862578.1|CQUI
OG0007218	LOC110186388|XP_020811207.1|DSER	LOC6045168|XP_001862567.1|CQUI
OG0007219	LOC110188571|XP_020813991.1|DSER	LOC6047886|XP_038116171.1|CQUI
OG0007220	LOC110186654|XP_020811578.1|DSER	LOC6043262|XP_038120890.1|CQUI
OG0007221	LOC110186136|XP_020810844.1|DSER	LOC6043257|XP_001857988.1|CQUI
OG0007222	LOC110191951|XP_020818631.1|DSER	LOC6043247|XP_038115844.1|CQUI
OG0007223	LOC110186640|XP_020811559.1|DSER	LOC6034970|XP_001845226.2|CQUI
OG0007224	LOC110177116|XP_020799320.1|DSER	LOC6034969|XP_001845225.2|CQUI
OG0007225	LOC110188194|XP_020813446.1|DSER	LOC6034984|XP_038118572.1|CQUI
OG0007226	LOC110187919|XP_020813089.1|DSER	LOC6034985|XP_001845235.2|CQUI
OG0007227	LOC110176254|XP_020798221.1|DSER	LOC6034986|XP_001845236.2|CQUI
OG0007228	LOC110183591|XP_020807563.1|DSER	LOC6034987|XP_038119877.1|CQUI
OG0007229	LOC110188386|XP_020813765.1|DSER	LOC6052122|XP_001868438.1|CQUI
OG0007230	LOC110189784|XP_020815679.1|DSER	LOC6040341|XP_038120787.1|CQUI
OG0007231	LOC110176621|XP_020798706.1|DSER	LOC6040346|XP_038114820.1|CQUI
OG0007232	LOC110190137|XP_020816121.1|DSER	LOC6040349|XP_038118675.1|CQUI
OG0007233	LOC110189903|XP_020815826.1|DSER	LOC6040351|XP_001849754.2|CQUI
OG0007234	LOC110185252|XP_020809647.1|DSER	LOC6044684|XP_001862159.1|CQUI
OG0007235	LOC110185278|XP_020809684.1|DSER	LOC6044683|XP_038118764.1|CQUI
OG0007236	LOC110188506|XP_020813899.1|DSER	LOC6054717|XP_038118576.1|CQUI
OG0007237	LOC110187941|XP_020813115.1|DSER	LOC6039409|XP_038118575.1|CQUI
OG0007238	LOC110185463|XP_020809966.1|DSER	LOC6039788|XP_038121675.1|CQUI
OG0007239	LOC110187754|XP_020812874.1|DSER	LOC6051110|XP_038120264.1|CQUI
OG0007240	LOC110187952|XP_020813128.1|DSER, LOC110188058|XP_020813266.1|DSER	LOC6051116|XP_038116031.1|CQUI
OG0007241	LOC110184229|XP_020808348.1|DSER	LOC6042885|XP_001870854.2|CQUI
OG0007242	LOC110184216|XP_020808327.1|DSER	LOC6053665|XP_038116260.1|CQUI
OG0007243	LOC110180355|XP_020803676.1|DSER	LOC6054206|XP_038120597.1|CQUI
OG0007244	LOC110191910|XP_020818555.1|DSER	LOC6052121|XP_001868439.2|CQUI
OG0007245	LOC110186619|XP_020811513.1|DSER	LOC6035000|XP_038115745.1|CQUI
OG0007246	LOC110188684|XP_020814149.1|DSER	LOC6035010|XP_038119415.1|CQUI
OG0007247	LOC110189228|XP_020814870.1|DSER	LOC6035022|XP_038115522.1|CQUI
OG0007248	LOC110183501|XP_020807446.1|DSER	LOC6051462|XP_001867900.2|CQUI
OG0007249	LOC110184200|XP_020808302.1|DSER	LOC6050290|XP_038121343.1|CQUI
OG0007250	LOC110182120|XP_020805792.1|DSER	LOC6038163|XP_001847996.2|CQUI
OG0007251	LOC110188758|XP_020814259.1|DSER	LOC6038159|XP_038115493.1|CQUI
OG0007252	LOC110188531|XP_020813934.1|DSER	LOC6038154|XP_038121561.1|CQUI
OG0007253	LOC110190532|XP_020816737.1|DSER	LOC6038144|XP_038121184.1|CQUI
OG0007254	LOC110190973|XP_020817325.1|DSER	LOC6049546|XP_038119000.1|CQUI
OG0007255	LOC110182087|XP_020805727.1|DSER	LOC6041226|XP_001850518.1|CQUI
OG0007256	LOC110177216|XP_020799493.1|DSER	LOC6041230|XP_001850522.1|CQUI
OG0007257	LOC110176569|XP_020798619.1|DSER	LOC6041225|XP_038116560.1|CQUI
OG0007258	LOC110176571|XP_020798625.1|DSER	LOC6041217|XP_038116326.1|CQUI
OG0007259	LOC110179634|XP_020802905.1|DSER	LOC6050950|XP_038121571.1|CQUI
OG0007260	LOC110187113|XP_020812184.1|DSER	LOC6050949|XP_038121290.1|CQUI
OG0007261	LOC110180041|XP_020803312.1|DSER	LOC6054034|XP_001870014.2|CQUI
OG0007262	LOC110180450|XP_020803785.1|DSER	LOC6049610|XP_038115906.1|CQUI
OG0007263	LOC110184642|XP_020808900.1|DSER	LOC6052876|XP_001869064.2|CQUI
OG0007264	LOC110190192|XP_020816201.1|DSER	LOC6049885|XP_038117772.1|CQUI
OG0007265	LOC110187082|XP_020812140.1|DSER	LOC6052590|XP_001868830.2|CQUI
OG0007266	LOC110177235|XP_020799525.1|DSER	LOC6040338|XP_038120783.1|CQUI
OG0007267	LOC110189835|XP_020815695.1|DSER	LOC6040299|XP_001849726.1|CQUI
OG0007268	LOC110176357|XP_020798344.1|DSER	LOC119769781|XP_038119310.1|CQUI
OG0007269	LOC110180549|XP_020803902.1|DSER	LOC6047744|XP_038121230.1|CQUI
OG0007270	LOC110186923|XP_020811906.1|DSER	LOC6047737|XP_038120862.1|CQUI
OG0007271	LOC110191846|XP_020818480.1|DSER	LOC6047735|XP_001864754.2|CQUI
OG0007272	LOC110176301|XP_020798281.1|DSER	LOC6047734|XP_001864753.2|CQUI
OG0007273	LOC110190419|XP_020816553.1|DSER	LOC6047731|XP_038116566.1|CQUI
OG0007274	LOC110188445|XP_020813831.1|DSER	LOC6047729|XP_001864748.1|CQUI
OG0007275	LOC110183715|XP_020807721.1|DSER	LOC6047725|XP_001864746.2|CQUI
OG0007276	LOC110183713|XP_020807720.1|DSER	LOC6047724|XP_001864745.2|CQUI
OG0007277	LOC110190135|XP_020816118.1|DSER	LOC6048466|XP_038116178.1|CQUI
OG0007278	LOC110190697|XP_020816968.1|DSER	LOC6048493|XP_038116885.1|CQUI
OG0007279	LOC110190536|XP_020816743.1|DSER	LOC6048492|XP_038116085.1|CQUI
OG0007280	LOC110189946|XP_020815892.1|DSER	LOC6048494|XP_038116124.1|CQUI
OG0007281	LOC110191747|XP_020818342.1|DSER	LOC6039132|XP_001848793.2|CQUI
OG0007282	LOC110191746|XP_020818341.1|DSER	LOC119765004|XP_038118190.1|CQUI
OG0007283	LOC110186210|XP_020810931.1|DSER	LOC6039137|XP_001848797.1|CQUI
OG0007284	LOC110187827|XP_020812965.1|DSER	LOC6046876|XP_001864005.1|CQUI
OG0007285	LOC110180126|XP_020803425.1|DSER	LOC6046872|XP_001864004.1|CQUI
OG0007286	LOC110180081|XP_020803363.1|DSER	LOC6053746|XP_038114996.1|CQUI
OG0007287	LOC110178143|XP_020800829.1|DSER	LOC6046881|XP_038114898.1|CQUI
OG0007288	LOC110181561|XP_020805006.1|DSER	LOC6053749|XP_038114895.1|CQUI
OG0007289	LOC110179464|XP_020802684.1|DSER	LOC6046886|XP_001864014.1|CQUI
OG0007290	LOC110187683|XP_020812773.1|DSER	LOC6047589|XP_001864628.2|CQUI
OG0007291	LOC110183500|XP_020807445.1|DSER	LOC6045152|XP_001862552.2|CQUI
OG0007292	LOC110181778|XP_020805316.1|DSER	LOC6045144|XP_001862544.2|CQUI
OG0007293	LOC110186144|XP_020810853.1|DSER	LOC6054245|XP_038121687.1|CQUI
OG0007294	LOC110188396|XP_020813777.1|DSER	LOC6036958|XP_038118086.1|CQUI
OG0007295	LOC110191816|XP_020818440.1|DSER	LOC6050139|XP_038119309.1|CQUI
OG0007296	LOC110177289|XP_020799607.1|DSER	LOC6054341|XP_038119261.1|CQUI
OG0007297	LOC110188052|XP_020813262.1|DSER	LOC6054100|XP_001870071.2|CQUI
OG0007298	LOC110177154|XP_020799395.1|DSER	LOC6040426|XP_038120934.1|CQUI
OG0007299	LOC110191868|XP_020818508.1|DSER	LOC6053921|XP_001869925.2|CQUI
OG0007300	LOC110176578|XP_020798650.1|DSER	LOC6039815|XP_001849328.2|CQUI
OG0007301	LOC110187946|XP_020813119.1|DSER	LOC6039805|XP_038118952.1|CQUI
OG0007302	LOC110177269|XP_020799580.1|DSER	LOC6050141|XP_038117593.1|CQUI
OG0007304	LOC110185611|XP_020810217.1|DSER	LOC6051687|XP_001868085.2|CQUI
OG0007305	LOC110178978|XP_020801949.1|DSER	LOC6039720|XP_001849274.2|CQUI
OG0007306	LOC110178972|XP_020801940.1|DSER	LOC6039719|XP_001849273.2|CQUI
OG0007307	LOC110191762|XP_020818359.1|DSER	LOC6039698|XP_001849257.1|CQUI
OG0007308	LOC110177439|XP_020799824.1|DSER	LOC6039693|XP_001849254.2|CQUI
OG0007309	LOC110186186|XP_020810904.1|DSER	LOC6041424|XP_038120737.1|CQUI
OG0007310	LOC110186140|XP_020810849.1|DSER	LOC6046677|XP_038118034.1|CQUI
OG0007311	LOC110186131|XP_020810836.1|DSER	LOC6046675|XP_038118072.1|CQUI
OG0007312	LOC110179710|XP_020802985.1|DSER	LOC6046657|XP_038118075.1|CQUI
OG0007313	LOC110184263|XP_020808384.1|DSER	LOC6032503|XP_001843092.2|CQUI
OG0007314	LOC110180129|XP_020803429.1|DSER	LOC6032508|XP_038120405.1|CQUI
OG0007315	LOC110181632|XP_020805098.1|DSER	LOC6032521|XP_038116776.1|CQUI
OG0007316	LOC110188257|XP_020813602.1|DSER	LOC6032533|XP_001843114.2|CQUI
OG0007317	LOC110185206|XP_020809595.1|DSER	LOC6032541|XP_038120332.1|CQUI
OG0007318	LOC110185179|XP_020809559.1|DSER	LOC6032545|XP_038120057.1|CQUI
OG0007319	LOC110176285|XP_020798262.1|DSER	LOC6053704|XP_038115651.1|CQUI
OG0007320	LOC110186200|XP_020810918.1|DSER	LOC6050267|XP_038121621.1|CQUI
OG0007321	LOC110183244|XP_020807124.1|DSER	LOC6048876|XP_038119756.1|CQUI
OG0007322	LOC110179437|XP_020802632.1|DSER	LOC6042557|XP_038117378.1|CQUI
OG0007323	LOC110179677|XP_020802947.1|DSER	LOC6042554|XP_038120330.1|CQUI
OG0007324	LOC110177120|XP_020799325.1|DSER	LOC6039525|XP_001849126.1|CQUI
OG0007325	LOC110188666|XP_020814118.1|DSER	LOC6039524|XP_001849125.1|CQUI
OG0007326	LOC110177137|XP_020799369.1|DSER	LOC6039523|XP_001849124.1|CQUI
OG0007327	LOC110182775|XP_020806557.1|DSER	LOC119770438|XP_038121278.1|CQUI
OG0007328	LOC110191913|XP_020818558.1|DSER	LOC6054547|XP_038114867.1|CQUI
OG0007329	LOC110186485|XP_020811331.1|DSER	LOC6046748|XP_038116760.1|CQUI
OG0007330	LOC110184318|XP_020808466.1|DSER	LOC6042278|XP_038114747.1|CQUI
OG0007331	LOC110183075|XP_020806920.1|DSER	LOC6042275|XP_038114745.1|CQUI
OG0007332	LOC110181663|XP_020805131.1|DSER	LOC6042272|XP_038115601.1|CQUI
OG0007333	LOC110177284|XP_020799593.1|DSER	LOC6051286|XP_038119993.1|CQUI
OG0007334	LOC110184906|XP_020809211.1|DSER	LOC6050406|XP_001867021.2|CQUI
OG0007335	LOC110190819|XP_020817130.1|DSER	LOC6037586|XP_038122087.1|CQUI
OG0007336	LOC110178862|XP_020801795.1|DSER	LOC6037581|XP_001847477.2|CQUI
OG0007337	LOC110189843|XP_020815711.1|DSER	LOC6037583|XP_038119443.1|CQUI
OG0007338	LOC110186936|XP_020811929.1|DSER	LOC119770638|XP_038121826.1|CQUI
OG0007339	LOC110191918|XP_020818564.1|DSER	LOC6037552|XP_001847449.2|CQUI
OG0007340	LOC110188649|XP_020814089.1|DSER	LOC6044876|XP_038115723.1|CQUI
OG0007341	LOC110177130|XP_020799358.1|DSER	LOC6041572|XP_038118174.1|CQUI
OG0007342	LOC110177404|XP_020799769.1|DSER	LOC6050902|XP_038117798.1|CQUI
OG0007343	LOC110186243|XP_020810971.1|DSER	LOC6039226|XP_038114944.1|CQUI
OG0007344	LOC110185644|XP_020810261.1|DSER	LOC6039227|XP_001848868.2|CQUI
OG0007345	LOC110186387|XP_020811210.1|DSER	LOC6039224|XP_001848865.2|CQUI
OG0007346	LOC110190247|XP_020816269.1|DSER	LOC6039221|XP_001848862.2|CQUI
OG0007347	LOC110187131|XP_020812201.1|DSER	LOC6039215|XP_038122045.1|CQUI
OG0007348	LOC110187126|XP_020812195.1|DSER	LOC6039212|XP_038122032.1|CQUI
OG0007349	LOC110187121|XP_020812190.1|DSER	LOC6039208|XP_001848849.2|CQUI
OG0007350	LOC110187028|XP_020812052.1|DSER	LOC6032720|XP_001843271.2|CQUI
OG0007351	LOC110182761|XP_020806532.1|DSER	LOC6032733|XP_038116050.1|CQUI
OG0007352	LOC110182183|XP_020805850.1|DSER	LOC6032737|XP_038122127.1|CQUI
OG0007353	LOC110188727|XP_020814200.1|DSER	LOC6032745|XP_001843291.1|CQUI
OG0007354	LOC110181542|XP_020804983.1|DSER	LOC6032755|XP_001843297.2|CQUI
OG0007355	LOC110187625|XP_020812686.1|DSER	LOC6032758|XP_038119583.1|CQUI
OG0007356	LOC110189002|XP_020814613.1|DSER	LOC6032765|XP_038121180.1|CQUI
OG0007357	LOC110191935|XP_020818611.1|DSER	LOC6032769|XP_038116347.1|CQUI
OG0007358	LOC110191748|XP_020818343.1|DSER	LOC6032775|XP_038116348.1|CQUI
OG0007359	LOC110177442|XP_020799832.1|DSER	LOC6033829|XP_038117649.1|CQUI
OG0007360	LOC110188092|XP_020813307.1|DSER	LOC6037755|XP_001847635.1|CQUI
OG0007361	LOC110179660|XP_020802923.1|DSER	LOC6047426|XP_038122181.1|CQUI
OG0007362	LOC110181433|XP_020804835.1|DSER	LOC6047425|XP_038121417.1|CQUI
OG0007363	LOC110181804|XP_020805347.1|DSER	LOC6035844|XP_001845960.1|CQUI
OG0007364	LOC110181705|XP_020805208.1|DSER	LOC6035842|XP_038120319.1|CQUI
OG0007365	LOC110181724|XP_020805239.1|DSER	LOC6035836|XP_038117827.1|CQUI
OG0007366	LOC110188525|XP_020813927.1|DSER	LOC119768685|XP_038115165.1|CQUI
OG0007367	LOC110183611|XP_020807587.1|DSER	LOC6035827|XP_038115169.1|CQUI
OG0007368	LOC110189593|XP_020815387.1|DSER	LOC6035796|XP_038119738.1|CQUI
OG0007369	LOC110188251|XP_020813583.1|DSER	LOC6042781|XP_038119917.1|CQUI
OG0007370	LOC110180701|XP_020804043.1|DSER	LOC6042777|XP_001870783.1|CQUI
OG0007371	LOC110186852|XP_020811799.1|DSER	LOC6042766|XP_038116431.1|CQUI
OG0007372	LOC110186920|XP_020811902.1|DSER	LOC6038948|XP_038120803.1|CQUI
OG0007373	LOC110185526|XP_020810082.1|DSER	LOC6038946|XP_001848638.2|CQUI
OG0007374	LOC110184370|XP_020808527.1|DSER	LOC6033982|XP_001844374.1|CQUI
OG0007375	LOC110181672|XP_020805164.1|DSER	LOC6034008|XP_038118707.1|CQUI
OG0007376	LOC110187130|XP_020812200.1|DSER	LOC6034012|XP_038118783.1|CQUI
OG0007377	LOC110181586|XP_020805038.1|DSER	LOC6034032|XP_001844416.1|CQUI
OG0007378	LOC110181814|XP_020805361.1|DSER	LOC6034035|XP_001844418.2|CQUI
OG0007379	LOC110187117|XP_020812186.1|DSER	LOC6034041|XP_001844421.2|CQUI
OG0007380	LOC110178854|XP_020801774.1|DSER	LOC6034050|XP_001844429.2|CQUI
OG0007381	LOC110187084|XP_020812143.1|DSER	LOC6049661|XP_001866384.2|CQUI
OG0007382	LOC110180172|XP_020803491.1|DSER	LOC6036784|XP_001846780.2|CQUI
OG0007383	LOC110179456|XP_020802671.1|DSER	LOC6041871|XP_038116828.1|CQUI
OG0007384	LOC110180158|XP_020803472.1|DSER	LOC6046610|XP_001863783.2|CQUI
OG0007385	LOC110181681|XP_020805181.1|DSER	LOC6047961|XP_001864943.2|CQUI
OG0007386	LOC110187025|XP_020812049.1|DSER	LOC6042028|XP_001851190.2|CQUI
OG0007387	LOC110184481|XP_020808691.1|DSER	LOC6044848|XP_001862293.2|CQUI
OG0007388	LOC110184341|XP_020808494.1|DSER	LOC6047964|XP_038121196.1|CQUI
OG0007390	LOC110180094|XP_020803377.1|DSER	LOC119769951|XP_038119766.1|CQUI
OG0007393	LOC110186137|XP_020810845.1|DSER	LOC6046210|XP_038118408.1|CQUI
OG0007394	LOC110180448|XP_020803775.1|DSER	LOC6053802|XP_038119597.1|CQUI
OG0007395	LOC110176084|XP_020797985.1|DSER	LOC6052895|XP_038119343.1|CQUI
OG0007396	LOC110177273|XP_020799589.1|DSER	LOC6050597|XP_038122261.1|CQUI
OG0007398	LOC110180050|XP_020803330.1|DSER	LOC6039974|XP_038108774.1|CQUI
OG0007399	LOC110181802|XP_020805343.1|DSER	LOC6044091|XP_038112320.1|CQUI
OG0007400	LOC110184128|XP_020808195.1|DSER	LOC119769637|XP_038118786.1|CQUI, LOC6046198|XP_001863429.1|CQUI
OG0007401	LOC110175981|XP_020797838.1|DSER	LOC6045828|XP_038107665.1|CQUI
OG0007402	LOC110188266|XP_020813614.1|DSER	LOC6052539|XP_038108406.1|CQUI
OG0007403	LOC110188613|XP_020814036.1|DSER	LOC6053523|XP_038109714.1|CQUI
OG0007404	LOC110188676|XP_020814133.1|DSER	LOC6045498|XP_038110164.1|CQUI
OG0007405	LOC110186972|XP_020811980.1|DSER	LOC6031509|XP_001842299.2|CQUI
OG0007406	LOC110186650|XP_020811574.1|DSER	LOC6044665|XP_001862144.2|CQUI
OG0007408	LOC110185285|XP_020809692.1|DSER	LOC119767372|XP_038111770.1|CQUI
OG0007409	LOC110179158|XP_020802204.1|DSER	LOC119768052|XP_038114318.1|CQUI
OG0007410	LOC110181712|XP_020805220.1|DSER	LOC6039948|XP_038108127.1|CQUI
OG0007411	LOC110179537|XP_020802775.1|DSER	LOC6039945|XP_001849440.1|CQUI
OG0007412	LOC110181749|XP_020805268.1|DSER	LOC6039944|XP_001849439.1|CQUI
OG0007413	LOC110178350|XP_020801137.1|DSER	LOC6046176|XP_038107502.1|CQUI
OG0007414	LOC110179488|XP_020802721.1|DSER	LOC6033792|XP_001844194.1|CQUI
OG0007415	LOC110179590|XP_020802849.1|DSER	LOC6033772|XP_038111199.1|CQUI
OG0007416	LOC110178866|XP_020801798.1|DSER	LOC6033770|XP_038110197.1|CQUI
OG0007417	LOC110183266|XP_020807152.1|DSER	LOC6033766|XP_038112132.1|CQUI
OG0007418	LOC110190992|XP_020817363.1|DSER	LOC6031517|XP_038109990.1|CQUI
OG0007419	LOC110176489|XP_020798522.1|DSER	LOC6031507|XP_001842297.2|CQUI
OG0007420	LOC110182258|XP_020805938.1|DSER	LOC6031504|XP_038108404.1|CQUI
OG0007421	LOC110182586|XP_020806293.1|DSER	LOC6031479|XP_038114148.1|CQUI
OG0007422	LOC110179439|XP_020802642.1|DSER	LOC6031453|XP_001842257.2|CQUI
OG0007423	LOC110181841|XP_020805406.1|DSER	LOC6031451|XP_001842255.2|CQUI
OG0007424	LOC110189929|XP_020815867.1|DSER	LOC6041152|XP_001850451.1|CQUI
OG0007425	LOC110190124|XP_020816104.1|DSER	LOC6041150|XP_038110612.1|CQUI
OG0007426	LOC110184342|XP_020808495.1|DSER	LOC6041146|XP_038106456.1|CQUI
OG0007427	LOC110178204|XP_020800899.1|DSER	LOC6041143|XP_038106457.1|CQUI
OG0007428	LOC110181214|XP_020804555.1|DSER	LOC6046924|XP_038112899.1|CQUI
OG0007429	LOC110189511|XP_020815279.1|DSER	LOC6053225|XP_038106428.1|CQUI
OG0007430	LOC110178647|XP_020801497.1|DSER	LOC6046816|XP_001863955.1|CQUI
OG0007431	LOC110179185|XP_020802256.1|DSER	LOC6046821|XP_038109940.1|CQUI
OG0007432	LOC110190423|XP_020816560.1|DSER	LOC6037749|XP_038110621.1|CQUI
OG0007433	LOC110184311|XP_020808457.1|DSER	LOC6040041|XP_001849510.2|CQUI
OG0007434	LOC110181224|XP_020804575.1|DSER	LOC6040051|XP_038108299.1|CQUI
OG0007435	LOC110178914|XP_020801853.1|DSER	LOC6040056|XP_001849527.2|CQUI
OG0007436	LOC110184669|XP_020808936.1|DSER	LOC6033394|XP_038110307.1|CQUI
OG0007437	LOC110176151|XP_020798048.1|DSER	LOC6042518|XP_038113928.1|CQUI
OG0007438	LOC110190406|XP_020816530.1|DSER	LOC6042530|XP_038113280.1|CQUI
OG0007439	LOC110179548|XP_020802787.1|DSER	LOC6046812|XP_001863953.2|CQUI
OG0007440	LOC110180363|XP_020803684.1|DSER	LOC6036918|XP_038107775.1|CQUI
OG0007441	LOC110178297|XP_020801044.1|DSER	LOC6034259|XP_001844604.2|CQUI
OG0007442	LOC110189828|XP_020815685.1|DSER	LOC6034252|XP_001844597.2|CQUI
OG0007443	LOC110177055|XP_020799232.1|DSER	LOC6034250|XP_038112638.1|CQUI
OG0007444	LOC110182620|XP_020806345.1|DSER	LOC6038557|XP_001848343.1|CQUI
OG0007445	LOC110182611|XP_020806335.1|DSER	LOC6038556|XP_038112945.1|CQUI
OG0007446	LOC110187516|XP_020812570.1|DSER	LOC6038560|XP_001848346.2|CQUI
OG0007447	LOC110178120|XP_020800798.1|DSER	LOC6038567|XP_001848353.1|CQUI
OG0007448	LOC110189490|XP_020815239.1|DSER	LOC6054195|XP_038109726.1|CQUI
OG0007449	LOC110179008|XP_020802007.1|DSER	LOC6048688|XP_038111186.1|CQUI
OG0007450	LOC110187416|XP_020812464.1|DSER	LOC6048689|XP_001865568.2|CQUI
OG0007451	LOC110189858|XP_020815736.1|DSER	LOC6032416|XP_038107925.1|CQUI
OG0007452	LOC110189857|XP_020815734.1|DSER	LOC6052139|XP_001868453.2|CQUI
OG0007453	LOC110181276|XP_020804650.1|DSER	LOC6032409|XP_038109767.1|CQUI
OG0007454	LOC110179964|XP_020803204.1|DSER	LOC6045051|XP_038113060.1|CQUI
OG0007455	LOC110178359|XP_020801154.1|DSER	LOC6052625|XP_038110734.1|CQUI
OG0007456	LOC110184325|XP_020808480.1|DSER	LOC6052628|XP_038111283.1|CQUI
OG0007457	LOC110187040|XP_020812070.1|DSER	LOC6033401|XP_038108190.1|CQUI
OG0007458	LOC110191703|XP_020818278.1|DSER	LOC6033396|XP_001843852.1|CQUI
OG0007459	LOC110177338|XP_020799682.1|DSER	LOC6033398|XP_001843853.2|CQUI
OG0007460	LOC110178794|XP_020801709.1|DSER	LOC6033391|XP_001843846.1|CQUI
OG0007461	LOC110178550|XP_020801374.1|DSER	LOC6040077|XP_038107629.1|CQUI
OG0007462	LOC110178998|XP_020801987.1|DSER	LOC6040080|XP_001849549.1|CQUI
OG0007463	LOC110178997|XP_020801985.1|DSER	LOC6040081|XP_038111834.1|CQUI
OG0007464	LOC110178548|XP_020801368.1|DSER	LOC6040082|XP_038108942.1|CQUI
OG0007465	LOC110179828|XP_020803093.1|DSER	LOC6035464|XP_038113361.1|CQUI
OG0007466	LOC110180260|XP_020803575.1|DSER	LOC6033417|XP_038112021.1|CQUI
OG0007467	LOC110189262|XP_020814935.1|DSER	LOC6033411|XP_038113725.1|CQUI
OG0007468	LOC110191571|XP_020818116.1|DSER	LOC6038551|XP_001848337.2|CQUI
OG0007469	LOC110191353|XP_020817860.1|DSER	LOC6034243|XP_001844589.2|CQUI
OG0007470	LOC110185606|XP_020810210.1|DSER	LOC119767800|XP_038113259.1|CQUI
OG0007471	LOC110180452|XP_020803790.1|DSER	LOC6051162|XP_038110767.1|CQUI
OG0007472	LOC110175947|XP_020797793.1|DSER	LOC6048276|XP_001865216.2|CQUI
OG0007473	LOC110184625|XP_020808882.1|DSER	LOC6045980|XP_001863250.2|CQUI
OG0007474	LOC110189465|XP_020815202.1|DSER	LOC6043659|XP_038112098.1|CQUI
OG0007475	LOC110178767|XP_020801665.1|DSER	LOC6049071|XP_001865890.2|CQUI
OG0007476	LOC110179474|XP_020802703.1|DSER	LOC6040770|XP_038112122.1|CQUI
OG0007477	LOC110179627|XP_020802894.1|DSER	LOC6051638|XP_038114197.1|CQUI
OG0007478	LOC110183315|XP_020807218.1|DSER	LOC6040783|XP_038111206.1|CQUI
OG0007479	LOC110182453|XP_020806146.1|DSER	LOC6051163|XP_001867645.2|CQUI
OG0007480	LOC110191815|XP_020818434.1|DSER	LOC6051165|XP_038112960.1|CQUI
OG0007481	LOC110183653|XP_020807636.1|DSER	LOC6037974|XP_001847824.2|CQUI
OG0007482	LOC110177010|XP_020799179.1|DSER	LOC6045068|XP_001862480.2|CQUI
OG0007483	LOC110178250|XP_020800961.1|DSER	LOC6051367|XP_038114427.1|CQUI
OG0007484	LOC110181646|XP_020805119.1|DSER	LOC119766793|XP_038108541.1|CQUI
OG0007485	LOC110180342|XP_020803663.1|DSER	LOC6042625|XP_001870687.2|CQUI
OG0007486	LOC110175971|XP_020797824.1|DSER	LOC6042627|XP_001870689.2|CQUI
OG0007487	LOC110185405|XP_020809870.1|DSER	LOC6042623|XP_038108537.1|CQUI
OG0007488	LOC110184662|XP_020808924.1|DSER	LOC6037713|XP_038114458.1|CQUI
