Orthogroup	DSER.longest_only	HILL.longest_only
OG0007738	LOC110191442|XP_020817963.1|DSER	LOC119658817|XP_037922473.1|HILL
OG0007739	LOC110184379|XP_020808542.1|DSER	LOC119657961|XP_037921091.1|HILL
OG0007740	LOC110187072|XP_020812121.1|DSER	LOC119656728|XP_037919187.1|HILL
OG0007741	LOC110179610|XP_020802867.1|DSER	LOC119657759|XP_037920747.1|HILL
OG0007742	LOC110184583|XP_020808827.1|DSER	LOC119657409|XP_037920230.1|HILL
OG0007743	LOC110186317|XP_020811112.1|DSER	LOC119651866|XP_037911602.1|HILL
OG0007744	LOC110183007|XP_020806855.1|DSER	LOC119658241|XP_037921447.1|HILL
OG0007745	LOC110187642|XP_020812710.1|DSER	LOC119650613|XP_037909422.1|HILL
OG0007746	LOC110186471|XP_020811317.1|DSER	LOC119658050|XP_037921222.1|HILL
OG0007747	LOC110181890|XP_020805478.1|DSER	LOC119657105|XP_037919790.1|HILL
OG0007748	LOC110176023|XP_020797893.1|DSER	LOC119658263|XP_037921483.1|HILL
OG0007749	LOC110180171|XP_020803490.1|DSER	LOC119658252|XP_037921464.1|HILL
OG0007750	LOC110186370|XP_020811180.1|DSER	LOC119661635|XP_037926986.1|HILL
OG0007751	LOC110178171|XP_020800863.1|DSER	LOC119657080|XP_037919763.1|HILL
OG0007753	LOC110179378|XP_020802551.1|DSER	LOC119657289|XP_037920064.1|HILL
OG0007754	LOC110183224|XP_020807097.1|DSER	LOC119656869|XP_037919455.1|HILL
OG0007755	LOC110183234|XP_020807109.1|DSER	LOC119657470|XP_037920317.1|HILL
OG0007756	LOC110184315|XP_020808463.1|DSER	LOC119657613|XP_037920539.1|HILL
OG0007757	LOC110182568|XP_020806276.1|DSER	LOC119658060|XP_037921241.1|HILL
OG0007758	LOC110185040|XP_020809351.1|DSER	LOC119650774|XP_037909807.1|HILL
OG0007759	LOC110182185|XP_020805847.1|DSER, LOC110186421|XP_020811260.1|DSER	LOC119657321|XP_037920109.1|HILL
OG0007760	LOC110179449|XP_020802656.1|DSER	LOC119657805|XP_037920829.1|HILL
OG0007761	LOC110184527|XP_020808761.1|DSER	LOC119657325|XP_037920115.1|HILL
OG0007762	LOC110184530|XP_020808765.1|DSER	LOC119658488|XP_037921875.1|HILL
OG0007763	LOC110178183|XP_020800874.1|DSER	LOC119657571|XP_037920464.1|HILL
OG0007764	LOC110184811|XP_020809109.1|DSER	LOC119656885|XP_037919482.1|HILL
OG0007765	LOC110184812|XP_020809111.1|DSER	LOC119657356|XP_037920158.1|HILL
OG0007766	LOC110183967|XP_020807985.1|DSER	LOC119657701|XP_037920668.1|HILL
OG0007767	LOC110185407|XP_020809872.1|DSER	LOC119660996|XP_037926012.1|HILL
OG0007768	LOC110179477|XP_020802709.1|DSER	LOC119657039|XP_037919721.1|HILL
OG0007769	LOC110179506|XP_020802741.1|DSER	LOC119656909|XP_037919527.1|HILL
OG0007770	LOC110182614|XP_020806334.1|DSER	LOC119658044|XP_037921213.1|HILL
OG0007771	LOC110185778|XP_020810439.1|DSER	LOC119657679|XP_037920636.1|HILL
OG0007772	LOC110179624|XP_020802889.1|DSER	LOC119656659|XP_037919065.1|HILL
OG0007773	LOC110185741|XP_020810391.1|DSER	LOC119652861|XP_037913145.1|HILL, LOC119652495|XP_037912605.1|HILL
OG0007774	LOC110176721|XP_020798821.1|DSER	LOC119658485|XP_037921858.1|HILL
OG0007775	LOC110180624|XP_020803967.1|DSER	LOC119658043|XP_037921212.1|HILL
OG0007776	LOC110176006|XP_020797870.1|DSER	LOC119657820|XP_037920862.1|HILL
OG0007777	LOC110175929|XP_020797767.1|DSER	LOC119656662|XP_037919069.1|HILL
OG0007778	LOC110181723|XP_020805238.1|DSER	LOC119658513|XP_037921914.1|HILL
OG0007779	LOC110190484|XP_020816655.1|DSER	LOC119659385|XP_037923372.1|HILL
OG0007780	LOC110182556|XP_020806267.1|DSER	LOC119657690|XP_037920648.1|HILL
OG0007781	LOC110181719|XP_020805232.1|DSER	LOC119656511|XP_037918775.1|HILL
OG0007782	LOC110183056|XP_020806900.1|DSER	LOC119657747|XP_037920722.1|HILL
OG0007783	LOC110179461|XP_020802679.1|DSER	LOC119656540|XP_037918813.1|HILL
OG0007784	LOC110176456|XP_020798467.1|DSER	LOC119660808|XP_037925576.1|HILL
OG0007785	LOC110181563|XP_020805010.1|DSER	LOC119648537|XP_037906235.1|HILL
OG0007786	LOC110178131|XP_020800815.1|DSER	LOC119661211|XP_037926362.1|HILL
OG0007787	LOC110176447|XP_020798455.1|DSER	LOC119652680|XP_037912880.1|HILL
OG0007788	LOC110188335|XP_020813702.1|DSER	LOC119657933|XP_037921049.1|HILL
OG0007789	LOC110177264|XP_020799574.1|DSER	LOC119651000|XP_037910215.1|HILL
OG0007790	LOC110177399|XP_020799763.1|DSER	LOC119653098|XP_037913534.1|HILL
OG0007791	LOC110181942|XP_020805538.1|DSER, LOC110177286|XP_020799601.1|DSER	LOC119650903|XP_037910018.1|HILL
OG0007792	LOC110179101|XP_020802147.1|DSER	LOC119656927|XP_037919548.1|HILL
OG0007793	LOC110189996|XP_020815956.1|DSER	LOC119658768|XP_037922393.1|HILL
OG0007794	LOC110180151|XP_020803459.1|DSER	LOC119660985|XP_037926001.1|HILL
OG0007795	LOC110181880|XP_020805466.1|DSER	LOC119654618|XP_037916019.1|HILL
OG0007796	LOC110189032|XP_020814657.1|DSER	LOC119651433|XP_037910960.1|HILL
OG0007797	LOC110186979|XP_020811989.1|DSER	LOC119653015|XP_037913380.1|HILL
OG0007798	LOC110186980|XP_020811991.1|DSER	LOC119653016|XP_037913382.1|HILL
OG0007799	LOC110188626|XP_020814058.1|DSER	LOC119651538|XP_037911098.1|HILL
OG0007800	LOC110187653|XP_020812728.1|DSER	LOC119653047|XP_037913438.1|HILL
OG0007801	LOC110191079|XP_020817473.1|DSER	LOC119650832|XP_037909901.1|HILL
OG0007803	LOC110186314|XP_020811096.1|DSER	LOC119658483|XP_037921856.1|HILL
OG0007804	LOC110191972|XP_020818648.1|DSER	LOC119653082|XP_037913507.1|HILL
OG0007805	LOC110176121|XP_020798017.1|DSER	LOC119661520|XP_037926823.1|HILL
OG0007806	LOC110176116|XP_020798012.1|DSER	LOC119661519|XP_037926822.1|HILL
OG0007808	LOC110190792|XP_020817094.1|DSER	LOC119652892|XP_037913190.1|HILL
OG0007809	LOC110184162|XP_020808229.1|DSER	LOC119657532|XP_037920403.1|HILL
OG0007810	LOC110185023|XP_020809333.1|DSER	LOC119656590|XP_037918926.1|HILL
OG0007811	LOC110186836|XP_020811785.1|DSER	LOC119660206|XP_037924570.1|HILL
OG0007812	LOC110184375|XP_020808533.1|DSER	LOC119654531|XP_037915902.1|HILL
OG0007813	LOC110187708|XP_020812802.1|DSER	LOC119659740|XP_037923929.1|HILL
OG0007814	LOC110181543|XP_020804984.1|DSER	LOC119649324|XP_037907357.1|HILL
OG0007815	LOC110179104|XP_020802151.1|DSER	LOC119650758|XP_037909778.1|HILL
OG0007816	LOC110184631|XP_020808886.1|DSER	LOC119653123|XP_037913577.1|HILL
OG0007817	LOC110190946|XP_020817279.1|DSER	LOC119651161|XP_037910507.1|HILL
OG0007818	LOC110191169|XP_020817588.1|DSER	LOC119653140|XP_037913600.1|HILL
OG0007819	LOC110180101|XP_020803387.1|DSER	LOC119649341|XP_037907378.1|HILL
OG0007822	LOC110186488|XP_020811334.1|DSER	LOC119652954|XP_037913275.1|HILL
OG0007823	LOC110186274|XP_020811046.1|DSER	LOC119651954|XP_037911735.1|HILL
OG0007824	LOC110186959|XP_020811959.1|DSER	LOC119658061|XP_037921242.1|HILL
OG0007825	LOC110187832|XP_020812969.1|DSER	LOC119651422|XP_037910945.1|HILL
OG0007826	LOC110186679|XP_020811609.1|DSER	LOC119651367|XP_037910870.1|HILL
OG0007827	LOC110187092|XP_020812155.1|DSER	LOC119657157|XP_037919867.1|HILL
OG0007828	LOC110176223|XP_020798164.1|DSER	LOC119648242|XP_037905802.1|HILL
OG0007829	LOC110189611|XP_020815411.1|DSER	LOC119651741|XP_037911398.1|HILL
OG0007831	LOC110187106|XP_020812170.1|DSER	LOC119658314|XP_037921566.1|HILL
OG0007832	LOC110182217|XP_020805902.1|DSER	LOC119652973|XP_037913308.1|HILL
OG0007833	LOC110180180|XP_020803500.1|DSER	LOC119658264|XP_037921484.1|HILL
OG0007834	LOC110190860|XP_020817169.1|DSER	LOC119652553|XP_037912685.1|HILL
OG0007835	LOC110191061|XP_020817450.1|DSER	LOC119651371|XP_037910872.1|HILL
OG0007837	LOC110176588|XP_020798662.1|DSER	LOC119651875|XP_037911616.1|HILL
OG0007838	LOC110176596|XP_020798671.1|DSER	LOC119652967|XP_037913294.1|HILL
OG0007839	LOC110179081|XP_020802126.1|DSER	LOC119656641|XP_037919016.1|HILL
OG0007840	LOC110191277|XP_020817734.1|DSER	LOC119650703|XP_037909630.1|HILL
OG0007841	LOC110191207|XP_020817634.1|DSER	LOC119652711|XP_037912921.1|HILL
OG0007842	LOC110186943|XP_020811935.1|DSER	LOC119651124|XP_037910431.1|HILL
OG0007843	LOC110186342|XP_020811149.1|DSER	LOC119651928|XP_037911690.1|HILL
OG0007844	LOC110191700|XP_020818275.1|DSER	LOC119657689|XP_037920647.1|HILL
OG0007845	LOC110184349|XP_020808506.1|DSER	LOC119657025|XP_037919702.1|HILL
OG0007846	LOC110187061|XP_020812106.1|DSER	LOC119655244|XP_037916960.1|HILL
OG0007847	LOC110191076|XP_020817470.1|DSER	LOC119652722|XP_037912943.1|HILL
OG0007848	LOC110191165|XP_020817584.1|DSER	LOC119650878|XP_037909970.1|HILL
OG0007849	LOC110191885|XP_020818529.1|DSER	LOC119652458|XP_037912550.1|HILL
OG0007850	LOC110191884|XP_020818527.1|DSER	LOC119653027|XP_037913399.1|HILL
OG0007851	LOC110186510|XP_020811366.1|DSER	LOC119651421|XP_037910943.1|HILL
OG0007852	LOC110191407|XP_020817924.1|DSER	LOC119652514|XP_037912636.1|HILL
OG0007853	LOC110184630|XP_020808889.1|DSER	LOC119658335|XP_037921605.1|HILL
OG0007854	LOC110189459|XP_020815197.1|DSER	LOC119652540|XP_037912673.1|HILL
OG0007855	LOC110188673|XP_020814130.1|DSER	LOC119651731|XP_037911387.1|HILL
OG0007856	LOC110191166|XP_020817585.1|DSER	LOC119652984|XP_037913333.1|HILL
OG0007857	LOC110184779|XP_020809081.1|DSER	LOC119651225|XP_037910623.1|HILL
OG0007858	LOC110176837|XP_020798950.1|DSER	LOC119657596|XP_037920510.1|HILL
OG0007859	LOC110190586|XP_020816838.1|DSER	LOC119658821|XP_037922477.1|HILL
OG0007860	LOC110186503|XP_020811357.1|DSER	LOC119652664|XP_037912858.1|HILL
OG0007861	LOC110189042|XP_020814669.1|DSER	LOC119657647|XP_037920582.1|HILL
OG0007862	LOC110186843|XP_020811790.1|DSER	LOC119657024|XP_037919701.1|HILL, LOC119657027|XP_037919705.1|HILL, LOC119658260|XP_037921480.1|HILL
OG0007863	LOC110184901|XP_020809206.1|DSER	LOC119660971|XP_037925969.1|HILL
OG0007864	LOC110186694|XP_020811621.1|DSER	LOC119652524|XP_037912649.1|HILL
OG0007865	LOC110179022|XP_020802026.1|DSER	LOC119657998|XP_037921145.1|HILL
OG0007866	LOC110187636|XP_020812703.1|DSER	LOC119657921|XP_037921036.1|HILL
OG0007867	LOC110188520|XP_020813919.1|DSER	LOC119652790|XP_037913031.1|HILL
OG0007868	LOC110191260|XP_020817710.1|DSER	LOC119650884|XP_037909984.1|HILL
OG0007869	LOC110182074|XP_020805717.1|DSER	LOC119657377|XP_037920189.1|HILL
OG0007870	LOC110178584|XP_020801421.1|DSER	LOC119647866|XP_037905064.1|HILL
OG0007871	LOC110187037|XP_020812060.1|DSER	LOC119648126|XP_037905575.1|HILL
OG0007872	LOC110187031|XP_020812057.1|DSER	LOC119649198|XP_037907165.1|HILL
OG0007873	LOC110190467|XP_020816635.1|DSER	LOC119659680|XP_037923832.1|HILL
OG0007874	LOC110183511|XP_020807456.1|DSER	LOC119660790|XP_037925521.1|HILL
OG0007875	LOC110189220|XP_020814853.1|DSER	LOC119655631|XP_037917531.1|HILL
OG0007876	LOC110181875|XP_020805460.1|DSER	LOC119657329|XP_037920122.1|HILL
OG0007877	LOC110187043|XP_020812068.1|DSER	LOC119647813|XP_037904963.1|HILL
OG0007878	LOC110182866|XP_020806668.1|DSER	LOC119649958|XP_037908325.1|HILL
OG0007879	LOC110185188|XP_020809568.1|DSER	LOC119647411|XP_037904216.1|HILL
OG0007880	LOC110183067|XP_020806912.1|DSER	LOC119655862|XP_037917911.1|HILL
OG0007881	LOC110183654|XP_020807637.1|DSER	LOC119648807|XP_037906584.1|HILL
OG0007882	LOC110183671|XP_020807664.1|DSER	LOC119649416|XP_037907480.1|HILL
OG0007883	LOC110183663|XP_020807649.1|DSER	LOC119648128|XP_037905584.1|HILL
OG0007884	LOC110190212|XP_020816226.1|DSER	LOC119649050|XP_037906956.1|HILL
OG0007885	LOC110189221|XP_020814858.1|DSER	LOC119658277|XP_037921500.1|HILL
OG0007886	LOC110185105|XP_020809453.1|DSER	LOC119660525|XP_037925074.1|HILL
OG0007887	LOC110183670|XP_020807663.1|DSER	LOC119653638|XP_037914356.1|HILL
OG0007888	LOC110185272|XP_020809677.1|DSER	LOC119648064|XP_037905461.1|HILL
OG0007889	LOC110190705|XP_020816983.1|DSER	LOC119648150|XP_037905649.1|HILL
OG0007890	LOC110185166|XP_020809531.1|DSER	LOC119648018|XP_037905352.1|HILL
OG0007891	LOC110191721|XP_020818297.1|DSER	LOC119659292|XP_037923232.1|HILL
OG0007892	LOC110189485|XP_020815230.1|DSER	LOC119653302|XP_037913832.1|HILL
OG0007894	LOC110190525|XP_020816721.1|DSER	LOC119648045|XP_037905425.1|HILL
OG0007895	LOC110178763|XP_020801660.1|DSER	LOC119647844|XP_037905029.1|HILL
OG0007896	LOC110178595|XP_020801440.1|DSER	LOC119648668|XP_037906384.1|HILL
OG0007898	LOC110188829|XP_020814378.1|DSER	LOC119648614|XP_037906312.1|HILL
OG0007899	LOC110185267|XP_020809673.1|DSER	LOC119649598|XP_037907740.1|HILL
OG0007900	LOC110189250|XP_020814914.1|DSER	LOC119660478|XP_037924997.1|HILL
OG0007901	LOC110190411|XP_020816535.1|DSER	LOC119647571|XP_037904498.1|HILL
OG0007902	LOC110181495|XP_020804921.1|DSER	LOC119657140|XP_037919840.1|HILL
OG0007905	LOC110176808|XP_020798906.1|DSER	LOC119651287|XP_037910730.1|HILL
OG0007906	LOC110176174|XP_020798074.1|DSER	LOC119648962|XP_037906810.1|HILL
OG0007907	LOC110189104|XP_020814740.1|DSER	LOC119647477|XP_037904345.1|HILL
OG0007908	LOC110189105|XP_020814741.1|DSER	LOC119648198|XP_037905722.1|HILL
OG0007909	LOC110181757|XP_020805279.1|DSER	LOC119647123|XP_037903837.1|HILL
OG0007910	LOC110185287|XP_020809695.1|DSER	LOC119648758|XP_037906512.1|HILL
OG0007911	LOC110185171|XP_020809547.1|DSER	LOC119649565|XP_037907693.1|HILL
OG0007912	LOC110177577|XP_020800015.1|DSER	LOC119648243|XP_037905803.1|HILL
OG0007913	LOC110185172|XP_020809549.1|DSER	LOC119649566|XP_037907694.1|HILL
OG0007914	LOC110179004|XP_020801997.1|DSER	LOC119647405|XP_037904208.1|HILL
OG0007915	LOC110183576|XP_020807547.1|DSER	LOC119648755|XP_037906508.1|HILL
OG0007916	LOC110183090|XP_020806942.1|DSER	LOC119655194|XP_037916891.1|HILL
OG0007917	LOC110176962|XP_020799127.1|DSER	LOC119647171|XP_037903904.1|HILL
OG0007918	LOC110189610|XP_020815406.1|DSER	LOC119653633|XP_037914343.1|HILL
OG0007921	LOC110179347|XP_020802517.1|DSER	LOC119661286|XP_037926490.1|HILL
OG0007922	LOC110176627|XP_020798711.1|DSER	LOC119655575|XP_037917435.1|HILL
OG0007923	LOC110181520|XP_020804952.1|DSER	LOC119653402|XP_037913895.1|HILL
OG0007924	LOC110179259|XP_020802376.1|DSER	LOC119658909|XP_037922643.1|HILL
OG0007926	LOC110178523|XP_020801336.1|DSER	LOC119661790|XP_037927202.1|HILL
OG0007927	LOC110185671|XP_020810291.1|DSER	LOC119660778|XP_037925486.1|HILL
OG0007928	LOC110183886|XP_020807890.1|DSER	LOC119650732|XP_037909691.1|HILL
OG0007929	LOC110185911|XP_020810583.1|DSER	LOC119653028|XP_037913400.1|HILL
OG0007930	LOC110180240|XP_020803556.1|DSER	LOC119659582|XP_037923666.1|HILL
OG0007931	LOC110185623|XP_020810233.1|DSER	LOC119653048|XP_037913440.1|HILL
OG0007932	LOC110184585|XP_020808830.1|DSER	LOC119648611|XP_037906311.1|HILL
OG0007934	LOC110190863|XP_020817171.1|DSER	LOC119651759|XP_037911425.1|HILL
OG0007935	LOC110185557|XP_020810133.1|DSER	LOC119651495|XP_037911038.1|HILL
OG0007936	LOC110183363|XP_020807284.1|DSER	LOC119650658|XP_037909521.1|HILL
OG0007937	LOC110176970|XP_020799136.1|DSER	LOC119647299|XP_037904130.1|HILL
OG0007938	LOC110183427|XP_020807368.1|DSER	LOC119656697|XP_037919134.1|HILL
OG0007939	LOC110187559|XP_020812607.1|DSER	LOC119661551|XP_037926867.1|HILL
OG0007940	LOC110187603|XP_020812654.1|DSER	LOC119647087|XP_037903788.1|HILL
OG0007941	LOC110177722|XP_020800265.1|DSER	LOC119646151|XP_037902448.1|HILL
OG0007942	LOC110179576|XP_020802825.1|DSER	LOC119655825|XP_037917859.1|HILL
OG0007943	LOC110185894|XP_020810564.1|DSER	LOC119651918|XP_037911674.1|HILL
OG0007944	LOC110177575|XP_020800012.1|DSER	LOC119652697|XP_037912904.1|HILL
OG0007946	LOC110191489|XP_020818013.1|DSER	LOC119651289|XP_037910732.1|HILL
OG0007947	LOC110185685|XP_020810311.1|DSER	LOC119651380|XP_037910881.1|HILL
OG0007948	LOC110185949|XP_020810625.1|DSER	LOC119650605|XP_037909393.1|HILL
OG0007949	LOC110183525|XP_020807477.1|DSER	LOC119655734|XP_037917715.1|HILL
OG0007950	LOC110187283|XP_020812331.1|DSER	LOC119661197|XP_037926347.1|HILL
OG0007951	LOC110182368|XP_020806068.1|DSER	LOC119646253|XP_037902616.1|HILL
OG0007952	LOC110179170|XP_020802228.1|DSER	LOC119661201|XP_037926349.1|HILL
OG0007953	LOC110185878|XP_020810549.1|DSER, LOC110183439|XP_020807381.1|DSER	LOC119651737|XP_037911392.1|HILL
OG0007954	LOC110185965|XP_020810642.1|DSER	LOC119650652|XP_037909516.1|HILL
OG0007955	LOC110183205|XP_020807077.1|DSER	LOC119651971|XP_037911792.1|HILL
OG0007956	LOC110181323|XP_020804700.1|DSER	LOC119650594|XP_037909371.1|HILL
OG0007957	LOC110183385|XP_020807310.1|DSER	LOC119660415|XP_037924891.1|HILL
OG0007958	LOC110180627|XP_020803972.1|DSER	LOC119661051|XP_037926182.1|HILL
OG0007960	LOC110183314|XP_020807217.1|DSER	LOC119651267|XP_037910696.1|HILL
OG0007961	LOC110191943|XP_020818622.1|DSER	LOC119651125|XP_037910444.1|HILL
OG0007962	LOC110179510|XP_020802746.1|DSER	LOC119655829|XP_037917863.1|HILL
OG0007963	LOC110185608|XP_020810212.1|DSER	LOC119651432|XP_037910959.1|HILL
OG0007964	LOC110181463|XP_020804870.1|DSER	LOC119652720|XP_037912941.1|HILL
OG0007965	LOC110185613|XP_020810219.1|DSER	LOC119651033|XP_037910275.1|HILL
OG0007966	LOC110181153|XP_020804486.1|DSER	LOC119651167|XP_037910514.1|HILL
OG0007967	LOC110187463|XP_020812510.1|DSER	LOC119661779|XP_037927184.1|HILL
OG0007968	LOC110179929|XP_020803186.1|DSER	LOC119646843|XP_037903388.1|HILL
OG0007969	LOC110183361|XP_020807282.1|DSER	LOC119661050|XP_037926181.1|HILL
OG0007971	LOC110182018|XP_020805608.1|DSER	LOC119651484|XP_037911029.1|HILL
OG0007972	LOC110178329|XP_020801098.1|DSER	LOC119655552|XP_037917403.1|HILL
OG0007973	LOC110183962|XP_020807977.1|DSER	LOC119646445|XP_037902824.1|HILL
OG0007974	LOC110183521|XP_020807468.1|DSER	LOC119657172|XP_037919887.1|HILL
OG0007975	LOC110188037|XP_020813239.1|DSER	LOC119660960|XP_037925931.1|HILL
OG0007976	LOC110181500|XP_020804929.1|DSER	LOC119654942|XP_037916528.1|HILL
OG0007977	LOC110176844|XP_020798964.1|DSER	LOC119650648|XP_037909514.1|HILL
OG0007978	LOC110182317|XP_020806006.1|DSER	LOC119656795|XP_037919333.1|HILL
OG0007979	LOC110185842|XP_020810509.1|DSER	LOC119652405|XP_037912440.1|HILL
OG0007980	LOC110176840|XP_020798955.1|DSER	LOC119650877|XP_037909973.1|HILL
OG0007981	LOC110187094|XP_020812158.1|DSER	LOC119656059|XP_037918264.1|HILL
OG0007982	LOC110183483|XP_020807420.1|DSER	LOC119647249|XP_037904054.1|HILL, LOC119647082|XP_037903769.1|HILL
OG0007983	LOC110178153|XP_020800841.1|DSER	LOC119652201|XP_037912070.1|HILL
OG0007984	LOC110185673|XP_020810295.1|DSER	LOC119653046|XP_037913436.1|HILL
OG0007985	LOC110188775|XP_020814275.1|DSER	LOC119651083|XP_037910357.1|HILL
OG0007986	LOC110184829|XP_020809133.1|DSER	LOC119651869|XP_037911604.1|HILL
OG0007988	LOC110185755|XP_020810413.1|DSER	LOC119647404|XP_037904211.1|HILL
OG0007989	LOC110183348|XP_020807261.1|DSER	LOC119657302|XP_037920081.1|HILL
OG0007990	LOC110183313|XP_020807216.1|DSER	LOC119651546|XP_037911107.1|HILL
OG0007991	LOC110178211|XP_020800910.1|DSER	LOC119661585|XP_037926915.1|HILL
OG0007992	LOC110183877|XP_020807889.1|DSER	LOC119647136|XP_037903856.1|HILL
OG0007993	LOC110186783|XP_020811715.1|DSER	LOC119650869|XP_037909958.1|HILL
OG0007994	LOC110183215|XP_020807089.1|DSER	LOC119651559|XP_037911124.1|HILL
OG0007995	LOC110185973|XP_020810654.1|DSER	LOC119652483|XP_037912588.1|HILL
OG0007996	LOC110181947|XP_020805542.1|DSER	LOC119656724|XP_037919184.1|HILL
OG0007997	LOC110185207|XP_020809591.1|DSER	LOC119646370|XP_037902734.1|HILL
OG0007999	LOC110183430|XP_020807370.1|DSER	LOC119661780|XP_037927188.1|HILL
OG0008000	LOC110183404|XP_020807338.1|DSER	LOC119661766|XP_037927169.1|HILL
OG0008001	LOC110183916|XP_020807919.1|DSER	LOC119661426|XP_037926697.1|HILL
OG0008002	LOC110187564|XP_020812612.1|DSER	LOC119651158|XP_037910496.1|HILL
OG0008003	LOC110183924|XP_020807945.1|DSER	LOC119661378|XP_037926625.1|HILL
OG0008004	LOC110183502|XP_020807447.1|DSER	LOC119653465|XP_037914005.1|HILL
OG0008005	LOC110182119|XP_020805787.1|DSER	LOC119656197|XP_037918508.1|HILL
OG0008006	LOC110191978|XP_020818663.1|DSER	LOC119653898|XP_037914961.1|HILL
OG0008007	LOC110181755|XP_020805277.1|DSER	LOC119655661|XP_037917573.1|HILL
OG0008008	LOC110185212|XP_020809601.1|DSER	LOC119650102|XP_037908550.1|HILL
OG0008009	LOC110181687|XP_020805188.1|DSER	LOC119655550|XP_037917397.1|HILL
OG0008010	LOC110184248|XP_020808364.1|DSER	LOC119656125|XP_037918379.1|HILL
OG0008011	LOC110179679|XP_020802953.1|DSER	LOC119655844|XP_037917884.1|HILL
OG0008012	LOC110189314|XP_020815014.1|DSER	LOC119654901|XP_037916456.1|HILL
OG0008013	LOC110191709|XP_020818286.1|DSER	LOC119655886|XP_037917960.1|HILL
OG0008014	LOC110187711|XP_020812805.1|DSER	LOC119659405|XP_037923404.1|HILL
OG0008015	LOC110190243|XP_020816266.1|DSER	LOC119648968|XP_037906818.1|HILL
OG0008016	LOC110190246|XP_020816268.1|DSER	LOC119648969|XP_037906819.1|HILL
OG0008017	LOC110181568|XP_020805017.1|DSER	LOC119654880|XP_037916415.1|HILL
OG0008018	LOC110182486|XP_020806193.1|DSER	LOC119654570|XP_037915948.1|HILL
OG0008019	LOC110176022|XP_020797892.1|DSER	LOC119656213|XP_037918533.1|HILL
OG0008020	LOC110187788|XP_020812919.1|DSER	LOC119654199|XP_037915332.1|HILL
OG0008021	LOC110184348|XP_020808503.1|DSER	LOC119658813|XP_037922464.1|HILL
OG0008022	LOC110186759|XP_020811680.1|DSER	LOC119655630|XP_037917528.1|HILL
OG0008024	LOC110179529|XP_020802768.1|DSER	LOC119655759|XP_037917743.1|HILL
OG0008025	LOC110182455|XP_020806148.1|DSER	LOC119655647|XP_037917557.1|HILL
OG0008026	LOC110181822|XP_020805379.1|DSER	LOC119655549|XP_037917396.1|HILL
OG0008027	LOC110184313|XP_020808460.1|DSER	LOC119653625|XP_037914326.1|HILL
OG0008028	LOC110188116|XP_020813349.1|DSER	LOC119658832|XP_037922497.1|HILL
OG0008029	LOC110186139|XP_020810848.1|DSER	LOC119659933|XP_037924201.1|HILL
OG0008030	LOC110187747|XP_020812864.1|DSER	LOC119659856|XP_037924089.1|HILL
OG0008031	LOC110185731|XP_020810375.1|DSER	LOC119660283|XP_037924681.1|HILL
OG0008032	LOC110186996|XP_020812015.1|DSER	LOC119659908|XP_037924161.1|HILL
OG0008033	LOC110186512|XP_020811368.1|DSER	LOC119658897|XP_037922626.1|HILL
OG0008034	LOC110176576|XP_020798647.1|DSER	LOC119653379|XP_037913849.1|HILL
OG0008035	LOC110176114|XP_020798010.1|DSER	LOC119655457|XP_037917286.1|HILL
OG0008036	LOC110186432|XP_020811274.1|DSER	LOC119658987|XP_037922797.1|HILL
OG0008037	LOC110186787|XP_020811724.1|DSER	LOC119658931|XP_037922692.1|HILL
OG0008038	LOC110180541|XP_020803890.1|DSER	LOC119659874|XP_037924120.1|HILL
OG0008039	LOC110177258|XP_020799568.1|DSER	LOC119659935|XP_037924203.1|HILL
OG0008040	LOC110186260|XP_020811026.1|DSER	LOC119658901|XP_037922634.1|HILL
OG0008041	LOC110181865|XP_020805444.1|DSER	LOC119650680|XP_037909566.1|HILL, LOC119659848|XP_037924073.1|HILL
OG0008042	LOC110190441|XP_020816592.1|DSER	LOC119659982|XP_037924280.1|HILL
OG0008043	LOC110183260|XP_020807145.1|DSER	LOC119653924|XP_037915011.1|HILL
OG0008044	LOC110182592|XP_020806305.1|DSER	LOC119653723|XP_037914560.1|HILL
