Orthogroup	DSIM.longest_only	BCOP.longest_only
OG0006255	LOC6729160|XP_002104481.1|DSIM	LOC119067443|XP_037026318.1|BCOP
OG0006256	LOC6726186|XP_002107162.1|DSIM	LOC119067618|XP_037026605.1|BCOP
OG0006257	LOC6725554|XP_016038692.1|DSIM	LOC119084249|XP_037050049.1|BCOP
OG0006258	LOC6727414|XP_039153133.1|DSIM	LOC119084215|XP_037050008.1|BCOP
OG0006259	LOC6728155|XP_039151467.1|DSIM	LOC119080412|XP_037044645.1|BCOP
OG0006260	LOC6725553|XP_002106564.1|DSIM	LOC119067767|XP_037026806.1|BCOP
OG0006261	LOC6732051|XP_002079183.1|DSIM	LOC119077126|XP_037040195.1|BCOP
OG0006262	LOC6725581|XP_002106591.1|DSIM	LOC119067763|XP_037026790.1|BCOP
OG0006263	LOC6725184|XP_016038212.1|DSIM	LOC119067770|XP_037026809.1|BCOP
OG0006264	LOC6739935|XP_016037741.1|DSIM	LOC119068056|XP_037027349.1|BCOP, LOC119068057|XP_037027350.1|BCOP
OG0006265	LOC6734713|XP_002081720.1|DSIM	LOC119081884|XP_037047012.1|BCOP
OG0006266	LOC6724900|XP_002105938.2|DSIM	LOC119068726|XP_037028315.1|BCOP
OG0006267	LOC6725870|XP_016039194.1|DSIM	LOC119068503|XP_037028008.1|BCOP
OG0006268	LOC6735702|XP_002082618.1|DSIM	LOC119068029|XP_037027287.1|BCOP
OG0006269	LOC6728815|XP_002104149.1|DSIM	LOC119067492|XP_037026394.1|BCOP
OG0006270	LOC6725573|XP_002106583.1|DSIM	LOC119080351|XP_037044550.1|BCOP
OG0006271	LOC6728642|XP_002103983.2|DSIM	LOC119081194|XP_037045805.1|BCOP
OG0006272	LOC6725885|XP_016039255.1|DSIM	LOC119068973|XP_037028735.1|BCOP
OG0006273	LOC6733274|XP_002080337.1|DSIM	LOC119067318|XP_037026124.1|BCOP
OG0006274	LOC6725855|XP_016039181.1|DSIM	LOC119067400|XP_037026240.1|BCOP
OG0006275	LOC27209234|XP_016037920.1|DSIM	LOC119067653|XP_037026646.1|BCOP
OG0006276	LOC6734421|XP_002081441.2|DSIM	LOC119069195|XP_037029037.1|BCOP
OG0006277	LOC6727182|XP_002102574.1|DSIM	LOC119068276|XP_037027699.1|BCOP
OG0006278	LOC6740179|XP_016039787.1|DSIM	LOC119068411|XP_037027867.1|BCOP
OG0006279	LOC6725732|XP_016039008.1|DSIM	LOC119070335|XP_037030504.1|BCOP
OG0006280	LOC6726631|XP_016040356.1|DSIM	LOC119070329|XP_037030493.1|BCOP
OG0006281	LOC6726630|XP_002107579.1|DSIM	LOC119070328|XP_037030492.1|BCOP
OG0006282	LOC6726486|XP_039153738.1|DSIM	LOC119067433|XP_037026300.1|BCOP
OG0006283	LOC6729278|XP_002104598.1|DSIM	LOC119070380|XP_037030586.1|BCOP
OG0006284	LOC6738263|XP_002085074.1|DSIM	LOC119068384|XP_037027845.1|BCOP
OG0006285	LOC6726695|XP_002102106.1|DSIM	LOC119081571|XP_037046500.1|BCOP
OG0006286	LOC6727574|XP_002102953.1|DSIM	LOC119081570|XP_037046496.1|BCOP
OG0006287	LOC6725729|XP_039153832.1|DSIM	LOC119085725|XP_037052069.1|BCOP
OG0006288	LOC6730276|XP_039151932.1|DSIM	LOC119085724|XP_037052068.1|BCOP
OG0006289	LOC6727545|XP_002102925.1|DSIM	LOC119068629|XP_037028191.1|BCOP
OG0006290	LOC6725483|XP_016038603.1|DSIM	LOC119068630|XP_037028192.1|BCOP
OG0006291	LOC6732157|XP_002079289.1|DSIM	LOC119068620|XP_037028176.1|BCOP
OG0006292	LOC6725780|XP_039152323.1|DSIM	LOC119067710|XP_037026719.1|BCOP
OG0006293	LOC6736359|XP_002083235.1|DSIM	LOC119075201|XP_037037488.1|BCOP
OG0006294	LOC6725932|XP_016039285.1|DSIM	LOC119068636|XP_037028198.1|BCOP
OG0006295	LOC27208986|XP_039153668.1|DSIM	LOC119070617|XP_037030940.1|BCOP
OG0006296	LOC6740229|XP_016039995.1|DSIM	LOC119069629|XP_037029622.1|BCOP
OG0006297	LOC6726270|XP_016039821.1|DSIM	LOC119083356|XP_037048968.1|BCOP
OG0006298	LOC6725933|XP_039153977.1|DSIM	LOC119070548|XP_037030837.1|BCOP
OG0006299	LOC6725036|XP_039153884.1|DSIM	LOC119068856|XP_037028577.1|BCOP
OG0006300	LOC6724970|XP_016037914.1|DSIM	LOC119069877|XP_037029947.1|BCOP
OG0006301	LOC27209022|XP_039153538.1|DSIM	LOC119080579|XP_037044873.1|BCOP
OG0006302	LOC27207933|XP_039152416.1|DSIM	LOC119074800|XP_037036973.1|BCOP
OG0006303	LOC6734094|XP_016027098.1|DSIM	LOC119079438|XP_037043246.1|BCOP
OG0006304	LOC6729957|XP_016036721.2|DSIM	LOC119070576|XP_037030878.1|BCOP
OG0006305	LOC6729961|XP_016036726.1|DSIM	LOC119069638|XP_037029639.1|BCOP
OG0006306	LOC27206430|XP_039150580.1|DSIM	LOC119067080|XP_037025716.1|BCOP
OG0006307	LOC6730382|XP_039151054.1|DSIM	LOC119081772|XP_037046872.1|BCOP
OG0006308	LOC6726199|XP_002107174.1|DSIM	LOC119068626|XP_037028188.1|BCOP
OG0006309	LOC6740172|XP_016039695.1|DSIM	LOC119067301|XP_037026096.1|BCOP
OG0006310	LOC6726886|XP_002102288.1|DSIM	LOC119069841|XP_037029904.1|BCOP
OG0006311	LOC27209151|XP_016038490.1|DSIM	LOC119083648|XP_037049319.1|BCOP
OG0006312	LOC6725413|XP_016038489.1|DSIM	LOC119083645|XP_037049305.1|BCOP
OG0006313	LOC6725397|XP_002106413.1|DSIM	LOC119068397|XP_037027851.1|BCOP
OG0006314	LOC6726072|XP_039153293.1|DSIM	LOC119070405|XP_037030625.1|BCOP
OG0006315	LOC6730309|XP_016037073.1|DSIM	LOC119067513|XP_037026422.1|BCOP
OG0006316	LOC6726622|XP_016040315.1|DSIM	LOC119070604|XP_037030918.1|BCOP
OG0006317	LOC6725378|XP_016038436.1|DSIM	LOC119070605|XP_037030919.1|BCOP
OG0006318	LOC27208335|XP_039152341.1|DSIM	LOC119068912|XP_037028668.1|BCOP
OG0006319	LOC6733773|XP_016026727.1|DSIM	LOC119068652|XP_037028223.1|BCOP
OG0006320	LOC6725567|XP_016038711.1|DSIM	LOC119069667|XP_037029678.1|BCOP
OG0006321	LOC6725505|XP_002106519.2|DSIM	LOC119068948|XP_037028709.1|BCOP, LOC119068631|XP_037028195.1|BCOP
OG0006322	LOC6725524|XP_016038659.2|DSIM	LOC119069934|XP_037030055.1|BCOP
OG0006323	LOC6739839|XP_002076733.1|DSIM	LOC119084884|XP_037050924.1|BCOP, LOC119085491|XP_037051802.1|BCOP
OG0006324	LOC6724922|XP_039152514.1|DSIM	LOC119067131|XP_037025810.1|BCOP
OG0006325	LOC6727273|XP_002102662.2|DSIM	LOC119070061|XP_037030250.1|BCOP
OG0006326	LOC6738146|XP_002084959.1|DSIM	LOC119084235|XP_037050029.1|BCOP
OG0006327	LOC6729825|XP_002105128.1|DSIM	LOC119068146|XP_037027510.1|BCOP
OG0006328	LOC6729168|XP_016035813.1|DSIM	LOC119069544|XP_037029514.1|BCOP
OG0006329	LOC6725844|XP_039152571.1|DSIM	LOC119067417|XP_037026271.1|BCOP
OG0006330	LOC6729505|XP_016036178.1|DSIM	LOC119070026|XP_037030206.1|BCOP
OG0006331	LOC6726243|XP_039153736.1|DSIM	LOC119069941|XP_037030061.1|BCOP
OG0006332	LOC6725821|XP_039152300.1|DSIM	LOC119069068|XP_037028839.1|BCOP
OG0006333	LOC6725875|XP_039153973.1|DSIM	LOC119068527|XP_037028032.1|BCOP
OG0006334	LOC6740005|XP_016038381.1|DSIM	LOC119080908|XP_037045411.1|BCOP
OG0006335	LOC6729196|XP_002104517.1|DSIM	LOC119067584|XP_037026574.1|BCOP
OG0006336	LOC6725621|XP_002106628.1|DSIM	LOC119069077|XP_037028849.1|BCOP
OG0006337	LOC6740076|XP_002076958.1|DSIM	LOC119067395|XP_037026218.1|BCOP
OG0006338	LOC6726686|XP_002102097.2|DSIM	LOC119069047|XP_037028812.1|BCOP
OG0006339	LOC6739837|XP_016039489.1|DSIM	LOC119067133|XP_037025816.1|BCOP
OG0006340	LOC6726506|XP_016040151.1|DSIM	LOC119067146|XP_037025839.1|BCOP
OG0006341	LOC6740047|XP_016038707.1|DSIM	LOC119067139|XP_037025832.1|BCOP
OG0006342	LOC6725566|XP_016038704.1|DSIM	LOC119067127|XP_037025796.1|BCOP
OG0006343	LOC27206391|XP_039152889.1|DSIM	LOC119067128|XP_037025805.1|BCOP
OG0006344	LOC6726189|XP_039153194.1|DSIM	LOC119067138|XP_037025830.1|BCOP
OG0006345	LOC6729129|XP_039151021.1|DSIM	LOC119068318|XP_037027764.1|BCOP
OG0006346	LOC6730030|XP_002105323.1|DSIM	LOC119068325|XP_037027776.1|BCOP
OG0006347	LOC6729377|XP_016036019.1|DSIM	LOC119068317|XP_037027761.1|BCOP
OG0006348	LOC27207232|XP_039152454.1|DSIM	LOC119071867|XP_037032823.1|BCOP
OG0006349	LOC6724897|XP_016037733.1|DSIM	LOC119067441|XP_037026311.1|BCOP
OG0006350	LOC6730085|XP_002105378.1|DSIM	LOC119068700|XP_037028286.1|BCOP
OG0006351	LOC6726474|XP_016040096.1|DSIM	LOC119070396|XP_037030610.1|BCOP
OG0006352	LOC6734549|XP_002081558.1|DSIM	LOC119082541|XP_037047949.1|BCOP
OG0006353	LOC6730182|XP_016036940.1|DSIM	LOC119081989|XP_037047208.1|BCOP
OG0006354	LOC6729153|XP_016035801.1|DSIM	LOC119080714|XP_037045089.1|BCOP
OG0006355	LOC6725550|XP_016038688.2|DSIM	LOC119070398|XP_037030614.1|BCOP
OG0006356	LOC6724913|XP_002105951.2|DSIM	LOC119084407|XP_037050272.1|BCOP
OG0006357	LOC6726275|XP_016039805.1|DSIM	LOC119068052|XP_037027317.1|BCOP
OG0006358	LOC6739598|XP_002076498.3|DSIM	LOC119070350|XP_037030532.1|BCOP
OG0006359	LOC6727981|XP_002103333.1|DSIM	LOC119068398|XP_037027854.1|BCOP, LOC119080366|XP_037044558.1|BCOP
OG0006360	LOC6725266|XP_016038274.1|DSIM	LOC119068396|XP_037027847.1|BCOP
OG0006362	LOC27208862|XP_016037882.1|DSIM	LOC119082186|XP_037047508.1|BCOP
OG0006363	LOC6726410|XP_039152308.1|DSIM	LOC119069870|XP_037029939.1|BCOP, LOC119070110|XP_037030318.1|BCOP, LOC119083412|XP_037049025.1|BCOP, LOC119070118|XP_037030327.1|BCOP
OG0006364	LOC6732060|XP_002079192.1|DSIM	LOC119070074|XP_037030269.1|BCOP
OG0006365	LOC6726541|XP_002107496.1|DSIM	LOC119068965|XP_037028724.1|BCOP
OG0006366	LOC6726535|XP_039152871.1|DSIM	LOC119068959|XP_037028722.1|BCOP
OG0006367	LOC6725537|XP_016038676.2|DSIM	LOC119068549|XP_037028072.1|BCOP
OG0006368	LOC6730243|XP_016036998.1|DSIM	LOC119067745|XP_037026770.1|BCOP
OG0006369	LOC6730247|XP_016037002.1|DSIM	LOC119067738|XP_037026751.1|BCOP
OG0006370	LOC6726383|XP_039152809.1|DSIM	LOC119066993|XP_037025612.1|BCOP
OG0006371	LOC6739791|XP_002076684.1|DSIM	LOC119069324|XP_037029276.1|BCOP
OG0006372	LOC27206673|XP_039151754.1|DSIM	LOC119069319|XP_037029269.1|BCOP
OG0006373	LOC6725468|XP_016038580.1|DSIM	LOC119067684|XP_037026698.1|BCOP
OG0006374	LOC6725411|XP_016038488.1|DSIM	LOC119067669|XP_037026670.1|BCOP
OG0006375	LOC6726024|XP_016039401.1|DSIM	LOC119071516|XP_037032286.1|BCOP
OG0006376	LOC6725536|XP_016038674.1|DSIM	LOC119067612|XP_037026601.1|BCOP
OG0006377	LOC6740203|XP_002077083.1|DSIM	LOC119082725|XP_037048210.1|BCOP
OG0006378	LOC6730091|XP_016036855.1|DSIM	LOC119082747|XP_037048228.1|BCOP
OG0006379	LOC6725979|XP_016039353.1|DSIM	LOC119069624|XP_037029618.1|BCOP
OG0006380	LOC6725103|XP_002106129.1|DSIM	LOC119069610|XP_037029598.1|BCOP
OG0006381	LOC6725929|XP_039153925.1|DSIM	LOC119083233|XP_037048790.1|BCOP
OG0006382	LOC6740104|XP_002076986.1|DSIM	LOC119085586|XP_037051899.1|BCOP
OG0006383	LOC6725841|XP_039152578.1|DSIM	LOC119067801|XP_037026843.1|BCOP
OG0006384	LOC6725840|XP_016039162.1|DSIM	LOC119067804|XP_037026849.1|BCOP
OG0006385	LOC6729155|XP_002104476.2|DSIM	LOC119068285|XP_037027715.1|BCOP
OG0006386	LOC6731248|XP_002078407.1|DSIM	LOC119068281|XP_037027708.1|BCOP
OG0006387	LOC6730218|XP_002105501.1|DSIM	LOC119068284|XP_037027713.1|BCOP
OG0006388	LOC6725319|XP_039153642.1|DSIM	LOC119081602|XP_037046536.1|BCOP
OG0006389	LOC6725320|XP_002106337.1|DSIM	LOC119082345|XP_037047758.1|BCOP
OG0006390	LOC6727591|XP_016034187.1|DSIM	LOC119074916|XP_037037204.1|BCOP, LOC119069850|XP_037029918.1|BCOP
OG0006391	LOC6728253|XP_002103602.1|DSIM	LOC119069708|XP_037029727.1|BCOP
OG0006392	LOC6725189|XP_002106213.2|DSIM	LOC119068750|XP_037028365.1|BCOP
OG0006393	LOC6732507|XP_002079627.1|DSIM	LOC119067334|XP_037026134.1|BCOP, LOC119082408|XP_037047834.1|BCOP
OG0006394	LOC6727692|XP_002103054.1|DSIM	LOC119068309|XP_037027745.1|BCOP
OG0006395	LOC6728816|XP_002104150.1|DSIM	LOC119069232|XP_037029167.1|BCOP
OG0006396	LOC6726469|XP_002107426.1|DSIM	LOC119075794|XP_037038256.1|BCOP
OG0006397	LOC6725051|XP_002106079.1|DSIM	LOC119067830|XP_037026898.1|BCOP
OG0006398	LOC6725273|XP_016038284.1|DSIM	LOC119074640|XP_037036811.1|BCOP
OG0006399	LOC6740139|XP_016039402.1|DSIM	LOC119079764|XP_037043742.1|BCOP
OG0006400	LOC6740140|XP_016039404.2|DSIM	LOC119067813|XP_037026861.1|BCOP
OG0006401	LOC6738607|XP_016032451.1|DSIM	LOC119071281|XP_037032042.1|BCOP
OG0006402	LOC6727238|XP_002102630.1|DSIM	LOC119069682|XP_037029697.1|BCOP
OG0006403	LOC6727244|XP_002102636.1|DSIM	LOC119069677|XP_037029691.1|BCOP
OG0006404	LOC6728472|XP_016035117.1|DSIM	LOC119068335|XP_037027788.1|BCOP
OG0006405	LOC6737938|XP_016031694.1|DSIM	LOC119068342|XP_037027792.1|BCOP
OG0006406	LOC6729991|XP_002105285.1|DSIM	LOC119068794|XP_037028452.1|BCOP
OG0006407	LOC6725477|XP_002106493.2|DSIM	LOC119069218|XP_037029090.1|BCOP
OG0006408	LOC6726504|XP_016040149.1|DSIM	LOC119068829|XP_037028493.1|BCOP
OG0006409	LOC6740087|XP_016039001.1|DSIM	LOC119069279|XP_037029236.1|BCOP
OG0006410	LOC6740170|XP_002077049.2|DSIM	LOC119068783|XP_037028438.1|BCOP
OG0006411	LOC6725748|XP_002106748.1|DSIM	LOC119069611|XP_037029599.1|BCOP
OG0006412	LOC6729766|XP_002105072.1|DSIM	LOC119069360|XP_037029328.1|BCOP
OG0006413	LOC6729768|XP_016036455.1|DSIM	LOC119068478|XP_037027984.1|BCOP
OG0006414	LOC6728897|XP_016035593.1|DSIM	LOC119068480|XP_037027986.1|BCOP
OG0006415	LOC6725580|XP_039153423.1|DSIM	LOC119074402|XP_037036419.1|BCOP
OG0006416	LOC6725356|XP_002106373.1|DSIM	LOC119068463|XP_037027951.1|BCOP
OG0006417	LOC6730796|XP_002077964.1|DSIM	LOC119081352|XP_037046095.1|BCOP
OG0006418	LOC27206344|XP_039153189.1|DSIM	LOC119067234|XP_037025985.1|BCOP
OG0006419	LOC6730340|XP_016037109.1|DSIM	LOC119068222|XP_037027613.1|BCOP
OG0006420	LOC6729284|XP_002104604.1|DSIM	LOC119070511|XP_037030767.1|BCOP
OG0006421	LOC6731104|XP_002078261.1|DSIM	LOC119067197|XP_037025923.1|BCOP
OG0006422	LOC6731109|XP_016023651.1|DSIM	LOC119070225|XP_037030394.1|BCOP
OG0006423	LOC6729095|XP_002104416.1|DSIM	LOC119083146|XP_037048684.1|BCOP
OG0006424	LOC6729096|XP_002104417.1|DSIM	LOC119083152|XP_037048693.1|BCOP
OG0006425	LOC6729091|XP_016035743.1|DSIM	LOC119067081|XP_037025719.1|BCOP
OG0006426	LOC6729090|XP_016035742.1|DSIM	LOC119067079|XP_037025714.1|BCOP
OG0006427	LOC6729872|XP_002105175.2|DSIM	LOC119082158|XP_037047457.1|BCOP
OG0006428	LOC6727261|XP_016033788.1|DSIM	LOC119085108|XP_037051261.1|BCOP
OG0006429	LOC6729325|XP_002104642.2|DSIM	LOC119069186|XP_037029022.1|BCOP
OG0006430	LOC6738879|XP_002085674.1|DSIM	LOC119069817|XP_037029874.1|BCOP
OG0006431	LOC6730116|XP_016036876.1|DSIM	LOC119067912|XP_037027105.1|BCOP
OG0006432	LOC6727495|XP_016034081.1|DSIM	LOC119067937|XP_037027147.1|BCOP
OG0006433	LOC6729297|XP_016035937.1|DSIM	LOC119068716|XP_037028300.1|BCOP
OG0006434	LOC6731771|XP_016024465.1|DSIM	LOC119081543|XP_037046449.1|BCOP
OG0006435	LOC6729837|XP_039150485.1|DSIM	LOC119067880|XP_037027046.1|BCOP
OG0006436	LOC6726184|XP_002107160.2|DSIM	LOC119066995|XP_037025618.1|BCOP, LOC119069886|XP_037029959.1|BCOP
OG0006437	LOC6725876|XP_016039209.1|DSIM	LOC119084261|XP_037050069.1|BCOP
OG0006438	LOC6730458|XP_002077639.1|DSIM	LOC119069512|XP_037029484.1|BCOP
OG0006439	LOC6727797|XP_002103158.1|DSIM	LOC119068459|XP_037027939.1|BCOP
OG0006440	LOC6727798|XP_002103159.1|DSIM	LOC119067432|XP_037026299.1|BCOP
OG0006441	LOC6726909|XP_002102311.1|DSIM	LOC119077413|XP_037040521.1|BCOP
OG0006442	LOC6729463|XP_002104773.1|DSIM	LOC119074148|XP_037036043.1|BCOP
OG0006443	LOC6726989|XP_002102390.1|DSIM	LOC119069909|XP_037030010.1|BCOP
OG0006444	LOC6730173|XP_002105464.1|DSIM	LOC119082481|XP_037047896.1|BCOP
OG0006445	LOC6724810|XP_016037591.1|DSIM	LOC119070123|XP_037030337.1|BCOP
OG0006446	LOC6729553|XP_016036222.1|DSIM	LOC119069926|XP_037030044.1|BCOP
OG0006447	LOC6729549|XP_039150347.1|DSIM	LOC119069930|XP_037030048.1|BCOP
OG0006448	LOC6729363|XP_016035997.1|DSIM	LOC119068561|XP_037028084.1|BCOP
OG0006449	LOC6729360|XP_039150933.1|DSIM	LOC119068558|XP_037028079.1|BCOP
OG0006450	LOC6732614|XP_039154547.1|DSIM	LOC119078020|XP_037041307.1|BCOP
OG0006451	LOC6725512|XP_039152761.1|DSIM	LOC119070592|XP_037030905.1|BCOP
OG0006452	LOC6729522|XP_002104830.2|DSIM	LOC119080307|XP_037044480.1|BCOP
OG0006453	LOC6738472|XP_002085279.1|DSIM	LOC119079065|XP_037042768.1|BCOP
OG0006454	LOC6724828|XP_016037612.1|DSIM	LOC119078355|XP_037041750.1|BCOP
OG0006455	LOC6726663|XP_039151602.1|DSIM	LOC119069448|XP_037029398.1|BCOP
OG0006456	LOC6726666|XP_002102077.1|DSIM	LOC119078482|XP_037041933.1|BCOP
OG0006457	LOC6728223|XP_002103572.1|DSIM	LOC119067351|XP_037026156.1|BCOP
OG0006458	LOC6731757|XP_002078892.1|DSIM	LOC119083218|XP_037048780.1|BCOP, LOC119082187|XP_037047505.1|BCOP
OG0006459	LOC6729115|XP_016035761.1|DSIM	LOC119078257|XP_037041647.1|BCOP
OG0006460	LOC6729337|XP_016035978.1|DSIM	LOC119081699|XP_037046701.1|BCOP
OG0006461	LOC6727221|XP_002102613.2|DSIM	LOC119082805|XP_037048350.1|BCOP
OG0006462	LOC6729263|XP_016035911.1|DSIM	LOC119070462|XP_037030710.1|BCOP
OG0006463	LOC6727957|XP_039151249.1|DSIM	LOC119069962|XP_037030090.1|BCOP
OG0006464	LOC6738859|XP_016032681.1|DSIM	LOC119069982|XP_037030121.1|BCOP
OG0006465	LOC6724908|XP_016037749.1|DSIM	LOC119073276|XP_037034553.1|BCOP
OG0006466	LOC6739953|XP_002076847.1|DSIM	LOC119079296|XP_037042978.1|BCOP
OG0006467	LOC6727538|XP_016034117.1|DSIM	LOC119068460|XP_037027941.1|BCOP
OG0006468	LOC6729357|XP_002104673.2|DSIM	LOC119080938|XP_037045459.1|BCOP
OG0006469	LOC6726479|XP_002107436.1|DSIM	LOC119068776|XP_037028431.1|BCOP
OG0006470	LOC6738243|XP_016032112.2|DSIM	LOC119068428|XP_037027891.1|BCOP
OG0006471	LOC6729345|XP_002104661.1|DSIM	LOC119073968|XP_037035769.1|BCOP
OG0006472	LOC6729343|XP_002104659.1|DSIM	LOC119067217|XP_037025958.1|BCOP
OG0006473	LOC6737489|XP_016031286.1|DSIM	LOC119081915|XP_037047050.1|BCOP
OG0006474	LOC6734807|XP_002081810.1|DSIM	LOC119082692|XP_037048163.1|BCOP
OG0006475	LOC6726956|XP_002102358.1|DSIM	LOC119067896|XP_037027081.1|BCOP
OG0006476	LOC6725316|XP_016038378.1|DSIM	LOC119068097|XP_037027415.1|BCOP
OG0006477	LOC6725031|XP_016037986.1|DSIM	LOC119068115|XP_037027459.1|BCOP
OG0006479	LOC6729319|XP_039151516.1|DSIM	LOC119085649|XP_037051983.1|BCOP
OG0006480	LOC6733434|XP_002080491.2|DSIM	LOC119080197|XP_037044332.1|BCOP
OG0006481	LOC6732036|XP_002079168.1|DSIM	LOC119085434|XP_037051745.1|BCOP
OG0006482	LOC6730009|XP_002105303.3|DSIM	LOC119068972|XP_037028733.1|BCOP
OG0006483	LOC6729493|XP_016036164.1|DSIM	LOC119085249|XP_037051480.1|BCOP
OG0006484	LOC6729494|XP_016036168.1|DSIM	LOC119068377|XP_037027841.1|BCOP
OG0006485	LOC6728951|XP_016035630.1|DSIM	LOC119082530|XP_037047940.1|BCOP
OG0006486	LOC6728619|XP_016035261.1|DSIM	LOC119068559|XP_037028080.1|BCOP
OG0006487	LOC6728673|XP_016035338.1|DSIM	LOC119067077|XP_037025712.1|BCOP
OG0006488	LOC6736260|XP_002083144.1|DSIM	LOC119069434|XP_037029386.1|BCOP
OG0006489	LOC6729965|XP_016036731.1|DSIM	LOC119068104|XP_037027425.1|BCOP
OG0006490	LOC6727242|XP_016033743.1|DSIM	LOC119067971|XP_037027208.1|BCOP
OG0006491	LOC6732698|XP_002079812.2|DSIM	LOC119077136|XP_037040210.1|BCOP
OG0006492	LOC6726887|XP_002102289.3|DSIM	LOC119067090|XP_037025744.1|BCOP
OG0006493	LOC6726265|XP_016039775.1|DSIM	LOC119067025|XP_037025652.1|BCOP, LOC119070126|XP_037030341.1|BCOP
OG0006494	LOC27207601|XP_016039383.1|DSIM	LOC119081751|XP_037046828.1|BCOP
OG0006495	LOC6726068|XP_016039455.1|DSIM	LOC119068563|XP_037028087.1|BCOP
OG0006496	LOC6729346|XP_016035984.1|DSIM	LOC119067268|XP_037026042.1|BCOP
OG0006497	LOC6728288|XP_016034923.1|DSIM	LOC119067895|XP_037027079.1|BCOP
OG0006498	LOC6728290|XP_016034925.1|DSIM	LOC119067883|XP_037027057.1|BCOP
OG0006499	LOC6730330|XP_016037096.1|DSIM	LOC119067877|XP_037027041.1|BCOP
OG0006500	LOC27209240|XP_016024453.1|DSIM	LOC119085007|XP_037051084.1|BCOP
OG0006501	LOC6730181|XP_002105472.1|DSIM	LOC119067891|XP_037027071.1|BCOP
OG0006502	LOC6730186|XP_016036943.1|DSIM	LOC119069237|XP_037029173.1|BCOP
OG0006503	LOC6730188|XP_016036945.1|DSIM	LOC119069272|XP_037029225.1|BCOP
OG0006504	LOC6730189|XP_016036946.1|DSIM	LOC119075756|XP_037038188.1|BCOP
OG0006505	LOC6730102|XP_002105395.1|DSIM	LOC119069138|XP_037028939.1|BCOP
OG0006506	LOC6737328|XP_002084166.1|DSIM	LOC119069144|XP_037028944.1|BCOP
OG0006507	LOC6727651|XP_016034243.1|DSIM	LOC119080404|XP_037044627.1|BCOP
OG0006509	LOC6726507|XP_039152458.1|DSIM	LOC119070501|XP_037030744.1|BCOP
OG0006510	LOC6728647|XP_039151111.1|DSIM	LOC119069224|XP_037029145.1|BCOP
OG0006511	LOC6728286|XP_016034921.1|DSIM	LOC119067518|XP_037026433.1|BCOP
OG0006512	LOC6727309|XP_016033844.1|DSIM	LOC119070569|XP_037030869.1|BCOP
OG0006513	LOC6728277|XP_039150917.1|DSIM	LOC119067793|XP_037026832.1|BCOP
OG0006514	LOC6729514|XP_016036187.1|DSIM	LOC119067999|XP_037027255.1|BCOP
OG0006515	LOC6727505|XP_002102885.1|DSIM	LOC119067998|XP_037027254.1|BCOP
OG0006516	LOC6729450|XP_016036126.1|DSIM	LOC119067840|XP_037026910.1|BCOP
OG0006517	LOC6729446|XP_002104757.2|DSIM	LOC119070399|XP_037030617.1|BCOP
OG0006518	LOC6729447|XP_039151156.1|DSIM	LOC119067844|XP_037026923.1|BCOP
OG0006519	LOC6729445|XP_002104756.2|DSIM	LOC119067507|XP_037026414.1|BCOP
OG0006520	LOC6730158|XP_002105449.1|DSIM	LOC119069134|XP_037028935.1|BCOP
OG0006521	LOC6728119|XP_002103470.2|DSIM	LOC119068028|XP_037027286.1|BCOP
OG0006522	LOC6730154|XP_016036918.1|DSIM	LOC119069712|XP_037029731.1|BCOP
OG0006523	LOC6727976|XP_002103328.1|DSIM	LOC119069676|XP_037029690.1|BCOP
OG0006524	LOC6731245|XP_002078404.1|DSIM	LOC119067573|XP_037026552.1|BCOP
OG0006525	LOC27207925|XP_039153824.1|DSIM	LOC119070275|XP_037030431.1|BCOP
OG0006528	LOC6726946|XP_002102348.1|DSIM	LOC119068812|XP_037028482.1|BCOP
OG0006529	LOC6726944|XP_002102346.1|DSIM	LOC119068813|XP_037028483.1|BCOP
OG0006530	LOC6726941|XP_002102343.1|DSIM	LOC119068817|XP_037028485.1|BCOP
OG0006532	LOC6726931|XP_016033427.1|DSIM	LOC119069225|XP_037029146.1|BCOP
OG0006533	LOC6735624|XP_002082544.2|DSIM	LOC119069215|XP_037029086.1|BCOP
OG0006534	LOC6727971|XP_002103323.1|DSIM	LOC119077417|XP_037040524.1|BCOP
OG0006535	LOC6729331|XP_002104648.1|DSIM	LOC119067085|XP_037025738.1|BCOP
OG0006536	LOC6726898|XP_016033408.1|DSIM	LOC119069946|XP_037030069.1|BCOP
OG0006537	LOC6729783|XP_002105088.1|DSIM	LOC119069811|XP_037029864.1|BCOP
OG0006538	LOC6729845|XP_016036582.1|DSIM	LOC119069725|XP_037029744.1|BCOP
OG0006539	LOC6729928|XP_002105230.1|DSIM	LOC119068196|XP_037027591.1|BCOP
OG0006540	LOC6729017|XP_016035679.1|DSIM	LOC119070315|XP_037030475.1|BCOP
OG0006541	LOC6730024|XP_002105318.1|DSIM	LOC119070439|XP_037030684.1|BCOP
OG0006542	LOC6730025|XP_002105319.1|DSIM	LOC119070440|XP_037030685.1|BCOP
OG0006543	LOC6729803|XP_016036488.1|DSIM	LOC119068708|XP_037028292.1|BCOP
OG0006544	LOC6727247|XP_016033750.1|DSIM	LOC119074598|XP_037036738.1|BCOP
OG0006545	LOC6724788|XP_016037563.1|DSIM	LOC119069592|XP_037029577.1|BCOP
