Orthogroup	DSIM.longest_only	BTRY.longest_only
OG0009782	LOC6736587|XP_002083449.1|DSIM	LOC120778020|XP_039965625.1|BTRY, LOC120778003|XP_039965600.1|BTRY
OG0009783	LOC6736261|XP_002083145.1|DSIM	LOC120778453|XP_039966182.1|BTRY
OG0009784	LOC6736494|XP_002083364.2|DSIM	LOC120777518|XP_039964821.1|BTRY
OG0009785	LOC6738990|XP_002085785.1|DSIM	LOC120777036|XP_039964080.1|BTRY
OG0009786	LOC6737406|XP_002084244.1|DSIM	LOC120777220|XP_039964333.1|BTRY
OG0009787	LOC6737409|XP_002084247.1|DSIM	LOC120776387|XP_039962931.1|BTRY
OG0009788	LOC6736458|XP_002083329.1|DSIM	LOC120778651|XP_039966502.1|BTRY
OG0009789	LOC6736581|XP_002083443.1|DSIM	LOC120778792|XP_039966726.1|BTRY
OG0009790	LOC6735625|XP_002082545.1|DSIM	LOC120777540|XP_039964862.1|BTRY
OG0009791	LOC6737321|XP_016031050.1|DSIM	LOC120776990|XP_039964024.1|BTRY
OG0009792	LOC6737292|XP_002084132.1|DSIM	LOC120777282|XP_039964425.1|BTRY
OG0009793	LOC6734416|XP_002081436.1|DSIM	LOC120777493|XP_039964770.1|BTRY
OG0009794	LOC6729616|XP_002104924.1|DSIM	LOC120778302|XP_039966022.1|BTRY
OG0009795	LOC6726386|XP_002107345.2|DSIM	LOC120778956|XP_039966963.1|BTRY
OG0009796	LOC6737593|XP_002084426.1|DSIM	LOC120777100|XP_039964169.1|BTRY
OG0009797	LOC6737176|XP_002084022.1|DSIM	LOC120778740|XP_039966643.1|BTRY
OG0009798	LOC27206285|XP_016030864.2|DSIM	LOC120777047|XP_039964092.1|BTRY
OG0009799	LOC6738919|XP_002085714.1|DSIM	LOC120778479|XP_039966229.1|BTRY
OG0009800	LOC6739021|XP_002085816.1|DSIM	LOC120777719|XP_039965142.1|BTRY
OG0009801	LOC6736652|XP_002083508.1|DSIM	LOC120776566|XP_039963262.1|BTRY
OG0009802	LOC6736654|XP_002083510.1|DSIM	LOC120778459|XP_039966192.1|BTRY
OG0009803	LOC6738305|XP_016032159.1|DSIM	LOC120778964|XP_039966972.1|BTRY
OG0009804	LOC6738286|XP_002085097.1|DSIM	LOC120777179|XP_039964272.1|BTRY
OG0009805	LOC6738285|XP_002085096.1|DSIM	LOC120778122|XP_039965760.1|BTRY, LOC120777882|XP_039965374.1|BTRY
OG0009806	LOC6738283|XP_016032149.1|DSIM	LOC120776602|XP_039963322.1|BTRY
OG0009807	LOC6738268|XP_039149453.1|DSIM	LOC120777978|XP_039965552.1|BTRY
OG0009808	LOC6736586|XP_039149444.1|DSIM	LOC120778598|XP_039966405.1|BTRY
OG0009809	LOC6737087|XP_002083934.1|DSIM	LOC120778102|XP_039965739.1|BTRY
OG0009810	LOC6738978|XP_002085773.1|DSIM	LOC120778657|XP_039966511.1|BTRY
OG0009811	LOC6738977|XP_039149073.1|DSIM	LOC120778346|XP_039966070.1|BTRY
OG0009812	LOC6737066|XP_002083913.1|DSIM	LOC120777408|XP_039964640.1|BTRY
OG0009813	LOC6738697|XP_002085499.2|DSIM	LOC120776558|XP_039963247.1|BTRY
OG0009814	LOC6736861|XP_002083717.1|DSIM	LOC120777952|XP_039965499.1|BTRY
OG0009815	LOC27206303|XP_016032471.1|DSIM	LOC120777818|XP_039965289.1|BTRY
OG0009816	LOC6738018|XP_002084833.2|DSIM	LOC120778370|XP_039966091.1|BTRY
OG0009817	LOC6738017|XP_002084832.2|DSIM	LOC120778211|XP_039965902.1|BTRY
OG0009818	LOC6737942|XP_016031696.1|DSIM	LOC120776493|XP_039963109.1|BTRY
OG0009819	LOC6737943|XP_002084762.2|DSIM	LOC120777966|XP_039965519.1|BTRY
OG0009820	LOC6737944|XP_002084763.1|DSIM	LOC120776468|XP_039963071.1|BTRY
OG0009821	LOC6738893|XP_039149315.1|DSIM	LOC120778753|XP_039966663.1|BTRY
OG0009822	LOC6738555|XP_002085360.1|DSIM	LOC120777605|XP_039964979.1|BTRY
OG0009823	LOC27208437|XP_016030998.1|DSIM	LOC120778904|XP_039966883.1|BTRY
OG0009824	LOC6737640|XP_002084472.1|DSIM	LOC120776809|XP_039963742.1|BTRY
OG0009825	LOC6737962|XP_016031708.1|DSIM	LOC120778995|XP_039967031.1|BTRY
OG0009826	LOC6739113|XP_002085906.1|DSIM	LOC120776447|XP_039963039.1|BTRY
OG0009827	LOC27206204|XP_016032965.1|DSIM	LOC120776445|XP_039963036.1|BTRY
OG0009828	LOC6737651|XP_002084483.2|DSIM	LOC120776669|XP_039963477.1|BTRY
OG0009829	LOC6738215|XP_002085027.1|DSIM	LOC120777463|XP_039964721.1|BTRY
OG0009830	LOC6739054|XP_016032888.1|DSIM	LOC120779025|XP_039967081.1|BTRY
OG0009831	LOC6739060|XP_002085854.1|DSIM	LOC120779011|XP_039967064.1|BTRY
OG0009832	LOC6739061|XP_002085855.1|DSIM	LOC120779012|XP_039967066.1|BTRY
OG0009833	LOC6738191|XP_016032018.1|DSIM	LOC120779321|XP_039967457.1|BTRY
OG0009834	LOC6739432|XP_002081548.2|DSIM	LOC120779505|XP_039967746.1|BTRY
OG0009835	LOC6734923|XP_002081920.1|DSIM	LOC120780100|XP_039968317.1|BTRY
OG0009836	LOC6727481|XP_002102861.1|DSIM	LOC120780719|XP_039968914.1|BTRY
OG0009837	LOC6727757|XP_002103119.2|DSIM	LOC120781095|XP_039969171.1|BTRY
OG0009838	LOC6732651|XP_002079768.1|DSIM	LOC120781155|XP_039969220.1|BTRY
OG0009839	LOC27206150|XP_016026345.1|DSIM	LOC120781271|XP_039969396.1|BTRY
OG0009840	LOC6732821|XP_002079934.2|DSIM	LOC120781499|XP_039969656.1|BTRY
OG0009925	LOC6728502|XP_002103847.1|DSIM	LOC120780124|XP_039968342.1|BTRY
OG0009926	LOC6737899|XP_016031679.1|DSIM	LOC120775290|XP_039961340.1|BTRY, LOC120778248|XP_039965946.1|BTRY
OG0009928	LOC6730110|XP_002105403.2|DSIM	LOC120774722|XP_039960406.1|BTRY
OG0009940	LOC6729648|XP_016036289.1|DSIM	LOC120770101|XP_039953207.1|BTRY
OG0009944	LOC6739903|XP_002076792.2|DSIM	LOC120773555|XP_039958453.1|BTRY
OG0009949	LOC6726767|XP_016033242.1|DSIM	LOC120767866|XP_039950116.1|BTRY
OG0009950	LOC6728483|XP_002103828.2|DSIM	LOC120782249|XP_039970348.1|BTRY
OG0009951	LOC27206461|XP_016033945.1|DSIM	LOC120766162|XP_039947442.1|BTRY
OG0009952	LOC6727592|XP_002102971.1|DSIM	LOC120771620|XP_039955643.1|BTRY
OG0009953	LOC6729649|XP_002104955.1|DSIM	LOC120770131|XP_039953250.1|BTRY
OG0009954	LOC6728450|XP_002103795.1|DSIM	LOC120782437|XP_039970655.1|BTRY
OG0009955	LOC6734638|XP_016027806.1|DSIM	LOC120782396|XP_039970573.1|BTRY, LOC120777623|XP_039965012.1|BTRY
OG0009956	LOC6725188|XP_002106212.2|DSIM	LOC120766339|XP_039947701.1|BTRY
OG0009957	LOC6730161|XP_002105452.1|DSIM	LOC120773500|XP_039958388.1|BTRY
OG0009958	LOC6729821|XP_002105124.1|DSIM	LOC120781443|XP_039969595.1|BTRY
OG0009960	LOC6726664|XP_039151599.1|DSIM	LOC120766572|XP_039948098.1|BTRY
OG0009961	LOC6726652|XP_002102063.2|DSIM	LOC120766785|XP_039948416.1|BTRY
OG0009962	LOC6728229|XP_002103578.1|DSIM	LOC120766334|XP_039947693.1|BTRY
OG0009963	LOC6729084|XP_016035731.1|DSIM	LOC120766668|XP_039948237.1|BTRY
OG0009964	LOC6729269|XP_016035913.1|DSIM	LOC120766796|XP_039948431.1|BTRY
OG0009965	LOC27206394|XP_016036987.1|DSIM	LOC120782325|XP_039970480.1|BTRY
OG0009966	LOC6732606|XP_016025311.1|DSIM	LOC120769600|XP_039952601.1|BTRY
OG0009967	LOC6732747|XP_002079861.1|DSIM	LOC120769811|XP_039952953.1|BTRY
OG0009968	LOC6730444|XP_002077625.1|DSIM	LOC120767289|XP_039949100.1|BTRY, LOC120767288|XP_039949099.1|BTRY
OG0009969	LOC27206501|XP_016025195.1|DSIM	LOC120767792|XP_039949990.1|BTRY
OG0009970	LOC27206498|XP_016025444.1|DSIM	LOC120769529|XP_039952502.1|BTRY
OG0009971	LOC6732578|XP_002079697.1|DSIM	LOC120768051|XP_039950501.1|BTRY
OG0009972	LOC6731780|XP_002078915.1|DSIM	LOC120768135|XP_039950627.1|BTRY
OG0009973	LOC6739323|XP_039147743.1|DSIM	LOC120768252|XP_039950780.1|BTRY
OG0009974	LOC27207084|XP_016025781.1|DSIM	LOC120767570|XP_039949641.1|BTRY
OG0009975	LOC6731093|XP_002078251.1|DSIM	LOC120768424|XP_039951040.1|BTRY
OG0009976	LOC6731234|XP_002078393.1|DSIM	LOC120769612|XP_039952645.1|BTRY
OG0009977	LOC6731731|XP_016024403.1|DSIM	LOC120769446|XP_039952368.1|BTRY
OG0009978	LOC6731733|XP_002078868.1|DSIM	LOC120768555|XP_039951233.1|BTRY
OG0009979	LOC6732178|XP_002079307.1|DSIM	LOC120768458|XP_039951093.1|BTRY
OG0009980	LOC6736112|XP_002083012.1|DSIM	LOC120772378|XP_039956902.1|BTRY
OG0009981	LOC6735035|XP_002082016.2|DSIM	LOC120771355|XP_039955243.1|BTRY
OG0009982	LOC6735037|XP_002082018.3|DSIM	LOC120771940|XP_039956172.1|BTRY, LOC120772915|XP_039957749.1|BTRY, LOC120773082|XP_039957966.1|BTRY
OG0009983	LOC27206190|XP_016029061.1|DSIM	LOC120771699|XP_039955769.1|BTRY
OG0009984	LOC6734179|XP_002081208.2|DSIM	LOC120770042|XP_039953091.1|BTRY
OG0009985	LOC27206796|XP_016026864.1|DSIM	LOC120772149|XP_039956516.1|BTRY
OG0009986	LOC6733324|XP_002080383.1|DSIM	LOC120770610|XP_039954146.1|BTRY
OG0009987	LOC6735744|XP_002082657.1|DSIM	LOC120772598|XP_039957245.1|BTRY
OG0009988	LOC6735743|XP_002082656.1|DSIM	LOC120771598|XP_039955608.1|BTRY
OG0009989	LOC6735592|XP_002082512.1|DSIM	LOC120772714|XP_039957396.1|BTRY
OG0009990	LOC6735375|XP_002082322.1|DSIM	LOC120770135|XP_039953252.1|BTRY
OG0009991	LOC6734495|XP_039148685.1|DSIM	LOC120770092|XP_039953176.1|BTRY
OG0009992	LOC6726000|XP_039153227.1|DSIM	LOC120775947|XP_039962291.1|BTRY
OG0009993	LOC6726106|XP_039152400.1|DSIM	LOC120774292|XP_039959740.1|BTRY
OG0009994	LOC6725083|XP_002106110.1|DSIM	LOC120773961|XP_039959130.1|BTRY
OG0009995	LOC6725763|XP_039152662.1|DSIM	LOC120776033|XP_039962411.1|BTRY
OG0009996	LOC6725432|XP_002106448.2|DSIM	LOC120776168|XP_039962710.1|BTRY
OG0009997	LOC6725513|XP_002106526.2|DSIM	LOC120775210|XP_039961208.1|BTRY
OG0009998	LOC6725721|XP_016039000.1|DSIM	LOC120775855|XP_039962158.1|BTRY
OG0009999	LOC6725377|XP_002106394.1|DSIM	LOC120776054|XP_039962445.1|BTRY
OG0010000	LOC6725488|XP_002106504.1|DSIM	LOC120775678|XP_039961904.1|BTRY
OG0010001	LOC6725752|XP_002106752.2|DSIM	LOC120775134|XP_039961098.1|BTRY
OG0010002	LOC27209210|XP_016029669.2|DSIM	LOC120774318|XP_039959789.1|BTRY
OG0010003	LOC6731918|XP_002079053.1|DSIM	LOC120775926|XP_039962265.1|BTRY
OG0010004	LOC6739998|XP_002076889.1|DSIM	LOC120773486|XP_039958357.1|BTRY
OG0010005	LOC6737025|XP_002083872.2|DSIM	LOC120773433|XP_039958248.1|BTRY
OG0010006	LOC6726250|XP_002107213.1|DSIM	LOC120776141|XP_039962616.1|BTRY
OG0010007	LOC6725235|XP_002106257.1|DSIM	LOC120774985|XP_039960826.1|BTRY
OG0010008	LOC6726349|XP_002107309.2|DSIM	LOC120775760|XP_039962027.1|BTRY
OG0010009	LOC6732855|XP_002079965.2|DSIM	LOC120774504|XP_039960118.1|BTRY
OG0010010	LOC6726537|XP_002107492.2|DSIM	LOC120775618|XP_039961799.1|BTRY
OG0010011	LOC6725107|XP_039152708.1|DSIM	LOC120773649|XP_039958596.1|BTRY
OG0010012	LOC27207869|XP_016039278.1|DSIM	LOC120775715|XP_039961961.1|BTRY, LOC120775025|XP_039960915.1|BTRY, LOC120773674|XP_039958633.1|BTRY
OG0010013	LOC6725641|XP_016038860.1|DSIM	LOC120775017|XP_039960902.1|BTRY
OG0010014	LOC27206579|XP_016038775.1|DSIM	LOC120775713|XP_039961959.1|BTRY
OG0010015	LOC6740071|XP_016038858.1|DSIM	LOC120775915|XP_039962243.1|BTRY
OG0010016	LOC6725742|XP_002106742.1|DSIM	LOC120775641|XP_039961830.1|BTRY
OG0010017	LOC6725642|XP_002106649.1|DSIM	LOC120776046|XP_039962430.1|BTRY
OG0010018	LOC27207421|XP_039152532.1|DSIM	LOC120775095|XP_039961036.1|BTRY
OG0010019	LOC6725954|XP_016039306.1|DSIM	LOC120776076|XP_039962479.1|BTRY
OG0010020	LOC6725497|XP_016038622.2|DSIM	LOC120775732|XP_039961984.1|BTRY
OG0010021	LOC120284215|XP_039153465.1|DSIM	LOC120773599|XP_039958531.1|BTRY
OG0010022	LOC6726589|XP_016040257.1|DSIM	LOC120775712|XP_039961958.1|BTRY
OG0010023	LOC6724768|XP_016037526.1|DSIM	LOC120775255|XP_039961270.1|BTRY
OG0010024	LOC27207722|XP_039152882.1|DSIM	LOC120775568|XP_039961730.1|BTRY
OG0010025	LOC6739920|XP_039153118.1|DSIM	LOC120774547|XP_039960212.1|BTRY
OG0010026	LOC6725880|XP_002106876.1|DSIM	LOC120774520|XP_039960148.1|BTRY
OG0010027	LOC6725459|XP_002106475.2|DSIM	LOC120775551|XP_039961712.1|BTRY
OG0010028	LOC6725677|XP_016038937.1|DSIM	LOC120773854|XP_039958932.1|BTRY
OG0010029	LOC6726498|XP_002107454.1|DSIM	LOC120776113|XP_039962549.1|BTRY
OG0010030	LOC6725873|XP_002106869.1|DSIM	LOC120774562|XP_039960230.1|BTRY
OG0010031	LOC6740111|XP_039153238.1|DSIM	LOC120773401|XP_039958193.1|BTRY
OG0010032	LOC6732433|XP_016025082.1|DSIM	LOC120776047|XP_039962431.1|BTRY
OG0010033	LOC6724998|XP_016037949.1|DSIM	LOC120774574|XP_039960241.1|BTRY
OG0010034	LOC27208946|XP_039154068.1|DSIM	LOC120774576|XP_039960242.1|BTRY
OG0010035	LOC6724990|XP_002106025.3|DSIM	LOC120774579|XP_039960246.1|BTRY
OG0010036	LOC6724988|XP_016037945.2|DSIM	LOC120774580|XP_039960247.1|BTRY
OG0010037	LOC27208880|XP_016037944.2|DSIM	LOC120774581|XP_039960248.1|BTRY
OG0010038	LOC27206383|XP_016038133.1|DSIM	LOC120774163|XP_039959519.1|BTRY
OG0010039	LOC6739424|XP_002081137.1|DSIM	LOC120773983|XP_039959173.1|BTRY
OG0010040	LOC6731262|XP_002078421.1|DSIM	LOC120774256|XP_039959655.1|BTRY
OG0010041	LOC6725206|XP_016038232.1|DSIM	LOC120773538|XP_039958430.1|BTRY
OG0010042	LOC6740534|XP_002077360.1|DSIM	LOC120774725|XP_039960410.1|BTRY
OG0010043	LOC27206590|XP_016038717.1|DSIM	LOC120775768|XP_039962035.1|BTRY
OG0010044	LOC27207979|XP_016037817.1|DSIM	LOC120775764|XP_039962030.1|BTRY
OG0010045	LOC6726521|XP_002107477.1|DSIM	LOC120773563|XP_039958466.1|BTRY
OG0010046	LOC27206975|XP_016040163.1|DSIM	LOC120773564|XP_039958467.1|BTRY
OG0010047	LOC27208495|XP_016039262.1|DSIM	LOC120774201|XP_039959579.1|BTRY
OG0010048	LOC6725986|XP_016039357.1|DSIM	LOC120774811|XP_039960546.1|BTRY
OG0010049	LOC6726060|XP_002107042.1|DSIM	LOC120773971|XP_039959147.1|BTRY
OG0010050	LOC6726061|XP_002107043.2|DSIM	LOC120773970|XP_039959145.1|BTRY
OG0010051	LOC6725072|XP_002106100.2|DSIM	LOC120775923|XP_039962260.1|BTRY
OG0010052	LOC6740292|XP_016026101.1|DSIM	LOC120775269|XP_039961298.1|BTRY
OG0010053	LOC6739883|XP_039153020.1|DSIM	LOC120773799|XP_039958839.1|BTRY
OG0010054	LOC6725420|XP_002106436.2|DSIM	LOC120774211|XP_039959596.1|BTRY
OG0010055	LOC6739895|XP_002076785.2|DSIM	LOC120774913|XP_039960719.1|BTRY
OG0010056	LOC6725694|XP_016038959.1|DSIM	LOC120775315|XP_039961385.1|BTRY
OG0010057	LOC6724839|XP_002105879.2|DSIM	LOC120775516|XP_039961662.1|BTRY
OG0010058	LOC6725836|XP_039152887.1|DSIM	LOC120775653|XP_039961845.1|BTRY
OG0010059	LOC6725626|XP_016038836.1|DSIM	LOC120775241|XP_039961255.1|BTRY
OG0010060	LOC6740089|XP_002076972.1|DSIM	LOC120775744|XP_039962002.1|BTRY
OG0010061	LOC6736792|XP_002083648.1|DSIM	LOC120778091|XP_039965720.1|BTRY
OG0010062	LOC6736990|XP_002083837.1|DSIM	LOC120776590|XP_039963292.1|BTRY
OG0010063	LOC6738450|XP_002085257.1|DSIM	LOC120776557|XP_039963246.1|BTRY
OG0010064	LOC6738461|XP_002085268.1|DSIM	LOC120778031|XP_039965638.1|BTRY
OG0010065	LOC6736883|XP_002083736.1|DSIM	LOC120778675|XP_039966543.1|BTRY
OG0010066	LOC6736391|XP_002083263.2|DSIM	LOC120777026|XP_039964072.1|BTRY
OG0010067	LOC6736490|XP_016030045.1|DSIM	LOC120776739|XP_039963607.1|BTRY
OG0010068	LOC6738962|XP_016032788.1|DSIM	LOC120776514|XP_039963164.1|BTRY
OG0010069	LOC6736418|XP_002083290.2|DSIM	LOC120777404|XP_039964637.1|BTRY
OG0010070	LOC27207767|XP_016032776.1|DSIM	LOC120778180|XP_039965851.1|BTRY
OG0010071	LOC6738466|XP_016032297.1|DSIM	LOC120777633|XP_039965019.1|BTRY
OG0010072	LOC6736849|XP_002083705.1|DSIM	LOC120778463|XP_039966203.1|BTRY
OG0010073	LOC27207159|XP_016030929.1|DSIM	LOC120777370|XP_039964579.1|BTRY
OG0010074	LOC27208287|XP_016038144.1|DSIM	LOC120778249|XP_039965947.1|BTRY
OG0010075	LOC6736596|XP_002083458.1|DSIM	LOC120776399|XP_039962954.1|BTRY
OG0010076	LOC6737839|XP_002084667.1|DSIM	LOC120776504|XP_039963132.1|BTRY
OG0010077	LOC6738302|XP_039149227.1|DSIM	LOC120777175|XP_039964268.1|BTRY
OG0010078	LOC6738301|XP_002085112.1|DSIM	LOC120777874|XP_039965366.1|BTRY
OG0010079	LOC6738282|XP_016032148.1|DSIM	LOC120778959|XP_039966968.1|BTRY
OG0010080	LOC6739624|XP_002076519.2|DSIM	LOC120778348|XP_039966071.1|BTRY
OG0010081	LOC27206952|XP_016031191.1|DSIM	LOC120776900|XP_039963896.1|BTRY
OG0010082	LOC6736649|XP_002083505.1|DSIM	LOC120777467|XP_039964725.1|BTRY
OG0010083	LOC6738039|XP_002084854.1|DSIM	LOC120777586|XP_039964934.1|BTRY
OG0010084	LOC27206225|XP_039149535.1|DSIM	LOC120777625|XP_039965013.1|BTRY
OG0010085	LOC6739120|XP_016032961.2|DSIM	LOC120778414|XP_039966132.1|BTRY
OG0010086	LOC6738042|XP_002084857.1|DSIM	LOC120777749|XP_039965177.1|BTRY
OG0010087	LOC6737981|XP_016031780.1|DSIM	LOC120778709|XP_039966604.1|BTRY
OG0010088	LOC6739053|XP_002085847.1|DSIM	LOC120779015|XP_039967069.1|BTRY
OG0010089	LOC6739637|XP_016031429.1|DSIM	LOC120779518|XP_039967782.1|BTRY
OG0010090	LOC6724720|XP_016037329.1|DSIM	LOC120779497|XP_039967720.1|BTRY
OG0010091	LOC6734520|XP_002081529.1|DSIM	LOC120780360|XP_039968585.1|BTRY
OG0010092	LOC27206742|XP_016033088.1|DSIM	LOC120780501|XP_039968710.1|BTRY
OG0010093	LOC6735729|XP_016029098.1|DSIM	LOC120781246|XP_039969321.1|BTRY
OG0010267	LOC6736452|XP_016029995.1|DSIM	LOC120777078|XP_039964141.1|BTRY
OG0010272	LOC6734350|XP_002081371.1|DSIM	LOC120769225|XP_039952056.1|BTRY
OG0010276	LOC6725527|XP_016038670.1|DSIM	LOC120775865|XP_039962167.1|BTRY
OG0010280	LOC6725454|XP_002106470.1|DSIM	LOC120774054|XP_039959292.1|BTRY
OG0010281	LOC6736538|XP_016030121.1|DSIM	LOC120778540|XP_039966322.1|BTRY
OG0010282	LOC27208672|XP_016036564.2|DSIM	LOC120774729|XP_039960418.1|BTRY
OG0010283	LOC6727889|XP_002103244.1|DSIM	LOC120766292|XP_039947629.1|BTRY
OG0010284	LOC6729823|XP_002105126.2|DSIM	LOC120782566|XP_039970837.1|BTRY
OG0010285	LOC6729164|XP_002104485.1|DSIM	LOC120772523|XP_039957164.1|BTRY
OG0010286	LOC27206491|XP_016036849.1|DSIM	LOC120766521|XP_039948024.1|BTRY
OG0010287	LOC27206698|XP_016035730.1|DSIM	LOC120766927|XP_039948612.1|BTRY
OG0010288	LOC27209119|XP_016034114.1|DSIM	LOC120766555|XP_039948073.1|BTRY
OG0010289	LOC27206487|XP_016036451.2|DSIM	LOC120777263|XP_039964400.1|BTRY
OG0010290	LOC6729437|XP_002104748.1|DSIM	LOC120766479|XP_039947959.1|BTRY
OG0010291	LOC6730236|XP_016036988.1|DSIM	LOC120779535|XP_039967830.1|BTRY
OG0010292	LOC27207011|XP_016036733.1|DSIM	LOC120776751|XP_039963645.1|BTRY
OG0010293	LOC6730700|XP_002077870.1|DSIM	LOC120767903|XP_039950183.1|BTRY
OG0010294	LOC6733068|XP_016025771.1|DSIM	LOC120768982|XP_039951727.1|BTRY
OG0010295	LOC6731094|XP_002078252.1|DSIM	LOC120769157|XP_039951973.1|BTRY
OG0010296	LOC6733487|XP_002080544.2|DSIM	LOC120773007|XP_039957863.1|BTRY, LOC120770592|XP_039954122.1|BTRY
OG0010297	LOC27207513|XP_016026645.1|DSIM	LOC120771592|XP_039955598.1|BTRY
OG0010298	LOC6735030|XP_002082011.1|DSIM	LOC120771920|XP_039956144.1|BTRY
OG0010299	LOC6733455|XP_039148867.1|DSIM	LOC120771055|XP_039954794.1|BTRY
OG0010300	LOC6733947|XP_002080991.1|DSIM	LOC120770156|XP_039953286.1|BTRY
OG0010301	LOC6726979|XP_002102380.1|DSIM	LOC120772308|XP_039956755.1|BTRY
OG0010302	LOC27206789|XP_016027391.1|DSIM	LOC120772983|XP_039957829.1|BTRY
OG0010303	LOC6735974|XP_002082883.1|DSIM	LOC120771133|XP_039954931.1|BTRY
OG0010304	LOC6726203|XP_002107178.2|DSIM	LOC120776034|XP_039962412.1|BTRY
OG0010305	LOC6726169|XP_016039697.2|DSIM	LOC120773602|XP_039958536.1|BTRY
OG0010306	LOC6726175|XP_002107151.1|DSIM	LOC120773941|XP_039959091.1|BTRY
OG0010307	LOC6725227|XP_002106249.1|DSIM	LOC120774801|XP_039960527.1|BTRY
OG0010308	LOC27208227|XP_016038542.1|DSIM	LOC120774061|XP_039959301.1|BTRY
OG0010309	LOC27206255|XP_039149645.1|DSIM	LOC120773751|XP_039958751.1|BTRY
OG0010310	LOC6739910|XP_002076799.2|DSIM	LOC120773773|XP_039958790.1|BTRY
OG0010311	LOC6726442|XP_002107399.2|DSIM	LOC120773879|XP_039958975.1|BTRY
OG0010312	LOC6726428|XP_002107385.1|DSIM	LOC120775165|XP_039961146.1|BTRY, LOC120773829|XP_039958876.1|BTRY
OG0010313	LOC6739015|XP_016032854.1|DSIM	LOC120775520|XP_039961668.1|BTRY
OG0010314	LOC6725872|XP_016039199.2|DSIM	LOC120775619|XP_039961800.1|BTRY
OG0010315	LOC6740525|XP_002077351.2|DSIM	LOC120774724|XP_039960409.1|BTRY
OG0010316	LOC6734742|XP_016027952.1|DSIM	LOC120775885|XP_039962196.1|BTRY
OG0010317	LOC6739960|XP_002076849.2|DSIM	LOC120775820|XP_039962108.1|BTRY
OG0010318	LOC6725800|XP_002106796.2|DSIM	LOC120774115|XP_039959411.1|BTRY, LOC120774117|XP_039959412.1|BTRY
OG0010319	LOC27209409|XP_016037788.2|DSIM	LOC120775474|XP_039961608.1|BTRY
OG0010320	LOC6725643|XP_002106650.1|DSIM	LOC120774187|XP_039959549.1|BTRY
OG0010321	LOC6736785|XP_016030429.2|DSIM	LOC120776882|XP_039963874.1|BTRY
OG0010322	LOC6736791|XP_002083647.1|DSIM	LOC120778161|XP_039965823.1|BTRY
OG0010323	LOC6734413|XP_016029688.1|DSIM	LOC120776393|XP_039962945.1|BTRY
OG0010324	LOC6736739|XP_039149637.1|DSIM	LOC120778929|XP_039966910.1|BTRY
OG0010325	LOC6737147|XP_016030788.1|DSIM	LOC120776978|XP_039964009.1|BTRY
OG0010326	LOC6736688|XP_002083544.1|DSIM	LOC120776910|XP_039963915.1|BTRY
OG0010327	LOC6736847|XP_039149635.1|DSIM	LOC120777049|XP_039964094.1|BTRY
OG0010328	LOC6738306|XP_002085117.1|DSIM	LOC120777174|XP_039964266.1|BTRY
OG0010329	LOC27207375|XP_016032147.1|DSIM	LOC120776379|XP_039962915.1|BTRY
OG0010330	LOC27206212|XP_039149550.1|DSIM	LOC120778495|XP_039966254.1|BTRY
OG0010331	LOC6738525|XP_016032367.1|DSIM	LOC120778080|XP_039965711.1|BTRY
OG0010332	LOC27209265|XP_016039334.1|DSIM	LOC120779404|XP_039967536.1|BTRY
OG0010610	ND6|NP_982332.1|DSIM	ND6|YP_003935005.1|BTRY
OG0010621	LOC27207931|XP_016024856.1|DSIM	LOC120773849|XP_039958922.1|BTRY
OG0010626	LOC27208395|XP_016033755.1|DSIM	LOC120770940|XP_039954587.1|BTRY
OG0010627	LOC6729176|XP_002104497.1|DSIM	LOC120782198|XP_039970278.1|BTRY
OG0010628	LOC27207686|XP_016033140.1|DSIM	LOC120782248|XP_039970351.1|BTRY
OG0010629	LOC6728217|XP_016034856.1|DSIM	LOC120774773|XP_039960522.1|BTRY, LOC120766602|XP_039948141.1|BTRY
OG0010630	LOC6727299|XP_002102686.1|DSIM	LOC120766214|XP_039947518.1|BTRY
OG0010631	LOC6731202|XP_016023747.1|DSIM	LOC120769652|XP_039952691.1|BTRY
OG0010632	LOC27206156|XP_039147808.1|DSIM	LOC120768452|XP_039951084.1|BTRY
OG0010633	LOC6733258|XP_039147898.1|DSIM	LOC120770059|XP_039953112.1|BTRY
OG0010634	LOC6734294|XP_002081323.1|DSIM	LOC120770226|XP_039953440.1|BTRY
OG0010635	LOC6736111|XP_002083011.1|DSIM	LOC120771059|XP_039954799.1|BTRY, LOC120772016|XP_039956316.1|BTRY
OG0010636	LOC6733925|XP_002080969.1|DSIM	LOC120770191|XP_039953356.1|BTRY
OG0010637	LOC6730731|XP_002077899.1|DSIM	LOC120775852|XP_039962156.1|BTRY
OG0010638	LOC6725708|XP_016038978.1|DSIM	LOC120774053|XP_039959291.1|BTRY
OG0010639	LOC6725456|XP_002106472.1|DSIM	LOC120774060|XP_039959300.1|BTRY
OG0010640	LOC6725455|XP_002106471.1|DSIM	LOC120773748|XP_039958746.1|BTRY
OG0010641	LOC6725452|XP_002106468.1|DSIM	LOC120774063|XP_039959302.1|BTRY
OG0010642	LOC27207872|XP_016037981.1|DSIM	LOC120773875|XP_039958964.1|BTRY
OG0010643	LOC6724868|XP_002105907.2|DSIM	LOC120774746|XP_039960436.1|BTRY
OG0010644	LOC27206535|XP_016022872.1|DSIM	LOC120775548|XP_039961708.1|BTRY
