Orthogroup	DSIM.longest_only	HILL.longest_only
OG0006574	LOC27206685|XP_016035278.1|DSIM	LOC119651224|XP_037910616.1|HILL
OG0006575	LOC6730051|XP_002105344.1|DSIM	LOC119657045|XP_037919727.1|HILL
OG0006576	LOC6729482|XP_002104792.1|DSIM	LOC119657999|XP_037921147.1|HILL
OG0006577	LOC27207948|XP_016035631.1|DSIM	LOC119651460|XP_037910994.1|HILL
OG0006578	LOC6729481|XP_016036152.1|DSIM	LOC119652253|XP_037912162.1|HILL
OG0006579	LOC27208794|XP_039146983.1|DSIM	LOC119656902|XP_037919514.1|HILL
OG0006580	LOC27207073|XP_016034305.1|DSIM	LOC119657922|XP_037921037.1|HILL
OG0006581	LOC6726778|XP_016033263.1|DSIM	LOC119660486|XP_037925003.1|HILL
OG0006582	LOC6727658|XP_002103035.1|DSIM	LOC119659834|XP_037924058.1|HILL
OG0006583	LOC6727715|XP_016034290.2|DSIM	LOC119651628|XP_037911217.1|HILL
OG0006584	LOC6730865|XP_002078029.1|DSIM	LOC119646970|XP_037903600.1|HILL
OG0006585	LOC6731445|XP_016024083.1|DSIM	LOC119657783|XP_037920786.1|HILL, LOC119657785|XP_037920787.1|HILL
OG0006586	LOC6730151|XP_002105442.1|DSIM	LOC119652220|XP_037912090.1|HILL
OG0006587	LOC6740637|XP_016036916.1|DSIM	LOC119652217|XP_037912087.1|HILL
OG0006588	LOC6727774|XP_002103136.3|DSIM	LOC119653122|XP_037913576.1|HILL
OG0006589	LOC6727016|XP_016033504.1|DSIM	LOC119653155|XP_037913623.1|HILL
OG0006590	LOC6727011|XP_002102412.2|DSIM	LOC119653132|XP_037913589.1|HILL
OG0006591	LOC6738956|XP_016032782.1|DSIM	LOC119648435|XP_037906118.1|HILL
OG0006592	LOC6728697|XP_002104033.1|DSIM	LOC119652647|XP_037912824.1|HILL
OG0006593	LOC6728698|XP_002104034.1|DSIM	LOC119652646|XP_037912822.1|HILL
OG0006594	LOC6737441|XP_002084278.1|DSIM	LOC119648050|XP_037905441.1|HILL
OG0006595	LOC6734705|XP_016027909.1|DSIM	LOC119658874|XP_037922572.1|HILL
OG0006596	LOC6735201|XP_016028482.1|DSIM	LOC119659414|XP_037923416.1|HILL
OG0006597	LOC6736503|XP_002083373.1|DSIM	LOC119648678|XP_037906399.1|HILL
OG0006598	LOC6731762|XP_002078897.1|DSIM	LOC119649983|XP_037908353.1|HILL
OG0006599	LOC6737609|XP_016031388.1|DSIM	LOC119647869|XP_037905067.1|HILL
OG0006600	LOC6737153|XP_039148990.1|DSIM	LOC119650219|XP_037908721.1|HILL
OG0006601	LOC6737778|XP_002084606.1|DSIM	LOC119647715|XP_037904735.1|HILL
OG0006602	LOC6737777|XP_002084605.1|DSIM	LOC119647716|XP_037904736.1|HILL
OG0006603	LOC6737776|XP_002084604.1|DSIM	LOC119649936|XP_037908284.1|HILL
OG0006604	LOC6738235|XP_002085047.2|DSIM	LOC119648393|XP_037906059.1|HILL
OG0006605	LOC6725250|XP_016038260.1|DSIM	LOC119657847|XP_037920897.1|HILL
OG0006606	LOC6737030|XP_016030664.1|DSIM	LOC119648454|XP_037906139.1|HILL
OG0006607	LOC6737578|XP_016031370.1|DSIM	LOC119647644|XP_037904634.1|HILL
OG0006608	LOC6726794|XP_016033295.1|DSIM	LOC119648457|XP_037906142.1|HILL
OG0006609	LOC6728940|XP_002104268.2|DSIM	LOC119648766|XP_037906523.1|HILL
OG0006610	LOC27208652|XP_016032122.1|DSIM	LOC119647929|XP_037905190.1|HILL
OG0006611	LOC6736427|XP_016029934.1|DSIM	LOC119648127|XP_037905576.1|HILL
OG0006612	LOC6736428|XP_002083300.1|DSIM	LOC119648253|XP_037905824.1|HILL
OG0006613	LOC6736429|XP_016029941.1|DSIM	LOC119648989|XP_037906841.1|HILL
OG0006614	LOC6736430|XP_016029942.1|DSIM	LOC119648696|XP_037906429.1|HILL
OG0006615	LOC6736435|XP_016029945.1|DSIM	LOC119649819|XP_037908079.1|HILL
OG0006616	LOC6737349|XP_016031074.1|DSIM	LOC119647444|XP_037904295.1|HILL
OG0006617	LOC6738490|XP_016032336.1|DSIM	LOC119647975|XP_037905275.1|HILL
OG0006618	LOC27207929|XP_016031291.1|DSIM	LOC119648360|XP_037906002.1|HILL
OG0006619	LOC6736463|XP_002083334.1|DSIM	LOC119648922|XP_037906755.1|HILL
OG0006620	LOC27206261|XP_016030014.1|DSIM	LOC119648932|XP_037906773.1|HILL
OG0006621	LOC6737105|XP_016030731.1|DSIM	LOC119649908|XP_037908234.1|HILL
OG0006622	LOC6736254|XP_016029750.1|DSIM	LOC119648062|XP_037905457.1|HILL
OG0006623	LOC6736247|XP_002083140.1|DSIM	LOC119648289|XP_037905873.1|HILL
OG0006624	LOC6733252|XP_016026128.1|DSIM	LOC119646852|XP_037903401.1|HILL
OG0006625	LOC6733253|XP_016026125.1|DSIM	LOC119646854|XP_037903404.1|HILL
OG0006626	LOC6733170|XP_002080246.2|DSIM	LOC119646320|XP_037902669.1|HILL
OG0006627	LOC27206876|XP_016026448.1|DSIM	LOC119661535|XP_037926843.1|HILL
OG0006628	LOC27206988|XP_016026451.1|DSIM	LOC119651079|XP_037910352.1|HILL
OG0006629	LOC6735472|XP_002082411.2|DSIM	LOC119646641|XP_037903082.1|HILL
OG0006630	LOC6733994|XP_002081038.2|DSIM	LOC119646423|XP_037902796.1|HILL
OG0006631	LOC6737190|XP_002084036.1|DSIM	LOC119649078|XP_037907002.1|HILL
OG0006632	LOC6734187|XP_002081216.2|DSIM	LOC119661230|XP_037926383.1|HILL
OG0006633	LOC6736375|XP_002083251.1|DSIM	LOC119649759|XP_037907981.1|HILL
OG0006634	LOC27208192|XP_016022951.1|DSIM	LOC119656414|XP_037918727.1|HILL
OG0006635	LOC6730601|XP_002077780.2|DSIM	LOC119649163|XP_037907115.1|HILL
OG0006636	LOC6725980|XP_016039354.1|DSIM	LOC119646544|XP_037902944.1|HILL
OG0006637	LOC6737022|XP_016030646.1|DSIM	LOC119649931|XP_037908277.1|HILL
OG0006638	LOC6733696|XP_016026667.2|DSIM	LOC119646231|XP_037902549.1|HILL
OG0006639	LOC6733693|XP_039147783.1|DSIM	LOC119652732|XP_037912959.1|HILL
OG0006640	LOC6733462|XP_002080519.2|DSIM	LOC119647104|XP_037903810.1|HILL
OG0006641	LOC6733795|XP_039148328.1|DSIM	LOC119646894|XP_037903461.1|HILL
OG0006642	LOC6735786|XP_016029160.1|DSIM	LOC119647177|XP_037903913.1|HILL
OG0006643	LOC6736004|XP_016029367.1|DSIM	LOC119646469|XP_037902847.1|HILL
OG0006644	LOC6737643|XP_016031410.2|DSIM	LOC119658235|XP_037921444.1|HILL
OG0006645	LOC6732827|XP_016025548.1|DSIM	LOC119659183|XP_037923074.1|HILL
OG0006646	LOC6734061|XP_002081096.1|DSIM	LOC119651013|XP_037910240.1|HILL
OG0006648	LOC6736419|XP_016029922.1|DSIM	LOC119650182|XP_037908663.1|HILL
OG0006649	LOC6735243|XP_002082216.2|DSIM	LOC119647292|XP_037904126.1|HILL
OG0006650	LOC6733267|XP_016026159.1|DSIM	LOC119649168|XP_037907127.1|HILL
OG0006651	LOC6738938|XP_039149990.1|DSIM	LOC119648095|XP_037905521.1|HILL
OG0006652	LOC6737606|XP_002084438.1|DSIM	LOC119650045|XP_037908456.1|HILL
OG0006653	LOC6736500|XP_039149665.1|DSIM	LOC119647725|XP_037904747.1|HILL
OG0006654	LOC6736228|XP_016029738.1|DSIM	LOC119649991|XP_037908375.1|HILL
OG0006655	LOC6736594|XP_039149437.1|DSIM	LOC119649426|XP_037907501.1|HILL
OG0006656	LOC6736801|XP_016030458.1|DSIM	LOC119650022|XP_037908426.1|HILL
OG0006657	LOC6735430|XP_002082370.1|DSIM	LOC119650079|XP_037908510.1|HILL
OG0006658	LOC6736712|XP_002083568.1|DSIM	LOC119649010|XP_037906888.1|HILL
OG0006659	LOC6736709|XP_002083565.1|DSIM	LOC119649474|XP_037907561.1|HILL
OG0006660	LOC6736974|XP_039149122.1|DSIM	LOC119648340|XP_037905963.1|HILL
OG0006661	LOC6736993|XP_016030618.1|DSIM	LOC119650375|XP_037909040.1|HILL
OG0006662	LOC6730538|XP_002077717.1|DSIM	LOC119660836|XP_037925636.1|HILL
OG0006663	LOC6737040|XP_002083887.2|DSIM	LOC119648026|XP_037905372.1|HILL
OG0006664	LOC6729104|XP_016035748.1|DSIM	LOC119653526|XP_037914129.1|HILL
OG0006665	LOC6734422|XP_016029715.1|DSIM	LOC119649164|XP_037907117.1|HILL
OG0006666	LOC6735419|XP_002082361.1|DSIM	LOC119649952|XP_037908316.1|HILL
OG0006667	LOC6738912|XP_002085707.2|DSIM	LOC119649797|XP_037908029.1|HILL
OG0006668	LOC6733472|XP_002080529.2|DSIM	LOC119661738|XP_037927132.1|HILL
OG0006669	LOC6737085|XP_002083932.1|DSIM	LOC119648923|XP_037906756.1|HILL
OG0006670	LOC6737089|XP_016030718.1|DSIM	LOC119650071|XP_037908495.1|HILL
OG0006671	LOC6737090|XP_016030720.1|DSIM	LOC119648973|XP_037906823.1|HILL
OG0006672	LOC6737301|XP_039150039.1|DSIM	LOC119648236|XP_037905787.1|HILL
OG0006673	LOC6736853|XP_002083709.1|DSIM	LOC119648804|XP_037906580.1|HILL
OG0006674	LOC6736279|XP_002083163.1|DSIM	LOC119649504|XP_037907600.1|HILL
OG0006675	LOC6736724|XP_002083580.1|DSIM	LOC119648645|XP_037906344.1|HILL
OG0006676	LOC6736888|XP_016030535.1|DSIM	LOC119649618|XP_037907767.1|HILL
OG0006677	LOC6737268|XP_016030974.1|DSIM	LOC119648799|XP_037906571.1|HILL
OG0006678	LOC6738900|XP_016032722.1|DSIM	LOC119649817|XP_037908076.1|HILL
OG0006679	LOC27208927|XP_016030097.1|DSIM	LOC119649878|XP_037908183.1|HILL
OG0006680	LOC6730131|XP_002105422.1|DSIM	LOC119660544|XP_037925107.1|HILL
OG0006681	LOC6737092|XP_016030723.1|DSIM	LOC119647706|XP_037904719.1|HILL
OG0006682	LOC6739619|XP_016030572.1|DSIM	LOC119648876|XP_037906695.1|HILL
OG0006683	LOC6739618|XP_016030573.1|DSIM	LOC119648877|XP_037906696.1|HILL
OG0006684	LOC6737266|XP_016030973.1|DSIM	LOC119650435|XP_037909184.1|HILL
OG0006685	LOC6733771|XP_002080815.2|DSIM	LOC119647412|XP_037904222.1|HILL
OG0006686	LOC6737056|XP_039149959.1|DSIM	LOC119650149|XP_037908614.1|HILL
OG0006687	LOC6726370|XP_002107329.1|DSIM	LOC119646568|XP_037902979.1|HILL, LOC119647044|XP_037903728.1|HILL, LOC119658612|XP_037922031.1|HILL
OG0006688	LOC6736971|XP_016030609.1|DSIM	LOC119649611|XP_037907759.1|HILL
OG0006689	LOC6736387|XP_002083259.1|DSIM	LOC119648980|XP_037906830.1|HILL
OG0006691	LOC27207749|XP_016031564.1|DSIM	LOC119647467|XP_037904329.1|HILL
OG0006692	LOC6736376|XP_016029879.1|DSIM	LOC119648021|XP_037905361.1|HILL
OG0006693	LOC6736550|XP_016030131.1|DSIM	LOC119649161|XP_037907097.1|HILL
OG0006694	LOC27207174|XP_039152522.1|DSIM	LOC119661022|XP_037926099.1|HILL
OG0006695	LOC6737280|XP_016030999.2|DSIM	LOC119649586|XP_037907719.1|HILL
OG0006696	LOC27207128|XP_039148761.1|DSIM	LOC119648619|XP_037906316.1|HILL
OG0006697	LOC6737427|XP_016031201.1|DSIM	LOC119647480|XP_037904351.1|HILL
OG0006698	LOC6738350|XP_002085160.1|DSIM	LOC119648646|XP_037906346.1|HILL
OG0006699	LOC6736559|XP_039149439.1|DSIM	LOC119647901|XP_037905136.1|HILL
OG0006700	LOC27206288|XP_039149414.1|DSIM	LOC119655486|XP_037917316.1|HILL
OG0006701	LOC6733893|XP_002080937.2|DSIM	LOC119651642|XP_037911245.1|HILL
OG0006702	LOC6734405|XP_016029670.1|DSIM	LOC119648266|XP_037905846.1|HILL
OG0006703	LOC6738389|XP_002085198.1|DSIM	LOC119649368|XP_037907412.1|HILL
OG0006704	LOC6738390|XP_016032219.1|DSIM	LOC119649674|XP_037907861.1|HILL
OG0006707	LOC6735921|XP_002082831.1|DSIM	LOC119646489|XP_037902876.1|HILL
OG0006709	LOC6725789|XP_002106786.2|DSIM	LOC119646133|XP_037902410.1|HILL
OG0006710	LOC6737027|XP_016030660.1|DSIM	LOC119649858|XP_037908149.1|HILL
OG0006711	LOC6737028|XP_016030662.2|DSIM	LOC119649857|XP_037908144.1|HILL
OG0006712	LOC6736501|XP_039149674.1|DSIM	LOC119648307|XP_037905901.1|HILL
OG0006713	LOC6737579|XP_002084412.1|DSIM	LOC119650347|XP_037908949.1|HILL
OG0006714	LOC6737580|XP_016031373.1|DSIM	LOC119650346|XP_037908946.1|HILL
OG0006715	LOC6737032|XP_016030665.1|DSIM	LOC119648912|XP_037906746.1|HILL
OG0006716	LOC27207921|XP_016023231.1|DSIM	LOC119651593|XP_037911167.1|HILL
OG0006717	LOC6739640|XP_002076535.2|DSIM	LOC119648294|XP_037905882.1|HILL
OG0006718	LOC6737834|XP_002084662.1|DSIM	LOC119648409|XP_037906087.1|HILL
OG0006719	LOC27208473|XP_016032242.1|DSIM	LOC119650233|XP_037908739.1|HILL
OG0006720	LOC6738554|XP_002085359.1|DSIM	LOC119650370|XP_037909028.1|HILL
OG0006721	LOC6737824|XP_039149127.1|DSIM	LOC119649549|XP_037907669.1|HILL
OG0006722	LOC6738307|XP_016032160.1|DSIM	LOC119649327|XP_037907356.1|HILL
OG0006723	LOC6731300|XP_016023867.1|DSIM	LOC119658938|XP_037922719.1|HILL
OG0006724	LOC6729474|XP_016036147.1|DSIM	LOC119659984|XP_037924282.1|HILL
OG0006725	LOC6729469|XP_002104779.1|DSIM	LOC119660239|XP_037924621.1|HILL
OG0006726	LOC27206442|XP_016034720.1|DSIM	LOC119654868|XP_037916391.1|HILL
OG0006727	LOC6729467|XP_002104777.1|DSIM	LOC119659216|XP_037923117.1|HILL
OG0006728	LOC6728834|XP_002104168.1|DSIM	LOC119652388|XP_037912421.1|HILL
OG0006729	LOC6733900|XP_016026941.1|DSIM	LOC119647269|XP_037904088.1|HILL
OG0006730	LOC6733899|XP_002080943.1|DSIM	LOC119647270|XP_037904091.1|HILL
OG0006731	LOC6731294|XP_002078450.1|DSIM	LOC119649399|XP_037907452.1|HILL
OG0006732	LOC6737223|XP_016030931.1|DSIM	LOC119650157|XP_037908630.1|HILL
OG0006733	LOC6739002|XP_016032830.1|DSIM	LOC119650415|XP_037909136.1|HILL
OG0006734	LOC6737067|XP_002083914.1|DSIM	LOC119648874|XP_037906693.1|HILL
OG0006735	LOC6737230|XP_002084070.1|DSIM	LOC119648389|XP_037906054.1|HILL
OG0006736	LOC6736851|XP_002083707.1|DSIM	LOC119647995|XP_037905308.1|HILL
OG0006737	LOC6738485|XP_002085291.1|DSIM	LOC119650276|XP_037908829.1|HILL
OG0006738	LOC6734372|XP_002081393.2|DSIM	LOC119648263|XP_037905842.1|HILL
OG0006739	LOC6736908|XP_002083760.1|DSIM	LOC119648264|XP_037905844.1|HILL
OG0006740	LOC6739623|XP_016030919.1|DSIM	LOC119648149|XP_037905648.1|HILL
OG0006741	LOC6737212|XP_002084052.1|DSIM	LOC119648063|XP_037905458.1|HILL
OG0006743	LOC6730442|XP_016022904.1|DSIM	LOC119660984|XP_037925997.1|HILL
OG0006744	LOC6737500|XP_016031295.1|DSIM	LOC119648196|XP_037905717.1|HILL
OG0006745	LOC6727840|XP_016034427.1|DSIM	LOC119660191|XP_037924537.1|HILL
OG0006746	LOC6737299|XP_016031009.1|DSIM	LOC119648006|XP_037905326.1|HILL
OG0006747	LOC6737224|XP_016030932.1|DSIM	LOC119649601|XP_037907743.1|HILL
OG0006748	LOC6724812|XP_002105853.1|DSIM	LOC119646538|XP_037902937.1|HILL
OG0006749	LOC6736400|XP_039150118.1|DSIM	LOC119649274|XP_037907291.1|HILL
OG0006750	LOC6725749|XP_002106749.1|DSIM	LOC119657897|XP_037920981.1|HILL
OG0006752	LOC6736697|XP_016030312.1|DSIM	LOC119648292|XP_037905880.1|HILL
OG0006753	LOC6736698|XP_002083554.1|DSIM	LOC119649451|XP_037907534.1|HILL
OG0006754	LOC6736205|XP_002083100.2|DSIM	LOC119649029|XP_037906914.1|HILL
OG0006755	LOC27208892|XP_016029737.1|DSIM	LOC119649960|XP_037908324.1|HILL
OG0006756	LOC6736967|XP_016030603.1|DSIM	LOC119650259|XP_037908788.1|HILL
OG0006757	LOC6736965|XP_002083812.1|DSIM	LOC119649187|XP_037907142.1|HILL
OG0006758	LOC6736512|XP_002083382.1|DSIM	LOC119650023|XP_037908427.1|HILL
OG0006759	LOC6736511|XP_016030088.1|DSIM	LOC119647416|XP_037904226.1|HILL
OG0006760	LOC6738946|XP_016032775.1|DSIM	LOC119647592|XP_037904534.1|HILL
OG0006761	LOC6726883|XP_016033397.1|DSIM	LOC119660931|XP_037925847.1|HILL
OG0006762	LOC27207460|XP_016040243.1|DSIM	LOC119657977|XP_037921116.1|HILL
OG0006763	LOC6735124|XP_002082101.2|DSIM	LOC119661295|XP_037926509.1|HILL
OG0006764	LOC27206810|XP_016027543.2|DSIM	LOC119661160|XP_037926304.1|HILL
OG0006765	LOC6735121|XP_016028395.1|DSIM	LOC119646184|XP_037902494.1|HILL
OG0006766	LOC6736360|XP_016029849.1|DSIM	LOC119647858|XP_037905054.1|HILL
OG0006767	LOC6738966|XP_002085761.1|DSIM	LOC119649005|XP_037906876.1|HILL
OG0006768	LOC6738965|XP_002085760.1|DSIM	LOC119648092|XP_037905513.1|HILL
OG0006769	LOC6738967|XP_002085762.1|DSIM	LOC119648093|XP_037905519.1|HILL
OG0006770	LOC6736927|XP_002083774.1|DSIM	LOC119649222|XP_037907209.1|HILL
OG0006771	LOC27206334|XP_016040086.1|DSIM	LOC119661627|XP_037926977.1|HILL
OG0006772	LOC6739306|XP_016026375.1|DSIM	LOC119660006|XP_037924315.1|HILL
OG0006773	LOC6736574|XP_002083436.1|DSIM	LOC119650135|XP_037908594.1|HILL
OG0006774	LOC6738718|XP_016032530.1|DSIM	LOC119648099|XP_037905527.1|HILL
OG0006775	LOC6738421|XP_002085230.1|DSIM	LOC119647633|XP_037904618.1|HILL
OG0006776	LOC6736700|XP_016030315.1|DSIM	LOC119649137|XP_037907072.1|HILL
OG0006777	LOC6738423|XP_002085232.1|DSIM	LOC119649138|XP_037907073.1|HILL
OG0006778	LOC6736475|XP_002083346.1|DSIM	LOC119649505|XP_037907603.1|HILL
OG0006779	LOC6736348|XP_016029818.1|DSIM	LOC119650345|XP_037908942.1|HILL
OG0006780	LOC6737152|XP_002083999.1|DSIM	LOC119649689|XP_037907884.1|HILL
OG0006781	LOC120284200|XP_039149119.1|DSIM	LOC119647888|XP_037905114.1|HILL
OG0006782	LOC6739597|XP_016029876.1|DSIM	LOC119648225|XP_037905769.1|HILL
OG0006783	LOC6734657|XP_039147999.1|DSIM	LOC119651276|XP_037910711.1|HILL
OG0006784	LOC6736770|XP_016030402.1|DSIM	LOC119647732|XP_037904761.1|HILL
OG0006785	LOC6735682|XP_002082598.1|DSIM	LOC119646218|XP_037902528.1|HILL
OG0006786	LOC6735142|XP_039148783.1|DSIM	LOC119646585|XP_037903008.1|HILL
OG0006787	LOC6737696|XP_016031464.1|DSIM	LOC119650194|XP_037908688.1|HILL
OG0006789	LOC6726187|XP_002107163.2|DSIM	LOC119650196|XP_037908691.1|HILL
OG0006790	LOC6730769|XP_002077937.1|DSIM	LOC119648733|XP_037906478.1|HILL
OG0006791	LOC6737793|XP_016031571.1|DSIM	LOC119648991|XP_037906844.1|HILL
OG0006792	LOC6737467|XP_016031252.1|DSIM	LOC119648412|XP_037906090.1|HILL
OG0006793	LOC6737472|XP_002084308.1|DSIM	LOC119650244|XP_037908756.1|HILL
OG0006794	LOC6733265|XP_002080328.1|DSIM	LOC119661128|XP_037926255.1|HILL
OG0006795	LOC6736707|XP_039150331.1|DSIM	LOC119649325|XP_037907354.1|HILL
OG0006796	LOC6739016|XP_016032857.1|DSIM	LOC119648356|XP_037905997.1|HILL
OG0006797	LOC6731769|XP_002078904.2|DSIM	LOC119661206|XP_037926358.1|HILL
OG0006798	LOC6737339|XP_002084177.1|DSIM	LOC119649520|XP_037907632.1|HILL
OG0006799	LOC6737436|XP_016031209.1|DSIM	LOC119649882|XP_037908187.1|HILL
OG0006800	LOC6737990|XP_016031787.1|DSIM	LOC119647478|XP_037904346.1|HILL
OG0006801	LOC6740040|XP_002076925.2|DSIM	LOC119658429|XP_037921757.1|HILL
OG0006802	LOC6734635|XP_016027803.1|DSIM	LOC119657672|XP_037920630.1|HILL
OG0006805	LOC6734205|XP_016027251.1|DSIM	LOC119646146|XP_037902431.1|HILL
OG0006806	LOC6738323|XP_016032166.1|DSIM	LOC119648040|XP_037905395.1|HILL
OG0006807	LOC6739664|XP_039149696.1|DSIM	LOC119660718|XP_037925290.1|HILL
OG0006808	LOC6733707|XP_002080754.1|DSIM	LOC119656892|XP_037919498.1|HILL
OG0006809	LOC6736640|XP_002083496.1|DSIM	LOC119650036|XP_037908444.1|HILL
OG0006810	LOC6738242|XP_016032110.1|DSIM	LOC119648007|XP_037905331.1|HILL
OG0006811	LOC6729743|XP_002105049.1|DSIM	LOC119649376|XP_037907422.1|HILL
OG0006812	LOC6737257|XP_016030967.1|DSIM	LOC119650238|XP_037908746.1|HILL
OG0006813	LOC27208040|XP_016034156.1|DSIM	LOC119661508|XP_037926804.1|HILL
OG0006814	LOC6737781|XP_002084609.1|DSIM	LOC119647476|XP_037904344.1|HILL
OG0006815	LOC27207400|XP_016030236.1|DSIM	LOC119648036|XP_037905390.1|HILL
OG0006816	LOC6736643|XP_016030237.1|DSIM	LOC119648027|XP_037905373.1|HILL
OG0006817	LOC6736461|XP_016030001.1|DSIM	LOC119650097|XP_037908543.1|HILL
OG0006818	LOC6736270|XP_039149936.1|DSIM	LOC119650372|XP_037909031.1|HILL
OG0006819	LOC6738700|XP_016032518.1|DSIM	LOC119650236|XP_037908744.1|HILL
OG0006821	LOC6731950|XP_016024613.1|DSIM	LOC119657667|XP_037920620.1|HILL
OG0006822	LOC6735400|XP_016028717.1|DSIM	LOC119661726|XP_037927119.1|HILL
OG0006823	LOC6738385|XP_002085194.1|DSIM	LOC119649207|XP_037907192.1|HILL
OG0006824	LOC6736873|XP_016030519.1|DSIM	LOC119649876|XP_037908180.1|HILL
OG0006825	LOC6737907|XP_002084734.1|DSIM	LOC119649993|XP_037908377.1|HILL
OG0006826	LOC6738365|XP_039149616.1|DSIM	LOC119649906|XP_037908226.1|HILL
OG0006827	LOC6727056|XP_002102453.1|DSIM	LOC119660187|XP_037924529.1|HILL
OG0006828	LOC6731763|XP_002078898.1|DSIM	LOC119650679|XP_037909560.1|HILL
OG0006829	LOC6736933|XP_002083780.1|DSIM	LOC119649561|XP_037907685.1|HILL
OG0006830	LOC6736404|XP_002083276.2|DSIM	LOC119649395|XP_037907445.1|HILL
OG0006831	LOC27208660|XP_016030997.1|DSIM	LOC119649644|XP_037907827.1|HILL
OG0006832	LOC6737323|XP_016031053.1|DSIM	LOC119649657|XP_037907841.1|HILL
OG0006833	LOC6738994|XP_016032819.1|DSIM	LOC119650301|XP_037908867.1|HILL
OG0006834	LOC6729046|XP_002104367.1|DSIM	LOC119647470|XP_037904333.1|HILL
OG0006835	LOC6737219|XP_002084059.1|DSIM	LOC119648228|XP_037905776.1|HILL
OG0006836	LOC6736535|XP_016030119.1|DSIM	LOC119649688|XP_037907880.1|HILL
OG0006837	LOC6736758|XP_002083614.2|DSIM	LOC119647796|XP_037904928.1|HILL
OG0006838	LOC6737508|XP_016031301.1|DSIM	LOC119647680|XP_037904688.1|HILL
OG0006839	LOC6736754|XP_002083610.1|DSIM	LOC119650101|XP_037908549.1|HILL
OG0006840	LOC6731223|XP_016023765.1|DSIM	LOC119650441|XP_037909206.1|HILL
OG0006841	LOC6736780|XP_002083636.2|DSIM	LOC119648453|XP_037906137.1|HILL
OG0006842	LOC27209329|XP_039149190.1|DSIM	LOC119649718|XP_037907926.1|HILL
OG0006843	LOC6724896|XP_016037730.1|DSIM	LOC119657216|XP_037919955.1|HILL
OG0006844	LOC6728654|XP_002103994.1|DSIM	LOC119661599|XP_037926932.1|HILL
OG0006845	LOC6738413|XP_016032263.1|DSIM	LOC119647483|XP_037904366.1|HILL
OG0006846	LOC6737045|XP_016030674.1|DSIM	LOC119650190|XP_037908678.1|HILL
OG0006847	LOC27206284|XP_016030676.1|DSIM	LOC119648763|XP_037906520.1|HILL
OG0006848	LOC6735556|XP_016028896.1|DSIM	LOC119647050|XP_037903736.1|HILL
OG0006849	LOC6737311|XP_002084149.1|DSIM	LOC119649904|XP_037908225.1|HILL
OG0006850	LOC6737312|XP_039149754.1|DSIM	LOC119648885|XP_037906709.1|HILL
OG0006851	LOC6737317|XP_016031034.1|DSIM	LOC119648184|XP_037905698.1|HILL
OG0006852	LOC6733871|XP_016026897.1|DSIM	LOC119646927|XP_037903535.1|HILL
OG0006853	LOC6737249|XP_039149689.1|DSIM	LOC119648916|XP_037906750.1|HILL
OG0006854	LOC6733791|XP_016026751.1|DSIM	LOC119646229|XP_037902545.1|HILL
OG0006855	LOC6737842|XP_002084670.1|DSIM	LOC119648097|XP_037905524.1|HILL
OG0006856	LOC6735113|XP_039147424.1|DSIM	LOC119653491|XP_037914052.1|HILL
OG0006857	LOC6739275|XP_016026058.1|DSIM	LOC119661538|XP_037926846.1|HILL
OG0006858	LOC6737189|XP_002084035.2|DSIM	LOC119650443|XP_037909214.1|HILL
OG0006859	LOC6739308|XP_039148098.1|DSIM	LOC119652818|XP_037913077.1|HILL
OG0006860	LOC6733897|XP_016026939.1|DSIM	LOC119646644|XP_037903085.1|HILL
OG0006862	LOC6737369|XP_016031107.1|DSIM	LOC119648782|XP_037906547.1|HILL
OG0006863	LOC27206339|XP_016039914.1|DSIM	LOC119660922|XP_037925826.1|HILL
OG0006864	LOC6734233|XP_002081262.1|DSIM	LOC119647206|XP_037903956.1|HILL
OG0006866	LOC6735727|XP_002082640.1|DSIM	LOC119660180|XP_037924520.1|HILL
OG0006868	LOC6735005|XP_016028281.1|DSIM	LOC119652219|XP_037912094.1|HILL
OG0006869	LOC6740609|XP_016027314.1|DSIM	LOC119660320|XP_037924725.1|HILL
OG0006870	LOC6733895|XP_039147248.1|DSIM	LOC119661161|XP_037926305.1|HILL
OG0006871	LOC6733496|XP_002080553.1|DSIM	LOC119658582|XP_037921965.1|HILL
OG0006872	LOC6733414|XP_002080471.1|DSIM	LOC119658584|XP_037921968.1|HILL
OG0006873	LOC6735521|XP_016028861.1|DSIM	LOC119660224|XP_037924590.1|HILL
OG0006874	LOC6739590|XP_039148983.1|DSIM	LOC119651319|XP_037910780.1|HILL
OG0006875	LOC6732706|XP_002079820.1|DSIM	LOC119659147|XP_037923017.1|HILL
OG0006876	LOC6736015|XP_016029401.1|DSIM	LOC119653893|XP_037914943.1|HILL
OG0006877	LOC27207647|XP_016022949.1|DSIM	LOC119654761|XP_037916230.1|HILL
OG0006878	LOC6731145|XP_016023699.1|DSIM	LOC119660784|XP_037925499.1|HILL
OG0006879	LOC6734818|XP_016028049.1|DSIM	LOC119661302|XP_037926518.1|HILL
OG0006880	LOC6732497|XP_002079617.1|DSIM	LOC119654910|XP_037916466.1|HILL
OG0006881	LOC6739238|XP_016024988.1|DSIM	LOC119652976|XP_037913314.1|HILL
OG0006882	LOC27206621|XP_016026943.1|DSIM	LOC119659756|XP_037923949.1|HILL
OG0006883	LOC6733120|XP_002080197.1|DSIM	LOC119652380|XP_037912405.1|HILL
