Orthogroup	DVIR.longest_only	CQUI.longest_only
OG0006985	LOC6627676|XP_002051952.1|DVIR	LOC6053555|XP_001869617.2|CQUI
OG0006986	LOC6635728|XP_002059143.1|DVIR	LOC6053559|XP_038109265.1|CQUI
OG0006987	LOC6624903|XP_002050480.1|DVIR	LOC119766524|XP_038107060.1|CQUI
OG0006989	LOC6628318|XP_002052742.1|DVIR	LOC6035243|XP_001845469.1|CQUI
OG0006990	LOC6628411|XP_032294032.1|DVIR	LOC6035249|XP_038110781.1|CQUI
OG0006991	LOC6631096|XP_002054056.1|DVIR	LOC6035253|XP_001845478.2|CQUI
OG0006992	LOC6627617|XP_015028788.1|DVIR	LOC6040130|XP_038109033.1|CQUI
OG0006993	LOC6635736|XP_002059151.2|DVIR	LOC6036674|XP_038110723.1|CQUI
OG0006994	LOC6628040|XP_032294600.1|DVIR	LOC6044535|XP_038108392.1|CQUI
OG0006995	LOC6634325|XP_002057678.1|DVIR	LOC6033190|XP_001843670.2|CQUI
OG0006996	LOC6634324|XP_002057677.1|DVIR	LOC6033184|XP_038111623.1|CQUI
OG0006997	LOC6627280|XP_002048699.1|DVIR	LOC6043177|XP_001870896.2|CQUI
OG0006998	LOC6630860|XP_002052955.1|DVIR	LOC6048403|XP_001865327.2|CQUI
OG0007000	LOC6627593|XP_002052824.1|DVIR	LOC6033135|XP_038111147.1|CQUI
OG0007001	LOC6626714|XP_002050767.1|DVIR	LOC6042101|XP_001851252.2|CQUI
OG0007002	LOC6633996|XP_015025215.1|DVIR	LOC6035288|XP_038111011.1|CQUI
OG0007003	LOC6624747|XP_015029823.1|DVIR	LOC6035285|XP_001845506.2|CQUI
OG0007004	LOC6628920|XP_002052343.2|DVIR	LOC6031747|XP_038110674.1|CQUI
OG0007005	LOC6628267|XP_002052706.1|DVIR	LOC6031749|XP_038114231.1|CQUI
OG0007006	LOC6627580|XP_032293505.1|DVIR	LOC6038623|XP_038110198.1|CQUI
OG0007007	LOC6627820|XP_002051145.2|DVIR	LOC6038612|XP_038107376.1|CQUI
OG0007009	LOC6628079|XP_015028076.1|DVIR	LOC6043227|XP_001857723.2|CQUI
OG0007011	LOC6634925|XP_002058436.1|DVIR	LOC6033142|XP_001843632.2|CQUI
OG0007012	LOC6628823|XP_002052588.2|DVIR	LOC6033146|XP_038112596.1|CQUI
OG0007013	LOC6628584|XP_002051477.2|DVIR	LOC6033271|XP_038111470.1|CQUI
OG0007014	LOC6628585|XP_015028011.1|DVIR	LOC6033267|XP_038111815.1|CQUI
OG0007015	LOC6634102|XP_015025324.1|DVIR	LOC6033238|XP_038114415.1|CQUI
OG0007016	LOC6633902|XP_015025231.1|DVIR	LOC6033230|XP_038110512.1|CQUI
OG0007017	LOC6634237|XP_015025181.1|DVIR	LOC6037537|XP_001847437.1|CQUI
OG0007018	LOC6637013|XP_032293728.1|DVIR, LOC6634097|XP_002057708.2|DVIR	LOC6042098|XP_001851245.2|CQUI
OG0007020	LOC6629189|XP_032293523.1|DVIR	LOC6043009|XP_038110800.1|CQUI
OG0007021	LOC6628374|XP_002052874.1|DVIR	LOC6044230|XP_038110163.1|CQUI
OG0007022	LOC6635712|XP_002059261.2|DVIR	LOC119767270|XP_038111458.1|CQUI
OG0007023	LOC6629130|XP_002052396.1|DVIR	LOC6035270|XP_038108737.1|CQUI
OG0007024	LOC6629359|XP_002053568.1|DVIR	LOC6031890|XP_001842586.1|CQUI
OG0007025	LOC6631582|XP_002055692.1|DVIR	LOC6031860|XP_001842561.1|CQUI
OG0007026	LOC6627772|XP_002052834.2|DVIR	LOC6031866|XP_038114187.1|CQUI
OG0007027	LOC6627323|XP_002051699.1|DVIR	LOC6031885|XP_001842582.1|CQUI
OG0007028	LOC6628832|XP_015028764.2|DVIR	LOC6031888|XP_001842584.2|CQUI
OG0007029	LOC6629160|XP_032294376.1|DVIR	LOC6034900|XP_038107068.1|CQUI
OG0007030	LOC6631608|XP_002055066.1|DVIR	LOC6049726|XP_001866437.2|CQUI
OG0007031	LOC6629053|XP_002052381.1|DVIR	LOC6036442|XP_038108484.1|CQUI
OG0007032	LOC6623832|XP_002048639.1|DVIR	LOC6036454|XP_001846504.2|CQUI
OG0007033	LOC6634162|XP_002057529.2|DVIR	LOC6036457|XP_038111019.1|CQUI
OG0007034	LOC6628986|XP_002052117.1|DVIR	LOC6036459|XP_001846509.2|CQUI
OG0007035	LOC6625814|XP_002050596.1|DVIR	LOC6036460|XP_001846510.2|CQUI
OG0007036	LOC6622335|XP_002048063.1|DVIR	LOC6036462|XP_001846512.2|CQUI
OG0007037	LOC6629690|XP_002053971.1|DVIR	LOC6036463|XP_001846513.1|CQUI
OG0007038	LOC6625122|XP_015030165.1|DVIR	LOC6039097|XP_038113092.1|CQUI
OG0007039	LOC6625754|XP_002050528.2|DVIR	LOC6038876|XP_001848575.2|CQUI
OG0007040	LOC6635666|XP_032294710.1|DVIR	LOC6038880|XP_001848579.2|CQUI
OG0007041	LOC6628564|XP_032293577.1|DVIR	LOC6038890|XP_038108243.1|CQUI
OG0007042	LOC6627412|XP_032293808.1|DVIR	LOC6038896|XP_038112982.1|CQUI
OG0007043	LOC6631048|XP_032295085.1|DVIR	LOC6038902|XP_038107320.1|CQUI
OG0007044	LOC6628631|XP_002052573.2|DVIR	LOC6038012|XP_038113729.1|CQUI
OG0007045	LOC6632516|XP_002056526.1|DVIR	LOC6051804|XP_038109256.1|CQUI
OG0007046	LOC6633113|XP_002056587.1|DVIR	LOC6037994|XP_038109624.1|CQUI
OG0007047	LOC6628867|XP_002052086.1|DVIR	LOC6047239|XP_001864322.2|CQUI
OG0007048	LOC6628204|XP_015028746.1|DVIR	LOC6035770|XP_038108828.1|CQUI
OG0007049	LOC6629021|XP_002052763.1|DVIR	LOC6038898|XP_001848597.1|CQUI
OG0007050	LOC6628703|XP_002052568.1|DVIR	LOC6041773|XP_038113548.1|CQUI
OG0007051	LOC6627691|XP_002052510.3|DVIR	LOC6050917|XP_038112235.1|CQUI
OG0007052	LOC6636172|XP_015024173.2|DVIR	LOC6035995|XP_001846101.1|CQUI
OG0007053	LOC6629717|XP_002053674.1|DVIR	LOC6045768|XP_001863071.2|CQUI
OG0007054	LOC6626335|XP_002048865.1|DVIR	LOC6045419|XP_001862797.1|CQUI
OG0007055	LOC6635832|XP_002059467.2|DVIR	LOC6034332|XP_038111558.1|CQUI
OG0007056	LOC26530870|XP_015031660.1|DVIR	LOC6054623|XP_001870509.2|CQUI
OG0007057	LOC6634581|XP_032296303.1|DVIR	LOC6039103|XP_001848770.1|CQUI
OG0007058	LOC6636649|XP_002060127.1|DVIR	LOC6039856|XP_038112576.1|CQUI
OG0007059	LOC6635765|XP_002059231.1|DVIR	LOC6034824|XP_038111447.1|CQUI
OG0007060	LOC6635628|XP_002059233.2|DVIR	LOC6034826|XP_001845097.2|CQUI
OG0007061	LOC6635629|XP_002059234.1|DVIR	LOC6034828|XP_038111902.1|CQUI
OG0007062	LOC6628716|XP_002051889.1|DVIR	LOC6034879|XP_001845148.2|CQUI
OG0007063	LOC6634148|XP_002057625.1|DVIR	LOC6034882|XP_001845150.2|CQUI
OG0007064	LOC6636336|XP_002059935.1|DVIR	LOC6035993|XP_038113058.1|CQUI
OG0007065	LOC6635752|XP_032294738.1|DVIR	LOC6035991|XP_038112060.1|CQUI
OG0007066	LOC6623007|XP_002048217.1|DVIR	LOC6034886|XP_001845154.1|CQUI
OG0007067	LOC6628764|XP_002052593.1|DVIR	LOC6034888|XP_038109585.1|CQUI
OG0007068	LOC6633962|XP_002057764.2|DVIR	LOC6034891|XP_001845159.1|CQUI
OG0007069	LOC6634065|XP_002057867.2|DVIR	LOC6050782|XP_038107247.1|CQUI
OG0007070	LOC6626538|XP_002050748.1|DVIR	LOC119766997|XP_038109938.1|CQUI
OG0007071	LOC6626599|XP_002050633.1|DVIR	LOC6036124|XP_001846217.2|CQUI
OG0007072	LOC6630614|XP_002053743.1|DVIR	LOC6036128|XP_038111387.1|CQUI
OG0007073	LOC6635698|XP_002059271.1|DVIR	LOC6041780|XP_001850997.1|CQUI
OG0007074	LOC6626588|XP_002049767.1|DVIR	LOC6053698|XP_001869742.2|CQUI
OG0007075	LOC6635676|XP_002059247.1|DVIR	LOC6053703|XP_038107404.1|CQUI
OG0007076	LOC6627238|XP_015029955.1|DVIR	LOC6052413|XP_001868692.2|CQUI
OG0007077	LOC6629114|XP_002052608.1|DVIR	LOC6052443|XP_001868714.1|CQUI
OG0007078	LOC6627320|XP_002051696.1|DVIR	LOC6053860|XP_001869875.2|CQUI
OG0007079	LOC6627319|XP_015028231.1|DVIR	LOC6053857|XP_038109203.1|CQUI
OG0007080	LOC6634115|XP_002057883.1|DVIR	LOC6032150|XP_001842803.1|CQUI
OG0007081	LOC6634212|XP_002057805.1|DVIR	LOC6032152|XP_001842805.2|CQUI
OG0007082	LOC6635624|XP_002059116.2|DVIR	LOC6048262|XP_001865206.2|CQUI
OG0007083	LOC6627895|XP_002051809.3|DVIR	LOC6032157|XP_038111918.1|CQUI
OG0007084	LOC6636173|XP_032296211.1|DVIR	LOC6053464|XP_038107339.1|CQUI
OG0007085	LOC6627437|XP_032294441.1|DVIR	LOC6046114|XP_038107016.1|CQUI
OG0007086	LOC6627728|XP_002051745.1|DVIR	LOC6033608|XP_001844036.2|CQUI
OG0007087	LOC6622908|XP_032290189.1|DVIR	LOC6033315|XP_038113355.1|CQUI
OG0007088	LOC6628933|XP_015028594.1|DVIR	LOC6033318|XP_038113349.1|CQUI
OG0007089	LOC6628370|XP_002052870.1|DVIR	LOC6049721|XP_038110756.1|CQUI
OG0007090	LOC6628871|XP_032293945.1|DVIR	LOC6033333|XP_038112141.1|CQUI
OG0007091	LOC6627834|XP_002051758.1|DVIR	LOC6033338|XP_001843802.2|CQUI
OG0007092	LOC6629287|XP_002054695.2|DVIR	LOC6038003|XP_038107774.1|CQUI
OG0007093	LOC6628803|XP_002051226.1|DVIR	LOC6037997|XP_001847844.2|CQUI
OG0007094	LOC6628804|XP_002051227.2|DVIR	LOC6037992|XP_001847839.1|CQUI
OG0007095	LOC6634220|XP_002057669.2|DVIR	LOC6037989|XP_001847836.1|CQUI
OG0007096	LOC6628391|XP_002051190.1|DVIR	LOC6037988|XP_001847835.2|CQUI
OG0007097	LOC6628406|XP_002052049.1|DVIR	LOC6053312|XP_038107008.1|CQUI
OG0007098	LOC6628410|XP_002052053.3|DVIR	LOC119767007|XP_038110083.1|CQUI
OG0007099	LOC6632366|XP_002056196.1|DVIR	LOC6036017|XP_001846121.1|CQUI
OG0007100	LOC6627290|XP_032294125.1|DVIR	LOC6036021|XP_038108094.1|CQUI
OG0007101	LOC6628449|XP_002051652.1|DVIR	LOC6033599|XP_001844027.1|CQUI
OG0007103	LOC6629096|XP_002052441.1|DVIR	LOC6033631|XP_001844058.1|CQUI
OG0007104	LOC6627821|XP_002051134.1|DVIR	LOC6033635|XP_001844062.1|CQUI
OG0007105	LOC6629059|XP_002052387.1|DVIR	LOC6033642|XP_001844069.1|CQUI
OG0007106	LOC6628310|XP_002052864.2|DVIR	LOC6033649|XP_038107083.1|CQUI
OG0007107	LOC6628206|XP_032294047.1|DVIR	LOC6033655|XP_038114028.1|CQUI
OG0007108	LOC6627474|XP_002052124.1|DVIR	LOC6033660|XP_038114043.1|CQUI
OG0007109	LOC6627769|XP_002052658.1|DVIR	LOC6051855|XP_001868219.1|CQUI
OG0007110	LOC6627318|XP_002051694.1|DVIR	LOC6051853|XP_001868217.2|CQUI
OG0007111	LOC6628862|XP_015028762.1|DVIR	LOC6051858|XP_038113175.1|CQUI
OG0007112	LOC6627594|XP_002052825.2|DVIR	LOC6033639|XP_001844066.2|CQUI
OG0007113	LOC6631144|XP_002054247.2|DVIR	LOC6048333|XP_001865270.1|CQUI
OG0007114	LOC6627876|XP_002052000.2|DVIR	LOC6048338|XP_038110740.1|CQUI
OG0007115	LOC6635758|XP_002059224.1|DVIR	LOC6048335|XP_001865273.2|CQUI
OG0007116	LOC6628137|XP_015028721.1|DVIR	LOC6048345|XP_038111874.1|CQUI
OG0007117	LOC6629065|XP_002051609.1|DVIR	LOC6048346|XP_038111875.1|CQUI
OG0007118	LOC6628940|XP_002051244.2|DVIR	LOC6048349|XP_038107672.1|CQUI
OG0007119	LOC6634577|XP_002058078.1|DVIR	LOC6042665|XP_038119950.1|CQUI
OG0007120	LOC6633256|XP_002056880.1|DVIR	LOC6042659|XP_038119020.1|CQUI
OG0007121	LOC6633381|XP_002057334.1|DVIR	LOC119770667|XP_038121910.1|CQUI
OG0007122	LOC6634672|XP_032296462.1|DVIR	LOC6042652|XP_038117993.1|CQUI
OG0007123	LOC6634670|XP_032296436.1|DVIR	LOC6042643|XP_038121382.1|CQUI
OG0007124	LOC6622250|XP_002048154.2|DVIR	LOC6046072|XP_038116390.1|CQUI
OG0007125	LOC6622485|XP_002047722.1|DVIR	LOC6046068|XP_038119636.1|CQUI
OG0007126	LOC6623428|XP_002048220.1|DVIR	LOC6046073|XP_001863325.2|CQUI
OG0007127	LOC6622778|XP_002048021.1|DVIR	LOC6046071|XP_001863327.1|CQUI
OG0007128	LOC6623225|XP_002048208.1|DVIR	LOC6046076|XP_001863330.2|CQUI
OG0007129	LOC6622577|XP_002047723.1|DVIR	LOC6046077|XP_001863331.1|CQUI
OG0007130	LOC6622896|XP_002047599.1|DVIR	LOC6046082|XP_038118445.1|CQUI
OG0007131	LOC6624105|XP_002048318.1|DVIR	LOC6046089|XP_038119072.1|CQUI
OG0007132	LOC6624050|XP_032290617.1|DVIR	LOC6046090|XP_038119768.1|CQUI
OG0007133	LOC6623488|XP_002046302.1|DVIR	LOC6052553|XP_001868804.1|CQUI
OG0007134	LOC6622150|XP_002048180.1|DVIR	LOC6052554|XP_001868805.1|CQUI
OG0007135	LOC6624169|XP_002046536.1|DVIR	LOC6052559|XP_001868807.1|CQUI
OG0007136	LOC6623020|XP_002048491.1|DVIR	LOC6046095|XP_038115702.1|CQUI
OG0007137	LOC6635450|XP_015024643.1|DVIR	LOC6040515|XP_038119884.1|CQUI
OG0007138	LOC6633380|XP_032295522.1|DVIR	LOC6040513|XP_038121915.1|CQUI
OG0007139	LOC6634541|XP_032296300.1|DVIR	LOC6040504|XP_038115192.1|CQUI
OG0007140	LOC6633421|XP_002057214.1|DVIR	LOC6040501|XP_001849887.2|CQUI
OG0007141	LOC6633881|XP_032295984.1|DVIR	LOC6040500|XP_001849886.2|CQUI
OG0007142	LOC6622923|XP_002047558.1|DVIR	LOC6045853|XP_001863140.1|CQUI
OG0007143	LOC6632259|XP_015025927.1|DVIR	LOC119769748|XP_038119207.1|CQUI
OG0007144	LOC6632611|XP_015026093.1|DVIR	LOC6044739|XP_038115928.1|CQUI
OG0007145	LOC6629521|XP_002053323.1|DVIR	LOC6044733|XP_038114870.1|CQUI
OG0007146	LOC6630935|XP_002053488.1|DVIR	LOC6044732|XP_001862195.1|CQUI
OG0007147	LOC6630428|XP_002053740.1|DVIR	LOC6044719|XP_038119573.1|CQUI
OG0007148	LOC6631694|XP_032295638.1|DVIR	LOC6047825|XP_038120840.1|CQUI
OG0007149	LOC6625676|XP_002048794.2|DVIR	LOC6046244|XP_038121259.1|CQUI
OG0007150	LOC6623844|XP_002048317.3|DVIR	LOC6047547|XP_038118969.1|CQUI
OG0007151	LOC6623364|XP_002047293.1|DVIR	LOC6047553|XP_038122315.1|CQUI
OG0007152	LOC6634827|XP_002058216.3|DVIR	LOC6032199|XP_038119671.1|CQUI
OG0007153	LOC6634823|XP_002058212.3|DVIR	LOC6032205|XP_001842846.2|CQUI
OG0007154	LOC6627062|XP_002049313.1|DVIR	LOC6032211|XP_038119542.1|CQUI
OG0007155	LOC6626621|XP_002049697.1|DVIR	LOC6032212|XP_001842852.1|CQUI
OG0007156	LOC6629740|XP_002054144.2|DVIR	LOC6032221|XP_001842860.2|CQUI
OG0007157	LOC6629413|XP_002053147.2|DVIR	LOC6032225|XP_038121351.1|CQUI
OG0007158	LOC6622367|XP_002046979.2|DVIR	LOC6032226|XP_001842865.2|CQUI
OG0007159	LOC6633441|XP_002057183.2|DVIR	LOC6032235|XP_038115704.1|CQUI
OG0007160	LOC6632285|XP_002056727.3|DVIR	LOC6042879|XP_001853674.2|CQUI
OG0007161	LOC6633625|XP_002057269.3|DVIR	LOC6042223|XP_001851363.2|CQUI
OG0007162	LOC6633459|XP_015025438.1|DVIR	LOC6042222|XP_001851362.2|CQUI
OG0007163	LOC6629332|XP_002053873.1|DVIR	LOC6042214|XP_001851355.2|CQUI
OG0007164	LOC6629333|XP_002053874.1|DVIR	LOC6052365|XP_001868654.2|CQUI
OG0007165	LOC6634800|XP_032296450.1|DVIR	LOC6047795|XP_038117702.1|CQUI
OG0007166	LOC6635594|XP_032295837.1|DVIR	LOC6034919|XP_038114811.1|CQUI
OG0007167	LOC6634626|XP_002058025.1|DVIR	LOC6034918|XP_001845184.2|CQUI
OG0007168	LOC6634824|XP_002058213.2|DVIR	LOC6048305|XP_038119474.1|CQUI
OG0007169	LOC6633787|XP_002056959.1|DVIR	LOC6048304|XP_001865242.1|CQUI
OG0007170	LOC6630483|XP_002053759.2|DVIR	LOC6054029|XP_038122144.1|CQUI
OG0007171	LOC26531300|XP_032296504.1|DVIR	LOC6033031|XP_038118506.1|CQUI
OG0007172	LOC6631763|XP_002055171.1|DVIR	LOC6033034|XP_038118905.1|CQUI
OG0007173	LOC6635478|XP_002059007.1|DVIR	LOC6033036|XP_001843542.2|CQUI
OG0007174	LOC6630062|XP_002054284.1|DVIR	LOC6033079|XP_038119183.1|CQUI
OG0007175	LOC6622817|XP_002048147.1|DVIR	LOC6033083|XP_038118027.1|CQUI
OG0007176	LOC6630631|XP_002053629.1|DVIR	LOC6046343|XP_038121115.1|CQUI
OG0007177	LOC6631050|XP_002054635.1|DVIR	LOC6046349|XP_001863566.1|CQUI
OG0007178	LOC6629607|XP_002054672.1|DVIR	LOC6046352|XP_001863569.2|CQUI
OG0007179	LOC6630799|XP_032295083.1|DVIR	LOC6046354|XP_001863571.2|CQUI
OG0007180	LOC6631053|XP_002054638.1|DVIR	LOC6046355|XP_001863572.2|CQUI
OG0007181	LOC6633369|XP_015025678.1|DVIR	LOC6052289|XP_001868580.2|CQUI
OG0007182	LOC6632320|XP_002056503.1|DVIR	LOC6043573|XP_038116337.1|CQUI
OG0007183	LOC6632322|XP_015026155.1|DVIR	LOC6043570|XP_038121534.1|CQUI
OG0007184	LOC6632317|XP_002056502.1|DVIR	LOC6043569|XP_038121532.1|CQUI
OG0007185	LOC6628937|XP_002052752.1|DVIR	LOC6043561|XP_001859930.1|CQUI
OG0007186	LOC6631221|XP_015027248.1|DVIR	LOC6051495|XP_038115684.1|CQUI
OG0007187	LOC6630868|XP_032289811.1|DVIR	LOC6045114|XP_038122188.1|CQUI
OG0007188	LOC6632692|XP_032289774.1|DVIR	LOC6045115|XP_001862519.2|CQUI
OG0007189	LOC6633002|XP_002056360.1|DVIR	LOC6045117|XP_001862522.2|CQUI
OG0007190	LOC6632770|XP_015025854.1|DVIR	LOC6045112|XP_038115331.1|CQUI
OG0007191	LOC6622180|XP_002046830.1|DVIR	LOC6045124|XP_038119942.1|CQUI
OG0007192	LOC6632173|XP_015026660.1|DVIR	LOC6049904|XP_038118980.1|CQUI
OG0007193	LOC6632174|XP_002055272.1|DVIR	LOC6049902|XP_038118089.1|CQUI
OG0007194	LOC6633742|XP_002057027.1|DVIR	LOC6048705|XP_001865583.2|CQUI
OG0007195	LOC6632635|XP_002056636.1|DVIR	LOC6049101|XP_001865911.1|CQUI
OG0007196	LOC6630448|XP_002053723.1|DVIR	LOC6046219|XP_038119138.1|CQUI
OG0007197	LOC6624164|XP_002047877.1|DVIR	LOC6046233|XP_001863461.2|CQUI
OG0007198	LOC6632316|XP_032289557.1|DVIR	LOC6047453|XP_038121279.1|CQUI
OG0007199	LOC6630365|XP_032294838.1|DVIR	LOC6047440|XP_038116568.1|CQUI
OG0007200	LOC6632924|XP_032289490.1|DVIR	LOC6047436|XP_038116488.1|CQUI
OG0007201	LOC6622227|XP_002046919.2|DVIR	LOC6039338|XP_001848962.2|CQUI
OG0007202	LOC6623821|XP_032290961.1|DVIR	LOC6039337|XP_001848961.2|CQUI
OG0007203	LOC6623887|XP_002046250.1|DVIR	LOC6039326|XP_001848954.2|CQUI
OG0007204	LOC6634769|XP_002058008.1|DVIR	LOC6039331|XP_001848957.2|CQUI
OG0007205	LOC6624030|XP_002046249.1|DVIR	LOC6039324|XP_001848952.2|CQUI
OG0007206	LOC6632564|XP_002056323.2|DVIR	LOC6039322|XP_038119226.1|CQUI
OG0007207	LOC6632654|XP_002056460.1|DVIR	LOC6039318|XP_001848948.2|CQUI
OG0007208	LOC6633004|XP_002056362.1|DVIR	LOC6039317|XP_038119229.1|CQUI
OG0007209	LOC6633005|XP_002056363.1|DVIR	LOC6039342|XP_001848946.2|CQUI
OG0007210	LOC6632997|XP_002056498.2|DVIR	LOC6039313|XP_001848945.2|CQUI
OG0007211	LOC6632566|XP_002056325.1|DVIR	LOC6039341|XP_038118936.1|CQUI
OG0007212	LOC6633073|XP_002056145.1|DVIR	LOC6047793|XP_038120000.1|CQUI
OG0007213	LOC6624823|XP_002048981.1|DVIR	LOC6039473|XP_001849077.1|CQUI
OG0007214	LOC6623831|XP_002048547.2|DVIR	LOC6039476|XP_038118879.1|CQUI
OG0007215	LOC6630558|XP_002053276.1|DVIR	LOC6050622|XP_001867195.2|CQUI
OG0007216	LOC6629483|XP_002054078.1|DVIR	LOC6045187|XP_038117409.1|CQUI
OG0007217	LOC6626933|XP_002049240.1|DVIR	LOC6045183|XP_001862578.1|CQUI
OG0007218	LOC6631094|XP_002054054.1|DVIR	LOC6045168|XP_001862567.1|CQUI
OG0007219	LOC6629581|XP_002054873.1|DVIR	LOC6047886|XP_038116171.1|CQUI
OG0007220	LOC6635108|XP_002058668.1|DVIR	LOC6043262|XP_038120890.1|CQUI
OG0007221	LOC6630931|XP_002053484.1|DVIR	LOC6043257|XP_001857988.1|CQUI
OG0007222	LOC6631017|XP_002054293.2|DVIR	LOC6043247|XP_038115844.1|CQUI
OG0007223	LOC6630945|XP_002054047.1|DVIR	LOC6034970|XP_001845226.2|CQUI
OG0007224	LOC6630141|XP_002053624.2|DVIR	LOC6034969|XP_001845225.2|CQUI
OG0007225	LOC6630102|XP_002053694.2|DVIR	LOC6034984|XP_038118572.1|CQUI
OG0007226	LOC6633153|XP_002056602.1|DVIR	LOC6034985|XP_001845235.2|CQUI
OG0007227	LOC6622134|XP_002047006.2|DVIR	LOC6034986|XP_001845236.2|CQUI
OG0007228	LOC6622944|XP_032290763.1|DVIR	LOC6034987|XP_038119877.1|CQUI
OG0007229	LOC6635196|XP_002058471.1|DVIR	LOC6052122|XP_001868438.1|CQUI
OG0007230	LOC6629394|XP_002053574.1|DVIR	LOC6040341|XP_038120787.1|CQUI
OG0007231	LOC6632348|XP_002056710.1|DVIR	LOC6040346|XP_038114820.1|CQUI
OG0007232	LOC6636551|XP_032291507.1|DVIR	LOC6040349|XP_038118675.1|CQUI
OG0007233	LOC6636553|XP_032291510.1|DVIR	LOC6040351|XP_001849754.2|CQUI
OG0007234	LOC6636558|XP_002060062.1|DVIR	LOC6044684|XP_001862159.1|CQUI
OG0007235	LOC6636556|XP_002060060.2|DVIR	LOC6044683|XP_038118764.1|CQUI
OG0007236	LOC6629318|XP_002053537.1|DVIR	LOC6054717|XP_038118576.1|CQUI
OG0007237	LOC6633156|XP_002056605.1|DVIR	LOC6039409|XP_038118575.1|CQUI
OG0007238	LOC6636207|XP_002059697.1|DVIR	LOC6039788|XP_038121675.1|CQUI
OG0007239	LOC6629380|XP_002053544.2|DVIR	LOC6051110|XP_038120264.1|CQUI
OG0007240	LOC6630282|XP_032295100.1|DVIR	LOC6051116|XP_038116031.1|CQUI
OG0007241	LOC6634587|XP_002058088.1|DVIR	LOC6042885|XP_001870854.2|CQUI
OG0007242	LOC6634589|XP_032296174.1|DVIR	LOC6053665|XP_038116260.1|CQUI
OG0007243	LOC6633647|XP_015025567.1|DVIR	LOC6054206|XP_038120597.1|CQUI
OG0007244	LOC6632484|XP_002056297.2|DVIR	LOC6052121|XP_001868439.2|CQUI
OG0007245	LOC6631280|XP_002054064.1|DVIR	LOC6035000|XP_038115745.1|CQUI
OG0007246	LOC6633122|XP_002056065.1|DVIR	LOC6035010|XP_038119415.1|CQUI
OG0007247	LOC6626367|XP_015030094.1|DVIR	LOC6035022|XP_038115522.1|CQUI
OG0007248	LOC6633587|XP_002057265.1|DVIR	LOC6051462|XP_001867900.2|CQUI
OG0007249	LOC6631354|XP_032295995.1|DVIR	LOC6050290|XP_038121343.1|CQUI
OG0007250	LOC6636127|XP_002059628.1|DVIR	LOC6038163|XP_001847996.2|CQUI
OG0007251	LOC6629261|XP_002054678.1|DVIR	LOC6038159|XP_038115493.1|CQUI
OG0007252	LOC6630516|XP_002054016.3|DVIR	LOC6038154|XP_038121561.1|CQUI
OG0007253	LOC6622146|XP_032290274.1|DVIR	LOC6038144|XP_038121184.1|CQUI
OG0007254	LOC6629356|XP_032292771.1|DVIR	LOC6049546|XP_038119000.1|CQUI
OG0007255	LOC6631558|XP_002055435.1|DVIR	LOC6041226|XP_001850518.1|CQUI
OG0007256	LOC6631051|XP_002054636.1|DVIR	LOC6041230|XP_001850522.1|CQUI
OG0007257	LOC6630892|XP_002053138.1|DVIR	LOC6041225|XP_038116560.1|CQUI
OG0007258	LOC6630893|XP_032289471.1|DVIR	LOC6041217|XP_038116326.1|CQUI
OG0007259	LOC6635596|XP_032296161.1|DVIR	LOC6050950|XP_038121571.1|CQUI
OG0007260	LOC6635595|XP_002059020.1|DVIR	LOC6050949|XP_038121290.1|CQUI
OG0007261	LOC6625224|XP_002050104.2|DVIR	LOC6054034|XP_001870014.2|CQUI
OG0007262	LOC6633532|XP_002057360.1|DVIR	LOC6049610|XP_038115906.1|CQUI
OG0007263	LOC6636263|XP_002059732.2|DVIR	LOC6052876|XP_001869064.2|CQUI
OG0007264	LOC6622448|XP_015030572.1|DVIR	LOC6049885|XP_038117772.1|CQUI
OG0007265	LOC6633546|XP_002057243.1|DVIR	LOC6052590|XP_001868830.2|CQUI
OG0007266	LOC6629990|XP_002054172.3|DVIR	LOC6040338|XP_038120783.1|CQUI
OG0007267	LOC6629360|XP_002053569.1|DVIR	LOC6040299|XP_001849726.1|CQUI
OG0007268	LOC6625784|XP_015029809.1|DVIR	LOC119769781|XP_038119310.1|CQUI
OG0007269	LOC6635482|XP_002059011.2|DVIR	LOC6047744|XP_038121230.1|CQUI
OG0007270	LOC6630169|XP_032295260.1|DVIR	LOC6047737|XP_038120862.1|CQUI
OG0007271	LOC6632486|XP_002056299.1|DVIR	LOC6047735|XP_001864754.2|CQUI
OG0007272	LOC6622121|XP_002047005.1|DVIR	LOC6047734|XP_001864753.2|CQUI
OG0007273	LOC6632561|XP_032289655.1|DVIR	LOC6047731|XP_038116566.1|CQUI
OG0007274	LOC6630092|XP_002054259.2|DVIR	LOC6047729|XP_001864748.1|CQUI
OG0007275	LOC6624241|XP_015030905.1|DVIR	LOC6047725|XP_001864746.2|CQUI
OG0007276	LOC6623072|XP_002046565.1|DVIR	LOC6047724|XP_001864745.2|CQUI
OG0007277	LOC6624219|XP_032290909.1|DVIR	LOC6048466|XP_038116178.1|CQUI
OG0007278	LOC6624232|XP_002047873.1|DVIR	LOC6048493|XP_038116885.1|CQUI
OG0007279	LOC6624101|XP_032290968.1|DVIR	LOC6048492|XP_038116085.1|CQUI
OG0007280	LOC6623758|XP_032290564.1|DVIR	LOC6048494|XP_038116124.1|CQUI
