Orthogroup	DVIR.longest_only	HILL.longest_only
OG0007491	LOC6633551|XP_032295945.1|DVIR	LOC119654427|XP_037915747.1|HILL
OG0007492	LOC6625420|XP_002049782.1|DVIR	LOC119655476|XP_037917305.1|HILL
OG0007493	LOC6634605|XP_032296388.1|DVIR	LOC119655130|XP_037916793.1|HILL
OG0007494	LOC6634210|XP_002057803.1|DVIR	LOC119651491|XP_037911033.1|HILL
OG0007495	LOC6631700|XP_002054970.1|DVIR	LOC119653796|XP_037914736.1|HILL
OG0007496	LOC6622124|XP_015030429.1|DVIR	LOC119648858|XP_037906668.1|HILL
OG0007497	LOC6622186|XP_002047853.2|DVIR	LOC119648860|XP_037906673.1|HILL
OG0007498	LOC6622172|XP_032290602.1|DVIR	LOC119647494|XP_037904380.1|HILL
OG0007499	LOC6623727|XP_002047616.1|DVIR	LOC119650363|XP_037908981.1|HILL
OG0007500	LOC6624728|XP_002047615.1|DVIR	LOC119650364|XP_037908983.1|HILL
OG0007501	LOC6622747|XP_015031353.1|DVIR	LOC119650088|XP_037908525.1|HILL
OG0007502	LOC26531133|XP_015030289.1|DVIR	LOC119654968|XP_037916556.1|HILL
OG0007503	LOC6635727|XP_002059142.1|DVIR	LOC119656307|XP_037918677.1|HILL
OG0007504	LOC6624362|XP_032290367.1|DVIR	LOC119649458|XP_037907540.1|HILL
OG0007505	LOC6622646|XP_002047991.1|DVIR	LOC119648276|XP_037905860.1|HILL
OG0007506	LOC6622723|XP_002047993.1|DVIR	LOC119650040|XP_037908450.1|HILL
OG0007507	LOC6629208|XP_002052627.1|DVIR	LOC119654890|XP_037916434.1|HILL
OG0007508	LOC6628504|XP_002051839.1|DVIR	LOC119656699|XP_037919133.1|HILL
OG0007509	LOC6634225|XP_002057674.1|DVIR	LOC119654720|XP_037916168.1|HILL
OG0007510	LOC6624989|XP_002048920.2|DVIR	LOC119655842|XP_037917882.1|HILL
OG0007511	LOC6634364|XP_002057705.1|DVIR	LOC119655617|XP_037917514.1|HILL
OG0007512	LOC26530583|XP_015026250.1|DVIR	LOC119654132|XP_037915222.1|HILL
OG0007513	LOC6627600|XP_002052831.1|DVIR	LOC119660466|XP_037924967.1|HILL
OG0007514	LOC6636852|XP_002060282.2|DVIR	LOC119648552|XP_037906250.1|HILL, LOC119648551|XP_037906249.1|HILL
OG0007515	LOC6635645|XP_002059191.1|DVIR	LOC119661488|XP_037926780.1|HILL
OG0007516	LOC6628180|XP_002052914.1|DVIR	LOC119647058|XP_037903742.1|HILL
OG0007517	LOC6624090|XP_032291090.1|DVIR	LOC119649362|XP_037907403.1|HILL
OG0007518	LOC6627193|XP_002049438.1|DVIR	LOC119654422|XP_037915742.1|HILL
OG0007519	LOC6625688|XP_002049814.3|DVIR	LOC119656225|XP_037918552.1|HILL
OG0007520	LOC6633363|XP_032296570.1|DVIR	LOC119656052|XP_037918245.1|HILL
OG0007521	LOC6631729|XP_002055576.1|DVIR	LOC119653655|XP_037914404.1|HILL
OG0007522	LOC6634780|XP_002058206.1|DVIR	LOC119655523|XP_037917361.1|HILL
OG0007523	LOC6625860|XP_015029495.1|DVIR	LOC119655144|XP_037916811.1|HILL
OG0007524	LOC6628506|XP_002051841.1|DVIR	LOC119655172|XP_037916850.1|HILL
OG0007525	LOC6634344|XP_002057472.1|DVIR	LOC119655479|XP_037917307.1|HILL
OG0007526	LOC6631014|XP_002054290.1|DVIR	LOC119659297|XP_037923236.1|HILL
OG0007527	LOC6622497|XP_002047225.2|DVIR	LOC119654352|XP_037915624.1|HILL
OG0007528	LOC6625802|XP_032293381.1|DVIR	LOC119654354|XP_037915626.1|HILL
OG0007529	LOC6624743|XP_002049703.1|DVIR	LOC119655311|XP_037917069.1|HILL
OG0007530	LOC6635262|XP_002058741.1|DVIR	LOC119660905|XP_037925779.1|HILL
OG0007532	LOC6625921|XP_002049460.1|DVIR	LOC119655590|XP_037917461.1|HILL
OG0007533	LOC6624720|XP_002048122.1|DVIR	LOC119647442|XP_037904292.1|HILL, LOC119647441|XP_037904289.1|HILL
OG0007534	LOC6623043|XP_002048057.1|DVIR	LOC119649574|XP_037907707.1|HILL
OG0007535	LOC6624336|XP_002047632.1|DVIR	LOC119649242|XP_037907236.1|HILL
OG0007536	LOC6629867|XP_002053344.1|DVIR	LOC119659281|XP_037923217.1|HILL
OG0007537	LOC6624625|XP_032290432.1|DVIR	LOC119647532|XP_037904441.1|HILL
OG0007538	LOC6624635|XP_032290377.1|DVIR	LOC119648144|XP_037905621.1|HILL
OG0007539	LOC6628396|XP_032294381.1|DVIR	LOC119652418|XP_037912469.1|HILL
OG0007540	LOC6631056|XP_002054222.1|DVIR	LOC119652696|XP_037912903.1|HILL
OG0007541	LOC6626317|XP_002049524.1|DVIR	LOC119655504|XP_037917335.1|HILL
OG0007542	LOC6626592|XP_002049028.1|DVIR	LOC119653654|XP_037914403.1|HILL
OG0007543	LOC6636258|XP_032290070.1|DVIR	LOC119660735|XP_037925335.1|HILL
OG0007544	LOC6624261|XP_002048516.1|DVIR	LOC119647415|XP_037904224.1|HILL
OG0007545	LOC6628392|XP_002051191.1|DVIR	LOC119660393|XP_037924859.1|HILL
OG0007546	LOC6630936|XP_002053489.1|DVIR	LOC119655851|XP_037917897.1|HILL
OG0007547	LOC6625782|XP_002049580.1|DVIR	LOC119654313|XP_037915564.1|HILL
OG0007548	LOC6622995|XP_015030715.1|DVIR	LOC119647435|XP_037904280.1|HILL
OG0007549	LOC6622620|XP_002048143.1|DVIR	LOC119649910|XP_037908237.1|HILL
OG0007550	LOC6622587|XP_002047968.1|DVIR	LOC119653715|XP_037914524.1|HILL
OG0007551	LOC6626308|XP_032292119.1|DVIR	LOC119654647|XP_037916055.1|HILL
OG0007552	LOC6628726|XP_015028568.1|DVIR	LOC119653518|XP_037914117.1|HILL
OG0007553	LOC6627322|XP_002051698.1|DVIR	LOC119655974|XP_037918137.1|HILL
OG0007554	LOC6623799|XP_002046349.1|DVIR	LOC119648031|XP_037905384.1|HILL
OG0007555	LOC6626492|XP_002049317.1|DVIR	LOC119654487|XP_037915837.1|HILL
OG0007556	LOC6627196|XP_002049441.1|DVIR	LOC119656185|XP_037918463.1|HILL
OG0007557	LOC6626002|XP_015029771.1|DVIR	LOC119653643|XP_037914382.1|HILL
OG0007558	LOC6626850|XP_032292163.1|DVIR	LOC119654874|XP_037916397.1|HILL
OG0007559	LOC6629197|XP_002051599.1|DVIR	LOC119649477|XP_037907572.1|HILL
OG0007560	LOC6624485|XP_002048114.1|DVIR	LOC119650248|XP_037908766.1|HILL
OG0007561	LOC6622095|XP_032290545.1|DVIR	LOC119649216|XP_037907203.1|HILL
OG0007562	LOC6622298|XP_002047913.1|DVIR	LOC119648907|XP_037906740.1|HILL
OG0007563	LOC6624439|XP_002048397.1|DVIR	LOC119648397|XP_037906066.1|HILL
OG0007564	LOC6624457|XP_002047470.1|DVIR	LOC119648855|XP_037906660.1|HILL
OG0007565	LOC6629492|XP_032288741.1|DVIR	LOC119651474|XP_037911012.1|HILL
OG0007566	LOC6626957|XP_002049409.2|DVIR	LOC119646382|XP_037902754.1|HILL
OG0007567	LOC6630477|XP_032294116.1|DVIR	LOC119652285|XP_037912206.1|HILL
OG0007568	LOC6626992|XP_002049232.1|DVIR	LOC119654870|XP_037916392.1|HILL
OG0007569	LOC6626046|XP_002049144.1|DVIR	LOC119654862|XP_037916375.1|HILL
OG0007570	LOC6626993|XP_015029494.1|DVIR	LOC119654415|XP_037915730.1|HILL
OG0007571	LOC6626859|XP_002049230.2|DVIR	LOC119655182|XP_037916867.1|HILL
OG0007572	LOC6627134|XP_002048952.2|DVIR	LOC119655689|XP_037917621.1|HILL
OG0007573	LOC6627191|XP_002049933.1|DVIR	LOC119653877|XP_037914921.1|HILL
OG0007574	LOC6627089|XP_032291764.1|DVIR	LOC119654520|XP_037915889.1|HILL
OG0007575	LOC6627154|XP_032293226.1|DVIR	LOC119654515|XP_037915881.1|HILL
OG0007576	LOC6631402|XP_002055672.1|DVIR	LOC119654916|XP_037916483.1|HILL
OG0007577	LOC6633879|XP_032295842.1|DVIR	LOC119653777|XP_037914707.1|HILL
OG0007578	LOC6627865|XP_002052262.3|DVIR	LOC119654232|XP_037915383.1|HILL
OG0007579	LOC6625652|XP_002049869.1|DVIR	LOC119655889|XP_037917964.1|HILL
OG0007581	LOC6627702|XP_002051986.1|DVIR	LOC119654229|XP_037915379.1|HILL
OG0007582	LOC6633052|XP_002056760.2|DVIR	LOC119649640|XP_037907820.1|HILL
OG0007583	LOC6626955|XP_002049407.2|DVIR	LOC119654259|XP_037915452.1|HILL
OG0007584	LOC6634487|XP_032296249.1|DVIR	LOC119653807|XP_037914758.1|HILL
OG0007585	LOC6622598|XP_002047701.1|DVIR	LOC119653421|XP_037913926.1|HILL
OG0007586	LOC6634318|XP_002057458.1|DVIR	LOC119656029|XP_037918221.1|HILL
OG0007587	LOC6626558|XP_032292861.1|DVIR	LOC119654652|XP_037916068.1|HILL
OG0007588	LOC6629164|XP_002052367.1|DVIR	LOC119654804|XP_037916286.1|HILL
OG0007589	LOC6631888|XP_002055489.3|DVIR	LOC119660580|XP_037925161.1|HILL
OG0007590	LOC6624250|XP_032290733.1|DVIR	LOC119648102|XP_037905538.1|HILL
OG0007591	LOC6625111|XP_002049285.1|DVIR	LOC119654361|XP_037915634.1|HILL
OG0007592	LOC6625492|XP_002048829.1|DVIR	LOC119656141|XP_037918401.1|HILL
OG0007593	LOC6633683|XP_032295553.1|DVIR	LOC119660929|XP_037925840.1|HILL
OG0007594	LOC6626734|XP_002049278.2|DVIR	LOC119655114|XP_037916764.1|HILL
OG0007595	LOC6626043|XP_002049141.1|DVIR	LOC119655969|XP_037918130.1|HILL
OG0007596	LOC6624510|XP_032290678.1|DVIR	LOC119649582|XP_037907714.1|HILL
OG0007597	LOC6624214|XP_002048670.1|DVIR	LOC119649247|XP_037907242.1|HILL
OG0007598	LOC6625297|XP_002049259.2|DVIR	LOC119655750|XP_037917730.1|HILL
OG0007599	LOC116650070|XP_032289309.1|DVIR, LOC6622370|XP_002047492.1|DVIR	LOC119649423|XP_037907498.1|HILL
OG0007600	LOC6622417|XP_002047496.1|DVIR	LOC119648338|XP_037905961.1|HILL
OG0007601	LOC6622510|XP_032290811.1|DVIR	LOC119649735|XP_037907946.1|HILL
OG0007602	LOC6624180|XP_002048652.1|DVIR	LOC119648838|XP_037906642.1|HILL
OG0007603	LOC6624187|XP_032289945.1|DVIR	LOC119648043|XP_037905408.1|HILL
OG0007604	LOC6636831|XP_032291529.1|DVIR	LOC119649750|XP_037907968.1|HILL
OG0007605	LOC6622504|XP_032290669.1|DVIR	LOC119649661|XP_037907845.1|HILL
OG0007606	LOC6623593|XP_015030397.1|DVIR	LOC119647657|XP_037904655.1|HILL
OG0007607	LOC6630903|XP_032294943.1|DVIR	LOC119648101|XP_037905533.1|HILL
OG0007608	LOC6622097|XP_002048078.1|DVIR	LOC119650047|XP_037908459.1|HILL
OG0007609	LOC6631755|XP_002054923.1|DVIR	LOC119649317|XP_037907348.1|HILL
OG0007610	LOC6626743|XP_032293048.1|DVIR	LOC119653604|XP_037914288.1|HILL
OG0007611	LOC6636242|XP_015024054.1|DVIR	LOC119661003|XP_037926037.1|HILL
OG0007612	LOC6625929|XP_002049298.1|DVIR	LOC119654302|XP_037915536.1|HILL
OG0007613	LOC6626562|XP_002049812.3|DVIR	LOC119654806|XP_037916290.1|HILL
OG0007614	LOC6623189|XP_002046103.1|DVIR	LOC119655434|XP_037917255.1|HILL
OG0007615	LOC6623080|XP_002047262.1|DVIR	LOC119654842|XP_037916348.1|HILL
OG0007616	LOC6630478|XP_002053754.1|DVIR	LOC119652252|XP_037912161.1|HILL
OG0007617	LOC6624046|XP_032289975.1|DVIR	LOC119649861|XP_037908159.1|HILL
OG0007618	LOC6623062|XP_032290663.1|DVIR	LOC119647565|XP_037904487.1|HILL
OG0007619	LOC6622539|XP_015030560.1|DVIR	LOC119649934|XP_037908281.1|HILL
OG0007620	LOC6624387|XP_032290003.1|DVIR	LOC119647742|XP_037904780.1|HILL
OG0007621	LOC6625684|XP_002050317.1|DVIR	LOC119661752|XP_037927150.1|HILL
OG0007622	LOC6624563|XP_015031514.2|DVIR	LOC119648869|XP_037906684.1|HILL
OG0007623	LOC6623071|XP_032290667.1|DVIR	LOC119650256|XP_037908776.1|HILL
OG0007624	LOC6622779|XP_002048083.1|DVIR	LOC119649418|XP_037907485.1|HILL
OG0007625	LOC6623394|XP_032289881.1|DVIR	LOC119647410|XP_037904214.1|HILL
OG0007626	LOC6622735|XP_002047031.1|DVIR	LOC119647925|XP_037905184.1|HILL
OG0007627	LOC6622715|XP_002047030.1|DVIR	LOC119648883|XP_037906707.1|HILL
OG0007628	LOC6636234|XP_002059748.1|DVIR	LOC119660854|XP_037925678.1|HILL
OG0007629	LOC6624463|XP_002046602.1|DVIR	LOC119651470|XP_037911006.1|HILL
OG0007630	LOC6630538|XP_002054603.3|DVIR	LOC119650976|XP_037910167.1|HILL
OG0007631	LOC6633211|XP_002055976.1|DVIR	LOC119659254|XP_037923172.1|HILL
OG0007632	LOC26531257|XP_032289262.1|DVIR, LOC116650579|XP_032290494.1|DVIR	LOC119649099|XP_037907030.1|HILL
OG0007633	LOC6628338|XP_032294491.1|DVIR	LOC119646244|XP_037902565.1|HILL
OG0007634	LOC6635211|XP_032295123.1|DVIR	LOC119651618|XP_037911201.1|HILL
OG0007635	LOC6634335|XP_002057463.2|DVIR	LOC119648232|XP_037905780.1|HILL
OG0007636	LOC6623997|XP_002047588.2|DVIR	LOC119657877|XP_037920936.1|HILL
OG0007637	LOC6629073|XP_002052375.1|DVIR	LOC119650687|XP_037909577.1|HILL
OG0007638	LOC6635929|XP_032292495.1|DVIR	LOC119647120|XP_037903834.1|HILL
OG0007639	LOC116649736|XP_032296490.1|DVIR	LOC119658679|XP_037922171.1|HILL
OG0007640	LOC6626107|XP_002050511.1|DVIR	LOC119647025|XP_037903690.1|HILL
OG0007641	LOC6629440|XP_002053157.1|DVIR	LOC119652602|XP_037912761.1|HILL
OG0007642	LOC6626502|XP_002050871.1|DVIR, LOC6626366|XP_002050695.1|DVIR	LOC119653805|XP_037914752.1|HILL
OG0007643	LOC6631100|XP_032291097.1|DVIR	LOC119661360|XP_037926597.1|HILL, LOC119661361|XP_037926598.1|HILL, LOC119657460|XP_037920308.1|HILL
OG0007644	LOC6630946|XP_002054048.1|DVIR	LOC119659599|XP_037923695.1|HILL
OG0007647	LOC6628324|XP_032293662.1|DVIR	LOC119656012|XP_037918189.1|HILL
OG0007648	LOC6627176|XP_002050394.2|DVIR	LOC119653318|XP_037913833.1|HILL
OG0007649	LOC6623445|XP_002047281.1|DVIR	LOC119649302|XP_037907327.1|HILL
OG0007650	LOC6626400|XP_002049137.3|DVIR	LOC119646716|XP_037903222.1|HILL, LOC119646687|XP_037903175.1|HILL
OG0007651	LOC26531350|XP_032296644.1|DVIR	LOC119649095|XP_037907025.1|HILL
OG0007653	LOC116650469|XP_032290030.1|DVIR, LOC6622547|XP_002048436.1|DVIR	LOC119660595|XP_037925197.1|HILL
OG0007664	LOC6630004|XP_002054766.2|DVIR	LOC119653146|XP_037913608.1|HILL
OG0007665	LOC6631934|XP_002055481.2|DVIR, LOC116652020|XP_032295559.1|DVIR	LOC119656492|XP_037918749.1|HILL
OG0007666	LOC6631832|XP_032295848.1|DVIR	LOC119656910|XP_037919528.1|HILL
OG0007667	LOC6631313|XP_002055056.1|DVIR	LOC119657442|XP_037920281.1|HILL
OG0007668	LOC6634313|XP_002057563.1|DVIR	LOC119657016|XP_037919690.1|HILL
OG0007669	LOC6631857|XP_032295556.1|DVIR	LOC119657676|XP_037920631.1|HILL
OG0007670	LOC6631856|XP_002055200.1|DVIR	LOC119657675|XP_037920629.1|HILL
OG0007671	LOC6632121|XP_002055259.1|DVIR	LOC119657155|XP_037919860.1|HILL
OG0007672	LOC6632059|XP_002055112.1|DVIR	LOC119657123|XP_037919815.1|HILL
OG0007673	LOC6629756|XP_002053898.3|DVIR	LOC119657769|XP_037920768.1|HILL
OG0007674	LOC6632172|XP_032295987.1|DVIR	LOC119658306|XP_037921537.1|HILL
OG0007675	LOC6631532|XP_002055339.1|DVIR	LOC119656615|XP_037918983.1|HILL
OG0007676	LOC6635453|XP_002059055.1|DVIR	LOC119656730|XP_037919193.1|HILL
OG0007677	LOC6633632|XP_002057276.2|DVIR	LOC119656703|XP_037919140.1|HILL
OG0007678	LOC6631910|XP_002055591.1|DVIR	LOC119646697|XP_037903189.1|HILL
OG0007679	LOC6631914|XP_002055595.1|DVIR	LOC119656735|XP_037919205.1|HILL
OG0007680	LOC6634189|XP_015025182.1|DVIR	LOC119650741|XP_037909738.1|HILL
OG0007681	LOC6632227|XP_002055875.1|DVIR	LOC119652053|XP_037911919.1|HILL
OG0007682	LOC6631477|XP_032295896.1|DVIR	LOC119657355|XP_037920157.1|HILL
OG0007683	LOC6634489|XP_002058227.1|DVIR, LOC116652290|XP_032296487.1|DVIR	LOC119656569|XP_037918883.1|HILL
OG0007684	LOC6631530|XP_002055337.1|DVIR	LOC119657876|XP_037920935.1|HILL
OG0007685	LOC6632155|XP_032295571.1|DVIR	LOC119657760|XP_037920749.1|HILL
OG0007686	LOC6631415|XP_002055424.1|DVIR	LOC119656521|XP_037918792.1|HILL
OG0007687	LOC6634396|XP_032296275.1|DVIR	LOC119656702|XP_037919139.1|HILL
OG0007688	LOC6635010|XP_002058654.1|DVIR	LOC119651945|XP_037911726.1|HILL
OG0007689	LOC6631966|XP_002055229.1|DVIR	LOC119657558|XP_037920444.1|HILL
OG0007690	LOC6631389|XP_015026605.1|DVIR	LOC119657128|XP_037919820.1|HILL
OG0007691	LOC6632934|XP_002056121.1|DVIR	LOC119657427|XP_037920261.1|HILL
OG0007692	LOC6631456|XP_002055544.2|DVIR	LOC119658454|XP_037921788.1|HILL
OG0007693	LOC6631539|XP_002055063.1|DVIR	LOC119657781|XP_037920783.1|HILL
OG0007694	LOC6623089|XP_002048238.1|DVIR	LOC119657987|XP_037921132.1|HILL
OG0007695	LOC6633644|XP_032289088.1|DVIR	LOC119656833|XP_037919409.1|HILL
OG0007696	LOC6622846|XP_002048026.2|DVIR	LOC119661267|XP_037926453.1|HILL
OG0007697	LOC6622215|XP_002046087.1|DVIR	LOC119657993|XP_037921139.1|HILL
OG0007698	LOC6633828|XP_002057107.2|DVIR	LOC119656829|XP_037919403.1|HILL
OG0007699	LOC6634653|XP_002058106.2|DVIR	LOC119658419|XP_037921742.1|HILL
OG0007700	LOC6633396|XP_002057206.1|DVIR	LOC119656810|XP_037919356.1|HILL
OG0007701	LOC6633608|XP_032289038.1|DVIR	LOC119657538|XP_037920409.1|HILL
OG0007702	LOC6631448|XP_002054959.1|DVIR	LOC119657661|XP_037920616.1|HILL
OG0007703	LOC6634531|XP_002057960.2|DVIR	LOC119657171|XP_037919886.1|HILL
OG0007705	LOC6636720|XP_002060193.1|DVIR	LOC119657130|XP_037919828.1|HILL
OG0007706	LOC6635496|XP_002059085.2|DVIR	LOC119658362|XP_037921650.1|HILL
OG0007707	LOC6631926|XP_032295584.1|DVIR	LOC119658368|XP_037921657.1|HILL
OG0007708	LOC6632141|XP_015026433.2|DVIR	LOC119656638|XP_037919009.1|HILL
OG0007709	LOC6636142|XP_002059536.2|DVIR	LOC119657083|XP_037919767.1|HILL
OG0007710	LOC6631429|XP_002055537.2|DVIR	LOC119647545|XP_037904467.1|HILL
OG0007711	LOC6631983|XP_002055608.1|DVIR	LOC119646817|XP_037903359.1|HILL
OG0007712	LOC6634444|XP_002058059.1|DVIR	LOC119661459|XP_037926745.1|HILL
OG0007713	LOC6633728|XP_032296623.1|DVIR	LOC119657303|XP_037920076.1|HILL
OG0007714	LOC6631589|XP_002055441.1|DVIR	LOC119657764|XP_037920760.1|HILL
OG0007715	LOC6631675|XP_002055001.1|DVIR	LOC119656933|XP_037919555.1|HILL
OG0007716	LOC6631949|XP_002055401.3|DVIR	LOC119657082|XP_037919766.1|HILL
OG0007717	LOC6632918|XP_002055921.2|DVIR	LOC119658603|XP_037922002.1|HILL
OG0007718	LOC6634694|XP_002058305.1|DVIR	LOC119658300|XP_037921528.1|HILL
OG0007719	LOC6631897|XP_015026641.1|DVIR	LOC119656594|XP_037918933.1|HILL
OG0007720	LOC6631862|XP_032295869.1|DVIR	LOC119657742|XP_037920714.1|HILL
OG0007721	LOC6631564|XP_015026360.1|DVIR	LOC119656655|XP_037919050.1|HILL
OG0007722	LOC6631566|XP_002055553.2|DVIR	LOC119657430|XP_037920260.1|HILL
OG0007723	LOC6631618|XP_032295954.1|DVIR	LOC119657517|XP_037920387.1|HILL
OG0007724	LOC6627853|XP_002052848.1|DVIR	LOC119658359|XP_037921647.1|HILL
OG0007725	LOC6631785|XP_032295724.1|DVIR	LOC119657265|XP_037920024.1|HILL
OG0007726	LOC6636021|XP_002059545.1|DVIR	LOC119658259|XP_037921478.1|HILL
OG0007727	LOC6636140|XP_002059534.1|DVIR	LOC119657415|XP_037920241.1|HILL
OG0007728	LOC6636045|XP_032295971.1|DVIR	LOC119655240|XP_037916956.1|HILL
OG0007729	LOC6636171|XP_002059557.1|DVIR	LOC119656857|XP_037919438.1|HILL
OG0007730	LOC6636044|XP_002059571.1|DVIR	LOC119657780|XP_037920779.1|HILL
OG0007731	LOC6624531|XP_015031245.1|DVIR	LOC119656950|XP_037919591.1|HILL
OG0007732	LOC6632057|XP_002055110.1|DVIR	LOC119657288|XP_037920063.1|HILL
OG0007733	LOC6631985|XP_002055610.1|DVIR	LOC119657680|XP_037920638.1|HILL
OG0007734	LOC6631989|XP_002055614.1|DVIR	LOC119656598|XP_037918953.1|HILL
OG0007735	LOC6631305|XP_002055048.1|DVIR	LOC119657688|XP_037920646.1|HILL
OG0007736	LOC6634687|XP_032289214.1|DVIR	LOC119657692|XP_037920652.1|HILL
OG0007737	LOC6629966|XP_015027598.1|DVIR	LOC119659423|XP_037923428.1|HILL
OG0007738	LOC6630958|XP_015027762.1|DVIR	LOC119658817|XP_037922473.1|HILL
OG0007739	LOC6631646|XP_002055365.2|DVIR	LOC119657961|XP_037921091.1|HILL
OG0007740	LOC6633417|XP_032296305.1|DVIR	LOC119656728|XP_037919187.1|HILL
OG0007741	LOC6636088|XP_032296154.1|DVIR	LOC119657759|XP_037920747.1|HILL
OG0007742	LOC6636672|XP_002060150.1|DVIR	LOC119657409|XP_037920230.1|HILL
OG0007743	LOC6633134|XP_032288805.1|DVIR	LOC119651866|XP_037911602.1|HILL
OG0007744	LOC26531712|XP_015031785.1|DVIR	LOC119658241|XP_037921447.1|HILL
OG0007745	LOC6632591|XP_032289445.1|DVIR	LOC119650613|XP_037909422.1|HILL
OG0007746	LOC6631273|XP_002054057.1|DVIR	LOC119658050|XP_037921222.1|HILL
OG0007747	LOC6636161|XP_032296225.1|DVIR	LOC119657105|XP_037919790.1|HILL
OG0007748	LOC6631900|XP_032295929.1|DVIR	LOC119658263|XP_037921483.1|HILL
OG0007749	LOC6634528|XP_002057957.1|DVIR	LOC119658252|XP_037921464.1|HILL
OG0007750	LOC6630200|XP_032296222.1|DVIR	LOC119661635|XP_037926986.1|HILL
OG0007751	LOC6628194|XP_002052853.1|DVIR	LOC119657080|XP_037919763.1|HILL
OG0007753	LOC6631828|XP_002055470.1|DVIR	LOC119657289|XP_037920064.1|HILL
OG0007754	LOC6631874|XP_002055031.1|DVIR	LOC119656869|XP_037919455.1|HILL
OG0007755	LOC6631750|XP_002055029.2|DVIR	LOC119657470|XP_037920317.1|HILL
OG0007756	LOC6633689|XP_002057006.2|DVIR	LOC119657613|XP_037920539.1|HILL
OG0007757	LOC6633388|XP_032296392.1|DVIR	LOC119658060|XP_037921241.1|HILL
OG0007758	LOC6634211|XP_002057804.2|DVIR	LOC119650774|XP_037909807.1|HILL
OG0007759	LOC6629496|XP_002054516.1|DVIR	LOC119657321|XP_037920109.1|HILL
OG0007760	LOC6631775|XP_032296015.1|DVIR	LOC119657805|XP_037920829.1|HILL
OG0007761	LOC6631449|XP_002055025.3|DVIR	LOC119657325|XP_037920115.1|HILL
OG0007762	LOC6631469|XP_002055026.1|DVIR	LOC119658488|XP_037921875.1|HILL
OG0007763	LOC6628198|XP_002052857.3|DVIR	LOC119657571|XP_037920464.1|HILL
OG0007764	LOC6633725|XP_002057090.2|DVIR	LOC119656885|XP_037919482.1|HILL
OG0007765	LOC6633724|XP_002057089.1|DVIR	LOC119657356|XP_037920158.1|HILL
OG0007766	LOC6632252|XP_015026047.1|DVIR	LOC119657701|XP_037920668.1|HILL
OG0007767	LOC6636208|XP_032290092.1|DVIR	LOC119660996|XP_037926012.1|HILL
OG0007768	LOC6631773|XP_002055181.1|DVIR	LOC119657039|XP_037919721.1|HILL
OG0007769	LOC6634768|XP_002058007.1|DVIR	LOC119656909|XP_037919527.1|HILL
OG0007770	LOC6634770|XP_015025035.1|DVIR	LOC119658044|XP_037921213.1|HILL
OG0007771	LOC6628657|XP_002051507.2|DVIR	LOC119657679|XP_037920636.1|HILL
OG0007772	LOC6633572|XP_002057076.1|DVIR	LOC119656659|XP_037919065.1|HILL
OG0007773	LOC6628919|XP_002051387.1|DVIR	LOC119652861|XP_037913145.1|HILL, LOC119652495|XP_037912605.1|HILL
OG0007774	LOC6623059|XP_002046678.1|DVIR	LOC119658485|XP_037921858.1|HILL
OG0007775	LOC6631663|XP_002054941.1|DVIR	LOC119658043|XP_037921212.1|HILL
OG0007776	LOC6632002|XP_002055094.2|DVIR	LOC119657820|XP_037920862.1|HILL
OG0007777	LOC6631826|XP_032295850.1|DVIR	LOC119656662|XP_037919069.1|HILL
OG0007778	LOC6634460|XP_002057948.2|DVIR	LOC119658513|XP_037921914.1|HILL
OG0007779	LOC6623872|XP_002046231.1|DVIR	LOC119659385|XP_037923372.1|HILL
OG0007780	LOC6636695|XP_002060115.1|DVIR	LOC119657690|XP_037920648.1|HILL
OG0007781	LOC6634645|XP_032296453.1|DVIR	LOC119656511|XP_037918775.1|HILL
OG0007782	LOC6633704|XP_002057299.1|DVIR	LOC119657747|XP_037920722.1|HILL
OG0007783	LOC6634509|XP_002058279.1|DVIR	LOC119656540|XP_037918813.1|HILL
OG0007784	LOC6631034|XP_002054125.2|DVIR	LOC119660808|XP_037925576.1|HILL
OG0007785	LOC6633482|XP_032296622.1|DVIR, LOC116649957|XP_032289131.1|DVIR	LOC119648537|XP_037906235.1|HILL
OG0007786	LOC6628305|XP_032294257.1|DVIR	LOC119661211|XP_037926362.1|HILL
OG0007787	LOC6635215|XP_032294790.1|DVIR	LOC119652680|XP_037912880.1|HILL
OG0007788	LOC6630566|XP_002054383.1|DVIR	LOC119657933|XP_037921049.1|HILL
OG0007789	LOC6635142|XP_032294903.1|DVIR	LOC119651000|XP_037910215.1|HILL
OG0007790	LOC6632759|XP_032288739.1|DVIR	LOC119653098|XP_037913534.1|HILL
OG0007791	LOC6632213|XP_015025929.1|DVIR	LOC119650903|XP_037910018.1|HILL
OG0007792	LOC6634427|XP_002057939.1|DVIR	LOC119656927|XP_037919548.1|HILL
OG0007793	LOC6629960|XP_002053618.2|DVIR	LOC119658768|XP_037922393.1|HILL
OG0007794	LOC6634682|XP_002057998.1|DVIR	LOC119660985|XP_037926001.1|HILL
OG0007795	LOC6633791|XP_002056963.2|DVIR	LOC119654618|XP_037916019.1|HILL
OG0007796	LOC6632886|XP_002055789.1|DVIR	LOC119651433|XP_037910960.1|HILL
OG0007797	LOC6632620|XP_002056102.2|DVIR	LOC119653015|XP_037913380.1|HILL
OG0007798	LOC6632429|XP_002056101.1|DVIR	LOC119653016|XP_037913382.1|HILL
