Orthogroup	DMAU.longest_only	CQUI.longest_only
OG0007074	LOC117136485|XP_033153315.1|DMAU	LOC6053698|XP_001869742.2|CQUI
OG0007075	LOC117150950|XP_033174014.1|DMAU	LOC6053703|XP_038107404.1|CQUI
OG0007076	LOC117136567|XP_033153413.1|DMAU	LOC6052413|XP_001868692.2|CQUI
OG0007077	LOC117136544|XP_033153391.1|DMAU	LOC6052443|XP_001868714.1|CQUI
OG0007078	LOC117135308|XP_033151394.1|DMAU	LOC6053860|XP_001869875.2|CQUI
OG0007079	LOC117135314|XP_033151401.1|DMAU	LOC6053857|XP_038109203.1|CQUI
OG0007080	LOC117150077|XP_033172816.1|DMAU	LOC6032150|XP_001842803.1|CQUI
OG0007081	LOC117150244|XP_033172931.1|DMAU	LOC6032152|XP_001842805.2|CQUI
OG0007082	LOC117151020|XP_033174116.1|DMAU	LOC6048262|XP_001865206.2|CQUI
OG0007083	LOC117141092|XP_033160302.1|DMAU	LOC6032157|XP_038111918.1|CQUI
OG0007084	LOC117147060|XP_033169708.1|DMAU	LOC6053464|XP_038107339.1|CQUI
OG0007085	LOC117138916|XP_033156867.1|DMAU	LOC6046114|XP_038107016.1|CQUI
OG0007086	LOC117150507|XP_033173304.1|DMAU	LOC6033608|XP_001844036.2|CQUI
OG0007087	LOC117140825|XP_033159823.1|DMAU	LOC6033315|XP_038113355.1|CQUI
OG0007088	LOC117135786|XP_033152168.1|DMAU	LOC6033318|XP_038113349.1|CQUI
OG0007089	LOC117141900|XP_033161496.1|DMAU	LOC6049721|XP_038110756.1|CQUI
OG0007090	LOC117151045|XP_033174150.1|DMAU	LOC6033333|XP_038112141.1|CQUI
OG0007091	LOC117142197|XP_033161965.1|DMAU	LOC6033338|XP_001843802.2|CQUI
OG0007092	LOC117142338|XP_033162143.1|DMAU	LOC6038003|XP_038107774.1|CQUI
OG0007093	LOC117148032|XP_033171139.1|DMAU	LOC6037997|XP_001847844.2|CQUI
OG0007094	LOC117148111|XP_033171258.1|DMAU	LOC6037992|XP_001847839.1|CQUI
OG0007095	LOC117147457|XP_033170241.1|DMAU	LOC6037989|XP_001847836.1|CQUI
OG0007096	LOC117145026|XP_033166420.1|DMAU	LOC6037988|XP_001847835.2|CQUI
OG0007097	LOC117138477|XP_033156535.1|DMAU	LOC6053312|XP_038107008.1|CQUI
OG0007098	LOC117150533|XP_033173348.1|DMAU	LOC119767007|XP_038110083.1|CQUI
OG0007099	LOC117143252|XP_033163703.1|DMAU	LOC6036017|XP_001846121.1|CQUI
OG0007100	LOC117150515|XP_033173322.1|DMAU	LOC6036021|XP_038108094.1|CQUI
OG0007101	LOC117135204|XP_033151180.1|DMAU	LOC6033599|XP_001844027.1|CQUI
OG0007103	LOC117150238|XP_033172927.1|DMAU	LOC6033631|XP_001844058.1|CQUI
OG0007104	LOC117149985|XP_033172766.1|DMAU	LOC6033635|XP_001844062.1|CQUI
OG0007105	LOC117150648|XP_033173521.1|DMAU	LOC6033642|XP_001844069.1|CQUI
OG0007106	LOC117150398|XP_033173151.1|DMAU	LOC6033649|XP_038107083.1|CQUI
OG0007107	LOC117142845|XP_033162972.1|DMAU	LOC6033655|XP_038114028.1|CQUI
OG0007108	LOC117148101|XP_033171212.1|DMAU	LOC6033660|XP_038114043.1|CQUI
OG0007109	LOC117138488|XP_033156512.1|DMAU	LOC6051855|XP_001868219.1|CQUI
OG0007110	LOC117135320|XP_033151409.1|DMAU	LOC6051853|XP_001868217.2|CQUI
OG0007111	LOC117135136|XP_033151081.1|DMAU	LOC6051858|XP_038113175.1|CQUI
OG0007112	LOC117145920|XP_033167672.1|DMAU	LOC6033639|XP_001844066.2|CQUI
OG0007113	LOC117143199|XP_033163634.1|DMAU	LOC6048333|XP_001865270.1|CQUI
OG0007114	LOC117150497|XP_033173295.1|DMAU	LOC6048338|XP_038110740.1|CQUI
OG0007115	LOC117151089|XP_033174229.1|DMAU	LOC6048335|XP_001865273.2|CQUI
OG0007116	LOC117139689|XP_033158081.1|DMAU	LOC6048345|XP_038111874.1|CQUI
OG0007117	LOC117150974|XP_033174052.1|DMAU	LOC6048346|XP_038111875.1|CQUI
OG0007118	LOC117143409|XP_033164392.1|DMAU	LOC6048349|XP_038107672.1|CQUI
OG0007119	LOC117146414|XP_033168505.1|DMAU	LOC6042665|XP_038119950.1|CQUI
OG0007120	LOC117146505|XP_033168651.1|DMAU	LOC6042659|XP_038119020.1|CQUI
OG0007121	LOC117147049|XP_033169688.1|DMAU	LOC119770667|XP_038121910.1|CQUI
OG0007122	LOC117146767|XP_033169166.1|DMAU	LOC6042652|XP_038117993.1|CQUI
OG0007123	LOC117147704|XP_033170584.1|DMAU	LOC6042643|XP_038121382.1|CQUI
OG0007124	LOC117139776|XP_033158275.1|DMAU	LOC6046072|XP_038116390.1|CQUI
OG0007125	LOC117140072|XP_033158713.1|DMAU	LOC6046068|XP_038119636.1|CQUI
OG0007126	LOC117139856|XP_033158397.1|DMAU	LOC6046073|XP_001863325.2|CQUI
OG0007127	LOC117140026|XP_033158648.1|DMAU	LOC6046071|XP_001863327.1|CQUI
OG0007128	LOC117141291|XP_033160561.1|DMAU	LOC6046076|XP_001863330.2|CQUI
OG0007129	LOC117140073|XP_033158717.1|DMAU	LOC6046077|XP_001863331.1|CQUI
OG0007130	LOC117141540|XP_033160930.1|DMAU	LOC6046082|XP_038118445.1|CQUI
OG0007131	LOC117140804|XP_033159794.1|DMAU	LOC6046089|XP_038119072.1|CQUI
OG0007132	LOC117141166|XP_033160394.1|DMAU	LOC6046090|XP_038119768.1|CQUI
OG0007133	LOC117141348|XP_033160644.1|DMAU	LOC6052553|XP_001868804.1|CQUI
OG0007134	LOC117142091|XP_033161865.1|DMAU	LOC6052554|XP_001868805.1|CQUI
OG0007135	LOC117139339|XP_033157477.1|DMAU	LOC6052559|XP_001868807.1|CQUI
OG0007136	LOC117139223|XP_033157315.1|DMAU	LOC6046095|XP_038115702.1|CQUI
OG0007137	LOC117146349|XP_033168391.1|DMAU	LOC6040515|XP_038119884.1|CQUI
OG0007138	LOC117146369|XP_033168413.1|DMAU	LOC6040513|XP_038121915.1|CQUI
OG0007139	LOC117148036|XP_033171100.1|DMAU	LOC6040504|XP_038115192.1|CQUI
OG0007140	LOC117148681|XP_033172112.1|DMAU	LOC6040501|XP_001849887.2|CQUI
OG0007141	LOC117148584|XP_033171947.1|DMAU	LOC6040500|XP_001849886.2|CQUI
OG0007142	LOC117139989|XP_033158585.1|DMAU	LOC6045853|XP_001863140.1|CQUI
OG0007143	LOC117142303|XP_033162080.1|DMAU	LOC119769748|XP_038119207.1|CQUI
OG0007144	LOC117143387|XP_033163961.1|DMAU	LOC6044739|XP_038115928.1|CQUI
OG0007145	LOC117142239|XP_033161983.1|DMAU	LOC6044733|XP_038114870.1|CQUI
OG0007146	LOC117142759|XP_033162832.1|DMAU	LOC6044732|XP_001862195.1|CQUI
OG0007147	LOC117144007|XP_033164853.1|DMAU	LOC6044719|XP_038119573.1|CQUI
OG0007148	LOC117146640|XP_033168863.1|DMAU	LOC6047825|XP_038120840.1|CQUI
OG0007149	LOC117138677|XP_033156819.1|DMAU	LOC6046244|XP_038121259.1|CQUI
OG0007150	LOC117141352|XP_033160648.1|DMAU	LOC6047547|XP_038118969.1|CQUI
OG0007151	LOC117141517|XP_033160898.1|DMAU	LOC6047553|XP_038122315.1|CQUI
OG0007152	LOC117147536|XP_033170360.1|DMAU	LOC6032199|XP_038119671.1|CQUI
OG0007153	LOC117147541|XP_033170366.1|DMAU	LOC6032205|XP_001842846.2|CQUI
OG0007154	LOC117135808|XP_033152201.1|DMAU	LOC6032211|XP_038119542.1|CQUI
OG0007155	LOC117137546|XP_033154933.1|DMAU	LOC6032212|XP_001842852.1|CQUI
OG0007156	LOC117145096|XP_033166505.1|DMAU	LOC6032221|XP_001842860.2|CQUI
OG0007157	LOC117145717|XP_033167354.1|DMAU	LOC6032225|XP_038121351.1|CQUI
OG0007158	LOC117139478|XP_033157688.1|DMAU	LOC6032226|XP_001842865.2|CQUI
OG0007159	LOC117147256|XP_033169967.1|DMAU	LOC6032235|XP_038115704.1|CQUI
OG0007160	LOC117145334|XP_033166835.1|DMAU	LOC6042879|XP_001853674.2|CQUI
OG0007161	LOC117148857|XP_033172408.1|DMAU	LOC6042223|XP_001851363.2|CQUI
OG0007162	LOC117146928|XP_033169458.1|DMAU	LOC6042222|XP_001851362.2|CQUI
OG0007163	LOC117143542|XP_033164169.1|DMAU	LOC6042214|XP_001851355.2|CQUI
OG0007164	LOC117143540|XP_033164168.1|DMAU	LOC6052365|XP_001868654.2|CQUI
OG0007165	LOC117146739|XP_033169079.1|DMAU	LOC6047795|XP_038117702.1|CQUI
OG0007166	LOC117139736|XP_033158166.1|DMAU	LOC6034919|XP_038114811.1|CQUI
OG0007167	LOC117148774|XP_033172261.1|DMAU	LOC6034918|XP_001845184.2|CQUI
OG0007168	LOC117147540|XP_033170365.1|DMAU	LOC6048305|XP_038119474.1|CQUI
OG0007169	LOC117148302|XP_033171513.1|DMAU	LOC6048304|XP_001865242.1|CQUI
OG0007170	LOC117145958|XP_033167736.1|DMAU	LOC6054029|XP_038122144.1|CQUI
OG0007171	LOC117148318|XP_033171540.1|DMAU	LOC6033031|XP_038118506.1|CQUI
OG0007172	LOC117148550|XP_033171874.1|DMAU	LOC6033034|XP_038118905.1|CQUI
OG0007173	LOC117148404|XP_033171663.1|DMAU	LOC6033036|XP_001843542.2|CQUI
OG0007174	LOC117145298|XP_033166781.1|DMAU	LOC6033079|XP_038119183.1|CQUI
OG0007175	LOC117141228|XP_033160477.1|DMAU	LOC6033083|XP_038118027.1|CQUI
OG0007176	LOC117142986|XP_033163229.1|DMAU	LOC6046343|XP_038121115.1|CQUI
OG0007177	LOC117143703|XP_033164390.1|DMAU	LOC6046349|XP_001863566.1|CQUI
OG0007178	LOC117142843|XP_033162967.1|DMAU	LOC6046352|XP_001863569.2|CQUI
OG0007179	LOC117146094|XP_033167957.1|DMAU	LOC6046354|XP_001863571.2|CQUI
OG0007180	LOC117144381|XP_033165405.1|DMAU	LOC6046355|XP_001863572.2|CQUI
OG0007181	LOC117147031|XP_033169616.1|DMAU	LOC6052289|XP_001868580.2|CQUI
OG0007182	LOC117144024|XP_033164872.1|DMAU	LOC6043573|XP_038116337.1|CQUI
OG0007183	LOC117144257|XP_033165231.1|DMAU	LOC6043570|XP_038121534.1|CQUI
OG0007184	LOC117144022|XP_033164870.1|DMAU	LOC6043569|XP_038121532.1|CQUI
OG0007185	LOC117142810|XP_033162915.1|DMAU	LOC6043561|XP_001859930.1|CQUI
OG0007186	LOC117142410|XP_033162251.1|DMAU	LOC6051495|XP_038115684.1|CQUI
OG0007187	LOC117146086|XP_033167927.1|DMAU	LOC6045114|XP_038122188.1|CQUI
OG0007188	LOC117142270|XP_033162037.1|DMAU	LOC6045115|XP_001862519.2|CQUI
OG0007189	LOC117144438|XP_033165478.1|DMAU	LOC6045117|XP_001862522.2|CQUI
OG0007190	LOC117144143|XP_033165061.1|DMAU	LOC6045112|XP_038115331.1|CQUI
OG0007191	LOC117141085|XP_033160290.1|DMAU	LOC6045124|XP_038119942.1|CQUI
OG0007192	LOC117146692|XP_033168970.1|DMAU	LOC6049904|XP_038118980.1|CQUI
OG0007193	LOC117146691|XP_033168967.1|DMAU	LOC6049902|XP_038118089.1|CQUI
OG0007194	LOC117148204|XP_033171379.1|DMAU	LOC6048705|XP_001865583.2|CQUI
OG0007195	LOC117142939|XP_033163143.1|DMAU	LOC6049101|XP_001865911.1|CQUI
OG0007196	LOC117144907|XP_033166232.1|DMAU	LOC6046219|XP_038119138.1|CQUI
OG0007197	LOC117140470|XP_033159309.1|DMAU	LOC6046233|XP_001863461.2|CQUI
OG0007198	LOC117144023|XP_033164871.1|DMAU	LOC6047453|XP_038121279.1|CQUI
OG0007199	LOC117143810|XP_033164547.1|DMAU	LOC6047440|XP_038116568.1|CQUI
OG0007200	LOC117145657|XP_033167279.1|DMAU	LOC6047436|XP_038116488.1|CQUI
OG0007201	LOC117139281|XP_033157399.1|DMAU	LOC6039338|XP_001848962.2|CQUI
OG0007202	LOC117140291|XP_033159019.1|DMAU	LOC6039337|XP_001848961.2|CQUI
OG0007203	LOC117140288|XP_033159015.1|DMAU	LOC6039326|XP_001848954.2|CQUI
OG0007204	LOC117146574|XP_033168772.1|DMAU	LOC6039331|XP_001848957.2|CQUI
OG0007205	LOC117141043|XP_033160216.1|DMAU	LOC6039324|XP_001848952.2|CQUI
OG0007206	LOC117143009|XP_033163264.1|DMAU	LOC6039322|XP_038119226.1|CQUI
OG0007207	LOC117142987|XP_033163230.1|DMAU	LOC6039318|XP_001848948.2|CQUI
OG0007208	LOC117144440|XP_033165480.1|DMAU	LOC6039317|XP_038119229.1|CQUI
OG0007209	LOC117144441|XP_033165483.1|DMAU	LOC6039342|XP_001848946.2|CQUI
OG0007210	LOC117143903|XP_033164701.1|DMAU	LOC6039313|XP_001848945.2|CQUI
OG0007211	LOC117143008|XP_033163263.1|DMAU	LOC6039341|XP_038118936.1|CQUI
OG0007212	LOC117142774|XP_033162853.1|DMAU	LOC6047793|XP_038120000.1|CQUI
OG0007213	LOC117135927|XP_033152386.1|DMAU	LOC6039473|XP_001849077.1|CQUI
OG0007214	LOC117140275|XP_033158993.1|DMAU	LOC6039476|XP_038118879.1|CQUI
OG0007215	LOC117145341|XP_033166846.1|DMAU	LOC6050622|XP_001867195.2|CQUI
OG0007216	LOC117144939|XP_033166284.1|DMAU	LOC6045187|XP_038117409.1|CQUI
OG0007217	LOC117136582|XP_033153446.1|DMAU	LOC6045183|XP_001862578.1|CQUI
OG0007218	LOC117142299|XP_033162077.1|DMAU	LOC6045168|XP_001862567.1|CQUI
OG0007219	LOC117142887|XP_033163053.1|DMAU	LOC6047886|XP_038116171.1|CQUI
OG0007220	LOC117143123|XP_033163503.1|DMAU	LOC6043262|XP_038120890.1|CQUI
OG0007221	LOC117142361|XP_033162179.1|DMAU	LOC6043257|XP_001857988.1|CQUI
OG0007222	LOC117145866|XP_033167577.1|DMAU	LOC6043247|XP_038115844.1|CQUI
OG0007223	LOC117146025|XP_033167847.1|DMAU	LOC6034970|XP_001845226.2|CQUI
OG0007224	LOC117143051|XP_033163391.1|DMAU	LOC6034969|XP_001845225.2|CQUI
OG0007225	LOC117142700|XP_033162748.1|DMAU	LOC6034984|XP_038118572.1|CQUI
OG0007226	LOC117144347|XP_033165350.1|DMAU	LOC6034985|XP_001845235.2|CQUI
OG0007227	LOC117140925|XP_033160010.1|DMAU	LOC6034986|XP_001845236.2|CQUI
OG0007228	LOC117139500|XP_033157719.1|DMAU	LOC6034987|XP_038119877.1|CQUI
OG0007229	LOC117142603|XP_033162573.1|DMAU	LOC6052122|XP_001868438.1|CQUI
OG0007230	LOC117144003|XP_033164848.1|DMAU	LOC6040341|XP_038120787.1|CQUI
OG0007231	LOC117143656|XP_033164327.1|DMAU	LOC6040346|XP_038114820.1|CQUI
OG0007232	LOC117139696|XP_033158097.1|DMAU	LOC6040349|XP_038118675.1|CQUI
OG0007233	LOC117139697|XP_033158101.1|DMAU	LOC6040351|XP_001849754.2|CQUI
OG0007234	LOC117140207|XP_033158885.1|DMAU	LOC6044684|XP_001862159.1|CQUI
OG0007235	LOC117140806|XP_033159796.1|DMAU	LOC6044683|XP_038118764.1|CQUI
OG0007236	LOC117144036|XP_033164893.1|DMAU	LOC6054717|XP_038118576.1|CQUI
OG0007237	LOC117145583|XP_033167181.1|DMAU	LOC6039409|XP_038118575.1|CQUI
OG0007238	LOC117146318|XP_033168268.1|DMAU	LOC6039788|XP_038121675.1|CQUI
OG0007239	LOC117144837|XP_033166120.1|DMAU	LOC6051110|XP_038120264.1|CQUI
OG0007240	LOC117144108|XP_033165018.1|DMAU	LOC6051116|XP_038116031.1|CQUI
OG0007241	LOC117148651|XP_033172049.1|DMAU	LOC6042885|XP_001870854.2|CQUI
OG0007242	LOC117148650|XP_033172043.1|DMAU	LOC6053665|XP_038116260.1|CQUI
OG0007243	LOC117148126|XP_033171241.1|DMAU	LOC6054206|XP_038120597.1|CQUI
OG0007244	LOC117143504|XP_033164117.1|DMAU	LOC6052121|XP_001868439.2|CQUI
OG0007245	LOC117143348|XP_033163910.1|DMAU	LOC6035000|XP_038115745.1|CQUI
OG0007246	LOC117145469|XP_033167033.1|DMAU	LOC6035010|XP_038119415.1|CQUI
OG0007247	LOC117135476|XP_033151582.1|DMAU	LOC6035022|XP_038115522.1|CQUI
OG0007248	LOC117147713|XP_033170601.1|DMAU	LOC6051462|XP_001867900.2|CQUI
OG0007249	LOC117148653|XP_033172051.1|DMAU	LOC6050290|XP_038121343.1|CQUI
OG0007250	LOC117146377|XP_033168429.1|DMAU	LOC6038163|XP_001847996.2|CQUI
OG0007251	LOC117142219|XP_033161948.1|DMAU	LOC6038159|XP_038115493.1|CQUI
OG0007252	LOC117144800|XP_033166067.1|DMAU	LOC6038154|XP_038121561.1|CQUI
OG0007253	LOC117142090|XP_033161864.1|DMAU	LOC6038144|XP_038121184.1|CQUI
OG0007254	LOC117143977|XP_033164805.1|DMAU	LOC6049546|XP_038119000.1|CQUI
OG0007255	LOC117148839|XP_033172384.1|DMAU	LOC6041226|XP_001850518.1|CQUI
OG0007256	LOC117143704|XP_033164391.1|DMAU	LOC6041230|XP_001850522.1|CQUI
OG0007257	LOC117142912|XP_033163088.1|DMAU	LOC6041225|XP_038116560.1|CQUI
OG0007258	LOC117142915|XP_033163091.1|DMAU	LOC6041217|XP_038116326.1|CQUI
OG0007259	LOC117146459|XP_033168579.1|DMAU	LOC6050950|XP_038121571.1|CQUI
OG0007260	LOC117141470|XP_033160824.1|DMAU	LOC6050949|XP_038121290.1|CQUI
OG0007261	LOC117136362|XP_033153124.1|DMAU	LOC6054034|XP_001870014.2|CQUI
OG0007262	LOC117146733|XP_033169070.1|DMAU	LOC6049610|XP_038115906.1|CQUI
OG0007263	LOC117141152|XP_033160382.1|DMAU	LOC6052876|XP_001869064.2|CQUI
OG0007264	LOC117141910|XP_033161520.1|DMAU	LOC6049885|XP_038117772.1|CQUI
OG0007265	LOC117148626|XP_033172010.1|DMAU	LOC6052590|XP_001868830.2|CQUI
OG0007266	LOC117142455|XP_033162322.1|DMAU	LOC6040338|XP_038120783.1|CQUI
OG0007267	LOC117143793|XP_033164526.1|DMAU	LOC6040299|XP_001849726.1|CQUI
OG0007268	LOC117138351|XP_033156287.1|DMAU	LOC119769781|XP_038119310.1|CQUI
OG0007269	LOC117146466|XP_033168593.1|DMAU	LOC6047744|XP_038121230.1|CQUI
OG0007270	LOC117143499|XP_033164107.1|DMAU	LOC6047737|XP_038120862.1|CQUI
OG0007271	LOC117144690|XP_033165905.1|DMAU	LOC6047735|XP_001864754.2|CQUI
OG0007272	LOC117140930|XP_033160016.1|DMAU	LOC6047734|XP_001864753.2|CQUI
OG0007273	LOC117145810|XP_033167503.1|DMAU	LOC6047731|XP_038116566.1|CQUI
OG0007274	LOC117145087|XP_033166494.1|DMAU	LOC6047729|XP_001864748.1|CQUI
OG0007275	LOC117140576|XP_033159466.1|DMAU	LOC6047725|XP_001864746.2|CQUI
OG0007276	LOC117140493|XP_033159346.1|DMAU	LOC6047724|XP_001864745.2|CQUI
OG0007277	LOC117140112|XP_033158765.1|DMAU	LOC6048466|XP_038116178.1|CQUI
OG0007278	LOC117139646|XP_033157999.1|DMAU	LOC6048493|XP_038116885.1|CQUI
OG0007279	LOC117140903|XP_033159964.1|DMAU	LOC6048492|XP_038116085.1|CQUI
OG0007280	LOC117139581|XP_033157881.1|DMAU	LOC6048494|XP_038116124.1|CQUI
OG0007281	LOC117143263|XP_033163724.1|DMAU	LOC6039132|XP_001848793.2|CQUI
OG0007282	LOC117143261|XP_033163723.1|DMAU	LOC119765004|XP_038118190.1|CQUI
OG0007283	LOC117145110|XP_033166521.1|DMAU	LOC6039137|XP_001848797.1|CQUI
OG0007284	LOC117142615|XP_033162591.1|DMAU	LOC6046876|XP_001864005.1|CQUI
OG0007285	LOC117148121|XP_033171234.1|DMAU	LOC6046872|XP_001864004.1|CQUI
OG0007286	LOC117148119|XP_033171229.1|DMAU	LOC6053746|XP_038114996.1|CQUI
OG0007287	LOC117141909|XP_033161519.1|DMAU	LOC6046881|XP_038114898.1|CQUI
OG0007288	LOC117146887|XP_033169375.1|DMAU	LOC6053749|XP_038114895.1|CQUI
OG0007289	LOC117148053|XP_033171128.1|DMAU	LOC6046886|XP_001864014.1|CQUI
OG0007290	LOC117144709|XP_033165940.1|DMAU	LOC6047589|XP_001864628.2|CQUI
OG0007291	LOC117147072|XP_033169724.1|DMAU	LOC6045152|XP_001862552.2|CQUI
OG0007292	LOC117147888|XP_033170863.1|DMAU	LOC6045144|XP_001862544.2|CQUI
OG0007293	LOC117144520|XP_033165630.1|DMAU	LOC6054245|XP_038121687.1|CQUI
OG0007294	LOC117143025|XP_033163298.1|DMAU	LOC6036958|XP_038118086.1|CQUI
OG0007295	LOC117143667|XP_033164339.1|DMAU	LOC6050139|XP_038119309.1|CQUI
OG0007296	LOC117145846|XP_033167550.1|DMAU	LOC6054341|XP_038119261.1|CQUI
OG0007297	LOC117145877|XP_033167593.1|DMAU	LOC6054100|XP_001870071.2|CQUI
OG0007298	LOC117144935|XP_033166278.1|DMAU	LOC6040426|XP_038120934.1|CQUI
OG0007299	LOC117144598|XP_033165778.1|DMAU	LOC6053921|XP_001869925.2|CQUI
OG0007300	LOC117142914|XP_033163090.1|DMAU	LOC6039815|XP_001849328.2|CQUI
OG0007301	LOC117145435|XP_033166974.1|DMAU	LOC6039805|XP_038118952.1|CQUI
OG0007302	LOC117142251|XP_033161999.1|DMAU	LOC6050141|XP_038117593.1|CQUI
OG0007304	LOC117149287|XP_033172654.1|DMAU	LOC6051687|XP_001868085.2|CQUI
OG0007305	LOC117139067|XP_033157068.1|DMAU	LOC6039720|XP_001849274.2|CQUI
OG0007306	LOC117139062|XP_033157062.1|DMAU	LOC6039719|XP_001849273.2|CQUI
OG0007307	LOC117143768|XP_033164487.1|DMAU	LOC6039698|XP_001849257.1|CQUI
OG0007308	LOC117145101|XP_033166512.1|DMAU	LOC6039693|XP_001849254.2|CQUI
OG0007309	LOC117143316|XP_033163850.1|DMAU	LOC6041424|XP_038120737.1|CQUI
OG0007310	LOC117144430|XP_033165466.1|DMAU	LOC6046677|XP_038118034.1|CQUI
OG0007311	LOC117145037|XP_033166435.1|DMAU	LOC6046675|XP_038118072.1|CQUI
OG0007312	LOC117136977|XP_033154043.1|DMAU	LOC6046657|XP_038118075.1|CQUI
OG0007313	LOC117148330|XP_033171555.1|DMAU	LOC6032503|XP_001843092.2|CQUI
OG0007314	LOC117148157|XP_033171282.1|DMAU	LOC6032508|XP_038120405.1|CQUI
OG0007315	LOC117147260|XP_033169972.1|DMAU	LOC6032521|XP_038116776.1|CQUI
OG0007316	LOC117145924|XP_033167675.1|DMAU	LOC6032533|XP_001843114.2|CQUI
OG0007317	LOC117143874|XP_033164650.1|DMAU	LOC6032541|XP_038120332.1|CQUI
OG0007318	LOC117143872|XP_033164645.1|DMAU	LOC6032545|XP_038120057.1|CQUI
OG0007319	LOC117141855|XP_033161422.1|DMAU	LOC6053704|XP_038115651.1|CQUI
OG0007320	LOC117144688|XP_033165903.1|DMAU	LOC6050267|XP_038121621.1|CQUI
OG0007321	LOC117148680|XP_033172110.1|DMAU	LOC6048876|XP_038119756.1|CQUI
OG0007322	LOC117146474|XP_033168604.1|DMAU	LOC6042557|XP_038117378.1|CQUI
OG0007323	LOC117148886|XP_033172479.1|DMAU	LOC6042554|XP_038120330.1|CQUI
OG0007324	LOC117144161|XP_033165087.1|DMAU	LOC6039525|XP_001849126.1|CQUI
OG0007325	LOC117142453|XP_033162319.1|DMAU	LOC6039524|XP_001849125.1|CQUI
OG0007326	LOC117144160|XP_033165083.1|DMAU	LOC6039523|XP_001849124.1|CQUI
OG0007327	LOC117139898|XP_033158469.1|DMAU	LOC119770438|XP_038121278.1|CQUI
OG0007328	LOC117143577|XP_033164212.1|DMAU	LOC6054547|XP_038114867.1|CQUI
OG0007329	LOC117144929|XP_033166273.1|DMAU	LOC6046748|XP_038116760.1|CQUI
OG0007330	LOC117147003|XP_033169574.1|DMAU	LOC6042278|XP_038114747.1|CQUI
OG0007331	LOC117148657|XP_033172056.1|DMAU	LOC6042275|XP_038114745.1|CQUI
OG0007332	LOC117146513|XP_033168665.1|DMAU	LOC6042272|XP_038115601.1|CQUI
OG0007333	LOC117146053|XP_033167883.1|DMAU	LOC6051286|XP_038119993.1|CQUI
OG0007334	LOC117139439|XP_033157634.1|DMAU	LOC6050406|XP_001867021.2|CQUI
OG0007335	LOC117140000|XP_033158598.1|DMAU	LOC6037586|XP_038122087.1|CQUI
OG0007336	LOC117148303|XP_033171514.1|DMAU	LOC6037581|XP_001847477.2|CQUI
OG0007337	LOC117140607|XP_033159508.1|DMAU	LOC6037583|XP_038119443.1|CQUI
OG0007338	LOC117141965|XP_033161653.1|DMAU	LOC119770638|XP_038121826.1|CQUI
OG0007339	LOC117142767|XP_033162840.1|DMAU	LOC6037552|XP_001847449.2|CQUI
OG0007340	LOC117142233|XP_033161976.1|DMAU	LOC6044876|XP_038115723.1|CQUI
OG0007341	LOC117143066|XP_033163414.1|DMAU	LOC6041572|XP_038118174.1|CQUI
OG0007342	LOC117145217|XP_033166677.1|DMAU	LOC6050902|XP_038117798.1|CQUI
OG0007343	LOC117144325|XP_033165329.1|DMAU	LOC6039226|XP_038114944.1|CQUI
OG0007344	LOC117150357|XP_033173107.1|DMAU	LOC6039227|XP_001848868.2|CQUI
OG0007345	LOC117142240|XP_033161984.1|DMAU	LOC6039224|XP_001848865.2|CQUI
OG0007346	LOC117140818|XP_033159814.1|DMAU	LOC6039221|XP_001848862.2|CQUI
OG0007347	LOC117146396|XP_033168463.1|DMAU	LOC6039215|XP_038122045.1|CQUI
OG0007348	LOC117146388|XP_033168452.1|DMAU	LOC6039212|XP_038122032.1|CQUI
OG0007349	LOC117146384|XP_033168446.1|DMAU	LOC6039208|XP_001848849.2|CQUI
OG0007350	LOC117148933|XP_033172547.1|DMAU	LOC6032720|XP_001843271.2|CQUI
OG0007351	LOC117139628|XP_033157974.1|DMAU	LOC6032733|XP_038116050.1|CQUI
OG0007352	LOC117138036|XP_033155739.1|DMAU	LOC6032737|XP_038122127.1|CQUI
OG0007353	LOC117143285|XP_033163755.1|DMAU	LOC6032745|XP_001843291.1|CQUI
OG0007354	LOC117148421|XP_033171681.1|DMAU	LOC6032755|XP_001843297.2|CQUI
OG0007355	LOC117142481|XP_033162391.1|DMAU	LOC6032758|XP_038119583.1|CQUI
OG0007356	LOC117138150|XP_033155918.1|DMAU	LOC6032765|XP_038121180.1|CQUI
OG0007357	LOC117145240|XP_033166707.1|DMAU	LOC6032769|XP_038116347.1|CQUI
OG0007358	LOC117144731|XP_033165966.1|DMAU	LOC6032775|XP_038116348.1|CQUI
OG0007359	LOC117144904|XP_033166226.1|DMAU	LOC6033829|XP_038117649.1|CQUI
OG0007360	LOC117142527|XP_033162463.1|DMAU	LOC6037755|XP_001847635.1|CQUI
OG0007361	LOC117148881|XP_033172460.1|DMAU	LOC6047426|XP_038122181.1|CQUI
OG0007362	LOC117137494|XP_033154867.1|DMAU	LOC6047425|XP_038121417.1|CQUI
OG0007363	LOC117147739|XP_033170629.1|DMAU	LOC6035844|XP_001845960.1|CQUI
OG0007364	LOC117147737|XP_033170625.1|DMAU	LOC6035842|XP_038120319.1|CQUI
OG0007365	LOC117147382|XP_033170145.1|DMAU	LOC6035836|XP_038117827.1|CQUI
OG0007366	LOC117143052|XP_033163392.1|DMAU	LOC119768685|XP_038115165.1|CQUI
