Orthogroup	DMAU.longest_only	AEAL.longest_only
OG0006236	LOC117147999|XP_033171046.1|DMAU	LOC109428447|XP_019559757.2|AEAL, LOC109422110|XP_029710411.1|AEAL
OG0006237	LOC117148230|XP_033171414.1|DMAU	LOC109422156|XP_019552345.2|AEAL, LOC109428448|XP_019559759.2|AEAL
OG0006238	LOC117147506|XP_033170301.1|DMAU	LOC109428455|XP_019559764.2|AEAL, LOC109422166|XP_019552351.2|AEAL
OG0006239	LOC117148913|XP_033172523.1|DMAU	LOC109422169|XP_019552355.2|AEAL, LOC109428460|XP_019559769.2|AEAL
OG0006240	LOC117145753|XP_033167409.1|DMAU	LOC109422170|XP_019552356.2|AEAL, LOC109428461|XP_019559770.2|AEAL
OG0006241	LOC117147827|XP_033170777.1|DMAU	LOC109428464|XP_019559773.2|AEAL, LOC109422174|XP_019552361.2|AEAL
OG0006242	LOC117148137|XP_033171255.1|DMAU	LOC109428474|XP_029710979.1|AEAL, LOC109422187|XP_029712471.1|AEAL
OG0006243	LOC117144678|XP_033165892.1|DMAU	LOC109428475|XP_029710803.1|AEAL, LOC115260009|XP_029716703.1|AEAL
OG0006244	LOC117144500|XP_033165577.1|DMAU	LOC109428482|XP_019559803.2|AEAL
OG0006245	LOC117142808|XP_033162907.1|DMAU	LOC115256538|XP_029711091.1|AEAL, LOC109428487|XP_019559810.2|AEAL, LOC109415173|XP_029721794.1|AEAL
OG0006246	LOC117148178|XP_033171337.1|DMAU	LOC109428490|XP_019559814.2|AEAL, LOC115253966|XP_029710800.1|AEAL
OG0006247	LOC117136040|XP_033152567.1|DMAU	LOC109430084|XP_019561661.2|AEAL, LOC109428504|XP_019559844.2|AEAL
OG0006248	LOC117144595|XP_033165766.1|DMAU	LOC109416837|XP_019546467.2|AEAL
OG0006249	LOC117138602|XP_033156697.1|DMAU	LOC109413163|XP_029730095.1|AEAL
OG0006250	LOC117146903|XP_033169403.1|DMAU	LOC109402639|XP_029710679.1|AEAL, LOC109413155|XP_019542414.2|AEAL
OG0006251	LOC117144978|XP_033166336.1|DMAU	LOC109402633|XP_019530882.1|AEAL
OG0006252	LOC117144975|XP_033166331.1|DMAU	LOC109402640|XP_019530889.2|AEAL
OG0006253	LOC117148177|XP_033171336.1|DMAU	LOC109402629|XP_029710542.1|AEAL
OG0006254	LOC117143068|XP_033163420.1|DMAU	LOC109397859|XP_029710861.1|AEAL
OG0006255	LOC117143607|XP_033164250.1|DMAU	LOC109397898|XP_019525780.2|AEAL
OG0006256	LOC117146569|XP_033168760.1|DMAU	LOC109397867|XP_029711467.1|AEAL
OG0006257	LOC117148114|XP_033171224.1|DMAU	LOC109397852|XP_019525726.2|AEAL
OG0006258	LOC117148692|XP_033172127.1|DMAU	LOC109397853|XP_019525728.2|AEAL, LOC109406968|XP_029708041.1|AEAL
OG0006259	LOC117143258|XP_033163720.1|DMAU	LOC109406977|XP_019535543.2|AEAL
OG0006260	LOC117148115|XP_033171226.1|DMAU	LOC109397918|XP_019525804.1|AEAL
OG0006261	LOC117138321|XP_033156249.1|DMAU	LOC109397896|XP_019525779.2|AEAL
OG0006262	LOC117147701|XP_033170580.1|DMAU	LOC109397889|XP_019525775.2|AEAL, LOC109416119|XP_029729610.1|AEAL
OG0006263	LOC117147051|XP_033169692.1|DMAU	LOC109416120|XP_029729611.1|AEAL, LOC109397884|XP_029710956.1|AEAL
OG0006264	LOC117146556|XP_033168745.1|DMAU	LOC109416121|XP_019545634.2|AEAL
OG0006265	LOC117135847|XP_033152255.1|DMAU	LOC109397881|XP_019525762.2|AEAL
OG0006266	LOC117146555|XP_033168744.1|DMAU	LOC109416128|XP_019545639.2|AEAL
OG0006267	LOC117148103|XP_033171210.1|DMAU	LOC109416133|XP_029732898.1|AEAL, LOC109397923|XP_029710867.1|AEAL
OG0006268	LOC117135989|XP_033152495.1|DMAU	LOC109411591|XP_029711118.1|AEAL
OG0006269	LOC117144546|XP_033165673.1|DMAU	LOC109398788|XP_019526730.2|AEAL
OG0006270	LOC117147927|XP_033170954.1|DMAU	LOC109427476|XP_019558574.2|AEAL, LOC109398902|XP_019526902.2|AEAL
OG0006271	LOC117144685|XP_033165900.1|DMAU	LOC109427510|XP_019558608.2|AEAL
OG0006272	LOC117146368|XP_033168411.1|DMAU	LOC109427519|XP_019558618.2|AEAL
OG0006273	LOC117136514|XP_033153349.1|DMAU	LOC109427482|XP_019558579.1|AEAL
OG0006274	LOC117148222|XP_033171403.1|DMAU	LOC115256677|XP_029711440.1|AEAL, LOC109427532|XP_019558630.2|AEAL, LOC115256682|XP_029711446.1|AEAL
OG0006275	LOC117148513|XP_033171810.1|DMAU	LOC109406862|XP_029710533.1|AEAL, LOC115259485|XP_029715946.1|AEAL
OG0006276	LOC117140121|XP_033158775.1|DMAU	LOC109406867|XP_019535414.2|AEAL
OG0006277	LOC117143760|XP_033164467.1|DMAU	LOC109401875|XP_019530016.2|AEAL
OG0006278	LOC117147266|XP_033169981.1|DMAU	LOC109401855|XP_019530003.2|AEAL
OG0006280	LOC117148729|XP_033172173.1|DMAU	LOC109401892|XP_029729175.1|AEAL
OG0006281	LOC117148727|XP_033172170.1|DMAU	LOC109401893|XP_019530048.2|AEAL, LOC115266759|XP_029729177.1|AEAL
OG0006282	LOC117148010|XP_033171060.1|DMAU	LOC109401882|XP_019530030.2|AEAL
OG0006283	LOC117145077|XP_033166485.1|DMAU	LOC109401912|XP_019530072.2|AEAL
OG0006284	LOC117140521|XP_033159390.1|DMAU	LOC109401844|XP_019529998.1|AEAL
OG0006285	LOC117143047|XP_033163385.1|DMAU	LOC109414679|XP_019544054.2|AEAL
OG0006286	LOC117143357|XP_033163921.1|DMAU	LOC109401872|XP_019530013.2|AEAL
OG0006287	LOC117148530|XP_033171835.1|DMAU	LOC109401896|XP_029709681.1|AEAL, LOC115255743|XP_029709725.1|AEAL
OG0006288	LOC117145594|XP_033167199.1|DMAU	LOC109401897|XP_019530052.2|AEAL
OG0006289	LOC117143091|XP_033163460.1|DMAU	LOC109404703|XP_019533172.2|AEAL
OG0006290	LOC117146713|XP_033169023.1|DMAU	LOC109404691|XP_029733267.1|AEAL, LOC109410338|XP_019539429.1|AEAL
OG0006291	LOC117150264|XP_033172961.1|DMAU	LOC109410343|XP_019539437.2|AEAL
OG0006292	LOC117146838|XP_033169280.1|DMAU	LOC109422047|XP_029711770.1|AEAL
OG0006293	LOC117139465|XP_033157667.1|DMAU	LOC109422054|XP_019552233.2|AEAL
OG0006294	LOC117146787|XP_033169215.1|DMAU	LOC109422061|XP_029711420.1|AEAL
OG0006295	LOC117147324|XP_033170066.1|DMAU	LOC109422080|XP_029710685.1|AEAL, LOC115254276|XP_029707521.1|AEAL
OG0006296	LOC117146914|XP_033169430.1|DMAU	LOC115271116|XP_029736461.1|AEAL, LOC109422082|XP_019552262.2|AEAL
OG0006297	LOC117148793|XP_033172296.1|DMAU	LOC109422128|XP_029711151.1|AEAL, LOC115255750|XP_029709729.1|AEAL
OG0006298	LOC117146789|XP_033169218.1|DMAU	LOC109422129|XP_019552306.2|AEAL, LOC115257308|XP_029712632.1|AEAL
OG0006299	LOC117147606|XP_033170446.1|DMAU	LOC109422130|XP_019552308.2|AEAL
OG0006300	LOC117147396|XP_033170156.1|DMAU	LOC109422132|XP_019552315.2|AEAL
OG0006301	LOC117148499|XP_033171792.1|DMAU	LOC115261795|XP_029719542.1|AEAL
OG0006302	LOC117147059|XP_033169705.1|DMAU	LOC109432609|XP_029733311.1|AEAL, LOC109397197|XP_029733363.1|AEAL
OG0006304	LOC117142578|XP_033162537.1|DMAU	LOC115256581|XP_029711217.1|AEAL, LOC109422030|XP_019552214.2|AEAL
OG0006305	LOC117142619|XP_033162595.1|DMAU	LOC109422026|XP_019552212.1|AEAL
OG0006306	LOC117143198|XP_033163629.1|DMAU	LOC109422023|XP_029711683.1|AEAL
OG0006307	LOC117145780|XP_033167450.1|DMAU	LOC115264842|XP_029724725.1|AEAL, LOC115256496|XP_029711019.1|AEAL, LOC109422020|XP_029711676.1|AEAL
OG0006308	LOC117148094|XP_033171197.1|DMAU	LOC115256527|XP_029711073.1|AEAL, LOC109422012|XP_019552198.1|AEAL, LOC115256568|XP_029711184.1|AEAL
OG0006309	LOC117147422|XP_033170190.1|DMAU	LOC109421998|XP_029710647.1|AEAL, LOC109424095|XP_029710582.1|AEAL
OG0006310	LOC117142735|XP_033162796.1|DMAU	LOC109421992|XP_029711167.1|AEAL, LOC115256710|XP_029711488.1|AEAL
OG0006311	LOC117147183|XP_033169875.1|DMAU	LOC109421984|XP_019552162.2|AEAL
OG0006312	LOC117148231|XP_033171415.1|DMAU	LOC109421983|XP_019552161.2|AEAL, LOC109421982|XP_019552160.2|AEAL
OG0006313	LOC117146411|XP_033168501.1|DMAU	LOC109407377|XP_029710683.1|AEAL, LOC109421981|XP_029710574.1|AEAL
OG0006314	LOC117146749|XP_033169117.1|DMAU	LOC115263570|XP_029722671.1|AEAL, LOC109416226|XP_029710917.1|AEAL, LOC109424609|XP_029722668.1|AEAL
OG0006315	LOC117144835|XP_033166114.1|DMAU	LOC109427437|XP_029710575.1|AEAL
OG0006316	LOC117146495|XP_033168633.1|DMAU	LOC109427405|XP_019558492.2|AEAL, LOC109410123|XP_019539197.2|AEAL
OG0006317	LOC117148906|XP_033172505.1|DMAU	LOC109427402|XP_029709734.1|AEAL, LOC109410121|XP_029710733.1|AEAL
OG0006318	LOC117147394|XP_033170154.1|DMAU	LOC109402075|XP_019530223.2|AEAL, LOC109427373|XP_029711376.1|AEAL
OG0006319	LOC117135805|XP_033152195.1|DMAU	LOC109402081|XP_019558454.2|AEAL
OG0006320	LOC117147339|XP_033170085.1|DMAU	LOC109402049|XP_029711835.1|AEAL, LOC109406343|XP_029733184.1|AEAL
OG0006321	LOC117146957|XP_033169510.1|DMAU	LOC109416551|XP_019546177.2|AEAL
OG0006322	LOC117148723|XP_033172166.1|DMAU	LOC109405078|XP_029711041.1|AEAL
OG0006323	LOC117148463|XP_033171727.1|DMAU	LOC109405085|XP_019533628.2|AEAL
OG0006324	LOC117148156|XP_033171280.1|DMAU	LOC109400381|XP_029711643.1|AEAL, LOC109398393|XP_029711231.1|AEAL
OG0006325	LOC117143431|XP_033164028.1|DMAU	LOC109398396|XP_029711766.1|AEAL
OG0006326	LOC117140835|XP_033159835.1|DMAU	LOC109398422|XP_019526324.2|AEAL, LOC109409409|XP_029711206.1|AEAL
OG0006327	LOC117142714|XP_033162764.1|DMAU	LOC109398385|XP_029708281.1|AEAL, LOC109409410|XP_019538394.1|AEAL
OG0006328	LOC117144547|XP_033165674.1|DMAU	LOC109409413|XP_029710514.1|AEAL
OG0006329	LOC117148859|XP_033172414.1|DMAU	LOC109398391|XP_029710715.1|AEAL, LOC109409427|XP_029710704.1|AEAL
OG0006330	LOC117142272|XP_033162039.1|DMAU	LOC109409444|XP_029711335.1|AEAL
OG0006331	LOC117146528|XP_033168689.1|DMAU	LOC109432684|XP_019564605.2|AEAL, LOC109409448|XP_019538438.2|AEAL
OG0006332	LOC117146646|XP_033168871.1|DMAU	LOC109409452|XP_029711040.1|AEAL, LOC115256575|XP_029711208.1|AEAL
OG0006333	LOC117148671|XP_033172078.1|DMAU	LOC109415320|XP_029713920.1|AEAL, LOC109409456|XP_029711402.1|AEAL
OG0006334	LOC117147151|XP_033169823.1|DMAU	LOC109412983|XP_019542186.1|AEAL, LOC109409462|XP_029711811.1|AEAL
OG0006335	LOC117145907|XP_033167651.1|DMAU	LOC109397708|XP_019525565.2|AEAL
OG0006336	LOC117146410|XP_033168500.1|DMAU	LOC115258379|XP_029714328.1|AEAL, LOC109397717|XP_029714325.1|AEAL, LOC109433002|XP_029734247.1|AEAL
OG0006337	LOC117147388|XP_033170149.1|DMAU	LOC109413030|XP_019542252.2|AEAL, LOC109623422|XP_019933526.2|AEAL
OG0006338	LOC117144310|XP_033165313.1|DMAU	LOC115256089|XP_029710204.1|AEAL, LOC109414086|XP_019543371.2|AEAL
OG0006339	LOC117147682|XP_033170552.1|DMAU	LOC109402218|XP_019530398.2|AEAL
OG0006340	LOC117148577|XP_033171935.1|DMAU	LOC109402213|XP_019530390.1|AEAL, LOC115267213|XP_029729952.1|AEAL
OG0006341	LOC117147226|XP_033169929.1|DMAU	LOC115267214|XP_029729953.1|AEAL, LOC109402212|XP_019530389.1|AEAL
OG0006342	LOC117147509|XP_033170309.1|DMAU	LOC109402243|XP_019530431.2|AEAL, LOC115253706|XP_029729920.1|AEAL
OG0006343	LOC117148064|XP_033171146.1|DMAU	LOC115253439|XP_029723967.1|AEAL, LOC109402206|XP_019530381.2|AEAL
OG0006344	LOC117147681|XP_033170550.1|DMAU	LOC115267221|XP_029729968.1|AEAL, LOC109402236|XP_019530421.2|AEAL
OG0006345	LOC117142446|XP_033162305.1|DMAU	LOC109402210|XP_029729982.1|AEAL
OG0006346	LOC117142365|XP_033162183.1|DMAU	LOC109413004|XP_019542222.1|AEAL
OG0006347	LOC117142850|XP_033162978.1|DMAU	LOC109402216|XP_029729985.1|AEAL
OG0006348	LOC117148666|XP_033172070.1|DMAU	LOC115253720|XP_029724012.1|AEAL, LOC109397595|XP_029724014.1|AEAL
OG0006350	LOC117145625|XP_033167234.1|DMAU	LOC109422943|XP_029717446.1|AEAL, LOC109403525|XP_019531892.1|AEAL
OG0006351	LOC117147569|XP_033170404.1|DMAU	LOC109422947|XP_029717442.1|AEAL, LOC109403521|XP_029717945.1|AEAL
OG0006352	LOC117137272|XP_033154530.1|DMAU	LOC109403528|XP_019531895.2|AEAL, LOC109422951|XP_019553389.2|AEAL
OG0006353	LOC117145479|XP_033167045.1|DMAU	LOC109422953|XP_029717466.1|AEAL, LOC109403531|XP_029717438.1|AEAL
OG0006354	LOC117143609|XP_033164253.1|DMAU	LOC109403562|XP_029717432.1|AEAL, LOC109422955|XP_019553392.1|AEAL, LOC115260580|XP_029717410.1|AEAL
OG0006355	LOC117148700|XP_033172134.1|DMAU	LOC109422969|XP_029717392.1|AEAL, LOC109403566|XP_029717425.1|AEAL
OG0006356	LOC117146736|XP_033169074.1|DMAU	LOC109405320|XP_019533902.2|AEAL, LOC109422991|XP_019553442.2|AEAL
OG0006357	LOC117146892|XP_033169381.1|DMAU	LOC109422992|XP_029717341.1|AEAL, LOC109405329|XP_029717340.1|AEAL
OG0006358	LOC117142120|XP_033161906.1|DMAU	LOC109423007|XP_029730271.1|AEAL
OG0006359	LOC117143273|XP_033163743.1|DMAU	LOC109415627|XP_019545073.2|AEAL
OG0006360	LOC117147289|XP_033170025.1|DMAU	LOC109423010|XP_019553469.1|AEAL
OG0006361	LOC117145417|XP_033166953.1|DMAU	LOC109423053|XP_019553499.2|AEAL, LOC115260490|XP_029717283.1|AEAL
OG0006362	LOC117147030|XP_033169614.1|DMAU	LOC109432358|XP_019564238.1|AEAL, LOC109423060|XP_019553521.1|AEAL, LOC115260692|XP_029717755.1|AEAL
OG0006363	LOC117146744|XP_033169104.1|DMAU	LOC109413806|XP_019543088.2|AEAL
OG0006364	LOC117142916|XP_033163100.1|DMAU	LOC109413800|XP_019543074.2|AEAL
OG0006365	LOC117148205|XP_033171380.1|DMAU	LOC109421874|XP_029716106.1|AEAL, LOC109425298|XP_019556083.1|AEAL
OG0006366	LOC117147515|XP_033170322.1|DMAU	LOC109425273|XP_029716126.1|AEAL, LOC109421875|XP_029717610.1|AEAL
OG0006367	LOC117147703|XP_033170582.1|DMAU	LOC109421880|XP_029717614.1|AEAL
OG0006368	LOC117144494|XP_033165571.1|DMAU	LOC109421885|XP_019552006.2|AEAL
OG0006369	LOC117145798|XP_033167476.1|DMAU	LOC109425098|XP_029717622.1|AEAL
OG0006370	LOC117148247|XP_033171441.1|DMAU	LOC115260678|XP_029717691.1|AEAL, LOC109424929|XP_019555667.2|AEAL, LOC109418727|XP_029717650.1|AEAL
OG0006371	LOC117145445|XP_033166995.1|DMAU	LOC109424769|XP_019555498.2|AEAL, LOC109412947|XP_019542147.2|AEAL
OG0006372	LOC117145252|XP_033166725.1|DMAU	LOC115260662|XP_029717666.1|AEAL, LOC109424725|XP_029717716.1|AEAL
OG0006373	LOC117147304|XP_033170042.1|DMAU	LOC109412939|XP_029717729.1|AEAL, LOC115260665|XP_029717673.1|AEAL
OG0006374	LOC117148522|XP_033171825.1|DMAU	LOC109406901|XP_029717797.1|AEAL, LOC115267134|XP_029729832.1|AEAL
OG0006375	LOC117146610|XP_033168826.1|DMAU	LOC109427767|XP_019558907.2|AEAL, LOC109431340|XP_029717795.1|AEAL
OG0006376	LOC117147820|XP_033170764.1|DMAU	LOC115254055|XP_029717808.1|AEAL, LOC109427762|XP_029717786.1|AEAL
OG0006377	LOC117148803|XP_033172309.1|DMAU	LOC109431351|XP_019563119.1|AEAL, LOC109427760|XP_019558898.1|AEAL
OG0006378	LOC117142306|XP_033162086.1|DMAU	LOC109427759|XP_019558895.1|AEAL, LOC109431348|XP_019563110.2|AEAL
OG0006379	LOC117148277|XP_033171481.1|DMAU	LOC109427741|XP_019558880.2|AEAL
OG0006380	LOC117147463|XP_033170245.1|DMAU	LOC109427743|XP_019558883.2|AEAL, LOC109431375|XP_029717821.1|AEAL
OG0006381	LOC117146788|XP_033169217.1|DMAU	LOC109427706|XP_019558835.2|AEAL
OG0006382	LOC117146497|XP_033168638.1|DMAU	LOC109431380|XP_019563137.2|AEAL
OG0006383	LOC117148553|XP_033171879.1|DMAU	LOC109427696|XP_029728054.1|AEAL
OG0006384	LOC117148554|XP_033171881.1|DMAU	LOC109431390|XP_019563153.1|AEAL
OG0006385	LOC117143604|XP_033164246.1|DMAU	LOC109431485|XP_029717846.1|AEAL, LOC109427687|XP_029717928.1|AEAL
OG0006386	LOC117146452|XP_033168575.1|DMAU	LOC109431482|XP_019563239.2|AEAL, LOC109427680|XP_019558813.2|AEAL
OG0006387	LOC117143824|XP_033164561.1|DMAU	LOC109431499|XP_019563265.2|AEAL, LOC109427683|XP_019558817.2|AEAL
OG0006388	LOC117147146|XP_033169815.1|DMAU	LOC115260732|XP_029717859.1|AEAL, LOC109427666|XP_029717842.1|AEAL
OG0006389	LOC117147150|XP_033169822.1|DMAU	LOC109431450|XP_029717843.1|AEAL, LOC109427667|XP_029717861.1|AEAL
OG0006390	LOC117145414|XP_033166946.1|DMAU	LOC109431519|XP_019563297.2|AEAL, LOC109427652|XP_019558767.2|AEAL
OG0006391	LOC117144670|XP_033165881.1|DMAU	LOC109415564|XP_029717882.1|AEAL, LOC109431464|XP_029717918.1|AEAL
OG0006392	LOC117147663|XP_033170530.1|DMAU	LOC109431452|XP_029717897.1|AEAL
OG0006393	LOC117150508|XP_033173305.1|DMAU	LOC109415588|XP_029717898.1|AEAL
OG0006394	LOC117145561|XP_033167154.1|DMAU	LOC109412192|XP_029717908.1|AEAL
OG0006395	LOC117144832|XP_033166108.1|DMAU	LOC109417115|XP_029728647.1|AEAL
OG0006396	LOC117147539|XP_033170364.1|DMAU	LOC109406943|XP_029729114.1|AEAL, LOC115266520|XP_029728638.1|AEAL
OG0006397	LOC117147566|XP_033170400.1|DMAU	LOC109405957|XP_019534552.2|AEAL, LOC115266519|XP_029728634.1|AEAL
OG0006398	LOC117148643|XP_033172035.1|DMAU	LOC109430892|XP_019562524.2|AEAL, LOC109412098|XP_029733710.1|AEAL
OG0006399	LOC117148604|XP_033171975.1|DMAU	LOC109412112|XP_029733704.1|AEAL, LOC109430953|XP_029707536.1|AEAL
OG0006400	LOC117148602|XP_033171974.1|DMAU	LOC115269274|XP_029733702.1|AEAL, LOC109430995|XP_019562667.1|AEAL
OG0006401	LOC117140101|XP_033158747.1|DMAU	LOC109431004|XP_029707526.1|AEAL
OG0006402	LOC117142673|XP_033162697.1|DMAU	LOC109412126|XP_019541313.2|AEAL
OG0006403	LOC117144661|XP_033165853.1|DMAU	LOC109412130|XP_019541318.1|AEAL
OG0006404	LOC117145982|XP_033167781.1|DMAU	LOC109431109|XP_019562826.2|AEAL
OG0006405	LOC117141511|XP_033160892.1|DMAU	LOC109431193|XP_019562955.2|AEAL
OG0006406	LOC117146032|XP_033167854.1|DMAU	LOC115260860|XP_029718047.1|AEAL, LOC109431423|XP_019563179.2|AEAL
OG0006407	LOC117148753|XP_033172235.1|DMAU	LOC109431436|XP_019563188.2|AEAL
OG0006408	LOC117148576|XP_033171934.1|DMAU	LOC109431578|XP_019563362.2|AEAL
OG0006409	LOC117148152|XP_033171275.1|DMAU	LOC109431473|XP_019563230.2|AEAL
OG0006410	LOC117147322|XP_033170064.1|DMAU	LOC109405310|XP_019533893.1|AEAL, LOC115258266|XP_029714196.1|AEAL
OG0006411	LOC117148067|XP_033171149.1|DMAU	LOC109406377|XP_029714194.1|AEAL
OG0006414	LOC117143563|XP_033164198.1|DMAU	LOC109427619|XP_019558740.2|AEAL
OG0006415	LOC117146383|XP_033168441.1|DMAU	LOC109421800|XP_029708068.1|AEAL
OG0006416	LOC117146966|XP_033169525.1|DMAU	LOC115266471|XP_029728561.1|AEAL, LOC109405507|XP_019534150.1|AEAL
OG0006417	LOC117139340|XP_033157481.1|DMAU	LOC115258025|XP_029713883.1|AEAL, LOC109424870|XP_029713884.1|AEAL
OG0006418	LOC117147964|XP_033171001.1|DMAU	LOC109405519|XP_019534162.2|AEAL
OG0006420	LOC117142587|XP_033162548.1|DMAU	LOC109622735|XP_019932731.2|AEAL
OG0006421	LOC117149614|XP_033172694.1|DMAU	LOC109622736|XP_019932735.2|AEAL
OG0006422	LOC117135526|XP_033151684.1|DMAU	LOC109419596|XP_029712359.1|AEAL
OG0006423	LOC117142804|XP_033162903.1|DMAU	LOC109419547|XP_019549314.2|AEAL
OG0006424	LOC117142806|XP_033162905.1|DMAU	LOC109419516|XP_029712318.1|AEAL
OG0006425	LOC117144594|XP_033165765.1|DMAU	LOC109423116|XP_029712310.1|AEAL
OG0006426	LOC117144593|XP_033165764.1|DMAU	LOC109423115|XP_019553562.2|AEAL
OG0006427	LOC117143437|XP_033164035.1|DMAU	LOC109423121|XP_019553571.2|AEAL, LOC109419420|XP_029733614.1|AEAL
OG0006428	LOC117142999|XP_033163248.1|DMAU	LOC109423133|XP_019553596.2|AEAL
OG0006429	LOC117142969|XP_033163206.1|DMAU	LOC109423140|XP_019553612.2|AEAL
OG0006430	LOC117139043|XP_033157035.1|DMAU	LOC109397285|XP_019525149.2|AEAL, LOC109423197|XP_019553652.1|AEAL
OG0006431	LOC117143341|XP_033163895.1|DMAU	LOC109423166|XP_029722764.1|AEAL
OG0006432	LOC117146108|XP_033167982.1|DMAU	LOC109397236|XP_029722770.1|AEAL
OG0006433	LOC117142904|XP_033163077.1|DMAU	LOC109423519|XP_029736173.1|AEAL, LOC115263691|XP_029722776.1|AEAL
OG0006434	LOC117135126|XP_033151040.1|DMAU	LOC109432189|XP_019564058.2|AEAL
OG0006435	LOC117143071|XP_033163423.1|DMAU	LOC109432128|XP_029723032.1|AEAL
OG0006436	LOC117147595|XP_033170435.1|DMAU	LOC109432168|XP_019564032.2|AEAL
OG0006437	LOC117148672|XP_033172081.1|DMAU	LOC109432137|XP_019563979.1|AEAL
OG0006438	LOC117145948|XP_033167725.1|DMAU	LOC109432141|XP_019563991.1|AEAL
OG0006441	LOC117143738|XP_033164439.1|DMAU	LOC115263811|XP_029723050.1|AEAL, LOC109423472|XP_019553986.1|AEAL
OG0006442	LOC117142593|XP_033162559.1|DMAU	LOC115263731|XP_029722865.1|AEAL
OG0006443	LOC117145723|XP_033167363.1|DMAU	LOC109430284|XP_019561882.2|AEAL
OG0006444	LOC117142773|XP_033162852.1|DMAU	LOC109430279|XP_019561873.1|AEAL
OG0006445	LOC117148891|XP_033172486.1|DMAU	LOC109430283|XP_029729876.1|AEAL, LOC115263746|XP_029722894.1|AEAL
OG0006446	LOC117143718|XP_033164407.1|DMAU	LOC109430280|XP_029729875.1|AEAL, LOC109415558|XP_029722896.1|AEAL
OG0006447	LOC117144880|XP_033166182.1|DMAU	LOC109412399|XP_029712687.1|AEAL, LOC109430287|XP_029722903.1|AEAL
OG0006448	LOC117144544|XP_033165671.1|DMAU	LOC109430294|XP_019561891.2|AEAL
OG0006449	LOC117145220|XP_033166682.1|DMAU	LOC109412411|XP_029722916.1|AEAL, LOC109430296|XP_029712466.1|AEAL
OG0006450	LOC117139880|XP_033158438.1|DMAU	LOC109430323|XP_029722925.1|AEAL
OG0006451	LOC117148741|XP_033172201.1|DMAU	LOC109400088|XP_019528105.2|AEAL, LOC109621578|XP_029707652.1|AEAL
OG0006452	LOC117143201|XP_033163635.1|DMAU	LOC109400092|XP_029707643.1|AEAL, LOC115253923|XP_029707600.1|AEAL, LOC109621601|XP_029707732.1|AEAL
OG0006453	LOC117139316|XP_033157451.1|DMAU	LOC109621633|XP_029707605.1|AEAL
OG0006454	LOC117146462|XP_033168584.1|DMAU	LOC115254340|XP_029707631.1|AEAL, LOC109621628|XP_019931270.2|AEAL
OG0006455	LOC117145917|XP_033167663.1|DMAU	LOC109430375|XP_029722973.1|AEAL
OG0006456	LOC117145916|XP_033167662.1|DMAU	LOC109413270|XP_019542541.1|AEAL
OG0006457	LOC117144291|XP_033165285.1|DMAU	LOC109410083|XP_019539162.2|AEAL
OG0006458	LOC117147891|XP_033170881.1|DMAU	LOC115257903|XP_029713751.1|AEAL, LOC109410081|XP_029712734.1|AEAL, LOC109430225|XP_029712829.1|AEAL
OG0006459	LOC117143374|XP_033163941.1|DMAU	LOC109410069|XP_019539144.2|AEAL
OG0006460	LOC117142343|XP_033162151.1|DMAU	LOC109432132|XP_019563967.1|AEAL
OG0006461	LOC117145701|XP_033167333.1|DMAU	LOC109430158|XP_019561743.2|AEAL
OG0006462	LOC117144820|XP_033166093.1|DMAU	LOC109430140|XP_019561722.2|AEAL
OG0006463	LOC117145867|XP_033167580.1|DMAU	LOC109430557|XP_029713778.1|AEAL
OG0006464	LOC117140497|XP_033159352.1|DMAU	LOC109430747|XP_029713059.1|AEAL, LOC109430051|XP_029713253.1|AEAL
OG0006465	LOC117148706|XP_033172142.1|DMAU	LOC109430733|XP_019562356.2|AEAL, LOC109429798|XP_029726719.1|AEAL
OG0006466	LOC117147843|XP_033170797.1|DMAU	LOC115265496|XP_029726720.1|AEAL, LOC109430754|XP_019562379.2|AEAL
OG0006467	LOC117145055|XP_033166456.1|DMAU	LOC109430734|XP_019562357.2|AEAL
OG0006468	LOC117142563|XP_033162506.1|DMAU	LOC109399928|XP_019527923.2|AEAL
OG0006469	LOC117147571|XP_033170407.1|DMAU	LOC109399948|XP_029729794.1|AEAL, LOC115267078|XP_029729790.1|AEAL
OG0006470	LOC117140298|XP_033159033.1|DMAU	LOC109399960|XP_029729776.1|AEAL
OG0006471	LOC117143685|XP_033164362.1|DMAU	LOC109399942|XP_019527940.2|AEAL
OG0006472	LOC117143684|XP_033164361.1|DMAU	LOC109399938|XP_019527937.2|AEAL
OG0006473	LOC117140771|XP_033159745.1|DMAU	LOC109425390|XP_029729765.1|AEAL
OG0006474	LOC117135460|XP_033151545.1|DMAU	LOC109425389|XP_019556187.1|AEAL
OG0006475	LOC117143660|XP_033164332.1|DMAU	LOC109399958|XP_019527971.1|AEAL
OG0006476	LOC117147149|XP_033169821.1|DMAU	LOC109399851|XP_029729749.1|AEAL, LOC115267053|XP_029729723.1|AEAL
OG0006477	LOC117147672|XP_033170539.1|DMAU	LOC115267061|XP_029729755.1|AEAL, LOC109399852|XP_019527886.2|AEAL
OG0006478	LOC117144216|XP_033165159.1|DMAU	LOC109416911|XP_019546571.1|AEAL, LOC109415608|XP_029716503.1|AEAL
OG0006479	LOC117143266|XP_033163729.1|DMAU	LOC115259508|XP_029715993.1|AEAL
