Orthogroup	DMAU.longest_only	ASTE.longest_only
OG0006187	LOC117145207|XP_033166662.1|DMAU	LOC118511264|XP_035910028.1|ASTE
OG0006188	LOC117146535|XP_033168697.1|DMAU	LOC118505395|XP_035897012.1|ASTE
OG0006189	LOC117146536|XP_033168701.1|DMAU	LOC118514401|XP_035917174.1|ASTE, LOC118505416|XP_035897065.1|ASTE
OG0006190	LOC117142316|XP_033162113.1|DMAU	LOC118510292|XP_035907810.1|ASTE
OG0006191	LOC117144899|XP_033166220.1|DMAU	LOC118507523|XP_035901981.1|ASTE
OG0006192	LOC117147345|XP_033170095.1|DMAU	LOC118508051|XP_035903401.1|ASTE
OG0006193	LOC117146795|XP_033169226.1|DMAU	LOC118505169|XP_035896478.1|ASTE
OG0006194	LOC117147624|XP_033170478.1|DMAU	LOC118516550|XP_035918392.1|ASTE
OG0006195	LOC117147853|XP_033170819.1|DMAU	LOC118511117|XP_035909738.1|ASTE
OG0006196	LOC117143489|XP_033164094.1|DMAU	LOC118516756|XP_035918568.1|ASTE
OG0006197	LOC117146294|XP_033168196.1|DMAU	LOC118509676|XP_035906592.1|ASTE
OG0006198	LOC117148944|XP_033172560.1|DMAU	LOC118507132|XP_035901061.1|ASTE
OG0006199	LOC117143745|XP_033164446.1|DMAU	LOC118507096|XP_035900984.1|ASTE
OG0006200	LOC117144741|XP_033165985.1|DMAU	LOC118509460|XP_035905977.1|ASTE
OG0006201	LOC117146717|XP_033169034.1|DMAU	LOC118506952|XP_035900668.1|ASTE
OG0006202	LOC117148022|XP_033171083.1|DMAU	LOC118506932|XP_035900645.1|ASTE
OG0006203	LOC117148742|XP_033172204.1|DMAU	LOC118507395|XP_035901745.1|ASTE
OG0006204	LOC117143381|XP_033163952.1|DMAU	LOC118512712|XP_035913441.1|ASTE
OG0006205	LOC117146863|XP_033169336.1|DMAU	LOC118511421|XP_035910399.1|ASTE
OG0006206	LOC117147761|XP_033170673.1|DMAU	LOC118517496|XP_035919586.1|ASTE
OG0006207	LOC117135110|XP_033151017.1|DMAU	LOC118505296|XP_035896800.1|ASTE
OG0006208	LOC117142095|XP_033161869.1|DMAU	LOC118505276|XP_035896742.1|ASTE
OG0006209	LOC117148694|XP_033172128.1|DMAU	LOC118514543|XP_035917423.1|ASTE
OG0006210	LOC117148804|XP_033172310.1|DMAU	LOC118505477|XP_035897187.1|ASTE
OG0006211	LOC117150307|XP_033173023.1|DMAU	LOC118512034|XP_035911724.1|ASTE
OG0006212	LOC117150303|XP_033173017.1|DMAU	LOC118511654|XP_035910891.1|ASTE
OG0006214	LOC117146700|XP_033168987.1|DMAU	LOC118505724|XP_035897801.1|ASTE
OG0006215	LOC117148565|XP_033171910.1|DMAU	LOC118510787|XP_035908987.1|ASTE
OG0006217	LOC117147617|XP_033170465.1|DMAU	LOC118517382|XP_035919315.1|ASTE
OG0006218	LOC117143603|XP_033164249.1|DMAU	LOC118516488|XP_035918314.1|ASTE
OG0006219	LOC117147894|XP_033170888.1|DMAU	LOC118515721|XP_035917946.1|ASTE
OG0006220	LOC117141105|XP_033160318.1|DMAU	LOC118507166|XP_035901123.1|ASTE
OG0006221	LOC117142924|XP_033163112.1|DMAU	LOC118517486|XP_035919574.1|ASTE
OG0006222	LOC117142925|XP_033163114.1|DMAU	LOC118517495|XP_035919585.1|ASTE
OG0006223	LOC117147275|XP_033169999.1|DMAU	LOC118517507|XP_035919622.1|ASTE
OG0006224	LOC117146864|XP_033169339.1|DMAU	LOC118516663|XP_035918521.1|ASTE
OG0006225	LOC117147762|XP_033170677.1|DMAU	LOC118506528|XP_035899684.1|ASTE
OG0006226	LOC117137801|XP_033155364.1|DMAU	LOC118508996|XP_035904892.1|ASTE
OG0006227	LOC117147357|XP_033170112.1|DMAU	LOC118511740|XP_035911126.1|ASTE
OG0006228	LOC117136410|XP_033153209.1|DMAU	LOC118505405|XP_035897049.1|ASTE
OG0006229	LOC117146266|XP_033168132.1|DMAU	LOC118508987|XP_035904878.1|ASTE
OG0006230	LOC117147716|XP_033170606.1|DMAU	LOC118509041|XP_035905010.1|ASTE
OG0006231	LOC117146753|XP_033169133.1|DMAU	LOC118509090|XP_035905128.1|ASTE
OG0006232	LOC117147757|XP_033170659.1|DMAU	LOC118509106|XP_035905169.1|ASTE
OG0006233	LOC117146861|XP_033169329.1|DMAU	LOC118509156|XP_035905285.1|ASTE
OG0006234	LOC117147829|XP_033170778.1|DMAU	LOC118516617|XP_035918485.1|ASTE
OG0006235	LOC117148844|XP_033172388.1|DMAU	LOC118516410|XP_035918169.1|ASTE
OG0006237	LOC117148230|XP_033171414.1|DMAU	LOC118506102|XP_035898680.1|ASTE
OG0006238	LOC117147506|XP_033170301.1|DMAU	LOC118510893|XP_035909174.1|ASTE
OG0006239	LOC117148913|XP_033172523.1|DMAU	LOC118503930|XP_035893669.1|ASTE
OG0006240	LOC117145753|XP_033167409.1|DMAU	LOC118503860|XP_035893483.1|ASTE
OG0006241	LOC117147827|XP_033170777.1|DMAU	LOC118516610|XP_035918480.1|ASTE
OG0006242	LOC117148137|XP_033171255.1|DMAU	LOC118505305|XP_035896829.1|ASTE
OG0006243	LOC117144678|XP_033165892.1|DMAU	LOC118505208|XP_035896612.1|ASTE
OG0006244	LOC117144500|XP_033165577.1|DMAU	LOC118510186|XP_035907604.1|ASTE
OG0006246	LOC117148178|XP_033171337.1|DMAU	LOC118503632|XP_035893025.1|ASTE
OG0006247	LOC117136040|XP_033152567.1|DMAU	LOC118503605|XP_035892978.1|ASTE
OG0006248	LOC117144595|XP_033165766.1|DMAU	LOC118517268|XP_035919138.1|ASTE
OG0006249	LOC117138602|XP_033156697.1|DMAU	LOC118505577|XP_035897429.1|ASTE
OG0006250	LOC117146903|XP_033169403.1|DMAU	LOC118503321|XP_035892359.1|ASTE
OG0006251	LOC117144978|XP_033166336.1|DMAU	LOC118504185|XP_035894241.1|ASTE
OG0006252	LOC117144975|XP_033166331.1|DMAU	LOC118504147|XP_035894158.1|ASTE
OG0006253	LOC117148177|XP_033171336.1|DMAU	LOC118503297|XP_035892294.1|ASTE
OG0006254	LOC117143068|XP_033163420.1|DMAU	LOC118510515|XP_035908331.1|ASTE
OG0006255	LOC117143607|XP_033164250.1|DMAU	LOC118512408|XP_035912696.1|ASTE
OG0006256	LOC117146569|XP_033168760.1|DMAU	LOC118517232|XP_035919105.1|ASTE
OG0006257	LOC117148114|XP_033171224.1|DMAU	LOC118517286|XP_035919160.1|ASTE
OG0006258	LOC117148692|XP_033172127.1|DMAU	LOC118517220|XP_035919101.1|ASTE
OG0006259	LOC117143258|XP_033163720.1|DMAU	LOC118502915|XP_035891538.1|ASTE
OG0006260	LOC117148115|XP_033171226.1|DMAU	LOC118502982|XP_035891660.1|ASTE
OG0006261	LOC117138321|XP_033156249.1|DMAU	LOC118512106|XP_035911971.1|ASTE
OG0006262	LOC117147701|XP_033170580.1|DMAU	LOC118506927|XP_035900619.1|ASTE
OG0006263	LOC117147051|XP_033169692.1|DMAU	LOC118506478|XP_035899551.1|ASTE
OG0006264	LOC117146556|XP_033168745.1|DMAU	LOC118507809|XP_035902765.1|ASTE
OG0006265	LOC117135847|XP_033152255.1|DMAU	LOC118509916|XP_035907106.1|ASTE
OG0006266	LOC117146555|XP_033168744.1|DMAU	LOC118510939|XP_035909269.1|ASTE
OG0006267	LOC117148103|XP_033171210.1|DMAU	LOC118509287|XP_035905587.1|ASTE
OG0006268	LOC117135989|XP_033152495.1|DMAU	LOC118503890|XP_035893558.1|ASTE
OG0006269	LOC117144546|XP_033165673.1|DMAU	LOC118511532|XP_035910618.1|ASTE
OG0006270	LOC117147927|XP_033170954.1|DMAU	LOC118509845|XP_035906939.1|ASTE
OG0006271	LOC117144685|XP_033165900.1|DMAU	LOC118504563|XP_035895065.1|ASTE
OG0006272	LOC117146368|XP_033168411.1|DMAU	LOC118516435|XP_035918208.1|ASTE, LOC118512290|XP_035912410.1|ASTE
OG0006273	LOC117136514|XP_033153349.1|DMAU	LOC118508170|XP_035903612.1|ASTE
OG0006275	LOC117148513|XP_033171810.1|DMAU	LOC118506078|XP_035898648.1|ASTE
OG0006276	LOC117140121|XP_033158775.1|DMAU	LOC118504482|XP_035894892.1|ASTE
OG0006277	LOC117143760|XP_033164467.1|DMAU	LOC118511416|XP_035910387.1|ASTE
OG0006278	LOC117147266|XP_033169981.1|DMAU	LOC118506084|XP_035898660.1|ASTE
OG0006279	LOC117146664|XP_033168898.1|DMAU	LOC118510088|XP_035907398.1|ASTE
OG0006280	LOC117148729|XP_033172173.1|DMAU	LOC118507044|XP_035900897.1|ASTE
OG0006281	LOC117148727|XP_033172170.1|DMAU	LOC118507036|XP_035900883.1|ASTE
OG0006282	LOC117148010|XP_033171060.1|DMAU	LOC118513766|XP_035915835.1|ASTE
OG0006283	LOC117145077|XP_033166485.1|DMAU	LOC118505773|XP_035897939.1|ASTE
OG0006284	LOC117140521|XP_033159390.1|DMAU	LOC118509455|XP_035905968.1|ASTE
OG0006285	LOC117143047|XP_033163385.1|DMAU	LOC118511887|XP_035911411.1|ASTE
OG0006286	LOC117143357|XP_033163921.1|DMAU	LOC118511841|XP_035911281.1|ASTE
OG0006287	LOC117148530|XP_033171835.1|DMAU	LOC118517459|XP_035919514.1|ASTE
OG0006288	LOC117145594|XP_033167199.1|DMAU	LOC118517461|XP_035919516.1|ASTE
OG0006289	LOC117143091|XP_033163460.1|DMAU	LOC118507945|XP_035903163.1|ASTE
OG0006290	LOC117146713|XP_033169023.1|DMAU	LOC118505805|XP_035898042.1|ASTE
OG0006291	LOC117150264|XP_033172961.1|DMAU	LOC118507612|XP_035902647.1|ASTE
OG0006292	LOC117146838|XP_033169280.1|DMAU	LOC118509948|XP_035907176.1|ASTE
OG0006293	LOC117139465|XP_033157667.1|DMAU	LOC118511073|XP_035909628.1|ASTE
OG0006294	LOC117146787|XP_033169215.1|DMAU	LOC118511427|XP_035910413.1|ASTE
OG0006295	LOC117147324|XP_033170066.1|DMAU	LOC118506125|XP_035898752.1|ASTE
OG0006296	LOC117146914|XP_033169430.1|DMAU	LOC118502989|XP_035891688.1|ASTE
OG0006297	LOC117148793|XP_033172296.1|DMAU	LOC118509174|XP_035905367.1|ASTE
OG0006298	LOC117146789|XP_033169218.1|DMAU	LOC118516918|XP_035918676.1|ASTE
OG0006299	LOC117147606|XP_033170446.1|DMAU	LOC118509231|XP_035905435.1|ASTE
OG0006300	LOC117147396|XP_033170156.1|DMAU	LOC118510848|XP_035909076.1|ASTE
OG0006301	LOC117148499|XP_033171792.1|DMAU	LOC118503858|XP_035893468.1|ASTE
OG0006302	LOC117147059|XP_033169705.1|DMAU	LOC118508767|XP_035904404.1|ASTE
OG0006303	LOC117135651|XP_033151926.1|DMAU	LOC118511147|XP_035909768.1|ASTE
OG0006305	LOC117142619|XP_033162595.1|DMAU	LOC118507674|XP_035902361.1|ASTE
OG0006306	LOC117143198|XP_033163629.1|DMAU	LOC118507576|XP_035902125.1|ASTE
OG0006309	LOC117147422|XP_033170190.1|DMAU	LOC118517482|XP_035919556.1|ASTE
OG0006311	LOC117147183|XP_033169875.1|DMAU	LOC118504534|XP_035894989.1|ASTE
OG0006312	LOC117148231|XP_033171415.1|DMAU	LOC118504498|XP_035894918.1|ASTE
OG0006313	LOC117146411|XP_033168501.1|DMAU	LOC118504318|XP_035894541.1|ASTE
OG0006314	LOC117146749|XP_033169117.1|DMAU	LOC118503485|XP_035892684.1|ASTE
OG0006315	LOC117144835|XP_033166114.1|DMAU	LOC118517500|XP_035919604.1|ASTE
OG0006316	LOC117146495|XP_033168633.1|DMAU	LOC118517278|XP_035919147.1|ASTE
OG0006317	LOC117148906|XP_033172505.1|DMAU	LOC118506402|XP_035899360.1|ASTE
OG0006318	LOC117147394|XP_033170154.1|DMAU	LOC118507915|XP_035903151.1|ASTE
OG0006319	LOC117135805|XP_033152195.1|DMAU	LOC118507981|XP_035903234.1|ASTE
OG0006320	LOC117147339|XP_033170085.1|DMAU	LOC118507848|XP_035902877.1|ASTE
OG0006321	LOC117146957|XP_033169510.1|DMAU	LOC118504681|XP_035895387.1|ASTE
OG0006322	LOC117148723|XP_033172166.1|DMAU	LOC118504222|XP_035894330.1|ASTE
OG0006323	LOC117148463|XP_033171727.1|DMAU	LOC118513798|XP_035915882.1|ASTE
OG0006324	LOC117148156|XP_033171280.1|DMAU	LOC118507445|XP_035901827.1|ASTE
OG0006325	LOC117143431|XP_033164028.1|DMAU	LOC118517412|XP_035919406.1|ASTE
OG0006326	LOC117140835|XP_033159835.1|DMAU	LOC118511347|XP_035910194.1|ASTE
OG0006327	LOC117142714|XP_033162764.1|DMAU	LOC118506801|XP_035900327.1|ASTE
OG0006328	LOC117144547|XP_033165674.1|DMAU	LOC118507483|XP_035901893.1|ASTE
OG0006329	LOC117148859|XP_033172414.1|DMAU	LOC118510450|XP_035908151.1|ASTE
OG0006330	LOC117142272|XP_033162039.1|DMAU	LOC118503718|XP_035893188.1|ASTE
OG0006331	LOC117146528|XP_033168689.1|DMAU	LOC118513859|XP_035916053.1|ASTE
OG0006332	LOC117146646|XP_033168871.1|DMAU	LOC118503712|XP_035893172.1|ASTE
OG0006333	LOC117148671|XP_033172078.1|DMAU	LOC118503693|XP_035893136.1|ASTE
OG0006334	LOC117147151|XP_033169823.1|DMAU	LOC118517385|XP_035919323.1|ASTE
OG0006335	LOC117145907|XP_033167651.1|DMAU	LOC118502675|XP_035891063.1|ASTE
OG0006336	LOC117146410|XP_033168500.1|DMAU	LOC118504232|XP_035894349.1|ASTE
OG0006337	LOC117147388|XP_033170149.1|DMAU	LOC118505047|XP_035896206.1|ASTE
OG0006338	LOC117144310|XP_033165313.1|DMAU	LOC118502836|XP_035891410.1|ASTE
OG0006339	LOC117147682|XP_033170552.1|DMAU	LOC118507704|XP_035902474.1|ASTE
OG0006340	LOC117148577|XP_033171935.1|DMAU	LOC118508045|XP_035903356.1|ASTE
OG0006341	LOC117147226|XP_033169929.1|DMAU	LOC118507857|XP_035902911.1|ASTE
OG0006342	LOC117147509|XP_033170309.1|DMAU	LOC118507633|XP_035902254.1|ASTE
OG0006343	LOC117148064|XP_033171146.1|DMAU	LOC118507617|XP_035902230.1|ASTE
OG0006345	LOC117142446|XP_033162305.1|DMAU	LOC118517395|XP_035919350.1|ASTE
OG0006346	LOC117142365|XP_033162183.1|DMAU	LOC118503271|XP_035892238.1|ASTE
OG0006347	LOC117142850|XP_033162978.1|DMAU	LOC118517425|XP_035919432.1|ASTE
OG0006348	LOC117148666|XP_033172070.1|DMAU	LOC118517504|XP_035919612.1|ASTE
OG0006349	LOC117146991|XP_033169554.1|DMAU	LOC118515568|XP_035917933.1|ASTE
OG0006350	LOC117145625|XP_033167234.1|DMAU	LOC118506409|XP_035899382.1|ASTE
OG0006351	LOC117147569|XP_033170404.1|DMAU	LOC118506099|XP_035898681.1|ASTE
OG0006352	LOC117137272|XP_033154530.1|DMAU	LOC118517499|XP_035919603.1|ASTE
OG0006353	LOC117145479|XP_033167045.1|DMAU	LOC118517471|XP_035919536.1|ASTE
OG0006354	LOC117143609|XP_033164253.1|DMAU	LOC118517473|XP_035919538.1|ASTE
OG0006355	LOC117148700|XP_033172134.1|DMAU	LOC118515758|XP_035917952.1|ASTE
OG0006356	LOC117146736|XP_033169074.1|DMAU	LOC118512389|XP_035912654.1|ASTE
OG0006357	LOC117146892|XP_033169381.1|DMAU	LOC118507457|XP_035901844.1|ASTE
OG0006358	LOC117142120|XP_033161906.1|DMAU	LOC118503964|XP_035893773.1|ASTE
OG0006359	LOC117143273|XP_033163743.1|DMAU	LOC118503952|XP_035893734.1|ASTE
OG0006360	LOC117147289|XP_033170025.1|DMAU	LOC118503959|XP_035893747.1|ASTE
OG0006361	LOC117145417|XP_033166953.1|DMAU	LOC118506852|XP_035900474.1|ASTE
OG0006362	LOC117147030|XP_033169614.1|DMAU	LOC118507805|XP_035902761.1|ASTE
OG0006364	LOC117142916|XP_033163100.1|DMAU	LOC118502910|XP_035891526.1|ASTE
OG0006365	LOC117148205|XP_033171380.1|DMAU	LOC118504883|XP_035895836.1|ASTE
OG0006366	LOC117147515|XP_033170322.1|DMAU	LOC118504856|XP_035895775.1|ASTE
OG0006367	LOC117147703|XP_033170582.1|DMAU	LOC118503247|XP_035892163.1|ASTE
OG0006368	LOC117144494|XP_033165571.1|DMAU	LOC118502632|XP_035890929.1|ASTE
OG0006369	LOC117145798|XP_033167476.1|DMAU	LOC118502358|XP_035890460.1|ASTE
OG0006370	LOC117148247|XP_033171441.1|DMAU	LOC118506825|XP_035900414.1|ASTE
OG0006371	LOC117145445|XP_033166995.1|DMAU	LOC118506397|XP_035899346.1|ASTE
OG0006372	LOC117145252|XP_033166725.1|DMAU	LOC118517375|XP_035919287.1|ASTE
OG0006373	LOC117147304|XP_033170042.1|DMAU	LOC118506611|XP_035899874.1|ASTE
OG0006374	LOC117148522|XP_033171825.1|DMAU	LOC118517361|XP_035919271.1|ASTE
OG0006375	LOC117146610|XP_033168826.1|DMAU	LOC118510430|XP_035908102.1|ASTE
OG0006376	LOC117147820|XP_033170764.1|DMAU	LOC118504443|XP_035894817.1|ASTE
OG0006377	LOC117148803|XP_033172309.1|DMAU	LOC118507989|XP_035903253.1|ASTE
OG0006378	LOC117142306|XP_033162086.1|DMAU	LOC118504822|XP_035895724.1|ASTE
OG0006379	LOC117148277|XP_033171481.1|DMAU	LOC118503456|XP_035892624.1|ASTE
OG0006380	LOC117147463|XP_033170245.1|DMAU	LOC118510639|XP_035909033.1|ASTE
OG0006381	LOC117146788|XP_033169217.1|DMAU	LOC118511686|XP_035910961.1|ASTE
OG0006382	LOC117146497|XP_033168638.1|DMAU	LOC118504146|XP_035894142.1|ASTE
OG0006383	LOC117148553|XP_033171879.1|DMAU	LOC118504051|XP_035893961.1|ASTE
OG0006384	LOC117148554|XP_033171881.1|DMAU	LOC118504168|XP_035894205.1|ASTE
OG0006385	LOC117143604|XP_033164246.1|DMAU	LOC118504375|XP_035894675.1|ASTE
OG0006386	LOC117146452|XP_033168575.1|DMAU	LOC118506337|XP_035899210.1|ASTE
OG0006387	LOC117143824|XP_033164561.1|DMAU	LOC118505050|XP_035896220.1|ASTE
OG0006388	LOC117147146|XP_033169815.1|DMAU	LOC118510413|XP_035908075.1|ASTE
OG0006389	LOC117147150|XP_033169822.1|DMAU	LOC118510610|XP_035908520.1|ASTE
OG0006392	LOC117147663|XP_033170530.1|DMAU	LOC118517606|XP_035919796.1|ASTE
OG0006393	LOC117150508|XP_033173305.1|DMAU	LOC118508111|XP_035903498.1|ASTE
OG0006394	LOC117145561|XP_033167154.1|DMAU	LOC118504551|XP_035895052.1|ASTE
OG0006395	LOC117144832|XP_033166108.1|DMAU	LOC118502664|XP_035891020.1|ASTE
OG0006396	LOC117147539|XP_033170364.1|DMAU	LOC118511965|XP_035911590.1|ASTE
OG0006397	LOC117147566|XP_033170400.1|DMAU	LOC118506471|XP_035899541.1|ASTE
OG0006398	LOC117148643|XP_033172035.1|DMAU	LOC118506474|XP_035899543.1|ASTE
OG0006399	LOC117148604|XP_033171975.1|DMAU	LOC118506487|XP_035899563.1|ASTE
OG0006400	LOC117148602|XP_033171974.1|DMAU	LOC118506480|XP_035899554.1|ASTE
OG0006401	LOC117140101|XP_033158747.1|DMAU	LOC118506485|XP_035899558.1|ASTE
OG0006402	LOC117142673|XP_033162697.1|DMAU	LOC118506490|XP_035899571.1|ASTE
OG0006403	LOC117144661|XP_033165853.1|DMAU	LOC118506495|XP_035899582.1|ASTE
OG0006404	LOC117145982|XP_033167781.1|DMAU	LOC118504738|XP_035895509.1|ASTE
OG0006405	LOC117141511|XP_033160892.1|DMAU	LOC118504756|XP_035895571.1|ASTE
OG0006406	LOC117146032|XP_033167854.1|DMAU	LOC118504526|XP_035894961.1|ASTE
OG0006407	LOC117148753|XP_033172235.1|DMAU	LOC118510640|XP_035908611.1|ASTE
OG0006408	LOC117148576|XP_033171934.1|DMAU	LOC118517137|XP_035918891.1|ASTE, LOC118509591|XP_035906264.1|ASTE
OG0006409	LOC117148152|XP_033171275.1|DMAU	LOC118514938|XP_035917699.1|ASTE
OG0006410	LOC117147322|XP_033170064.1|DMAU	LOC118504555|XP_035895060.1|ASTE
OG0006411	LOC117148067|XP_033171149.1|DMAU	LOC118504554|XP_035895059.1|ASTE
OG0006412	LOC117144861|XP_033166156.1|DMAU	LOC118504559|XP_035895062.1|ASTE
OG0006413	LOC117143058|XP_033163399.1|DMAU	LOC118504560|XP_035895063.1|ASTE
OG0006414	LOC117143563|XP_033164198.1|DMAU	LOC118503904|XP_035893588.1|ASTE
OG0006415	LOC117146383|XP_033168441.1|DMAU	LOC118517518|XP_035919637.1|ASTE
OG0006416	LOC117146966|XP_033169525.1|DMAU	LOC118506133|XP_035898763.1|ASTE
OG0006417	LOC117139340|XP_033157481.1|DMAU	LOC118508088|XP_035903460.1|ASTE
OG0006418	LOC117147964|XP_033171001.1|DMAU	LOC118510489|XP_035908272.1|ASTE
OG0006419	LOC117144417|XP_033165449.1|DMAU	LOC118505602|XP_035897523.1|ASTE, LOC118516563|XP_035918418.1|ASTE
OG0006420	LOC117142587|XP_033162548.1|DMAU	LOC118508289|XP_035903826.1|ASTE
OG0006421	LOC117149614|XP_033172694.1|DMAU	LOC118508288|XP_035903823.1|ASTE
OG0006422	LOC117135526|XP_033151684.1|DMAU	LOC118505561|XP_035897405.1|ASTE
OG0006423	LOC117142804|XP_033162903.1|DMAU	LOC118505574|XP_035897423.1|ASTE
OG0006424	LOC117142806|XP_033162905.1|DMAU	LOC118505580|XP_035897430.1|ASTE
OG0006425	LOC117144594|XP_033165765.1|DMAU	LOC118505573|XP_035897422.1|ASTE
OG0006426	LOC117144593|XP_033165764.1|DMAU	LOC118505572|XP_035897421.1|ASTE
OG0006427	LOC117143437|XP_033164035.1|DMAU	LOC118505583|XP_035897437.1|ASTE
OG0006429	LOC117142969|XP_033163206.1|DMAU	LOC118502684|XP_035891087.1|ASTE
OG0006430	LOC117139043|XP_033157035.1|DMAU	LOC118506468|XP_035899536.1|ASTE
OG0006431	LOC117143341|XP_033163895.1|DMAU	LOC118508445|XP_035904128.1|ASTE
OG0006432	LOC117146108|XP_033167982.1|DMAU	LOC118502922|XP_035891550.1|ASTE
OG0006433	LOC117142904|XP_033163077.1|DMAU	LOC118506376|XP_035899295.1|ASTE
OG0006434	LOC117135126|XP_033151040.1|DMAU	LOC118506154|XP_035898815.1|ASTE
OG0006435	LOC117143071|XP_033163423.1|DMAU	LOC118506805|XP_035900345.1|ASTE
OG0006436	LOC117147595|XP_033170435.1|DMAU	LOC118502864|XP_035891465.1|ASTE
OG0006437	LOC117148672|XP_033172081.1|DMAU	LOC118502874|XP_035891477.1|ASTE
OG0006438	LOC117145948|XP_033167725.1|DMAU	LOC118508305|XP_035903855.1|ASTE
OG0006441	LOC117143738|XP_033164439.1|DMAU	LOC118507556|XP_035902037.1|ASTE
OG0006442	LOC117142593|XP_033162559.1|DMAU	LOC118507550|XP_035902024.1|ASTE
OG0006443	LOC117145723|XP_033167363.1|DMAU	LOC118502544|XP_035890713.1|ASTE
OG0006444	LOC117142773|XP_033162852.1|DMAU	LOC118504473|XP_035894879.1|ASTE
OG0006445	LOC117148891|XP_033172486.1|DMAU	LOC118504993|XP_035896064.1|ASTE
OG0006446	LOC117143718|XP_033164407.1|DMAU	LOC118504988|XP_035896049.1|ASTE
OG0006447	LOC117144880|XP_033166182.1|DMAU	LOC118504990|XP_035896056.1|ASTE
OG0006448	LOC117144544|XP_033165671.1|DMAU	LOC118505446|XP_035897137.1|ASTE
OG0006449	LOC117145220|XP_033166682.1|DMAU	LOC118505447|XP_035897138.1|ASTE
OG0006450	LOC117139880|XP_033158438.1|DMAU	LOC118506816|XP_035900396.1|ASTE
OG0006451	LOC117148741|XP_033172201.1|DMAU	LOC118502838|XP_035891409.1|ASTE
OG0006452	LOC117143201|XP_033163635.1|DMAU	LOC118502884|XP_035891496.1|ASTE
OG0006453	LOC117139316|XP_033157451.1|DMAU	LOC118504531|XP_035894969.1|ASTE
OG0006454	LOC117146462|XP_033168584.1|DMAU	LOC118506899|XP_035900572.1|ASTE
OG0006455	LOC117145917|XP_033167663.1|DMAU	LOC118504275|XP_035894405.1|ASTE
OG0006456	LOC117145916|XP_033167662.1|DMAU	LOC118508011|XP_035903288.1|ASTE
OG0006457	LOC117144291|XP_033165285.1|DMAU	LOC118507470|XP_035901865.1|ASTE
OG0006458	LOC117147891|XP_033170881.1|DMAU	LOC118506382|XP_035899307.1|ASTE
OG0006459	LOC117143374|XP_033163941.1|DMAU	LOC118504434|XP_035894768.1|ASTE
OG0006460	LOC117142343|XP_033162151.1|DMAU	LOC118504480|XP_035894890.1|ASTE
OG0006461	LOC117145701|XP_033167333.1|DMAU	LOC118503572|XP_035892899.1|ASTE
OG0006462	LOC117144820|XP_033166093.1|DMAU	LOC118507534|XP_035901999.1|ASTE
OG0006463	LOC117145867|XP_033167580.1|DMAU	LOC118507530|XP_035901988.1|ASTE
OG0006464	LOC117140497|XP_033159352.1|DMAU	LOC118505689|XP_035897721.1|ASTE
OG0006465	LOC117148706|XP_033172142.1|DMAU	LOC118504670|XP_035895353.1|ASTE
OG0006466	LOC117147843|XP_033170797.1|DMAU	LOC118504665|XP_035895340.1|ASTE
OG0006467	LOC117145055|XP_033166456.1|DMAU	LOC118502853|XP_035891450.1|ASTE
OG0006468	LOC117142563|XP_033162506.1|DMAU	LOC118503377|XP_035892470.1|ASTE
OG0006469	LOC117147571|XP_033170407.1|DMAU	LOC118502879|XP_035891490.1|ASTE
OG0006470	LOC117140298|XP_033159033.1|DMAU	LOC118508488|XP_035904199.1|ASTE
OG0006471	LOC117143685|XP_033164362.1|DMAU	LOC118508581|XP_035904379.1|ASTE
OG0006472	LOC117143684|XP_033164361.1|DMAU	LOC118508580|XP_035904377.1|ASTE
OG0006473	LOC117140771|XP_033159745.1|DMAU	LOC118502703|XP_035891130.1|ASTE
OG0006474	LOC117135460|XP_033151545.1|DMAU	LOC118502725|XP_035891176.1|ASTE
OG0006475	LOC117143660|XP_033164332.1|DMAU	LOC118502747|XP_035891206.1|ASTE
OG0006476	LOC117147149|XP_033169821.1|DMAU	LOC118502709|XP_035891146.1|ASTE
OG0006477	LOC117147672|XP_033170539.1|DMAU	LOC118502741|XP_035891199.1|ASTE
OG0006478	LOC117144216|XP_033165159.1|DMAU	LOC118504649|XP_035895299.1|ASTE
OG0006479	LOC117143266|XP_033163729.1|DMAU	LOC118506354|XP_035899252.1|ASTE
OG0006480	LOC117138479|XP_033156499.1|DMAU	LOC118504644|XP_035895293.1|ASTE
OG0006481	LOC117149441|XP_033172667.1|DMAU	LOC118502882|XP_035891494.1|ASTE
OG0006482	LOC117142979|XP_033163222.1|DMAU	LOC118505547|XP_035897381.1|ASTE
OG0006483	LOC117144152|XP_033165075.1|DMAU	LOC118505557|XP_035897402.1|ASTE
OG0006484	LOC117144151|XP_033165073.1|DMAU	LOC118505559|XP_035897403.1|ASTE
OG0006485	LOC117143863|XP_033164620.1|DMAU	LOC118506936|XP_035900647.1|ASTE
OG0006486	LOC117143367|XP_033163933.1|DMAU	LOC118504367|XP_035894657.1|ASTE
OG0006487	LOC117146039|XP_033167867.1|DMAU	LOC118503293|XP_035892280.1|ASTE
OG0006488	LOC117141312|XP_033160589.1|DMAU	LOC118504289|XP_035894477.1|ASTE
OG0006489	LOC117144538|XP_033165662.1|DMAU	LOC118503303|XP_035892310.1|ASTE
OG0006490	LOC117142998|XP_033163247.1|DMAU	LOC118503027|XP_035891745.1|ASTE
OG0006491	LOC117150902|XP_033173936.1|DMAU	LOC118503277|XP_035892248.1|ASTE
