Orthogroup	DMAU.longest_only	CPIP.longest_only
OG0007099	LOC117143252|XP_033163703.1|DMAU	LOC120412679|XP_039429188.1|CPIP
OG0007100	LOC117150515|XP_033173322.1|DMAU	LOC120412671|XP_039429166.1|CPIP
OG0007101	LOC117135204|XP_033151180.1|DMAU	LOC120417313|XP_039435210.1|CPIP
OG0007102	LOC117135171|XP_033151127.1|DMAU	LOC120417287|XP_039435171.1|CPIP
OG0007103	LOC117150238|XP_033172927.1|DMAU	LOC120419045|XP_039437545.1|CPIP
OG0007104	LOC117149985|XP_033172766.1|DMAU	LOC120419037|XP_039437535.1|CPIP
OG0007105	LOC117150648|XP_033173521.1|DMAU	LOC120419078|XP_039437597.1|CPIP
OG0007106	LOC117150398|XP_033173151.1|DMAU	LOC120419059|XP_039437566.1|CPIP
OG0007107	LOC117142845|XP_033162972.1|DMAU	LOC120419034|XP_039437528.1|CPIP
OG0007108	LOC117148101|XP_033171212.1|DMAU	LOC120419065|XP_039437578.1|CPIP
OG0007109	LOC117138488|XP_033156512.1|DMAU	LOC120419073|XP_039437591.1|CPIP
OG0007110	LOC117135320|XP_033151409.1|DMAU	LOC120419063|XP_039437577.1|CPIP
OG0007111	LOC117135136|XP_033151081.1|DMAU	LOC120419061|XP_039437568.1|CPIP
OG0007112	LOC117145920|XP_033167672.1|DMAU	LOC120419048|XP_039437547.1|CPIP
OG0007113	LOC117143199|XP_033163634.1|DMAU	LOC120429069|XP_039450148.1|CPIP
OG0007114	LOC117150497|XP_033173295.1|DMAU	LOC120429070|XP_039450149.1|CPIP
OG0007115	LOC117151089|XP_033174229.1|DMAU	LOC120429077|XP_039450166.1|CPIP
OG0007116	LOC117139689|XP_033158081.1|DMAU	LOC120429843|XP_039450851.1|CPIP
OG0007117	LOC117150974|XP_033174052.1|DMAU	LOC120429845|XP_039450854.1|CPIP
OG0007118	LOC117143409|XP_033164392.1|DMAU	LOC120429842|XP_039450845.1|CPIP
OG0007119	LOC117146414|XP_033168505.1|DMAU	LOC120426576|XP_039447295.1|CPIP
OG0007120	LOC117146505|XP_033168651.1|DMAU	LOC120426580|XP_039447298.1|CPIP
OG0007121	LOC117147049|XP_033169688.1|DMAU	LOC120426562|XP_039447268.1|CPIP
OG0007122	LOC117146767|XP_033169166.1|DMAU	LOC120426571|XP_039447286.1|CPIP
OG0007123	LOC117147704|XP_033170584.1|DMAU	LOC120426582|XP_039447305.1|CPIP, LOC120423209|XP_039442847.1|CPIP
OG0007124	LOC117139776|XP_033158275.1|DMAU	LOC120423206|XP_039442845.1|CPIP
OG0007125	LOC117140072|XP_033158713.1|DMAU	LOC120423215|XP_039442855.1|CPIP
OG0007126	LOC117139856|XP_033158397.1|DMAU	LOC120423213|XP_039442853.1|CPIP
OG0007127	LOC117140026|XP_033158648.1|DMAU	LOC120423229|XP_039442871.1|CPIP
OG0007128	LOC117141291|XP_033160561.1|DMAU	LOC120423228|XP_039442870.1|CPIP
OG0007129	LOC117140073|XP_033158717.1|DMAU	LOC120423192|XP_039442825.1|CPIP
OG0007130	LOC117141540|XP_033160930.1|DMAU	LOC120423195|XP_039442829.1|CPIP
OG0007131	LOC117140804|XP_033159794.1|DMAU	LOC120423207|XP_039442846.1|CPIP
OG0007132	LOC117141166|XP_033160394.1|DMAU	LOC120431829|XP_039452887.1|CPIP
OG0007137	LOC117146349|XP_033168391.1|DMAU	LOC120414335|XP_039431410.1|CPIP
OG0007138	LOC117146369|XP_033168413.1|DMAU	LOC120414366|XP_039431467.1|CPIP
OG0007139	LOC117148036|XP_033171100.1|DMAU	LOC120414348|XP_039431437.1|CPIP
OG0007140	LOC117148681|XP_033172112.1|DMAU	LOC120414350|XP_039431441.1|CPIP
OG0007141	LOC117148584|XP_033171947.1|DMAU	LOC120414351|XP_039431442.1|CPIP
OG0007142	LOC117139989|XP_033158585.1|DMAU	LOC120415253|XP_039432653.1|CPIP
OG0007143	LOC117142303|XP_033162080.1|DMAU	LOC120416162|XP_039433777.1|CPIP
OG0007144	LOC117143387|XP_033163961.1|DMAU	LOC120416161|XP_039433775.1|CPIP
OG0007145	LOC117142239|XP_033161983.1|DMAU	LOC120416174|XP_039433792.1|CPIP
OG0007146	LOC117142759|XP_033162832.1|DMAU	LOC120416176|XP_039433795.1|CPIP
OG0007147	LOC117144007|XP_033164853.1|DMAU	LOC120416153|XP_039433765.1|CPIP
OG0007148	LOC117146640|XP_033168863.1|DMAU	LOC120416167|XP_039433781.1|CPIP
OG0007149	LOC117138677|XP_033156819.1|DMAU	LOC120423947|XP_039443866.1|CPIP
OG0007150	LOC117141352|XP_033160648.1|DMAU	LOC120421435|XP_039440577.1|CPIP
OG0007152	LOC117147536|XP_033170360.1|DMAU	LOC120428001|XP_039448903.1|CPIP
OG0007153	LOC117147541|XP_033170366.1|DMAU	LOC120427997|XP_039448895.1|CPIP
OG0007154	LOC117135808|XP_033152201.1|DMAU	LOC120427009|XP_039447763.1|CPIP
OG0007155	LOC117137546|XP_033154933.1|DMAU	LOC120427011|XP_039447765.1|CPIP
OG0007156	LOC117145096|XP_033166505.1|DMAU	LOC120427003|XP_039447754.1|CPIP
OG0007157	LOC117145717|XP_033167354.1|DMAU	LOC120427017|XP_039447774.1|CPIP
OG0007158	LOC117139478|XP_033157688.1|DMAU	LOC120427018|XP_039447775.1|CPIP
OG0007159	LOC117147256|XP_033169967.1|DMAU	LOC120432356|XP_039453479.1|CPIP
OG0007160	LOC117145334|XP_033166835.1|DMAU	LOC120423875|XP_039443761.1|CPIP
OG0007161	LOC117148857|XP_033172408.1|DMAU	LOC120415334|XP_039432759.1|CPIP
OG0007162	LOC117146928|XP_033169458.1|DMAU	LOC120415325|XP_039432748.1|CPIP
OG0007163	LOC117143542|XP_033164169.1|DMAU	LOC120414373|XP_039431475.1|CPIP
OG0007164	LOC117143540|XP_033164168.1|DMAU	LOC120415115|XP_039432470.1|CPIP
OG0007165	LOC117146739|XP_033169079.1|DMAU	LOC120420459|XP_039439411.1|CPIP
OG0007166	LOC117139736|XP_033158166.1|DMAU	LOC120431731|XP_039452789.1|CPIP, LOC120420464|XP_039439421.1|CPIP
OG0007167	LOC117148774|XP_033172261.1|DMAU	LOC120431732|XP_039452790.1|CPIP, LOC120420483|XP_039439459.1|CPIP
OG0007168	LOC117147540|XP_033170365.1|DMAU	LOC120418831|XP_039437287.1|CPIP
OG0007169	LOC117148302|XP_033171513.1|DMAU	LOC120418849|XP_039437310.1|CPIP
OG0007170	LOC117145958|XP_033167736.1|DMAU	LOC120418761|XP_039437173.1|CPIP
OG0007171	LOC117148318|XP_033171540.1|DMAU	LOC120419179|XP_039437778.1|CPIP
OG0007172	LOC117148550|XP_033171874.1|DMAU	LOC120418607|XP_039436987.1|CPIP
OG0007173	LOC117148404|XP_033171663.1|DMAU	LOC120418597|XP_039436977.1|CPIP
OG0007174	LOC117145298|XP_033166781.1|DMAU	LOC120419090|XP_039437616.1|CPIP
OG0007175	LOC117141228|XP_033160477.1|DMAU	LOC120419198|XP_039437805.1|CPIP
OG0007176	LOC117142986|XP_033163229.1|DMAU	LOC120425599|XP_039446114.1|CPIP
OG0007177	LOC117143703|XP_033164390.1|DMAU	LOC120425605|XP_039446120.1|CPIP
OG0007178	LOC117142843|XP_033162967.1|DMAU	LOC120425609|XP_039446125.1|CPIP
OG0007179	LOC117146094|XP_033167957.1|DMAU	LOC120431565|XP_039452607.1|CPIP
OG0007180	LOC117144381|XP_033165405.1|DMAU	LOC120431564|XP_039452606.1|CPIP
OG0007181	LOC117147031|XP_033169616.1|DMAU	LOC120415093|XP_039432449.1|CPIP
OG0007182	LOC117144024|XP_033164872.1|DMAU	LOC120415236|XP_039432637.1|CPIP
OG0007183	LOC117144257|XP_033165231.1|DMAU	LOC120414134|XP_039431104.1|CPIP
OG0007184	LOC117144022|XP_033164870.1|DMAU	LOC120413936|XP_039430870.1|CPIP
OG0007185	LOC117142810|XP_033162915.1|DMAU	LOC120414322|XP_039431397.1|CPIP
OG0007186	LOC117142410|XP_033162251.1|DMAU	LOC120413658|XP_039430511.1|CPIP
OG0007187	LOC117146086|XP_033167927.1|DMAU	LOC120413660|XP_039430512.1|CPIP
OG0007188	LOC117142270|XP_033162037.1|DMAU	LOC120413668|XP_039430528.1|CPIP
OG0007189	LOC117144438|XP_033165478.1|DMAU	LOC120413663|XP_039430520.1|CPIP
OG0007190	LOC117144143|XP_033165061.1|DMAU	LOC120413665|XP_039430521.1|CPIP
OG0007191	LOC117141085|XP_033160290.1|DMAU	LOC120413679|XP_039430540.1|CPIP
OG0007192	LOC117146692|XP_033168970.1|DMAU	LOC120426344|XP_039447040.1|CPIP
OG0007193	LOC117146691|XP_033168967.1|DMAU	LOC120426333|XP_039447027.1|CPIP
OG0007194	LOC117148204|XP_033171379.1|DMAU	LOC120426836|XP_039447559.1|CPIP
OG0007195	LOC117142939|XP_033163143.1|DMAU	LOC120421213|XP_039440349.1|CPIP
OG0007196	LOC117144907|XP_033166232.1|DMAU	LOC120417650|XP_039435702.1|CPIP
OG0007197	LOC117140470|XP_033159309.1|DMAU	LOC120426336|XP_039447030.1|CPIP
OG0007198	LOC117144023|XP_033164871.1|DMAU	LOC120425226|XP_039445592.1|CPIP
OG0007199	LOC117143810|XP_033164547.1|DMAU	LOC120425211|XP_039445576.1|CPIP
OG0007200	LOC117145657|XP_033167279.1|DMAU	LOC120425220|XP_039445585.1|CPIP
OG0007201	LOC117139281|XP_033157399.1|DMAU	LOC120425918|XP_039446472.1|CPIP
OG0007202	LOC117140291|XP_033159019.1|DMAU	LOC120425919|XP_039446473.1|CPIP
OG0007203	LOC117140288|XP_033159015.1|DMAU	LOC120429899|XP_039450927.1|CPIP
OG0007204	LOC117146574|XP_033168772.1|DMAU	LOC120431965|XP_039453037.1|CPIP
OG0007205	LOC117141043|XP_033160216.1|DMAU	LOC120429898|XP_039450926.1|CPIP
OG0007206	LOC117143009|XP_033163264.1|DMAU	LOC120429896|XP_039450925.1|CPIP
OG0007207	LOC117142987|XP_033163230.1|DMAU	LOC120420481|XP_039439455.1|CPIP
OG0007208	LOC117144440|XP_033165480.1|DMAU	LOC120420482|XP_039439456.1|CPIP
OG0007209	LOC117144441|XP_033165483.1|DMAU	LOC120420480|XP_039439454.1|CPIP
OG0007210	LOC117143903|XP_033164701.1|DMAU	LOC120420479|XP_039439453.1|CPIP
OG0007211	LOC117143008|XP_033163263.1|DMAU	LOC120420460|XP_039439416.1|CPIP
OG0007212	LOC117142774|XP_033162853.1|DMAU	LOC120420461|XP_039439418.1|CPIP
OG0007213	LOC117135927|XP_033152386.1|DMAU	LOC120416972|XP_039434827.1|CPIP
OG0007214	LOC117140275|XP_033158993.1|DMAU	LOC120416956|XP_039434794.1|CPIP
OG0007215	LOC117145341|XP_033166846.1|DMAU	LOC120416962|XP_039434814.1|CPIP
OG0007216	LOC117144939|XP_033166284.1|DMAU	LOC120416969|XP_039434821.1|CPIP
OG0007217	LOC117136582|XP_033153446.1|DMAU	LOC120416977|XP_039434835.1|CPIP
OG0007218	LOC117142299|XP_033162077.1|DMAU	LOC120418173|XP_039436407.1|CPIP
OG0007219	LOC117142887|XP_033163053.1|DMAU	LOC120418165|XP_039436396.1|CPIP
OG0007220	LOC117143123|XP_033163503.1|DMAU	LOC120426771|XP_039447478.1|CPIP
OG0007221	LOC117142361|XP_033162179.1|DMAU	LOC120426765|XP_039447474.1|CPIP
OG0007222	LOC117145866|XP_033167577.1|DMAU	LOC120414071|XP_039431028.1|CPIP
OG0007223	LOC117146025|XP_033167847.1|DMAU	LOC120414438|XP_039431560.1|CPIP
OG0007224	LOC117143051|XP_033163391.1|DMAU	LOC120414429|XP_039431550.1|CPIP
OG0007225	LOC117142700|XP_033162748.1|DMAU	LOC120414336|XP_039431424.1|CPIP
OG0007226	LOC117144347|XP_033165350.1|DMAU	LOC120414332|XP_039431409.1|CPIP
OG0007227	LOC117140925|XP_033160010.1|DMAU	LOC120414863|XP_039432118.1|CPIP
OG0007228	LOC117139500|XP_033157719.1|DMAU	LOC120415386|XP_039432847.1|CPIP
OG0007229	LOC117142603|XP_033162573.1|DMAU	LOC120423950|XP_039443871.1|CPIP
OG0007230	LOC117144003|XP_033164848.1|DMAU	LOC120419108|XP_039437636.1|CPIP
OG0007231	LOC117143656|XP_033164327.1|DMAU	LOC120419093|XP_039437614.1|CPIP
OG0007232	LOC117139696|XP_033158097.1|DMAU	LOC120419118|XP_039437647.1|CPIP
OG0007233	LOC117139697|XP_033158101.1|DMAU	LOC120419095|XP_039437621.1|CPIP
OG0007234	LOC117140207|XP_033158885.1|DMAU	LOC120419112|XP_039437642.1|CPIP
OG0007235	LOC117140806|XP_033159796.1|DMAU	LOC120419100|XP_039437625.1|CPIP
OG0007236	LOC117144036|XP_033164893.1|DMAU	LOC120432169|XP_039453239.1|CPIP
OG0007237	LOC117145583|XP_033167181.1|DMAU	LOC120432171|XP_039453242.1|CPIP
OG0007238	LOC117146318|XP_033168268.1|DMAU	LOC120420315|XP_039439241.1|CPIP
OG0007239	LOC117144837|XP_033166120.1|DMAU	LOC120432384|XP_039453511.1|CPIP
OG0007240	LOC117144108|XP_033165018.1|DMAU	LOC120432404|XP_039453541.1|CPIP
OG0007241	LOC117148651|XP_033172049.1|DMAU	LOC120423976|XP_039443905.1|CPIP
OG0007242	LOC117148650|XP_033172043.1|DMAU	LOC120423534|XP_039443318.1|CPIP
OG0007243	LOC117148126|XP_033171241.1|DMAU	LOC120423524|XP_039443308.1|CPIP
OG0007244	LOC117143504|XP_033164117.1|DMAU	LOC120423571|XP_039443366.1|CPIP
OG0007245	LOC117143348|XP_033163910.1|DMAU	LOC120414982|XP_039432266.1|CPIP
OG0007246	LOC117145469|XP_033167033.1|DMAU	LOC120414558|XP_039431713.1|CPIP
OG0007247	LOC117135476|XP_033151582.1|DMAU	LOC120413751|XP_039430620.1|CPIP
OG0007248	LOC117147713|XP_033170601.1|DMAU	LOC120414404|XP_039431521.1|CPIP
OG0007249	LOC117148653|XP_033172051.1|DMAU	LOC120414967|XP_039432236.1|CPIP
OG0007250	LOC117146377|XP_033168429.1|DMAU	LOC120414095|XP_039431060.1|CPIP
OG0007251	LOC117142219|XP_033161948.1|DMAU	LOC120414949|XP_039432217.1|CPIP
OG0007252	LOC117144800|XP_033166067.1|DMAU	LOC120415165|XP_039432542.1|CPIP
OG0007253	LOC117142090|XP_033161864.1|DMAU	LOC120414623|XP_039431793.1|CPIP
OG0007254	LOC117143977|XP_033164805.1|DMAU	LOC120419230|XP_039437820.1|CPIP
OG0007255	LOC117148839|XP_033172384.1|DMAU	LOC120419244|XP_039437831.1|CPIP
OG0007256	LOC117143704|XP_033164391.1|DMAU	LOC120419241|XP_039437829.1|CPIP
OG0007257	LOC117142912|XP_033163088.1|DMAU	LOC120419236|XP_039437827.1|CPIP
OG0007258	LOC117142915|XP_033163091.1|DMAU	LOC120431627|XP_039452671.1|CPIP
OG0007259	LOC117146459|XP_033168579.1|DMAU	LOC120427912|XP_039448786.1|CPIP
OG0007260	LOC117141470|XP_033160824.1|DMAU	LOC120427918|XP_039448790.1|CPIP
OG0007261	LOC117136362|XP_033153124.1|DMAU	LOC120427920|XP_039448793.1|CPIP
OG0007262	LOC117146733|XP_033169070.1|DMAU	LOC120417051|XP_039434938.1|CPIP
OG0007263	LOC117141152|XP_033160382.1|DMAU	LOC120417049|XP_039434936.1|CPIP
OG0007264	LOC117141910|XP_033161520.1|DMAU	LOC120417045|XP_039434927.1|CPIP
OG0007265	LOC117148626|XP_033172010.1|DMAU	LOC120423847|XP_039443731.1|CPIP
OG0007266	LOC117142455|XP_033162322.1|DMAU	LOC120419104|XP_039437630.1|CPIP
OG0007267	LOC117143793|XP_033164526.1|DMAU	LOC120417148|XP_039435067.1|CPIP
OG0007268	LOC117138351|XP_033156287.1|DMAU	LOC120417156|XP_039435073.1|CPIP
OG0007269	LOC117146466|XP_033168593.1|DMAU	LOC120415944|XP_039433521.1|CPIP, LOC120417168|XP_039435084.1|CPIP
OG0007270	LOC117143499|XP_033164107.1|DMAU	LOC120415953|XP_039433529.1|CPIP
OG0007271	LOC117144690|XP_033165905.1|DMAU	LOC120415899|XP_039433475.1|CPIP
OG0007272	LOC117140930|XP_033160016.1|DMAU	LOC120415902|XP_039433477.1|CPIP
OG0007273	LOC117145810|XP_033167503.1|DMAU	LOC120415921|XP_039433500.1|CPIP
OG0007274	LOC117145087|XP_033166494.1|DMAU	LOC120415927|XP_039433507.1|CPIP
OG0007275	LOC117140576|XP_033159466.1|DMAU	LOC120415912|XP_039433493.1|CPIP
OG0007276	LOC117140493|XP_033159346.1|DMAU	LOC120415911|XP_039433490.1|CPIP
OG0007277	LOC117140112|XP_033158765.1|DMAU	LOC120415908|XP_039433487.1|CPIP
OG0007278	LOC117139646|XP_033157999.1|DMAU	LOC120415898|XP_039433474.1|CPIP
OG0007279	LOC117140903|XP_033159964.1|DMAU	LOC120415897|XP_039433472.1|CPIP
OG0007280	LOC117139581|XP_033157881.1|DMAU	LOC120415895|XP_039433471.1|CPIP
OG0007281	LOC117143263|XP_033163724.1|DMAU	LOC120420939|XP_039440006.1|CPIP
OG0007282	LOC117143261|XP_033163723.1|DMAU	LOC120420938|XP_039440005.1|CPIP
OG0007283	LOC117145110|XP_033166521.1|DMAU	LOC120420935|XP_039440003.1|CPIP
OG0007284	LOC117142615|XP_033162591.1|DMAU	LOC120429833|XP_039450831.1|CPIP
OG0007285	LOC117148121|XP_033171234.1|DMAU	LOC120429832|XP_039450830.1|CPIP
OG0007286	LOC117148119|XP_033171229.1|DMAU	LOC120429827|XP_039450822.1|CPIP
OG0007287	LOC117141909|XP_033161519.1|DMAU	LOC120429835|XP_039450833.1|CPIP
OG0007288	LOC117146887|XP_033169375.1|DMAU	LOC120429830|XP_039450823.1|CPIP
OG0007289	LOC117148053|XP_033171128.1|DMAU	LOC120417508|XP_039435520.1|CPIP
OG0007290	LOC117144709|XP_033165940.1|DMAU	LOC120417542|XP_039435558.1|CPIP
OG0007291	LOC117147072|XP_033169724.1|DMAU	LOC120425868|XP_039446424.1|CPIP
OG0007292	LOC117147888|XP_033170863.1|DMAU	LOC120425869|XP_039446425.1|CPIP
OG0007293	LOC117144520|XP_033165630.1|DMAU	LOC120417343|XP_039435279.1|CPIP
OG0007295	LOC117143667|XP_033164339.1|DMAU	LOC120418767|XP_039437178.1|CPIP
OG0007296	LOC117145846|XP_033167550.1|DMAU	LOC120413782|XP_039430660.1|CPIP
OG0007297	LOC117145877|XP_033167593.1|DMAU	LOC120413805|XP_039430696.1|CPIP
OG0007298	LOC117144935|XP_033166278.1|DMAU	LOC120413809|XP_039430698.1|CPIP
OG0007299	LOC117144598|XP_033165778.1|DMAU	LOC120413744|XP_039430603.1|CPIP
OG0007300	LOC117142914|XP_033163090.1|DMAU	LOC120413803|XP_039430694.1|CPIP
OG0007301	LOC117145435|XP_033166974.1|DMAU	LOC120413763|XP_039430631.1|CPIP
OG0007302	LOC117142251|XP_033161999.1|DMAU	LOC120422478|XP_039441869.1|CPIP
OG0007303	LOC117146822|XP_033169267.1|DMAU	LOC120420873|XP_039439927.1|CPIP, LOC120417445|XP_039435423.1|CPIP
OG0007304	LOC117149287|XP_033172654.1|DMAU	LOC120422603|XP_039442028.1|CPIP
OG0007305	LOC117139067|XP_033157068.1|DMAU	LOC120414831|XP_039432092.1|CPIP
OG0007306	LOC117139062|XP_033157062.1|DMAU	LOC120414830|XP_039432091.1|CPIP
OG0007307	LOC117143768|XP_033164487.1|DMAU	LOC120414803|XP_039432053.1|CPIP
OG0007308	LOC117145101|XP_033166512.1|DMAU	LOC120414847|XP_039432106.1|CPIP
OG0007309	LOC117143316|XP_033163850.1|DMAU	LOC120414838|XP_039432098.1|CPIP
OG0007310	LOC117144430|XP_033165466.1|DMAU	LOC120414794|XP_039432039.1|CPIP
OG0007311	LOC117145037|XP_033166435.1|DMAU	LOC120414843|XP_039432100.1|CPIP
OG0007312	LOC117136977|XP_033154043.1|DMAU	LOC120414810|XP_039432065.1|CPIP
OG0007313	LOC117148330|XP_033171555.1|DMAU	LOC120413927|XP_039430850.1|CPIP
OG0007314	LOC117148157|XP_033171282.1|DMAU	LOC120413979|XP_039430921.1|CPIP
OG0007315	LOC117147260|XP_033169972.1|DMAU	LOC120413919|XP_039430827.1|CPIP
OG0007316	LOC117145924|XP_033167675.1|DMAU	LOC120413908|XP_039430818.1|CPIP
OG0007317	LOC117143874|XP_033164650.1|DMAU	LOC120413968|XP_039430909.1|CPIP
OG0007318	LOC117143872|XP_033164645.1|DMAU	LOC120413955|XP_039430893.1|CPIP
OG0007319	LOC117141855|XP_033161422.1|DMAU	LOC120413046|XP_039429672.1|CPIP
OG0007320	LOC117144688|XP_033165903.1|DMAU	LOC120413055|XP_039429693.1|CPIP
OG0007321	LOC117148680|XP_033172110.1|DMAU	LOC120413070|XP_039429707.1|CPIP
OG0007322	LOC117146474|XP_033168604.1|DMAU	LOC120413053|XP_039429684.1|CPIP
OG0007323	LOC117148886|XP_033172479.1|DMAU	LOC120413074|XP_039429710.1|CPIP
OG0007324	LOC117144161|XP_033165087.1|DMAU	LOC120412961|XP_039429539.1|CPIP
OG0007325	LOC117142453|XP_033162319.1|DMAU	LOC120412988|XP_039429572.1|CPIP
OG0007326	LOC117144160|XP_033165083.1|DMAU	LOC120412942|XP_039429513.1|CPIP
OG0007327	LOC117139898|XP_033158469.1|DMAU	LOC120412984|XP_039429567.1|CPIP
OG0007328	LOC117143577|XP_033164212.1|DMAU	LOC120412949|XP_039429523.1|CPIP
OG0007329	LOC117144929|XP_033166273.1|DMAU	LOC120413007|XP_039429590.1|CPIP
OG0007331	LOC117148657|XP_033172056.1|DMAU	LOC120414381|XP_039431485.1|CPIP
OG0007332	LOC117146513|XP_033168665.1|DMAU	LOC120414375|XP_039431477.1|CPIP
OG0007333	LOC117146053|XP_033167883.1|DMAU	LOC120417908|XP_039436071.1|CPIP
OG0007334	LOC117139439|XP_033157634.1|DMAU	LOC120417903|XP_039436067.1|CPIP
OG0007335	LOC117140000|XP_033158598.1|DMAU	LOC120419331|XP_039437934.1|CPIP
OG0007336	LOC117148303|XP_033171514.1|DMAU	LOC120419355|XP_039437959.1|CPIP
OG0007337	LOC117140607|XP_033159508.1|DMAU	LOC120419363|XP_039437966.1|CPIP
OG0007338	LOC117141965|XP_033161653.1|DMAU	LOC120414013|XP_039430963.1|CPIP
OG0007339	LOC117142767|XP_033162840.1|DMAU	LOC120414011|XP_039430960.1|CPIP
OG0007340	LOC117142233|XP_033161976.1|DMAU	LOC120413993|XP_039430936.1|CPIP
OG0007341	LOC117143066|XP_033163414.1|DMAU	LOC120413989|XP_039430930.1|CPIP
OG0007342	LOC117145217|XP_033166677.1|DMAU	LOC120414006|XP_039430953.1|CPIP
OG0007343	LOC117144325|XP_033165329.1|DMAU	LOC120425925|XP_039446479.1|CPIP
OG0007344	LOC117150357|XP_033173107.1|DMAU	LOC120425924|XP_039446478.1|CPIP
OG0007345	LOC117142240|XP_033161984.1|DMAU	LOC120425927|XP_039446481.1|CPIP
OG0007346	LOC117140818|XP_033159814.1|DMAU	LOC120425931|XP_039446486.1|CPIP
OG0007347	LOC117146396|XP_033168463.1|DMAU	LOC120425934|XP_039446490.1|CPIP
OG0007348	LOC117146388|XP_033168452.1|DMAU	LOC120425941|XP_039446508.1|CPIP
OG0007349	LOC117146384|XP_033168446.1|DMAU	LOC120425937|XP_039446502.1|CPIP, LOC120425661|XP_039446175.1|CPIP
OG0007350	LOC117148933|XP_033172547.1|DMAU	LOC120425655|XP_039446170.1|CPIP
OG0007351	LOC117139628|XP_033157974.1|DMAU	LOC120426303|XP_039446985.1|CPIP
OG0007352	LOC117138036|XP_033155739.1|DMAU	LOC120426309|XP_039446991.1|CPIP
OG0007354	LOC117148421|XP_033171681.1|DMAU	LOC120422369|XP_039441712.1|CPIP
OG0007355	LOC117142481|XP_033162391.1|DMAU	LOC120422358|XP_039441699.1|CPIP
OG0007356	LOC117138150|XP_033155918.1|DMAU	LOC120422370|XP_039441713.1|CPIP
OG0007357	LOC117145240|XP_033166707.1|DMAU	LOC120422365|XP_039441708.1|CPIP
OG0007358	LOC117144731|XP_033165966.1|DMAU	LOC120422359|XP_039441702.1|CPIP
OG0007359	LOC117144904|XP_033166226.1|DMAU	LOC120423438|XP_039443187.1|CPIP
OG0007360	LOC117142527|XP_033162463.1|DMAU	LOC120421504|XP_039440659.1|CPIP
OG0007361	LOC117148881|XP_033172460.1|DMAU	LOC120421822|XP_039441036.1|CPIP
OG0007362	LOC117137494|XP_033154867.1|DMAU	LOC120422093|XP_039441379.1|CPIP
OG0007363	LOC117147739|XP_033170629.1|DMAU	LOC120421952|XP_039441200.1|CPIP
OG0007364	LOC117147737|XP_033170625.1|DMAU	LOC120422116|XP_039441422.1|CPIP
OG0007365	LOC117147382|XP_033170145.1|DMAU	LOC120421868|XP_039441102.1|CPIP
OG0007366	LOC117143052|XP_033163392.1|DMAU	LOC120422084|XP_039441368.1|CPIP
OG0007367	LOC117139030|XP_033157021.1|DMAU	LOC120422053|XP_039441323.1|CPIP
OG0007368	LOC117142731|XP_033162792.1|DMAU	LOC120421179|XP_039440310.1|CPIP
OG0007369	LOC117143154|XP_033163546.1|DMAU	LOC120421153|XP_039440281.1|CPIP
OG0007370	LOC117137990|XP_033155665.1|DMAU	LOC120422175|XP_039441488.1|CPIP
OG0007371	LOC117142364|XP_033162182.1|DMAU	LOC120421441|XP_039440585.1|CPIP
OG0007372	LOC117143391|XP_033163967.1|DMAU	LOC120422751|XP_039442227.1|CPIP
OG0007373	LOC117147854|XP_033170820.1|DMAU	LOC120422753|XP_039442230.1|CPIP
OG0007374	LOC117146960|XP_033169513.1|DMAU	LOC120422722|XP_039442186.1|CPIP
OG0007375	LOC117147261|XP_033169973.1|DMAU	LOC120418243|XP_039436490.1|CPIP
OG0007376	LOC117146394|XP_033168459.1|DMAU	LOC120418240|XP_039436481.1|CPIP
OG0007377	LOC117147118|XP_033169777.1|DMAU	LOC120418273|XP_039436526.1|CPIP
OG0007378	LOC117146525|XP_033168682.1|DMAU	LOC120418252|XP_039436499.1|CPIP
OG0007379	LOC117148776|XP_033172263.1|DMAU	LOC120418235|XP_039436471.1|CPIP
OG0007381	LOC117148772|XP_033172260.1|DMAU	LOC120431179|XP_039452250.1|CPIP
OG0007382	LOC117148297|XP_033171509.1|DMAU	LOC120431924|XP_039452998.1|CPIP
OG0007383	LOC117147036|XP_033169623.1|DMAU	LOC120431650|XP_039452691.1|CPIP
OG0007386	LOC117148030|XP_033171095.1|DMAU	LOC120417194|XP_039435095.1|CPIP
OG0007387	LOC117147760|XP_033170671.1|DMAU	LOC120426737|XP_039447448.1|CPIP
OG0007388	LOC117148536|XP_033171847.1|DMAU	LOC120427315|XP_039448103.1|CPIP
OG0007389	LOC117144761|XP_033166014.1|DMAU	LOC120431003|XP_039452096.1|CPIP
OG0007393	LOC117142710|XP_033162760.1|DMAU	LOC120431558|XP_039452600.1|CPIP
OG0007394	LOC117146727|XP_033169057.1|DMAU	LOC120429482|XP_039450488.1|CPIP
OG0007395	LOC117147105|XP_033169763.1|DMAU	LOC120424737|XP_039444862.1|CPIP
OG0007396	LOC117142518|XP_033162449.1|DMAU	LOC120430955|XP_039452017.1|CPIP
OG0007398	LOC117138239|XP_033156079.1|DMAU	LOC120424119|XP_039444094.1|CPIP
OG0007399	LOC117147295|XP_033170034.1|DMAU	LOC120424133|XP_039444107.1|CPIP
OG0007400	LOC117148283|XP_033171488.1|DMAU	LOC120419414|XP_039438026.1|CPIP
OG0007401	LOC117147548|XP_033170377.1|DMAU	LOC120419394|XP_039438000.1|CPIP
