Orthogroup	SLEB.longest_only	BCOP.longest_only
OG0007442	LOC115623398|XP_030373567.1|SLEB	LOC119071171|XP_037031828.1|BCOP
OG0007443	LOC115633375|XP_030386679.1|SLEB, LOC115621180|XP_030370608.1|SLEB	LOC119085199|XP_037051406.1|BCOP
OG0007444	LOC115625868|XP_030376942.1|SLEB	LOC119069717|XP_037029735.1|BCOP
OG0007445	LOC115625859|XP_030376931.1|SLEB	LOC119069716|XP_037029734.1|BCOP
OG0007446	LOC115631516|XP_030384146.1|SLEB	LOC119076949|XP_037039897.1|BCOP
OG0007447	LOC115631974|XP_030384736.1|SLEB	LOC119077049|XP_037040076.1|BCOP
OG0007448	LOC115622985|XP_030372998.1|SLEB	LOC119083476|XP_037049090.1|BCOP
OG0007449	LOC115622984|XP_030372997.1|SLEB	LOC119078232|XP_037041587.1|BCOP
OG0007450	LOC115622180|XP_030371928.1|SLEB	LOC119078266|XP_037041659.1|BCOP
OG0007451	LOC115633994|XP_030387376.1|SLEB	LOC119066944|XP_037025555.1|BCOP
OG0007452	LOC115623339|XP_030373475.1|SLEB	LOC119066943|XP_037025554.1|BCOP
OG0007453	LOC115622152|XP_030371881.1|SLEB	LOC119075408|XP_037037747.1|BCOP
OG0007454	LOC115622552|XP_030372380.1|SLEB	LOC119067953|XP_037027172.1|BCOP
OG0007455	LOC115620074|XP_030369096.1|SLEB	LOC119072385|XP_037033482.1|BCOP
OG0007456	LOC115627041|XP_030378435.1|SLEB	LOC119072380|XP_037033475.1|BCOP
OG0007457	LOC115624664|XP_030375312.1|SLEB	LOC119086065|XP_037052536.1|BCOP
OG0007458	LOC115626318|XP_030377517.1|SLEB	LOC119086067|XP_037052538.1|BCOP
OG0007459	LOC115620958|XP_030370337.1|SLEB	LOC119086063|XP_037052534.1|BCOP
OG0007460	LOC115632338|XP_030385307.1|SLEB	LOC119066912|XP_037025507.1|BCOP
OG0007461	LOC115622999|XP_030373019.1|SLEB	LOC119071711|XP_037032600.1|BCOP
OG0007462	LOC115623005|XP_030373035.1|SLEB	LOC119071789|XP_037032745.1|BCOP
OG0007463	LOC115623002|XP_030373026.1|SLEB	LOC119071716|XP_037032607.1|BCOP
OG0007464	LOC115623000|XP_030373023.1|SLEB	LOC119071713|XP_037032604.1|BCOP
OG0007465	LOC115624676|XP_030375334.1|SLEB	LOC119078308|XP_037041707.1|BCOP
OG0007467	LOC115624609|XP_030375219.1|SLEB	LOC119079618|XP_037043509.1|BCOP
OG0007468	LOC115626896|XP_030378268.1|SLEB	LOC119067341|XP_037026144.1|BCOP
OG0007469	LOC115622319|XP_030372085.1|SLEB	LOC119086024|XP_037052491.1|BCOP
OG0007470	LOC115625889|XP_030376975.1|SLEB	LOC119070867|XP_037031274.1|BCOP
OG0007471	LOC115634338|XP_030387854.1|SLEB	LOC119071259|XP_037032003.1|BCOP
OG0007472	LOC115627204|XP_030378682.1|SLEB	LOC119074207|XP_037036098.1|BCOP
OG0007473	LOC115628174|XP_030380021.1|SLEB	LOC119072342|XP_037033423.1|BCOP
OG0007474	LOC115633642|XP_030386943.1|SLEB	LOC119079075|XP_037042780.1|BCOP
OG0007475	LOC115622712|XP_030372603.1|SLEB	LOC119066931|XP_037025539.1|BCOP
OG0007476	LOC115627892|XP_030379644.1|SLEB	LOC119074279|XP_037036193.1|BCOP
OG0007477	LOC115627891|XP_030379638.1|SLEB	LOC119067543|XP_037026503.1|BCOP
OG0007478	LOC115631107|XP_030383626.1|SLEB	LOC119070975|XP_037031450.1|BCOP
OG0007479	LOC115628686|XP_030380720.1|SLEB	LOC119071206|XP_037031893.1|BCOP
OG0007480	LOC115624172|XP_030374628.1|SLEB	LOC119072669|XP_037033821.1|BCOP
OG0007481	LOC115628301|XP_030380209.1|SLEB	LOC119072652|XP_037033805.1|BCOP
OG0007482	LOC115631560|XP_030384211.1|SLEB	LOC119066885|XP_037025468.1|BCOP
OG0007483	LOC115620067|XP_030369078.1|SLEB	LOC119077046|XP_037040070.1|BCOP
OG0007484	LOC115626869|XP_030378236.1|SLEB	LOC119074625|XP_037036787.1|BCOP
OG0007485	LOC115627566|XP_030379149.1|SLEB	LOC119074670|XP_037036849.1|BCOP
OG0007486	LOC115627268|XP_030378756.1|SLEB	LOC119067566|XP_037026542.1|BCOP
OG0007487	LOC115627781|XP_030379450.1|SLEB	LOC119079490|XP_037043330.1|BCOP
OG0007488	LOC115628153|XP_030379987.1|SLEB	LOC119072343|XP_037033425.1|BCOP
OG0007489	LOC115624347|XP_030374859.1|SLEB	LOC119073636|XP_037035127.1|BCOP
OG0007490	LOC115620963|XP_030370344.1|SLEB	LOC119081326|XP_037046009.1|BCOP
OG0007491	LOC115633362|XP_030386663.1|SLEB	LOC119081970|XP_037047177.1|BCOP
OG0007492	LOC115629403|XP_030381721.1|SLEB	LOC119070970|XP_037031439.1|BCOP
OG0007493	LOC115629114|XP_030381303.1|SLEB	LOC119070078|XP_037030279.1|BCOP
OG0007494	LOC115630499|XP_030382949.1|SLEB	LOC119082708|XP_037048180.1|BCOP
OG0007495	LOC115628753|XP_030380822.1|SLEB	LOC119073489|XP_037034889.1|BCOP
OG0007496	LOC115623165|XP_030373239.1|SLEB	LOC119074213|XP_037036107.1|BCOP
OG0007497	LOC115622937|XP_030372927.1|SLEB	LOC119072087|XP_037033141.1|BCOP
OG0007498	LOC115622398|XP_030372186.1|SLEB	LOC119071056|XP_037031571.1|BCOP
OG0007499	LOC115629399|XP_030381714.1|SLEB	LOC119071055|XP_037031570.1|BCOP
OG0007500	LOC115624606|XP_030375214.1|SLEB	LOC119081287|XP_037045943.1|BCOP
OG0007501	LOC115632469|XP_030385495.1|SLEB	LOC119078987|XP_037042637.1|BCOP
OG0007502	LOC115624659|XP_030375299.1|SLEB	LOC119078319|XP_037041718.1|BCOP
OG0007503	LOC115630648|XP_030383148.1|SLEB	LOC119082367|XP_037047783.1|BCOP
OG0007504	LOC115626359|XP_030377572.1|SLEB	LOC119074976|XP_037037273.1|BCOP
OG0007505	LOC115624638|XP_030375263.1|SLEB	LOC119070687|XP_037031033.1|BCOP
OG0007506	LOC115624721|XP_030375402.1|SLEB	LOC119071762|XP_037032700.1|BCOP
OG0007507	LOC115631266|XP_030383838.1|SLEB	LOC119083294|XP_037048881.1|BCOP
OG0007508	LOC115631743|XP_030384442.1|SLEB	LOC119066927|XP_037025535.1|BCOP
OG0007509	LOC115625726|XP_030376736.1|SLEB	LOC119072452|XP_037033569.1|BCOP
OG0007510	LOC115622002|XP_030371720.1|SLEB	LOC119085380|XP_037051661.1|BCOP
OG0007511	LOC115626162|XP_030377297.1|SLEB	LOC119074635|XP_037036804.1|BCOP
OG0007512	LOC115623832|XP_030374237.1|SLEB	LOC119071057|XP_037031572.1|BCOP
OG0007513	LOC115631122|XP_030383648.1|SLEB	LOC119085669|XP_037052013.1|BCOP
OG0007514	LOC115628297|XP_030380205.1|SLEB	LOC119078245|XP_037041619.1|BCOP
OG0007515	LOC115631710|XP_030384397.1|SLEB	LOC119076999|XP_037040004.1|BCOP
OG0007516	LOC115628597|XP_030380641.1|SLEB	LOC119085627|XP_037051957.1|BCOP
OG0007517	LOC115628189|XP_030380041.1|SLEB	LOC119071660|XP_037032522.1|BCOP
OG0007518	LOC115624751|XP_030375441.1|SLEB	LOC119072662|XP_037033815.1|BCOP
OG0007519	LOC115620046|XP_030369026.1|SLEB	LOC119085313|XP_037051583.1|BCOP
OG0007520	LOC115627135|XP_030378567.1|SLEB	LOC119085118|XP_037051275.1|BCOP
OG0007521	LOC115627117|XP_030378543.1|SLEB	LOC119071906|XP_037032914.1|BCOP
OG0007522	LOC115631767|XP_030384463.1|SLEB, LOC115627176|XP_030378635.1|SLEB	LOC119084331|XP_037050157.1|BCOP
OG0007523	LOC115624713|XP_030375396.1|SLEB	LOC119083536|XP_037049153.1|BCOP
OG0007524	LOC115630432|XP_030382847.1|SLEB	LOC119066707|XP_037025203.1|BCOP
OG0007525	LOC115625857|XP_030376926.1|SLEB	LOC119071945|XP_037032964.1|BCOP
OG0007526	LOC115621792|XP_030371423.1|SLEB	LOC119084013|XP_037049723.1|BCOP
OG0007527	LOC115632289|XP_030385242.1|SLEB	LOC119071383|XP_037032147.1|BCOP
OG0007528	LOC115624874|XP_030375579.1|SLEB	LOC119071184|XP_037031850.1|BCOP
OG0007529	LOC115634168|XP_030387616.1|SLEB	LOC119078564|XP_037042028.1|BCOP
OG0007530	LOC115630041|XP_030382534.1|SLEB	LOC119085432|XP_037051743.1|BCOP
OG0007531	LOC115624877|XP_030375582.1|SLEB	LOC119076289|XP_037038845.1|BCOP
OG0007532	LOC115631568|XP_030384259.1|SLEB	LOC119071891|XP_037032885.1|BCOP
OG0007534	LOC115622133|XP_030371850.1|SLEB	LOC119066784|XP_037025341.1|BCOP
OG0007535	LOC115623152|XP_030373222.1|SLEB	LOC119072811|XP_037034000.1|BCOP
OG0007536	LOC115625177|XP_030376001.1|SLEB	LOC119084476|XP_037050359.1|BCOP
OG0007537	LOC115622147|XP_030371873.1|SLEB	LOC119082303|XP_037047681.1|BCOP
OG0007538	LOC115622796|XP_030372721.1|SLEB	LOC119082344|XP_037047752.1|BCOP
OG0007539	LOC115630484|XP_030382925.1|SLEB	LOC119077843|XP_037041057.1|BCOP
OG0007540	LOC115620906|XP_030370259.1|SLEB	LOC119068307|XP_037027744.1|BCOP
OG0007541	LOC115627704|XP_030379311.1|SLEB	LOC119085375|XP_037051652.1|BCOP
OG0007542	LOC115626441|XP_030377678.1|SLEB	LOC119071896|XP_037032894.1|BCOP
OG0007543	LOC115627718|XP_030379322.1|SLEB	LOC119081001|XP_037045567.1|BCOP
OG0007544	LOC115623222|XP_030373321.1|SLEB	LOC119072367|XP_037033456.1|BCOP
OG0007545	LOC115626004|XP_030377112.1|SLEB	LOC119077013|XP_037040021.1|BCOP
OG0007546	LOC115625511|XP_030376435.1|SLEB	LOC119072202|XP_037033265.1|BCOP
OG0007547	LOC115633944|XP_030387321.1|SLEB	LOC119076939|XP_037039873.1|BCOP
OG0007548	LOC115632482|XP_030385516.1|SLEB	LOC119070873|XP_037031284.1|BCOP
OG0007549	LOC115631681|XP_030384356.1|SLEB	LOC119083284|XP_037048867.1|BCOP
OG0007550	LOC115623185|XP_030373267.1|SLEB	LOC119085556|XP_037051866.1|BCOP
OG0007551	LOC115634416|XP_030387980.1|SLEB	LOC119083261|XP_037048837.1|BCOP
OG0007552	LOC115631960|XP_030384685.1|SLEB	LOC119066218|XP_037024436.1|BCOP
OG0007553	LOC115631457|XP_030384065.1|SLEB	LOC119083274|XP_037048856.1|BCOP
OG0007554	LOC115622691|XP_030372576.1|SLEB	LOC119071641|XP_037032496.1|BCOP
OG0007555	LOC115625082|XP_030375837.1|SLEB	LOC119075523|XP_037037886.1|BCOP
OG0007556	LOC115624711|XP_030375393.1|SLEB	LOC119066114|XP_037024290.1|BCOP
OG0007557	LOC115624529|XP_030375110.1|SLEB	LOC119074241|XP_037036158.1|BCOP
OG0007558	LOC115632528|XP_030385588.1|SLEB	LOC119071901|XP_037032901.1|BCOP
OG0007559	LOC115625955|XP_030377054.1|SLEB	LOC119085112|XP_037051265.1|BCOP
OG0007560	LOC115627335|XP_030378878.1|SLEB	LOC119085945|XP_037052394.1|BCOP
OG0007561	LOC115633701|XP_030387020.1|SLEB	LOC119070673|XP_037031007.1|BCOP
OG0007562	LOC115623224|XP_030373326.1|SLEB	LOC119066841|XP_037025401.1|BCOP
OG0007563	LOC115633117|XP_030386366.1|SLEB	LOC119083169|XP_037048723.1|BCOP
OG0007564	LOC115634080|XP_030387494.1|SLEB	LOC119071615|XP_037032449.1|BCOP
OG0007565	LOC115630050|XP_030382541.1|SLEB	LOC119070125|XP_037030340.1|BCOP
OG0007566	LOC115628159|XP_030379989.1|SLEB	LOC119076249|XP_037038810.1|BCOP
OG0007567	LOC115620524|XP_030369650.1|SLEB	LOC119067474|XP_037026370.1|BCOP
OG0007568	LOC115624578|XP_030375173.1|SLEB	LOC119082249|XP_037047606.1|BCOP
OG0007569	LOC115631003|XP_030383465.1|SLEB	LOC119082584|XP_037048017.1|BCOP
OG0007570	LOC115624577|XP_030375171.1|SLEB	LOC119082690|XP_037048158.1|BCOP
OG0007571	LOC115624600|XP_030375201.1|SLEB	LOC119082703|XP_037048176.1|BCOP
OG0007572	LOC115629019|XP_030381179.1|SLEB	LOC119072260|XP_037033344.1|BCOP
OG0007573	LOC115633880|XP_030387244.1|SLEB	LOC119066186|XP_037024383.1|BCOP
OG0007574	LOC115626457|XP_030377702.1|SLEB	LOC119082036|XP_037047254.1|BCOP
OG0007575	LOC115624594|XP_030375193.1|SLEB	LOC119070661|XP_037030986.1|BCOP
OG0007576	LOC115627198|XP_030378672.1|SLEB	LOC119074599|XP_037036740.1|BCOP
OG0007577	LOC115626671|XP_030377957.1|SLEB	LOC119084047|XP_037049778.1|BCOP
OG0007578	LOC115631617|XP_030384282.1|SLEB	LOC119066631|XP_037025087.1|BCOP
OG0007579	LOC115620807|XP_030370092.1|SLEB	LOC119067398|XP_037026237.1|BCOP
OG0007580	LOC115622256|XP_030372016.1|SLEB	LOC119066013|XP_037024125.1|BCOP
OG0007581	LOC115631140|XP_030383670.1|SLEB	LOC119072272|XP_037033359.1|BCOP
OG0007582	LOC115623592|XP_030373852.1|SLEB	LOC119071322|XP_037032102.1|BCOP
OG0007583	LOC115627603|XP_030379185.1|SLEB	LOC119066884|XP_037025467.1|BCOP
OG0007584	LOC115629289|XP_030381589.1|SLEB	LOC119076004|XP_037038472.1|BCOP
OG0007585	LOC115623001|XP_030373025.1|SLEB	LOC119074864|XP_037037080.1|BCOP
OG0007586	LOC115621360|XP_030370844.1|SLEB	LOC119070902|XP_037031323.1|BCOP, LOC119070693|XP_037031040.1|BCOP
OG0007587	LOC115624705|XP_030375380.1|SLEB	LOC119078321|XP_037041721.1|BCOP
OG0007588	LOC115630415|XP_030382809.1|SLEB	LOC119082269|XP_037047631.1|BCOP
OG0007589	LOC115626761|XP_030378078.1|SLEB	LOC119068451|XP_037027925.1|BCOP
OG0007590	LOC115633122|XP_030386372.1|SLEB	LOC119086036|XP_037052505.1|BCOP
OG0007591	LOC115634439|XP_030388006.1|SLEB	LOC119072631|XP_037033770.1|BCOP
OG0007592	LOC115630287|XP_030382686.1|SLEB	LOC119076671|XP_037039460.1|BCOP
OG0007593	LOC115627121|XP_030378551.1|SLEB	LOC119080481|XP_037044761.1|BCOP
OG0007594	LOC115625775|XP_030376808.1|SLEB	LOC119071020|XP_037031515.1|BCOP
OG0007595	LOC115632499|XP_030385542.1|SLEB	LOC119078784|XP_037042391.1|BCOP
OG0007596	LOC115622951|XP_030372946.1|SLEB	LOC119081265|XP_037045901.1|BCOP
OG0007597	LOC115625423|XP_030376326.1|SLEB	LOC119071808|XP_037032768.1|BCOP
OG0007598	LOC115633808|XP_030387153.1|SLEB	LOC119071781|XP_037032734.1|BCOP
OG0007599	LOC115624671|XP_030375332.1|SLEB	LOC119070996|XP_037031485.1|BCOP
OG0007600	LOC115621040|XP_030370425.1|SLEB	LOC119071018|XP_037031512.1|BCOP
OG0007601	LOC115624692|XP_030375362.1|SLEB	LOC119072403|XP_037033515.1|BCOP
OG0007602	LOC115624740|XP_030375427.1|SLEB	LOC119082825|XP_037048371.1|BCOP
OG0007603	LOC115624786|XP_030375478.1|SLEB	LOC119072194|XP_037033259.1|BCOP
OG0007604	LOC115632600|XP_030385685.1|SLEB	LOC119077783|XP_037040986.1|BCOP
OG0007605	LOC115623150|XP_030373220.1|SLEB	LOC119082722|XP_037048198.1|BCOP
OG0007606	LOC115623286|XP_030373429.1|SLEB	LOC119084597|XP_037050541.1|BCOP
OG0007607	LOC115620527|XP_030369656.1|SLEB	LOC119071192|XP_037031861.1|BCOP
OG0007608	LOC115634378|XP_030387922.1|SLEB	LOC119066945|XP_037025559.1|BCOP
OG0007609	LOC115627226|XP_030378709.1|SLEB	LOC119066934|XP_037025542.1|BCOP
OG0007610	LOC115629227|XP_030381502.1|SLEB	LOC119070665|XP_037030994.1|BCOP
OG0007611	LOC115627862|XP_030379585.1|SLEB	LOC119081003|XP_037045572.1|BCOP
OG0007612	LOC115634743|XP_030388495.1|SLEB	LOC119071105|XP_037031642.1|BCOP
OG0007613	LOC115633376|XP_030386683.1|SLEB	LOC119074273|XP_037036190.1|BCOP
OG0007614	LOC115632427|XP_030385428.1|SLEB	LOC119076951|XP_037039899.1|BCOP
OG0007615	LOC115633032|XP_030386236.1|SLEB	LOC119082556|XP_037047968.1|BCOP
OG0007616	LOC115620666|XP_030369880.1|SLEB	LOC119069594|XP_037029579.1|BCOP
OG0007617	LOC115630373|XP_030382768.1|SLEB	LOC119071153|XP_037031794.1|BCOP
OG0007618	LOC115622296|XP_030372059.1|SLEB	LOC119071346|XP_037032128.1|BCOP
OG0007619	LOC115622541|XP_030372367.1|SLEB	LOC119071209|XP_037031899.1|BCOP
OG0007620	LOC115623197|XP_030373281.1|SLEB	LOC119070877|XP_037031288.1|BCOP
OG0007622	LOC115623219|XP_030373318.1|SLEB	LOC119066659|XP_037025127.1|BCOP
OG0007623	LOC115623248|XP_030373371.1|SLEB	LOC119071525|XP_037032293.1|BCOP
OG0007624	LOC115633758|XP_030387093.1|SLEB	LOC119072080|XP_037033126.1|BCOP
OG0007625	LOC115622121|XP_030371829.1|SLEB	LOC119079869|XP_037043842.1|BCOP
OG0007626	LOC115632530|XP_030385586.1|SLEB	LOC119066196|XP_037024410.1|BCOP
OG0007627	LOC115632529|XP_030385585.1|SLEB	LOC119066195|XP_037024407.1|BCOP
OG0007628	LOC115627977|XP_030379733.1|SLEB	LOC119081017|XP_037045594.1|BCOP
OG0007629	LOC115622881|XP_030372834.1|SLEB	LOC119070302|XP_037030463.1|BCOP
OG0007630	LOC115623811|XP_030374215.1|SLEB	LOC119085723|XP_037052067.1|BCOP
OG0007631	LOC115620496|XP_030369607.1|SLEB	LOC119067824|XP_037026883.1|BCOP
OG0007632	LOC115624556|XP_030375144.1|SLEB	LOC119079681|XP_037043633.1|BCOP
OG0007633	LOC115631881|XP_030384590.1|SLEB	LOC119071501|XP_037032254.1|BCOP
OG0007635	LOC115626039|XP_030377150.1|SLEB	LOC119076977|XP_037039973.1|BCOP
OG0007637	LOC115632671|XP_030385765.1|SLEB	LOC119075303|XP_037037609.1|BCOP
OG0007638	LOC115631948|XP_030384665.1|SLEB	LOC119069631|XP_037029628.1|BCOP
OG0007639	LOC115623446|XP_030373656.1|SLEB	LOC119076548|XP_037039239.1|BCOP
OG0007640	LOC115631215|XP_030383783.1|SLEB	LOC119081335|XP_037046029.1|BCOP, LOC119081151|XP_037045799.1|BCOP
OG0007642	LOC115634440|XP_030388009.1|SLEB	LOC119072324|XP_037033408.1|BCOP, LOC119074845|XP_037037051.1|BCOP
OG0007643	LOC115623774|XP_030374170.1|SLEB	LOC119076163|XP_037038743.1|BCOP
OG0007644	LOC115620413|XP_030369496.1|SLEB	LOC119077913|XP_037041183.1|BCOP
OG0007664	LOC115620215|XP_030369213.1|SLEB	LOC119068333|XP_037027782.1|BCOP
OG0007665	LOC115633285|XP_030386554.1|SLEB	LOC119083291|XP_037048883.1|BCOP
OG0007667	LOC115626933|XP_030378302.1|SLEB	LOC119067831|XP_037026900.1|BCOP
OG0007668	LOC115625983|XP_030377089.1|SLEB	LOC119068502|XP_037028007.1|BCOP
OG0007669	LOC115628820|XP_030380908.1|SLEB	LOC119068119|XP_037027463.1|BCOP
OG0007670	LOC115628819|XP_030380907.1|SLEB	LOC119068118|XP_037027462.1|BCOP
OG0007671	LOC115630193|XP_030382620.1|SLEB	LOC119080749|XP_037045198.1|BCOP
OG0007672	LOC115627817|XP_030379507.1|SLEB	LOC119068347|XP_037027798.1|BCOP
OG0007673	LOC115621091|XP_030370485.1|SLEB	LOC119068170|XP_037027549.1|BCOP
OG0007674	LOC115627552|XP_030379129.1|SLEB	LOC119069180|XP_037029004.1|BCOP
OG0007675	LOC115627073|XP_030378480.1|SLEB	LOC119067178|XP_037025898.1|BCOP
OG0007676	LOC115627502|XP_030379051.1|SLEB	LOC119085646|XP_037051978.1|BCOP
OG0007677	LOC115626730|XP_030378036.1|SLEB	LOC119067686|XP_037026700.1|BCOP
OG0007678	LOC115627992|XP_030379747.1|SLEB	LOC119071242|XP_037031972.1|BCOP
OG0007679	LOC115628026|XP_030379822.1|SLEB	LOC119068314|XP_037027753.1|BCOP
OG0007680	LOC115629051|XP_030381218.1|SLEB	LOC119077111|XP_037040174.1|BCOP
OG0007681	LOC115625295|XP_030376169.1|SLEB	LOC119080411|XP_037044643.1|BCOP
OG0007682	LOC115627289|XP_030378780.1|SLEB	LOC119069894|XP_037029989.1|BCOP
OG0007683	LOC115627414|XP_030378936.1|SLEB	LOC119067313|XP_037026117.1|BCOP
OG0007684	LOC115627278|XP_030378768.1|SLEB	LOC119068608|XP_037028162.1|BCOP
OG0007685	LOC115628748|XP_030380815.1|SLEB	LOC119069639|XP_037029641.1|BCOP
OG0007686	LOC115627789|XP_030379470.1|SLEB	LOC119068852|XP_037028564.1|BCOP
OG0007687	LOC115626865|XP_030378231.1|SLEB	LOC119070117|XP_037030326.1|BCOP
OG0007688	LOC115621920|XP_030371623.1|SLEB	LOC119070012|XP_037030186.1|BCOP
OG0007689	LOC115627507|XP_030379061.1|SLEB	LOC119067159|XP_037025848.1|BCOP
OG0007690	LOC115627416|XP_030378938.1|SLEB	LOC119067161|XP_037025850.1|BCOP
OG0007691	LOC115621381|XP_030370870.1|SLEB	LOC119068212|XP_037027600.1|BCOP
OG0007692	LOC115629678|XP_030382058.1|SLEB	LOC119067017|XP_037025639.1|BCOP
OG0007693	LOC115627424|XP_030378957.1|SLEB	LOC119068346|XP_037027797.1|BCOP
OG0007694	LOC115628680|XP_030380713.1|SLEB	LOC119070597|XP_037030911.1|BCOP
OG0007695	LOC115628900|XP_030381019.1|SLEB	LOC119067674|XP_037026681.1|BCOP
OG0007696	LOC115633916|XP_030387284.1|SLEB	LOC119077927|XP_037041202.1|BCOP
OG0007697	LOC115624999|XP_030375734.1|SLEB	LOC119082150|XP_037047449.1|BCOP
OG0007698	LOC115629243|XP_030381519.1|SLEB	LOC119067031|XP_037025662.1|BCOP
OG0007699	LOC115627602|XP_030379184.1|SLEB	LOC119080688|XP_037045024.1|BCOP
OG0007700	LOC115628865|XP_030380977.1|SLEB	LOC119070385|XP_037030593.1|BCOP
OG0007701	LOC115629578|XP_030381930.1|SLEB	LOC119070389|XP_037030602.1|BCOP
OG0007702	LOC115629811|XP_030382238.1|SLEB	LOC119084825|XP_037050804.1|BCOP
OG0007703	LOC115633260|XP_030386525.1|SLEB	LOC119067391|XP_037026216.1|BCOP
OG0007704	LOC115620316|XP_030369368.1|SLEB	LOC119068080|XP_037027382.1|BCOP
OG0007706	LOC115627527|XP_030379087.1|SLEB	LOC119069507|XP_037029479.1|BCOP
OG0007707	LOC115633305|XP_030386584.1|SLEB	LOC119081617|XP_037046562.1|BCOP
OG0007708	LOC115627529|XP_030379089.1|SLEB	LOC119070332|XP_037030498.1|BCOP
OG0007709	LOC115629112|XP_030381301.1|SLEB	LOC119069570|XP_037029545.1|BCOP
OG0007710	LOC115627855|XP_030379576.1|SLEB	LOC119067621|XP_037026608.1|BCOP
OG0007711	LOC115627255|XP_030378742.1|SLEB	LOC119076091|XP_037038641.1|BCOP
OG0007712	LOC115629867|XP_030382319.1|SLEB	LOC119068621|XP_037028177.1|BCOP
OG0007713	LOC115629716|XP_030382097.1|SLEB	LOC119070005|XP_037030156.1|BCOP
OG0007715	LOC115627129|XP_030378561.1|SLEB	LOC119080283|XP_037044448.1|BCOP
OG0007716	LOC115629491|XP_030381825.1|SLEB	LOC119070395|XP_037030609.1|BCOP
OG0007717	LOC115620517|XP_030369643.1|SLEB	LOC119067538|XP_037026489.1|BCOP
OG0007718	LOC115626801|XP_030378129.1|SLEB	LOC119077098|XP_037040150.1|BCOP
OG0007719	LOC115628807|XP_030380883.1|SLEB	LOC119068645|XP_037028213.1|BCOP
OG0007720	LOC115628938|XP_030381071.1|SLEB	LOC119068648|XP_037028218.1|BCOP
OG0007721	LOC115627793|XP_030379473.1|SLEB	LOC119069643|XP_037029656.1|BCOP
OG0007722	LOC115627971|XP_030379726.1|SLEB	LOC119069655|XP_037029669.1|BCOP
OG0007723	LOC115628001|XP_030379767.1|SLEB	LOC119069572|XP_037029550.1|BCOP
OG0007724	LOC115631899|XP_030384608.1|SLEB	LOC119067668|XP_037026669.1|BCOP
OG0007725	LOC115629788|XP_030382203.1|SLEB	LOC119068859|XP_037028590.1|BCOP
OG0007726	LOC115627315|XP_030378819.1|SLEB	LOC119067273|XP_037026047.1|BCOP
OG0007727	LOC115625929|XP_030377025.1|SLEB	LOC119067335|XP_037026135.1|BCOP
OG0007729	LOC115627101|XP_030378517.1|SLEB	LOC119069737|XP_037029771.1|BCOP, LOC119085494|XP_037051805.1|BCOP
OG0007730	LOC115628897|XP_030381016.1|SLEB	LOC119068093|XP_037027407.1|BCOP
OG0007731	LOC115623236|XP_030373345.1|SLEB	LOC119080881|XP_037045358.1|BCOP
OG0007732	LOC115627485|XP_030379024.1|SLEB	LOC119081740|XP_037046804.1|BCOP
OG0007733	LOC115627340|XP_030378845.1|SLEB	LOC119069152|XP_037028952.1|BCOP
OG0007735	LOC115626823|XP_030378163.1|SLEB	LOC119068095|XP_037027413.1|BCOP
OG0007736	LOC115626854|XP_030378216.1|SLEB	LOC119069184|XP_037029012.1|BCOP
OG0007737	LOC115621263|XP_030370722.1|SLEB	LOC119079340|XP_037043061.1|BCOP
OG0007738	LOC115620889|XP_030370231.1|SLEB	LOC119069482|XP_037029444.1|BCOP
OG0007739	LOC115628696|XP_030380735.1|SLEB	LOC119085601|XP_037051919.1|BCOP
OG0007740	LOC115628816|XP_030380902.1|SLEB	LOC119070341|XP_037030524.1|BCOP
OG0007741	LOC115629749|XP_030382145.1|SLEB	LOC119069910|XP_037030011.1|BCOP
OG0007742	LOC115627731|XP_030379353.1|SLEB	LOC119070344|XP_037030529.1|BCOP
OG0007743	LOC115621047|XP_030370429.1|SLEB	LOC119068246|XP_037027672.1|BCOP
OG0007745	LOC115621865|XP_030371546.1|SLEB	LOC119069933|XP_037030052.1|BCOP
OG0007746	LOC115620411|XP_030369491.1|SLEB	LOC119067680|XP_037026688.1|BCOP
OG0007747	LOC115627680|XP_030379283.1|SLEB	LOC119070077|XP_037030273.1|BCOP
OG0007748	LOC115627570|XP_030379154.1|SLEB	LOC119068950|XP_037028711.1|BCOP, LOC119068550|XP_037028073.1|BCOP
OG0007749	LOC115626906|XP_030378276.1|SLEB	LOC119069838|XP_037029900.1|BCOP
OG0007750	LOC115620581|XP_030369744.1|SLEB	LOC119085968|XP_037052425.1|BCOP
OG0007751	LOC115631722|XP_030384417.1|SLEB	LOC119069217|XP_037029089.1|BCOP
OG0007752	LOC115626841|XP_030378188.1|SLEB	LOC119077701|XP_037040869.1|BCOP
OG0007753	LOC115627572|XP_030379155.1|SLEB	LOC119067613|XP_037026602.1|BCOP
OG0007754	LOC115629121|XP_030381318.1|SLEB	LOC119070133|XP_037030352.1|BCOP
OG0007755	LOC115629207|XP_030381467.1|SLEB	LOC119080613|XP_037044911.1|BCOP
OG0007756	LOC115626947|XP_030378323.1|SLEB	LOC119068054|XP_037027344.1|BCOP
OG0007757	LOC115627448|XP_030378973.1|SLEB	LOC119078897|XP_037042524.1|BCOP
OG0007758	LOC115625665|XP_030376659.1|SLEB	LOC119068279|XP_037027705.1|BCOP
OG0007759	LOC115620708|XP_030369943.1|SLEB	LOC119068280|XP_037027707.1|BCOP
OG0007760	LOC115628818|XP_030380906.1|SLEB	LOC119069919|XP_037030035.1|BCOP
