Orthogroup	SLEB.longest_only	DSUP.longest_only
OG0008987	LOC115631448|XP_030384052.1|SLEB	LOC119548842|XP_037712388.1|DSUP
OG0008988	LOC115620707|XP_030369942.1|SLEB	LOC119558414|XP_037727875.1|DSUP, LOC119560161|XP_037729445.1|DSUP
OG0008989	LOC115633246|XP_030386502.1|SLEB	LOC119556855|XP_037725255.1|DSUP
OG0008990	LOC115632771|XP_030385879.1|SLEB	LOC119553603|XP_037719989.1|DSUP
OG0008991	LOC115621344|XP_030370823.1|SLEB	LOC119560018|XP_037729234.1|DSUP
OG0008992	LOC115620747|XP_030370001.1|SLEB	LOC119559286|XP_037728291.1|DSUP, LOC119563339|XP_037732614.1|DSUP
OG0008993	LOC115623082|XP_030373142.1|SLEB	LOC119553259|XP_037719476.1|DSUP
OG0008994	LOC115632040|XP_030384867.1|SLEB	LOC119546835|XP_037709357.1|DSUP
OG0008995	LOC115624841|XP_030375545.1|SLEB	LOC119551465|XP_037716746.1|DSUP
OG0008996	LOC115627228|XP_030378711.1|SLEB	LOC119557938|XP_037726878.1|DSUP
OG0008997	LOC115626940|XP_030378316.1|SLEB	LOC119557090|XP_037725577.1|DSUP
OG0008999	LOC115633413|XP_030386717.1|SLEB	LOC119556887|XP_037725293.1|DSUP
OG0009000	LOC115627332|XP_030378837.1|SLEB	LOC119557841|XP_037726747.1|DSUP
OG0009001	LOC115625896|XP_030376984.1|SLEB	LOC119546309|XP_037708433.1|DSUP
OG0009002	LOC115620351|XP_030369412.1|SLEB	LOC119559745|XP_037728732.1|DSUP
OG0009003	LOC115622863|XP_030372808.1|SLEB	LOC119553477|XP_037719815.1|DSUP
OG0009004	LOC115626531|XP_030377771.1|SLEB	LOC119551280|XP_037716474.1|DSUP
OG0009005	LOC115631793|XP_030384491.1|SLEB	LOC119548830|XP_037712376.1|DSUP
OG0009006	LOC115621229|XP_030370678.1|SLEB	LOC119547792|XP_037710738.1|DSUP
OG0009007	LOC115622496|XP_030372302.1|SLEB	LOC119554417|XP_037721234.1|DSUP
OG0009008	LOC115624351|XP_030374869.1|SLEB	LOC119561034|XP_037730789.1|DSUP
OG0009009	LOC115632896|XP_030386047.1|SLEB	LOC119552927|XP_037718798.1|DSUP
OG0009010	LOC115622484|XP_030372290.1|SLEB	LOC119553062|XP_037719116.1|DSUP
OG0009011	LOC115628389|XP_030380332.1|SLEB	LOC119554512|XP_037721382.1|DSUP
OG0009012	LOC115627863|XP_030379600.1|SLEB	LOC119551411|XP_037716678.1|DSUP
OG0009013	LOC115629652|XP_030382022.1|SLEB	LOC119556203|XP_037724087.1|DSUP
OG0009014	LOC115628399|XP_030380348.1|SLEB	LOC119554578|XP_037721486.1|DSUP
OG0009015	LOC115628415|XP_030380362.1|SLEB	LOC119553586|XP_037719965.1|DSUP
OG0009016	LOC115632810|XP_030385922.1|SLEB	LOC119553577|XP_037719953.1|DSUP
OG0009017	LOC115626347|XP_030377556.1|SLEB	LOC119548024|XP_037711025.1|DSUP
OG0009018	LOC115627820|XP_030379513.1|SLEB	LOC119549116|XP_037712838.1|DSUP
OG0009019	LOC115627762|XP_030379409.1|SLEB	LOC119562996|XP_037732109.1|DSUP
OG0009020	LOC115621294|XP_030370757.1|SLEB	LOC119556034|XP_037723750.1|DSUP
OG0009021	LOC115623417|XP_030373595.1|SLEB	LOC119560593|XP_037730046.1|DSUP
OG0009022	LOC115620608|XP_030369782.1|SLEB	LOC119551781|XP_037717240.1|DSUP
OG0009023	LOC115621522|XP_030371047.1|SLEB	LOC119554493|XP_037721357.1|DSUP
OG0009024	LOC115625304|XP_030376183.1|SLEB	LOC119549610|XP_037713713.1|DSUP
OG0009025	LOC115621990|XP_030371704.1|SLEB	LOC119561044|XP_037730800.1|DSUP
OG0009026	LOC115625482|XP_030376390.1|SLEB	LOC119562498|XP_037731637.1|DSUP
OG0009027	LOC115621639|XP_030371598.1|SLEB	LOC119549152|XP_037712863.1|DSUP
OG0009028	LOC115628379|XP_030380320.1|SLEB	LOC119552512|XP_037718057.1|DSUP
OG0009029	LOC115626425|XP_030377656.1|SLEB	LOC119562718|XP_037731836.1|DSUP
OG0009030	LOC115630518|XP_030382980.1|SLEB	LOC119547489|XP_037710306.1|DSUP
OG0009031	LOC115623757|XP_030374152.1|SLEB	LOC119559935|XP_037729071.1|DSUP
OG0009032	LOC115623758|XP_030374153.1|SLEB	LOC119559936|XP_037729072.1|DSUP
OG0009033	LOC115628521|XP_030380534.1|SLEB	LOC119547890|XP_037710855.1|DSUP
OG0009034	LOC115631229|XP_030383797.1|SLEB	LOC119547979|XP_037710960.1|DSUP
OG0009035	LOC115626054|XP_030377165.1|SLEB	LOC119548415|XP_037711585.1|DSUP
OG0009036	LOC115634263|XP_030387744.1|SLEB	LOC119550230|XP_037714724.1|DSUP
OG0009037	LOC115631603|XP_030384264.1|SLEB	LOC119546544|XP_037708821.1|DSUP
OG0009038	LOC115621380|XP_030370869.1|SLEB	LOC119557685|XP_037726487.1|DSUP
OG0009039	LOC115623714|XP_030374055.1|SLEB	LOC119562949|XP_037732049.1|DSUP
OG0009040	LOC115634226|XP_030387681.1|SLEB	LOC119549604|XP_037713695.1|DSUP
OG0009041	LOC115620519|XP_030369645.1|SLEB	LOC119559847|XP_037728879.1|DSUP
OG0009042	LOC115630605|XP_030383085.1|SLEB	LOC119548138|XP_037711164.1|DSUP
OG0009043	LOC115625805|XP_030376847.1|SLEB	LOC119548239|XP_037711306.1|DSUP
OG0009044	LOC115631372|XP_030383953.1|SLEB	LOC119548835|XP_037712382.1|DSUP
OG0009045	LOC115623687|XP_030374017.1|SLEB	LOC119559980|XP_037729152.1|DSUP
OG0009046	LOC115629781|XP_030382199.1|SLEB	LOC119552554|XP_037718102.1|DSUP
OG0009047	LOC115631647|XP_030384322.1|SLEB	LOC119551605|XP_037716936.1|DSUP
OG0009048	LOC115626613|XP_030377866.1|SLEB	LOC119546682|XP_037709078.1|DSUP
OG0009049	LOC115625614|XP_030376611.1|SLEB	LOC119554678|XP_037721611.1|DSUP
OG0009050	LOC115626009|XP_030377117.1|SLEB	LOC119548695|XP_037712086.1|DSUP
OG0009051	LOC115634756|XP_030388508.1|SLEB	LOC119550026|XP_037714377.1|DSUP
OG0009052	LOC115623357|XP_030373501.1|SLEB	LOC119560047|XP_037729281.1|DSUP
OG0009053	LOC115625128|XP_030375902.1|SLEB	LOC119550718|XP_037715545.1|DSUP
OG0009054	LOC115623781|XP_030374181.1|SLEB	LOC119558516|XP_037727945.1|DSUP
OG0009055	LOC115625768|XP_030376794.1|SLEB	LOC119548598|XP_037711883.1|DSUP
OG0009056	LOC115632721|XP_030385827.1|SLEB	LOC119546330|XP_037708458.1|DSUP
OG0009057	LOC115633121|XP_030386371.1|SLEB	LOC119553068|XP_037719121.1|DSUP
OG0009058	LOC115628022|XP_030379813.1|SLEB	LOC119551223|XP_037716426.1|DSUP
OG0009059	LOC115632192|XP_030385096.1|SLEB	LOC119553633|XP_037720035.1|DSUP
OG0009060	LOC115624131|XP_030374587.1|SLEB	LOC119563392|XP_037732677.1|DSUP
OG0009061	LOC115634392|XP_030387942.1|SLEB	LOC119549479|XP_037713507.1|DSUP
OG0009062	LOC115631075|XP_030383584.1|SLEB	LOC119550593|XP_037715326.1|DSUP
OG0009063	LOC115631637|XP_030384306.1|SLEB	LOC119546221|XP_037708289.1|DSUP
OG0009064	LOC115627090|XP_030378506.1|SLEB	LOC119551665|XP_037717043.1|DSUP
OG0009065	LOC115621228|XP_030370677.1|SLEB	LOC119559402|XP_037728399.1|DSUP
OG0009066	LOC115624505|XP_030375074.1|SLEB	LOC119553272|XP_037719492.1|DSUP
OG0009067	LOC115623268|XP_030373399.1|SLEB	LOC119554045|XP_037720703.1|DSUP
OG0009068	LOC115634014|XP_030387398.1|SLEB	LOC119550121|XP_037714532.1|DSUP
OG0009069	LOC115631629|XP_030384296.1|SLEB	LOC119546634|XP_037709006.1|DSUP
OG0009070	LOC115621616|XP_030371172.1|SLEB	LOC119550124|XP_037714534.1|DSUP
OG0009071	LOC115625249|XP_030376102.1|SLEB	LOC119547218|XP_037709908.1|DSUP
OG0009072	LOC115624093|XP_030374543.1|SLEB	LOC119560303|XP_037729604.1|DSUP
OG0009073	LOC115623961|XP_030374388.1|SLEB	LOC119560786|XP_037730343.1|DSUP
OG0009074	LOC115624376|XP_030374937.1|SLEB	LOC119553001|XP_037718954.1|DSUP
OG0009075	LOC115623770|XP_030374165.1|SLEB	LOC119560610|XP_037730072.1|DSUP
OG0009076	LOC115624183|XP_030374639.1|SLEB, LOC115624476|XP_030375039.1|SLEB	LOC119561404|XP_037730991.1|DSUP
OG0009077	LOC115625228|XP_030376071.1|SLEB	LOC119559765|XP_037728767.1|DSUP
OG0009078	LOC115623589|XP_030373849.1|SLEB	LOC119550435|XP_037715039.1|DSUP
OG0009079	LOC115623349|XP_030373492.1|SLEB	LOC119551276|XP_037716473.1|DSUP
OG0009080	LOC115624099|XP_030374549.1|SLEB	LOC119563448|XP_037732770.1|DSUP
OG0009081	LOC115625445|XP_030376353.1|SLEB	LOC119563391|XP_037732675.1|DSUP
OG0009082	LOC115625524|XP_030376448.1|SLEB, LOC115625357|XP_030376252.1|SLEB, LOC115621622|XP_030371177.1|SLEB	LOC119545708|XP_037707426.1|DSUP
OG0009083	LOC115628274|XP_030380163.1|SLEB	LOC119556928|XP_037725344.1|DSUP
OG0009084	LOC115623624|XP_030373921.1|SLEB	LOC119563076|XP_037732220.1|DSUP
OG0009086	LOC115621290|XP_030370752.1|SLEB	LOC119560837|XP_037730415.1|DSUP
OG0009087	LOC115621943|XP_030371650.1|SLEB	LOC119562982|XP_037732088.1|DSUP
OG0009088	LOC115620258|XP_030369268.1|SLEB	LOC119554126|XP_037720831.1|DSUP
OG0009089	LOC115626839|XP_030378184.1|SLEB	LOC119557285|XP_037725903.1|DSUP
OG0009090	LOC115621823|XP_030371475.1|SLEB	LOC119552163|XP_037717916.1|DSUP
OG0009091	LOC115621036|XP_030370418.1|SLEB	LOC119560165|XP_037729452.1|DSUP
OG0009092	LOC115623877|XP_030374286.1|SLEB	LOC119560093|XP_037729341.1|DSUP
OG0009093	LOC115621129|XP_030370538.1|SLEB	LOC119546719|XP_037709138.1|DSUP
OG0009094	LOC115620669|XP_030369886.1|SLEB	LOC119562766|XP_037731887.1|DSUP
OG0009095	LOC115621048|XP_030370430.1|SLEB	LOC119553396|XP_037719693.1|DSUP
OG0009096	LOC115621939|XP_030371645.1|SLEB, LOC115625631|XP_030376623.1|SLEB	LOC119558269|XP_037727563.1|DSUP
OG0009097	LOC115625635|XP_030376624.1|SLEB, LOC115621937|XP_030371644.1|SLEB	LOC119558266|XP_037727547.1|DSUP
OG0009098	LOC115620549|XP_030369691.1|SLEB	LOC119560646|XP_037730133.1|DSUP
OG0009099	LOC115621076|XP_030370466.1|SLEB	LOC119563184|XP_037732385.1|DSUP
OG0009100	LOC115631342|XP_030383920.1|SLEB	LOC119547742|XP_037710666.1|DSUP
OG0009101	LOC115631220|XP_030383786.1|SLEB	LOC119547336|XP_037710074.1|DSUP
OG0009102	LOC115630973|XP_030383413.1|SLEB	LOC119548046|XP_037711052.1|DSUP
OG0009103	LOC115631741|XP_030384440.1|SLEB	LOC119547247|XP_037709954.1|DSUP
OG0009104	LOC115630958|XP_030383392.1|SLEB	LOC119547241|XP_037709947.1|DSUP
OG0009105	LOC115628571|XP_030380598.1|SLEB	LOC119548538|XP_037711760.1|DSUP
OG0009106	LOC115630612|XP_030383097.1|SLEB	LOC119547999|XP_037710986.1|DSUP
OG0009107	LOC115631525|XP_030384156.1|SLEB	LOC119547710|XP_037710613.1|DSUP
OG0009108	LOC115623504|XP_030373742.1|SLEB	LOC119552604|XP_037718198.1|DSUP
OG0009109	LOC115631753|XP_030384450.1|SLEB	LOC119548520|XP_037711739.1|DSUP
OG0009110	LOC115631171|XP_030383720.1|SLEB	LOC119547836|XP_037710795.1|DSUP
OG0009111	LOC115624768|XP_030375461.1|SLEB	LOC119554812|XP_037721790.1|DSUP
OG0009112	LOC115631097|XP_030383609.1|SLEB	LOC119546564|XP_037708864.1|DSUP
OG0009113	LOC115630743|XP_030383256.1|SLEB	LOC119548486|XP_037711688.1|DSUP
OG0009114	LOC115631672|XP_030384346.1|SLEB, LOC115631673|XP_030384347.1|SLEB	LOC119548518|XP_037711736.1|DSUP
OG0009115	LOC115626338|XP_030377543.1|SLEB	LOC119558500|XP_037727933.1|DSUP
OG0009116	LOC115626464|XP_030377706.1|SLEB	LOC119546963|XP_037709537.1|DSUP
OG0009117	LOC115629062|XP_030381238.1|SLEB, LOC115629014|XP_030381169.1|SLEB	LOC119547016|XP_037709614.1|DSUP
OG0009118	LOC115629773|XP_030382187.1|SLEB	LOC119555926|XP_037723553.1|DSUP
OG0009119	LOC115626029|XP_030377140.1|SLEB	LOC119547067|XP_037709680.1|DSUP
OG0009120	LOC115632764|XP_030385872.1|SLEB	LOC119555239|XP_037722446.1|DSUP
OG0009121	LOC115634702|XP_030388440.1|SLEB	LOC119551776|XP_037717231.1|DSUP
OG0009122	LOC115634643|XP_030388360.1|SLEB	LOC119550409|XP_037714996.1|DSUP
OG0009123	LOC115634188|XP_030387635.1|SLEB	LOC119551611|XP_037716949.1|DSUP
OG0009124	LOC115633719|XP_030387047.1|SLEB	LOC119547063|XP_037709674.1|DSUP
OG0009125	LOC115633986|XP_030387369.1|SLEB	LOC119550879|XP_037715794.1|DSUP
OG0009126	LOC115629906|XP_030382375.1|SLEB	LOC119550434|XP_037715034.1|DSUP
OG0009127	LOC115633821|XP_030387167.1|SLEB	LOC119548988|XP_037712516.1|DSUP
OG0009128	LOC115634070|XP_030387477.1|SLEB	LOC119550346|XP_037714893.1|DSUP
OG0009129	LOC115628570|XP_030380638.1|SLEB	LOC119550915|XP_037715835.1|DSUP
OG0009130	LOC115630413|XP_030382811.1|SLEB	LOC119552122|XP_037717836.1|DSUP
OG0009131	LOC115620041|XP_030369019.1|SLEB	LOC119550252|XP_037714755.1|DSUP
OG0009132	LOC115629296|XP_030381604.1|SLEB	LOC119549009|XP_037712574.1|DSUP
OG0009133	LOC115619970|XP_030368866.1|SLEB	LOC119550802|XP_037715664.1|DSUP
OG0009134	LOC115623723|XP_030374111.1|SLEB	LOC119551774|XP_037717228.1|DSUP
OG0009135	LOC115628107|XP_030379950.1|SLEB	LOC119551800|XP_037717276.1|DSUP
OG0009136	LOC115634753|XP_030388504.1|SLEB	LOC119551869|XP_037717390.1|DSUP
OG0009137	LOC115634808|XP_030388580.1|SLEB	LOC119549830|XP_037714037.1|DSUP
OG0009138	LOC115634809|XP_030388581.1|SLEB	LOC119550319|XP_037714853.1|DSUP
OG0009139	LOC115632167|XP_030385058.1|SLEB	LOC119551626|XP_037716976.1|DSUP
OG0009140	LOC115633991|XP_030387374.1|SLEB	LOC119550082|XP_037714481.1|DSUP
OG0009141	LOC115634061|XP_030387465.1|SLEB	LOC119550355|XP_037714907.1|DSUP
OG0009142	LOC115634368|XP_030387892.1|SLEB	LOC119549790|XP_037713983.1|DSUP
OG0009143	LOC115633913|XP_030387282.1|SLEB	LOC119550147|XP_037714585.1|DSUP
OG0009144	LOC115634510|XP_030388137.1|SLEB	LOC119550529|XP_037715177.1|DSUP
OG0009145	LOC115624815|XP_030375521.1|SLEB	LOC119550674|XP_037715462.1|DSUP
OG0009146	LOC115622191|XP_030371944.1|SLEB	LOC119559388|XP_037728373.1|DSUP
OG0009147	LOC115634630|XP_030388346.1|SLEB	LOC119549430|XP_037713443.1|DSUP
OG0009148	LOC115629544|XP_030381889.1|SLEB	LOC119550648|XP_037715415.1|DSUP
OG0009149	LOC115634332|XP_030387852.1|SLEB	LOC119550983|XP_037715946.1|DSUP
OG0009150	LOC115621428|XP_030370943.1|SLEB	LOC119551985|XP_037717634.1|DSUP
OG0009151	LOC115634046|XP_030387449.1|SLEB	LOC119550572|XP_037715290.1|DSUP
OG0009152	LOC115633711|XP_030387032.1|SLEB	LOC119551573|XP_037716901.1|DSUP
OG0009153	LOC115633887|XP_030387250.1|SLEB	LOC119549380|XP_037713348.1|DSUP
OG0009154	LOC115620382|XP_030369450.1|SLEB	LOC119562122|XP_037731325.1|DSUP
OG0009155	LOC115634333|XP_030387849.1|SLEB	LOC119551385|XP_037716635.1|DSUP
OG0009156	LOC115626455|XP_030377694.1|SLEB	LOC119546639|XP_037709011.1|DSUP
OG0009157	LOC115626222|XP_030377381.1|SLEB	LOC119546593|XP_037708937.1|DSUP
OG0009158	LOC115624793|XP_030375496.1|SLEB	LOC119555547|XP_037722912.1|DSUP
OG0009159	LOC115627663|XP_030379265.1|SLEB	LOC119556144|XP_037723969.1|DSUP
OG0009160	LOC115626961|XP_030378336.1|SLEB	LOC119546288|XP_037708397.1|DSUP
OG0009161	LOC115626941|XP_030378317.1|SLEB	LOC119556082|XP_037723862.1|DSUP
OG0009162	LOC115632849|XP_030385967.1|SLEB	LOC119553460|XP_037719791.1|DSUP
OG0009163	LOC115632740|XP_030385847.1|SLEB	LOC119553401|XP_037719701.1|DSUP
OG0009164	LOC115622680|XP_030372558.1|SLEB	LOC119554738|XP_037721688.1|DSUP
OG0009165	LOC115632725|XP_030385831.1|SLEB	LOC119554487|XP_037721344.1|DSUP
OG0009166	LOC115632589|XP_030385674.1|SLEB	LOC119552520|XP_037718066.1|DSUP
OG0009167	LOC115622739|XP_030372642.1|SLEB	LOC119554403|XP_037721219.1|DSUP
OG0009168	LOC115622740|XP_030372644.1|SLEB	LOC119554404|XP_037721221.1|DSUP
OG0009169	LOC115632193|XP_030385098.1|SLEB	LOC119555710|XP_037723314.1|DSUP
OG0009170	LOC115632578|XP_030385659.1|SLEB	LOC119554582|XP_037721492.1|DSUP
OG0009171	LOC115632941|XP_030386097.1|SLEB	LOC119554702|XP_037721634.1|DSUP
OG0009172	LOC115624875|XP_030375580.1|SLEB	LOC119553948|XP_037720569.1|DSUP
OG0009173	LOC115622459|XP_030372264.1|SLEB, LOC115622450|XP_030372252.1|SLEB, LOC115622247|XP_030372005.1|SLEB	LOC119552631|XP_037718238.1|DSUP
OG0009174	LOC115629887|XP_030382346.1|SLEB, LOC115633337|XP_030386629.1|SLEB	LOC119557107|XP_037725613.1|DSUP
OG0009175	LOC115628517|XP_030380529.1|SLEB	LOC119546223|XP_037708291.1|DSUP
OG0009176	LOC115623102|XP_030373167.1|SLEB	LOC119552755|XP_037718475.1|DSUP
OG0009178	LOC115622187|XP_030371938.1|SLEB	LOC119554968|XP_037722025.1|DSUP
OG0009179	LOC115632831|XP_030385945.1|SLEB	LOC119554903|XP_037721933.1|DSUP
OG0009180	LOC115634216|XP_030387670.1|SLEB, LOC115632798|XP_030385910.1|SLEB	LOC119552525|XP_037718072.1|DSUP
OG0009183	LOC115624858|XP_030375563.1|SLEB	LOC119552550|XP_037718098.1|DSUP
OG0009184	LOC115632841|XP_030385958.1|SLEB	LOC119555361|XP_037722627.1|DSUP
OG0009185	LOC115632347|XP_030385313.1|SLEB	LOC119554370|XP_037721178.1|DSUP
OG0009186	LOC115620602|XP_030369778.1|SLEB	LOC119555071|XP_037722209.1|DSUP
OG0009187	LOC115621442|XP_030370956.1|SLEB, LOC115621291|XP_030370753.1|SLEB	LOC119553778|XP_037720317.1|DSUP, LOC119559276|XP_037728272.1|DSUP
OG0009188	LOC115633889|XP_030387254.1|SLEB	LOC119550413|XP_037714999.1|DSUP
OG0009189	LOC115622867|XP_030372813.1|SLEB	LOC119552969|XP_037718908.1|DSUP
OG0009190	LOC115632665|XP_030385758.1|SLEB, LOC115632669|XP_030385763.1|SLEB	LOC119555544|XP_037722905.1|DSUP
OG0009191	LOC115634686|XP_030388409.1|SLEB	LOC119549716|XP_037713878.1|DSUP
OG0009192	LOC115631399|XP_030383985.1|SLEB	LOC119557488|XP_037726187.1|DSUP
OG0009193	LOC115625848|XP_030376913.1|SLEB	LOC119546503|XP_037708748.1|DSUP
OG0009193	LOC115629017|XP_030381173.1|SLEB	LOC119547879|XP_037710843.1|DSUP
OG0009194	LOC115630734|XP_030383249.1|SLEB	LOC119549905|XP_037714147.1|DSUP
OG0009195	LOC115623057|XP_030373096.1|SLEB	LOC119554230|XP_037720988.1|DSUP
OG0009196	LOC115622393|XP_030372177.1|SLEB	LOC119552537|XP_037718084.1|DSUP
OG0009197	LOC115631190|XP_030383741.1|SLEB	LOC119555103|XP_037722249.1|DSUP
OG0009199	LOC115622888|XP_030372848.1|SLEB, LOC115622917|XP_030372901.1|SLEB, LOC115623084|XP_030373148.1|SLEB, LOC115622236|XP_030371993.1|SLEB	LOC119554408|XP_037721225.1|DSUP
OG0009200	LOC115620061|XP_030369061.1|SLEB	LOC119549109|XP_037712781.1|DSUP
OG0009201	LOC115624156|XP_030374616.1|SLEB	LOC119550150|XP_037714589.1|DSUP
OG0009202	LOC115624503|XP_030375068.1|SLEB, LOC115626600|XP_030377844.1|SLEB	LOC119550277|XP_037714789.1|DSUP, LOC119550276|XP_037714787.1|DSUP, LOC119550275|XP_037714786.1|DSUP
OG0009203	LOC115624891|XP_030375599.1|SLEB	LOC119559420|XP_037728443.1|DSUP
OG0009204	LOC115633684|XP_030387001.1|SLEB	LOC119551773|XP_037717227.1|DSUP, LOC119551772|XP_037717226.1|DSUP
OG0009206	LOC115634696|XP_030388434.1|SLEB	LOC119552193|XP_037717975.1|DSUP
OG0009209	LOC115623985|XP_030374416.1|SLEB	LOC119554739|XP_037721692.1|DSUP
OG0009210	LOC115624145|XP_030374605.1|SLEB	LOC119550538|XP_037715188.1|DSUP
OG0009211	LOC115628513|XP_030380523.1|SLEB	LOC119547970|XP_037710949.1|DSUP
OG0009214	LOC115623038|XP_030373075.1|SLEB	LOC119554168|XP_037720885.1|DSUP
OG0009219	LOC115625463|XP_030376371.1|SLEB	LOC119561089|XP_037730907.1|DSUP
OG0009221	LOC115632001|XP_030384790.1|SLEB	LOC119546415|XP_037708608.1|DSUP
OG0009222	LOC115627061|XP_030378468.1|SLEB	LOC119557607|XP_037726340.1|DSUP
OG0009224	LOC115623885|XP_030374297.1|SLEB	LOC119560344|XP_037729668.1|DSUP
OG0009225	LOC115626666|XP_030377948.1|SLEB	LOC119557237|XP_037725849.1|DSUP
OG0009226	LOC115627069|XP_030378477.1|SLEB	LOC119556688|XP_037725012.1|DSUP
OG0009228	LOC115626708|XP_030378002.1|SLEB	LOC119555841|XP_037723398.1|DSUP
OG0009229	LOC115623862|XP_030374267.1|SLEB	LOC119560098|XP_037729349.1|DSUP
OG0009231	LOC115629291|XP_030381591.1|SLEB	LOC119556608|XP_037724849.1|DSUP
OG0009234	LOC115628953|XP_030381089.1|SLEB, LOC115628954|XP_030381090.1|SLEB	LOC119557980|XP_037726994.1|DSUP
OG0009236	LOC115629997|XP_030382485.1|SLEB	LOC119553646|XP_037720057.1|DSUP
OG0009237	LOC115631396|XP_030383979.1|SLEB	LOC119547882|XP_037710847.1|DSUP
OG0009238	LOC115632079|XP_030384900.1|SLEB	LOC119554335|XP_037721128.1|DSUP
OG0009239	LOC115624571|XP_030375160.1|SLEB	LOC119554474|XP_037721318.1|DSUP
OG0009241	LOC115629053|XP_030381223.1|SLEB	LOC119545942|XP_037707816.1|DSUP
OG0009243	LOC115634615|XP_030388327.1|SLEB	LOC119552094|XP_037717804.1|DSUP
OG0009245	LOC115623860|XP_030374265.1|SLEB	LOC119563206|XP_037732430.1|DSUP
OG0009248	LOC115633351|XP_030386645.1|SLEB	LOC119556299|XP_037724301.1|DSUP
OG0009249	LOC115630736|XP_030383250.1|SLEB	LOC119546409|XP_037708595.1|DSUP
OG0009251	LOC115627567|XP_030379151.1|SLEB	LOC119558912|XP_037728040.1|DSUP
OG0009252	LOC115627021|XP_030378406.1|SLEB	LOC119556039|XP_037723754.1|DSUP
OG0009253	LOC115633232|XP_030386486.1|SLEB	LOC119558136|XP_037727297.1|DSUP
OG0009254	LOC115626921|XP_030378290.1|SLEB	LOC119557377|XP_037726049.1|DSUP
OG0009255	LOC115627459|XP_030378989.1|SLEB	LOC119556029|XP_037723738.1|DSUP
OG0009256	LOC115629585|XP_030381938.1|SLEB	LOC119557387|XP_037726060.1|DSUP
OG0009257	LOC115629785|XP_030382200.1|SLEB	LOC119555810|XP_037723356.1|DSUP
OG0009258	LOC115629862|XP_030382310.1|SLEB	LOC119556554|XP_037724772.1|DSUP
OG0009259	LOC115627394|XP_030378908.1|SLEB	LOC119556729|XP_037725059.1|DSUP
OG0009260	LOC115628878|XP_030380994.1|SLEB	LOC119557964|XP_037726935.1|DSUP
OG0009261	LOC115627222|XP_030378704.1|SLEB	LOC119558150|XP_037727313.1|DSUP
OG0009262	LOC115626915|XP_030378285.1|SLEB	LOC119556258|XP_037724230.1|DSUP
OG0009263	LOC115629656|XP_030382030.1|SLEB	LOC119558296|XP_037727616.1|DSUP
OG0009264	LOC115627957|XP_030379711.1|SLEB	LOC119556823|XP_037725204.1|DSUP
OG0009265	LOC115627956|XP_030379710.1|SLEB	LOC119556651|XP_037724914.1|DSUP
OG0009266	LOC115628569|XP_030380593.1|SLEB	LOC119548508|XP_037711716.1|DSUP
OG0009268	LOC115633716|XP_030387040.1|SLEB	LOC119550196|XP_037714669.1|DSUP
OG0009269	LOC115624062|XP_030374507.1|SLEB	LOC119545789|XP_037707591.1|DSUP
OG0009270	LOC115630259|XP_030382691.1|SLEB	LOC119550357|XP_037714909.1|DSUP
OG0009271	LOC115627247|XP_030378732.1|SLEB	LOC119558221|XP_037727464.1|DSUP
OG0009272	LOC115627686|XP_030379326.1|SLEB	LOC119553915|XP_037720518.1|DSUP
OG0009273	LOC115631928|XP_030384640.1|SLEB	LOC119548557|XP_037711784.1|DSUP
OG0009274	LOC115632693|XP_030385790.1|SLEB	LOC119555212|XP_037722398.1|DSUP
OG0009275	LOC115629706|XP_030382086.1|SLEB	LOC119557484|XP_037726181.1|DSUP
OG0009276	LOC115633917|XP_030387285.1|SLEB	LOC119550316|XP_037714851.1|DSUP
OG0009277	LOC115627937|XP_030379689.1|SLEB	LOC119555995|XP_037723653.1|DSUP
OG0009278	LOC115627768|XP_030379424.1|SLEB	LOC119557223|XP_037725825.1|DSUP
OG0009279	LOC115626007|XP_030377115.1|SLEB	LOC119547743|XP_037710667.1|DSUP
OG0009280	LOC115629605|XP_030381961.1|SLEB	LOC119557634|XP_037726394.1|DSUP
OG0009281	LOC115629530|XP_030381866.1|SLEB	LOC119558394|XP_037727849.1|DSUP
OG0009282	LOC115632035|XP_030384860.1|SLEB	LOC119548277|XP_037711368.1|DSUP
OG0009283	LOC115631662|XP_030384336.1|SLEB	LOC119546241|XP_037708315.1|DSUP
OG0009284	LOC115633899|XP_030387264.1|SLEB	LOC119554926|XP_037721960.1|DSUP
OG0009286	LOC115632960|XP_030386120.1|SLEB	LOC119555067|XP_037722203.1|DSUP
OG0009287	LOC115622605|XP_030372463.1|SLEB	LOC119555063|XP_037722194.1|DSUP
OG0009288	LOC115627546|XP_030379121.1|SLEB	LOC119556437|XP_037724598.1|DSUP
OG0009289	LOC115627841|XP_030379553.1|SLEB	LOC119556706|XP_037725069.1|DSUP
OG0009290	LOC115633763|XP_030387101.1|SLEB	LOC119551285|XP_037716479.1|DSUP
OG0009291	LOC115627842|XP_030379557.1|SLEB	LOC119557067|XP_037725587.1|DSUP
OG0009292	LOC115626844|XP_030378192.1|SLEB	LOC119557802|XP_037726634.1|DSUP
OG0009293	LOC115626985|XP_030378360.1|SLEB	LOC119557159|XP_037725687.1|DSUP
OG0009294	LOC115634629|XP_030388345.1|SLEB	LOC119551335|XP_037716564.1|DSUP
OG0009295	LOC115629284|XP_030381578.1|SLEB	LOC119556643|XP_037724900.1|DSUP
