Orthogroup	SLEB.longest_only	DMIR.longest_only
OG0008082	LOC115622052|XP_030371787.1|SLEB	LOC108157571|XP_017145181.1|DMIR
OG0008083	LOC115623449|XP_030373660.1|SLEB	LOC108154748|XP_017140610.1|DMIR
OG0008084	LOC115620753|XP_030370007.1|SLEB	LOC108155547|XP_017141915.1|DMIR
OG0008085	LOC115621609|XP_030371162.1|SLEB	LOC108154561|XP_017140351.1|DMIR
OG0008086	LOC115623429|XP_030373618.1|SLEB	LOC108154742|XP_017140601.1|DMIR
OG0008087	LOC115627461|XP_030378992.1|SLEB	LOC108155680|XP_017142139.1|DMIR
OG0008088	LOC115627134|XP_030378566.1|SLEB	LOC108161517|XP_017151287.1|DMIR
OG0008089	LOC115633055|XP_030386260.1|SLEB	LOC108151203|XP_017135166.1|DMIR
OG0008090	LOC115628721|XP_030380777.1|SLEB	LOC108152661|XP_017137646.1|DMIR
OG0008091	LOC115620525|XP_030369652.1|SLEB	LOC108154883|XP_017140816.1|DMIR
OG0008092	LOC115623833|XP_030374238.1|SLEB	LOC108155945|XP_033244332.1|DMIR
OG0008093	LOC115626952|XP_030378328.1|SLEB	LOC108156531|XP_017143530.1|DMIR
OG0008094	LOC115631819|XP_030384516.1|SLEB	LOC108163739|XP_017154687.1|DMIR
OG0008095	LOC115624375|XP_030374936.1|SLEB	LOC108155466|XP_017141776.1|DMIR
OG0008096	LOC115627282|XP_030378773.1|SLEB	LOC108153519|XP_017139070.1|DMIR
OG0008097	LOC115627143|XP_030378580.1|SLEB	LOC108164404|XP_017155558.1|DMIR
OG0008098	LOC115632111|XP_030384964.1|SLEB	LOC108153581|XP_017139150.1|DMIR
OG0008099	LOC115632569|XP_030385649.1|SLEB	LOC108151623|XP_017135811.1|DMIR
OG0008100	LOC115623737|XP_030374108.1|SLEB	LOC108156300|XP_017143172.1|DMIR
OG0008101	LOC115629775|XP_030382190.1|SLEB	LOC108154463|XP_017140226.1|DMIR
OG0008102	LOC115624081|XP_030374531.1|SLEB	LOC108155418|XP_017141707.1|DMIR
OG0008103	LOC115629657|XP_030382031.1|SLEB	LOC108157256|XP_017144726.1|DMIR
OG0008104	LOC115624725|XP_030375408.1|SLEB	LOC108151038|XP_017134895.1|DMIR
OG0008105	LOC115621590|XP_030371140.1|SLEB	LOC108155380|XP_017141643.1|DMIR
OG0008106	LOC115632373|XP_030385353.1|SLEB	LOC108153011|XP_017138247.1|DMIR
OG0008107	LOC115624077|XP_030374527.1|SLEB	LOC108155224|XP_017141397.1|DMIR
OG0008108	LOC115629662|XP_030382037.1|SLEB	LOC108164689|XP_017156051.1|DMIR
OG0008109	LOC115626705|XP_030377999.1|SLEB	LOC108155204|XP_017141375.1|DMIR
OG0008110	LOC115626788|XP_030378114.1|SLEB	LOC108165127|XP_017156680.1|DMIR
OG0008111	LOC115626867|XP_030378233.1|SLEB	LOC108163671|XP_017154589.1|DMIR
OG0008112	LOC115627344|XP_030378850.1|SLEB	LOC108163645|XP_033253279.1|DMIR
OG0008113	LOC115629262|XP_030381544.1|SLEB	LOC108153143|XP_017138434.1|DMIR
OG0008114	LOC115629309|XP_030381615.1|SLEB	LOC108153142|XP_017138433.1|DMIR
OG0008115	LOC115629762|XP_030382173.1|SLEB	LOC108159648|XP_017148607.1|DMIR
OG0008116	LOC115627707|XP_030379310.1|SLEB	LOC108162590|XP_033242060.1|DMIR
OG0008117	LOC115629595|XP_030381947.1|SLEB	LOC108154090|XP_017139694.1|DMIR
OG0008118	LOC115627009|XP_030378389.1|SLEB	LOC108151009|XP_017134859.1|DMIR
OG0008119	LOC115627186|XP_030378649.1|SLEB	LOC108153481|XP_017139013.1|DMIR
OG0008121	LOC115630951|XP_030383386.1|SLEB	LOC108158629|XP_017146597.2|DMIR, LOC117187776|XP_033246501.1|DMIR
OG0008122	LOC115633206|XP_030386447.1|SLEB	LOC108154768|XP_017140643.1|DMIR
OG0008123	LOC115629339|XP_030381647.1|SLEB	LOC108164525|XP_017155802.1|DMIR
OG0008124	LOC115626684|XP_030377972.1|SLEB	LOC108153499|XP_033242914.1|DMIR
OG0008125	LOC115629348|XP_030381657.1|SLEB	LOC108165463|XP_017156999.1|DMIR
OG0008126	LOC115628678|XP_030380712.1|SLEB	LOC108165074|XP_017156613.1|DMIR
OG0008127	LOC115633210|XP_030386456.1|SLEB	LOC108152708|XP_017137733.1|DMIR
OG0008128	LOC115633284|XP_030386553.1|SLEB	LOC108164047|XP_017155117.1|DMIR
OG0008129	LOC115626790|XP_030378116.1|SLEB	LOC108153063|XP_033243946.1|DMIR
OG0008130	LOC115627183|XP_030378646.1|SLEB	LOC108164566|XP_017155872.1|DMIR
OG0008131	LOC115629700|XP_030382078.1|SLEB	LOC108151131|XP_017135047.1|DMIR
OG0008132	LOC115625175|XP_030375997.1|SLEB	LOC108157704|XP_017145363.1|DMIR
OG0008133	LOC115627196|XP_030378670.1|SLEB	LOC108159443|XP_017148223.1|DMIR
OG0008134	LOC115628768|XP_030380843.1|SLEB	LOC108162127|XP_033248418.1|DMIR
OG0008135	LOC115623427|XP_030373614.1|SLEB	LOC108155014|XP_017141055.1|DMIR
OG0008136	LOC115630761|XP_030383276.1|SLEB	LOC108164209|XP_017155329.1|DMIR
OG0008137	LOC115627296|XP_030378789.1|SLEB	LOC108152568|XP_017137496.1|DMIR
OG0008138	LOC115632368|XP_030385345.1|SLEB	LOC108151287|XP_017135308.1|DMIR
OG0008139	LOC115633762|XP_030387097.1|SLEB	LOC108159050|XP_017147471.1|DMIR
OG0008140	LOC115629320|XP_030381629.1|SLEB	LOC108165468|XP_033242815.1|DMIR
OG0008141	LOC115627350|XP_030378858.1|SLEB	LOC108158969|XP_017147298.1|DMIR
OG0008142	LOC115627321|XP_030378823.1|SLEB	LOC108152691|XP_017137687.1|DMIR
OG0008143	LOC115627152|XP_030378591.1|SLEB	LOC117186296|XP_033242751.1|DMIR
OG0008144	LOC115625528|XP_030376466.1|SLEB	LOC108158923|XP_017147215.1|DMIR, LOC117193631|XP_033254269.1|DMIR
OG0008145	LOC115626755|XP_030378070.1|SLEB	LOC108152729|XP_033242714.1|DMIR
OG0008146	LOC115629674|XP_030382053.1|SLEB	LOC108164761|XP_017156161.1|DMIR
OG0008147	LOC115629677|XP_030382055.1|SLEB	LOC108161134|XP_017150848.1|DMIR
OG0008148	LOC115629384|XP_030381697.1|SLEB	LOC108160167|XP_017149482.1|DMIR
OG0008149	LOC115621762|XP_030371354.1|SLEB, LOC115629874|XP_030382331.1|SLEB	LOC108164826|XP_017156236.1|DMIR
OG0008150	LOC115626806|XP_030378136.1|SLEB	LOC108155262|XP_017141455.1|DMIR
OG0008151	LOC115627643|XP_030379237.1|SLEB	LOC108152912|XP_017138077.1|DMIR
OG0008152	LOC115627374|XP_030378886.1|SLEB	LOC108163887|XP_033253602.1|DMIR
OG0008153	LOC115628679|XP_030380716.1|SLEB	LOC108160019|XP_017149243.1|DMIR
OG0008154	LOC115633124|XP_030386376.1|SLEB	LOC108151135|XP_017135049.1|DMIR
OG0008155	LOC115622331|XP_030372101.1|SLEB	LOC108153124|XP_017138402.1|DMIR
OG0008156	LOC115621201|XP_030370640.1|SLEB	LOC108154777|XP_017140651.1|DMIR
OG0008157	LOC115620821|XP_030370111.1|SLEB	LOC108157154|XP_017144551.2|DMIR
OG0008158	LOC115626871|XP_030378239.1|SLEB	LOC108152123|XP_017136699.1|DMIR
OG0008159	LOC115623280|XP_030373423.1|SLEB	LOC108165512|XP_017157057.1|DMIR
OG0008160	LOC115634266|XP_030387752.1|SLEB	LOC108160000|XP_017149209.1|DMIR
OG0008161	LOC115627838|XP_030379543.1|SLEB	LOC108160692|XP_017150336.1|DMIR
OG0008162	LOC115627145|XP_030378583.1|SLEB	LOC108158996|XP_017147351.1|DMIR
OG0008163	LOC115632105|XP_030384948.1|SLEB	LOC108151752|XP_017136079.1|DMIR
OG0008164	LOC115627563|XP_030379144.1|SLEB	LOC108152400|XP_017137192.1|DMIR
OG0008165	LOC115629941|XP_030382410.1|SLEB	LOC108155566|XP_017141951.1|DMIR
OG0008166	LOC115629940|XP_030382407.1|SLEB	LOC108155600|XP_017142015.1|DMIR
OG0008167	LOC115628010|XP_030379793.1|SLEB	LOC108152822|XP_017137904.1|DMIR
OG0008168	LOC115627893|XP_030379645.1|SLEB	LOC108152821|XP_017137903.1|DMIR
OG0008169	LOC115626774|XP_030378097.1|SLEB	LOC108151731|XP_017136020.1|DMIR
OG0008170	LOC115624541|XP_030375126.1|SLEB	LOC108158600|XP_017146551.1|DMIR
OG0008171	LOC115626722|XP_030378025.1|SLEB	LOC108164417|XP_017155626.1|DMIR
OG0008172	LOC115623861|XP_030374266.1|SLEB	LOC108155835|XP_017142435.1|DMIR
OG0008173	LOC115628549|XP_030380570.1|SLEB	LOC108163087|XP_017153657.1|DMIR
OG0008174	LOC115633678|XP_030386992.1|SLEB	LOC108159008|XP_017147371.1|DMIR
OG0008175	LOC115627256|XP_030378743.1|SLEB	LOC108164967|XP_017156471.1|DMIR
OG0008176	LOC115627154|XP_030378593.1|SLEB	LOC108153528|XP_017139082.1|DMIR
OG0008177	LOC115627575|XP_030379157.1|SLEB	LOC108152441|XP_017137276.1|DMIR
OG0008178	LOC115626667|XP_030377949.1|SLEB	LOC108161337|XP_017151097.1|DMIR
OG0008179	LOC115627195|XP_030378669.1|SLEB	LOC108161434|XP_017151189.1|DMIR
OG0008180	LOC115628709|XP_030380764.1|SLEB	LOC108152657|XP_033242746.1|DMIR
OG0008181	LOC115628726|XP_030380786.1|SLEB	LOC108152874|XP_017137993.1|DMIR
OG0008182	LOC115634402|XP_030387955.1|SLEB	LOC108158957|XP_017147274.1|DMIR, LOC117193723|XP_033254339.1|DMIR
OG0008183	LOC115624507|XP_030375080.1|SLEB	LOC108160099|XP_017149374.1|DMIR
OG0008184	LOC115631528|XP_030384158.1|SLEB	LOC108156000|XP_017142689.1|DMIR
OG0008185	LOC115621282|XP_030370745.1|SLEB	LOC108156702|XP_017143839.1|DMIR
OG0008186	LOC115626929|XP_030378297.1|SLEB	LOC108159146|XP_017147631.1|DMIR
OG0008187	LOC115626935|XP_030378311.1|SLEB	LOC108159153|XP_017147639.1|DMIR
OG0008188	LOC115630411|XP_030382807.1|SLEB	LOC108163506|XP_017154325.2|DMIR
OG0008189	LOC115626166|XP_030377300.1|SLEB	LOC108162545|XP_017152818.1|DMIR
OG0008190	LOC115624681|XP_030375344.1|SLEB	LOC108152866|XP_017137985.1|DMIR
OG0008191	LOC115627800|XP_030379489.1|SLEB	LOC108153100|XP_017138373.1|DMIR
OG0008192	LOC115627094|XP_030378507.1|SLEB	LOC108164576|XP_017155884.1|DMIR
OG0008193	LOC115627852|XP_030379573.1|SLEB	LOC108164823|XP_017156233.1|DMIR
OG0008194	LOC115626436|XP_030377671.1|SLEB	LOC108162494|XP_017152736.1|DMIR
OG0008195	LOC115634577|XP_030388268.1|SLEB	LOC108160990|XP_017150784.1|DMIR
OG0008196	LOC115634042|XP_030387446.1|SLEB	LOC108158568|XP_017146492.1|DMIR, LOC117191533|XP_033252262.1|DMIR
OG0008197	LOC115623285|XP_030373428.1|SLEB	LOC108153163|XP_033243279.1|DMIR
OG0008198	LOC115627022|XP_030378407.1|SLEB	LOC108152868|XP_017137986.1|DMIR
OG0008199	LOC115627189|XP_030378652.1|SLEB	LOC108164976|XP_017156484.1|DMIR
OG0008200	LOC115629166|XP_030381403.1|SLEB	LOC108160079|XP_017149335.1|DMIR
OG0008201	LOC115622330|XP_030372099.1|SLEB	LOC108153123|XP_017138400.1|DMIR
OG0008202	LOC115632109|XP_030384960.1|SLEB	LOC108151782|XP_017136115.1|DMIR
OG0008203	LOC115628290|XP_030380197.1|SLEB	LOC108151920|XP_017136326.1|DMIR
OG0008204	LOC115629597|XP_030381948.1|SLEB	LOC108164554|XP_017155857.1|DMIR
OG0008205	LOC115629120|XP_030381317.1|SLEB	LOC108164780|XP_017156190.1|DMIR
OG0008206	LOC115632244|XP_030385169.1|SLEB	LOC108153021|XP_017138261.1|DMIR
OG0008207	LOC115633721|XP_030387046.1|SLEB	LOC108151903|XP_017136301.1|DMIR
OG0008208	LOC115624383|XP_030374954.1|SLEB	LOC108158817|XP_017146996.2|DMIR
OG0008209	LOC115632916|XP_030386067.1|SLEB	LOC108152848|XP_017137954.1|DMIR
OG0008210	LOC115630677|XP_030383185.1|SLEB	LOC108160785|XP_017150479.1|DMIR
OG0008211	LOC115625988|XP_030377094.1|SLEB	LOC108163756|XP_017154715.1|DMIR
OG0008212	LOC115633738|XP_030387071.1|SLEB	LOC108152316|XP_017137038.1|DMIR
OG0008213	LOC115629742|XP_030382136.1|SLEB	LOC108164702|XP_017156065.1|DMIR
OG0008214	LOC115624855|XP_030375560.1|SLEB	LOC108151514|XP_017135647.1|DMIR
OG0008215	LOC115627281|XP_030378772.1|SLEB	LOC108153048|XP_017138309.1|DMIR
OG0008216	LOC115623249|XP_030373376.1|SLEB	LOC108152045|XP_017136537.1|DMIR
OG0008217	LOC115627187|XP_030378650.1|SLEB	LOC108163878|XP_017154884.1|DMIR
OG0008219	LOC115627174|XP_030378630.1|SLEB	LOC108154240|XP_017139965.1|DMIR
OG0008220	LOC115627408|XP_030378923.1|SLEB	LOC108152779|XP_017137850.1|DMIR
OG0008221	LOC115631513|XP_030384140.1|SLEB	LOC108162645|XP_017152958.1|DMIR
OG0008222	LOC115632225|XP_030385143.1|SLEB	LOC108152460|XP_017137313.1|DMIR
OG0008223	LOC115632544|XP_030385619.1|SLEB	LOC108151695|XP_017135937.1|DMIR
OG0008224	LOC115634375|XP_030387913.1|SLEB	LOC108151652|XP_017135860.1|DMIR
OG0008225	LOC115626866|XP_030378232.1|SLEB	LOC108164530|XP_017155812.1|DMIR
OG0008226	LOC115629823|XP_030382254.1|SLEB	LOC108165005|XP_017156529.1|DMIR
OG0008227	LOC115622051|XP_030371786.1|SLEB	LOC108157588|XP_017145201.1|DMIR
OG0008228	LOC115620206|XP_030369201.1|SLEB	LOC108156102|XP_017142884.1|DMIR
OG0008229	LOC115621542|XP_030371067.1|SLEB	LOC108157537|XP_017145129.1|DMIR
OG0008230	LOC115623435|XP_030373641.1|SLEB	LOC108155838|XP_017142438.1|DMIR
OG0008232	LOC115632583|XP_030385663.1|SLEB	LOC108152610|XP_017137564.1|DMIR, LOC117186077|XP_033242064.1|DMIR
OG0008233	LOC115628978|XP_030381117.1|SLEB	LOC108163202|XP_017153836.1|DMIR
OG0008234	LOC115624256|XP_030374743.1|SLEB	LOC108159651|XP_017148606.1|DMIR, LOC117190714|XP_033251671.1|DMIR
OG0008235	LOC115629505|XP_030381846.1|SLEB	LOC108164799|XP_017156213.1|DMIR
OG0008236	LOC115621144|XP_030370564.1|SLEB	LOC108158711|XP_017146743.1|DMIR, LOC117192784|XP_033253429.1|DMIR
OG0008237	LOC115632884|XP_030386026.1|SLEB	LOC117191067|XP_033251924.1|DMIR, LOC108160003|XP_017149216.1|DMIR
OG0008238	LOC115628311|XP_030380225.1|SLEB	LOC108151321|XP_017135363.1|DMIR
OG0008239	LOC115622678|XP_030372555.1|SLEB	LOC108153112|XP_017138386.1|DMIR
OG0008240	LOC115629980|XP_030382465.1|SLEB	LOC108158979|XP_017147312.1|DMIR
OG0008243	LOC115620831|XP_030370123.1|SLEB	LOC108158500|XP_017146303.2|DMIR, LOC117188057|XP_033247191.1|DMIR
OG0008244	LOC115629612|XP_030381968.1|SLEB, LOC115621462|XP_030370979.1|SLEB, LOC115633239|XP_030386495.1|SLEB	LOC108156092|XP_017142870.1|DMIR
OG0008245	LOC115627232|XP_030378718.1|SLEB	LOC108158272|XP_017145997.1|DMIR
OG0008246	LOC115634611|XP_030388321.1|SLEB	LOC108158274|XP_017145999.1|DMIR
OG0008247	LOC115625230|XP_030376075.1|SLEB	LOC108156478|XP_033245276.1|DMIR
OG0008248	LOC115621165|XP_030370587.1|SLEB	LOC108157050|XP_017144357.1|DMIR
OG0008249	LOC115621077|XP_030370467.1|SLEB	LOC108155788|XP_017142336.1|DMIR
OG0008250	LOC115623122|XP_030373226.1|SLEB	LOC117189684|XP_033250676.1|DMIR, LOC108158464|XP_033250672.1|DMIR, LOC117189681|XP_033250673.1|DMIR, LOC117189682|XP_033250674.1|DMIR, LOC117189675|XP_033250670.1|DMIR, LOC117187919|XP_033246765.1|DMIR
OG0008251	LOC115634099|XP_030387516.1|SLEB, LOC115632308|XP_030385273.1|SLEB	LOC117188479|XP_033248293.1|DMIR
OG0008252	LOC115632572|XP_030385657.1|SLEB	LOC117187798|XP_033246540.1|DMIR, LOC108159597|XP_017148540.2|DMIR
OG0008253	LOC115634514|XP_030388140.1|SLEB	LOC117188279|XP_033247729.1|DMIR, LOC108160920|XP_033252641.1|DMIR
OG0008254	LOC115622806|XP_030372734.1|SLEB	LOC108153047|XP_017138304.1|DMIR
OG0008255	LOC115627322|XP_030378825.1|SLEB	LOC108152763|XP_017137824.1|DMIR
OG0008256	LOC115633770|XP_030387105.1|SLEB	LOC108159888|XP_017148993.2|DMIR, LOC117187684|XP_033246253.1|DMIR
OG0008257	LOC115620518|XP_030369644.1|SLEB	LOC108159029|XP_017147442.1|DMIR
OG0008258	LOC115630541|XP_030383007.1|SLEB	LOC108164289|XP_017155425.1|DMIR
OG0008259	LOC115630560|XP_030383034.1|SLEB, LOC115630634|XP_030383130.1|SLEB	LOC117188637|XP_033248682.1|DMIR, LOC108163479|XP_017154274.2|DMIR, LOC117189070|XP_033249920.1|DMIR
OG0008261	LOC115633568|XP_030386906.1|SLEB	LOC117194300|XP_033254766.1|DMIR, LOC117194882|XP_033255234.1|DMIR, LOC117193858|XP_033254445.1|DMIR, LOC117193854|XP_033254443.1|DMIR, LOC117193306|XP_033253932.1|DMIR, LOC117193307|XP_033253933.1|DMIR, LOC108159066|XP_017147501.2|DMIR, LOC117193346|XP_033253960.1|DMIR, LOC117192757|XP_033253391.1|DMIR, LOC117192393|XP_033252961.1|DMIR, LOC117187879|XP_033246666.1|DMIR
OG0008262	LOC115632423|XP_030385427.1|SLEB, LOC115629212|XP_030381477.1|SLEB	LOC108160936|XP_017150713.1|DMIR
OG0008264	LOC115624981|XP_030375701.1|SLEB	LOC108160877|XP_017150632.1|DMIR, LOC117193533|XP_033254171.1|DMIR, LOC117193392|XP_033254033.1|DMIR, LOC108160876|XP_017150631.1|DMIR
OG0008266	LOC115621809|XP_030371454.1|SLEB	LOC108156668|XP_017143780.1|DMIR
OG0008267	LOC115625081|XP_030375832.1|SLEB	LOC108156475|XP_017143435.1|DMIR
OG0008268	LOC115630426|XP_030382838.1|SLEB	LOC108162666|XP_017152996.2|DMIR
OG0008269	LOC115630478|XP_030382918.1|SLEB	LOC108161748|XP_017151570.1|DMIR
OG0008270	LOC115627077|XP_030378484.1|SLEB	LOC108159214|XP_017147786.1|DMIR
OG0008271	LOC115632407|XP_030385402.1|SLEB	LOC108151331|XP_017135372.1|DMIR
OG0008272	LOC115627194|XP_030378664.1|SLEB	LOC108152185|XP_017136816.1|DMIR
OG0008273	LOC115624265|XP_030374749.1|SLEB	LOC108154693|XP_017140531.1|DMIR
OG0008274	LOC115628769|XP_030380844.1|SLEB	LOC108152557|XP_017137474.1|DMIR
OG0008275	LOC115626797|XP_030378124.1|SLEB	LOC108152428|XP_017137249.1|DMIR
OG0008276	LOC115626659|XP_030377931.1|SLEB	LOC108161821|XP_017151672.1|DMIR
OG0008277	LOC115629598|XP_030381949.1|SLEB	LOC108157132|XP_017144523.1|DMIR
OG0008278	LOC115631723|XP_030384418.1|SLEB	LOC108163007|XP_017153520.1|DMIR
OG0008279	LOC115633309|XP_030386597.1|SLEB	LOC108164765|XP_017156164.1|DMIR
OG0008280	LOC115633312|XP_030386601.1|SLEB	LOC108164917|XP_017156390.1|DMIR
OG0008281	LOC115627483|XP_030379022.1|SLEB	LOC108164747|XP_017156133.1|DMIR
OG0008282	LOC115626996|XP_030378370.1|SLEB	LOC108165605|XP_017157169.1|DMIR
OG0008283	LOC115629210|XP_030381470.1|SLEB	LOC108159877|XP_017148976.1|DMIR
OG0008284	LOC115628014|XP_030379803.1|SLEB	LOC108164463|XP_017155685.1|DMIR
OG0008285	LOC115627833|XP_030379536.1|SLEB	LOC108165061|XP_017156596.1|DMIR
OG0008286	LOC115627161|XP_030378604.1|SLEB	LOC108165128|XP_017156682.1|DMIR
OG0008287	LOC115627212|XP_030378692.1|SLEB	LOC108159070|XP_017147510.1|DMIR
OG0008288	LOC115621315|XP_030370792.1|SLEB	LOC108157479|XP_017145052.1|DMIR
OG0008289	LOC115621008|XP_030370387.1|SLEB	LOC108154560|XP_017140350.1|DMIR
OG0008290	LOC115628713|XP_030380766.1|SLEB	LOC108164697|XP_017156058.1|DMIR
OG0008291	LOC115626656|XP_030377925.1|SLEB	LOC108152605|XP_017137555.1|DMIR
OG0008292	LOC115628736|XP_030380800.1|SLEB	LOC108152546|XP_017137451.1|DMIR
OG0008293	LOC115621025|XP_030370405.1|SLEB	LOC108157638|XP_017145271.1|DMIR
OG0008294	LOC115620923|XP_030370285.1|SLEB	LOC108156005|XP_017142696.1|DMIR
OG0008295	LOC115629783|XP_030382197.1|SLEB	LOC108155329|XP_017141563.1|DMIR
OG0008296	LOC115627837|XP_030379542.1|SLEB	LOC108164861|XP_017156284.1|DMIR
OG0008297	LOC115627213|XP_030378693.1|SLEB	LOC108159091|XP_017147543.1|DMIR
OG0008298	LOC115627086|XP_030378496.1|SLEB	LOC108164527|XP_017155808.1|DMIR
OG0008299	LOC115621058|XP_030370440.1|SLEB	LOC108156053|XP_017142815.1|DMIR
OG0008300	LOC115627089|XP_030378499.1|SLEB	LOC108164679|XP_017156025.1|DMIR
OG0008301	LOC115620693|XP_030369923.1|SLEB	LOC108156555|XP_017143565.1|DMIR
OG0008302	LOC115627191|XP_030378653.1|SLEB	LOC108164728|XP_017156110.1|DMIR
OG0008303	LOC115629721|XP_030382105.1|SLEB	LOC108152857|XP_017137971.1|DMIR
OG0008304	LOC115629833|XP_030382270.1|SLEB	LOC108165098|XP_017156641.1|DMIR
OG0008305	LOC115629231|XP_030381501.1|SLEB	LOC117186278|XP_033242704.1|DMIR
OG0008306	LOC115630086|XP_030382573.1|SLEB	LOC108159295|XP_017147957.1|DMIR
OG0008307	LOC115620711|XP_030369946.1|SLEB	LOC108157616|XP_017145240.1|DMIR
OG0008308	LOC115628197|XP_030380051.1|SLEB	LOC108155005|XP_017141043.1|DMIR
OG0008309	LOC115625749|XP_030376765.1|SLEB	LOC108163369|XP_017154109.1|DMIR
OG0008310	LOC115626450|XP_030377689.1|SLEB	LOC108153096|XP_017138367.1|DMIR
OG0008311	LOC115629779|XP_030382194.1|SLEB	LOC108153545|XP_033241996.1|DMIR
OG0008312	LOC115621209|XP_030370651.1|SLEB	LOC108157196|XP_017144617.1|DMIR
OG0008313	LOC115627695|XP_030379297.1|SLEB	LOC108163493|XP_033243050.1|DMIR
OG0008314	LOC115621503|XP_030371032.1|SLEB	LOC117189849|XP_033250812.1|DMIR, LOC108159105|XP_017147567.1|DMIR
OG0008315	LOC115622850|XP_030372792.1|SLEB	LOC108150913|XP_017134727.1|DMIR
OG0008317	LOC115621354|XP_030370837.1|SLEB	LOC108155203|XP_017141366.1|DMIR
OG0008318	LOC115627802|XP_030379492.1|SLEB	LOC108164831|XP_017156242.1|DMIR
OG0008319	LOC115633888|XP_030387252.1|SLEB	LOC108160950|XP_017150730.1|DMIR
OG0008320	LOC115627178|XP_030378638.1|SLEB	LOC108161142|XP_033255157.1|DMIR
OG0008322	LOC115631420|XP_030384005.1|SLEB	LOC108161330|XP_017151056.2|DMIR
OG0008324	LOC115627075|XP_030378482.1|SLEB	LOC108152020|XP_017136486.1|DMIR
OG0008325	LOC115627471|XP_030379003.1|SLEB	LOC108155661|XP_017142115.1|DMIR
OG0008326	LOC115625148|XP_030375930.1|SLEB	LOC108155233|XP_017141411.1|DMIR
OG0008327	LOC115632972|XP_030386143.1|SLEB	LOC108160711|XP_017150373.1|DMIR
OG0008328	LOC115628952|XP_030381088.1|SLEB	LOC108165054|XP_017156584.1|DMIR
OG0008329	LOC115627033|XP_030378424.1|SLEB	LOC108164993|XP_017156507.1|DMIR
OG0008330	LOC115633681|XP_030386999.1|SLEB	LOC108158236|XP_017145957.1|DMIR, LOC117191552|XP_033252273.1|DMIR
OG0008331	LOC115632352|XP_030385322.1|SLEB	LOC108152002|XP_017136461.1|DMIR
OG0008332	LOC115632450|XP_030385461.1|SLEB	LOC108152990|XP_017138211.1|DMIR
OG0008333	LOC115632498|XP_030385535.1|SLEB	LOC108153540|XP_017139095.1|DMIR
OG0008334	LOC115632416|XP_030385413.1|SLEB	LOC108152905|XP_017138040.1|DMIR
OG0008335	LOC115632383|XP_030385372.1|SLEB	LOC108151324|XP_017135365.1|DMIR
OG0008336	LOC115634343|XP_030387859.1|SLEB	LOC108150952|XP_017134775.1|DMIR
OG0008338	LOC115622695|XP_030372583.1|SLEB	LOC108151721|XP_017135986.1|DMIR
OG0008339	LOC115633404|XP_030386707.1|SLEB	LOC108157707|XP_017145369.1|DMIR
OG0008340	LOC115634832|XP_030388614.1|SLEB	LOC108159064|XP_017147498.1|DMIR
OG0008341	LOC115632237|XP_030385158.1|SLEB	LOC108153226|XP_017138545.1|DMIR
OG0008342	LOC115622358|XP_030372132.1|SLEB	LOC108152155|XP_017136763.1|DMIR
OG0008343	LOC115621293|XP_030370756.1|SLEB	LOC108156050|XP_017142811.1|DMIR
OG0008344	LOC115632255|XP_030385188.1|SLEB	LOC108153071|XP_017138341.1|DMIR
OG0008346	LOC115627148|XP_030378586.1|SLEB	LOC108152875|XP_017137994.1|DMIR
OG0008347	LOC115631926|XP_030384636.1|SLEB	LOC108161773|XP_017151601.1|DMIR
OG0008348	LOC115632246|XP_030385167.1|SLEB	LOC108151873|XP_033242729.1|DMIR
OG0008349	LOC115620452|XP_030369543.1|SLEB	LOC108153764|XP_017139392.1|DMIR
OG0008350	LOC115629248|XP_030381525.1|SLEB	LOC108156967|XP_017144244.1|DMIR
OG0008351	LOC115622785|XP_030372705.1|SLEB	LOC108152728|XP_017137755.2|DMIR
OG0008352	LOC115632222|XP_030385140.1|SLEB	LOC108152893|XP_017138022.1|DMIR
OG0008353	LOC115632584|XP_030385664.1|SLEB	LOC108153284|XP_017138645.1|DMIR
OG0008354	LOC115627466|XP_030378998.1|SLEB	LOC108152970|XP_017138182.1|DMIR
OG0008355	LOC115621949|XP_030371659.1|SLEB	LOC108160408|XP_017149890.1|DMIR
OG0008356	LOC115624561|XP_030375150.1|SLEB	LOC108151509|XP_017135643.1|DMIR
OG0008357	LOC115625131|XP_030375905.1|SLEB	LOC108155389|XP_017141658.1|DMIR
OG0008358	LOC115626570|XP_030377809.1|SLEB	LOC108161374|XP_017151112.1|DMIR
OG0008359	LOC115634784|XP_030388547.1|SLEB	LOC108158556|XP_017146460.1|DMIR
OG0008360	LOC115619955|XP_030368848.1|SLEB	LOC108160641|XP_017150262.1|DMIR
OG0008361	LOC115628536|XP_030380558.1|SLEB	LOC108162721|XP_017153075.1|DMIR
OG0008362	LOC115627123|XP_030378552.1|SLEB	LOC108155752|XP_017142280.1|DMIR
OG0008363	LOC115633652|XP_030386955.1|SLEB	LOC108159820|XP_017148880.2|DMIR, LOC117185782|XP_033246886.1|DMIR
OG0008364	LOC115622671|XP_030372546.1|SLEB	LOC108150879|XP_017134678.1|DMIR
OG0008365	LOC115624530|XP_030375112.1|SLEB	LOC108159748|XP_017148777.1|DMIR, LOC117192759|XP_033253392.1|DMIR
OG0008366	LOC115623881|XP_030374291.1|SLEB	LOC108154143|XP_017139768.1|DMIR
