Orthogroup	SLEB.longest_only	BTRY.longest_only
OG0009109	LOC115631753|XP_030384450.1|SLEB	LOC120768620|XP_039951321.1|BTRY
OG0009110	LOC115631171|XP_030383720.1|SLEB	LOC120767287|XP_039949098.1|BTRY
OG0009111	LOC115624768|XP_030375461.1|SLEB	LOC120769396|XP_039952301.1|BTRY
OG0009112	LOC115631097|XP_030383609.1|SLEB	LOC120768527|XP_039951190.1|BTRY
OG0009113	LOC115630743|XP_030383256.1|SLEB	LOC120769665|XP_039952713.1|BTRY
OG0009114	LOC115631672|XP_030384346.1|SLEB, LOC115631673|XP_030384347.1|SLEB	LOC120769040|XP_039951818.1|BTRY
OG0009115	LOC115626338|XP_030377543.1|SLEB	LOC120769773|XP_039952888.1|BTRY
OG0009116	LOC115626464|XP_030377706.1|SLEB	LOC120768393|XP_039950999.1|BTRY, LOC120769650|XP_039952689.1|BTRY
OG0009117	LOC115629062|XP_030381238.1|SLEB, LOC115629014|XP_030381169.1|SLEB	LOC120769317|XP_039952198.1|BTRY
OG0009118	LOC115629773|XP_030382187.1|SLEB	LOC120769575|XP_039952564.1|BTRY, LOC120768883|XP_039951571.1|BTRY
OG0009119	LOC115626029|XP_030377140.1|SLEB	LOC120768099|XP_039950576.1|BTRY
OG0009120	LOC115632764|XP_030385872.1|SLEB	LOC120773000|XP_039957851.1|BTRY
OG0009121	LOC115634702|XP_030388440.1|SLEB	LOC120772360|XP_039956859.1|BTRY
OG0009122	LOC115634643|XP_030388360.1|SLEB	LOC120771331|XP_039955210.1|BTRY
OG0009123	LOC115634188|XP_030387635.1|SLEB	LOC120771273|XP_039955131.1|BTRY
OG0009124	LOC115633719|XP_030387047.1|SLEB	LOC120772582|XP_039957218.1|BTRY
OG0009125	LOC115633986|XP_030387369.1|SLEB	LOC120772693|XP_039957366.1|BTRY
OG0009126	LOC115629906|XP_030382375.1|SLEB	LOC120772739|XP_039957434.1|BTRY, LOC120772870|XP_039957640.1|BTRY
OG0009127	LOC115633821|XP_030387167.1|SLEB	LOC120771528|XP_039955520.1|BTRY
OG0009128	LOC115634070|XP_030387477.1|SLEB	LOC120772403|XP_039956932.1|BTRY
OG0009129	LOC115628570|XP_030380638.1|SLEB	LOC120770104|XP_039953208.1|BTRY
OG0009130	LOC115630413|XP_030382811.1|SLEB	LOC120772425|XP_039956970.1|BTRY
OG0009131	LOC115620041|XP_030369019.1|SLEB	LOC120773089|XP_039957992.1|BTRY
OG0009132	LOC115629296|XP_030381604.1|SLEB	LOC120772469|XP_039957042.1|BTRY
OG0009133	LOC115619970|XP_030368866.1|SLEB	LOC120769973|XP_039952977.1|BTRY, LOC120769972|XP_039952976.1|BTRY
OG0009134	LOC115623723|XP_030374111.1|SLEB	LOC120772080|XP_039956411.1|BTRY
OG0009135	LOC115628107|XP_030379950.1|SLEB	LOC120770996|XP_039954677.1|BTRY
OG0009136	LOC115634753|XP_030388504.1|SLEB	LOC120772740|XP_039957435.1|BTRY
OG0009137	LOC115634808|XP_030388580.1|SLEB	LOC120772579|XP_039957217.1|BTRY
OG0009138	LOC115634809|XP_030388581.1|SLEB	LOC120772815|XP_039957540.1|BTRY, LOC120772814|XP_039957538.1|BTRY
OG0009139	LOC115632167|XP_030385058.1|SLEB	LOC120771726|XP_039955815.1|BTRY
OG0009140	LOC115633991|XP_030387374.1|SLEB	LOC120771334|XP_039955213.1|BTRY
OG0009141	LOC115634061|XP_030387465.1|SLEB	LOC120771670|XP_039955719.1|BTRY
OG0009142	LOC115634368|XP_030387892.1|SLEB	LOC120770352|XP_039953689.1|BTRY
OG0009143	LOC115633913|XP_030387282.1|SLEB	LOC120772496|XP_039957077.1|BTRY
OG0009144	LOC115634510|XP_030388137.1|SLEB	LOC120770231|XP_039953450.1|BTRY
OG0009145	LOC115624815|XP_030375521.1|SLEB	LOC120772278|XP_039956722.1|BTRY
OG0009146	LOC115622191|XP_030371944.1|SLEB	LOC120772818|XP_039957544.1|BTRY
OG0009147	LOC115634630|XP_030388346.1|SLEB	LOC120772213|XP_039956627.1|BTRY
OG0009148	LOC115629544|XP_030381889.1|SLEB	LOC120770767|XP_039954283.1|BTRY
OG0009149	LOC115634332|XP_030387852.1|SLEB	LOC120770772|XP_039954288.1|BTRY
OG0009150	LOC115621428|XP_030370943.1|SLEB	LOC120772435|XP_039956985.1|BTRY
OG0009151	LOC115634046|XP_030387449.1|SLEB	LOC120771132|XP_039954930.1|BTRY
OG0009152	LOC115633711|XP_030387032.1|SLEB	LOC120771346|XP_039955228.1|BTRY
OG0009153	LOC115633887|XP_030387250.1|SLEB	LOC120771139|XP_039954940.1|BTRY
OG0009154	LOC115620382|XP_030369450.1|SLEB	LOC120776075|XP_039962478.1|BTRY
OG0009155	LOC115634333|XP_030387849.1|SLEB	LOC120773354|XP_039958109.1|BTRY, LOC120776188|XP_039962747.1|BTRY
OG0009156	LOC115626455|XP_030377694.1|SLEB	LOC120775385|XP_039961480.1|BTRY
OG0009157	LOC115626222|XP_030377381.1|SLEB	LOC120775488|XP_039961625.1|BTRY, LOC120775475|XP_039961609.1|BTRY, LOC120775553|XP_039961715.1|BTRY
OG0009158	LOC115624793|XP_030375496.1|SLEB	LOC120774740|XP_039960428.1|BTRY, LOC120776013|XP_039962391.1|BTRY, LOC120773681|XP_039958646.1|BTRY
OG0009159	LOC115627663|XP_030379265.1|SLEB	LOC120774478|XP_039960071.1|BTRY
OG0009160	LOC115626961|XP_030378336.1|SLEB	LOC120774481|XP_039960075.1|BTRY
OG0009161	LOC115626941|XP_030378317.1|SLEB	LOC120774031|XP_039959263.1|BTRY
OG0009162	LOC115632849|XP_030385967.1|SLEB	LOC120776368|XP_039962881.1|BTRY
OG0009163	LOC115632740|XP_030385847.1|SLEB	LOC120778654|XP_039966505.1|BTRY
OG0009164	LOC115622680|XP_030372558.1|SLEB	LOC120778648|XP_039966493.1|BTRY
OG0009165	LOC115632725|XP_030385831.1|SLEB	LOC120776967|XP_039963993.1|BTRY
OG0009166	LOC115632589|XP_030385674.1|SLEB	LOC120776876|XP_039963869.1|BTRY
OG0009167	LOC115622739|XP_030372642.1|SLEB	LOC120777405|XP_039964638.1|BTRY
OG0009168	LOC115622740|XP_030372644.1|SLEB	LOC120777407|XP_039964639.1|BTRY
OG0009169	LOC115632193|XP_030385098.1|SLEB	LOC120776815|XP_039963765.1|BTRY
OG0009170	LOC115632578|XP_030385659.1|SLEB	LOC120777484|XP_039964755.1|BTRY
OG0009171	LOC115632941|XP_030386097.1|SLEB	LOC120778980|XP_039967005.1|BTRY
OG0009172	LOC115624875|XP_030375580.1|SLEB	LOC120777384|XP_039964609.1|BTRY
OG0009173	LOC115622459|XP_030372264.1|SLEB, LOC115622450|XP_030372252.1|SLEB, LOC115622247|XP_030372005.1|SLEB	LOC120777863|XP_039965346.1|BTRY
OG0009174	LOC115629887|XP_030382346.1|SLEB, LOC115633337|XP_030386629.1|SLEB	LOC120778629|XP_039966448.1|BTRY
OG0009175	LOC115628517|XP_030380529.1|SLEB	LOC120777531|XP_039964848.1|BTRY
OG0009176	LOC115623102|XP_030373167.1|SLEB	LOC120782111|XP_039970189.1|BTRY, LOC120778191|XP_039965863.1|BTRY
OG0009177	LOC115622620|XP_030372481.1|SLEB	LOC120778783|XP_039966702.1|BTRY
OG0009178	LOC115622187|XP_030371938.1|SLEB	LOC120777651|XP_039965037.1|BTRY
OG0009179	LOC115632831|XP_030385945.1|SLEB	LOC120778374|XP_039966094.1|BTRY
OG0009180	LOC115634216|XP_030387670.1|SLEB, LOC115632798|XP_030385910.1|SLEB	LOC120778405|XP_039966123.1|BTRY, LOC120778404|XP_039966122.1|BTRY, LOC120776492|XP_039963108.1|BTRY
OG0009183	LOC115624858|XP_030375563.1|SLEB	LOC120778409|XP_039966126.1|BTRY, LOC120778583|XP_039966384.1|BTRY
OG0009184	LOC115632841|XP_030385958.1|SLEB	LOC120778412|XP_039966130.1|BTRY
OG0009185	LOC115632347|XP_030385313.1|SLEB	LOC120779007|XP_039967060.1|BTRY
OG0009186	LOC115620602|XP_030369778.1|SLEB	LOC120777423|XP_039964660.1|BTRY
OG0009187	LOC115621442|XP_030370956.1|SLEB, LOC115621291|XP_030370753.1|SLEB	LOC120780903|XP_039969074.1|BTRY
OG0009188	LOC115633889|XP_030387254.1|SLEB	LOC120781240|XP_039969314.1|BTRY
OG0009219	LOC115625463|XP_030376371.1|SLEB	LOC120766455|XP_039947911.1|BTRY
OG0009221	LOC115632001|XP_030384790.1|SLEB	LOC120782414|XP_039970597.1|BTRY
OG0009222	LOC115627061|XP_030378468.1|SLEB	LOC120775607|XP_039961782.1|BTRY
OG0009226	LOC115627069|XP_030378477.1|SLEB	LOC120773786|XP_039958811.1|BTRY
OG0009228	LOC115626708|XP_030378002.1|SLEB	LOC120774901|XP_039960703.1|BTRY
OG0009230	LOC115633460|XP_030386775.1|SLEB, LOC115633451|XP_030386763.1|SLEB	LOC120768986|XP_039951750.1|BTRY
OG0009237	LOC115631396|XP_030383979.1|SLEB	LOC120768137|XP_039950629.1|BTRY
OG0009239	LOC115624571|XP_030375160.1|SLEB	LOC120777980|XP_039965554.1|BTRY
OG0009241	LOC115629053|XP_030381223.1|SLEB	LOC120767227|XP_039948986.1|BTRY
OG0009243	LOC115634615|XP_030388327.1|SLEB	LOC120770586|XP_039954102.1|BTRY
OG0009245	LOC115623860|XP_030374265.1|SLEB	LOC120766608|XP_039948149.1|BTRY
OG0009248	LOC115633351|XP_030386645.1|SLEB	LOC120773473|XP_039958321.1|BTRY
OG0009249	LOC115630736|XP_030383250.1|SLEB	LOC120769028|XP_039951803.1|BTRY
OG0009251	LOC115627567|XP_030379151.1|SLEB	LOC120775842|XP_039962145.1|BTRY
OG0009252	LOC115627021|XP_030378406.1|SLEB	LOC120774883|XP_039960673.1|BTRY
OG0009253	LOC115633232|XP_030386486.1|SLEB	LOC120773824|XP_039958868.1|BTRY
OG0009254	LOC115626921|XP_030378290.1|SLEB	LOC120775916|XP_039962245.1|BTRY
OG0009255	LOC115627459|XP_030378989.1|SLEB	LOC120779991|XP_039968215.1|BTRY
OG0009256	LOC115629585|XP_030381938.1|SLEB	LOC120776084|XP_039962491.1|BTRY
OG0009257	LOC115629785|XP_030382200.1|SLEB	LOC120774931|XP_039960742.1|BTRY
OG0009258	LOC115629862|XP_030382310.1|SLEB	LOC120773747|XP_039958742.1|BTRY
OG0009260	LOC115628878|XP_030380994.1|SLEB	LOC120773371|XP_039958133.1|BTRY
OG0009261	LOC115627222|XP_030378704.1|SLEB	LOC120774150|XP_039959490.1|BTRY
OG0009262	LOC115626915|XP_030378285.1|SLEB	LOC120774816|XP_039960554.1|BTRY
OG0009263	LOC115629656|XP_030382030.1|SLEB	LOC120775697|XP_039961942.1|BTRY
OG0009264	LOC115627957|XP_030379711.1|SLEB	LOC120773828|XP_039958875.1|BTRY
OG0009265	LOC115627956|XP_030379710.1|SLEB	LOC120776043|XP_039962422.1|BTRY
OG0009266	LOC115628569|XP_030380593.1|SLEB	LOC120767293|XP_039949107.1|BTRY
OG0009267	LOC115626256|XP_030377419.1|SLEB	LOC120767308|XP_039949158.1|BTRY
OG0009268	LOC115633716|XP_030387040.1|SLEB	LOC120772756|XP_039957457.1|BTRY
OG0009269	LOC115624062|XP_030374507.1|SLEB	LOC120778507|XP_039966271.1|BTRY
OG0009271	LOC115627247|XP_030378732.1|SLEB	LOC120775785|XP_039962055.1|BTRY
OG0009272	LOC115627686|XP_030379326.1|SLEB	LOC120778014|XP_039965614.1|BTRY
OG0009273	LOC115631928|XP_030384640.1|SLEB	LOC120768401|XP_039951007.1|BTRY
OG0009274	LOC115632693|XP_030385790.1|SLEB	LOC120776538|XP_039963210.1|BTRY
OG0009275	LOC115629706|XP_030382086.1|SLEB	LOC120774699|XP_039960362.1|BTRY
OG0009276	LOC115633917|XP_030387285.1|SLEB	LOC120771762|XP_039955877.1|BTRY
OG0009277	LOC115627937|XP_030379689.1|SLEB	LOC120773557|XP_039958455.1|BTRY
OG0009278	LOC115627768|XP_030379424.1|SLEB	LOC120774103|XP_039959391.1|BTRY
OG0009279	LOC115626007|XP_030377115.1|SLEB	LOC120774047|XP_039959283.1|BTRY
OG0009280	LOC115629605|XP_030381961.1|SLEB	LOC120775344|XP_039961424.1|BTRY
OG0009281	LOC115629530|XP_030381866.1|SLEB	LOC120774027|XP_039959254.1|BTRY
OG0009282	LOC115632035|XP_030384860.1|SLEB	LOC120769466|XP_039952413.1|BTRY
OG0009283	LOC115631662|XP_030384336.1|SLEB	LOC120768789|XP_039951480.1|BTRY, LOC120768271|XP_039950803.1|BTRY
OG0009284	LOC115633899|XP_030387264.1|SLEB	LOC120774474|XP_039960065.1|BTRY
OG0009287	LOC115622605|XP_030372463.1|SLEB	LOC120778638|XP_039966471.1|BTRY
OG0009288	LOC115627546|XP_030379121.1|SLEB	LOC120768627|XP_039951327.1|BTRY
OG0009289	LOC115627841|XP_030379553.1|SLEB	LOC120779626|XP_039967904.1|BTRY
OG0009291	LOC115627842|XP_030379557.1|SLEB	LOC120779424|XP_039967556.1|BTRY
OG0009292	LOC115626844|XP_030378192.1|SLEB	LOC120774909|XP_039960713.1|BTRY, LOC120774908|XP_039960712.1|BTRY
OG0009293	LOC115626985|XP_030378360.1|SLEB	LOC120774340|XP_039959835.1|BTRY
OG0009294	LOC115634629|XP_030388345.1|SLEB	LOC120770762|XP_039954280.1|BTRY
OG0009295	LOC115629284|XP_030381578.1|SLEB	LOC120773769|XP_039958781.1|BTRY
OG0009296	LOC115624097|XP_030374546.1|SLEB	LOC120766692|XP_039948272.1|BTRY
OG0009297	LOC115624005|XP_030374436.1|SLEB	LOC120767015|XP_039948778.1|BTRY
OG0009298	LOC115624268|XP_030374754.1|SLEB, LOC115624241|XP_030374719.1|SLEB	LOC120766539|XP_039948051.1|BTRY
OG0009299	LOC115623381|XP_030373538.1|SLEB	LOC120776864|XP_039963856.1|BTRY
OG0009300	LOC115623380|XP_030373535.1|SLEB	LOC120766353|XP_039947716.1|BTRY
OG0009301	LOC115625372|XP_030376269.1|SLEB	LOC120775651|XP_039961846.1|BTRY
OG0009302	LOC115623817|XP_030374220.1|SLEB	LOC120780552|XP_039968746.1|BTRY
OG0009303	LOC115623936|XP_030374357.1|SLEB	LOC120782806|XP_039971219.1|BTRY
OG0009304	LOC115623791|XP_030374193.1|SLEB	LOC120782258|XP_039970357.1|BTRY
OG0009305	LOC115625377|XP_030376274.1|SLEB	LOC120782427|XP_039970612.1|BTRY
OG0009306	LOC115626897|XP_030378266.1|SLEB	LOC120776066|XP_039962469.1|BTRY
OG0009307	LOC115624350|XP_030374867.1|SLEB	LOC120766761|XP_039948368.1|BTRY
OG0009308	LOC115623830|XP_030374235.1|SLEB	LOC120780344|XP_039968597.1|BTRY
OG0009309	LOC115624339|XP_030374851.1|SLEB	LOC120782848|XP_039971309.1|BTRY
OG0009310	LOC115623656|XP_030373973.1|SLEB	LOC120776606|XP_039963331.1|BTRY
OG0009311	LOC115624159|XP_030374615.1|SLEB	LOC120782412|XP_039970594.1|BTRY
OG0009312	LOC115623650|XP_030373963.1|SLEB	LOC120766223|XP_039947532.1|BTRY
OG0009313	LOC115624074|XP_030374521.1|SLEB	LOC120782841|XP_039971300.1|BTRY
OG0009314	LOC115625239|XP_030376089.1|SLEB	LOC120766852|XP_039948510.1|BTRY
OG0009315	LOC115623465|XP_030373686.1|SLEB	LOC120770745|XP_039954268.1|BTRY
OG0009316	LOC115624048|XP_030374488.1|SLEB	LOC120771603|XP_039955619.1|BTRY
OG0009317	LOC115620331|XP_030369387.1|SLEB	LOC120766450|XP_039947898.1|BTRY
OG0009318	LOC115623391|XP_030373557.1|SLEB	LOC120767982|XP_039950337.1|BTRY
OG0009319	LOC115624414|XP_030375010.1|SLEB	LOC120776568|XP_039963267.1|BTRY
OG0009320	LOC115625443|XP_030376351.1|SLEB	LOC120766726|XP_039948309.1|BTRY
OG0009321	LOC115625446|XP_030376354.1|SLEB	LOC120767004|XP_039948746.1|BTRY
OG0009322	LOC115623575|XP_030373833.1|SLEB	LOC120777566|XP_039964903.1|BTRY
OG0009323	LOC115623498|XP_030373736.1|SLEB	LOC120782365|XP_039970537.1|BTRY
OG0009324	LOC115624189|XP_030374647.1|SLEB	LOC120770908|XP_039954523.1|BTRY
OG0009325	LOC115620908|XP_030370261.1|SLEB	LOC120772027|XP_039956332.1|BTRY
OG0009326	LOC115625484|XP_030376392.1|SLEB	LOC120766870|XP_039948535.1|BTRY
OG0009327	LOC115620800|XP_030370083.1|SLEB	LOC120766702|XP_039948287.1|BTRY
OG0009328	LOC115621528|XP_030371054.1|SLEB	LOC120782676|XP_039970998.1|BTRY
OG0009329	LOC115621397|XP_030370898.1|SLEB	LOC120766974|XP_039948699.1|BTRY
OG0009330	LOC115620744|XP_030369997.1|SLEB	LOC120766779|XP_039948404.1|BTRY
OG0009331	LOC115621614|XP_030371166.1|SLEB, LOC115621218|XP_030370661.1|SLEB	LOC120766660|XP_039948229.1|BTRY
OG0009332	LOC115621887|XP_030371575.1|SLEB	LOC120773142|XP_039958071.1|BTRY
OG0009333	LOC115620322|XP_030369375.1|SLEB	LOC120766238|XP_039947550.1|BTRY
OG0009334	LOC115620276|XP_030369309.1|SLEB	LOC120782393|XP_039970570.1|BTRY
OG0009335	LOC115620451|XP_030369542.1|SLEB	LOC120782364|XP_039970536.1|BTRY
OG0009336	LOC115621384|XP_030370875.1|SLEB	LOC120766733|XP_039948363.1|BTRY
OG0009337	LOC115629920|XP_030382384.1|SLEB	LOC120766747|XP_039948352.1|BTRY
OG0009338	LOC115620638|XP_030369835.1|SLEB	LOC120766573|XP_039948099.1|BTRY
OG0009339	LOC115621037|XP_030370419.1|SLEB	LOC120782237|XP_039970342.1|BTRY
OG0009340	LOC115620460|XP_030369551.1|SLEB	LOC120774848|XP_039960649.1|BTRY
OG0009341	LOC115620886|XP_030370226.1|SLEB	LOC120773757|XP_039958763.1|BTRY
OG0009342	LOC115621475|XP_030370995.1|SLEB	LOC120772497|XP_039957081.1|BTRY
OG0009343	LOC115621044|XP_030370426.1|SLEB	LOC120772486|XP_039957070.1|BTRY
OG0009344	LOC115620463|XP_030369554.1|SLEB	LOC120775541|XP_039961734.1|BTRY
OG0009345	LOC115621814|XP_030371460.1|SLEB	LOC120766918|XP_039948600.1|BTRY
OG0009346	LOC115621423|XP_030370935.1|SLEB	LOC120766411|XP_039947796.1|BTRY
OG0009347	LOC115621435|XP_030370949.1|SLEB	LOC120778565|XP_039966401.1|BTRY, LOC120780363|XP_039968590.1|BTRY
OG0009348	LOC115620228|XP_030369229.1|SLEB	LOC120766340|XP_039947698.1|BTRY
OG0009349	LOC115620778|XP_030370047.1|SLEB	LOC120782581|XP_039970862.1|BTRY
OG0009350	LOC115621388|XP_030370882.1|SLEB	LOC120782844|XP_039971304.1|BTRY
OG0009351	LOC115621133|XP_030370545.1|SLEB	LOC120782323|XP_039970479.1|BTRY
OG0009352	LOC115621299|XP_030370767.1|SLEB	LOC120779833|XP_039968151.1|BTRY
OG0009353	LOC115621667|XP_030371236.1|SLEB	LOC120780722|XP_039968919.1|BTRY
OG0009354	LOC115631303|XP_030383878.1|SLEB	LOC120769760|XP_039952857.1|BTRY
OG0009355	LOC115628527|XP_030380547.1|SLEB	LOC120769688|XP_039952748.1|BTRY
OG0009356	LOC115631344|XP_030383921.1|SLEB	LOC120767537|XP_039949575.1|BTRY
OG0009357	LOC115631809|XP_030384506.1|SLEB	LOC120768492|XP_039951142.1|BTRY
OG0009358	LOC115631117|XP_030383638.1|SLEB	LOC120768302|XP_039950866.1|BTRY
OG0009359	LOC115631116|XP_030383636.1|SLEB	LOC120768416|XP_039951031.1|BTRY, LOC120769339|XP_039952229.1|BTRY
OG0009360	LOC115631498|XP_030384118.1|SLEB	LOC120769812|XP_039952954.1|BTRY
OG0009361	LOC115631499|XP_030384119.1|SLEB	LOC120769813|XP_039952955.1|BTRY
OG0009362	LOC115631862|XP_030384571.1|SLEB	LOC120767622|XP_039949713.1|BTRY
OG0009363	LOC115630931|XP_030383358.1|SLEB	LOC120767320|XP_039949188.1|BTRY
OG0009364	LOC115631815|XP_030384511.1|SLEB	LOC120769135|XP_039951941.1|BTRY
OG0009365	LOC115630419|XP_030382815.1|SLEB	LOC120768281|XP_039950815.1|BTRY
OG0009366	LOC115630680|XP_030383186.1|SLEB	LOC120769065|XP_039951855.1|BTRY
OG0009367	LOC115631136|XP_030383664.1|SLEB	LOC120768128|XP_039950616.1|BTRY
OG0009368	LOC115631698|XP_030384386.1|SLEB	LOC120767286|XP_039949096.1|BTRY
OG0009369	LOC115631669|XP_030384343.1|SLEB	LOC120769820|XP_039952962.1|BTRY
OG0009370	LOC115630704|XP_030383217.1|SLEB	LOC120769178|XP_039951998.1|BTRY
OG0009371	LOC115630670|XP_030383174.1|SLEB	LOC120768133|XP_039950625.1|BTRY
OG0009372	LOC115631674|XP_030384348.1|SLEB	LOC120769534|XP_039952509.1|BTRY
OG0009373	LOC115630498|XP_030382948.1|SLEB	LOC120768280|XP_039950814.1|BTRY
OG0009374	LOC115631129|XP_030383655.1|SLEB	LOC120767896|XP_039950167.1|BTRY
OG0009376	LOC115630797|XP_030383314.1|SLEB	LOC120769002|XP_039951776.1|BTRY
OG0009377	LOC115626346|XP_030377555.1|SLEB	LOC120769456|XP_039952396.1|BTRY
OG0009378	LOC115625725|XP_030376733.1|SLEB	LOC120767674|XP_039949782.1|BTRY
OG0009379	LOC115629040|XP_030381203.1|SLEB	LOC120769296|XP_039952159.1|BTRY
OG0009380	LOC115631821|XP_030384518.1|SLEB	LOC120768352|XP_039950941.1|BTRY
OG0009381	LOC115626448|XP_030377683.1|SLEB	LOC120769543|XP_039952522.1|BTRY
OG0009382	LOC115626372|XP_030377587.1|SLEB	LOC120769744|XP_039952835.1|BTRY
OG0009383	LOC115626094|XP_030377206.1|SLEB	LOC120775413|XP_039961515.1|BTRY
OG0009383	LOC115625711|XP_030376716.1|SLEB	LOC120767580|XP_039949659.1|BTRY
OG0009384	LOC115626022|XP_030377131.1|SLEB	LOC120767978|XP_039950323.1|BTRY
OG0009385	LOC115626026|XP_030377136.1|SLEB	LOC120768106|XP_039950586.1|BTRY
OG0009386	LOC115626182|XP_030377319.1|SLEB	LOC120769114|XP_039951910.1|BTRY
OG0009387	LOC115626070|XP_030377186.1|SLEB	LOC120770510|XP_039953979.1|BTRY
OG0009388	LOC115626277|XP_030377463.1|SLEB	LOC120772268|XP_039956705.1|BTRY
OG0009389	LOC115629837|XP_030382277.1|SLEB	LOC120770541|XP_039954030.1|BTRY
OG0009390	LOC115620083|XP_030369125.1|SLEB	LOC120771794|XP_039955926.1|BTRY
OG0009391	LOC115630453|XP_030382873.1|SLEB	LOC120772898|XP_039957711.1|BTRY, LOC120772896|XP_039957706.1|BTRY, LOC120772897|XP_039957707.1|BTRY
OG0009392	LOC115633873|XP_030387233.1|SLEB	LOC120772088|XP_039956421.1|BTRY
OG0009394	LOC115634034|XP_030387435.1|SLEB	LOC120771903|XP_039956117.1|BTRY
OG0009395	LOC115634775|XP_030388531.1|SLEB	LOC120773107|XP_039958016.1|BTRY
OG0009396	LOC115634153|XP_030387593.1|SLEB	LOC120773109|XP_039958023.1|BTRY
OG0009397	LOC115634319|XP_030387839.1|SLEB	LOC120771562|XP_039955559.1|BTRY
OG0009398	LOC115634235|XP_030387689.1|SLEB	LOC120772842|XP_039957588.1|BTRY
OG0009399	LOC115619975|XP_030368870.1|SLEB	LOC120773127|XP_039958057.1|BTRY
OG0009400	LOC115634205|XP_030387651.1|SLEB	LOC120770267|XP_039953515.1|BTRY
OG0009401	LOC115632092|XP_030384927.1|SLEB	LOC120771873|XP_039956061.1|BTRY
OG0009402	LOC115623998|XP_030374429.1|SLEB	LOC120770401|XP_039953769.1|BTRY
OG0009403	LOC115632468|XP_030385492.1|SLEB	LOC120772165|XP_039956539.1|BTRY, LOC120772214|XP_039956628.1|BTRY
OG0009404	LOC115625236|XP_030376085.1|SLEB	LOC120770349|XP_039953685.1|BTRY
OG0009405	LOC115634005|XP_030387391.1|SLEB	LOC120772512|XP_039957092.1|BTRY
OG0009406	LOC115634676|XP_030388394.1|SLEB	LOC120772649|XP_039957309.1|BTRY
OG0009407	LOC115629589|XP_030381943.1|SLEB	LOC120772698|XP_039957372.1|BTRY
OG0009408	LOC115634797|XP_030388565.1|SLEB	LOC120770362|XP_039953707.1|BTRY
OG0009409	LOC115634807|XP_030388579.1|SLEB	LOC120770048|XP_039953100.1|BTRY
OG0009410	LOC115633811|XP_030387159.1|SLEB	LOC120770157|XP_039953287.1|BTRY
OG0009411	LOC115628810|XP_030380896.1|SLEB	LOC120771889|XP_039956084.1|BTRY
OG0009412	LOC115627764|XP_030379418.1|SLEB	LOC120772675|XP_039957346.1|BTRY
OG0009413	LOC115634373|XP_030387911.1|SLEB	LOC120772747|XP_039957442.1|BTRY
OG0009414	LOC115634457|XP_030388041.1|SLEB, LOC115634200|XP_030387647.1|SLEB	LOC120771425|XP_039955347.1|BTRY
OG0009415	LOC115624191|XP_030374690.1|SLEB	LOC120769989|XP_039953005.1|BTRY
OG0009416	LOC115634003|XP_030387387.1|SLEB	LOC120771801|XP_039955937.1|BTRY
OG0009417	LOC115633914|XP_030387283.1|SLEB	LOC120771897|XP_039956103.1|BTRY
OG0009418	LOC115634821|XP_030388599.1|SLEB	LOC120772495|XP_039957076.1|BTRY
OG0009419	LOC115634291|XP_030387803.1|SLEB	LOC120771469|XP_039955420.1|BTRY
OG0009420	LOC115634345|XP_030387860.1|SLEB	LOC120771547|XP_039955536.1|BTRY
OG0009421	LOC115631244|XP_030383817.1|SLEB	LOC120772508|XP_039957086.1|BTRY
OG0009422	LOC115632864|XP_030385991.1|SLEB	LOC120772932|XP_039957765.1|BTRY
OG0009423	LOC115626954|XP_030378332.1|SLEB	LOC120770945|XP_039954590.1|BTRY
OG0009424	LOC115633776|XP_030387110.1|SLEB	LOC120772432|XP_039956977.1|BTRY
OG0009425	LOC115624791|XP_030375494.1|SLEB	LOC120771393|XP_039955293.1|BTRY
OG0009426	LOC115634569|XP_030388253.1|SLEB	LOC120772816|XP_039957541.1|BTRY
OG0009427	LOC115621337|XP_030370820.1|SLEB	LOC120771148|XP_039954948.1|BTRY
OG0009428	LOC115634320|XP_030387843.1|SLEB	LOC120770769|XP_039954285.1|BTRY
OG0009429	LOC115634524|XP_030388190.1|SLEB	LOC120771623|XP_039955648.1|BTRY
OG0009430	LOC115634090|XP_030387505.1|SLEB	LOC120771315|XP_039955188.1|BTRY
OG0009431	LOC115628957|XP_030381103.1|SLEB	LOC120770217|XP_039953431.1|BTRY
OG0009432	LOC115634160|XP_030387603.1|SLEB	LOC120771317|XP_039955191.1|BTRY
OG0009433	LOC115633584|XP_030386891.1|SLEB	LOC120772538|XP_039957153.1|BTRY
OG0009434	LOC115622672|XP_030372551.1|SLEB	LOC120771856|XP_039956039.1|BTRY
OG0009435	LOC115623725|XP_030374066.1|SLEB	LOC120772221|XP_039956635.1|BTRY
OG0009436	LOC115626855|XP_030378221.1|SLEB	LOC120771431|XP_039955361.1|BTRY
OG0009437	LOC115633713|XP_030387036.1|SLEB	LOC120771350|XP_039955231.1|BTRY
OG0009438	LOC115620685|XP_030369917.1|SLEB	LOC120772608|XP_039957257.1|BTRY
OG0009439	LOC115634521|XP_030388187.1|SLEB	LOC120772023|XP_039956324.1|BTRY
OG0009440	LOC115633726|XP_030387053.1|SLEB	LOC120770832|XP_039954357.1|BTRY
OG0009441	LOC115629965|XP_030382443.1|SLEB	LOC120774968|XP_039960792.1|BTRY
OG0009442	LOC115626733|XP_030378038.1|SLEB	LOC120774403|XP_039959958.1|BTRY
