Orthogroup	SLEB.longest_only	CQUI.longest_only
OG0008154	LOC115633124|XP_030386376.1|SLEB	LOC6046822|XP_001863961.2|CQUI
OG0008155	LOC115622331|XP_030372101.1|SLEB	LOC6040057|XP_001849528.1|CQUI
OG0008156	LOC115621201|XP_030370640.1|SLEB	LOC6042519|XP_038113927.1|CQUI
OG0008157	LOC115620821|XP_030370111.1|SLEB	LOC6054198|XP_038106277.1|CQUI
OG0008158	LOC115626871|XP_030378239.1|SLEB	LOC6043549|XP_001859687.1|CQUI
OG0008159	LOC115623280|XP_030373423.1|SLEB	LOC119767662|XP_038112656.1|CQUI
OG0008160	LOC115634266|XP_030387752.1|SLEB	LOC6052203|XP_038112566.1|CQUI
OG0008161	LOC115627838|XP_030379543.1|SLEB	LOC6043515|XP_001859475.2|CQUI
OG0008162	LOC115627145|XP_030378583.1|SLEB	LOC6043497|XP_038111385.1|CQUI
OG0008163	LOC115632105|XP_030384948.1|SLEB	LOC6049606|XP_038114084.1|CQUI
OG0008164	LOC115627563|XP_030379144.1|SLEB	LOC6035966|XP_038106058.1|CQUI
OG0008165	LOC115629941|XP_030382410.1|SLEB	LOC6035978|XP_038110312.1|CQUI
OG0008166	LOC115629940|XP_030382407.1|SLEB	LOC6035979|XP_038112126.1|CQUI
OG0008167	LOC115628010|XP_030379793.1|SLEB	LOC6040769|XP_038112127.1|CQUI
OG0008168	LOC115627893|XP_030379645.1|SLEB	LOC119767658|XP_038112625.1|CQUI
OG0008169	LOC115626774|XP_030378097.1|SLEB	LOC6051637|XP_001868047.1|CQUI
OG0008170	LOC115624541|XP_030375126.1|SLEB	LOC6051632|XP_038112878.1|CQUI
OG0008171	LOC115626722|XP_030378025.1|SLEB	LOC6045075|XP_038113552.1|CQUI
OG0008172	LOC115623861|XP_030374266.1|SLEB	LOC6035710|XP_001845841.2|CQUI
OG0008173	LOC115628549|XP_030380570.1|SLEB	LOC6042635|XP_001870697.2|CQUI
OG0008174	LOC115633678|XP_030386992.1|SLEB	LOC6037696|XP_001847583.2|CQUI
OG0008175	LOC115627256|XP_030378743.1|SLEB	LOC6037734|XP_038111157.1|CQUI
OG0008176	LOC115627154|XP_030378593.1|SLEB	LOC6048244|XP_038110660.1|CQUI
OG0008177	LOC115627575|XP_030379157.1|SLEB	LOC6035926|XP_001846036.2|CQUI
OG0008178	LOC115626667|XP_030377949.1|SLEB	LOC6035924|XP_038109286.1|CQUI
OG0008179	LOC115627195|XP_030378669.1|SLEB	LOC119767663|XP_038112657.1|CQUI
OG0008180	LOC115628709|XP_030380764.1|SLEB	LOC6041404|XP_038109221.1|CQUI
OG0008181	LOC115628726|XP_030380786.1|SLEB	LOC6035913|XP_038109520.1|CQUI
OG0008182	LOC115634402|XP_030387955.1|SLEB	LOC6052173|XP_038110886.1|CQUI
OG0008183	LOC115624507|XP_030375080.1|SLEB	LOC6051249|XP_038109303.1|CQUI
OG0008184	LOC115631528|XP_030384158.1|SLEB	LOC6051852|XP_038112518.1|CQUI
OG0008185	LOC115621282|XP_030370745.1|SLEB	LOC6050741|XP_038106074.1|CQUI
OG0008186	LOC115626929|XP_030378297.1|SLEB	LOC6042907|XP_001853971.1|CQUI
OG0008187	LOC115626935|XP_030378311.1|SLEB	LOC6042908|XP_001853980.1|CQUI
OG0008188	LOC115630411|XP_030382807.1|SLEB	LOC6048573|XP_001865476.1|CQUI
OG0008189	LOC115626166|XP_030377300.1|SLEB	LOC6053364|XP_001869459.2|CQUI
OG0008190	LOC115624681|XP_030375344.1|SLEB	LOC6040363|XP_001849763.2|CQUI
OG0008191	LOC115627800|XP_030379489.1|SLEB	LOC6053985|XP_038110497.1|CQUI
OG0008192	LOC115627094|XP_030378507.1|SLEB	LOC6040373|XP_001849773.2|CQUI
OG0008193	LOC115627852|XP_030379573.1|SLEB	LOC6042949|XP_001870887.2|CQUI
OG0008194	LOC115626436|XP_030377671.1|SLEB	LOC6041666|XP_001850893.1|CQUI
OG0008195	LOC115634577|XP_030388268.1|SLEB	LOC6049362|XP_038112668.1|CQUI
OG0008196	LOC115634042|XP_030387446.1|SLEB	LOC6042923|XP_038107966.1|CQUI
OG0008197	LOC115623285|XP_030373428.1|SLEB	LOC6051714|XP_038109679.1|CQUI
OG0008198	LOC115627022|XP_030378407.1|SLEB	LOC6051718|XP_038112515.1|CQUI
OG0008199	LOC115627189|XP_030378652.1|SLEB	LOC6048569|XP_038109628.1|CQUI
OG0008200	LOC115629166|XP_030381403.1|SLEB	LOC6051842|XP_038112996.1|CQUI
OG0008201	LOC115622330|XP_030372099.1|SLEB	LOC6032304|XP_001842936.2|CQUI
OG0008202	LOC115632109|XP_030384960.1|SLEB	LOC6032305|XP_038110842.1|CQUI
OG0008203	LOC115628290|XP_030380197.1|SLEB	LOC6032342|XP_038108338.1|CQUI
OG0008204	LOC115629597|XP_030381948.1|SLEB	LOC6038332|XP_001848153.2|CQUI
OG0008205	LOC115629120|XP_030381317.1|SLEB	LOC6042380|XP_001851505.1|CQUI
OG0008206	LOC115632244|XP_030385169.1|SLEB	LOC6040189|XP_038108466.1|CQUI
OG0008207	LOC115633721|XP_030387046.1|SLEB	LOC6053105|XP_001869254.2|CQUI
OG0008208	LOC115624383|XP_030374954.1|SLEB	LOC119766934|XP_038109410.1|CQUI
OG0008209	LOC115632916|XP_030386067.1|SLEB	LOC119767727|XP_038112995.1|CQUI
OG0008210	LOC115630677|XP_030383185.1|SLEB	LOC6043823|XP_038114298.1|CQUI
OG0008211	LOC115625988|XP_030377094.1|SLEB	LOC6036086|XP_038110799.1|CQUI
OG0008212	LOC115633738|XP_030387071.1|SLEB	LOC6047576|XP_001864618.2|CQUI
OG0008213	LOC115629742|XP_030382136.1|SLEB	LOC6047567|XP_038111659.1|CQUI
OG0008214	LOC115624855|XP_030375560.1|SLEB	LOC6052256|XP_001868547.1|CQUI
OG0008215	LOC115627281|XP_030378772.1|SLEB	LOC6037437|XP_038113579.1|CQUI
OG0008216	LOC115623249|XP_030373376.1|SLEB	LOC6051907|XP_038107396.1|CQUI
OG0008217	LOC115627187|XP_030378650.1|SLEB	LOC6043105|XP_038109643.1|CQUI
OG0008219	LOC115627174|XP_030378630.1|SLEB	LOC6036718|XP_038107797.1|CQUI
OG0008220	LOC115627408|XP_030378923.1|SLEB	LOC119767055|XP_038110355.1|CQUI
OG0008221	LOC115631513|XP_030384140.1|SLEB	LOC6036699|XP_038107195.1|CQUI
OG0008222	LOC115632225|XP_030385143.1|SLEB	LOC6037653|XP_038110606.1|CQUI
OG0008223	LOC115632544|XP_030385619.1|SLEB	LOC6043283|XP_038107834.1|CQUI
OG0008224	LOC115634375|XP_030387913.1|SLEB	LOC6034548|XP_001844848.2|CQUI
OG0008225	LOC115626866|XP_030378232.1|SLEB	LOC6037198|XP_001847128.2|CQUI
OG0008226	LOC115629823|XP_030382254.1|SLEB	LOC6040543|XP_038109157.1|CQUI
OG0008227	LOC115622051|XP_030371786.1|SLEB	LOC6048864|XP_001865706.2|CQUI
OG0008228	LOC115620206|XP_030369201.1|SLEB	LOC6051155|XP_038104552.1|CQUI
OG0008229	LOC115621542|XP_030371067.1|SLEB	LOC6034731|XP_001845011.2|CQUI
OG0008230	LOC115623435|XP_030373641.1|SLEB	LOC6049544|XP_001866279.2|CQUI
OG0008232	LOC115632583|XP_030385663.1|SLEB	LOC6032466|XP_001843059.1|CQUI
OG0008235	LOC115629505|XP_030381846.1|SLEB	LOC6035866|XP_001845980.1|CQUI
OG0008236	LOC115621144|XP_030370564.1|SLEB	LOC6031521|XP_001842311.1|CQUI
OG0008237	LOC115632884|XP_030386026.1|SLEB	LOC6045923|XP_038117975.1|CQUI
OG0008238	LOC115628311|XP_030380225.1|SLEB	LOC6038248|XP_038118215.1|CQUI
OG0008239	LOC115622678|XP_030372555.1|SLEB	LOC6039427|XP_038119746.1|CQUI
OG0008240	LOC115629980|XP_030382465.1|SLEB	LOC6036408|XP_001846461.2|CQUI
OG0008242	LOC115629140|XP_030381348.1|SLEB	LOC119768892|XP_038116589.1|CQUI, LOC119769563|XP_038118407.1|CQUI, LOC119770486|XP_038121404.1|CQUI, LOC119767755|XP_038113106.1|CQUI, LOC119765051|XP_038104062.1|CQUI
OG0008243	LOC115620831|XP_030370123.1|SLEB	LOC6045556|XP_038119016.1|CQUI
OG0008246	LOC115634611|XP_030388321.1|SLEB	LOC6038872|XP_001848571.2|CQUI
OG0008266	LOC115621809|XP_030371454.1|SLEB	LOC6044327|XP_001861857.2|CQUI
OG0008267	LOC115625081|XP_030375832.1|SLEB	LOC6038206|XP_038112962.1|CQUI
OG0008268	LOC115630426|XP_030382838.1|SLEB	LOC6044316|XP_001861848.2|CQUI
OG0008269	LOC115630478|XP_030382918.1|SLEB	LOC6046422|XP_038104270.1|CQUI
OG0008270	LOC115627077|XP_030378484.1|SLEB	LOC6049035|XP_001865860.2|CQUI
OG0008271	LOC115632407|XP_030385402.1|SLEB	LOC6040427|XP_001849820.2|CQUI
OG0008273	LOC115624265|XP_030374749.1|SLEB	LOC6043382|XP_001870960.2|CQUI
OG0008274	LOC115628769|XP_030380844.1|SLEB	LOC119769255|XP_038117122.1|CQUI
OG0008275	LOC115626797|XP_030378124.1|SLEB	LOC6034310|XP_001844644.1|CQUI
OG0008276	LOC115626659|XP_030377931.1|SLEB	LOC6038193|XP_038110757.1|CQUI
OG0008277	LOC115629598|XP_030381949.1|SLEB	LOC6045723|XP_038115643.1|CQUI
OG0008278	LOC115631723|XP_030384418.1|SLEB	LOC119765336|XP_038104925.1|CQUI
OG0008279	LOC115633309|XP_030386597.1|SLEB	LOC6053144|XP_038122823.1|CQUI
OG0008280	LOC115633312|XP_030386601.1|SLEB	LOC6053143|XP_001869285.2|CQUI
OG0008281	LOC115627483|XP_030379022.1|SLEB	LOC6051384|XP_038104826.1|CQUI
OG0008283	LOC115629210|XP_030381470.1|SLEB	LOC6051733|XP_038121434.1|CQUI
OG0008284	LOC115628014|XP_030379803.1|SLEB	LOC6040454|XP_038110956.1|CQUI
OG0008285	LOC115627833|XP_030379536.1|SLEB	LOC6044205|XP_038121845.1|CQUI
OG0008288	LOC115621315|XP_030370792.1|SLEB	LOC6044373|XP_001861893.2|CQUI
OG0008289	LOC115621008|XP_030370387.1|SLEB	LOC6036968|XP_001846937.1|CQUI
OG0008290	LOC115628713|XP_030380766.1|SLEB	LOC6037943|XP_038122892.1|CQUI
OG0008291	LOC115626656|XP_030377925.1|SLEB	LOC6037940|XP_001847792.2|CQUI
OG0008292	LOC115628736|XP_030380800.1|SLEB	LOC6038464|XP_001848261.2|CQUI
OG0008297	LOC115627213|XP_030378693.1|SLEB	LOC6031435|XP_001842240.1|CQUI
OG0008298	LOC115627086|XP_030378496.1|SLEB	LOC6031446|XP_001842250.2|CQUI
OG0008299	LOC115621058|XP_030370440.1|SLEB	LOC119765233|XP_038104632.1|CQUI
OG0008300	LOC115627089|XP_030378499.1|SLEB	LOC6031436|XP_038112814.1|CQUI
OG0008301	LOC115620693|XP_030369923.1|SLEB	LOC6044476|XP_038104223.1|CQUI
OG0008302	LOC115627191|XP_030378653.1|SLEB	LOC6043997|XP_001861576.2|CQUI
OG0008305	LOC115629231|XP_030381501.1|SLEB	LOC6034806|XP_001845078.2|CQUI
OG0008306	LOC115630086|XP_030382573.1|SLEB	LOC6049177|XP_038105606.1|CQUI
OG0008307	LOC115620711|XP_030369946.1|SLEB	LOC119765357|XP_038105003.1|CQUI
OG0008308	LOC115628197|XP_030380051.1|SLEB	LOC6046417|XP_038105419.1|CQUI
OG0008309	LOC115625749|XP_030376765.1|SLEB	LOC119765531|XP_038105499.1|CQUI
OG0008310	LOC115626450|XP_030377689.1|SLEB	LOC6035545|XP_001845703.1|CQUI
OG0008311	LOC115629779|XP_030382194.1|SLEB	LOC119765183|XP_038104472.1|CQUI
OG0008312	LOC115621209|XP_030370651.1|SLEB	LOC6032572|XP_038122986.1|CQUI
OG0008313	LOC115627695|XP_030379297.1|SLEB	LOC6032684|XP_038111162.1|CQUI
OG0008317	LOC115621354|XP_030370837.1|SLEB	LOC6046157|XP_001863396.1|CQUI
OG0008319	LOC115633888|XP_030387252.1|SLEB	LOC6040706|XP_001850060.2|CQUI
OG0008320	LOC115627178|XP_030378638.1|SLEB	LOC6040939|XP_001850267.2|CQUI
OG0008322	LOC115631420|XP_030384005.1|SLEB	LOC6033942|XP_038104002.1|CQUI
OG0008324	LOC115627075|XP_030378482.1|SLEB	LOC6040934|XP_001850262.2|CQUI
OG0008325	LOC115627471|XP_030379003.1|SLEB	LOC6035406|XP_038105843.1|CQUI
OG0008327	LOC115632972|XP_030386143.1|SLEB	LOC6048041|XP_038116359.1|CQUI
OG0008328	LOC115628952|XP_030381088.1|SLEB	LOC6043340|XP_001870939.1|CQUI
OG0008329	LOC115627033|XP_030378424.1|SLEB	LOC6047857|XP_038120997.1|CQUI
OG0008330	LOC115633681|XP_030386999.1|SLEB	LOC6030995|XP_001841848.2|CQUI
OG0008331	LOC115632352|XP_030385322.1|SLEB	LOC119770302|XP_038120853.1|CQUI
OG0008332	LOC115632450|XP_030385461.1|SLEB	LOC6037612|XP_038120445.1|CQUI
OG0008333	LOC115632498|XP_030385535.1|SLEB	LOC6037618|XP_001847508.2|CQUI
OG0008334	LOC115632416|XP_030385413.1|SLEB	LOC6037616|XP_038119071.1|CQUI
OG0008335	LOC115632383|XP_030385372.1|SLEB	LOC6042314|XP_038118988.1|CQUI
OG0008336	LOC115634343|XP_030387859.1|SLEB	LOC6051594|XP_038120689.1|CQUI
OG0008337	LOC115629962|XP_030382439.1|SLEB	LOC6041334|XP_038118641.1|CQUI
OG0008338	LOC115622695|XP_030372583.1|SLEB	LOC119770658|XP_038121885.1|CQUI
OG0008340	LOC115634832|XP_030388614.1|SLEB	LOC6036266|XP_038115840.1|CQUI
OG0008341	LOC115632237|XP_030385158.1|SLEB	LOC6040212|XP_001849658.1|CQUI
OG0008342	LOC115622358|XP_030372132.1|SLEB	LOC119769734|XP_038119149.1|CQUI
OG0008344	LOC115632255|XP_030385188.1|SLEB	LOC6050301|XP_001866933.2|CQUI
OG0008346	LOC115627148|XP_030378586.1|SLEB	LOC6051393|XP_038120652.1|CQUI
OG0008347	LOC115631926|XP_030384636.1|SLEB	LOC6051394|XP_001867840.1|CQUI
OG0008350	LOC115629248|XP_030381525.1|SLEB	LOC6034574|XP_001844871.2|CQUI
OG0008351	LOC115622785|XP_030372705.1|SLEB	LOC6040245|XP_038115934.1|CQUI
OG0008352	LOC115632222|XP_030385140.1|SLEB	LOC6042338|XP_001851466.2|CQUI
OG0008353	LOC115632584|XP_030385664.1|SLEB	LOC6043788|XP_001861385.1|CQUI
OG0008354	LOC115627466|XP_030378998.1|SLEB	LOC6054811|XP_001870994.1|CQUI
OG0008355	LOC115621949|XP_030371659.1|SLEB	LOC6030959|XP_038118958.1|CQUI
OG0008357	LOC115625131|XP_030375905.1|SLEB	LOC6051788|XP_038110713.1|CQUI
OG0008361	LOC115628536|XP_030380558.1|SLEB	LOC119766649|XP_038107696.1|CQUI
OG0008362	LOC115627123|XP_030378552.1|SLEB	LOC6052358|XP_001868647.2|CQUI
OG0008364	LOC115622671|XP_030372546.1|SLEB	LOC119767100|XP_038110666.1|CQUI
OG0008365	LOC115624530|XP_030375112.1|SLEB	LOC6041413|XP_038108206.1|CQUI
OG0008366	LOC115623881|XP_030374291.1|SLEB	LOC6046460|XP_001863653.2|CQUI
OG0008367	LOC115626830|XP_030378171.1|SLEB	LOC6051478|XP_038113152.1|CQUI
OG0008368	LOC115631690|XP_030384372.1|SLEB	LOC6043202|XP_038113208.1|CQUI
OG0008369	LOC115629787|XP_030382202.1|SLEB	LOC6031370|XP_001842181.2|CQUI
OG0008370	LOC115621742|XP_030371334.1|SLEB	LOC6037375|XP_001847296.2|CQUI
OG0008372	LOC115629842|XP_030382283.1|SLEB	LOC6044594|XP_001862085.1|CQUI
OG0008373	LOC115631032|XP_030383513.1|SLEB	LOC6031957|XP_038107885.1|CQUI
OG0008374	LOC115625936|XP_030377033.1|SLEB	LOC6043304|XP_038108453.1|CQUI
OG0008375	LOC115628589|XP_030380632.1|SLEB	LOC6050864|XP_001867389.2|CQUI
OG0008376	LOC115631376|XP_030383957.1|SLEB	LOC6036652|XP_038109154.1|CQUI
OG0008377	LOC115631101|XP_030383615.1|SLEB	LOC6033186|XP_038107653.1|CQUI
OG0008378	LOC115631100|XP_030383614.1|SLEB	LOC6054720|XP_038112420.1|CQUI
OG0008380	LOC115626200|XP_030377343.1|SLEB	LOC6052823|XP_038109155.1|CQUI
OG0008383	LOC115631911|XP_030384622.1|SLEB	LOC6044235|XP_001861773.1|CQUI
OG0008385	LOC115630675|XP_030383179.1|SLEB	LOC6031883|XP_038111812.1|CQUI
OG0008386	LOC115627230|XP_030378713.1|SLEB	LOC6039096|XP_038110571.1|CQUI
OG0008388	LOC115625938|XP_030377035.1|SLEB	LOC6034884|XP_001845152.1|CQUI
OG0008389	LOC115631268|XP_030383840.1|SLEB	LOC6033320|XP_038112407.1|CQUI
OG0008390	LOC115630653|XP_030383155.1|SLEB	LOC6049409|XP_001866178.1|CQUI
OG0008391	LOC115631803|XP_030384502.1|SLEB	LOC6047486|XP_001864536.1|CQUI
OG0008394	LOC115632356|XP_030385336.1|SLEB	LOC6045979|XP_001863254.2|CQUI
OG0008395	LOC115627060|XP_030378467.1|SLEB	LOC6044750|XP_001862213.2|CQUI
OG0008396	LOC115629764|XP_030382175.1|SLEB	LOC6044749|XP_038118758.1|CQUI
OG0008397	LOC115629347|XP_030381655.1|SLEB	LOC6044720|XP_038119576.1|CQUI
OG0008398	LOC115629331|XP_030381639.1|SLEB	LOC6046253|XP_038121261.1|CQUI
OG0008400	LOC115622983|XP_030372996.1|SLEB	LOC6048714|XP_001865590.1|CQUI
OG0008401	LOC115631319|XP_030383894.1|SLEB	LOC6040343|XP_001849747.1|CQUI
OG0008402	LOC115620615|XP_030369794.1|SLEB	LOC6039376|XP_001848991.1|CQUI
OG0008403	LOC115628744|XP_030380809.1|SLEB	LOC6041796|XP_001851013.2|CQUI
OG0008404	LOC115625101|XP_030375864.1|SLEB	LOC6051114|XP_038119961.1|CQUI
OG0008406	LOC115628906|XP_030381024.1|SLEB	LOC6038160|XP_038115492.1|CQUI
OG0008407	LOC115623526|XP_030373768.1|SLEB	LOC6049542|XP_001866274.2|CQUI
OG0008408	LOC115633363|XP_030386666.1|SLEB	LOC6049068|XP_038115931.1|CQUI
OG0008409	LOC115632780|XP_030385890.1|SLEB	LOC6050002|XP_038116173.1|CQUI
OG0008411	LOC115623503|XP_030373741.1|SLEB	LOC6050129|XP_038116713.1|CQUI
OG0008412	LOC115629287|XP_030381588.1|SLEB	LOC6046215|XP_038122246.1|CQUI
OG0008413	LOC115622579|XP_030372423.1|SLEB	LOC6043452|XP_038114906.1|CQUI
OG0008414	LOC115629224|XP_030381495.1|SLEB	LOC6051288|XP_038121224.1|CQUI
OG0008415	LOC115627595|XP_030379178.1|SLEB	LOC6032743|XP_038118368.1|CQUI
OG0008416	LOC115627132|XP_030378565.1|SLEB	LOC119769623|XP_038118715.1|CQUI
OG0008417	LOC115627901|XP_030379655.1|SLEB	LOC6034051|XP_038116322.1|CQUI
OG0008418	LOC115627916|XP_030379670.1|SLEB	LOC6049669|XP_038115213.1|CQUI
OG0008419	LOC115627175|XP_030378634.1|SLEB	LOC6049666|XP_038117386.1|CQUI
OG0008420	LOC115627269|XP_030378758.1|SLEB	LOC119770455|XP_038121330.1|CQUI
OG0008421	LOC115627796|XP_030379483.1|SLEB	LOC6047281|XP_038121339.1|CQUI
OG0008422	LOC115627032|XP_030378422.1|SLEB	LOC119769430|XP_038117757.1|CQUI
OG0008426	LOC115634545|XP_030388215.1|SLEB	LOC6046181|XP_038110055.1|CQUI
OG0008427	LOC115629382|XP_030381696.1|SLEB	LOC6031526|XP_038110019.1|CQUI
OG0008428	LOC115627899|XP_030379653.1|SLEB	LOC6031512|XP_001842302.2|CQUI
OG0008429	LOC115623600|XP_030373873.1|SLEB	LOC6031508|XP_001842298.1|CQUI
OG0008430	LOC115629358|XP_030381670.1|SLEB	LOC6031506|XP_001842296.1|CQUI
OG0008431	LOC115631027|XP_030383547.1|SLEB	LOC6051429|XP_038110751.1|CQUI
OG0008432	LOC115621402|XP_030370906.1|SLEB	LOC6034258|XP_038108460.1|CQUI
OG0008433	LOC115623184|XP_030373265.1|SLEB	LOC6043551|XP_038111566.1|CQUI
OG0008434	LOC115621521|XP_030371046.1|SLEB	LOC6040766|XP_038112128.1|CQUI
OG0008435	LOC115631685|XP_030384362.1|SLEB	LOC6042631|XP_001870693.2|CQUI
OG0008436	LOC115626943|XP_030378322.1|SLEB	LOC119766587|XP_038107330.1|CQUI
OG0008439	LOC115633692|XP_030387008.1|SLEB	LOC119765115|XP_038104213.1|CQUI
OG0008440	LOC115623447|XP_030373657.1|SLEB	LOC6051909|XP_001868266.2|CQUI
OG0008441	LOC115632285|XP_030385233.1|SLEB	LOC119767009|XP_038110102.1|CQUI
OG0008442	LOC115626964|XP_030378342.1|SLEB	LOC6037460|XP_038109145.1|CQUI
OG0008443	LOC115624575|XP_030375166.1|SLEB	LOC6034509|XP_038109763.1|CQUI
OG0008444	LOC115623279|XP_030373422.1|SLEB	LOC6040575|XP_038110676.1|CQUI
OG0008445	LOC115627035|XP_030378426.1|SLEB	LOC119767414|XP_038111889.1|CQUI
OG0008446	LOC115627323|XP_030378826.1|SLEB	LOC6049163|XP_038122964.1|CQUI
OG0008447	LOC115628836|XP_030380935.1|SLEB	LOC6047054|XP_001864162.1|CQUI
OG0008448	LOC115629343|XP_030381652.1|SLEB	LOC6044003|XP_038105728.1|CQUI
OG0008449	LOC115627631|XP_030379227.1|SLEB	LOC6047413|XP_001864474.2|CQUI
OG0008450	LOC115629625|XP_030381986.1|SLEB	LOC6045352|XP_038105929.1|CQUI
OG0008451	LOC115624155|XP_030374612.1|SLEB	LOC6050704|XP_038105386.1|CQUI
OG0008452	LOC115631572|XP_030384224.1|SLEB	LOC6034475|XP_038121004.1|CQUI
OG0008453	LOC115629687|XP_030382071.1|SLEB	LOC6038020|XP_001847866.2|CQUI
OG0008456	LOC115623318|XP_030373439.1|SLEB	LOC6039382|XP_038117968.1|CQUI
OG0008457	LOC115623640|XP_030373944.1|SLEB	LOC6045169|XP_001862568.2|CQUI
OG0008458	LOC115624860|XP_030375566.1|SLEB	LOC6050641|XP_001867204.2|CQUI
OG0008460	LOC115626344|XP_030377553.1|SLEB	LOC6041563|XP_001850808.2|CQUI
OG0008461	LOC115631987|XP_030384766.1|SLEB	LOC6031734|XP_038108925.1|CQUI
OG0008462	LOC115631737|XP_030384435.1|SLEB	LOC6033615|XP_038110294.1|CQUI
OG0008465	LOC115623043|XP_030373083.1|SLEB	LOC6043524|XP_038113799.1|CQUI
OG0008466	LOC115634103|XP_030387519.1|SLEB	LOC6035476|XP_038120208.1|CQUI
OG0008467	LOC115628930|XP_030381056.1|SLEB	LOC6030872|XP_001841751.2|CQUI
OG0008469	LOC115626097|XP_030377243.1|SLEB	LOC6040024|XP_001849499.2|CQUI
OG0008470	LOC115626501|XP_030377750.1|SLEB	LOC6031156|XP_001841999.1|CQUI
OG0008473	LOC115628045|XP_030379849.1|SLEB	LOC6037483|XP_038122186.1|CQUI
OG0008474	LOC115625214|XP_030376044.1|SLEB	LOC6037558|XP_038117510.1|CQUI
OG0008480	LOC115622419|XP_030372214.1|SLEB	LOC6049831|XP_038113227.1|CQUI
OG0008496	LOC115623032|XP_030373072.1|SLEB	LOC6043525|XP_038113801.1|CQUI
OG0008527	LOC115627578|XP_030379161.1|SLEB	LOC6052104|XP_038122555.1|CQUI
OG0008528	LOC115632230|XP_030385150.1|SLEB	LOC6054813|XP_001870995.1|CQUI
OG0008529	LOC115626930|XP_030378296.1|SLEB	LOC6054175|XP_038104745.1|CQUI
OG0008530	LOC115633341|XP_030386633.1|SLEB	LOC6052655|XP_038108115.1|CQUI
OG0008531	LOC115629855|XP_030382297.1|SLEB	LOC6041278|XP_038104550.1|CQUI
OG0008532	LOC115629122|XP_030381319.1|SLEB	LOC119771108|XP_038122430.1|CQUI
OG0008534	LOC115629633|XP_030381994.1|SLEB	LOC6053847|XP_038122438.1|CQUI
OG0008535	LOC115626875|XP_030378246.1|SLEB	LOC6034439|XP_038104626.1|CQUI
OG0008539	LOC115627169|XP_030378619.1|SLEB	LOC6039612|XP_001849186.2|CQUI
OG0008545	LOC115633691|XP_030387007.1|SLEB	LOC6051672|XP_038115051.1|CQUI
OG0008547	LOC115628920|XP_030381041.1|SLEB	LOC6048619|XP_001865518.1|CQUI
OG0008548	LOC115626271|XP_030377449.1|SLEB	LOC6044641|XP_001862122.2|CQUI
OG0008549	LOC115620555|XP_030369702.1|SLEB	LOC119769402|XP_038117522.1|CQUI
OG0008551	LOC115622353|XP_030372128.1|SLEB	LOC6034632|XP_038120126.1|CQUI
OG0008552	LOC115622617|XP_030372478.1|SLEB	LOC6048153|XP_038121469.1|CQUI
OG0008553	LOC115634310|XP_030387828.1|SLEB	LOC6053982|XP_038120622.1|CQUI
OG0008556	LOC115620561|XP_030369712.1|SLEB	LOC119767099|XP_038110663.1|CQUI
OG0008557	LOC115620714|XP_030369951.1|SLEB	LOC6031371|XP_001842182.2|CQUI
OG0008560	LOC115626634|XP_030377902.1|SLEB	LOC6031232|XP_038107830.1|CQUI
OG0008562	LOC115626203|XP_030377346.1|SLEB	LOC6043014|XP_038108763.1|CQUI
OG0008563	LOC115620890|XP_030370233.1|SLEB	LOC119767737|XP_038113025.1|CQUI
OG0008564	LOC115631403|XP_030383986.1|SLEB	LOC6045771|XP_038113608.1|CQUI
OG0008566	LOC115625675|XP_030376672.1|SLEB	LOC6042071|XP_001851225.2|CQUI
OG0008567	LOC115631621|XP_030384287.1|SLEB	LOC6036318|XP_001846382.2|CQUI
OG0008569	LOC115629144|XP_030381358.1|SLEB	LOC6053058|XP_001869214.2|CQUI
OG0008571	LOC115622616|XP_030372476.1|SLEB	LOC6040344|XP_001849748.2|CQUI
OG0008573	LOC115633255|XP_030386516.1|SLEB	LOC6039779|XP_038118057.1|CQUI
OG0008574	LOC115622828|XP_030372766.1|SLEB	LOC6038146|XP_001847980.2|CQUI
OG0008575	LOC115620500|XP_030369612.1|SLEB	LOC6040300|XP_038117846.1|CQUI
OG0008576	LOC115627569|XP_030379153.1|SLEB	LOC6046875|XP_001863999.2|CQUI
OG0008577	LOC115622213|XP_030371968.1|SLEB	LOC6032568|XP_038115652.1|CQUI
OG0008578	LOC115624065|XP_030374510.1|SLEB	LOC6039509|XP_038114740.1|CQUI
OG0008579	LOC115623271|XP_030373410.1|SLEB	LOC119770741|XP_038122088.1|CQUI
OG0008581	LOC115633739|XP_030387072.1|SLEB	LOC6041862|XP_001851065.1|CQUI
OG0008582	LOC115629349|XP_030381658.1|SLEB	LOC119770747|XP_038122125.1|CQUI
OG0008585	LOC115627031|XP_030378421.1|SLEB	LOC6047913|XP_038119430.1|CQUI
OG0008586	LOC115627029|XP_030378418.1|SLEB	LOC6045586|XP_038113480.1|CQUI
OG0008588	LOC115624380|XP_030374947.1|SLEB	LOC6039157|XP_001848813.2|CQUI
OG0008589	LOC115629958|XP_030382432.1|SLEB	LOC6033764|XP_001844175.2|CQUI
OG0008590	LOC115625512|XP_030376436.1|SLEB	LOC6032288|XP_038113368.1|CQUI
OG0008592	LOC115631908|XP_030384618.1|SLEB, LOC115624767|XP_030375460.1|SLEB	LOC6054437|XP_038113360.1|CQUI
OG0008593	LOC115623140|XP_030373210.1|SLEB	LOC6049229|XP_038113544.1|CQUI
