Orthogroup	SLEB.longest_only	CPIP.longest_only
OG0006221	LOC115625252|XP_030376105.1|SLEB	LOC120432330|XP_039453452.1|CPIP
OG0006222	LOC115625271|XP_030376133.1|SLEB	LOC120432332|XP_039453456.1|CPIP
OG0006223	LOC115629317|XP_030381627.1|SLEB	LOC120432298|XP_039453418.1|CPIP
OG0006224	LOC115628754|XP_030380824.1|SLEB	LOC120432227|XP_039453335.1|CPIP
OG0006225	LOC115628879|XP_030380995.1|SLEB	LOC120432241|XP_039453349.1|CPIP
OG0006226	LOC115629182|XP_030381426.1|SLEB	LOC120424295|XP_039444312.1|CPIP
OG0006227	LOC115627465|XP_030378997.1|SLEB	LOC120419274|XP_039437873.1|CPIP
OG0006228	LOC115622481|XP_030372289.1|SLEB	LOC120416301|XP_039433990.1|CPIP
OG0006229	LOC115627998|XP_030379755.1|SLEB	LOC120413704|XP_039430557.1|CPIP
OG0006230	LOC115629836|XP_030382272.1|SLEB	LOC120424021|XP_039443970.1|CPIP
OG0006231	LOC115633339|XP_030386631.1|SLEB	LOC120424025|XP_039443975.1|CPIP
OG0006232	LOC115627091|XP_030378503.1|SLEB	LOC120421071|XP_039440150.1|CPIP
OG0006233	LOC115627211|XP_030378691.1|SLEB	LOC120421066|XP_039440145.1|CPIP
OG0006234	LOC115629799|XP_030382221.1|SLEB	LOC120432472|XP_039453633.1|CPIP
OG0006235	LOC115627818|XP_030379508.1|SLEB	LOC120432321|XP_039453443.1|CPIP
OG0006236	LOC115621679|XP_030371248.1|SLEB, LOC115629885|XP_030382344.1|SLEB	LOC120432248|XP_039453357.1|CPIP
OG0006237	LOC115627710|XP_030379318.1|SLEB	LOC120432257|XP_039453372.1|CPIP
OG0006238	LOC115627720|XP_030379329.1|SLEB	LOC120430647|XP_039451690.1|CPIP
OG0006239	LOC115627562|XP_030379143.1|SLEB	LOC120431218|XP_039452299.1|CPIP
OG0006240	LOC115621575|XP_030371125.1|SLEB	LOC120424110|XP_039444070.1|CPIP
OG0006241	LOC115629798|XP_030382220.1|SLEB	LOC120432260|XP_039453375.1|CPIP
OG0006242	LOC115627197|XP_030378671.1|SLEB	LOC120432220|XP_039453323.1|CPIP
OG0006243	LOC115620400|XP_030369475.1|SLEB	LOC120432219|XP_039453320.1|CPIP
OG0006244	LOC115625157|XP_030375945.1|SLEB	LOC120432294|XP_039453414.1|CPIP
OG0006245	LOC115621664|XP_030371232.1|SLEB	LOC120424014|XP_039443962.1|CPIP
OG0006246	LOC115629152|XP_030381376.1|SLEB	LOC120413336|XP_039430046.1|CPIP
OG0006247	LOC115627558|XP_030379140.1|SLEB	LOC120413345|XP_039430057.1|CPIP
OG0006248	LOC115628685|XP_030380719.1|SLEB	LOC120422085|XP_039441364.1|CPIP
OG0006249	LOC115630564|XP_030383038.1|SLEB	LOC120416394|XP_039434064.1|CPIP
OG0006250	LOC115626776|XP_030378100.1|SLEB	LOC120419690|XP_039438411.1|CPIP
OG0006251	LOC115621152|XP_030370570.1|SLEB	LOC120432362|XP_039453492.1|CPIP
OG0006252	LOC115621151|XP_030370569.1|SLEB	LOC120414180|XP_039431190.1|CPIP
OG0006253	LOC115633360|XP_030386660.1|SLEB	LOC120414193|XP_039431207.1|CPIP
OG0006254	LOC115632198|XP_030385104.1|SLEB	LOC120417691|XP_039435761.1|CPIP
OG0006255	LOC115621270|XP_030370730.1|SLEB	LOC120431152|XP_039452226.1|CPIP
OG0006256	LOC115629794|XP_030382213.1|SLEB	LOC120422446|XP_039441824.1|CPIP
OG0006257	LOC115633353|XP_030386649.1|SLEB	LOC120422466|XP_039441853.1|CPIP
OG0006258	LOC115633379|XP_030386682.1|SLEB	LOC120422465|XP_039441852.1|CPIP
OG0006260	LOC115627146|XP_030378584.1|SLEB	LOC120424286|XP_039444291.1|CPIP
OG0006261	LOC115631114|XP_030383634.1|SLEB	LOC120424296|XP_039444313.1|CPIP
OG0006262	LOC115629579|XP_030381931.1|SLEB	LOC120424299|XP_039444318.1|CPIP
OG0006263	LOC115627449|XP_030378974.1|SLEB	LOC120424308|XP_039444327.1|CPIP
OG0006264	LOC115628747|XP_030380813.1|SLEB	LOC120424306|XP_039444325.1|CPIP
OG0006265	LOC115622455|XP_030372262.1|SLEB	LOC120424304|XP_039444323.1|CPIP
OG0006266	LOC115628669|XP_030380698.1|SLEB	LOC120424294|XP_039444310.1|CPIP
OG0006267	LOC115627404|XP_030378918.1|SLEB	LOC120424289|XP_039444296.1|CPIP
OG0006268	LOC115633837|XP_030387188.1|SLEB	LOC120415078|XP_039432415.1|CPIP
OG0006269	LOC115620721|XP_030369960.1|SLEB	LOC120425045|XP_039445349.1|CPIP
OG0006271	LOC115620822|XP_030370112.1|SLEB	LOC120422533|XP_039441929.1|CPIP
OG0006272	LOC115633347|XP_030386640.1|SLEB	LOC120424287|XP_039444294.1|CPIP
OG0006273	LOC115634300|XP_030387813.1|SLEB	LOC120420180|XP_039439089.1|CPIP
OG0006274	LOC115633335|XP_030386628.1|SLEB	LOC120420184|XP_039439094.1|CPIP
OG0006275	LOC115627067|XP_030378474.1|SLEB	LOC120427554|XP_039448364.1|CPIP
OG0006276	LOC115628234|XP_030380108.1|SLEB	LOC120425425|XP_039445887.1|CPIP
OG0006277	LOC115630667|XP_030383173.1|SLEB	LOC120422444|XP_039441821.1|CPIP
OG0006278	LOC115628731|XP_030380795.1|SLEB	LOC120420250|XP_039439174.1|CPIP
OG0006279	LOC115633308|XP_030386592.1|SLEB	LOC120429655|XP_039450615.1|CPIP
OG0006280	LOC115627665|XP_030379267.1|SLEB	LOC120416889|XP_039434716.1|CPIP
OG0006281	LOC115627713|XP_030379320.1|SLEB	LOC120416890|XP_039434721.1|CPIP
OG0006282	LOC115629251|XP_030381528.1|SLEB	LOC120422091|XP_039441373.1|CPIP
OG0006283	LOC115620597|XP_030369770.1|SLEB	LOC120422092|XP_039441374.1|CPIP
OG0006284	LOC115632184|XP_030385079.1|SLEB	LOC120422048|XP_039441308.1|CPIP
OG0006285	LOC115621965|XP_030371673.1|SLEB	LOC120432322|XP_039453440.1|CPIP
OG0006286	LOC115620658|XP_030369869.1|SLEB	LOC120432320|XP_039453439.1|CPIP
OG0006287	LOC115633310|XP_030386600.1|SLEB	LOC120429174|XP_039450320.1|CPIP
OG0006288	LOC115621518|XP_030371043.1|SLEB	LOC120429175|XP_039450321.1|CPIP
OG0006289	LOC115621654|XP_030371218.1|SLEB	LOC120413346|XP_039430058.1|CPIP
OG0006290	LOC115627729|XP_030379344.1|SLEB	LOC120418133|XP_039436347.1|CPIP
OG0006291	LOC115631537|XP_030384169.1|SLEB	LOC120427672|XP_039448486.1|CPIP
OG0006292	LOC115626716|XP_030378019.1|SLEB	LOC120412725|XP_039429246.1|CPIP
OG0006293	LOC115632377|XP_030385358.1|SLEB	LOC120412740|XP_039429268.1|CPIP
OG0006294	LOC115629097|XP_030381275.1|SLEB	LOC120432249|XP_039453362.1|CPIP
OG0006295	LOC115628964|XP_030381100.1|SLEB	LOC120432397|XP_039453531.1|CPIP
OG0006296	LOC115629653|XP_030382024.1|SLEB	LOC120432381|XP_039453512.1|CPIP
OG0006297	LOC115627113|XP_030378539.1|SLEB	LOC120427221|XP_039448018.1|CPIP
OG0006298	LOC115629793|XP_030382212.1|SLEB	LOC120413367|XP_039430086.1|CPIP
OG0006299	LOC115626878|XP_030378248.1|SLEB	LOC120413371|XP_039430089.1|CPIP
OG0006300	LOC115627124|XP_030378553.1|SLEB	LOC120430731|XP_039451776.1|CPIP, LOC120413370|XP_039430088.1|CPIP
OG0006301	LOC115627266|XP_030378754.1|SLEB	LOC120413365|XP_039430083.1|CPIP
OG0006302	LOC115626704|XP_030377997.1|SLEB	LOC120430976|XP_039452085.1|CPIP
OG0006303	LOC115620027|XP_030368990.1|SLEB	LOC120424903|XP_039445127.1|CPIP
OG0006304	LOC115620545|XP_030369688.1|SLEB	LOC120414151|XP_039431123.1|CPIP
OG0006305	LOC115621310|XP_030370784.1|SLEB	LOC120427663|XP_039448470.1|CPIP
OG0006306	LOC115620811|XP_030370095.1|SLEB	LOC120427667|XP_039448478.1|CPIP
OG0006307	LOC115620528|XP_030369657.1|SLEB	LOC120427668|XP_039448482.1|CPIP
OG0006308	LOC115627254|XP_030378741.1|SLEB	LOC120432328|XP_039453486.1|CPIP
OG0006309	LOC115629155|XP_030381382.1|SLEB	LOC120415622|XP_039433153.1|CPIP
OG0006310	LOC115621394|XP_030370896.1|SLEB	LOC120415602|XP_039433129.1|CPIP
OG0006311	LOC115626991|XP_030378366.1|SLEB	LOC120415635|XP_039433168.1|CPIP
OG0006312	LOC115626680|XP_030377967.1|SLEB	LOC120421420|XP_039440561.1|CPIP
OG0006313	LOC115626756|XP_030378073.1|SLEB	LOC120421422|XP_039440568.1|CPIP
OG0006314	LOC115629277|XP_030381566.1|SLEB	LOC120424732|XP_039444895.1|CPIP
OG0006315	LOC115621084|XP_030370474.1|SLEB	LOC120417020|XP_039434891.1|CPIP
OG0006316	LOC115626736|XP_030378045.1|SLEB	LOC120422074|XP_039441351.1|CPIP
OG0006317	LOC115627551|XP_030379128.1|SLEB	LOC120420591|XP_039439632.1|CPIP
OG0006318	LOC115629151|XP_030381374.1|SLEB	LOC120425692|XP_039446251.1|CPIP
OG0006319	LOC115623476|XP_030373708.1|SLEB	LOC120424263|XP_039444298.1|CPIP
OG0006320	LOC115627911|XP_030379666.1|SLEB	LOC120415097|XP_039432488.1|CPIP
OG0006321	LOC115633423|XP_030386742.1|SLEB	LOC120430550|XP_039451598.1|CPIP, LOC120428508|XP_039449454.1|CPIP
OG0006322	LOC115633408|XP_030386711.1|SLEB	LOC120413373|XP_039430099.1|CPIP
OG0006323	LOC115627410|XP_030378930.1|SLEB	LOC120413342|XP_039430055.1|CPIP
OG0006324	LOC115627105|XP_030378528.1|SLEB	LOC120424688|XP_039444797.1|CPIP
OG0006325	LOC115620548|XP_030369690.1|SLEB	LOC120425314|XP_039445717.1|CPIP
OG0006326	LOC115628681|XP_030380714.1|SLEB	LOC120417706|XP_039435786.1|CPIP
OG0006327	LOC115620894|XP_030370237.1|SLEB	LOC120417701|XP_039435780.1|CPIP
OG0006328	LOC115620956|XP_030370332.1|SLEB	LOC120414505|XP_039431640.1|CPIP
OG0006329	LOC115627505|XP_030379058.1|SLEB	LOC120416915|XP_039434748.1|CPIP
OG0006330	LOC115621913|XP_030371607.1|SLEB	LOC120431013|XP_039452107.1|CPIP
OG0006331	LOC115633286|XP_030386555.1|SLEB	LOC120430666|XP_039451705.1|CPIP
OG0006332	LOC115628851|XP_030380961.1|SLEB	LOC120431040|XP_039452129.1|CPIP
OG0006333	LOC115627068|XP_030378475.1|SLEB	LOC120430982|XP_039452065.1|CPIP
OG0006334	LOC115628965|XP_030381101.1|SLEB	LOC120430683|XP_039451718.1|CPIP
OG0006335	LOC115620330|XP_030369386.1|SLEB	LOC120419622|XP_039438295.1|CPIP
OG0006336	LOC115627224|XP_030378706.1|SLEB	LOC120412590|XP_039429050.1|CPIP
OG0006337	LOC115627920|XP_030379675.1|SLEB	LOC120431332|XP_039452400.1|CPIP
OG0006338	LOC115620576|XP_030369737.1|SLEB	LOC120429016|XP_039450089.1|CPIP
OG0006339	LOC115627110|XP_030378533.1|SLEB	LOC120414539|XP_039431684.1|CPIP
OG0006340	LOC115627079|XP_030378487.1|SLEB	LOC120414541|XP_039431689.1|CPIP
OG0006341	LOC115627814|XP_030379505.1|SLEB	LOC120414540|XP_039431688.1|CPIP
OG0006342	LOC115628030|XP_030379831.1|SLEB	LOC120414531|XP_039431673.1|CPIP
OG0006343	LOC115627964|XP_030379718.1|SLEB	LOC120414522|XP_039431664.1|CPIP
OG0006344	LOC115627262|XP_030378750.1|SLEB	LOC120414521|XP_039431663.1|CPIP
OG0006345	LOC115621627|XP_030371184.1|SLEB	LOC120431983|XP_039453054.1|CPIP, LOC120414508|XP_039431644.1|CPIP
OG0006346	LOC115620687|XP_030369915.1|SLEB	LOC120414529|XP_039431671.1|CPIP
OG0006347	LOC115625085|XP_030375836.1|SLEB	LOC120417697|XP_039435775.1|CPIP
OG0006348	LOC115633216|XP_030386461.1|SLEB	LOC120414163|XP_039431148.1|CPIP
OG0006349	LOC115628662|XP_030380690.1|SLEB	LOC120416238|XP_039433869.1|CPIP
OG0006350	LOC115620208|XP_030369204.1|SLEB	LOC120416250|XP_039433886.1|CPIP
OG0006351	LOC115629584|XP_030381937.1|SLEB	LOC120416236|XP_039433867.1|CPIP
OG0006352	LOC115633294|XP_030386566.1|SLEB	LOC120416239|XP_039433875.1|CPIP
OG0006353	LOC115621454|XP_030370969.1|SLEB	LOC120416237|XP_039433868.1|CPIP
OG0006354	LOC115620895|XP_030370239.1|SLEB	LOC120430913|XP_039451970.1|CPIP
OG0006355	LOC115629113|XP_030381302.1|SLEB	LOC120419615|XP_039438290.1|CPIP
OG0006356	LOC115626815|XP_030378151.1|SLEB	LOC120417760|XP_039435854.1|CPIP
OG0006357	LOC115627450|XP_030378975.1|SLEB	LOC120417783|XP_039435873.1|CPIP
OG0006358	LOC115628314|XP_030380228.1|SLEB	LOC120412815|XP_039429357.1|CPIP
OG0006359	LOC115620415|XP_030369498.1|SLEB	LOC120412989|XP_039429577.1|CPIP
OG0006360	LOC115629364|XP_030381679.1|SLEB	LOC120413531|XP_039430342.1|CPIP
OG0006361	LOC115623990|XP_030374421.1|SLEB	LOC120417016|XP_039434886.1|CPIP
OG0006362	LOC115628847|XP_030380953.1|SLEB	LOC120413206|XP_039429895.1|CPIP
OG0006363	LOC115633235|XP_030386489.1|SLEB	LOC120428436|XP_039449381.1|CPIP
OG0006364	LOC115631385|XP_030383967.1|SLEB	LOC120413277|XP_039429942.1|CPIP
OG0006365	LOC115627548|XP_030379124.1|SLEB	LOC120413304|XP_039429998.1|CPIP
OG0006366	LOC115627581|XP_030379164.1|SLEB	LOC120413307|XP_039430003.1|CPIP
OG0006367	LOC115627673|XP_030379275.1|SLEB	LOC120413308|XP_039430004.1|CPIP
OG0006368	LOC115621764|XP_030371357.1|SLEB	LOC120414147|XP_039431119.1|CPIP
OG0006369	LOC115621826|XP_030371482.1|SLEB	LOC120414160|XP_039431135.1|CPIP
OG0006370	LOC115629594|XP_030381945.1|SLEB	LOC120423873|XP_039443755.1|CPIP, LOC120418717|XP_039437158.1|CPIP
OG0006372	LOC115621562|XP_030371102.1|SLEB	LOC120423049|XP_039442656.1|CPIP
OG0006373	LOC115628716|XP_030380770.1|SLEB	LOC120430293|XP_039451322.1|CPIP
OG0006374	LOC115626847|XP_030378205.1|SLEB	LOC120420404|XP_039439350.1|CPIP
OG0006375	LOC115628834|XP_030380933.1|SLEB	LOC120430110|XP_039451130.1|CPIP
OG0006376	LOC115627709|XP_030379317.1|SLEB	LOC120430109|XP_039451128.1|CPIP
OG0006377	LOC115627512|XP_030379066.1|SLEB	LOC120430118|XP_039451137.1|CPIP
OG0006378	LOC115621167|XP_030370589.1|SLEB	LOC120418066|XP_039436258.1|CPIP
OG0006379	LOC115627003|XP_030378379.1|SLEB	LOC120418078|XP_039436269.1|CPIP, LOC120419871|XP_039438666.1|CPIP
OG0006380	LOC115633261|XP_030386526.1|SLEB	LOC120418080|XP_039436270.1|CPIP, LOC120419872|XP_039438667.1|CPIP
OG0006381	LOC115629640|XP_030382002.1|SLEB	LOC120418053|XP_039436238.1|CPIP, LOC120419903|XP_039438704.1|CPIP
OG0006382	LOC115629257|XP_030381538.1|SLEB	LOC120419904|XP_039438705.1|CPIP, LOC120418054|XP_039436240.1|CPIP
OG0006383	LOC115627492|XP_030379039.1|SLEB	LOC120418085|XP_039436282.1|CPIP, LOC120419867|XP_039438652.1|CPIP
OG0006384	LOC115627517|XP_030379071.1|SLEB	LOC120418090|XP_039436291.1|CPIP, LOC120419898|XP_039438700.1|CPIP
OG0006385	LOC115621894|XP_030371583.1|SLEB	LOC120419888|XP_039438687.1|CPIP
OG0006386	LOC115626146|XP_030377270.1|SLEB	LOC120419892|XP_039438694.1|CPIP
OG0006387	LOC115621234|XP_030370684.1|SLEB	LOC120419896|XP_039438699.1|CPIP
OG0006388	LOC115628932|XP_030381065.1|SLEB	LOC120428457|XP_039449402.1|CPIP
OG0006389	LOC115628907|XP_030381026.1|SLEB	LOC120428459|XP_039449405.1|CPIP
OG0006390	LOC115623852|XP_030374256.1|SLEB	LOC120426449|XP_039447145.1|CPIP
OG0006391	LOC115620849|XP_030370153.1|SLEB	LOC120424160|XP_039444143.1|CPIP
OG0006392	LOC115626683|XP_030377970.1|SLEB	LOC120427586|XP_039448398.1|CPIP
OG0006393	LOC115631146|XP_030383677.1|SLEB	LOC120425009|XP_039445314.1|CPIP
OG0006394	LOC115621960|XP_030371668.1|SLEB	LOC120425015|XP_039445320.1|CPIP
OG0006395	LOC115621115|XP_030370519.1|SLEB	LOC120424946|XP_039445190.1|CPIP
OG0006396	LOC115627363|XP_030378873.1|SLEB	LOC120419794|XP_039438564.1|CPIP
OG0006397	LOC115628813|XP_030380898.1|SLEB	LOC120425466|XP_039445932.1|CPIP
OG0006398	LOC115633211|XP_030386458.1|SLEB	LOC120425479|XP_039445950.1|CPIP
OG0006399	LOC115627495|XP_030379042.1|SLEB	LOC120428785|XP_039449806.1|CPIP
OG0006400	LOC115627494|XP_030379041.1|SLEB	LOC120428783|XP_039449805.1|CPIP
OG0006401	LOC115628163|XP_030380037.1|SLEB	LOC120428774|XP_039449792.1|CPIP
OG0006402	LOC115624087|XP_030374537.1|SLEB	LOC120428777|XP_039449795.1|CPIP
OG0006403	LOC115623864|XP_030374269.1|SLEB	LOC120427451|XP_039448253.1|CPIP
OG0006404	LOC115624101|XP_030374551.1|SLEB	LOC120427459|XP_039448262.1|CPIP
OG0006405	LOC115623795|XP_030374195.1|SLEB	LOC120427445|XP_039448247.1|CPIP
OG0006407	LOC115627252|XP_030378739.1|SLEB	LOC120426622|XP_039447349.1|CPIP
OG0006408	LOC115627087|XP_030378497.1|SLEB	LOC120429695|XP_039450664.1|CPIP
OG0006409	LOC115629733|XP_030382126.1|SLEB	LOC120429238|XP_039450383.1|CPIP
OG0006410	LOC115627153|XP_030378592.1|SLEB	LOC120428948|XP_039450022.1|CPIP
OG0006411	LOC115633269|XP_030386538.1|SLEB	LOC120428953|XP_039450026.1|CPIP
OG0006412	LOC115620231|XP_030369233.1|SLEB	LOC120425703|XP_039446228.1|CPIP
OG0006413	LOC115621803|XP_030371444.1|SLEB	LOC120431913|XP_039452977.1|CPIP
OG0006415	LOC115629551|XP_030381895.1|SLEB	LOC120416140|XP_039433749.1|CPIP
OG0006416	LOC115629660|XP_030382034.1|SLEB	LOC120431202|XP_039452278.1|CPIP
OG0006418	LOC115626714|XP_030378015.1|SLEB	LOC120427314|XP_039448102.1|CPIP, LOC120427837|XP_039448691.1|CPIP
OG0006419	LOC115621385|XP_030370876.1|SLEB	LOC120432092|XP_039453163.1|CPIP
OG0006420	LOC115621797|XP_030371435.1|SLEB	LOC120430807|XP_039451863.1|CPIP
OG0006421	LOC115629030|XP_030381189.1|SLEB	LOC120430805|XP_039451859.1|CPIP
OG0006422	LOC115628987|XP_030381127.1|SLEB	LOC120425488|XP_039445966.1|CPIP
OG0006423	LOC115621863|XP_030371544.1|SLEB	LOC120425472|XP_039445942.1|CPIP
OG0006424	LOC115620671|XP_030369891.1|SLEB	LOC120425478|XP_039445948.1|CPIP
OG0006425	LOC115620905|XP_030370255.1|SLEB	LOC120425494|XP_039445978.1|CPIP
OG0006426	LOC115621280|XP_030370742.1|SLEB	LOC120425493|XP_039445977.1|CPIP
OG0006427	LOC115620655|XP_030369865.1|SLEB	LOC120418062|XP_039436252.1|CPIP
OG0006428	LOC115621885|XP_030371573.1|SLEB	LOC120431709|XP_039452759.1|CPIP, LOC120425123|XP_039445480.1|CPIP
OG0006429	LOC115620218|XP_030369217.1|SLEB	LOC120427716|XP_039448548.1|CPIP
OG0006430	LOC115623601|XP_030373877.1|SLEB	LOC120426535|XP_039447235.1|CPIP
OG0006431	LOC115620610|XP_030369787.1|SLEB	LOC120417849|XP_039436004.1|CPIP
OG0006432	LOC115622015|XP_030371729.1|SLEB	LOC120417843|XP_039435997.1|CPIP
OG0006433	LOC115620586|XP_030369753.1|SLEB	LOC120421777|XP_039440979.1|CPIP
OG0006434	LOC115631397|XP_030383980.1|SLEB	LOC120423854|XP_039443739.1|CPIP
OG0006435	LOC115620730|XP_030369972.1|SLEB	LOC120423858|XP_039443741.1|CPIP
OG0006436	LOC115629139|XP_030381347.1|SLEB	LOC120423851|XP_039443736.1|CPIP
OG0006437	LOC115629186|XP_030381431.1|SLEB	LOC120423829|XP_039443691.1|CPIP
OG0006438	LOC115631246|XP_030383815.1|SLEB	LOC120427978|XP_039448868.1|CPIP
OG0006439	LOC115620777|XP_030370046.1|SLEB	LOC120426233|XP_039446903.1|CPIP
OG0006440	LOC115621013|XP_030370393.1|SLEB	LOC120426226|XP_039446896.1|CPIP
OG0006441	LOC115621961|XP_030371669.1|SLEB	LOC120418735|XP_039437142.1|CPIP
OG0006442	LOC115621884|XP_030371571.1|SLEB	LOC120418749|XP_039437159.1|CPIP
OG0006443	LOC115624051|XP_030374491.1|SLEB	LOC120420759|XP_039439796.1|CPIP
OG0006444	LOC115621780|XP_030371395.1|SLEB	LOC120420792|XP_039439839.1|CPIP
OG0006446	LOC115628779|XP_030380850.1|SLEB	LOC120424346|XP_039444372.1|CPIP
OG0006447	LOC115628782|XP_030380855.1|SLEB	LOC120425560|XP_039446052.1|CPIP
OG0006448	LOC115620650|XP_030369857.1|SLEB	LOC120423853|XP_039443738.1|CPIP
OG0006449	LOC115620864|XP_030370190.1|SLEB	LOC120423836|XP_039443715.1|CPIP
OG0006450	LOC115630580|XP_030383058.1|SLEB	LOC120423300|XP_039442998.1|CPIP
OG0006451	LOC115630192|XP_030382617.1|SLEB	LOC120422577|XP_039441997.1|CPIP
OG0006452	LOC115628203|XP_030380056.1|SLEB	LOC120428997|XP_039450070.1|CPIP
OG0006453	LOC115632424|XP_030385424.1|SLEB	LOC120426736|XP_039447447.1|CPIP
OG0006454	LOC115627016|XP_030378401.1|SLEB	LOC120428709|XP_039449714.1|CPIP
OG0006455	LOC115621786|XP_030371406.1|SLEB	LOC120415460|XP_039432950.1|CPIP
OG0006456	LOC115620250|XP_030369260.1|SLEB	LOC120416851|XP_039434679.1|CPIP
OG0006457	LOC115621078|XP_030370468.1|SLEB	LOC120416347|XP_039434014.1|CPIP
OG0006459	LOC115620612|XP_030369789.1|SLEB	LOC120421094|XP_039440170.1|CPIP, LOC120418750|XP_039437160.1|CPIP
OG0006460	LOC115620507|XP_030369626.1|SLEB	LOC120426732|XP_039447439.1|CPIP
OG0006461	LOC115623674|XP_030374004.1|SLEB	LOC120427080|XP_039447856.1|CPIP
OG0006462	LOC115620473|XP_030369564.1|SLEB	LOC120427070|XP_039447842.1|CPIP
OG0006463	LOC115621231|XP_030370680.1|SLEB	LOC120427078|XP_039447854.1|CPIP
OG0006464	LOC115624842|XP_030375548.1|SLEB	LOC120424046|XP_039444002.1|CPIP
OG0006465	LOC115627345|XP_030378852.1|SLEB	LOC120431604|XP_039452642.1|CPIP
OG0006466	LOC115629739|XP_030382134.1|SLEB	LOC120431606|XP_039452645.1|CPIP
OG0006467	LOC115621190|XP_030370626.1|SLEB	LOC120422556|XP_039441967.1|CPIP
OG0006468	LOC115620930|XP_030370297.1|SLEB	LOC120431785|XP_039452841.1|CPIP
OG0006469	LOC115629557|XP_030381908.1|SLEB	LOC120425163|XP_039445535.1|CPIP
OG0006470	LOC115622955|XP_030372955.1|SLEB	LOC120430220|XP_039451232.1|CPIP
OG0006471	LOC115620368|XP_030369433.1|SLEB	LOC120425741|XP_039446281.1|CPIP
OG0006472	LOC115620818|XP_030370105.1|SLEB	LOC120425739|XP_039446278.1|CPIP
OG0006473	LOC115622365|XP_030372140.1|SLEB	LOC120425753|XP_039446295.1|CPIP
OG0006474	LOC115634096|XP_030387513.1|SLEB	LOC120425755|XP_039446303.1|CPIP
OG0006475	LOC115621834|XP_030371503.1|SLEB	LOC120425749|XP_039446289.1|CPIP
OG0006476	LOC115628869|XP_030380985.1|SLEB	LOC120418329|XP_039436597.1|CPIP
OG0006477	LOC115628764|XP_030380840.1|SLEB	LOC120418331|XP_039436600.1|CPIP
OG0006478	LOC115621782|XP_030371399.1|SLEB	LOC120427252|XP_039448041.1|CPIP
OG0006479	LOC115621390|XP_030370883.1|SLEB	LOC120427682|XP_039448497.1|CPIP
OG0006480	LOC115620008|XP_030368967.1|SLEB	LOC120427681|XP_039448496.1|CPIP
OG0006481	LOC115631695|XP_030384377.1|SLEB	LOC120428286|XP_039449212.1|CPIP
OG0006482	LOC115620665|XP_030369879.1|SLEB	LOC120422551|XP_039441958.1|CPIP
OG0006483	LOC115621300|XP_030370769.1|SLEB	LOC120431707|XP_039452762.1|CPIP
OG0006484	LOC115622014|XP_030371728.1|SLEB	LOC120431916|XP_039452986.1|CPIP
OG0006485	LOC115625314|XP_030376192.1|SLEB	LOC120426247|XP_039446919.1|CPIP
OG0006486	LOC115623872|XP_030374278.1|SLEB	LOC120432493|XP_039453641.1|CPIP
OG0006487	LOC115629458|XP_030381785.1|SLEB	LOC120427897|XP_039448766.1|CPIP
OG0006488	LOC115627209|XP_030378689.1|SLEB	LOC120416953|XP_039434796.1|CPIP
OG0006489	LOC115621739|XP_030371329.1|SLEB	LOC120414264|XP_039431311.1|CPIP
OG0006490	LOC115623767|XP_030374163.1|SLEB	LOC120418383|XP_039436691.1|CPIP
OG0006491	LOC115631882|XP_030384591.1|SLEB	LOC120418362|XP_039436656.1|CPIP
OG0006492	LOC115621504|XP_030371033.1|SLEB	LOC120424279|XP_039444283.1|CPIP
OG0006493	LOC115629130|XP_030381330.1|SLEB	LOC120427399|XP_039448189.1|CPIP
OG0006494	LOC115626703|XP_030377996.1|SLEB	LOC120427397|XP_039448184.1|CPIP
OG0006496	LOC115621088|XP_030370481.1|SLEB	LOC120427146|XP_039447937.1|CPIP
OG0006497	LOC115620837|XP_030370130.1|SLEB	LOC120426698|XP_039447410.1|CPIP
OG0006498	LOC115620881|XP_030370219.1|SLEB	LOC120428906|XP_039449977.1|CPIP
OG0006499	LOC115621010|XP_030370389.1|SLEB	LOC120425695|XP_039446211.1|CPIP
OG0006500	LOC115631750|XP_030384447.1|SLEB	LOC120420730|XP_039439760.1|CPIP
OG0006501	LOC115621843|XP_030371515.1|SLEB	LOC120420716|XP_039439746.1|CPIP
OG0006502	LOC115620868|XP_030370201.1|SLEB	LOC120420719|XP_039439751.1|CPIP
OG0006503	LOC115620946|XP_030370321.1|SLEB	LOC120420715|XP_039439745.1|CPIP
OG0006504	LOC115621351|XP_030370833.1|SLEB	LOC120420729|XP_039439758.1|CPIP
OG0006505	LOC115620622|XP_030369809.1|SLEB	LOC120420720|XP_039439752.1|CPIP
OG0006507	LOC115625187|XP_030376013.1|SLEB	LOC120425720|XP_039446259.1|CPIP
OG0006508	LOC115625397|XP_030376296.1|SLEB	LOC120425725|XP_039446263.1|CPIP
OG0006509	LOC115627377|XP_030378890.1|SLEB	LOC120414289|XP_039431354.1|CPIP
OG0006510	LOC115620340|XP_030369399.1|SLEB	LOC120426702|XP_039447416.1|CPIP
OG0006511	LOC115620448|XP_030369538.1|SLEB	LOC120426682|XP_039447391.1|CPIP
OG0006512	LOC115620289|XP_030369324.1|SLEB	LOC120427257|XP_039448051.1|CPIP
OG0006513	LOC115620274|XP_030369301.1|SLEB	LOC120421022|XP_039440079.1|CPIP
OG0006516	LOC115625459|XP_030376366.1|SLEB	LOC120431643|XP_039452684.1|CPIP
