Orthogroup	SLEB.longest_only	HILL.longest_only
OG0006839	LOC115624599|XP_030375199.1|SLEB	LOC119650101|XP_037908549.1|HILL
OG0006840	LOC115625758|XP_030376774.1|SLEB	LOC119650441|XP_037909206.1|HILL
OG0006841	LOC115624938|XP_030375649.1|SLEB	LOC119648453|XP_037906137.1|HILL
OG0006842	LOC115632970|XP_030386131.1|SLEB	LOC119649718|XP_037907926.1|HILL
OG0006843	LOC115627632|XP_030379228.1|SLEB	LOC119657216|XP_037919955.1|HILL
OG0006844	LOC115620278|XP_030369311.1|SLEB	LOC119661599|XP_037926932.1|HILL
OG0006845	LOC115632091|XP_030384926.1|SLEB	LOC119647483|XP_037904366.1|HILL
OG0006846	LOC115622941|XP_030372931.1|SLEB	LOC119650190|XP_037908678.1|HILL
OG0006847	LOC115622593|XP_030372450.1|SLEB	LOC119648763|XP_037906520.1|HILL
OG0006848	LOC115634176|XP_030387622.1|SLEB	LOC119647050|XP_037903736.1|HILL
OG0006849	LOC115633154|XP_030386423.1|SLEB	LOC119649904|XP_037908225.1|HILL
OG0006850	LOC115632558|XP_030385631.1|SLEB	LOC119648885|XP_037906709.1|HILL
OG0006851	LOC115632580|XP_030385661.1|SLEB	LOC119648184|XP_037905698.1|HILL
OG0006852	LOC115634777|XP_030388533.1|SLEB	LOC119646927|XP_037903535.1|HILL
OG0006853	LOC115622454|XP_030372257.1|SLEB	LOC119648916|XP_037906750.1|HILL
OG0006854	LOC115623378|XP_030373942.1|SLEB	LOC119646229|XP_037902545.1|HILL
OG0006855	LOC115624524|XP_030375103.1|SLEB	LOC119648097|XP_037905524.1|HILL
OG0006856	LOC115625147|XP_030375933.1|SLEB	LOC119653491|XP_037914052.1|HILL
OG0006857	LOC115619938|XP_030368824.1|SLEB	LOC119661538|XP_037926846.1|HILL
OG0006858	LOC115632087|XP_030384911.1|SLEB	LOC119650443|XP_037909214.1|HILL
OG0006859	LOC115628538|XP_030384218.1|SLEB	LOC119652818|XP_037913077.1|HILL
OG0006860	LOC115634675|XP_030388397.1|SLEB	LOC119646644|XP_037903085.1|HILL
OG0006862	LOC115622660|XP_030372530.1|SLEB	LOC119648782|XP_037906547.1|HILL
OG0006863	LOC115627555|XP_030379133.1|SLEB	LOC119660922|XP_037925826.1|HILL
OG0006864	LOC115625893|XP_030377020.1|SLEB	LOC119647206|XP_037903956.1|HILL
OG0006866	LOC115631905|XP_030384616.1|SLEB	LOC119660180|XP_037924520.1|HILL
OG0006868	LOC115634156|XP_030387596.1|SLEB	LOC119652219|XP_037912094.1|HILL
OG0006869	LOC115623284|XP_030373448.1|SLEB	LOC119660320|XP_037924725.1|HILL
OG0006870	LOC115634658|XP_030388378.1|SLEB	LOC119661161|XP_037926305.1|HILL
OG0006871	LOC115627429|XP_030378969.1|SLEB	LOC119658582|XP_037921965.1|HILL
OG0006872	LOC115630646|XP_030383150.1|SLEB	LOC119658584|XP_037921968.1|HILL
OG0006873	LOC115622013|XP_030371732.1|SLEB	LOC119660224|XP_037924590.1|HILL
OG0006874	LOC115626303|XP_030377492.1|SLEB	LOC119651319|XP_037910780.1|HILL
OG0006875	LOC115631203|XP_030383767.1|SLEB	LOC119659147|XP_037923017.1|HILL
OG0006877	LOC115631056|XP_030383552.1|SLEB	LOC119654761|XP_037916230.1|HILL
OG0006878	LOC115626632|XP_030377898.1|SLEB	LOC119660784|XP_037925499.1|HILL
OG0006879	LOC115620084|XP_030369133.1|SLEB	LOC119661302|XP_037926518.1|HILL
OG0006880	LOC115631273|XP_030383844.1|SLEB	LOC119654910|XP_037916466.1|HILL
OG0006881	LOC115626323|XP_030377524.1|SLEB	LOC119652976|XP_037913314.1|HILL
OG0006882	LOC115622697|XP_030372588.1|SLEB	LOC119659756|XP_037923949.1|HILL
OG0006883	LOC115626202|XP_030377345.1|SLEB	LOC119652380|XP_037912405.1|HILL
OG0006884	LOC115626163|XP_030377298.1|SLEB	LOC119651903|XP_037911658.1|HILL
OG0006885	LOC115630637|XP_030383134.1|SLEB	LOC119646124|XP_037902401.1|HILL
OG0006886	LOC115621329|XP_030370809.1|SLEB	LOC119646126|XP_037902404.1|HILL
OG0006887	LOC115628746|XP_030380812.1|SLEB	LOC119647245|XP_037904045.1|HILL
OG0006888	LOC115632049|XP_030384882.1|SLEB	LOC119650656|XP_037909519.1|HILL
OG0006889	LOC115626204|XP_030377347.1|SLEB	LOC119650655|XP_037909518.1|HILL
OG0006890	LOC115630465|XP_030382895.1|SLEB	LOC119661432|XP_037926705.1|HILL
OG0006891	LOC115631966|XP_030384693.1|SLEB	LOC119646623|XP_037903059.1|HILL
OG0006892	LOC115631855|XP_030384561.1|SLEB	LOC119660923|XP_037925835.1|HILL
OG0006893	LOC115631492|XP_030384111.1|SLEB	LOC119655123|XP_037916784.1|HILL
OG0006894	LOC115631491|XP_030384110.1|SLEB	LOC119661144|XP_037926279.1|HILL
OG0006895	LOC115628966|XP_030381104.1|SLEB	LOC119646136|XP_037902423.1|HILL, LOC119660714|XP_037925284.1|HILL
OG0006896	LOC115625708|XP_030376712.1|SLEB	LOC119652212|XP_037912078.1|HILL
OG0006897	LOC115628481|XP_030380464.1|SLEB	LOC119650685|XP_037909574.1|HILL
OG0006898	LOC115631510|XP_030384135.1|SLEB	LOC119661507|XP_037926803.1|HILL
OG0006899	LOC115631636|XP_030384305.1|SLEB	LOC119648892|XP_037906721.1|HILL
OG0006900	LOC115626873|XP_030378244.1|SLEB	LOC119661552|XP_037926870.1|HILL
OG0006901	LOC115631142|XP_030383672.1|SLEB	LOC119655058|XP_037916681.1|HILL
OG0006902	LOC115633291|XP_030386563.1|SLEB	LOC119657774|XP_037920772.1|HILL
OG0006903	LOC115621046|XP_030370428.1|SLEB	LOC119651760|XP_037911426.1|HILL
OG0006904	LOC115625745|XP_030376760.1|SLEB	LOC119651468|XP_037911004.1|HILL
OG0006905	LOC115631290|XP_030383864.1|SLEB	LOC119653920|XP_037915007.1|HILL
OG0006906	LOC115631707|XP_030384394.1|SLEB	LOC119656148|XP_037918410.1|HILL
OG0006907	LOC115628575|XP_030380602.1|SLEB	LOC119656231|XP_037918564.1|HILL
OG0006908	LOC115626639|XP_030377908.1|SLEB	LOC119650988|XP_037910182.1|HILL
OG0006909	LOC115631495|XP_030384115.1|SLEB	LOC119650986|XP_037910180.1|HILL
OG0006910	LOC115625819|XP_030376868.1|SLEB	LOC119650575|XP_037909319.1|HILL
OG0006911	LOC115629239|XP_030381514.1|SLEB	LOC119660903|XP_037925771.1|HILL
OG0006912	LOC115625696|XP_030376697.1|SLEB	LOC119652839|XP_037913103.1|HILL
OG0006913	LOC115630938|XP_030383365.1|SLEB	LOC119651510|XP_037911063.1|HILL
OG0006914	LOC115624886|XP_030375593.1|SLEB	LOC119651580|XP_037911147.1|HILL
OG0006915	LOC115631656|XP_030384328.1|SLEB	LOC119654887|XP_037916429.1|HILL
OG0006916	LOC115626381|XP_030377599.1|SLEB	LOC119650581|XP_037909334.1|HILL
OG0006917	LOC115626362|XP_030377573.1|SLEB	LOC119650626|XP_037909447.1|HILL
OG0006918	LOC115626413|XP_030377640.1|SLEB	LOC119650607|XP_037909401.1|HILL
OG0006919	LOC115625674|XP_030376670.1|SLEB	LOC119650781|XP_037909819.1|HILL
OG0006921	LOC115631927|XP_030384638.1|SLEB	LOC119646149|XP_037902436.1|HILL
OG0006922	LOC115625844|XP_030376906.1|SLEB	LOC119652000|XP_037911856.1|HILL
OG0006923	LOC115631446|XP_030384050.1|SLEB	LOC119661501|XP_037926796.1|HILL
OG0006924	LOC115626378|XP_030377593.1|SLEB	LOC119651340|XP_037910822.1|HILL
OG0006925	LOC115621398|XP_030370902.1|SLEB	LOC119651082|XP_037910356.1|HILL
OG0006926	LOC115631371|XP_030383952.1|SLEB	LOC119647212|XP_037903964.1|HILL
OG0006927	LOC115631569|XP_030384221.1|SLEB	LOC119646964|XP_037903593.1|HILL
OG0006928	LOC115631379|XP_030383961.1|SLEB	LOC119646939|XP_037903557.1|HILL
OG0006929	LOC115628511|XP_030380515.1|SLEB	LOC119654808|XP_037916295.1|HILL
OG0006930	LOC115631098|XP_030383610.1|SLEB	LOC119659727|XP_037923915.1|HILL
OG0006931	LOC115630983|XP_030383426.1|SLEB	LOC119656138|XP_037918399.1|HILL
OG0006932	LOC115631147|XP_030383678.1|SLEB	LOC119651063|XP_037910325.1|HILL
OG0006933	LOC115631771|XP_030384466.1|SLEB	LOC119652937|XP_037913254.1|HILL
OG0006934	LOC115624349|XP_030374862.1|SLEB	LOC119651298|XP_037910748.1|HILL
OG0006935	LOC115626363|XP_030377574.1|SLEB	LOC119651071|XP_037910335.1|HILL
OG0006936	LOC115628990|XP_030381131.1|SLEB	LOC119653089|XP_037913517.1|HILL
OG0006937	LOC115629840|XP_030382281.1|SLEB	LOC119653062|XP_037913468.1|HILL
OG0006938	LOC115625695|XP_030376695.1|SLEB	LOC119653061|XP_037913467.1|HILL
OG0006939	LOC115628037|XP_030379842.1|SLEB	LOC119661706|XP_037927085.1|HILL
OG0006940	LOC115631078|XP_030383585.1|SLEB	LOC119661177|XP_037926322.1|HILL
OG0006941	LOC115631341|XP_030383919.1|SLEB	LOC119652749|XP_037912976.1|HILL
OG0006942	LOC115622240|XP_030372000.1|SLEB	LOC119650606|XP_037909402.1|HILL
OG0006943	LOC115631169|XP_030383719.1|SLEB	LOC119647271|XP_037904092.1|HILL
OG0006944	LOC115631795|XP_030384492.1|SLEB	LOC119652842|XP_037913107.1|HILL
OG0006945	LOC115631473|XP_030384087.1|SLEB	LOC119651438|XP_037910967.1|HILL
OG0006946	LOC115621981|XP_030371693.1|SLEB	LOC119651709|XP_037911349.1|HILL
OG0006947	LOC115626383|XP_030377602.1|SLEB	LOC119651509|XP_037911061.1|HILL
OG0006948	LOC115625915|XP_030377009.1|SLEB	LOC119652614|XP_037912779.1|HILL
OG0006949	LOC115630598|XP_030383077.1|SLEB	LOC119653771|XP_037914698.1|HILL
OG0006950	LOC115625973|XP_030377077.1|SLEB	LOC119652939|XP_037913256.1|HILL
OG0006951	LOC115625804|XP_030376842.1|SLEB	LOC119661781|XP_037927185.1|HILL
OG0006952	LOC115620915|XP_030370271.1|SLEB	LOC119652998|XP_037913352.1|HILL
OG0006953	LOC115632353|XP_030385323.1|SLEB	LOC119661649|XP_037927009.1|HILL
OG0006954	LOC115630979|XP_030383421.1|SLEB	LOC119646236|XP_037902554.1|HILL
OG0006955	LOC115621896|XP_030371586.1|SLEB	LOC119651322|XP_037910784.1|HILL
OG0006956	LOC115630601|XP_030383081.1|SLEB	LOC119650987|XP_037910181.1|HILL
OG0006957	LOC115625838|XP_030376900.1|SLEB	LOC119651115|XP_037910417.1|HILL
OG0006958	LOC115631865|XP_030384576.1|SLEB	LOC119654781|XP_037916253.1|HILL
OG0006959	LOC115628275|XP_030380164.1|SLEB	LOC119661000|XP_037926034.1|HILL
OG0006960	LOC115626099|XP_030377211.1|SLEB	LOC119646412|XP_037902786.1|HILL
OG0006961	LOC115630591|XP_030383070.1|SLEB	LOC119660726|XP_037925312.1|HILL
OG0006962	LOC115629028|XP_030381186.1|SLEB	LOC119650617|XP_037909428.1|HILL
OG0006963	LOC115625666|XP_030376662.1|SLEB	LOC119651727|XP_037911382.1|HILL
OG0006964	LOC115625917|XP_030377011.1|SLEB	LOC119653084|XP_037913505.1|HILL
OG0006965	LOC115631706|XP_030384393.1|SLEB	LOC119657108|XP_037919799.1|HILL
OG0006966	LOC115631165|XP_030383714.1|SLEB	LOC119661695|XP_037927069.1|HILL
OG0006967	LOC115633697|XP_030387015.1|SLEB	LOC119661632|XP_037926981.1|HILL
OG0006968	LOC115623216|XP_030373317.1|SLEB	LOC119648845|XP_037906652.1|HILL
OG0006969	LOC115622851|XP_030372793.1|SLEB	LOC119648017|XP_037905350.1|HILL
OG0006970	LOC115620660|XP_030369871.1|SLEB	LOC119652947|XP_037913269.1|HILL
OG0006971	LOC115630489|XP_030382933.1|SLEB	LOC119646587|XP_037903009.1|HILL
OG0006972	LOC115631438|XP_030384037.1|SLEB	LOC119650459|XP_037909251.1|HILL
OG0006973	LOC115628601|XP_030380644.1|SLEB	LOC119653744|XP_037914599.1|HILL
OG0006974	LOC115623686|XP_030374016.1|SLEB	LOC119657777|XP_037920778.1|HILL
OG0006975	LOC115631447|XP_030384051.1|SLEB	LOC119648185|XP_037905704.1|HILL
OG0006976	LOC115628988|XP_030381129.1|SLEB	LOC119651924|XP_037911682.1|HILL
OG0006977	LOC115633629|XP_030386924.1|SLEB	LOC119661542|XP_037926856.1|HILL
OG0006978	LOC115630579|XP_030383056.1|SLEB	LOC119661203|XP_037926353.1|HILL
OG0006979	LOC115631276|XP_030383848.1|SLEB	LOC119651547|XP_037911108.1|HILL
OG0006980	LOC115626333|XP_030377537.1|SLEB	LOC119652078|XP_037911944.1|HILL
OG0006981	LOC115622901|XP_030372880.1|SLEB	LOC119651855|XP_037911585.1|HILL
OG0006982	LOC115628550|XP_030380572.1|SLEB	LOC119650827|XP_037909891.1|HILL
OG0006983	LOC115628519|XP_030380531.1|SLEB	LOC119652719|XP_037912938.1|HILL
OG0006984	LOC115631485|XP_030384100.1|SLEB	LOC119653580|XP_037914257.1|HILL
OG0006985	LOC115628469|XP_030380451.1|SLEB	LOC119654950|XP_037916538.1|HILL
OG0006986	LOC115630650|XP_030383152.1|SLEB	LOC119646848|XP_037903398.1|HILL
OG0006987	LOC115633663|XP_030386968.1|SLEB	LOC119650039|XP_037908449.1|HILL, LOC119650038|XP_037908448.1|HILL, LOC119649551|XP_037907673.1|HILL, LOC119649558|XP_037907682.1|HILL
OG0006988	LOC115631727|XP_030384423.1|SLEB	LOC119651181|XP_037910538.1|HILL
OG0006989	LOC115631770|XP_030384465.1|SLEB	LOC119646637|XP_037903078.1|HILL
OG0006990	LOC115630584|XP_030383062.1|SLEB	LOC119660231|XP_037924610.1|HILL
OG0006991	LOC115620401|XP_030369477.1|SLEB	LOC119659918|XP_037924172.1|HILL
OG0006992	LOC115631051|XP_030383543.1|SLEB	LOC119654770|XP_037916243.1|HILL
OG0006993	LOC115630619|XP_030383106.1|SLEB	LOC119647005|XP_037903662.1|HILL
OG0006994	LOC115631466|XP_030384076.1|SLEB	LOC119649293|XP_037907317.1|HILL
OG0006995	LOC115625748|XP_030376764.1|SLEB	LOC119651571|XP_037911133.1|HILL
OG0006996	LOC115625867|XP_030376938.1|SLEB	LOC119646867|XP_037903419.1|HILL
OG0006997	LOC115619966|XP_030368862.1|SLEB	LOC119647031|XP_037903700.1|HILL
OG0006998	LOC115630079|XP_030382564.1|SLEB	LOC119660963|XP_037925939.1|HILL
OG0006999	LOC115631612|XP_030384276.1|SLEB	LOC119646440|XP_037902818.1|HILL
OG0007000	LOC115630999|XP_030383453.1|SLEB	LOC119646176|XP_037902487.1|HILL
OG0007001	LOC115630203|XP_030382635.1|SLEB	LOC119658689|XP_037922206.1|HILL
OG0007002	LOC115626213|XP_030377365.1|SLEB	LOC119653165|XP_037913636.1|HILL
OG0007004	LOC115631725|XP_030384420.1|SLEB	LOC119651548|XP_037911109.1|HILL
OG0007005	LOC115630716|XP_030383228.1|SLEB	LOC119651805|XP_037911521.1|HILL
OG0007006	LOC115626456|XP_030377696.1|SLEB	LOC119651085|XP_037910361.1|HILL
OG0007007	LOC115631759|XP_030384453.1|SLEB	LOC119651755|XP_037911421.1|HILL
OG0007008	LOC115630756|XP_030383271.1|SLEB	LOC119652278|XP_037912200.1|HILL
OG0007009	LOC115631148|XP_030383679.1|SLEB	LOC119651110|XP_037910403.1|HILL
OG0007010	LOC115631423|XP_030384011.1|SLEB	LOC119655190|XP_037916884.1|HILL
OG0007011	LOC115629455|XP_030381780.1|SLEB	LOC119654054|XP_037915149.1|HILL
OG0007012	LOC115630629|XP_030383123.1|SLEB	LOC119661329|XP_037926557.1|HILL
OG0007013	LOC115626354|XP_030377565.1|SLEB	LOC119652788|XP_037913029.1|HILL
OG0007014	LOC115626403|XP_030377626.1|SLEB	LOC119652274|XP_037912191.1|HILL
OG0007015	LOC115625656|XP_030376644.1|SLEB	LOC119650666|XP_037909542.1|HILL
OG0007016	LOC115626106|XP_030377219.1|SLEB	LOC119653222|XP_037913726.1|HILL
OG0007017	LOC115629012|XP_030381164.1|SLEB	LOC119650880|XP_037909974.1|HILL
OG0007018	LOC115622902|XP_030372881.1|SLEB	LOC119651228|XP_037910626.1|HILL
OG0007019	LOC115626096|XP_030377209.1|SLEB	LOC119653153|XP_037913621.1|HILL
OG0007020	LOC115626050|XP_030377162.1|SLEB	LOC119652169|XP_037912043.1|HILL
OG0007021	LOC115631055|XP_030383551.1|SLEB	LOC119653194|XP_037913685.1|HILL
OG0007022	LOC115631154|XP_030383688.1|SLEB	LOC119649262|XP_037907281.1|HILL
OG0007023	LOC115631489|XP_030384105.1|SLEB	LOC119647322|XP_037904177.1|HILL
OG0007024	LOC115623643|XP_030373948.1|SLEB	LOC119646858|XP_037903409.1|HILL
OG0007025	LOC115629818|XP_030382249.1|SLEB	LOC119660263|XP_037924652.1|HILL
OG0007026	LOC115631166|XP_030383715.1|SLEB	LOC119650478|XP_037909288.1|HILL
OG0007027	LOC115631458|XP_030384066.1|SLEB	LOC119658600|XP_037921999.1|HILL
OG0007028	LOC115631696|XP_030384378.1|SLEB	LOC119649803|XP_037908044.1|HILL
OG0007030	LOC115627185|XP_030378648.1|SLEB	LOC119656817|XP_037919378.1|HILL
OG0007031	LOC115630483|XP_030382924.1|SLEB	LOC119650645|XP_037909501.1|HILL
OG0007032	LOC115622965|XP_030372975.1|SLEB	LOC119659581|XP_037923669.1|HILL
OG0007033	LOC115625810|XP_030376855.1|SLEB	LOC119651750|XP_037911415.1|HILL
OG0007034	LOC115630603|XP_030383083.1|SLEB	LOC119653851|XP_037914829.1|HILL
OG0007035	LOC115633788|XP_030387125.1|SLEB	LOC119659060|XP_037922899.1|HILL
OG0007036	LOC115623250|XP_030373378.1|SLEB	LOC119648391|XP_037906057.1|HILL
OG0007037	LOC115620426|XP_030369513.1|SLEB	LOC119657282|XP_037920057.1|HILL
OG0007038	LOC115632643|XP_030385736.1|SLEB	LOC119646685|XP_037903211.1|HILL
OG0007039	LOC115620080|XP_030369122.1|SLEB	LOC119652643|XP_037912818.1|HILL
OG0007040	LOC115628506|XP_030380509.1|SLEB	LOC119646380|XP_037902751.1|HILL
OG0007041	LOC115629077|XP_030381252.1|SLEB	LOC119652956|XP_037913280.1|HILL
OG0007042	LOC115626508|XP_030377755.1|SLEB	LOC119652901|XP_037913203.1|HILL
OG0007043	LOC115625594|XP_030376571.1|SLEB	LOC119660409|XP_037924874.1|HILL
OG0007044	LOC115631777|XP_030384472.1|SLEB	LOC119647109|XP_037903815.1|HILL
OG0007045	LOC115623845|XP_030374247.1|SLEB	LOC119659218|XP_037923120.1|HILL
OG0007046	LOC115623719|XP_030374062.1|SLEB	LOC119655453|XP_037917284.1|HILL
OG0007047	LOC115630671|XP_030383175.1|SLEB	LOC119646888|XP_037903452.1|HILL
OG0007048	LOC115630538|XP_030383003.1|SLEB	LOC119647417|XP_037904233.1|HILL
OG0007049	LOC115630633|XP_030383129.1|SLEB	LOC119660301|XP_037924705.1|HILL
OG0007050	LOC115630936|XP_030383364.1|SLEB	LOC119659536|XP_037923610.1|HILL
OG0007051	LOC115631392|XP_030383973.1|SLEB	LOC119659515|XP_037923585.1|HILL
OG0007052	LOC115629851|XP_030382292.1|SLEB	LOC119650742|XP_037909744.1|HILL
OG0007053	LOC115625125|XP_030375899.1|SLEB	LOC119659736|XP_037923923.1|HILL
OG0007054	LOC115634717|XP_030388460.1|SLEB	LOC119646884|XP_037903445.1|HILL
OG0007055	LOC115626035|XP_030377149.1|SLEB	LOC119646545|XP_037902945.1|HILL
OG0007056	LOC115622799|XP_030372724.1|SLEB	LOC119650709|XP_037909646.1|HILL
OG0007057	LOC115629873|XP_030382328.1|SLEB	LOC119646153|XP_037902452.1|HILL
OG0007058	LOC115627078|XP_030378486.1|SLEB	LOC119657149|XP_037919854.1|HILL
OG0007059	LOC115631163|XP_030383707.1|SLEB	LOC119661533|XP_037926841.1|HILL
OG0007060	LOC115631417|XP_030384003.1|SLEB	LOC119646459|XP_037902840.1|HILL
OG0007061	LOC115632055|XP_030384889.1|SLEB	LOC119646449|XP_037902831.1|HILL
OG0007062	LOC115631211|XP_030383776.1|SLEB	LOC119648581|XP_037906281.1|HILL
OG0007063	LOC115625976|XP_030377079.1|SLEB	LOC119647326|XP_037904192.1|HILL
OG0007064	LOC115621831|XP_030371502.1|SLEB	LOC119647134|XP_037903854.1|HILL
OG0007065	LOC115631460|XP_030384068.1|SLEB	LOC119650736|XP_037909721.1|HILL
OG0007066	LOC115624753|XP_030375443.1|SLEB	LOC119647304|XP_037904143.1|HILL
OG0007067	LOC115631000|XP_030383455.1|SLEB	LOC119646804|XP_037903324.1|HILL
OG0007068	LOC115626194|XP_030377335.1|SLEB	LOC119651576|XP_037911145.1|HILL
OG0007069	LOC115626402|XP_030377624.1|SLEB	LOC119650694|XP_037909601.1|HILL
OG0007070	LOC115621497|XP_030371028.1|SLEB	LOC119654524|XP_037915897.1|HILL
OG0007071	LOC115623072|XP_030373132.1|SLEB	LOC119647127|XP_037903842.1|HILL
OG0007072	LOC115621499|XP_030371026.1|SLEB	LOC119652593|XP_037912746.1|HILL
OG0007073	LOC115630663|XP_030383165.1|SLEB	LOC119646729|XP_037903238.1|HILL
OG0007074	LOC115633867|XP_030387223.1|SLEB	LOC119653575|XP_037914243.1|HILL
OG0007075	LOC115631065|XP_030383564.1|SLEB	LOC119651923|XP_037911680.1|HILL
OG0007076	LOC115624957|XP_030375673.1|SLEB	LOC119656804|XP_037919344.1|HILL
OG0007077	LOC115631842|XP_030384545.1|SLEB	LOC119652678|XP_037912877.1|HILL
OG0007078	LOC115631025|XP_030383502.1|SLEB	LOC119647286|XP_037904120.1|HILL
OG0007079	LOC115631026|XP_030383503.1|SLEB	LOC119659684|XP_037923853.1|HILL
OG0007080	LOC115626309|XP_030377502.1|SLEB	LOC119650873|XP_037909963.1|HILL
OG0007081	LOC115625864|XP_030376935.1|SLEB	LOC119650825|XP_037909889.1|HILL
OG0007082	LOC115628518|XP_030380530.1|SLEB	LOC119651277|XP_037910709.1|HILL
OG0007083	LOC115631352|XP_030383928.1|SLEB	LOC119651601|XP_037911178.1|HILL
OG0007084	LOC115629872|XP_030382327.1|SLEB	LOC119651391|XP_037910900.1|HILL
OG0007085	LOC115632059|XP_030384896.1|SLEB	LOC119660763|XP_037925459.1|HILL
OG0007086	LOC115631145|XP_030383676.1|SLEB	LOC119646533|XP_037902927.1|HILL
OG0007087	LOC115625096|XP_030375858.1|SLEB	LOC119647629|XP_037904615.1|HILL
OG0007088	LOC115630988|XP_030383433.1|SLEB	LOC119647598|XP_037904552.1|HILL
OG0007089	LOC115631539|XP_030384171.1|SLEB	LOC119649135|XP_037907071.1|HILL
OG0007090	LOC115631214|XP_030383779.1|SLEB	LOC119658579|XP_037921962.1|HILL
OG0007091	LOC115632036|XP_030384861.1|SLEB	LOC119655614|XP_037917515.1|HILL
OG0007092	LOC115623531|XP_030373773.1|SLEB	LOC119659668|XP_037923821.1|HILL
OG0007093	LOC115625824|XP_030376874.1|SLEB	LOC119651042|XP_037910290.1|HILL
OG0007094	LOC115625963|XP_030377066.1|SLEB	LOC119650846|XP_037909919.1|HILL
OG0007095	LOC115625934|XP_030377031.1|SLEB	LOC119651101|XP_037910384.1|HILL
OG0007096	LOC115629003|XP_030381149.1|SLEB	LOC119651102|XP_037910385.1|HILL
OG0007097	LOC115630746|XP_030383260.1|SLEB	LOC119646795|XP_037903312.1|HILL
OG0007098	LOC115630502|XP_030382954.1|SLEB	LOC119646935|XP_037903554.1|HILL
OG0007099	LOC115621074|XP_030370462.1|SLEB	LOC119647205|XP_037903952.1|HILL
OG0007100	LOC115625809|XP_030376853.1|SLEB	LOC119647311|XP_037904157.1|HILL
OG0007101	LOC115631611|XP_030384275.1|SLEB	LOC119655761|XP_037917748.1|HILL
OG0007102	LOC115628620|XP_030380665.1|SLEB	LOC119646189|XP_037902500.1|HILL
OG0007103	LOC115624140|XP_030374596.1|SLEB	LOC119657946|XP_037921070.1|HILL
OG0007104	LOC115631834|XP_030384538.1|SLEB	LOC119658407|XP_037921731.1|HILL
OG0007105	LOC115630451|XP_030382871.1|SLEB	LOC119647193|XP_037903933.1|HILL
OG0007106	LOC115631254|XP_030383827.1|SLEB	LOC119647011|XP_037903676.1|HILL
OG0007107	LOC115630427|XP_030382839.1|SLEB	LOC119661141|XP_037926271.1|HILL
OG0007108	LOC115630535|XP_030383001.1|SLEB	LOC119661750|XP_037927148.1|HILL
OG0007109	LOC115631658|XP_030384331.1|SLEB	LOC119659852|XP_037924087.1|HILL
OG0007110	LOC115631024|XP_030383499.1|SLEB	LOC119659698|XP_037923882.1|HILL
OG0007111	LOC115631944|XP_030384657.1|SLEB	LOC119652409|XP_037912455.1|HILL
OG0007112	LOC115631174|XP_030383724.1|SLEB	LOC119661624|XP_037926972.1|HILL
OG0007113	LOC115620926|XP_030370292.1|SLEB	LOC119652687|XP_037912889.1|HILL
OG0007114	LOC115631237|XP_030383805.1|SLEB	LOC119661454|XP_037926736.1|HILL
OG0007115	LOC115630978|XP_030383420.1|SLEB	LOC119647189|XP_037903928.1|HILL
OG0007116	LOC115632039|XP_030384866.1|SLEB	LOC119661268|XP_037926454.1|HILL
OG0007117	LOC115630424|XP_030382822.1|SLEB	LOC119658792|XP_037922437.1|HILL
OG0007118	LOC115631716|XP_030384410.1|SLEB	LOC119647198|XP_037903938.1|HILL
OG0007119	LOC115626894|XP_030378264.1|SLEB	LOC119653668|XP_037914430.1|HILL
OG0007120	LOC115628815|XP_030380900.1|SLEB	LOC119655695|XP_037917630.1|HILL
OG0007121	LOC115626859|XP_030378222.1|SLEB	LOC119653398|XP_037913890.1|HILL
OG0007122	LOC115629119|XP_030381307.1|SLEB	LOC119653768|XP_037914687.1|HILL
OG0007123	LOC115629709|XP_030382088.1|SLEB	LOC119653769|XP_037914689.1|HILL
OG0007124	LOC115624772|XP_030375463.1|SLEB	LOC119648044|XP_037905423.1|HILL
OG0007125	LOC115624706|XP_030375384.1|SLEB	LOC119650336|XP_037908919.1|HILL
OG0007126	LOC115624781|XP_030375473.1|SLEB	LOC119650019|XP_037908418.1|HILL
OG0007127	LOC115624724|XP_030375406.1|SLEB	LOC119647521|XP_037904418.1|HILL
OG0007128	LOC115624776|XP_030375468.1|SLEB	LOC119649473|XP_037907559.1|HILL
OG0007129	LOC115624628|XP_030375243.1|SLEB	LOC119650428|XP_037909171.1|HILL
OG0007130	LOC115622842|XP_030372782.1|SLEB	LOC119647991|XP_037905304.1|HILL
OG0007131	LOC115621856|XP_030371538.1|SLEB	LOC119647900|XP_037905134.1|HILL
OG0007132	LOC115627133|XP_030378570.1|SLEB	LOC119649949|XP_037908297.1|HILL
OG0007133	LOC115632163|XP_030385050.1|SLEB	LOC119649408|XP_037907472.1|HILL
OG0007134	LOC115622729|XP_030372630.1|SLEB	LOC119647558|XP_037904479.1|HILL
OG0007135	LOC115632437|XP_030385441.1|SLEB	LOC119650055|XP_037908471.1|HILL
OG0007136	LOC115622577|XP_030372420.1|SLEB	LOC119648089|XP_037905509.1|HILL
OG0007137	LOC115626917|XP_030378287.1|SLEB	LOC119653637|XP_037914347.1|HILL
OG0007138	LOC115629464|XP_030381794.1|SLEB	LOC119655752|XP_037917736.1|HILL
OG0007139	LOC115628908|XP_030381027.1|SLEB	LOC119655857|XP_037917904.1|HILL
