Orthogroup	AAEG.longest_only	DANA.longest_only
OG0006083	LOC5571706|XP_021709357.1|AAEG	LOC6493669|XP_032310594.1|DANA
OG0006084	LOC5574073|XP_001661146.1|AAEG	LOC6506729|XP_032310635.1|DANA
OG0006085	LOC5574080|XP_001661151.2|AAEG	LOC6506367|XP_001958013.1|DANA
OG0006086	LOC5568514|XP_021706187.1|AAEG	LOC6506369|XP_014764721.1|DANA
OG0006087	LOC5568520|XP_011493363.2|AAEG	LOC6496273|XP_001960587.2|DANA
OG0006088	LOC5568522|XP_021705413.1|AAEG	LOC6507856|XP_001956478.1|DANA
OG0006089	LOC5576713|XP_021712506.1|AAEG, LOC5563836|XP_001648152.1|AAEG	LOC6504018|XP_001964014.2|DANA
OG0006090	LOC5566900|XP_021708665.1|AAEG	LOC6506908|XP_032309498.1|DANA
OG0006091	LOC110678373|XP_021706867.1|AAEG	LOC6507300|XP_001956289.3|DANA
OG0006092	LOC5566875|XP_021710311.1|AAEG	LOC26515299|XP_014761228.2|DANA
OG0006093	LOC5566860|XP_001651286.2|AAEG	LOC6494723|XP_001959794.1|DANA
OG0006094	LOC5566859|XP_001651285.1|AAEG	LOC6507914|XP_032310434.1|DANA
OG0006095	LOC5579922|XP_001652211.1|AAEG	LOC6495084|XP_001959098.3|DANA
OG0006096	LOC5577281|XP_021706774.1|AAEG	LOC6496368|XP_001960774.1|DANA
OG0006097	LOC5571245|XP_021706897.1|AAEG	LOC6506274|XP_032310647.1|DANA
OG0006098	LOC5573258|XP_001654471.1|AAEG	LOC6507178|XP_001965325.2|DANA
OG0006099	LOC5576492|XP_001662684.2|AAEG	LOC6495158|XP_032306076.1|DANA
OG0006100	LOC5576491|XP_001662683.1|AAEG	LOC6496398|XP_001960830.1|DANA
OG0006101	LOC5574205|XP_021707443.1|AAEG, LOC5574204|XP_001661261.1|AAEG	LOC6498582|XP_001963109.1|DANA
OG0006102	LOC5574194|XP_001661251.2|AAEG	LOC6495194|XP_001958881.1|DANA
OG0006103	LOC5574186|XP_021708046.1|AAEG	LOC6503114|XP_032308895.1|DANA
OG0006104	LOC5574184|XP_001661241.1|AAEG	LOC6492913|XP_001963674.1|DANA
OG0006105	LOC110678272|XP_021706587.1|AAEG	LOC6503826|XP_001963673.2|DANA
OG0006106	LOC5575195|XP_021706591.1|AAEG	LOC6507266|XP_014765121.1|DANA
OG0006107	LOC5567482|XP_021708246.1|AAEG	LOC6495821|XP_032306043.1|DANA
OG0006108	LOC5567476|XP_001657481.2|AAEG	LOC6503698|XP_001963904.1|DANA
OG0006109	LOC5567465|XP_001657467.1|AAEG	LOC6506083|XP_001958591.1|DANA
OG0006110	LOC5567463|XP_001657463.1|AAEG	LOC6506281|XP_001958206.1|DANA
OG0006111	LOC5571921|XP_021708626.1|AAEG	LOC6495832|XP_001959676.1|DANA
OG0006112	LOC5571927|XP_021708642.1|AAEG	LOC116654698|XP_032306398.1|DANA
OG0006113	LOC5571929|XP_021708648.1|AAEG	LOC6506577|XP_001957614.1|DANA
OG0006114	LOC5571931|XP_001660028.1|AAEG	LOC6505585|XP_001964646.1|DANA
OG0006115	LOC5569731|XP_021708744.1|AAEG	LOC6495685|XP_001959379.1|DANA
OG0006116	LOC5569737|XP_021708789.1|AAEG	LOC6495498|XP_001958980.1|DANA
OG0006117	LOC5569739|XP_001652965.2|AAEG	LOC6495037|XP_001959195.1|DANA
OG0006118	LOC5566546|XP_021708860.1|AAEG	LOC6494291|XP_014762708.1|DANA
OG0006119	LOC5566545|XP_021708901.1|AAEG	LOC6494026|XP_001961125.1|DANA
OG0006120	LOC5566536|XP_001650931.2|AAEG	LOC6496071|XP_001960158.1|DANA
OG0006121	LOC5563668|XP_001647965.1|AAEG	LOC26513893|XP_014765548.1|DANA
OG0006122	LOC5563695|XP_021709532.1|AAEG	LOC6506053|XP_001966639.2|DANA
OG0006123	LOC5563693|XP_001647960.3|AAEG	LOC6496453|XP_001960942.3|DANA
OG0006124	LOC5563688|XP_001647961.1|AAEG	LOC6498918|XP_032312287.1|DANA
OG0006125	LOC5568960|XP_001652616.2|AAEG	LOC6506214|XP_032310066.1|DANA
OG0006126	LOC5571611|XP_001659805.1|AAEG	LOC6507749|XP_001956264.1|DANA
OG0006127	LOC5565427|XP_001649813.1|AAEG	LOC6506332|XP_001958083.2|DANA
OG0006128	LOC5565451|XP_021710495.1|AAEG	LOC6506343|XP_001958067.1|DANA
OG0006129	LOC5565441|XP_011493116.1|AAEG	LOC6493606|XP_001958092.1|DANA
OG0006130	LOC5567902|XP_001651941.1|AAEG	LOC6506716|XP_001957377.1|DANA
OG0006131	LOC110680335|XP_021711849.1|AAEG, LOC5567891|XP_001651929.1|AAEG	LOC6507095|XP_001956679.1|DANA
OG0006132	LOC5567890|XP_001651928.1|AAEG	LOC6506345|XP_001958063.2|DANA
OG0006133	LOC5567888|XP_001651923.1|AAEG	LOC6493262|XP_001957376.1|DANA
OG0006134	LOC5567881|XP_021710667.1|AAEG	LOC6506326|XP_014764710.1|DANA
OG0006135	LOC5567874|XP_001651908.2|AAEG	LOC6506715|XP_032309628.1|DANA
OG0006136	LOC5576321|XP_001656059.1|AAEG	LOC6493732|XP_001958330.1|DANA
OG0006137	LOC110679716|XP_021711090.1|AAEG	LOC6507257|XP_001956375.1|DANA
OG0006138	LOC5564142|XP_001648441.1|AAEG	LOC6495451|XP_001958873.1|DANA
OG0006139	LOC5566693|XP_021711453.1|AAEG	LOC6495072|XP_001959127.1|DANA
OG0006140	LOC5566685|XP_001651092.2|AAEG	LOC6494121|XP_001960927.2|DANA
OG0006141	LOC5568576|XP_021711531.1|AAEG	LOC6494264|XP_032307228.1|DANA
OG0006142	LOC5568595|XP_021711629.1|AAEG	LOC6493651|XP_001958165.3|DANA
OG0006143	LOC5568600|XP_001652432.2|AAEG	LOC6507800|XP_001956367.2|DANA
OG0006144	LOC5568601|XP_001652433.2|AAEG	LOC6493270|XP_001957408.2|DANA
OG0006145	LOC5568602|XP_001652434.1|AAEG	LOC6506245|XP_001958274.1|DANA
OG0006146	LOC5569494|XP_001658579.2|AAEG	LOC6498037|XP_001961944.2|DANA
OG0006147	LOC5573233|XP_021704288.1|AAEG	LOC6499994|XP_001953466.1|DANA
OG0006148	LOC5573222|XP_001654438.2|AAEG	LOC6507105|XP_001956662.1|DANA
OG0006149	LOC5573217|XP_021704310.1|AAEG	LOC6507264|XP_001956366.1|DANA
OG0006150	LOC5573224|XP_021704309.1|AAEG	LOC6507799|XP_001956365.1|DANA
OG0006151	LOC5573210|XP_021704327.1|AAEG	LOC6498537|XP_032311080.1|DANA
OG0006181	LOC5575827|XP_001655854.1|AAEG	LOC6508044|XP_014765756.1|DANA
OG0006182	LOC5575824|XP_001655849.1|AAEG	LOC6501626|XP_001955635.1|DANA
OG0006183	LOC110674709|XP_021694453.1|AAEG	LOC6499025|XP_001955489.1|DANA
OG0006184	LOC5574751|XP_001655319.2|AAEG	LOC6500826|XP_001953991.1|DANA
OG0006185	LOC5574752|XP_001655318.1|AAEG	LOC6505845|XP_001964474.1|DANA
OG0006186	LOC5574753|XP_001655317.2|AAEG	LOC6499748|XP_001953998.1|DANA
OG0006187	LOC5577736|XP_001663510.1|AAEG	LOC6501595|XP_001955549.1|DANA
OG0006188	LOC5574744|XP_021694466.1|AAEG	LOC6503530|XP_014760981.1|DANA
OG0006189	LOC5574741|XP_021694467.1|AAEG	LOC116655267|XP_032308772.1|DANA
OG0006190	LOC5571578|XP_021694471.1|AAEG	LOC6499105|XP_001955287.1|DANA
OG0006191	LOC5574533|XP_021694480.1|AAEG	LOC6499080|XP_001955346.1|DANA
OG0006192	LOC5574528|XP_001655180.1|AAEG	LOC6504096|XP_001964167.2|DANA
OG0006193	LOC5574522|XP_001655173.1|AAEG	LOC6498759|XP_001967262.1|DANA
OG0006194	LOC5572377|XP_001660334.1|AAEG	LOC6501795|XP_001967181.1|DANA
OG0006195	LOC5572378|XP_001660333.1|AAEG	LOC6503905|XP_001963818.1|DANA
OG0006196	LOC5572036|XP_021694489.1|AAEG	LOC6494404|XP_032305616.1|DANA
OG0006197	LOC5572033|XP_021694494.1|AAEG	LOC6504362|XP_032311676.1|DANA
OG0006198	LOC5572028|XP_021694514.1|AAEG	LOC6502283|XP_032309407.1|DANA
OG0006199	LOC5572024|XP_001660130.1|AAEG	LOC6499112|XP_001955277.1|DANA
OG0006200	LOC5574332|XP_021694631.1|AAEG	LOC6499204|XP_001955120.1|DANA
OG0006201	LOC23687935|XP_021694662.1|AAEG	LOC6505093|XP_032307862.1|DANA
OG0006202	LOC5569474|XP_001658560.1|AAEG	LOC6505094|XP_001965479.1|DANA
OG0006203	LOC5569475|XP_021694672.1|AAEG	LOC6504986|XP_032307900.1|DANA
OG0006204	LOC5569478|XP_021694694.1|AAEG	LOC6500323|XP_001952970.1|DANA
OG0006205	LOC5574647|XP_001661571.1|AAEG	LOC6504451|XP_032308162.1|DANA
OG0006206	LOC5564249|XP_001648600.1|AAEG	LOC6503210|XP_032311841.1|DANA
OG0006207	LOC5564252|XP_021694709.1|AAEG	LOC6497570|XP_001961796.2|DANA
OG0006208	LOC5564219|XP_021694708.1|AAEG	LOC6507680|XP_001956133.1|DANA
OG0006209	LOC110680804|XP_021712271.1|AAEG, LOC5574717|XP_001655297.2|AAEG	LOC6504510|XP_001967046.2|DANA
OG0006210	LOC5578809|XP_021694724.1|AAEG	LOC6501948|XP_032308336.1|DANA
OG0006211	LOC5578729|XP_021694733.1|AAEG	LOC6497233|XP_001962513.1|DANA
OG0006212	LOC5578727|XP_021694734.1|AAEG	LOC6498312|XP_001962512.1|DANA
OG0006213	LOC110681277|XP_021712737.1|AAEG, LOC110674366|XP_021694338.1|AAEG	LOC6500066|XP_001953289.1|DANA
OG0006214	LOC5564724|XP_001649065.1|AAEG	LOC6502368|XP_001967164.1|DANA
OG0006215	LOC5576538|XP_021694801.1|AAEG	LOC6503977|XP_001963942.3|DANA
OG0006216	LOC5567107|XP_001651485.1|AAEG	LOC6501330|XP_001955005.2|DANA
OG0006217	LOC5572314|XP_021694825.1|AAEG	LOC6505210|XP_001965552.1|DANA
OG0006218	LOC5579242|XP_021694828.1|AAEG	LOC6498425|XP_001962783.2|DANA
OG0006219	LOC5574750|XP_021694834.1|AAEG	LOC6504834|XP_001966420.1|DANA
OG0006220	LOC5577045|XP_001663141.2|AAEG	LOC6507864|XP_001956487.2|DANA
OG0006221	LOC5565087|XP_001649427.2|AAEG	LOC6500559|XP_001953479.3|DANA
OG0006222	LOC110674796|XP_021694846.1|AAEG	LOC6500558|XP_001953477.1|DANA
OG0006223	LOC5564286|XP_001648636.2|AAEG	LOC6504976|XP_001965698.1|DANA
OG0006224	LOC5566787|XP_021694862.1|AAEG	LOC6504472|XP_001966963.3|DANA
OG0006225	LOC5564667|XP_021694871.1|AAEG	LOC6504756|XP_001966296.2|DANA
OG0006226	LOC5580072|XP_001654818.1|AAEG	LOC6496619|XP_001961275.1|DANA
OG0006227	LOC5580071|XP_001654812.1|AAEG	LOC6505014|XP_001965627.1|DANA
OG0006228	LOC5580062|XP_001654808.1|AAEG	LOC6496024|XP_001960065.1|DANA
OG0006229	LOC5578710|XP_021694900.1|AAEG	LOC6505477|XP_032311781.1|DANA
OG0006230	LOC5578281|XP_021694910.1|AAEG	LOC6504951|XP_001965748.2|DANA
OG0006231	LOC110675165|XP_021695245.1|AAEG, LOC5569245|XP_021694914.1|AAEG	LOC6505263|XP_032307804.1|DANA
OG0006232	LOC5573728|XP_001661035.2|AAEG	LOC6503208|XP_014761336.1|DANA
OG0006233	LOC5573727|XP_021694936.1|AAEG	LOC116656481|XP_032312033.1|DANA
OG0006234	LOC5570517|XP_001659205.1|AAEG	LOC6505318|XP_001965749.1|DANA
OG0006235	LOC5568336|XP_021694950.1|AAEG	LOC6498802|XP_001967286.1|DANA
OG0006236	LOC23687501|XP_011493011.1|AAEG	LOC6503747|XP_001963816.1|DANA
OG0006237	LOC5564076|XP_021694973.1|AAEG	LOC6504474|XP_001966969.1|DANA
OG0006238	LOC5574725|XP_021694985.1|AAEG	LOC6502323|XP_001967152.2|DANA
OG0006239	LOC5579033|XP_021694991.1|AAEG	LOC6504813|XP_001966385.1|DANA
OG0006240	LOC5579034|XP_021694992.1|AAEG	LOC6506018|XP_001964784.1|DANA
OG0006241	LOC5579269|XP_001647577.1|AAEG	LOC6504950|XP_001965750.1|DANA
OG0006242	LOC5577194|XP_021695013.1|AAEG	LOC6502968|XP_001963498.2|DANA
OG0006243	LOC5564018|XP_021695017.1|AAEG	LOC6505681|XP_001964465.1|DANA
OG0006244	LOC110674839|XP_021695039.1|AAEG	LOC6500554|XP_001953469.1|DANA
OG0006245	LOC5571724|XP_021695068.1|AAEG	LOC6501223|XP_001954794.1|DANA
OG0006246	LOC5566751|XP_001651159.1|AAEG	LOC6502370|XP_001967547.1|DANA
OG0006247	LOC5573032|XP_021695105.1|AAEG	LOC6496477|XP_032306526.1|DANA
OG0006248	LOC5576759|XP_021695123.1|AAEG	LOC6499478|XP_032305874.1|DANA
OG0006249	LOC5576924|XP_021695160.1|AAEG	LOC6503852|XP_014760406.1|DANA
OG0006250	LOC5568027|XP_021695522.1|AAEG	LOC6504914|XP_032309328.1|DANA
OG0006251	LOC5579467|XP_021693196.1|AAEG	LOC6499254|XP_001955017.1|DANA
OG0006252	LOC5578380|XP_021693622.1|AAEG	LOC6501336|XP_032307613.1|DANA
OG0006253	LOC5573035|XP_021693722.1|AAEG	LOC116655046|XP_032307914.1|DANA, LOC6502352|XP_032307835.1|DANA
OG0006255	LOC110675593|XP_021696708.1|AAEG, LOC5578999|XP_021696520.1|AAEG	LOC6501064|XP_001954488.1|DANA
OG0006256	LOC110681301|XP_021712751.1|AAEG, LOC110675740|XP_021697182.1|AAEG	LOC6505320|XP_001965753.1|DANA
OG0006257	LOC5565025|XP_021697607.1|AAEG	LOC6505083|XP_014760290.1|DANA
OG0006258	LOC5565023|XP_021697735.1|AAEG	LOC6504398|XP_032308210.1|DANA
OG0006259	LOC5569197|XP_021699670.1|AAEG	LOC6499026|XP_001955487.1|DANA
OG0006260	LOC5566776|XP_021700021.1|AAEG	LOC6505040|XP_001965579.2|DANA
OG0006261	LOC5566775|XP_001651184.2|AAEG	LOC6504235|XP_001965116.1|DANA
OG0006262	LOC5566773|XP_001651182.2|AAEG	LOC6493211|XP_001957279.1|DANA
OG0006263	LOC5566772|XP_001651180.1|AAEG	LOC6504050|XP_001964083.1|DANA
OG0006264	LOC5566770|XP_021701011.1|AAEG	LOC6502211|XP_001966023.1|DANA
OG0006265	LOC5566768|XP_021701317.1|AAEG	LOC6495892|XP_032306140.1|DANA
OG0006266	LOC5566778|XP_001651175.2|AAEG	LOC6502228|XP_001966025.1|DANA
OG0006267	LOC5566766|XP_001651173.2|AAEG	LOC6505225|XP_014760324.1|DANA
OG0006268	LOC5569486|XP_001658571.2|AAEG	LOC6495863|XP_001959735.2|DANA
OG0006269	LOC5573512|XP_001660915.1|AAEG	LOC6499384|XP_001954740.1|DANA
OG0006270	LOC5573519|XP_001660912.2|AAEG, LOC110680671|XP_021712154.1|AAEG	LOC6499285|XP_001954951.2|DANA
OG0006271	LOC5568404|XP_001658056.1|AAEG	LOC6500251|XP_001952937.1|DANA
OG0006272	LOC5570650|XP_001659245.1|AAEG	LOC6507965|XP_032308007.1|DANA
OG0006273	LOC5570654|XP_001659249.1|AAEG	LOC6496621|XP_001961281.1|DANA
OG0006274	LOC5574016|XP_001661110.2|AAEG	LOC6502163|XP_001966099.2|DANA
OG0006275	LOC110679564|XP_021710277.1|AAEG, LOC5564965|XP_021710653.1|AAEG	LOC6505146|XP_001965436.2|DANA
OG0006277	LOC5571977|XP_001660079.2|AAEG	LOC6501374|XP_001955101.2|DANA
OG0006278	LOC5579136|XP_001664229.2|AAEG	LOC6505266|XP_001965652.2|DANA
OG0006279	LOC5576072|XP_021713191.1|AAEG, LOC5576066|XP_021713140.1|AAEG	LOC6504266|XP_032308826.1|DANA
OG0006280	LOC5564154|XP_021713278.1|AAEG	LOC6503694|XP_014761037.1|DANA
OG0006281	LOC5564153|XP_001648484.2|AAEG	LOC6503953|XP_001963909.1|DANA
OG0006282	LOC5573487|XP_021713334.1|AAEG	LOC6502932|XP_001963565.1|DANA
OG0006283	LOC5564534|XP_021713347.1|AAEG	LOC6499057|XP_001955396.1|DANA
OG0006284	LOC5564532|XP_001648875.1|AAEG	LOC6506795|XP_001957222.1|DANA
OG0006285	LOC5580024|XP_001653907.2|AAEG	LOC6499601|XP_001954319.1|DANA
OG0006286	LOC5580026|XP_021713401.1|AAEG	LOC6500896|XP_001954123.2|DANA
OG0006287	LOC5570123|XP_021693098.1|AAEG	LOC6504268|XP_001967378.1|DANA
OG0006288	LOC5570124|XP_021693114.1|AAEG	LOC6505951|XP_001964667.1|DANA
OG0006289	LOC5569752|XP_001652976.1|AAEG	LOC6500879|XP_001954095.1|DANA
OG0006290	LOC5569750|XP_021693568.1|AAEG	LOC6501887|XP_014759637.1|DANA
OG0006291	LOC5570747|XP_021693712.1|AAEG	LOC6497050|XP_001962849.1|DANA
OG0006292	LOC5578392|XP_021694023.1|AAEG	LOC6502155|XP_014759953.1|DANA
OG0006293	LOC110674241|XP_021694157.1|AAEG	LOC6507405|XP_032309634.1|DANA
OG0006294	LOC110680398|XP_021711896.1|AAEG, LOC5572787|XP_021694297.1|AAEG	LOC6498791|XP_001967261.2|DANA
OG0006295	LOC5572391|XP_001654045.2|AAEG	LOC6504097|XP_001964169.1|DANA
OG0006296	LOC5572395|XP_021694382.1|AAEG	LOC6498754|XP_001967270.1|DANA
OG0006297	LOC110674718|XP_021694472.1|AAEG	LOC6503847|XP_014761092.2|DANA
OG0006298	LOC5564150|XP_021694510.1|AAEG	LOC6498789|XP_001967259.1|DANA
OG0006299	LOC5564151|XP_021694519.1|AAEG	LOC6501918|XP_014759667.1|DANA
OG0006300	LOC5578291|XP_001663817.1|AAEG	LOC6505149|XP_001965442.2|DANA
OG0006301	LOC5574147|XP_001661213.2|AAEG	LOC6503156|XP_001963537.1|DANA
OG0006302	LOC5569551|XP_021695167.1|AAEG	LOC6503105|XP_001963436.2|DANA
OG0006303	LOC5565400|XP_001649725.2|AAEG, LOC110675150|XP_021695225.1|AAEG	LOC6495488|XP_014763332.1|DANA
OG0006304	LOC5578884|XP_021695292.1|AAEG, LOC5569569|XP_021712700.1|AAEG	LOC6501361|XP_001955074.2|DANA
OG0006305	LOC5578888|XP_021695333.1|AAEG	LOC6499221|XP_032308593.1|DANA
OG0006306	LOC5563948|XP_021695343.1|AAEG	LOC26515147|XP_032308614.1|DANA
OG0006307	LOC5563947|XP_021695396.1|AAEG	LOC6500289|XP_014766482.1|DANA
OG0006308	LOC110675293|XP_021695488.1|AAEG	LOC6496751|XP_001967862.1|DANA
OG0006309	LOC5574253|XP_021695648.1|AAEG	LOC6505309|XP_032307841.1|DANA
OG0006310	LOC5574257|XP_021695746.1|AAEG	LOC6499150|XP_001955206.1|DANA
OG0006311	LOC5569922|XP_001658821.2|AAEG	LOC6503674|XP_032308473.1|DANA
OG0006312	LOC5569925|XP_021695873.1|AAEG	LOC6503676|XP_001963953.1|DANA
OG0006313	LOC5569926|XP_001658823.2|AAEG	LOC6503876|XP_001963759.1|DANA
OG0006314	LOC5576024|XP_001662362.1|AAEG	LOC26515188|XP_032311937.1|DANA
OG0006315	LOC5566493|XP_001650886.2|AAEG	LOC6499390|XP_032312332.1|DANA
OG0006316	LOC5571323|XP_021696697.1|AAEG	LOC6503691|XP_001963914.1|DANA
OG0006317	LOC5571322|XP_001653610.1|AAEG	LOC6503714|XP_001963874.1|DANA
OG0006318	LOC5570448|XP_021696888.1|AAEG	LOC6498749|XP_001967276.1|DANA
OG0006319	LOC5564010|XP_021697066.1|AAEG	LOC6493941|XP_001961278.1|DANA
OG0006320	LOC5564829|XP_021697212.1|AAEG	LOC6501898|XP_001966711.2|DANA
OG0006321	LOC5576595|XP_001656178.2|AAEG	LOC6501892|XP_001966720.1|DANA
OG0006322	LOC5576592|XP_001656173.1|AAEG	LOC6501860|XP_001966786.1|DANA
OG0006323	LOC5576586|XP_021697461.1|AAEG	LOC6502849|XP_001958220.1|DANA
OG0006324	LOC5574996|XP_021697597.1|AAEG	LOC6503890|XP_032308420.1|DANA
OG0006325	LOC5574988|XP_021697667.1|AAEG	LOC6499798|XP_001953893.2|DANA
OG0006326	LOC5574986|XP_001655459.2|AAEG	LOC6493599|XP_001958071.1|DANA
OG0006327	LOC5574983|XP_001655456.2|AAEG	LOC6505599|XP_001964618.1|DANA
OG0006328	LOC5574982|XP_021697717.1|AAEG	LOC6499506|XP_014766114.1|DANA
OG0006329	LOC5574971|XP_021697845.1|AAEG	LOC6504090|XP_001964156.1|DANA
OG0006330	LOC5577024|XP_021698112.1|AAEG	LOC6501447|XP_032310174.1|DANA
OG0006331	LOC5572545|XP_001660477.2|AAEG	LOC6505284|XP_001965686.2|DANA
OG0006332	LOC5572540|XP_001660476.2|AAEG	LOC6504895|XP_001966547.1|DANA
OG0006333	LOC5572543|XP_021698170.1|AAEG	LOC6505233|XP_001965589.3|DANA
OG0006334	LOC5572548|XP_021698233.1|AAEG	LOC6503802|XP_001963718.1|DANA
OG0006335	LOC5566388|XP_021698878.1|AAEG	LOC6500811|XP_001953959.1|DANA
OG0006336	LOC5572011|XP_021698892.1|AAEG	LOC6503132|XP_001963483.1|DANA
OG0006337	LOC5580122|XP_021699339.1|AAEG	LOC6505025|XP_001965611.1|DANA
OG0006338	LOC5567929|XP_001651968.2|AAEG	LOC6500991|XP_001954311.1|DANA
OG0006339	LOC5580055|XP_021699699.1|AAEG	LOC6500189|XP_001966666.1|DANA
OG0006340	LOC5580058|XP_011493555.1|AAEG	LOC6502952|XP_001963530.1|DANA
OG0006341	LOC5580070|XP_001654823.1|AAEG	LOC6507745|XP_001956259.1|DANA
OG0006342	LOC5576247|XP_021699775.1|AAEG	LOC6505190|XP_032307891.1|DANA
OG0006343	LOC5569694|XP_001658675.2|AAEG	LOC6505189|XP_032307889.1|DANA
OG0006344	LOC5568097|XP_021699868.1|AAEG	LOC26513674|XP_014759023.2|DANA, LOC6504420|XP_032308330.1|DANA
OG0006345	LOC5564403|XP_021699994.1|AAEG	LOC6501627|XP_032312113.1|DANA
OG0006346	LOC5564392|XP_001648745.1|AAEG	LOC6499403|XP_001954707.1|DANA
OG0006347	LOC5564399|XP_021700076.1|AAEG	LOC6501649|XP_014767149.1|DANA
OG0006348	LOC23687419|XP_021700400.1|AAEG	LOC6505139|XP_001965426.1|DANA
OG0006349	LOC5576477|XP_021700521.1|AAEG	LOC6502231|XP_032308697.1|DANA
OG0006350	LOC5576483|XP_001662676.2|AAEG	LOC6506007|XP_001964769.2|DANA
OG0006351	LOC5576486|XP_001662679.2|AAEG	LOC6502931|XP_032311810.1|DANA
OG0006352	LOC5576487|XP_001662680.2|AAEG	LOC6494943|XP_001959352.1|DANA
OG0006353	LOC5575639|XP_021700696.1|AAEG	LOC6498997|XP_014765869.1|DANA
OG0006354	LOC5570714|XP_021700801.1|AAEG	LOC6499502|XP_001954494.2|DANA
OG0006355	LOC5570702|XP_021700994.1|AAEG	LOC6505285|XP_001965689.1|DANA
OG0006356	LOC5571573|XP_001653710.2|AAEG	LOC6504605|XP_001966540.1|DANA
OG0006357	LOC5571574|XP_021701329.1|AAEG	LOC6502103|XP_032309379.1|DANA
OG0006358	LOC5567106|XP_001651492.1|AAEG	LOC6507448|XP_001955991.3|DANA
OG0006359	LOC5567104|XP_021701584.1|AAEG	LOC6505644|XP_001964542.1|DANA
OG0006360	LOC5567102|XP_021701592.1|AAEG	LOC6503092|XP_032308972.1|DANA
OG0006361	LOC5565274|XP_001649600.2|AAEG	LOC6499439|XP_001954637.2|DANA
OG0006362	LOC5565253|XP_021701766.1|AAEG	LOC6504882|XP_032309255.1|DANA
OG0006363	LOC5564185|XP_001648523.2|AAEG	LOC6498808|XP_032308103.1|DANA
OG0006364	LOC5567564|XP_001657555.2|AAEG	LOC6504238|XP_001965107.1|DANA
OG0006365	LOC5567562|XP_021702952.1|AAEG	LOC6498771|XP_001967239.1|DANA
OG0006366	LOC5567558|XP_021702974.1|AAEG	LOC6498784|XP_001967245.1|DANA
OG0006367	LOC110681435|XP_021712879.1|AAEG, LOC5568687|XP_021703023.1|AAEG	LOC6504443|XP_001966973.1|DANA
OG0006368	LOC5568679|XP_001658089.1|AAEG	LOC6505966|XP_032305388.1|DANA
OG0006369	LOC5568680|XP_021703108.1|AAEG	LOC6505561|XP_032305371.1|DANA
OG0006370	LOC5576891|XP_021703357.1|AAEG	LOC6501895|XP_001966714.1|DANA
OG0006371	LOC5576876|XP_001662974.1|AAEG	LOC6505577|XP_001964669.1|DANA
OG0006372	LOC5576871|XP_021703551.1|AAEG	LOC6505604|XP_001964611.1|DANA
OG0006373	LOC5575874|XP_021703663.1|AAEG	LOC6505304|XP_001965722.3|DANA
OG0006374	LOC5573561|XP_001660932.2|AAEG	LOC6503677|XP_001963951.1|DANA
OG0006375	LOC5564049|XP_021703880.1|AAEG	LOC6503723|XP_032308477.1|DANA
OG0006376	LOC5564048|XP_021703893.1|AAEG	LOC6501988|XP_001966825.1|DANA
OG0006377	LOC5564055|XP_001648371.1|AAEG	LOC6505064|XP_001965530.1|DANA
OG0006378	LOC5564041|XP_001648374.1|AAEG	LOC6506011|XP_014760879.1|DANA
OG0006379	LOC5564052|XP_001648386.2|AAEG	LOC6504744|XP_032309050.1|DANA
OG0006380	LOC5579306|XP_001647614.2|AAEG	LOC6502117|XP_001966176.1|DANA
OG0006381	LOC5571507|XP_021704110.1|AAEG	LOC6498757|XP_001967264.1|DANA
OG0006382	LOC5571505|XP_021704117.1|AAEG	LOC6504087|XP_001964148.1|DANA
OG0006383	LOC5579338|XP_021704112.1|AAEG	LOC6503559|XP_032308714.1|DANA
OG0006384	LOC5571500|XP_001659750.2|AAEG	LOC6504092|XP_001964159.1|DANA
OG0006385	LOC5571497|XP_001659747.2|AAEG	LOC6501066|XP_001954492.2|DANA
OG0006386	LOC5571495|XP_001659745.2|AAEG	LOC6497283|XP_001962394.1|DANA
OG0006387	LOC5571492|XP_001659742.2|AAEG	LOC6501602|XP_001955568.1|DANA
OG0006388	LOC5580104|XP_021704389.1|AAEG	LOC6503853|XP_001963716.3|DANA
OG0006389	LOC5580117|XP_021704405.1|AAEG	LOC6503803|XP_001963717.1|DANA
OG0006390	LOC5572862|XP_001660621.2|AAEG	LOC6505797|XP_001964392.1|DANA
OG0006391	LOC5575868|XP_021704753.1|AAEG	LOC6500185|XP_001953066.2|DANA
OG0006392	LOC5577255|XP_021705012.1|AAEG	LOC6503597|XP_001964087.2|DANA
OG0006393	LOC5579201|XP_001657324.1|AAEG	LOC6497404|XP_001962153.2|DANA
OG0006394	LOC5578147|XP_001663718.1|AAEG	LOC6498734|XP_001967843.1|DANA
OG0006395	LOC5578144|XP_001663714.2|AAEG	LOC6501195|XP_001954741.1|DANA
OG0006396	LOC5565046|XP_001649414.2|AAEG	LOC6503175|XP_001963582.1|DANA
OG0006397	LOC5565042|XP_021705270.1|AAEG	LOC6503783|XP_001963751.1|DANA
OG0006398	LOC5565039|XP_001649398.2|AAEG	LOC6503940|XP_001963882.1|DANA
OG0006399	LOC5565032|XP_001649389.2|AAEG	LOC6504922|XP_001966596.1|DANA
OG0006400	LOC5565047|XP_001649385.2|AAEG	LOC6504921|XP_001966595.3|DANA
OG0006401	LOC5565049|XP_021694261.1|AAEG	LOC6506283|XP_001958200.2|DANA
OG0006402	LOC110677913|XP_021705581.1|AAEG	LOC6499292|XP_001954930.1|DANA
