Orthogroup	AAEG.longest_only	DBIA.longest_only
OG0006563	LOC5568360|XP_001658012.1|AAEG	LOC108027237|XP_016954059.1|DBIA
OG0006564	LOC5568358|XP_001658010.2|AAEG	LOC108027064|XP_016953761.1|DBIA
OG0006565	LOC5568352|XP_021693940.1|AAEG	LOC108022975|XP_016947692.1|DBIA
OG0006566	LOC5577579|XP_021694031.1|AAEG	LOC108024594|XP_016950091.1|DBIA
OG0006567	LOC5576107|XP_001662452.2|AAEG	LOC108024402|XP_016949803.1|DBIA
OG0006568	LOC5576108|XP_001662453.2|AAEG	LOC108024747|XP_016950343.1|DBIA
OG0006569	LOC5576109|XP_001662454.2|AAEG	LOC108028618|XP_016956026.1|DBIA
OG0006570	LOC5576110|XP_021694084.1|AAEG	LOC108032907|XP_016962456.1|DBIA
OG0006571	LOC5576116|XP_001662462.1|AAEG	LOC108031783|XP_016960986.1|DBIA
OG0006572	LOC5576132|XP_001662478.2|AAEG	LOC108031080|XP_016959775.1|DBIA
OG0006573	LOC110674229|XP_021694111.1|AAEG	LOC108027371|XP_016954285.1|DBIA
OG0006574	LOC5576136|XP_021694113.1|AAEG	LOC108031924|XP_016961185.1|DBIA
OG0006575	LOC5565180|XP_001649527.2|AAEG	LOC108026007|XP_016952186.1|DBIA
OG0006576	LOC110674238|XP_021694147.1|AAEG	LOC108031772|XP_016960968.1|DBIA
OG0006577	LOC5565138|XP_001649513.2|AAEG	LOC108032104|XP_016961422.1|DBIA
OG0006578	LOC5565141|XP_001649511.2|AAEG	LOC108031770|XP_016960966.1|DBIA
OG0006579	LOC5565143|XP_001649510.2|AAEG	LOC108036771|XP_016968600.1|DBIA
OG0006580	LOC110674240|XP_021694152.1|AAEG	LOC108024730|XP_016950316.1|DBIA
OG0006581	LOC5577592|XP_001656580.2|AAEG	LOC108032876|XP_016962366.1|DBIA
OG0006582	LOC5577591|XP_021694159.1|AAEG	LOC108031722|XP_016960881.1|DBIA
OG0006583	LOC5565080|XP_021694165.1|AAEG	LOC108024692|XP_016950260.1|DBIA
OG0006584	LOC5564609|XP_001648956.2|AAEG	LOC108029215|XP_016956895.1|DBIA
OG0006585	LOC5564410|XP_021694178.1|AAEG	LOC108032506|XP_016961820.1|DBIA
OG0006586	LOC5572611|XP_001654122.2|AAEG	LOC108025282|XP_016951147.1|DBIA
OG0006587	LOC5572612|XP_001654123.2|AAEG	LOC108025279|XP_016951141.1|DBIA
OG0006588	LOC5572615|XP_021694184.1|AAEG	LOC108025033|XP_016950781.1|DBIA
OG0006589	LOC5572675|XP_021694204.1|AAEG	LOC108027353|XP_016954261.1|DBIA
OG0006590	LOC5572678|XP_001660498.2|AAEG	LOC108027396|XP_016954323.1|DBIA
OG0006591	LOC5566106|XP_021695274.1|AAEG	LOC108028247|XP_016955419.1|DBIA
OG0006592	LOC5566140|XP_001650507.1|AAEG	LOC108032248|XP_016961601.1|DBIA
OG0006593	LOC5566139|XP_001650506.1|AAEG	LOC108031068|XP_016959763.1|DBIA
OG0006594	LOC5566121|XP_001650501.2|AAEG	LOC108035634|XP_016966824.1|DBIA
OG0006595	LOC5566108|XP_021695437.1|AAEG	LOC108036561|XP_016968289.1|DBIA
OG0006596	LOC5570944|XP_021699203.1|AAEG	LOC108030177|XP_016958408.1|DBIA
OG0006597	LOC5570945|XP_021695449.1|AAEG	LOC108035225|XP_016966244.1|DBIA
OG0006598	LOC5570951|XP_021695450.1|AAEG	LOC108034874|XP_016965566.1|DBIA
OG0006599	LOC5571446|XP_001659697.2|AAEG	LOC108028424|XP_016955743.1|DBIA
OG0006600	LOC5571447|XP_021695466.1|AAEG	LOC108028457|XP_016955794.1|DBIA
OG0006601	LOC5571450|XP_001659703.1|AAEG	LOC108034929|XP_016965676.1|DBIA
OG0006602	LOC5571451|XP_001659704.1|AAEG	LOC108034930|XP_016965677.1|DBIA
OG0006603	LOC5571452|XP_001659705.2|AAEG	LOC108034923|XP_016965668.1|DBIA
OG0006604	LOC5573691|XP_021695485.1|AAEG	LOC108030524|XP_016958902.1|DBIA
OG0006605	LOC5574880|XP_021712349.1|AAEG, LOC110675294|XP_021695487.1|AAEG	LOC108033229|XP_016962985.1|DBIA
OG0006606	LOC23687391|XP_011493608.2|AAEG	LOC108028283|XP_016955477.1|DBIA
OG0006607	LOC5574895|XP_021695492.1|AAEG	LOC108034917|XP_016965658.1|DBIA
OG0006608	LOC5570277|XP_001659030.1|AAEG	LOC108032932|XP_016962491.1|DBIA
OG0006609	LOC5579871|XP_021695537.1|AAEG	LOC108031901|XP_016961158.1|DBIA
OG0006610	LOC5579867|XP_021695542.1|AAEG	LOC108035183|XP_016966145.1|DBIA
OG0006611	LOC5579865|XP_021695552.1|AAEG	LOC108035421|XP_016966531.1|DBIA
OG0006612	LOC5579863|XP_001664324.1|AAEG	LOC108034557|XP_016964974.1|DBIA
OG0006613	LOC5579876|XP_021695557.1|AAEG	LOC108035599|XP_016966765.1|DBIA
OG0006614	LOC5579861|XP_001664322.3|AAEG	LOC108035571|XP_016966729.1|DBIA
OG0006615	LOC5567814|XP_021695570.1|AAEG	LOC108035529|XP_016966687.1|DBIA
OG0006616	LOC5567811|XP_021695577.1|AAEG	LOC108029468|XP_016957212.1|DBIA
OG0006617	LOC5567808|XP_001657712.2|AAEG	LOC108028600|XP_016956007.1|DBIA
OG0006618	LOC5569147|XP_021695600.1|AAEG	LOC108034911|XP_016965645.1|DBIA
OG0006619	LOC5569150|XP_001658335.2|AAEG	LOC108035323|XP_016966387.1|DBIA
OG0006620	LOC5571220|XP_001659598.2|AAEG	LOC108035563|XP_016966720.1|DBIA
OG0006621	LOC5571216|XP_021695605.1|AAEG	LOC108028722|XP_016956169.1|DBIA
OG0006622	LOC5575759|XP_021695618.1|AAEG	LOC108030433|XP_016958813.1|DBIA
OG0006623	LOC5575760|XP_001662181.2|AAEG	LOC108030852|XP_016959483.1|DBIA
OG0006624	LOC5578213|XP_001656857.2|AAEG	LOC108030051|XP_016958116.1|DBIA
OG0006625	LOC5578216|XP_021695645.1|AAEG	LOC108030056|XP_016958128.1|DBIA
OG0006626	LOC110675343|XP_021695639.1|AAEG, LOC5578217|XP_001656860.2|AAEG	LOC108023895|XP_016949069.1|DBIA
OG0006627	LOC5578219|XP_021695649.1|AAEG	LOC108029503|XP_016957276.1|DBIA
OG0006628	LOC5578220|XP_021695658.1|AAEG	LOC108029502|XP_016957272.1|DBIA
OG0006629	LOC5575746|XP_021695709.1|AAEG	LOC108022734|XP_016947312.1|DBIA
OG0006630	LOC5575738|XP_021695717.1|AAEG	LOC108022277|XP_016946625.1|DBIA
OG0006631	LOC5566723|XP_001651131.1|AAEG	LOC108034564|XP_016964982.1|DBIA
OG0006632	LOC5569288|XP_021695732.1|AAEG	LOC108029534|XP_016957332.1|DBIA
OG0006633	LOC5579241|XP_021695737.1|AAEG	LOC108030646|XP_016959152.1|DBIA
OG0006634	LOC5571773|XP_001659905.2|AAEG	LOC108029185|XP_016956845.1|DBIA
OG0006635	LOC5571771|XP_001659904.1|AAEG	LOC108027790|XP_016954847.1|DBIA
OG0006636	LOC5570670|XP_001659261.1|AAEG	LOC108025984|XP_016952168.1|DBIA
OG0006637	LOC5570666|XP_001659265.1|AAEG	LOC108028544|XP_016955931.1|DBIA
OG0006638	LOC5571299|XP_001653603.2|AAEG	LOC108036567|XP_016968303.1|DBIA
OG0006639	LOC5571296|XP_021695823.1|AAEG	LOC108036338|XP_016967869.1|DBIA
OG0006640	LOC110675376|XP_021695875.1|AAEG	LOC108029727|XP_016957699.1|DBIA
OG0006641	LOC5571277|XP_021695876.1|AAEG	LOC108036343|XP_016967888.1|DBIA
OG0006642	LOC5571274|XP_021695903.1|AAEG	LOC108022471|XP_016946910.1|DBIA
OG0006643	LOC5579290|XP_021695906.1|AAEG	LOC108026657|XP_016953183.1|DBIA
OG0006644	LOC5571258|XP_001653556.1|AAEG	LOC108028644|XP_016956057.1|DBIA
OG0006645	LOC5578052|XP_021695953.1|AAEG	LOC108032594|XP_016961996.1|DBIA
OG0006646	LOC5578053|XP_021695958.1|AAEG	LOC108030049|XP_016958113.1|DBIA
OG0006647	LOC5568469|XP_021695997.1|AAEG	LOC108030225|XP_016958501.1|DBIA
OG0006648	LOC5573484|XP_001654632.1|AAEG	LOC108034626|XP_016965051.1|DBIA
OG0006649	LOC5575041|XP_001661771.2|AAEG	LOC108026717|XP_016953314.1|DBIA
OG0006650	LOC5573236|XP_021696049.1|AAEG	LOC108030126|XP_016958319.1|DBIA
OG0006651	LOC110675422|XP_021696083.1|AAEG	LOC108028273|XP_016955462.1|DBIA
OG0006652	LOC5574113|XP_001661185.1|AAEG	LOC108028746|XP_016956204.1|DBIA
OG0006653	LOC5574095|XP_021696112.1|AAEG	LOC108034869|XP_016965554.1|DBIA
OG0006654	LOC5574088|XP_021696127.1|AAEG	LOC108031074|XP_016959772.1|DBIA
OG0006655	LOC5574085|XP_021696132.1|AAEG	LOC108034894|XP_016965597.1|DBIA
OG0006656	LOC5565105|XP_021696171.1|AAEG	LOC108035057|XP_016965927.1|DBIA
OG0006657	LOC5572889|XP_001654239.2|AAEG	LOC108022876|XP_016947560.1|DBIA
OG0006658	LOC5574850|XP_001661673.2|AAEG	LOC108035341|XP_016966416.1|DBIA
OG0006659	LOC5566569|XP_021696260.1|AAEG	LOC108035451|XP_016966578.1|DBIA
OG0006660	LOC5574852|XP_021696264.1|AAEG	LOC108028682|XP_016956110.1|DBIA
OG0006661	LOC5579990|XP_021696271.1|AAEG	LOC108028434|XP_016955753.1|DBIA
OG0006662	LOC5574519|XP_001661488.1|AAEG	LOC108027787|XP_016954844.1|DBIA
OG0006663	LOC23687518|XP_011493493.2|AAEG	LOC108028622|XP_016956031.1|DBIA
OG0006664	LOC5577071|XP_021696368.1|AAEG	LOC108032096|XP_016961413.1|DBIA
OG0006665	LOC110675498|XP_021696371.1|AAEG	LOC108027891|XP_016955002.1|DBIA
OG0006666	LOC5570511|XP_021696425.1|AAEG	LOC108030341|XP_016958694.1|DBIA
OG0006667	LOC5570529|XP_021696429.1|AAEG	LOC108028501|XP_016955866.1|DBIA
OG0006668	LOC5570473|XP_021696469.1|AAEG	LOC108029424|XP_016957157.1|DBIA
OG0006669	LOC5571688|XP_021696474.1|AAEG	LOC108028031|XP_016955158.1|DBIA
OG0006670	LOC5571685|XP_001659821.1|AAEG	LOC108028750|XP_016956209.1|DBIA
OG0006671	LOC5571684|XP_021696476.1|AAEG	LOC108028416|XP_016955724.1|DBIA
OG0006672	LOC5567636|XP_021696480.1|AAEG	LOC108034880|XP_016965574.1|DBIA
OG0006673	LOC5567634|XP_001657589.2|AAEG	LOC108035333|XP_016966400.1|DBIA
OG0006674	LOC5567619|XP_001657593.2|AAEG	LOC108028288|XP_016955491.1|DBIA
OG0006675	LOC110675521|XP_021696504.1|AAEG	LOC108034529|XP_016964944.1|DBIA
OG0006676	LOC5564100|XP_021696522.1|AAEG	LOC108028413|XP_016955720.1|DBIA
OG0006677	LOC5564099|XP_001648425.2|AAEG	LOC108034964|XP_016965762.1|DBIA
OG0006678	LOC5566286|XP_021696527.1|AAEG	LOC108028325|XP_016955546.1|DBIA
OG0006679	LOC5566296|XP_001650672.2|AAEG	LOC108034846|XP_016965467.1|DBIA
OG0006680	LOC5566273|XP_021696539.1|AAEG	LOC108025328|XP_016951243.1|DBIA
OG0006681	LOC5566279|XP_021696554.1|AAEG	LOC108028414|XP_016955721.1|DBIA
OG0006682	LOC5566283|XP_021696559.1|AAEG	LOC108028621|XP_016956030.1|DBIA
OG0006683	LOC110675561|XP_021696569.1|AAEG	LOC108028839|XP_016956319.1|DBIA
OG0006684	LOC5566291|XP_021696570.1|AAEG	LOC108034963|XP_016965761.1|DBIA
OG0006685	LOC5570091|XP_001653078.1|AAEG	LOC108036434|XP_016968063.1|DBIA
OG0006686	LOC5570087|XP_021696585.1|AAEG	LOC108028331|XP_016955560.1|DBIA
OG0006687	LOC5569214|XP_001658387.1|AAEG	LOC108035742|XP_016966927.1|DBIA
OG0006688	LOC5568098|XP_001652035.1|AAEG	LOC108028039|XP_016955166.1|DBIA
OG0006689	LOC5568104|XP_001652043.2|AAEG	LOC108034465|XP_016964838.1|DBIA
OG0006690	LOC5566341|XP_021696745.1|AAEG	LOC108025613|XP_016951639.1|DBIA
OG0006691	LOC5578957|XP_001664136.2|AAEG	LOC108035151|XP_016966082.1|DBIA
OG0006692	LOC5564626|XP_001648971.2|AAEG	LOC108030654|XP_016959163.1|DBIA
OG0006693	LOC5564627|XP_021696772.1|AAEG	LOC108035433|XP_016966554.1|DBIA
OG0006694	LOC5567126|XP_001651548.1|AAEG	LOC108023536|XP_016948592.1|DBIA
OG0006695	LOC5564573|XP_021696810.1|AAEG	LOC108035289|XP_016966345.1|DBIA
OG0006697	LOC5566237|XP_021696840.1|AAEG	LOC108035505|XP_016966652.1|DBIA
OG0006698	LOC5566233|XP_001650607.1|AAEG	LOC108035138|XP_016966069.1|DBIA
OG0006699	LOC5565645|XP_021696877.1|AAEG	LOC108035278|XP_016966330.1|DBIA
OG0006700	LOC5565664|XP_001650012.1|AAEG	LOC108030302|XP_016958629.1|DBIA
OG0006701	LOC110675643|XP_021696899.1|AAEG	LOC108036652|XP_016968421.1|DBIA
OG0006702	LOC5573780|XP_021696923.1|AAEG	LOC108031020|XP_016959712.1|DBIA
OG0006703	LOC5576413|XP_001656115.2|AAEG	LOC108035668|XP_016966864.1|DBIA
OG0006704	LOC5576414|XP_021696953.1|AAEG	LOC108035669|XP_016966865.1|DBIA
OG0006705	LOC5568904|XP_021696995.1|AAEG	LOC108036453|XP_016968101.1|DBIA
OG0006706	LOC5568900|XP_001658223.2|AAEG	LOC108023055|XP_016947791.1|DBIA
OG0006707	LOC5574793|XP_001655350.2|AAEG	LOC108026760|XP_016953389.1|DBIA
OG0006708	LOC5574797|XP_021697006.1|AAEG	LOC108024238|XP_016949608.1|DBIA
OG0006709	LOC5574825|XP_021697020.1|AAEG	LOC108036333|XP_016967861.1|DBIA
OG0006710	LOC5578225|XP_021697046.1|AAEG	LOC108028284|XP_016955482.1|DBIA
OG0006711	LOC5576452|XP_021697043.1|AAEG	LOC108027960|XP_016955074.1|DBIA
OG0006712	LOC5568326|XP_021697052.1|AAEG	LOC108035041|XP_016965900.1|DBIA
OG0006713	LOC5568323|XP_021697067.1|AAEG	LOC108035559|XP_016966716.1|DBIA
OG0006714	LOC5568322|XP_001652200.1|AAEG	LOC108035676|XP_016966874.1|DBIA
OG0006715	LOC5568301|XP_001652178.2|AAEG	LOC108028613|XP_016956022.1|DBIA
OG0006716	LOC5568300|XP_021697096.1|AAEG	LOC108027818|XP_016954886.1|DBIA
OG0006717	LOC5568299|XP_001652176.1|AAEG	LOC108030687|XP_016959210.1|DBIA
OG0006718	LOC5568296|XP_001652173.1|AAEG	LOC108030572|XP_016958972.1|DBIA
OG0006719	LOC5568293|XP_021697100.1|AAEG	LOC108034556|XP_016964973.1|DBIA
OG0006720	LOC110675714|XP_021697113.1|AAEG	LOC108028840|XP_016956322.1|DBIA
OG0006721	LOC5571810|XP_001659942.1|AAEG	LOC108035354|XP_016966436.1|DBIA
OG0006722	LOC5571811|XP_021697116.1|AAEG	LOC108035633|XP_016966823.1|DBIA
OG0006723	LOC5574704|XP_021697229.1|AAEG	LOC108034130|XP_016964407.1|DBIA
OG0006724	LOC5572699|XP_001660517.1|AAEG	LOC108031963|XP_016961241.1|DBIA
OG0006725	LOC5572697|XP_001660516.1|AAEG	LOC108032120|XP_016961442.1|DBIA
OG0006726	LOC5572696|XP_001660515.1|AAEG	LOC108024599|XP_016950099.1|DBIA
OG0006727	LOC5572694|XP_021697243.1|AAEG	LOC108031904|XP_016961160.1|DBIA
OG0006728	LOC5571605|XP_001653725.2|AAEG	LOC108031334|XP_016960076.1|DBIA
OG0006729	LOC5570741|XP_021697358.1|AAEG	LOC108036563|XP_016968298.1|DBIA
OG0006730	LOC5576648|XP_001662804.1|AAEG	LOC108036243|XP_016967740.1|DBIA
OG0006731	LOC5564512|XP_021697371.1|AAEG	LOC108034054|XP_016964298.1|DBIA
OG0006732	LOC5565659|XP_021697379.1|AAEG	LOC108034594|XP_016965015.1|DBIA
OG0006733	LOC5577724|XP_001656668.1|AAEG	LOC108028050|XP_016955178.1|DBIA
OG0006734	LOC5574452|XP_021697405.1|AAEG	LOC108028519|XP_016955891.1|DBIA
OG0006735	LOC5571389|XP_021697404.1|AAEG	LOC108035321|XP_016966385.1|DBIA
OG0006736	LOC5579060|XP_001657257.2|AAEG	LOC108035334|XP_016966401.1|DBIA
OG0006737	LOC5567091|XP_001651451.1|AAEG	LOC108028057|XP_016955184.1|DBIA
OG0006738	LOC5576075|XP_001662412.1|AAEG	LOC108029665|XP_016957581.1|DBIA
OG0006739	LOC5576082|XP_001662411.1|AAEG	LOC108028372|XP_016955652.1|DBIA
OG0006740	LOC5576078|XP_001662409.1|AAEG	LOC108035004|XP_016965836.1|DBIA
OG0006741	LOC5576076|XP_001662408.2|AAEG	LOC108035003|XP_016965834.1|DBIA
OG0006742	LOC5578252|XP_021697471.1|AAEG	LOC108026198|XP_016952479.1|DBIA
OG0006743	LOC5578257|XP_021697473.1|AAEG	LOC108029149|XP_016956769.1|DBIA
OG0006744	LOC5576852|XP_021697528.1|AAEG	LOC108035425|XP_016966544.1|DBIA
OG0006745	LOC5574228|XP_021697557.1|AAEG	LOC108024541|XP_016950002.1|DBIA
OG0006746	LOC5574062|XP_021697583.1|AAEG	LOC108035280|XP_016966333.1|DBIA
OG0006747	LOC5574061|XP_021697595.1|AAEG	LOC108035512|XP_016966663.1|DBIA
OG0006748	LOC5567758|XP_021697604.1|AAEG	LOC108024149|XP_016949439.1|DBIA
OG0006749	LOC5564953|XP_021697669.1|AAEG	LOC108035251|XP_016966278.1|DBIA
OG0006750	LOC5573546|XP_021697677.1|AAEG	LOC108024878|XP_016950511.1|DBIA
OG0006752	LOC5565551|XP_001649918.2|AAEG	LOC108034593|XP_016965014.1|DBIA
OG0006753	LOC5565561|XP_001649914.2|AAEG	LOC108034654|XP_016965082.1|DBIA
OG0006754	LOC5565536|XP_021697747.1|AAEG	LOC108029507|XP_016957284.1|DBIA
OG0006755	LOC5565556|XP_001649893.1|AAEG	LOC108030819|XP_016959423.1|DBIA
OG0006756	LOC5565532|XP_021697759.1|AAEG	LOC108028820|XP_016956296.1|DBIA
OG0006757	LOC5563838|XP_001648155.1|AAEG	LOC108027997|XP_016955113.1|DBIA
OG0006758	LOC5563841|XP_001648157.1|AAEG	LOC108035122|XP_016966042.1|DBIA
OG0006759	LOC5563839|XP_021697761.1|AAEG	LOC108035121|XP_016966041.1|DBIA
OG0006760	LOC5565543|XP_021697770.1|AAEG	LOC108028268|XP_016955454.1|DBIA
OG0006761	LOC5564146|XP_001648476.1|AAEG	LOC108027169|XP_016953938.1|DBIA
OG0006762	LOC5576549|XP_021697835.1|AAEG	LOC108027550|XP_016954502.1|DBIA
OG0006763	LOC5573513|XP_001660911.1|AAEG	LOC108030404|XP_016958778.1|DBIA
OG0006764	LOC5574925|XP_021697878.1|AAEG	LOC108036911|XP_016968806.1|DBIA
OG0006765	LOC5566529|XP_001650919.1|AAEG	LOC108030366|XP_016958724.1|DBIA
OG0006766	LOC5566494|XP_021697881.1|AAEG	LOC108028920|XP_016956431.1|DBIA
OG0006767	LOC5575135|XP_001655512.2|AAEG	LOC108028704|XP_016956142.1|DBIA
OG0006768	LOC5575136|XP_001655513.1|AAEG	LOC108028701|XP_016956137.1|DBIA
OG0006769	LOC5575137|XP_001655514.1|AAEG	LOC108028738|XP_016956193.1|DBIA
OG0006770	LOC5578617|XP_001657036.2|AAEG	LOC108028114|XP_016955252.1|DBIA
OG0006771	LOC5571183|XP_021697944.1|AAEG	LOC108023980|XP_016949197.1|DBIA
OG0006772	LOC5571188|XP_001653516.2|AAEG	LOC108036317|XP_016967818.1|DBIA
OG0006773	LOC5573990|XP_021697979.1|AAEG	LOC108034950|XP_016965723.1|DBIA
OG0006774	LOC5573997|XP_021698005.1|AAEG	LOC108030800|XP_016959371.1|DBIA
OG0006775	LOC5573999|XP_001661086.1|AAEG	LOC108035233|XP_016966252.1|DBIA
OG0006776	LOC5568730|XP_001658110.2|AAEG	LOC108035462|XP_016966596.1|DBIA
OG0006777	LOC5574003|XP_001661090.1|AAEG	LOC108034410|XP_016964781.1|DBIA
OG0006778	LOC5574004|XP_021698010.1|AAEG	LOC108034512|XP_016964925.1|DBIA
OG0006779	LOC5574358|XP_021698013.1|AAEG	LOC108030088|XP_016958218.1|DBIA
OG0006780	LOC5568735|XP_021698016.1|AAEG	LOC108028611|XP_016956021.1|DBIA
OG0006781	LOC5568743|XP_021698045.1|AAEG	LOC108035408|XP_016966517.1|DBIA
OG0006782	LOC5568748|XP_001658129.2|AAEG	LOC108029277|XP_016956968.1|DBIA
OG0006783	LOC5566824|XP_021698068.1|AAEG	LOC108030021|XP_016958026.1|DBIA
OG0006784	LOC5569157|XP_021698137.1|AAEG	LOC108035129|XP_016966051.1|DBIA
OG0006785	LOC5572098|XP_021698148.1|AAEG	LOC108026873|XP_016953550.1|DBIA
OG0006786	LOC5569163|XP_021698171.1|AAEG	LOC108030299|XP_016958622.1|DBIA
OG0006787	LOC5574864|XP_021698278.1|AAEG	LOC108030604|XP_016959080.1|DBIA
OG0006788	LOC5574863|XP_001661687.2|AAEG	LOC108030607|XP_016959085.1|DBIA
OG0006789	LOC5575957|XP_001662311.1|AAEG	LOC108033075|XP_016962733.1|DBIA
OG0006790	LOC5574862|XP_001661688.1|AAEG	LOC108027883|XP_016954988.1|DBIA
OG0006791	LOC5565671|XP_001650026.1|AAEG	LOC108035696|XP_016966906.1|DBIA
OG0006792	LOC5574453|XP_001661470.1|AAEG	LOC108034515|XP_016964928.1|DBIA
OG0006793	LOC5564220|XP_001648568.2|AAEG	LOC108034935|XP_016965688.1|DBIA
OG0006794	LOC5564228|XP_001648564.1|AAEG	LOC108030185|XP_016958422.1|DBIA
OG0006795	LOC5564217|XP_001648559.2|AAEG	LOC108035459|XP_016966589.1|DBIA
OG0006796	LOC5564317|XP_001648653.1|AAEG	LOC108030921|XP_016959604.1|DBIA
OG0006797	LOC5564300|XP_001648651.1|AAEG	LOC108035215|XP_016966224.1|DBIA
OG0006798	LOC5569020|XP_001658276.1|AAEG	LOC108029357|XP_016957073.1|DBIA
OG0006799	LOC5574158|XP_021698429.1|AAEG	LOC108034976|XP_016965783.1|DBIA
OG0006800	LOC5569603|XP_001652883.2|AAEG	LOC108034883|XP_016965580.1|DBIA
OG0006801	LOC5577968|XP_001663631.1|AAEG	LOC108023664|XP_016948774.1|DBIA
OG0006802	LOC5570796|XP_021698590.1|AAEG	LOC108030236|XP_016958517.1|DBIA
OG0006803	LOC5570783|XP_001653286.2|AAEG	LOC108022283|XP_016946631.1|DBIA
OG0006804	LOC5570793|XP_021698604.1|AAEG	LOC108035318|XP_016966380.1|DBIA
OG0006805	LOC5570791|XP_021698606.1|AAEG	LOC108029664|XP_016957580.1|DBIA
OG0006806	LOC5579155|XP_021698640.1|AAEG	LOC108035257|XP_016966292.1|DBIA
OG0006807	LOC5568754|XP_021698685.1|AAEG	LOC108030850|XP_016959477.1|DBIA
OG0006808	LOC5572534|XP_001654061.2|AAEG	LOC108036622|XP_016968382.1|DBIA
OG0006809	LOC5572289|XP_001653975.2|AAEG	LOC108034649|XP_016965077.1|DBIA
OG0006810	LOC5572287|XP_001653972.2|AAEG	LOC108035313|XP_016966376.1|DBIA
OG0006811	LOC5572286|XP_001653971.2|AAEG	LOC108025113|XP_016950867.1|DBIA
OG0006812	LOC23687584|XP_021698727.1|AAEG	LOC108034740|XP_016965173.1|DBIA
OG0006813	LOC5572277|XP_021698748.1|AAEG	LOC108024421|XP_016949831.1|DBIA
OG0006814	LOC5572195|XP_001653862.1|AAEG	LOC108034925|XP_016965670.1|DBIA
OG0006815	LOC5564563|XP_021698821.1|AAEG	LOC108035144|XP_016966076.1|DBIA
OG0006816	LOC5571886|XP_021698823.1|AAEG	LOC108035352|XP_016966432.1|DBIA
OG0006817	LOC5566090|XP_001650458.2|AAEG	LOC108035569|XP_016966727.1|DBIA
OG0006818	LOC5566034|XP_021698857.1|AAEG	LOC108031115|XP_016959819.1|DBIA
OG0006819	LOC5574351|XP_001661386.2|AAEG	LOC108030829|XP_016959438.1|DBIA
OG0006820	LOC5574348|XP_021698908.1|AAEG	LOC108030741|XP_016959277.1|DBIA
OG0006821	LOC5574342|XP_021698910.1|AAEG	LOC108033982|XP_016964195.1|DBIA
OG0006822	LOC5577977|XP_021698914.1|AAEG	LOC108029723|XP_016957689.1|DBIA
OG0006823	LOC5574338|XP_001661371.1|AAEG	LOC108035420|XP_016966530.1|DBIA
OG0006824	LOC5574333|XP_001661366.1|AAEG	LOC108034520|XP_016964932.1|DBIA
OG0006825	LOC5577266|XP_021698973.1|AAEG	LOC108028655|XP_016956070.1|DBIA
OG0006826	LOC5577270|XP_021698987.1|AAEG	LOC108035223|XP_016966240.1|DBIA
OG0006827	LOC5573289|XP_021699051.1|AAEG	LOC108027383|XP_016954305.1|DBIA
OG0006828	LOC5573299|XP_021699066.1|AAEG	LOC108035115|XP_016966038.1|DBIA
OG0006829	LOC5575939|XP_001662292.2|AAEG	LOC108028620|XP_016956029.1|DBIA
OG0006830	LOC5577292|XP_021699169.1|AAEG	LOC108035132|XP_016966062.1|DBIA
OG0006831	LOC5572503|XP_001660443.2|AAEG	LOC108035292|XP_016966347.1|DBIA
OG0006832	LOC5577144|XP_021699221.1|AAEG	LOC108034622|XP_016965047.1|DBIA
OG0006833	LOC5577147|XP_021699228.1|AAEG	LOC108028378|XP_016955660.1|DBIA
OG0006834	LOC5573014|XP_001654342.2|AAEG	LOC108031129|XP_016959832.1|DBIA
OG0006835	LOC5573011|XP_021699250.1|AAEG	LOC108034956|XP_016965736.1|DBIA
OG0006836	LOC5573010|XP_001654338.2|AAEG	LOC108034804|XP_016965319.1|DBIA
OG0006837	LOC5573001|XP_001654328.1|AAEG	LOC108035206|XP_016966206.1|DBIA
OG0006838	LOC5574542|XP_021699261.1|AAEG	LOC108034985|XP_016965803.1|DBIA
OG0006839	LOC5574541|XP_021699268.1|AAEG	LOC108035536|XP_016966692.1|DBIA
OG0006840	LOC5578845|XP_021699292.1|AAEG	LOC108033922|XP_016964083.1|DBIA
OG0006841	LOC5578859|XP_021699353.1|AAEG	LOC108034601|XP_016965023.1|DBIA
OG0006842	LOC5571041|XP_021699362.1|AAEG	LOC108035609|XP_016966783.1|DBIA
OG0006843	LOC110676304|XP_021699379.1|AAEG	LOC108023752|XP_016948878.1|DBIA
OG0006844	LOC5578061|XP_001663683.2|AAEG	LOC108031174|XP_016959882.1|DBIA
OG0006845	LOC5570325|XP_001653153.1|AAEG	LOC108035508|XP_016966656.1|DBIA
OG0006846	LOC5570323|XP_021699516.1|AAEG	LOC108028814|XP_016956288.1|DBIA
OG0006847	LOC5578493|XP_021699519.1|AAEG	LOC108028549|XP_016955938.1|DBIA
OG0006848	LOC5570720|XP_001659313.2|AAEG	LOC108026539|XP_016952976.1|DBIA
OG0006849	LOC5576986|XP_001663087.2|AAEG	LOC108035473|XP_016966611.1|DBIA
OG0006850	LOC5576985|XP_001663086.2|AAEG	LOC108035434|XP_016966555.1|DBIA
OG0006851	LOC5576984|XP_021699580.1|AAEG	LOC108035561|XP_016966718.1|DBIA
OG0006852	LOC5570872|XP_001659378.1|AAEG	LOC108036364|XP_016967934.1|DBIA
OG0006853	LOC5569275|XP_021699681.1|AAEG	LOC108034745|XP_016965182.1|DBIA
OG0006854	LOC5578326|XP_021699692.1|AAEG	LOC108036643|XP_016968406.1|DBIA
