Orthogroup	AAEG.longest_only	DMIR.longest_only
OG0007862	LOC5576130|XP_001662476.2|AAEG	LOC117187128|XP_033245039.1|DMIR
OG0007863	LOC5576133|XP_001662481.2|AAEG	LOC108162728|XP_017153085.1|DMIR
OG0007864	LOC5565140|XP_021694141.1|AAEG	LOC108157063|XP_017144384.1|DMIR
OG0007865	LOC110674239|XP_021694150.1|AAEG	LOC108151781|XP_017136114.1|DMIR
OG0007866	LOC5577584|XP_021694151.1|AAEG	LOC108156365|XP_017143258.1|DMIR
OG0007867	LOC5565083|XP_021694163.1|AAEG	LOC108156881|XP_017144102.1|DMIR
OG0007868	LOC5572607|XP_021694173.1|AAEG	LOC108154466|XP_017140225.1|DMIR
OG0007869	LOC5566104|XP_021695322.1|AAEG	LOC108158618|XP_017146586.1|DMIR
OG0007870	LOC5571441|XP_001659693.2|AAEG	LOC108151740|XP_017136047.1|DMIR
OG0007871	LOC5579864|XP_001664326.2|AAEG	LOC108164074|XP_017155149.1|DMIR
OG0007872	LOC5575755|XP_021695607.1|AAEG	LOC108151074|XP_017134943.1|DMIR
OG0007873	LOC110675366|XP_021695788.1|AAEG	LOC108151083|XP_017134955.1|DMIR
OG0007874	LOC110675408|XP_021696036.1|AAEG	LOC108164634|XP_017155969.1|DMIR
OG0007875	LOC5575910|XP_021696043.1|AAEG	LOC108158130|XP_017145800.1|DMIR
OG0007876	LOC5572896|XP_021696216.1|AAEG	LOC108165053|XP_017156583.1|DMIR
OG0007877	LOC5579996|XP_021696288.1|AAEG	LOC108163755|XP_017154717.1|DMIR
OG0007878	LOC5570510|XP_001659197.1|AAEG	LOC108158624|XP_017146589.1|DMIR
OG0007879	LOC5566265|XP_021696579.1|AAEG	LOC108152913|XP_017138078.1|DMIR
OG0007880	LOC5574281|XP_001661332.1|AAEG	LOC108164399|XP_017155531.1|DMIR
OG0007881	LOC5572344|XP_021696820.1|AAEG	LOC108153401|XP_017138884.1|DMIR
OG0007882	LOC110675667|XP_021696955.1|AAEG	LOC108152678|XP_017137664.1|DMIR
OG0007883	LOC5576419|XP_021696957.1|AAEG	LOC108153305|XP_017138700.1|DMIR
OG0007884	LOC110675711|XP_021697101.1|AAEG	LOC108165434|XP_017156962.1|DMIR
OG0007885	LOC5572689|XP_001660508.1|AAEG	LOC108158131|XP_017145803.1|DMIR
OG0007886	LOC5578537|XP_021697271.1|AAEG	LOC108163585|XP_017154447.1|DMIR
OG0007887	LOC5575897|XP_021697300.1|AAEG	LOC108152676|XP_017137661.1|DMIR
OG0007888	LOC5579977|XP_001658604.1|AAEG	LOC108153353|XP_017138809.1|DMIR
OG0007889	LOC5579978|XP_021697400.1|AAEG	LOC108153269|XP_017138626.1|DMIR
OG0007890	LOC5579058|XP_001657258.1|AAEG	LOC108165493|XP_017157036.2|DMIR
OG0007891	LOC5567753|XP_001657653.1|AAEG	LOC108157194|XP_017144612.1|DMIR
OG0007892	LOC5572762|XP_001660583.2|AAEG	LOC108158709|XP_017146738.1|DMIR
OG0007893	LOC5572767|XP_021697644.1|AAEG	LOC108159219|XP_017147805.1|DMIR
OG0007894	LOC5571563|XP_021697737.1|AAEG	LOC108152699|XP_033242097.1|DMIR
OG0007895	LOC5565534|XP_021697739.1|AAEG	LOC108151913|XP_017136313.1|DMIR
OG0007896	LOC5565541|XP_001649896.2|AAEG	LOC108153225|XP_017138544.1|DMIR
OG0007897	LOC5573998|XP_001661085.2|AAEG	LOC108153184|XP_017138484.1|DMIR
OG0007898	LOC5568731|XP_001658111.1|AAEG	LOC108153153|XP_017138444.1|DMIR
OG0007899	LOC5566834|XP_021698107.1|AAEG	LOC108152403|XP_017137194.1|DMIR
OG0007900	LOC5573667|XP_001660989.2|AAEG	LOC108158974|XP_017147303.1|DMIR, LOC117189443|XP_033250451.1|DMIR
OG0007901	LOC5574161|XP_001655070.1|AAEG	LOC108153197|XP_017138503.1|DMIR
OG0007902	LOC5579153|XP_001664248.2|AAEG	LOC108164739|XP_017156121.1|DMIR
OG0007903	LOC5571408|XP_021698668.1|AAEG	LOC108152703|XP_017137712.1|DMIR
OG0007904	LOC5571406|XP_021698670.1|AAEG	LOC108152034|XP_017136513.1|DMIR
OG0007905	LOC5569668|XP_001652932.1|AAEG	LOC108163788|XP_017154760.1|DMIR
OG0007906	LOC5564155|XP_021698763.1|AAEG	LOC108165600|XP_017157163.1|DMIR
OG0007907	LOC5567319|XP_021698800.1|AAEG	LOC108151063|XP_017134928.1|DMIR
OG0007908	LOC5572190|XP_001653860.2|AAEG	LOC108151064|XP_017134932.1|DMIR
OG0007909	LOC5572189|XP_001653847.2|AAEG	LOC108159721|XP_017148734.1|DMIR
OG0007910	LOC5575606|XP_001662092.2|AAEG	LOC108150922|XP_017134741.1|DMIR
OG0007911	LOC5572502|XP_001660442.2|AAEG	LOC108153219|XP_017138537.1|DMIR
OG0007912	LOC5572504|XP_001660444.2|AAEG	LOC108151055|XP_017134918.1|DMIR
OG0007913	LOC110676274|XP_021699205.1|AAEG	LOC108153221|XP_017138538.1|DMIR
OG0007914	LOC110676292|XP_021699291.1|AAEG	LOC108151006|XP_033242473.1|DMIR
OG0007915	LOC5571046|XP_001659483.1|AAEG	LOC108152625|XP_017137588.1|DMIR
OG0007916	LOC110676318|XP_021699420.1|AAEG	LOC108161121|XP_017150833.1|DMIR
OG0007917	LOC110676370|XP_021699636.1|AAEG	LOC108159281|XP_033254379.1|DMIR
OG0007918	LOC5575622|XP_021699697.1|AAEG	LOC108160390|XP_017149866.1|DMIR
OG0007919	LOC5567705|XP_001651871.2|AAEG	LOC117192988|XP_033253610.1|DMIR, LOC108160464|XP_017149967.1|DMIR, LOC117192928|XP_033253549.1|DMIR
OG0007920	LOC5567703|XP_001651869.2|AAEG	LOC108160783|XP_017150476.1|DMIR
OG0007921	LOC5567694|XP_001651855.1|AAEG	LOC108158273|XP_017145998.1|DMIR
OG0007922	LOC5575902|XP_021699835.1|AAEG	LOC108156041|XP_017142795.1|DMIR
OG0007923	LOC5574835|XP_021699842.1|AAEG	LOC108162639|XP_017152955.1|DMIR
OG0007924	LOC5574644|XP_021699901.1|AAEG	LOC108159169|XP_017147690.1|DMIR, LOC117185794|XP_033252851.1|DMIR
OG0007925	LOC5572043|XP_021699922.1|AAEG	LOC108160405|XP_017149885.1|DMIR
OG0007926	LOC5569988|XP_001658877.1|AAEG	LOC108159978|XP_017149159.1|DMIR
OG0007927	LOC5569985|XP_021700016.1|AAEG	LOC108163174|XP_017153795.1|DMIR
OG0007928	LOC5574683|XP_021700061.1|AAEG	LOC108163454|XP_017154230.1|DMIR
OG0007929	LOC5564085|XP_021700070.1|AAEG	LOC108161906|XP_017151794.1|DMIR
OG0007930	LOC110676455|XP_021700084.1|AAEG	LOC117185786|XP_033246792.1|DMIR, LOC108158254|XP_033253697.1|DMIR
OG0007931	LOC5571144|XP_001653457.2|AAEG	LOC108161353|XP_017151084.1|DMIR
OG0007932	LOC5568633|XP_021700315.1|AAEG	LOC108161558|XP_017151335.1|DMIR
OG0007933	LOC5568631|XP_021700324.1|AAEG	LOC108155142|XP_017141285.1|DMIR
OG0007934	LOC110675597|XP_021696704.1|AAEG	LOC108162128|XP_017152196.1|DMIR
OG0007935	LOC5575448|XP_001661964.1|AAEG	LOC108162647|XP_017152966.1|DMIR
OG0007936	LOC5578156|XP_021700404.1|AAEG	LOC108161615|XP_017151404.1|DMIR
OG0007937	LOC5580325|XP_021700499.1|AAEG	LOC108162378|XP_017152584.1|DMIR
OG0007938	LOC5577419|XP_001656499.1|AAEG	LOC108160185|XP_017149502.1|DMIR
OG0007939	LOC5564446|XP_021700503.1|AAEG	LOC108162661|XP_017152990.1|DMIR
OG0007940	LOC5577415|XP_021700508.1|AAEG	LOC108162659|XP_033249967.1|DMIR
OG0007941	LOC5578356|XP_001656926.2|AAEG	LOC117188009|XP_033247015.1|DMIR
OG0007942	LOC5566445|XP_001650816.1|AAEG	LOC117186229|XP_033242557.1|DMIR
OG0007943	LOC5566425|XP_021700554.1|AAEG	LOC108161218|XP_033248814.1|DMIR
OG0007944	LOC5565687|XP_021700587.1|AAEG	LOC108151051|XP_017134915.1|DMIR
OG0007945	LOC5570921|XP_001653400.2|AAEG	LOC108162882|XP_017153323.2|DMIR
OG0007946	LOC5572920|XP_001654253.2|AAEG	LOC117189373|XP_033250391.1|DMIR, LOC117189371|XP_033250389.1|DMIR, LOC108159526|XP_017148382.1|DMIR
OG0007947	LOC5571730|XP_001659882.2|AAEG	LOC108163729|XP_017154675.1|DMIR
OG0007948	LOC5571432|XP_021700743.1|AAEG	LOC108162742|XP_033249261.1|DMIR
OG0007949	LOC5570422|XP_001659133.3|AAEG	LOC108161655|XP_017151447.1|DMIR
OG0007950	LOC5574308|XP_021700852.1|AAEG	LOC108161478|XP_017151236.1|DMIR
OG0007951	LOC5564717|XP_021700853.1|AAEG	LOC108162917|XP_017153386.1|DMIR
OG0007952	LOC5574304|XP_001655089.1|AAEG	LOC108163728|XP_017154674.1|DMIR
OG0007953	LOC5564304|XP_021700920.1|AAEG	LOC108161366|XP_017151099.1|DMIR
OG0007954	LOC5576296|XP_021700956.1|AAEG	LOC108163652|XP_017154560.1|DMIR
OG0007955	LOC5565359|XP_021700980.1|AAEG	LOC108162049|XP_017152067.1|DMIR
OG0007956	LOC5565369|XP_001649728.1|AAEG	LOC108162516|XP_017152786.1|DMIR
OG0007957	LOC5566514|XP_021701158.1|AAEG	LOC108164177|XP_017155282.1|DMIR
OG0007958	LOC5571663|XP_001653749.1|AAEG	LOC108154480|XP_017140273.1|DMIR
OG0007959	LOC5571659|XP_021701191.1|AAEG	LOC108161372|XP_017151108.1|DMIR
OG0007960	LOC5574494|XP_001655156.1|AAEG	LOC108163979|XP_017155029.1|DMIR
OG0007961	LOC5568818|XP_021701330.1|AAEG	LOC108157302|XP_017144792.1|DMIR
OG0007962	LOC5578792|XP_001657162.2|AAEG	LOC108155758|XP_017142293.1|DMIR
OG0007963	LOC5578765|XP_001657135.1|AAEG	LOC108162542|XP_017152813.1|DMIR
OG0007964	LOC5578754|XP_021701460.1|AAEG	LOC108162685|XP_017153022.1|DMIR
OG0007965	LOC5576861|XP_001662959.1|AAEG	LOC108162778|XP_017153163.1|DMIR
OG0007966	LOC5577209|XP_001663303.2|AAEG	LOC108162012|XP_017151992.1|DMIR
OG0007967	LOC110676818|XP_021701797.1|AAEG, LOC5572423|XP_021711967.1|AAEG	LOC108162555|XP_017152837.2|DMIR
OG0007968	LOC5573094|XP_001654401.2|AAEG	LOC108161526|XP_017151293.1|DMIR
OG0007969	LOC5569035|XP_021701854.1|AAEG	LOC108163554|XP_017154406.2|DMIR
OG0007970	LOC23687839|XP_021702045.1|AAEG	LOC108158612|XP_017146577.1|DMIR, LOC117194136|XP_033254685.1|DMIR
OG0007971	LOC5576502|XP_001662694.2|AAEG	LOC108161463|XP_017151220.1|DMIR
OG0007972	LOC5577611|XP_001656605.1|AAEG	LOC108158262|XP_017145987.1|DMIR, LOC117191323|XP_033252114.1|DMIR
OG0007973	LOC5573509|XP_021702247.1|AAEG	LOC108162679|XP_017153012.1|DMIR
OG0007974	LOC5575167|XP_001655545.1|AAEG	LOC108165060|XP_017156599.1|DMIR
OG0007975	LOC5566384|XP_021702372.1|AAEG	LOC108155832|XP_017142431.1|DMIR
OG0007976	LOC5572446|XP_001660390.1|AAEG	LOC108152522|XP_017137412.2|DMIR
OG0007977	LOC5576030|XP_001655971.2|AAEG	LOC108162712|XP_017153062.2|DMIR
OG0007978	LOC5576031|XP_001655972.2|AAEG	LOC108163695|XP_017154617.1|DMIR
OG0007979	LOC5564562|XP_021702657.1|AAEG	LOC108163099|XP_033248520.1|DMIR
OG0007980	LOC5572799|XP_001654200.1|AAEG	LOC108163510|XP_017154330.1|DMIR
OG0007981	LOC5572801|XP_001654202.2|AAEG	LOC108164795|XP_017156208.1|DMIR
OG0007982	LOC5572804|XP_021702687.1|AAEG	LOC108162564|XP_017152850.1|DMIR
OG0007983	LOC5577546|XP_001656562.1|AAEG	LOC108163610|XP_017154488.1|DMIR
OG0007984	LOC110676981|XP_021702895.1|AAEG	LOC108163617|XP_017154502.1|DMIR
OG0007985	LOC5573242|XP_001654451.1|AAEG	LOC117189026|XP_033249791.1|DMIR
OG0007986	LOC5573250|XP_001654460.1|AAEG	LOC108163181|XP_017153807.1|DMIR
OG0007987	LOC5573813|XP_021702973.1|AAEG	LOC108161717|XP_017151525.1|DMIR
OG0007988	LOC110677009|XP_021703024.1|AAEG	LOC108162003|XP_017151975.1|DMIR
OG0007989	LOC5569070|XP_021703037.1|AAEG	LOC108162513|XP_017152780.1|DMIR
OG0007990	LOC5569085|XP_001658314.1|AAEG	LOC108163736|XP_017154684.1|DMIR
OG0007991	LOC5571319|XP_021703124.1|AAEG	LOC108163472|XP_017154262.1|DMIR
OG0007992	LOC5568943|XP_001658265.1|AAEG	LOC108162096|XP_017152147.1|DMIR
OG0007993	LOC110677031|XP_021703192.1|AAEG	LOC108154779|XP_017140652.1|DMIR
OG0007994	LOC5573951|XP_001654989.2|AAEG	LOC108162601|XP_017152909.1|DMIR
OG0007995	LOC5567004|XP_021703504.1|AAEG	LOC108163907|XP_017154923.1|DMIR
OG0007996	LOC5568002|XP_021703553.1|AAEG	LOC108164971|XP_017156472.1|DMIR
OG0007997	LOC5565908|XP_001650252.1|AAEG	LOC108152647|XP_017137626.1|DMIR
OG0007998	LOC5565889|XP_001650247.2|AAEG	LOC108162902|XP_017153361.1|DMIR
OG0007999	LOC5568195|XP_021703926.1|AAEG	LOC108163287|XP_017153976.1|DMIR
OG0008000	LOC5579520|XP_021703929.1|AAEG	LOC108163576|XP_033248949.1|DMIR
OG0008001	LOC5569514|XP_001652824.1|AAEG	LOC108163371|XP_017154112.1|DMIR
OG0008002	LOC5564871|XP_021704062.1|AAEG	LOC108161815|XP_017151664.1|DMIR
OG0008003	LOC23687575|XP_011493142.2|AAEG	LOC108163372|XP_017154113.2|DMIR
OG0008004	LOC5568569|XP_021710094.1|AAEG	LOC108162739|XP_017153113.1|DMIR
OG0008005	LOC5568568|XP_021710682.1|AAEG	LOC108157844|XP_017145548.1|DMIR
OG0008006	LOC5567855|XP_021705078.1|AAEG	LOC108164628|XP_017155962.1|DMIR
OG0008007	LOC5567869|XP_001651889.2|AAEG	LOC108164598|XP_017155926.1|DMIR
OG0008008	LOC5570316|XP_021708317.1|AAEG	LOC108151420|XP_017135500.1|DMIR
OG0008009	LOC5579023|XP_001664204.1|AAEG	LOC108152835|XP_017137932.1|DMIR
OG0008010	LOC5564303|XP_021710601.1|AAEG	LOC108163688|XP_017154611.1|DMIR
OG0008011	LOC5564310|XP_021707947.1|AAEG	LOC108160889|XP_017150647.2|DMIR, LOC117187973|XP_033246909.1|DMIR
OG0008012	LOC5564320|XP_001648668.1|AAEG	LOC108158490|XP_017146289.1|DMIR
OG0008013	LOC5570141|XP_001653124.2|AAEG	LOC108159572|XP_017148504.1|DMIR
OG0008014	LOC5570138|XP_001653120.1|AAEG	LOC108156993|XP_017144275.1|DMIR
OG0008015	LOC5570134|XP_021706328.1|AAEG	LOC108152797|XP_017137872.1|DMIR
OG0008016	LOC5570132|XP_021706329.1|AAEG	LOC108152798|XP_017137873.1|DMIR
OG0008017	LOC5568052|XP_021707945.1|AAEG	LOC108153483|XP_017139011.1|DMIR
OG0008018	LOC5572519|XP_021710788.1|AAEG	LOC108152805|XP_033243628.1|DMIR
OG0008019	LOC5575110|XP_021706695.1|AAEG	LOC108165036|XP_017156561.1|DMIR
OG0008020	LOC5575098|XP_021708828.1|AAEG	LOC108156811|XP_017143994.1|DMIR
OG0008021	LOC5563788|XP_001648063.1|AAEG	LOC108164556|XP_017155862.1|DMIR
OG0008022	LOC5571713|XP_021705831.1|AAEG	LOC108154352|XP_017140106.2|DMIR
OG0008023	LOC5571135|XP_001659577.1|AAEG	LOC108164646|XP_033247791.1|DMIR
OG0008024	LOC5571134|XP_001659575.2|AAEG	LOC108153656|XP_017139253.1|DMIR
OG0008025	LOC5567369|XP_001657384.1|AAEG, LOC110681218|XP_021712680.1|AAEG	LOC108152847|XP_017137953.1|DMIR
OG0008026	LOC5575391|XP_001661916.1|AAEG	LOC108164913|XP_017156388.1|DMIR
OG0008027	LOC5575396|XP_001661913.1|AAEG	LOC108164782|XP_017156192.1|DMIR
OG0008028	LOC5574404|XP_001655111.1|AAEG	LOC108156604|XP_017143634.1|DMIR
OG0008029	LOC5574414|XP_021704944.1|AAEG	LOC108154845|XP_017140751.1|DMIR
OG0008030	LOC5570065|XP_021705981.1|AAEG	LOC108154103|XP_017139714.1|DMIR
OG0008031	LOC5570069|XP_001653055.1|AAEG	LOC108162860|XP_017153298.1|DMIR
OG0008032	LOC5570244|XP_021704947.1|AAEG	LOC108154785|XP_017140661.1|DMIR
OG0008033	LOC5579888|XP_021706307.1|AAEG	LOC108155840|XP_017142440.1|DMIR
OG0008034	LOC5566562|XP_021708872.1|AAEG	LOC108156038|XP_017142780.1|DMIR
OG0008035	LOC5569835|XP_021706983.1|AAEG	LOC108165194|XP_017156753.1|DMIR
OG0008036	LOC5578747|XP_001657114.1|AAEG	LOC108156975|XP_017144255.1|DMIR
OG0008037	LOC5578803|XP_021709692.1|AAEG	LOC108155045|XP_017141107.1|DMIR
OG0008038	LOC5573340|XP_001660820.1|AAEG	LOC108151900|XP_017136302.1|DMIR
OG0008039	LOC5567526|XP_021707577.1|AAEG	LOC108154859|XP_017140775.1|DMIR
OG0008040	LOC5567530|XP_021705845.1|AAEG	LOC108154641|XP_017140459.1|DMIR
OG0008041	LOC5567545|XP_021708893.1|AAEG	LOC108164745|XP_017156131.1|DMIR
OG0008042	LOC5567385|XP_001651787.2|AAEG	LOC108154003|XP_017139586.2|DMIR
OG0008043	LOC23687683|XP_011493168.2|AAEG	LOC108161764|XP_017151590.1|DMIR
OG0008044	LOC5570169|XP_021710526.1|AAEG	LOC108152354|XP_017137127.1|DMIR
OG0008045	LOC5578016|XP_001656754.1|AAEG	LOC108164636|XP_017155971.1|DMIR
OG0008046	LOC5578012|XP_021711098.1|AAEG, LOC110678092|XP_021706379.1|AAEG	LOC108156900|XP_017144131.1|DMIR
OG0008047	LOC5578010|XP_001656748.2|AAEG	LOC108156605|XP_017143636.1|DMIR
OG0008048	LOC5578008|XP_021704856.1|AAEG	LOC108154860|XP_017140776.1|DMIR
OG0008049	LOC5578007|XP_021709483.1|AAEG	LOC108155681|XP_017142138.1|DMIR
OG0008050	LOC5578003|XP_021708496.1|AAEG	LOC108156131|XP_017142933.1|DMIR
OG0008051	LOC5578000|XP_001656738.1|AAEG	LOC108155655|XP_017142097.1|DMIR
OG0008052	LOC5577449|XP_021710136.1|AAEG	LOC108156281|XP_017143144.1|DMIR
OG0008053	LOC5579184|XP_001664280.1|AAEG	LOC108156729|XP_017143873.1|DMIR
OG0008054	LOC5570299|XP_021705511.1|AAEG	LOC108164732|XP_017156117.1|DMIR
OG0008055	LOC5570297|XP_021709132.1|AAEG	LOC108164601|XP_017155928.1|DMIR
OG0008056	LOC5566177|XP_001650527.1|AAEG	LOC108151467|XP_017135581.1|DMIR
OG0008057	LOC5564663|XP_001649002.2|AAEG	LOC108156354|XP_017143244.1|DMIR
OG0008058	LOC5576334|XP_001656072.1|AAEG	LOC108155040|XP_017141094.1|DMIR
OG0008059	LOC5577679|XP_001663462.2|AAEG	LOC108155148|XP_017141298.1|DMIR
OG0008060	LOC5563627|XP_001647945.1|AAEG	LOC108154219|XP_017139934.1|DMIR
OG0008061	LOC5563588|XP_001647934.2|AAEG	LOC108156007|XP_017142704.1|DMIR
OG0008062	LOC5563589|XP_021708066.1|AAEG	LOC108162819|XP_017153228.1|DMIR
OG0008063	LOC5563645|XP_021708176.1|AAEG	LOC108156913|XP_017144150.1|DMIR
OG0008064	LOC5570055|XP_001658894.2|AAEG	LOC108160701|XP_017150348.1|DMIR
OG0008065	LOC5564883|XP_021707321.1|AAEG, LOC110681195|XP_021712665.1|AAEG	LOC108165469|XP_017157009.1|DMIR
OG0008066	LOC5564884|XP_001649206.2|AAEG	LOC108159467|XP_017148278.1|DMIR
OG0008067	LOC5575411|XP_001661931.2|AAEG	LOC108161369|XP_017151106.1|DMIR
OG0008068	LOC5564357|XP_021710691.1|AAEG	LOC108165037|XP_017156563.1|DMIR
OG0008069	LOC5572567|XP_001654084.2|AAEG	LOC108156527|XP_033244526.1|DMIR
OG0008070	LOC5569093|XP_001658327.1|AAEG	LOC108154864|XP_033244148.1|DMIR
OG0008071	LOC5576104|XP_001662449.2|AAEG	LOC108161671|XP_017151467.1|DMIR
OG0008072	LOC5579330|XP_021710188.1|AAEG	LOC108157493|XP_017145083.1|DMIR
OG0008073	LOC5571092|XP_021706691.1|AAEG	LOC108165012|XP_017156537.1|DMIR
OG0008074	LOC5571089|XP_001659529.1|AAEG	LOC108164670|XP_017156011.1|DMIR
OG0008075	LOC5571072|XP_021706413.1|AAEG	LOC108158017|XP_017145649.1|DMIR
OG0008076	LOC110679022|XP_021708619.1|AAEG	LOC108155398|XP_017141684.1|DMIR
OG0008077	LOC5571466|XP_001659715.1|AAEG	LOC108156949|XP_017144207.1|DMIR
OG0008078	LOC5571461|XP_001659711.1|AAEG	LOC108164752|XP_017156141.1|DMIR
OG0008079	LOC5571462|XP_021709834.1|AAEG	LOC108165165|XP_017156726.1|DMIR
OG0008080	LOC110678287|XP_021706628.1|AAEG	LOC108164642|XP_017155981.1|DMIR
OG0008081	LOC5567260|XP_011493308.1|AAEG	LOC108152381|XP_017137164.1|DMIR
OG0008082	LOC5574670|XP_001655247.1|AAEG	LOC108157571|XP_017145181.1|DMIR
OG0008083	LOC5567588|XP_021705766.1|AAEG	LOC108154748|XP_017140610.1|DMIR
OG0008084	LOC110677973|XP_021705853.1|AAEG	LOC108155547|XP_017141915.1|DMIR
OG0008085	LOC5565475|XP_021708712.1|AAEG	LOC108154561|XP_017140351.1|DMIR
OG0008086	LOC5575721|XP_001655826.2|AAEG	LOC108154742|XP_017140601.1|DMIR
OG0008087	LOC5572952|XP_021711354.1|AAEG	LOC108155680|XP_017142139.1|DMIR
OG0008088	LOC5569651|XP_001652912.1|AAEG	LOC108161517|XP_017151287.1|DMIR
OG0008089	LOC110678983|XP_021708461.1|AAEG	LOC108151203|XP_017135166.1|DMIR
OG0008090	LOC110678000|XP_021705988.1|AAEG	LOC108152661|XP_017137646.1|DMIR
OG0008091	LOC5573048|XP_001654367.2|AAEG	LOC108154883|XP_017140816.1|DMIR
OG0008092	LOC5578452|XP_001656973.2|AAEG	LOC108155945|XP_033244332.1|DMIR
OG0008093	LOC5578442|XP_021708238.1|AAEG	LOC108156531|XP_017143530.1|DMIR
OG0008094	LOC5578441|XP_021708240.1|AAEG	LOC108163739|XP_017154687.1|DMIR
OG0008095	LOC5563972|XP_001648286.1|AAEG	LOC108155466|XP_017141776.1|DMIR
OG0008096	LOC5563977|XP_001648288.1|AAEG	LOC108153519|XP_017139070.1|DMIR
OG0008097	LOC5563971|XP_021705206.1|AAEG	LOC108164404|XP_017155558.1|DMIR
OG0008098	LOC5563987|XP_021706425.1|AAEG	LOC108153581|XP_017139150.1|DMIR
OG0008099	LOC5574133|XP_021706761.1|AAEG	LOC108151623|XP_017135811.1|DMIR
OG0008100	LOC5571582|XP_021707444.1|AAEG	LOC108156300|XP_017143172.1|DMIR
OG0008101	LOC5579947|XP_001652236.1|AAEG	LOC108154463|XP_017140226.1|DMIR
OG0008102	LOC110678895|XP_021708171.1|AAEG	LOC108155418|XP_017141707.1|DMIR
OG0008103	LOC5568662|XP_001652497.1|AAEG	LOC108157256|XP_017144726.1|DMIR
OG0008104	LOC5577813|XP_001663581.2|AAEG	LOC108151038|XP_017134895.1|DMIR
OG0008105	LOC5577817|XP_021706430.1|AAEG	LOC108155380|XP_017141643.1|DMIR
OG0008106	LOC5567161|XP_021704977.1|AAEG	LOC108153011|XP_017138247.1|DMIR
OG0008107	LOC5567165|XP_021708811.1|AAEG	LOC108155224|XP_017141397.1|DMIR
OG0008108	LOC5571587|XP_021704341.1|AAEG	LOC108164689|XP_017156051.1|DMIR
OG0008109	LOC5573604|XP_001654738.1|AAEG	LOC108155204|XP_017141375.1|DMIR
OG0008110	LOC5577377|XP_001656460.1|AAEG	LOC108165127|XP_017156680.1|DMIR
OG0008111	LOC5577381|XP_001656464.2|AAEG	LOC108163671|XP_017154589.1|DMIR
OG0008112	LOC5577382|XP_021706270.1|AAEG	LOC108163645|XP_033253279.1|DMIR
OG0008113	LOC5577385|XP_001656467.1|AAEG	LOC108153143|XP_017138434.1|DMIR
OG0008114	LOC5579142|XP_001664237.1|AAEG	LOC108153142|XP_017138433.1|DMIR
OG0008115	LOC5579140|XP_021704369.1|AAEG	LOC108159648|XP_017148607.1|DMIR
OG0008116	LOC5577102|XP_021708908.1|AAEG	LOC108162590|XP_033242060.1|DMIR
OG0008117	LOC5574166|XP_021707939.1|AAEG	LOC108154090|XP_017139694.1|DMIR
OG0008118	LOC5568860|XP_001652584.2|AAEG	LOC108151009|XP_017134859.1|DMIR
OG0008119	LOC5568862|XP_001652587.1|AAEG	LOC108153481|XP_017139013.1|DMIR
OG0008120	LOC5566952|XP_001651366.1|AAEG	LOC108153337|XP_017138765.1|DMIR
OG0008121	LOC5566956|XP_001651370.2|AAEG	LOC108158629|XP_017146597.2|DMIR, LOC117187776|XP_033246501.1|DMIR
OG0008122	LOC5575049|XP_021704788.1|AAEG	LOC108154768|XP_017140643.1|DMIR
OG0008123	LOC5575045|XP_001655482.1|AAEG	LOC108164525|XP_017155802.1|DMIR
OG0008124	LOC5571400|XP_021711367.1|AAEG	LOC108153499|XP_033242914.1|DMIR
OG0008125	LOC5571398|XP_021704979.1|AAEG	LOC108165463|XP_017156999.1|DMIR
OG0008126	LOC5571395|XP_001653647.2|AAEG	LOC108165074|XP_017156613.1|DMIR
OG0008127	LOC5574432|XP_021707456.1|AAEG	LOC108152708|XP_017137733.1|DMIR
OG0008128	LOC5574437|XP_001661451.2|AAEG	LOC108164047|XP_017155117.1|DMIR
OG0008129	LOC5578302|XP_021705145.1|AAEG	LOC108153063|XP_033243946.1|DMIR
OG0008130	LOC5578301|XP_001656883.2|AAEG	LOC108164566|XP_017155872.1|DMIR
OG0008131	LOC5569003|XP_001652655.2|AAEG	LOC108151131|XP_017135047.1|DMIR
OG0008132	LOC5569000|XP_021706230.1|AAEG	LOC108157704|XP_017145363.1|DMIR
OG0008133	LOC5568989|XP_001652638.1|AAEG	LOC108159443|XP_017148223.1|DMIR
OG0008134	LOC5572487|XP_021706930.1|AAEG	LOC108162127|XP_033248418.1|DMIR
OG0008135	LOC5572486|XP_001660435.1|AAEG	LOC108155014|XP_017141055.1|DMIR
OG0008136	LOC5572471|XP_001660418.2|AAEG	LOC108164209|XP_017155329.1|DMIR
OG0008137	LOC5564780|XP_021707642.1|AAEG	LOC108152568|XP_017137496.1|DMIR
OG0008138	LOC5564856|XP_001649231.1|AAEG	LOC108151287|XP_017135308.1|DMIR
OG0008139	LOC5564874|XP_001649229.1|AAEG	LOC108159050|XP_017147471.1|DMIR
OG0008140	LOC5570008|XP_021706045.1|AAEG	LOC108165468|XP_033242815.1|DMIR
OG0008141	LOC5570010|XP_001658899.2|AAEG	LOC108158969|XP_017147298.1|DMIR
OG0008142	LOC5570013|XP_001658904.1|AAEG	LOC108152691|XP_017137687.1|DMIR
OG0008143	LOC5570018|XP_001658908.2|AAEG	LOC117186296|XP_033242751.1|DMIR
OG0008144	LOC5570020|XP_001658910.1|AAEG	LOC108158923|XP_017147215.1|DMIR, LOC117193631|XP_033254269.1|DMIR
OG0008145	LOC5570027|XP_021705788.1|AAEG	LOC108152729|XP_033242714.1|DMIR
