Orthogroup	AAEG.longest_only	DSUB.longest_only
OG0008005	LOC5568568|XP_021710682.1|AAEG	LOC117903463|XP_034671394.1|DSUB
OG0008006	LOC5567855|XP_021705078.1|AAEG	LOC117903696|XP_034671926.1|DSUB
OG0008007	LOC5567869|XP_001651889.2|AAEG	LOC117900406|XP_034666656.1|DSUB
OG0008008	LOC5570316|XP_021708317.1|AAEG	LOC117894066|XP_034656809.1|DSUB
OG0008009	LOC5579023|XP_001664204.1|AAEG	LOC117895615|XP_034659259.1|DSUB
OG0008010	LOC5564303|XP_021710601.1|AAEG	LOC117892657|XP_034654928.1|DSUB
OG0008011	LOC5564310|XP_021707947.1|AAEG	LOC117892504|XP_034654671.1|DSUB
OG0008012	LOC5564320|XP_001648668.1|AAEG	LOC117892528|XP_034654720.1|DSUB
OG0008013	LOC5570141|XP_001653124.2|AAEG	LOC117891232|XP_034652468.1|DSUB
OG0008014	LOC5570138|XP_001653120.1|AAEG	LOC117896478|XP_034660709.1|DSUB
OG0008015	LOC5570134|XP_021706328.1|AAEG	LOC117893752|XP_034656377.1|DSUB
OG0008016	LOC5570132|XP_021706329.1|AAEG	LOC117893753|XP_034656378.1|DSUB
OG0008017	LOC5568052|XP_021707945.1|AAEG	LOC117890078|XP_034650628.1|DSUB
OG0008018	LOC5572519|XP_021710788.1|AAEG	LOC117894677|XP_034657749.1|DSUB
OG0008019	LOC5575110|XP_021706695.1|AAEG	LOC117903693|XP_034671923.1|DSUB
OG0008020	LOC5575098|XP_021708828.1|AAEG	LOC117896728|XP_034661084.1|DSUB
OG0008021	LOC5563788|XP_001648063.1|AAEG	LOC117890828|XP_034651801.1|DSUB
OG0008022	LOC5571713|XP_021705831.1|AAEG	LOC117899377|XP_034665250.1|DSUB
OG0008023	LOC5571135|XP_001659577.1|AAEG	LOC117889576|XP_034649869.1|DSUB
OG0008024	LOC5571134|XP_001659575.2|AAEG	LOC117894648|XP_034657716.1|DSUB
OG0008025	LOC5567369|XP_001657384.1|AAEG, LOC110681218|XP_021712680.1|AAEG	LOC117903779|XP_034672095.1|DSUB
OG0008026	LOC5575391|XP_001661916.1|AAEG	LOC117890205|XP_034650828.1|DSUB
OG0008027	LOC5575396|XP_001661913.1|AAEG	LOC117902848|XP_034670343.1|DSUB
OG0008028	LOC5574404|XP_001655111.1|AAEG	LOC117898356|XP_034663580.1|DSUB
OG0008029	LOC5574414|XP_021704944.1|AAEG	LOC117897675|XP_034662574.1|DSUB
OG0008030	LOC5570065|XP_021705981.1|AAEG	LOC117897258|XP_034661873.1|DSUB
OG0008031	LOC5570069|XP_001653055.1|AAEG	LOC117900631|XP_034666951.1|DSUB
OG0008032	LOC5570244|XP_021704947.1|AAEG	LOC117899367|XP_034665237.1|DSUB
OG0008033	LOC5579888|XP_021706307.1|AAEG	LOC117896753|XP_034661114.1|DSUB
OG0008034	LOC5566562|XP_021708872.1|AAEG	LOC117896512|XP_034660757.1|DSUB
OG0008035	LOC5569835|XP_021706983.1|AAEG	LOC117896444|XP_034660668.1|DSUB
OG0008036	LOC5578747|XP_001657114.1|AAEG	LOC117899233|XP_034664997.1|DSUB
OG0008037	LOC5578803|XP_021709692.1|AAEG	LOC117899225|XP_034664990.1|DSUB
OG0008038	LOC5573340|XP_001660820.1|AAEG	LOC117894427|XP_034657380.1|DSUB
OG0008039	LOC5567526|XP_021707577.1|AAEG	LOC117897287|XP_034661920.1|DSUB
OG0008040	LOC5567530|XP_021705845.1|AAEG	LOC117899411|XP_034665289.1|DSUB
OG0008041	LOC5567545|XP_021708893.1|AAEG	LOC117899201|XP_034664968.1|DSUB
OG0008042	LOC5567385|XP_001651787.2|AAEG	LOC117897747|XP_034662678.1|DSUB
OG0008043	LOC23687683|XP_011493168.2|AAEG	LOC117903510|XP_034671485.1|DSUB
OG0008044	LOC5570169|XP_021710526.1|AAEG	LOC117902591|XP_034670022.1|DSUB
OG0008045	LOC5578016|XP_001656754.1|AAEG	LOC117899042|XP_034664696.1|DSUB
OG0008046	LOC5578012|XP_021711098.1|AAEG, LOC110678092|XP_021706379.1|AAEG	LOC117897291|XP_034661923.1|DSUB
OG0008047	LOC5578010|XP_001656748.2|AAEG	LOC117899279|XP_034665075.1|DSUB
OG0008048	LOC5578008|XP_021704856.1|AAEG	LOC117897288|XP_034661921.1|DSUB
OG0008049	LOC5578007|XP_021709483.1|AAEG	LOC117899277|XP_034665072.1|DSUB
OG0008050	LOC5578003|XP_021708496.1|AAEG	LOC117896344|XP_034660478.1|DSUB
OG0008051	LOC5578000|XP_001656738.1|AAEG	LOC117898306|XP_034663473.1|DSUB
OG0008052	LOC5577449|XP_021710136.1|AAEG	LOC117895975|XP_034659825.1|DSUB
OG0008053	LOC5579184|XP_001664280.1|AAEG	LOC117899538|XP_034665503.1|DSUB
OG0008054	LOC5570299|XP_021705511.1|AAEG	LOC117903843|XP_034672194.1|DSUB
OG0008055	LOC5570297|XP_021709132.1|AAEG	LOC117903085|XP_034670779.1|DSUB
OG0008056	LOC5566177|XP_001650527.1|AAEG	LOC117901919|XP_034668782.1|DSUB
OG0008057	LOC5564663|XP_001649002.2|AAEG	LOC117898811|XP_034664356.1|DSUB
OG0008058	LOC5576334|XP_001656072.1|AAEG	LOC117898200|XP_034663311.1|DSUB
OG0008059	LOC5577679|XP_001663462.2|AAEG	LOC117898229|XP_034663355.1|DSUB
OG0008060	LOC5563627|XP_001647945.1|AAEG	LOC117897612|XP_034662467.1|DSUB
OG0008061	LOC5563588|XP_001647934.2|AAEG	LOC117897429|XP_034662162.1|DSUB
OG0008062	LOC5563589|XP_021708066.1|AAEG	LOC117898048|XP_034663102.1|DSUB
OG0008063	LOC5563645|XP_021708176.1|AAEG	LOC117897749|XP_034662679.1|DSUB
OG0008064	LOC5570055|XP_001658894.2|AAEG	LOC117903519|XP_034671524.1|DSUB
OG0008065	LOC5564883|XP_021707321.1|AAEG, LOC110681195|XP_021712665.1|AAEG	LOC117897345|XP_034662014.1|DSUB
OG0008066	LOC5564884|XP_001649206.2|AAEG	LOC117901806|XP_034668614.1|DSUB
OG0008067	LOC5575411|XP_001661931.2|AAEG	LOC117903884|XP_034672274.1|DSUB
OG0008068	LOC5564357|XP_021710691.1|AAEG	LOC117903076|XP_034670762.1|DSUB
OG0008069	LOC5572567|XP_001654084.2|AAEG	LOC117898041|XP_034663089.1|DSUB
OG0008070	LOC5569093|XP_001658327.1|AAEG	LOC117897293|XP_034661926.1|DSUB
OG0008071	LOC5576104|XP_001662449.2|AAEG	LOC117903566|XP_034671665.1|DSUB
OG0008072	LOC5579330|XP_021710188.1|AAEG	LOC117889582|XP_034649879.1|DSUB
OG0008073	LOC5571092|XP_021706691.1|AAEG	LOC117902694|XP_034670130.1|DSUB
OG0008074	LOC5571089|XP_001659529.1|AAEG	LOC117898238|XP_034663372.1|DSUB
OG0008075	LOC5571072|XP_021706413.1|AAEG	LOC117890449|XP_034651178.1|DSUB
OG0008076	LOC110679022|XP_021708619.1|AAEG	LOC117903459|XP_034671387.1|DSUB
OG0008077	LOC5571466|XP_001659715.1|AAEG	LOC117898650|XP_034664112.1|DSUB
OG0008078	LOC5571461|XP_001659711.1|AAEG	LOC117903242|XP_034671039.1|DSUB
OG0008079	LOC5571462|XP_021709834.1|AAEG	LOC117891313|XP_034652621.1|DSUB
OG0008080	LOC110678287|XP_021706628.1|AAEG	LOC117903810|XP_034672141.1|DSUB
OG0008081	LOC5567260|XP_011493308.1|AAEG	LOC117903557|XP_034671652.1|DSUB
OG0008082	LOC5574670|XP_001655247.1|AAEG	LOC117896880|XP_034661300.1|DSUB
OG0008083	LOC5567588|XP_021705766.1|AAEG	LOC117899633|XP_034665681.1|DSUB
OG0008084	LOC110677973|XP_021705853.1|AAEG	LOC117896993|XP_034661441.1|DSUB
OG0008085	LOC5565475|XP_021708712.1|AAEG	LOC117896025|XP_034659924.1|DSUB
OG0008086	LOC5575721|XP_001655826.2|AAEG	LOC117898810|XP_034664353.1|DSUB
OG0008087	LOC5572952|XP_021711354.1|AAEG	LOC117903325|XP_034671159.1|DSUB
OG0008088	LOC5569651|XP_001652912.1|AAEG	LOC117903335|XP_034671173.1|DSUB
OG0008089	LOC110678983|XP_021708461.1|AAEG	LOC117894687|XP_034657757.1|DSUB
OG0008090	LOC110678000|XP_021705988.1|AAEG	LOC117903621|XP_034671770.1|DSUB
OG0008091	LOC5573048|XP_001654367.2|AAEG	LOC117897033|XP_034661503.1|DSUB
OG0008092	LOC5578452|XP_001656973.2|AAEG	LOC117896733|XP_034661088.1|DSUB
OG0008093	LOC5578442|XP_021708238.1|AAEG	LOC117889592|XP_034649894.1|DSUB
OG0008094	LOC5578441|XP_021708240.1|AAEG	LOC117902645|XP_034670061.1|DSUB
OG0008095	LOC5563972|XP_001648286.1|AAEG	LOC117899321|XP_034665143.1|DSUB
OG0008096	LOC5563977|XP_001648288.1|AAEG	LOC117903106|XP_034670820.1|DSUB
OG0008097	LOC5563971|XP_021705206.1|AAEG	LOC117892190|XP_034654173.1|DSUB
OG0008098	LOC5563987|XP_021706425.1|AAEG	LOC117894854|XP_034658000.1|DSUB
OG0008099	LOC5574133|XP_021706761.1|AAEG	LOC117894690|XP_034657759.1|DSUB
OG0008100	LOC5571582|XP_021707444.1|AAEG	LOC117896838|XP_034661248.1|DSUB
OG0008101	LOC5579947|XP_001652236.1|AAEG	LOC117891393|XP_034652769.1|DSUB
OG0008102	LOC110678895|XP_021708171.1|AAEG	LOC117895986|XP_034659862.1|DSUB
OG0008103	LOC5568662|XP_001652497.1|AAEG	LOC117891141|XP_034652296.1|DSUB
OG0008104	LOC5577813|XP_001663581.2|AAEG	LOC117895836|XP_034659669.1|DSUB
OG0008105	LOC5577817|XP_021706430.1|AAEG	LOC117899188|XP_034664941.1|DSUB
OG0008106	LOC5567161|XP_021704977.1|AAEG	LOC117894314|XP_034657176.1|DSUB
OG0008107	LOC5567165|XP_021708811.1|AAEG	LOC117898129|XP_034663214.1|DSUB
OG0008108	LOC5571587|XP_021704341.1|AAEG	LOC117903842|XP_034672193.1|DSUB
OG0008109	LOC5573604|XP_001654738.1|AAEG	LOC117903174|XP_034670910.1|DSUB
OG0008110	LOC5577377|XP_001656460.1|AAEG	LOC117901615|XP_034668339.1|DSUB
OG0008111	LOC5577381|XP_001656464.2|AAEG	LOC117900038|XP_034666159.1|DSUB
OG0008112	LOC5577382|XP_021706270.1|AAEG	LOC117903745|XP_034672026.1|DSUB
OG0008113	LOC5577385|XP_001656467.1|AAEG	LOC117903593|XP_034671708.1|DSUB
OG0008114	LOC5579142|XP_001664237.1|AAEG	LOC117903592|XP_034671707.1|DSUB
OG0008115	LOC5579140|XP_021704369.1|AAEG	LOC117903381|XP_034671253.1|DSUB
OG0008116	LOC5577102|XP_021708908.1|AAEG	LOC117896133|XP_034660092.1|DSUB
OG0008117	LOC5574166|XP_021707939.1|AAEG	LOC117903134|XP_034670865.1|DSUB
OG0008118	LOC5568860|XP_001652584.2|AAEG	LOC117901352|XP_034667995.1|DSUB
OG0008119	LOC5568862|XP_001652587.1|AAEG	LOC117897727|XP_034662648.1|DSUB
OG0008120	LOC5566952|XP_001651366.1|AAEG	LOC117903133|XP_034670857.1|DSUB
OG0008121	LOC5566956|XP_001651370.2|AAEG	LOC117890167|XP_034650756.1|DSUB
OG0008122	LOC5575049|XP_021704788.1|AAEG	LOC117893703|XP_034656489.1|DSUB
OG0008123	LOC5575045|XP_001655482.1|AAEG	LOC117903685|XP_034671914.1|DSUB
OG0008124	LOC5571400|XP_021711367.1|AAEG	LOC117890908|XP_034651916.1|DSUB
OG0008125	LOC5571398|XP_021704979.1|AAEG	LOC117889622|XP_034649961.1|DSUB
OG0008126	LOC5571395|XP_001653647.2|AAEG	LOC117903867|XP_034672248.1|DSUB
OG0008127	LOC5574432|XP_021707456.1|AAEG	LOC117903404|XP_034671289.1|DSUB
OG0008128	LOC5574437|XP_001661451.2|AAEG	LOC117900499|XP_034666783.1|DSUB
OG0008129	LOC5578302|XP_021705145.1|AAEG	LOC117890325|XP_034651016.1|DSUB
OG0008130	LOC5578301|XP_001656883.2|AAEG	LOC117903207|XP_034670985.1|DSUB
OG0008131	LOC5569003|XP_001652655.2|AAEG	LOC117897487|XP_034662267.1|DSUB
OG0008132	LOC5569000|XP_021706230.1|AAEG	LOC117897832|XP_034662785.1|DSUB
OG0008133	LOC5568989|XP_001652638.1|AAEG	LOC117892413|XP_034654538.1|DSUB
OG0008134	LOC5572487|XP_021706930.1|AAEG	LOC117903848|XP_034672197.1|DSUB
OG0008135	LOC5572486|XP_001660435.1|AAEG	LOC117898369|XP_034663598.1|DSUB
OG0008136	LOC5572471|XP_001660418.2|AAEG	LOC117902426|XP_034669677.1|DSUB
OG0008137	LOC5564780|XP_021707642.1|AAEG	LOC117896474|XP_034660704.1|DSUB
OG0008138	LOC5564856|XP_001649231.1|AAEG	LOC117894511|XP_034657511.1|DSUB
OG0008139	LOC5564874|XP_001649229.1|AAEG	LOC117889929|XP_034650348.1|DSUB
OG0008140	LOC5570008|XP_021706045.1|AAEG	LOC117889623|XP_034649962.1|DSUB, LOC117889627|XP_034649965.1|DSUB
OG0008141	LOC5570010|XP_001658899.2|AAEG	LOC117889596|XP_034649897.1|DSUB
OG0008142	LOC5570013|XP_001658904.1|AAEG	LOC117898580|XP_034664013.1|DSUB
OG0008143	LOC5570018|XP_001658908.2|AAEG	LOC117893346|XP_034655830.1|DSUB
OG0008144	LOC5570020|XP_001658910.1|AAEG	LOC117890806|XP_034651772.1|DSUB
OG0008145	LOC5570027|XP_021705788.1|AAEG	LOC117898093|XP_034663167.1|DSUB
OG0008146	LOC5570028|XP_001658918.2|AAEG	LOC117903674|XP_034649854.1|DSUB
OG0008147	LOC5570031|XP_021708724.1|AAEG	LOC117889569|XP_034654003.1|DSUB
OG0008148	LOC5568010|XP_021711000.1|AAEG	LOC117903831|XP_034672177.1|DSUB
OG0008149	LOC5579856|XP_021710339.1|AAEG	LOC117903113|XP_034670830.1|DSUB
OG0008150	LOC5579854|XP_001651530.1|AAEG	LOC117898426|XP_034663709.1|DSUB
OG0008151	LOC5579853|XP_021708504.1|AAEG	LOC117903740|XP_034671994.1|DSUB
OG0008152	LOC5579849|XP_001651524.3|AAEG	LOC117903747|XP_034672038.1|DSUB
OG0008153	LOC5570807|XP_021707584.1|AAEG	LOC117891172|XP_034652385.1|DSUB
OG0008154	LOC5570808|XP_001653315.2|AAEG	LOC117895084|XP_034658371.1|DSUB
OG0008155	LOC5572121|XP_001660204.1|AAEG	LOC117895079|XP_034658360.1|DSUB
OG0008156	LOC5570576|XP_001653228.2|AAEG	LOC117899334|XP_034665162.1|DSUB
OG0008157	LOC5576212|XP_021706267.1|AAEG	LOC117896216|XP_034660241.1|DSUB
OG0008158	LOC5578388|XP_001663853.2|AAEG	LOC117903546|XP_034671628.1|DSUB
OG0008159	LOC110679481|XP_021709877.1|AAEG	LOC117895879|XP_034659772.1|DSUB
OG0008160	LOC5565233|XP_021704997.1|AAEG	LOC117890482|XP_034651241.1|DSUB
OG0008161	LOC5571095|XP_021709984.1|AAEG	LOC117903518|XP_034671523.1|DSUB
OG0008162	LOC5571106|XP_021711460.1|AAEG	LOC117903391|XP_034671268.1|DSUB
OG0008163	LOC5573743|XP_001654771.2|AAEG	LOC117895492|XP_034659079.1|DSUB
OG0008164	LOC5565509|XP_021705970.1|AAEG	LOC117903605|XP_034671747.1|DSUB
OG0008165	LOC5579530|XP_021710700.1|AAEG	LOC117903042|XP_034670670.1|DSUB
OG0008166	LOC23687820|XP_021705127.1|AAEG	LOC117903046|XP_034670674.1|DSUB
OG0008167	LOC5576931|XP_021709434.1|AAEG	LOC117903135|XP_034670862.1|DSUB
OG0008168	LOC5576933|XP_001656295.1|AAEG	LOC117903127|XP_034670847.1|DSUB
OG0008169	LOC5576934|XP_001656296.1|AAEG	LOC117903821|XP_034672162.1|DSUB
OG0008170	LOC5576939|XP_001656301.2|AAEG	LOC117891345|XP_034652667.1|DSUB
OG0008171	LOC5571006|XP_001653435.1|AAEG	LOC117903440|XP_034671363.1|DSUB
OG0008172	LOC5575079|XP_001661807.2|AAEG	LOC117896688|XP_034661030.1|DSUB
OG0008173	LOC5575389|XP_021711074.1|AAEG	LOC117901982|XP_034668882.1|DSUB
OG0008174	LOC5565824|XP_001650189.2|AAEG	LOC117891153|XP_034652299.1|DSUB
OG0008175	LOC5575222|XP_021710746.1|AAEG	LOC117893835|XP_034656493.1|DSUB
OG0008176	LOC5563818|XP_021711617.1|AAEG	LOC117903120|XP_034670838.1|DSUB
OG0008177	LOC110678484|XP_021707129.1|AAEG	LOC117903083|XP_034670778.1|DSUB
OG0008178	LOC5566181|XP_021704460.1|AAEG	LOC117892142|XP_034654075.1|DSUB
OG0008179	LOC5569833|XP_001658727.1|AAEG	LOC117900338|XP_034666571.1|DSUB
OG0008180	LOC5569841|XP_001658728.1|AAEG	LOC117903616|XP_034671763.1|DSUB
OG0008181	LOC5566184|XP_021708082.1|AAEG	LOC117903618|XP_034671765.1|DSUB
OG0008182	LOC5577096|XP_001663179.2|AAEG	LOC117892300|XP_034654336.1|DSUB
OG0008183	LOC5570163|XP_021704718.1|AAEG	LOC117890947|XP_034651973.1|DSUB
OG0008184	LOC5568765|XP_001652557.2|AAEG, LOC110677916|XP_021705616.1|AAEG	LOC117899033|XP_034664682.1|DSUB
OG0008185	LOC5575687|XP_021707950.1|AAEG	LOC117896180|XP_034660155.1|DSUB
OG0008186	LOC5575700|XP_001662138.2|AAEG	LOC117892391|XP_034654498.1|DSUB
OG0008187	LOC5578503|XP_021707973.1|AAEG	LOC117892398|XP_034654505.1|DSUB
OG0008188	LOC110677919|XP_021705626.1|AAEG	LOC117902090|XP_034669077.1|DSUB
OG0008189	LOC5577175|XP_001663263.1|AAEG	LOC117901888|XP_034668741.1|DSUB
OG0008190	LOC5567347|XP_001657371.1|AAEG	LOC117895634|XP_034659280.1|DSUB
OG0008191	LOC5567353|XP_021710265.1|AAEG	LOC117903780|XP_034672096.1|DSUB
OG0008192	LOC5567357|XP_001657364.2|AAEG	LOC117897845|XP_034662806.1|DSUB
OG0008193	LOC5580244|XP_001662426.2|AAEG	LOC117903473|XP_034671419.1|DSUB
OG0008194	LOC5571036|XP_001659471.1|AAEG	LOC117900806|XP_034667184.1|DSUB
OG0008195	LOC5571028|XP_001659466.2|AAEG	LOC117892644|XP_034654889.1|DSUB
OG0008196	LOC5574769|XP_001655335.2|AAEG	LOC117892492|XP_034654649.1|DSUB
OG0008197	LOC110678644|XP_021707471.1|AAEG	LOC117894154|XP_034656941.1|DSUB
OG0008198	LOC5567212|XP_001651641.2|AAEG	LOC117903343|XP_034671182.1|DSUB
OG0008199	LOC5571905|XP_021710721.1|AAEG	LOC117893854|XP_034656515.1|DSUB
OG0008200	LOC5576906|XP_001663005.2|AAEG	LOC117890564|XP_034651389.1|DSUB
OG0008201	LOC5577481|XP_001656511.2|AAEG	LOC117895076|XP_034658356.1|DSUB
OG0008202	LOC5577482|XP_021704179.1|AAEG	LOC117894844|XP_034657985.1|DSUB
OG0008203	LOC5579121|XP_021704988.1|AAEG	LOC117895283|XP_034658710.1|DSUB
OG0008204	LOC5572091|XP_001660170.1|AAEG	LOC117903678|XP_034671907.1|DSUB
OG0008205	LOC5578101|XP_001656797.1|AAEG	LOC117903362|XP_034671208.1|DSUB
OG0008206	LOC5578119|XP_021711079.1|AAEG	LOC117895827|XP_034659655.1|DSUB
OG0008207	LOC5578904|XP_001664113.2|AAEG	LOC117893106|XP_034655430.1|DSUB
OG0008208	LOC5566871|XP_021710456.1|AAEG	LOC117890498|XP_034651280.1|DSUB
OG0008209	LOC5566870|XP_001651297.1|AAEG	LOC117894906|XP_034658092.1|DSUB
OG0008210	LOC5564590|XP_001648940.1|AAEG	LOC117900367|XP_034666606.1|DSUB
OG0008211	LOC5568449|XP_021706358.1|AAEG	LOC117901484|XP_034668143.1|DSUB
OG0008212	LOC5573260|XP_001654470.1|AAEG	LOC117893878|XP_034656541.1|DSUB
OG0008213	LOC5573263|XP_021708832.1|AAEG	LOC117897679|XP_034662584.1|DSUB
OG0008214	LOC5574196|XP_021707338.1|AAEG	LOC117895197|XP_034658569.1|DSUB
OG0008215	LOC110678839|XP_021708014.1|AAEG, LOC5574176|XP_001661233.1|AAEG	LOC117894712|XP_034657826.1|DSUB
OG0008216	LOC5567495|XP_001657494.2|AAEG	LOC117894772|XP_034657887.1|DSUB
OG0008217	LOC5571926|XP_001660023.2|AAEG	LOC117903213|XP_034670994.1|DSUB
OG0008218	LOC110679115|XP_021708805.1|AAEG	LOC117891600|XP_034653024.1|DSUB
OG0008219	LOC5566553|XP_001650930.2|AAEG	LOC117903664|XP_034671876.1|DSUB
OG0008220	LOC5566550|XP_001650929.2|AAEG	LOC117903824|XP_034672164.1|DSUB
OG0008221	LOC5563701|XP_021709282.1|AAEG	LOC117902708|XP_034670153.1|DSUB
OG0008222	LOC5565417|XP_021710545.1|AAEG	LOC117893004|XP_034655251.1|DSUB
OG0008223	LOC5567882|XP_021710671.1|AAEG	LOC117893212|XP_034655631.1|DSUB
OG0008224	LOC5564114|XP_001648451.1|AAEG	LOC117894645|XP_034657708.1|DSUB
OG0008225	LOC5568586|XP_001652415.2|AAEG	LOC117903327|XP_034671161.1|DSUB
OG0008226	LOC5569139|XP_021704263.1|AAEG	LOC117898968|XP_034664603.1|DSUB
OG0008266	LOC5575839|XP_021694431.1|AAEG	LOC117899545|XP_034665518.1|DSUB
OG0008267	LOC5575831|XP_021694450.1|AAEG	LOC117896575|XP_034660867.1|DSUB
OG0008268	LOC5579811|XP_001651037.2|AAEG	LOC117899957|XP_034666002.1|DSUB
OG0008269	LOC5579822|XP_001651053.1|AAEG	LOC117900547|XP_034666841.1|DSUB
OG0008270	LOC5567112|XP_001651488.2|AAEG	LOC117903364|XP_034671215.1|DSUB
OG0008271	LOC5580057|XP_021694880.1|AAEG	LOC117895229|XP_034658617.1|DSUB
OG0008272	LOC5568329|XP_021694944.1|AAEG	LOC117903534|XP_034671604.1|DSUB
OG0008273	LOC5576500|XP_001662692.2|AAEG	LOC117898134|XP_034663219.1|DSUB
OG0008274	LOC110674877|XP_021695151.1|AAEG	LOC117901726|XP_034668499.1|DSUB
OG0008275	LOC5572113|XP_001660194.1|AAEG	LOC117903062|XP_034670707.1|DSUB
OG0008276	LOC5566777|XP_021699929.1|AAEG	LOC117891416|XP_034652763.1|DSUB
OG0008277	LOC5566774|XP_021700219.1|AAEG	LOC117903480|XP_034671427.1|DSUB
OG0008278	LOC5571978|XP_001660080.1|AAEG	LOC117902308|XP_034669480.1|DSUB
OG0008279	LOC5571384|XP_021713098.1|AAEG	LOC117903888|XP_034672278.1|DSUB
OG0008280	LOC5576828|XP_001656273.2|AAEG	LOC117903891|XP_034672284.1|DSUB
OG0008281	LOC5569438|XP_001658529.2|AAEG	LOC117898772|XP_034664300.1|DSUB
OG0008282	LOC5578395|XP_021694011.1|AAEG	LOC117894922|XP_034658160.1|DSUB
OG0008283	LOC23687616|XP_021694319.1|AAEG	LOC117903424|XP_034671330.1|DSUB
OG0008284	LOC23687488|XP_021696790.1|AAEG	LOC117902975|XP_034670526.1|DSUB
OG0008285	LOC5571725|XP_021697131.1|AAEG	LOC117901700|XP_034668457.1|DSUB
OG0008286	LOC5575005|XP_021697524.1|AAEG	LOC117903900|XP_034672296.1|DSUB
OG0008287	LOC5572002|XP_021698976.1|AAEG	LOC117889603|XP_034649908.1|DSUB
OG0008288	LOC5564409|XP_021700053.1|AAEG	LOC117897248|XP_034661861.1|DSUB
OG0008289	LOC23687559|XP_011492981.1|AAEG	LOC117899308|XP_034665125.1|DSUB
OG0008290	LOC5576471|XP_021700479.1|AAEG	LOC117889907|XP_034650324.1|DSUB
OG0008291	LOC5579259|XP_021700506.1|AAEG	LOC117891099|XP_034652179.1|DSUB
OG0008292	LOC5571914|XP_001660010.2|AAEG, LOC5576479|XP_001662671.2|AAEG	LOC117901716|XP_034668487.1|DSUB
OG0008293	LOC5570717|XP_021700792.1|AAEG	LOC117897863|XP_034662827.1|DSUB
OG0008294	LOC5571482|XP_001659740.2|AAEG	LOC117899039|XP_034664691.1|DSUB
OG0008295	LOC5575869|XP_001655871.1|AAEG	LOC117890895|XP_034651924.1|DSUB
OG0008296	LOC5577249|XP_021704895.1|AAEG	LOC117897299|XP_034661936.1|DSUB
OG0008297	LOC5577253|XP_021704966.1|AAEG	LOC117889605|XP_034649914.1|DSUB
OG0008298	LOC23687855|XP_011493773.2|AAEG	LOC117903189|XP_034670937.1|DSUB
OG0008299	LOC5565071|XP_001649381.2|AAEG	LOC117899352|XP_034665210.1|DSUB
OG0008300	LOC5576007|XP_021706028.1|AAEG	LOC117903494|XP_034671461.1|DSUB
OG0008301	LOC5565332|XP_021706574.1|AAEG	LOC117898121|XP_034663200.1|DSUB
OG0008302	LOC5565202|XP_021706928.1|AAEG	LOC117899777|XP_034665944.1|DSUB
OG0008303	LOC5578382|XP_001663844.1|AAEG	LOC117895646|XP_034659326.1|DSUB
OG0008304	LOC110678613|XP_021707420.1|AAEG	LOC117902200|XP_034669296.1|DSUB
OG0008305	LOC5572777|XP_001654174.2|AAEG	LOC117903287|XP_034671102.1|DSUB
OG0008306	LOC110679468|XP_021709815.1|AAEG	LOC117903834|XP_034672176.1|DSUB
OG0008307	LOC110679499|XP_021709985.1|AAEG	LOC117899734|XP_034665870.1|DSUB
OG0008308	LOC5569462|XP_021710890.1|AAEG	LOC117898860|XP_034664428.1|DSUB
OG0008309	LOC5577509|XP_001656530.1|AAEG	LOC117902244|XP_034669380.1|DSUB
OG0008310	LOC5567070|XP_001651456.1|AAEG	LOC117894060|XP_034656804.1|DSUB
OG0008311	LOC110681489|XP_021712978.1|AAEG	LOC117897949|XP_034662944.1|DSUB
OG0008312	LOC5573369|XP_021713001.1|AAEG	LOC117896560|XP_034660853.1|DSUB
OG0008313	LOC5572587|XP_021713068.1|AAEG	LOC117901911|XP_034668771.1|DSUB
OG0008314	LOC110681523|XP_021713184.1|AAEG	LOC117892517|XP_034654694.1|DSUB
OG0008315	LOC5565703|XP_001650063.2|AAEG	LOC117895782|XP_034659571.1|DSUB
OG0008317	LOC5569239|XP_001652800.2|AAEG	LOC117899314|XP_034665131.1|DSUB
OG0008318	LOC5574055|XP_021713280.1|AAEG	LOC117889616|XP_034649931.1|DSUB
OG0008319	LOC5569644|XP_021693472.1|AAEG	LOC117891846|XP_034653488.1|DSUB
OG0008320	LOC5565601|XP_021693795.1|AAEG	LOC117890016|XP_034650511.1|DSUB
OG0008321	LOC5565964|XP_001650299.2|AAEG	LOC117896143|XP_034660106.1|DSUB
OG0008322	LOC5579958|XP_001658474.2|AAEG	LOC117902382|XP_034669594.1|DSUB
OG0008323	LOC5576118|XP_021694094.1|AAEG	LOC117897744|XP_034662677.1|DSUB
OG0008324	LOC5576134|XP_001662479.2|AAEG	LOC117903547|XP_034671629.1|DSUB
OG0008326	LOC5578718|XP_021694188.1|AAEG	LOC117896810|XP_034661204.1|DSUB
OG0008327	LOC5575744|XP_021695713.1|AAEG	LOC117889841|XP_034650222.1|DSUB
OG0008328	LOC5572894|XP_001654248.2|AAEG	LOC117903723|XP_034671963.1|DSUB
OG0008329	LOC5570502|XP_001659187.2|AAEG	LOC117901738|XP_034668520.1|DSUB
OG0008331	LOC5568307|XP_001652184.2|AAEG	LOC117893793|XP_034656428.1|DSUB
OG0008332	LOC5571808|XP_021697115.1|AAEG	LOC117895400|XP_034658918.1|DSUB
OG0008333	LOC5574706|XP_001661603.1|AAEG	LOC117894453|XP_034657441.1|DSUB
OG0008334	LOC5574705|XP_021697228.1|AAEG	LOC117894446|XP_034657422.1|DSUB
