Orthogroup	AAEG.longest_only	DPSE.longest_only
OG0007515	LOC5577979|XP_001663649.1|AAEG	LOC6903294|XP_002132482.3|DPSE
OG0007516	LOC5574963|XP_021711057.1|AAEG	LOC4817819|XP_001357477.2|DPSE
OG0007517	LOC5574961|XP_001655432.1|AAEG	LOC4813970|XP_001354128.1|DPSE
OG0007518	LOC5574955|XP_021710999.1|AAEG	LOC4805628|XP_001362000.1|DPSE
OG0007519	LOC5575183|XP_021709939.1|AAEG	LOC4805534|XP_033233250.1|DPSE
OG0007520	LOC5573356|XP_001660842.2|AAEG	LOC6898464|XP_002138507.2|DPSE
OG0007521	LOC5567361|XP_001657376.2|AAEG	LOC4815920|XP_001355728.2|DPSE
OG0007522	LOC5566415|XP_021710266.1|AAEG	LOC26533691|XP_033239799.1|DPSE
OG0007523	LOC5575516|XP_021710609.1|AAEG	LOC4805410|XP_015040631.2|DPSE
OG0007524	LOC5564364|XP_021706173.1|AAEG	LOC4817098|XP_001356574.3|DPSE
OG0007525	LOC5571035|XP_001659470.1|AAEG	LOC4816412|XP_001356237.1|DPSE
OG0007526	LOC5571024|XP_001659458.2|AAEG	LOC4800947|XP_001358131.2|DPSE
OG0007527	LOC5569796|XP_001653010.1|AAEG	LOC4813688|XP_001353646.1|DPSE
OG0007528	LOC5572184|XP_021710216.1|AAEG	LOC6899016|XP_002138971.3|DPSE
OG0007529	LOC5578347|XP_021704792.1|AAEG	LOC4803964|XP_001360602.4|DPSE
OG0007530	LOC5567240|XP_001651670.2|AAEG	LOC117184773|XP_033239501.1|DPSE
OG0007531	LOC5567238|XP_001651668.2|AAEG	LOC4805574|XP_001361957.2|DPSE
OG0007532	LOC5567221|XP_001651650.2|AAEG	LOC6899062|XP_002138987.3|DPSE
OG0007533	LOC5567219|XP_001651647.2|AAEG	LOC4812620|XP_001352976.2|DPSE
OG0007534	LOC5567216|XP_001651645.1|AAEG	LOC4813823|XP_001353547.1|DPSE
OG0007535	LOC5567210|XP_001651639.2|AAEG	LOC4812895|XP_001353601.3|DPSE
OG0007536	LOC5567207|XP_021710699.1|AAEG	LOC4802872|XP_001359703.2|DPSE
OG0007537	LOC5567198|XP_021709908.1|AAEG	LOC6900585|XP_033238191.1|DPSE
OG0007538	LOC5567190|XP_021710084.1|AAEG	LOC4813036|XP_033240038.1|DPSE
OG0007539	LOC5567180|XP_021709178.1|AAEG	LOC6903226|XP_002132927.3|DPSE
OG0007540	LOC5567179|XP_001651608.1|AAEG	LOC4800726|XP_001357946.2|DPSE
OG0007541	LOC110679261|XP_021709179.1|AAEG	LOC4805169|XP_001361616.1|DPSE
OG0007542	LOC5567178|XP_021706240.1|AAEG	LOC4805699|XP_004444581.2|DPSE
OG0007543	LOC5571202|XP_001659588.2|AAEG	LOC6899870|XP_033237262.1|DPSE
OG0007544	LOC5571904|XP_001660002.1|AAEG	LOC4812609|XP_001352623.3|DPSE
OG0007545	LOC5574817|XP_021711563.1|AAEG	LOC4816203|XP_001355751.2|DPSE
OG0007546	LOC5577750|XP_001663523.2|AAEG	LOC6897507|XP_002137656.1|DPSE
OG0007547	LOC5579104|XP_021707664.1|AAEG	LOC4804152|XP_001360758.1|DPSE
OG0007548	LOC5572083|XP_021707928.1|AAEG	LOC4814150|XP_033238089.1|DPSE
OG0007549	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG	LOC117184538|XP_033238588.1|DPSE
OG0007550	LOC5566064|XP_021711259.1|AAEG	LOC4812156|XP_001352902.1|DPSE
OG0007551	LOC5566044|XP_021711454.1|AAEG	LOC4804034|XP_033234626.1|DPSE
OG0007552	LOC5566045|XP_001650420.1|AAEG	LOC4817115|XP_001356747.4|DPSE
OG0007553	LOC5566061|XP_001650421.1|AAEG	LOC4817138|XP_001356826.1|DPSE
OG0007554	LOC5578125|XP_001656772.1|AAEG	LOC4812546|XP_001352604.1|DPSE
OG0007555	LOC5578084|XP_021710051.1|AAEG	LOC4804092|XP_033234653.1|DPSE
OG0007556	LOC5578086|XP_021706803.1|AAEG	LOC4805624|XP_033233719.1|DPSE
OG0007557	LOC5578088|XP_021710800.1|AAEG	LOC4805622|XP_033233717.1|DPSE
OG0007558	LOC5578097|XP_021706575.1|AAEG	LOC6898303|XP_033234414.1|DPSE
OG0007559	LOC5578100|XP_001656796.2|AAEG	LOC4816170|XP_001355815.1|DPSE
OG0007560	LOC5578115|XP_001656813.2|AAEG	LOC4811878|XP_015044064.2|DPSE
OG0007561	LOC5578903|XP_021708574.1|AAEG	LOC4812424|XP_033239055.1|DPSE
OG0007562	LOC5580212|XP_001662072.2|AAEG	LOC4813838|XP_001353278.3|DPSE
OG0007563	LOC5568521|XP_001652343.2|AAEG	LOC4813108|XP_001353957.1|DPSE
OG0007564	LOC110677853|XP_021705246.1|AAEG	LOC4813563|XP_001353587.2|DPSE
OG0007565	LOC5566872|XP_021705357.1|AAEG	LOC26532232|XP_033233421.1|DPSE
OG0007566	LOC5566867|XP_021710072.1|AAEG	LOC4803957|XP_001360595.2|DPSE
OG0007567	LOC5564584|XP_001648922.2|AAEG	LOC4801156|XP_001358291.1|DPSE
OG0007568	LOC5564591|XP_021707551.1|AAEG	LOC4804651|XP_001361179.2|DPSE
OG0007569	LOC5564588|XP_021704602.1|AAEG	LOC4804140|XP_001360746.2|DPSE
OG0007570	LOC5564593|XP_001648925.2|AAEG	LOC4804652|XP_001361180.2|DPSE
OG0007571	LOC5564598|XP_001648926.2|AAEG	LOC4804650|XP_001361178.4|DPSE
OG0007572	LOC5564582|XP_021705472.1|AAEG	LOC4818006|XP_001357476.3|DPSE
OG0007573	LOC5564589|XP_001648945.2|AAEG	LOC4803874|XP_001360523.2|DPSE
OG0007574	LOC5579923|XP_021705877.1|AAEG	LOC4805436|XP_001361837.1|DPSE
OG0007575	LOC5579925|XP_021705957.1|AAEG	LOC4805562|XP_001361947.3|DPSE
OG0007576	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG	LOC4814754|XP_033239087.1|DPSE
OG0007577	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG	LOC4815088|XP_001354834.2|DPSE
OG0007578	LOC5577286|XP_021706718.1|AAEG	LOC4817485|XP_001356906.4|DPSE
OG0007579	LOC5573261|XP_001654472.1|AAEG	LOC4805053|XP_001361517.2|DPSE
OG0007580	LOC5573262|XP_021709471.1|AAEG	LOC4813161|XP_001353135.2|DPSE
OG0007581	LOC5573265|XP_021707203.1|AAEG	LOC4816827|XP_001356542.2|DPSE
OG0007582	LOC5573266|XP_021707044.1|AAEG	LOC4802367|XP_001359296.1|DPSE
OG0007583	LOC5573269|XP_021707075.1|AAEG	LOC4805234|XP_001361670.3|DPSE
OG0007584	LOC5574192|XP_021707347.1|AAEG	LOC4815715|XP_001355626.4|DPSE
OG0007585	LOC5574191|XP_001661248.1|AAEG	LOC4813265|XP_001353291.4|DPSE
OG0007586	LOC5574174|XP_021708031.1|AAEG	LOC4816318|XP_001356249.3|DPSE
OG0007587	LOC5567490|XP_021708142.1|AAEG	LOC4805539|XP_033233415.1|DPSE
OG0007588	LOC5567489|XP_001657496.1|AAEG	LOC117184108|XP_033236202.1|DPSE
OG0007589	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG	LOC4814770|XP_001354759.2|DPSE
OG0007590	LOC5567461|XP_021708534.1|AAEG	LOC6900368|XP_015042616.2|DPSE
OG0007591	LOC5567458|XP_001657458.1|AAEG	LOC4805120|XP_001361577.2|DPSE
OG0007592	LOC5567453|XP_001657457.1|AAEG	LOC4804218|XP_001360812.3|DPSE
OG0007593	LOC5571923|XP_021708638.1|AAEG	LOC4814374|XP_001354449.2|DPSE
OG0007594	LOC5566548|XP_001650943.2|AAEG	LOC4805112|XP_003736964.1|DPSE
OG0007595	LOC5566544|XP_001650939.1|AAEG	LOC6898699|XP_002138704.1|DPSE
OG0007596	LOC5566535|XP_001650927.1|AAEG	LOC4813933|XP_001354095.2|DPSE
OG0007597	LOC5563691|XP_001647963.1|AAEG	LOC4813821|XP_001353995.2|DPSE
OG0007598	LOC5568961|XP_001652621.1|AAEG	LOC4805564|XP_001361949.2|DPSE
OG0007599	LOC5576161|XP_021709806.1|AAEG	LOC4813840|XP_001353599.1|DPSE
OG0007600	LOC5568951|XP_001652611.1|AAEG	LOC4811984|XP_033241393.1|DPSE
OG0007601	LOC5565426|XP_001649804.1|AAEG	LOC6900346|XP_002134743.1|DPSE
OG0007602	LOC5565447|XP_001649793.1|AAEG	LOC4813059|XP_001353518.1|DPSE
OG0007603	LOC5565439|XP_021710531.1|AAEG	LOC4813690|XP_001353519.1|DPSE
OG0007604	LOC5567876|XP_001651907.1|AAEG	LOC4812534|XP_015043590.2|DPSE
OG0007605	LOC5576319|XP_021710862.1|AAEG	LOC6903600|XP_033240199.1|DPSE
OG0007606	LOC5576326|XP_001656061.1|AAEG	LOC4811995|XP_001352785.3|DPSE
OG0007607	LOC5564131|XP_021711054.1|AAEG	LOC4801080|XP_015038658.2|DPSE
OG0007608	LOC5564115|XP_001648450.1|AAEG	LOC4812615|XP_001353008.3|DPSE
OG0007609	LOC5564110|XP_001648448.1|AAEG	LOC4814603|XP_001354815.1|DPSE
OG0007610	LOC5566702|XP_021711360.1|AAEG	LOC4804366|XP_001360940.2|DPSE
OG0007611	LOC5566699|XP_021711392.1|AAEG	LOC6899891|XP_015044270.1|DPSE
OG0007612	LOC5566698|XP_001651106.2|AAEG	LOC4805132|XP_033233581.1|DPSE
OG0007613	LOC5566687|XP_001651094.2|AAEG	LOC6898999|XP_002138959.2|DPSE
OG0007614	LOC5568587|XP_021711605.1|AAEG	LOC4811962|XP_001352737.1|DPSE
OG0007615	LOC5568588|XP_001652419.1|AAEG	LOC4814146|XP_001354300.2|DPSE
OG0007616	LOC5568603|XP_001652417.2|AAEG	LOC4801157|XP_001358292.2|DPSE
OG0007617	LOC5568590|XP_001652422.2|AAEG	LOC6900497|XP_033237811.1|DPSE
OG0007618	LOC5568592|XP_001652424.2|AAEG	LOC6900548|XP_002134932.3|DPSE
OG0007619	LOC5568593|XP_021711620.1|AAEG	LOC4812370|XP_001352744.3|DPSE
OG0007620	LOC5568599|XP_021711641.1|AAEG	LOC4811937|XP_033240824.1|DPSE
OG0007621	LOC5569134|XP_001652738.2|AAEG	LOC4804592|XP_001361127.4|DPSE
OG0007622	LOC5569135|XP_021704146.1|AAEG	LOC6900797|XP_033239100.1|DPSE
OG0007623	LOC5569142|XP_021704189.1|AAEG	LOC4813463|XP_033241065.1|DPSE
OG0007624	LOC5573214|XP_001654439.2|AAEG	LOC4812043|XP_001353014.1|DPSE
OG0007625	LOC5573208|XP_021704307.1|AAEG	LOC4813758|XP_033239104.1|DPSE
OG0007626	LOC5573228|XP_001654433.1|AAEG	LOC4812057|XP_001352447.3|DPSE
OG0007627	LOC5573216|XP_001654431.1|AAEG	LOC4812513|XP_001352446.3|DPSE
OG0007628	LOC5572034|XP_001660142.1|AAEG	LOC4811788|XP_001352355.1|DPSE
OG0007629	LOC110680484|XP_021711981.1|AAEG	LOC6900886|XP_033237476.1|DPSE
OG0007664	LOC5579633|XP_021694454.1|AAEG	LOC4801634|XP_015037333.2|DPSE
OG0007665	LOC5575983|XP_021694469.1|AAEG	LOC4815560|XP_001355654.4|DPSE
OG0007666	LOC5566218|XP_001650621.2|AAEG	LOC4815899|XP_033240804.1|DPSE
OG0007667	LOC5574530|XP_001655183.2|AAEG	LOC4815905|XP_033240908.1|DPSE
OG0007668	LOC5572032|XP_001660139.1|AAEG	LOC4818159|XP_001357432.2|DPSE
OG0007669	LOC5572018|XP_001660127.1|AAEG	LOC6902277|XP_002133804.2|DPSE
OG0007670	LOC5572019|XP_021694526.1|AAEG	LOC6902278|XP_002133805.2|DPSE
OG0007671	LOC5579819|XP_021694539.1|AAEG	LOC4814872|XP_001354976.1|DPSE
OG0007672	LOC5564262|XP_001648601.2|AAEG	LOC4815662|XP_001355438.3|DPSE
OG0007673	LOC5574715|XP_001655294.1|AAEG	LOC4801143|XP_001358282.4|DPSE
OG0007674	LOC5574714|XP_021694711.1|AAEG	LOC4814200|XP_033237726.1|DPSE
OG0007675	LOC5567109|XP_021694820.1|AAEG	LOC6901216|XP_033239868.1|DPSE
OG0007676	LOC5579417|XP_001647719.2|AAEG	LOC6901019|XP_002134503.3|DPSE
OG0007677	LOC5564702|XP_021694824.1|AAEG	LOC4816095|XP_001355219.2|DPSE
OG0007678	LOC5577043|XP_021694833.1|AAEG	LOC6901727|XP_033239684.1|DPSE
OG0007679	LOC5574747|XP_021694839.1|AAEG	LOC4814544|XP_001355062.2|DPSE
OG0007680	LOC5580053|XP_001654817.2|AAEG	LOC4816422|XP_001356157.1|DPSE
OG0007681	LOC110674813|XP_021694898.1|AAEG	LOC6897343|XP_002137496.2|DPSE
OG0007682	LOC5566204|XP_021694939.1|AAEG	LOC26532857|XP_033240854.1|DPSE, LOC117184917|XP_033239991.1|DPSE
OG0007683	LOC5568331|XP_021694941.1|AAEG	LOC4815519|XP_001355491.2|DPSE
OG0007684	LOC5568330|XP_001657986.2|AAEG	LOC4815115|XP_001354602.1|DPSE
OG0007685	LOC5564956|XP_021694953.1|AAEG	LOC4811763|XP_033240909.1|DPSE
OG0007686	LOC5576498|XP_021694976.1|AAEG	LOC4815289|XP_001355070.3|DPSE
OG0007687	LOC110674836|XP_021695005.1|AAEG	LOC4815432|XP_001355718.3|DPSE
OG0007688	LOC5577553|XP_001663425.2|AAEG	LOC4801759|XP_001358800.4|DPSE
OG0007689	LOC5572116|XP_001660190.2|AAEG	LOC4814554|XP_001355048.3|DPSE
OG0007690	LOC5579456|XP_021695153.1|AAEG	LOC6901532|XP_033237779.1|DPSE
OG0007691	LOC5573614|XP_001660939.2|AAEG	LOC4801100|XP_001358249.2|DPSE
OG0007692	LOC5579011|XP_021695301.1|AAEG	LOC6901005|XP_002134632.3|DPSE
OG0007693	LOC5579009|XP_001664189.2|AAEG	LOC4814977|XP_001354998.3|DPSE
OG0007694	LOC5565024|XP_001649367.2|AAEG	LOC4813761|XP_001353158.2|DPSE
OG0007695	LOC5566765|XP_021701470.1|AAEG	LOC6901459|XP_033239284.1|DPSE
OG0007696	LOC5566767|XP_021702078.1|AAEG	LOC4813565|XP_001353485.3|DPSE
OG0007697	LOC5573524|XP_001660921.1|AAEG	LOC4811870|XP_001352637.2|DPSE
OG0007698	LOC5573520|XP_001660919.2|AAEG	LOC4815615|XP_001355679.3|DPSE
OG0007699	LOC5569928|XP_021704115.1|AAEG	LOC6901824|XP_002134492.1|DPSE
OG0007700	LOC5569932|XP_021705373.1|AAEG	LOC4816065|XP_001355229.4|DPSE
OG0007701	LOC5568402|XP_021705509.1|AAEG	LOC6901938|XP_033238201.1|DPSE
OG0007702	LOC5568405|XP_021705959.1|AAEG	LOC4815504|XP_001355581.3|DPSE
OG0007703	LOC5574013|XP_001661100.1|AAEG	LOC4815266|XP_001354686.1|DPSE
OG0007704	LOC5571986|XP_021711684.1|AAEG	LOC4800335|XP_001357577.3|DPSE
OG0007705	LOC5571976|XP_001660081.1|AAEG	LOC4814359|XP_001354382.2|DPSE
OG0007706	LOC110681501|XP_021713061.1|AAEG	LOC6903613|XP_033238780.1|DPSE
OG0007707	LOC5571379|XP_021713067.1|AAEG	LOC6901423|XP_033241357.1|DPSE
OG0007708	LOC23687681|XP_021713268.1|AAEG	LOC4815863|XP_015040928.2|DPSE
OG0007709	LOC5569753|XP_021693528.1|AAEG	LOC4815942|XP_001355526.2|DPSE
OG0007710	LOC5571233|XP_021694148.1|AAEG	LOC6901690|XP_033241441.1|DPSE
OG0007711	LOC5567951|XP_001657767.2|AAEG	LOC4814194|XP_001354337.1|DPSE
OG0007712	LOC5564206|XP_021694249.1|AAEG	LOC6901922|XP_002133456.2|DPSE
OG0007713	LOC5565116|XP_021695026.1|AAEG	LOC4815673|XP_033238917.1|DPSE
OG0007714	LOC5569553|XP_001658614.1|AAEG	LOC6901082|XP_033240392.1|DPSE
OG0007715	LOC5569564|XP_021695249.1|AAEG	LOC4814744|XP_001354897.2|DPSE, LOC6899484|XP_002136048.2|DPSE
OG0007716	LOC5569927|XP_001658824.2|AAEG	LOC6902158|XP_033237836.1|DPSE
OG0007717	LOC5566491|XP_021696198.1|AAEG	LOC4800341|XP_003736200.3|DPSE
OG0007718	LOC5571307|XP_001653622.2|AAEG	LOC4816082|XP_001355296.1|DPSE
OG0007719	LOC5568412|XP_021696984.1|AAEG	LOC4815622|XP_033238960.1|DPSE
OG0007720	LOC5568407|XP_021697048.1|AAEG	LOC4815915|XP_033238958.1|DPSE
OG0007721	LOC5564013|XP_021697118.1|AAEG	LOC4814318|XP_001354414.3|DPSE
OG0007722	LOC5579401|XP_021694236.1|AAEG	LOC4814227|XP_033239635.1|DPSE
OG0007723	LOC5564822|XP_001649177.2|AAEG	LOC4814327|XP_001354406.4|DPSE
OG0007724	LOC5576601|XP_021697242.1|AAEG	LOC4817319|XP_001356424.3|DPSE
OG0007725	LOC5576603|XP_021697338.1|AAEG	LOC4815191|XP_001354725.3|DPSE
OG0007726	LOC5574999|XP_021697582.1|AAEG	LOC4815768|XP_001355329.3|DPSE
OG0007727	LOC5574994|XP_001655467.1|AAEG	LOC4815817|XP_001355528.1|DPSE
OG0007728	LOC110681031|XP_021712489.1|AAEG, LOC5574978|XP_021697775.1|AAEG	LOC4815362|XP_033240371.1|DPSE
OG0007729	LOC5574976|XP_001655446.2|AAEG	LOC4815689|XP_001355336.2|DPSE
OG0007730	LOC5574969|XP_001655440.2|AAEG	LOC4815361|XP_033237649.1|DPSE
OG0007731	LOC110676091|XP_021698314.1|AAEG	LOC4813009|XP_015043087.1|DPSE
OG0007732	LOC5576682|XP_021698349.1|AAEG	LOC4814846|XP_001355036.3|DPSE
OG0007733	LOC5572007|XP_021698932.1|AAEG	LOC4814448|XP_001354972.2|DPSE
OG0007734	LOC5572004|XP_001660110.2|AAEG	LOC4815039|XP_001354699.2|DPSE
OG0007735	LOC23687982|XP_011493172.2|AAEG	LOC4814944|XP_001354525.1|DPSE
OG0007736	LOC5564402|XP_001648749.2|AAEG	LOC4815465|XP_001355427.2|DPSE
OG0007737	LOC5576468|XP_021700427.1|AAEG	LOC4800882|XP_001358077.4|DPSE
OG0007738	LOC5576470|XP_021700451.1|AAEG	LOC4800586|XP_015038724.2|DPSE
OG0007739	LOC5570708|XP_021700880.1|AAEG	LOC4814585|XP_001355023.4|DPSE
OG0007740	LOC5570701|XP_021701097.1|AAEG	LOC4816014|XP_015041088.1|DPSE
OG0007741	LOC5571572|XP_001653709.2|AAEG	LOC6901385|XP_015041652.2|DPSE
OG0007742	LOC5567105|XP_021701568.1|AAEG	LOC6901684|XP_033239280.1|DPSE
OG0007743	LOC5567099|XP_001651499.3|AAEG	LOC4800490|XP_001357757.4|DPSE
OG0007744	LOC5565275|XP_021701816.1|AAEG	LOC26532603|XP_033238533.1|DPSE
OG0007745	LOC5575022|XP_021702025.1|AAEG	LOC4801438|XP_033234814.1|DPSE
OG0007746	LOC5576302|XP_001656042.2|AAEG	LOC4801708|XP_001358755.1|DPSE
OG0007747	LOC5567571|XP_021702904.1|AAEG	LOC4814581|XP_033238293.1|DPSE
OG0007748	LOC5567572|XP_021703002.1|AAEG	LOC4815062|XP_033239643.1|DPSE
OG0007749	LOC5576896|XP_001662996.1|AAEG	LOC4816087|XP_001355225.2|DPSE
OG0007750	LOC110674492|XP_021694381.1|AAEG	LOC4800321|XP_001357589.2|DPSE
OG0007751	LOC5564060|XP_021703839.1|AAEG	LOC6902805|XP_002132542.2|DPSE
OG0007752	LOC5564061|XP_001648364.2|AAEG	LOC4815633|XP_001355292.3|DPSE
OG0007753	LOC5564038|XP_001648366.2|AAEG	LOC4815544|XP_033239481.1|DPSE
OG0007754	LOC5564045|XP_021703960.1|AAEG	LOC4814656|XP_001354623.2|DPSE
OG0007755	LOC5564046|XP_021703985.1|AAEG	LOC4814719|XP_001354627.4|DPSE
OG0007756	LOC5564068|XP_021704096.1|AAEG	LOC6901443|XP_002134129.2|DPSE
OG0007757	LOC5571506|XP_021694258.1|AAEG	LOC4814990|XP_001354542.2|DPSE
OG0007758	LOC5571496|XP_001659746.2|AAEG	LOC4817822|XP_001357284.2|DPSE
OG0007759	LOC5571493|XP_001659743.2|AAEG	LOC4800391|XP_003736234.1|DPSE
OG0007760	LOC5580111|XP_001655054.1|AAEG	LOC4815594|XP_015041367.1|DPSE
OG0007761	LOC5580107|XP_021704459.1|AAEG	LOC4814690|XP_033238182.1|DPSE
OG0007762	LOC5580108|XP_001655040.1|AAEG	LOC4814689|XP_015041523.2|DPSE
OG0007763	LOC110677702|XP_021704492.1|AAEG	LOC4817305|XP_033236076.1|DPSE
OG0007764	LOC5578658|XP_021704511.1|AAEG	LOC6901966|XP_033240849.1|DPSE
OG0007765	LOC5578659|XP_021704527.1|AAEG	LOC4815723|XP_001355342.2|DPSE
OG0007766	LOC110677718|XP_021704592.1|AAEG	LOC4801269|XP_015037120.2|DPSE
OG0007767	LOC110674289|XP_021694260.1|AAEG	LOC4811783|XP_001352350.2|DPSE
OG0007768	LOC5577256|XP_021705022.1|AAEG	LOC4815595|XP_001355703.1|DPSE
OG0007769	LOC5577257|XP_001656360.1|AAEG	LOC6903689|XP_033238701.1|DPSE
OG0007770	LOC5577258|XP_001656361.1|AAEG	LOC4811751|XP_033239046.1|DPSE, LOC117185093|XP_033240810.1|DPSE
OG0007771	LOC5579197|XP_021705065.1|AAEG	LOC4817877|XP_001357358.3|DPSE
OG0007772	LOC5579196|XP_001657325.2|AAEG	LOC4815278|XP_001354513.4|DPSE
OG0007773	LOC5565066|XP_001649403.2|AAEG	LOC6903333|XP_002132214.2|DPSE
OG0007774	LOC5576009|XP_001662352.2|AAEG	LOC4813198|XP_001353254.3|DPSE
OG0007775	LOC5575290|XP_021706199.1|AAEG	LOC4814475|XP_001354825.3|DPSE
OG0007776	LOC5575288|XP_021706251.1|AAEG	LOC4814384|XP_001354351.2|DPSE
OG0007777	LOC5575432|XP_001655750.2|AAEG	LOC4815319|XP_001354599.3|DPSE
OG0007778	LOC5575428|XP_001655746.1|AAEG	LOC4815767|XP_001355628.2|DPSE
OG0007779	LOC5569994|XP_021707172.1|AAEG	LOC4812399|XP_001352565.3|DPSE
OG0007780	LOC5575471|XP_001661986.1|AAEG	LOC6901266|XP_002133967.1|DPSE
OG0007781	LOC5568545|XP_021707578.1|AAEG	LOC6901909|XP_015040980.2|DPSE
OG0007782	LOC5568541|XP_001652367.1|AAEG	LOC4815107|XP_001355214.2|DPSE
OG0007783	LOC5568538|XP_021707687.1|AAEG	LOC4814900|XP_001355099.4|DPSE
OG0007784	LOC5568537|XP_001652371.2|AAEG	LOC4802745|XP_001359608.2|DPSE
OG0007785	LOC5568535|XP_021707736.1|AAEG, LOC5568536|XP_021707722.1|AAEG	LOC4814613|XP_001355188.4|DPSE
OG0007786	LOC5568534|XP_021707765.1|AAEG	LOC4817197|XP_001356417.4|DPSE
OG0007787	LOC5568532|XP_001652376.3|AAEG	LOC4800283|XP_001357622.4|DPSE
OG0007788	LOC5572776|XP_001654175.2|AAEG	LOC4801671|XP_001358723.2|DPSE
OG0007789	LOC5579261|XP_021708436.1|AAEG	LOC4801539|XP_033238698.1|DPSE
OG0007790	LOC23687431|XP_021709172.1|AAEG	LOC4801254|XP_033233049.1|DPSE
OG0007791	LOC110679370|XP_021709494.1|AAEG	LOC4801252|XP_001358375.4|DPSE
OG0007792	LOC5574606|XP_001655220.2|AAEG	LOC4814624|XP_001354936.2|DPSE
OG0007793	LOC5567424|XP_001657398.1|AAEG	LOC13036434|XP_003736928.2|DPSE
OG0007794	LOC5567421|XP_021710553.1|AAEG	LOC4815667|XP_015041174.2|DPSE
OG0007795	LOC5567404|XP_021710666.1|AAEG	LOC4816015|XP_001355271.1|DPSE
OG0007796	LOC5568342|XP_001657996.1|AAEG	LOC4802116|XP_001359097.2|DPSE
OG0007797	LOC5578684|XP_001657083.2|AAEG	LOC4800404|XP_015038763.1|DPSE
OG0007798	LOC5578682|XP_001657081.2|AAEG	LOC6896740|XP_002136947.2|DPSE
OG0007799	LOC5577510|XP_001656531.1|AAEG	LOC4801660|XP_001358712.2|DPSE
OG0007800	LOC5577525|XP_001656527.2|AAEG	LOC4801478|XP_001358563.2|DPSE
OG0007801	LOC5569263|XP_021712559.1|AAEG	LOC4802120|XP_003736671.2|DPSE
OG0007802	LOC110681343|XP_021712786.1|AAEG	LOC6896825|XP_002137028.1|DPSE
OG0007803	LOC5573378|XP_021713002.1|AAEG	LOC4801339|XP_001358450.5|DPSE
OG0007804	LOC5577980|XP_021713024.1|AAEG	LOC4815151|XP_033240451.1|DPSE
OG0007805	LOC5572600|XP_001654110.2|AAEG	LOC4815078|XP_001354872.1|DPSE
OG0007806	LOC5572599|XP_001654109.2|AAEG	LOC4815077|XP_001354871.3|DPSE
OG0007808	LOC5568727|XP_021713155.1|AAEG	LOC4811821|XP_033232511.1|DPSE
OG0007809	LOC5576287|XP_001662577.2|AAEG	LOC4814580|XP_001354944.2|DPSE
OG0007810	LOC5576284|XP_021713185.1|AAEG	LOC4817991|XP_001357329.2|DPSE
OG0007811	LOC5576283|XP_021713187.1|AAEG	LOC4801032|XP_015038688.2|DPSE
OG0007812	LOC5572169|XP_001660244.1|AAEG	LOC4815075|XP_001354983.1|DPSE
OG0007813	LOC5574622|XP_021713239.1|AAEG	LOC4801288|XP_001358408.3|DPSE
OG0007814	LOC5574050|XP_001655028.1|AAEG	LOC4814612|XP_001355187.1|DPSE
OG0007815	LOC5564605|XP_001648953.1|AAEG	LOC4815146|XP_001354931.1|DPSE
OG0007816	LOC5580205|XP_001655617.2|AAEG	LOC4813966|XP_001354125.1|DPSE
OG0007817	LOC5580204|XP_001655616.2|AAEG	LOC4801481|XP_001358566.3|DPSE
OG0007818	LOC5580187|XP_021713409.1|AAEG	LOC6897336|XP_002137489.2|DPSE
OG0007819	LOC5580186|XP_021713411.1|AAEG	LOC26533210|XP_033239670.1|DPSE
OG0007820	LOC5580164|XP_021692931.1|AAEG	LOC6896888|XP_015038859.2|DPSE
OG0007821	LOC5580172|XP_021692938.1|AAEG	LOC4800414|XP_001357693.1|DPSE
OG0007822	LOC5580169|XP_021692934.1|AAEG	LOC4800413|XP_033241841.1|DPSE
OG0007823	LOC5580174|XP_001655579.2|AAEG	LOC6896744|XP_002136951.3|DPSE
OG0007824	LOC5578277|XP_001663805.2|AAEG	LOC4800476|XP_001357744.3|DPSE
OG0007826	LOC5564810|XP_001649155.2|AAEG	LOC4800637|XP_001357874.3|DPSE
OG0007827	LOC5578942|XP_001657231.1|AAEG	LOC4815913|XP_001355252.1|DPSE
OG0007828	LOC5578935|XP_001657223.1|AAEG	LOC4813423|XP_001353863.2|DPSE
OG0007829	LOC5578928|XP_021693203.1|AAEG	LOC4802737|XP_001359599.5|DPSE
OG0007830	LOC5578921|XP_001657207.1|AAEG	LOC4801450|XP_001358544.4|DPSE
OG0007831	LOC5563711|XP_001648009.2|AAEG	LOC4815788|XP_033238204.1|DPSE
OG0007832	LOC5576351|XP_021693308.1|AAEG	LOC4814332|XP_001354421.4|DPSE
OG0007833	LOC5576345|XP_001656083.2|AAEG	LOC4814477|XP_015041435.1|DPSE
OG0007834	LOC5576734|XP_021693352.1|AAEG	LOC6897459|XP_002137608.3|DPSE
OG0007836	LOC5576721|XP_001656228.2|AAEG	LOC6897371|XP_002137524.1|DPSE
OG0007837	LOC5564511|XP_001648825.2|AAEG	LOC4801897|XP_001358918.3|DPSE
OG0007838	LOC5573635|XP_001660962.2|AAEG	LOC4801905|XP_001358925.2|DPSE
