Orthogroup	AAEG.longest_only	DSER.longest_only
OG0006184	LOC5574751|XP_001655319.2|AAEG	LOC110191206|XP_020817633.1|DSER
OG0006185	LOC5574752|XP_001655318.1|AAEG	LOC110191818|XP_020818442.1|DSER
OG0006186	LOC5574753|XP_001655317.2|AAEG	LOC110191115|XP_020817519.1|DSER
OG0006187	LOC5577736|XP_001663510.1|AAEG	LOC110186684|XP_020811611.1|DSER
OG0006188	LOC5574744|XP_021694466.1|AAEG	LOC110179524|XP_020802760.1|DSER
OG0006189	LOC5574741|XP_021694467.1|AAEG	LOC110179526|XP_020802764.1|DSER
OG0006190	LOC5571578|XP_021694471.1|AAEG	LOC110187707|XP_020812801.1|DSER
OG0006191	LOC5574533|XP_021694480.1|AAEG	LOC110177374|XP_020799730.1|DSER
OG0006192	LOC5574528|XP_001655180.1|AAEG	LOC110180418|XP_020803742.1|DSER
OG0006193	LOC5574522|XP_001655173.1|AAEG	LOC110180631|XP_020803977.1|DSER
OG0006194	LOC5572377|XP_001660334.1|AAEG	LOC110184254|XP_020808374.1|DSER
OG0006195	LOC5572378|XP_001660333.1|AAEG	LOC110185508|XP_020810062.1|DSER
OG0006196	LOC5572036|XP_021694489.1|AAEG	LOC110188366|XP_020813734.1|DSER
OG0006197	LOC5572033|XP_021694494.1|AAEG	LOC110185439|XP_020809922.1|DSER
OG0006198	LOC5572028|XP_021694514.1|AAEG	LOC110184297|XP_020808444.1|DSER
OG0006199	LOC5572024|XP_001660130.1|AAEG	LOC110189736|XP_020815593.1|DSER
OG0006200	LOC5574332|XP_021694631.1|AAEG	LOC110187990|XP_020813171.1|DSER
OG0006201	LOC23687935|XP_021694662.1|AAEG	LOC110175965|XP_020797816.1|DSER
OG0006202	LOC5569474|XP_001658560.1|AAEG	LOC110176043|XP_020797913.1|DSER
OG0006203	LOC5569475|XP_021694672.1|AAEG	LOC110184274|XP_020808400.1|DSER
OG0006204	LOC5569478|XP_021694694.1|AAEG	LOC110186142|XP_020810851.1|DSER
OG0006205	LOC5574647|XP_001661571.1|AAEG	LOC110180289|XP_020803605.1|DSER
OG0006206	LOC5564249|XP_001648600.1|AAEG	LOC110184385|XP_020808551.1|DSER
OG0006207	LOC5564252|XP_021694709.1|AAEG	LOC110187410|XP_020812457.1|DSER
OG0006208	LOC5564219|XP_021694708.1|AAEG	LOC110178742|XP_020801629.1|DSER
OG0006209	LOC110680804|XP_021712271.1|AAEG, LOC5574717|XP_001655297.2|AAEG	LOC110184446|XP_020808645.1|DSER
OG0006210	LOC5578809|XP_021694724.1|AAEG	LOC110182105|XP_020805749.1|DSER
OG0006211	LOC5578729|XP_021694733.1|AAEG	LOC110184952|XP_020809259.1|DSER
OG0006212	LOC5578727|XP_021694734.1|AAEG	LOC110184951|XP_020809258.1|DSER
OG0006213	LOC110681277|XP_021712737.1|AAEG, LOC110674366|XP_021694338.1|AAEG	LOC110187951|XP_020813127.1|DSER
OG0006214	LOC5564724|XP_001649065.1|AAEG	LOC110176042|XP_020797912.1|DSER
OG0006215	LOC5576538|XP_021694801.1|AAEG	LOC110184805|XP_020809098.1|DSER
OG0006216	LOC5567107|XP_001651485.1|AAEG	LOC110189493|XP_020815247.1|DSER
OG0006217	LOC5572314|XP_021694825.1|AAEG	LOC110176031|XP_020797902.1|DSER
OG0006218	LOC5579242|XP_021694828.1|AAEG	LOC110185548|XP_020810125.1|DSER
OG0006219	LOC5574750|XP_021694834.1|AAEG	LOC110182206|XP_020805892.1|DSER
OG0006220	LOC5577045|XP_001663141.2|AAEG	LOC110178943|XP_020801901.1|DSER
OG0006221	LOC5565087|XP_001649427.2|AAEG	LOC110191035|XP_020817415.1|DSER
OG0006222	LOC110674796|XP_021694846.1|AAEG	LOC110191060|XP_020817449.1|DSER
OG0006223	LOC5564286|XP_001648636.2|AAEG	LOC110175983|XP_020797841.1|DSER
OG0006224	LOC5566787|XP_021694862.1|AAEG	LOC110180283|XP_020803593.1|DSER
OG0006225	LOC5564667|XP_021694871.1|AAEG	LOC110181599|XP_020805051.1|DSER
OG0006226	LOC5580072|XP_001654818.1|AAEG	LOC110189274|XP_020814952.1|DSER
OG0006227	LOC5580071|XP_001654812.1|AAEG	LOC110179076|XP_020802115.1|DSER
OG0006228	LOC5580062|XP_001654808.1|AAEG	LOC110182347|XP_020806082.1|DSER
OG0006229	LOC5578710|XP_021694900.1|AAEG	LOC110185473|XP_020809989.1|DSER
OG0006230	LOC5578281|XP_021694910.1|AAEG	LOC110181642|XP_020805116.1|DSER
OG0006231	LOC110675165|XP_021695245.1|AAEG, LOC5569245|XP_021694914.1|AAEG	LOC110183239|XP_020807116.1|DSER
OG0006232	LOC5573728|XP_001661035.2|AAEG	LOC110184382|XP_020808546.1|DSER
OG0006233	LOC5573727|XP_021694936.1|AAEG	LOC110181800|XP_020805341.1|DSER
OG0006234	LOC5570517|XP_001659205.1|AAEG	LOC110181645|XP_020805118.1|DSER
OG0006235	LOC5568336|XP_021694950.1|AAEG	LOC110182089|XP_020805730.1|DSER
OG0006236	LOC23687501|XP_011493011.1|AAEG	LOC110185525|XP_020810081.1|DSER
OG0006237	LOC5564076|XP_021694973.1|AAEG	LOC110180294|XP_020803609.1|DSER
OG0006238	LOC5574725|XP_021694985.1|AAEG	LOC110181768|XP_020805300.1|DSER
OG0006239	LOC5579033|XP_021694991.1|AAEG	LOC110180321|XP_020803635.1|DSER
OG0006240	LOC5579034|XP_021694992.1|AAEG	LOC110189020|XP_020814640.1|DSER
OG0006241	LOC5579269|XP_001647577.1|AAEG	LOC110181643|XP_020805117.1|DSER
OG0006242	LOC5577194|XP_021695013.1|AAEG	LOC110179495|XP_020802728.1|DSER
OG0006243	LOC5564018|XP_021695017.1|AAEG	LOC110191756|XP_020818354.1|DSER
OG0006244	LOC110674839|XP_021695039.1|AAEG	LOC110190941|XP_020817273.1|DSER
OG0006245	LOC5571724|XP_021695068.1|AAEG	LOC110188227|XP_020813533.1|DSER
OG0006246	LOC5566751|XP_001651159.1|AAEG	LOC110179753|XP_020803028.1|DSER
OG0006247	LOC5573032|XP_021695105.1|AAEG	LOC110191587|XP_020818131.1|DSER
OG0006248	LOC5576759|XP_021695123.1|AAEG	LOC110177142|XP_020799375.1|DSER
OG0006249	LOC5576924|XP_021695160.1|AAEG	LOC110185662|XP_020810281.1|DSER
OG0006250	LOC5568027|XP_021695522.1|AAEG	LOC110187138|XP_020812211.1|DSER
OG0006251	LOC5579467|XP_021693196.1|AAEG	LOC110186521|XP_020811378.1|DSER
OG0006252	LOC5578380|XP_021693622.1|AAEG	LOC110186520|XP_020811376.1|DSER
OG0006253	LOC5573035|XP_021693722.1|AAEG	LOC110179746|XP_020803020.1|DSER
OG0006254	LOC5579004|XP_021695716.1|AAEG	LOC110186258|XP_020811023.1|DSER
OG0006255	LOC110675593|XP_021696708.1|AAEG, LOC5578999|XP_021696520.1|AAEG	LOC110177325|XP_020799657.1|DSER
OG0006256	LOC110681301|XP_021712751.1|AAEG, LOC110675740|XP_021697182.1|AAEG	LOC110181502|XP_020804931.1|DSER
OG0006257	LOC5565025|XP_021697607.1|AAEG	LOC110182094|XP_020805737.1|DSER
OG0006258	LOC5565023|XP_021697735.1|AAEG	LOC110184445|XP_020808644.1|DSER
OG0006259	LOC5569197|XP_021699670.1|AAEG	LOC110191204|XP_020817629.1|DSER
OG0006260	LOC5566776|XP_021700021.1|AAEG	LOC110181579|XP_020805031.1|DSER, LOC110181581|XP_020805032.1|DSER
OG0006261	LOC5566775|XP_001651184.2|AAEG	LOC110184998|XP_020809311.1|DSER
OG0006262	LOC5566773|XP_001651182.2|AAEG	LOC110182216|XP_020805901.1|DSER
OG0006263	LOC5566772|XP_001651180.1|AAEG	LOC110182575|XP_020806283.1|DSER
OG0006264	LOC5566770|XP_021701011.1|AAEG	LOC110187120|XP_020812189.1|DSER
OG0006265	LOC5566768|XP_021701317.1|AAEG	LOC110178267|XP_020800992.1|DSER
OG0006266	LOC5566778|XP_001651175.2|AAEG	LOC110187114|XP_020812182.1|DSER
OG0006267	LOC5566766|XP_001651173.2|AAEG	LOC110184184|XP_020808254.1|DSER
OG0006268	LOC5569486|XP_001658571.2|AAEG	LOC110178169|XP_020800865.1|DSER
OG0006269	LOC5573512|XP_001660915.1|AAEG	LOC110186610|XP_020811501.1|DSER
OG0006270	LOC5573519|XP_001660912.2|AAEG, LOC110680671|XP_021712154.1|AAEG	LOC110179059|XP_020802078.1|DSER
OG0006271	LOC5568404|XP_001658056.1|AAEG	LOC110189881|XP_020815788.1|DSER
OG0006272	LOC5570650|XP_001659245.1|AAEG	LOC110175952|XP_020797800.1|DSER
OG0006273	LOC5570654|XP_001659249.1|AAEG	LOC110189776|XP_020815659.1|DSER
OG0006274	LOC5574016|XP_001661110.2|AAEG	LOC110184207|XP_020808313.1|DSER
OG0006275	LOC110679564|XP_021710277.1|AAEG, LOC5564965|XP_021710653.1|AAEG	LOC110181820|XP_020805375.1|DSER
OG0006276	LOC110681430|XP_021712864.1|AAEG, LOC5571991|XP_001660095.2|AAEG	LOC110184496|XP_020808709.1|DSER
OG0006277	LOC5571977|XP_001660079.2|AAEG	LOC110188572|XP_020813992.1|DSER
OG0006278	LOC5579136|XP_001664229.2|AAEG	LOC110184405|XP_020808590.1|DSER
OG0006279	LOC5576072|XP_021713191.1|AAEG, LOC5576066|XP_021713140.1|AAEG	LOC110182114|XP_020805780.1|DSER
OG0006280	LOC5564154|XP_021713278.1|AAEG	LOC110180377|XP_020803702.1|DSER
OG0006281	LOC5564153|XP_001648484.2|AAEG	LOC110180376|XP_020803701.1|DSER
OG0006282	LOC5573487|XP_021713334.1|AAEG	LOC110186952|XP_020811947.1|DSER
OG0006283	LOC5564534|XP_021713347.1|AAEG	LOC110184602|XP_020808856.1|DSER
OG0006284	LOC5564532|XP_001648875.1|AAEG	LOC110184436|XP_020808634.1|DSER, LOC110190589|XP_020816841.1|DSER
OG0006285	LOC5580024|XP_001653907.2|AAEG	LOC110189071|XP_020814704.1|DSER
OG0006286	LOC5580026|XP_021713401.1|AAEG	LOC110188636|XP_020814070.1|DSER
OG0006287	LOC5570123|XP_021693098.1|AAEG	LOC110181703|XP_020805206.1|DSER
OG0006288	LOC5570124|XP_021693114.1|AAEG	LOC110186533|XP_020811393.1|DSER
OG0006289	LOC5569752|XP_001652976.1|AAEG	LOC110188080|XP_020813292.1|DSER
OG0006290	LOC5569750|XP_021693568.1|AAEG	LOC110182059|XP_020805674.1|DSER
OG0006291	LOC5570747|XP_021693712.1|AAEG	LOC110182600|XP_020806317.1|DSER
OG0006292	LOC5578392|XP_021694023.1|AAEG	LOC110182467|XP_020806164.1|DSER
OG0006293	LOC110674241|XP_021694157.1|AAEG	LOC110178735|XP_020801619.1|DSER
OG0006294	LOC110680398|XP_021711896.1|AAEG, LOC5572787|XP_021694297.1|AAEG	LOC110180629|XP_020803976.1|DSER
OG0006295	LOC5572391|XP_001654045.2|AAEG	LOC110180405|XP_020803718.1|DSER
OG0006296	LOC5572395|XP_021694382.1|AAEG	LOC110180636|XP_020803988.1|DSER
OG0006297	LOC110674718|XP_021694472.1|AAEG	LOC110181904|XP_020805495.1|DSER
OG0006298	LOC5564150|XP_021694510.1|AAEG	LOC110180623|XP_020803966.1|DSER
OG0006299	LOC5564151|XP_021694519.1|AAEG	LOC110184485|XP_020808695.1|DSER
OG0006300	LOC5578291|XP_001663817.1|AAEG	LOC110179092|XP_020802137.1|DSER
OG0006301	LOC5574147|XP_001661213.2|AAEG	LOC110184160|XP_020808227.1|DSER
OG0006302	LOC5569551|XP_021695167.1|AAEG	LOC110181519|XP_020804951.1|DSER
OG0006303	LOC5565400|XP_001649725.2|AAEG, LOC110675150|XP_021695225.1|AAEG	LOC110177837|XP_020800442.1|DSER
OG0006304	LOC5578884|XP_021695292.1|AAEG, LOC5569569|XP_021712700.1|AAEG	LOC110184188|XP_020808265.1|DSER
OG0006305	LOC5578888|XP_021695333.1|AAEG	LOC110183920|XP_020807943.1|DSER
OG0006306	LOC5563948|XP_021695343.1|AAEG	LOC110190986|XP_020817353.1|DSER
OG0006307	LOC5563947|XP_021695396.1|AAEG	LOC110176538|XP_020798587.1|DSER
OG0006308	LOC110675293|XP_021695488.1|AAEG	LOC110179094|XP_020802139.1|DSER
OG0006309	LOC5574253|XP_021695648.1|AAEG	LOC110181608|XP_020805065.1|DSER
OG0006310	LOC5574257|XP_021695746.1|AAEG	LOC110186491|XP_020811341.1|DSER
OG0006311	LOC5569922|XP_001658821.2|AAEG	LOC110182202|XP_020805882.1|DSER
OG0006312	LOC5569925|XP_021695873.1|AAEG	LOC110182201|XP_020805881.1|DSER
OG0006313	LOC5569926|XP_001658823.2|AAEG	LOC110184310|XP_020808456.1|DSER
OG0006314	LOC5576024|XP_001662362.1|AAEG	LOC110181683|XP_020805183.1|DSER
OG0006315	LOC5566493|XP_001650886.2|AAEG	LOC110186646|XP_020811564.1|DSER
OG0006316	LOC5571323|XP_021696697.1|AAEG	LOC110180354|XP_020803675.1|DSER
OG0006317	LOC5571322|XP_001653610.1|AAEG	LOC110184591|XP_020808841.1|DSER
OG0006318	LOC5570448|XP_021696888.1|AAEG	LOC110181680|XP_020805179.1|DSER
OG0006319	LOC5564010|XP_021697066.1|AAEG	LOC110189276|XP_020814954.1|DSER
OG0006320	LOC5564829|XP_021697212.1|AAEG	LOC110179063|XP_020802084.1|DSER
OG0006322	LOC5576592|XP_001656173.1|AAEG	LOC110176098|XP_020797996.1|DSER
OG0006323	LOC5576586|XP_021697461.1|AAEG	LOC110181900|XP_020805490.1|DSER
OG0006324	LOC5574996|XP_021697597.1|AAEG	LOC110180093|XP_020803374.1|DSER
OG0006325	LOC5574988|XP_021697667.1|AAEG	LOC110177166|XP_020799411.1|DSER
OG0006326	LOC5574986|XP_001655459.2|AAEG	LOC110176146|XP_020798042.1|DSER
OG0006327	LOC5574983|XP_001655456.2|AAEG	LOC110186451|XP_020811295.1|DSER
OG0006328	LOC5574982|XP_021697717.1|AAEG	LOC110177333|XP_020799675.1|DSER
OG0006329	LOC5574971|XP_021697845.1|AAEG	LOC110182525|XP_020806231.1|DSER
OG0006330	LOC5577024|XP_021698112.1|AAEG	LOC110189646|XP_020815451.1|DSER
OG0006331	LOC5572545|XP_001660477.2|AAEG	LOC110179397|XP_020802581.1|DSER
OG0006332	LOC5572540|XP_001660476.2|AAEG	LOC110187112|XP_020812181.1|DSER
OG0006333	LOC5572543|XP_021698170.1|AAEG	LOC110184163|XP_020808231.1|DSER
OG0006334	LOC5572548|XP_021698233.1|AAEG	LOC110180406|XP_020803719.1|DSER
OG0006335	LOC5566388|XP_021698878.1|AAEG	LOC110188828|XP_020814381.1|DSER
OG0006336	LOC5572011|XP_021698892.1|AAEG	LOC110182057|XP_020805672.1|DSER
OG0006337	LOC5580122|XP_021699339.1|AAEG	LOC110176073|XP_020797953.1|DSER
OG0006338	LOC5567929|XP_001651968.2|AAEG	LOC110176445|XP_020798453.1|DSER
OG0006339	LOC5580055|XP_021699699.1|AAEG	LOC110184393|XP_020808561.1|DSER
OG0006340	LOC5580058|XP_011493555.1|AAEG	LOC110179122|XP_020802171.1|DSER
OG0006341	LOC5580070|XP_001654823.1|AAEG	LOC110176123|XP_020798019.1|DSER
OG0006342	LOC5576247|XP_021699775.1|AAEG	LOC110175932|XP_020797770.1|DSER
OG0006343	LOC5569694|XP_001658675.2|AAEG	LOC110176094|XP_020797993.1|DSER
OG0006344	LOC5568097|XP_021699868.1|AAEG	LOC110180638|XP_020803990.1|DSER
OG0006345	LOC5564403|XP_021699994.1|AAEG	LOC110188657|XP_020814101.1|DSER
OG0006346	LOC5564392|XP_001648745.1|AAEG	LOC110186861|XP_020811812.1|DSER
OG0006347	LOC5564399|XP_021700076.1|AAEG	LOC110176393|XP_020798381.1|DSER
OG0006348	LOC23687419|XP_021700400.1|AAEG	LOC110182555|XP_020806266.1|DSER
OG0006349	LOC5576477|XP_021700521.1|AAEG	LOC110179433|XP_020802625.1|DSER
OG0006350	LOC5576483|XP_001662676.2|AAEG	LOC110186544|XP_020811406.1|DSER
OG0006351	LOC5576486|XP_001662679.2|AAEG	LOC110180119|XP_020803418.1|DSER
OG0006352	LOC5576487|XP_001662680.2|AAEG	LOC110189233|XP_020814875.1|DSER
OG0006353	LOC5575639|XP_021700696.1|AAEG	LOC110186564|XP_020811427.1|DSER
OG0006354	LOC5570714|XP_021700801.1|AAEG	LOC110177429|XP_020799811.1|DSER
OG0006355	LOC5570702|XP_021700994.1|AAEG	LOC110179381|XP_020802554.1|DSER
OG0006356	LOC5571573|XP_001653710.2|AAEG	LOC110181758|XP_020805280.1|DSER
OG0006357	LOC5571574|XP_021701329.1|AAEG	LOC110181678|XP_020805172.1|DSER
OG0006358	LOC5567106|XP_001651492.1|AAEG	LOC110177637|XP_020800108.1|DSER
OG0006359	LOC5567104|XP_021701584.1|AAEG	LOC110191777|XP_020818381.1|DSER
OG0006360	LOC5567102|XP_021701592.1|AAEG	LOC110181918|XP_020805513.1|DSER
OG0006361	LOC5565274|XP_001649600.2|AAEG	LOC110191772|XP_020818376.1|DSER
OG0006362	LOC5565253|XP_021701766.1|AAEG	LOC110179512|XP_020802748.1|DSER
OG0006363	LOC5564185|XP_001648523.2|AAEG	LOC110181776|XP_020805313.1|DSER
OG0006364	LOC5567564|XP_001657555.2|AAEG	LOC110187293|XP_020812341.1|DSER
OG0006365	LOC5567562|XP_021702952.1|AAEG	LOC110176067|XP_020797947.1|DSER
OG0006366	LOC5567558|XP_021702974.1|AAEG	LOC110176016|XP_020797884.1|DSER
OG0006367	LOC110681435|XP_021712879.1|AAEG, LOC5568687|XP_021703023.1|AAEG	LOC110179399|XP_020802582.1|DSER
OG0006368	LOC5568679|XP_001658089.1|AAEG	LOC110186630|XP_020811546.1|DSER
OG0006369	LOC5568680|XP_021703108.1|AAEG	LOC110186620|XP_020811515.1|DSER
OG0006370	LOC5576891|XP_021703357.1|AAEG	LOC110181707|XP_020805214.1|DSER
OG0006371	LOC5576876|XP_001662974.1|AAEG	LOC110186671|XP_020811594.1|DSER
OG0006372	LOC5576871|XP_021703551.1|AAEG	LOC110186779|XP_020811710.1|DSER
OG0006373	LOC5575874|XP_021703663.1|AAEG	LOC110181556|XP_020804997.1|DSER
OG0006374	LOC5573561|XP_001660932.2|AAEG	LOC110182197|XP_020805869.1|DSER
OG0006375	LOC5564049|XP_021703880.1|AAEG	LOC110184576|XP_020808810.1|DSER
OG0006376	LOC5564048|XP_021703893.1|AAEG	LOC110179379|XP_020802552.1|DSER
OG0006377	LOC5564055|XP_001648371.1|AAEG	LOC110181745|XP_020805264.1|DSER
OG0006378	LOC5564041|XP_001648374.1|AAEG	LOC110189033|XP_020814660.1|DSER
OG0006379	LOC5564052|XP_001648386.2|AAEG	LOC110181493|XP_020804915.1|DSER
OG0006380	LOC5579306|XP_001647614.2|AAEG	LOC110181711|XP_020805219.1|DSER
OG0006381	LOC5571507|XP_021704110.1|AAEG	LOC110180643|XP_020803996.1|DSER
OG0006382	LOC5571505|XP_021704117.1|AAEG	LOC110183512|XP_020807457.1|DSER
OG0006383	LOC5579338|XP_021704112.1|AAEG	LOC110180378|XP_020803703.1|DSER
OG0006384	LOC5571500|XP_001659750.2|AAEG	LOC110180331|XP_020803648.1|DSER
OG0006385	LOC5571497|XP_001659747.2|AAEG	LOC110177315|XP_020799646.1|DSER
OG0006386	LOC5571495|XP_001659745.2|AAEG	LOC110186034|XP_020810730.1|DSER
OG0006387	LOC5571492|XP_001659742.2|AAEG	LOC110186393|XP_020811214.1|DSER
OG0006388	LOC5580104|XP_021704389.1|AAEG	LOC110180471|XP_020803807.1|DSER
OG0006389	LOC5580117|XP_021704405.1|AAEG	LOC110180470|XP_020803806.1|DSER
OG0006390	LOC5572862|XP_001660621.2|AAEG	LOC110187770|XP_020812893.1|DSER
OG0006391	LOC5575868|XP_021704753.1|AAEG	LOC110184699|XP_020808974.1|DSER
OG0006392	LOC5577255|XP_021705012.1|AAEG	LOC110182567|XP_020806275.1|DSER
OG0006393	LOC5579201|XP_001657324.1|AAEG	LOC110181210|XP_020804551.1|DSER
OG0006394	LOC5578147|XP_001663718.1|AAEG	LOC110187759|XP_020812882.1|DSER
OG0006395	LOC5578144|XP_001663714.2|AAEG	LOC110186611|XP_020811502.1|DSER
OG0006396	LOC5565046|XP_001649414.2|AAEG	LOC110180141|XP_020803446.1|DSER
OG0006397	LOC5565042|XP_021705270.1|AAEG	LOC110184604|XP_020808855.1|DSER
OG0006398	LOC5565039|XP_001649398.2|AAEG	LOC110182097|XP_020805740.1|DSER
OG0006399	LOC5565032|XP_001649389.2|AAEG	LOC110184271|XP_020808395.1|DSER
OG0006400	LOC5565047|XP_001649385.2|AAEG	LOC110184269|XP_020808393.1|DSER
OG0006401	LOC5565049|XP_021694261.1|AAEG	LOC110185260|XP_020809658.1|DSER
OG0006402	LOC110677913|XP_021705581.1|AAEG	LOC110190952|XP_020817292.1|DSER
OG0006403	LOC5565262|XP_001649612.2|AAEG	LOC110191306|XP_020817775.1|DSER
OG0006404	LOC5565261|XP_021705657.1|AAEG	LOC110186950|XP_020811944.1|DSER
OG0006405	LOC5576554|XP_021705756.1|AAEG	LOC110191240|XP_020817677.1|DSER
OG0006406	LOC5576005|XP_001662347.2|AAEG	LOC110177460|XP_020799857.1|DSER
OG0006407	LOC5576014|XP_001662348.2|AAEG, LOC110678003|XP_021706017.1|AAEG	LOC110184344|XP_020808498.1|DSER
OG0006408	LOC5572170|XP_021706154.1|AAEG	LOC110184165|XP_020808235.1|DSER
OG0006409	LOC110680525|XP_021712014.1|AAEG, LOC5575293|XP_001655672.2|AAEG	LOC110184226|XP_020808344.1|DSER
OG0006410	LOC5569672|XP_001652937.1|AAEG	LOC110181514|XP_020804947.1|DSER
OG0006411	LOC5569674|XP_001652936.2|AAEG	LOC110179678|XP_020802949.1|DSER
OG0006412	LOC5564601|XP_001648949.2|AAEG	LOC110186785|XP_020811719.1|DSER
OG0006413	LOC5566651|XP_021706607.1|AAEG	LOC110186411|XP_020811241.1|DSER
OG0006414	LOC5566638|XP_001651016.2|AAEG	LOC110188356|XP_020813723.1|DSER
OG0006415	LOC110678372|XP_021706861.1|AAEG, LOC5568056|XP_021705352.1|AAEG	LOC110182215|XP_020805900.1|DSER
OG0006416	LOC110678495|XP_021707149.1|AAEG	LOC110183497|XP_020807439.1|DSER
OG0006417	LOC5577671|XP_021707516.1|AAEG	LOC110185811|XP_020810474.1|DSER
OG0006418	LOC110678669|XP_021707543.1|AAEG	LOC110179108|XP_020802157.1|DSER
OG0006419	LOC5578712|XP_001664017.2|AAEG	LOC110191391|XP_020817905.1|DSER
OG0006420	LOC5578715|XP_021707890.1|AAEG	LOC110186397|XP_020811222.1|DSER
OG0006421	LOC5565264|XP_001649608.2|AAEG	LOC110182709|XP_020806466.1|DSER
OG0006422	LOC5564418|XP_021708064.1|AAEG	LOC110183121|XP_020806971.1|DSER
OG0006423	LOC23687841|XP_011493522.1|AAEG	LOC110188334|XP_020813701.1|DSER
OG0006424	LOC5572775|XP_001654177.1|AAEG	LOC110188336|XP_020813703.1|DSER
OG0006425	LOC5572780|XP_001654178.2|AAEG	LOC110187961|XP_020813139.1|DSER
OG0006426	LOC5572779|XP_021708158.1|AAEG	LOC110187960|XP_020813138.1|DSER
OG0006427	LOC5580228|XP_001655936.1|AAEG	LOC110177393|XP_020799755.1|DSER
OG0006428	LOC5576866|XP_021708395.1|AAEG	LOC110177175|XP_020799422.1|DSER
OG0006429	LOC5578696|XP_001657095.2|AAEG	LOC110191307|XP_020817776.1|DSER
OG0006430	LOC5568284|XP_021708752.1|AAEG	LOC110184671|XP_020808937.1|DSER
OG0006431	LOC5570607|XP_021709327.1|AAEG	LOC110176410|XP_020798408.1|DSER
OG0006432	LOC5570605|XP_021709391.1|AAEG	LOC110188263|XP_020813608.1|DSER
OG0006433	LOC5574577|XP_021709421.1|AAEG	LOC110188064|XP_020813273.1|DSER
OG0006434	LOC5574585|XP_001655209.2|AAEG	LOC110183386|XP_020807311.1|DSER
OG0006435	LOC5574602|XP_001655214.2|AAEG	LOC110177285|XP_020799594.1|DSER
OG0006436	LOC110679386|XP_021709561.1|AAEG	LOC110181488|XP_020804908.1|DSER
OG0006437	LOC5574604|XP_021709565.1|AAEG, LOC110680584|XP_021712075.1|AAEG	LOC110184197|XP_020808287.1|DSER
OG0006438	LOC5574595|XP_001655227.1|AAEG	LOC110187556|XP_020812604.1|DSER
OG0006439	LOC5575887|XP_021709907.1|AAEG	LOC110190433|XP_020816578.1|DSER
OG0006440	LOC110679488|XP_021709944.1|AAEG	LOC110191417|XP_020817934.1|DSER
OG0006441	LOC5573864|XP_001654896.2|AAEG	LOC110191393|XP_020817910.1|DSER
OG0006442	LOC5573865|XP_021710083.1|AAEG	LOC110189685|XP_020815514.1|DSER
OG0006443	LOC5567419|XP_001657407.2|AAEG	LOC110191807|XP_020818418.1|DSER
OG0006444	LOC5567402|XP_001657421.1|AAEG	LOC110186174|XP_020810886.1|DSER
OG0006445	LOC5578528|XP_001663919.2|AAEG	LOC110182502|XP_020806209.1|DSER
OG0006446	LOC5578527|XP_021710791.1|AAEG	LOC110189039|XP_020814667.1|DSER
OG0006447	LOC5569452|XP_021710822.1|AAEG	LOC110190875|XP_020817191.1|DSER
OG0006448	LOC5569458|XP_001658541.1|AAEG	LOC110189720|XP_020815573.1|DSER
OG0006449	LOC110679696|XP_021710973.1|AAEG	LOC110189468|XP_020815209.1|DSER
OG0006450	LOC5578686|XP_001657084.1|AAEG	LOC110187209|XP_020812268.1|DSER
OG0006451	LOC23687749|XP_021711806.1|AAEG	LOC110184367|XP_020808520.1|DSER
OG0006452	LOC5572732|XP_001660548.1|AAEG	LOC110190859|XP_020817168.1|DSER
OG0006453	LOC5572736|XP_001660556.1|AAEG, LOC110680508|XP_021712000.1|AAEG	LOC110185217|XP_020809605.1|DSER
OG0006454	LOC5567800|XP_001657703.1|AAEG	LOC110179485|XP_020802718.1|DSER
OG0006455	LOC5569269|XP_021712455.1|AAEG	LOC110187895|XP_020813042.1|DSER
OG0006456	LOC5569267|XP_001658413.1|AAEG	LOC110187661|XP_020812739.1|DSER
OG0006457	LOC5571791|XP_001659920.2|AAEG	LOC110184298|XP_020808449.1|DSER
OG0006458	LOC5571785|XP_021712709.1|AAEG	LOC110183326|XP_020807233.1|DSER
OG0006459	LOC5567067|XP_021712815.1|AAEG	LOC110188215|XP_020813513.1|DSER
OG0006460	LOC5567061|XP_001651465.2|AAEG	LOC110191067|XP_020817458.1|DSER
OG0006461	LOC5577526|XP_001663417.2|AAEG	LOC110188187|XP_020813422.1|DSER
OG0006462	LOC5577533|XP_021712953.1|AAEG	LOC110185448|XP_020809940.1|DSER
OG0006463	LOC5564080|XP_021712956.1|AAEG	LOC110191867|XP_020818506.1|DSER
OG0006464	LOC110681487|XP_021712963.1|AAEG	LOC110184634|XP_020808890.1|DSER
OG0006465	LOC5573377|XP_001660868.1|AAEG	LOC110180441|XP_020803770.1|DSER
OG0006466	LOC5573379|XP_021712989.1|AAEG	LOC110182583|XP_020806288.1|DSER
OG0006467	LOC5570620|XP_021713007.1|AAEG	LOC110186376|XP_020811187.1|DSER
OG0006468	LOC5577011|XP_001663109.2|AAEG	LOC110190918|XP_020817238.1|DSER
OG0006469	LOC5577985|XP_001656721.1|AAEG	LOC110180097|XP_020803379.1|DSER
OG0006470	LOC5572597|XP_021713032.1|AAEG	LOC110190666|XP_020816925.1|DSER
OG0006471	LOC5572590|XP_001654104.2|AAEG	LOC110191070|XP_020817461.1|DSER
OG0006472	LOC5572580|XP_001654102.2|AAEG	LOC110191069|XP_020817460.1|DSER
