Orthogroup	AAEG.longest_only	BCOP.longest_only
OG0007580	LOC5573262|XP_021709471.1|AAEG	LOC119066013|XP_037024125.1|BCOP
OG0007581	LOC5573265|XP_021707203.1|AAEG	LOC119072272|XP_037033359.1|BCOP
OG0007582	LOC5573266|XP_021707044.1|AAEG	LOC119071322|XP_037032102.1|BCOP
OG0007583	LOC5573269|XP_021707075.1|AAEG	LOC119066884|XP_037025467.1|BCOP
OG0007584	LOC5574192|XP_021707347.1|AAEG	LOC119076004|XP_037038472.1|BCOP
OG0007585	LOC5574191|XP_001661248.1|AAEG	LOC119074864|XP_037037080.1|BCOP
OG0007586	LOC5574174|XP_021708031.1|AAEG	LOC119070902|XP_037031323.1|BCOP, LOC119070693|XP_037031040.1|BCOP
OG0007587	LOC5567490|XP_021708142.1|AAEG	LOC119078321|XP_037041721.1|BCOP
OG0007588	LOC5567489|XP_001657496.1|AAEG	LOC119082269|XP_037047631.1|BCOP
OG0007589	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG	LOC119068451|XP_037027925.1|BCOP
OG0007590	LOC5567461|XP_021708534.1|AAEG	LOC119086036|XP_037052505.1|BCOP
OG0007591	LOC5567458|XP_001657458.1|AAEG	LOC119072631|XP_037033770.1|BCOP
OG0007592	LOC5567453|XP_001657457.1|AAEG	LOC119076671|XP_037039460.1|BCOP
OG0007593	LOC5571923|XP_021708638.1|AAEG	LOC119080481|XP_037044761.1|BCOP
OG0007594	LOC5566548|XP_001650943.2|AAEG	LOC119071020|XP_037031515.1|BCOP
OG0007595	LOC5566544|XP_001650939.1|AAEG	LOC119078784|XP_037042391.1|BCOP
OG0007596	LOC5566535|XP_001650927.1|AAEG	LOC119081265|XP_037045901.1|BCOP
OG0007597	LOC5563691|XP_001647963.1|AAEG	LOC119071808|XP_037032768.1|BCOP
OG0007598	LOC5568961|XP_001652621.1|AAEG	LOC119071781|XP_037032734.1|BCOP
OG0007599	LOC5576161|XP_021709806.1|AAEG	LOC119070996|XP_037031485.1|BCOP
OG0007600	LOC5568951|XP_001652611.1|AAEG	LOC119071018|XP_037031512.1|BCOP
OG0007601	LOC5565426|XP_001649804.1|AAEG	LOC119072403|XP_037033515.1|BCOP
OG0007602	LOC5565447|XP_001649793.1|AAEG	LOC119082825|XP_037048371.1|BCOP
OG0007603	LOC5565439|XP_021710531.1|AAEG	LOC119072194|XP_037033259.1|BCOP
OG0007604	LOC5567876|XP_001651907.1|AAEG	LOC119077783|XP_037040986.1|BCOP
OG0007605	LOC5576319|XP_021710862.1|AAEG	LOC119082722|XP_037048198.1|BCOP
OG0007606	LOC5576326|XP_001656061.1|AAEG	LOC119084597|XP_037050541.1|BCOP
OG0007607	LOC5564131|XP_021711054.1|AAEG	LOC119071192|XP_037031861.1|BCOP
OG0007608	LOC5564115|XP_001648450.1|AAEG	LOC119066945|XP_037025559.1|BCOP
OG0007609	LOC5564110|XP_001648448.1|AAEG	LOC119066934|XP_037025542.1|BCOP
OG0007610	LOC5566702|XP_021711360.1|AAEG	LOC119070665|XP_037030994.1|BCOP
OG0007611	LOC5566699|XP_021711392.1|AAEG	LOC119081003|XP_037045572.1|BCOP
OG0007612	LOC5566698|XP_001651106.2|AAEG	LOC119071105|XP_037031642.1|BCOP
OG0007613	LOC5566687|XP_001651094.2|AAEG	LOC119074273|XP_037036190.1|BCOP
OG0007614	LOC5568587|XP_021711605.1|AAEG	LOC119076951|XP_037039899.1|BCOP
OG0007615	LOC5568588|XP_001652419.1|AAEG	LOC119082556|XP_037047968.1|BCOP
OG0007616	LOC5568603|XP_001652417.2|AAEG	LOC119069594|XP_037029579.1|BCOP
OG0007617	LOC5568590|XP_001652422.2|AAEG	LOC119071153|XP_037031794.1|BCOP
OG0007618	LOC5568592|XP_001652424.2|AAEG	LOC119071346|XP_037032128.1|BCOP
OG0007619	LOC5568593|XP_021711620.1|AAEG	LOC119071209|XP_037031899.1|BCOP
OG0007620	LOC5568599|XP_021711641.1|AAEG	LOC119070877|XP_037031288.1|BCOP
OG0007622	LOC5569135|XP_021704146.1|AAEG	LOC119066659|XP_037025127.1|BCOP
OG0007623	LOC5569142|XP_021704189.1|AAEG	LOC119071525|XP_037032293.1|BCOP
OG0007624	LOC5573214|XP_001654439.2|AAEG	LOC119072080|XP_037033126.1|BCOP
OG0007625	LOC5573208|XP_021704307.1|AAEG	LOC119079869|XP_037043842.1|BCOP
OG0007626	LOC5573228|XP_001654433.1|AAEG	LOC119066196|XP_037024410.1|BCOP
OG0007627	LOC5573216|XP_001654431.1|AAEG	LOC119066195|XP_037024407.1|BCOP
OG0007628	LOC5572034|XP_001660142.1|AAEG	LOC119081017|XP_037045594.1|BCOP
OG0007629	LOC110680484|XP_021711981.1|AAEG	LOC119070302|XP_037030463.1|BCOP
OG0007664	LOC5579633|XP_021694454.1|AAEG	LOC119068333|XP_037027782.1|BCOP
OG0007665	LOC5575983|XP_021694469.1|AAEG	LOC119083291|XP_037048883.1|BCOP
OG0007666	LOC5566218|XP_001650621.2|AAEG	LOC119069059|XP_037028828.1|BCOP
OG0007667	LOC5574530|XP_001655183.2|AAEG	LOC119067831|XP_037026900.1|BCOP
OG0007668	LOC5572032|XP_001660139.1|AAEG	LOC119068502|XP_037028007.1|BCOP
OG0007669	LOC5572018|XP_001660127.1|AAEG	LOC119068119|XP_037027463.1|BCOP
OG0007670	LOC5572019|XP_021694526.1|AAEG	LOC119068118|XP_037027462.1|BCOP
OG0007671	LOC5579819|XP_021694539.1|AAEG	LOC119080749|XP_037045198.1|BCOP
OG0007672	LOC5564262|XP_001648601.2|AAEG	LOC119068347|XP_037027798.1|BCOP
OG0007673	LOC5574715|XP_001655294.1|AAEG	LOC119068170|XP_037027549.1|BCOP
OG0007674	LOC5574714|XP_021694711.1|AAEG	LOC119069180|XP_037029004.1|BCOP
OG0007675	LOC5567109|XP_021694820.1|AAEG	LOC119067178|XP_037025898.1|BCOP
OG0007676	LOC5579417|XP_001647719.2|AAEG	LOC119085646|XP_037051978.1|BCOP
OG0007677	LOC5564702|XP_021694824.1|AAEG	LOC119067686|XP_037026700.1|BCOP
OG0007678	LOC5577043|XP_021694833.1|AAEG	LOC119071242|XP_037031972.1|BCOP
OG0007679	LOC5574747|XP_021694839.1|AAEG	LOC119068314|XP_037027753.1|BCOP
OG0007680	LOC5580053|XP_001654817.2|AAEG	LOC119077111|XP_037040174.1|BCOP
OG0007681	LOC110674813|XP_021694898.1|AAEG	LOC119080411|XP_037044643.1|BCOP
OG0007682	LOC5566204|XP_021694939.1|AAEG	LOC119069894|XP_037029989.1|BCOP
OG0007683	LOC5568331|XP_021694941.1|AAEG	LOC119067313|XP_037026117.1|BCOP
OG0007684	LOC5568330|XP_001657986.2|AAEG	LOC119068608|XP_037028162.1|BCOP
OG0007685	LOC5564956|XP_021694953.1|AAEG	LOC119069639|XP_037029641.1|BCOP
OG0007686	LOC5576498|XP_021694976.1|AAEG	LOC119068852|XP_037028564.1|BCOP
OG0007687	LOC110674836|XP_021695005.1|AAEG	LOC119070117|XP_037030326.1|BCOP
OG0007688	LOC5577553|XP_001663425.2|AAEG	LOC119070012|XP_037030186.1|BCOP
OG0007689	LOC5572116|XP_001660190.2|AAEG	LOC119067159|XP_037025848.1|BCOP
OG0007690	LOC5579456|XP_021695153.1|AAEG	LOC119067161|XP_037025850.1|BCOP
OG0007691	LOC5573614|XP_001660939.2|AAEG	LOC119068212|XP_037027600.1|BCOP
OG0007692	LOC5579011|XP_021695301.1|AAEG	LOC119067017|XP_037025639.1|BCOP
OG0007693	LOC5579009|XP_001664189.2|AAEG	LOC119068346|XP_037027797.1|BCOP
OG0007694	LOC5565024|XP_001649367.2|AAEG	LOC119070597|XP_037030911.1|BCOP
OG0007695	LOC5566765|XP_021701470.1|AAEG	LOC119067674|XP_037026681.1|BCOP
OG0007696	LOC5566767|XP_021702078.1|AAEG	LOC119077927|XP_037041202.1|BCOP
OG0007697	LOC5573524|XP_001660921.1|AAEG	LOC119082150|XP_037047449.1|BCOP
OG0007698	LOC5573520|XP_001660919.2|AAEG	LOC119067031|XP_037025662.1|BCOP
OG0007699	LOC5569928|XP_021704115.1|AAEG	LOC119080688|XP_037045024.1|BCOP
OG0007700	LOC5569932|XP_021705373.1|AAEG	LOC119070385|XP_037030593.1|BCOP
OG0007701	LOC5568402|XP_021705509.1|AAEG	LOC119070389|XP_037030602.1|BCOP
OG0007702	LOC5568405|XP_021705959.1|AAEG	LOC119084825|XP_037050804.1|BCOP
OG0007703	LOC5574013|XP_001661100.1|AAEG	LOC119067391|XP_037026216.1|BCOP
OG0007704	LOC5571986|XP_021711684.1|AAEG	LOC119068080|XP_037027382.1|BCOP
OG0007706	LOC110681501|XP_021713061.1|AAEG	LOC119069507|XP_037029479.1|BCOP
OG0007707	LOC5571379|XP_021713067.1|AAEG	LOC119081617|XP_037046562.1|BCOP
OG0007708	LOC23687681|XP_021713268.1|AAEG	LOC119070332|XP_037030498.1|BCOP
OG0007709	LOC5569753|XP_021693528.1|AAEG	LOC119069570|XP_037029545.1|BCOP
OG0007710	LOC5571233|XP_021694148.1|AAEG	LOC119067621|XP_037026608.1|BCOP
OG0007711	LOC5567951|XP_001657767.2|AAEG	LOC119076091|XP_037038641.1|BCOP
OG0007712	LOC5564206|XP_021694249.1|AAEG	LOC119068621|XP_037028177.1|BCOP
OG0007713	LOC5565116|XP_021695026.1|AAEG	LOC119070005|XP_037030156.1|BCOP
OG0007715	LOC5569564|XP_021695249.1|AAEG	LOC119080283|XP_037044448.1|BCOP
OG0007716	LOC5569927|XP_001658824.2|AAEG	LOC119070395|XP_037030609.1|BCOP
OG0007717	LOC5566491|XP_021696198.1|AAEG	LOC119067538|XP_037026489.1|BCOP
OG0007718	LOC5571307|XP_001653622.2|AAEG	LOC119077098|XP_037040150.1|BCOP
OG0007719	LOC5568412|XP_021696984.1|AAEG	LOC119068645|XP_037028213.1|BCOP
OG0007720	LOC5568407|XP_021697048.1|AAEG	LOC119068648|XP_037028218.1|BCOP
OG0007721	LOC5564013|XP_021697118.1|AAEG	LOC119069643|XP_037029656.1|BCOP
OG0007722	LOC5579401|XP_021694236.1|AAEG	LOC119069655|XP_037029669.1|BCOP
OG0007723	LOC5564822|XP_001649177.2|AAEG	LOC119069572|XP_037029550.1|BCOP
OG0007724	LOC5576601|XP_021697242.1|AAEG	LOC119067668|XP_037026669.1|BCOP
OG0007725	LOC5576603|XP_021697338.1|AAEG	LOC119068859|XP_037028590.1|BCOP
OG0007726	LOC5574999|XP_021697582.1|AAEG	LOC119067273|XP_037026047.1|BCOP
OG0007727	LOC5574994|XP_001655467.1|AAEG	LOC119067335|XP_037026135.1|BCOP
OG0007729	LOC5574976|XP_001655446.2|AAEG	LOC119069737|XP_037029771.1|BCOP, LOC119085494|XP_037051805.1|BCOP
OG0007730	LOC5574969|XP_001655440.2|AAEG	LOC119068093|XP_037027407.1|BCOP
OG0007731	LOC110676091|XP_021698314.1|AAEG	LOC119080881|XP_037045358.1|BCOP
OG0007732	LOC5576682|XP_021698349.1|AAEG	LOC119081740|XP_037046804.1|BCOP
OG0007733	LOC5572007|XP_021698932.1|AAEG	LOC119069152|XP_037028952.1|BCOP
OG0007734	LOC5572004|XP_001660110.2|AAEG	LOC119067213|XP_037025952.1|BCOP
OG0007735	LOC23687982|XP_011493172.2|AAEG	LOC119068095|XP_037027413.1|BCOP
OG0007736	LOC5564402|XP_001648749.2|AAEG	LOC119069184|XP_037029012.1|BCOP
OG0007737	LOC5576468|XP_021700427.1|AAEG	LOC119079340|XP_037043061.1|BCOP
OG0007738	LOC5576470|XP_021700451.1|AAEG	LOC119069482|XP_037029444.1|BCOP
OG0007739	LOC5570708|XP_021700880.1|AAEG	LOC119085601|XP_037051919.1|BCOP
OG0007740	LOC5570701|XP_021701097.1|AAEG	LOC119070341|XP_037030524.1|BCOP
OG0007741	LOC5571572|XP_001653709.2|AAEG	LOC119069910|XP_037030011.1|BCOP
OG0007742	LOC5567105|XP_021701568.1|AAEG	LOC119070344|XP_037030529.1|BCOP
OG0007743	LOC5567099|XP_001651499.3|AAEG	LOC119068246|XP_037027672.1|BCOP
OG0007745	LOC5575022|XP_021702025.1|AAEG	LOC119069933|XP_037030052.1|BCOP
OG0007746	LOC5576302|XP_001656042.2|AAEG	LOC119067680|XP_037026688.1|BCOP
OG0007747	LOC5567571|XP_021702904.1|AAEG	LOC119070077|XP_037030273.1|BCOP
OG0007748	LOC5567572|XP_021703002.1|AAEG	LOC119068950|XP_037028711.1|BCOP, LOC119068550|XP_037028073.1|BCOP
OG0007749	LOC5576896|XP_001662996.1|AAEG	LOC119069838|XP_037029900.1|BCOP
OG0007750	LOC110674492|XP_021694381.1|AAEG	LOC119085968|XP_037052425.1|BCOP
OG0007751	LOC5564060|XP_021703839.1|AAEG	LOC119069217|XP_037029089.1|BCOP
OG0007752	LOC5564061|XP_001648364.2|AAEG	LOC119077701|XP_037040869.1|BCOP
OG0007753	LOC5564038|XP_001648366.2|AAEG	LOC119067613|XP_037026602.1|BCOP
OG0007754	LOC5564045|XP_021703960.1|AAEG	LOC119070133|XP_037030352.1|BCOP
OG0007755	LOC5564046|XP_021703985.1|AAEG	LOC119080613|XP_037044911.1|BCOP
OG0007756	LOC5564068|XP_021704096.1|AAEG	LOC119068054|XP_037027344.1|BCOP
OG0007757	LOC5571506|XP_021694258.1|AAEG	LOC119078897|XP_037042524.1|BCOP
OG0007758	LOC5571496|XP_001659746.2|AAEG	LOC119068279|XP_037027705.1|BCOP
OG0007759	LOC5571493|XP_001659743.2|AAEG	LOC119068280|XP_037027707.1|BCOP
OG0007760	LOC5580111|XP_001655054.1|AAEG	LOC119069919|XP_037030035.1|BCOP
OG0007761	LOC5580107|XP_021704459.1|AAEG	LOC119068142|XP_037027498.1|BCOP
OG0007762	LOC5580108|XP_001655040.1|AAEG	LOC119068145|XP_037027508.1|BCOP
OG0007763	LOC110677702|XP_021704492.1|AAEG	LOC119071309|XP_037032082.1|BCOP
OG0007764	LOC5578658|XP_021704511.1|AAEG	LOC119082115|XP_037047388.1|BCOP
OG0007765	LOC5578659|XP_021704527.1|AAEG	LOC119067679|XP_037026687.1|BCOP
OG0007766	LOC110677718|XP_021704592.1|AAEG	LOC119069847|XP_037029912.1|BCOP
OG0007767	LOC110674289|XP_021694260.1|AAEG	LOC119081005|XP_037045580.1|BCOP
OG0007768	LOC5577256|XP_021705022.1|AAEG	LOC119067126|XP_037025795.1|BCOP
OG0007769	LOC5577257|XP_001656360.1|AAEG	LOC119067348|XP_037026154.1|BCOP
OG0007770	LOC5577258|XP_001656361.1|AAEG	LOC119069586|XP_037029571.1|BCOP
OG0007771	LOC5579197|XP_021705065.1|AAEG	LOC119067267|XP_037026040.1|BCOP
OG0007772	LOC5579196|XP_001657325.2|AAEG	LOC119069501|XP_037029468.1|BCOP
OG0007773	LOC5565066|XP_001649403.2|AAEG	LOC119066237|XP_037024449.1|BCOP, LOC119070827|XP_037031224.1|BCOP
OG0007774	LOC5576009|XP_001662352.2|AAEG	LOC119068831|XP_037028496.1|BCOP
OG0007775	LOC5575290|XP_021706199.1|AAEG	LOC119070255|XP_037030418.1|BCOP
OG0007776	LOC5575288|XP_021706251.1|AAEG	LOC119082322|XP_037047720.1|BCOP
OG0007777	LOC5575432|XP_001655750.2|AAEG	LOC119070253|XP_037030416.1|BCOP
OG0007778	LOC5575428|XP_001655746.1|AAEG	LOC119085583|XP_037051896.1|BCOP
OG0007779	LOC5569994|XP_021707172.1|AAEG	LOC119068861|XP_037028592.1|BCOP
OG0007780	LOC5575471|XP_001661986.1|AAEG	LOC119083624|XP_037049254.1|BCOP
OG0007781	LOC5568545|XP_021707578.1|AAEG	LOC119069875|XP_037029945.1|BCOP
OG0007782	LOC5568541|XP_001652367.1|AAEG	LOC119075779|XP_037038234.1|BCOP
OG0007783	LOC5568538|XP_021707687.1|AAEG	LOC119078608|XP_037042097.1|BCOP
OG0007784	LOC5568537|XP_001652371.2|AAEG	LOC119085053|XP_037051164.1|BCOP
OG0007785	LOC5568535|XP_021707736.1|AAEG, LOC5568536|XP_021707722.1|AAEG	LOC119068756|XP_037028387.1|BCOP
OG0007786	LOC5568534|XP_021707765.1|AAEG	LOC119066224|XP_037024442.1|BCOP
OG0007787	LOC5568532|XP_001652376.3|AAEG	LOC119084486|XP_037050383.1|BCOP
OG0007789	LOC5579261|XP_021708436.1|AAEG	LOC119085137|XP_037051305.1|BCOP
OG0007790	LOC23687431|XP_021709172.1|AAEG	LOC119067874|XP_037027035.1|BCOP
OG0007791	LOC110679370|XP_021709494.1|AAEG	LOC119081421|XP_037046224.1|BCOP, LOC119067885|XP_037027061.1|BCOP
OG0007792	LOC5574606|XP_001655220.2|AAEG	LOC119069533|XP_037029504.1|BCOP
OG0007793	LOC5567424|XP_001657398.1|AAEG	LOC119068479|XP_037027985.1|BCOP
OG0007794	LOC5567421|XP_021710553.1|AAEG	LOC119067042|XP_037025681.1|BCOP
OG0007795	LOC5567404|XP_021710666.1|AAEG	LOC119070611|XP_037030935.1|BCOP
OG0007796	LOC5568342|XP_001657996.1|AAEG	LOC119081576|XP_037046509.1|BCOP
OG0007797	LOC5578684|XP_001657083.2|AAEG	LOC119068358|XP_037027821.1|BCOP
OG0007798	LOC5578682|XP_001657081.2|AAEG	LOC119068355|XP_037027818.1|BCOP
OG0007799	LOC5577510|XP_001656531.1|AAEG	LOC119068490|XP_037027997.1|BCOP
OG0007801	LOC5569263|XP_021712559.1|AAEG	LOC119066779|XP_037025333.1|BCOP
OG0007802	LOC110681343|XP_021712786.1|AAEG	LOC119068427|XP_037027890.1|BCOP
OG0007803	LOC5573378|XP_021713002.1|AAEG	LOC119068511|XP_037028011.1|BCOP
OG0007804	LOC5577980|XP_021713024.1|AAEG	LOC119068766|XP_037028408.1|BCOP
OG0007805	LOC5572600|XP_001654110.2|AAEG	LOC119068758|XP_037028390.1|BCOP
OG0007806	LOC5572599|XP_001654109.2|AAEG	LOC119068762|XP_037028393.1|BCOP
OG0007808	LOC5568727|XP_021713155.1|AAEG	LOC119069960|XP_037030087.1|BCOP
OG0007809	LOC5576287|XP_001662577.2|AAEG	LOC119067570|XP_037026549.1|BCOP
OG0007810	LOC5576284|XP_021713185.1|AAEG	LOC119070116|XP_037030324.1|BCOP
OG0007811	LOC5576283|XP_021713187.1|AAEG	LOC119070357|XP_037030545.1|BCOP
OG0007812	LOC5572169|XP_001660244.1|AAEG	LOC119078776|XP_037042381.1|BCOP
OG0007813	LOC5574622|XP_021713239.1|AAEG	LOC119068055|XP_037027345.1|BCOP
OG0007814	LOC5574050|XP_001655028.1|AAEG	LOC119068777|XP_037028432.1|BCOP
OG0007815	LOC5564605|XP_001648953.1|AAEG	LOC119069315|XP_037029262.1|BCOP
OG0007817	LOC5580204|XP_001655616.2|AAEG	LOC119076246|XP_037038804.1|BCOP
OG0007818	LOC5580187|XP_021713409.1|AAEG	LOC119068663|XP_037028239.1|BCOP
OG0007819	LOC5580186|XP_021713411.1|AAEG	LOC119068784|XP_037028439.1|BCOP
OG0007820	LOC5580164|XP_021692931.1|AAEG	LOC119069216|XP_037029087.1|BCOP
OG0007823	LOC5580174|XP_001655579.2|AAEG	LOC119069178|XP_037029000.1|BCOP
OG0007825	LOC5570839|XP_001653346.2|AAEG	LOC119069308|XP_037029254.1|BCOP
OG0007826	LOC5564810|XP_001649155.2|AAEG	LOC119070377|XP_037030587.1|BCOP
OG0007827	LOC5578942|XP_001657231.1|AAEG	LOC119074698|XP_037036879.1|BCOP
OG0007828	LOC5578935|XP_001657223.1|AAEG	LOC119073805|XP_037035462.1|BCOP
OG0007829	LOC5578928|XP_021693203.1|AAEG	LOC119069130|XP_037028928.1|BCOP
OG0007830	LOC5578921|XP_001657207.1|AAEG	LOC119069036|XP_037028800.1|BCOP
OG0007831	LOC5563711|XP_001648009.2|AAEG	LOC119079591|XP_037043480.1|BCOP
OG0007832	LOC5576351|XP_021693308.1|AAEG	LOC119069259|XP_037029208.1|BCOP
OG0007833	LOC5576345|XP_001656083.2|AAEG	LOC119068099|XP_037027418.1|BCOP
OG0007834	LOC5576734|XP_021693352.1|AAEG	LOC119069819|XP_037029877.1|BCOP
OG0007837	LOC5564511|XP_001648825.2|AAEG	LOC119068818|XP_037028487.1|BCOP
OG0007839	LOC5573310|XP_001654530.1|AAEG	LOC119068595|XP_037028144.1|BCOP
OG0007840	LOC5573056|XP_001654378.1|AAEG	LOC119069244|XP_037029192.1|BCOP
OG0007842	LOC5575947|XP_021693726.1|AAEG	LOC119070437|XP_037030676.1|BCOP
OG0007843	LOC5576515|XP_001662708.2|AAEG	LOC119070438|XP_037030683.1|BCOP
OG0007844	LOC5565598|XP_021693787.1|AAEG	LOC119068546|XP_037028069.1|BCOP
OG0007846	LOC5565605|XP_021693796.1|AAEG	LOC119083478|XP_037049094.1|BCOP
OG0007847	LOC5565602|XP_021693797.1|AAEG	LOC119067223|XP_037025964.1|BCOP
OG0007848	LOC5565926|XP_001650302.2|AAEG	LOC119076743|XP_037039583.1|BCOP
OG0007849	LOC5565958|XP_001650298.2|AAEG	LOC119070356|XP_037030544.1|BCOP
OG0007850	LOC5565936|XP_001650296.2|AAEG	LOC119067876|XP_037027040.1|BCOP
OG0007851	LOC5565961|XP_021693928.1|AAEG	LOC119067932|XP_037027141.1|BCOP
OG0007852	LOC110674691|XP_021694427.1|AAEG	LOC119070489|XP_037030738.1|BCOP
OG0007853	LOC5573537|XP_001654672.2|AAEG	LOC119068429|XP_037027892.1|BCOP
OG0007854	LOC5573534|XP_021693955.1|AAEG	LOC119082558|XP_037047979.1|BCOP
OG0007855	LOC5579957|XP_001658473.2|AAEG	LOC119067194|XP_037025920.1|BCOP
OG0007856	LOC110674221|XP_021694064.1|AAEG	LOC119067463|XP_037026344.1|BCOP
OG0007857	LOC5565635|XP_021694071.1|AAEG	LOC119070457|XP_037030707.1|BCOP
OG0007858	LOC5578918|XP_021694074.1|AAEG	LOC119074395|XP_037036410.1|BCOP
OG0007859	LOC5576111|XP_001662456.2|AAEG	LOC119080612|XP_037044909.1|BCOP
OG0007860	LOC5576119|XP_001662466.1|AAEG	LOC119070507|XP_037030759.1|BCOP
OG0007861	LOC5576129|XP_001662475.2|AAEG	LOC119070615|XP_037030938.1|BCOP
OG0007862	LOC5576130|XP_001662476.2|AAEG	LOC119070616|XP_037030939.1|BCOP, LOC119070527|XP_037030796.1|BCOP
OG0007863	LOC5576133|XP_001662481.2|AAEG	LOC119066732|XP_037025248.1|BCOP
OG0007864	LOC5565140|XP_021694141.1|AAEG	LOC119067416|XP_037026265.1|BCOP
OG0007865	LOC110674239|XP_021694150.1|AAEG	LOC119070561|XP_037030864.1|BCOP
OG0007867	LOC5565083|XP_021694163.1|AAEG	LOC119075684|XP_037038094.1|BCOP
OG0007868	LOC5572607|XP_021694173.1|AAEG	LOC119069885|XP_037029957.1|BCOP
OG0007869	LOC5566104|XP_021695322.1|AAEG	LOC119067673|XP_037026675.1|BCOP
OG0007871	LOC5579864|XP_001664326.2|AAEG	LOC119073700|XP_037035195.1|BCOP
OG0007872	LOC5575755|XP_021695607.1|AAEG	LOC119080393|XP_037044607.1|BCOP
OG0007874	LOC110675408|XP_021696036.1|AAEG	LOC119078928|XP_037042565.1|BCOP
OG0007875	LOC5575910|XP_021696043.1|AAEG	LOC119075655|XP_037038049.1|BCOP
OG0007876	LOC5572896|XP_021696216.1|AAEG	LOC119067690|XP_037026707.1|BCOP
OG0007877	LOC5579996|XP_021696288.1|AAEG	LOC119073250|XP_037034497.1|BCOP
OG0007878	LOC5570510|XP_001659197.1|AAEG	LOC119081846|XP_037046983.1|BCOP
OG0007879	LOC5566265|XP_021696579.1|AAEG	LOC119080656|XP_037044968.1|BCOP
OG0007880	LOC5574281|XP_001661332.1|AAEG	LOC119078287|XP_037041672.1|BCOP
OG0007881	LOC5572344|XP_021696820.1|AAEG	LOC119073697|XP_037035192.1|BCOP
OG0007882	LOC110675667|XP_021696955.1|AAEG	LOC119080179|XP_037044300.1|BCOP
OG0007884	LOC110675711|XP_021697101.1|AAEG	LOC119077327|XP_037040405.1|BCOP
OG0007885	LOC5572689|XP_001660508.1|AAEG	LOC119080378|XP_037044578.1|BCOP
OG0007886	LOC5578537|XP_021697271.1|AAEG	LOC119084171|XP_037049924.1|BCOP
OG0007887	LOC5575897|XP_021697300.1|AAEG	LOC119080217|XP_037044353.1|BCOP
OG0007888	LOC5579977|XP_001658604.1|AAEG	LOC119073507|XP_037034918.1|BCOP
OG0007889	LOC5579978|XP_021697400.1|AAEG	LOC119073407|XP_037034736.1|BCOP
OG0007890	LOC5579058|XP_001657258.1|AAEG	LOC119081778|XP_037046880.1|BCOP
OG0007891	LOC5567753|XP_001657653.1|AAEG	LOC119068438|XP_037027905.1|BCOP
OG0007892	LOC5572762|XP_001660583.2|AAEG	LOC119072049|XP_037033072.1|BCOP
OG0007893	LOC5572767|XP_021697644.1|AAEG	LOC119078870|XP_037042492.1|BCOP
OG0007894	LOC5571563|XP_021697737.1|AAEG	LOC119079870|XP_037043849.1|BCOP
OG0007895	LOC5565534|XP_021697739.1|AAEG	LOC119072486|XP_037033618.1|BCOP
OG0007896	LOC5565541|XP_001649896.2|AAEG	LOC119074353|XP_037036352.1|BCOP
OG0007897	LOC5573998|XP_001661085.2|AAEG	LOC119073707|XP_037035208.1|BCOP
OG0007898	LOC5568731|XP_001658111.1|AAEG	LOC119078759|XP_037042362.1|BCOP
OG0007899	LOC5566834|XP_021698107.1|AAEG	LOC119077505|XP_037040629.1|BCOP
OG0007900	LOC5573667|XP_001660989.2|AAEG	LOC119084822|XP_037050798.1|BCOP
OG0007901	LOC5574161|XP_001655070.1|AAEG	LOC119075188|XP_037037475.1|BCOP
OG0007902	LOC5579153|XP_001664248.2|AAEG	LOC119067381|XP_037026197.1|BCOP
OG0007903	LOC5571408|XP_021698668.1|AAEG	LOC119075191|XP_037037481.1|BCOP
OG0007904	LOC5571406|XP_021698670.1|AAEG	LOC119079640|XP_037043563.1|BCOP
OG0007905	LOC5569668|XP_001652932.1|AAEG	LOC119071568|XP_037032400.1|BCOP
OG0007906	LOC5564155|XP_021698763.1|AAEG	LOC119076793|XP_037039656.1|BCOP
OG0007907	LOC5567319|XP_021698800.1|AAEG	LOC119080467|XP_037044741.1|BCOP
OG0007908	LOC5572190|XP_001653860.2|AAEG	LOC119080489|XP_037044776.1|BCOP
OG0007909	LOC5572189|XP_001653847.2|AAEG	LOC119081693|XP_037046685.1|BCOP
OG0007910	LOC5575606|XP_001662092.2|AAEG	LOC119071198|XP_037031879.1|BCOP
OG0007911	LOC5572502|XP_001660442.2|AAEG	LOC119081120|XP_037045759.1|BCOP
OG0007912	LOC5572504|XP_001660444.2|AAEG	LOC119080161|XP_037044277.1|BCOP
OG0007913	LOC110676274|XP_021699205.1|AAEG	LOC119080811|XP_037045278.1|BCOP
OG0007914	LOC110676292|XP_021699291.1|AAEG	LOC119079936|XP_037043935.1|BCOP
OG0007915	LOC5571046|XP_001659483.1|AAEG	LOC119073557|XP_037035008.1|BCOP
OG0007917	LOC110676370|XP_021699636.1|AAEG	LOC119073905|XP_037035690.1|BCOP
OG0007918	LOC5575622|XP_021699697.1|AAEG	LOC119078168|XP_037041539.1|BCOP
OG0007919	LOC5567705|XP_001651871.2|AAEG	LOC119076961|XP_037039950.1|BCOP
OG0007921	LOC5567694|XP_001651855.1|AAEG	LOC119073626|XP_037035111.1|BCOP
OG0007922	LOC5575902|XP_021699835.1|AAEG	LOC119072786|XP_037033978.1|BCOP
OG0007923	LOC5574835|XP_021699842.1|AAEG	LOC119075770|XP_037038210.1|BCOP
