Orthogroup	AAEG.longest_only	BTRY.longest_only
OG0006288	LOC5570124|XP_021693114.1|AAEG	LOC120766474|XP_039947950.1|BTRY
OG0006289	LOC5569752|XP_001652976.1|AAEG	LOC120779539|XP_039967821.1|BTRY
OG0006290	LOC5569750|XP_021693568.1|AAEG	LOC120775673|XP_039961897.1|BTRY
OG0006291	LOC5570747|XP_021693712.1|AAEG	LOC120769751|XP_039952846.1|BTRY
OG0006292	LOC5578392|XP_021694023.1|AAEG	LOC120774514|XP_039960141.1|BTRY
OG0006293	LOC110674241|XP_021694157.1|AAEG	LOC120776362|XP_039962871.1|BTRY
OG0006294	LOC110680398|XP_021711896.1|AAEG, LOC5572787|XP_021694297.1|AAEG	LOC120775037|XP_039960938.1|BTRY
OG0006295	LOC5572391|XP_001654045.2|AAEG	LOC120775321|XP_039961395.1|BTRY
OG0006296	LOC5572395|XP_021694382.1|AAEG	LOC120774271|XP_039959687.1|BTRY
OG0006297	LOC110674718|XP_021694472.1|AAEG	LOC120773947|XP_039959098.1|BTRY
OG0006298	LOC5564150|XP_021694510.1|AAEG	LOC120775545|XP_039961704.1|BTRY
OG0006299	LOC5564151|XP_021694519.1|AAEG	LOC120774977|XP_039960807.1|BTRY
OG0006300	LOC5578291|XP_001663817.1|AAEG	LOC120773952|XP_039959112.1|BTRY
OG0006301	LOC5574147|XP_001661213.2|AAEG	LOC120775781|XP_039962052.1|BTRY
OG0006302	LOC5569551|XP_021695167.1|AAEG	LOC120774507|XP_039960123.1|BTRY
OG0006303	LOC5565400|XP_001649725.2|AAEG, LOC110675150|XP_021695225.1|AAEG	LOC120770403|XP_039953771.1|BTRY
OG0006304	LOC5578884|XP_021695292.1|AAEG, LOC5569569|XP_021712700.1|AAEG	LOC120769553|XP_039952537.1|BTRY
OG0006305	LOC5578888|XP_021695333.1|AAEG	LOC120774402|XP_039959959.1|BTRY
OG0006306	LOC5563948|XP_021695343.1|AAEG	LOC120780668|XP_039968859.1|BTRY
OG0006307	LOC5563947|XP_021695396.1|AAEG	LOC120766212|XP_039947515.1|BTRY
OG0006308	LOC110675293|XP_021695488.1|AAEG	LOC120775189|XP_039961177.1|BTRY
OG0006309	LOC5574253|XP_021695648.1|AAEG	LOC120773597|XP_039958526.1|BTRY
OG0006310	LOC5574257|XP_021695746.1|AAEG	LOC120773114|XP_039958044.1|BTRY
OG0006311	LOC5569922|XP_001658821.2|AAEG	LOC120775901|XP_039962226.1|BTRY, LOC120775900|XP_039962225.1|BTRY
OG0006312	LOC5569925|XP_021695873.1|AAEG	LOC120775903|XP_039962229.1|BTRY, LOC120775773|XP_039962039.1|BTRY, LOC120775902|XP_039962228.1|BTRY
OG0006313	LOC5569926|XP_001658823.2|AAEG	LOC120774937|XP_039960751.1|BTRY
OG0006314	LOC5576024|XP_001662362.1|AAEG	LOC120775718|XP_039961964.1|BTRY
OG0006315	LOC5566493|XP_001650886.2|AAEG	LOC120781821|XP_039969976.1|BTRY
OG0006316	LOC5571323|XP_021696697.1|AAEG	LOC120774393|XP_039959944.1|BTRY
OG0006317	LOC5571322|XP_001653610.1|AAEG	LOC120776086|XP_039962496.1|BTRY
OG0006318	LOC5570448|XP_021696888.1|AAEG	LOC120773882|XP_039958986.1|BTRY
OG0006319	LOC5564010|XP_021697066.1|AAEG	LOC120775930|XP_039962270.1|BTRY
OG0006320	LOC5564829|XP_021697212.1|AAEG	LOC120775128|XP_039961086.1|BTRY
OG0006321	LOC5576595|XP_001656178.2|AAEG	LOC120775394|XP_039961488.1|BTRY
OG0006322	LOC5576592|XP_001656173.1|AAEG	LOC120766894|XP_039948578.1|BTRY
OG0006323	LOC5576586|XP_021697461.1|AAEG	LOC120774995|XP_039960848.1|BTRY
OG0006324	LOC5574996|XP_021697597.1|AAEG	LOC120773858|XP_039958942.1|BTRY
OG0006325	LOC5574988|XP_021697667.1|AAEG	LOC120777315|XP_039964491.1|BTRY
OG0006326	LOC5574986|XP_001655459.2|AAEG	LOC120774470|XP_039960060.1|BTRY
OG0006327	LOC5574983|XP_001655456.2|AAEG	LOC120766266|XP_039947588.1|BTRY
OG0006328	LOC5574982|XP_021697717.1|AAEG	LOC120766862|XP_039948525.1|BTRY
OG0006329	LOC5574971|XP_021697845.1|AAEG	LOC120773844|XP_039958908.1|BTRY
OG0006330	LOC5577024|XP_021698112.1|AAEG	LOC120771711|XP_039955797.1|BTRY
OG0006331	LOC5572545|XP_001660477.2|AAEG	LOC120773513|XP_039958402.1|BTRY
OG0006332	LOC5572540|XP_001660476.2|AAEG	LOC120775514|XP_039961656.1|BTRY
OG0006333	LOC5572543|XP_021698170.1|AAEG	LOC120773785|XP_039958808.1|BTRY
OG0006334	LOC5572548|XP_021698233.1|AAEG	LOC120776134|XP_039962600.1|BTRY
OG0006335	LOC5566388|XP_021698878.1|AAEG	LOC120766187|XP_039947476.1|BTRY
OG0006336	LOC5572011|XP_021698892.1|AAEG	LOC120775008|XP_039960875.1|BTRY
OG0006337	LOC5580122|XP_021699339.1|AAEG	LOC120774444|XP_039960019.1|BTRY
OG0006338	LOC5567929|XP_001651968.2|AAEG	LOC120777508|XP_039964802.1|BTRY
OG0006339	LOC5580055|XP_021699699.1|AAEG	LOC120774989|XP_039960831.1|BTRY
OG0006340	LOC5580058|XP_011493555.1|AAEG	LOC120774396|XP_039959948.1|BTRY
OG0006341	LOC5580070|XP_001654823.1|AAEG	LOC120774199|XP_039959574.1|BTRY
OG0006342	LOC5576247|XP_021699775.1|AAEG	LOC120773900|XP_039959009.1|BTRY
OG0006343	LOC5569694|XP_001658675.2|AAEG	LOC120775209|XP_039961207.1|BTRY
OG0006344	LOC5568097|XP_021699868.1|AAEG	LOC120775644|XP_039961833.1|BTRY
OG0006345	LOC5564403|XP_021699994.1|AAEG	LOC120782587|XP_039970873.1|BTRY
OG0006346	LOC5564392|XP_001648745.1|AAEG	LOC120774392|XP_039959946.1|BTRY
OG0006347	LOC5564399|XP_021700076.1|AAEG	LOC120781355|XP_039969493.1|BTRY
OG0006348	LOC23687419|XP_021700400.1|AAEG	LOC120776067|XP_039962465.1|BTRY
OG0006349	LOC5576477|XP_021700521.1|AAEG	LOC120773515|XP_039958404.1|BTRY
OG0006350	LOC5576483|XP_001662676.2|AAEG	LOC120782723|XP_039971081.1|BTRY
OG0006351	LOC5576486|XP_001662679.2|AAEG	LOC120774338|XP_039959832.1|BTRY
OG0006352	LOC5576487|XP_001662680.2|AAEG	LOC120774300|XP_039959756.1|BTRY
OG0006353	LOC5575639|XP_021700696.1|AAEG	LOC120775306|XP_039961373.1|BTRY
OG0006354	LOC5570714|XP_021700801.1|AAEG	LOC120767667|XP_039949777.1|BTRY
OG0006355	LOC5570702|XP_021700994.1|AAEG	LOC120775046|XP_039960955.1|BTRY
OG0006356	LOC5571573|XP_001653710.2|AAEG	LOC120773346|XP_039958100.1|BTRY
OG0006357	LOC5571574|XP_021701329.1|AAEG	LOC120773588|XP_039958513.1|BTRY
OG0006358	LOC5567106|XP_001651492.1|AAEG	LOC120778594|XP_039966399.1|BTRY
OG0006359	LOC5567104|XP_021701584.1|AAEG	LOC120782410|XP_039970592.1|BTRY
OG0006360	LOC5567102|XP_021701592.1|AAEG	LOC120773843|XP_039958907.1|BTRY, LOC120774549|XP_039960213.1|BTRY
OG0006361	LOC5565274|XP_001649600.2|AAEG	LOC120775273|XP_039961304.1|BTRY
OG0006362	LOC5565253|XP_021701766.1|AAEG	LOC120774542|XP_039960203.1|BTRY
OG0006363	LOC5564185|XP_001648523.2|AAEG	LOC120776010|XP_039962387.1|BTRY
OG0006364	LOC5567564|XP_001657555.2|AAEG	LOC120775609|XP_039961783.1|BTRY
OG0006365	LOC5567562|XP_021702952.1|AAEG	LOC120775598|XP_039961771.1|BTRY
OG0006366	LOC5567558|XP_021702974.1|AAEG	LOC120776002|XP_039962368.1|BTRY
OG0006367	LOC110681435|XP_021712879.1|AAEG, LOC5568687|XP_021703023.1|AAEG	LOC120774819|XP_039960559.1|BTRY
OG0006368	LOC5568679|XP_001658089.1|AAEG	LOC120773881|XP_039958988.1|BTRY
OG0006369	LOC5568680|XP_021703108.1|AAEG	LOC120766272|XP_039947606.1|BTRY
OG0006370	LOC5576891|XP_021703357.1|AAEG	LOC120774105|XP_039959396.1|BTRY
OG0006371	LOC5576876|XP_001662974.1|AAEG	LOC120780345|XP_039968574.1|BTRY
OG0006372	LOC5576871|XP_021703551.1|AAEG	LOC120781805|XP_039969962.1|BTRY
OG0006373	LOC5575874|XP_021703663.1|AAEG	LOC120775565|XP_039961725.1|BTRY
OG0006374	LOC5573561|XP_001660932.2|AAEG	LOC120774723|XP_039960408.1|BTRY
OG0006375	LOC5564049|XP_021703880.1|AAEG	LOC120773511|XP_039958396.1|BTRY
OG0006376	LOC5564048|XP_021703893.1|AAEG	LOC120773394|XP_039958178.1|BTRY
OG0006377	LOC5564055|XP_001648371.1|AAEG	LOC120775263|XP_039961282.1|BTRY
OG0006378	LOC5564041|XP_001648374.1|AAEG	LOC120766941|XP_039948625.1|BTRY
OG0006379	LOC5564052|XP_001648386.2|AAEG	LOC120775300|XP_039961354.1|BTRY
OG0006380	LOC5579306|XP_001647614.2|AAEG	LOC120773896|XP_039959006.1|BTRY
OG0006381	LOC5571507|XP_021704110.1|AAEG	LOC120775912|XP_039962238.1|BTRY
OG0006382	LOC5571505|XP_021704117.1|AAEG	LOC120774007|XP_039959221.1|BTRY
OG0006383	LOC5579338|XP_021704112.1|AAEG	LOC120773774|XP_039958791.1|BTRY
OG0006384	LOC5571500|XP_001659750.2|AAEG	LOC120775779|XP_039962049.1|BTRY
OG0006385	LOC5571497|XP_001659747.2|AAEG	LOC120782295|XP_039970434.1|BTRY
OG0006386	LOC5571495|XP_001659745.2|AAEG	LOC120782413|XP_039970596.1|BTRY
OG0006387	LOC5571492|XP_001659742.2|AAEG	LOC120766636|XP_039948188.1|BTRY
OG0006388	LOC5580104|XP_021704389.1|AAEG	LOC120776205|XP_039962774.1|BTRY
OG0006389	LOC5580117|XP_021704405.1|AAEG	LOC120776206|XP_039962775.1|BTRY
OG0006390	LOC5572862|XP_001660621.2|AAEG	LOC120769285|XP_039952143.1|BTRY
OG0006391	LOC5575868|XP_021704753.1|AAEG	LOC120766746|XP_039948350.1|BTRY
OG0006392	LOC5577255|XP_021705012.1|AAEG	LOC120780420|XP_039968634.1|BTRY
OG0006393	LOC5579201|XP_001657324.1|AAEG	LOC120775953|XP_039962298.1|BTRY
OG0006394	LOC5578147|XP_001663718.1|AAEG	LOC120768287|XP_039950850.1|BTRY
OG0006395	LOC5578144|XP_001663714.2|AAEG	LOC120782730|XP_039971093.1|BTRY
OG0006396	LOC5565046|XP_001649414.2|AAEG	LOC120774152|XP_039959494.1|BTRY
OG0006397	LOC5565042|XP_021705270.1|AAEG	LOC120773993|XP_039959193.1|BTRY
OG0006398	LOC5565039|XP_001649398.2|AAEG	LOC120773743|XP_039958738.1|BTRY
OG0006399	LOC5565032|XP_001649389.2|AAEG	LOC120774477|XP_039960069.1|BTRY
OG0006400	LOC5565047|XP_001649385.2|AAEG	LOC120774476|XP_039960067.1|BTRY
OG0006401	LOC5565049|XP_021694261.1|AAEG	LOC120778262|XP_039965973.1|BTRY
OG0006402	LOC110677913|XP_021705581.1|AAEG	LOC120782178|XP_039970252.1|BTRY
OG0006403	LOC5565262|XP_001649612.2|AAEG	LOC120782489|XP_039970725.1|BTRY
OG0006404	LOC5565261|XP_021705657.1|AAEG	LOC120771718|XP_039955809.1|BTRY
OG0006405	LOC5576554|XP_021705756.1|AAEG	LOC120782781|XP_039971183.1|BTRY
OG0006406	LOC5576005|XP_001662347.2|AAEG	LOC120772931|XP_039957769.1|BTRY
OG0006407	LOC5576014|XP_001662348.2|AAEG, LOC110678003|XP_021706017.1|AAEG	LOC120775102|XP_039961049.1|BTRY
OG0006408	LOC5572170|XP_021706154.1|AAEG	LOC120775847|XP_039962151.1|BTRY
OG0006409	LOC110680525|XP_021712014.1|AAEG, LOC5575293|XP_001655672.2|AAEG	LOC120776073|XP_039962477.1|BTRY
OG0006410	LOC5569672|XP_001652937.1|AAEG	LOC120775612|XP_039961788.1|BTRY
OG0006411	LOC5569674|XP_001652936.2|AAEG	LOC120773897|XP_039959007.1|BTRY
OG0006412	LOC5564601|XP_001648949.2|AAEG	LOC120782612|XP_039970913.1|BTRY
OG0006413	LOC5566651|XP_021706607.1|AAEG	LOC120782865|XP_039971338.1|BTRY
OG0006414	LOC5566638|XP_001651016.2|AAEG	LOC120777682|XP_039965089.1|BTRY
OG0006415	LOC110678372|XP_021706861.1|AAEG, LOC5568056|XP_021705352.1|AAEG	LOC120773730|XP_039958720.1|BTRY
OG0006416	LOC110678495|XP_021707149.1|AAEG	LOC120775401|XP_039961496.1|BTRY
OG0006417	LOC5577671|XP_021707516.1|AAEG	LOC120774353|XP_039959872.1|BTRY
OG0006418	LOC110678669|XP_021707543.1|AAEG	LOC120774434|XP_039960008.1|BTRY
OG0006419	LOC5578712|XP_001664017.2|AAEG	LOC120782667|XP_039970982.1|BTRY
OG0006420	LOC5578715|XP_021707890.1|AAEG	LOC120770012|XP_039953042.1|BTRY
OG0006421	LOC5565264|XP_001649608.2|AAEG	LOC120768011|XP_039950372.1|BTRY
OG0006422	LOC5564418|XP_021708064.1|AAEG	LOC120779335|XP_039967469.1|BTRY
OG0006423	LOC23687841|XP_011493522.1|AAEG	LOC120782524|XP_039970767.1|BTRY
OG0006424	LOC5572775|XP_001654177.1|AAEG	LOC120772249|XP_039956688.1|BTRY
OG0006425	LOC5572780|XP_001654178.2|AAEG	LOC120781629|XP_039969797.1|BTRY
OG0006426	LOC5572779|XP_021708158.1|AAEG	LOC120781623|XP_039969791.1|BTRY
OG0006427	LOC5580228|XP_001655936.1|AAEG	LOC120782374|XP_039970548.1|BTRY
OG0006428	LOC5576866|XP_021708395.1|AAEG	LOC120782647|XP_039970953.1|BTRY
OG0006429	LOC5578696|XP_001657095.2|AAEG	LOC120782874|XP_039971350.1|BTRY
OG0006430	LOC5568284|XP_021708752.1|AAEG	LOC120776465|XP_039963066.1|BTRY
OG0006431	LOC5570607|XP_021709327.1|AAEG	LOC120777560|XP_039964890.1|BTRY
OG0006432	LOC5570605|XP_021709391.1|AAEG	LOC120772266|XP_039956706.1|BTRY
OG0006433	LOC5574577|XP_021709421.1|AAEG	LOC120782560|XP_039970827.1|BTRY
OG0006434	LOC5574585|XP_001655209.2|AAEG	LOC120768654|XP_039951361.1|BTRY
OG0006435	LOC5574602|XP_001655214.2|AAEG	LOC120776808|XP_039963746.1|BTRY
OG0006436	LOC110679386|XP_021709561.1|AAEG	LOC120775924|XP_039962263.1|BTRY
OG0006437	LOC5574604|XP_021709565.1|AAEG, LOC110680584|XP_021712075.1|AAEG	LOC120774288|XP_039959715.1|BTRY
OG0006438	LOC5574595|XP_001655227.1|AAEG	LOC120767350|XP_039949249.1|BTRY
OG0006439	LOC5575887|XP_021709907.1|AAEG	LOC120779268|XP_039967451.1|BTRY
OG0006440	LOC110679488|XP_021709944.1|AAEG	LOC120778611|XP_039966426.1|BTRY
OG0006441	LOC5573864|XP_001654896.2|AAEG	LOC120782282|XP_039970418.1|BTRY
OG0006442	LOC5573865|XP_021710083.1|AAEG	LOC120782285|XP_039970422.1|BTRY
OG0006443	LOC5567419|XP_001657407.2|AAEG	LOC120770920|XP_039954591.1|BTRY
OG0006444	LOC5567402|XP_001657421.1|AAEG	LOC120775843|XP_039962149.1|BTRY
OG0006445	LOC5578528|XP_001663919.2|AAEG	LOC120780402|XP_039968621.1|BTRY
OG0006446	LOC5578527|XP_021710791.1|AAEG	LOC120780640|XP_039968836.1|BTRY
OG0006447	LOC5569452|XP_021710822.1|AAEG	LOC120780291|XP_039968491.1|BTRY
OG0006448	LOC5569458|XP_001658541.1|AAEG	LOC120782403|XP_039970583.1|BTRY
OG0006449	LOC110679696|XP_021710973.1|AAEG	LOC120766498|XP_039947984.1|BTRY
OG0006450	LOC5578686|XP_001657084.1|AAEG	LOC120769226|XP_039952057.1|BTRY
OG0006451	LOC23687749|XP_021711806.1|AAEG	LOC120774069|XP_039959310.1|BTRY
OG0006453	LOC5572736|XP_001660556.1|AAEG, LOC110680508|XP_021712000.1|AAEG	LOC120778135|XP_039965793.1|BTRY
OG0006454	LOC5567800|XP_001657703.1|AAEG	LOC120775201|XP_039961198.1|BTRY
OG0006455	LOC5569269|XP_021712455.1|AAEG	LOC120766575|XP_039948102.1|BTRY
OG0006456	LOC5569267|XP_001658413.1|AAEG	LOC120766337|XP_039947696.1|BTRY
OG0006457	LOC5571791|XP_001659920.2|AAEG	LOC120782684|XP_039971009.1|BTRY
OG0006458	LOC5571785|XP_021712709.1|AAEG	LOC120768023|XP_039950428.1|BTRY
OG0006459	LOC5567067|XP_021712815.1|AAEG	LOC120772711|XP_039957398.1|BTRY
OG0006460	LOC5567061|XP_001651465.2|AAEG	LOC120772276|XP_039956719.1|BTRY
OG0006461	LOC5577526|XP_001663417.2|AAEG	LOC120771874|XP_039956065.1|BTRY
OG0006462	LOC5577533|XP_021712953.1|AAEG	LOC120766256|XP_039947576.1|BTRY
OG0006463	LOC5564080|XP_021712956.1|AAEG	LOC120766566|XP_039948090.1|BTRY
OG0006464	LOC110681487|XP_021712963.1|AAEG	LOC120777995|XP_039965578.1|BTRY
OG0006465	LOC5573377|XP_001660868.1|AAEG	LOC120773523|XP_039958414.1|BTRY
OG0006466	LOC5573379|XP_021712989.1|AAEG	LOC120774112|XP_039959406.1|BTRY
OG0006467	LOC5570620|XP_021713007.1|AAEG	LOC120782652|XP_039970959.1|BTRY
OG0006468	LOC5577011|XP_001663109.2|AAEG	LOC120776859|XP_039963841.1|BTRY
OG0006469	LOC5577985|XP_001656721.1|AAEG	LOC120775020|XP_039960906.1|BTRY
OG0006470	LOC5572597|XP_021713032.1|AAEG	LOC120776845|XP_039963804.1|BTRY
OG0006471	LOC5572590|XP_001654104.2|AAEG	LOC120769262|XP_039952104.1|BTRY
OG0006472	LOC5572580|XP_001654102.2|AAEG	LOC120769255|XP_039952093.1|BTRY
OG0006473	LOC110681502|XP_021713062.1|AAEG, LOC5572583|XP_021713054.1|AAEG	LOC120776781|XP_039963696.1|BTRY
OG0006474	LOC5572579|XP_001654094.2|AAEG	LOC120771478|XP_039955450.1|BTRY
OG0006475	LOC5572581|XP_001654090.1|AAEG	LOC120771597|XP_039955607.1|BTRY
OG0006476	LOC5580305|XP_001662923.2|AAEG	LOC120775621|XP_039961802.1|BTRY
OG0006477	LOC5580310|XP_001662922.1|AAEG	LOC120775585|XP_039961755.1|BTRY
OG0006478	LOC5567835|XP_001657742.1|AAEG	LOC120768348|XP_039950939.1|BTRY
OG0006479	LOC110681517|XP_021713143.1|AAEG	LOC120766197|XP_039947491.1|BTRY
OG0006480	LOC5567829|XP_021713150.1|AAEG	LOC120772893|XP_039957699.1|BTRY
OG0006481	LOC5576288|XP_001662578.1|AAEG	LOC120775427|XP_039961545.1|BTRY
OG0006482	LOC5574628|XP_001661544.2|AAEG	LOC120774335|XP_039959831.1|BTRY
OG0006483	LOC5575917|XP_021713246.1|AAEG	LOC120766654|XP_039948220.1|BTRY
OG0006484	LOC5569220|XP_021694302.1|AAEG	LOC120766655|XP_039948221.1|BTRY
OG0006485	LOC5569231|XP_001652791.2|AAEG	LOC120780709|XP_039968905.1|BTRY
OG0006486	LOC23687834|XP_021713276.1|AAEG	LOC120782267|XP_039970375.1|BTRY
OG0006487	LOC5578516|XP_001663907.2|AAEG	LOC120780371|XP_039968598.1|BTRY
OG0006488	LOC5580006|XP_001653894.1|AAEG	LOC120775271|XP_039961300.1|BTRY
OG0006489	LOC5574614|XP_001661531.2|AAEG	LOC120767054|XP_039948844.1|BTRY
OG0006490	LOC5567597|XP_021713385.1|AAEG	LOC120774165|XP_039959523.1|BTRY
OG0006491	LOC5567596|XP_001657573.2|AAEG	LOC120768643|XP_039951347.1|BTRY
OG0006492	LOC5577938|XP_021713399.1|AAEG	LOC120782535|XP_039970799.1|BTRY
OG0006493	LOC5580194|XP_021713405.1|AAEG	LOC120774373|XP_039959902.1|BTRY
OG0006494	LOC5580192|XP_021713406.1|AAEG	LOC120773341|XP_039958089.1|BTRY
OG0006495	LOC5580191|XP_021713407.1|AAEG	LOC120773734|XP_039958724.1|BTRY
OG0006496	LOC5580190|XP_021713408.1|AAEG	LOC120776688|XP_039963506.1|BTRY
OG0006497	LOC5580184|XP_021713412.1|AAEG	LOC120775990|XP_039962357.1|BTRY
OG0006498	LOC5580182|XP_021713413.1|AAEG	LOC120778947|XP_039966947.1|BTRY
OG0006499	LOC5580170|XP_021692917.1|AAEG	LOC120774568|XP_039960239.1|BTRY
OG0006500	LOC5580162|XP_021692929.1|AAEG	LOC120766568|XP_039948128.1|BTRY
OG0006501	LOC5580166|XP_001655586.1|AAEG	LOC120769116|XP_039951914.1|BTRY
OG0006502	LOC5580171|XP_001655580.2|AAEG	LOC120778204|XP_039965893.1|BTRY
OG0006503	LOC5580173|XP_001655578.1|AAEG	LOC120782172|XP_039970242.1|BTRY
OG0006504	LOC5578271|XP_021692940.1|AAEG	LOC120775355|XP_039961451.1|BTRY
OG0006505	LOC5578278|XP_021692945.1|AAEG	LOC120766576|XP_039948103.1|BTRY
OG0006506	LOC5575985|XP_021692952.1|AAEG	LOC120766734|XP_039948320.1|BTRY
OG0006507	LOC5564685|XP_021692996.1|AAEG	LOC120782687|XP_039971011.1|BTRY
OG0006508	LOC5564693|XP_021692998.1|AAEG	LOC120766626|XP_039948174.1|BTRY
OG0006509	LOC5573798|XP_001661045.2|AAEG	LOC120773614|XP_039958548.1|BTRY
OG0006510	LOC5573469|XP_021693046.1|AAEG	LOC120767077|XP_039948874.1|BTRY
OG0006511	LOC5563548|XP_021693062.1|AAEG	LOC120766856|XP_039948521.1|BTRY
OG0006512	LOC5580091|XP_001654841.2|AAEG	LOC120782305|XP_039970449.1|BTRY
OG0006513	LOC5566474|XP_021693097.1|AAEG	LOC120766536|XP_039948041.1|BTRY
OG0006514	LOC5566473|XP_001650857.1|AAEG	LOC120781482|XP_039969639.1|BTRY
OG0006515	LOC5566472|XP_001650856.2|AAEG	LOC120774262|XP_039959668.1|BTRY
OG0006516	LOC5578940|XP_001657228.2|AAEG	LOC120766672|XP_039948246.1|BTRY
OG0006517	LOC5578938|XP_021693141.1|AAEG	LOC120772804|XP_039957525.1|BTRY
OG0006518	LOC5578934|XP_021693153.1|AAEG	LOC120769448|XP_039952375.1|BTRY
OG0006519	LOC110680823|XP_021712295.1|AAEG, LOC5578931|XP_001657219.1|AAEG	LOC120772831|XP_039957575.1|BTRY
OG0006520	LOC5578926|XP_001657212.1|AAEG	LOC120776143|XP_039962621.1|BTRY
OG0006521	LOC5563723|XP_001647993.2|AAEG	LOC120782656|XP_039970963.1|BTRY
OG0006522	LOC5563722|XP_021693218.1|AAEG	LOC120766673|XP_039948250.1|BTRY
OG0006523	LOC5563708|XP_001647996.1|AAEG	LOC120779506|XP_039967750.1|BTRY
OG0006524	LOC5563714|XP_021693240.1|AAEG	LOC120767939|XP_039950240.1|BTRY
OG0006525	LOC5576740|XP_021693241.1|AAEG	LOC120774860|XP_039960622.1|BTRY
OG0006526	LOC5576714|XP_001656220.1|AAEG	LOC120782762|XP_039971158.1|BTRY
OG0006527	LOC5576712|XP_001656218.2|AAEG, LOC110680903|XP_021712381.1|AAEG	LOC120766617|XP_039948162.1|BTRY
OG0006528	LOC110680904|XP_021712382.1|AAEG, LOC5576738|XP_001656217.2|AAEG	LOC120768151|XP_039951039.1|BTRY
OG0006529	LOC110674096|XP_021693383.1|AAEG	LOC120767071|XP_039948863.1|BTRY
OG0006530	LOC110674097|XP_021693385.1|AAEG	LOC120766558|XP_039948082.1|BTRY
OG0006531	LOC5564498|XP_021693386.1|AAEG	LOC120766953|XP_039948672.1|BTRY
OG0006533	LOC5567119|XP_021693403.1|AAEG	LOC120772660|XP_039957326.1|BTRY
OG0006534	LOC5573313|XP_001654528.1|AAEG	LOC120771285|XP_039955150.1|BTRY
OG0006535	LOC5573315|XP_001654535.1|AAEG	LOC120771533|XP_039955526.1|BTRY
OG0006536	LOC5573322|XP_021693452.1|AAEG	LOC120767095|XP_039948910.1|BTRY
OG0006537	LOC5569641|XP_021694321.1|AAEG	LOC120766718|XP_039948299.1|BTRY
OG0006538	LOC5565349|XP_021694322.1|AAEG	LOC120776053|XP_039962448.1|BTRY
OG0006539	LOC5579481|XP_001647778.2|AAEG	LOC120782160|XP_039970226.1|BTRY
OG0006540	LOC5577200|XP_001663291.2|AAEG	LOC120778935|XP_039966920.1|BTRY
OG0006541	LOC5576518|XP_001662710.2|AAEG	LOC120767192|XP_039948930.1|BTRY
OG0006542	LOC5576534|XP_021693731.1|AAEG	LOC120776364|XP_039962876.1|BTRY
OG0006543	LOC5576528|XP_021693736.1|AAEG	LOC120782474|XP_039970702.1|BTRY
OG0006544	LOC110674164|XP_021693738.1|AAEG	LOC120782317|XP_039970468.1|BTRY
OG0006545	LOC5575641|XP_001655789.2|AAEG	LOC120774967|XP_039960790.1|BTRY
OG0006546	LOC5575644|XP_021693741.1|AAEG	LOC120771359|XP_039955253.1|BTRY
OG0006547	LOC5575651|XP_021693762.1|AAEG	LOC120766470|XP_039947947.1|BTRY
OG0006548	LOC5565608|XP_001649950.2|AAEG	LOC120778349|XP_039966075.1|BTRY
OG0006549	LOC5565594|XP_001649963.1|AAEG	LOC120782426|XP_039970611.1|BTRY
OG0006550	LOC5565589|XP_001649965.1|AAEG	LOC120781326|XP_039969461.1|BTRY
OG0006551	LOC110674175|XP_021693810.1|AAEG	LOC120775985|XP_039962350.1|BTRY
OG0006552	LOC5569686|XP_001658684.2|AAEG	LOC120775312|XP_039961381.1|BTRY
OG0006553	LOC5577664|XP_001656662.2|AAEG	LOC120766711|XP_039948291.1|BTRY
OG0006554	LOC5577649|XP_021693827.1|AAEG	LOC120766851|XP_039948505.1|BTRY
OG0006555	LOC5577642|XP_021693845.1|AAEG	LOC120779484|XP_039967705.1|BTRY
OG0006556	LOC5577637|XP_001656635.1|AAEG	LOC120778642|XP_039966482.1|BTRY
OG0006557	LOC5577631|XP_021693882.1|AAEG	LOC120773749|XP_039958747.1|BTRY
OG0006558	LOC5565932|XP_021693909.1|AAEG	LOC120766451|XP_039947901.1|BTRY
OG0006559	LOC5565935|XP_001650313.2|AAEG	LOC120766798|XP_039948433.1|BTRY
OG0006560	LOC5565931|XP_021693915.1|AAEG	LOC120767036|XP_039948815.1|BTRY
OG0006561	LOC5565930|XP_001650308.2|AAEG	LOC120775332|XP_039961411.1|BTRY
OG0006562	LOC5565937|XP_021693929.1|AAEG	LOC120782666|XP_039970979.1|BTRY
OG0006563	LOC5568360|XP_001658012.1|AAEG	LOC120779690|XP_039967985.1|BTRY
OG0006564	LOC5568358|XP_001658010.2|AAEG	LOC120766219|XP_039947527.1|BTRY
OG0006565	LOC5568352|XP_021693940.1|AAEG	LOC120782443|XP_039970664.1|BTRY
OG0006566	LOC5577579|XP_021694031.1|AAEG	LOC120779469|XP_039967674.1|BTRY
OG0006567	LOC5576107|XP_001662452.2|AAEG	LOC120771829|XP_039955999.1|BTRY
OG0006568	LOC5576108|XP_001662453.2|AAEG	LOC120771822|XP_039955985.1|BTRY
OG0006569	LOC5576109|XP_001662454.2|AAEG	LOC120776765|XP_039963662.1|BTRY
OG0006570	LOC5576110|XP_021694084.1|AAEG	LOC120782506|XP_039970748.1|BTRY
OG0006571	LOC5576116|XP_001662462.1|AAEG	LOC120779980|XP_039968211.1|BTRY
OG0006572	LOC5576132|XP_001662478.2|AAEG	LOC120780596|XP_039968788.1|BTRY
