Orthogroup	AAEG.longest_only	SLEB.longest_only
OG0006643	LOC5579290|XP_021695906.1|AAEG	LOC115634039|XP_030387443.1|SLEB
OG0006644	LOC5571258|XP_001653556.1|AAEG	LOC115622856|XP_030372800.1|SLEB
OG0006645	LOC5578052|XP_021695953.1|AAEG	LOC115626198|XP_030377338.1|SLEB
OG0006646	LOC5578053|XP_021695958.1|AAEG	LOC115624617|XP_030375232.1|SLEB
OG0006647	LOC5568469|XP_021695997.1|AAEG	LOC115619937|XP_030368823.1|SLEB
OG0006648	LOC5573484|XP_001654632.1|AAEG	LOC115622352|XP_030372126.1|SLEB
OG0006649	LOC5575041|XP_001661771.2|AAEG	LOC115628302|XP_030380213.1|SLEB
OG0006650	LOC5573236|XP_021696049.1|AAEG	LOC115634645|XP_030388362.1|SLEB
OG0006651	LOC110675422|XP_021696083.1|AAEG	LOC115633065|XP_030386289.1|SLEB
OG0006652	LOC5574113|XP_001661185.1|AAEG	LOC115622855|XP_030372799.1|SLEB
OG0006653	LOC5574095|XP_021696112.1|AAEG	LOC115633036|XP_030386240.1|SLEB
OG0006654	LOC5574088|XP_021696127.1|AAEG	LOC115622670|XP_030372544.1|SLEB
OG0006655	LOC5574085|XP_021696132.1|AAEG	LOC115632659|XP_030385750.1|SLEB
OG0006656	LOC5565105|XP_021696171.1|AAEG	LOC115623021|XP_030373053.1|SLEB
OG0006657	LOC5572889|XP_001654239.2|AAEG	LOC115633950|XP_030387328.1|SLEB
OG0006658	LOC5574850|XP_001661673.2|AAEG	LOC115622263|XP_030372024.1|SLEB
OG0006659	LOC5566569|XP_021696260.1|AAEG	LOC115622647|XP_030372515.1|SLEB
OG0006660	LOC5574852|XP_021696264.1|AAEG	LOC115632685|XP_030385780.1|SLEB
OG0006661	LOC5579990|XP_021696271.1|AAEG	LOC115632697|XP_030385794.1|SLEB
OG0006662	LOC5574519|XP_001661488.1|AAEG	LOC115630569|XP_030383046.1|SLEB
OG0006663	LOC23687518|XP_011493493.2|AAEG	LOC115622129|XP_030371842.1|SLEB
OG0006664	LOC5577071|XP_021696368.1|AAEG	LOC115621665|XP_030371234.1|SLEB
OG0006665	LOC110675498|XP_021696371.1|AAEG	LOC115628282|XP_030380172.1|SLEB
OG0006666	LOC5570511|XP_021696425.1|AAEG	LOC115623086|XP_030373156.1|SLEB
OG0006667	LOC5570529|XP_021696429.1|AAEG	LOC115632466|XP_030385487.1|SLEB
OG0006668	LOC5570473|XP_021696469.1|AAEG	LOC115634425|XP_030387992.1|SLEB
OG0006669	LOC5571688|XP_021696474.1|AAEG	LOC115632648|XP_030385738.1|SLEB
OG0006670	LOC5571685|XP_001659821.1|AAEG	LOC115633156|XP_030386426.1|SLEB
OG0006671	LOC5571684|XP_021696476.1|AAEG	LOC115633157|XP_030386427.1|SLEB
OG0006672	LOC5567636|XP_021696480.1|AAEG	LOC115632532|XP_030385589.1|SLEB
OG0006673	LOC5567634|XP_001657589.2|AAEG	LOC115622409|XP_030372202.1|SLEB
OG0006674	LOC5567619|XP_001657593.2|AAEG	LOC115622998|XP_030373017.1|SLEB
OG0006675	LOC110675521|XP_021696504.1|AAEG	LOC115628229|XP_030380092.1|SLEB
OG0006676	LOC5564100|XP_021696522.1|AAEG	LOC115622778|XP_030372696.1|SLEB
OG0006677	LOC5564099|XP_001648425.2|AAEG	LOC115622124|XP_030371835.1|SLEB
OG0006678	LOC5566286|XP_021696527.1|AAEG	LOC115634380|XP_030387924.1|SLEB
OG0006679	LOC5566296|XP_001650672.2|AAEG	LOC115622589|XP_030372444.1|SLEB
OG0006680	LOC5566273|XP_021696539.1|AAEG	LOC115622024|XP_030371743.1|SLEB
OG0006681	LOC5566279|XP_021696554.1|AAEG	LOC115632136|XP_030385009.1|SLEB
OG0006682	LOC5566283|XP_021696559.1|AAEG	LOC115632210|XP_030385125.1|SLEB
OG0006683	LOC110675561|XP_021696569.1|AAEG	LOC115632869|XP_030385993.1|SLEB
OG0006684	LOC5566291|XP_021696570.1|AAEG	LOC115622122|XP_030371834.1|SLEB
OG0006685	LOC5570091|XP_001653078.1|AAEG	LOC115629187|XP_030381442.1|SLEB
OG0006686	LOC5570087|XP_021696585.1|AAEG	LOC115622942|XP_030372932.1|SLEB
OG0006687	LOC5569214|XP_001658387.1|AAEG	LOC115629622|XP_030381980.1|SLEB
OG0006688	LOC5568098|XP_001652035.1|AAEG	LOC115632104|XP_030384946.1|SLEB
OG0006689	LOC5568104|XP_001652043.2|AAEG	LOC115628242|XP_030380115.1|SLEB
OG0006690	LOC5566341|XP_021696745.1|AAEG	LOC115625080|XP_030375831.1|SLEB
OG0006691	LOC5578957|XP_001664136.2|AAEG	LOC115632320|XP_030385285.1|SLEB
OG0006692	LOC5564626|XP_001648971.2|AAEG	LOC115628261|XP_030380140.1|SLEB
OG0006693	LOC5564627|XP_021696772.1|AAEG	LOC115623255|XP_030373384.1|SLEB
OG0006694	LOC5567126|XP_001651548.1|AAEG	LOC115627846|XP_030379563.1|SLEB
OG0006695	LOC5564573|XP_021696810.1|AAEG	LOC115622765|XP_030372681.1|SLEB
OG0006696	LOC5572350|XP_021702586.1|AAEG	LOC115626438|XP_030377673.1|SLEB
OG0006697	LOC5566237|XP_021696840.1|AAEG	LOC115628377|XP_030380318.1|SLEB
OG0006698	LOC5566233|XP_001650607.1|AAEG	LOC115628239|XP_030380112.1|SLEB
OG0006699	LOC5565645|XP_021696877.1|AAEG	LOC115632272|XP_030385212.1|SLEB
OG0006700	LOC5565664|XP_001650012.1|AAEG	LOC115623272|XP_030373411.1|SLEB
OG0006701	LOC110675643|XP_021696899.1|AAEG	LOC115629109|XP_030381298.1|SLEB
OG0006702	LOC5573780|XP_021696923.1|AAEG	LOC115632380|XP_030385366.1|SLEB
OG0006703	LOC5576413|XP_001656115.2|AAEG	LOC115632358|XP_030385334.1|SLEB
OG0006704	LOC5576414|XP_021696953.1|AAEG	LOC115632359|XP_030385335.1|SLEB
OG0006705	LOC5568904|XP_021696995.1|AAEG	LOC115630894|XP_030383351.1|SLEB
OG0006706	LOC5568900|XP_001658223.2|AAEG	LOC115627564|XP_030379150.1|SLEB
OG0006707	LOC5574793|XP_001655350.2|AAEG	LOC115620179|XP_030369167.1|SLEB
OG0006708	LOC5574797|XP_021697006.1|AAEG	LOC115623445|XP_030373655.1|SLEB
OG0006709	LOC5574825|XP_021697020.1|AAEG	LOC115620058|XP_030369058.1|SLEB
OG0006710	LOC5578225|XP_021697046.1|AAEG	LOC115622684|XP_030372567.1|SLEB
OG0006712	LOC5568326|XP_021697052.1|AAEG	LOC115632107|XP_030384951.1|SLEB
OG0006713	LOC5568323|XP_021697067.1|AAEG	LOC115632291|XP_030385244.1|SLEB
OG0006714	LOC5568322|XP_001652200.1|AAEG	LOC115632290|XP_030385243.1|SLEB
OG0006715	LOC5568301|XP_001652178.2|AAEG	LOC115622661|XP_030372532.1|SLEB
OG0006716	LOC5568300|XP_021697096.1|AAEG	LOC115631023|XP_030383498.1|SLEB
OG0006717	LOC5568299|XP_001652176.1|AAEG	LOC115632400|XP_030385394.1|SLEB
OG0006718	LOC5568296|XP_001652173.1|AAEG	LOC115632402|XP_030385397.1|SLEB
OG0006719	LOC5568293|XP_021697100.1|AAEG	LOC115632717|XP_030385822.1|SLEB
OG0006720	LOC110675714|XP_021697113.1|AAEG	LOC115622638|XP_030372506.1|SLEB
OG0006721	LOC5571810|XP_001659942.1|AAEG	LOC115632485|XP_030385522.1|SLEB
OG0006722	LOC5571811|XP_021697116.1|AAEG	LOC115632851|XP_030385969.1|SLEB
OG0006723	LOC5574704|XP_021697229.1|AAEG	LOC115625874|XP_030376949.1|SLEB
OG0006724	LOC5572699|XP_001660517.1|AAEG	LOC115620307|XP_030369351.1|SLEB
OG0006725	LOC5572697|XP_001660516.1|AAEG	LOC115620689|XP_030369918.1|SLEB
OG0006726	LOC5572696|XP_001660515.1|AAEG	LOC115621857|XP_030371535.1|SLEB
OG0006727	LOC5572694|XP_021697243.1|AAEG	LOC115620554|XP_030369700.1|SLEB
OG0006728	LOC5571605|XP_001653725.2|AAEG	LOC115625381|XP_030376277.1|SLEB
OG0006729	LOC5570741|XP_021697358.1|AAEG	LOC115622706|XP_030372599.1|SLEB
OG0006730	LOC5576648|XP_001662804.1|AAEG	LOC115632789|XP_030385904.1|SLEB
OG0006731	LOC5564512|XP_021697371.1|AAEG	LOC115625886|XP_030376965.1|SLEB
OG0006732	LOC5565659|XP_021697379.1|AAEG	LOC115623067|XP_030373121.1|SLEB
OG0006733	LOC5577724|XP_001656668.1|AAEG	LOC115623058|XP_030373097.1|SLEB
OG0006734	LOC5574452|XP_021697405.1|AAEG	LOC115622237|XP_030371994.1|SLEB
OG0006735	LOC5571389|XP_021697404.1|AAEG	LOC115633129|XP_030386391.1|SLEB
OG0006736	LOC5579060|XP_001657257.2|AAEG	LOC115622342|XP_030372114.1|SLEB
OG0006737	LOC5567091|XP_001651451.1|AAEG	LOC115632694|XP_030385791.1|SLEB
OG0006738	LOC5576075|XP_001662412.1|AAEG	LOC115622801|XP_030372730.1|SLEB
OG0006739	LOC5576082|XP_001662411.1|AAEG	LOC115624974|XP_030375686.1|SLEB
OG0006740	LOC5576078|XP_001662409.1|AAEG	LOC115623158|XP_030373232.1|SLEB
OG0006741	LOC5576076|XP_001662408.2|AAEG	LOC115623157|XP_030373230.1|SLEB
OG0006742	LOC5578252|XP_021697471.1|AAEG	LOC115623858|XP_030374263.1|SLEB
OG0006743	LOC5578257|XP_021697473.1|AAEG	LOC115631449|XP_030384054.1|SLEB
OG0006744	LOC5576852|XP_021697528.1|AAEG	LOC115622773|XP_030372688.1|SLEB
OG0006745	LOC5574228|XP_021697557.1|AAEG	LOC115624072|XP_030374519.1|SLEB
OG0006746	LOC5574062|XP_021697583.1|AAEG	LOC115632835|XP_030385950.1|SLEB
OG0006747	LOC5574061|XP_021697595.1|AAEG	LOC115633128|XP_030386390.1|SLEB
OG0006748	LOC5567758|XP_021697604.1|AAEG	LOC115627093|XP_030378505.1|SLEB
OG0006749	LOC5564953|XP_021697669.1|AAEG	LOC115628293|XP_030380199.1|SLEB
OG0006750	LOC5573546|XP_021697677.1|AAEG	LOC115633214|XP_030386460.1|SLEB
OG0006752	LOC5565551|XP_001649918.2|AAEG	LOC115628342|XP_030380266.1|SLEB
OG0006753	LOC5565561|XP_001649914.2|AAEG	LOC115628384|XP_030380328.1|SLEB
OG0006754	LOC5565536|XP_021697747.1|AAEG	LOC115632454|XP_030385466.1|SLEB
OG0006755	LOC5565556|XP_001649893.1|AAEG	LOC115622646|XP_030372514.1|SLEB
OG0006756	LOC5565532|XP_021697759.1|AAEG	LOC115632551|XP_030385626.1|SLEB
OG0006757	LOC5563838|XP_001648155.1|AAEG	LOC115632933|XP_030386086.1|SLEB
OG0006758	LOC5563841|XP_001648157.1|AAEG	LOC115622860|XP_030372804.1|SLEB
OG0006759	LOC5563839|XP_021697761.1|AAEG	LOC115622356|XP_030372131.1|SLEB
OG0006760	LOC5565543|XP_021697770.1|AAEG	LOC115632518|XP_030385571.1|SLEB
OG0006761	LOC5564146|XP_001648476.1|AAEG	LOC115623573|XP_030373830.1|SLEB
OG0006762	LOC5576549|XP_021697835.1|AAEG	LOC115628047|XP_030379851.1|SLEB
OG0006763	LOC5573513|XP_001660911.1|AAEG	LOC115628882|XP_030381002.1|SLEB
OG0006764	LOC5574925|XP_021697878.1|AAEG	LOC115634811|XP_030388583.1|SLEB
OG0006766	LOC5566494|XP_021697881.1|AAEG	LOC115632895|XP_030386045.1|SLEB
OG0006767	LOC5575135|XP_001655512.2|AAEG	LOC115623035|XP_030373073.1|SLEB
OG0006768	LOC5575136|XP_001655513.1|AAEG	LOC115622429|XP_030372226.1|SLEB
OG0006769	LOC5575137|XP_001655514.1|AAEG	LOC115622546|XP_030372372.1|SLEB
OG0006770	LOC5578617|XP_001657036.2|AAEG	LOC115632474|XP_030385504.1|SLEB
OG0006771	LOC5571183|XP_021697944.1|AAEG	LOC115627284|XP_030378776.1|SLEB
OG0006772	LOC5571188|XP_001653516.2|AAEG	LOC115634152|XP_030387591.1|SLEB
OG0006773	LOC5573990|XP_021697979.1|AAEG	LOC115633029|XP_030386226.1|SLEB
OG0006774	LOC5573997|XP_021698005.1|AAEG	LOC115633208|XP_030386455.1|SLEB
OG0006775	LOC5573999|XP_001661086.1|AAEG	LOC115632344|XP_030385310.1|SLEB
OG0006776	LOC5568730|XP_001658110.2|AAEG	LOC115632190|XP_030385094.1|SLEB
OG0006777	LOC5574003|XP_001661090.1|AAEG	LOC115632261|XP_030385196.1|SLEB
OG0006778	LOC5574004|XP_021698010.1|AAEG	LOC115632755|XP_030385862.1|SLEB, LOC115632668|XP_030385762.1|SLEB
OG0006779	LOC5574358|XP_021698013.1|AAEG	LOC115628256|XP_030380134.1|SLEB
OG0006780	LOC5568735|XP_021698016.1|AAEG	LOC115628237|XP_030380110.1|SLEB
OG0006781	LOC5568743|XP_021698045.1|AAEG	LOC115622768|XP_030372684.1|SLEB
OG0006782	LOC5568748|XP_001658129.2|AAEG	LOC115628269|XP_030380150.1|SLEB
OG0006783	LOC5566824|XP_021698068.1|AAEG	LOC115627286|XP_030378781.1|SLEB
OG0006784	LOC5569157|XP_021698137.1|AAEG	LOC115622682|XP_030372560.1|SLEB
OG0006785	LOC5572098|XP_021698148.1|AAEG	LOC115621051|XP_030370435.1|SLEB
OG0006786	LOC5569163|XP_021698171.1|AAEG	LOC115633639|XP_030386939.1|SLEB
OG0006787	LOC5574864|XP_021698278.1|AAEG	LOC115622654|XP_030372523.1|SLEB
OG0006788	LOC5574863|XP_001661687.2|AAEG	LOC115622655|XP_030372525.1|SLEB
OG0006789	LOC5575957|XP_001662311.1|AAEG	LOC115633323|XP_030386612.1|SLEB
OG0006790	LOC5574862|XP_001661688.1|AAEG	LOC115631614|XP_030384278.1|SLEB
OG0006791	LOC5565671|XP_001650026.1|AAEG	LOC115632457|XP_030385473.1|SLEB
OG0006792	LOC5574453|XP_001661470.1|AAEG	LOC115632951|XP_030386107.1|SLEB
OG0006793	LOC5564220|XP_001648568.2|AAEG	LOC115632627|XP_030385716.1|SLEB
OG0006794	LOC5564228|XP_001648564.1|AAEG	LOC115633841|XP_030387192.1|SLEB
OG0006795	LOC5564217|XP_001648559.2|AAEG	LOC115622787|XP_030372707.1|SLEB
OG0006796	LOC5564317|XP_001648653.1|AAEG	LOC115624570|XP_030375158.1|SLEB
OG0006797	LOC5564300|XP_001648651.1|AAEG	LOC115631577|XP_030384229.1|SLEB
OG0006798	LOC5569020|XP_001658276.1|AAEG	LOC115623132|XP_030373202.1|SLEB
OG0006799	LOC5574158|XP_021698429.1|AAEG	LOC115633018|XP_030386202.1|SLEB
OG0006800	LOC5569603|XP_001652883.2|AAEG	LOC115625352|XP_030376249.1|SLEB
OG0006801	LOC5577968|XP_001663631.1|AAEG	LOC115633324|XP_030386613.1|SLEB
OG0006802	LOC5570796|XP_021698590.1|AAEG	LOC115633794|XP_030387131.1|SLEB
OG0006803	LOC5570783|XP_001653286.2|AAEG	LOC115619976|XP_030368871.1|SLEB
OG0006804	LOC5570793|XP_021698604.1|AAEG	LOC115622676|XP_030372552.1|SLEB
OG0006805	LOC5570791|XP_021698606.1|AAEG	LOC115628236|XP_030380113.1|SLEB
OG0006806	LOC5579155|XP_021698640.1|AAEG	LOC115624754|XP_030375444.1|SLEB
OG0006807	LOC5568754|XP_021698685.1|AAEG	LOC115628719|XP_030380787.1|SLEB
OG0006808	LOC5572534|XP_001654061.2|AAEG	LOC115633754|XP_030387088.1|SLEB
OG0006809	LOC5572289|XP_001653975.2|AAEG	LOC115632653|XP_030385743.1|SLEB
OG0006810	LOC5572287|XP_001653972.2|AAEG	LOC115622763|XP_030372678.1|SLEB
OG0006811	LOC5572286|XP_001653971.2|AAEG	LOC115625290|XP_030376163.1|SLEB
OG0006812	LOC23687584|XP_021698727.1|AAEG	LOC115622960|XP_030372961.1|SLEB
OG0006813	LOC5572277|XP_021698748.1|AAEG	LOC115627750|XP_030379397.1|SLEB
OG0006814	LOC5572195|XP_001653862.1|AAEG	LOC115633140|XP_030386407.1|SLEB
OG0006815	LOC5564563|XP_021698821.1|AAEG	LOC115632768|XP_030385877.1|SLEB
OG0006816	LOC5571886|XP_021698823.1|AAEG	LOC115633041|XP_030386244.1|SLEB
OG0006817	LOC5566090|XP_001650458.2|AAEG	LOC115622721|XP_030372622.1|SLEB
OG0006818	LOC5566034|XP_021698857.1|AAEG	LOC115633050|XP_030386255.1|SLEB
OG0006819	LOC5574351|XP_001661386.2|AAEG	LOC115623448|XP_030373664.1|SLEB
OG0006820	LOC5574348|XP_021698908.1|AAEG	LOC115633835|XP_030387185.1|SLEB
OG0006821	LOC5574342|XP_021698910.1|AAEG	LOC115631477|XP_030384092.1|SLEB
OG0006822	LOC5577977|XP_021698914.1|AAEG	LOC115633875|XP_030387236.1|SLEB
OG0006823	LOC5574338|XP_001661371.1|AAEG	LOC115632294|XP_030385246.1|SLEB
OG0006824	LOC5574333|XP_001661366.1|AAEG	LOC115622759|XP_030372674.1|SLEB
OG0006825	LOC5577266|XP_021698973.1|AAEG	LOC115634346|XP_030387861.1|SLEB
OG0006826	LOC5577270|XP_021698987.1|AAEG	LOC115632866|XP_030385989.1|SLEB
OG0006827	LOC5573289|XP_021699051.1|AAEG	LOC115623699|XP_030374035.1|SLEB
OG0006828	LOC5573299|XP_021699066.1|AAEG	LOC115630799|XP_030383320.1|SLEB
OG0006829	LOC5575939|XP_001662292.2|AAEG	LOC115622687|XP_030372572.1|SLEB
OG0006830	LOC5577292|XP_021699169.1|AAEG	LOC115628278|XP_030380167.1|SLEB
OG0006831	LOC5572503|XP_001660443.2|AAEG	LOC115622764|XP_030372679.1|SLEB
OG0006832	LOC5577144|XP_021699221.1|AAEG	LOC115632907|XP_030386057.1|SLEB
OG0006833	LOC5577147|XP_021699228.1|AAEG	LOC115622952|XP_030372947.1|SLEB
OG0006834	LOC5573014|XP_001654342.2|AAEG	LOC115622112|XP_030371815.1|SLEB
OG0006835	LOC5573011|XP_021699250.1|AAEG	LOC115622369|XP_030372146.1|SLEB
OG0006836	LOC5573010|XP_001654338.2|AAEG	LOC115623104|XP_030373170.1|SLEB
OG0006837	LOC5573001|XP_001654328.1|AAEG	LOC115624542|XP_030375127.1|SLEB
OG0006838	LOC5574542|XP_021699261.1|AAEG	LOC115632318|XP_030385280.1|SLEB
OG0006839	LOC5574541|XP_021699268.1|AAEG	LOC115624599|XP_030375199.1|SLEB
OG0006840	LOC5578845|XP_021699292.1|AAEG	LOC115625758|XP_030376774.1|SLEB
OG0006841	LOC5578859|XP_021699353.1|AAEG	LOC115624938|XP_030375649.1|SLEB
OG0006842	LOC5571041|XP_021699362.1|AAEG	LOC115632970|XP_030386131.1|SLEB
OG0006843	LOC110676304|XP_021699379.1|AAEG	LOC115627632|XP_030379228.1|SLEB
OG0006844	LOC5578061|XP_001663683.2|AAEG	LOC115620278|XP_030369311.1|SLEB
OG0006845	LOC5570325|XP_001653153.1|AAEG	LOC115632091|XP_030384926.1|SLEB
OG0006846	LOC5570323|XP_021699516.1|AAEG	LOC115622941|XP_030372931.1|SLEB
OG0006847	LOC5578493|XP_021699519.1|AAEG	LOC115622593|XP_030372450.1|SLEB
OG0006848	LOC5570720|XP_001659313.2|AAEG	LOC115634176|XP_030387622.1|SLEB
OG0006849	LOC5576986|XP_001663087.2|AAEG	LOC115633154|XP_030386423.1|SLEB
OG0006850	LOC5576985|XP_001663086.2|AAEG	LOC115632558|XP_030385631.1|SLEB
OG0006851	LOC5576984|XP_021699580.1|AAEG	LOC115632580|XP_030385661.1|SLEB
OG0006852	LOC5570872|XP_001659378.1|AAEG	LOC115634777|XP_030388533.1|SLEB
OG0006853	LOC5569275|XP_021699681.1|AAEG	LOC115622454|XP_030372257.1|SLEB
OG0006854	LOC5578326|XP_021699692.1|AAEG	LOC115623378|XP_030373942.1|SLEB
OG0006855	LOC5575625|XP_021699709.1|AAEG	LOC115624524|XP_030375103.1|SLEB
OG0006856	LOC5573556|XP_021699711.1|AAEG	LOC115625147|XP_030375933.1|SLEB
OG0006857	LOC110676379|XP_021699724.1|AAEG	LOC115619938|XP_030368824.1|SLEB
OG0006858	LOC5576383|XP_021699727.1|AAEG	LOC115632087|XP_030384911.1|SLEB
OG0006859	LOC5569576|XP_001658637.2|AAEG	LOC115628538|XP_030384218.1|SLEB
OG0006860	LOC5567709|XP_021699758.1|AAEG	LOC115634675|XP_030388397.1|SLEB
OG0006861	LOC5567692|XP_021699794.1|AAEG	LOC115633798|XP_030387139.1|SLEB
OG0006862	LOC5565716|XP_001650075.2|AAEG	LOC115622660|XP_030372530.1|SLEB
OG0006863	LOC5564741|XP_021699864.1|AAEG	LOC115627555|XP_030379133.1|SLEB
OG0006864	LOC5574635|XP_001661553.2|AAEG, LOC110680643|XP_021712129.1|AAEG	LOC115625893|XP_030377020.1|SLEB
OG0006865	LOC5574632|XP_021699894.1|AAEG, LOC110680516|XP_021712003.1|AAEG	LOC115620369|XP_030369434.1|SLEB
OG0006866	LOC5574641|XP_001661556.2|AAEG	LOC115631905|XP_030384616.1|SLEB
OG0006867	LOC110676410|XP_021699895.1|AAEG	LOC115633475|XP_030386833.1|SLEB
OG0006868	LOC5574640|XP_021699897.1|AAEG	LOC115634156|XP_030387596.1|SLEB
OG0006869	LOC5574645|XP_021699909.1|AAEG	LOC115623284|XP_030373448.1|SLEB
OG0006870	LOC5572042|XP_001660147.3|AAEG	LOC115634658|XP_030388378.1|SLEB
OG0006871	LOC5572050|XP_001660156.2|AAEG	LOC115627429|XP_030378969.1|SLEB
OG0006872	LOC110676417|XP_021699960.1|AAEG	LOC115630646|XP_030383150.1|SLEB
OG0006873	LOC5564188|XP_021699967.1|AAEG	LOC115622013|XP_030371732.1|SLEB
OG0006874	LOC5574548|XP_001661497.1|AAEG	LOC115626303|XP_030377492.1|SLEB
OG0006875	LOC5574376|XP_021700082.1|AAEG	LOC115631203|XP_030383767.1|SLEB
OG0006877	LOC23687406|XP_021700101.1|AAEG	LOC115631056|XP_030383552.1|SLEB
OG0006878	LOC5574390|XP_001661408.2|AAEG	LOC115626632|XP_030377898.1|SLEB
OG0006879	LOC5575906|XP_021700113.1|AAEG	LOC115620084|XP_030369133.1|SLEB
OG0006880	LOC5575901|XP_001662278.1|AAEG	LOC115631273|XP_030383844.1|SLEB
OG0006881	LOC5574362|XP_001661395.3|AAEG	LOC115626323|XP_030377524.1|SLEB
OG0006882	LOC5571154|XP_001653470.1|AAEG	LOC115622697|XP_030372588.1|SLEB
OG0006883	LOC5575437|XP_021700362.1|AAEG	LOC115626202|XP_030377345.1|SLEB
OG0006884	LOC5575441|XP_021700369.1|AAEG	LOC115626163|XP_030377298.1|SLEB
OG0006885	LOC5575449|XP_021700372.1|AAEG	LOC115630637|XP_030383134.1|SLEB
OG0006886	LOC5578152|XP_001663724.2|AAEG	LOC115621329|XP_030370809.1|SLEB
OG0006887	LOC5578153|XP_021700394.1|AAEG	LOC115628746|XP_030380812.1|SLEB
OG0006888	LOC5578155|XP_021700401.1|AAEG	LOC115632049|XP_030384882.1|SLEB
OG0006889	LOC5578158|XP_001663730.1|AAEG	LOC115626204|XP_030377347.1|SLEB
OG0006890	LOC5571936|XP_001660046.2|AAEG	LOC115630465|XP_030382895.1|SLEB
OG0006891	LOC5571942|XP_021700428.1|AAEG	LOC115631966|XP_030384693.1|SLEB
OG0006892	LOC5571945|XP_001660049.1|AAEG	LOC115631855|XP_030384561.1|SLEB
OG0006893	LOC5571947|XP_001660051.2|AAEG	LOC115631492|XP_030384111.1|SLEB
OG0006894	LOC5571949|XP_021700441.1|AAEG	LOC115631491|XP_030384110.1|SLEB
OG0006895	LOC5569506|XP_021700483.1|AAEG	LOC115628966|XP_030381104.1|SLEB
OG0006896	LOC5569507|XP_021700485.1|AAEG	LOC115625708|XP_030376712.1|SLEB
OG0006897	LOC5569512|XP_021700487.1|AAEG	LOC115628481|XP_030380464.1|SLEB
OG0006898	LOC5568223|XP_001652155.2|AAEG	LOC115631510|XP_030384135.1|SLEB
OG0006899	LOC5580327|XP_001663279.1|AAEG	LOC115631636|XP_030384305.1|SLEB
OG0006900	LOC5569011|XP_001652665.1|AAEG	LOC115626873|XP_030378244.1|SLEB
OG0006901	LOC5564161|XP_001648490.1|AAEG	LOC115631142|XP_030383672.1|SLEB
OG0006902	LOC5565619|XP_001649973.1|AAEG	LOC115633291|XP_030386563.1|SLEB
OG0006903	LOC5566449|XP_001650817.2|AAEG	LOC115621046|XP_030370428.1|SLEB
OG0006904	LOC5565700|XP_001650043.1|AAEG	LOC115625745|XP_030376760.1|SLEB
OG0006905	LOC5565680|XP_001650055.2|AAEG	LOC115631290|XP_030383864.1|SLEB
OG0006906	LOC5570925|XP_001653405.2|AAEG	LOC115631707|XP_030384394.1|SLEB
OG0006907	LOC5570922|XP_021700604.1|AAEG	LOC115628575|XP_030380602.1|SLEB
OG0006908	LOC5570916|XP_001653395.1|AAEG	LOC115626639|XP_030377908.1|SLEB
OG0006909	LOC5570914|XP_001653393.1|AAEG	LOC115631495|XP_030384115.1|SLEB
OG0006910	LOC5570913|XP_021700629.1|AAEG	LOC115625819|XP_030376868.1|SLEB
OG0006911	LOC5574739|XP_021700699.1|AAEG	LOC115629239|XP_030381514.1|SLEB
OG0006912	LOC5571728|XP_021700724.1|AAEG	LOC115625696|XP_030376697.1|SLEB
OG0006913	LOC5571738|XP_021700728.1|AAEG	LOC115630938|XP_030383365.1|SLEB
OG0006914	LOC5571737|XP_021700731.1|AAEG	LOC115624886|XP_030375593.1|SLEB
OG0006915	LOC5571734|XP_021700733.1|AAEG	LOC115631656|XP_030384328.1|SLEB
OG0006916	LOC5571740|XP_021700738.1|AAEG	LOC115626381|XP_030377599.1|SLEB
OG0006917	LOC5571433|XP_021700741.1|AAEG	LOC115626362|XP_030377573.1|SLEB
OG0006918	LOC5571429|XP_001659681.1|AAEG	LOC115626413|XP_030377640.1|SLEB
OG0006919	LOC5571426|XP_001659678.1|AAEG, LOC5576404|XP_021709873.1|AAEG	LOC115625674|XP_030376670.1|SLEB
OG0006921	LOC5569682|XP_021700789.1|AAEG	LOC115631927|XP_030384638.1|SLEB
OG0006922	LOC5570429|XP_001659136.1|AAEG	LOC115625844|XP_030376906.1|SLEB
OG0006923	LOC5570430|XP_021700795.1|AAEG	LOC115631446|XP_030384050.1|SLEB
OG0006924	LOC5572672|XP_001654138.1|AAEG	LOC115626378|XP_030377593.1|SLEB
OG0006925	LOC5572641|XP_021700802.1|AAEG	LOC115621398|XP_030370902.1|SLEB
OG0006926	LOC5572653|XP_001654153.2|AAEG	LOC115631371|XP_030383952.1|SLEB
OG0006927	LOC5572654|XP_021700823.1|AAEG	LOC115631569|XP_030384221.1|SLEB
OG0006928	LOC5572656|XP_021700826.1|AAEG	LOC115631379|XP_030383961.1|SLEB
OG0006929	LOC5574315|XP_001655092.2|AAEG	LOC115628511|XP_030380515.1|SLEB
OG0006930	LOC5579442|XP_021700855.1|AAEG	LOC115631098|XP_030383610.1|SLEB
OG0006931	LOC5565756|XP_001650128.2|AAEG	LOC115630983|XP_030383426.1|SLEB
OG0006932	LOC5565777|XP_001650136.1|AAEG	LOC115631147|XP_030383678.1|SLEB
OG0006933	LOC5565757|XP_021700902.1|AAEG	LOC115631771|XP_030384466.1|SLEB
OG0006934	LOC5564835|XP_021700940.1|AAEG	LOC115624349|XP_030374862.1|SLEB
OG0006935	LOC5565351|XP_001649746.1|AAEG	LOC115626363|XP_030377574.1|SLEB
OG0006936	LOC5569176|XP_021701029.1|AAEG	LOC115628990|XP_030381131.1|SLEB
