Orthogroup	AAEG.longest_only	DGUA.longest_only
OG0007960	LOC5574494|XP_001655156.1|AAEG	LOC117583955|XP_034128548.1|DGUA
OG0007961	LOC5568818|XP_021701330.1|AAEG	LOC117585438|XP_034130804.1|DGUA
OG0007962	LOC5578792|XP_001657162.2|AAEG	LOC117581384|XP_034124414.1|DGUA
OG0007963	LOC5578765|XP_001657135.1|AAEG	LOC117587730|XP_034134539.1|DGUA
OG0007964	LOC5578754|XP_021701460.1|AAEG	LOC117584623|XP_034129535.1|DGUA
OG0007965	LOC5576861|XP_001662959.1|AAEG	LOC117588027|XP_034134959.1|DGUA
OG0007966	LOC5577209|XP_001663303.2|AAEG	LOC117582115|XP_034125580.1|DGUA
OG0007967	LOC110676818|XP_021701797.1|AAEG, LOC5572423|XP_021711967.1|AAEG	LOC117584113|XP_034128756.1|DGUA
OG0007968	LOC5573094|XP_001654401.2|AAEG	LOC117582398|XP_034125972.1|DGUA
OG0007969	LOC5569035|XP_021701854.1|AAEG	LOC117584512|XP_034129338.1|DGUA
OG0007970	LOC23687839|XP_021702045.1|AAEG	LOC117592149|XP_034141608.1|DGUA
OG0007971	LOC5576502|XP_001662694.2|AAEG	LOC117588701|XP_034136041.1|DGUA
OG0007972	LOC5577611|XP_001656605.1|AAEG	LOC117588802|XP_034136212.1|DGUA
OG0007973	LOC5573509|XP_021702247.1|AAEG	LOC117582013|XP_034125422.1|DGUA
OG0007974	LOC5575167|XP_001655545.1|AAEG	LOC117590957|XP_034139898.1|DGUA
OG0007975	LOC5566384|XP_021702372.1|AAEG	LOC117585864|XP_034131514.1|DGUA
OG0007976	LOC5572446|XP_001660390.1|AAEG	LOC117588484|XP_034135677.1|DGUA
OG0007977	LOC5576030|XP_001655971.2|AAEG	LOC117583856|XP_034128358.1|DGUA
OG0007978	LOC5576031|XP_001655972.2|AAEG	LOC117581889|XP_034125249.1|DGUA
OG0007979	LOC5564562|XP_021702657.1|AAEG	LOC117587833|XP_034134685.1|DGUA
OG0007980	LOC5572799|XP_001654200.1|AAEG	LOC117584086|XP_034128724.1|DGUA
OG0007981	LOC5572801|XP_001654202.2|AAEG	LOC117581631|XP_034124891.1|DGUA
OG0007982	LOC5572804|XP_021702687.1|AAEG	LOC117584273|XP_034128978.1|DGUA
OG0007983	LOC5577546|XP_001656562.1|AAEG	LOC117581981|XP_034125361.1|DGUA
OG0007984	LOC110676981|XP_021702895.1|AAEG	LOC117584629|XP_034129543.1|DGUA
OG0007985	LOC5573242|XP_001654451.1|AAEG	LOC117587602|XP_034134344.1|DGUA
OG0007986	LOC5573250|XP_001654460.1|AAEG	LOC117582386|XP_034125951.1|DGUA
OG0007987	LOC5573813|XP_021702973.1|AAEG	LOC117584643|XP_034129556.1|DGUA
OG0007988	LOC110677009|XP_021703024.1|AAEG	LOC117588157|XP_034135151.1|DGUA
OG0007989	LOC5569070|XP_021703037.1|AAEG	LOC117584494|XP_034129313.1|DGUA
OG0007990	LOC5569085|XP_001658314.1|AAEG	LOC117584417|XP_034129172.1|DGUA
OG0007991	LOC5571319|XP_021703124.1|AAEG	LOC117582566|XP_034126294.1|DGUA
OG0007992	LOC5568943|XP_001658265.1|AAEG	LOC117588093|XP_034135055.1|DGUA
OG0007993	LOC110677031|XP_021703192.1|AAEG	LOC117583701|XP_034128074.1|DGUA
OG0007994	LOC5573951|XP_001654989.2|AAEG	LOC117587845|XP_034134701.1|DGUA
OG0007995	LOC5567004|XP_021703504.1|AAEG	LOC117584160|XP_034128812.1|DGUA
OG0007996	LOC5568002|XP_021703553.1|AAEG	LOC117588777|XP_034136158.1|DGUA
OG0007997	LOC5565908|XP_001650252.1|AAEG	LOC117579314|XP_034121019.1|DGUA
OG0007998	LOC5565889|XP_001650247.2|AAEG	LOC117582036|XP_034125469.1|DGUA
OG0007999	LOC5568195|XP_021703926.1|AAEG	LOC117584392|XP_034129140.1|DGUA
OG0008000	LOC5579520|XP_021703929.1|AAEG	LOC117584809|XP_034129820.1|DGUA
OG0008001	LOC5569514|XP_001652824.1|AAEG	LOC117583996|XP_034128615.1|DGUA
OG0008002	LOC5564871|XP_021704062.1|AAEG	LOC117582633|XP_034126402.1|DGUA
OG0008003	LOC23687575|XP_011493142.2|AAEG	LOC117584000|XP_034128620.1|DGUA
OG0008004	LOC5568569|XP_021710094.1|AAEG	LOC117590549|XP_034139179.1|DGUA
OG0008005	LOC5568568|XP_021710682.1|AAEG	LOC117590864|XP_034139770.1|DGUA
OG0008006	LOC5567855|XP_021705078.1|AAEG	LOC117588760|XP_034136132.1|DGUA
OG0008007	LOC5567869|XP_001651889.2|AAEG	LOC117581619|XP_034124873.1|DGUA
OG0008008	LOC5570316|XP_021708317.1|AAEG	LOC117579556|XP_034121367.1|DGUA
OG0008009	LOC5579023|XP_001664204.1|AAEG	LOC117580755|XP_034123341.1|DGUA
OG0008010	LOC5564303|XP_021710601.1|AAEG	LOC117588375|XP_034135484.1|DGUA
OG0008011	LOC5564310|XP_021707947.1|AAEG	LOC117591330|XP_034140445.1|DGUA
OG0008012	LOC5564320|XP_001648668.1|AAEG	LOC117578620|XP_034120113.1|DGUA
OG0008013	LOC5570141|XP_001653124.2|AAEG	LOC117592367|XP_034141961.1|DGUA
OG0008014	LOC5570138|XP_001653120.1|AAEG	LOC117586022|XP_034131748.1|DGUA
OG0008015	LOC5570134|XP_021706328.1|AAEG	LOC117579906|XP_034121933.1|DGUA
OG0008016	LOC5570132|XP_021706329.1|AAEG	LOC117579917|XP_034121947.1|DGUA
OG0008017	LOC5568052|XP_021707945.1|AAEG	LOC117590929|XP_034139859.1|DGUA
OG0008018	LOC5572519|XP_021710788.1|AAEG	LOC117588666|XP_034135999.1|DGUA
OG0008019	LOC5575110|XP_021706695.1|AAEG	LOC117588753|XP_034136122.1|DGUA
OG0008020	LOC5575098|XP_021708828.1|AAEG	LOC117586201|XP_034132026.1|DGUA
OG0008021	LOC5563788|XP_001648063.1|AAEG	LOC117590408|XP_034138897.1|DGUA
OG0008022	LOC5571713|XP_021705831.1|AAEG	LOC117583738|XP_034128145.1|DGUA
OG0008023	LOC5571135|XP_001659577.1|AAEG	LOC117591052|XP_034140041.1|DGUA
OG0008024	LOC5571134|XP_001659575.2|AAEG	LOC117588671|XP_034136005.1|DGUA
OG0008025	LOC5567369|XP_001657384.1|AAEG, LOC110681218|XP_021712680.1|AAEG	LOC117588294|XP_034135366.1|DGUA
OG0008026	LOC5575391|XP_001661916.1|AAEG	LOC117588574|XP_034135861.1|DGUA
OG0008027	LOC5575396|XP_001661913.1|AAEG	LOC117581306|XP_034124240.1|DGUA
OG0008028	LOC5574404|XP_001655111.1|AAEG	LOC117586094|XP_034131841.1|DGUA
OG0008029	LOC5574414|XP_021704944.1|AAEG	LOC117585452|XP_034130826.1|DGUA
OG0008030	LOC5570065|XP_021705981.1|AAEG	LOC117586233|XP_034132060.1|DGUA
OG0008031	LOC5570069|XP_001653055.1|AAEG	LOC117584581|XP_034129448.1|DGUA
OG0008032	LOC5570244|XP_021704947.1|AAEG	LOC117583729|XP_034128136.1|DGUA
OG0008033	LOC5579888|XP_021706307.1|AAEG	LOC117586269|XP_034132103.1|DGUA
OG0008034	LOC5566562|XP_021708872.1|AAEG	LOC117586031|XP_034131757.1|DGUA
OG0008035	LOC5569835|XP_021706983.1|AAEG	LOC117590244|XP_034138606.1|DGUA
OG0008036	LOC5578747|XP_001657114.1|AAEG	LOC117586320|XP_034132200.1|DGUA
OG0008037	LOC5578803|XP_021709692.1|AAEG	LOC117586316|XP_034132194.1|DGUA
OG0008038	LOC5573340|XP_001660820.1|AAEG	LOC117591383|XP_034140518.1|DGUA
OG0008039	LOC5567526|XP_021707577.1|AAEG	LOC117585767|XP_034131339.1|DGUA
OG0008040	LOC5567530|XP_021705845.1|AAEG	LOC117583674|XP_034128033.1|DGUA
OG0008041	LOC5567545|XP_021708893.1|AAEG	LOC117590358|XP_034138786.1|DGUA
OG0008042	LOC5567385|XP_001651787.2|AAEG	LOC117582774|XP_034126635.1|DGUA
OG0008043	LOC23687683|XP_011493168.2|AAEG	LOC117580891|XP_034123534.1|DGUA
OG0008044	LOC5570169|XP_021710526.1|AAEG	LOC117591150|XP_034140152.1|DGUA
OG0008045	LOC5578016|XP_001656754.1|AAEG	LOC117581169|XP_034124002.1|DGUA
OG0008046	LOC5578012|XP_021711098.1|AAEG, LOC110678092|XP_021706379.1|AAEG	LOC117585322|XP_034130649.1|DGUA
OG0008047	LOC5578010|XP_001656748.2|AAEG	LOC117585625|XP_034131081.1|DGUA
OG0008048	LOC5578008|XP_021704856.1|AAEG	LOC117585089|XP_034130248.1|DGUA
OG0008049	LOC5578007|XP_021709483.1|AAEG	LOC117585621|XP_034131076.1|DGUA
OG0008050	LOC5578003|XP_021708496.1|AAEG	LOC117584901|XP_034129931.1|DGUA
OG0008051	LOC5578000|XP_001656738.1|AAEG	LOC117583580|XP_034127852.1|DGUA
OG0008052	LOC5577449|XP_021710136.1|AAEG	LOC117586476|XP_034132460.1|DGUA
OG0008053	LOC5579184|XP_001664280.1|AAEG	LOC117590101|XP_034138337.1|DGUA
OG0008054	LOC5570299|XP_021705511.1|AAEG	LOC117581539|XP_034124744.1|DGUA
OG0008055	LOC5570297|XP_021709132.1|AAEG	LOC117588601|XP_034135901.1|DGUA
OG0008056	LOC5566177|XP_001650527.1|AAEG	LOC117588557|XP_034135833.1|DGUA
OG0008057	LOC5564663|XP_001649002.2|AAEG	LOC117585164|XP_034130395.1|DGUA
OG0008058	LOC5576334|XP_001656072.1|AAEG	LOC117583785|XP_034128254.1|DGUA
OG0008059	LOC5577679|XP_001663462.2|AAEG	LOC117586684|XP_034132829.1|DGUA
OG0008060	LOC5563627|XP_001647945.1|AAEG	LOC117585139|XP_034130358.1|DGUA
OG0008061	LOC5563588|XP_001647934.2|AAEG	LOC117591167|XP_034140177.1|DGUA
OG0008062	LOC5563589|XP_021708066.1|AAEG	LOC117580991|XP_034123680.1|DGUA
OG0008063	LOC5563645|XP_021708176.1|AAEG	LOC117582776|XP_034126637.1|DGUA
OG0008064	LOC5570055|XP_001658894.2|AAEG	LOC117591425|XP_034140576.1|DGUA
OG0008065	LOC5564883|XP_021707321.1|AAEG, LOC110681195|XP_021712665.1|AAEG	LOC117590842|XP_034139726.1|DGUA
OG0008066	LOC5564884|XP_001649206.2|AAEG	LOC117580630|XP_034123106.1|DGUA
OG0008067	LOC5575411|XP_001661931.2|AAEG	LOC117590399|XP_034138885.1|DGUA
OG0008068	LOC5564357|XP_021710691.1|AAEG	LOC117590353|XP_034138779.1|DGUA
OG0008069	LOC5572567|XP_001654084.2|AAEG	LOC117582764|XP_034126619.1|DGUA
OG0008070	LOC5569093|XP_001658327.1|AAEG	LOC117585090|XP_034130249.1|DGUA
OG0008071	LOC5576104|XP_001662449.2|AAEG	LOC117580825|XP_034123437.1|DGUA
OG0008072	LOC5579330|XP_021710188.1|AAEG	LOC117591521|XP_034140707.1|DGUA
OG0008073	LOC5571092|XP_021706691.1|AAEG	LOC117588638|XP_034135957.1|DGUA
OG0008074	LOC5571089|XP_001659529.1|AAEG	LOC117588377|XP_034135489.1|DGUA
OG0008075	LOC5571072|XP_021706413.1|AAEG	LOC117592627|XP_034142454.1|DGUA
OG0008076	LOC110679022|XP_021708619.1|AAEG	LOC117581594|XP_034124841.1|DGUA
OG0008077	LOC5571466|XP_001659715.1|AAEG	LOC117585475|XP_034130858.1|DGUA
OG0008078	LOC5571461|XP_001659711.1|AAEG	LOC117588793|XP_034136191.1|DGUA
OG0008079	LOC5571462|XP_021709834.1|AAEG	LOC117580831|XP_034123454.1|DGUA
OG0008080	LOC110678287|XP_021706628.1|AAEG	LOC117581251|XP_034124145.1|DGUA
OG0008081	LOC5567260|XP_011493308.1|AAEG	LOC117581338|XP_034124352.1|DGUA
OG0008082	LOC5574670|XP_001655247.1|AAEG	LOC117583039|XP_034127092.1|DGUA
OG0008083	LOC5567588|XP_021705766.1|AAEG	LOC117584984|XP_034130084.1|DGUA
OG0008084	LOC110677973|XP_021705853.1|AAEG	LOC117585173|XP_034130405.1|DGUA
OG0008085	LOC5565475|XP_021708712.1|AAEG	LOC117583240|XP_034127353.1|DGUA
OG0008086	LOC5575721|XP_001655826.2|AAEG	LOC117585184|XP_034130419.1|DGUA
OG0008087	LOC5572952|XP_021711354.1|AAEG	LOC117580855|XP_034123493.1|DGUA
OG0008088	LOC5569651|XP_001652912.1|AAEG	LOC117588284|XP_034135352.1|DGUA
OG0008089	LOC110678983|XP_021708461.1|AAEG	LOC117586947|XP_034133208.1|DGUA
OG0008090	LOC110678000|XP_021705988.1|AAEG	LOC117590732|XP_034139531.1|DGUA
OG0008091	LOC5573048|XP_001654367.2|AAEG	LOC117585596|XP_034131031.1|DGUA
OG0008092	LOC5578452|XP_001656973.2|AAEG	LOC117586205|XP_034132033.1|DGUA
OG0008093	LOC5578442|XP_021708238.1|AAEG	LOC117580670|XP_034123172.1|DGUA
OG0008094	LOC5578441|XP_021708240.1|AAEG	LOC117581687|XP_034124954.1|DGUA
OG0008095	LOC5563972|XP_001648286.1|AAEG	LOC117590183|XP_034138481.1|DGUA
OG0008096	LOC5563977|XP_001648288.1|AAEG	LOC117590975|XP_034139938.1|DGUA
OG0008097	LOC5563971|XP_021705206.1|AAEG	LOC117590460|XP_034138987.1|DGUA
OG0008098	LOC5563987|XP_021706425.1|AAEG	LOC117580055|XP_034122184.1|DGUA
OG0008099	LOC5574133|XP_021706761.1|AAEG	LOC117586949|XP_034133210.1|DGUA
OG0008100	LOC5571582|XP_021707444.1|AAEG	LOC117584910|XP_034129944.1|DGUA
OG0008101	LOC5579947|XP_001652236.1|AAEG	LOC117590415|XP_034138905.1|DGUA
OG0008102	LOC110678895|XP_021708171.1|AAEG	LOC117586471|XP_034132451.1|DGUA
OG0008103	LOC5568662|XP_001652497.1|AAEG	LOC117590341|XP_034138731.1|DGUA
OG0008104	LOC5577813|XP_001663581.2|AAEG	LOC117591261|XP_034140339.1|DGUA
OG0008105	LOC5577817|XP_021706430.1|AAEG	LOC117589913|XP_034138078.1|DGUA
OG0008106	LOC5567161|XP_021704977.1|AAEG	LOC117589423|XP_034137249.1|DGUA
OG0008107	LOC5567165|XP_021708811.1|AAEG	LOC117590133|XP_034138396.1|DGUA
OG0008108	LOC5571587|XP_021704341.1|AAEG	LOC117581535|XP_034124741.1|DGUA
OG0008109	LOC5573604|XP_001654738.1|AAEG	LOC117581164|XP_034123997.1|DGUA
OG0008110	LOC5577377|XP_001656460.1|AAEG	LOC117591172|XP_034140188.1|DGUA
OG0008111	LOC5577381|XP_001656464.2|AAEG	LOC117590823|XP_034139684.1|DGUA
OG0008112	LOC5577382|XP_021706270.1|AAEG	LOC117581105|XP_034123887.1|DGUA
OG0008113	LOC5577385|XP_001656467.1|AAEG	LOC117591035|XP_034140020.1|DGUA
OG0008114	LOC5579142|XP_001664237.1|AAEG	LOC117591034|XP_034140019.1|DGUA
OG0008115	LOC5579140|XP_021704369.1|AAEG	LOC117590548|XP_034139177.1|DGUA
OG0008116	LOC5577102|XP_021708908.1|AAEG	LOC117590516|XP_034139111.1|DGUA
OG0008117	LOC5574166|XP_021707939.1|AAEG	LOC117580676|XP_034123181.1|DGUA
OG0008118	LOC5568860|XP_001652584.2|AAEG	LOC117590831|XP_034139699.1|DGUA
OG0008119	LOC5568862|XP_001652587.1|AAEG	LOC117588758|XP_034136129.1|DGUA
OG0008120	LOC5566952|XP_001651366.1|AAEG	LOC117591007|XP_034139980.1|DGUA
OG0008121	LOC5566956|XP_001651370.2|AAEG	LOC117592276|XP_034141827.1|DGUA
OG0008122	LOC5575049|XP_021704788.1|AAEG	LOC117580641|XP_034123124.1|DGUA
OG0008123	LOC5575045|XP_001655482.1|AAEG	LOC117588781|XP_034136175.1|DGUA
OG0008124	LOC5571400|XP_021711367.1|AAEG	LOC117591667|XP_034140881.1|DGUA, LOC117590691|XP_034139481.1|DGUA
OG0008125	LOC5571398|XP_021704979.1|AAEG	LOC117590806|XP_034139664.1|DGUA
OG0008126	LOC5571395|XP_001653647.2|AAEG	LOC117581021|XP_034123738.1|DGUA
OG0008127	LOC5574432|XP_021707456.1|AAEG	LOC117581611|XP_034124864.1|DGUA
OG0008128	LOC5574437|XP_001661451.2|AAEG	LOC117581621|XP_034124875.1|DGUA
OG0008129	LOC5578302|XP_021705145.1|AAEG	LOC117590772|XP_034139610.1|DGUA
OG0008130	LOC5578301|XP_001656883.2|AAEG	LOC117581443|XP_034124541.1|DGUA
OG0008131	LOC5569003|XP_001652655.2|AAEG	LOC117588546|XP_034135816.1|DGUA
OG0008132	LOC5569000|XP_021706230.1|AAEG	LOC117585446|XP_034130814.1|DGUA
OG0008133	LOC5568989|XP_001652638.1|AAEG	LOC117588368|XP_034135473.1|DGUA
OG0008134	LOC5572487|XP_021706930.1|AAEG	LOC117581010|XP_034123710.1|DGUA
OG0008135	LOC5572486|XP_001660435.1|AAEG	LOC117586695|XP_034132853.1|DGUA
OG0008136	LOC5572471|XP_001660418.2|AAEG	LOC117582151|XP_034125626.1|DGUA
OG0008137	LOC5564780|XP_021707642.1|AAEG	LOC117581068|XP_034123834.1|DGUA
OG0008138	LOC5564856|XP_001649231.1|AAEG	LOC117588937|XP_034136406.1|DGUA
OG0008139	LOC5564874|XP_001649229.1|AAEG	LOC117592046|XP_034141421.1|DGUA
OG0008140	LOC5570008|XP_021706045.1|AAEG	LOC117590807|XP_034139665.1|DGUA
OG0008141	LOC5570010|XP_001658899.2|AAEG	LOC117588637|XP_034135956.1|DGUA
OG0008142	LOC5570013|XP_001658904.1|AAEG	LOC117590913|XP_034139836.1|DGUA
OG0008143	LOC5570018|XP_001658908.2|AAEG	LOC117588262|XP_034135287.1|DGUA
OG0008144	LOC5570020|XP_001658910.1|AAEG	LOC117578727|XP_034120277.1|DGUA
OG0008145	LOC5570027|XP_021705788.1|AAEG	LOC117581136|XP_034123953.1|DGUA
OG0008146	LOC5570028|XP_001658918.2|AAEG	LOC117581665|XP_034124939.1|DGUA
OG0008147	LOC5570031|XP_021708724.1|AAEG	LOC117581663|XP_034124934.1|DGUA
OG0008148	LOC5568010|XP_021711000.1|AAEG	LOC117588620|XP_034135924.1|DGUA
OG0008149	LOC5579856|XP_021710339.1|AAEG	LOC117590985|XP_034139951.1|DGUA
OG0008150	LOC5579854|XP_001651530.1|AAEG	LOC117591368|XP_034140495.1|DGUA
OG0008151	LOC5579853|XP_021708504.1|AAEG	LOC117581524|XP_034124709.1|DGUA
OG0008152	LOC5579849|XP_001651524.3|AAEG	LOC117581110|XP_034123904.1|DGUA
OG0008153	LOC5570807|XP_021707584.1|AAEG	LOC117585203|XP_034130475.1|DGUA
OG0008154	LOC5570808|XP_001653315.2|AAEG	LOC117579933|XP_034121977.1|DGUA
OG0008155	LOC5572121|XP_001660204.1|AAEG	LOC117580090|XP_034122234.1|DGUA
OG0008156	LOC5570576|XP_001653228.2|AAEG	LOC117583698|XP_034128070.1|DGUA
OG0008157	LOC5576212|XP_021706267.1|AAEG	LOC117589530|XP_034137415.1|DGUA
OG0008158	LOC5578388|XP_001663853.2|AAEG	LOC117581333|XP_034124343.1|DGUA
OG0008159	LOC110679481|XP_021709877.1|AAEG	LOC117580247|XP_034122561.1|DGUA
OG0008160	LOC5565233|XP_021704997.1|AAEG	LOC117584969|XP_034130061.1|DGUA
OG0008161	LOC5571095|XP_021709984.1|AAEG	LOC117591424|XP_034140575.1|DGUA
OG0008162	LOC5571106|XP_021711460.1|AAEG	LOC117588438|XP_034135609.1|DGUA
OG0008163	LOC5573743|XP_001654771.2|AAEG	LOC117580386|XP_034122815.1|DGUA
OG0008164	LOC5565509|XP_021705970.1|AAEG	LOC117591155|XP_034140162.1|DGUA
OG0008165	LOC5579530|XP_021710700.1|AAEG	LOC117581244|XP_034124132.1|DGUA
OG0008166	LOC23687820|XP_021705127.1|AAEG	LOC117581247|XP_034124141.1|DGUA
OG0008167	LOC5576931|XP_021709434.1|AAEG	LOC117591006|XP_034139979.1|DGUA
OG0008168	LOC5576933|XP_001656295.1|AAEG	LOC117590999|XP_034139971.1|DGUA
OG0008169	LOC5576934|XP_001656296.1|AAEG	LOC117590801|XP_034139657.1|DGUA
OG0008170	LOC5576939|XP_001656301.2|AAEG	LOC117591795|XP_034140993.1|DGUA
OG0008171	LOC5571006|XP_001653435.1|AAEG	LOC117581114|XP_034123923.1|DGUA
OG0008172	LOC5575079|XP_001661807.2|AAEG	LOC117585618|XP_034131070.1|DGUA
OG0008173	LOC5575389|XP_021711074.1|AAEG	LOC117588019|XP_034134947.1|DGUA
OG0008174	LOC5565824|XP_001650189.2|AAEG	LOC117589830|XP_034137956.1|DGUA
OG0008175	LOC5575222|XP_021710746.1|AAEG	LOC117580770|XP_034123355.1|DGUA
OG0008176	LOC5563818|XP_021711617.1|AAEG	LOC117590991|XP_034139960.1|DGUA
OG0008177	LOC110678484|XP_021707129.1|AAEG	LOC117591162|XP_034140174.1|DGUA
OG0008178	LOC5566181|XP_021704460.1|AAEG	LOC117591406|XP_034140549.1|DGUA
OG0008179	LOC5569833|XP_001658727.1|AAEG	LOC117581661|XP_034124932.1|DGUA
OG0008180	LOC5569841|XP_001658728.1|AAEG	LOC117590724|XP_034139524.1|DGUA
OG0008181	LOC5566184|XP_021708082.1|AAEG	LOC117590728|XP_034139527.1|DGUA
OG0008182	LOC5577096|XP_001663179.2|AAEG	LOC117592247|XP_034141773.1|DGUA
OG0008183	LOC5570163|XP_021704718.1|AAEG	LOC117578652|XP_034120160.1|DGUA
OG0008184	LOC5568765|XP_001652557.2|AAEG, LOC110677916|XP_021705616.1|AAEG	LOC117585736|XP_034131272.1|DGUA
OG0008185	LOC5575687|XP_021707950.1|AAEG	LOC117585661|XP_034131144.1|DGUA
OG0008186	LOC5575700|XP_001662138.2|AAEG	LOC117578583|XP_034120057.1|DGUA
OG0008187	LOC5578503|XP_021707973.1|AAEG	LOC117578587|XP_034120062.1|DGUA
OG0008188	LOC110677919|XP_021705626.1|AAEG	LOC117582317|XP_034125855.1|DGUA
OG0008189	LOC5577175|XP_001663263.1|AAEG	LOC117587825|XP_034134675.1|DGUA
OG0008190	LOC5567347|XP_001657371.1|AAEG	LOC117587048|XP_034133374.1|DGUA
OG0008191	LOC5567353|XP_021710265.1|AAEG	LOC117588295|XP_034135367.1|DGUA
OG0008192	LOC5567357|XP_001657364.2|AAEG	LOC117588755|XP_034136125.1|DGUA
OG0008193	LOC5580244|XP_001662426.2|AAEG	LOC117581278|XP_034124190.1|DGUA
OG0008194	LOC5571036|XP_001659471.1|AAEG	LOC117591535|XP_034140718.1|DGUA
OG0008195	LOC5571028|XP_001659466.2|AAEG	LOC117581106|XP_034123893.1|DGUA
OG0008196	LOC5574769|XP_001655335.2|AAEG	LOC117583313|XP_034127463.1|DGUA
OG0008197	LOC110678644|XP_021707471.1|AAEG	LOC117579565|XP_034121378.1|DGUA
OG0008198	LOC5567212|XP_001651641.2|AAEG	LOC117590740|XP_034139539.1|DGUA
OG0008199	LOC5571905|XP_021710721.1|AAEG	LOC117580771|XP_034123356.1|DGUA
OG0008200	LOC5576906|XP_001663005.2|AAEG	LOC117578624|XP_034120121.1|DGUA
OG0008201	LOC5577481|XP_001656511.2|AAEG	LOC117580088|XP_034122232.1|DGUA
OG0008202	LOC5577482|XP_021704179.1|AAEG	LOC117580132|XP_034122316.1|DGUA
OG0008203	LOC5579121|XP_021704988.1|AAEG	LOC117579804|XP_034121772.1|DGUA
OG0008204	LOC5572091|XP_001660170.1|AAEG	LOC117581411|XP_034124456.1|DGUA
OG0008205	LOC5578101|XP_001656797.1|AAEG	LOC117588749|XP_034136118.1|DGUA
OG0008206	LOC5578119|XP_021711079.1|AAEG	LOC117580402|XP_034122838.1|DGUA
OG0008207	LOC5578904|XP_001664113.2|AAEG	LOC117579107|XP_034120724.1|DGUA
OG0008208	LOC5566871|XP_021710456.1|AAEG	LOC117578571|XP_034120039.1|DGUA
OG0008209	LOC5566870|XP_001651297.1|AAEG	LOC117589146|XP_034136731.1|DGUA
OG0008210	LOC5564590|XP_001648940.1|AAEG	LOC117581846|XP_034125192.1|DGUA
OG0008211	LOC5568449|XP_021706358.1|AAEG	LOC117587822|XP_034134671.1|DGUA
OG0008212	LOC5573260|XP_001654470.1|AAEG	LOC117579444|XP_034121223.1|DGUA
OG0008213	LOC5573263|XP_021708832.1|AAEG	LOC117581117|XP_034123929.1|DGUA
OG0008214	LOC5574196|XP_021707338.1|AAEG	LOC117586904|XP_034133140.1|DGUA
OG0008216	LOC5567495|XP_001657494.2|AAEG	LOC117587227|XP_034133680.1|DGUA
OG0008217	LOC5571926|XP_001660023.2|AAEG	LOC117581659|XP_034124931.1|DGUA
OG0008218	LOC110679115|XP_021708805.1|AAEG	LOC117583607|XP_034127914.1|DGUA
OG0008219	LOC5566553|XP_001650930.2|AAEG	LOC117590378|XP_034138837.1|DGUA
OG0008220	LOC5566550|XP_001650929.2|AAEG	LOC117590853|XP_034139741.1|DGUA
OG0008221	LOC5563701|XP_021709282.1|AAEG	LOC117582658|XP_034126454.1|DGUA
OG0008222	LOC5565417|XP_021710545.1|AAEG	LOC117579949|XP_034122001.1|DGUA
OG0008223	LOC5567882|XP_021710671.1|AAEG	LOC117580489|XP_034122965.1|DGUA
OG0008224	LOC5564114|XP_001648451.1|AAEG	LOC117580116|XP_034122294.1|DGUA
OG0008225	LOC5568586|XP_001652415.2|AAEG	LOC117591419|XP_034140565.1|DGUA
OG0008226	LOC5569139|XP_021704263.1|AAEG	LOC117581087|XP_034123865.1|DGUA
OG0008266	LOC5575839|XP_021694431.1|AAEG	LOC117589967|XP_034138163.1|DGUA
OG0008267	LOC5575831|XP_021694450.1|AAEG	LOC117582903|XP_034126885.1|DGUA
OG0008268	LOC5579811|XP_001651037.2|AAEG	LOC117584870|XP_034129912.1|DGUA
OG0008269	LOC5579822|XP_001651053.1|AAEG	LOC117584237|XP_034128924.1|DGUA
OG0008270	LOC5567112|XP_001651488.2|AAEG	LOC117588289|XP_034135358.1|DGUA
OG0008271	LOC5580057|XP_021694880.1|AAEG	LOC117579436|XP_034121214.1|DGUA
OG0008272	LOC5568329|XP_021694944.1|AAEG	LOC117581317|XP_034124305.1|DGUA
OG0008273	LOC5576500|XP_001662692.2|AAEG	LOC117586416|XP_034132344.1|DGUA
OG0008274	LOC110674877|XP_021695151.1|AAEG	LOC117591484|XP_034140661.1|DGUA
OG0008275	LOC5572113|XP_001660194.1|AAEG	LOC117591160|XP_034140172.1|DGUA
OG0008276	LOC5566777|XP_021699929.1|AAEG	LOC117581300|XP_034124230.1|DGUA
OG0008277	LOC5566774|XP_021700219.1|AAEG	LOC117581288|XP_034124209.1|DGUA
OG0008278	LOC5571978|XP_001660080.1|AAEG	LOC117584526|XP_034129366.1|DGUA
OG0008279	LOC5571384|XP_021713098.1|AAEG	LOC117590223|XP_034138581.1|DGUA
OG0008280	LOC5576828|XP_001656273.2|AAEG	LOC117590224|XP_034138585.1|DGUA
OG0008281	LOC5569438|XP_001658529.2|AAEG	LOC117590331|XP_034138717.1|DGUA
OG0008282	LOC5578395|XP_021694011.1|AAEG	LOC117581464|XP_034124573.1|DGUA
OG0008283	LOC23687616|XP_021694319.1|AAEG	LOC117590938|XP_034139870.1|DGUA
OG0008284	LOC23687488|XP_021696790.1|AAEG	LOC117590596|XP_034139247.1|DGUA
OG0008285	LOC5571725|XP_021697131.1|AAEG	LOC117581256|XP_034124153.1|DGUA
OG0008286	LOC5575005|XP_021697524.1|AAEG	LOC117581094|XP_034123873.1|DGUA
OG0008287	LOC5572002|XP_021698976.1|AAEG	LOC117588488|XP_034135680.1|DGUA
