Orthogroup	AAEG.longest_only	DEUG.longest_only
OG0007418	LOC5570007|XP_001658896.1|AAEG	LOC108112573|XP_017078079.1|DEUG
OG0007419	LOC5570016|XP_021708975.1|AAEG	LOC108111674|XP_017076699.1|DEUG
OG0007420	LOC5570019|XP_001658909.2|AAEG	LOC108112548|XP_017077973.1|DEUG
OG0007421	LOC5570029|XP_021707656.1|AAEG	LOC108102450|XP_017062942.1|DEUG
OG0007422	LOC5570057|XP_001658936.1|AAEG	LOC108105527|XP_017067645.1|DEUG
OG0007423	LOC5570048|XP_001658939.1|AAEG	LOC108105047|XP_017066941.1|DEUG
OG0007424	LOC5570052|XP_001658945.1|AAEG	LOC108114306|XP_017080699.1|DEUG
OG0007425	LOC5568012|XP_001657829.2|AAEG	LOC108108783|XP_017072444.1|DEUG
OG0007426	LOC5568030|XP_001657833.1|AAEG	LOC108118076|XP_017086107.1|DEUG
OG0007427	LOC5568014|XP_001657836.1|AAEG	LOC108105365|XP_017067380.1|DEUG
OG0007428	LOC5579847|XP_021709810.1|AAEG	LOC108105343|XP_017067329.1|DEUG
OG0007429	LOC5578185|XP_021705787.1|AAEG, LOC110681215|XP_021712679.1|AAEG	LOC108109173|XP_017073087.1|DEUG
OG0007430	LOC5570804|XP_001653312.1|AAEG	LOC108104620|XP_017066282.1|DEUG
OG0007431	LOC5570809|XP_001653316.2|AAEG	LOC108102671|XP_017063301.1|DEUG
OG0007432	LOC5570812|XP_001653319.2|AAEG	LOC108116790|XP_017084328.1|DEUG
OG0007433	LOC5573030|XP_021707220.1|AAEG	LOC108117412|XP_017085309.1|DEUG
OG0007434	LOC5575487|XP_021709351.1|AAEG	LOC108114296|XP_017080687.1|DEUG
OG0007435	LOC5572120|XP_021710768.1|AAEG	LOC108114542|XP_017081074.1|DEUG
OG0007436	LOC5570577|XP_001653246.2|AAEG	LOC108114628|XP_017081184.1|DEUG
OG0007437	LOC5570560|XP_021704717.1|AAEG	LOC108105997|XP_017068324.1|DEUG
OG0007438	LOC5574448|XP_021704617.1|AAEG	LOC108114334|XP_017080747.1|DEUG
OG0007439	LOC5572991|XP_021705663.1|AAEG	LOC108117123|XP_017084843.1|DEUG
OG0007440	LOC5572987|XP_001654314.2|AAEG	LOC108102409|XP_017062859.1|DEUG
OG0007441	LOC5576234|XP_001656012.2|AAEG	LOC108113118|XP_017079107.1|DEUG
OG0007442	LOC5576227|XP_001656005.2|AAEG	LOC108105293|XP_017067274.1|DEUG
OG0007443	LOC5576226|XP_001656004.2|AAEG	LOC108109139|XP_017073025.1|DEUG
OG0007444	LOC5576223|XP_001656001.1|AAEG	LOC108106498|XP_017069080.1|DEUG
OG0007445	LOC5576222|XP_001656000.1|AAEG	LOC108106497|XP_017069078.1|DEUG
OG0007446	LOC5576219|XP_001655996.2|AAEG	LOC108105687|XP_017067885.1|DEUG
OG0007447	LOC5576215|XP_001655992.1|AAEG	LOC108105714|XP_017067918.1|DEUG
OG0007448	LOC5576211|XP_021706461.1|AAEG	LOC108112770|XP_017078522.1|DEUG
OG0007449	LOC5568381|XP_021708763.1|AAEG	LOC108113994|XP_017080228.1|DEUG
OG0007450	LOC5568395|XP_001658032.1|AAEG	LOC108115497|XP_017082472.1|DEUG
OG0007451	LOC5568388|XP_021711083.1|AAEG	LOC108117351|XP_017085215.1|DEUG
OG0007452	LOC5563848|XP_021705412.1|AAEG	LOC108117341|XP_017085204.1|DEUG
OG0007453	LOC5576407|XP_021710239.1|AAEG	LOC108114646|XP_017081206.1|DEUG
OG0007454	LOC5579298|XP_001647606.2|AAEG	LOC108118208|XP_017086264.1|DEUG
OG0007455	LOC5565230|XP_021705653.1|AAEG	LOC108109237|XP_017073199.1|DEUG
OG0007456	LOC5565229|XP_001649558.1|AAEG	LOC108117405|XP_017085304.1|DEUG
OG0007457	LOC5569534|XP_021705470.1|AAEG	LOC108102838|XP_017063520.1|DEUG
OG0007458	LOC5569531|XP_001652845.1|AAEG	LOC108115299|XP_017082187.1|DEUG
OG0007459	LOC23687424|XP_021706106.1|AAEG	LOC108115609|XP_017082630.1|DEUG
OG0007460	LOC5569547|XP_001652847.2|AAEG	LOC108112684|XP_017078365.1|DEUG
OG0007461	LOC5569538|XP_001652850.2|AAEG	LOC108114484|XP_017080991.1|DEUG
OG0007462	LOC5569543|XP_021704432.1|AAEG	LOC108108223|XP_017071680.1|DEUG
OG0007463	LOC5569542|XP_021704431.1|AAEG	LOC108107591|XP_017070643.1|DEUG
OG0007464	LOC5569544|XP_021704433.1|AAEG	LOC108114330|XP_017080744.1|DEUG
OG0007465	LOC5575316|XP_021706347.1|AAEG	LOC108113870|XP_017080073.1|DEUG
OG0007466	LOC5571124|XP_021711034.1|AAEG	LOC108106339|XP_017068805.1|DEUG
OG0007467	LOC5574779|XP_021709596.1|AAEG	LOC108114916|XP_017081592.1|DEUG
OG0007468	LOC5578344|XP_001656914.2|AAEG	LOC108112615|XP_017078195.1|DEUG
OG0007469	LOC5578338|XP_021706754.1|AAEG	LOC108108637|XP_017072227.1|DEUG
OG0007470	LOC5578331|XP_001656900.2|AAEG	LOC108107125|XP_017070007.1|DEUG
OG0007471	LOC5573759|XP_021705630.1|AAEG	LOC108112945|XP_017078833.1|DEUG
OG0007472	LOC5573754|XP_001654782.2|AAEG	LOC108102965|XP_017063754.1|DEUG
OG0007473	LOC5573742|XP_001654770.1|AAEG	LOC108113939|XP_017080136.1|DEUG
OG0007474	LOC5579663|XP_021707446.1|AAEG	LOC108112771|XP_017078524.1|DEUG
OG0007475	LOC5577237|XP_021710770.1|AAEG	LOC108114457|XP_017080947.1|DEUG
OG0007476	LOC5576932|XP_021704955.1|AAEG	LOC108103932|XP_017065177.1|DEUG
OG0007477	LOC5576935|XP_021710723.1|AAEG, LOC110679644|XP_021710727.1|AAEG	LOC108103890|XP_017065109.1|DEUG
OG0007478	LOC5575774|XP_021705902.1|AAEG	LOC108111063|XP_017075881.1|DEUG
OG0007479	LOC5577486|XP_001663404.1|AAEG	LOC108104388|XP_017065914.1|DEUG
OG0007480	LOC5577485|XP_021707341.1|AAEG	LOC108116436|XP_017083825.1|DEUG
OG0007481	LOC5570994|XP_001653426.2|AAEG	LOC108107576|XP_017070626.1|DEUG
OG0007482	LOC110678790|XP_021707848.1|AAEG	LOC108106108|XP_017068474.1|DEUG
OG0007483	LOC5572358|XP_021705669.1|AAEG	LOC108104790|XP_017066539.1|DEUG
OG0007484	LOC23687567|XP_021708965.1|AAEG	LOC108103924|XP_017065165.1|DEUG
OG0007485	LOC110679177|XP_021708967.1|AAEG	LOC108102425|XP_017062892.1|DEUG
OG0007486	LOC5576707|XP_001656213.1|AAEG	LOC108105085|XP_017067003.1|DEUG
OG0007487	LOC5576709|XP_021704626.1|AAEG	LOC108102381|XP_017062803.1|DEUG
OG0007488	LOC5575270|XP_001661875.1|AAEG	LOC108114582|XP_017081126.1|DEUG
OG0007489	LOC5575274|XP_001661867.1|AAEG	LOC108108333|XP_017071851.1|DEUG
OG0007490	LOC5573621|XP_021710745.1|AAEG	LOC108110088|XP_017074470.1|DEUG
OG0007491	LOC5575220|XP_001655621.1|AAEG	LOC108109738|XP_017073879.1|DEUG
OG0007492	LOC5573627|XP_001660954.2|AAEG	LOC108113131|XP_017079124.1|DEUG
OG0007493	LOC5573832|XP_021708049.1|AAEG	LOC108104941|XP_017066793.1|DEUG
OG0007494	LOC5563992|XP_021709437.1|AAEG	LOC108110802|XP_017075522.1|DEUG
OG0007495	LOC5563763|XP_021706109.1|AAEG	LOC108106046|XP_017068388.1|DEUG
OG0007496	LOC5577094|XP_021709703.1|AAEG	LOC108107566|XP_017070615.1|DEUG
OG0007497	LOC5577092|XP_021710505.1|AAEG	LOC108114575|XP_017081116.1|DEUG
OG0007498	LOC5571875|XP_021709642.1|AAEG	LOC108106003|XP_017068329.1|DEUG
OG0007499	LOC5571877|XP_001659986.2|AAEG	LOC108108757|XP_017072407.1|DEUG
OG0007500	LOC5571876|XP_021706353.1|AAEG	LOC108108758|XP_017072408.1|DEUG
OG0007501	LOC5567298|XP_021704230.1|AAEG	LOC108116758|XP_017084266.1|DEUG
OG0007502	LOC5570178|XP_001658967.2|AAEG	LOC108116989|XP_017084643.1|DEUG
OG0007503	LOC5570176|XP_021707208.1|AAEG	LOC108102672|XP_017063302.1|DEUG
OG0007504	LOC5570175|XP_001658970.1|AAEG	LOC108114505|XP_017081013.1|DEUG
OG0007505	LOC5563829|XP_021705481.1|AAEG	LOC108104283|XP_017065742.1|DEUG
OG0007506	LOC5563826|XP_021706702.1|AAEG	LOC108104303|XP_017065767.1|DEUG
OG0007507	LOC5567448|XP_021710242.1|AAEG	LOC108104110|XP_017065499.1|DEUG
OG0007508	LOC5566305|XP_001650699.1|AAEG	LOC108110788|XP_017075497.1|DEUG
OG0007509	LOC5566303|XP_021710916.1|AAEG	LOC108110984|XP_017075781.1|DEUG
OG0007510	LOC5573473|XP_001660893.2|AAEG	LOC108104563|XP_017066195.1|DEUG
OG0007511	LOC5577174|XP_001663262.1|AAEG	LOC108110887|XP_017075633.1|DEUG
OG0007512	LOC5576819|XP_021707224.1|AAEG	LOC108117126|XP_017084847.1|DEUG
OG0007513	LOC110678186|XP_021706501.1|AAEG	LOC108111172|XP_017076040.1|DEUG
OG0007514	LOC5564092|XP_021704390.1|AAEG	LOC108113841|XP_017080044.1|DEUG
OG0007515	LOC5577979|XP_001663649.1|AAEG	LOC108106856|XP_017069588.1|DEUG
OG0007516	LOC5574963|XP_021711057.1|AAEG	LOC108115493|XP_017082467.1|DEUG
OG0007517	LOC5574961|XP_001655432.1|AAEG	LOC108114532|XP_017081058.1|DEUG
OG0007518	LOC5574955|XP_021710999.1|AAEG	LOC108107397|XP_017070406.1|DEUG
OG0007519	LOC5575183|XP_021709939.1|AAEG	LOC108109222|XP_017073179.1|DEUG
OG0007520	LOC5573356|XP_001660842.2|AAEG	LOC108110021|XP_017074353.1|DEUG
OG0007521	LOC5567361|XP_001657376.2|AAEG	LOC108103998|XP_017065276.1|DEUG
OG0007522	LOC5566415|XP_021710266.1|AAEG	LOC108105011|XP_017066881.1|DEUG
OG0007523	LOC5575516|XP_021710609.1|AAEG	LOC108106707|XP_017069427.1|DEUG
OG0007524	LOC5564364|XP_021706173.1|AAEG	LOC108102629|XP_017063231.1|DEUG
OG0007525	LOC5571035|XP_001659470.1|AAEG	LOC108105888|XP_017068160.1|DEUG
OG0007526	LOC5571024|XP_001659458.2|AAEG	LOC108105555|XP_017067684.1|DEUG
OG0007527	LOC5569796|XP_001653010.1|AAEG	LOC108114620|XP_017081175.1|DEUG
OG0007528	LOC5572184|XP_021710216.1|AAEG	LOC108110345|XP_017074864.1|DEUG
OG0007529	LOC5578347|XP_021704792.1|AAEG	LOC108106806|XP_017069542.1|DEUG
OG0007530	LOC5567240|XP_001651670.2|AAEG	LOC108113771|XP_017079958.1|DEUG
OG0007531	LOC5567238|XP_001651668.2|AAEG	LOC108111619|XP_017076639.1|DEUG
OG0007532	LOC5567221|XP_001651650.2|AAEG	LOC108107470|XP_017070506.1|DEUG
OG0007533	LOC5567219|XP_001651647.2|AAEG	LOC108108711|XP_017072331.1|DEUG
OG0007534	LOC5567216|XP_001651645.1|AAEG	LOC108106020|XP_017068359.1|DEUG
OG0007535	LOC5567210|XP_001651639.2|AAEG	LOC108113842|XP_017080041.1|DEUG
OG0007536	LOC5567207|XP_021710699.1|AAEG	LOC108116397|XP_017083756.1|DEUG
OG0007537	LOC5567198|XP_021709908.1|AAEG	LOC108105974|XP_017068269.1|DEUG
OG0007538	LOC5567190|XP_021710084.1|AAEG	LOC108105983|XP_017068301.1|DEUG
OG0007539	LOC5567180|XP_021709178.1|AAEG	LOC108103517|XP_017064517.1|DEUG
OG0007540	LOC5567179|XP_001651608.1|AAEG	LOC108105209|XP_017067152.1|DEUG
OG0007541	LOC110679261|XP_021709179.1|AAEG	LOC108106727|XP_017069452.1|DEUG
OG0007542	LOC5567178|XP_021706240.1|AAEG	LOC108111992|XP_017077211.1|DEUG
OG0007543	LOC5571202|XP_001659588.2|AAEG	LOC108108791|XP_017072459.1|DEUG
OG0007544	LOC5571904|XP_001660002.1|AAEG	LOC108107804|XP_017071022.1|DEUG
OG0007545	LOC5574817|XP_021711563.1|AAEG	LOC108114865|XP_017081508.1|DEUG
OG0007546	LOC5577750|XP_001663523.2|AAEG	LOC108113613|XP_017079762.1|DEUG
OG0007547	LOC5579104|XP_021707664.1|AAEG	LOC108112666|XP_017078292.1|DEUG
OG0007548	LOC5572083|XP_021707928.1|AAEG	LOC108102820|XP_017063491.1|DEUG
OG0007549	LOC110680267|XP_021711779.1|AAEG, LOC5566065|XP_001650410.2|AAEG	LOC108108684|XP_017072276.1|DEUG
OG0007550	LOC5566064|XP_021711259.1|AAEG	LOC108104011|XP_017065326.1|DEUG
OG0007551	LOC5566044|XP_021711454.1|AAEG	LOC108109166|XP_017073078.1|DEUG
OG0007552	LOC5566045|XP_001650420.1|AAEG	LOC108110491|XP_017075058.1|DEUG
OG0007553	LOC5566061|XP_001650421.1|AAEG	LOC108110544|XP_017075122.1|DEUG
OG0007554	LOC5578125|XP_001656772.1|AAEG	LOC108114450|XP_017080939.1|DEUG
OG0007555	LOC5578084|XP_021710051.1|AAEG	LOC108112471|XP_017077816.1|DEUG
OG0007556	LOC5578086|XP_021706803.1|AAEG	LOC108107492|XP_017070528.1|DEUG
OG0007557	LOC5578088|XP_021710800.1|AAEG	LOC108107396|XP_017070404.1|DEUG
OG0007558	LOC5578097|XP_021706575.1|AAEG	LOC108106492|XP_017069061.1|DEUG
OG0007559	LOC5578100|XP_001656796.2|AAEG	LOC108111157|XP_017076016.1|DEUG
OG0007560	LOC5578115|XP_001656813.2|AAEG	LOC108114525|XP_017081045.1|DEUG
OG0007561	LOC5578903|XP_021708574.1|AAEG	LOC108108609|XP_017072196.1|DEUG
OG0007562	LOC5580212|XP_001662072.2|AAEG	LOC108114378|XP_017080820.1|DEUG
OG0007563	LOC5568521|XP_001652343.2|AAEG	LOC108108634|XP_017072224.1|DEUG
OG0007564	LOC110677853|XP_021705246.1|AAEG	LOC108114572|XP_017081112.1|DEUG
OG0007565	LOC5566872|XP_021705357.1|AAEG	LOC108113746|XP_017079928.1|DEUG
OG0007566	LOC5566867|XP_021710072.1|AAEG	LOC108106470|XP_017069032.1|DEUG
OG0007567	LOC5564584|XP_001648922.2|AAEG	LOC108116016|XP_017083190.1|DEUG
OG0007568	LOC5564591|XP_021707551.1|AAEG	LOC108111966|XP_017077160.1|DEUG
OG0007569	LOC5564588|XP_021704602.1|AAEG	LOC108109195|XP_017073117.1|DEUG
OG0007570	LOC5564593|XP_001648925.2|AAEG	LOC108111964|XP_017077156.1|DEUG
OG0007571	LOC5564598|XP_001648926.2|AAEG	LOC108111965|XP_017077157.1|DEUG
OG0007572	LOC5564582|XP_021705472.1|AAEG	LOC108115496|XP_017082471.1|DEUG
OG0007573	LOC5564589|XP_001648945.2|AAEG	LOC108113047|XP_017078966.1|DEUG
OG0007574	LOC5579923|XP_021705877.1|AAEG	LOC108107357|XP_017070346.1|DEUG
OG0007575	LOC5579925|XP_021705957.1|AAEG	LOC108112937|XP_017078819.1|DEUG
OG0007576	LOC110680487|XP_021711982.1|AAEG, LOC5568453|XP_021706620.1|AAEG	LOC108117593|XP_017085586.1|DEUG
OG0007577	LOC110681185|XP_021712654.1|AAEG, LOC5568455|XP_001652288.1|AAEG	LOC108117159|XP_017084921.1|DEUG
OG0007578	LOC5577286|XP_021706718.1|AAEG	LOC108117527|XP_017085658.1|DEUG
OG0007579	LOC5573261|XP_001654472.1|AAEG	LOC108104588|XP_017066240.1|DEUG
OG0007580	LOC5573262|XP_021709471.1|AAEG	LOC108118206|XP_017086262.1|DEUG
OG0007581	LOC5573265|XP_021707203.1|AAEG	LOC108118443|XP_017086640.1|DEUG
OG0007582	LOC5573266|XP_021707044.1|AAEG	LOC108113769|XP_017079956.1|DEUG
OG0007583	LOC5573269|XP_021707075.1|AAEG	LOC108113201|XP_017079221.1|DEUG
OG0007584	LOC5574192|XP_021707347.1|AAEG	LOC108105027|XP_017066913.1|DEUG
OG0007585	LOC5574191|XP_001661248.1|AAEG	LOC108108152|XP_017071571.1|DEUG
OG0007586	LOC5574174|XP_021708031.1|AAEG	LOC108105869|XP_017068134.1|DEUG
OG0007587	LOC5567490|XP_021708142.1|AAEG	LOC108109094|XP_017072965.1|DEUG
OG0007588	LOC5567489|XP_001657496.1|AAEG	LOC108115189|XP_017081998.1|DEUG
OG0007589	LOC5567471|XP_021708456.1|AAEG, LOC110681387|XP_021712824.1|AAEG	LOC108103461|XP_017064444.1|DEUG
OG0007590	LOC5567461|XP_021708534.1|AAEG	LOC108105934|XP_017068205.1|DEUG
OG0007591	LOC5567458|XP_001657458.1|AAEG	LOC108104817|XP_017066590.1|DEUG
OG0007592	LOC5567453|XP_001657457.1|AAEG	LOC108112873|XP_017078692.1|DEUG
OG0007593	LOC5571923|XP_021708638.1|AAEG	LOC108103357|XP_017064292.1|DEUG
OG0007594	LOC5566548|XP_001650943.2|AAEG	LOC108104798|XP_017066558.1|DEUG
OG0007595	LOC5566544|XP_001650939.1|AAEG	LOC108109296|XP_017073279.1|DEUG
OG0007596	LOC5566535|XP_001650927.1|AAEG	LOC108109811|XP_017074024.1|DEUG
OG0007597	LOC5563691|XP_001647963.1|AAEG	LOC108108633|XP_017072223.1|DEUG
OG0007598	LOC5568961|XP_001652621.1|AAEG	LOC108113068|XP_017078998.1|DEUG
OG0007599	LOC5576161|XP_021709806.1|AAEG	LOC108113869|XP_017080071.1|DEUG
OG0007600	LOC5568951|XP_001652611.1|AAEG	LOC108108557|XP_017072127.1|DEUG
OG0007601	LOC5565426|XP_001649804.1|AAEG	LOC108118188|XP_017086236.1|DEUG
OG0007602	LOC5565447|XP_001649793.1|AAEG	LOC108108798|XP_017072467.1|DEUG
OG0007603	LOC5565439|XP_021710531.1|AAEG	LOC108108796|XP_017072463.1|DEUG
OG0007604	LOC5567876|XP_001651907.1|AAEG	LOC108104698|XP_017066398.1|DEUG
OG0007605	LOC5576319|XP_021710862.1|AAEG	LOC108108706|XP_017072300.1|DEUG
OG0007606	LOC5576326|XP_001656061.1|AAEG	LOC108114390|XP_017080846.1|DEUG
OG0007607	LOC5564131|XP_021711054.1|AAEG	LOC108113585|XP_017079717.1|DEUG
OG0007608	LOC5564115|XP_001648450.1|AAEG	LOC108114201|XP_017080508.1|DEUG
OG0007609	LOC5564110|XP_001648448.1|AAEG	LOC108102967|XP_017063757.1|DEUG
OG0007610	LOC5566702|XP_021711360.1|AAEG	LOC108104877|XP_017066693.1|DEUG
OG0007611	LOC5566699|XP_021711392.1|AAEG	LOC108102321|XP_017062586.1|DEUG
OG0007612	LOC5566698|XP_001651106.2|AAEG	LOC108104845|XP_017066649.1|DEUG
OG0007613	LOC5566687|XP_001651094.2|AAEG	LOC108109095|XP_017072967.1|DEUG
OG0007614	LOC5568587|XP_021711605.1|AAEG	LOC108107740|XP_017070888.1|DEUG
OG0007615	LOC5568588|XP_001652419.1|AAEG	LOC108117357|XP_017085225.1|DEUG
OG0007616	LOC5568603|XP_001652417.2|AAEG	LOC108116015|XP_017083189.1|DEUG
OG0007617	LOC5568590|XP_001652422.2|AAEG	LOC108118220|XP_017086285.1|DEUG
OG0007618	LOC5568592|XP_001652424.2|AAEG	LOC108105925|XP_017068195.1|DEUG
OG0007619	LOC5568593|XP_021711620.1|AAEG	LOC108104014|XP_017065331.1|DEUG
OG0007620	LOC5568599|XP_021711641.1|AAEG	LOC108105991|XP_017068314.1|DEUG
OG0007621	LOC5569134|XP_001652738.2|AAEG	LOC108104612|XP_017066276.1|DEUG
OG0007622	LOC5569135|XP_021704146.1|AAEG	LOC108108489|XP_017072033.1|DEUG
OG0007623	LOC5569142|XP_021704189.1|AAEG	LOC108114356|XP_017080787.1|DEUG
OG0007624	LOC5573214|XP_001654439.2|AAEG	LOC108113958|XP_017080160.1|DEUG
OG0007625	LOC5573208|XP_021704307.1|AAEG	LOC108114458|XP_017080949.1|DEUG
OG0007626	LOC5573228|XP_001654433.1|AAEG	LOC108102866|XP_017063561.1|DEUG
OG0007627	LOC5573216|XP_001654431.1|AAEG	LOC108102831|XP_017063510.1|DEUG
OG0007628	LOC5572034|XP_001660142.1|AAEG	LOC108118553|XP_017086794.1|DEUG
OG0007629	LOC110680484|XP_021711981.1|AAEG	LOC108109828|XP_017074053.1|DEUG
OG0007664	LOC5579633|XP_021694454.1|AAEG	LOC108111650|XP_017076670.1|DEUG
OG0007665	LOC5575983|XP_021694469.1|AAEG	LOC108104317|XP_017065790.1|DEUG
OG0007666	LOC5566218|XP_001650621.2|AAEG	LOC108104305|XP_017065769.1|DEUG
OG0007667	LOC5574530|XP_001655183.2|AAEG	LOC108112638|XP_017078242.1|DEUG
OG0007668	LOC5572032|XP_001660139.1|AAEG	LOC108106138|XP_017068519.1|DEUG
OG0007669	LOC5572018|XP_001660127.1|AAEG	LOC108102403|XP_017062838.1|DEUG
OG0007670	LOC5572019|XP_021694526.1|AAEG	LOC108102402|XP_017062837.1|DEUG
OG0007671	LOC5579819|XP_021694539.1|AAEG	LOC108118087|XP_017086123.1|DEUG
OG0007672	LOC5564262|XP_001648601.2|AAEG	LOC108118521|XP_017086756.1|DEUG
OG0007673	LOC5574715|XP_001655294.1|AAEG	LOC108115808|XP_017082886.1|DEUG
OG0007674	LOC5574714|XP_021694711.1|AAEG	LOC108118350|XP_017086481.1|DEUG
OG0007675	LOC5567109|XP_021694820.1|AAEG	LOC108102968|XP_017063758.1|DEUG
OG0007676	LOC5579417|XP_001647719.2|AAEG	LOC108109945|XP_017074240.1|DEUG
OG0007677	LOC5564702|XP_021694824.1|AAEG	LOC108103709|XP_017064795.1|DEUG
OG0007678	LOC5577043|XP_021694833.1|AAEG	LOC108102985|XP_017063784.1|DEUG
OG0007679	LOC5574747|XP_021694839.1|AAEG	LOC108102921|XP_017063661.1|DEUG
OG0007680	LOC5580053|XP_001654817.2|AAEG	LOC108110763|XP_017075467.1|DEUG
OG0007681	LOC110674813|XP_021694898.1|AAEG	LOC108117281|XP_017085124.1|DEUG
OG0007682	LOC5566204|XP_021694939.1|AAEG	LOC108103956|XP_017065208.1|DEUG
OG0007683	LOC5568331|XP_021694941.1|AAEG	LOC108105043|XP_017066936.1|DEUG
OG0007684	LOC5568330|XP_001657986.2|AAEG	LOC108103010|XP_017063823.1|DEUG
OG0007685	LOC5564956|XP_021694953.1|AAEG	LOC108115205|XP_017082030.1|DEUG
OG0007686	LOC5576498|XP_021694976.1|AAEG	LOC108102937|XP_017063689.1|DEUG
OG0007687	LOC110674836|XP_021695005.1|AAEG	LOC108110312|XP_017074815.1|DEUG
OG0007688	LOC5577553|XP_001663425.2|AAEG	LOC108116622|XP_017084088.1|DEUG
OG0007689	LOC5572116|XP_001660190.2|AAEG	LOC108109717|XP_017073838.1|DEUG
OG0007690	LOC5579456|XP_021695153.1|AAEG	LOC108102953|XP_017063720.1|DEUG
OG0007691	LOC5573614|XP_001660939.2|AAEG	LOC108116084|XP_017083290.1|DEUG
OG0007692	LOC5579011|XP_021695301.1|AAEG	LOC108118371|XP_017086529.1|DEUG
OG0007693	LOC5579009|XP_001664189.2|AAEG	LOC108103578|XP_017064591.1|DEUG
OG0007694	LOC5565024|XP_001649367.2|AAEG	LOC108118221|XP_017086288.1|DEUG
OG0007695	LOC5566765|XP_021701470.1|AAEG	LOC108103212|XP_017064095.1|DEUG
OG0007696	LOC5566767|XP_021702078.1|AAEG	LOC108108440|XP_017071982.1|DEUG
OG0007697	LOC5573524|XP_001660921.1|AAEG	LOC108107918|XP_017071228.1|DEUG
OG0007698	LOC5573520|XP_001660919.2|AAEG	LOC108103898|XP_017065131.1|DEUG
OG0007699	LOC5569928|XP_021704115.1|AAEG	LOC108104967|XP_017066824.1|DEUG
OG0007700	LOC5569932|XP_021705373.1|AAEG	LOC108103647|XP_017064692.1|DEUG
OG0007701	LOC5568402|XP_021705509.1|AAEG	LOC108103226|XP_017064116.1|DEUG
OG0007702	LOC5568405|XP_021705959.1|AAEG	LOC108105529|XP_017067648.1|DEUG
OG0007703	LOC5574013|XP_001661100.1|AAEG	LOC108110333|XP_017074852.1|DEUG
OG0007704	LOC5571986|XP_021711684.1|AAEG	LOC108104214|XP_017065646.1|DEUG
OG0007705	LOC5571976|XP_001660081.1|AAEG	LOC108106056|XP_017068403.1|DEUG
OG0007706	LOC110681501|XP_021713061.1|AAEG	LOC108109994|XP_017074319.1|DEUG
OG0007707	LOC5571379|XP_021713067.1|AAEG	LOC108102955|XP_017063727.1|DEUG
OG0007708	LOC23687681|XP_021713268.1|AAEG	LOC108110026|XP_017074359.1|DEUG
OG0007709	LOC5569753|XP_021693528.1|AAEG	LOC108118385|XP_017086549.1|DEUG
OG0007710	LOC5571233|XP_021694148.1|AAEG	LOC108102938|XP_017063692.1|DEUG
OG0007711	LOC5567951|XP_001657767.2|AAEG	LOC108103471|XP_017064460.1|DEUG
OG0007712	LOC5564206|XP_021694249.1|AAEG	LOC108110075|XP_017074448.1|DEUG
OG0007713	LOC5565116|XP_021695026.1|AAEG	LOC108104383|XP_017065907.1|DEUG
OG0007714	LOC5569553|XP_001658614.1|AAEG	LOC108117689|XP_017085705.1|DEUG
OG0007715	LOC5569564|XP_021695249.1|AAEG	LOC108102906|XP_017063618.1|DEUG
OG0007716	LOC5569927|XP_001658824.2|AAEG	LOC108110120|XP_017074514.1|DEUG
OG0007717	LOC5566491|XP_021696198.1|AAEG	LOC108104226|XP_017065662.1|DEUG
OG0007718	LOC5571307|XP_001653622.2|AAEG	LOC108117673|XP_017085690.1|DEUG
OG0007719	LOC5568412|XP_021696984.1|AAEG	LOC108103681|XP_017064748.1|DEUG
OG0007720	LOC5568407|XP_021697048.1|AAEG	LOC108103699|XP_017064784.1|DEUG
OG0007721	LOC5564013|XP_021697118.1|AAEG	LOC108109687|XP_017073777.1|DEUG
OG0007722	LOC5579401|XP_021694236.1|AAEG	LOC108109651|XP_017073717.1|DEUG
OG0007723	LOC5564822|XP_001649177.2|AAEG	LOC108103173|XP_017064047.1|DEUG
OG0007724	LOC5576601|XP_021697242.1|AAEG	LOC108111224|XP_017076115.1|DEUG
OG0007725	LOC5576603|XP_021697338.1|AAEG	LOC108118379|XP_017086542.1|DEUG
OG0007726	LOC5574999|XP_021697582.1|AAEG	LOC108104349|XP_017065844.1|DEUG
OG0007727	LOC5574994|XP_001655467.1|AAEG	LOC108118361|XP_017086517.1|DEUG
OG0007728	LOC110681031|XP_021712489.1|AAEG, LOC5574978|XP_021697775.1|AAEG	LOC108103236|XP_017064125.1|DEUG
OG0007729	LOC5574976|XP_001655446.2|AAEG	LOC108109985|XP_017074308.1|DEUG
OG0007730	LOC5574969|XP_001655440.2|AAEG	LOC108103234|XP_017064123.1|DEUG
OG0007731	LOC110676091|XP_021698314.1|AAEG	LOC108108276|XP_017071765.1|DEUG
OG0007732	LOC5576682|XP_021698349.1|AAEG	LOC108109690|XP_017073787.1|DEUG
OG0007733	LOC5572007|XP_021698932.1|AAEG	LOC108103991|XP_017065268.1|DEUG
OG0007734	LOC5572004|XP_001660110.2|AAEG	LOC108103967|XP_017065230.1|DEUG
OG0007735	LOC23687982|XP_011493172.2|AAEG	LOC108117426|XP_017085328.1|DEUG
OG0007736	LOC5564402|XP_001648749.2|AAEG	LOC108102441|XP_017062924.1|DEUG
OG0007737	LOC5576468|XP_021700427.1|AAEG	LOC108117161|XP_017084923.1|DEUG
OG0007738	LOC5576470|XP_021700451.1|AAEG	LOC108115636|XP_017082677.1|DEUG
OG0007739	LOC5570708|XP_021700880.1|AAEG	LOC108118302|XP_017086402.1|DEUG
