Orthogroup	AAEG.longest_only	DSIM.longest_only
OG0006984	LOC23687802|XP_021701713.1|AAEG	LOC6732538|XP_016025189.1|DSIM
OG0006985	LOC5574881|XP_021701718.1|AAEG	LOC6731451|XP_002078602.1|DSIM
OG0006986	LOC5574879|XP_001661689.1|AAEG	LOC6730998|XP_002078159.1|DSIM
OG0006987	LOC5565864|XP_001650230.1|AAEG	LOC6733266|XP_002080329.1|DSIM
OG0006988	LOC5564530|XP_021701754.1|AAEG	LOC6732685|XP_016025420.1|DSIM
OG0006989	LOC5568486|XP_001658071.1|AAEG	LOC6732116|XP_002079248.1|DSIM
OG0006990	LOC5573100|XP_021701800.1|AAEG	LOC6733026|XP_016025716.1|DSIM
OG0006991	LOC5573091|XP_001654405.1|AAEG	LOC6730378|XP_016037152.1|DSIM
OG0006992	LOC5564482|XP_021701933.1|AAEG	LOC6740649|XP_039154005.1|DSIM
OG0006993	LOC5579471|XP_021702015.1|AAEG	LOC6732602|XP_039153919.1|DSIM
OG0006994	LOC5563793|XP_021702026.1|AAEG	LOC6731437|XP_016024069.1|DSIM
OG0006995	LOC5563857|XP_001648171.2|AAEG	LOC6732197|XP_002079326.2|DSIM
OG0006996	LOC5575714|XP_001662161.1|AAEG	LOC27206556|XP_016024877.1|DSIM
OG0006997	LOC5572015|XP_021702111.1|AAEG	LOC6733636|XP_002080690.1|DSIM
OG0006998	LOC5567716|XP_001657637.2|AAEG	LOC6729525|XP_002104833.1|DSIM
OG0006999	LOC5567313|XP_001651748.1|AAEG	LOC6730603|XP_002077782.1|DSIM
OG0007000	LOC5576503|XP_001662695.1|AAEG	LOC6730451|XP_002077632.1|DSIM
OG0007001	LOC5577601|XP_011492990.2|AAEG	LOC6734139|XP_016027149.1|DSIM
OG0007002	LOC5575182|XP_021702262.1|AAEG	LOC6732804|XP_016025518.1|DSIM
OG0007003	LOC5575180|XP_001655561.2|AAEG	LOC6734496|XP_016027622.1|DSIM
OG0007004	LOC5575159|XP_021702294.1|AAEG	LOC6730699|XP_016023133.1|DSIM
OG0007005	LOC5575158|XP_021702298.1|AAEG	LOC6732631|XP_016025331.1|DSIM
OG0007006	LOC5566374|XP_021702362.1|AAEG	LOC6731154|XP_002078312.2|DSIM
OG0007007	LOC5566398|XP_001650762.1|AAEG	LOC6731812|XP_002078947.1|DSIM
OG0007008	LOC5577300|XP_021702408.1|AAEG, LOC5577302|XP_001663337.2|AAEG	LOC6730958|XP_016023417.1|DSIM
OG0007009	LOC5572433|XP_001660372.1|AAEG, LOC110676916|XP_021702418.1|AAEG	LOC6731796|XP_002078931.1|DSIM
OG0007010	LOC5572440|XP_021702437.1|AAEG	LOC6732677|XP_016025397.1|DSIM
OG0007011	LOC5572447|XP_001660391.1|AAEG	LOC6728110|XP_016034728.1|DSIM
OG0007012	LOC5572451|XP_021702453.1|AAEG	LOC27209081|XP_016023508.1|DSIM
OG0007013	LOC5572466|XP_001660412.2|AAEG	LOC6731124|XP_016023672.1|DSIM
OG0007014	LOC5565305|XP_021702487.1|AAEG	LOC6731123|XP_016023665.1|DSIM
OG0007015	LOC5565307|XP_001649665.2|AAEG	LOC6730801|XP_039150916.1|DSIM
OG0007016	LOC5565300|XP_021702509.1|AAEG	LOC6731314|XP_016023885.1|DSIM
OG0007017	LOC5566799|XP_021702550.1|AAEG	LOC6730793|XP_016023207.1|DSIM
OG0007018	LOC5566800|XP_021702552.1|AAEG	LOC6732165|XP_016024853.1|DSIM
OG0007019	LOC5576032|XP_021702615.1|AAEG	LOC6739552|XP_016025899.1|DSIM
OG0007020	LOC5564911|XP_021702621.1|AAEG	LOC6733095|XP_002080172.2|DSIM
OG0007021	LOC5572798|XP_001654198.2|AAEG, LOC110680664|XP_021712147.1|AAEG	LOC27207783|XP_039151865.1|DSIM
OG0007022	LOC5572816|XP_021702701.1|AAEG	LOC6730919|XP_002078083.1|DSIM
OG0007023	LOC23687450|XP_011493524.1|AAEG	LOC27206510|XP_016024450.1|DSIM
OG0007024	LOC5572828|XP_001654224.2|AAEG	LOC6727608|XP_016034199.1|DSIM
OG0007025	LOC5570694|XP_021702717.1|AAEG	LOC6725168|XP_002106194.2|DSIM
OG0007026	LOC5570696|XP_021702721.1|AAEG	LOC6730460|XP_016022917.1|DSIM
OG0007027	LOC5572901|XP_021702739.1|AAEG	LOC6730810|XP_002077978.1|DSIM
OG0007028	LOC5572902|XP_021702740.1|AAEG	LOC6730443|XP_016022906.1|DSIM
OG0007029	LOC5568614|XP_021702769.1|AAEG	LOC6732567|XP_002079686.1|DSIM
OG0007030	LOC5568605|XP_001652439.1|AAEG	LOC6725498|XP_016038623.1|DSIM
OG0007031	LOC5568611|XP_021702789.1|AAEG	LOC27209260|XP_016033114.1|DSIM
OG0007032	LOC5577539|XP_021702804.1|AAEG	LOC6739071|XP_002085865.1|DSIM
OG0007033	LOC5577537|XP_001656550.2|AAEG	LOC6732321|XP_002079449.2|DSIM
OG0007034	LOC5564020|XP_001648342.1|AAEG	LOC27206525|XP_016023175.1|DSIM
OG0007035	LOC5564021|XP_001648343.1|AAEG	LOC6725878|XP_002106874.1|DSIM
OG0007036	LOC5564022|XP_001648345.1|AAEG	LOC6738816|XP_016032629.1|DSIM
OG0007037	LOC5564024|XP_001648346.1|AAEG	LOC6729124|XP_002104445.1|DSIM
OG0007038	LOC5566784|XP_021702855.1|AAEG	LOC6735779|XP_039147491.1|DSIM
OG0007039	LOC5573247|XP_001654456.2|AAEG	LOC6733845|XP_002080889.2|DSIM
OG0007040	LOC5573251|XP_001654461.1|AAEG	LOC6732089|XP_002079221.1|DSIM
OG0007041	LOC5571858|XP_021702924.1|AAEG	LOC6733087|XP_039147008.1|DSIM
OG0007042	LOC5571857|XP_021702927.1|AAEG	LOC6731588|XP_016024265.1|DSIM
OG0007043	LOC5571860|XP_021702937.1|AAEG	LOC6726815|XP_016033316.1|DSIM
OG0007044	LOC5564830|XP_021703000.1|AAEG	LOC6731336|XP_016023933.1|DSIM
OG0007045	LOC5564842|XP_021703006.1|AAEG	LOC6727400|XP_016033946.1|DSIM
OG0007046	LOC5564845|XP_021703016.1|AAEG	LOC6726762|XP_002102171.1|DSIM
OG0007047	LOC5569074|XP_001658304.1|AAEG	LOC6731047|XP_002078208.2|DSIM
OG0007048	LOC5569077|XP_021703044.1|AAEG	LOC6730643|XP_016023079.1|DSIM
OG0007049	LOC5567973|XP_001657795.1|AAEG	LOC6730959|XP_002078122.2|DSIM
OG0007050	LOC5573699|XP_001661025.1|AAEG	LOC6731343|XP_002078499.1|DSIM
OG0007051	LOC5571525|XP_021703126.1|AAEG	LOC6730915|XP_016023355.1|DSIM
OG0007052	LOC5568941|XP_021703172.1|AAEG	LOC6740711|XP_039153002.1|DSIM
OG0007053	LOC5568923|XP_021703194.1|AAEG	LOC6728022|XP_002103374.1|DSIM
OG0007054	LOC5573119|XP_001660735.2|AAEG	LOC6736130|XP_002083030.1|DSIM
OG0007055	LOC5573122|XP_001660738.2|AAEG	LOC6734754|XP_016027961.1|DSIM
OG0007056	LOC5573139|XP_001660755.1|AAEG	LOC27206276|XP_016030193.1|DSIM
OG0007057	LOC5573186|XP_001660803.2|AAEG	LOC6740184|XP_016039847.1|DSIM
OG0007058	LOC5573192|XP_001660809.2|AAEG	LOC6724974|XP_039153223.1|DSIM
OG0007059	LOC5573895|XP_001654928.2|AAEG	LOC6731392|XP_002078545.1|DSIM
OG0007060	LOC5573893|XP_001654933.2|AAEG	LOC6731389|XP_016024009.1|DSIM
OG0007061	LOC5573899|XP_021703333.1|AAEG	LOC6731388|XP_016024007.1|DSIM
OG0007062	LOC5573960|XP_001654980.1|AAEG	LOC6730429|XP_002077610.1|DSIM
OG0007063	LOC5573958|XP_001654982.2|AAEG	LOC6731511|XP_016024185.1|DSIM
OG0007064	LOC5573949|XP_001654986.2|AAEG	LOC6733669|XP_002080716.1|DSIM
OG0007065	LOC5573950|XP_001654988.2|AAEG	LOC6738548|XP_002085353.2|DSIM
OG0007066	LOC5573952|XP_001654990.2|AAEG	LOC6738120|XP_002084933.1|DSIM
OG0007067	LOC5573954|XP_001654992.2|AAEG	LOC6731902|XP_002079037.1|DSIM
OG0007068	LOC5573956|XP_001654994.2|AAEG	LOC6739229|XP_016024385.1|DSIM
OG0007069	LOC5575585|XP_021703482.1|AAEG	LOC6726634|XP_039146922.1|DSIM
OG0007070	LOC110677119|XP_021703531.1|AAEG	LOC27206619|XP_039148089.1|DSIM
OG0007071	LOC5567995|XP_001657822.1|AAEG	LOC27209168|XP_016029566.1|DSIM
OG0007072	LOC110677123|XP_021703537.1|AAEG	LOC6726642|XP_002102055.1|DSIM
OG0007073	LOC5567987|XP_001657814.1|AAEG	LOC6730956|XP_002078119.1|DSIM
OG0007074	LOC5572057|XP_001653821.1|AAEG	LOC6735938|XP_002082848.1|DSIM
OG0007075	LOC5572056|XP_001653823.1|AAEG	LOC6730651|XP_016023088.1|DSIM
OG0007076	LOC5572074|XP_021703591.1|AAEG	LOC6734466|XP_002081485.1|DSIM
OG0007077	LOC5572075|XP_001653843.1|AAEG	LOC27206552|XP_016024556.1|DSIM
OG0007078	LOC5565855|XP_021703597.1|AAEG	LOC6730806|XP_016023236.1|DSIM
OG0007079	LOC5565829|XP_001650198.2|AAEG	LOC6730805|XP_016023233.1|DSIM
OG0007080	LOC5564923|XP_021703753.1|AAEG	LOC6731618|XP_016024298.1|DSIM
OG0007081	LOC5564926|XP_001649289.2|AAEG	LOC6731217|XP_002078376.1|DSIM
OG0007082	LOC5564938|XP_001649290.2|AAEG	LOC6730402|XP_002077583.2|DSIM
OG0007083	LOC5564936|XP_021703763.1|AAEG	LOC6732070|XP_002079202.2|DSIM
OG0007084	LOC23687794|XP_011493653.2|AAEG	LOC6726153|XP_016039683.1|DSIM
OG0007085	LOC5570859|XP_021703784.1|AAEG	LOC6730602|XP_016023043.1|DSIM
OG0007086	LOC5565919|XP_001650271.2|AAEG	LOC6732508|XP_002079628.1|DSIM
OG0007087	LOC5565909|XP_001650253.2|AAEG	LOC6738598|XP_016032443.1|DSIM
OG0007088	LOC5565906|XP_021703840.1|AAEG	LOC6732918|XP_016025638.1|DSIM
OG0007089	LOC5569698|XP_021703852.1|AAEG	LOC6730497|XP_002077678.1|DSIM
OG0007090	LOC5569699|XP_021703853.1|AAEG	LOC6730696|XP_016023122.1|DSIM
OG0007091	LOC110678274|XP_021706589.1|AAEG, LOC5569702|XP_021703869.1|AAEG	LOC6732494|XP_002079614.1|DSIM
OG0007092	LOC5569709|XP_001658697.2|AAEG	LOC6727659|XP_039150426.1|DSIM
OG0007093	LOC5569713|XP_021703871.1|AAEG	LOC6731660|XP_002078800.1|DSIM
OG0007094	LOC5577910|XP_001656680.1|AAEG	LOC6731659|XP_002078799.1|DSIM
OG0007095	LOC5577907|XP_001656685.2|AAEG	LOC6732813|XP_002079926.1|DSIM
OG0007096	LOC5577906|XP_001656686.2|AAEG	LOC6732867|XP_002079977.1|DSIM
OG0007097	LOC5568179|XP_001652118.2|AAEG	LOC6733032|XP_002080111.1|DSIM
OG0007098	LOC5568181|XP_021703906.1|AAEG	LOC6733014|XP_016025718.2|DSIM
OG0007099	LOC5564525|XP_021703941.1|AAEG	LOC6728275|XP_002103624.1|DSIM
OG0007100	LOC5575670|XP_021703944.1|AAEG	LOC6731242|XP_002078401.2|DSIM
OG0007101	LOC5568087|XP_001652025.1|AAEG	LOC6732547|XP_002079666.1|DSIM
OG0007102	LOC5568085|XP_021703979.1|AAEG	LOC6730412|XP_016022879.1|DSIM
OG0007103	LOC5569517|XP_001652823.2|AAEG	LOC6731689|XP_002078825.2|DSIM
OG0007104	LOC5569529|XP_001652827.1|AAEG	LOC6731923|XP_039151475.1|DSIM
OG0007105	LOC5569520|XP_001652832.2|AAEG	LOC6731810|XP_002078945.1|DSIM
OG0007106	LOC5569525|XP_021704022.1|AAEG	LOC6730490|XP_016022944.1|DSIM
OG0007107	LOC5567332|XP_021704031.1|AAEG	LOC6730639|XP_016023075.1|DSIM
OG0007108	LOC110677245|XP_021704040.1|AAEG	LOC6730994|XP_002078155.1|DSIM
OG0007109	LOC5567342|XP_001651772.1|AAEG	LOC6732742|XP_002079856.1|DSIM
OG0007110	LOC5567343|XP_001651773.1|AAEG	LOC6730804|XP_016023232.1|DSIM
OG0007111	LOC5567344|XP_021704052.1|AAEG	LOC6731363|XP_039146954.1|DSIM
OG0007112	LOC23687430|XP_011493248.1|AAEG	LOC6730452|XP_002077633.1|DSIM
OG0007113	LOC5569772|XP_001653000.2|AAEG	LOC6729513|XP_016036186.1|DSIM
OG0007114	LOC5569771|XP_001652998.2|AAEG	LOC6732045|XP_002079177.1|DSIM
OG0007115	LOC5569757|XP_001652994.2|AAEG	LOC6732122|XP_002079254.2|DSIM
OG0007116	LOC5569763|XP_021704085.1|AAEG	LOC6731416|XP_002078568.1|DSIM
OG0007117	LOC5569765|XP_001652986.2|AAEG	LOC6730543|XP_002077722.1|DSIM
OG0007118	LOC5569768|XP_021704087.1|AAEG	LOC6731983|XP_002079117.1|DSIM
OG0007119	LOC110681141|XP_021712603.1|AAEG, LOC5568567|XP_001652397.2|AAEG	LOC6725395|XP_016038462.1|DSIM
OG0007120	LOC5568559|XP_001652390.2|AAEG	LOC6725136|XP_016038107.1|DSIM
OG0007121	LOC5568553|XP_001652385.1|AAEG	LOC6725964|XP_002106947.1|DSIM
OG0007122	LOC5568556|XP_021709379.1|AAEG	LOC6726452|XP_016040026.1|DSIM
OG0007123	LOC5568551|XP_021706949.1|AAEG	LOC27209228|XP_016040031.1|DSIM
OG0007124	LOC5567867|XP_021708822.1|AAEG	LOC6737857|XP_016031623.1|DSIM
OG0007125	LOC5575370|XP_021706049.1|AAEG	LOC6737950|XP_016031700.1|DSIM
OG0007126	LOC5575374|XP_001661901.2|AAEG	LOC6738123|XP_002084936.1|DSIM
OG0007127	LOC5575372|XP_001661903.1|AAEG	LOC6738828|XP_002085628.1|DSIM
OG0007128	LOC5575376|XP_001661906.1|AAEG	LOC6737948|XP_016031699.1|DSIM
OG0007129	LOC5575377|XP_001661907.1|AAEG	LOC6737949|XP_002084768.1|DSIM
OG0007130	LOC5568419|XP_001652245.1|AAEG	LOC6738823|XP_002085623.1|DSIM
OG0007131	LOC5568426|XP_001652254.1|AAEG	LOC6739088|XP_016032929.1|DSIM
OG0007132	LOC5568427|XP_001652255.3|AAEG	LOC6739092|XP_016032932.1|DSIM
OG0007133	LOC5568435|XP_001652267.1|AAEG	LOC6738352|XP_002085162.1|DSIM
OG0007134	LOC5570307|XP_001653128.1|AAEG	LOC6738240|XP_002085052.1|DSIM
OG0007135	LOC5570309|XP_021708394.1|AAEG	LOC6738248|XP_002085060.1|DSIM
OG0007136	LOC5570315|XP_021708637.1|AAEG	LOC6738748|XP_016032559.1|DSIM
OG0007137	LOC5571891|XP_021704737.1|AAEG	LOC6724819|XP_016037598.1|DSIM
OG0007138	LOC5571895|XP_021706110.1|AAEG	LOC6725091|XP_016038065.1|DSIM
OG0007139	LOC5571898|XP_021705906.1|AAEG	LOC6726466|XP_039152616.1|DSIM
OG0007140	LOC5571899|XP_001653815.1|AAEG	LOC6739948|XP_039152526.1|DSIM
OG0007142	LOC5570133|XP_001653114.1|AAEG	LOC6738726|XP_002085527.1|DSIM
OG0007143	LOC5568063|XP_021706338.1|AAEG	LOC6730092|XP_016036860.1|DSIM
OG0007144	LOC5568062|XP_021706333.1|AAEG	LOC6728852|XP_016035538.1|DSIM
OG0007145	LOC110679831|XP_021711285.1|AAEG	LOC6729418|XP_002104733.1|DSIM
OG0007146	LOC5568059|XP_001651995.1|AAEG	LOC6729715|XP_002105021.1|DSIM
OG0007147	LOC5568050|XP_021710032.1|AAEG	LOC6728322|XP_002103671.1|DSIM
OG0007148	LOC5569395|XP_021707871.1|AAEG	LOC6725375|XP_039154013.1|DSIM
OG0007149	LOC5572510|XP_021709936.1|AAEG	LOC27206323|XP_016026379.1|DSIM
OG0007150	LOC5566760|XP_001651163.1|AAEG	LOC6739087|XP_016032928.1|DSIM
OG0007151	LOC5566759|XP_001651161.1|AAEG	LOC6737438|XP_002084275.1|DSIM
OG0007152	LOC5575113|XP_021709386.1|AAEG	LOC6726471|XP_002107428.2|DSIM
OG0007153	LOC5575108|XP_001661830.1|AAEG	LOC6740247|XP_002077127.1|DSIM
OG0007154	LOC5575102|XP_001661824.1|AAEG	LOC6734849|XP_002081850.1|DSIM
OG0007155	LOC5575100|XP_001661823.1|AAEG	LOC6734592|XP_002081600.1|DSIM
OG0007156	LOC5575099|XP_001661820.1|AAEG	LOC6727280|XP_002102669.2|DSIM
OG0007157	LOC5572232|XP_001653924.1|AAEG	LOC6726872|XP_016033378.1|DSIM
OG0007158	LOC5572236|XP_001653923.1|AAEG	LOC6736592|XP_002083454.2|DSIM
OG0007159	LOC5571956|XP_021709182.1|AAEG	LOC6724852|XP_016037635.2|DSIM
OG0007160	LOC5576666|XP_001656205.1|AAEG	LOC6728519|XP_016035176.1|DSIM
OG0007161	LOC5567645|XP_021710629.1|AAEG	LOC6724753|XP_016037492.1|DSIM
OG0007162	LOC5567646|XP_001651840.1|AAEG	LOC6725629|XP_016038845.1|DSIM
OG0007163	LOC5563791|XP_001648060.1|AAEG	LOC6730364|XP_002105646.1|DSIM
OG0007164	LOC5563784|XP_001648071.1|AAEG	LOC6730363|XP_002105645.1|DSIM
OG0007165	LOC5578562|XP_021708688.1|AAEG	LOC6725698|XP_039153359.1|DSIM
OG0007166	LOC5563810|XP_021710831.1|AAEG	LOC6737286|XP_016031003.1|DSIM
OG0007167	LOC5563812|XP_001648095.1|AAEG	LOC6726051|XP_002107033.1|DSIM
OG0007168	LOC5570780|XP_021708848.1|AAEG	LOC6726468|XP_016040077.1|DSIM
OG0007169	LOC5570779|XP_001659370.1|AAEG	LOC27207671|XP_016037787.1|DSIM
OG0007170	LOC5579219|XP_021708060.1|AAEG	LOC6726670|XP_016033162.1|DSIM
OG0007171	LOC5567820|XP_021704643.1|AAEG	LOC6725798|XP_016039121.1|DSIM
OG0007172	LOC5567824|XP_001657730.2|AAEG	LOC27208559|XP_016037645.1|DSIM
OG0007173	LOC5567826|XP_021711081.1|AAEG	LOC6724856|XP_002105895.2|DSIM
OG0007174	LOC5577686|XP_021705453.1|AAEG	LOC6729142|XP_016035796.1|DSIM
OG0007175	LOC5566392|XP_021710584.1|AAEG	LOC6737858|XP_016031625.1|DSIM
OG0007176	LOC5574394|XP_001655107.1|AAEG	LOC6729576|XP_002104884.1|DSIM
OG0007177	LOC5574401|XP_001655108.1|AAEG	LOC6726814|XP_002102221.1|DSIM
OG0007178	LOC5574406|XP_001655113.1|AAEG	LOC6728886|XP_016035579.1|DSIM
OG0007179	LOC5574409|XP_001655116.1|AAEG	LOC6727051|XP_002102448.1|DSIM
OG0007180	LOC5574410|XP_001655117.1|AAEG	LOC6726811|XP_002102218.2|DSIM
OG0007181	LOC5580266|XP_001662893.1|AAEG	LOC6724966|XP_002106002.1|DSIM
OG0007182	LOC5580264|XP_021711480.1|AAEG	LOC6727426|XP_016033993.1|DSIM
OG0007183	LOC5580270|XP_021704264.1|AAEG	LOC6727424|XP_039151790.1|DSIM
OG0007184	LOC5580271|XP_021707734.1|AAEG	LOC6727428|XP_002102809.2|DSIM
OG0007185	LOC5580278|XP_001662904.1|AAEG	LOC6730969|XP_002078131.2|DSIM
OG0007186	LOC5570551|XP_021710343.1|AAEG	LOC6727849|XP_016034430.1|DSIM
OG0007187	LOC5570549|XP_021706869.1|AAEG	LOC6729695|XP_039150364.1|DSIM
OG0007188	LOC5570556|XP_021710715.1|AAEG	LOC6729489|XP_039151070.1|DSIM
OG0007189	LOC5570559|XP_001653215.1|AAEG	LOC6728774|XP_002104109.1|DSIM
OG0007190	LOC5570550|XP_021706979.1|AAEG	LOC6728488|XP_039151222.1|DSIM
OG0007191	LOC5570555|XP_021705253.1|AAEG	LOC6738474|XP_002085281.1|DSIM
OG0007192	LOC5575629|XP_021707063.1|AAEG	LOC27207641|XP_016039227.1|DSIM
OG0007193	LOC5575632|XP_001655773.1|AAEG	LOC27206642|XP_016039231.1|DSIM
OG0007194	LOC5575628|XP_021706178.1|AAEG	LOC27208351|XP_016038147.1|DSIM
OG0007195	LOC5570066|XP_001653052.1|AAEG	LOC6726740|XP_002102151.1|DSIM
OG0007196	LOC5571237|XP_021710952.1|AAEG	LOC6739682|XP_016036569.1|DSIM
OG0007197	LOC5574517|XP_001661490.1|AAEG	LOC6738041|XP_016031865.1|DSIM
OG0007198	LOC5576018|XP_021708175.1|AAEG	LOC6727429|XP_016033997.1|DSIM
OG0007199	LOC5570240|XP_021710073.1|AAEG	LOC6727593|XP_002102972.2|DSIM
OG0007200	LOC5576751|XP_021708355.1|AAEG	LOC6728469|XP_016035112.1|DSIM
OG0007201	LOC5579918|XP_001657892.1|AAEG	LOC6737814|XP_002084642.2|DSIM
OG0007202	LOC5579911|XP_001657891.1|AAEG	LOC6738338|XP_016032183.1|DSIM
OG0007203	LOC5579907|XP_021709805.1|AAEG	LOC6738334|XP_016032180.1|DSIM
OG0007204	LOC5579906|XP_001657887.1|AAEG	LOC6740152|XP_002077032.2|DSIM
OG0007205	LOC5579902|XP_001657882.2|AAEG	LOC6738333|XP_002085143.1|DSIM
OG0007206	LOC5579898|XP_021708390.1|AAEG	LOC6728495|XP_016035130.1|DSIM
OG0007207	LOC5579897|XP_001657877.2|AAEG	LOC6729573|XP_002104881.1|DSIM
OG0007208	LOC5579896|XP_021710250.1|AAEG	LOC6728772|XP_016035450.1|DSIM
OG0007209	LOC5579894|XP_021710248.1|AAEG	LOC6728771|XP_002104106.1|DSIM
OG0007210	LOC5579893|XP_001657871.2|AAEG	LOC6727434|XP_002102815.1|DSIM
OG0007211	LOC5579891|XP_001657869.2|AAEG	LOC6727148|XP_039151213.1|DSIM
OG0007212	LOC5579887|XP_021705483.1|AAEG	LOC6730170|XP_002105461.1|DSIM
OG0007213	LOC5567684|XP_001657613.1|AAEG	LOC27207143|XP_016028084.1|DSIM
OG0007214	LOC5567681|XP_021704958.1|AAEG	LOC6737638|XP_016031408.1|DSIM
OG0007215	LOC5564520|XP_021707222.1|AAEG	LOC6728522|XP_002103867.1|DSIM
OG0007216	LOC5578739|XP_021707388.1|AAEG	LOC6730259|XP_016037033.1|DSIM
OG0007217	LOC5578734|XP_001657106.1|AAEG	LOC27206633|XP_016029300.1|DSIM
OG0007218	LOC5578749|XP_001657116.1|AAEG	LOC6730376|XP_002105658.1|DSIM
OG0007219	LOC5574464|XP_021704646.1|AAEG	LOC6728031|XP_016034646.1|DSIM
OG0007220	LOC5573339|XP_021709525.1|AAEG	LOC6727516|XP_039150604.1|DSIM
OG0007221	LOC5573343|XP_001660822.1|AAEG	LOC6729710|XP_016036369.1|DSIM
OG0007222	LOC5567517|XP_021708406.1|AAEG	LOC6727954|XP_016034551.1|DSIM
OG0007223	LOC5567528|XP_001657523.1|AAEG	LOC6730370|XP_002105652.1|DSIM
OG0007224	LOC5567529|XP_001657524.1|AAEG	LOC6727480|XP_016034069.2|DSIM
OG0007225	LOC5567531|XP_021710585.1|AAEG	LOC6727993|XP_002103345.1|DSIM
OG0007226	LOC5567532|XP_001657527.2|AAEG	LOC6728905|XP_002104235.1|DSIM
OG0007227	LOC5567533|XP_001657528.2|AAEG	LOC6736918|XP_002083765.1|DSIM
OG0007228	LOC5567534|XP_021705905.1|AAEG	LOC6736766|XP_016030389.1|DSIM
OG0007229	LOC5567538|XP_001657533.1|AAEG	LOC6727213|XP_002102605.1|DSIM
OG0007230	LOC5568784|XP_001658149.1|AAEG	LOC6727617|XP_016034212.1|DSIM
OG0007231	LOC5568787|XP_021704811.1|AAEG	LOC6728412|XP_039150661.1|DSIM
OG0007232	LOC5568788|XP_021709249.1|AAEG	LOC6736823|XP_016030482.1|DSIM
OG0007233	LOC5568791|XP_021705790.1|AAEG	LOC6736826|XP_016030484.1|DSIM
OG0007234	LOC5569950|XP_001658850.1|AAEG	LOC6736834|XP_002083690.1|DSIM
OG0007235	LOC5569948|XP_021704129.1|AAEG	LOC6736831|XP_039149345.1|DSIM
OG0007236	LOC5576837|XP_001662944.2|AAEG	LOC6727170|XP_002102563.1|DSIM
OG0007237	LOC5576836|XP_001662943.2|AAEG	LOC6728908|XP_002104238.1|DSIM
OG0007238	LOC5572681|XP_021707150.1|AAEG	LOC6724740|XP_016037425.1|DSIM
OG0007239	LOC5578005|XP_001656743.2|AAEG	LOC6726721|XP_016033200.1|DSIM
OG0007240	LOC5578002|XP_021708497.1|AAEG	LOC6727588|XP_016034181.1|DSIM
OG0007241	LOC5577997|XP_001656735.1|AAEG	LOC6726308|XP_002107269.2|DSIM
OG0007242	LOC5577988|XP_021706142.1|AAEG	LOC6726309|XP_016039853.1|DSIM
OG0007243	LOC5565984|XP_021706674.1|AAEG	LOC6725833|XP_016039154.1|DSIM
OG0007244	LOC5577457|XP_001663383.1|AAEG	LOC6727920|XP_002103275.1|DSIM
OG0007245	LOC5577454|XP_021710132.1|AAEG	LOC6730251|XP_016037021.1|DSIM
OG0007246	LOC5579169|XP_001664263.1|AAEG	LOC6728345|XP_002103693.1|DSIM
OG0007247	LOC5579180|XP_001664275.2|AAEG	LOC6734452|XP_016027576.1|DSIM
OG0007248	LOC110678610|XP_021707413.1|AAEG	LOC6724757|XP_016037496.1|DSIM
OG0007249	LOC5566168|XP_021710310.1|AAEG	LOC27209339|XP_039153961.1|DSIM
OG0007250	LOC5566166|XP_021710285.1|AAEG	LOC6725599|XP_002106606.1|DSIM
OG0007251	LOC5566161|XP_021705624.1|AAEG	LOC6728892|XP_002104225.1|DSIM
OG0007252	LOC110678681|XP_021707579.1|AAEG	LOC6728709|XP_002104045.3|DSIM
OG0007253	LOC5566152|XP_021709420.1|AAEG	LOC6739653|XP_002076549.1|DSIM
OG0007254	LOC5564630|XP_021707585.1|AAEG	LOC6727603|XP_016034196.1|DSIM
OG0007255	LOC5564666|XP_021705426.1|AAEG	LOC6726420|XP_002107377.1|DSIM
OG0007256	LOC5564648|XP_021707148.1|AAEG	LOC6726813|XP_002102220.1|DSIM
OG0007257	LOC5564643|XP_001648991.2|AAEG	LOC6727853|XP_002103208.2|DSIM
OG0007258	LOC5564645|XP_021709010.1|AAEG	LOC6727851|XP_039151434.1|DSIM
OG0007259	LOC5570973|XP_001659442.2|AAEG	LOC27208051|XP_016037618.1|DSIM
OG0007260	LOC5570982|XP_021706632.1|AAEG	LOC6737786|XP_002084614.1|DSIM
OG0007261	LOC5576190|XP_001662527.2|AAEG	LOC6734914|XP_002081911.2|DSIM
OG0007262	LOC5576337|XP_001656078.2|AAEG	LOC27206369|XP_016037760.1|DSIM
OG0007263	LOC5576335|XP_001656073.1|AAEG, LOC110681311|XP_021712761.1|AAEG	LOC6738853|XP_002085653.1|DSIM
OG0007264	LOC5576333|XP_001656071.2|AAEG	LOC6739107|XP_016032957.1|DSIM
OG0007265	LOC5577678|XP_001663461.1|AAEG	LOC6725298|XP_002106316.1|DSIM
OG0007266	LOC5569287|XP_021707892.1|AAEG	LOC6727318|XP_039151095.1|DSIM
OG0007267	LOC5563625|XP_001647946.2|AAEG	LOC6727610|XP_002102989.1|DSIM
OG0007268	LOC5563582|XP_021704841.1|AAEG	LOC6735059|XP_002082036.1|DSIM
OG0007269	LOC5563562|XP_021707408.1|AAEG	LOC6724847|XP_016037630.1|DSIM
OG0007270	LOC5573555|XP_021704600.1|AAEG	LOC6728115|XP_016034736.1|DSIM
OG0007271	LOC5563639|XP_001647891.2|AAEG	LOC6727918|XP_002103273.1|DSIM
OG0007272	LOC5563647|XP_001647890.2|AAEG	LOC6736917|XP_002083764.1|DSIM
