Orthogroup	HILL.longest_only	DSIM.longest_only
OG0006870	LOC119661161|XP_037926305.1|HILL	LOC6733895|XP_039147248.1|DSIM
OG0006871	LOC119658582|XP_037921965.1|HILL	LOC6733496|XP_002080553.1|DSIM
OG0006872	LOC119658584|XP_037921968.1|HILL	LOC6733414|XP_002080471.1|DSIM
OG0006873	LOC119660224|XP_037924590.1|HILL	LOC6735521|XP_016028861.1|DSIM
OG0006874	LOC119651319|XP_037910780.1|HILL	LOC6739590|XP_039148983.1|DSIM
OG0006875	LOC119659147|XP_037923017.1|HILL	LOC6732706|XP_002079820.1|DSIM
OG0006876	LOC119653893|XP_037914943.1|HILL	LOC6736015|XP_016029401.1|DSIM
OG0006877	LOC119654761|XP_037916230.1|HILL	LOC27207647|XP_016022949.1|DSIM
OG0006878	LOC119660784|XP_037925499.1|HILL	LOC6731145|XP_016023699.1|DSIM
OG0006879	LOC119661302|XP_037926518.1|HILL	LOC6734818|XP_016028049.1|DSIM
OG0006880	LOC119654910|XP_037916466.1|HILL	LOC6732497|XP_002079617.1|DSIM
OG0006881	LOC119652976|XP_037913314.1|HILL	LOC6739238|XP_016024988.1|DSIM
OG0006882	LOC119659756|XP_037923949.1|HILL	LOC27206621|XP_016026943.1|DSIM
OG0006883	LOC119652380|XP_037912405.1|HILL	LOC6733120|XP_002080197.1|DSIM
OG0006884	LOC119651903|XP_037911658.1|HILL	LOC6739188|XP_002076091.1|DSIM
OG0006885	LOC119646124|XP_037902401.1|HILL	LOC6731852|XP_016024533.1|DSIM
OG0006886	LOC119646126|XP_037902404.1|HILL	LOC6729211|XP_016035865.1|DSIM
OG0006887	LOC119647245|XP_037904045.1|HILL	LOC27206583|XP_016037742.1|DSIM
OG0006888	LOC119650656|XP_037909519.1|HILL	LOC6731815|XP_016024504.1|DSIM
OG0006889	LOC119650655|XP_037909518.1|HILL	LOC6733121|XP_002080198.1|DSIM
OG0006890	LOC119661432|XP_037926705.1|HILL	LOC6731011|XP_016023496.1|DSIM
OG0006891	LOC119646623|XP_037903059.1|HILL	LOC6732037|XP_002079169.1|DSIM
OG0006892	LOC119660923|XP_037925835.1|HILL	LOC6739191|XP_016022970.1|DSIM
OG0006893	LOC119655123|XP_037916784.1|HILL	LOC6730421|XP_002077602.1|DSIM
OG0006894	LOC119661144|XP_037926279.1|HILL	LOC6730422|XP_016022890.1|DSIM
OG0006895	LOC119646136|XP_037902423.1|HILL, LOC119660714|XP_037925284.1|HILL	LOC6725252|XP_039153456.1|DSIM
OG0006896	LOC119652212|XP_037912078.1|HILL	LOC6732460|XP_016025101.1|DSIM
OG0006897	LOC119650685|XP_037909574.1|HILL	LOC6731636|XP_016024316.1|DSIM
OG0006898	LOC119661507|XP_037926803.1|HILL	LOC6732704|XP_002079818.1|DSIM
OG0006899	LOC119648892|XP_037906721.1|HILL	LOC6730662|XP_002077832.1|DSIM
OG0006900	LOC119661552|XP_037926870.1|HILL	LOC6725693|XP_002106696.1|DSIM
OG0006901	LOC119655058|XP_037916681.1|HILL	LOC6730441|XP_002077622.1|DSIM
OG0006902	LOC119657774|XP_037920772.1|HILL	LOC6724993|XP_002106028.2|DSIM
OG0006903	LOC119651760|XP_037911426.1|HILL	LOC6730064|XP_016036837.1|DSIM
OG0006904	LOC119651468|XP_037911004.1|HILL	LOC6732251|XP_002079380.1|DSIM
OG0006905	LOC119653920|XP_037915007.1|HILL	LOC6732613|XP_002079732.3|DSIM
OG0006906	LOC119656148|XP_037918410.1|HILL	LOC6732730|XP_002079844.1|DSIM
OG0006907	LOC119656231|XP_037918564.1|HILL	LOC6733038|XP_039152237.1|DSIM
OG0006908	LOC119650988|XP_037910182.1|HILL	LOC6732388|XP_002079509.1|DSIM
OG0006909	LOC119650986|XP_037910180.1|HILL	LOC6731787|XP_002078922.1|DSIM
OG0006910	LOC119650575|XP_037909319.1|HILL	LOC6731513|XP_016024187.1|DSIM
OG0006911	LOC119660903|XP_037925771.1|HILL	LOC6728580|XP_016040108.1|DSIM
OG0006912	LOC119652839|XP_037913103.1|HILL	LOC6732830|XP_016025555.1|DSIM
OG0006913	LOC119651510|XP_037911063.1|HILL	LOC6731342|XP_002078498.1|DSIM
OG0006914	LOC119651580|XP_037911147.1|HILL	LOC6737964|XP_002084780.1|DSIM
OG0006915	LOC119654887|XP_037916429.1|HILL	LOC6730846|XP_016023264.1|DSIM
OG0006916	LOC119650581|XP_037909334.1|HILL	LOC6732221|XP_016024898.1|DSIM
OG0006917	LOC119650626|XP_037909447.1|HILL	LOC6732453|XP_016025093.1|DSIM
OG0006918	LOC119650607|XP_037909401.1|HILL	LOC6732450|XP_002079571.1|DSIM
OG0006919	LOC119650781|XP_037909819.1|HILL	LOC6740538|XP_016024327.1|DSIM
OG0006920	LOC119656503|XP_037918772.1|HILL	LOC6731955|XP_016024615.1|DSIM
OG0006921	LOC119646149|XP_037902436.1|HILL	LOC6730894|XP_016023316.1|DSIM
OG0006922	LOC119652000|XP_037911856.1|HILL	LOC6732202|XP_002079331.1|DSIM
OG0006923	LOC119661501|XP_037926796.1|HILL	LOC6730920|XP_002078084.1|DSIM
OG0006924	LOC119651340|XP_037910822.1|HILL	LOC6739586|XP_002076482.1|DSIM
OG0006925	LOC119651082|XP_037910356.1|HILL	LOC6730052|XP_016036822.1|DSIM
OG0006926	LOC119647212|XP_037903964.1|HILL	LOC6730715|XP_039147210.1|DSIM
OG0006927	LOC119646964|XP_037903593.1|HILL	LOC6730712|XP_002077882.2|DSIM
OG0006928	LOC119646939|XP_037903557.1|HILL	LOC27208846|XP_016023145.1|DSIM
OG0006929	LOC119654808|XP_037916295.1|HILL	LOC6730400|XP_039147122.1|DSIM
OG0006930	LOC119659727|XP_037923915.1|HILL	LOC6730996|XP_002078157.2|DSIM
OG0006931	LOC119656138|XP_037918399.1|HILL	LOC6732059|XP_002079191.1|DSIM
OG0006932	LOC119651063|XP_037910325.1|HILL	LOC6731797|XP_002078932.2|DSIM
OG0006933	LOC119652937|XP_037913254.1|HILL	LOC6731792|XP_002078927.1|DSIM
OG0006934	LOC119651298|XP_037910748.1|HILL	LOC6728582|XP_016035212.2|DSIM
OG0006935	LOC119651071|XP_037910335.1|HILL	LOC6732454|XP_016025095.1|DSIM
OG0006936	LOC119653089|XP_037913517.1|HILL	LOC6731235|XP_039147290.1|DSIM
OG0006937	LOC119653062|XP_037913468.1|HILL	LOC6731767|XP_016024452.1|DSIM
OG0006938	LOC119653061|XP_037913467.1|HILL	LOC6731696|XP_002078832.1|DSIM
OG0006939	LOC119661706|XP_037927085.1|HILL	LOC6725175|XP_016038192.1|DSIM
OG0006940	LOC119661177|XP_037926322.1|HILL	LOC6731353|XP_016023940.1|DSIM
OG0006941	LOC119652749|XP_037912976.1|HILL	LOC6731931|XP_039151398.1|DSIM
OG0006942	LOC119650606|XP_037909402.1|HILL	LOC6733873|XP_016026901.1|DSIM
OG0006943	LOC119647271|XP_037904092.1|HILL	LOC6732563|XP_016025244.1|DSIM
OG0006944	LOC119652842|XP_037913107.1|HILL	LOC6730594|XP_016023042.1|DSIM
OG0006945	LOC119651438|XP_037910967.1|HILL	LOC6732688|XP_016025421.1|DSIM
OG0006946	LOC119651709|XP_037911349.1|HILL	LOC6728294|XP_016034929.1|DSIM
OG0006947	LOC119651509|XP_037911061.1|HILL	LOC6732382|XP_002079503.1|DSIM
OG0006948	LOC119652614|XP_037912779.1|HILL	LOC27208029|XP_016025617.1|DSIM
OG0006949	LOC119653771|XP_037914698.1|HILL	LOC6730968|XP_002078130.2|DSIM
OG0006950	LOC119652939|XP_037913256.1|HILL	LOC6733162|XP_016026036.1|DSIM
OG0006951	LOC119661781|XP_037927185.1|HILL	LOC6731516|XP_016024191.1|DSIM
OG0006952	LOC119652998|XP_037913352.1|HILL	LOC6728331|XP_039151946.1|DSIM
OG0006953	LOC119661649|XP_037927009.1|HILL	LOC6737192|XP_002084038.1|DSIM
OG0006954	LOC119646236|XP_037902554.1|HILL	LOC6732123|XP_002079255.2|DSIM
OG0006955	LOC119651322|XP_037910784.1|HILL	LOC6727325|XP_002102711.2|DSIM
OG0006956	LOC119650987|XP_037910181.1|HILL	LOC6730811|XP_002077979.2|DSIM
OG0006957	LOC119651115|XP_037910417.1|HILL	LOC6732257|XP_002079386.1|DSIM
OG0006958	LOC119654781|XP_037916253.1|HILL	LOC6735959|XP_002082868.1|DSIM
OG0006959	LOC119661000|XP_037926034.1|HILL	LOC6734431|XP_002081451.2|DSIM
OG0006960	LOC119646412|XP_037902786.1|HILL	LOC6731499|XP_002078648.1|DSIM
OG0006961	LOC119660726|XP_037925312.1|HILL	LOC6739248|XP_039149427.1|DSIM
OG0006962	LOC119650617|XP_037909428.1|HILL	LOC6730786|XP_016023199.1|DSIM
OG0006963	LOC119651727|XP_037911382.1|HILL	LOC6731735|XP_039146993.1|DSIM
OG0006964	LOC119653084|XP_037913505.1|HILL	LOC6731726|XP_016024399.1|DSIM
OG0006965	LOC119657108|XP_037919799.1|HILL	LOC27207958|XP_016025437.1|DSIM
OG0006966	LOC119661695|XP_037927069.1|HILL	LOC6732916|XP_002080021.1|DSIM
OG0006967	LOC119661632|XP_037926981.1|HILL	LOC6735411|XP_002082353.2|DSIM
OG0006968	LOC119648845|XP_037906652.1|HILL	LOC6734020|XP_016027040.1|DSIM
OG0006969	LOC119648017|XP_037905350.1|HILL	LOC6739632|XP_016031377.1|DSIM
OG0006970	LOC119652947|XP_037913269.1|HILL	LOC6729858|XP_002105161.1|DSIM
OG0006971	LOC119646587|XP_037903009.1|HILL	LOC6730536|XP_016022990.1|DSIM
OG0006972	LOC119650459|XP_037909251.1|HILL	LOC6731917|XP_016024582.1|DSIM
OG0006973	LOC119653744|XP_037914599.1|HILL	LOC6730398|XP_016022838.1|DSIM
OG0006974	LOC119657777|XP_037920778.1|HILL	LOC6731224|XP_002078383.1|DSIM
OG0006975	LOC119648185|XP_037905704.1|HILL	LOC27207291|XP_016023548.1|DSIM
OG0006976	LOC119651924|XP_037911682.1|HILL	LOC6731114|XP_016023649.1|DSIM
OG0006977	LOC119661542|XP_037926856.1|HILL	LOC6739471|XP_016028470.2|DSIM
OG0006978	LOC119661203|XP_037926353.1|HILL	LOC6732615|XP_016025323.1|DSIM
OG0006979	LOC119651547|XP_037911108.1|HILL	LOC6730463|XP_002077644.1|DSIM
OG0006980	LOC119652078|XP_037911944.1|HILL	LOC6731174|XP_002078332.1|DSIM
OG0006981	LOC119651855|XP_037911585.1|HILL	LOC6732164|XP_016024847.2|DSIM
OG0006982	LOC119650827|XP_037909891.1|HILL	LOC6733061|XP_016025746.1|DSIM
OG0006983	LOC119652719|XP_037912938.1|HILL	LOC6730401|XP_002077582.2|DSIM
OG0006984	LOC119653580|XP_037914257.1|HILL	LOC6732538|XP_016025189.1|DSIM
OG0006985	LOC119654950|XP_037916538.1|HILL	LOC6731451|XP_002078602.1|DSIM
OG0006986	LOC119646848|XP_037903398.1|HILL	LOC6730998|XP_002078159.1|DSIM
OG0006987	LOC119650039|XP_037908449.1|HILL, LOC119650038|XP_037908448.1|HILL, LOC119649551|XP_037907673.1|HILL, LOC119649558|XP_037907682.1|HILL	LOC6733266|XP_002080329.1|DSIM
OG0006988	LOC119651181|XP_037910538.1|HILL	LOC6732685|XP_016025420.1|DSIM
OG0006989	LOC119646637|XP_037903078.1|HILL	LOC6732116|XP_002079248.1|DSIM
OG0006990	LOC119660231|XP_037924610.1|HILL	LOC6733026|XP_016025716.1|DSIM
OG0006991	LOC119659918|XP_037924172.1|HILL	LOC6730378|XP_016037152.1|DSIM
OG0006992	LOC119654770|XP_037916243.1|HILL	LOC6740649|XP_039154005.1|DSIM
OG0006993	LOC119647005|XP_037903662.1|HILL	LOC6732602|XP_039153919.1|DSIM
OG0006994	LOC119649293|XP_037907317.1|HILL	LOC6731437|XP_016024069.1|DSIM
OG0006995	LOC119651571|XP_037911133.1|HILL	LOC6732197|XP_002079326.2|DSIM
OG0006996	LOC119646867|XP_037903419.1|HILL	LOC27206556|XP_016024877.1|DSIM
OG0006997	LOC119647031|XP_037903700.1|HILL	LOC6733636|XP_002080690.1|DSIM
OG0006998	LOC119660963|XP_037925939.1|HILL	LOC6729525|XP_002104833.1|DSIM
OG0006999	LOC119646440|XP_037902818.1|HILL	LOC6730603|XP_002077782.1|DSIM
OG0007000	LOC119646176|XP_037902487.1|HILL	LOC6730451|XP_002077632.1|DSIM
OG0007001	LOC119658689|XP_037922206.1|HILL	LOC6734139|XP_016027149.1|DSIM
OG0007002	LOC119653165|XP_037913636.1|HILL	LOC6732804|XP_016025518.1|DSIM
OG0007004	LOC119651548|XP_037911109.1|HILL	LOC6730699|XP_016023133.1|DSIM
OG0007005	LOC119651805|XP_037911521.1|HILL	LOC6732631|XP_016025331.1|DSIM
OG0007006	LOC119651085|XP_037910361.1|HILL	LOC6731154|XP_002078312.2|DSIM
OG0007007	LOC119651755|XP_037911421.1|HILL	LOC6731812|XP_002078947.1|DSIM
OG0007008	LOC119652278|XP_037912200.1|HILL	LOC6730958|XP_016023417.1|DSIM
OG0007009	LOC119651110|XP_037910403.1|HILL	LOC6731796|XP_002078931.1|DSIM
OG0007010	LOC119655190|XP_037916884.1|HILL	LOC6732677|XP_016025397.1|DSIM
OG0007011	LOC119654054|XP_037915149.1|HILL	LOC6728110|XP_016034728.1|DSIM
OG0007012	LOC119661329|XP_037926557.1|HILL	LOC27209081|XP_016023508.1|DSIM
OG0007013	LOC119652788|XP_037913029.1|HILL	LOC6731124|XP_016023672.1|DSIM
OG0007014	LOC119652274|XP_037912191.1|HILL	LOC6731123|XP_016023665.1|DSIM
OG0007015	LOC119650666|XP_037909542.1|HILL	LOC6730801|XP_039150916.1|DSIM
OG0007016	LOC119653222|XP_037913726.1|HILL	LOC6731314|XP_016023885.1|DSIM
OG0007017	LOC119650880|XP_037909974.1|HILL	LOC6730793|XP_016023207.1|DSIM
OG0007018	LOC119651228|XP_037910626.1|HILL	LOC6732165|XP_016024853.1|DSIM
OG0007019	LOC119653153|XP_037913621.1|HILL	LOC6739552|XP_016025899.1|DSIM
OG0007020	LOC119652169|XP_037912043.1|HILL	LOC6733095|XP_002080172.2|DSIM
OG0007021	LOC119653194|XP_037913685.1|HILL	LOC27207783|XP_039151865.1|DSIM
OG0007022	LOC119649262|XP_037907281.1|HILL	LOC6730919|XP_002078083.1|DSIM
OG0007023	LOC119647322|XP_037904177.1|HILL	LOC27206510|XP_016024450.1|DSIM
OG0007024	LOC119646858|XP_037903409.1|HILL	LOC6727608|XP_016034199.1|DSIM
OG0007025	LOC119660263|XP_037924652.1|HILL	LOC6725168|XP_002106194.2|DSIM
OG0007026	LOC119650478|XP_037909288.1|HILL	LOC6730460|XP_016022917.1|DSIM
OG0007027	LOC119658600|XP_037921999.1|HILL	LOC6730810|XP_002077978.1|DSIM
OG0007028	LOC119649803|XP_037908044.1|HILL	LOC6730443|XP_016022906.1|DSIM
OG0007030	LOC119656817|XP_037919378.1|HILL	LOC6725498|XP_016038623.1|DSIM
OG0007031	LOC119650645|XP_037909501.1|HILL	LOC27209260|XP_016033114.1|DSIM
OG0007032	LOC119659581|XP_037923669.1|HILL	LOC6739071|XP_002085865.1|DSIM
OG0007033	LOC119651750|XP_037911415.1|HILL	LOC6732321|XP_002079449.2|DSIM
OG0007034	LOC119653851|XP_037914829.1|HILL	LOC27206525|XP_016023175.1|DSIM
OG0007035	LOC119659060|XP_037922899.1|HILL	LOC6725878|XP_002106874.1|DSIM
OG0007036	LOC119648391|XP_037906057.1|HILL	LOC6738816|XP_016032629.1|DSIM
OG0007037	LOC119657282|XP_037920057.1|HILL	LOC6729124|XP_002104445.1|DSIM
OG0007038	LOC119646685|XP_037903211.1|HILL	LOC6735779|XP_039147491.1|DSIM
OG0007039	LOC119652643|XP_037912818.1|HILL	LOC6733845|XP_002080889.2|DSIM
OG0007040	LOC119646380|XP_037902751.1|HILL	LOC6732089|XP_002079221.1|DSIM
OG0007041	LOC119652956|XP_037913280.1|HILL	LOC6733087|XP_039147008.1|DSIM
OG0007042	LOC119652901|XP_037913203.1|HILL	LOC6731588|XP_016024265.1|DSIM
OG0007043	LOC119660409|XP_037924874.1|HILL	LOC6726815|XP_016033316.1|DSIM
OG0007044	LOC119647109|XP_037903815.1|HILL	LOC6731336|XP_016023933.1|DSIM
OG0007045	LOC119659218|XP_037923120.1|HILL	LOC6727400|XP_016033946.1|DSIM
OG0007046	LOC119655453|XP_037917284.1|HILL	LOC6726762|XP_002102171.1|DSIM
OG0007047	LOC119646888|XP_037903452.1|HILL	LOC6731047|XP_002078208.2|DSIM
OG0007048	LOC119647417|XP_037904233.1|HILL	LOC6730643|XP_016023079.1|DSIM
OG0007049	LOC119660301|XP_037924705.1|HILL	LOC6730959|XP_002078122.2|DSIM
OG0007050	LOC119659536|XP_037923610.1|HILL	LOC6731343|XP_002078499.1|DSIM
OG0007051	LOC119659515|XP_037923585.1|HILL	LOC6730915|XP_016023355.1|DSIM
OG0007052	LOC119650742|XP_037909744.1|HILL	LOC6740711|XP_039153002.1|DSIM
OG0007053	LOC119659736|XP_037923923.1|HILL	LOC6728022|XP_002103374.1|DSIM
OG0007054	LOC119646884|XP_037903445.1|HILL	LOC6736130|XP_002083030.1|DSIM
OG0007055	LOC119646545|XP_037902945.1|HILL	LOC6734754|XP_016027961.1|DSIM
OG0007056	LOC119650709|XP_037909646.1|HILL	LOC27206276|XP_016030193.1|DSIM
OG0007057	LOC119646153|XP_037902452.1|HILL	LOC6740184|XP_016039847.1|DSIM
OG0007058	LOC119657149|XP_037919854.1|HILL	LOC6724974|XP_039153223.1|DSIM
OG0007059	LOC119661533|XP_037926841.1|HILL	LOC6731392|XP_002078545.1|DSIM
OG0007060	LOC119646459|XP_037902840.1|HILL	LOC6731389|XP_016024009.1|DSIM
OG0007061	LOC119646449|XP_037902831.1|HILL	LOC6731388|XP_016024007.1|DSIM
OG0007062	LOC119648581|XP_037906281.1|HILL	LOC6730429|XP_002077610.1|DSIM
OG0007063	LOC119647326|XP_037904192.1|HILL	LOC6731511|XP_016024185.1|DSIM
OG0007064	LOC119647134|XP_037903854.1|HILL	LOC6733669|XP_002080716.1|DSIM
OG0007065	LOC119650736|XP_037909721.1|HILL	LOC6738548|XP_002085353.2|DSIM
OG0007066	LOC119647304|XP_037904143.1|HILL	LOC6738120|XP_002084933.1|DSIM
OG0007067	LOC119646804|XP_037903324.1|HILL	LOC6731902|XP_002079037.1|DSIM
OG0007068	LOC119651576|XP_037911145.1|HILL	LOC6739229|XP_016024385.1|DSIM
OG0007069	LOC119650694|XP_037909601.1|HILL	LOC6726634|XP_039146922.1|DSIM
OG0007070	LOC119654524|XP_037915897.1|HILL	LOC27206619|XP_039148089.1|DSIM
OG0007071	LOC119647127|XP_037903842.1|HILL	LOC27209168|XP_016029566.1|DSIM
OG0007072	LOC119652593|XP_037912746.1|HILL	LOC6726642|XP_002102055.1|DSIM
OG0007073	LOC119646729|XP_037903238.1|HILL	LOC6730956|XP_002078119.1|DSIM
OG0007074	LOC119653575|XP_037914243.1|HILL	LOC6735938|XP_002082848.1|DSIM
OG0007075	LOC119651923|XP_037911680.1|HILL	LOC6730651|XP_016023088.1|DSIM
OG0007076	LOC119656804|XP_037919344.1|HILL	LOC6734466|XP_002081485.1|DSIM
OG0007077	LOC119652678|XP_037912877.1|HILL	LOC27206552|XP_016024556.1|DSIM
OG0007078	LOC119647286|XP_037904120.1|HILL	LOC6730806|XP_016023236.1|DSIM
OG0007079	LOC119659684|XP_037923853.1|HILL	LOC6730805|XP_016023233.1|DSIM
OG0007080	LOC119650873|XP_037909963.1|HILL	LOC6731618|XP_016024298.1|DSIM
OG0007081	LOC119650825|XP_037909889.1|HILL	LOC6731217|XP_002078376.1|DSIM
OG0007082	LOC119651277|XP_037910709.1|HILL	LOC6730402|XP_002077583.2|DSIM
OG0007083	LOC119651601|XP_037911178.1|HILL	LOC6732070|XP_002079202.2|DSIM
OG0007084	LOC119651391|XP_037910900.1|HILL	LOC6726153|XP_016039683.1|DSIM
OG0007085	LOC119660763|XP_037925459.1|HILL	LOC6730602|XP_016023043.1|DSIM
OG0007086	LOC119646533|XP_037902927.1|HILL	LOC6732508|XP_002079628.1|DSIM
OG0007087	LOC119647629|XP_037904615.1|HILL	LOC6738598|XP_016032443.1|DSIM
OG0007088	LOC119647598|XP_037904552.1|HILL	LOC6732918|XP_016025638.1|DSIM
OG0007089	LOC119649135|XP_037907071.1|HILL	LOC6730497|XP_002077678.1|DSIM
OG0007090	LOC119658579|XP_037921962.1|HILL	LOC6730696|XP_016023122.1|DSIM
OG0007091	LOC119655614|XP_037917515.1|HILL	LOC6732494|XP_002079614.1|DSIM
OG0007092	LOC119659668|XP_037923821.1|HILL	LOC6727659|XP_039150426.1|DSIM
OG0007093	LOC119651042|XP_037910290.1|HILL	LOC6731660|XP_002078800.1|DSIM
OG0007094	LOC119650846|XP_037909919.1|HILL	LOC6731659|XP_002078799.1|DSIM
OG0007095	LOC119651101|XP_037910384.1|HILL	LOC6732813|XP_002079926.1|DSIM
OG0007096	LOC119651102|XP_037910385.1|HILL	LOC6732867|XP_002079977.1|DSIM
OG0007097	LOC119646795|XP_037903312.1|HILL	LOC6733032|XP_002080111.1|DSIM
OG0007098	LOC119646935|XP_037903554.1|HILL	LOC6733014|XP_016025718.2|DSIM
OG0007099	LOC119647205|XP_037903952.1|HILL	LOC6728275|XP_002103624.1|DSIM
OG0007100	LOC119647311|XP_037904157.1|HILL	LOC6731242|XP_002078401.2|DSIM
OG0007101	LOC119655761|XP_037917748.1|HILL	LOC6732547|XP_002079666.1|DSIM
OG0007102	LOC119646189|XP_037902500.1|HILL	LOC6730412|XP_016022879.1|DSIM
OG0007103	LOC119657946|XP_037921070.1|HILL	LOC6731689|XP_002078825.2|DSIM
OG0007104	LOC119658407|XP_037921731.1|HILL	LOC6731923|XP_039151475.1|DSIM
OG0007105	LOC119647193|XP_037903933.1|HILL	LOC6731810|XP_002078945.1|DSIM
OG0007106	LOC119647011|XP_037903676.1|HILL	LOC6730490|XP_016022944.1|DSIM
OG0007107	LOC119661141|XP_037926271.1|HILL	LOC6730639|XP_016023075.1|DSIM
OG0007108	LOC119661750|XP_037927148.1|HILL	LOC6730994|XP_002078155.1|DSIM
OG0007109	LOC119659852|XP_037924087.1|HILL	LOC6732742|XP_002079856.1|DSIM
OG0007110	LOC119659698|XP_037923882.1|HILL	LOC6730804|XP_016023232.1|DSIM
OG0007111	LOC119652409|XP_037912455.1|HILL	LOC6731363|XP_039146954.1|DSIM
OG0007112	LOC119661624|XP_037926972.1|HILL	LOC6730452|XP_002077633.1|DSIM
OG0007113	LOC119652687|XP_037912889.1|HILL	LOC6729513|XP_016036186.1|DSIM
OG0007114	LOC119661454|XP_037926736.1|HILL	LOC6732045|XP_002079177.1|DSIM
OG0007115	LOC119647189|XP_037903928.1|HILL	LOC6732122|XP_002079254.2|DSIM
OG0007116	LOC119661268|XP_037926454.1|HILL	LOC6731416|XP_002078568.1|DSIM
OG0007117	LOC119658792|XP_037922437.1|HILL	LOC6730543|XP_002077722.1|DSIM
OG0007118	LOC119647198|XP_037903938.1|HILL	LOC6731983|XP_002079117.1|DSIM
OG0007119	LOC119653668|XP_037914430.1|HILL	LOC6725395|XP_016038462.1|DSIM
OG0007120	LOC119655695|XP_037917630.1|HILL	LOC6725136|XP_016038107.1|DSIM
OG0007121	LOC119653398|XP_037913890.1|HILL	LOC6725964|XP_002106947.1|DSIM
OG0007122	LOC119653768|XP_037914687.1|HILL	LOC6726452|XP_016040026.1|DSIM
OG0007123	LOC119653769|XP_037914689.1|HILL	LOC27209228|XP_016040031.1|DSIM
OG0007124	LOC119648044|XP_037905423.1|HILL	LOC6737857|XP_016031623.1|DSIM
OG0007125	LOC119650336|XP_037908919.1|HILL	LOC6737950|XP_016031700.1|DSIM
OG0007126	LOC119650019|XP_037908418.1|HILL	LOC6738123|XP_002084936.1|DSIM
OG0007127	LOC119647521|XP_037904418.1|HILL	LOC6738828|XP_002085628.1|DSIM
OG0007128	LOC119649473|XP_037907559.1|HILL	LOC6737948|XP_016031699.1|DSIM
OG0007129	LOC119650428|XP_037909171.1|HILL	LOC6737949|XP_002084768.1|DSIM
OG0007130	LOC119647991|XP_037905304.1|HILL	LOC6738823|XP_002085623.1|DSIM
OG0007131	LOC119647900|XP_037905134.1|HILL	LOC6739088|XP_016032929.1|DSIM
OG0007132	LOC119649949|XP_037908297.1|HILL	LOC6739092|XP_016032932.1|DSIM
OG0007133	LOC119649408|XP_037907472.1|HILL	LOC6738352|XP_002085162.1|DSIM
OG0007134	LOC119647558|XP_037904479.1|HILL	LOC6738240|XP_002085052.1|DSIM
OG0007135	LOC119650055|XP_037908471.1|HILL	LOC6738248|XP_002085060.1|DSIM
OG0007136	LOC119648089|XP_037905509.1|HILL	LOC6738748|XP_016032559.1|DSIM
OG0007137	LOC119653637|XP_037914347.1|HILL	LOC6724819|XP_016037598.1|DSIM
OG0007138	LOC119655752|XP_037917736.1|HILL	LOC6725091|XP_016038065.1|DSIM
OG0007139	LOC119655857|XP_037917904.1|HILL	LOC6726466|XP_039152616.1|DSIM
OG0007140	LOC119653600|XP_037914279.1|HILL	LOC6739948|XP_039152526.1|DSIM
OG0007142	LOC119648812|XP_037906592.1|HILL	LOC6738726|XP_002085527.1|DSIM
OG0007143	LOC119655625|XP_037917523.1|HILL	LOC6730092|XP_016036860.1|DSIM
OG0007144	LOC119660361|XP_037924797.1|HILL	LOC6728852|XP_016035538.1|DSIM
OG0007145	LOC119660406|XP_037924870.1|HILL	LOC6729418|XP_002104733.1|DSIM
OG0007146	LOC119658698|XP_037922216.1|HILL	LOC6729715|XP_002105021.1|DSIM
OG0007147	LOC119653458|XP_037913997.1|HILL	LOC6728322|XP_002103671.1|DSIM
OG0007148	LOC119653825|XP_037914792.1|HILL	LOC6725375|XP_039154013.1|DSIM
OG0007149	LOC119661147|XP_037926284.1|HILL	LOC27206323|XP_016026379.1|DSIM
OG0007150	LOC119649777|XP_037908007.1|HILL	LOC6739087|XP_016032928.1|DSIM
OG0007151	LOC119648526|XP_037906222.1|HILL	LOC6737438|XP_002084275.1|DSIM
OG0007152	LOC119655799|XP_037917823.1|HILL	LOC6726471|XP_002107428.2|DSIM
OG0007154	LOC119654150|XP_037915241.1|HILL	LOC6734849|XP_002081850.1|DSIM
OG0007155	LOC119655016|XP_037916616.1|HILL	LOC6734592|XP_002081600.1|DSIM
OG0007156	LOC119653657|XP_037914407.1|HILL	LOC6727280|XP_002102669.2|DSIM
OG0007157	LOC119659958|XP_037924241.1|HILL	LOC6726872|XP_016033378.1|DSIM
OG0007158	LOC119655832|XP_037917868.1|HILL	LOC6736592|XP_002083454.2|DSIM
OG0007159	LOC119653497|XP_037914062.1|HILL	LOC6724852|XP_016037635.2|DSIM
OG0007160	LOC119658759|XP_037922380.1|HILL	LOC6728519|XP_016035176.1|DSIM
OG0007161	LOC119656097|XP_037918335.1|HILL	LOC6724753|XP_016037492.1|DSIM
OG0007162	LOC119654635|XP_037916035.1|HILL	LOC6725629|XP_016038845.1|DSIM
OG0007163	LOC119660131|XP_037924457.1|HILL	LOC6730364|XP_002105646.1|DSIM
OG0007164	LOC119660130|XP_037924456.1|HILL	LOC6730363|XP_002105645.1|DSIM
OG0007165	LOC119656302|XP_037918667.1|HILL	LOC6725698|XP_039153359.1|DSIM
OG0007166	LOC119656300|XP_037918666.1|HILL	LOC6737286|XP_016031003.1|DSIM
OG0007167	LOC119655309|XP_037917065.1|HILL	LOC6726051|XP_002107033.1|DSIM
OG0007168	LOC119654534|XP_037915904.1|HILL	LOC6726468|XP_016040077.1|DSIM
