Orthogroup	HILL.longest_only	DSAN.longest_only
OG0007853	LOC119658335|XP_037921605.1|HILL	LOC120452062|XP_039492059.1|DSAN
OG0007854	LOC119652540|XP_037912673.1|HILL	LOC120451967|XP_039491926.1|DSAN
OG0007855	LOC119651731|XP_037911387.1|HILL	LOC120452518|XP_039492708.1|DSAN
OG0007856	LOC119652984|XP_037913333.1|HILL	LOC120452462|XP_039492627.1|DSAN
OG0007857	LOC119651225|XP_037910623.1|HILL	LOC120451680|XP_039491495.1|DSAN
OG0007858	LOC119657596|XP_037920510.1|HILL	LOC120455733|XP_039498084.1|DSAN
OG0007859	LOC119658821|XP_037922477.1|HILL	LOC120456446|XP_039499217.1|DSAN
OG0007860	LOC119652664|XP_037912858.1|HILL	LOC120451617|XP_039491397.1|DSAN
OG0007861	LOC119657647|XP_037920582.1|HILL	LOC120451623|XP_039491408.1|DSAN
OG0007862	LOC119657024|XP_037919701.1|HILL, LOC119657027|XP_037919705.1|HILL, LOC119658260|XP_037921480.1|HILL	LOC120453215|XP_039493739.1|DSAN
OG0007863	LOC119660971|XP_037925969.1|HILL	LOC120445529|XP_039481925.1|DSAN
OG0007864	LOC119652524|XP_037912649.1|HILL	LOC120450783|XP_039489875.1|DSAN
OG0007865	LOC119657998|XP_037921145.1|HILL	LOC120450474|XP_039489452.1|DSAN
OG0007866	LOC119657921|XP_037921036.1|HILL	LOC120451637|XP_039491430.1|DSAN
OG0007867	LOC119652790|XP_037913031.1|HILL	LOC120452242|XP_039492300.1|DSAN
OG0007868	LOC119650884|XP_037909984.1|HILL	LOC120452643|XP_039492892.1|DSAN
OG0007869	LOC119657377|XP_037920189.1|HILL	LOC120455041|XP_039496824.1|DSAN
OG0007870	LOC119647866|XP_037905064.1|HILL	LOC120449540|XP_039487996.1|DSAN
OG0007871	LOC119648126|XP_037905575.1|HILL	LOC120457225|XP_039500533.1|DSAN
OG0007872	LOC119649198|XP_037907165.1|HILL	LOC120449104|XP_039487347.1|DSAN
OG0007873	LOC119659680|XP_037923832.1|HILL	LOC120450276|XP_039489126.1|DSAN
OG0007874	LOC119660790|XP_037925521.1|HILL	LOC120455578|XP_039497883.1|DSAN
OG0007875	LOC119655631|XP_037917531.1|HILL	LOC120444697|XP_039480497.1|DSAN
OG0007876	LOC119657329|XP_037920122.1|HILL	LOC120456706|XP_039499613.1|DSAN
OG0007877	LOC119647813|XP_037904963.1|HILL	LOC120455189|XP_039497061.1|DSAN
OG0007878	LOC119649958|XP_037908325.1|HILL	LOC120444420|XP_039479984.1|DSAN
OG0007879	LOC119647411|XP_037904216.1|HILL	LOC120448986|XP_039487187.1|DSAN
OG0007880	LOC119655862|XP_037917911.1|HILL	LOC120455035|XP_039496803.1|DSAN
OG0007881	LOC119648807|XP_037906584.1|HILL	LOC120449772|XP_039488345.1|DSAN
OG0007882	LOC119649416|XP_037907480.1|HILL	LOC120448897|XP_039487047.1|DSAN
OG0007883	LOC119648128|XP_037905584.1|HILL	LOC120448953|XP_039487136.1|DSAN
OG0007884	LOC119649050|XP_037906956.1|HILL	LOC120450106|XP_039488835.1|DSAN
OG0007885	LOC119658277|XP_037921500.1|HILL	LOC120444699|XP_039480502.1|DSAN
OG0007886	LOC119660525|XP_037925074.1|HILL	LOC120455210|XP_039497109.1|DSAN
OG0007887	LOC119653638|XP_037914356.1|HILL	LOC120448896|XP_039487046.1|DSAN
OG0007888	LOC119648064|XP_037905461.1|HILL	LOC120447846|XP_039485387.1|DSAN
OG0007889	LOC119648150|XP_037905649.1|HILL	LOC120449461|XP_039487867.1|DSAN
OG0007890	LOC119648018|XP_037905352.1|HILL	LOC120450077|XP_039488798.1|DSAN
OG0007891	LOC119659292|XP_037923232.1|HILL	LOC120450956|XP_039490177.1|DSAN
OG0007892	LOC119653302|XP_037913832.1|HILL	LOC120458916|XP_039502699.1|DSAN
OG0007894	LOC119648045|XP_037905425.1|HILL	LOC120450289|XP_039489142.1|DSAN
OG0007895	LOC119647844|XP_037905029.1|HILL	LOC120448685|XP_039486757.1|DSAN
OG0007896	LOC119648668|XP_037906384.1|HILL	LOC120448716|XP_039486820.1|DSAN
OG0007898	LOC119648614|XP_037906312.1|HILL	LOC120450052|XP_039488743.1|DSAN
OG0007899	LOC119649598|XP_037907740.1|HILL	LOC120447693|XP_039485156.1|DSAN
OG0007900	LOC119660478|XP_037924997.1|HILL	LOC120446997|XP_039484234.1|DSAN
OG0007901	LOC119647571|XP_037904498.1|HILL	LOC120449200|XP_039487497.1|DSAN
OG0007902	LOC119657140|XP_037919840.1|HILL	LOC120456396|XP_039499158.1|DSAN
OG0007905	LOC119651287|XP_037910730.1|HILL	LOC120446112|XP_039482844.1|DSAN
OG0007906	LOC119648962|XP_037906810.1|HILL	LOC120449712|XP_039488262.1|DSAN
OG0007907	LOC119647477|XP_037904345.1|HILL	LOC120449230|XP_039487536.1|DSAN
OG0007908	LOC119648198|XP_037905722.1|HILL	LOC120449232|XP_039487538.1|DSAN
OG0007909	LOC119647123|XP_037903837.1|HILL	LOC120455396|XP_039497467.1|DSAN
OG0007910	LOC119648758|XP_037906512.1|HILL	LOC120450483|XP_039489464.1|DSAN
OG0007911	LOC119649565|XP_037907693.1|HILL	LOC120449789|XP_039488367.1|DSAN
OG0007912	LOC119648243|XP_037905803.1|HILL	LOC120450142|XP_039488904.1|DSAN
OG0007913	LOC119649566|XP_037907694.1|HILL	LOC120449793|XP_039488371.1|DSAN
OG0007914	LOC119647405|XP_037904208.1|HILL	LOC120450182|XP_039488981.1|DSAN
OG0007915	LOC119648755|XP_037906508.1|HILL	LOC120449863|XP_039488457.1|DSAN
OG0007916	LOC119655194|XP_037916891.1|HILL	LOC120443872|XP_039479180.1|DSAN
OG0007917	LOC119647171|XP_037903904.1|HILL	LOC120445538|XP_039481945.1|DSAN
OG0007918	LOC119653633|XP_037914343.1|HILL	LOC120458945|XP_039502739.1|DSAN
OG0007921	LOC119661286|XP_037926490.1|HILL	LOC120446778|XP_039483858.1|DSAN
OG0007922	LOC119655575|XP_037917435.1|HILL	LOC120453783|XP_039494565.1|DSAN
OG0007923	LOC119653402|XP_037913895.1|HILL	LOC120455420|XP_039497503.1|DSAN
OG0007924	LOC119658909|XP_037922643.1|HILL	LOC120445635|XP_039482103.1|DSAN
OG0007925	LOC119646271|XP_037902607.1|HILL, LOC119646676|XP_037903136.1|HILL	LOC120445452|XP_039481831.1|DSAN
OG0007926	LOC119661790|XP_037927202.1|HILL	LOC120446611|XP_039483590.1|DSAN
OG0007927	LOC119660778|XP_037925486.1|HILL	LOC120448004|XP_039485655.1|DSAN
OG0007928	LOC119650732|XP_037909691.1|HILL	LOC120458567|XP_039502200.1|DSAN
OG0007929	LOC119653028|XP_037913400.1|HILL	LOC120444037|XP_039479477.1|DSAN
OG0007930	LOC119659582|XP_037923666.1|HILL	LOC120445494|XP_039481875.1|DSAN
OG0007931	LOC119653048|XP_037913440.1|HILL	LOC120450728|XP_039489757.1|DSAN
OG0007932	LOC119648611|XP_037906311.1|HILL	LOC120457089|XP_039500206.1|DSAN
OG0007933	LOC119646156|XP_037902455.1|HILL	LOC120452267|XP_039492330.1|DSAN
OG0007934	LOC119651759|XP_037911425.1|HILL	LOC120452475|XP_039492649.1|DSAN
OG0007935	LOC119651495|XP_037911038.1|HILL	LOC120443857|XP_039479153.1|DSAN
OG0007936	LOC119650658|XP_037909521.1|HILL	LOC120446492|XP_039483436.1|DSAN
OG0007937	LOC119647299|XP_037904130.1|HILL	LOC120453143|XP_039493637.1|DSAN
OG0007938	LOC119656697|XP_037919134.1|HILL	LOC120447719|XP_039485193.1|DSAN
OG0007939	LOC119661551|XP_037926867.1|HILL	LOC120456617|XP_039499477.1|DSAN
OG0007940	LOC119647087|XP_037903788.1|HILL	LOC120443840|XP_039479133.1|DSAN
OG0007941	LOC119646151|XP_037902448.1|HILL	LOC120457098|XP_039500265.1|DSAN
OG0007942	LOC119655825|XP_037917859.1|HILL	LOC120457235|XP_039500550.1|DSAN
OG0007943	LOC119651918|XP_037911674.1|HILL	LOC120444056|XP_039479497.1|DSAN
OG0007944	LOC119652697|XP_037912904.1|HILL	LOC120450135|XP_039488896.1|DSAN
OG0007946	LOC119651289|XP_037910732.1|HILL	LOC120444798|XP_039480680.1|DSAN
OG0007947	LOC119651380|XP_037910881.1|HILL	LOC120458132|XP_039501608.1|DSAN
OG0007948	LOC119650605|XP_037909393.1|HILL	LOC120452106|XP_039492119.1|DSAN
OG0007949	LOC119655734|XP_037917715.1|HILL	LOC120455740|XP_039498096.1|DSAN
OG0007950	LOC119661197|XP_037926347.1|HILL	LOC120457775|XP_039501206.1|DSAN
OG0007951	LOC119646253|XP_037902616.1|HILL	LOC120453345|XP_039493952.1|DSAN
OG0007952	LOC119661201|XP_037926349.1|HILL	LOC120456475|XP_039499275.1|DSAN
OG0007953	LOC119651737|XP_037911392.1|HILL	LOC120443736|XP_039478925.1|DSAN
OG0007954	LOC119650652|XP_037909516.1|HILL	LOC120458258|XP_039501781.1|DSAN
OG0007955	LOC119651971|XP_037911792.1|HILL	LOC120449754|XP_039488334.1|DSAN
OG0007956	LOC119650594|XP_037909371.1|HILL	LOC120445533|XP_039481933.1|DSAN
OG0007957	LOC119660415|XP_037924891.1|HILL	LOC120458514|XP_039502119.1|DSAN
OG0007958	LOC119661051|XP_037926182.1|HILL	LOC120455462|XP_039497617.1|DSAN
OG0007960	LOC119651267|XP_037910696.1|HILL	LOC120458088|XP_039501539.1|DSAN
OG0007961	LOC119651125|XP_037910444.1|HILL	LOC120454657|XP_039496094.1|DSAN
OG0007962	LOC119655829|XP_037917863.1|HILL	LOC120455982|XP_039498471.1|DSAN
OG0007963	LOC119651432|XP_037910959.1|HILL	LOC120448976|XP_039487174.1|DSAN
OG0007964	LOC119652720|XP_037912941.1|HILL	LOC120454739|XP_039496196.1|DSAN
OG0007965	LOC119651033|XP_037910275.1|HILL	LOC120448731|XP_039486843.1|DSAN
OG0007966	LOC119651167|XP_037910514.1|HILL	LOC120443811|XP_039479085.1|DSAN
OG0007967	LOC119661779|XP_037927184.1|HILL	LOC120457745|XP_039501178.1|DSAN
OG0007968	LOC119646843|XP_037903388.1|HILL	LOC120454328|XP_039495470.1|DSAN
OG0007969	LOC119661050|XP_037926181.1|HILL	LOC120444113|XP_039479577.1|DSAN
OG0007971	LOC119651484|XP_037911029.1|HILL	LOC120455194|XP_039497070.1|DSAN
OG0007972	LOC119655552|XP_037917403.1|HILL	LOC120446669|XP_039483676.1|DSAN
OG0007973	LOC119646445|XP_037902824.1|HILL	LOC120458478|XP_039502072.1|DSAN
OG0007974	LOC119657172|XP_037919887.1|HILL	LOC120455641|XP_039497965.1|DSAN
OG0007975	LOC119660960|XP_037925931.1|HILL	LOC120453934|XP_039494813.1|DSAN
OG0007976	LOC119654942|XP_037916528.1|HILL	LOC120456335|XP_039499039.1|DSAN
OG0007977	LOC119650648|XP_037909514.1|HILL	LOC120444726|XP_039480589.1|DSAN
OG0007978	LOC119656795|XP_037919333.1|HILL	LOC120458682|XP_039502353.1|DSAN
OG0007979	LOC119652405|XP_037912440.1|HILL	LOC120445738|XP_039482246.1|DSAN
OG0007980	LOC119650877|XP_037909973.1|HILL	LOC120446021|XP_039482710.1|DSAN
OG0007981	LOC119656059|XP_037918264.1|HILL	LOC120455314|XP_039497298.1|DSAN
OG0007982	LOC119647249|XP_037904054.1|HILL, LOC119647082|XP_037903769.1|HILL	LOC120458765|XP_039502511.1|DSAN
OG0007983	LOC119652201|XP_037912070.1|HILL	LOC120445949|XP_039482568.1|DSAN
OG0007984	LOC119653046|XP_037913436.1|HILL	LOC120445496|XP_039481877.1|DSAN
OG0007985	LOC119651083|XP_037910357.1|HILL	LOC120457476|XP_039500962.1|DSAN
OG0007986	LOC119651869|XP_037911604.1|HILL	LOC120451034|XP_039490299.1|DSAN
OG0007988	LOC119647404|XP_037904211.1|HILL	LOC120446411|XP_039483291.1|DSAN
OG0007989	LOC119657302|XP_037920081.1|HILL	LOC120457926|XP_039501367.1|DSAN
OG0007990	LOC119651546|XP_037911107.1|HILL	LOC120458087|XP_039501538.1|DSAN
OG0007991	LOC119661585|XP_037926915.1|HILL	LOC120455246|XP_039497175.1|DSAN
OG0007992	LOC119647136|XP_037903856.1|HILL	LOC120444312|XP_039479793.1|DSAN
OG0007993	LOC119650869|XP_037909958.1|HILL	LOC120451424|XP_039491031.1|DSAN
OG0007994	LOC119651559|XP_037911124.1|HILL	LOC120445029|XP_039481042.1|DSAN
OG0007995	LOC119652483|XP_037912588.1|HILL	LOC120446133|XP_039482895.1|DSAN
OG0007996	LOC119656724|XP_037919184.1|HILL	LOC120455975|XP_039498458.1|DSAN
OG0007997	LOC119646370|XP_037902734.1|HILL	LOC120449463|XP_039487869.1|DSAN
OG0007999	LOC119661780|XP_037927188.1|HILL	LOC120457041|XP_039500147.1|DSAN
OG0008000	LOC119661766|XP_037927169.1|HILL	LOC120453304|XP_039493882.1|DSAN
OG0008001	LOC119661426|XP_037926697.1|HILL	LOC120443999|XP_039479415.1|DSAN
OG0008002	LOC119651158|XP_037910496.1|HILL	LOC120447067|XP_039484394.1|DSAN
OG0008003	LOC119661378|XP_037926625.1|HILL	LOC120444038|XP_039479481.1|DSAN
OG0008004	LOC119653465|XP_037914005.1|HILL	LOC120455528|XP_039497752.1|DSAN
OG0008005	LOC119656197|XP_037918508.1|HILL	LOC120457382|XP_039500859.1|DSAN
OG0008006	LOC119653898|XP_037914961.1|HILL	LOC120457129|XP_039500302.1|DSAN
OG0008007	LOC119655661|XP_037917573.1|HILL	LOC120455053|XP_039496839.1|DSAN
OG0008008	LOC119650102|XP_037908550.1|HILL	LOC120449580|XP_039488068.1|DSAN
OG0008009	LOC119655550|XP_037917397.1|HILL	LOC120455033|XP_039496801.1|DSAN
OG0008010	LOC119656125|XP_037918379.1|HILL	LOC120457228|XP_039500535.1|DSAN
OG0008011	LOC119655844|XP_037917884.1|HILL	LOC120444773|XP_039480640.1|DSAN
OG0008012	LOC119654901|XP_037916456.1|HILL	LOC120445340|XP_039481610.1|DSAN
OG0008013	LOC119655886|XP_037917960.1|HILL	LOC120446265|XP_039483075.1|DSAN
OG0008014	LOC119659405|XP_037923404.1|HILL	LOC120452478|XP_039492653.1|DSAN
OG0008015	LOC119648968|XP_037906818.1|HILL	LOC120448773|XP_039486893.1|DSAN
OG0008016	LOC119648969|XP_037906819.1|HILL	LOC120448775|XP_039486896.1|DSAN
OG0008017	LOC119654880|XP_037916415.1|HILL	LOC120457054|XP_039500162.1|DSAN
OG0008018	LOC119654570|XP_037915948.1|HILL	LOC120455286|XP_039497256.1|DSAN
OG0008019	LOC119656213|XP_037918533.1|HILL	LOC120456349|XP_039499067.1|DSAN
OG0008020	LOC119654199|XP_037915332.1|HILL	LOC120454435|XP_039495665.1|DSAN
OG0008021	LOC119658813|XP_037922464.1|HILL	LOC120455807|XP_039498201.1|DSAN
OG0008022	LOC119655630|XP_037917528.1|HILL	LOC120453193|XP_039493693.1|DSAN
OG0008024	LOC119655759|XP_037917743.1|HILL	LOC120457018|XP_039500108.1|DSAN
OG0008025	LOC119655647|XP_037917557.1|HILL	LOC120455912|XP_039498355.1|DSAN
OG0008026	LOC119655549|XP_037917396.1|HILL	LOC120455195|XP_039497072.1|DSAN
OG0008027	LOC119653625|XP_037914326.1|HILL	LOC120457006|XP_039500093.1|DSAN
OG0008028	LOC119658832|XP_037922497.1|HILL	LOC120453158|XP_039493647.1|DSAN
OG0008029	LOC119659933|XP_037924201.1|HILL	LOC120454149|XP_039495142.1|DSAN
OG0008030	LOC119659856|XP_037924089.1|HILL	LOC120452459|XP_039492623.1|DSAN
OG0008031	LOC119660283|XP_037924681.1|HILL	LOC120452820|XP_039493161.1|DSAN
OG0008032	LOC119659908|XP_037924161.1|HILL	LOC120451430|XP_039491040.1|DSAN
OG0008033	LOC119658897|XP_037922626.1|HILL	LOC120451522|XP_039491224.1|DSAN
OG0008034	LOC119653379|XP_037913849.1|HILL	LOC120451744|XP_039491587.1|DSAN
OG0008035	LOC119655457|XP_037917286.1|HILL	LOC120457306|XP_039500724.1|DSAN
OG0008036	LOC119658987|XP_037922797.1|HILL	LOC120453531|XP_039494217.1|DSAN
OG0008037	LOC119658931|XP_037922692.1|HILL	LOC120453524|XP_039494206.1|DSAN
OG0008038	LOC119659874|XP_037924120.1|HILL	LOC120456963|XP_039500042.1|DSAN
OG0008039	LOC119659935|XP_037924203.1|HILL	LOC120453996|XP_039494895.1|DSAN
OG0008040	LOC119658901|XP_037922634.1|HILL	LOC120452736|XP_039493041.1|DSAN
OG0008041	LOC119650680|XP_037909566.1|HILL, LOC119659848|XP_037924073.1|HILL	LOC120457126|XP_039500295.1|DSAN
OG0008042	LOC119659982|XP_037924280.1|HILL	LOC120454640|XP_039496073.1|DSAN
OG0008043	LOC119653924|XP_037915011.1|HILL	LOC120455493|XP_039497676.1|DSAN
OG0008044	LOC119653723|XP_037914560.1|HILL	LOC120456948|XP_039500021.1|DSAN
OG0008045	LOC119655440|XP_037917262.1|HILL, LOC119649721|XP_037907931.1|HILL	LOC120455329|XP_039497341.1|DSAN
OG0008046	LOC119658779|XP_037922405.1|HILL	LOC120454605|XP_039495998.1|DSAN
OG0008047	LOC119658630|XP_037922070.1|HILL	LOC120450777|XP_039489869.1|DSAN
OG0008048	LOC119658778|XP_037922404.1|HILL	LOC120453997|XP_039494897.1|DSAN
OG0008049	LOC119658628|XP_037922066.1|HILL	LOC120450775|XP_039489867.1|DSAN
OG0008050	LOC119659059|XP_037922896.1|HILL	LOC120451495|XP_039491180.1|DSAN
OG0008051	LOC119660140|XP_037924466.1|HILL	LOC120450806|XP_039489910.1|DSAN
OG0008052	LOC119658904|XP_037922638.1|HILL	LOC120451153|XP_039490514.1|DSAN
OG0008053	LOC119655780|XP_037917792.1|HILL	LOC120448285|XP_039486149.1|DSAN
OG0008054	LOC119654654|XP_037916070.1|HILL	LOC120455894|XP_039498324.1|DSAN
OG0008055	LOC119660797|XP_037925546.1|HILL	LOC120456301|XP_039498981.1|DSAN
OG0008056	LOC119658715|XP_037922262.1|HILL	LOC120457354|XP_039500804.1|DSAN
OG0008058	LOC119659911|XP_037924163.1|HILL	LOC120452198|XP_039492250.1|DSAN
OG0008060	LOC119659045|XP_037922880.1|HILL	LOC120452223|XP_039492283.1|DSAN
OG0008061	LOC119656005|XP_037918175.1|HILL	LOC120456208|XP_039498822.1|DSAN
OG0008062	LOC119653667|XP_037914427.1|HILL	LOC120456395|XP_039499157.1|DSAN
OG0008063	LOC119658663|XP_037922145.1|HILL	LOC120454641|XP_039496075.1|DSAN
OG0008064	LOC119653880|XP_037914925.1|HILL	LOC120456313|XP_039499001.1|DSAN
OG0008066	LOC119658793|XP_037922433.1|HILL	LOC120457386|XP_039500871.1|DSAN
OG0008067	LOC119653714|XP_037914523.1|HILL	LOC120455516|XP_039497723.1|DSAN
OG0008068	LOC119653696|XP_037914497.1|HILL	LOC120456801|XP_039499769.1|DSAN
OG0008069	LOC119660342|XP_037924756.1|HILL	LOC120451254|XP_039490713.1|DSAN
OG0008070	LOC119659365|XP_037923348.1|HILL	LOC120453998|XP_039494899.1|DSAN
OG0008071	LOC119654615|XP_037916017.1|HILL	LOC120455741|XP_039498097.1|DSAN
OG0008072	LOC119646187|XP_037902498.1|HILL	LOC120455067|XP_039496853.1|DSAN
OG0008073	LOC119655502|XP_037917332.1|HILL	LOC120456833|XP_039499817.1|DSAN
OG0008074	LOC119656050|XP_037918243.1|HILL	LOC120455263|XP_039497198.1|DSAN
OG0008075	LOC119654147|XP_037915238.1|HILL	LOC120445542|XP_039481947.1|DSAN
OG0008076	LOC119653727|XP_037914563.1|HILL	LOC120455258|XP_039497193.1|DSAN
OG0008077	LOC119656704|XP_037919141.1|HILL	LOC120453077|XP_039493538.1|DSAN
OG0008078	LOC119656157|XP_037918421.1|HILL	LOC120455539|XP_039497810.1|DSAN
OG0008079	LOC119655684|XP_037917613.1|HILL	LOC120457036|XP_039500137.1|DSAN
OG0008080	LOC119655787|XP_037917806.1|HILL	LOC120455261|XP_039497196.1|DSAN
OG0008081	LOC119661280|XP_037926484.1|HILL	LOC120456326|XP_039499026.1|DSAN
OG0008082	LOC119659634|XP_037923761.1|HILL	LOC120453720|XP_039494482.1|DSAN
OG0008083	LOC119659775|XP_037923965.1|HILL	LOC120454536|XP_039495848.1|DSAN
OG0008084	LOC119657512|XP_037920379.1|HILL	LOC120453855|XP_039494694.1|DSAN
OG0008085	LOC119660549|XP_037925117.1|HILL	LOC120452822|XP_039493160.1|DSAN
OG0008086	LOC119659139|XP_037922997.1|HILL	LOC120454534|XP_039495841.1|DSAN
OG0008087	LOC119648155|XP_037905654.1|HILL	LOC120456012|XP_039498502.1|DSAN
OG0008088	LOC119648023|XP_037905366.1|HILL	LOC120456953|XP_039500031.1|DSAN
OG0008089	LOC119648247|XP_037905814.1|HILL	LOC120450400|XP_039489330.1|DSAN
OG0008090	LOC119651986|XP_037911829.1|HILL	LOC120456377|XP_039499132.1|DSAN
OG0008091	LOC119658943|XP_037922735.1|HILL	LOC120452625|XP_039492868.1|DSAN
OG0008093	LOC119647098|XP_037903797.1|HILL	LOC120455696|XP_039498038.1|DSAN
OG0008094	LOC119660317|XP_037924720.1|HILL	LOC120452918|XP_039493358.1|DSAN
OG0008095	LOC119660150|XP_037924478.1|HILL	LOC120451801|XP_039491689.1|DSAN
OG0008096	LOC119655115|XP_037916765.1|HILL	LOC120456245|XP_039498899.1|DSAN
OG0008097	LOC119652562|XP_037912698.1|HILL	LOC120456042|XP_039498549.1|DSAN
OG0008098	LOC119649386|XP_037907434.1|HILL	LOC120448525|XP_039486497.1|DSAN
OG0008100	LOC119658786|XP_037922421.1|HILL	LOC120451181|XP_039490555.1|DSAN
OG0008101	LOC119660876|XP_037925714.1|HILL	LOC120455459|XP_039497613.1|DSAN
OG0008103	LOC119656985|XP_037919648.1|HILL	LOC120456482|XP_039499280.1|DSAN
OG0008104	LOC119650376|XP_037909041.1|HILL	LOC120449490|XP_039487906.1|DSAN
OG0008105	LOC119651399|XP_037910914.1|HILL	LOC120454098|XP_039495042.1|DSAN
OG0008106	LOC119660566|XP_037925140.1|HILL	LOC120449006|XP_039487214.1|DSAN
OG0008107	LOC119659291|XP_037923231.1|HILL	LOC120453473|XP_039494137.1|DSAN
OG0008108	LOC119655216|XP_037916920.1|HILL	LOC120455893|XP_039498322.1|DSAN
OG0008109	LOC119653886|XP_037914934.1|HILL	LOC120455054|XP_039496840.1|DSAN
OG0008110	LOC119649349|XP_037907387.1|HILL	LOC120455568|XP_039497864.1|DSAN
OG0008111	LOC119655879|XP_037917942.1|HILL	LOC120456287|XP_039498964.1|DSAN
OG0008112	LOC119653523|XP_037914118.1|HILL	LOC120455386|XP_039497447.1|DSAN
OG0008113	LOC119653524|XP_037914122.1|HILL	LOC120455881|XP_039498298.1|DSAN
OG0008114	LOC119655757|XP_037917741.1|HILL	LOC120455880|XP_039498297.1|DSAN
OG0008115	LOC119653564|XP_037914205.1|HILL	LOC120456168|XP_039498758.1|DSAN
OG0008116	LOC119653408|XP_037913901.1|HILL	LOC120456174|XP_039498774.1|DSAN
OG0008117	LOC119653664|XP_037914423.1|HILL	LOC120456091|XP_039498619.1|DSAN
OG0008118	LOC119655059|XP_037916677.1|HILL	LOC120456291|XP_039498969.1|DSAN
OG0008119	LOC119656267|XP_037918618.1|HILL	LOC120455586|XP_039497893.1|DSAN
OG0008120	LOC119653739|XP_037914590.1|HILL	LOC120455123|XP_039496950.1|DSAN
OG0008121	LOC119655517|XP_037917355.1|HILL	LOC120445106|XP_039481184.1|DSAN
OG0008122	LOC119656036|XP_037918231.1|HILL	LOC120455628|XP_039497948.1|DSAN
OG0008123	LOC119655214|XP_037916918.1|HILL	LOC120456292|XP_039498970.1|DSAN
OG0008124	LOC119656242|XP_037918586.1|HILL	LOC120455635|XP_039497958.1|DSAN
OG0008126	LOC119653749|XP_037914606.1|HILL	LOC120456819|XP_039499800.1|DSAN
OG0008128	LOC119653620|XP_037914321.1|HILL	LOC120455145|XP_039496984.1|DSAN
OG0008129	LOC119653592|XP_037914269.1|HILL	LOC120457416|XP_039500948.1|DSAN
OG0008130	LOC119653593|XP_037914270.1|HILL	LOC120455423|XP_039497511.1|DSAN
OG0008131	LOC119655177|XP_037916857.1|HILL	LOC120455200|XP_039497084.1|DSAN
OG0008132	LOC119660508|XP_037925033.1|HILL	LOC120452235|XP_039492295.1|DSAN
OG0008133	LOC119653712|XP_037914521.1|HILL	LOC120454940|XP_039496643.1|DSAN
OG0008134	LOC119655928|XP_037918029.1|HILL	LOC120455202|XP_039497089.1|DSAN
OG0008135	LOC119659663|XP_037923803.1|HILL	LOC120451327|XP_039490836.1|DSAN
OG0008136	LOC119653701|XP_037914503.1|HILL	LOC120453744|XP_039494514.1|DSAN
OG0008137	LOC119653446|XP_037913969.1|HILL	LOC120456073|XP_039498596.1|DSAN
OG0008138	LOC119656075|XP_037918284.1|HILL	LOC120448590|XP_039486607.1|DSAN
OG0008139	LOC119654404|XP_037915716.1|HILL	LOC120444826|XP_039480716.1|DSAN
OG0008140	LOC119655513|XP_037917348.1|HILL	LOC120455048|XP_039496833.1|DSAN
OG0008141	LOC119656033|XP_037918227.1|HILL	LOC120455648|XP_039497973.1|DSAN
OG0008142	LOC119655426|XP_037917245.1|HILL	LOC120455097|XP_039496908.1|DSAN
OG0008143	LOC119653905|XP_037914969.1|HILL	LOC120455553|XP_039497830.1|DSAN
OG0008144	LOC119655468|XP_037917298.1|HILL	LOC120444471|XP_039480082.1|DSAN
OG0008145	LOC119654221|XP_037915365.1|HILL	LOC120457141|XP_039500337.1|DSAN
OG0008146	LOC119654319|XP_037915573.1|HILL	LOC120454948|XP_039496651.1|DSAN
OG0008147	LOC119653496|XP_037914058.1|HILL	LOC120454946|XP_039496649.1|DSAN
OG0008148	LOC119661496|XP_037926788.1|HILL	LOC120456974|XP_039500055.1|DSAN
OG0008149	LOC119655401|XP_037917211.1|HILL	LOC120457044|XP_039500150.1|DSAN
OG0008150	LOC119654923|XP_037916501.1|HILL	LOC120457240|XP_039500560.1|DSAN
OG0008151	LOC119655729|XP_037917695.1|HILL	LOC120457051|XP_039500155.1|DSAN
OG0008152	LOC119653903|XP_037914968.1|HILL	LOC120455949|XP_039498424.1|DSAN
OG0008153	LOC119646770|XP_037903280.1|HILL	LOC120445086|XP_039481149.1|DSAN
OG0008154	LOC119649175|XP_037907131.1|HILL	LOC120447687|XP_039485151.1|DSAN
OG0008155	LOC119648979|XP_037906829.1|HILL	LOC120449103|XP_039487346.1|DSAN
OG0008156	LOC119653185|XP_037913667.1|HILL	LOC120451423|XP_039491030.1|DSAN
OG0008157	LOC119653871|XP_037914907.1|HILL	LOC120453002|XP_039493440.1|DSAN
OG0008158	LOC119655594|XP_037917477.1|HILL	LOC120455612|XP_039497927.1|DSAN
OG0008159	LOC119648759|XP_037906513.1|HILL	LOC120450565|XP_039489609.1|DSAN
OG0008160	LOC119653418|XP_037913920.1|HILL	LOC120445137|XP_039481222.1|DSAN
OG0008161	LOC119653614|XP_037914309.1|HILL	LOC120450149|XP_039488919.1|DSAN
OG0008162	LOC119657168|XP_037919881.1|HILL	LOC120455221|XP_039497125.1|DSAN
OG0008163	LOC119648366|XP_037906020.1|HILL	LOC120447918|XP_039485509.1|DSAN
OG0008164	LOC119654819|XP_037916307.1|HILL	LOC120456702|XP_039499603.1|DSAN
OG0008165	LOC119656159|XP_037918425.1|HILL	LOC120456842|XP_039499831.1|DSAN
