Orthogroup	HILL.longest_only	ASTE.longest_only
OG0007069	LOC119650694|XP_037909601.1|HILL	LOC118511695|XP_035910988.1|ASTE
OG0007070	LOC119654524|XP_037915897.1|HILL	LOC118515244|XP_035917821.1|ASTE
OG0007071	LOC119647127|XP_037903842.1|HILL	LOC118513225|XP_035914645.1|ASTE
OG0007072	LOC119652593|XP_037912746.1|HILL	LOC118511243|XP_035909976.1|ASTE
OG0007073	LOC119646729|XP_037903238.1|HILL	LOC118513623|XP_035915574.1|ASTE
OG0007074	LOC119653575|XP_037914243.1|HILL	LOC118510912|XP_035909208.1|ASTE
OG0007075	LOC119651923|XP_037911680.1|HILL	LOC118510911|XP_035909205.1|ASTE
OG0007076	LOC119656804|XP_037919344.1|HILL	LOC118512969|XP_035914089.1|ASTE
OG0007077	LOC119652678|XP_037912877.1|HILL	LOC118511807|XP_035911240.1|ASTE
OG0007078	LOC119647286|XP_037904120.1|HILL	LOC118511812|XP_035911244.1|ASTE
OG0007079	LOC119659684|XP_037923853.1|HILL	LOC118509951|XP_035907175.1|ASTE
OG0007080	LOC119650873|XP_037909963.1|HILL	LOC118510772|XP_035908931.1|ASTE
OG0007081	LOC119650825|XP_037909889.1|HILL	LOC118510764|XP_035908910.1|ASTE
OG0007082	LOC119651277|XP_037910709.1|HILL	LOC118510763|XP_035908909.1|ASTE
OG0007083	LOC119651601|XP_037911178.1|HILL	LOC118510760|XP_035908897.1|ASTE
OG0007084	LOC119651391|XP_037910900.1|HILL	LOC118510757|XP_035908894.1|ASTE
OG0007085	LOC119660763|XP_037925459.1|HILL	LOC118510043|XP_035907324.1|ASTE
OG0007086	LOC119646533|XP_037902927.1|HILL	LOC118514053|XP_035916439.1|ASTE
OG0007087	LOC119647629|XP_037904615.1|HILL	LOC118514124|XP_035916602.1|ASTE
OG0007088	LOC119647598|XP_037904552.1|HILL	LOC118514120|XP_035916592.1|ASTE
OG0007089	LOC119649135|XP_037907071.1|HILL	LOC118509947|XP_035907172.1|ASTE
OG0007090	LOC119658579|XP_037921962.1|HILL	LOC118514101|XP_035916559.1|ASTE
OG0007091	LOC119655614|XP_037917515.1|HILL	LOC118514094|XP_035916523.1|ASTE
OG0007092	LOC119659668|XP_037923821.1|HILL	LOC118509946|XP_035907171.1|ASTE
OG0007093	LOC119651042|XP_037910290.1|HILL	LOC118511222|XP_035909937.1|ASTE
OG0007094	LOC119650846|XP_037909919.1|HILL	LOC118513690|XP_035915703.1|ASTE
OG0007095	LOC119651101|XP_037910384.1|HILL	LOC118513685|XP_035915683.1|ASTE
OG0007096	LOC119651102|XP_037910385.1|HILL	LOC118513337|XP_035914851.1|ASTE
OG0007098	LOC119646935|XP_037903554.1|HILL	LOC118510674|XP_035908728.1|ASTE
OG0007099	LOC119647205|XP_037903952.1|HILL	LOC118514116|XP_035916585.1|ASTE
OG0007100	LOC119647311|XP_037904157.1|HILL	LOC118510064|XP_035907347.1|ASTE
OG0007101	LOC119655761|XP_037917748.1|HILL	LOC118514087|XP_035916513.1|ASTE
OG0007102	LOC119646189|XP_037902500.1|HILL	LOC118514071|XP_035916490.1|ASTE
OG0007103	LOC119657946|XP_037921070.1|HILL	LOC118510712|XP_035908804.1|ASTE
OG0007104	LOC119658407|XP_037921731.1|HILL	LOC118510706|XP_035908798.1|ASTE
OG0007105	LOC119647193|XP_037903933.1|HILL	LOC118510705|XP_035908797.1|ASTE
OG0007106	LOC119647011|XP_037903676.1|HILL	LOC118510696|XP_035908768.1|ASTE
OG0007107	LOC119661141|XP_037926271.1|HILL	LOC118510694|XP_035908762.1|ASTE
OG0007108	LOC119661750|XP_037927148.1|HILL	LOC118510693|XP_035908760.1|ASTE
OG0007109	LOC119659852|XP_037924087.1|HILL	LOC118510680|XP_035908736.1|ASTE
OG0007110	LOC119659698|XP_037923882.1|HILL	LOC118510677|XP_035908731.1|ASTE
OG0007111	LOC119652409|XP_037912455.1|HILL	LOC118510673|XP_035908713.1|ASTE
OG0007112	LOC119661624|XP_037926972.1|HILL	LOC118510668|XP_035908705.1|ASTE
OG0007113	LOC119652687|XP_037912889.1|HILL	LOC118510664|XP_035908697.1|ASTE
OG0007114	LOC119661454|XP_037926736.1|HILL	LOC118510662|XP_035908689.1|ASTE
OG0007115	LOC119647189|XP_037903928.1|HILL	LOC118510658|XP_035908676.1|ASTE
OG0007116	LOC119661268|XP_037926454.1|HILL	LOC118514135|XP_035916624.1|ASTE
OG0007117	LOC119658792|XP_037922437.1|HILL	LOC118514137|XP_035916626.1|ASTE
OG0007118	LOC119647198|XP_037903938.1|HILL	LOC118514134|XP_035916621.1|ASTE
OG0007119	LOC119653668|XP_037914430.1|HILL	LOC118505767|XP_035897903.1|ASTE
OG0007120	LOC119655695|XP_037917630.1|HILL	LOC118505764|XP_035897887.1|ASTE
OG0007121	LOC119653398|XP_037913890.1|HILL	LOC118503512|XP_035892756.1|ASTE
OG0007122	LOC119653768|XP_037914687.1|HILL	LOC118505761|XP_035897882.1|ASTE
OG0007123	LOC119653769|XP_037914689.1|HILL	LOC118505758|XP_035897868.1|ASTE
OG0007124	LOC119648044|XP_037905423.1|HILL	LOC118505742|XP_035897829.1|ASTE
OG0007125	LOC119650336|XP_037908919.1|HILL	LOC118505740|XP_035897823.1|ASTE
OG0007126	LOC119650019|XP_037908418.1|HILL	LOC118505738|XP_035897821.1|ASTE
OG0007127	LOC119647521|XP_037904418.1|HILL	LOC118505737|XP_035897820.1|ASTE
OG0007128	LOC119649473|XP_037907559.1|HILL	LOC118505736|XP_035897819.1|ASTE
OG0007129	LOC119650428|XP_037909171.1|HILL	LOC118505851|XP_035898123.1|ASTE
OG0007130	LOC119647991|XP_037905304.1|HILL	LOC118505327|XP_035896866.1|ASTE
OG0007131	LOC119647900|XP_037905134.1|HILL	LOC118505324|XP_035896860.1|ASTE
OG0007132	LOC119649949|XP_037908297.1|HILL	LOC118507359|XP_035901659.1|ASTE
OG0007133	LOC119649408|XP_037907472.1|HILL	LOC118507596|XP_035902157.1|ASTE
OG0007134	LOC119647558|XP_037904479.1|HILL	LOC118507586|XP_035902141.1|ASTE
OG0007135	LOC119650055|XP_037908471.1|HILL	LOC118507598|XP_035902161.1|ASTE
OG0007136	LOC119648089|XP_037905509.1|HILL	LOC118507574|XP_035902112.1|ASTE
OG0007137	LOC119653637|XP_037914347.1|HILL	LOC118506569|XP_035899786.1|ASTE
OG0007138	LOC119655752|XP_037917736.1|HILL	LOC118506570|XP_035899803.1|ASTE
OG0007139	LOC119655857|XP_037917904.1|HILL	LOC118506645|XP_035899926.1|ASTE
OG0007140	LOC119653600|XP_037914279.1|HILL	LOC118506646|XP_035899938.1|ASTE
OG0007141	LOC119655181|XP_037916866.1|HILL, LOC119655255|XP_037916977.1|HILL	LOC118506644|XP_035899925.1|ASTE
OG0007142	LOC119648812|XP_037906592.1|HILL	LOC118505232|XP_035896658.1|ASTE
OG0007143	LOC119655625|XP_037917523.1|HILL	LOC118517522|XP_035919644.1|ASTE
OG0007144	LOC119660361|XP_037924797.1|HILL	LOC118517520|XP_035919642.1|ASTE
OG0007145	LOC119660406|XP_037924870.1|HILL	LOC118502499|XP_035890624.1|ASTE
OG0007146	LOC119658698|XP_037922216.1|HILL	LOC118517545|XP_035919677.1|ASTE
OG0007147	LOC119653458|XP_037913997.1|HILL	LOC118517523|XP_035919645.1|ASTE
OG0007148	LOC119653825|XP_037914792.1|HILL	LOC118505845|XP_035898097.1|ASTE
OG0007149	LOC119661147|XP_037926284.1|HILL	LOC118502506|XP_035890638.1|ASTE
OG0007150	LOC119649777|XP_037908007.1|HILL	LOC118505357|XP_035896924.1|ASTE
OG0007151	LOC119648526|XP_037906222.1|HILL	LOC118505361|XP_035896944.1|ASTE
OG0007152	LOC119655799|XP_037917823.1|HILL	LOC118505825|XP_035898068.1|ASTE
OG0007154	LOC119654150|XP_037915241.1|HILL	LOC118504859|XP_035895788.1|ASTE
OG0007155	LOC119655016|XP_037916616.1|HILL	LOC118517571|XP_035919711.1|ASTE
OG0007156	LOC119653657|XP_037914407.1|HILL	LOC118505288|XP_035896766.1|ASTE
OG0007157	LOC119659958|XP_037924241.1|HILL	LOC118505655|XP_035897635.1|ASTE
OG0007158	LOC119655832|XP_037917868.1|HILL	LOC118505658|XP_035897642.1|ASTE
OG0007159	LOC119653497|XP_037914062.1|HILL	LOC118505665|XP_035897670.1|ASTE
OG0007160	LOC119658759|XP_037922380.1|HILL	LOC118505673|XP_035897696.1|ASTE
OG0007161	LOC119656097|XP_037918335.1|HILL	LOC118505516|XP_035897309.1|ASTE
OG0007162	LOC119654635|XP_037916035.1|HILL	LOC118505515|XP_035897308.1|ASTE
OG0007163	LOC119660131|XP_037924457.1|HILL	LOC118506333|XP_035899200.1|ASTE
OG0007164	LOC119660130|XP_037924456.1|HILL	LOC118505822|XP_035898064.1|ASTE
OG0007165	LOC119656302|XP_037918667.1|HILL	LOC118504952|XP_035895963.1|ASTE
OG0007166	LOC119656300|XP_037918666.1|HILL	LOC118504947|XP_035895939.1|ASTE
OG0007167	LOC119655309|XP_037917065.1|HILL	LOC118505810|XP_035898045.1|ASTE
OG0007168	LOC119654534|XP_037915904.1|HILL	LOC118508371|XP_035903991.1|ASTE
OG0007169	LOC119655723|XP_037917684.1|HILL	LOC118508374|XP_035904002.1|ASTE
OG0007170	LOC119654227|XP_037915373.1|HILL	LOC118505645|XP_035897616.1|ASTE
OG0007171	LOC119653827|XP_037914798.1|HILL	LOC118505518|XP_035897311.1|ASTE
OG0007172	LOC119654205|XP_037915335.1|HILL	LOC118502760|XP_035891232.1|ASTE
OG0007173	LOC119654203|XP_037915334.1|HILL	LOC118502759|XP_035891230.1|ASTE
OG0007174	LOC119659781|XP_037923975.1|HILL	LOC118506736|XP_035900175.1|ASTE
OG0007175	LOC119651285|XP_037910727.1|HILL	LOC118506751|XP_035900226.1|ASTE
OG0007176	LOC119649822|XP_037908085.1|HILL	LOC118505650|XP_035897625.1|ASTE
OG0007177	LOC119659986|XP_037924286.1|HILL	LOC118517563|XP_035919698.1|ASTE
OG0007178	LOC119660133|XP_037924460.1|HILL	LOC118517521|XP_035919643.1|ASTE
OG0007179	LOC119659048|XP_037922884.1|HILL	LOC118517539|XP_035919668.1|ASTE
OG0007180	LOC119660437|XP_037924915.1|HILL	LOC118517530|XP_035919657.1|ASTE
OG0007181	LOC119655138|XP_037916801.1|HILL	LOC118505519|XP_035897312.1|ASTE
OG0007182	LOC119660389|XP_037924840.1|HILL	LOC118506435|XP_035899448.1|ASTE
OG0007183	LOC119658719|XP_037922274.1|HILL	LOC118506428|XP_035899422.1|ASTE
OG0007184	LOC119660428|XP_037924907.1|HILL	LOC118506427|XP_035899420.1|ASTE
OG0007185	LOC119658994|XP_037922804.1|HILL	LOC118506754|XP_035900244.1|ASTE
OG0007186	LOC119659248|XP_037923155.1|HILL	LOC118506760|XP_035900246.1|ASTE
OG0007187	LOC119659401|XP_037923397.1|HILL	LOC118508511|XP_035904248.1|ASTE
OG0007188	LOC119659402|XP_037923400.1|HILL	LOC118508513|XP_035904254.1|ASTE
OG0007189	LOC119659406|XP_037923405.1|HILL	LOC118508517|XP_035904263.1|ASTE
OG0007190	LOC119660318|XP_037924721.1|HILL	LOC118508519|XP_035904266.1|ASTE
OG0007191	LOC119648993|XP_037906851.1|HILL	LOC118508522|XP_035904274.1|ASTE
OG0007192	LOC119653724|XP_037914557.1|HILL	LOC118504500|XP_035894915.1|ASTE
OG0007193	LOC119655133|XP_037916796.1|HILL	LOC118504493|XP_035894909.1|ASTE
OG0007194	LOC119654833|XP_037916333.1|HILL	LOC118504497|XP_035894913.1|ASTE
OG0007195	LOC119659610|XP_037923709.1|HILL	LOC118505344|XP_035896896.1|ASTE
OG0007196	LOC119659158|XP_037923036.1|HILL	LOC118504861|XP_035895790.1|ASTE
OG0007197	LOC119647908|XP_037905146.1|HILL	LOC118505651|XP_035897626.1|ASTE
OG0007198	LOC119660453|XP_037924940.1|HILL	LOC118506606|XP_035899866.1|ASTE
OG0007199	LOC119659061|XP_037922897.1|HILL	LOC118506599|XP_035899858.1|ASTE
OG0007200	LOC119658588|XP_037921973.1|HILL	LOC118506597|XP_035899855.1|ASTE
OG0007201	LOC119648847|XP_037906649.1|HILL	LOC118505860|XP_035898135.1|ASTE
OG0007202	LOC119648861|XP_037906674.1|HILL	LOC118505861|XP_035898137.1|ASTE
OG0007203	LOC119648212|XP_037905747.1|HILL	LOC118503578|XP_035892911.1|ASTE
OG0007204	LOC119648837|XP_037906640.1|HILL	LOC118503579|XP_035892912.1|ASTE
OG0007205	LOC119649517|XP_037907627.1|HILL	LOC118503582|XP_035892914.1|ASTE
OG0007206	LOC119658918|XP_037922667.1|HILL	LOC118506993|XP_035900766.1|ASTE
OG0007207	LOC119660159|XP_037924491.1|HILL	LOC118502724|XP_035891173.1|ASTE
OG0007208	LOC119659484|XP_037923524.1|HILL	LOC118502728|XP_035891181.1|ASTE
OG0007209	LOC119659483|XP_037923523.1|HILL	LOC118502721|XP_035891170.1|ASTE
OG0007210	LOC119650812|XP_037909878.1|HILL	LOC118511708|XP_035911022.1|ASTE
OG0007211	LOC119659751|XP_037923941.1|HILL	LOC118502682|XP_035891083.1|ASTE
OG0007212	LOC119659996|XP_037924299.1|HILL	LOC118503570|XP_035892896.1|ASTE
OG0007213	LOC119660893|XP_037925753.1|HILL	LOC118506526|XP_035899671.1|ASTE
OG0007214	LOC119647883|XP_037905098.1|HILL	LOC118506524|XP_035899658.1|ASTE
OG0007215	LOC119659692|XP_037923874.1|HILL	LOC118506512|XP_035899631.1|ASTE
OG0007216	LOC119659934|XP_037924202.1|HILL	LOC118502431|XP_035890552.1|ASTE
OG0007217	LOC119659763|XP_037923952.1|HILL	LOC118506510|XP_035899627.1|ASTE
OG0007218	LOC119651592|XP_037911166.1|HILL	LOC118505237|XP_035896669.1|ASTE
OG0007219	LOC119658985|XP_037922795.1|HILL	LOC118504643|XP_035895287.1|ASTE
OG0007220	LOC119657337|XP_037920138.1|HILL	LOC118505319|XP_035896857.1|ASTE
OG0007221	LOC119659949|XP_037924224.1|HILL	LOC118505318|XP_035896855.1|ASTE
OG0007222	LOC119659507|XP_037923562.1|HILL	LOC118504785|XP_035895629.1|ASTE
OG0007223	LOC119660182|XP_037924519.1|HILL	LOC118503657|XP_035893073.1|ASTE
OG0007224	LOC119658876|XP_037922576.1|HILL	LOC118503651|XP_035893065.1|ASTE
OG0007225	LOC119659642|XP_037923772.1|HILL	LOC118503660|XP_035893078.1|ASTE
OG0007226	LOC119659416|XP_037923420.1|HILL	LOC118503649|XP_035893061.1|ASTE
OG0007227	LOC119647854|XP_037905050.1|HILL	LOC118506562|XP_035899777.1|ASTE
OG0007228	LOC119649649|XP_037907831.1|HILL	LOC118504311|XP_035894506.1|ASTE
OG0007229	LOC119651563|XP_037911125.1|HILL	LOC118505125|XP_035896334.1|ASTE
OG0007230	LOC119659932|XP_037924200.1|HILL	LOC118505251|XP_035896697.1|ASTE
OG0007231	LOC119659030|XP_037922853.1|HILL	LOC118507615|XP_035902220.1|ASTE
OG0007232	LOC119648028|XP_037905374.1|HILL	LOC118505502|XP_035897256.1|ASTE
OG0007233	LOC119650141|XP_037908601.1|HILL	LOC118505504|XP_035897265.1|ASTE
OG0007234	LOC119650138|XP_037908598.1|HILL	LOC118505525|XP_035897330.1|ASTE
OG0007235	LOC119650366|XP_037908989.1|HILL	LOC118505526|XP_035897331.1|ASTE
OG0007236	LOC119658790|XP_037922432.1|HILL	LOC118505473|XP_035897179.1|ASTE
OG0007237	LOC119659339|XP_037923309.1|HILL	LOC118505472|XP_035897178.1|ASTE
OG0007238	LOC119660888|XP_037925742.1|HILL	LOC118516843|XP_035918586.1|ASTE, LOC118505387|XP_035896986.1|ASTE
OG0007239	LOC119659399|XP_037923392.1|HILL	LOC118506575|XP_035899811.1|ASTE
OG0007241	LOC119654756|XP_037916224.1|HILL	LOC118504278|XP_035894445.1|ASTE
OG0007242	LOC119655591|XP_037917462.1|HILL	LOC118504276|XP_035894435.1|ASTE
OG0007243	LOC119656105|XP_037918348.1|HILL	LOC118507727|XP_035902574.1|ASTE
OG0007244	LOC119659648|XP_037923784.1|HILL	LOC118517103|XP_035918854.1|ASTE, LOC118504281|XP_035894450.1|ASTE
OG0007245	LOC119655168|XP_037916844.1|HILL	LOC118517095|XP_035918845.1|ASTE, LOC118503674|XP_035893108.1|ASTE
OG0007246	LOC119660258|XP_037924644.1|HILL	LOC118505461|XP_035897156.1|ASTE
OG0007247	LOC119656113|XP_037918358.1|HILL	LOC118507637|XP_035902289.1|ASTE
OG0007248	LOC119654547|XP_037915920.1|HILL	LOC118506340|XP_035899216.1|ASTE
OG0007249	LOC119654322|XP_037915577.1|HILL	LOC118506330|XP_035899193.1|ASTE
OG0007250	LOC119655728|XP_037917694.1|HILL	LOC118508545|XP_035904321.1|ASTE
OG0007252	LOC119660562|XP_037925130.1|HILL	LOC118502612|XP_035890872.1|ASTE
OG0007253	LOC119648700|XP_037906436.1|HILL	LOC118502594|XP_035890842.1|ASTE
OG0007254	LOC119659527|XP_037923591.1|HILL	LOC118508354|XP_035903948.1|ASTE
OG0007255	LOC119654777|XP_037916247.1|HILL	LOC118517566|XP_035919703.1|ASTE
OG0007256	LOC119660435|XP_037924913.1|HILL	LOC118517537|XP_035919665.1|ASTE
OG0007257	LOC119659867|XP_037924109.1|HILL	LOC118507000|XP_035900786.1|ASTE
OG0007258	LOC119659620|XP_037923725.1|HILL	LOC118507005|XP_035900792.1|ASTE
OG0007259	LOC119653656|XP_037914405.1|HILL	LOC118507041|XP_035900889.1|ASTE
OG0007260	LOC119655508|XP_037917341.1|HILL	LOC118507040|XP_035900888.1|ASTE
OG0007261	LOC119655087|XP_037916714.1|HILL	LOC118507049|XP_035900902.1|ASTE
OG0007262	LOC119653831|XP_037914801.1|HILL	LOC118504336|XP_035894586.1|ASTE
OG0007263	LOC119660881|XP_037925724.1|HILL	LOC118504339|XP_035894593.1|ASTE
OG0007264	LOC119661041|XP_037926160.1|HILL, LOC119658434|XP_037921761.1|HILL	LOC118504342|XP_035894596.1|ASTE
OG0007265	LOC119654297|XP_037915531.1|HILL	LOC118504354|XP_035894632.1|ASTE
OG0007266	LOC119659929|XP_037924193.1|HILL	LOC118505152|XP_035896425.1|ASTE
OG0007267	LOC119659046|XP_037922881.1|HILL	LOC118504632|XP_035895242.1|ASTE
OG0007268	LOC119659666|XP_037923815.1|HILL	LOC118504628|XP_035895234.1|ASTE
OG0007269	LOC119655699|XP_037917641.1|HILL	LOC118505052|XP_035896218.1|ASTE
OG0007270	LOC119658569|XP_037921945.1|HILL	LOC118505029|XP_035896137.1|ASTE
OG0007271	LOC119659898|XP_037924150.1|HILL	LOC118508539|XP_035904312.1|ASTE
OG0007272	LOC119659345|XP_037923317.1|HILL	LOC118508553|XP_035904338.1|ASTE
OG0007273	LOC119659343|XP_037923315.1|HILL	LOC118508543|XP_035904318.1|ASTE
OG0007274	LOC119658667|XP_037922148.1|HILL	LOC118502367|XP_035890479.1|ASTE
OG0007275	LOC119647463|XP_037904323.1|HILL	LOC118502615|XP_035890882.1|ASTE
OG0007276	LOC119650178|XP_037908660.1|HILL	LOC118506980|XP_035900734.1|ASTE
OG0007277	LOC119649842|XP_037908114.1|HILL	LOC118506972|XP_035900711.1|ASTE
OG0007278	LOC119648314|XP_037905922.1|HILL, LOC119649592|XP_037907729.1|HILL	LOC118506982|XP_035900743.1|ASTE
OG0007279	LOC119647889|XP_037905117.1|HILL	LOC118506687|XP_035900050.1|ASTE
OG0007280	LOC119648927|XP_037906761.1|HILL	LOC118506685|XP_035900044.1|ASTE
OG0007281	LOC119658758|XP_037922379.1|HILL	LOC118502749|XP_035891208.1|ASTE
OG0007282	LOC119658755|XP_037922376.1|HILL	LOC118502708|XP_035891145.1|ASTE
OG0007283	LOC119659830|XP_037924051.1|HILL	LOC118502726|XP_035891179.1|ASTE
OG0007284	LOC119654568|XP_037915946.1|HILL	LOC118505734|XP_035897815.1|ASTE
OG0007285	LOC119655034|XP_037916639.1|HILL	LOC118505729|XP_035897809.1|ASTE
OG0007286	LOC119653857|XP_037914836.1|HILL	LOC118505727|XP_035897803.1|ASTE
OG0007287	LOC119661404|XP_037926661.1|HILL	LOC118505730|XP_035897811.1|ASTE
OG0007288	LOC119653855|XP_037914830.1|HILL	LOC118507720|XP_035902562.1|ASTE
OG0007289	LOC119653902|XP_037914966.1|HILL	LOC118504362|XP_035894648.1|ASTE
OG0007290	LOC119658803|XP_037922453.1|HILL	LOC118506835|XP_035900440.1|ASTE
OG0007291	LOC119646803|XP_037903323.1|HILL	LOC118517559|XP_035919694.1|ASTE
OG0007292	LOC119655048|XP_037916663.1|HILL	LOC118517562|XP_035919697.1|ASTE
OG0007293	LOC119659282|XP_037923218.1|HILL	LOC118508268|XP_035903798.1|ASTE
OG0007294	LOC119660179|XP_037924515.1|HILL	LOC118503215|XP_035892097.1|ASTE
OG0007295	LOC119659585|XP_037923672.1|HILL	LOC118503522|XP_035892774.1|ASTE
OG0007296	LOC119659172|XP_037923054.1|HILL	LOC118505046|XP_035896193.1|ASTE
OG0007297	LOC119660101|XP_037924407.1|HILL	LOC118505073|XP_035896251.1|ASTE
OG0007298	LOC119660323|XP_037924729.1|HILL	LOC118505100|XP_035896296.1|ASTE
OG0007299	LOC119660509|XP_037925034.1|HILL	LOC118508410|XP_035904066.1|ASTE
OG0007300	LOC119659454|XP_037923467.1|HILL	LOC118507707|XP_035902495.1|ASTE
OG0007301	LOC119659965|XP_037924250.1|HILL	LOC118502773|XP_035891258.1|ASTE
OG0007302	LOC119658848|XP_037922525.1|HILL	LOC118505388|XP_035896988.1|ASTE
OG0007304	LOC119646286|XP_037902625.1|HILL	LOC118503186|XP_035892060.1|ASTE
OG0007305	LOC119648328|XP_037905948.1|HILL	LOC118503267|XP_035892220.1|ASTE
OG0007306	LOC119648771|XP_037906532.1|HILL	LOC118503266|XP_035892219.1|ASTE
OG0007307	LOC119659227|XP_037923129.1|HILL	LOC118504543|XP_035895034.1|ASTE
OG0007308	LOC119660309|XP_037924712.1|HILL	LOC118504528|XP_035894963.1|ASTE
OG0007309	LOC119660294|XP_037924693.1|HILL	LOC118502533|XP_035890697.1|ASTE
OG0007310	LOC119658709|XP_037922246.1|HILL	LOC118502531|XP_035890691.1|ASTE
OG0007311	LOC119658660|XP_037922141.1|HILL	LOC118502530|XP_035890688.1|ASTE
OG0007312	LOC119656156|XP_037918420.1|HILL	LOC118504465|XP_035894863.1|ASTE
OG0007313	LOC119653751|XP_037914609.1|HILL	LOC118503016|XP_035891733.1|ASTE
OG0007314	LOC119646869|XP_037903422.1|HILL	LOC118503011|XP_035891720.1|ASTE
OG0007315	LOC119653699|XP_037914505.1|HILL	LOC118502978|XP_035891642.1|ASTE
OG0007316	LOC119658868|XP_037922554.1|HILL	LOC118502997|XP_035891698.1|ASTE
OG0007317	LOC119660314|XP_037924717.1|HILL	LOC118506983|XP_035900744.1|ASTE
OG0007318	LOC119660492|XP_037925007.1|HILL	LOC118506968|XP_035900696.1|ASTE
OG0007319	LOC119649920|XP_037908252.1|HILL	LOC118505692|XP_035897724.1|ASTE
OG0007320	LOC119656298|XP_037918665.1|HILL	LOC118506551|XP_035899748.1|ASTE
OG0007321	LOC119655136|XP_037916800.1|HILL	LOC118506545|XP_035899729.1|ASTE
OG0007322	LOC119654283|XP_037915493.1|HILL	LOC118507591|XP_035902148.1|ASTE
OG0007323	LOC119655751|XP_037917732.1|HILL	LOC118507588|XP_035902144.1|ASTE
OG0007324	LOC119660588|XP_037925185.1|HILL	LOC118506946|XP_035900657.1|ASTE
OG0007325	LOC119660501|XP_037925026.1|HILL	LOC118506934|XP_035900643.1|ASTE
OG0007326	LOC119660500|XP_037925024.1|HILL	LOC118506928|XP_035900620.1|ASTE
OG0007327	LOC119660205|XP_037924569.1|HILL	LOC118508435|XP_035904107.1|ASTE
OG0007328	LOC119659537|XP_037923606.1|HILL	LOC118506941|XP_035900652.1|ASTE
OG0007329	LOC119658957|XP_037922758.1|HILL	LOC118502658|XP_035891002.1|ASTE
OG0007331	LOC119655560|XP_037917411.1|HILL	LOC118506890|XP_035900558.1|ASTE
OG0007332	LOC119654166|XP_037915261.1|HILL	LOC118502517|XP_035890662.1|ASTE
OG0007333	LOC119659590|XP_037923677.1|HILL	LOC118502581|XP_035890816.1|ASTE
OG0007334	LOC119658828|XP_037922490.1|HILL	LOC118506691|XP_035900056.1|ASTE
OG0007335	LOC119647814|XP_037904967.1|HILL	LOC118504743|XP_035895524.1|ASTE
OG0007336	LOC119659710|XP_037923892.1|HILL	LOC118506733|XP_035900165.1|ASTE
OG0007337	LOC119648379|XP_037906039.1|HILL	LOC118506739|XP_035900190.1|ASTE
OG0007338	LOC119647471|XP_037904334.1|HILL	LOC118506398|XP_035899342.1|ASTE
OG0007339	LOC119661299|XP_037926516.1|HILL	LOC118506531|XP_035899692.1|ASTE
OG0007340	LOC119658723|XP_037922304.1|HILL	LOC118505135|XP_035896369.1|ASTE
OG0007341	LOC119658834|XP_037922501.1|HILL	LOC118505791|XP_035898017.1|ASTE
OG0007342	LOC119660427|XP_037924903.1|HILL	LOC118506961|XP_035900675.1|ASTE
OG0007343	LOC119661226|XP_037926380.1|HILL	LOC118504507|XP_035894930.1|ASTE
OG0007344	LOC119647414|XP_037904223.1|HILL	LOC118504506|XP_035894929.1|ASTE
OG0007345	LOC119661629|XP_037926976.1|HILL	LOC118504504|XP_035894924.1|ASTE
OG0007346	LOC119649604|XP_037907749.1|HILL	LOC118504817|XP_035895714.1|ASTE
OG0007347	LOC119655906|XP_037917991.1|HILL	LOC118502631|XP_035890909.1|ASTE
OG0007348	LOC119646629|XP_037903065.1|HILL	LOC118502622|XP_035890889.1|ASTE
OG0007349	LOC119655901|XP_037917985.1|HILL	LOC118502620|XP_035890887.1|ASTE
OG0007350	LOC119655605|XP_037917489.1|HILL	LOC118502639|XP_035890978.1|ASTE
OG0007351	LOC119648688|XP_037906414.1|HILL	LOC118508368|XP_035903983.1|ASTE
OG0007352	LOC119659837|XP_037924062.1|HILL	LOC118502806|XP_035891337.1|ASTE
OG0007353	LOC119659671|XP_037923824.1|HILL	LOC118502811|XP_035891344.1|ASTE
OG0007354	LOC119659798|XP_037923998.1|HILL	LOC118505412|XP_035897054.1|ASTE
OG0007355	LOC119659957|XP_037924237.1|HILL	LOC118502676|XP_035891058.1|ASTE
OG0007356	LOC119646190|XP_037902502.1|HILL	LOC118502772|XP_035891257.1|ASTE
OG0007357	LOC119658621|XP_037922041.1|HILL	LOC118502766|XP_035891245.1|ASTE
OG0007358	LOC119658930|XP_037922686.1|HILL	LOC118502767|XP_035891249.1|ASTE
OG0007359	LOC119658972|XP_037922778.1|HILL	LOC118504496|XP_035894912.1|ASTE
OG0007360	LOC119658665|XP_037922147.1|HILL	LOC118506388|XP_035899321.1|ASTE
OG0007361	LOC119654167|XP_037915264.1|HILL	LOC118504304|XP_035894493.1|ASTE
OG0007362	LOC119660732|XP_037925322.1|HILL	LOC118504306|XP_035894500.1|ASTE
OG0007363	LOC119654294|XP_037915527.1|HILL	LOC118506269|XP_035899064.1|ASTE
OG0007364	LOC119654251|XP_037915423.1|HILL	LOC118505770|XP_035897906.1|ASTE
OG0007365	LOC119655838|XP_037917873.1|HILL	LOC118503249|XP_035892179.1|ASTE
OG0007366	LOC119658878|XP_037922577.1|HILL	LOC118503251|XP_035892182.1|ASTE
OG0007367	LOC119649179|XP_037907134.1|HILL	LOC118503256|XP_035892189.1|ASTE
