Orthogroup	HILL.longest_only	DMIR.longest_only
OG0007321	LOC119655136|XP_037916800.1|HILL	LOC108160177|XP_017149494.1|DMIR
OG0007322	LOC119654283|XP_037915493.1|HILL	LOC108152660|XP_033243380.1|DMIR
OG0007323	LOC119655751|XP_037917732.1|HILL	LOC108164737|XP_017156119.1|DMIR
OG0007324	LOC119660588|XP_037925185.1|HILL	LOC108155675|XP_017142128.1|DMIR
OG0007325	LOC119660501|XP_037925026.1|HILL	LOC108155640|XP_017142076.1|DMIR
OG0007326	LOC119660500|XP_037925024.1|HILL	LOC108155673|XP_017142124.1|DMIR
OG0007327	LOC119660205|XP_037924569.1|HILL	LOC108151759|XP_017136090.1|DMIR
OG0007328	LOC119659537|XP_037923606.1|HILL	LOC108153971|XP_017139556.1|DMIR
OG0007329	LOC119658957|XP_037922758.1|HILL	LOC108156912|XP_017144149.1|DMIR
OG0007330	LOC119655968|XP_037918127.1|HILL, LOC119653531|XP_037914132.1|HILL, LOC119653663|XP_037914422.1|HILL, LOC119653530|XP_037914131.1|HILL	LOC108156565|XP_033253925.1|DMIR
OG0007331	LOC119655560|XP_037917411.1|HILL	LOC108159252|XP_017147870.1|DMIR
OG0007332	LOC119654166|XP_037915261.1|HILL	LOC108156481|XP_017143454.1|DMIR
OG0007333	LOC119659590|XP_037923677.1|HILL	LOC108155101|XP_017141218.1|DMIR
OG0007334	LOC119658828|XP_037922490.1|HILL	LOC108162284|XP_017152432.1|DMIR
OG0007335	LOC119647814|XP_037904967.1|HILL	LOC108152110|XP_017136671.1|DMIR
OG0007336	LOC119659710|XP_037923892.1|HILL	LOC108152349|XP_017137108.1|DMIR
OG0007337	LOC119648379|XP_037906039.1|HILL	LOC108151868|XP_017136249.1|DMIR
OG0007338	LOC119647471|XP_037904334.1|HILL	LOC108151175|XP_017135095.1|DMIR
OG0007339	LOC119661299|XP_037926516.1|HILL	LOC108154599|XP_017140403.1|DMIR
OG0007340	LOC119658723|XP_037922304.1|HILL	LOC108153852|XP_033244804.1|DMIR
OG0007341	LOC119658834|XP_037922501.1|HILL	LOC108156502|XP_017143489.1|DMIR
OG0007342	LOC119660427|XP_037924903.1|HILL	LOC108157313|XP_017144808.1|DMIR
OG0007343	LOC119661226|XP_037926380.1|HILL	LOC108156059|XP_017142831.1|DMIR
OG0007344	LOC119647414|XP_037904223.1|HILL	LOC108164108|XP_017155187.1|DMIR
OG0007345	LOC119661629|XP_037926976.1|HILL	LOC108156060|XP_017142832.1|DMIR
OG0007346	LOC119649604|XP_037907749.1|HILL	LOC108153206|XP_017138515.1|DMIR
OG0007347	LOC119655906|XP_037917991.1|HILL	LOC108155864|XP_017142475.1|DMIR
OG0007348	LOC119646629|XP_037903065.1|HILL	LOC108155857|XP_017142463.1|DMIR
OG0007349	LOC119655901|XP_037917985.1|HILL	LOC108155776|XP_017142328.1|DMIR
OG0007350	LOC119655605|XP_037917489.1|HILL	LOC108164020|XP_017155452.1|DMIR
OG0007351	LOC119648688|XP_037906414.1|HILL	LOC108152545|XP_017137445.1|DMIR
OG0007352	LOC119659837|XP_037924062.1|HILL	LOC108160615|XP_017150220.1|DMIR
OG0007353	LOC119659671|XP_037923824.1|HILL	LOC108155259|XP_033245744.1|DMIR
OG0007354	LOC119659798|XP_037923998.1|HILL	LOC108154846|XP_017140755.1|DMIR
OG0007355	LOC119659957|XP_037924237.1|HILL	LOC108155829|XP_017142423.1|DMIR
OG0007356	LOC119646190|XP_037902502.1|HILL	LOC108159708|XP_017148711.1|DMIR
OG0007357	LOC119658621|XP_037922041.1|HILL	LOC108155537|XP_017141896.1|DMIR
OG0007358	LOC119658930|XP_037922686.1|HILL	LOC108157155|XP_017144553.1|DMIR
OG0007359	LOC119658972|XP_037922778.1|HILL	LOC108156652|XP_017143753.1|DMIR
OG0007360	LOC119658665|XP_037922147.1|HILL	LOC108155381|XP_017141645.1|DMIR
OG0007361	LOC119654167|XP_037915264.1|HILL	LOC108164903|XP_017156360.1|DMIR
OG0007362	LOC119660732|XP_037925322.1|HILL	LOC108162081|XP_017152122.1|DMIR
OG0007363	LOC119654294|XP_037915527.1|HILL	LOC108151945|XP_017136369.1|DMIR
OG0007364	LOC119654251|XP_037915423.1|HILL	LOC108151943|XP_033242176.1|DMIR
OG0007365	LOC119655838|XP_037917873.1|HILL	LOC108152489|XP_017137353.1|DMIR
OG0007366	LOC119658878|XP_037922577.1|HILL	LOC108156995|XP_017144278.1|DMIR
OG0007367	LOC119649179|XP_037907134.1|HILL	LOC108152689|XP_017137681.1|DMIR
OG0007368	LOC119658975|XP_037922783.1|HILL	LOC108155451|XP_017141756.1|DMIR
OG0007369	LOC119659076|XP_037922917.1|HILL	LOC108156938|XP_017144188.1|DMIR
OG0007370	LOC119655389|XP_037917188.1|HILL	LOC108158691|XP_017146713.1|DMIR
OG0007371	LOC119659260|XP_037923180.1|HILL	LOC108155273|XP_017141469.1|DMIR
OG0007372	LOC119660546|XP_037925108.1|HILL	LOC108155209|XP_017141382.1|DMIR
OG0007373	LOC119655081|XP_037916708.1|HILL	LOC108164115|XP_017155202.1|DMIR
OG0007374	LOC119655735|XP_037917713.1|HILL	LOC108164546|XP_017155844.1|DMIR
OG0007375	LOC119655487|XP_037917317.1|HILL	LOC108164838|XP_017156253.1|DMIR
OG0007376	LOC119654451|XP_037915788.1|HILL	LOC108163267|XP_017153952.1|DMIR
OG0007377	LOC119655060|XP_037916679.1|HILL	LOC108156129|XP_017142932.1|DMIR
OG0007378	LOC119655701|XP_037917643.1|HILL	LOC108161159|XP_033251474.1|DMIR
OG0007379	LOC119653553|XP_037914192.1|HILL	LOC108163025|XP_017153559.1|DMIR
OG0007380	LOC119654169|XP_037915269.1|HILL	LOC108152076|XP_017136598.1|DMIR
OG0007381	LOC119655633|XP_037917532.1|HILL	LOC108161992|XP_017151952.1|DMIR
OG0007382	LOC119656037|XP_037918232.1|HILL	LOC108155198|XP_017141363.1|DMIR
OG0007383	LOC119655312|XP_037917072.1|HILL	LOC108152129|XP_033242037.1|DMIR
OG0007384	LOC119654932|XP_037916512.1|HILL	LOC108155231|XP_017141412.1|DMIR
OG0007385	LOC119654343|XP_037915611.1|HILL	LOC108152937|XP_017138123.1|DMIR
OG0007386	LOC119655767|XP_037917750.1|HILL	LOC108164883|XP_017156318.1|DMIR
OG0007387	LOC119655292|XP_037917041.1|HILL	LOC117186839|XP_033244037.1|DMIR
OG0007388	LOC119655291|XP_037917036.1|HILL	LOC117186125|XP_033242163.1|DMIR
OG0007389	LOC119661685|XP_037927056.1|HILL	LOC108163162|XP_017153772.1|DMIR
OG0007390	LOC119654225|XP_037915370.1|HILL	LOC108164579|XP_017155887.1|DMIR
OG0007391	LOC119659169|XP_037923050.1|HILL	LOC108156257|XP_017143106.1|DMIR
OG0007392	LOC119654640|XP_037916043.1|HILL	LOC108151088|XP_017134967.1|DMIR
OG0007393	LOC119658754|XP_037922372.1|HILL	LOC108155677|XP_017142130.1|DMIR
OG0007394	LOC119650791|XP_037909842.1|HILL, LOC119656077|XP_037918286.1|HILL	LOC108164112|XP_017155494.1|DMIR
OG0007395	LOC119654172|XP_037915275.1|HILL	LOC108163995|XP_033255743.1|DMIR
OG0007396	LOC119660410|XP_037924876.1|HILL	LOC108155263|XP_017141453.1|DMIR
OG0007397	LOC119651171|XP_037910517.1|HILL	LOC117188661|XP_033248737.1|DMIR
OG0007398	LOC119660521|XP_037925070.1|HILL	LOC108159009|XP_017147372.1|DMIR
OG0007399	LOC119655718|XP_037917678.1|HILL	LOC108164768|XP_017156169.1|DMIR
OG0007400	LOC119653631|XP_037914335.1|HILL	LOC108164622|XP_017155958.1|DMIR
OG0007401	LOC119655327|XP_037917096.1|HILL	LOC108164750|XP_017156136.1|DMIR
OG0007402	LOC119659230|XP_037923133.1|HILL	LOC108154983|XP_017141011.1|DMIR
OG0007403	LOC119658951|XP_037922752.1|HILL	LOC108155319|XP_033245825.1|DMIR
OG0007404	LOC119658907|XP_037922641.1|HILL	LOC108156593|XP_033244748.1|DMIR
OG0007405	LOC119659726|XP_037923911.1|HILL	LOC108154682|XP_017140512.1|DMIR
OG0007406	LOC119658851|XP_037922531.1|HILL	LOC108155827|XP_017142421.1|DMIR
OG0007407	LOC119653229|XP_037913744.1|HILL	LOC108162754|XP_017153123.1|DMIR
OG0007408	LOC119649560|XP_037907684.1|HILL	LOC108150926|XP_017134746.1|DMIR
OG0007409	LOC119656142|XP_037918402.1|HILL, LOC119649597|XP_037907739.1|HILL	LOC108163172|XP_017153793.1|DMIR
OG0007410	LOC119654686|XP_037916122.1|HILL	LOC108156056|XP_017142829.1|DMIR
OG0007411	LOC119655854|XP_037917901.1|HILL	LOC108155618|XP_017142039.1|DMIR
OG0007412	LOC119654816|XP_037916303.1|HILL	LOC108156521|XP_017143518.1|DMIR
OG0007413	LOC119653528|XP_037914125.1|HILL	LOC108158997|XP_017147348.1|DMIR
OG0007414	LOC119654407|XP_037915719.1|HILL	LOC108162240|XP_017152365.1|DMIR
OG0007415	LOC119655782|XP_037917800.1|HILL	LOC108153653|XP_017139248.1|DMIR
OG0007416	LOC119654184|XP_037915302.1|HILL	LOC108165262|XP_033243394.1|DMIR
OG0007417	LOC119654587|XP_037915974.1|HILL	LOC108164911|XP_017156385.1|DMIR
OG0007418	LOC119653820|XP_037914782.1|HILL	LOC117187818|XP_033246570.1|DMIR, LOC108159807|XP_033246571.1|DMIR, LOC117185853|XP_033253687.1|DMIR
OG0007419	LOC119654356|XP_037915628.1|HILL	LOC108155042|XP_017141104.1|DMIR
OG0007420	LOC119655467|XP_037917297.1|HILL	LOC108158917|XP_017147204.1|DMIR
OG0007421	LOC119653716|XP_037914533.1|HILL	LOC108161252|XP_017150966.1|DMIR
OG0007422	LOC119654855|XP_037916365.1|HILL	LOC108152910|XP_017138054.1|DMIR
OG0007423	LOC119654550|XP_037915923.1|HILL	LOC108159759|XP_017148809.1|DMIR
OG0007424	LOC119648115|XP_037905565.1|HILL	LOC108152430|XP_017137251.1|DMIR
OG0007425	LOC119648332|XP_037905954.1|HILL	LOC108151213|XP_017135180.1|DMIR
OG0007426	LOC119656016|XP_037918194.1|HILL	LOC108161099|XP_017150829.1|DMIR
OG0007427	LOC119646527|XP_037902919.1|HILL	LOC108155352|XP_033254486.1|DMIR
OG0007428	LOC119655696|XP_037917631.1|HILL	LOC108153220|XP_017138541.1|DMIR
OG0007429	LOC119655103|XP_037916753.1|HILL	LOC108158082|XP_017145719.1|DMIR
OG0007430	LOC119647874|XP_037905088.1|HILL	LOC108153480|XP_017139009.1|DMIR
OG0007431	LOC119659053|XP_037922889.1|HILL	LOC108162035|XP_017152047.1|DMIR
OG0007432	LOC119647622|XP_037904593.1|HILL	LOC108153117|XP_017138394.1|DMIR
OG0007433	LOC119647784|XP_037904894.1|HILL	LOC108155994|XP_017142683.1|DMIR
OG0007434	LOC119648902|XP_037906734.1|HILL	LOC108152515|XP_017137397.1|DMIR
OG0007435	LOC119647507|XP_037904395.1|HILL	LOC108152506|XP_017137379.1|DMIR
OG0007436	LOC119650021|XP_037908425.1|HILL	LOC108151524|XP_017135663.1|DMIR
OG0007437	LOC119648780|XP_037906545.1|HILL	LOC108153061|XP_017138322.1|DMIR
OG0007438	LOC119649845|XP_037908118.1|HILL	LOC108151172|XP_017135093.1|DMIR
OG0007439	LOC119656025|XP_037918218.1|HILL	LOC108164847|XP_017156267.1|DMIR
OG0007440	LOC119654649|XP_037916060.1|HILL	LOC108162715|XP_017153071.1|DMIR
OG0007441	LOC119654055|XP_037915148.1|HILL	LOC108158939|XP_017147247.1|DMIR
OG0007442	LOC119654178|XP_037915291.1|HILL	LOC108155613|XP_017142031.1|DMIR
OG0007443	LOC119654222|XP_037915367.1|HILL	LOC108158681|XP_017146702.1|DMIR
OG0007444	LOC119654522|XP_037915891.1|HILL	LOC117189991|XP_033250967.1|DMIR, LOC108160699|XP_017150343.1|DMIR
OG0007445	LOC119654521|XP_037915890.1|HILL	LOC108160698|XP_017150342.1|DMIR, LOC117189990|XP_033250966.1|DMIR
OG0007446	LOC119655878|XP_037917941.1|HILL	LOC108161730|XP_017151542.1|DMIR
OG0007447	LOC119654389|XP_037915690.1|HILL	LOC108163682|XP_017154596.1|DMIR
OG0007448	LOC119655603|XP_037917487.1|HILL	LOC108159960|XP_017149119.1|DMIR, LOC117192898|XP_033253531.1|DMIR
OG0007449	LOC119650365|XP_037908986.1|HILL	LOC108151399|XP_017135475.1|DMIR
OG0007450	LOC119648148|XP_037905647.1|HILL	LOC108161834|XP_017151681.2|DMIR
OG0007451	LOC119649003|XP_037906874.1|HILL	LOC108152692|XP_017137684.1|DMIR
OG0007452	LOC119649677|XP_037907865.1|HILL	LOC108152599|XP_017137544.1|DMIR
OG0007453	LOC119647566|XP_037904488.1|HILL	LOC108152330|XP_017137067.1|DMIR
OG0007454	LOC119660716|XP_037925286.1|HILL	LOC108151977|XP_017136431.1|DMIR
OG0007455	LOC119655724|XP_037917685.1|HILL	LOC108160449|XP_017149949.1|DMIR, LOC117194028|XP_033254546.1|DMIR
OG0007456	LOC119655421|XP_037917238.1|HILL	LOC108156559|XP_017143576.1|DMIR
OG0007457	LOC119654416|XP_037915732.1|HILL	LOC108153356|XP_017138812.1|DMIR
OG0007458	LOC119654417|XP_037915735.1|HILL	LOC108161921|XP_017151826.1|DMIR
OG0007459	LOC119655937|XP_037918052.1|HILL	LOC108155437|XP_017141738.2|DMIR
OG0007460	LOC119654663|XP_037916083.1|HILL	LOC108159399|XP_017148125.1|DMIR
OG0007461	LOC119648561|XP_037906259.1|HILL	LOC108151002|XP_017134841.1|DMIR
OG0007462	LOC119648109|XP_037905554.1|HILL	LOC108151019|XP_017134867.1|DMIR
OG0007463	LOC119650291|XP_037908850.1|HILL	LOC108151007|XP_033243723.1|DMIR
OG0007464	LOC119650393|XP_037909078.1|HILL	LOC108151004|XP_017134849.1|DMIR
OG0007465	LOC119648117|XP_037905567.1|HILL	LOC108153437|XP_017138931.1|DMIR
OG0007466	LOC119655452|XP_037917278.1|HILL	LOC117193850|XP_033254441.1|DMIR, LOC108159850|XP_033246798.1|DMIR
OG0007467	LOC119655880|XP_037917943.1|HILL	LOC108160363|XP_017149823.1|DMIR, LOC117193334|XP_033253954.1|DMIR
OG0007468	LOC119654788|XP_037916263.1|HILL	LOC117190404|XP_033251372.1|DMIR, LOC108159732|XP_017148755.1|DMIR
OG0007469	LOC119649717|XP_037907923.1|HILL	LOC108152271|XP_017136980.2|DMIR
OG0007470	LOC119650173|XP_037908654.1|HILL	LOC108162114|XP_017152175.1|DMIR
OG0007471	LOC119654501|XP_037915862.1|HILL	LOC108160744|XP_017150426.1|DMIR
OG0007472	LOC119654554|XP_037915929.1|HILL	LOC108164533|XP_017155820.2|DMIR
OG0007473	LOC119648722|XP_037906462.1|HILL	LOC108152725|XP_017137750.1|DMIR
OG0007474	LOC119653814|XP_037914770.1|HILL	LOC108159482|XP_033246268.1|DMIR
OG0007475	LOC119648012|XP_037905340.1|HILL	LOC108153347|XP_017138793.1|DMIR
OG0007476	LOC119656203|XP_037918521.1|HILL, LOC119656204|XP_037918522.1|HILL	LOC108152820|XP_017137901.1|DMIR
OG0007477	LOC119656202|XP_037918517.1|HILL	LOC108152037|XP_017136519.1|DMIR
OG0007478	LOC119655326|XP_037917094.1|HILL	LOC108162842|XP_017153273.2|DMIR
OG0007479	LOC119653841|XP_037914815.1|HILL	LOC108164698|XP_017156059.1|DMIR
OG0007480	LOC119660567|XP_037925144.1|HILL	LOC108157013|XP_033244886.1|DMIR
OG0007481	LOC119655714|XP_037917675.1|HILL	LOC108152677|XP_017137662.1|DMIR
OG0007482	LOC119654530|XP_037915901.1|HILL	LOC108162788|XP_017153177.1|DMIR
OG0007483	LOC119654393|XP_037915695.1|HILL	LOC108158521|XP_017146390.1|DMIR
OG0007484	LOC119653425|XP_037913932.1|HILL	LOC108152085|XP_017136615.1|DMIR
OG0007485	LOC119654972|XP_037916559.1|HILL	LOC108152436|XP_017137261.1|DMIR
OG0007486	LOC119653719|XP_037914540.1|HILL	LOC108161444|XP_017151198.1|DMIR
OG0007487	LOC119660941|XP_037925870.1|HILL	LOC108164492|XP_033250244.1|DMIR
OG0007488	LOC119647990|XP_037905303.1|HILL	LOC108152751|XP_017137798.1|DMIR
OG0007489	LOC119660624|XP_037925255.1|HILL	LOC108154600|XP_033244350.1|DMIR
OG0007490	LOC119654276|XP_037915484.1|HILL	LOC117186162|XP_033242276.1|DMIR
OG0007491	LOC119654427|XP_037915747.1|HILL	LOC108152790|XP_017137869.1|DMIR
OG0007492	LOC119655476|XP_037917305.1|HILL	LOC117187904|XP_033246732.1|DMIR
OG0007493	LOC119655130|XP_037916793.1|HILL	LOC117186225|XP_033242545.1|DMIR
OG0007494	LOC119651491|XP_037911033.1|HILL	LOC108163127|XP_017153727.2|DMIR
OG0007495	LOC119653796|XP_037914736.1|HILL	LOC108153292|XP_017138672.1|DMIR
OG0007496	LOC119648858|XP_037906668.1|HILL	LOC108152137|XP_033243250.1|DMIR
OG0007497	LOC119648860|XP_037906673.1|HILL	LOC108151426|XP_017135506.1|DMIR
OG0007498	LOC119647494|XP_037904380.1|HILL	LOC108152301|XP_017137015.1|DMIR
OG0007499	LOC119650363|XP_037908981.1|HILL	LOC108151375|XP_017135425.1|DMIR
OG0007500	LOC119650364|XP_037908983.1|HILL	LOC108151376|XP_017135426.1|DMIR
OG0007501	LOC119650088|XP_037908525.1|HILL	LOC108151428|XP_017135509.1|DMIR
OG0007502	LOC119654968|XP_037916556.1|HILL	LOC108159532|XP_017148395.1|DMIR
OG0007503	LOC119656307|XP_037918677.1|HILL	LOC108162808|XP_033248566.1|DMIR
OG0007504	LOC119649458|XP_037907540.1|HILL	LOC108152951|XP_017138139.1|DMIR
OG0007505	LOC119648276|XP_037905860.1|HILL	LOC108153059|XP_017138320.1|DMIR
OG0007506	LOC119650040|XP_037908450.1|HILL	LOC108152674|XP_017137660.1|DMIR
OG0007507	LOC119654890|XP_037916434.1|HILL	LOC108161812|XP_017151660.1|DMIR
OG0007508	LOC119656699|XP_037919133.1|HILL	LOC108163144|XP_017153746.1|DMIR
OG0007509	LOC119654720|XP_037916168.1|HILL	LOC108162581|XP_017152883.1|DMIR
OG0007510	LOC119655842|XP_037917882.1|HILL	LOC108159051|XP_017147472.1|DMIR, LOC117192822|XP_033253477.1|DMIR
OG0007511	LOC119655617|XP_037917514.1|HILL	LOC108162544|XP_017152817.1|DMIR
OG0007512	LOC119654132|XP_037915222.1|HILL	LOC108155944|XP_017142597.1|DMIR
OG0007513	LOC119660466|XP_037924967.1|HILL	LOC108161822|XP_017151669.1|DMIR
OG0007514	LOC119648552|XP_037906250.1|HILL, LOC119648551|XP_037906249.1|HILL	LOC108152667|XP_017137652.1|DMIR
OG0007515	LOC119661488|XP_037926780.1|HILL	LOC108162623|XP_017152934.1|DMIR
OG0007516	LOC119647058|XP_037903742.1|HILL	LOC108161824|XP_017151671.2|DMIR
OG0007517	LOC119649362|XP_037907403.1|HILL	LOC108152439|XP_017137266.1|DMIR
OG0007518	LOC119654422|XP_037915742.1|HILL	LOC108158935|XP_017147233.1|DMIR
OG0007519	LOC119656225|XP_037918552.1|HILL	LOC108159776|XP_017148824.1|DMIR
OG0007520	LOC119656052|XP_037918245.1|HILL	LOC108163921|XP_017154947.1|DMIR
OG0007521	LOC119653655|XP_037914404.1|HILL	LOC108156665|XP_017143776.1|DMIR
OG0007522	LOC119655523|XP_037917361.1|HILL	LOC108153495|XP_017139039.1|DMIR
OG0007523	LOC119655144|XP_037916811.1|HILL	LOC108159952|XP_017149102.1|DMIR
OG0007524	LOC119655172|XP_037916850.1|HILL	LOC108163173|XP_017153794.1|DMIR
OG0007525	LOC119655479|XP_037917307.1|HILL	LOC108162629|XP_017152941.1|DMIR
OG0007526	LOC119659297|XP_037923236.1|HILL	LOC108154554|XP_017140346.1|DMIR
OG0007527	LOC119654352|XP_037915624.1|HILL	LOC108152831|XP_017137925.1|DMIR
OG0007528	LOC119654354|XP_037915626.1|HILL	LOC108159345|XP_017148039.1|DMIR
OG0007529	LOC119655311|XP_037917069.1|HILL	LOC108161002|XP_017150798.1|DMIR
OG0007530	LOC119660905|XP_037925779.1|HILL	LOC108154082|XP_017139683.1|DMIR
OG0007532	LOC119655590|XP_037917461.1|HILL	LOC108160253|XP_017149607.1|DMIR
OG0007533	LOC119647442|XP_037904292.1|HILL, LOC119647441|XP_037904289.1|HILL	LOC108151784|XP_017136119.1|DMIR
OG0007534	LOC119649574|XP_037907707.1|HILL	LOC108153354|XP_017138810.1|DMIR
OG0007535	LOC119649242|XP_037907236.1|HILL	LOC108153521|XP_017139068.1|DMIR
OG0007536	LOC119659281|XP_037923217.1|HILL	LOC108156852|XP_017144065.1|DMIR
OG0007537	LOC119647532|XP_037904441.1|HILL	LOC108153393|XP_033242818.1|DMIR
OG0007538	LOC119648144|XP_037905621.1|HILL	LOC108151235|XP_017135223.1|DMIR
OG0007539	LOC119652418|XP_037912469.1|HILL	LOC108162392|XP_017152601.1|DMIR
OG0007540	LOC119652696|XP_037912903.1|HILL	LOC108156380|XP_017143283.1|DMIR
OG0007541	LOC119655504|XP_037917335.1|HILL	LOC108158143|XP_017145849.1|DMIR
OG0007542	LOC119653654|XP_037914403.1|HILL	LOC108159568|XP_033248194.1|DMIR
OG0007543	LOC119660735|XP_037925335.1|HILL	LOC108164416|XP_017155582.1|DMIR
OG0007544	LOC119647415|XP_037904224.1|HILL	LOC108153067|XP_017138336.1|DMIR
OG0007545	LOC119660393|XP_037924859.1|HILL	LOC108163430|XP_017154201.1|DMIR
OG0007546	LOC119655851|XP_037917897.1|HILL	LOC108155070|XP_017141146.1|DMIR
OG0007547	LOC119654313|XP_037915564.1|HILL	LOC117191051|XP_033251913.1|DMIR, LOC108158554|XP_017146456.1|DMIR
OG0007548	LOC119647435|XP_037904280.1|HILL	LOC108152565|XP_017137487.1|DMIR
OG0007549	LOC119649910|XP_037908237.1|HILL	LOC108153360|XP_017138815.1|DMIR
OG0007550	LOC119653715|XP_037914524.1|HILL	LOC108152830|XP_017137924.1|DMIR
OG0007551	LOC119654647|XP_037916055.1|HILL	LOC108160727|XP_017150396.1|DMIR
OG0007552	LOC119653518|XP_037914117.1|HILL	LOC108163623|XP_033249599.1|DMIR
OG0007553	LOC119655974|XP_037918137.1|HILL	LOC108161993|XP_017151950.1|DMIR
OG0007554	LOC119648031|XP_037905384.1|HILL	LOC108151851|XP_017136225.1|DMIR
OG0007555	LOC119654487|XP_037915837.1|HILL	LOC108158449|XP_017146221.1|DMIR
OG0007556	LOC119656185|XP_037918463.1|HILL	LOC108160904|XP_017150666.1|DMIR
OG0007557	LOC119653643|XP_037914382.1|HILL	LOC108160450|XP_017149950.1|DMIR
OG0007558	LOC119654874|XP_037916397.1|HILL	LOC108160207|XP_017149538.1|DMIR
OG0007559	LOC119649477|XP_037907572.1|HILL	LOC108163857|XP_017154861.1|DMIR
OG0007560	LOC119650248|XP_037908766.1|HILL	LOC108153290|XP_017138667.1|DMIR
OG0007561	LOC119649216|XP_037907203.1|HILL	LOC108153106|XP_033242899.1|DMIR
OG0007562	LOC119648907|XP_037906740.1|HILL	LOC108152765|XP_017137828.1|DMIR
OG0007563	LOC119648397|XP_037906066.1|HILL	LOC108151259|XP_017135266.1|DMIR
OG0007564	LOC119648855|XP_037906660.1|HILL	LOC108151983|XP_017136436.1|DMIR
OG0007565	LOC119651474|XP_037911012.1|HILL	LOC108156267|XP_017143124.1|DMIR
OG0007566	LOC119646382|XP_037902754.1|HILL	LOC108159289|XP_017147942.1|DMIR
OG0007567	LOC119652285|XP_037912206.1|HILL	LOC108155650|XP_017142088.1|DMIR
OG0007568	LOC119654870|XP_037916392.1|HILL	LOC108158422|XP_017146189.1|DMIR
OG0007569	LOC119654862|XP_037916375.1|HILL	LOC108159338|XP_017148025.1|DMIR
OG0007570	LOC119654415|XP_037915730.1|HILL	LOC108158420|XP_017146186.1|DMIR
OG0007571	LOC119655182|XP_037916867.1|HILL	LOC108158418|XP_017146183.1|DMIR, LOC117193012|XP_033253622.1|DMIR
OG0007572	LOC119655689|XP_037917621.1|HILL	LOC108161829|XP_017151677.1|DMIR
OG0007573	LOC119653877|XP_037914921.1|HILL	LOC108159561|XP_017148488.1|DMIR
OG0007574	LOC119654520|XP_037915889.1|HILL	LOC108159111|XP_017147581.1|DMIR
OG0007575	LOC119654515|XP_037915881.1|HILL	LOC108160024|XP_017149249.1|DMIR
OG0007576	LOC119654916|XP_037916483.1|HILL	LOC108157466|XP_017145036.1|DMIR
OG0007577	LOC119653777|XP_037914707.1|HILL	LOC108162350|XP_017152545.1|DMIR
OG0007578	LOC119654232|XP_037915383.1|HILL	LOC108161952|XP_017151894.2|DMIR
OG0007579	LOC119655889|XP_037917964.1|HILL	LOC108160116|XP_017149398.1|DMIR
OG0007581	LOC119654229|XP_037915379.1|HILL	LOC108162182|XP_017152262.1|DMIR
OG0007582	LOC119649640|XP_037907820.1|HILL	LOC108154698|XP_017140536.1|DMIR
OG0007583	LOC119654259|XP_037915452.1|HILL	LOC108160014|XP_017149236.1|DMIR
OG0007584	LOC119653807|XP_037914758.1|HILL	LOC108153076|XP_017138352.1|DMIR
OG0007585	LOC119653421|XP_037913926.1|HILL	LOC108151005|XP_017134850.1|DMIR
OG0007586	LOC119656029|XP_037918221.1|HILL	LOC108162175|XP_017152257.1|DMIR
OG0007587	LOC119654652|XP_037916068.1|HILL	LOC117185823|XP_033253729.1|DMIR, LOC108159695|XP_017148693.1|DMIR
OG0007588	LOC119654804|XP_037916286.1|HILL	LOC117189024|XP_033249789.1|DMIR
OG0007589	LOC119660580|XP_037925161.1|HILL	LOC108156583|XP_017143609.1|DMIR
OG0007590	LOC119648102|XP_037905538.1|HILL	LOC108151130|XP_017135043.1|DMIR
OG0007591	LOC119654361|XP_037915634.1|HILL	LOC108158811|XP_017146988.1|DMIR
OG0007592	LOC119656141|XP_037918401.1|HILL	LOC108159422|XP_017148177.1|DMIR
OG0007593	LOC119660929|XP_037925840.1|HILL	LOC108152380|XP_017137161.1|DMIR
OG0007594	LOC119655114|XP_037916764.1|HILL	LOC108158814|XP_017146992.1|DMIR
OG0007595	LOC119655969|XP_037918130.1|HILL	LOC108160868|XP_017150619.1|DMIR
OG0007596	LOC119649582|XP_037907714.1|HILL	LOC108151359|XP_017135407.1|DMIR
OG0007597	LOC119649247|XP_037907242.1|HILL	LOC108151640|XP_017135835.1|DMIR
OG0007598	LOC119655750|XP_037917730.1|HILL	LOC108159673|XP_017148649.1|DMIR
OG0007599	LOC119649423|XP_037907498.1|HILL	LOC108152695|XP_017137690.1|DMIR
OG0007600	LOC119648338|XP_037905961.1|HILL	LOC108151966|XP_017136400.1|DMIR
OG0007601	LOC119649735|XP_037907946.1|HILL	LOC108153173|XP_017138468.1|DMIR
OG0007602	LOC119648838|XP_037906642.1|HILL	LOC108152744|XP_017137781.1|DMIR
OG0007603	LOC119648043|XP_037905408.1|HILL	LOC108152740|XP_017137777.1|DMIR
OG0007604	LOC119649750|XP_037907968.1|HILL	LOC108151926|XP_017136335.1|DMIR
OG0007605	LOC119649661|XP_037907845.1|HILL	LOC108151085|XP_017134957.1|DMIR
OG0007606	LOC119647657|XP_037904655.1|HILL	LOC108152220|XP_017136886.1|DMIR
OG0007607	LOC119648101|XP_037905533.1|HILL	LOC108157090|XP_017144443.2|DMIR
OG0007608	LOC119650047|XP_037908459.1|HILL	LOC108151658|XP_017135868.1|DMIR
OG0007609	LOC119649317|XP_037907348.1|HILL	LOC108164535|XP_017155823.1|DMIR
