Orthogroup	HILL.longest_only	DANA.longest_only
OG0007576	LOC119654916|XP_037916483.1|HILL	LOC6502975|XP_032308980.1|DANA
OG0007577	LOC119653777|XP_037914707.1|HILL	LOC6502131|XP_001966152.1|DANA
OG0007578	LOC119654232|XP_037915383.1|HILL	LOC6499468|XP_032308683.1|DANA, LOC26514262|XP_014760645.1|DANA
OG0007579	LOC119655889|XP_037917964.1|HILL	LOC6495222|XP_001958815.1|DANA
OG0007581	LOC119654229|XP_037915379.1|HILL	LOC6503567|XP_001965287.1|DANA
OG0007582	LOC119649640|XP_037907820.1|HILL	LOC6500341|XP_001953006.2|DANA
OG0007583	LOC119654259|XP_037915452.1|HILL	LOC6496106|XP_001960237.2|DANA
OG0007584	LOC119653807|XP_037914758.1|HILL	LOC6502173|XP_001966082.1|DANA
OG0007585	LOC119653421|XP_037913926.1|HILL	LOC6507122|XP_001956632.1|DANA
OG0007586	LOC119656029|XP_037918221.1|HILL	LOC6504363|XP_001964989.2|DANA
OG0007587	LOC119654652|XP_037916068.1|HILL	LOC6495817|XP_032306343.1|DANA
OG0007588	LOC119654804|XP_037916286.1|HILL	LOC6499156|XP_014760139.1|DANA
OG0007589	LOC119660580|XP_037925161.1|HILL	LOC6503985|XP_001963959.1|DANA
OG0007590	LOC119648102|XP_037905538.1|HILL	LOC6507810|XP_032309907.1|DANA
OG0007591	LOC119654361|XP_037915634.1|HILL	LOC6495332|XP_001958616.1|DANA
OG0007592	LOC119656141|XP_037918401.1|HILL	LOC6495852|XP_001959711.1|DANA
OG0007593	LOC119660929|XP_037925840.1|HILL	LOC6504147|XP_032308700.1|DANA
OG0007594	LOC119655114|XP_037916764.1|HILL	LOC6495344|XP_001958624.1|DANA
OG0007595	LOC119655969|XP_037918130.1|HILL	LOC6496021|XP_001960060.1|DANA
OG0007596	LOC119649582|XP_037907714.1|HILL	LOC6493161|XP_001957170.3|DANA
OG0007597	LOC119649247|XP_037907242.1|HILL	LOC6506277|XP_001958213.1|DANA
OG0007598	LOC119655750|XP_037917730.1|HILL	LOC6494411|XP_001960381.1|DANA
OG0007599	LOC119649423|XP_037907498.1|HILL	LOC6493283|XP_001957434.1|DANA
OG0007600	LOC119648338|XP_037905961.1|HILL	LOC6506305|XP_001958150.1|DANA
OG0007601	LOC119649735|XP_037907946.1|HILL	LOC6493600|XP_032310381.1|DANA
OG0007602	LOC119648838|XP_037906642.1|HILL	LOC6507791|XP_001956349.1|DANA
OG0007603	LOC119648043|XP_037905408.1|HILL	LOC6507273|XP_014765122.1|DANA
OG0007604	LOC119649750|XP_037907968.1|HILL	LOC6507487|XP_001955905.1|DANA
OG0007605	LOC119649661|XP_037907845.1|HILL	LOC6506105|XP_001958540.3|DANA
OG0007606	LOC119647657|XP_037904655.1|HILL	LOC6507145|XP_032310415.1|DANA
OG0007607	LOC119648101|XP_037905533.1|HILL	LOC6498923|XP_001955671.1|DANA
OG0007608	LOC119650047|XP_037908459.1|HILL	LOC6506749|XP_032310824.1|DANA
OG0007609	LOC119649317|XP_037907348.1|HILL	LOC6505221|XP_001965570.1|DANA
OG0007610	LOC119653604|XP_037914288.1|HILL	LOC6494341|XP_001960501.2|DANA
OG0007611	LOC119661003|XP_037926037.1|HILL	LOC6504364|XP_014759434.1|DANA
OG0007612	LOC119654302|XP_037915536.1|HILL	LOC6496227|XP_001960491.1|DANA
OG0007613	LOC119654806|XP_037916290.1|HILL	LOC6494796|XP_001959651.3|DANA
OG0007614	LOC119655434|XP_037917255.1|HILL	LOC6493094|XP_001957031.1|DANA
OG0007615	LOC119654842|XP_037916348.1|HILL	LOC6493563|XP_001958004.1|DANA
OG0007616	LOC119652252|XP_037912161.1|HILL	LOC6505930|XP_001964636.2|DANA
OG0007617	LOC119649861|XP_037908159.1|HILL	LOC6493239|XP_001957338.1|DANA
OG0007618	LOC119647565|XP_037904487.1|HILL	LOC6507828|XP_001956431.1|DANA
OG0007619	LOC119649934|XP_037908281.1|HILL	LOC6493835|XP_001958530.1|DANA
OG0007620	LOC119647742|XP_037904780.1|HILL	LOC6506692|XP_032310236.1|DANA
OG0007621	LOC119661752|XP_037927150.1|HILL	LOC6495935|XP_001959884.2|DANA
OG0007622	LOC119648869|XP_037906684.1|HILL	LOC6507848|XP_014765490.2|DANA
OG0007623	LOC119650256|XP_037908776.1|HILL	LOC6507109|XP_032310425.1|DANA
OG0007624	LOC119649418|XP_037907485.1|HILL	LOC6506745|XP_001957317.1|DANA
OG0007625	LOC119647410|XP_037904214.1|HILL	LOC6507879|XP_032309518.1|DANA
OG0007626	LOC119647925|XP_037905184.1|HILL	LOC6492938|XP_001956690.1|DANA
OG0007627	LOC119648883|XP_037906707.1|HILL	LOC6507089|XP_001956689.1|DANA
OG0007628	LOC119660854|XP_037925678.1|HILL	LOC6493213|XP_032308052.1|DANA
OG0007629	LOC119651470|XP_037911006.1|HILL	LOC6507030|XP_001956792.1|DANA
OG0007630	LOC119650976|XP_037910167.1|HILL	LOC6499339|XP_001954835.3|DANA
OG0007631	LOC119659254|XP_037923172.1|HILL	LOC6499098|XP_001955306.1|DANA
OG0007632	LOC119649099|XP_037907030.1|HILL	LOC6507553|XP_001955904.1|DANA
OG0007633	LOC119646244|XP_037902565.1|HILL	LOC26514077|XP_014762296.1|DANA
OG0007634	LOC119651618|XP_037911201.1|HILL	LOC6501578|XP_001955510.1|DANA
OG0007635	LOC119648232|XP_037905780.1|HILL	LOC6498426|XP_001962788.1|DANA
OG0007636	LOC119657877|XP_037920936.1|HILL	LOC6493667|XP_001958188.1|DANA
OG0007637	LOC119650687|XP_037909577.1|HILL	LOC6499447|XP_001965899.2|DANA
OG0007638	LOC119647120|XP_037903834.1|HILL	LOC6504680|XP_032309071.1|DANA
OG0007639	LOC119658679|XP_037922171.1|HILL	LOC6502990|XP_001963459.1|DANA
OG0007640	LOC119647025|XP_037903690.1|HILL	LOC6495629|XP_001959254.1|DANA
OG0007641	LOC119652602|XP_037912761.1|HILL	LOC6500971|XP_001954274.1|DANA
OG0007642	LOC119653805|XP_037914752.1|HILL	LOC6496327|XP_001960707.1|DANA
OG0007643	LOC119661360|XP_037926597.1|HILL, LOC119661361|XP_037926598.1|HILL, LOC119657460|XP_037920308.1|HILL	LOC6499266|XP_001954991.1|DANA
OG0007644	LOC119659599|XP_037923695.1|HILL	LOC6505633|XP_001964567.1|DANA
OG0007647	LOC119656012|XP_037918189.1|HILL	LOC6498286|XP_001962462.1|DANA
OG0007648	LOC119653318|XP_037913833.1|HILL	LOC6494078|XP_001961022.1|DANA
OG0007649	LOC119649302|XP_037907327.1|HILL	LOC6507768|XP_001956315.2|DANA
OG0007650	LOC119646716|XP_037903222.1|HILL, LOC119646687|XP_037903175.1|HILL	LOC6494586|XP_001960057.2|DANA
OG0007651	LOC119649095|XP_037907025.1|HILL	LOC6503575|XP_001964127.2|DANA
OG0007653	LOC119660595|XP_037925197.1|HILL	LOC6493232|XP_001957320.1|DANA
OG0007664	LOC119653146|XP_037913608.1|HILL	LOC6501559|XP_001955472.2|DANA
OG0007665	LOC119656492|XP_037918749.1|HILL	LOC6502359|XP_032308271.1|DANA
OG0007666	LOC119656910|XP_037919528.1|HILL	LOC6504456|XP_001966950.1|DANA
OG0007667	LOC119657442|XP_037920281.1|HILL	LOC6503957|XP_001963917.1|DANA
OG0007668	LOC119657016|XP_037919690.1|HILL	LOC6497504|XP_001961946.1|DANA
OG0007669	LOC119657676|XP_037920631.1|HILL	LOC6504821|XP_032309023.1|DANA
OG0007670	LOC119657675|XP_037920629.1|HILL	LOC6504822|XP_001966399.1|DANA
OG0007671	LOC119657155|XP_037919860.1|HILL	LOC6501920|XP_001966691.2|DANA
OG0007672	LOC119657123|XP_037919815.1|HILL	LOC6503960|XP_001963923.1|DANA
OG0007673	LOC119657769|XP_037920768.1|HILL	LOC6505598|XP_001964619.1|DANA
OG0007674	LOC119658306|XP_037921537.1|HILL	LOC6504479|XP_001966986.3|DANA
OG0007675	LOC119656615|XP_037918983.1|HILL	LOC6505008|XP_001965642.1|DANA
OG0007676	LOC119656730|XP_037919193.1|HILL	LOC6505096|XP_001965473.1|DANA
OG0007677	LOC119656703|XP_037919140.1|HILL	LOC6503554|XP_001964168.1|DANA
OG0007678	LOC119646697|XP_037903189.1|HILL	LOC26513704|XP_032311950.1|DANA
OG0007679	LOC119656735|XP_037919205.1|HILL	LOC6501878|XP_032311967.1|DANA
OG0007680	LOC119650741|XP_037909738.1|HILL	LOC6497726|XP_001961478.2|DANA
OG0007681	LOC119652053|XP_037911919.1|HILL	LOC6498914|XP_032312168.1|DANA
OG0007683	LOC119656569|XP_037918883.1|HILL	LOC6503116|XP_001963454.1|DANA
OG0007684	LOC119657876|XP_037920935.1|HILL	LOC6505260|XP_001965644.1|DANA
OG0007685	LOC119657760|XP_037920749.1|HILL	LOC6493475|XP_032311802.1|DANA
OG0007686	LOC119656521|XP_037918792.1|HILL	LOC6502322|XP_001967151.2|DANA
OG0007687	LOC119656702|XP_037919139.1|HILL	LOC6502119|XP_001966171.2|DANA
OG0007688	LOC119651945|XP_037911726.1|HILL	LOC6499824|XP_001953838.1|DANA
OG0007689	LOC119657558|XP_037920444.1|HILL	LOC6504377|XP_001967088.2|DANA
OG0007690	LOC119657128|XP_037919820.1|HILL	LOC6501836|XP_014759595.1|DANA
OG0007691	LOC119657427|XP_037920261.1|HILL	LOC6498931|XP_014765829.1|DANA
OG0007692	LOC119658454|XP_037921788.1|HILL	LOC6504482|XP_032308248.1|DANA
OG0007693	LOC119657781|XP_037920783.1|HILL	LOC6498804|XP_001967292.1|DANA
OG0007694	LOC119657987|XP_037921132.1|HILL	LOC6506340|XP_001958073.1|DANA
OG0007695	LOC119656833|XP_037919409.1|HILL	LOC6503075|XP_032308951.1|DANA
OG0007696	LOC119661267|XP_037926453.1|HILL	LOC6502774|XP_001958199.3|DANA
OG0007697	LOC119657993|XP_037921139.1|HILL	LOC6507698|XP_014765413.1|DANA
OG0007698	LOC119656829|XP_037919403.1|HILL	LOC6503565|XP_001964150.2|DANA
OG0007699	LOC119658419|XP_037921742.1|HILL	LOC6503720|XP_001963868.1|DANA
OG0007700	LOC119656810|XP_037919356.1|HILL	LOC6507947|XP_001966480.1|DANA
OG0007701	LOC119657538|XP_037920409.1|HILL	LOC6503898|XP_032308467.1|DANA
OG0007702	LOC119657661|XP_037920616.1|HILL	LOC6503881|XP_001963774.1|DANA
OG0007703	LOC119657171|XP_037919886.1|HILL	LOC6502288|XP_001966175.1|DANA
OG0007705	LOC119657130|XP_037919828.1|HILL	LOC6501847|XP_001966810.1|DANA
OG0007706	LOC119658362|XP_037921650.1|HILL	LOC6505066|XP_001965527.1|DANA
OG0007707	LOC119658368|XP_037921657.1|HILL	LOC6504270|XP_032308860.1|DANA
OG0007708	LOC119656638|XP_037919009.1|HILL	LOC6504918|XP_014759855.1|DANA
OG0007709	LOC119657083|XP_037919767.1|HILL	LOC6502169|XP_001966092.1|DANA
OG0007710	LOC119647545|XP_037904467.1|HILL	LOC6507964|XP_032311915.1|DANA
OG0007711	LOC119646817|XP_037903359.1|HILL	LOC6504493|XP_001967006.1|DANA
OG0007712	LOC119661459|XP_037926745.1|HILL	LOC6503742|XP_032308418.1|DANA
OG0007713	LOC119657303|XP_037920076.1|HILL	LOC6504014|XP_032308445.1|DANA
OG0007714	LOC119657764|XP_037920760.1|HILL	LOC6504526|XP_001967074.1|DANA
OG0007715	LOC119656933|XP_037919555.1|HILL	LOC6501853|XP_001966798.1|DANA
OG0007716	LOC119657082|XP_037919766.1|HILL	LOC6503519|XP_001964222.1|DANA
OG0007717	LOC119658603|XP_037922002.1|HILL	LOC6499392|XP_001954728.1|DANA
OG0007718	LOC119658300|XP_037921528.1|HILL	LOC6503617|XP_001964060.1|DANA
OG0007719	LOC119656594|XP_037918933.1|HILL	LOC6503969|XP_032308572.1|DANA
OG0007720	LOC119657742|XP_037920714.1|HILL	LOC6503967|XP_032308385.1|DANA
OG0007721	LOC119656655|XP_037919050.1|HILL	LOC6501922|XP_032308131.1|DANA
OG0007722	LOC119657430|XP_037920260.1|HILL	LOC6501903|XP_001966697.3|DANA
OG0007723	LOC119657517|XP_037920387.1|HILL	LOC6501925|XP_032308164.1|DANA
OG0007724	LOC119658359|XP_037921647.1|HILL	LOC6507328|XP_001965355.3|DANA
OG0007725	LOC119657265|XP_037920024.1|HILL	LOC6505235|XP_001965592.1|DANA
OG0007726	LOC119658259|XP_037921478.1|HILL	LOC6503141|XP_001963511.1|DANA
OG0007727	LOC119657415|XP_037920241.1|HILL	LOC6502256|XP_001966094.1|DANA
OG0007728	LOC119655240|XP_037916956.1|HILL	LOC6504738|XP_001966288.1|DANA
OG0007729	LOC119656857|XP_037919438.1|HILL	LOC6502978|XP_001963481.1|DANA
OG0007730	LOC119657780|XP_037920779.1|HILL	LOC6504749|XP_032309020.1|DANA
OG0007731	LOC119656950|XP_037919591.1|HILL	LOC6507000|XP_014765028.1|DANA
OG0007732	LOC119657288|XP_037920063.1|HILL	LOC6498766|XP_032308205.1|DANA
OG0007733	LOC119657680|XP_037920638.1|HILL	LOC6504507|XP_001967041.1|DANA
OG0007734	LOC119656598|XP_037918953.1|HILL	LOC6504402|XP_001967039.1|DANA
OG0007735	LOC119657688|XP_037920646.1|HILL	LOC6503877|XP_001963761.1|DANA
OG0007736	LOC119657692|XP_037920652.1|HILL	LOC6504833|XP_001966418.1|DANA
OG0007737	LOC119659423|XP_037923428.1|HILL	LOC6501103|XP_001954553.1|DANA
OG0007738	LOC119658817|XP_037922473.1|HILL	LOC6499771|XP_014766218.1|DANA
OG0007739	LOC119657961|XP_037921091.1|HILL	LOC6504971|XP_001965714.2|DANA
OG0007740	LOC119656728|XP_037919187.1|HILL	LOC6504926|XP_001966605.1|DANA
OG0007741	LOC119657759|XP_037920747.1|HILL	LOC6502250|XP_032309340.1|DANA
OG0007742	LOC119657409|XP_037920230.1|HILL	LOC6502391|XP_014759387.1|DANA
OG0007743	LOC119651866|XP_037911602.1|HILL	LOC6505530|XP_032312382.1|DANA
OG0007744	LOC119658241|XP_037921447.1|HILL	LOC26515257|XP_014762411.1|DANA
OG0007745	LOC119650613|XP_037909422.1|HILL	LOC6500884|XP_001954103.2|DANA
OG0007746	LOC119658050|XP_037921222.1|HILL	LOC6505637|XP_001964557.1|DANA
OG0007747	LOC119657105|XP_037919790.1|HILL	LOC6504995|XP_032307820.1|DANA
OG0007748	LOC119658263|XP_037921483.1|HILL	LOC116655118|XP_032308236.1|DANA, LOC6498768|XP_032308235.1|DANA
OG0007749	LOC119658252|XP_037921464.1|HILL	LOC6504648|XP_001966475.1|DANA
OG0007750	LOC119661635|XP_037926986.1|HILL	LOC6505949|XP_001964665.1|DANA
OG0007751	LOC119657080|XP_037919763.1|HILL	LOC6497696|XP_001961548.1|DANA
OG0007753	LOC119657289|XP_037920064.1|HILL	LOC6501838|XP_001966826.1|DANA
OG0007754	LOC119656869|XP_037919455.1|HILL	LOC6506120|XP_001958508.1|DANA
OG0007755	LOC119657470|XP_037920317.1|HILL	LOC6505161|XP_001965460.3|DANA
OG0007756	LOC119657613|XP_037920539.1|HILL	LOC6502123|XP_032309402.1|DANA
OG0007757	LOC119658060|XP_037921241.1|HILL	LOC6503598|XP_001964084.2|DANA
OG0007758	LOC119650774|XP_037909807.1|HILL	LOC6506318|XP_001965152.1|DANA
OG0007759	LOC119657321|XP_037920109.1|HILL	LOC6498979|XP_001955570.2|DANA
OG0007760	LOC119657805|XP_037920829.1|HILL	LOC6504917|XP_001966587.1|DANA
OG0007761	LOC119657325|XP_037920115.1|HILL	LOC6505157|XP_001965455.1|DANA
OG0007762	LOC119658488|XP_037921875.1|HILL	LOC6505101|XP_001965456.2|DANA
OG0007763	LOC119657571|XP_037920464.1|HILL	LOC6497694|XP_001961552.2|DANA
OG0007764	LOC119656885|XP_037919482.1|HILL	LOC6503680|XP_014761024.1|DANA
OG0007765	LOC119657356|XP_037920158.1|HILL	LOC6503979|XP_032308612.1|DANA
OG0007766	LOC119657701|XP_037920668.1|HILL	LOC6500172|XP_014766410.1|DANA
OG0007768	LOC119657039|XP_037919721.1|HILL	LOC6504582|XP_001966585.1|DANA
OG0007769	LOC119656909|XP_037919527.1|HILL	LOC6494135|XP_001965971.2|DANA
OG0007770	LOC119658044|XP_037921213.1|HILL	LOC6497945|XP_001961773.1|DANA
OG0007771	LOC119657679|XP_037920636.1|HILL	LOC6497812|XP_001961497.2|DANA
OG0007772	LOC119656659|XP_037919065.1|HILL	LOC6502207|XP_001966033.1|DANA
OG0007773	LOC119652861|XP_037913145.1|HILL, LOC119652495|XP_037912605.1|HILL	LOC116656051|XP_032311222.1|DANA, LOC6497116|XP_001962726.3|DANA
OG0007774	LOC119658485|XP_037921858.1|HILL	LOC6493521|XP_001957917.2|DANA
OG0007775	LOC119658043|XP_037921212.1|HILL	LOC6498788|XP_001967257.1|DANA
OG0007776	LOC119657820|XP_037920862.1|HILL	LOC6505173|XP_014760308.1|DANA
OG0007777	LOC119656662|XP_037919069.1|HILL	LOC6505257|XP_001965639.1|DANA
OG0007778	LOC119658513|XP_037921914.1|HILL	LOC6502957|XP_001963516.1|DANA
OG0007779	LOC119659385|XP_037923372.1|HILL	LOC6507023|XP_001956804.1|DANA
OG0007780	LOC119657690|XP_037920648.1|HILL	LOC6505140|XP_001965427.1|DANA
OG0007781	LOC119656511|XP_037918775.1|HILL	LOC6502297|XP_014760003.1|DANA
OG0007782	LOC119657747|XP_037920722.1|HILL	LOC6504176|XP_001964325.1|DANA
OG0007783	LOC119656540|XP_037918813.1|HILL	LOC6503095|XP_001963414.1|DANA
OG0007784	LOC119660808|XP_037925576.1|HILL	LOC6500987|XP_001954305.1|DANA
OG0007785	LOC119648537|XP_037906235.1|HILL	LOC6502212|XP_001966021.1|DANA
OG0007786	LOC119661211|XP_037926362.1|HILL	LOC6497693|XP_032307445.1|DANA
OG0007787	LOC119652680|XP_037912880.1|HILL	LOC6499013|XP_032312132.1|DANA
OG0007788	LOC119657933|XP_037921049.1|HILL	LOC6499363|XP_001954791.1|DANA
OG0007789	LOC119651000|XP_037910215.1|HILL	LOC6499796|XP_032306612.1|DANA
OG0007790	LOC119653098|XP_037913534.1|HILL	LOC6499073|XP_001955364.3|DANA
OG0007791	LOC119650903|XP_037910018.1|HILL	LOC6499074|XP_032310798.1|DANA
OG0007792	LOC119656927|XP_037919548.1|HILL	LOC6503152|XP_001963529.1|DANA
OG0007793	LOC119658768|XP_037922393.1|HILL	LOC6500328|XP_032305327.1|DANA
OG0007794	LOC119660985|XP_037926001.1|HILL	LOC6503196|XP_001963623.1|DANA
OG0007795	LOC119654618|XP_037916019.1|HILL	LOC6503560|XP_001964158.1|DANA
OG0007796	LOC119651433|XP_037910960.1|HILL	LOC6499880|XP_001953712.1|DANA
OG0007797	LOC119653015|XP_037913380.1|HILL	LOC6498989|XP_014765867.1|DANA
OG0007798	LOC119653016|XP_037913382.1|HILL	LOC6498990|XP_001955551.1|DANA
OG0007799	LOC119651538|XP_037911098.1|HILL	LOC6501620|XP_001955619.1|DANA
OG0007800	LOC119653047|XP_037913438.1|HILL	LOC6500856|XP_001954045.1|DANA
OG0007801	LOC119650832|XP_037909901.1|HILL	LOC6502659|XP_001953686.2|DANA
OG0007803	LOC119658483|XP_037921856.1|HILL	LOC6499911|XP_001953649.2|DANA
OG0007804	LOC119653082|XP_037913507.1|HILL	LOC6505056|XP_032308010.1|DANA
OG0007805	LOC119661520|XP_037926823.1|HILL	LOC6505205|XP_001965546.1|DANA
OG0007806	LOC119661519|XP_037926822.1|HILL	LOC6505055|XP_001965547.1|DANA
OG0007808	LOC119652892|XP_037913190.1|HILL	LOC6499889|XP_001953694.1|DANA
OG0007809	LOC119657532|XP_037920403.1|HILL	LOC6502948|XP_001963538.1|DANA
OG0007810	LOC119656590|XP_037918926.1|HILL	LOC6505810|XP_001965029.1|DANA
OG0007811	LOC119660206|XP_037924570.1|HILL	LOC6500248|XP_032312148.1|DANA
OG0007812	LOC119654531|XP_037915902.1|HILL	LOC6501938|XP_001966727.1|DANA
OG0007813	LOC119659740|XP_037923929.1|HILL	LOC6501451|XP_001955285.1|DANA
OG0007814	LOC119649324|XP_037907357.1|HILL	LOC6503794|XP_001963733.1|DANA
OG0007815	LOC119650758|XP_037909778.1|HILL	LOC6501874|XP_001966758.1|DANA
OG0007816	LOC119653123|XP_037913577.1|HILL	LOC6506771|XP_001957271.1|DANA
OG0007817	LOC119651161|XP_037910507.1|HILL	LOC6501415|XP_001955203.1|DANA
OG0007818	LOC119653140|XP_037913600.1|HILL	LOC6498905|XP_001955703.2|DANA
OG0007819	LOC119649341|XP_037907378.1|HILL	LOC6502927|XP_001963573.1|DANA
OG0007822	LOC119652954|XP_037913275.1|HILL	LOC6498996|XP_001955543.3|DANA
OG0007823	LOC119651954|XP_037911735.1|HILL	LOC6498994|XP_001955545.1|DANA
OG0007824	LOC119658061|XP_037921242.1|HILL	LOC6505541|XP_001964731.1|DANA
OG0007825	LOC119651422|XP_037910945.1|HILL	LOC6500866|XP_001954066.1|DANA
OG0007826	LOC119651367|XP_037910870.1|HILL	LOC6501355|XP_001955058.1|DANA
OG0007827	LOC119657157|XP_037919867.1|HILL	LOC6504569|XP_001966615.1|DANA
OG0007828	LOC119648242|XP_037905802.1|HILL	LOC6493318|XP_001957514.1|DANA
OG0007829	LOC119651741|XP_037911398.1|HILL	LOC6499603|XP_001954315.1|DANA
OG0007831	LOC119658314|XP_037921566.1|HILL	LOC6504907|XP_001966569.2|DANA
OG0007832	LOC119652973|XP_037913308.1|HILL	LOC6502246|XP_001967143.2|DANA
OG0007833	LOC119658264|XP_037921484.1|HILL	LOC6504889|XP_014759846.1|DANA
OG0007834	LOC119652553|XP_037912685.1|HILL	LOC6500664|XP_001953678.1|DANA
OG0007835	LOC119651371|XP_037910872.1|HILL	LOC6500671|XP_001953692.1|DANA
OG0007837	LOC119651875|XP_037911616.1|HILL	LOC6501395|XP_001955159.1|DANA
OG0007838	LOC119652967|XP_037913294.1|HILL	LOC6499171|XP_032305723.1|DANA
OG0007839	LOC119656641|XP_037919016.1|HILL	LOC6501955|XP_001966759.1|DANA
OG0007840	LOC119650703|XP_037909630.1|HILL	LOC6499014|XP_001955511.1|DANA
OG0007841	LOC119652711|XP_037912921.1|HILL	LOC6500827|XP_001953993.2|DANA
OG0007842	LOC119651124|XP_037910431.1|HILL	LOC6501184|XP_014766916.1|DANA
OG0007843	LOC119651928|XP_037911690.1|HILL	LOC6499400|XP_001954713.2|DANA
OG0007844	LOC119657689|XP_037920647.1|HILL	LOC6495621|XP_001959239.1|DANA
OG0007845	LOC119657025|XP_037919702.1|HILL	LOC6500168|XP_001953098.2|DANA
OG0007846	LOC119655244|XP_037916960.1|HILL	LOC6504048|XP_001964081.1|DANA
OG0007847	LOC119652722|XP_037912943.1|HILL	LOC6499117|XP_001955266.1|DANA
OG0007848	LOC119650878|XP_037909970.1|HILL	LOC6498903|XP_001955705.1|DANA
OG0007849	LOC119652458|XP_037912550.1|HILL	LOC6505680|XP_001964468.1|DANA
OG0007850	LOC119653027|XP_037913399.1|HILL	LOC6505840|XP_001964467.3|DANA
OG0007851	LOC119651421|XP_037910943.1|HILL	LOC26515123|XP_014760936.1|DANA
OG0007852	LOC119652514|XP_037912636.1|HILL	LOC6499839|XP_001953802.1|DANA
OG0007853	LOC119658335|XP_037921605.1|HILL	LOC6499227|XP_001955067.3|DANA
OG0007854	LOC119652540|XP_037912673.1|HILL	LOC6501655|XP_014767151.1|DANA
OG0007855	LOC119651731|XP_037911387.1|HILL	LOC6500640|XP_001953626.3|DANA
OG0007856	LOC119652984|XP_037913333.1|HILL	LOC6498904|XP_014765812.1|DANA
OG0007857	LOC119651225|XP_037910623.1|HILL	LOC6499054|XP_014765879.1|DANA
OG0007858	LOC119657596|XP_037920510.1|HILL	LOC6497448|XP_014761709.2|DANA
OG0007859	LOC119658821|XP_037922477.1|HILL	LOC6501857|XP_001966790.1|DANA
OG0007860	LOC119652664|XP_037912858.1|HILL	LOC6500684|XP_032312334.1|DANA
OG0007861	LOC119657647|XP_037920582.1|HILL	LOC6500682|XP_001953717.1|DANA
OG0007862	LOC119657024|XP_037919701.1|HILL, LOC119657027|XP_037919705.1|HILL, LOC119658260|XP_037921480.1|HILL	LOC116656385|XP_032311770.1|DANA
OG0007863	LOC119660971|XP_037925969.1|HILL	LOC6497929|XP_001961739.1|DANA
OG0007864	LOC119652524|XP_037912649.1|HILL	LOC6499470|XP_001954575.2|DANA
OG0007865	LOC119657998|XP_037921145.1|HILL	LOC6507919|XP_001956601.1|DANA
OG0007866	LOC119657921|XP_037921036.1|HILL	LOC6500916|XP_032305427.1|DANA
OG0007867	LOC119652790|XP_037913031.1|HILL	LOC6498944|XP_014765839.1|DANA
OG0007868	LOC119650884|XP_037909984.1|HILL	LOC6499114|XP_001955273.2|DANA
OG0007869	LOC119657377|XP_037920189.1|HILL	LOC6503080|XP_032308978.1|DANA
OG0007870	LOC119647866|XP_037905064.1|HILL	LOC6493496|XP_032309996.1|DANA
OG0007871	LOC119648126|XP_037905575.1|HILL	LOC6503734|XP_032308485.1|DANA
OG0007872	LOC119649198|XP_037907165.1|HILL	LOC6506500|XP_032310023.1|DANA
OG0007873	LOC119659680|XP_037923832.1|HILL	LOC26514431|XP_014765621.1|DANA
OG0007874	LOC119660790|XP_037925521.1|HILL	LOC6503637|XP_032308465.1|DANA
OG0007875	LOC119655631|XP_037917531.1|HILL	LOC6496605|XP_014763891.1|DANA
OG0007876	LOC119657329|XP_037920122.1|HILL	LOC6503027|XP_001963384.1|DANA
OG0007877	LOC119647813|XP_037904963.1|HILL	LOC6503915|XP_032308527.1|DANA
OG0007878	LOC119649958|XP_037908325.1|HILL	LOC6495599|XP_014763363.1|DANA
OG0007879	LOC119647411|XP_037904216.1|HILL	LOC6506537|XP_014764809.1|DANA
OG0007880	LOC119655862|XP_037917911.1|HILL	LOC6504175|XP_001964324.1|DANA
OG0007881	LOC119648807|XP_037906584.1|HILL	LOC6507644|XP_001956064.1|DANA
OG0007882	LOC119649416|XP_037907480.1|HILL	LOC6493126|XP_001957096.1|DANA
OG0007883	LOC119648128|XP_037905584.1|HILL	LOC6493125|XP_001957095.1|DANA
OG0007884	LOC119649050|XP_037906956.1|HILL	LOC6506581|XP_001957602.1|DANA
OG0007885	LOC119658277|XP_037921500.1|HILL	LOC6493960|XP_032311601.1|DANA
OG0007886	LOC119660525|XP_037925074.1|HILL	LOC6505872|XP_001965039.1|DANA
OG0007887	LOC119653638|XP_037914356.1|HILL	LOC6506866|XP_001957097.2|DANA
OG0007888	LOC119648064|XP_037905461.1|HILL	LOC6506526|XP_001957712.1|DANA
OG0007889	LOC119648150|XP_037905649.1|HILL	LOC6493742|XP_001958353.1|DANA
OG0007890	LOC119648018|XP_037905352.1|HILL	LOC6507725|XP_014765428.2|DANA
OG0007891	LOC119659292|XP_037923232.1|HILL	LOC6501077|XP_001954515.1|DANA
OG0007892	LOC119653302|XP_037913832.1|HILL	LOC6496674|XP_001961376.2|DANA
OG0007894	LOC119648045|XP_037905425.1|HILL	LOC6493725|XP_032309761.1|DANA
OG0007895	LOC119647844|XP_037905029.1|HILL	LOC6507551|XP_032310799.1|DANA
OG0007896	LOC119648668|XP_037906384.1|HILL	LOC6506460|XP_014764775.1|DANA
OG0007898	LOC119648614|XP_037906312.1|HILL	LOC6507539|XP_001955881.1|DANA
OG0007899	LOC119649598|XP_037907740.1|HILL	LOC6493415|XP_014764372.1|DANA
OG0007900	LOC119660478|XP_037924997.1|HILL	LOC26515216|XP_014764105.1|DANA
