Orthogroup	HILL.longest_only	DSEC.longest_only
OG0007044	LOC119647109|XP_037903815.1|HILL	LOC6611515|XP_032581159.1|DSEC
OG0007045	LOC119659218|XP_037923120.1|HILL	LOC6619022|XP_002043267.1|DSEC
OG0007046	LOC119655453|XP_037917284.1|HILL	LOC6613899|XP_002038365.1|DSEC
OG0007047	LOC119646888|XP_037903452.1|HILL	LOC6613449|XP_002037923.1|DSEC
OG0007048	LOC119647417|XP_037904233.1|HILL	LOC6617446|XP_002041763.1|DSEC
OG0007049	LOC119660301|XP_037924705.1|HILL	LOC6613338|XP_002037814.1|DSEC
OG0007050	LOC119659536|XP_037923610.1|HILL	LOC6611520|XP_002036061.1|DSEC
OG0007051	LOC119659515|XP_037923585.1|HILL	LOC6613285|XP_032569843.1|DSEC
OG0007052	LOC119650742|XP_037909744.1|HILL	LOC6614788|XP_032582186.1|DSEC
OG0007053	LOC119659736|XP_037923923.1|HILL	LOC6606317|XP_002031122.1|DSEC
OG0007054	LOC119646884|XP_037903445.1|HILL	LOC6618879|XP_002043127.1|DSEC
OG0007055	LOC119646545|XP_037902945.1|HILL	LOC6609429|XP_002034114.2|DSEC
OG0007056	LOC119650709|XP_037909646.1|HILL	LOC116800944|XP_032573621.1|DSEC
OG0007057	LOC119646153|XP_037902452.1|HILL	LOC6614790|XP_032582188.1|DSEC
OG0007058	LOC119657149|XP_037919854.1|HILL	LOC6616185|XP_002040550.1|DSEC
OG0007059	LOC119661533|XP_037926841.1|HILL	LOC6611572|XP_002036110.1|DSEC
OG0007060	LOC119646459|XP_037902840.1|HILL	LOC6611568|XP_032583515.1|DSEC
OG0007061	LOC119646449|XP_037902831.1|HILL	LOC6611567|XP_002036105.1|DSEC
OG0007062	LOC119648581|XP_037906281.1|HILL	LOC6617224|XP_032583099.1|DSEC
OG0007063	LOC119647326|XP_037904192.1|HILL	LOC6611687|XP_002036221.1|DSEC
OG0007064	LOC119647134|XP_037903854.1|HILL	LOC6608306|XP_002033043.1|DSEC
OG0007065	LOC119650736|XP_037909721.1|HILL	LOC6618288|XP_002042561.1|DSEC
OG0007066	LOC119647304|XP_037904143.1|HILL	LOC6605751|XP_002030566.1|DSEC
OG0007067	LOC119646804|XP_037903324.1|HILL	LOC6612078|XP_002036595.1|DSEC
OG0007068	LOC119651576|XP_037911145.1|HILL	LOC6611887|XP_032569778.1|DSEC
OG0007069	LOC119650694|XP_037909601.1|HILL	LOC6617895|XP_002042203.2|DSEC
OG0007070	LOC119654524|XP_037915897.1|HILL	LOC6608879|XP_002033593.1|DSEC
OG0007071	LOC119647127|XP_037903842.1|HILL	LOC6618911|XP_002043159.1|DSEC
OG0007072	LOC119652593|XP_037912746.1|HILL	LOC6613779|XP_002038249.1|DSEC
OG0007073	LOC119646729|XP_037903238.1|HILL	LOC6613335|XP_002037811.1|DSEC
OG0007074	LOC119653575|XP_037914243.1|HILL	LOC6615773|XP_002040144.1|DSEC
OG0007075	LOC119651923|XP_037911680.1|HILL	LOC6620613|XP_032569807.1|DSEC
OG0007076	LOC119656804|XP_037919344.1|HILL	LOC6609127|XP_002033829.1|DSEC
OG0007077	LOC119652678|XP_037912877.1|HILL	LOC6621813|XP_002045895.1|DSEC
OG0007078	LOC119647286|XP_037904120.1|HILL	LOC6613194|XP_032583553.1|DSEC
OG0007079	LOC119659684|XP_037923853.1|HILL	LOC6613193|XP_032583457.1|DSEC
OG0007080	LOC119650873|XP_037909963.1|HILL	LOC6611799|XP_032575843.1|DSEC
OG0007081	LOC119650825|XP_037909889.1|HILL	LOC6613631|XP_002038101.1|DSEC
OG0007082	LOC119651277|XP_037910709.1|HILL	LOC6617199|XP_002041526.1|DSEC
OG0007083	LOC119651601|XP_037911178.1|HILL	LOC6617721|XP_032581371.1|DSEC
OG0007084	LOC119651391|XP_037910900.1|HILL	LOC6617965|XP_002042273.2|DSEC
OG0007085	LOC119660763|XP_037925459.1|HILL	LOC6617403|XP_032583435.1|DSEC
OG0007086	LOC119646533|XP_037902927.1|HILL	LOC6613690|XP_002038160.1|DSEC
OG0007087	LOC119647629|XP_037904615.1|HILL	LOC6618342|XP_002042614.1|DSEC
OG0007088	LOC119647598|XP_037904552.1|HILL	LOC6618127|XP_032572840.1|DSEC
OG0007089	LOC119649135|XP_037907071.1|HILL	LOC6617299|XP_032570627.1|DSEC
OG0007090	LOC119658579|XP_037921962.1|HILL	LOC6613083|XP_032573036.1|DSEC
OG0007091	LOC119655614|XP_037917515.1|HILL	LOC6613676|XP_002038146.1|DSEC
OG0007092	LOC119659668|XP_037923821.1|HILL	LOC6616703|XP_032576670.1|DSEC
OG0007093	LOC119651042|XP_037910290.1|HILL	LOC6611841|XP_002036363.1|DSEC
OG0007094	LOC119650846|XP_037909919.1|HILL	LOC6611840|XP_002036362.1|DSEC
OG0007095	LOC119651101|XP_037910384.1|HILL	LOC6614685|XP_002039112.1|DSEC
OG0007096	LOC119651102|XP_037910385.1|HILL	LOC6614738|XP_032569985.1|DSEC
OG0007097	LOC119646795|XP_037903312.1|HILL	LOC6618234|XP_002042509.1|DSEC
OG0007098	LOC119646935|XP_037903554.1|HILL	LOC6618230|XP_032579480.1|DSEC
OG0007099	LOC119647205|XP_037903952.1|HILL	LOC6606583|XP_002031384.1|DSEC
OG0007100	LOC119647311|XP_037904157.1|HILL	LOC6611415|XP_002035959.1|DSEC
OG0007101	LOC119655761|XP_037917748.1|HILL	LOC6614415|XP_002038848.1|DSEC
OG0007102	LOC119646189|XP_037902500.1|HILL	LOC6617208|XP_032583628.1|DSEC
OG0007103	LOC119657946|XP_037921070.1|HILL	LOC6611870|XP_002036388.1|DSEC
OG0007104	LOC119658407|XP_037921731.1|HILL	LOC6612100|XP_002036617.1|DSEC
OG0007105	LOC119647193|XP_037903933.1|HILL	LOC6611987|XP_002036504.1|DSEC
OG0007106	LOC119647011|XP_037903676.1|HILL	LOC6617290|XP_002041617.1|DSEC
OG0007107	LOC119661141|XP_037926271.1|HILL	LOC6617443|XP_032575869.1|DSEC
OG0007108	LOC119661750|XP_037927148.1|HILL	LOC6613375|XP_002037849.1|DSEC
OG0007109	LOC119659852|XP_037924087.1|HILL	LOC6614615|XP_002039043.1|DSEC
OG0007110	LOC119659698|XP_037923882.1|HILL	LOC6621943|XP_032583508.1|DSEC
OG0007111	LOC119652409|XP_037912455.1|HILL	LOC6611541|XP_032578630.1|DSEC
OG0007112	LOC119661624|XP_037926972.1|HILL	LOC6617247|XP_002041574.1|DSEC
OG0007113	LOC119652687|XP_037912889.1|HILL	LOC6619628|XP_002043843.2|DSEC
OG0007114	LOC119661454|XP_037926736.1|HILL	LOC6617697|XP_002042009.1|DSEC
OG0007115	LOC119647189|XP_037903928.1|HILL	LOC6617767|XP_002042079.1|DSEC
OG0007116	LOC119661268|XP_037926454.1|HILL	LOC6611595|XP_002036132.1|DSEC
OG0007117	LOC119658792|XP_037922437.1|HILL	LOC6617351|XP_002041676.1|DSEC
OG0007118	LOC119647198|XP_037903938.1|HILL	LOC6621256|XP_032583130.1|DSEC
OG0007119	LOC119653668|XP_037914430.1|HILL	LOC6620252|XP_032581377.1|DSEC
OG0007120	LOC119655695|XP_037917630.1|HILL	LOC6612454|XP_032582201.1|DSEC
OG0007121	LOC119653398|XP_037913890.1|HILL	LOC6619559|XP_002043774.1|DSEC
OG0007122	LOC119653768|XP_037914687.1|HILL	LOC6615001|XP_032580837.1|DSEC
OG0007123	LOC119653769|XP_037914689.1|HILL	LOC6615003|XP_032581035.1|DSEC
OG0007124	LOC119648044|XP_037905423.1|HILL	LOC6605480|XP_032574057.1|DSEC
OG0007125	LOC119650336|XP_037908919.1|HILL	LOC6605575|XP_032573933.1|DSEC
OG0007126	LOC119650019|XP_037908418.1|HILL	LOC6605754|XP_002030569.1|DSEC
OG0007127	LOC119647521|XP_037904418.1|HILL	LOC6616274|XP_002040638.1|DSEC
OG0007128	LOC119649473|XP_037907559.1|HILL	LOC6605573|XP_002030395.1|DSEC
OG0007129	LOC119650428|XP_037909171.1|HILL	LOC6605574|XP_002030396.1|DSEC
OG0007130	LOC119647991|XP_037905304.1|HILL	LOC6616269|XP_002040633.1|DSEC
OG0007131	LOC119647900|XP_037905134.1|HILL	LOC6616530|XP_002040889.1|DSEC
OG0007132	LOC119649949|XP_037908297.1|HILL	LOC6616533|XP_002040892.1|DSEC
OG0007133	LOC119649408|XP_037907472.1|HILL	LOC6605980|XP_002030792.1|DSEC
OG0007134	LOC119647558|XP_037904479.1|HILL	LOC6605866|XP_002030680.1|DSEC
OG0007135	LOC119650055|XP_037908471.1|HILL	LOC6605879|XP_002030693.1|DSEC
OG0007136	LOC119648089|XP_037905509.1|HILL	LOC6619410|XP_032573462.1|DSEC
OG0007137	LOC119653637|XP_037914347.1|HILL	LOC6615908|XP_032580918.1|DSEC
OG0007138	LOC119655752|XP_037917736.1|HILL	LOC6612511|XP_032582123.1|DSEC
OG0007139	LOC119655857|XP_037917904.1|HILL	LOC6615026|XP_032582530.1|DSEC
OG0007140	LOC119653600|XP_037914279.1|HILL	LOC6616125|XP_002040490.1|DSEC
OG0007141	LOC119655181|XP_037916866.1|HILL, LOC119655255|XP_037916977.1|HILL	LOC6616151|XP_002040516.1|DSEC
OG0007142	LOC119648812|XP_037906592.1|HILL	LOC6619389|XP_002043605.1|DSEC
OG0007143	LOC119655625|XP_037917523.1|HILL	LOC6612735|XP_002037238.1|DSEC
OG0007144	LOC119660361|XP_037924797.1|HILL	LOC6607173|XP_032576415.1|DSEC
OG0007145	LOC119660406|XP_037924870.1|HILL	LOC6607756|XP_002032519.1|DSEC
OG0007146	LOC119658698|XP_037922216.1|HILL	LOC6617020|XP_002041348.1|DSEC
OG0007147	LOC119653458|XP_037913997.1|HILL	LOC6606628|XP_002031429.1|DSEC
OG0007148	LOC119653825|XP_037914792.1|HILL	LOC6618996|XP_002043241.1|DSEC
OG0007149	LOC119661147|XP_037926284.1|HILL	LOC6608059|XP_002032807.1|DSEC
OG0007150	LOC119649777|XP_037908007.1|HILL	LOC6616529|XP_032574852.1|DSEC
OG0007151	LOC119648526|XP_037906222.1|HILL	LOC6605045|XP_002029887.1|DSEC
OG0007152	LOC119655799|XP_037917823.1|HILL	LOC6615046|XP_002039463.2|DSEC
OG0007154	LOC119654150|XP_037915241.1|HILL	LOC6609532|XP_002034215.1|DSEC
OG0007155	LOC119655016|XP_037916616.1|HILL	LOC6609259|XP_002033949.1|DSEC
OG0007156	LOC119653657|XP_037914407.1|HILL	LOC6619206|XP_002043427.2|DSEC
OG0007157	LOC119659958|XP_037924241.1|HILL	LOC6614018|XP_002038472.2|DSEC
OG0007158	LOC119655832|XP_037917868.1|HILL	LOC6610587|XP_002035160.2|DSEC
OG0007159	LOC119653497|XP_037914062.1|HILL	LOC6615961|XP_002040328.1|DSEC
OG0007160	LOC119658759|XP_037922380.1|HILL	LOC6606823|XP_002031620.1|DSEC
OG0007161	LOC119656097|XP_037918335.1|HILL	LOC6616235|XP_032580240.1|DSEC
OG0007162	LOC119654635|XP_037916035.1|HILL	LOC6617599|XP_032582197.1|DSEC
OG0007163	LOC119660131|XP_037924457.1|HILL	LOC6619516|XP_002043731.1|DSEC
OG0007164	LOC119660130|XP_037924456.1|HILL	LOC6619515|XP_002043730.1|DSEC
OG0007165	LOC119656302|XP_037918667.1|HILL	LOC6619897|XP_032580554.1|DSEC
OG0007166	LOC119656300|XP_037918666.1|HILL	LOC6604882|XP_032574952.1|DSEC
OG0007167	LOC119655309|XP_037917065.1|HILL	LOC6619954|XP_002044166.1|DSEC
OG0007168	LOC119654534|XP_037915904.1|HILL	LOC6615043|XP_032582451.1|DSEC
OG0007169	LOC119655723|XP_037917684.1|HILL	LOC6616108|XP_002040473.1|DSEC
OG0007170	LOC119654227|XP_037915373.1|HILL	LOC6613809|XP_002038278.2|DSEC
OG0007171	LOC119653827|XP_037914798.1|HILL	LOC6618593|XP_032580543.1|DSEC
OG0007172	LOC119654205|XP_037915335.1|HILL	LOC6615969|XP_032580701.1|DSEC
OG0007173	LOC119654203|XP_037915334.1|HILL	LOC6615972|XP_002040339.2|DSEC
OG0007174	LOC119659781|XP_037923975.1|HILL	LOC6607480|XP_032576832.1|DSEC
OG0007175	LOC119651285|XP_037910727.1|HILL	LOC6605481|XP_032573326.1|DSEC
OG0007176	LOC119649822|XP_037908085.1|HILL	LOC6619693|XP_002043908.1|DSEC
OG0007177	LOC119659986|XP_037924286.1|HILL	LOC6613951|XP_002038415.1|DSEC
OG0007178	LOC119660133|XP_037924460.1|HILL	LOC6607212|XP_032576836.1|DSEC
OG0007179	LOC119659048|XP_037922884.1|HILL	LOC6614208|XP_002038653.1|DSEC
OG0007180	LOC119660437|XP_037924915.1|HILL	LOC6613948|XP_032577610.1|DSEC
OG0007181	LOC119655138|XP_037916801.1|HILL	LOC6616161|XP_002040526.1|DSEC
OG0007182	LOC119660389|XP_037924840.1|HILL	LOC6619047|XP_032577564.1|DSEC
OG0007183	LOC119658719|XP_037922274.1|HILL	LOC6619045|XP_032576863.1|DSEC
OG0007184	LOC119660428|XP_037924907.1|HILL	LOC6619049|XP_002043290.1|DSEC
OG0007185	LOC119658994|XP_037922804.1|HILL	LOC6613348|XP_032583726.1|DSEC
OG0007186	LOC119659248|XP_037923155.1|HILL	LOC6616910|XP_002041240.1|DSEC
OG0007187	LOC119659401|XP_037923397.1|HILL	LOC6617001|XP_032576423.1|DSEC
OG0007188	LOC119659402|XP_037923400.1|HILL	LOC6607826|XP_032579284.1|DSEC
OG0007189	LOC119659406|XP_037923405.1|HILL	LOC6607094|XP_002031882.2|DSEC
OG0007190	LOC119660318|XP_037924721.1|HILL	LOC6606791|XP_032577395.1|DSEC
OG0007191	LOC119648993|XP_037906851.1|HILL	LOC6606099|XP_002030908.1|DSEC
OG0007192	LOC119653724|XP_037914557.1|HILL	LOC6618434|XP_032582692.1|DSEC
OG0007193	LOC119655133|XP_037916796.1|HILL	LOC6618435|XP_032582691.1|DSEC
OG0007194	LOC119654833|XP_037916333.1|HILL	LOC6612422|XP_002036930.2|DSEC
OG0007195	LOC119659610|XP_037923709.1|HILL	LOC6613872|XP_032576860.1|DSEC
OG0007196	LOC119659158|XP_037923036.1|HILL	LOC6617168|XP_032577797.1|DSEC
OG0007197	LOC119647908|XP_037905146.1|HILL	LOC6605669|XP_002030487.2|DSEC
OG0007198	LOC119660453|XP_037924940.1|HILL	LOC6619050|XP_002043291.1|DSEC
OG0007199	LOC119659061|XP_037922897.1|HILL	LOC6616636|XP_032577539.1|DSEC
OG0007200	LOC119658588|XP_037921973.1|HILL	LOC6606771|XP_032577315.1|DSEC
OG0007201	LOC119648847|XP_037906649.1|HILL	LOC6605434|XP_002030267.1|DSEC
OG0007202	LOC119648861|XP_037906674.1|HILL	LOC6605967|XP_032575412.1|DSEC
OG0007203	LOC119648212|XP_037905747.1|HILL	LOC6605963|XP_032575411.1|DSEC
OG0007204	LOC119648837|XP_037906640.1|HILL	LOC6620725|XP_002044929.1|DSEC
OG0007205	LOC119649517|XP_037907627.1|HILL	LOC6605962|XP_032574704.1|DSEC
OG0007206	LOC119658918|XP_037922667.1|HILL	LOC6606797|XP_032577378.1|DSEC
OG0007207	LOC119660159|XP_037924491.1|HILL	LOC6619690|XP_002043905.1|DSEC
OG0007208	LOC119659484|XP_037923524.1|HILL	LOC6607092|XP_032576547.1|DSEC
OG0007209	LOC119659483|XP_037923523.1|HILL	LOC6607091|XP_002031879.1|DSEC
OG0007210	LOC119650812|XP_037909878.1|HILL	LOC6619054|XP_002043295.1|DSEC
OG0007211	LOC119659751|XP_037923941.1|HILL	LOC6606796|XP_032577377.1|DSEC
OG0007212	LOC119659996|XP_037924299.1|HILL	LOC6612809|XP_002037310.1|DSEC
OG0007213	LOC119660893|XP_037925753.1|HILL	LOC116800417|XP_032571132.1|DSEC
OG0007214	LOC119647883|XP_037905098.1|HILL	LOC6605244|XP_002030082.1|DSEC
OG0007215	LOC119659692|XP_037923874.1|HILL	LOC6606826|XP_002031623.1|DSEC
OG0007216	LOC119659934|XP_037924202.1|HILL	LOC6612899|XP_002037391.1|DSEC
OG0007217	LOC119659763|XP_037923952.1|HILL	LOC116800316|XP_032570292.1|DSEC
OG0007218	LOC119651592|XP_037911166.1|HILL	LOC6619530|XP_002043745.1|DSEC
OG0007219	LOC119658985|XP_037922795.1|HILL	LOC6606326|XP_032579017.1|DSEC
OG0007220	LOC119657337|XP_037920138.1|HILL	LOC6613707|XP_002038177.1|DSEC
OG0007221	LOC119659949|XP_037924224.1|HILL	LOC6617016|XP_002041344.1|DSEC
OG0007222	LOC119659507|XP_037923562.1|HILL	LOC6606245|XP_002031053.1|DSEC
OG0007223	LOC119660182|XP_037924519.1|HILL	LOC6619522|XP_002043737.1|DSEC
OG0007224	LOC119658876|XP_037922576.1|HILL	LOC6619099|XP_002043339.1|DSEC
OG0007225	LOC119659642|XP_037923772.1|HILL	LOC6606288|XP_002031093.1|DSEC
OG0007226	LOC119659416|XP_037923420.1|HILL	LOC6607235|XP_002032016.1|DSEC
OG0007227	LOC119647854|XP_037905050.1|HILL	LOC6610915|XP_032575141.1|DSEC
OG0007228	LOC119649649|XP_037907831.1|HILL	LOC6610766|XP_032576062.1|DSEC
OG0007229	LOC119651563|XP_037911125.1|HILL	LOC6620027|XP_002044239.1|DSEC
OG0007230	LOC119659932|XP_037924200.1|HILL	LOC6616656|XP_002041013.1|DSEC
OG0007231	LOC119659030|XP_037922853.1|HILL	LOC6606717|XP_002031516.1|DSEC
OG0007232	LOC119648028|XP_037905374.1|HILL	LOC6610830|XP_002035396.2|DSEC
OG0007233	LOC119650141|XP_037908601.1|HILL	LOC6610832|XP_032574792.1|DSEC
OG0007234	LOC119650138|XP_037908598.1|HILL	LOC6610839|XP_002035405.1|DSEC
OG0007235	LOC119650366|XP_037908989.1|HILL	LOC6610836|XP_032574084.1|DSEC
OG0007236	LOC119658790|XP_037922432.1|HILL	LOC6614331|XP_002038771.1|DSEC
OG0007237	LOC119659339|XP_037923309.1|HILL	LOC6607238|XP_002032019.1|DSEC
OG0007238	LOC119660888|XP_037925742.1|HILL	LOC6620109|XP_002044321.2|DSEC
OG0007239	LOC119659399|XP_037923392.1|HILL	LOC6613853|XP_032576147.1|DSEC
OG0007240	LOC119659733|XP_037923919.1|HILL	LOC6616629|XP_002040986.1|DSEC
OG0007241	LOC119654756|XP_037916224.1|HILL	LOC6614796|XP_002039215.1|DSEC
OG0007242	LOC119655591|XP_037917462.1|HILL	LOC6614797|XP_032582177.1|DSEC
OG0007243	LOC119656105|XP_037918348.1|HILL	LOC6618638|XP_002042897.2|DSEC
OG0007244	LOC119659648|XP_037923784.1|HILL	LOC6606216|XP_002031024.1|DSEC
OG0007245	LOC119655168|XP_037916844.1|HILL	LOC6612891|XP_002037383.2|DSEC
OG0007246	LOC119660258|XP_037924644.1|HILL	LOC116801407|XP_032576554.1|DSEC, LOC6606654|XP_002031454.1|DSEC
OG0007247	LOC119656113|XP_037918358.1|HILL	LOC6609112|XP_002033814.1|DSEC
OG0007248	LOC119654547|XP_037915920.1|HILL	LOC6615839|XP_002040210.1|DSEC
OG0007249	LOC119654322|XP_037915577.1|HILL	LOC6621070|XP_032582686.1|DSEC
OG0007250	LOC119655728|XP_037917694.1|HILL	LOC6617560|XP_002041873.1|DSEC
OG0007252	LOC119660562|XP_037925130.1|HILL	LOC6607019|XP_002031808.1|DSEC
OG0007253	LOC119648700|XP_037906436.1|HILL	LOC6605869|XP_002030683.1|DSEC
OG0007254	LOC119659527|XP_037923591.1|HILL	LOC6616645|XP_032579177.1|DSEC
OG0007255	LOC119654777|XP_037916247.1|HILL	LOC6614961|XP_002039378.1|DSEC
OG0007256	LOC119660435|XP_037924913.1|HILL	LOC6613950|XP_002038414.1|DSEC
OG0007257	LOC119659867|XP_037924109.1|HILL	LOC6616913|XP_002041243.2|DSEC
OG0007258	LOC119659620|XP_037923725.1|HILL	LOC6616912|XP_032578559.1|DSEC
OG0007259	LOC119653656|XP_037914405.1|HILL	LOC6615940|XP_032580617.1|DSEC
OG0007260	LOC119655508|XP_037917341.1|HILL	LOC6605411|XP_002030244.1|DSEC
OG0007261	LOC119655087|XP_037916714.1|HILL	LOC6609603|XP_032573052.1|DSEC
OG0007262	LOC119653831|XP_037914801.1|HILL	LOC6616072|XP_002040438.1|DSEC
OG0007263	LOC119660881|XP_037925724.1|HILL	LOC6616302|XP_002040666.1|DSEC
OG0007264	LOC119661041|XP_037926160.1|HILL, LOC119658434|XP_037921761.1|HILL	LOC6616550|XP_032574779.1|DSEC
OG0007265	LOC119654297|XP_037915531.1|HILL	LOC6612248|XP_002036760.1|DSEC
OG0007266	LOC119659929|XP_037924193.1|HILL	LOC6619243|XP_032579287.1|DSEC
OG0007267	LOC119659046|XP_037922881.1|HILL	LOC6616650|XP_002041007.1|DSEC
OG0007268	LOC119659666|XP_037923815.1|HILL	LOC6609743|XP_002034397.1|DSEC
OG0007269	LOC119655699|XP_037917641.1|HILL	LOC6615952|XP_002040319.1|DSEC
OG0007270	LOC119658569|XP_037921945.1|HILL	LOC6606415|XP_002031219.2|DSEC
OG0007271	LOC119659898|XP_037924150.1|HILL	LOC6606213|XP_002031021.2|DSEC
OG0007272	LOC119659345|XP_037923317.1|HILL	LOC6610914|XP_002035471.1|DSEC
OG0007273	LOC119659343|XP_037923315.1|HILL	LOC6606866|XP_032578270.1|DSEC
OG0007274	LOC119658667|XP_037922148.1|HILL	LOC6607012|XP_032577644.1|DSEC
OG0007275	LOC119647463|XP_037904323.1|HILL	LOC6610663|XP_032574919.1|DSEC
OG0007276	LOC119650178|XP_037908660.1|HILL	LOC6610660|XP_032574917.1|DSEC
OG0007277	LOC119649842|XP_037908114.1|HILL	LOC6616470|XP_002040831.1|DSEC
OG0007278	LOC119648314|XP_037905922.1|HILL, LOC119649592|XP_037907729.1|HILL	LOC6604963|XP_002029806.1|DSEC
OG0007279	LOC119647889|XP_037905117.1|HILL	LOC6605110|XP_032573499.1|DSEC
OG0007280	LOC119648927|XP_037906761.1|HILL	LOC6616399|XP_032573812.1|DSEC
OG0007281	LOC119658758|XP_037922379.1|HILL	LOC6616927|XP_002041258.1|DSEC
OG0007282	LOC119658755|XP_037922376.1|HILL	LOC6616928|XP_002041259.1|DSEC
OG0007283	LOC119659830|XP_037924051.1|HILL	LOC6617023|XP_002041351.1|DSEC
OG0007284	LOC119654568|XP_037915946.1|HILL	LOC6613735|XP_002038205.1|DSEC
OG0007285	LOC119655034|XP_037916639.1|HILL	LOC6615005|XP_002039422.1|DSEC
OG0007286	LOC119653857|XP_037914836.1|HILL	LOC6615006|XP_032582682.1|DSEC
OG0007287	LOC119661404|XP_037926661.1|HILL	LOC6617298|XP_002041625.1|DSEC
OG0007288	LOC119653855|XP_037914830.1|HILL	LOC6612272|XP_032582171.1|DSEC
OG0007289	LOC119653902|XP_037914966.1|HILL	LOC6612292|XP_032580761.1|DSEC
OG0007290	LOC119658803|XP_037922453.1|HILL	LOC6616640|XP_002040997.1|DSEC
OG0007291	LOC119646803|XP_037903323.1|HILL	LOC6612420|XP_002036928.2|DSEC
OG0007292	LOC119655048|XP_037916663.1|HILL	LOC6619980|XP_032580726.1|DSEC
OG0007293	LOC119659282|XP_037923218.1|HILL	LOC6617036|XP_002041364.1|DSEC
OG0007294	LOC119660179|XP_037924515.1|HILL	LOC6606320|XP_002031125.1|DSEC
OG0007295	LOC119659585|XP_037923672.1|HILL	LOC6606219|XP_002031027.1|DSEC
OG0007296	LOC119659172|XP_037923054.1|HILL	LOC6612641|XP_032577711.1|DSEC
OG0007297	LOC119660101|XP_037924407.1|HILL	LOC6616715|XP_032577109.1|DSEC
OG0007298	LOC119660323|XP_037924729.1|HILL	LOC6613947|XP_002038411.1|DSEC
OG0007299	LOC119660509|XP_037925034.1|HILL	LOC6607180|XP_032578166.1|DSEC
OG0007300	LOC119659454|XP_037923467.1|HILL	LOC6616916|XP_002041246.1|DSEC
OG0007301	LOC119659965|XP_037924250.1|HILL	LOC6614008|XP_032578192.1|DSEC
OG0007302	LOC119658848|XP_037922525.1|HILL	LOC6613934|XP_032576207.1|DSEC
OG0007304	LOC119646286|XP_037902625.1|HILL	LOC6611268|XP_032583745.1|DSEC
OG0007305	LOC119648328|XP_037905948.1|HILL	LOC6618286|XP_002042559.1|DSEC
OG0007306	LOC119648771|XP_037906532.1|HILL	LOC6618287|XP_002042560.1|DSEC
OG0007307	LOC119659227|XP_037923129.1|HILL	LOC6606164|XP_002030972.1|DSEC
OG0007308	LOC119660309|XP_037924712.1|HILL	LOC6617186|XP_002041513.1|DSEC
OG0007309	LOC119660294|XP_037924693.1|HILL	LOC6617046|XP_032577093.1|DSEC
OG0007310	LOC119658709|XP_037922246.1|HILL	LOC6607721|XP_032577641.1|DSEC
OG0007311	LOC119658660|XP_037922141.1|HILL	LOC6607724|XP_032579113.1|DSEC
OG0007312	LOC119656156|XP_037918420.1|HILL	LOC6609426|XP_002034111.1|DSEC
OG0007313	LOC119653751|XP_037914609.1|HILL	LOC6620166|XP_002044377.1|DSEC
OG0007314	LOC119646869|XP_037903422.1|HILL	LOC6616092|XP_032580394.1|DSEC
OG0007315	LOC119653699|XP_037914505.1|HILL	LOC6617604|XP_032581228.1|DSEC
OG0007316	LOC119658868|XP_037922554.1|HILL	LOC6619033|XP_002043278.1|DSEC
OG0007317	LOC119660314|XP_037924717.1|HILL	LOC6614027|XP_002038481.1|DSEC
OG0007318	LOC119660492|XP_037925007.1|HILL	LOC6614026|XP_032576375.1|DSEC
OG0007319	LOC119649920|XP_037908252.1|HILL	LOC6605432|XP_002030265.1|DSEC
OG0007320	LOC119656298|XP_037918665.1|HILL	LOC6606969|XP_002031761.1|DSEC
OG0007321	LOC119655136|XP_037916800.1|HILL	LOC6616128|XP_032581977.1|DSEC
OG0007322	LOC119654283|XP_037915493.1|HILL	LOC6615934|XP_032580622.1|DSEC
OG0007323	LOC119655751|XP_037917732.1|HILL	LOC6615877|XP_032582595.1|DSEC
OG0007324	LOC119660588|XP_037925185.1|HILL	LOC6613973|XP_002038437.1|DSEC
OG0007325	LOC119660501|XP_037925026.1|HILL	LOC6607466|XP_002032235.1|DSEC
OG0007326	LOC119660500|XP_037925024.1|HILL	LOC6613974|XP_032576676.1|DSEC
OG0007327	LOC119660205|XP_037924569.1|HILL	LOC6610565|XP_002035138.1|DSEC
OG0007328	LOC119659537|XP_037923606.1|HILL	LOC6606261|XP_002031066.1|DSEC
OG0007329	LOC119658957|XP_037922758.1|HILL	LOC6619704|XP_002043919.1|DSEC
OG0007330	LOC119655968|XP_037918127.1|HILL, LOC119653531|XP_037914132.1|HILL, LOC119653663|XP_037914422.1|HILL, LOC119653530|XP_037914131.1|HILL	LOC6614822|XP_032581828.1|DSEC
OG0007331	LOC119655560|XP_037917411.1|HILL	LOC6615869|XP_032582562.1|DSEC
OG0007332	LOC119654166|XP_037915261.1|HILL	LOC6615233|XP_032580104.1|DSEC
OG0007333	LOC119659590|XP_037923677.1|HILL	LOC6616882|XP_002041218.1|DSEC
OG0007334	LOC119658828|XP_037922490.1|HILL	LOC6613115|XP_002037596.2|DSEC
OG0007335	LOC119647814|XP_037904967.1|HILL	LOC6605002|XP_032575788.1|DSEC
OG0007336	LOC119659710|XP_037923892.1|HILL	LOC6618580|XP_002042839.2|DSEC
OG0007337	LOC119648379|XP_037906039.1|HILL	LOC6606084|XP_002030893.1|DSEC
OG0007338	LOC119647471|XP_037904334.1|HILL	LOC6610625|XP_002035192.1|DSEC
OG0007339	LOC119661299|XP_037926516.1|HILL	LOC6607181|XP_002031967.1|DSEC
OG0007340	LOC119658723|XP_037922304.1|HILL	LOC6616671|XP_032578431.1|DSEC
