Orthogroup	HILL.longest_only	DYAK.longest_only
OG0008889	LOC119660979|XP_037925990.1|HILL	LOC6530520|XP_002091435.1|DYAK
OG0008891	LOC119647408|XP_037904212.1|HILL	LOC6532966|XP_015049737.1|DYAK
OG0008892	LOC119660794|XP_037925536.1|HILL	LOC6532000|XP_039228491.1|DYAK
OG0008893	LOC119659288|XP_037923229.1|HILL	LOC6533038|XP_002093773.1|DYAK
OG0008894	LOC119652791|XP_037913033.1|HILL	LOC6537761|XP_015048489.1|DYAK
OG0008895	LOC119659336|XP_037923306.1|HILL	LOC6536404|XP_002096986.1|DYAK
OG0008897	LOC119660513|XP_037925057.1|HILL	LOC6535543|XP_039232223.1|DYAK
OG0008898	LOC119653683|XP_037914472.1|HILL	LOC6529992|XP_039228738.1|DYAK
OG0008899	LOC119656195|XP_037918495.1|HILL	LOC6529638|XP_002090632.1|DYAK
OG0008900	LOC119651674|XP_037911294.1|HILL	LOC6529591|XP_002090585.1|DYAK
OG0008901	LOC119649002|XP_037906872.1|HILL	LOC6533259|XP_002093985.1|DYAK
OG0008902	LOC119660885|XP_037925731.1|HILL	LOC6523714|XP_015046792.1|DYAK
OG0008903	LOC119652361|XP_037912376.1|HILL, LOC119659524|XP_037923588.1|HILL	LOC6526359|XP_002087481.1|DYAK
OG0008904	LOC119660474|XP_037924992.1|HILL	LOC6531156|XP_002091985.2|DYAK
OG0008905	LOC119660991|XP_037926007.1|HILL	LOC6523729|XP_002099604.1|DYAK
OG0008906	LOC119649724|XP_037907932.1|HILL	LOC6533575|XP_002094285.1|DYAK
OG0008908	LOC119659189|XP_037923077.1|HILL	LOC6536070|XP_039231823.1|DYAK
OG0008909	LOC119657223|XP_037919962.1|HILL	LOC6538148|XP_039232774.1|DYAK
OG0008910	LOC119659166|XP_037923045.1|HILL	LOC6536336|XP_002096920.1|DYAK
OG0008913	LOC119650939|XP_037910097.1|HILL	LOC6537754|XP_002098295.1|DYAK
OG0008914	LOC119657618|XP_037920549.1|HILL	LOC6537321|XP_002097878.1|DYAK
OG0008915	LOC119652900|XP_037913201.1|HILL	LOC6536130|XP_002096731.1|DYAK
OG0008917	LOC119660762|XP_037925456.1|HILL	LOC6526892|XP_002087991.1|DYAK
OG0008920	LOC119650299|XP_037908865.1|HILL, LOC119648363|XP_037906015.1|HILL	LOC26535977|XP_015050655.2|DYAK
OG0008923	LOC119659201|XP_037923097.1|HILL	LOC6530998|XP_002091836.1|DYAK
OG0008925	LOC119649709|XP_037907910.1|HILL, LOC119649710|XP_037907911.1|HILL	LOC6531087|XP_002091921.1|DYAK
OG0008931	LOC119647158|XP_037903893.1|HILL	LOC6528833|XP_002089865.2|DYAK
OG0008933	LOC119658928|XP_037922689.1|HILL, LOC119660460|XP_037924953.1|HILL	LOC6529304|XP_002090309.1|DYAK
OG0008935	LOC119648742|XP_037906489.1|HILL	LOC6528387|XP_002089434.1|DYAK
OG0008936	LOC119655807|XP_037917835.1|HILL	LOC6530577|XP_039228257.1|DYAK
OG0008938	LOC119655926|XP_037918025.1|HILL	LOC6529935|XP_002090890.2|DYAK
OG0008939	LOC119654889|XP_037916433.1|HILL	LOC6530849|XP_002091730.1|DYAK
OG0008940	LOC119655215|XP_037916919.1|HILL	LOC6530521|XP_002091436.1|DYAK
OG0008941	LOC119652985|XP_037913336.1|HILL	LOC6524223|XP_002100086.3|DYAK
OG0008942	LOC119657439|XP_037920274.1|HILL	LOC6525022|XP_002100861.1|DYAK
OG0008944	LOC119656926|XP_037919547.1|HILL	LOC6524787|XP_002100631.1|DYAK
OG0008945	LOC119661430|XP_037926703.1|HILL	LOC120321999|XP_039232436.1|DYAK
OG0008946	LOC119656176|XP_037918450.1|HILL, LOC119655163|XP_037916839.1|HILL	LOC6525067|XP_002100906.1|DYAK
OG0008948	LOC119655393|XP_037917198.1|HILL	LOC6524401|XP_002100259.3|DYAK
OG0008950	LOC119656087|XP_037918318.1|HILL	LOC6524365|XP_002100223.2|DYAK
OG0008954	LOC119650094|XP_037908540.1|HILL, LOC119649431|XP_037907507.1|HILL, LOC119649898|XP_037908219.1|HILL, LOC119648823|XP_037906610.1|HILL	LOC26534656|XP_015054536.1|DYAK, LOC26536396|XP_039226377.1|DYAK
OG0008956	LOC119648667|XP_037906383.1|HILL	LOC6528486|XP_002089532.1|DYAK
OG0008958	LOC119647560|XP_037904481.1|HILL, LOC119649217|XP_037907204.1|HILL	LOC6539359|XP_002086237.2|DYAK
OG0008960	LOC119650357|XP_037908967.1|HILL	LOC6533802|XP_002094503.2|DYAK
OG0008968	LOC119660293|XP_037924692.1|HILL, LOC119659550|XP_037923628.1|HILL, LOC119660371|XP_037924815.1|HILL, LOC119660376|XP_037924822.1|HILL, LOC119660302|XP_037924702.1|HILL, LOC119659580|XP_037923665.1|HILL	LOC6526424|XP_002087543.1|DYAK
OG0008975	LOC119658438|XP_037921769.1|HILL	LOC6528761|XP_002089796.1|DYAK, LOC6528762|XP_002089797.1|DYAK
OG0008983	LOC119650796|XP_037909861.1|HILL	LOC6531951|XP_002092737.1|DYAK
OG0008986	LOC119652384|XP_037912412.1|HILL	LOC6537608|XP_002098154.1|DYAK
OG0008987	LOC119656913|XP_037919536.1|HILL, LOC119656904|XP_037919517.1|HILL	LOC6527588|XP_002088676.1|DYAK
OG0008994	LOC119646475|XP_037902857.1|HILL	LOC6527677|XP_002088763.1|DYAK
OG0008996	LOC119658447|XP_037921779.1|HILL	LOC6524866|XP_002100706.1|DYAK
OG0009001	LOC119658316|XP_037921569.1|HILL	LOC6529666|XP_002090659.2|DYAK
OG0009002	LOC119660139|XP_037924465.1|HILL	LOC26535723|XP_015047256.1|DYAK
OG0009004	LOC119649545|XP_037907664.1|HILL, LOC119649374|XP_037907418.1|HILL, LOC119648622|XP_037906320.1|HILL, LOC119649409|XP_037907473.1|HILL	LOC6529305|XP_002090310.1|DYAK
OG0009005	LOC119646720|XP_037903227.1|HILL	LOC6527451|XP_002088543.1|DYAK
OG0009008	LOC119658631|XP_037922073.1|HILL	LOC6535739|XP_002096362.1|DYAK
OG0009009	LOC119647859|XP_037905055.1|HILL	LOC6532392|XP_002093143.2|DYAK
OG0009010	LOC119660924|XP_037925831.1|HILL	LOC6532730|XP_002093472.1|DYAK
OG0009011	LOC119647672|XP_037904678.1|HILL	LOC6532919|XP_002093655.1|DYAK
OG0009012	LOC119655380|XP_037917176.1|HILL	LOC6530618|XP_002091531.1|DYAK
OG0009013	LOC119654311|XP_037915562.1|HILL, LOC119654309|XP_037915558.1|HILL	LOC6524059|XP_002099928.1|DYAK
OG0009014	LOC119648214|XP_037905750.1|HILL	LOC6534454|XP_002095131.2|DYAK
OG0009015	LOC119649114|XP_037907042.1|HILL	LOC6533314|XP_002094040.2|DYAK
OG0009016	LOC119648779|XP_037906542.1|HILL	LOC6533379|XP_039230369.1|DYAK
OG0009017	LOC119660980|XP_037925991.1|HILL	LOC6526621|XP_002087729.1|DYAK
OG0009018	LOC119660751|XP_037925433.1|HILL	LOC6523717|XP_002099592.1|DYAK
OG0009019	LOC119660915|XP_037925803.1|HILL	LOC6523712|XP_039233015.1|DYAK
OG0009020	LOC119652893|XP_037913192.1|HILL	LOC6537185|XP_015048193.1|DYAK
OG0009021	LOC119659673|XP_037923826.1|HILL	LOC6535308|XP_002095964.2|DYAK
OG0009022	LOC119651964|XP_037911754.1|HILL	LOC6536877|XP_015047979.1|DYAK
OG0009023	LOC119651425|XP_037910949.1|HILL	LOC6538287|XP_002098814.1|DYAK
OG0009024	LOC119652872|XP_037913159.1|HILL	LOC6538670|XP_002099190.1|DYAK
OG0009026	LOC119652265|XP_037912178.1|HILL	LOC6538744|XP_039231578.1|DYAK
OG0009027	LOC119648510|XP_037906209.1|HILL	LOC26536006|XP_039227874.1|DYAK
OG0009028	LOC119650895|XP_037910002.1|HILL	LOC6532562|XP_002093307.1|DYAK
OG0009029	LOC119651215|XP_037910596.1|HILL	LOC6528080|XP_015054476.1|DYAK
OG0009030	LOC119646599|XP_037903020.1|HILL	LOC6526386|XP_002087505.1|DYAK
OG0009031	LOC119658678|XP_037922169.1|HILL	LOC6539873|XP_002086757.1|DYAK
OG0009032	LOC119659904|XP_037924157.1|HILL	LOC6539874|XP_002086756.1|DYAK
OG0009033	LOC119661646|XP_037927006.1|HILL	LOC6527445|XP_002088537.3|DYAK
OG0009034	LOC119646566|XP_037902973.1|HILL	LOC6528994|XP_002090026.1|DYAK
OG0009035	LOC119657324|XP_037920114.1|HILL	LOC6527904|XP_002088976.1|DYAK
OG0009036	LOC119655987|XP_037918153.1|HILL	LOC6528804|XP_002089836.1|DYAK
OG0009038	LOC119655732|XP_037917710.1|HILL	LOC6538197|XP_002098725.1|DYAK
OG0009039	LOC119655663|XP_037917576.1|HILL	LOC6537109|XP_002097670.1|DYAK
OG0009040	LOC119654930|XP_037916510.1|HILL	LOC6530426|XP_039227927.1|DYAK
OG0009041	LOC119651284|XP_037910724.1|HILL	LOC6535646|XP_002096274.2|DYAK
OG0009042	LOC119646873|XP_037903428.1|HILL	LOC6527626|XP_002088714.1|DYAK
OG0009043	LOC119651477|XP_037911015.1|HILL	LOC6529742|XP_002090732.1|DYAK
OG0009044	LOC119650392|XP_037909082.1|HILL	LOC6527591|XP_002088679.1|DYAK
OG0009045	LOC119660989|XP_037926003.1|HILL	LOC6537620|XP_039231484.1|DYAK
OG0009046	LOC119660798|XP_037925553.1|HILL	LOC6535123|XP_015051033.2|DYAK
OG0009047	LOC119661288|XP_037926493.1|HILL	LOC6528357|XP_015053925.1|DYAK
OG0009048	LOC119660987|XP_037926000.1|HILL	LOC6527513|XP_002088603.1|DYAK
OG0009049	LOC119660273|XP_037924663.1|HILL	LOC6537098|XP_002097659.1|DYAK
OG0009051	LOC119655338|XP_037917111.1|HILL	LOC6530831|XP_002091714.1|DYAK
OG0009052	LOC119659999|XP_037924303.1|HILL	LOC6535993|XP_015047503.1|DYAK
OG0009053	LOC119658839|XP_037922511.1|HILL	LOC6538733|XP_015048992.1|DYAK
OG0009054	LOC119659894|XP_037924145.1|HILL	LOC6536744|XP_015047931.1|DYAK
OG0009055	LOC119650591|XP_037909366.1|HILL	LOC6529674|XP_002090667.1|DYAK
OG0009056	LOC119649149|XP_037907088.1|HILL	LOC6527002|XP_002088098.3|DYAK
OG0009057	LOC119649402|XP_037907454.1|HILL	LOC6532209|XP_002092983.1|DYAK
OG0009058	LOC119661046|XP_037926167.1|HILL	LOC6523768|XP_002099643.3|DYAK
OG0009059	LOC119647850|XP_037905045.1|HILL	LOC6534320|XP_002095000.1|DYAK
OG0009060	LOC119659403|XP_037923402.1|HILL	LOC6536382|XP_002096964.1|DYAK
OG0009061	LOC119653579|XP_037914250.1|HILL	LOC6531451|XP_002092254.1|DYAK
OG0009063	LOC119654264|XP_037915459.1|HILL	LOC6529581|XP_002090575.2|DYAK
OG0009064	LOC119660902|XP_037925770.1|HILL	LOC6530468|XP_002091384.1|DYAK
OG0009065	LOC119660780|XP_037925485.1|HILL	LOC6537881|XP_002098422.2|DYAK
OG0009066	LOC119649678|XP_037907866.1|HILL	LOC6532513|XP_002093259.1|DYAK
OG0009067	LOC119649379|XP_037907425.1|HILL	LOC6535142|XP_015051041.1|DYAK
OG0009068	LOC119652585|XP_037912734.1|HILL	LOC6528450|XP_002089496.1|DYAK
OG0009069	LOC119661700|XP_037927075.1|HILL	LOC6527348|XP_039226849.1|DYAK
OG0009070	LOC119655091|XP_037916721.1|HILL	LOC6528812|XP_015054254.1|DYAK
OG0009073	LOC119660335|XP_037924746.1|HILL, LOC119660059|XP_037924365.1|HILL	LOC6535748|XP_002096371.2|DYAK
OG0009081	LOC119659724|XP_037923909.1|HILL, LOC119659431|XP_037923442.1|HILL	LOC6538433|XP_002098957.1|DYAK
OG0009084	LOC119659963|XP_037924245.1|HILL	LOC6536546|XP_015047817.1|DYAK
OG0009085	LOC119655090|XP_037916717.1|HILL	LOC6536591|XP_002097167.1|DYAK
OG0009086	LOC119652989|XP_037913341.1|HILL	LOC6535285|XP_002095941.2|DYAK
OG0009089	LOC119650739|XP_037909736.1|HILL	LOC6523758|XP_002099633.2|DYAK
OG0009091	LOC119647298|XP_037904129.1|HILL	LOC6535261|XP_002095917.1|DYAK
OG0009097	LOC119647035|XP_037903708.1|HILL	LOC6538355|XP_002098879.1|DYAK
OG0009099	LOC119656109|XP_037918353.1|HILL, LOC119651441|XP_037910972.1|HILL	LOC6537961|XP_002098498.1|DYAK
OG0009100	LOC119646197|XP_037902508.1|HILL	LOC6529001|XP_002090033.1|DYAK
OG0009102	LOC119658843|XP_037922521.1|HILL	LOC6526780|XP_002087883.1|DYAK
OG0009103	LOC119646877|XP_037903431.1|HILL	LOC6526761|XP_002087864.1|DYAK
OG0009107	LOC119646699|XP_037903193.1|HILL	LOC6526952|XP_002088048.1|DYAK
OG0009108	LOC119652517|XP_037912641.1|HILL	LOC6537148|XP_002097709.1|DYAK
OG0009109	LOC119646638|XP_037903079.1|HILL	LOC6527368|XP_002088460.1|DYAK
OG0009111	LOC119649671|XP_037907859.1|HILL, LOC119647487|XP_037904373.1|HILL	LOC6532969|XP_002093704.2|DYAK
OG0009112	LOC119659792|XP_037923994.1|HILL	LOC6526314|XP_002087436.1|DYAK
OG0009113	LOC119646938|XP_037903556.1|HILL	LOC6527161|XP_002088255.1|DYAK
OG0009114	LOC119661592|XP_037926923.1|HILL	LOC6526277|XP_002087399.1|DYAK
OG0009119	LOC119652596|XP_037912751.1|HILL	LOC6528195|XP_002089258.1|DYAK
OG0009123	LOC119647210|XP_037903962.1|HILL	LOC6530759|XP_002091649.1|DYAK
OG0009127	LOC119661633|XP_037926983.1|HILL	LOC6532076|XP_002092853.1|DYAK
OG0009128	LOC119646833|XP_037903377.1|HILL	LOC6528406|XP_002089452.1|DYAK
OG0009129	LOC119646966|XP_037903595.1|HILL	LOC6528612|XP_002089655.1|DYAK
OG0009130	LOC119658313|XP_037921564.1|HILL	LOC6528497|XP_039227130.1|DYAK
OG0009132	LOC119658875|XP_037922575.1|HILL	LOC6532135|XP_002092911.1|DYAK
OG0009136	LOC119646328|XP_037902681.1|HILL	LOC6530216|XP_002091154.1|DYAK
OG0009137	LOC119646332|XP_037902685.1|HILL	LOC26536008|XP_039228266.1|DYAK, LOC6530123|XP_002091069.3|DYAK
OG0009141	LOC119648808|XP_037906586.1|HILL, LOC119651524|XP_037911084.1|HILL	LOC6528372|XP_002089421.1|DYAK
OG0009145	LOC119655071|XP_037916695.1|HILL	LOC6530530|XP_002091445.1|DYAK
OG0009146	LOC119654636|XP_037916038.1|HILL	LOC6529907|XP_002090864.1|DYAK
OG0009152	LOC119654360|XP_037915633.1|HILL	LOC6528781|XP_002089815.3|DYAK
OG0009153	LOC119654130|XP_037915224.1|HILL	LOC6531961|XP_002092747.1|DYAK
OG0009155	LOC119654510|XP_037915876.1|HILL	LOC6528658|XP_002089700.1|DYAK
OG0009156	LOC119657582|XP_037920489.1|HILL	LOC6527841|XP_002088913.1|DYAK
OG0009161	LOC119648085|XP_037905502.1|HILL	LOC6523833|XP_002099708.1|DYAK
OG0009162	LOC119660934|XP_037925853.1|HILL	LOC6534345|XP_002095025.1|DYAK
OG0009163	LOC119650172|XP_037908653.1|HILL	LOC6533552|XP_002094262.2|DYAK
OG0009164	LOC119653226|XP_037913736.1|HILL	LOC6532453|XP_015049362.1|DYAK
OG0009165	LOC119650130|XP_037908589.1|HILL	LOC6533141|XP_039229865.1|DYAK
OG0009166	LOC119646949|XP_037903571.1|HILL	LOC6533842|XP_039230162.1|DYAK
OG0009167	LOC119650422|XP_037909161.1|HILL	LOC6534660|XP_002095335.2|DYAK
OG0009168	LOC119649758|XP_037907980.1|HILL, LOC119648285|XP_037905869.1|HILL	LOC6534661|XP_002095336.1|DYAK
OG0009169	LOC119648074|XP_037905485.1|HILL	LOC6532556|XP_039230661.1|DYAK
OG0009171	LOC119650146|XP_037908609.1|HILL, LOC119648740|XP_037906485.1|HILL	LOC6534369|XP_002095047.2|DYAK
OG0009174	LOC119650057|XP_037908475.1|HILL	LOC6524322|XP_015045611.1|DYAK
OG0009176	LOC119648235|XP_037905786.1|HILL	LOC6534075|XP_002094761.1|DYAK
OG0009178	LOC119648662|XP_037906372.1|HILL	LOC6534540|XP_002095217.1|DYAK
OG0009182	LOC119650460|XP_037909247.1|HILL	LOC6534177|XP_002094861.2|DYAK
OG0009184	LOC119649658|XP_037907842.1|HILL	LOC26536144|XP_039230412.1|DYAK
OG0009185	LOC119648972|XP_037906822.1|HILL	LOC6539345|XP_015045190.2|DYAK
OG0009186	LOC119648839|XP_037906643.1|HILL	LOC6534752|XP_015050814.2|DYAK
OG0009188	LOC119649655|XP_037907838.1|HILL	LOC6531196|XP_002092024.1|DYAK
OG0009190	LOC119648317|XP_037905926.1|HILL, LOC119649339|XP_037907374.1|HILL	LOC6533523|XP_002094233.1|DYAK
OG0009221	LOC119651187|XP_037910552.1|HILL	LOC6528041|XP_002089108.1|DYAK
OG0009222	LOC119657106|XP_037919793.1|HILL	LOC6524895|XP_002100735.1|DYAK
OG0009225	LOC119654452|XP_037915793.1|HILL	LOC6523928|XP_002099801.1|DYAK
OG0009226	LOC119652214|XP_037912084.1|HILL	LOC120320460|XP_039226109.1|DYAK
OG0009229	LOC119661578|XP_037926905.1|HILL	LOC6535896|XP_039232237.1|DYAK
OG0009231	LOC119657095|XP_037919778.1|HILL, LOC119648814|XP_037906595.1|HILL	LOC6524863|XP_002100703.1|DYAK
OG0009232	LOC119653760|XP_037914669.1|HILL	LOC6524216|XP_039232502.1|DYAK
OG0009235	ND5|YP_009390191.1|HILL	ND5|NP_006909.1|DYAK
OG0009236	LOC119652501|XP_037912619.1|HILL	LOC6534437|XP_002095114.3|DYAK
OG0009237	LOC119650585|XP_037909346.1|HILL	LOC6528016|XP_002089083.2|DYAK
OG0009238	LOC119648211|XP_037905746.1|HILL	LOC6533789|XP_002094490.2|DYAK
OG0009239	LOC119652590|XP_037912742.1|HILL	LOC6534625|XP_002095300.1|DYAK
OG0009241	LOC119657391|XP_037920205.1|HILL	LOC6526639|XP_002087747.1|DYAK
OG0009243	LOC119646171|XP_037902477.1|HILL	LOC120320829|XP_039227572.1|DYAK
OG0009247	LOC119650160|XP_037908635.1|HILL	LOC6536693|XP_002097265.1|DYAK
OG0009248	LOC119657323|XP_037920113.1|HILL	LOC6524652|XP_002100509.1|DYAK
OG0009249	LOC119647048|XP_037903732.1|HILL	LOC6527169|XP_002088263.1|DYAK
OG0009251	LOC119656279|XP_037918634.1|HILL	LOC6539106|XP_002086008.1|DYAK
OG0009252	LOC119656220|XP_037918547.1|HILL	LOC6523861|XP_002099734.3|DYAK
OG0009253	LOC119659779|XP_037923972.1|HILL	LOC6525219|XP_002101057.1|DYAK
OG0009254	LOC119660826|XP_037925612.1|HILL	LOC6523790|XP_002099665.1|DYAK
OG0009255	LOC119657339|XP_037920140.1|HILL	LOC6524486|XP_002100343.1|DYAK
OG0009256	LOC119657139|XP_037919839.1|HILL	LOC6525824|XP_002101644.1|DYAK
OG0009257	LOC119657464|XP_037920309.1|HILL	LOC6525588|XP_002101423.1|DYAK
OG0009258	LOC119658080|XP_037921269.1|HILL	LOC6524791|XP_039228324.1|DYAK
OG0009259	LOC119657590|XP_037920497.1|HILL, LOC119657493|XP_037920346.1|HILL	LOC6525323|XP_002101159.1|DYAK
OG0009260	LOC119654355|XP_037915629.1|HILL	LOC6526239|XP_002102048.1|DYAK
OG0009261	LOC119654381|XP_037915671.1|HILL	LOC6525141|XP_002100979.1|DYAK
OG0009262	LOC119657994|XP_037921140.1|HILL	LOC6524990|XP_002100830.1|DYAK
OG0009263	LOC119657986|XP_037921131.1|HILL	LOC6525212|XP_002101050.1|DYAK
OG0009264	LOC119658403|XP_037921720.1|HILL	LOC6525215|XP_039228890.1|DYAK
OG0009265	LOC119657734|XP_037920705.1|HILL	LOC6525890|XP_002101710.1|DYAK
OG0009266	LOC119647229|XP_037903993.1|HILL	LOC6527437|XP_015053113.2|DYAK
OG0009267	LOC119652634|XP_037912810.1|HILL	LOC6528070|XP_002089137.1|DYAK
OG0009269	LOC119660413|XP_037924880.1|HILL	LOC6535534|XP_002096163.3|DYAK
OG0009271	LOC119653582|XP_037914258.1|HILL	LOC6525623|XP_015046394.1|DYAK
OG0009272	LOC119650382|XP_037909049.1|HILL	LOC6534757|XP_002095432.2|DYAK
OG0009275	LOC119661643|XP_037927002.1|HILL	LOC6523831|XP_002099706.1|DYAK
OG0009277	LOC119655357|XP_037917138.1|HILL	LOC6523888|XP_002099761.1|DYAK
OG0009278	LOC119655403|XP_037917213.1|HILL	LOC6523914|XP_039227968.1|DYAK
OG0009279	LOC119655534|XP_037917376.1|HILL	LOC6527025|XP_002088120.1|DYAK
OG0009280	LOC119655342|XP_037917116.1|HILL	LOC6524206|XP_039226973.1|DYAK
OG0009281	LOC119654861|XP_037916374.1|HILL	LOC6526039|XP_002101856.1|DYAK
OG0009282	LOC119647027|XP_037903697.1|HILL	LOC6526272|XP_002087394.1|DYAK
OG0009283	LOC119652618|XP_037912789.1|HILL	LOC6527984|XP_002089051.2|DYAK
OG0009284	LOC119649075|XP_037907001.1|HILL	LOC6535031|XP_015050984.1|DYAK
OG0009285	LOC119660899|XP_037925764.1|HILL, LOC119660926|XP_037925834.1|HILL	LOC6523740|XP_002099615.1|DYAK
OG0009286	LOC119649004|XP_037906875.1|HILL	LOC6533172|XP_002093898.2|DYAK
OG0009289	LOC119660933|XP_037925851.1|HILL	LOC6523771|XP_039232959.1|DYAK
OG0009290	LOC119659226|XP_037923132.1|HILL	LOC6529303|XP_002090308.3|DYAK
OG0009291	LOC119660709|XP_037925272.1|HILL	LOC6523772|XP_002099647.1|DYAK
OG0009293	LOC119654601|XP_037915999.1|HILL	LOC6525353|XP_002101189.1|DYAK
OG0009294	LOC119656981|XP_037919641.1|HILL	LOC6531376|XP_002092179.1|DYAK
OG0009295	LOC119660782|XP_037925490.1|HILL	LOC6524864|XP_039233707.1|DYAK
OG0009297	LOC119659439|XP_037923450.1|HILL	LOC6538441|XP_002098965.2|DYAK
OG0009303	LOC119659596|XP_037923686.1|HILL	LOC6535439|XP_002096088.1|DYAK
OG0009304	LOC119660058|XP_037924364.1|HILL	LOC6535749|XP_002096372.2|DYAK
OG0009305	LOC119659893|XP_037924144.1|HILL	LOC6537043|XP_015048078.1|DYAK
OG0009306	LOC119654953|XP_037916537.1|HILL	LOC6525078|XP_002100917.1|DYAK
OG0009307	LOC119659900|XP_037924152.1|HILL	LOC6536575|XP_002097151.1|DYAK
OG0009309	LOC119658917|XP_037922660.1|HILL	LOC6537033|XP_039231679.1|DYAK
OG0009310	LOC119658781|XP_037922408.1|HILL	LOC6535498|XP_002096129.2|DYAK
OG0009311	LOC119660264|XP_037924649.1|HILL	LOC6536647|XP_039231697.1|DYAK
OG0009312	LOC119659669|XP_037923822.1|HILL	LOC6537048|XP_002097613.1|DYAK
OG0009314	LOC119659850|XP_037924079.1|HILL	LOC6537103|XP_002097664.1|DYAK
OG0009317	LOC119651639|XP_037911237.1|HILL	LOC6538259|XP_002098786.1|DYAK
OG0009319	LOC119659652|XP_037923787.1|HILL	LOC6537125|XP_002097686.1|DYAK
OG0009320	LOC119660027|XP_037924333.1|HILL	LOC6538428|XP_002098952.1|DYAK
OG0009321	LOC119659857|XP_037924090.1|HILL	LOC6538436|XP_002098960.1|DYAK
OG0009323	LOC119655786|XP_037917805.1|HILL	LOC6537618|XP_002098164.1|DYAK
OG0009327	LOC119650621|XP_037909438.1|HILL	LOC6538815|XP_002099328.1|DYAK
OG0009328	LOC119660252|XP_037924635.1|HILL	LOC6539972|XP_039232462.1|DYAK
OG0009332	LOC119647688|XP_037904699.1|HILL	LOC6536898|XP_002097467.1|DYAK
OG0009344	LOC119654704|XP_037916149.1|HILL	LOC6537649|XP_002098194.1|DYAK
OG0009345	LOC119657152|XP_037919856.1|HILL	LOC6538249|XP_002098776.1|DYAK
OG0009348	LOC119655353|XP_037917136.1|HILL	LOC6537722|XP_002098267.2|DYAK
OG0009350	LOC119651807|XP_037911522.1|HILL	LOC6538926|XP_002099430.2|DYAK
OG0009353	LOC119657309|XP_037920096.1|HILL	LOC6537739|XP_002098280.1|DYAK
OG0009356	LOC119654454|XP_037915792.1|HILL	LOC6526704|XP_039226796.1|DYAK
OG0009357	LOC119659744|XP_037923934.1|HILL	LOC6527325|XP_002088417.1|DYAK
OG0009358	LOC119652305|XP_037912243.1|HILL	LOC6526750|XP_002087853.1|DYAK
OG0009363	LOC119648293|XP_037905881.1|HILL	LOC26536089|XP_015054692.1|DYAK
OG0009369	LOC119646122|XP_037902400.1|HILL	LOC6526276|XP_002087398.1|DYAK
OG0009374	LOC119661380|XP_037926627.1|HILL	LOC26535137|XP_015052874.1|DYAK
OG0009376	LOC119661375|XP_037926622.1|HILL	LOC6526671|XP_002087779.3|DYAK
OG0009380	LOC119656186|XP_037918468.1|HILL	LOC6527976|XP_002089043.1|DYAK
OG0009382	LOC119657381|XP_037920193.1|HILL, LOC119657463|XP_037920307.1|HILL	LOC6526992|XP_039227767.1|DYAK
OG0009385	LOC119653052|XP_037913453.1|HILL	LOC6528199|XP_002089261.1|DYAK
OG0009396	LOC119647235|XP_037904024.1|HILL	LOC6529286|XP_002090291.2|DYAK
OG0009397	LOC119660329|XP_037924739.1|HILL	LOC6530657|XP_002091555.1|DYAK
OG0009401	LOC119654959|XP_037916545.1|HILL	LOC6527243|XP_002088337.1|DYAK
OG0009422	LOC119654315|XP_037915566.1|HILL	LOC6529882|XP_002090839.1|DYAK
OG0009441	LOC119657597|XP_037920508.1|HILL	LOC26535579|XP_039228194.1|DYAK
OG0009442	LOC119660582|XP_037925165.1|HILL	LOC6524845|XP_002100685.1|DYAK
OG0009443	LOC119657561|XP_037920446.1|HILL	LOC6531838|XP_002092625.2|DYAK
OG0009444	LOC119657947|XP_037921066.1|HILL	LOC6525000|XP_039232794.1|DYAK
OG0009446	LOC119656688|XP_037919101.1|HILL	LOC6524178|XP_039226271.1|DYAK
OG0009447	LOC119649567|XP_037907695.1|HILL	LOC6524694|XP_002100538.2|DYAK
OG0009450	LOC119657574|XP_037920468.1|HILL	LOC6524348|XP_039233492.1|DYAK
OG0009458	LOC119661615|XP_037926964.1|HILL	LOC6523830|XP_002099705.3|DYAK
OG0009460	LOC119649994|XP_037908379.1|HILL	LOC6532796|XP_002093533.1|DYAK
OG0009461	LOC119649091|XP_037907022.1|HILL	LOC6532801|XP_002093538.1|DYAK
OG0009462	LOC119649073|XP_037906996.1|HILL	LOC6532374|XP_002093126.1|DYAK
OG0009463	LOC119648582|XP_037906279.1|HILL	LOC6534421|XP_002095099.1|DYAK
OG0009464	LOC119657586|XP_037920494.1|HILL	LOC6534357|XP_002095035.1|DYAK
OG0009467	LOC119649266|XP_037907283.1|HILL	LOC6532962|XP_002093697.1|DYAK
OG0009468	LOC119649193|XP_037907152.1|HILL	LOC6533485|XP_015050055.1|DYAK
OG0009469	LOC119648921|XP_037906754.1|HILL	LOC6533147|XP_002093873.1|DYAK
OG0009470	LOC119649687|XP_037907878.1|HILL	LOC6533193|XP_002093919.1|DYAK
OG0009474	LOC119655095|XP_037916736.1|HILL	LOC6532330|XP_002093090.1|DYAK
OG0009476	LOC119647448|XP_037904305.1|HILL	LOC26534481|XP_015050620.1|DYAK
OG0009478	LOC119649538|XP_037907653.1|HILL	LOC6535084|XP_002095748.2|DYAK
OG0009479	LOC119647707|XP_037904722.1|HILL	LOC6527280|XP_015053654.1|DYAK
OG0009481	LOC119648990|XP_037906842.1|HILL	LOC6533013|XP_002093748.1|DYAK
