Orthogroup	HILL.longest_only	DSUP.longest_only
OG0008857	LOC119647684|XP_037904693.1|HILL	LOC119553589|XP_037719967.1|DSUP
OG0008858	LOC119647867|XP_037905065.1|HILL	LOC119563117|XP_037732289.1|DSUP
OG0008859	LOC119648271|XP_037905854.1|HILL	LOC119554796|XP_037721773.1|DSUP
OG0008861	LOC119657118|XP_037919809.1|HILL	LOC119549073|XP_037712709.1|DSUP
OG0008862	LOC119659261|XP_037923181.1|HILL	LOC119559285|XP_037728290.1|DSUP, LOC119563338|XP_037732613.1|DSUP
OG0008864	LOC119657040|XP_037919722.1|HILL	LOC119550708|XP_037715515.1|DSUP
OG0008866	LOC119655429|XP_037917252.1|HILL	LOC119548146|XP_037711172.1|DSUP
OG0008867	LOC119659595|XP_037923685.1|HILL	LOC119558275|XP_037727578.1|DSUP
OG0008869	LOC119648431|XP_037906113.1|HILL	LOC119553293|XP_037719535.1|DSUP, LOC119546114|XP_037708131.1|DSUP
OG0008870	LOC119649996|XP_037908385.1|HILL	LOC119553052|XP_037719091.1|DSUP
OG0008871	LOC119649205|XP_037907186.1|HILL	LOC119553733|XP_037720250.1|DSUP
OG0008872	LOC119646954|XP_037903578.1|HILL	LOC119547750|XP_037710674.1|DSUP
OG0008874	LOC119655356|XP_037917135.1|HILL	LOC119551916|XP_037717465.1|DSUP
OG0008875	LOC119660608|XP_037925232.1|HILL	LOC119550051|XP_037714434.1|DSUP
OG0008876	LOC119660895|XP_037925755.1|HILL	LOC119563179|XP_037732382.1|DSUP
OG0008877	LOC119648262|XP_037905841.1|HILL	LOC119554423|XP_037721243.1|DSUP
OG0008878	LOC119647885|XP_037905110.1|HILL	LOC119547935|XP_037710910.1|DSUP
OG0008881	LOC119647216|XP_037903972.1|HILL	LOC119550723|XP_037715549.1|DSUP
OG0008883	LOC119658801|XP_037922449.1|HILL	LOC119545688|XP_037707358.1|DSUP
OG0008884	LOC119660387|XP_037924839.1|HILL	LOC119555691|XP_037723276.1|DSUP
OG0008885	LOC119650933|XP_037910090.1|HILL	LOC119547305|XP_037710031.1|DSUP
OG0008886	LOC119655445|XP_037917267.1|HILL	LOC119550680|XP_037715469.1|DSUP
OG0008887	LOC119659660|XP_037923801.1|HILL	LOC119549708|XP_037713863.1|DSUP
OG0008889	LOC119660979|XP_037925990.1|HILL	LOC119551089|XP_037716192.1|DSUP
OG0008891	LOC119647408|XP_037904212.1|HILL	LOC119552727|XP_037718406.1|DSUP
OG0008892	LOC119660794|XP_037925536.1|HILL	LOC119549923|XP_037714183.1|DSUP
OG0008893	LOC119659288|XP_037923229.1|HILL	LOC119555564|XP_037722941.1|DSUP
OG0008894	LOC119652791|XP_037913033.1|HILL	LOC119547698|XP_037710601.1|DSUP
OG0008895	LOC119659336|XP_037923306.1|HILL	LOC119560568|XP_037730015.1|DSUP
OG0008897	LOC119660513|XP_037925057.1|HILL	LOC119563529|XP_037732928.1|DSUP
OG0008898	LOC119653683|XP_037914472.1|HILL	LOC119549807|XP_037714003.1|DSUP
OG0008899	LOC119656195|XP_037918495.1|HILL	LOC119546182|XP_037708234.1|DSUP
OG0008900	LOC119651674|XP_037911294.1|HILL	LOC119547213|XP_037709891.1|DSUP
OG0008901	LOC119649002|XP_037906872.1|HILL	LOC119553886|XP_037720474.1|DSUP
OG0008902	LOC119660885|XP_037925731.1|HILL	LOC119551734|XP_037717208.1|DSUP
OG0008903	LOC119652361|XP_037912376.1|HILL, LOC119659524|XP_037923588.1|HILL	LOC119547171|XP_037709829.1|DSUP
OG0008904	LOC119660474|XP_037924992.1|HILL	LOC119550959|XP_037715915.1|DSUP
OG0008905	LOC119660991|XP_037926007.1|HILL	LOC119552166|XP_037717961.1|DSUP
OG0008906	LOC119649724|XP_037907932.1|HILL	LOC119554389|XP_037721199.1|DSUP
OG0008908	LOC119659189|XP_037923077.1|HILL	LOC119559932|XP_037729067.1|DSUP
OG0008909	LOC119657223|XP_037919962.1|HILL	LOC119563159|XP_037732347.1|DSUP
OG0008910	LOC119659166|XP_037923045.1|HILL	LOC119563070|XP_037732213.1|DSUP
OG0008913	LOC119650939|XP_037910097.1|HILL	LOC119559917|XP_037729027.1|DSUP
OG0008914	LOC119657618|XP_037920549.1|HILL	LOC119560587|XP_037730041.1|DSUP
OG0008915	LOC119652900|XP_037913201.1|HILL	LOC119560145|XP_037729427.1|DSUP
OG0008917	LOC119660762|XP_037925456.1|HILL	LOC119548295|XP_037711390.1|DSUP
OG0008920	LOC119650299|XP_037908865.1|HILL, LOC119648363|XP_037906015.1|HILL	LOC119554357|XP_037721152.1|DSUP
OG0008923	LOC119659201|XP_037923097.1|HILL	LOC119551836|XP_037717334.1|DSUP
OG0008925	LOC119649709|XP_037907910.1|HILL, LOC119649710|XP_037907911.1|HILL	LOC119551940|XP_037717529.1|DSUP
OG0008931	LOC119647158|XP_037903893.1|HILL	LOC119550269|XP_037714776.1|DSUP
OG0008933	LOC119658928|XP_037922689.1|HILL, LOC119660460|XP_037924953.1|HILL	LOC119551283|XP_037716477.1|DSUP
OG0008935	LOC119648742|XP_037906489.1|HILL	LOC119550477|XP_037715093.1|DSUP
OG0008936	LOC119655807|XP_037917835.1|HILL	LOC119551196|XP_037716326.1|DSUP
OG0008938	LOC119655926|XP_037918025.1|HILL	LOC119551986|XP_037717635.1|DSUP
OG0008939	LOC119654889|XP_037916433.1|HILL	LOC119559123|XP_037728128.1|DSUP, LOC119550095|XP_037714502.1|DSUP
OG0008940	LOC119655215|XP_037916919.1|HILL	LOC119549216|XP_037713003.1|DSUP
OG0008941	LOC119652985|XP_037913336.1|HILL	LOC119557654|XP_037726436.1|DSUP
OG0008942	LOC119657439|XP_037920274.1|HILL	LOC119557016|XP_037725477.1|DSUP
OG0008944	LOC119656926|XP_037919547.1|HILL	LOC119557824|XP_037726710.1|DSUP
OG0008945	LOC119661430|XP_037926703.1|HILL	LOC119556333|XP_037724352.1|DSUP
OG0008946	LOC119656176|XP_037918450.1|HILL, LOC119655163|XP_037916839.1|HILL	LOC119556497|XP_037724685.1|DSUP
OG0008948	LOC119655393|XP_037917198.1|HILL	LOC119556446|XP_037724612.1|DSUP
OG0008950	LOC119656087|XP_037918318.1|HILL	LOC119557356|XP_037726021.1|DSUP
OG0008954	LOC119650094|XP_037908540.1|HILL, LOC119649431|XP_037907507.1|HILL, LOC119649898|XP_037908219.1|HILL, LOC119648823|XP_037906610.1|HILL	LOC119547927|XP_037710900.1|DSUP
OG0008956	LOC119648667|XP_037906383.1|HILL	LOC119551242|XP_037716414.1|DSUP
OG0008958	LOC119647560|XP_037904481.1|HILL, LOC119649217|XP_037907204.1|HILL	LOC119552994|XP_037718940.1|DSUP
OG0008960	LOC119650357|XP_037908967.1|HILL	LOC119552791|XP_037718546.1|DSUP
OG0008968	LOC119660293|XP_037924692.1|HILL, LOC119659550|XP_037923628.1|HILL, LOC119660371|XP_037924815.1|HILL, LOC119660376|XP_037924822.1|HILL, LOC119660302|XP_037924702.1|HILL, LOC119659580|XP_037923665.1|HILL	LOC119546908|XP_037709461.1|DSUP
OG0008983	LOC119650796|XP_037909861.1|HILL	LOC119551024|XP_037716008.1|DSUP
OG0008986	LOC119652384|XP_037912412.1|HILL	LOC119560170|XP_037729457.1|DSUP
OG0008987	LOC119656913|XP_037919536.1|HILL, LOC119656904|XP_037919517.1|HILL	LOC119548842|XP_037712388.1|DSUP
OG0008991	LOC119659421|XP_037923423.1|HILL	LOC119560018|XP_037729234.1|DSUP
OG0008992	LOC119651091|XP_037910372.1|HILL	LOC119559286|XP_037728291.1|DSUP, LOC119563339|XP_037732614.1|DSUP
OG0008994	LOC119646475|XP_037902857.1|HILL	LOC119546835|XP_037709357.1|DSUP
OG0008996	LOC119658447|XP_037921779.1|HILL	LOC119557938|XP_037726878.1|DSUP
OG0009001	LOC119658316|XP_037921569.1|HILL	LOC119546309|XP_037708433.1|DSUP
OG0009002	LOC119660139|XP_037924465.1|HILL	LOC119559745|XP_037728732.1|DSUP
OG0009004	LOC119649545|XP_037907664.1|HILL, LOC119649374|XP_037907418.1|HILL, LOC119648622|XP_037906320.1|HILL, LOC119649409|XP_037907473.1|HILL	LOC119551280|XP_037716474.1|DSUP
OG0009005	LOC119646720|XP_037903227.1|HILL	LOC119548830|XP_037712376.1|DSUP
OG0009008	LOC119658631|XP_037922073.1|HILL	LOC119561034|XP_037730789.1|DSUP
OG0009009	LOC119647859|XP_037905055.1|HILL	LOC119552927|XP_037718798.1|DSUP
OG0009010	LOC119660924|XP_037925831.1|HILL	LOC119553062|XP_037719116.1|DSUP
OG0009011	LOC119647672|XP_037904678.1|HILL	LOC119554512|XP_037721382.1|DSUP
OG0009012	LOC119655380|XP_037917176.1|HILL	LOC119551411|XP_037716678.1|DSUP
OG0009013	LOC119654311|XP_037915562.1|HILL, LOC119654309|XP_037915558.1|HILL	LOC119556203|XP_037724087.1|DSUP
OG0009014	LOC119648214|XP_037905750.1|HILL	LOC119554578|XP_037721486.1|DSUP
OG0009015	LOC119649114|XP_037907042.1|HILL	LOC119553586|XP_037719965.1|DSUP
OG0009016	LOC119648779|XP_037906542.1|HILL	LOC119553577|XP_037719953.1|DSUP
OG0009017	LOC119660980|XP_037925991.1|HILL	LOC119548024|XP_037711025.1|DSUP
OG0009018	LOC119660751|XP_037925433.1|HILL	LOC119549116|XP_037712838.1|DSUP
OG0009019	LOC119660915|XP_037925803.1|HILL	LOC119562996|XP_037732109.1|DSUP
OG0009020	LOC119652893|XP_037913192.1|HILL	LOC119556034|XP_037723750.1|DSUP
OG0009021	LOC119659673|XP_037923826.1|HILL	LOC119560593|XP_037730046.1|DSUP
OG0009022	LOC119651964|XP_037911754.1|HILL	LOC119551781|XP_037717240.1|DSUP
OG0009023	LOC119651425|XP_037910949.1|HILL	LOC119554493|XP_037721357.1|DSUP
OG0009024	LOC119652872|XP_037913159.1|HILL	LOC119549610|XP_037713713.1|DSUP
OG0009026	LOC119652265|XP_037912178.1|HILL	LOC119562498|XP_037731637.1|DSUP
OG0009027	LOC119648510|XP_037906209.1|HILL	LOC119549152|XP_037712863.1|DSUP
OG0009028	LOC119650895|XP_037910002.1|HILL	LOC119552512|XP_037718057.1|DSUP
OG0009029	LOC119651215|XP_037910596.1|HILL	LOC119562718|XP_037731836.1|DSUP
OG0009030	LOC119646599|XP_037903020.1|HILL	LOC119547489|XP_037710306.1|DSUP
OG0009031	LOC119658678|XP_037922169.1|HILL	LOC119559935|XP_037729071.1|DSUP
OG0009032	LOC119659904|XP_037924157.1|HILL	LOC119559936|XP_037729072.1|DSUP
OG0009033	LOC119661646|XP_037927006.1|HILL	LOC119547890|XP_037710855.1|DSUP
OG0009034	LOC119646566|XP_037902973.1|HILL	LOC119547979|XP_037710960.1|DSUP
OG0009035	LOC119657324|XP_037920114.1|HILL	LOC119548415|XP_037711585.1|DSUP
OG0009036	LOC119655987|XP_037918153.1|HILL	LOC119550230|XP_037714724.1|DSUP
OG0009038	LOC119655732|XP_037917710.1|HILL	LOC119557685|XP_037726487.1|DSUP
OG0009039	LOC119655663|XP_037917576.1|HILL	LOC119562949|XP_037732049.1|DSUP
OG0009040	LOC119654930|XP_037916510.1|HILL	LOC119549604|XP_037713695.1|DSUP
OG0009041	LOC119651284|XP_037910724.1|HILL	LOC119559847|XP_037728879.1|DSUP
OG0009042	LOC119646873|XP_037903428.1|HILL	LOC119548138|XP_037711164.1|DSUP
OG0009043	LOC119651477|XP_037911015.1|HILL	LOC119548239|XP_037711306.1|DSUP
OG0009044	LOC119650392|XP_037909082.1|HILL	LOC119548835|XP_037712382.1|DSUP
OG0009045	LOC119660989|XP_037926003.1|HILL	LOC119559980|XP_037729152.1|DSUP
OG0009046	LOC119660798|XP_037925553.1|HILL	LOC119552554|XP_037718102.1|DSUP
OG0009047	LOC119661288|XP_037926493.1|HILL	LOC119551605|XP_037716936.1|DSUP
OG0009048	LOC119660987|XP_037926000.1|HILL	LOC119546682|XP_037709078.1|DSUP
OG0009049	LOC119660273|XP_037924663.1|HILL	LOC119554678|XP_037721611.1|DSUP
OG0009051	LOC119655338|XP_037917111.1|HILL	LOC119550026|XP_037714377.1|DSUP
OG0009052	LOC119659999|XP_037924303.1|HILL	LOC119560047|XP_037729281.1|DSUP
OG0009053	LOC119658839|XP_037922511.1|HILL	LOC119550718|XP_037715545.1|DSUP
OG0009054	LOC119659894|XP_037924145.1|HILL	LOC119558516|XP_037727945.1|DSUP
OG0009055	LOC119650591|XP_037909366.1|HILL	LOC119548598|XP_037711883.1|DSUP
OG0009056	LOC119649149|XP_037907088.1|HILL	LOC119546330|XP_037708458.1|DSUP
OG0009057	LOC119649402|XP_037907454.1|HILL	LOC119553068|XP_037719121.1|DSUP
OG0009058	LOC119661046|XP_037926167.1|HILL	LOC119551223|XP_037716426.1|DSUP
OG0009059	LOC119647850|XP_037905045.1|HILL	LOC119553633|XP_037720035.1|DSUP
OG0009060	LOC119659403|XP_037923402.1|HILL	LOC119563392|XP_037732677.1|DSUP
OG0009061	LOC119653579|XP_037914250.1|HILL	LOC119549479|XP_037713507.1|DSUP
OG0009063	LOC119654264|XP_037915459.1|HILL	LOC119546221|XP_037708289.1|DSUP
OG0009064	LOC119660902|XP_037925770.1|HILL	LOC119551665|XP_037717043.1|DSUP
OG0009065	LOC119660780|XP_037925485.1|HILL	LOC119559402|XP_037728399.1|DSUP
OG0009066	LOC119649678|XP_037907866.1|HILL	LOC119553272|XP_037719492.1|DSUP
OG0009067	LOC119649379|XP_037907425.1|HILL	LOC119554045|XP_037720703.1|DSUP
OG0009068	LOC119652585|XP_037912734.1|HILL	LOC119550121|XP_037714532.1|DSUP
OG0009069	LOC119661700|XP_037927075.1|HILL	LOC119546634|XP_037709006.1|DSUP
OG0009070	LOC119655091|XP_037916721.1|HILL	LOC119550124|XP_037714534.1|DSUP
OG0009073	LOC119660335|XP_037924746.1|HILL, LOC119660059|XP_037924365.1|HILL	LOC119560786|XP_037730343.1|DSUP
OG0009081	LOC119659724|XP_037923909.1|HILL, LOC119659431|XP_037923442.1|HILL	LOC119563391|XP_037732675.1|DSUP
OG0009084	LOC119659963|XP_037924245.1|HILL	LOC119563076|XP_037732220.1|DSUP
OG0009085	LOC119655090|XP_037916717.1|HILL	LOC119562877|XP_037731920.1|DSUP
OG0009086	LOC119652989|XP_037913341.1|HILL	LOC119560837|XP_037730415.1|DSUP
OG0009089	LOC119650739|XP_037909736.1|HILL	LOC119557285|XP_037725903.1|DSUP
OG0009091	LOC119647298|XP_037904129.1|HILL	LOC119560165|XP_037729452.1|DSUP
OG0009097	LOC119647035|XP_037903708.1|HILL	LOC119558266|XP_037727547.1|DSUP
OG0009099	LOC119656109|XP_037918353.1|HILL, LOC119651441|XP_037910972.1|HILL	LOC119563184|XP_037732385.1|DSUP
OG0009100	LOC119646197|XP_037902508.1|HILL	LOC119547742|XP_037710666.1|DSUP
OG0009102	LOC119658843|XP_037922521.1|HILL	LOC119548046|XP_037711052.1|DSUP
OG0009103	LOC119646877|XP_037903431.1|HILL	LOC119547247|XP_037709954.1|DSUP
OG0009107	LOC119646699|XP_037903193.1|HILL	LOC119547710|XP_037710613.1|DSUP
OG0009108	LOC119652517|XP_037912641.1|HILL	LOC119552604|XP_037718198.1|DSUP
OG0009109	LOC119646638|XP_037903079.1|HILL	LOC119548520|XP_037711739.1|DSUP
OG0009111	LOC119649671|XP_037907859.1|HILL, LOC119647487|XP_037904373.1|HILL	LOC119554812|XP_037721790.1|DSUP
OG0009112	LOC119659792|XP_037923994.1|HILL	LOC119546564|XP_037708864.1|DSUP
OG0009113	LOC119646938|XP_037903556.1|HILL	LOC119548486|XP_037711688.1|DSUP
OG0009114	LOC119661592|XP_037926923.1|HILL	LOC119548518|XP_037711736.1|DSUP
OG0009119	LOC119652596|XP_037912751.1|HILL	LOC119547067|XP_037709680.1|DSUP
OG0009123	LOC119647210|XP_037903962.1|HILL	LOC119551611|XP_037716949.1|DSUP
OG0009127	LOC119661633|XP_037926983.1|HILL	LOC119548988|XP_037712516.1|DSUP
OG0009128	LOC119646833|XP_037903377.1|HILL	LOC119550346|XP_037714893.1|DSUP
OG0009129	LOC119646966|XP_037903595.1|HILL	LOC119550915|XP_037715835.1|DSUP
OG0009130	LOC119658313|XP_037921564.1|HILL	LOC119552122|XP_037717836.1|DSUP
OG0009132	LOC119658875|XP_037922575.1|HILL	LOC119549009|XP_037712574.1|DSUP
OG0009136	LOC119646328|XP_037902681.1|HILL	LOC119551869|XP_037717390.1|DSUP
OG0009137	LOC119646332|XP_037902685.1|HILL	LOC119549830|XP_037714037.1|DSUP
OG0009141	LOC119648808|XP_037906586.1|HILL, LOC119651524|XP_037911084.1|HILL	LOC119550355|XP_037714907.1|DSUP
OG0009145	LOC119655071|XP_037916695.1|HILL	LOC119550674|XP_037715462.1|DSUP
OG0009146	LOC119654636|XP_037916038.1|HILL	LOC119559388|XP_037728373.1|DSUP
OG0009152	LOC119654360|XP_037915633.1|HILL	LOC119551573|XP_037716901.1|DSUP
OG0009153	LOC119654130|XP_037915224.1|HILL	LOC119549380|XP_037713348.1|DSUP
OG0009155	LOC119654510|XP_037915876.1|HILL	LOC119551385|XP_037716635.1|DSUP
OG0009156	LOC119657582|XP_037920489.1|HILL	LOC119546639|XP_037709011.1|DSUP
OG0009161	LOC119648085|XP_037905502.1|HILL	LOC119556082|XP_037723862.1|DSUP
OG0009162	LOC119660934|XP_037925853.1|HILL	LOC119553460|XP_037719791.1|DSUP
OG0009163	LOC119650172|XP_037908653.1|HILL	LOC119553401|XP_037719701.1|DSUP
OG0009164	LOC119653226|XP_037913736.1|HILL	LOC119554738|XP_037721688.1|DSUP
OG0009165	LOC119650130|XP_037908589.1|HILL	LOC119554487|XP_037721344.1|DSUP
OG0009166	LOC119646949|XP_037903571.1|HILL	LOC119552520|XP_037718066.1|DSUP
OG0009167	LOC119650422|XP_037909161.1|HILL	LOC119554403|XP_037721219.1|DSUP
OG0009168	LOC119649758|XP_037907980.1|HILL, LOC119648285|XP_037905869.1|HILL	LOC119554404|XP_037721221.1|DSUP
OG0009169	LOC119648074|XP_037905485.1|HILL	LOC119555710|XP_037723314.1|DSUP
OG0009171	LOC119650146|XP_037908609.1|HILL, LOC119648740|XP_037906485.1|HILL	LOC119554702|XP_037721634.1|DSUP
OG0009174	LOC119650057|XP_037908475.1|HILL	LOC119557107|XP_037725613.1|DSUP
OG0009176	LOC119648235|XP_037905786.1|HILL	LOC119552755|XP_037718475.1|DSUP
OG0009178	LOC119648662|XP_037906372.1|HILL	LOC119554968|XP_037722025.1|DSUP
OG0009182	LOC119650460|XP_037909247.1|HILL	LOC119552773|XP_037718510.1|DSUP
OG0009184	LOC119649658|XP_037907842.1|HILL	LOC119555361|XP_037722627.1|DSUP
OG0009185	LOC119648972|XP_037906822.1|HILL	LOC119554370|XP_037721178.1|DSUP
OG0009186	LOC119648839|XP_037906643.1|HILL	LOC119555071|XP_037722209.1|DSUP
OG0009188	LOC119649655|XP_037907838.1|HILL	LOC119550413|XP_037714999.1|DSUP
OG0009190	LOC119648317|XP_037905926.1|HILL, LOC119649339|XP_037907374.1|HILL	LOC119555544|XP_037722905.1|DSUP
OG0009221	LOC119651187|XP_037910552.1|HILL	LOC119546415|XP_037708608.1|DSUP
OG0009222	LOC119657106|XP_037919793.1|HILL	LOC119557607|XP_037726340.1|DSUP
OG0009225	LOC119654452|XP_037915793.1|HILL	LOC119557237|XP_037725849.1|DSUP
OG0009226	LOC119652214|XP_037912084.1|HILL	LOC119556688|XP_037725012.1|DSUP
OG0009229	LOC119661578|XP_037926905.1|HILL	LOC119560098|XP_037729349.1|DSUP
OG0009231	LOC119657095|XP_037919778.1|HILL, LOC119648814|XP_037906595.1|HILL	LOC119556608|XP_037724849.1|DSUP
OG0009232	LOC119653760|XP_037914669.1|HILL	LOC119558288|XP_037727600.1|DSUP
OG0009234	LOC119658431|XP_037921759.1|HILL	LOC119557980|XP_037726994.1|DSUP
OG0009236	LOC119652501|XP_037912619.1|HILL	LOC119553646|XP_037720057.1|DSUP
OG0009237	LOC119650585|XP_037909346.1|HILL	LOC119547882|XP_037710847.1|DSUP
OG0009238	LOC119648211|XP_037905746.1|HILL	LOC119554335|XP_037721128.1|DSUP
OG0009239	LOC119652590|XP_037912742.1|HILL	LOC119554474|XP_037721318.1|DSUP
OG0009241	LOC119657391|XP_037920205.1|HILL	LOC119545942|XP_037707816.1|DSUP
OG0009243	LOC119646171|XP_037902477.1|HILL	LOC119552094|XP_037717804.1|DSUP
OG0009247	LOC119650160|XP_037908635.1|HILL	LOC119556953|XP_037725388.1|DSUP
OG0009248	LOC119657323|XP_037920113.1|HILL	LOC119556299|XP_037724301.1|DSUP
OG0009249	LOC119647048|XP_037903732.1|HILL	LOC119546409|XP_037708595.1|DSUP
OG0009251	LOC119656279|XP_037918634.1|HILL	LOC119558912|XP_037728040.1|DSUP
OG0009252	LOC119656220|XP_037918547.1|HILL	LOC119556039|XP_037723754.1|DSUP
OG0009253	LOC119659779|XP_037923972.1|HILL	LOC119558136|XP_037727297.1|DSUP
OG0009254	LOC119660826|XP_037925612.1|HILL	LOC119557377|XP_037726049.1|DSUP
OG0009255	LOC119657339|XP_037920140.1|HILL	LOC119556029|XP_037723738.1|DSUP
OG0009256	LOC119657139|XP_037919839.1|HILL	LOC119557387|XP_037726060.1|DSUP
OG0009257	LOC119657464|XP_037920309.1|HILL	LOC119555810|XP_037723356.1|DSUP
OG0009258	LOC119658080|XP_037921269.1|HILL	LOC119556554|XP_037724772.1|DSUP
OG0009259	LOC119657590|XP_037920497.1|HILL, LOC119657493|XP_037920346.1|HILL	LOC119556729|XP_037725059.1|DSUP
OG0009260	LOC119654355|XP_037915629.1|HILL	LOC119557964|XP_037726935.1|DSUP
OG0009261	LOC119654381|XP_037915671.1|HILL	LOC119558150|XP_037727313.1|DSUP
OG0009262	LOC119657994|XP_037921140.1|HILL	LOC119556258|XP_037724230.1|DSUP
OG0009263	LOC119657986|XP_037921131.1|HILL	LOC119558296|XP_037727616.1|DSUP
OG0009264	LOC119658403|XP_037921720.1|HILL	LOC119556823|XP_037725204.1|DSUP
OG0009265	LOC119657734|XP_037920705.1|HILL	LOC119556651|XP_037724914.1|DSUP
OG0009266	LOC119647229|XP_037903993.1|HILL	LOC119548508|XP_037711716.1|DSUP
OG0009269	LOC119660413|XP_037924880.1|HILL	LOC119545789|XP_037707591.1|DSUP
OG0009271	LOC119653582|XP_037914258.1|HILL	LOC119558221|XP_037727464.1|DSUP
OG0009272	LOC119650382|XP_037909049.1|HILL	LOC119553915|XP_037720518.1|DSUP
OG0009275	LOC119661643|XP_037927002.1|HILL	LOC119557484|XP_037726181.1|DSUP
OG0009277	LOC119655357|XP_037917138.1|HILL	LOC119555995|XP_037723653.1|DSUP
OG0009278	LOC119655403|XP_037917213.1|HILL	LOC119557223|XP_037725825.1|DSUP
OG0009279	LOC119655534|XP_037917376.1|HILL	LOC119547743|XP_037710667.1|DSUP
OG0009280	LOC119655342|XP_037917116.1|HILL	LOC119557634|XP_037726394.1|DSUP
OG0009281	LOC119654861|XP_037916374.1|HILL	LOC119558394|XP_037727849.1|DSUP
OG0009282	LOC119647027|XP_037903697.1|HILL	LOC119548277|XP_037711368.1|DSUP
OG0009283	LOC119652618|XP_037912789.1|HILL	LOC119546241|XP_037708315.1|DSUP
OG0009284	LOC119649075|XP_037907001.1|HILL	LOC119554926|XP_037721960.1|DSUP
OG0009285	LOC119660899|XP_037925764.1|HILL, LOC119660926|XP_037925834.1|HILL	LOC119555958|XP_037723643.1|DSUP
OG0009286	LOC119649004|XP_037906875.1|HILL	LOC119555067|XP_037722203.1|DSUP
OG0009289	LOC119660933|XP_037925851.1|HILL	LOC119556706|XP_037725069.1|DSUP
OG0009290	LOC119659226|XP_037923132.1|HILL	LOC119551285|XP_037716479.1|DSUP
OG0009291	LOC119660709|XP_037925272.1|HILL	LOC119557067|XP_037725587.1|DSUP
OG0009293	LOC119654601|XP_037915999.1|HILL	LOC119557159|XP_037725687.1|DSUP
OG0009294	LOC119656981|XP_037919641.1|HILL	LOC119551335|XP_037716564.1|DSUP
OG0009295	LOC119660782|XP_037925490.1|HILL	LOC119556643|XP_037724900.1|DSUP
OG0009297	LOC119659439|XP_037923450.1|HILL	LOC119555973|XP_037723632.1|DSUP
OG0009303	LOC119659596|XP_037923686.1|HILL	LOC119563506|XP_037732880.1|DSUP
OG0009304	LOC119660058|XP_037924364.1|HILL	LOC119559819|XP_037728838.1|DSUP
OG0009305	LOC119659893|XP_037924144.1|HILL	LOC119559988|XP_037729179.1|DSUP
OG0009306	LOC119654953|XP_037916537.1|HILL	LOC119556814|XP_037725195.1|DSUP
OG0009307	LOC119659900|XP_037924152.1|HILL	LOC119546246|XP_037708329.1|DSUP
OG0009309	LOC119658917|XP_037922660.1|HILL	LOC119555004|XP_037722077.1|DSUP
OG0009310	LOC119658781|XP_037922408.1|HILL	LOC119563279|XP_037732530.1|DSUP
OG0009311	LOC119660264|XP_037924649.1|HILL	LOC119554809|XP_037721792.1|DSUP
OG0009312	LOC119659669|XP_037923822.1|HILL	LOC119561029|XP_037730785.1|DSUP
OG0009314	LOC119659850|XP_037924079.1|HILL	LOC119553618|XP_037720017.1|DSUP
OG0009317	LOC119651639|XP_037911237.1|HILL	LOC119554856|XP_037721868.1|DSUP
OG0009319	LOC119659652|XP_037923787.1|HILL	LOC119545744|XP_037707495.1|DSUP
OG0009320	LOC119660027|XP_037924333.1|HILL	LOC119563221|XP_037732450.1|DSUP
OG0009321	LOC119659857|XP_037924090.1|HILL	LOC119561416|XP_037731002.1|DSUP
OG0009323	LOC119655786|XP_037917805.1|HILL	LOC119560057|XP_037729292.1|DSUP
OG0009327	LOC119650621|XP_037909438.1|HILL	LOC119563420|XP_037732720.1|DSUP
OG0009328	LOC119660252|XP_037924635.1|HILL	LOC119546646|XP_037709026.1|DSUP
OG0009332	LOC119647688|XP_037904699.1|HILL	LOC119563364|XP_037732644.1|DSUP
OG0009344	LOC119654704|XP_037916149.1|HILL	LOC119560315|XP_037729621.1|DSUP
OG0009345	LOC119657152|XP_037919856.1|HILL	LOC119545998|XP_037707928.1|DSUP
OG0009348	LOC119655353|XP_037917136.1|HILL	LOC119559755|XP_037728753.1|DSUP
OG0009350	LOC119651807|XP_037911522.1|HILL	LOC119558314|XP_037727652.1|DSUP
OG0009353	LOC119657309|XP_037920096.1|HILL	LOC119560280|XP_037729576.1|DSUP
OG0009356	LOC119654454|XP_037915792.1|HILL	LOC119548414|XP_037711581.1|DSUP
OG0009357	LOC119659744|XP_037923934.1|HILL	LOC119547541|XP_037710367.1|DSUP
OG0009358	LOC119652305|XP_037912243.1|HILL	LOC119548221|XP_037711286.1|DSUP
OG0009363	LOC119648293|XP_037905881.1|HILL	LOC119548199|XP_037711256.1|DSUP
OG0009369	LOC119646122|XP_037902400.1|HILL	LOC119546010|XP_037707941.1|DSUP
OG0009374	LOC119661380|XP_037926627.1|HILL	LOC119546995|XP_037709587.1|DSUP
OG0009376	LOC119661375|XP_037926622.1|HILL	LOC119547923|XP_037710891.1|DSUP
OG0009380	LOC119656186|XP_037918468.1|HILL	LOC119548397|XP_037711552.1|DSUP
OG0009382	LOC119657381|XP_037920193.1|HILL, LOC119657463|XP_037920307.1|HILL	LOC119546285|XP_037708393.1|DSUP
OG0009385	LOC119653052|XP_037913453.1|HILL	LOC119546310|XP_037708434.1|DSUP
