Orthogroup	HILL.longest_only	DBIA.longest_only
OG0008904	LOC119660474|XP_037924992.1|HILL	LOC108023101|XP_016947854.1|DBIA
OG0008905	LOC119660991|XP_037926007.1|HILL	LOC108035826|XP_016967066.1|DBIA
OG0008906	LOC119649724|XP_037907932.1|HILL	LOC108035457|XP_016966585.1|DBIA
OG0008908	LOC119659189|XP_037923077.1|HILL	LOC108027420|XP_016954351.1|DBIA
OG0008909	LOC119657223|XP_037919962.1|HILL	LOC108024851|XP_016950481.1|DBIA
OG0008910	LOC119659166|XP_037923045.1|HILL	LOC108032051|XP_016961352.1|DBIA
OG0008913	LOC119650939|XP_037910097.1|HILL	LOC108031929|XP_016961195.1|DBIA
OG0008914	LOC119657618|XP_037920549.1|HILL	LOC108031256|XP_016959984.1|DBIA
OG0008915	LOC119652900|XP_037913201.1|HILL	LOC108027041|XP_016953729.1|DBIA
OG0008917	LOC119660762|XP_037925456.1|HILL	LOC108036803|XP_016968639.1|DBIA
OG0008920	LOC119650299|XP_037908865.1|HILL, LOC119648363|XP_037906015.1|HILL	LOC108030707|XP_016959236.1|DBIA
OG0008923	LOC119659201|XP_037923097.1|HILL	LOC108030434|XP_016958809.1|DBIA
OG0008925	LOC119649709|XP_037907910.1|HILL, LOC119649710|XP_037907911.1|HILL	LOC108030437|XP_016958815.1|DBIA
OG0008931	LOC119647158|XP_037903893.1|HILL	LOC108036236|XP_016967733.1|DBIA
OG0008933	LOC119658928|XP_037922689.1|HILL, LOC119660460|XP_037924953.1|HILL	LOC108022380|XP_016946751.1|DBIA
OG0008935	LOC119648742|XP_037906489.1|HILL	LOC108029923|XP_016957907.1|DBIA
OG0008936	LOC119655807|XP_037917835.1|HILL	LOC108023012|XP_016947734.1|DBIA
OG0008938	LOC119655926|XP_037918025.1|HILL	LOC108029472|XP_016957215.1|DBIA
OG0008939	LOC119654889|XP_037916433.1|HILL	LOC108029652|XP_016957565.1|DBIA
OG0008940	LOC119655215|XP_037916919.1|HILL	LOC108022713|XP_016947278.1|DBIA
OG0008941	LOC119652985|XP_037913336.1|HILL	LOC108021956|XP_016946275.1|DBIA
OG0008942	LOC119657439|XP_037920274.1|HILL	LOC108023608|XP_016948704.1|DBIA
OG0008944	LOC119656926|XP_037919547.1|HILL	LOC108026223|XP_016952540.1|DBIA
OG0008945	LOC119661430|XP_037926703.1|HILL	LOC108023744|XP_016948871.1|DBIA
OG0008946	LOC119656176|XP_037918450.1|HILL, LOC119655163|XP_037916839.1|HILL	LOC108025894|XP_016952065.1|DBIA
OG0008948	LOC119655393|XP_037917198.1|HILL	LOC108023555|XP_016948627.1|DBIA
OG0008950	LOC119656087|XP_037918318.1|HILL	LOC108025674|XP_016951700.1|DBIA
OG0008954	LOC119650094|XP_037908540.1|HILL, LOC119649431|XP_037907507.1|HILL, LOC119649898|XP_037908219.1|HILL, LOC119648823|XP_037906610.1|HILL	LOC108029007|XP_016956540.1|DBIA
OG0008956	LOC119648667|XP_037906383.1|HILL	LOC108036312|XP_016967811.1|DBIA
OG0008958	LOC119647560|XP_037904481.1|HILL, LOC119649217|XP_037907204.1|HILL	LOC108030848|XP_016959475.1|DBIA
OG0008960	LOC119650357|XP_037908967.1|HILL	LOC108035085|XP_016965990.1|DBIA
OG0008968	LOC119660293|XP_037924692.1|HILL, LOC119659550|XP_037923628.1|HILL, LOC119660371|XP_037924815.1|HILL, LOC119660376|XP_037924822.1|HILL, LOC119660302|XP_037924702.1|HILL, LOC119659580|XP_037923665.1|HILL	LOC108027720|XP_016954762.1|DBIA
OG0008975	LOC119658438|XP_037921769.1|HILL	LOC108024342|XP_016949733.1|DBIA, LOC108036311|XP_016967810.1|DBIA
OG0008983	LOC119650796|XP_037909861.1|HILL	LOC108026841|XP_016953506.1|DBIA
OG0008986	LOC119652384|XP_037912412.1|HILL	LOC108027176|XP_016953953.1|DBIA
OG0008987	LOC119656913|XP_037919536.1|HILL, LOC119656904|XP_037919517.1|HILL	LOC108029092|XP_016956671.1|DBIA
OG0008992	LOC119651091|XP_037910372.1|HILL	LOC108032253|XP_016961607.1|DBIA
OG0008994	LOC119646475|XP_037902857.1|HILL	LOC108036106|XP_016967569.1|DBIA
OG0008996	LOC119658447|XP_037921779.1|HILL	LOC108033226|XP_016962979.1|DBIA
OG0009001	LOC119658316|XP_037921569.1|HILL	LOC108033908|XP_016964063.1|DBIA
OG0009002	LOC119660139|XP_037924465.1|HILL	LOC108031554|XP_016960585.1|DBIA
OG0009004	LOC119649545|XP_037907664.1|HILL, LOC119649374|XP_037907418.1|HILL, LOC119648622|XP_037906320.1|HILL, LOC119649409|XP_037907473.1|HILL	LOC108022311|XP_016946660.1|DBIA
OG0009005	LOC119646720|XP_037903227.1|HILL	LOC108036747|XP_016968545.1|DBIA
OG0009008	LOC119658631|XP_037922073.1|HILL	LOC108031350|XP_016960104.1|DBIA
OG0009009	LOC119647859|XP_037905055.1|HILL	LOC108028931|XP_016956442.1|DBIA
OG0009010	LOC119660924|XP_037925831.1|HILL	LOC108035230|XP_016966248.1|DBIA
OG0009011	LOC119647672|XP_037904678.1|HILL	LOC108034838|XP_016965449.1|DBIA
OG0009012	LOC119655380|XP_037917176.1|HILL	LOC108026902|XP_016953600.1|DBIA
OG0009013	LOC119654311|XP_037915562.1|HILL, LOC119654309|XP_037915558.1|HILL	LOC108023530|XP_016948583.1|DBIA
OG0009014	LOC119648214|XP_037905750.1|HILL	LOC108034868|XP_016965540.1|DBIA
OG0009015	LOC119649114|XP_037907042.1|HILL	LOC108028510|XP_016955882.1|DBIA
OG0009016	LOC119648779|XP_037906542.1|HILL	LOC108035411|XP_016966520.1|DBIA
OG0009017	LOC119660980|XP_037925991.1|HILL	LOC108027872|XP_016954975.1|DBIA
OG0009018	LOC119660751|XP_037925433.1|HILL	LOC108036017|XP_016967427.1|DBIA
OG0009019	LOC119660915|XP_037925803.1|HILL	LOC108024910|XP_016950571.1|DBIA
OG0009020	LOC119652893|XP_037913192.1|HILL	LOC108026426|XP_016952847.1|DBIA
OG0009021	LOC119659673|XP_037923826.1|HILL	LOC108032926|XP_016962484.1|DBIA
OG0009022	LOC119651964|XP_037911754.1|HILL	LOC108023488|XP_016948506.1|DBIA
OG0009023	LOC119651425|XP_037910949.1|HILL	LOC108024417|XP_016949822.1|DBIA
OG0009024	LOC119652872|XP_037913159.1|HILL	LOC108031598|XP_016960665.1|DBIA
OG0009026	LOC119652265|XP_037912178.1|HILL	LOC108026425|XP_016952846.1|DBIA
OG0009027	LOC119648510|XP_037906209.1|HILL	LOC108029491|XP_016957249.1|DBIA
OG0009028	LOC119650895|XP_037910002.1|HILL	LOC108035506|XP_016966655.1|DBIA
OG0009029	LOC119651215|XP_037910596.1|HILL	LOC108023832|XP_016948967.1|DBIA
OG0009030	LOC119646599|XP_037903020.1|HILL	LOC108027815|XP_016954882.1|DBIA
OG0009031	LOC119658678|XP_037922169.1|HILL	LOC108027361|XP_016954272.1|DBIA
OG0009032	LOC119659904|XP_037924157.1|HILL	LOC108027362|XP_016954273.1|DBIA
OG0009033	LOC119661646|XP_037927006.1|HILL	LOC108036793|XP_016968629.1|DBIA
OG0009034	LOC119646566|XP_037902973.1|HILL	LOC108032755|XP_016962234.1|DBIA
OG0009035	LOC119657324|XP_037920114.1|HILL	LOC108032815|XP_016962318.1|DBIA
OG0009036	LOC119655987|XP_037918153.1|HILL	LOC108036577|XP_016968318.1|DBIA
OG0009038	LOC119655732|XP_037917710.1|HILL	LOC108024739|XP_016950325.1|DBIA
OG0009039	LOC119655663|XP_037917576.1|HILL	LOC108026173|XP_016952435.1|DBIA
OG0009040	LOC119654930|XP_037916510.1|HILL	LOC108022175|XP_016946508.1|DBIA
OG0009041	LOC119651284|XP_037910724.1|HILL	LOC108031673|XP_016960802.1|DBIA
OG0009042	LOC119646873|XP_037903428.1|HILL	LOC108027920|XP_016955032.1|DBIA
OG0009043	LOC119651477|XP_037911015.1|HILL	LOC108032748|XP_016962225.1|DBIA
OG0009044	LOC119650392|XP_037909082.1|HILL	LOC108029085|XP_016956661.1|DBIA
OG0009045	LOC119660989|XP_037926003.1|HILL	LOC108027343|XP_016954250.1|DBIA
OG0009046	LOC119660798|XP_037925553.1|HILL	LOC108030835|XP_016959448.1|DBIA
OG0009047	LOC119661288|XP_037926493.1|HILL	LOC108030441|XP_016958820.1|DBIA
OG0009048	LOC119660987|XP_037926000.1|HILL	LOC108032517|XP_016961841.1|DBIA
OG0009049	LOC119660273|XP_037924663.1|HILL	LOC108026277|XP_016952629.1|DBIA
OG0009051	LOC119655338|XP_037917111.1|HILL	LOC108029593|XP_016957450.1|DBIA
OG0009052	LOC119659999|XP_037924303.1|HILL	LOC108027446|XP_016954386.1|DBIA
OG0009053	LOC119658839|XP_037922511.1|HILL	LOC108026360|XP_016952756.1|DBIA
OG0009054	LOC119659894|XP_037924145.1|HILL	LOC108031920|XP_016961180.1|DBIA
OG0009055	LOC119650591|XP_037909366.1|HILL	LOC108033617|XP_016963469.1|DBIA
OG0009056	LOC119649149|XP_037907088.1|HILL	LOC108033375|XP_016963182.1|DBIA
OG0009057	LOC119649402|XP_037907454.1|HILL	LOC108029017|XP_016956555.1|DBIA
OG0009058	LOC119661046|XP_037926167.1|HILL	LOC108036006|XP_016967391.1|DBIA
OG0009059	LOC119647850|XP_037905045.1|HILL	LOC108028736|XP_016956191.1|DBIA
OG0009060	LOC119659403|XP_037923402.1|HILL	LOC108024602|XP_016950105.1|DBIA
OG0009061	LOC119653579|XP_037914250.1|HILL	LOC108022748|XP_016947330.1|DBIA
OG0009063	LOC119654264|XP_037915459.1|HILL	LOC108033825|XP_016963942.1|DBIA
OG0009064	LOC119660902|XP_037925770.1|HILL	LOC108030031|XP_016958077.1|DBIA
OG0009065	LOC119660780|XP_037925485.1|HILL	LOC108024725|XP_016950308.1|DBIA
OG0009066	LOC119649678|XP_037907866.1|HILL	LOC108034516|XP_016964929.1|DBIA
OG0009067	LOC119649379|XP_037907425.1|HILL	LOC108030817|XP_016959406.1|DBIA
OG0009068	LOC119652585|XP_037912734.1|HILL	LOC108029914|XP_016957896.1|DBIA
OG0009069	LOC119661700|XP_037927075.1|HILL	LOC108033315|XP_016963083.1|DBIA
OG0009070	LOC119655091|XP_037916721.1|HILL	LOC108036600|XP_016968349.1|DBIA
OG0009073	LOC119660335|XP_037924746.1|HILL, LOC119660059|XP_037924365.1|HILL	LOC108032136|XP_016961460.1|DBIA
OG0009081	LOC119659724|XP_037923909.1|HILL, LOC119659431|XP_037923442.1|HILL	LOC108025156|XP_016950922.1|DBIA
OG0009084	LOC119659963|XP_037924245.1|HILL	LOC108031790|XP_016960992.1|DBIA
OG0009085	LOC119655090|XP_037916717.1|HILL	LOC108024806|XP_016950417.1|DBIA
OG0009086	LOC119652989|XP_037913341.1|HILL	LOC108024982|XP_016950719.1|DBIA
OG0009089	LOC119650739|XP_037909736.1|HILL	LOC108024351|XP_016949742.1|DBIA
OG0009091	LOC119647298|XP_037904129.1|HILL	LOC108024934|XP_016950621.1|DBIA
OG0009097	LOC119647035|XP_037903708.1|HILL	LOC108025154|XP_016950920.1|DBIA
OG0009099	LOC119656109|XP_037918353.1|HILL, LOC119651441|XP_037910972.1|HILL	LOC108025482|XP_016951486.1|DBIA
OG0009100	LOC119646197|XP_037902508.1|HILL	LOC108028985|XP_016956515.1|DBIA
OG0009102	LOC119658843|XP_037922521.1|HILL	LOC108029137|XP_016956749.1|DBIA
OG0009103	LOC119646877|XP_037903431.1|HILL	LOC108029009|XP_016956542.1|DBIA
OG0009107	LOC119646699|XP_037903193.1|HILL	LOC108034227|XP_016964562.1|DBIA
OG0009108	LOC119652517|XP_037912641.1|HILL	LOC108026434|XP_016952859.1|DBIA
OG0009109	LOC119646638|XP_037903079.1|HILL	LOC108034319|XP_016964678.1|DBIA
OG0009111	LOC119649671|XP_037907859.1|HILL, LOC119647487|XP_037904373.1|HILL	LOC108035100|XP_016966015.1|DBIA
OG0009112	LOC119659792|XP_037923994.1|HILL	LOC108029133|XP_016956745.1|DBIA
OG0009113	LOC119646938|XP_037903556.1|HILL	LOC108034181|XP_016964487.1|DBIA
OG0009114	LOC119661592|XP_037926923.1|HILL	LOC108029164|XP_016956794.1|DBIA
OG0009119	LOC119652596|XP_037912751.1|HILL	LOC108033560|XP_016963393.1|DBIA
OG0009123	LOC119647210|XP_037903962.1|HILL	LOC108022924|XP_016947625.1|DBIA
OG0009127	LOC119661633|XP_037926983.1|HILL	LOC108022932|XP_016947633.1|DBIA
OG0009128	LOC119646833|XP_037903377.1|HILL	LOC108029938|XP_016957922.1|DBIA
OG0009129	LOC119646966|XP_037903595.1|HILL	LOC108029407|XP_016957129.1|DBIA
OG0009130	LOC119658313|XP_037921564.1|HILL	LOC108029521|XP_016957309.1|DBIA
OG0009132	LOC119658875|XP_037922575.1|HILL	LOC108022594|XP_016947110.1|DBIA
OG0009136	LOC119646328|XP_037902681.1|HILL	LOC108030452|XP_016958834.1|DBIA
OG0009137	LOC119646332|XP_037902685.1|HILL	LOC108022238|XP_016946585.1|DBIA
OG0009141	LOC119648808|XP_037906586.1|HILL, LOC119651524|XP_037911084.1|HILL	LOC108029933|XP_016957917.1|DBIA
OG0009145	LOC119655071|XP_037916695.1|HILL	LOC108022264|XP_016946610.1|DBIA
OG0009146	LOC119654636|XP_037916038.1|HILL	LOC108029681|XP_016957620.1|DBIA
OG0009152	LOC119654360|XP_037915633.1|HILL	LOC108036318|XP_016967819.1|DBIA
OG0009153	LOC119654130|XP_037915224.1|HILL	LOC108026652|XP_016953179.1|DBIA
OG0009155	LOC119654510|XP_037915876.1|HILL	LOC108029537|XP_016957335.1|DBIA
OG0009156	LOC119657582|XP_037920489.1|HILL	LOC108032408|XP_016961717.1|DBIA
OG0009161	LOC119648085|XP_037905502.1|HILL	LOC108023698|XP_016948813.1|DBIA
OG0009162	LOC119660934|XP_037925853.1|HILL	LOC108034550|XP_016964966.1|DBIA
OG0009163	LOC119650172|XP_037908653.1|HILL	LOC108035700|XP_016966910.1|DBIA
OG0009164	LOC119653226|XP_037913736.1|HILL	LOC108035186|XP_016966155.1|DBIA
OG0009165	LOC119650130|XP_037908589.1|HILL	LOC108027996|XP_016955112.1|DBIA
OG0009166	LOC119646949|XP_037903571.1|HILL	LOC108034439|XP_016964812.1|DBIA
OG0009167	LOC119650422|XP_037909161.1|HILL	LOC108028675|XP_016956098.1|DBIA
OG0009168	LOC119649758|XP_037907980.1|HILL, LOC119648285|XP_037905869.1|HILL	LOC108028676|XP_016956100.1|DBIA
OG0009169	LOC119648074|XP_037905485.1|HILL	LOC108034919|XP_016965661.1|DBIA
OG0009171	LOC119650146|XP_037908609.1|HILL, LOC119648740|XP_037906485.1|HILL	LOC108034891|XP_016965591.1|DBIA
OG0009174	LOC119650057|XP_037908475.1|HILL	LOC108025650|XP_016951678.1|DBIA
OG0009176	LOC119648235|XP_037905786.1|HILL	LOC108035650|XP_016966845.1|DBIA
OG0009178	LOC119648662|XP_037906372.1|HILL	LOC108030672|XP_016959187.1|DBIA
OG0009182	LOC119650460|XP_037909247.1|HILL	LOC108030660|XP_016959171.1|DBIA
OG0009184	LOC119649658|XP_037907842.1|HILL	LOC108030721|XP_016959252.1|DBIA
OG0009185	LOC119648972|XP_037906822.1|HILL	LOC108030905|XP_016959573.1|DBIA
OG0009186	LOC119648839|XP_037906643.1|HILL	LOC108028787|XP_016956256.1|DBIA
OG0009188	LOC119649655|XP_037907838.1|HILL	LOC108023125|XP_016947883.1|DBIA
OG0009190	LOC119648317|XP_037905926.1|HILL, LOC119649339|XP_037907374.1|HILL	LOC108034632|XP_016965059.1|DBIA
OG0009221	LOC119651187|XP_037910552.1|HILL	LOC108033458|XP_016963283.1|DBIA
OG0009222	LOC119657106|XP_037919793.1|HILL	LOC108025887|XP_016952052.1|DBIA
OG0009225	LOC119654452|XP_037915793.1|HILL	LOC108023547|XP_016948614.1|DBIA
OG0009229	LOC119661578|XP_037926905.1|HILL	LOC108027295|XP_016954176.1|DBIA
OG0009231	LOC119657095|XP_037919778.1|HILL, LOC119648814|XP_037906595.1|HILL	LOC108033012|XP_016962628.1|DBIA
OG0009232	LOC119653760|XP_037914669.1|HILL	LOC108021959|XP_016946278.1|DBIA
OG0009234	LOC119658431|XP_037921759.1|HILL	LOC108033091|XP_016962776.1|DBIA
OG0009236	LOC119652501|XP_037912619.1|HILL	LOC108035139|XP_016966070.1|DBIA
OG0009237	LOC119650585|XP_037909346.1|HILL	LOC108034334|XP_016964702.1|DBIA
OG0009238	LOC119648211|XP_037905746.1|HILL	LOC108030674|XP_016959191.1|DBIA
OG0009239	LOC119652590|XP_037912742.1|HILL	LOC108030755|XP_016959295.1|DBIA
OG0009241	LOC119657391|XP_037920205.1|HILL	LOC108027874|XP_016954978.1|DBIA
OG0009247	LOC119650160|XP_037908635.1|HILL	LOC108023472|XP_016948482.1|DBIA
OG0009248	LOC119657323|XP_037920113.1|HILL	LOC108024005|XP_016949236.1|DBIA
OG0009249	LOC119647048|XP_037903732.1|HILL	LOC108033383|XP_016963191.1|DBIA
OG0009251	LOC119656279|XP_037918634.1|HILL	LOC108033416|XP_016963230.1|DBIA
OG0009252	LOC119656220|XP_037918547.1|HILL	LOC108024194|XP_016949529.1|DBIA
OG0009253	LOC119659779|XP_037923972.1|HILL	LOC108023650|XP_016948758.1|DBIA
OG0009254	LOC119660826|XP_037925612.1|HILL	LOC108023710|XP_016948829.1|DBIA
OG0009255	LOC119657339|XP_037920140.1|HILL	LOC108023437|XP_016948416.1|DBIA
OG0009256	LOC119657139|XP_037919839.1|HILL	LOC108035806|XP_016967042.1|DBIA
OG0009257	LOC119657464|XP_037920309.1|HILL	LOC108033077|XP_016962735.1|DBIA
OG0009258	LOC119658080|XP_037921269.1|HILL	LOC108025793|XP_016951917.1|DBIA
OG0009259	LOC119657590|XP_037920497.1|HILL, LOC119657493|XP_037920346.1|HILL	LOC108033089|XP_016962773.1|DBIA
OG0009260	LOC119654355|XP_037915629.1|HILL	LOC108027168|XP_016953939.1|DBIA
OG0009261	LOC119654381|XP_037915671.1|HILL	LOC108024010|XP_016949246.1|DBIA
OG0009262	LOC119657994|XP_037921140.1|HILL	LOC108033213|XP_016962957.1|DBIA
OG0009263	LOC119657986|XP_037921131.1|HILL	LOC108024164|XP_016949467.1|DBIA
OG0009264	LOC119658403|XP_037921720.1|HILL	LOC108024264|XP_016949640.1|DBIA
OG0009265	LOC119657734|XP_037920705.1|HILL	LOC108024095|XP_016949358.1|DBIA
OG0009266	LOC119647229|XP_037903993.1|HILL	LOC108036732|XP_016968519.1|DBIA
OG0009269	LOC119660413|XP_037924880.1|HILL	LOC108025076|XP_016950850.1|DBIA
OG0009271	LOC119653582|XP_037914258.1|HILL	LOC108033118|XP_016962813.1|DBIA
OG0009272	LOC119650382|XP_037909049.1|HILL	LOC108028064|XP_016955193.1|DBIA
OG0009275	LOC119661643|XP_037927002.1|HILL	LOC108023331|XP_016948141.1|DBIA
OG0009277	LOC119655357|XP_037917138.1|HILL	LOC108024085|XP_016949348.1|DBIA
OG0009278	LOC119655403|XP_037917213.1|HILL	LOC108023195|XP_016947940.1|DBIA
OG0009279	LOC119655534|XP_037917376.1|HILL	LOC108033491|XP_016963318.1|DBIA
OG0009280	LOC119655342|XP_037917116.1|HILL	LOC108021972|XP_016946298.1|DBIA
OG0009281	LOC119654861|XP_037916374.1|HILL	LOC108025918|XP_016952094.1|DBIA
OG0009282	LOC119647027|XP_037903697.1|HILL	LOC108036841|XP_016968695.1|DBIA
OG0009283	LOC119652618|XP_037912789.1|HILL	LOC108034927|XP_016965675.1|DBIA
OG0009284	LOC119649075|XP_037907001.1|HILL	LOC108035964|XP_016967270.1|DBIA
OG0009285	LOC119660899|XP_037925764.1|HILL, LOC119660926|XP_037925834.1|HILL	LOC108035998|XP_016967366.1|DBIA
OG0009286	LOC119649004|XP_037906875.1|HILL	LOC108028759|XP_016956221.1|DBIA
OG0009289	LOC119660933|XP_037925851.1|HILL	LOC108036014|XP_016967422.1|DBIA
OG0009290	LOC119659226|XP_037923132.1|HILL	LOC108022082|XP_016946415.1|DBIA
OG0009291	LOC119660709|XP_037925272.1|HILL	LOC108032995|XP_016962606.1|DBIA
OG0009293	LOC119654601|XP_037915999.1|HILL	LOC108023932|XP_016949106.1|DBIA
OG0009294	LOC119656981|XP_037919641.1|HILL	LOC108036308|XP_016967806.1|DBIA
OG0009295	LOC119660782|XP_037925490.1|HILL	LOC108033055|XP_016962674.1|DBIA
OG0009297	LOC119659439|XP_037923450.1|HILL	LOC108025093|XP_016950844.1|DBIA
OG0009303	LOC119659596|XP_037923686.1|HILL	LOC108031275|XP_016960005.1|DBIA
OG0009304	LOC119660058|XP_037924364.1|HILL	LOC108031116|XP_016959816.1|DBIA
OG0009305	LOC119659893|XP_037924144.1|HILL	LOC108023640|XP_016948749.1|DBIA
OG0009306	LOC119654953|XP_037916537.1|HILL	LOC108025653|XP_016951681.1|DBIA
OG0009307	LOC119659900|XP_037924152.1|HILL	LOC108024638|XP_016950173.1|DBIA
OG0009309	LOC119658917|XP_037922660.1|HILL	LOC108024139|XP_016949413.1|DBIA
OG0009310	LOC119658781|XP_037922408.1|HILL	LOC108023593|XP_016948690.1|DBIA
OG0009311	LOC119660264|XP_037924649.1|HILL	LOC108024865|XP_016950496.1|DBIA
OG0009312	LOC119659669|XP_037923822.1|HILL	LOC108023622|XP_016948725.1|DBIA
OG0009314	LOC119659850|XP_037924079.1|HILL	LOC108026219|XP_016952529.1|DBIA
OG0009317	LOC119651639|XP_037911237.1|HILL	LOC108024881|XP_016950515.1|DBIA
OG0009319	LOC119659652|XP_037923787.1|HILL	LOC108026216|XP_016952522.1|DBIA
OG0009320	LOC119660027|XP_037924333.1|HILL	LOC108025159|XP_016950925.1|DBIA
OG0009321	LOC119659857|XP_037924090.1|HILL	LOC108025134|XP_016950895.1|DBIA
OG0009323	LOC119655786|XP_037917805.1|HILL	LOC108027443|XP_016954384.1|DBIA
OG0009327	LOC119650621|XP_037909438.1|HILL	LOC108025460|XP_016951450.1|DBIA
OG0009328	LOC119660252|XP_037924635.1|HILL	LOC108025114|XP_016950868.1|DBIA
OG0009332	LOC119647688|XP_037904699.1|HILL	LOC108025584|XP_016951605.1|DBIA
OG0009344	LOC119654704|XP_037916149.1|HILL	LOC108031019|XP_016959708.1|DBIA
OG0009345	LOC119657152|XP_037919856.1|HILL	LOC108024663|XP_016950218.1|DBIA
OG0009348	LOC119655353|XP_037917136.1|HILL	LOC108031612|XP_016960692.1|DBIA
OG0009350	LOC119651807|XP_037911522.1|HILL	LOC108025130|XP_016950887.1|DBIA
OG0009353	LOC119657309|XP_037920096.1|HILL	LOC108031247|XP_016959972.1|DBIA
OG0009356	LOC119654454|XP_037915792.1|HILL	LOC108034352|XP_016964731.1|DBIA
OG0009357	LOC119659744|XP_037923934.1|HILL	LOC108033244|XP_016962998.1|DBIA
OG0009358	LOC119652305|XP_037912243.1|HILL	LOC108032538|XP_016961900.1|DBIA
OG0009363	LOC119648293|XP_037905881.1|HILL	LOC108027775|XP_016954826.1|DBIA
OG0009369	LOC119646122|XP_037902400.1|HILL	LOC108029124|XP_016956731.1|DBIA
OG0009374	LOC119661380|XP_037926627.1|HILL	LOC108035018|XP_016965854.1|DBIA
OG0009376	LOC119661375|XP_037926622.1|HILL	LOC108027670|XP_016954704.1|DBIA
OG0009380	LOC119656186|XP_037918468.1|HILL	LOC108035267|XP_016966317.1|DBIA
OG0009382	LOC119657381|XP_037920193.1|HILL, LOC119657463|XP_037920307.1|HILL	LOC108033236|XP_016962989.1|DBIA
OG0009385	LOC119653052|XP_037913453.1|HILL	LOC108033553|XP_016963388.1|DBIA
OG0009396	LOC119647235|XP_037904024.1|HILL	LOC108022381|XP_016946752.1|DBIA
OG0009397	LOC119660329|XP_037924739.1|HILL	LOC108026797|XP_016953446.1|DBIA
OG0009401	LOC119654959|XP_037916545.1|HILL	LOC108033483|XP_016963311.1|DBIA
OG0009422	LOC119654315|XP_037915566.1|HILL	LOC108030248|XP_016958544.1|DBIA
OG0009441	LOC119657597|XP_037920508.1|HILL	LOC108024773|XP_016950375.1|DBIA
OG0009442	LOC119660582|XP_037925165.1|HILL	LOC108033105|XP_016962794.1|DBIA
OG0009443	LOC119657561|XP_037920446.1|HILL	LOC108022398|XP_016946772.1|DBIA
OG0009444	LOC119657947|XP_037921066.1|HILL	LOC108024052|XP_016949318.1|DBIA
OG0009446	LOC119656688|XP_037919101.1|HILL	LOC108023440|XP_016948418.1|DBIA
OG0009447	LOC119649567|XP_037907695.1|HILL	LOC108023916|XP_016949089.1|DBIA
OG0009450	LOC119657574|XP_037920468.1|HILL	LOC108025873|XP_016952034.1|DBIA
OG0009458	LOC119661615|XP_037926964.1|HILL	LOC108023398|XP_016948333.1|DBIA
OG0009460	LOC119649994|XP_037908379.1|HILL	LOC108035582|XP_016966742.1|DBIA
OG0009461	LOC119649091|XP_037907022.1|HILL	LOC108035603|XP_016966771.1|DBIA
OG0009462	LOC119649073|XP_037906996.1|HILL	LOC108031105|XP_016959808.1|DBIA
OG0009463	LOC119648582|XP_037906279.1|HILL	LOC108035102|XP_016966020.1|DBIA
OG0009464	LOC119657586|XP_037920494.1|HILL	LOC108034672|XP_016965101.1|DBIA
OG0009467	LOC119649266|XP_037907283.1|HILL	LOC108034717|XP_016965147.1|DBIA
OG0009468	LOC119649193|XP_037907152.1|HILL	LOC108035521|XP_016966676.1|DBIA
OG0009469	LOC119648921|XP_037906754.1|HILL	LOC108028306|XP_016955518.1|DBIA
OG0009470	LOC119649687|XP_037907878.1|HILL	LOC108028178|XP_016955329.1|DBIA
OG0009474	LOC119655095|XP_037916736.1|HILL	LOC108029129|XP_016956743.1|DBIA
OG0009476	LOC119647448|XP_037904305.1|HILL	LOC108034823|XP_016965405.1|DBIA
OG0009478	LOC119649538|XP_037907653.1|HILL	LOC108034773|XP_016965208.1|DBIA
OG0009479	LOC119647707|XP_037904722.1|HILL	LOC108033443|XP_016963260.1|DBIA
OG0009481	LOC119648990|XP_037906842.1|HILL	LOC108034701|XP_016965131.1|DBIA
OG0009484	LOC119660289|XP_037924689.1|HILL	LOC108023543|XP_016948607.1|DBIA
OG0009488	LOC119649461|XP_037907544.1|HILL	LOC108034625|XP_016965050.1|DBIA
OG0009492	LOC119650387|XP_037909073.1|HILL	LOC108030768|XP_016959310.1|DBIA
OG0009494	LOC119659525|XP_037923589.1|HILL	LOC108030792|XP_016959358.1|DBIA
OG0009495	LOC119647596|XP_037904545.1|HILL	LOC108028345|XP_016955585.1|DBIA
OG0009498	LOC119648046|XP_037905427.1|HILL	LOC108028641|XP_016956055.1|DBIA
OG0009500	LOC119649174|XP_037907130.1|HILL	LOC108028176|XP_016955327.1|DBIA
OG0009501	LOC119649413|XP_037907478.1|HILL	LOC108030527|XP_016958906.1|DBIA
OG0009502	LOC119651527|XP_037911087.1|HILL	LOC108031394|XP_016960248.1|DBIA
OG0009504	LOC119652488|XP_037912596.1|HILL	LOC108031646|XP_016960766.1|DBIA
OG0009508	LOC119651723|XP_037911374.1|HILL	LOC108027950|XP_016955068.1|DBIA
OG0009509	LOC119647372|XP_037904206.1|HILL	LOC108036264|XP_016967764.1|DBIA
OG0009515	LOC119647065|XP_037903754.1|HILL, LOC119647056|XP_037903743.1|HILL, LOC119646997|XP_037903647.1|HILL	LOC108033265|XP_016963021.1|DBIA
