Orthogroup	HILL.longest_only	DNOV.longest_only
OG0006360	LOC119657256|XP_037920012.1|HILL	LOC115768742|XP_030569288.1|DNOV
OG0006361	LOC119656011|XP_037918187.1|HILL	LOC115763762|XP_030562336.1|DNOV
OG0006362	LOC119656952|XP_037919595.1|HILL	LOC115768484|XP_030568925.1|DNOV
OG0006363	LOC119657147|XP_037919852.1|HILL	LOC115766997|XP_030566978.1|DNOV
OG0006364	LOC119657227|XP_037919968.1|HILL	LOC115760088|XP_030557133.1|DNOV
OG0006365	LOC119658344|XP_037921618.1|HILL	LOC115764393|XP_030563231.1|DNOV
OG0006366	LOC119658346|XP_037921627.1|HILL	LOC115764299|XP_030563092.1|DNOV
OG0006367	LOC119658283|XP_037921501.1|HILL	LOC115765422|XP_030564828.1|DNOV
OG0006368	LOC119657275|XP_037920042.1|HILL	LOC115759602|XP_030556433.1|DNOV
OG0006369	LOC119657652|XP_037920593.1|HILL	LOC115759610|XP_030556442.1|DNOV
OG0006371	LOC119658014|XP_037921171.1|HILL	LOC115771949|XP_030573712.1|DNOV
OG0006372	LOC119657756|XP_037920739.1|HILL	LOC115771947|XP_030573709.1|DNOV
OG0006373	LOC119657811|XP_037920841.1|HILL	LOC115767233|XP_030567291.1|DNOV
OG0006374	LOC119657542|XP_037920412.1|HILL	LOC115769052|XP_030569622.1|DNOV
OG0006375	LOC119657712|XP_037920679.1|HILL	LOC115768269|XP_030568662.1|DNOV
OG0006376	LOC119656835|XP_037919413.1|HILL	LOC115765226|XP_030564529.1|DNOV
OG0006377	LOC119656519|XP_037918791.1|HILL	LOC115764374|XP_030563196.1|DNOV
OG0006378	LOC119651412|XP_037910933.1|HILL	LOC115764939|XP_030564112.1|DNOV
OG0006379	LOC119658386|XP_037921681.1|HILL	LOC115766901|XP_030566838.1|DNOV
OG0006380	LOC119656870|XP_037919456.1|HILL	LOC115768774|XP_030569325.1|DNOV
OG0006381	LOC119656826|XP_037919399.1|HILL	LOC115767261|XP_030567344.1|DNOV
OG0006382	LOC119657587|XP_037920495.1|HILL	LOC115767381|XP_030567501.1|DNOV
OG0006383	LOC119656756|XP_037919250.1|HILL	LOC115767793|XP_030567984.1|DNOV
OG0006384	LOC119658520|XP_037921924.1|HILL	LOC115766870|XP_030566791.1|DNOV
OG0006385	LOC119651541|XP_037911100.1|HILL	LOC115771829|XP_030573569.1|DNOV
OG0006386	LOC119651430|XP_037910955.1|HILL	LOC115759793|XP_030556732.1|DNOV
OG0006387	LOC119656953|XP_037919599.1|HILL	LOC115759424|XP_030556181.1|DNOV
OG0006388	LOC119656483|XP_037918735.1|HILL	LOC115767344|XP_030567455.1|DNOV
OG0006389	LOC119656484|XP_037918736.1|HILL	LOC115767346|XP_030567456.1|DNOV
OG0006390	LOC119657832|XP_037920877.1|HILL	LOC115764769|XP_030563867.1|DNOV
OG0006391	LOC119652428|XP_037912480.1|HILL	LOC115761368|XP_030558977.1|DNOV
OG0006392	LOC119659212|XP_037923112.1|HILL	LOC115767591|XP_030567744.1|DNOV
OG0006393	LOC119657229|XP_037919969.1|HILL	LOC115758950|XP_030555609.1|DNOV
OG0006394	LOC119652357|XP_037912368.1|HILL	LOC115771732|XP_030573418.1|DNOV
OG0006395	LOC119657625|XP_037920556.1|HILL	LOC115764860|XP_030563994.1|DNOV
OG0006396	LOC119655705|XP_037917650.1|HILL	LOC115769003|XP_030569573.1|DNOV
OG0006397	LOC119657447|XP_037920286.1|HILL	LOC115768460|XP_030568891.1|DNOV
OG0006398	LOC119657281|XP_037920053.1|HILL	LOC115768770|XP_030569320.1|DNOV
OG0006399	LOC119656674|XP_037919086.1|HILL	LOC115767964|XP_030568223.1|DNOV
OG0006400	LOC119656672|XP_037919083.1|HILL	LOC115767963|XP_030568222.1|DNOV
OG0006401	LOC119649334|XP_037907366.1|HILL	LOC115770318|XP_030571414.1|DNOV
OG0006402	LOC119656578|XP_037918896.1|HILL	LOC115770929|XP_030572246.1|DNOV
OG0006403	LOC119650975|XP_037910166.1|HILL	LOC115766232|XP_030565952.1|DNOV
OG0006404	LOC119650854|XP_037909932.1|HILL	LOC115766231|XP_030565949.1|DNOV
OG0006405	LOC119648583|XP_037906282.1|HILL	LOC115769731|XP_030570527.1|DNOV
OG0006406	LOC119659855|XP_037924088.1|HILL	LOC115764634|XP_030563663.1|DNOV
OG0006407	LOC119657038|XP_037919720.1|HILL	LOC115767303|XP_030567398.1|DNOV
OG0006408	LOC119657109|XP_037919796.1|HILL	LOC115768224|XP_030568610.1|DNOV
OG0006409	LOC119652401|XP_037912436.1|HILL	LOC115766912|XP_030566852.1|DNOV
OG0006410	LOC119654552|XP_037915930.1|HILL	LOC115769044|XP_030569613.1|DNOV
OG0006411	LOC119657534|XP_037920405.1|HILL	LOC115765189|XP_030564477.1|DNOV
OG0006412	LOC119658457|XP_037921791.1|HILL, LOC119651742|XP_037911400.1|HILL	LOC115764078|XP_030562787.1|DNOV
OG0006413	LOC119652009|XP_037911868.1|HILL	LOC115771987|XP_030573766.1|DNOV
OG0006414	LOC119651144|XP_037910476.1|HILL, LOC119654915|XP_037916480.1|HILL	LOC115761435|XP_030559063.1|DNOV
OG0006415	LOC119658695|XP_037922211.1|HILL	LOC115766292|XP_030566020.1|DNOV
OG0006416	LOC119658446|XP_037921778.1|HILL	LOC115767241|XP_030567301.1|DNOV
OG0006417	LOC119656745|XP_037919232.1|HILL	LOC115763339|XP_030561706.1|DNOV
OG0006418	LOC119657371|XP_037920182.1|HILL	LOC115765243|XP_030564563.1|DNOV
OG0006419	LOC119651858|XP_037911590.1|HILL	LOC115771662|XP_030573333.1|DNOV
OG0006420	LOC119653187|XP_037913668.1|HILL	LOC115764794|XP_030563898.1|DNOV
OG0006421	LOC119660392|XP_037924854.1|HILL	LOC115758881|XP_030555535.1|DNOV
OG0006422	LOC119652522|XP_037912647.1|HILL	LOC115758619|XP_030555212.1|DNOV
OG0006423	LOC119657644|XP_037920578.1|HILL	LOC115772020|XP_030573813.1|DNOV
OG0006424	LOC119657179|XP_037919896.1|HILL	LOC115771768|XP_030573480.1|DNOV
OG0006425	LOC119657850|XP_037920901.1|HILL	LOC115772019|XP_030573812.1|DNOV
OG0006426	LOC119657851|XP_037920902.1|HILL	LOC115772018|XP_030573811.1|DNOV
OG0006427	LOC119658000|XP_037921148.1|HILL	LOC115764886|XP_030564028.1|DNOV
OG0006428	LOC119650999|XP_037910211.1|HILL	LOC115761187|XP_030558710.1|DNOV
OG0006429	LOC119658364|XP_037921653.1|HILL	LOC115764845|XP_030563954.1|DNOV
OG0006430	LOC119651177|XP_037910532.1|HILL	LOC115770227|XP_030571293.1|DNOV
OG0006431	LOC119651765|XP_037911433.1|HILL	LOC115770586|XP_030571771.1|DNOV
OG0006432	LOC119653072|XP_037913482.1|HILL	LOC115768627|XP_030569150.1|DNOV
OG0006433	LOC119651062|XP_037910322.1|HILL	LOC115764632|XP_030563661.1|DNOV
OG0006434	LOC119661257|XP_037926436.1|HILL	LOC115760052|XP_030557084.1|DNOV
OG0006435	LOC119650902|XP_037910011.1|HILL	LOC115765024|XP_030564241.1|DNOV
OG0006436	LOC119656487|XP_037918740.1|HILL	LOC115766211|XP_030565926.1|DNOV
OG0006437	LOC119656489|XP_037918742.1|HILL	LOC115771309|XP_030572811.1|DNOV
OG0006438	LOC119659349|XP_037923326.1|HILL	LOC115765890|XP_030565491.1|DNOV
OG0006439	LOC119652371|XP_037912396.1|HILL	LOC115771959|XP_030573728.1|DNOV
OG0006440	LOC119651935|XP_037911703.1|HILL	LOC115771960|XP_030573729.1|DNOV
OG0006442	LOC119660894|XP_037925754.1|HILL	LOC115761920|XP_030559798.1|DNOV
OG0006443	LOC119651314|XP_037910771.1|HILL	LOC115765591|XP_030565100.1|DNOV
OG0006444	LOC119650865|XP_037909954.1|HILL	LOC115761544|XP_030559186.1|DNOV
OG0006445	LOC119653064|XP_037913470.1|HILL	LOC115765094|XP_030564338.1|DNOV
OG0006448	LOC119651373|XP_037910876.1|HILL	LOC115764100|XP_030562813.1|DNOV
OG0006450	LOC119660754|XP_037925444.1|HILL	LOC115760301|XP_030557448.1|DNOV
OG0006451	LOC119657451|XP_037920291.1|HILL	LOC115767056|XP_030567050.1|DNOV
OG0006452	LOC119651074|XP_037910343.1|HILL	LOC115763372|XP_030561766.1|DNOV
OG0006453	LOC119652794|XP_037913045.1|HILL	LOC115771076|XP_030572488.1|DNOV
OG0006454	LOC119660990|XP_037926006.1|HILL	LOC115767025|XP_030567008.1|DNOV
OG0006455	LOC119652509|XP_037912627.1|HILL	LOC115763980|XP_030562645.1|DNOV
OG0006456	LOC119652382|XP_037912408.1|HILL	LOC115759587|XP_030556416.1|DNOV
OG0006457	LOC119657853|XP_037920904.1|HILL	LOC115761749|XP_030559508.1|DNOV
OG0006459	LOC119651822|XP_037911541.1|HILL	LOC115764732|XP_030563803.1|DNOV
OG0006460	LOC119650568|XP_037909313.1|HILL	LOC115764082|XP_030562791.1|DNOV
OG0006461	LOC119651452|XP_037910986.1|HILL	LOC115764073|XP_030562781.1|DNOV
OG0006462	LOC119651828|XP_037911549.1|HILL	LOC115771828|XP_030573568.1|DNOV
OG0006463	LOC119651817|XP_037911535.1|HILL	LOC115771958|XP_030573727.1|DNOV
OG0006464	LOC119652779|XP_037913018.1|HILL	LOC115770166|XP_030571184.1|DNOV
OG0006465	LOC119654608|XP_037916006.1|HILL	LOC115767301|XP_030567396.1|DNOV
OG0006466	LOC119661145|XP_037926282.1|HILL	LOC115765376|XP_030564759.1|DNOV
OG0006467	LOC119658422|XP_037921745.1|HILL	LOC115759511|XP_030556314.1|DNOV
OG0006468	LOC119651507|XP_037911059.1|HILL	LOC115764015|XP_030562704.1|DNOV
OG0006469	LOC119648566|XP_037906265.1|HILL	LOC115768764|XP_030569313.1|DNOV
OG0006470	LOC119648863|XP_037906675.1|HILL	LOC115770048|XP_030570991.1|DNOV
OG0006471	LOC119651429|XP_037910954.1|HILL	LOC115764062|XP_030562770.1|DNOV
OG0006472	LOC119650981|XP_037910171.1|HILL	LOC115764133|XP_030562865.1|DNOV
OG0006473	LOC119651655|XP_037911266.1|HILL	LOC115769784|XP_030570611.1|DNOV
OG0006474	LOC119651839|XP_037911564.1|HILL	LOC115764527|XP_030563486.1|DNOV
OG0006475	LOC119652621|XP_037912793.1|HILL	LOC115763991|XP_030562667.1|DNOV
OG0006476	LOC119658009|XP_037921161.1|HILL	LOC115767343|XP_030567454.1|DNOV
OG0006477	LOC119657804|XP_037920827.1|HILL	LOC115768357|XP_030568784.1|DNOV
OG0006478	LOC119651264|XP_037910692.1|HILL	LOC115764723|XP_030563785.1|DNOV
OG0006479	LOC119653217|XP_037913717.1|HILL	LOC115764756|XP_030563843.1|DNOV
OG0006480	LOC119652619|XP_037912791.1|HILL	LOC115761100|XP_030558586.1|DNOV
OG0006481	LOC119657111|XP_037919798.1|HILL	LOC115760201|XP_030557294.1|DNOV
OG0006482	LOC119652919|XP_037913234.1|HILL	LOC115761636|XP_030559327.1|DNOV
OG0006483	LOC119659278|XP_037923215.1|HILL	LOC115761746|XP_030559503.1|DNOV
OG0006484	LOC119659572|XP_037923654.1|HILL	LOC115761454|XP_030559080.1|DNOV
OG0006485	LOC119650887|XP_037909991.1|HILL	LOC115764981|XP_030564169.1|DNOV
OG0006486	LOC119659813|XP_037924022.1|HILL	LOC115765734|XP_030565260.1|DNOV
OG0006487	LOC119657932|XP_037921048.1|HILL	LOC115771766|XP_030573478.1|DNOV
OG0006488	LOC119658238|XP_037921443.1|HILL	LOC115769526|XP_030570228.1|DNOV
OG0006489	LOC119660606|XP_037925222.1|HILL	LOC115757665|XP_030553842.1|DNOV
OG0006490	LOC119651103|XP_037910388.1|HILL	LOC115766171|XP_030565872.1|DNOV
OG0006491	LOC119651712|XP_037911354.1|HILL	LOC115759762|XP_030556677.1|DNOV
OG0006492	LOC119653214|XP_037913712.1|HILL	LOC115771861|XP_030573602.1|DNOV
OG0006493	LOC119656486|XP_037918738.1|HILL	LOC115765128|XP_030564384.1|DNOV
OG0006494	LOC119656698|XP_037919131.1|HILL	LOC115767410|XP_030567545.1|DNOV
OG0006495	LOC119657028|XP_037919706.1|HILL	LOC115768246|XP_030568635.1|DNOV
OG0006496	LOC119651027|XP_037910267.1|HILL	LOC115764067|XP_030562775.1|DNOV
OG0006498	LOC119653040|XP_037913424.1|HILL	LOC115761319|XP_030558911.1|DNOV
OG0006499	LOC119657758|XP_037920742.1|HILL	LOC115771822|XP_030573562.1|DNOV
OG0006500	LOC119661012|XP_037926087.1|HILL	LOC115758510|XP_030555061.1|DNOV
OG0006501	LOC119656671|XP_037919082.1|HILL	LOC115761307|XP_030558896.1|DNOV
OG0006502	LOC119653085|XP_037913506.1|HILL	LOC115761736|XP_030559481.1|DNOV
OG0006503	LOC119651191|XP_037910557.1|HILL	LOC115761572|XP_030559219.1|DNOV
OG0006504	LOC119651519|XP_037911078.1|HILL	LOC115761256|XP_030558830.1|DNOV
OG0006505	LOC119657263|XP_037920022.1|HILL	LOC115764950|XP_030564132.1|DNOV
OG0006506	LOC119658062|XP_037921243.1|HILL	LOC115771003|XP_030572365.1|DNOV
OG0006507	LOC119660184|XP_037924523.1|HILL	LOC115767884|XP_030568110.1|DNOV
OG0006508	LOC119660356|XP_037924783.1|HILL	LOC115767895|XP_030568125.1|DNOV
OG0006509	LOC119658452|XP_037921787.1|HILL	LOC115768235|XP_030568620.1|DNOV
OG0006510	LOC119653249|XP_037913783.1|HILL	LOC115761835|XP_030559675.1|DNOV
OG0006512	LOC119653193|XP_037913681.1|HILL	LOC115771955|XP_030573719.1|DNOV
OG0006513	LOC119653075|XP_037913487.1|HILL	LOC115761536|XP_030559168.1|DNOV
OG0006514	LOC119652574|XP_037912716.1|HILL	LOC115757686|XP_030553883.1|DNOV
OG0006515	LOC119652573|XP_037912715.1|HILL	LOC115757684|XP_030553881.1|DNOV
OG0006516	LOC119651653|XP_037911264.1|HILL	LOC115762012|XP_030559941.1|DNOV
OG0006517	LOC119651985|XP_037911828.1|HILL	LOC115761978|XP_030559884.1|DNOV
OG0006518	LOC119652349|XP_037912317.1|HILL	LOC115761831|XP_030559643.1|DNOV
OG0006519	LOC119652695|XP_037912900.1|HILL	LOC115761980|XP_030559887.1|DNOV
OG0006520	LOC119651182|XP_037910540.1|HILL	LOC115759462|XP_030556256.1|DNOV
OG0006521	LOC119652980|XP_037913317.1|HILL	LOC115764647|XP_030563680.1|DNOV
OG0006522	LOC119650619|XP_037909436.1|HILL	LOC115759406|XP_030556157.1|DNOV
OG0006523	LOC119653189|XP_037913674.1|HILL	LOC115765047|XP_030564280.1|DNOV
OG0006524	LOC119658312|XP_037921562.1|HILL	LOC115759869|XP_030556839.1|DNOV
OG0006526	LOC119651732|XP_037911388.1|HILL	LOC115764186|XP_030562933.1|DNOV
OG0006527	LOC119651540|XP_037911099.1|HILL	LOC115764037|XP_030562733.1|DNOV
OG0006529	LOC119652404|XP_037912438.1|HILL	LOC115764189|XP_030562935.1|DNOV
OG0006530	LOC119652934|XP_037913252.1|HILL	LOC115764190|XP_030562936.1|DNOV
OG0006531	LOC119652436|XP_037912506.1|HILL	LOC115764137|XP_030562871.1|DNOV
OG0006532	LOC119653118|XP_037913570.1|HILL	LOC115764148|XP_030562884.1|DNOV
OG0006533	LOC119652743|XP_037912970.1|HILL	LOC115759025|XP_030555701.1|DNOV
OG0006534	LOC119651146|XP_037910478.1|HILL	LOC115765022|XP_030564237.1|DNOV
OG0006535	LOC119650683|XP_037909571.1|HILL	LOC115764087|XP_030562798.1|DNOV
OG0006536	LOC119651773|XP_037911455.1|HILL	LOC115757727|XP_030553960.1|DNOV
OG0006537	LOC119651281|XP_037910718.1|HILL	LOC115757773|XP_030554058.1|DNOV
OG0006538	LOC119652334|XP_037912274.1|HILL	LOC115764762|XP_030563858.1|DNOV
OG0006539	LOC119651829|XP_037911550.1|HILL	LOC115763978|XP_030562643.1|DNOV
OG0006540	LOC119652783|XP_037913026.1|HILL	LOC115771751|XP_030573460.1|DNOV
OG0006541	LOC119651498|XP_037911043.1|HILL	LOC115764229|XP_030563006.1|DNOV
OG0006542	LOC119651499|XP_037911044.1|HILL	LOC115764231|XP_030563008.1|DNOV
OG0006543	LOC119650745|XP_037909746.1|HILL	LOC115771913|XP_030573662.1|DNOV
OG0006544	LOC119659523|XP_037923587.1|HILL	LOC115763815|XP_030562427.1|DNOV
OG0006545	LOC119651305|XP_037910760.1|HILL	LOC115766417|XP_030566198.1|DNOV
OG0006546	LOC119652898|XP_037913199.1|HILL	LOC115768649|XP_030569180.1|DNOV
OG0006547	LOC119652369|XP_037912390.1|HILL	LOC115762007|XP_030559934.1|DNOV
OG0006548	LOC119657121|XP_037919813.1|HILL	LOC115761423|XP_030559044.1|DNOV
OG0006549	LOC119660221|XP_037924587.1|HILL	LOC115770820|XP_030572102.1|DNOV
OG0006550	LOC119654118|XP_037915209.1|HILL, LOC119659972|XP_037924262.1|HILL	LOC115772091|XP_030573911.1|DNOV
OG0006551	LOC119656782|XP_037919295.1|HILL	LOC115766285|XP_030566013.1|DNOV
OG0006552	LOC119657003|XP_037919669.1|HILL	LOC115766266|XP_030565989.1|DNOV
OG0006553	LOC119652849|XP_037913129.1|HILL	LOC115771864|XP_030573604.1|DNOV
OG0006554	LOC119652536|XP_037912665.1|HILL	LOC115764020|XP_030562709.1|DNOV
OG0006555	LOC119651458|XP_037910992.1|HILL	LOC115764737|XP_030563812.1|DNOV
OG0006557	LOC119660277|XP_037924675.1|HILL	LOC115770665|XP_030571892.1|DNOV
OG0006558	LOC119646603|XP_037903027.1|HILL	LOC115761694|XP_030559421.1|DNOV
OG0006559	LOC119652796|XP_037913046.1|HILL	LOC115759536|XP_030556347.1|DNOV
OG0006560	LOC119651149|XP_037910482.1|HILL	LOC115761643|XP_030559336.1|DNOV
OG0006561	LOC119651148|XP_037910481.1|HILL	LOC115761685|XP_030559400.1|DNOV
OG0006562	LOC119652452|XP_037912525.1|HILL	LOC115761626|XP_030559316.1|DNOV
OG0006563	LOC119652630|XP_037912805.1|HILL	LOC115771836|XP_030573577.1|DNOV
OG0006564	LOC119652651|XP_037912828.1|HILL	LOC115771847|XP_030573588.1|DNOV
OG0006565	LOC119652367|XP_037912387.1|HILL	LOC115771704|XP_030573384.1|DNOV
OG0006566	LOC119651112|XP_037910407.1|HILL	LOC115757717|XP_030553939.1|DNOV
OG0006567	LOC119656536|XP_037918810.1|HILL	LOC115761875|XP_030559738.1|DNOV
OG0006568	LOC119656537|XP_037918811.1|HILL	LOC115771870|XP_030573612.1|DNOV
OG0006569	LOC119658819|XP_037922471.1|HILL	LOC115769641|XP_030570412.1|DNOV
OG0006570	LOC119658841|XP_037922514.1|HILL	LOC115763659|XP_030562190.1|DNOV
OG0006571	LOC119651702|XP_037911343.1|HILL	LOC115772120|XP_030573955.1|DNOV
OG0006572	LOC119656551|XP_037918845.1|HILL	LOC115764891|XP_030564038.1|DNOV
OG0006573	LOC119652575|XP_037912717.1|HILL	LOC115763794|XP_030562385.1|DNOV
OG0006574	LOC119651224|XP_037910616.1|HILL	LOC115761933|XP_030559823.1|DNOV
OG0006575	LOC119657045|XP_037919727.1|HILL	LOC115764885|XP_030564027.1|DNOV
OG0006576	LOC119657999|XP_037921147.1|HILL	LOC115761852|XP_030559694.1|DNOV
OG0006577	LOC119651460|XP_037910994.1|HILL	LOC115764980|XP_030564168.1|DNOV
OG0006578	LOC119652253|XP_037912162.1|HILL	LOC115761850|XP_030559692.1|DNOV
OG0006579	LOC119656902|XP_037919514.1|HILL	LOC115759859|XP_030556823.1|DNOV
OG0006580	LOC119657922|XP_037921037.1|HILL	LOC115757769|XP_030554054.1|DNOV
OG0006581	LOC119660486|XP_037925003.1|HILL	LOC115763655|XP_030562183.1|DNOV
OG0006582	LOC119659834|XP_037924058.1|HILL	LOC115759525|XP_030556334.1|DNOV
OG0006583	LOC119651628|XP_037911217.1|HILL	LOC115771597|XP_030573212.1|DNOV
OG0006584	LOC119646970|XP_037903600.1|HILL	LOC115759858|XP_030556822.1|DNOV
OG0006585	LOC119657783|XP_037920786.1|HILL, LOC119657785|XP_037920787.1|HILL	LOC115760265|XP_030557395.1|DNOV
OG0006586	LOC119652220|XP_037912090.1|HILL	LOC115759474|XP_030556268.1|DNOV
OG0006587	LOC119652217|XP_037912087.1|HILL	LOC115759473|XP_030556267.1|DNOV
OG0006588	LOC119653122|XP_037913576.1|HILL	LOC115764877|XP_030564015.1|DNOV
OG0006589	LOC119653155|XP_037913623.1|HILL	LOC115765747|XP_030565269.1|DNOV
OG0006590	LOC119653132|XP_037913589.1|HILL	LOC115765623|XP_030565133.1|DNOV
OG0006591	LOC119648435|XP_037906118.1|HILL	LOC115770638|XP_030571848.1|DNOV
OG0006592	LOC119652647|XP_037912824.1|HILL	LOC115761291|XP_030558878.1|DNOV
OG0006593	LOC119652646|XP_037912822.1|HILL	LOC115761290|XP_030558877.1|DNOV
OG0006594	LOC119648050|XP_037905441.1|HILL	LOC115769467|XP_030570141.1|DNOV
OG0006595	LOC119658874|XP_037922572.1|HILL	LOC115760783|XP_030558137.1|DNOV
OG0006596	LOC119659414|XP_037923416.1|HILL	LOC115760640|XP_030557958.1|DNOV
OG0006597	LOC119648678|XP_037906399.1|HILL	LOC115771167|XP_030572609.1|DNOV
OG0006598	LOC119649983|XP_037908353.1|HILL	LOC115769227|XP_030569799.1|DNOV
OG0006599	LOC119647869|XP_037905067.1|HILL	LOC115770171|XP_030571190.1|DNOV
OG0006600	LOC119650219|XP_037908721.1|HILL	LOC115771026|XP_030572412.1|DNOV
OG0006601	LOC119647715|XP_037904735.1|HILL	LOC115771133|XP_030572561.1|DNOV
OG0006602	LOC119647716|XP_037904736.1|HILL	LOC115771134|XP_030572563.1|DNOV
OG0006603	LOC119649936|XP_037908284.1|HILL	LOC115771123|XP_030572547.1|DNOV
OG0006604	LOC119648393|XP_037906059.1|HILL	LOC115769879|XP_030570743.1|DNOV
OG0006605	LOC119657847|XP_037920897.1|HILL	LOC115767619|XP_030567779.1|DNOV
OG0006606	LOC119648454|XP_037906139.1|HILL	LOC115769460|XP_030570133.1|DNOV
OG0006607	LOC119647644|XP_037904634.1|HILL	LOC115769703|XP_030570490.1|DNOV
OG0006608	LOC119648457|XP_037906142.1|HILL	LOC115767935|XP_030568168.1|DNOV
OG0006609	LOC119648766|XP_037906523.1|HILL	LOC115759615|XP_030556454.1|DNOV
OG0006610	LOC119647929|XP_037905190.1|HILL	LOC115769592|XP_030570334.1|DNOV
OG0006611	LOC119648127|XP_037905576.1|HILL	LOC115769852|XP_030570691.1|DNOV
OG0006612	LOC119648253|XP_037905824.1|HILL	LOC115769627|XP_030570395.1|DNOV
OG0006613	LOC119648989|XP_037906841.1|HILL	LOC115769734|XP_030570529.1|DNOV
OG0006614	LOC119648696|XP_037906429.1|HILL	LOC115769854|XP_030570700.1|DNOV
OG0006615	LOC119649819|XP_037908079.1|HILL	LOC115769410|XP_030570076.1|DNOV
OG0006616	LOC119647444|XP_037904295.1|HILL	LOC115771269|XP_030572744.1|DNOV
OG0006617	LOC119647975|XP_037905275.1|HILL	LOC115771064|XP_030572476.1|DNOV
OG0006618	LOC119648360|XP_037906002.1|HILL	LOC115769758|XP_030570572.1|DNOV
OG0006619	LOC119648922|XP_037906755.1|HILL	LOC115769967|XP_030570879.1|DNOV
OG0006620	LOC119648932|XP_037906773.1|HILL	LOC115769949|XP_030570854.1|DNOV
OG0006621	LOC119649908|XP_037908234.1|HILL	LOC115762635|XP_030560799.1|DNOV
OG0006622	LOC119648062|XP_037905457.1|HILL	LOC115769524|XP_030570224.1|DNOV
OG0006623	LOC119648289|XP_037905873.1|HILL	LOC115769946|XP_030570851.1|DNOV
OG0006624	LOC119646852|XP_037903401.1|HILL	LOC115757892|XP_030554238.1|DNOV
OG0006625	LOC119646854|XP_037903404.1|HILL	LOC115758301|XP_030554764.1|DNOV
OG0006626	LOC119646320|XP_037902669.1|HILL	LOC115760616|XP_030557925.1|DNOV
OG0006627	LOC119661535|XP_037926843.1|HILL	LOC115760636|XP_030557956.1|DNOV
OG0006628	LOC119651079|XP_037910352.1|HILL	LOC115759759|XP_030556675.1|DNOV
OG0006629	LOC119646641|XP_037903082.1|HILL	LOC115765500|XP_030565008.1|DNOV
OG0006630	LOC119646423|XP_037902796.1|HILL	LOC115762445|XP_030560509.1|DNOV
OG0006631	LOC119649078|XP_037907002.1|HILL	LOC115770535|XP_030571702.1|DNOV
OG0006632	LOC119661230|XP_037926383.1|HILL	LOC115760503|XP_030557722.1|DNOV
OG0006633	LOC119649759|XP_037907981.1|HILL	LOC115762816|XP_030561039.1|DNOV
OG0006634	LOC119656414|XP_037918727.1|HILL	LOC115765851|XP_030565438.1|DNOV
OG0006635	LOC119649163|XP_037907115.1|HILL	LOC115758488|XP_030555027.1|DNOV
OG0006636	LOC119646544|XP_037902944.1|HILL	LOC115766845|XP_030566754.1|DNOV
OG0006637	LOC119649931|XP_037908277.1|HILL	LOC115769892|XP_030570769.1|DNOV
OG0006638	LOC119646231|XP_037902549.1|HILL	LOC115759456|XP_030556252.1|DNOV
OG0006639	LOC119652732|XP_037912959.1|HILL	LOC115764876|XP_030564017.1|DNOV
OG0006640	LOC119647104|XP_037903810.1|HILL	LOC115760651|XP_030557976.1|DNOV
OG0006641	LOC119646894|XP_037903461.1|HILL	LOC115760972|XP_030558433.1|DNOV
OG0006642	LOC119647177|XP_037903913.1|HILL	LOC115760610|XP_030557916.1|DNOV
OG0006643	LOC119646469|XP_037902847.1|HILL	LOC115761734|XP_030559482.1|DNOV
OG0006644	LOC119658235|XP_037921444.1|HILL	LOC115767175|XP_030567228.1|DNOV
OG0006645	LOC119659183|XP_037923074.1|HILL	LOC115769261|XP_030569831.1|DNOV
OG0006646	LOC119651013|XP_037910240.1|HILL	LOC115762410|XP_030560458.1|DNOV
OG0006648	LOC119650182|XP_037908663.1|HILL	LOC115767654|XP_030567800.1|DNOV
OG0006649	LOC119647292|XP_037904126.1|HILL	LOC115761106|XP_030558594.1|DNOV
OG0006650	LOC119649168|XP_037907127.1|HILL	LOC115762564|XP_030560744.1|DNOV
OG0006651	LOC119648095|XP_037905521.1|HILL	LOC115762668|XP_030560841.1|DNOV
OG0006652	LOC119650045|XP_037908456.1|HILL	LOC115770136|XP_030571139.1|DNOV
OG0006653	LOC119647725|XP_037904747.1|HILL	LOC115768097|XP_030568446.1|DNOV
OG0006654	LOC119649991|XP_037908375.1|HILL	LOC115769723|XP_030570515.1|DNOV
OG0006655	LOC119649426|XP_037907501.1|HILL	LOC115769367|XP_030570010.1|DNOV
OG0006656	LOC119650022|XP_037908426.1|HILL	LOC115766984|XP_030566942.1|DNOV
OG0006657	LOC119650079|XP_037908510.1|HILL	LOC115762200|XP_030560184.1|DNOV
OG0006658	LOC119649010|XP_037906888.1|HILL	LOC115770207|XP_030571261.1|DNOV
OG0006659	LOC119649474|XP_037907561.1|HILL	LOC115770354|XP_030571452.1|DNOV
OG0006660	LOC119648340|XP_037905963.1|HILL	LOC115762872|XP_030561107.1|DNOV
OG0006661	LOC119650375|XP_037909040.1|HILL	LOC115762689|XP_030560870.1|DNOV
OG0006662	LOC119660836|XP_037925636.1|HILL	LOC115766003|XP_030565632.1|DNOV
OG0006663	LOC119648026|XP_037905372.1|HILL	LOC115762680|XP_030560854.1|DNOV
OG0006664	LOC119653526|XP_037914129.1|HILL	LOC115761197|XP_030558735.1|DNOV
OG0006665	LOC119649164|XP_037907117.1|HILL	LOC115762748|XP_030560946.1|DNOV
