Orthogroup	HILL.longest_only	DSER.longest_only
OG0008530	LOC119657299|XP_037920073.1|HILL	LOC110179082|XP_020802127.1|DSER
OG0008531	LOC119657125|XP_037919817.1|HILL	LOC110181505|XP_020804934.1|DSER
OG0008532	LOC119658066|XP_037921251.1|HILL	LOC110181607|XP_020805063.1|DSER
OG0008535	LOC119658522|XP_037921926.1|HILL	LOC110182021|XP_020805611.1|DSER
OG0008536	LOC119656731|XP_037919195.1|HILL	LOC110180434|XP_020803764.1|DSER
OG0008537	LOC119651053|XP_037910310.1|HILL	LOC110186445|XP_020811292.1|DSER
OG0008538	LOC119656958|XP_037919605.1|HILL	LOC110184121|XP_020808186.1|DSER
OG0008540	LOC119653019|XP_037913386.1|HILL	LOC110190934|XP_020817262.1|DSER
OG0008541	LOC119653135|XP_037913597.1|HILL	LOC110191122|XP_020817536.1|DSER
OG0008544	LOC119652767|XP_037913006.1|HILL	LOC110177083|XP_020799270.1|DSER
OG0008545	LOC119661353|XP_037926587.1|HILL	LOC110191565|XP_020818100.1|DSER
OG0008547	LOC119657476|XP_037920325.1|HILL	LOC110187108|XP_020812176.1|DSER
OG0008551	LOC119649435|XP_037907513.1|HILL	LOC110177564|XP_020799996.1|DSER
OG0008552	LOC119649916|XP_037908246.1|HILL	LOC110190155|XP_020816150.1|DSER
OG0008554	LOC119654641|XP_037916044.1|HILL	LOC110182485|XP_020806192.1|DSER
OG0008555	LOC119654383|XP_037915679.1|HILL	LOC110182207|XP_020805893.1|DSER
OG0008556	LOC119654250|XP_037915421.1|HILL	LOC110189301|XP_020814991.1|DSER
OG0008557	LOC119653004|XP_037913360.1|HILL	LOC110191279|XP_020817735.1|DSER
OG0008558	LOC119651726|XP_037911378.1|HILL	LOC110187360|XP_020812411.1|DSER
OG0008560	LOC119651038|XP_037910283.1|HILL	LOC110183743|XP_020807758.1|DSER
OG0008562	LOC119651236|XP_037910642.1|HILL	LOC110183384|XP_020807312.1|DSER, LOC110185589|XP_020810182.1|DSER
OG0008563	LOC119647201|XP_037903945.1|HILL	LOC110191444|XP_020817967.1|DSER
OG0008564	LOC119652179|XP_037912051.1|HILL	LOC110183382|XP_020807306.1|DSER
OG0008565	LOC119659222|XP_037923126.1|HILL	LOC110190190|XP_020816198.1|DSER
OG0008567	LOC119661497|XP_037926791.1|HILL	LOC110181180|XP_020804517.1|DSER
OG0008569	LOC119653537|XP_037914142.1|HILL	LOC110180156|XP_020803469.1|DSER
OG0008570	LOC119654622|XP_037916022.1|HILL	LOC110180430|XP_020803760.1|DSER
OG0008571	LOC119649231|XP_037907220.1|HILL	LOC110190233|XP_020816253.1|DSER
OG0008573	LOC119654214|XP_037915354.1|HILL	LOC110183265|XP_020807151.1|DSER
OG0008574	LOC119648701|XP_037906437.1|HILL	LOC110190737|XP_020817018.1|DSER
OG0008575	LOC119659043|XP_037922872.1|HILL	LOC110177310|XP_020799635.1|DSER
OG0008576	LOC119654176|XP_037915289.1|HILL	LOC110180322|XP_020803636.1|DSER
OG0008578	LOC119658856|XP_037922537.1|HILL	LOC110187733|XP_020812848.1|DSER
OG0008579	LOC119648986|XP_037906837.1|HILL	LOC110190822|XP_020817137.1|DSER
OG0008581	LOC119659924|XP_037924189.1|HILL	LOC110190227|XP_020816246.1|DSER
OG0008584	LOC119655742|XP_037917723.1|HILL	LOC110180415|XP_020803738.1|DSER
OG0008585	LOC119655897|XP_037917976.1|HILL	LOC110181940|XP_020805535.1|DSER
OG0008586	LOC119655642|XP_037917547.1|HILL	LOC110181794|XP_020805334.1|DSER
OG0008587	LOC119658942|XP_037922726.1|HILL	LOC110188377|XP_020813751.1|DSER
OG0008588	LOC119658908|XP_037922642.1|HILL	LOC110188677|XP_020814139.1|DSER
OG0008589	LOC119654185|XP_037915308.1|HILL	LOC110178849|XP_020801768.1|DSER
OG0008590	LOC119655852|XP_037917898.1|HILL	LOC110186214|XP_020810936.1|DSER
OG0008592	LOC119654260|XP_037915453.1|HILL	LOC110177779|XP_020800306.1|DSER
OG0008593	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL	LOC110184768|XP_020809062.1|DSER
OG0008594	LOC119651649|XP_037911253.1|HILL	LOC110188403|XP_020813787.1|DSER
OG0008595	LOC119661579|XP_037926906.1|HILL	LOC110178521|XP_020801334.1|DSER
OG0008596	LOC119661663|XP_037927025.1|HILL	LOC110178528|XP_020801343.1|DSER
OG0008597	LOC119659496|XP_037923542.1|HILL	LOC110186187|XP_020810905.1|DSER
OG0008598	LOC119655847|XP_037917890.1|HILL	LOC110182096|XP_020805739.1|DSER
OG0008599	LOC119654310|XP_037915561.1|HILL	LOC110183538|XP_020807497.1|DSER
OG0008600	LOC119652068|XP_037911934.1|HILL	LOC110190081|XP_020816049.1|DSER
OG0008601	LOC119659540|XP_037923612.1|HILL	LOC110181188|XP_020804524.1|DSER
OG0008602	LOC119652694|XP_037912899.1|HILL	LOC110190874|XP_020817189.1|DSER
OG0008603	LOC119652884|XP_037913179.1|HILL	LOC110185312|XP_020809731.1|DSER
OG0008604	LOC119647128|XP_037903843.1|HILL	LOC110184118|XP_020808181.1|DSER
OG0008605	LOC119654333|XP_037915592.1|HILL	LOC110181370|XP_020804757.1|DSER
OG0008606	LOC119652360|XP_037912374.1|HILL	LOC110179176|XP_020802236.1|DSER
OG0008607	LOC119659335|XP_037923305.1|HILL	LOC110187776|XP_020812899.1|DSER
OG0008608	LOC119653630|XP_037914334.1|HILL	LOC110183259|XP_020807144.1|DSER
OG0008609	LOC119658860|XP_037922541.1|HILL	LOC110189927|XP_020815870.1|DSER
OG0008610	LOC119646361|XP_037902726.1|HILL	LOC110187395|XP_020812478.1|DSER
OG0008615	LOC119660332|XP_037924743.1|HILL	LOC110188287|XP_020813643.1|DSER
OG0008616	LOC119646548|XP_037902951.1|HILL	LOC110191270|XP_020817724.1|DSER
OG0008619	LOC119661363|XP_037926600.1|HILL	LOC110183993|XP_020808008.1|DSER
OG0008620	LOC119651578|XP_037911144.1|HILL	LOC110180744|XP_020804088.1|DSER
OG0008621	LOC119651459|XP_037910993.1|HILL	LOC110188438|XP_020813824.1|DSER
OG0008622	LOC119655405|XP_037917216.1|HILL	LOC110181350|XP_020804733.1|DSER
OG0008623	LOC119655278|XP_037917025.1|HILL	LOC110189597|XP_020815389.1|DSER
OG0008624	LOC119648961|XP_037906812.1|HILL	LOC110179281|XP_020802428.1|DSER
OG0008626	LOC119660175|XP_037924511.1|HILL	LOC110185372|XP_020809813.1|DSER
OG0008627	LOC119661010|XP_037926080.1|HILL	LOC110190704|XP_020816975.1|DSER
OG0008629	LOC119646898|XP_037903484.1|HILL	LOC110185027|XP_020809338.1|DSER
OG0008631	LOC119651864|XP_037911599.1|HILL	LOC110190775|XP_020817069.1|DSER
OG0008632	LOC119647306|XP_037904144.1|HILL	LOC110176402|XP_020798399.1|DSER
OG0008633	LOC119653603|XP_037914285.1|HILL	LOC110177704|XP_020800193.1|DSER
OG0008634	LOC119651860|XP_037911595.1|HILL	LOC110189472|XP_020815212.1|DSER
OG0008635	LOC119652745|XP_037912972.1|HILL	LOC110180691|XP_020804035.1|DSER
OG0008636	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL	LOC110176643|XP_020798729.1|DSER
OG0008638	LOC119649500|XP_037907596.1|HILL, LOC119649892|XP_037908210.1|HILL, LOC119648824|XP_037906611.1|HILL, LOC119649659|XP_037907843.1|HILL	LOC110183704|XP_020807713.1|DSER, LOC110188144|XP_020813399.1|DSER
OG0008639	LOC119653912|XP_037914998.1|HILL	LOC110177381|XP_020799739.1|DSER
OG0008644	LOC119661311|XP_037926531.1|HILL	LOC110186879|XP_020811835.1|DSER, LOC110186878|XP_020811834.1|DSER
OG0008645	LOC119651500|XP_037911050.1|HILL	LOC110179139|XP_020802188.1|DSER, LOC110181161|XP_020804495.1|DSER
OG0008646	LOC119661294|XP_037926508.1|HILL	LOC110184826|XP_020809129.1|DSER
OG0008647	LOC119652432|XP_037912489.1|HILL, LOC119651435|XP_037910963.1|HILL	LOC110187575|XP_020812621.1|DSER
OG0008648	LOC119661642|XP_037927001.1|HILL, LOC119650789|XP_037909841.1|HILL	LOC110179137|XP_020802187.1|DSER, LOC110181165|XP_020804498.1|DSER
OG0008650	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL	LOC110191805|XP_020818416.1|DSER
OG0008651	LOC119661505|XP_037926800.1|HILL	LOC110189196|XP_020814824.1|DSER
OG0008653	LOC119654871|XP_037916394.1|HILL	LOC110176353|XP_020798341.1|DSER
OG0008660	LOC119651738|XP_037911393.1|HILL	LOC110185178|XP_020809555.1|DSER
OG0008661	LOC119651426|XP_037910951.1|HILL	LOC110183658|XP_020807645.1|DSER
OG0008665	LOC119648579|XP_037906277.1|HILL	LOC110185960|XP_020810637.1|DSER
OG0008667	LOC119647590|XP_037904532.1|HILL, LOC119647588|XP_037904525.1|HILL, LOC119647591|XP_037904533.1|HILL	LOC110178883|XP_020801816.1|DSER
OG0008669	LOC119651956|XP_037911740.1|HILL, LOC119647317|XP_037904172.1|HILL	LOC110186046|XP_020810743.1|DSER
OG0008671	LOC119651955|XP_037911736.1|HILL, LOC119646767|XP_037903278.1|HILL	LOC110183796|XP_020807810.1|DSER
OG0008677	LOC119653088|XP_037913514.1|HILL	LOC110177326|XP_020799658.1|DSER
OG0008681	LOC119657738|XP_037920708.1|HILL	LOC110181857|XP_020805435.1|DSER
OG0008682	LOC119656988|XP_037919650.1|HILL	LOC110181666|XP_020805149.1|DSER
OG0008683	LOC119657037|XP_037919719.1|HILL	LOC110182493|XP_020806197.1|DSER
OG0008684	LOC119657286|XP_037920060.1|HILL	LOC110180639|XP_020803991.1|DSER
OG0008685	LOC119651979|XP_037911814.1|HILL	LOC110177762|XP_020800287.1|DSER
OG0008687	LOC119648628|XP_037906329.1|HILL	LOC110191656|XP_020818212.1|DSER
OG0008688	LOC119661651|XP_037927011.1|HILL	LOC110180092|XP_020803373.1|DSER
OG0008689	LOC119659228|XP_037923130.1|HILL	LOC110187932|XP_020813102.1|DSER
OG0008690	LOC119651734|XP_037911390.1|HILL	LOC110186081|XP_020810776.1|DSER
OG0008694	LOC119647760|XP_037904807.1|HILL	LOC110182033|XP_020805622.1|DSER
OG0008696	LOC119660568|XP_037925146.1|HILL	LOC110191788|XP_020818399.1|DSER
OG0008697	LOC119647676|XP_037904681.1|HILL	LOC110183616|XP_020807593.1|DSER
OG0008698	LOC119653864|XP_037914849.1|HILL	LOC110179074|XP_020802113.1|DSER
OG0008699	LOC119647603|XP_037904559.1|HILL	LOC110189901|XP_020815821.1|DSER
OG0008700	LOC119660060|XP_037924367.1|HILL, LOC119658676|XP_037922166.1|HILL, LOC119660313|XP_037924715.1|HILL	LOC110187800|XP_020812933.1|DSER
OG0008701	LOC119654395|XP_037915704.1|HILL	LOC110177729|XP_020800238.1|DSER
OG0008703	LOC119655914|XP_037918007.1|HILL	LOC110183588|XP_020807560.1|DSER
OG0008704	LOC119646957|XP_037903582.1|HILL	LOC110177032|XP_020799208.1|DSER
OG0008705	LOC119652801|XP_037913052.1|HILL	LOC110185681|XP_020810307.1|DSER
OG0008706	LOC119658902|XP_037922635.1|HILL	LOC110186262|XP_020811029.1|DSER
OG0008707	LOC119658237|XP_037921442.1|HILL	LOC110184442|XP_020808642.1|DSER
OG0008708	LOC119649332|XP_037907367.1|HILL	LOC110180102|XP_020803388.1|DSER
OG0008709	LOC119660146|XP_037924474.1|HILL	LOC110177379|XP_020799736.1|DSER
OG0008710	LOC119651226|XP_037910624.1|HILL	LOC110184051|XP_020808090.1|DSER
OG0008711	LOC119658610|XP_037922019.1|HILL	LOC110190139|XP_020816130.1|DSER
OG0008712	LOC119661789|XP_037927201.1|HILL	LOC110178522|XP_020801335.1|DSER
OG0008714	LOC119660523|XP_037925077.1|HILL	LOC110182296|XP_020805974.1|DSER
OG0008716	LOC119659307|XP_037923248.1|HILL	LOC110184723|XP_020809012.1|DSER
OG0008717	LOC119659717|XP_037923900.1|HILL	LOC110189064|XP_020814693.1|DSER
OG0008719	LOC119660257|XP_037924639.1|HILL	LOC110186248|XP_020810982.1|DSER
OG0008721	LOC119658130|XP_037921327.1|HILL	LOC110184234|XP_020808350.1|DSER
OG0008723	LOC119648752|XP_037906504.1|HILL	LOC110189067|XP_020814696.1|DSER
OG0008725	LOC119652896|XP_037913196.1|HILL, LOC119652672|XP_037912866.1|HILL	LOC110182959|XP_020806808.1|DSER
OG0008726	LOC119652874|XP_037913167.1|HILL	LOC110189670|XP_020815485.1|DSER
OG0008728	LOC119651993|XP_037911841.1|HILL	LOC110191173|XP_020817595.1|DSER
OG0008729	LOC119658474|XP_037921837.1|HILL	LOC110175975|XP_020797829.1|DSER
OG0008730	LOC119657477|XP_037920326.1|HILL	LOC110177596|XP_020800049.1|DSER, LOC110178119|XP_020800797.1|DSER
OG0008731	LOC119652835|XP_037913097.1|HILL	LOC110176512|XP_020798548.1|DSER
OG0008732	LOC119661042|XP_037926161.1|HILL, LOC119658333|XP_037921600.1|HILL	LOC110182601|XP_020806318.1|DSER
OG0008734	LOC119652484|XP_037912593.1|HILL	LOC110176403|XP_020798401.1|DSER
OG0008735	LOC119659632|XP_037923759.1|HILL	LOC110182875|XP_020806677.1|DSER
OG0008736	LOC119646665|XP_037903123.1|HILL, LOC119655995|XP_037918161.1|HILL	LOC110179329|XP_020802481.1|DSER
OG0008737	LOC119659112|XP_037922962.1|HILL, LOC119650913|XP_037910066.1|HILL, LOC119652054|XP_037911917.1|HILL	LOC110188415|XP_020813799.1|DSER
OG0008738	LOC119650897|XP_037910004.1|HILL	LOC110185750|XP_020810407.1|DSER
OG0008739	LOC119660717|XP_037925288.1|HILL	LOC110179698|XP_020802968.1|DSER, LOC110184672|XP_020808941.1|DSER
OG0008740	LOC119654783|XP_037916254.1|HILL	LOC110189414|XP_020815131.1|DSER
OG0008741	LOC119660921|XP_037925824.1|HILL	LOC110177037|XP_020799216.1|DSER
OG0008742	LOC119649509|XP_037907608.1|HILL	LOC110182770|XP_020806548.1|DSER
OG0008743	LOC119659149|XP_037923025.1|HILL	LOC110179363|XP_020802535.1|DSER
OG0008745	LOC119652723|XP_037912944.1|HILL, LOC119651758|XP_037911424.1|HILL	LOC110184185|XP_020808255.1|DSER
OG0008746	LOC119660160|XP_037924492.1|HILL	LOC110188249|XP_020813579.1|DSER
OG0008747	LOC119649072|XP_037906993.1|HILL	LOC110190270|XP_020816302.1|DSER
OG0008748	LOC119652918|XP_037913232.1|HILL	LOC110185713|XP_020810349.1|DSER
OG0008750	LOC119654153|XP_037915245.1|HILL, LOC119646967|XP_037903596.1|HILL	LOC110187337|XP_020812383.1|DSER
OG0008751	LOC119651705|XP_037911346.1|HILL	LOC110188569|XP_020813989.1|DSER
OG0008752	LOC119659709|XP_037923891.1|HILL	LOC110188369|XP_020813741.1|DSER, LOC110188444|XP_020813830.1|DSER
OG0008753	LOC119655884|XP_037917957.1|HILL	LOC110178960|XP_020801922.1|DSER
OG0008756	LOC119648773|XP_037906534.1|HILL, LOC119648252|XP_037905823.1|HILL, LOC119650144|XP_037908608.1|HILL, LOC119648374|XP_037906030.1|HILL	LOC110186313|XP_020811094.1|DSER
OG0008757	LOC119652413|XP_037912458.1|HILL	LOC110188060|XP_020813269.1|DSER
OG0008758	LOC119647030|XP_037903703.1|HILL, LOC119660917|XP_037925821.1|HILL	LOC110176891|XP_020799035.1|DSER
OG0008759	LOC119661245|XP_037926411.1|HILL	LOC110184018|XP_020808042.1|DSER, LOC110180477|XP_020803819.1|DSER
OG0008765	LOC119647084|XP_037903773.1|HILL	LOC110181909|XP_020805505.1|DSER
OG0008766	LOC119646230|XP_037902548.1|HILL	LOC110181296|XP_020804676.1|DSER
OG0008770	LOC119661763|XP_037927161.1|HILL	LOC110189307|XP_020815001.1|DSER
OG0008773	LOC119646200|XP_037902511.1|HILL	LOC110180028|XP_020803298.1|DSER
OG0008774	LOC119655518|XP_037917356.1|HILL	LOC110182912|XP_020806732.1|DSER
OG0008777	LOC119653606|XP_037914294.1|HILL	LOC110176953|XP_020799117.1|DSER
OG0008781	LOC119661729|XP_037927124.1|HILL	LOC110179500|XP_020802735.1|DSER
OG0008782	LOC119648896|XP_037906723.1|HILL	LOC110190512|XP_020816694.1|DSER
OG0008783	LOC119649405|XP_037907468.1|HILL, LOC119658910|XP_037922647.1|HILL	LOC110177958|XP_020800609.1|DSER
OG0008784	LOC119648371|XP_037906026.1|HILL	LOC110184664|XP_020808929.1|DSER
OG0008805	LOC119656803|XP_037919340.1|HILL	LOC110184396|XP_020808571.1|DSER
OG0008806	LOC119656959|XP_037919607.1|HILL	LOC110181685|XP_020805185.1|DSER
OG0008807	LOC119656811|XP_037919359.1|HILL	LOC110181639|XP_020805104.1|DSER
OG0008808	LOC119658445|XP_037921777.1|HILL	LOC110182529|XP_020806237.1|DSER
OG0008811	LOC119652683|XP_037912885.1|HILL	LOC110191775|XP_020818380.1|DSER
OG0008813	LOC119652049|XP_037911913.1|HILL	LOC110191886|XP_020818530.1|DSER
OG0008814	LOC119646576|XP_037902997.1|HILL	LOC110191682|XP_020818255.1|DSER
OG0008820	LOC119651683|XP_037911310.1|HILL	LOC110177057|XP_020799234.1|DSER
OG0008821	LOC119659241|XP_037923149.1|HILL	LOC110181699|XP_020805200.1|DSER
OG0008822	LOC119651280|XP_037910712.1|HILL	LOC110183354|XP_020807271.1|DSER
OG0008823	LOC119646188|XP_037902499.1|HILL	LOC110179639|XP_020802911.1|DSER
OG0008829	LOC119657846|XP_037920896.1|HILL	LOC110179626|XP_020802893.1|DSER
OG0008830	LOC119657594|XP_037920505.1|HILL	LOC110176080|XP_020797980.1|DSER
OG0008831	LOC119655773|XP_037917756.1|HILL	LOC110180416|XP_020803739.1|DSER
OG0008832	LOC119655195|XP_037916893.1|HILL	LOC110180449|XP_020803782.1|DSER
OG0008833	LOC119654244|XP_037915414.1|HILL	LOC110179707|XP_020802976.1|DSER
OG0008834	LOC119653011|XP_037913377.1|HILL	LOC110190540|XP_020816751.1|DSER
OG0008836	LOC119647253|XP_037904059.1|HILL	LOC110178461|XP_020801257.1|DSER
OG0008838	LOC119647489|XP_037904376.1|HILL	LOC110177873|XP_020800489.1|DSER
OG0008839	LOC119654967|XP_037916555.1|HILL	LOC110189236|XP_020814878.1|DSER
OG0008841	LOC119649018|XP_037906899.1|HILL	LOC110187549|XP_020812600.1|DSER
OG0008843	LOC119649087|XP_037907017.1|HILL	LOC110187691|XP_020812787.1|DSER
OG0008845	LOC119661334|XP_037926564.1|HILL	LOC110183136|XP_020806985.1|DSER
OG0008848	LOC119661193|XP_037926343.1|HILL	LOC110181331|XP_020804712.1|DSER
OG0008854	LOC119660814|XP_037925583.1|HILL	LOC110176833|XP_020798944.1|DSER
OG0008856	LOC119660757|XP_037925446.1|HILL	LOC110185406|XP_020809871.1|DSER
OG0008857	LOC119647684|XP_037904693.1|HILL	LOC110176703|XP_020798800.1|DSER
OG0008858	LOC119647867|XP_037905065.1|HILL	LOC110187891|XP_020813036.1|DSER
OG0008859	LOC119648271|XP_037905854.1|HILL	LOC110190553|XP_020816767.1|DSER
OG0008861	LOC119657118|XP_037919809.1|HILL	LOC110178406|XP_020801206.1|DSER
OG0008862	LOC119659261|XP_037923181.1|HILL	LOC110191124|XP_020817535.1|DSER
OG0008864	LOC119657040|XP_037919722.1|HILL	LOC110177669|XP_020800150.1|DSER
OG0008866	LOC119655429|XP_037917252.1|HILL	LOC110177094|XP_020799283.1|DSER
OG0008867	LOC119659595|XP_037923685.1|HILL	LOC110179737|XP_020803013.1|DSER
OG0008869	LOC119648431|XP_037906113.1|HILL	LOC110190353|XP_020816417.1|DSER
OG0008870	LOC119649996|XP_037908385.1|HILL	LOC110185309|XP_020809722.1|DSER
OG0008871	LOC119649205|XP_037907186.1|HILL	LOC110190381|XP_020816470.1|DSER
OG0008872	LOC119646954|XP_037903578.1|HILL	LOC110182674|XP_020806417.1|DSER
OG0008874	LOC119655356|XP_037917135.1|HILL	LOC110176361|XP_020798350.1|DSER
OG0008875	LOC119660608|XP_037925232.1|HILL	LOC110178743|XP_020801634.1|DSER
OG0008876	LOC119660895|XP_037925755.1|HILL	LOC110185417|XP_020809889.1|DSER
OG0008877	LOC119648262|XP_037905841.1|HILL	LOC110177524|XP_020799940.1|DSER
OG0008878	LOC119647885|XP_037905110.1|HILL	LOC110183830|XP_020807842.1|DSER
OG0008881	LOC119647216|XP_037903972.1|HILL	LOC110179471|XP_020802705.1|DSER
OG0008883	LOC119658801|XP_037922449.1|HILL	LOC110184570|XP_020808808.1|DSER
OG0008884	LOC119660387|XP_037924839.1|HILL	LOC110186772|XP_020811701.1|DSER
OG0008885	LOC119650933|XP_037910090.1|HILL	LOC110181398|XP_020804791.1|DSER
OG0008886	LOC119655445|XP_037917267.1|HILL	LOC110186132|XP_020810876.1|DSER
OG0008887	LOC119659660|XP_037923801.1|HILL	LOC110182900|XP_020806716.1|DSER
OG0008889	LOC119660979|XP_037925990.1|HILL	LOC110177733|XP_020800245.1|DSER
OG0008891	LOC119647408|XP_037904212.1|HILL	LOC110190120|XP_020816094.1|DSER
OG0008892	LOC119660794|XP_037925536.1|HILL	LOC110177111|XP_020799318.1|DSER
OG0008893	LOC119659288|XP_037923229.1|HILL	LOC110189054|XP_020814679.1|DSER
OG0008894	LOC119652791|XP_037913033.1|HILL	LOC110188214|XP_020813511.1|DSER
OG0008895	LOC119659336|XP_037923306.1|HILL	LOC110187924|XP_020813094.1|DSER
OG0008897	LOC119660513|XP_037925057.1|HILL	LOC110188729|XP_020814202.1|DSER
OG0008898	LOC119653683|XP_037914472.1|HILL	LOC110189363|XP_020815065.1|DSER
OG0008899	LOC119656195|XP_037918495.1|HILL	LOC110176822|XP_020798929.1|DSER
OG0008900	LOC119651674|XP_037911294.1|HILL	LOC110187509|XP_020812562.1|DSER
OG0008901	LOC119649002|XP_037906872.1|HILL	LOC110186799|XP_020811742.1|DSER
OG0008902	LOC119660885|XP_037925731.1|HILL	LOC110185413|XP_020809880.1|DSER
OG0008903	LOC119652361|XP_037912376.1|HILL, LOC119659524|XP_037923588.1|HILL	LOC110176834|XP_020798945.1|DSER
OG0008904	LOC119660474|XP_037924992.1|HILL	LOC110180053|XP_020803334.1|DSER
OG0008905	LOC119660991|XP_037926007.1|HILL	LOC110185485|XP_020810017.1|DSER
OG0008906	LOC119649724|XP_037907932.1|HILL	LOC110184778|XP_020809073.1|DSER
OG0008908	LOC119659189|XP_037923077.1|HILL	LOC110188446|XP_020813832.1|DSER
OG0008909	LOC119657223|XP_037919962.1|HILL	LOC110184733|XP_020809023.1|DSER
OG0008910	LOC119659166|XP_037923045.1|HILL	LOC110190980|XP_020817347.1|DSER
OG0008913	LOC119650939|XP_037910097.1|HILL	LOC110188552|XP_020813968.1|DSER
OG0008914	LOC119657618|XP_037920549.1|HILL	LOC110186933|XP_020811923.1|DSER
OG0008915	LOC119652900|XP_037913201.1|HILL	LOC110191856|XP_020818493.1|DSER
OG0008917	LOC119660762|XP_037925456.1|HILL	LOC110177002|XP_020799171.1|DSER
OG0008920	LOC119650299|XP_037908865.1|HILL, LOC119648363|XP_037906015.1|HILL	LOC110176267|XP_020798241.1|DSER
OG0008923	LOC119659201|XP_037923097.1|HILL	LOC110184067|XP_020808106.1|DSER
OG0008925	LOC119649709|XP_037907910.1|HILL, LOC119649710|XP_037907911.1|HILL	LOC110189714|XP_020815563.1|DSER
OG0008931	LOC119647158|XP_037903893.1|HILL	LOC110188935|XP_020814532.1|DSER, LOC110180220|XP_020803530.1|DSER
OG0008933	LOC119658928|XP_037922689.1|HILL, LOC119660460|XP_037924953.1|HILL	LOC110181751|XP_020805274.1|DSER
OG0008935	LOC119648742|XP_037906489.1|HILL	LOC110189528|XP_020815317.1|DSER
OG0008936	LOC119655807|XP_037917835.1|HILL	LOC110177737|XP_020800250.1|DSER
OG0008938	LOC119655926|XP_037918025.1|HILL	LOC110180356|XP_020803709.1|DSER
OG0008939	LOC119654889|XP_037916433.1|HILL	LOC110181810|XP_020805359.1|DSER
OG0008940	LOC119655215|XP_037916919.1|HILL	LOC110177663|XP_020800140.1|DSER
OG0008941	LOC119652985|XP_037913336.1|HILL	LOC110184312|XP_020808458.1|DSER
OG0008942	LOC119657439|XP_037920274.1|HILL	LOC110183221|XP_020807094.1|DSER
OG0008944	LOC119656926|XP_037919547.1|HILL	LOC110185529|XP_020810095.1|DSER
OG0008945	LOC119661430|XP_037926703.1|HILL	LOC110179532|XP_020802771.1|DSER
OG0008946	LOC119656176|XP_037918450.1|HILL, LOC119655163|XP_037916839.1|HILL	LOC110181551|XP_020804993.1|DSER
OG0008948	LOC119655393|XP_037917198.1|HILL	LOC110179508|XP_020802744.1|DSER
OG0008950	LOC119656087|XP_037918318.1|HILL	LOC110181787|XP_020805326.1|DSER
OG0008956	LOC119648667|XP_037906383.1|HILL	LOC110178817|XP_020801740.1|DSER
OG0008958	LOC119647560|XP_037904481.1|HILL, LOC119649217|XP_037907204.1|HILL	LOC110179818|XP_020803083.1|DSER
OG0008960	LOC119650357|XP_037908967.1|HILL	LOC110179009|XP_020802008.1|DSER, LOC110179018|XP_020802021.1|DSER
OG0008968	LOC119660293|XP_037924692.1|HILL, LOC119659550|XP_037923628.1|HILL, LOC119660371|XP_037924815.1|HILL, LOC119660376|XP_037924822.1|HILL, LOC119660302|XP_037924702.1|HILL, LOC119659580|XP_037923665.1|HILL	LOC110183092|XP_020806944.1|DSER
OG0008975	LOC119658438|XP_037921769.1|HILL	LOC110189235|XP_020814922.1|DSER
OG0008983	LOC119650796|XP_037909861.1|HILL	LOC110191644|XP_020818197.1|DSER
OG0008986	LOC119652384|XP_037912412.1|HILL	LOC110191938|XP_020818613.1|DSER
OG0008987	LOC119656913|XP_037919536.1|HILL, LOC119656904|XP_037919517.1|HILL	LOC110182348|XP_020806047.1|DSER
OG0008991	LOC119659421|XP_037923423.1|HILL	LOC110179908|XP_020803165.1|DSER
OG0008992	LOC119651091|XP_037910372.1|HILL	LOC110191434|XP_020817950.1|DSER
OG0008994	LOC119646475|XP_037902857.1|HILL	LOC110176838|XP_020798953.1|DSER
