Orthogroup	HILL.longest_only	DSUB.longest_only
OG0008783	LOC119649405|XP_037907468.1|HILL, LOC119658910|XP_037922647.1|HILL	LOC117890257|XP_034650900.1|DSUB
OG0008784	LOC119648371|XP_037906026.1|HILL	LOC117894083|XP_034656839.1|DSUB
OG0008795	LOC119660196|XP_037924544.1|HILL	LOC117897736|XP_034662661.1|DSUB
OG0008805	LOC119656803|XP_037919340.1|HILL	LOC117893890|XP_034656560.1|DSUB
OG0008806	LOC119656959|XP_037919607.1|HILL	LOC117903285|XP_034671099.1|DSUB
OG0008807	LOC119656811|XP_037919359.1|HILL	LOC117903530|XP_034671591.1|DSUB
OG0008808	LOC119658445|XP_037921777.1|HILL	LOC117903374|XP_034671234.1|DSUB
OG0008811	LOC119652683|XP_037912885.1|HILL	LOC117898782|XP_034664309.1|DSUB
OG0008813	LOC119652049|XP_037911913.1|HILL	LOC117897953|XP_034662946.1|DSUB
OG0008814	LOC119646576|XP_037902997.1|HILL	LOC117889839|XP_034650219.1|DSUB
OG0008815	LOC119646510|XP_037902894.1|HILL	LOC117895594|XP_034659235.1|DSUB, LOC117899375|XP_034665247.1|DSUB
OG0008820	LOC119651683|XP_037911310.1|HILL	LOC117902627|XP_034670037.1|DSUB
OG0008821	LOC119659241|XP_037923149.1|HILL	LOC117898808|XP_034664392.1|DSUB
OG0008822	LOC119651280|XP_037910712.1|HILL	LOC117901843|XP_034668677.1|DSUB
OG0008824	LOC119653399|XP_037913891.1|HILL	LOC117890679|XP_034651554.1|DSUB
OG0008829	LOC119657846|XP_037920896.1|HILL	LOC117903056|XP_034670691.1|DSUB
OG0008830	LOC119657594|XP_037920505.1|HILL	LOC117901571|XP_034668264.1|DSUB
OG0008831	LOC119655773|XP_037917756.1|HILL	LOC117903752|XP_034672052.1|DSUB
OG0008832	LOC119655195|XP_037916893.1|HILL	LOC117903751|XP_034672048.1|DSUB
OG0008833	LOC119654244|XP_037915414.1|HILL	LOC117896247|XP_034660301.1|DSUB
OG0008834	LOC119653011|XP_037913377.1|HILL	LOC117898865|XP_034664434.1|DSUB
OG0008836	LOC119647253|XP_037904059.1|HILL	LOC117892024|XP_034653810.1|DSUB
OG0008838	LOC119647489|XP_037904376.1|HILL	LOC117900312|XP_034666532.1|DSUB
OG0008839	LOC119654967|XP_037916555.1|HILL	LOC117892516|XP_034654693.1|DSUB
OG0008841	LOC119649018|XP_037906899.1|HILL	LOC117893690|XP_034656271.1|DSUB
OG0008843	LOC119649087|XP_037907017.1|HILL	LOC117893047|XP_034655315.1|DSUB
OG0008845	LOC119661334|XP_037926564.1|HILL	LOC117901769|XP_034668557.1|DSUB
OG0008848	LOC119661193|XP_037926343.1|HILL	LOC117892701|XP_034655003.1|DSUB
OG0008854	LOC119660814|XP_037925583.1|HILL	LOC117900818|XP_034667205.1|DSUB
OG0008856	LOC119660757|XP_037925446.1|HILL	LOC117902994|XP_034670602.1|DSUB
OG0008857	LOC119647684|XP_037904693.1|HILL	LOC117893446|XP_034655956.1|DSUB, LOC117895601|XP_034659240.1|DSUB
OG0008858	LOC119647867|XP_037905065.1|HILL	LOC117899786|XP_034665951.1|DSUB
OG0008859	LOC119648271|XP_037905854.1|HILL	LOC117894459|XP_034657450.1|DSUB
OG0008861	LOC119657118|XP_037919809.1|HILL	LOC117889807|XP_034650177.1|DSUB
OG0008862	LOC119659261|XP_037923181.1|HILL	LOC117896264|XP_034660346.1|DSUB
OG0008864	LOC119657040|XP_037919722.1|HILL	LOC117890302|XP_034650967.1|DSUB
OG0008866	LOC119655429|XP_037917252.1|HILL	LOC117901210|XP_034667761.1|DSUB
OG0008867	LOC119659595|XP_037923685.1|HILL	LOC117896328|XP_034660460.1|DSUB
OG0008869	LOC119648431|XP_037906113.1|HILL	LOC117895352|XP_034658825.1|DSUB
OG0008870	LOC119649996|XP_037908385.1|HILL	LOC117894836|XP_034657975.1|DSUB
OG0008871	LOC119649205|XP_037907186.1|HILL	LOC117894322|XP_034657193.1|DSUB
OG0008872	LOC119646954|XP_037903578.1|HILL	LOC117900963|XP_034667429.1|DSUB
OG0008874	LOC119655356|XP_037917135.1|HILL	LOC117891616|XP_034653043.1|DSUB
OG0008875	LOC119660608|XP_037925232.1|HILL	LOC117890753|XP_034651703.1|DSUB
OG0008876	LOC119660895|XP_037925755.1|HILL	LOC117902921|XP_034670391.1|DSUB
OG0008877	LOC119648262|XP_037905841.1|HILL	LOC117894604|XP_034657646.1|DSUB
OG0008878	LOC119647885|XP_037905110.1|HILL	LOC117901035|XP_034667531.1|DSUB
OG0008881	LOC119647216|XP_037903972.1|HILL	LOC117890571|XP_034651395.1|DSUB
OG0008883	LOC119658801|XP_037922449.1|HILL	LOC117897552|XP_034662371.1|DSUB
OG0008884	LOC119660387|XP_037924839.1|HILL	LOC117898841|XP_034664407.1|DSUB
OG0008885	LOC119650933|XP_037910090.1|HILL	LOC117901304|XP_034667903.1|DSUB
OG0008886	LOC119655445|XP_037917267.1|HILL	LOC117892258|XP_034654265.1|DSUB
OG0008887	LOC119659660|XP_037923801.1|HILL	LOC117892518|XP_034654696.1|DSUB
OG0008889	LOC119660979|XP_037925990.1|HILL	LOC117891987|XP_034653755.1|DSUB
OG0008891	LOC119647408|XP_037904212.1|HILL	LOC117894960|XP_034658181.1|DSUB
OG0008892	LOC119660794|XP_037925536.1|HILL	LOC117892710|XP_034655017.1|DSUB
OG0008893	LOC119659288|XP_037923229.1|HILL	LOC117893028|XP_034655277.1|DSUB
OG0008894	LOC119652791|XP_037913033.1|HILL	LOC117899259|XP_034665037.1|DSUB
OG0008895	LOC119659336|XP_037923306.1|HILL	LOC117896451|XP_034660672.1|DSUB
OG0008897	LOC119660513|XP_037925057.1|HILL	LOC117896589|XP_034660905.1|DSUB
OG0008898	LOC119653683|XP_037914472.1|HILL	LOC117891793|XP_034653356.1|DSUB
OG0008899	LOC119656195|XP_037918495.1|HILL	LOC117900059|XP_034666152.1|DSUB
OG0008900	LOC119651674|XP_037911294.1|HILL	LOC117900013|XP_034666089.1|DSUB
OG0008901	LOC119649002|XP_037906872.1|HILL	LOC117894944|XP_034658157.1|DSUB
OG0008902	LOC119660885|XP_037925731.1|HILL	LOC117902982|XP_034670556.1|DSUB
OG0008903	LOC119652361|XP_037912376.1|HILL, LOC119659524|XP_037923588.1|HILL	LOC117900824|XP_034667222.1|DSUB
OG0008904	LOC119660474|XP_037924992.1|HILL	LOC117892582|XP_034654811.1|DSUB
OG0008905	LOC119660991|XP_037926007.1|HILL	LOC117902901|XP_034670348.1|DSUB
OG0008906	LOC119649724|XP_037907932.1|HILL	LOC117893847|XP_034656502.1|DSUB
OG0008908	LOC119659189|XP_037923077.1|HILL	LOC117897924|XP_034662898.1|DSUB
OG0008909	LOC119657223|XP_037919962.1|HILL	LOC117898966|XP_034664598.1|DSUB
OG0008910	LOC119659166|XP_037923045.1|HILL	LOC117897885|XP_034662853.1|DSUB
OG0008913	LOC119650939|XP_037910097.1|HILL	LOC117896370|XP_034660536.1|DSUB
OG0008914	LOC119657618|XP_037920549.1|HILL	LOC117899479|XP_034665401.1|DSUB
OG0008915	LOC119652900|XP_037913201.1|HILL	LOC117897969|XP_034662971.1|DSUB
OG0008917	LOC119660762|XP_037925456.1|HILL	LOC117901913|XP_034668769.1|DSUB
OG0008920	LOC119650299|XP_037908865.1|HILL, LOC119648363|XP_037906015.1|HILL	LOC117895128|XP_034658431.1|DSUB
OG0008923	LOC119659201|XP_037923097.1|HILL	LOC117891129|XP_034652226.1|DSUB
OG0008925	LOC119649709|XP_037907910.1|HILL, LOC119649710|XP_037907911.1|HILL	LOC117891012|XP_034652061.1|DSUB
OG0008931	LOC119647158|XP_037903893.1|HILL	LOC117891527|XP_034652918.1|DSUB
OG0008933	LOC119658928|XP_037922689.1|HILL, LOC119660460|XP_037924953.1|HILL	LOC117890777|XP_034651739.1|DSUB
OG0008935	LOC119648742|XP_037906489.1|HILL	LOC117891372|XP_034652700.1|DSUB
OG0008936	LOC119655807|XP_037917835.1|HILL	LOC117890145|XP_034650725.1|DSUB
OG0008938	LOC119655926|XP_037918025.1|HILL	LOC117890830|XP_034651803.1|DSUB
OG0008939	LOC119654889|XP_037916433.1|HILL	LOC117890331|XP_034651013.1|DSUB
OG0008940	LOC119655215|XP_037916919.1|HILL	LOC117891883|XP_034653568.1|DSUB
OG0008941	LOC119652985|XP_037913336.1|HILL	LOC117903850|XP_034672205.1|DSUB
OG0008942	LOC119657439|XP_037920274.1|HILL	LOC117892189|XP_034654209.1|DSUB
OG0008944	LOC119656926|XP_037919547.1|HILL	LOC117903597|XP_034671727.1|DSUB
OG0008945	LOC119661430|XP_037926703.1|HILL	LOC117892220|XP_034654212.1|DSUB, LOC117890342|XP_034651027.1|DSUB
OG0008948	LOC119655393|XP_037917198.1|HILL	LOC117903655|XP_034671849.1|DSUB
OG0008950	LOC119656087|XP_037918318.1|HILL	LOC117903339|XP_034671176.1|DSUB
OG0008956	LOC119648667|XP_037906383.1|HILL	LOC117896051|XP_034659951.1|DSUB, LOC117894846|XP_034657993.1|DSUB
OG0008958	LOC119647560|XP_037904481.1|HILL, LOC119649217|XP_037907204.1|HILL	LOC117893311|XP_034655790.1|DSUB
OG0008960	LOC119650357|XP_037908967.1|HILL	LOC117893418|XP_034655921.1|DSUB
OG0008968	LOC119660293|XP_037924692.1|HILL, LOC119659550|XP_037923628.1|HILL, LOC119660371|XP_037924815.1|HILL, LOC119660376|XP_037924822.1|HILL, LOC119660302|XP_037924702.1|HILL, LOC119659580|XP_037923665.1|HILL	LOC117900640|XP_034666961.1|DSUB
OG0008975	LOC119658438|XP_037921769.1|HILL	LOC117889824|XP_034650194.1|DSUB
OG0008983	LOC119650796|XP_037909861.1|HILL	LOC117891356|XP_034652682.1|DSUB
OG0008986	LOC119652384|XP_037912412.1|HILL	LOC117897423|XP_034662151.1|DSUB
OG0008987	LOC119656913|XP_037919536.1|HILL, LOC119656904|XP_037919517.1|HILL	LOC117902723|XP_034670180.1|DSUB
OG0008991	LOC119659421|XP_037923423.1|HILL	LOC117898002|XP_034663021.1|DSUB
OG0008994	LOC119646475|XP_037902857.1|HILL	LOC117902806|XP_034670318.1|DSUB
OG0008996	LOC119658447|XP_037921779.1|HILL	LOC117901375|XP_034667980.1|DSUB
OG0009001	LOC119658316|XP_037921569.1|HILL	LOC117901865|XP_034668711.1|DSUB
OG0009002	LOC119660139|XP_037924465.1|HILL	LOC117897249|XP_034661862.1|DSUB
OG0009004	LOC119649545|XP_037907664.1|HILL, LOC119649374|XP_037907418.1|HILL, LOC119648622|XP_037906320.1|HILL, LOC119649409|XP_037907473.1|HILL	LOC117890736|XP_034651679.1|DSUB
OG0009005	LOC119646720|XP_037903227.1|HILL	LOC117900335|XP_034666564.1|DSUB
OG0009008	LOC119658631|XP_037922073.1|HILL	LOC117898523|XP_034663883.1|DSUB
OG0009009	LOC119647859|XP_037905055.1|HILL	LOC117892985|XP_034655228.1|DSUB
OG0009010	LOC119660924|XP_037925831.1|HILL	LOC117895802|XP_034659615.1|DSUB
OG0009011	LOC119647672|XP_037904678.1|HILL	LOC117895320|XP_034658777.1|DSUB
OG0009012	LOC119655380|XP_037917176.1|HILL	LOC117890284|XP_034650937.1|DSUB
OG0009013	LOC119654311|XP_037915562.1|HILL, LOC119654309|XP_037915558.1|HILL	LOC117895425|XP_034658958.1|DSUB
OG0009014	LOC119648214|XP_037905750.1|HILL	LOC117895066|XP_034658338.1|DSUB
OG0009015	LOC119649114|XP_037907042.1|HILL	LOC117895603|XP_034659242.1|DSUB
OG0009016	LOC119648779|XP_037906542.1|HILL	LOC117894129|XP_034656910.1|DSUB
OG0009017	LOC119660980|XP_037925991.1|HILL	LOC117901336|XP_034667936.1|DSUB
OG0009018	LOC119660751|XP_037925433.1|HILL	LOC117902991|XP_034670596.1|DSUB
OG0009019	LOC119660915|XP_037925803.1|HILL	LOC117902987|XP_034670578.1|DSUB
OG0009020	LOC119652893|XP_037913192.1|HILL	LOC117899340|XP_034665178.1|DSUB
OG0009021	LOC119659673|XP_037923826.1|HILL	LOC117897314|XP_034661956.1|DSUB
OG0009022	LOC119651964|XP_037911754.1|HILL	LOC117898197|XP_034663308.1|DSUB
OG0009023	LOC119651425|XP_037910949.1|HILL	LOC117896720|XP_034661072.1|DSUB
OG0009024	LOC119652872|XP_037913159.1|HILL	LOC117896325|XP_034660451.1|DSUB
OG0009026	LOC119652265|XP_037912178.1|HILL	LOC117897584|XP_034662429.1|DSUB
OG0009027	LOC119648510|XP_037906209.1|HILL	LOC117892580|XP_034654804.1|DSUB
OG0009028	LOC119650895|XP_037910002.1|HILL	LOC117895218|XP_034658602.1|DSUB
OG0009029	LOC119651215|XP_037910596.1|HILL	LOC117902117|XP_034669126.1|DSUB
OG0009030	LOC119646599|XP_037903020.1|HILL	LOC117902744|XP_034670218.1|DSUB
OG0009031	LOC119658678|XP_037922169.1|HILL	LOC117898896|XP_034664470.1|DSUB
OG0009032	LOC119659904|XP_037924157.1|HILL	LOC117898898|XP_034664471.1|DSUB
OG0009033	LOC119661646|XP_037927006.1|HILL	LOC117900017|XP_034666094.1|DSUB
OG0009034	LOC119646566|XP_037902973.1|HILL	LOC117901496|XP_034668156.1|DSUB
OG0009035	LOC119657324|XP_037920114.1|HILL	LOC117902181|XP_034669244.1|DSUB
OG0009036	LOC119655987|XP_037918153.1|HILL	LOC117890569|XP_034651392.1|DSUB
OG0009038	LOC119655732|XP_037917710.1|HILL	LOC117898661|XP_034664128.1|DSUB
OG0009039	LOC119655663|XP_037917576.1|HILL	LOC117895985|XP_034659859.1|DSUB
OG0009040	LOC119654930|XP_037916510.1|HILL	LOC117892627|XP_034654870.1|DSUB
OG0009041	LOC119651284|XP_037910724.1|HILL	LOC117898794|XP_034664323.1|DSUB
OG0009042	LOC119646873|XP_037903428.1|HILL	LOC117902072|XP_034669052.1|DSUB
OG0009043	LOC119651477|XP_037911015.1|HILL	LOC117901772|XP_034668562.1|DSUB
OG0009044	LOC119650392|XP_037909082.1|HILL	LOC117902717|XP_034670173.1|DSUB
OG0009045	LOC119660989|XP_037926003.1|HILL	LOC117896240|XP_034660278.1|DSUB
OG0009046	LOC119660798|XP_037925553.1|HILL	LOC117893453|XP_034655962.1|DSUB
OG0009047	LOC119661288|XP_037926493.1|HILL	LOC117891332|XP_034652642.1|DSUB
OG0009048	LOC119660987|XP_037926000.1|HILL	LOC117900164|XP_034666297.1|DSUB
OG0009049	LOC119660273|XP_037924663.1|HILL	LOC117898526|XP_034663886.1|DSUB
OG0009051	LOC119655338|XP_037917111.1|HILL	LOC117891246|XP_034652483.1|DSUB
OG0009052	LOC119659999|XP_037924303.1|HILL	LOC117899719|XP_034665829.1|DSUB
OG0009053	LOC119658839|XP_037922511.1|HILL	LOC117898823|XP_034664378.1|DSUB
OG0009054	LOC119659894|XP_037924145.1|HILL	LOC117898409|XP_034663669.1|DSUB
OG0009055	LOC119650591|XP_037909366.1|HILL	LOC117902173|XP_034669205.1|DSUB
OG0009056	LOC119649149|XP_037907088.1|HILL	LOC117902607|XP_034670009.1|DSUB
OG0009057	LOC119649402|XP_037907454.1|HILL	LOC117894722|XP_034657800.1|DSUB
OG0009058	LOC119661046|XP_037926167.1|HILL	LOC117902951|XP_034670464.1|DSUB
OG0009059	LOC119647850|XP_037905045.1|HILL	LOC117895453|XP_034659016.1|DSUB
OG0009060	LOC119659403|XP_037923402.1|HILL	LOC117899247|XP_034665018.1|DSUB
OG0009061	LOC119653579|XP_037914250.1|HILL	LOC117892303|XP_034654340.1|DSUB
OG0009063	LOC119654264|XP_037915459.1|HILL	LOC117900491|XP_034666770.1|DSUB
OG0009064	LOC119660902|XP_037925770.1|HILL	LOC117890718|XP_034651650.1|DSUB
OG0009065	LOC119660780|XP_037925485.1|HILL	LOC117897106|XP_034661642.1|DSUB
OG0009066	LOC119649678|XP_037907866.1|HILL	LOC117894108|XP_034656876.1|DSUB
OG0009067	LOC119649379|XP_037907425.1|HILL	LOC117895438|XP_034658983.1|DSUB
OG0009068	LOC119652585|XP_037912734.1|HILL	LOC117891975|XP_034653739.1|DSUB
OG0009069	LOC119661700|XP_037927075.1|HILL	LOC117902733|XP_034670198.1|DSUB
OG0009070	LOC119655091|XP_037916721.1|HILL	LOC117890168|XP_034650757.1|DSUB
OG0009073	LOC119660335|XP_037924746.1|HILL, LOC119660059|XP_037924365.1|HILL	LOC117896725|XP_034661080.1|DSUB
OG0009081	LOC119659724|XP_037923909.1|HILL, LOC119659431|XP_037923442.1|HILL	LOC117896552|XP_034660829.1|DSUB
OG0009084	LOC119659963|XP_037924245.1|HILL	LOC117899578|XP_034665582.1|DSUB
OG0009085	LOC119655090|XP_037916717.1|HILL	LOC117897880|XP_034662846.1|DSUB
OG0009086	LOC119652989|XP_037913341.1|HILL	LOC117896445|XP_034660665.1|DSUB
OG0009089	LOC119650739|XP_037909736.1|HILL	LOC117899140|XP_034664884.1|DSUB
OG0009091	LOC119647298|XP_037904129.1|HILL	LOC117898290|XP_034663437.1|DSUB
OG0009097	LOC119647035|XP_037903708.1|HILL	LOC117896625|XP_034660953.1|DSUB
OG0009099	LOC119656109|XP_037918353.1|HILL, LOC119651441|XP_037910972.1|HILL	LOC117898883|XP_034664457.1|DSUB
OG0009100	LOC119646197|XP_037902508.1|HILL	LOC117900439|XP_034666700.1|DSUB
OG0009102	LOC119658843|XP_037922521.1|HILL	LOC117902661|XP_034670080.1|DSUB
OG0009103	LOC119646877|XP_037903431.1|HILL	LOC117900189|XP_034666329.1|DSUB
OG0009107	LOC119646699|XP_037903193.1|HILL	LOC117901128|XP_034667657.1|DSUB
OG0009108	LOC119652517|XP_037912641.1|HILL	LOC117896373|XP_034660540.1|DSUB
OG0009109	LOC119646638|XP_037903079.1|HILL	LOC117901417|XP_034668044.1|DSUB
OG0009111	LOC119649671|XP_037907859.1|HILL, LOC119647487|XP_037904373.1|HILL	LOC117894965|XP_034658190.1|DSUB
OG0009112	LOC119659792|XP_037923994.1|HILL	LOC117900957|XP_034667421.1|DSUB
OG0009113	LOC119646938|XP_037903556.1|HILL	LOC117900252|XP_034666442.1|DSUB
OG0009114	LOC119661592|XP_037926923.1|HILL	LOC117902562|XP_034669894.1|DSUB
OG0009119	LOC119652596|XP_037912751.1|HILL	LOC117900067|XP_034666162.1|DSUB
OG0009123	LOC119647210|XP_037903962.1|HILL	LOC117889832|XP_034650204.1|DSUB
OG0009127	LOC119661633|XP_037926983.1|HILL	LOC117892209|XP_034654201.1|DSUB
OG0009128	LOC119646833|XP_037903377.1|HILL	LOC117890376|XP_034651064.1|DSUB
OG0009129	LOC119646966|XP_037903595.1|HILL	LOC117890561|XP_034651385.1|DSUB
OG0009130	LOC119658313|XP_037921564.1|HILL	LOC117890619|XP_034651450.1|DSUB
OG0009132	LOC119658875|XP_037922575.1|HILL	LOC117891958|XP_034653721.1|DSUB
OG0009136	LOC119646328|XP_037902681.1|HILL	LOC117891870|XP_034653527.1|DSUB
OG0009137	LOC119646332|XP_037902685.1|HILL	LOC117891316|XP_034652620.1|DSUB
OG0009141	LOC119648808|XP_037906586.1|HILL, LOC119651524|XP_037911084.1|HILL	LOC117892328|XP_034654372.1|DSUB
OG0009145	LOC119655071|XP_037916695.1|HILL	LOC117891604|XP_034653028.1|DSUB
OG0009146	LOC119654636|XP_037916038.1|HILL	LOC117891521|XP_034652909.1|DSUB
OG0009152	LOC119654360|XP_037915633.1|HILL	LOC117891380|XP_034652710.1|DSUB
OG0009153	LOC119654130|XP_037915224.1|HILL	LOC117889843|XP_034650227.1|DSUB
OG0009155	LOC119654510|XP_037915876.1|HILL	LOC117892297|XP_034654330.1|DSUB
OG0009156	LOC119657582|XP_037920489.1|HILL	LOC117901871|XP_034668719.1|DSUB
OG0009161	LOC119648085|XP_037905502.1|HILL	LOC117891685|XP_034653158.1|DSUB
OG0009162	LOC119660934|XP_037925853.1|HILL	LOC117894003|XP_034656717.1|DSUB
OG0009163	LOC119650172|XP_037908653.1|HILL	LOC117895053|XP_034658321.1|DSUB
OG0009164	LOC119653226|XP_037913736.1|HILL	LOC117895468|XP_034659033.1|DSUB
OG0009165	LOC119650130|XP_037908589.1|HILL	LOC117894583|XP_034657618.1|DSUB
OG0009166	LOC119646949|XP_037903571.1|HILL	LOC117894999|XP_034658237.1|DSUB
OG0009167	LOC119650422|XP_037909161.1|HILL	LOC117893375|XP_034655860.1|DSUB
OG0009168	LOC119649758|XP_037907980.1|HILL, LOC119648285|XP_037905869.1|HILL	LOC117893377|XP_034655862.1|DSUB
OG0009169	LOC119648074|XP_037905485.1|HILL	LOC117895202|XP_034658578.1|DSUB
OG0009171	LOC119650146|XP_037908609.1|HILL, LOC119648740|XP_037906485.1|HILL	LOC117893947|XP_034656628.1|DSUB
OG0009174	LOC119650057|XP_037908475.1|HILL	LOC117900329|XP_034666559.1|DSUB
OG0009176	LOC119648235|XP_037905786.1|HILL	LOC117894874|XP_034658033.1|DSUB
OG0009178	LOC119648662|XP_037906372.1|HILL	LOC117893781|XP_034656412.1|DSUB
OG0009182	LOC119650460|XP_037909247.1|HILL	LOC117893206|XP_034655622.1|DSUB
OG0009184	LOC119649658|XP_037907842.1|HILL	LOC117893219|XP_034655644.1|DSUB
OG0009185	LOC119648972|XP_037906822.1|HILL	LOC117894231|XP_034657040.1|DSUB
OG0009186	LOC119648839|XP_037906643.1|HILL	LOC117894652|XP_034657717.1|DSUB
OG0009188	LOC119649655|XP_037907838.1|HILL	LOC117891849|XP_034653491.1|DSUB
OG0009190	LOC119648317|XP_037905926.1|HILL, LOC119649339|XP_037907374.1|HILL	LOC117895345|XP_034658817.1|DSUB
OG0009221	LOC119651187|XP_037910552.1|HILL	LOC117901184|XP_034667728.1|DSUB
OG0009222	LOC119657106|XP_037919793.1|HILL	LOC117893406|XP_034655900.1|DSUB
OG0009226	LOC119652214|XP_037912084.1|HILL	LOC117890300|XP_034650965.1|DSUB
OG0009229	LOC119661578|XP_037926905.1|HILL	LOC117899280|XP_034665076.1|DSUB
OG0009230	LOC119646221|XP_037902535.1|HILL	LOC117901414|XP_034668040.1|DSUB
OG0009231	LOC119657095|XP_037919778.1|HILL, LOC119648814|XP_037906595.1|HILL	LOC117903262|XP_034671056.1|DSUB
OG0009232	LOC119653760|XP_037914669.1|HILL	LOC117889830|XP_034650206.1|DSUB
OG0009235	ND5|YP_009390191.1|HILL	ND5|YP_009725125.1|DSUB
OG0009236	LOC119652501|XP_037912619.1|HILL	LOC117896450|XP_034660671.1|DSUB
OG0009237	LOC119650585|XP_037909346.1|HILL	LOC117902394|XP_034669610.1|DSUB
OG0009238	LOC119648211|XP_037905746.1|HILL	LOC117894842|XP_034657983.1|DSUB
OG0009239	LOC119652590|XP_037912742.1|HILL	LOC117894790|XP_034657911.1|DSUB
OG0009241	LOC119657391|XP_037920205.1|HILL	LOC117900673|XP_034667009.1|DSUB
OG0009243	LOC119646171|XP_037902477.1|HILL	LOC117890492|XP_034651273.1|DSUB
OG0009247	LOC119650160|XP_037908635.1|HILL	LOC117896568|XP_034660860.1|DSUB
OG0009248	LOC119657323|XP_037920113.1|HILL	LOC117903762|XP_034672062.1|DSUB
OG0009249	LOC119647048|XP_037903732.1|HILL	LOC117901289|XP_034667874.1|DSUB
OG0009251	LOC119656279|XP_037918634.1|HILL	LOC117897620|XP_034662480.1|DSUB
OG0009252	LOC119656220|XP_037918547.1|HILL	LOC117903348|XP_034671189.1|DSUB
OG0009253	LOC119659779|XP_037923972.1|HILL	LOC117899965|XP_034666016.1|DSUB
OG0009254	LOC119660826|XP_037925612.1|HILL	LOC117892304|XP_034654345.1|DSUB
OG0009255	LOC119657339|XP_037920140.1|HILL	LOC117903054|XP_034670688.1|DSUB
OG0009256	LOC119657139|XP_037919839.1|HILL	LOC117898291|XP_034663441.1|DSUB
OG0009257	LOC119657464|XP_037920309.1|HILL	LOC117903312|XP_034671137.1|DSUB
OG0009258	LOC119658080|XP_037921269.1|HILL	LOC117900389|XP_034666637.1|DSUB
OG0009259	LOC119657590|XP_037920497.1|HILL, LOC119657493|XP_037920346.1|HILL	LOC117889606|XP_034649916.1|DSUB
OG0009260	LOC119654355|XP_037915629.1|HILL	LOC117890607|XP_034651441.1|DSUB
OG0009261	LOC119654381|XP_037915671.1|HILL	LOC117903694|XP_034671924.1|DSUB
OG0009262	LOC119657994|XP_037921140.1|HILL	LOC117903598|XP_034671730.1|DSUB
OG0009263	LOC119657986|XP_037921131.1|HILL	LOC117890799|XP_034651800.1|DSUB
OG0009264	LOC119658403|XP_037921720.1|HILL	LOC117898685|XP_034664183.1|DSUB
OG0009265	LOC119657734|XP_037920705.1|HILL	LOC117898706|XP_034664217.1|DSUB
OG0009266	LOC119647229|XP_037903993.1|HILL	LOC117900662|XP_034666988.1|DSUB
OG0009267	LOC119652634|XP_037912810.1|HILL	LOC117901713|XP_034668478.1|DSUB
OG0009269	LOC119660413|XP_037924880.1|HILL	LOC117898363|XP_034663591.1|DSUB
OG0009271	LOC119653582|XP_037914258.1|HILL	LOC117903389|XP_034671263.1|DSUB
OG0009272	LOC119650382|XP_037909049.1|HILL	LOC117894655|XP_034657722.1|DSUB
OG0009275	LOC119661643|XP_037927002.1|HILL	LOC117903368|XP_034671230.1|DSUB
OG0009277	LOC119655357|XP_037917138.1|HILL	LOC117900354|XP_034666596.1|DSUB
OG0009278	LOC119655403|XP_037917213.1|HILL	LOC117896541|XP_034660819.1|DSUB
OG0009279	LOC119655534|XP_037917376.1|HILL	LOC117900295|XP_034666498.1|DSUB
OG0009280	LOC119655342|XP_037917116.1|HILL	LOC117903705|XP_034671940.1|DSUB
OG0009281	LOC119654861|XP_037916374.1|HILL	LOC117898135|XP_034663223.1|DSUB
OG0009282	LOC119647027|XP_037903697.1|HILL	LOC117902009|XP_034668948.1|DSUB
OG0009284	LOC119649075|XP_037907001.1|HILL	LOC117893226|XP_034655654.1|DSUB
OG0009285	LOC119660899|XP_037925764.1|HILL, LOC119660926|XP_037925834.1|HILL	LOC117902940|XP_034670438.1|DSUB
OG0009286	LOC119649004|XP_037906875.1|HILL	LOC117895270|XP_034658686.1|DSUB
OG0009289	LOC119660933|XP_037925851.1|HILL	LOC117902963|XP_034670505.1|DSUB
OG0009290	LOC119659226|XP_037923132.1|HILL	LOC117890795|XP_034651762.1|DSUB
OG0009291	LOC119660709|XP_037925272.1|HILL	LOC117902965|XP_034670508.1|DSUB
OG0009293	LOC119654601|XP_037915999.1|HILL	LOC117896351|XP_034660515.1|DSUB
OG0009294	LOC119656981|XP_037919641.1|HILL	LOC117890844|XP_034651819.1|DSUB
OG0009295	LOC119660782|XP_037925490.1|HILL	LOC117903168|XP_034670904.1|DSUB
OG0009297	LOC119659439|XP_037923450.1|HILL	LOC117898172|XP_034663272.1|DSUB
OG0009303	LOC119659596|XP_037923686.1|HILL	LOC117899089|XP_034664757.1|DSUB
OG0009304	LOC119660058|XP_037924364.1|HILL	LOC117896724|XP_034661079.1|DSUB
OG0009305	LOC119659893|XP_037924144.1|HILL	LOC117896099|XP_034660041.1|DSUB
OG0009306	LOC119654953|XP_037916537.1|HILL	LOC117898572|XP_034663956.1|DSUB
OG0009307	LOC119659900|XP_037924152.1|HILL	LOC117899776|XP_034665940.1|DSUB
OG0009309	LOC119658917|XP_037922660.1|HILL	LOC117895996|XP_034659874.1|DSUB
OG0009310	LOC119658781|XP_037922408.1|HILL	LOC117897779|XP_034662718.1|DSUB
