Orthogroup	HILL.longest_only	DGUA.longest_only
OG0008274	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL	LOC117591484|XP_034140661.1|DGUA
OG0008275	LOC119654348|XP_037915618.1|HILL	LOC117591160|XP_034140172.1|DGUA
OG0008276	LOC119656605|XP_037918967.1|HILL	LOC117581300|XP_034124230.1|DGUA
OG0008277	LOC119657813|XP_037920851.1|HILL	LOC117581288|XP_034124209.1|DGUA
OG0008278	LOC119657315|XP_037920101.1|HILL	LOC117584526|XP_034129366.1|DGUA
OG0008279	LOC119657968|XP_037921105.1|HILL	LOC117590223|XP_034138581.1|DGUA
OG0008280	LOC119656800|XP_037919338.1|HILL	LOC117590224|XP_034138585.1|DGUA
OG0008281	LOC119656789|XP_037919317.1|HILL	LOC117590331|XP_034138717.1|DGUA
OG0008282	LOC119653480|XP_037914039.1|HILL	LOC117581464|XP_034124573.1|DGUA
OG0008283	LOC119661755|XP_037927152.1|HILL	LOC117590938|XP_034139870.1|DGUA
OG0008284	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL	LOC117590596|XP_034139247.1|DGUA
OG0008285	LOC119657392|XP_037920206.1|HILL	LOC117581256|XP_034124153.1|DGUA
OG0008286	LOC119656966|XP_037919613.1|HILL	LOC117581094|XP_034123873.1|DGUA
OG0008287	LOC119657837|XP_037920886.1|HILL	LOC117588488|XP_034135680.1|DGUA
OG0008288	LOC119651970|XP_037911791.1|HILL	LOC117589660|XP_034137687.1|DGUA
OG0008290	LOC119656975|XP_037919637.1|HILL	LOC117588339|XP_034135440.1|DGUA
OG0008291	LOC119658297|XP_037921523.1|HILL	LOC117590759|XP_034139589.1|DGUA
OG0008292	LOC119656854|XP_037919434.1|HILL	LOC117591483|XP_034140660.1|DGUA
OG0008293	LOC119657480|XP_037920328.1|HILL	LOC117582761|XP_034126615.1|DGUA
OG0008294	LOC119650805|XP_037909872.1|HILL	LOC117585742|XP_034131281.1|DGUA
OG0008295	LOC119657054|XP_037919735.1|HILL	LOC117590238|XP_034138601.1|DGUA
OG0008296	LOC119660813|XP_037925582.1|HILL	LOC117588463|XP_034135643.1|DGUA
OG0008297	LOC119658223|XP_037921417.1|HILL	LOC117588449|XP_034135625.1|DGUA
OG0008298	LOC119657521|XP_037920391.1|HILL	LOC117581603|XP_034124854.1|DGUA
OG0008299	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL	LOC117583716|XP_034128112.1|DGUA
OG0008300	LOC119656799|XP_037919334.1|HILL	LOC117590391|XP_034138868.1|DGUA
OG0008301	LOC119651318|XP_037910777.1|HILL	LOC117589506|XP_034137379.1|DGUA
OG0008302	LOC119657146|XP_037919851.1|HILL	LOC117581056|XP_034123786.1|DGUA
OG0008303	LOC119656860|XP_037919441.1|HILL	LOC117580763|XP_034123348.1|DGUA
OG0008304	LOC119658002|XP_037921150.1|HILL	LOC117590511|XP_034139090.1|DGUA
OG0008305	LOC119650674|XP_037909554.1|HILL	LOC117588658|XP_034135989.1|DGUA
OG0008306	LOC119656911|XP_037919530.1|HILL	LOC117588370|XP_034135476.1|DGUA
OG0008308	LOC119653009|XP_037913369.1|HILL	LOC117585668|XP_034131156.1|DGUA
OG0008309	LOC119651537|XP_037911097.1|HILL	LOC117588203|XP_034135228.1|DGUA
OG0008310	LOC119649911|XP_037908238.1|HILL	LOC117579780|XP_034121730.1|DGUA
OG0008311	LOC119652273|XP_037912190.1|HILL	LOC117590270|XP_034138646.1|DGUA
OG0008312	LOC119658482|XP_037921855.1|HILL	LOC117582850|XP_034126809.1|DGUA
OG0008313	LOC119657974|XP_037921114.1|HILL	LOC117588556|XP_034135832.1|DGUA
OG0008314	LOC119661048|XP_037926184.1|HILL	LOC117578758|XP_034120339.1|DGUA
OG0008315	LOC119650949|XP_037910111.1|HILL	LOC117580162|XP_034122373.1|DGUA
OG0008317	LOC119652588|XP_037912737.1|HILL	LOC117589920|XP_034138091.1|DGUA
OG0008318	LOC119646714|XP_037903220.1|HILL	LOC117588787|XP_034136182.1|DGUA
OG0008319	LOC119653269|XP_037913819.1|HILL	LOC117587023|XP_034133335.1|DGUA
OG0008320	LOC119657029|XP_037919709.1|HILL	LOC117588272|XP_034135317.1|DGUA
OG0008321	LOC119652444|XP_037912514.1|HILL	LOC117589735|XP_034137802.1|DGUA
OG0008323	LOC119651186|XP_037910551.1|HILL	LOC117585434|XP_034130800.1|DGUA
OG0008324	LOC119652576|XP_037912718.1|HILL	LOC117581334|XP_034124344.1|DGUA
OG0008325	LOC119656527|XP_037918801.1|HILL	LOC117581370|XP_034124395.1|DGUA
OG0008326	LOC119650573|XP_037909317.1|HILL	LOC117585043|XP_034130189.1|DGUA
OG0008327	LOC119651627|XP_037911220.1|HILL	LOC117592446|XP_034142100.1|DGUA
OG0008328	LOC119657563|XP_037920450.1|HILL	LOC117580812|XP_034123418.1|DGUA
OG0008329	LOC119647997|XP_037905311.1|HILL	LOC117590504|XP_034139057.1|DGUA
OG0008332	LOC119647937|XP_037905210.1|HILL	LOC117589429|XP_034137256.1|DGUA
OG0008333	LOC119649258|XP_037907272.1|HILL	LOC117589368|XP_034137168.1|DGUA
OG0008334	LOC119649189|XP_037907143.1|HILL	LOC117589355|XP_034137132.1|DGUA
OG0008335	LOC119648296|XP_037905883.1|HILL	LOC117579435|XP_034121213.1|DGUA
OG0008337	LOC119647142|XP_037903863.1|HILL	LOC117578806|XP_034120428.1|DGUA
OG0008339	LOC119652566|XP_037912707.1|HILL	LOC117590406|XP_034138894.1|DGUA
OG0008341	LOC119648181|XP_037905695.1|HILL	LOC117579505|XP_034121300.1|DGUA
OG0008343	LOC119657424|XP_037920254.1|HILL	LOC117583565|XP_034127824.1|DGUA
OG0008344	LOC119647984|XP_037905295.1|HILL	LOC117587295|XP_034133775.1|DGUA
OG0008346	LOC119653453|XP_037913994.1|HILL	LOC117590805|XP_034139662.1|DGUA
OG0008349	LOC119660324|XP_037924730.1|HILL	LOC117579998|XP_034122086.1|DGUA
OG0008350	LOC119652808|XP_037913059.1|HILL	LOC117588471|XP_034135654.1|DGUA
OG0008351	LOC119649434|XP_037907512.1|HILL	LOC117587120|XP_034133507.1|DGUA
OG0008352	LOC119649676|XP_037907863.1|HILL	LOC117589136|XP_034136712.1|DGUA
OG0008354	LOC119654286|XP_037915502.1|HILL	LOC117588478|XP_034135666.1|DGUA
OG0008356	LOC119648098|XP_037905526.1|HILL	LOC117586897|XP_034133132.1|DGUA
OG0008357	LOC119654494|XP_037915845.1|HILL	LOC117586112|XP_034131864.1|DGUA
OG0008358	LOC119653411|XP_037913906.1|HILL	LOC117587557|XP_034134257.1|DGUA
OG0008359	LOC119659306|XP_037923251.1|HILL	LOC117592423|XP_034142062.1|DGUA
OG0008360	LOC119660896|XP_037925761.1|HILL	LOC117592122|XP_034141557.1|DGUA
OG0008361	LOC119646622|XP_037903058.1|HILL	LOC117587568|XP_034134283.1|DGUA
OG0008362	LOC119655470|XP_037917300.1|HILL	LOC117581375|XP_034124401.1|DGUA
OG0008363	LOC119655874|XP_037917932.1|HILL	LOC117587091|XP_034133458.1|DGUA
OG0008364	LOC119648142|XP_037905617.1|HILL	LOC117584711|XP_034129646.1|DGUA
OG0008365	LOC119653677|XP_037914449.1|HILL	LOC117588303|XP_034135385.1|DGUA
OG0008366	LOC119659464|XP_037923479.1|HILL	LOC117585465|XP_034130847.1|DGUA
OG0008368	LOC119652448|XP_037912522.1|HILL	LOC117584284|XP_034128994.1|DGUA
OG0008369	LOC119658808|XP_037922458.1|HILL	LOC117588379|XP_034135492.1|DGUA
OG0008370	LOC119650773|XP_037909806.1|HILL	LOC117585517|XP_034130912.1|DGUA
OG0008371	LOC119651021|XP_037910252.1|HILL	LOC117585862|XP_034131506.1|DGUA
OG0008372	LOC119657132|XP_037919835.1|HILL	LOC117584524|XP_034129363.1|DGUA
OG0008373	LOC119652225|XP_037912106.1|HILL	LOC117584504|XP_034129327.1|DGUA
OG0008374	LOC119653093|XP_037913524.1|HILL	LOC117587591|XP_034134325.1|DGUA
OG0008375	LOC119657648|XP_037920583.1|HILL	LOC117584871|XP_034129913.1|DGUA
OG0008376	LOC119646421|XP_037902827.1|HILL	LOC117584686|XP_034129606.1|DGUA
OG0008377	LOC119651862|XP_037911600.1|HILL	LOC117581912|XP_034125271.1|DGUA
OG0008378	LOC119661748|XP_037927145.1|HILL	LOC117582210|XP_034125709.1|DGUA
OG0008379	LOC119653166|XP_037913637.1|HILL	LOC117588158|XP_034135156.1|DGUA
OG0008380	LOC119651008|XP_037910224.1|HILL	LOC117584396|XP_034129144.1|DGUA
OG0008381	LOC119646161|XP_037902462.1|HILL	LOC117581886|XP_034125243.1|DGUA
OG0008383	LOC119646932|XP_037903547.1|HILL	LOC117584088|XP_034128727.1|DGUA
OG0008384	LOC119646705|XP_037903210.1|HILL	LOC117584365|XP_034129095.1|DGUA
OG0008385	LOC119651251|XP_037910667.1|HILL	LOC117582414|XP_034125996.1|DGUA
OG0008386	LOC119658070|XP_037921257.1|HILL	LOC117590983|XP_034139949.1|DGUA
OG0008388	LOC119647327|XP_037904193.1|HILL	LOC117588123|XP_034135091.1|DGUA
OG0008389	LOC119646633|XP_037903073.1|HILL	LOC117584543|XP_034129387.1|DGUA
OG0008390	LOC119659095|XP_037922944.1|HILL	LOC117584149|XP_034128800.1|DGUA
OG0008391	LOC119652222|XP_037912098.1|HILL	LOC117582363|XP_034125912.1|DGUA
OG0008392	LOC119653422|XP_037913927.1|HILL	LOC117587494|XP_034134157.1|DGUA
OG0008394	LOC119647559|XP_037904480.1|HILL	LOC117579223|XP_034120886.1|DGUA
OG0008395	LOC119658707|XP_037922245.1|HILL	LOC117580941|XP_034123615.1|DGUA
OG0008396	LOC119659220|XP_037923123.1|HILL	LOC117581376|XP_034124402.1|DGUA
OG0008397	LOC119653462|XP_037914001.1|HILL	LOC117581074|XP_034123847.1|DGUA
OG0008398	LOC119653763|XP_037914672.1|HILL	LOC117580787|XP_034123374.1|DGUA
OG0008399	LOC119654489|XP_037915840.1|HILL	LOC117590764|XP_034139601.1|DGUA
OG0008400	LOC119659902|XP_037924155.1|HILL	LOC117589166|XP_034136764.1|DGUA
OG0008401	LOC119646477|XP_037902859.1|HILL	LOC117584821|XP_034129836.1|DGUA
OG0008402	LOC119658664|XP_037922146.1|HILL	LOC117582780|XP_034126644.1|DGUA
OG0008403	LOC119655441|XP_037917263.1|HILL	LOC117588609|XP_034135910.1|DGUA
OG0008404	LOC119659299|XP_037923240.1|HILL	LOC117586658|XP_034132792.1|DGUA
OG0008405	LOC119654757|XP_037916226.1|HILL	LOC117591003|XP_034139976.1|DGUA
OG0008406	LOC119651075|XP_037910344.1|HILL	LOC117588427|XP_034135598.1|DGUA
OG0008407	LOC119659976|XP_037924270.1|HILL	LOC117590184|XP_034138484.1|DGUA
OG0008409	LOC119660967|XP_037925951.1|HILL	LOC117588889|XP_034136320.1|DGUA
OG0008410	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL	LOC117586744|XP_034132937.1|DGUA
OG0008411	LOC119659741|XP_037923931.1|HILL	LOC117585350|XP_034130685.1|DGUA
OG0008412	LOC119649391|XP_037907444.1|HILL	LOC117591049|XP_034140035.1|DGUA
OG0008413	LOC119647423|XP_037904248.1|HILL	LOC117580449|XP_034122900.1|DGUA
OG0008414	LOC119654340|XP_037915608.1|HILL	LOC117588687|XP_034136027.1|DGUA
OG0008415	LOC119658392|XP_037921707.1|HILL	LOC117580952|XP_034123629.1|DGUA
OG0008417	LOC119654935|XP_037916515.1|HILL	LOC117581595|XP_034124842.1|DGUA
OG0008418	LOC119654193|XP_037915316.1|HILL	LOC117590717|XP_034139510.1|DGUA
OG0008419	LOC119655546|XP_037917389.1|HILL	LOC117581534|XP_034124737.1|DGUA
OG0008420	LOC119655458|XP_037917287.1|HILL	LOC117588536|XP_034135786.1|DGUA
OG0008421	LOC119654170|XP_037915270.1|HILL	LOC117590231|XP_034138591.1|DGUA
OG0008422	LOC119654194|XP_037915318.1|HILL	LOC117590491|XP_034139043.1|DGUA
OG0008423	LOC119654987|XP_037916579.1|HILL	LOC117591910|XP_034141197.1|DGUA
OG0008424	LOC119659658|XP_037923796.1|HILL	LOC117581550|XP_034124759.1|DGUA
OG0008425	LOC119659896|XP_037924148.1|HILL	LOC117586336|XP_034132222.1|DGUA
OG0008426	LOC119654067|XP_037915158.1|HILL	LOC117592258|XP_034141794.1|DGUA
OG0008427	LOC119654509|XP_037915874.1|HILL	LOC117581220|XP_034124089.1|DGUA
OG0008428	LOC119656163|XP_037918434.1|HILL	LOC117581279|XP_034124192.1|DGUA
OG0008429	LOC119658929|XP_037922685.1|HILL	LOC117586332|XP_034132216.1|DGUA
OG0008430	LOC119653906|XP_037914971.1|HILL	LOC117581625|XP_034124884.1|DGUA
OG0008431	LOC119656132|XP_037918392.1|HILL	LOC117591302|XP_034140398.1|DGUA
OG0008432	LOC119654296|XP_037915529.1|HILL	LOC117583588|XP_034127867.1|DGUA
OG0008433	LOC119649810|XP_037908068.1|HILL	LOC117579756|XP_034121672.1|DGUA
OG0008434	LOC119655234|XP_037916943.1|HILL	LOC117582939|XP_034126934.1|DGUA
OG0008435	LOC119655831|XP_037917867.1|HILL	LOC117584431|XP_034129219.1|DGUA
OG0008436	LOC119656057|XP_037918258.1|HILL	LOC117578590|XP_034120064.1|DGUA
OG0008438	LOC119660408|XP_037924872.1|HILL	LOC117586515|XP_034132538.1|DGUA
OG0008440	LOC119655943|XP_037918060.1|HILL	LOC117584983|XP_034130082.1|DGUA
OG0008442	LOC119653907|XP_037914972.1|HILL	LOC117592038|XP_034141398.1|DGUA
OG0008443	LOC119649330|XP_037907363.1|HILL	LOC117591268|XP_034140354.1|DGUA
OG0008444	LOC119647406|XP_037904210.1|HILL	LOC117579237|XP_034120910.1|DGUA
OG0008445	LOC119651387|XP_037910893.1|HILL	LOC117590485|XP_034139033.1|DGUA
OG0008446	LOC119649052|XP_037906963.1|HILL	LOC117590389|XP_034138864.1|DGUA
OG0008447	LOC119656499|XP_037918765.1|HILL	LOC117581458|XP_034124561.1|DGUA
OG0008448	LOC119656739|XP_037919214.1|HILL	LOC117581484|XP_034124617.1|DGUA
OG0008449	LOC119658307|XP_037921542.1|HILL, LOC119656997|XP_037919663.1|HILL	LOC117581622|XP_034124876.1|DGUA
OG0008450	LOC119656990|XP_037919653.1|HILL	LOC117588740|XP_034136108.1|DGUA
OG0008451	LOC119658424|XP_037922133.1|HILL	LOC117586047|XP_034131782.1|DGUA
OG0008452	LOC119657292|XP_037920066.1|HILL	LOC117582283|XP_034125808.1|DGUA
OG0008453	LOC119661580|XP_037926907.1|HILL	LOC117585947|XP_034131617.1|DGUA
OG0008454	LOC119654526|XP_037915894.1|HILL, LOC119648624|XP_037906322.1|HILL	LOC117581111|XP_034123906.1|DGUA
OG0008455	LOC119647675|XP_037904680.1|HILL	LOC117579393|XP_034121157.1|DGUA
OG0008456	LOC119660776|XP_037925480.1|HILL	LOC117590164|XP_034138448.1|DGUA
OG0008457	LOC119658986|XP_037922796.1|HILL	LOC117586627|XP_034132737.1|DGUA
OG0008458	LOC119654864|XP_037916381.1|HILL	LOC117592679|XP_034142529.1|DGUA
OG0008459	LOC119655755|XP_037917740.1|HILL	LOC117580675|XP_034123180.1|DGUA
OG0008460	LOC119650750|XP_037909768.1|HILL	LOC117584251|XP_034128944.1|DGUA
OG0008461	LOC119652350|XP_037912380.1|HILL	LOC117581772|XP_034125077.1|DGUA
OG0008462	LOC119660516|XP_037925064.1|HILL	LOC117582163|XP_034125653.1|DGUA
OG0008463	LOC119661749|XP_037927147.1|HILL	LOC117584817|XP_034129829.1|DGUA
OG0008464	LOC119647129|XP_037903846.1|HILL	LOC117592205|XP_034141708.1|DGUA
OG0008465	LOC119654772|XP_037916240.1|HILL	LOC117590680|XP_034139463.1|DGUA
OG0008466	LOC119659445|XP_037923461.1|HILL	LOC117580674|XP_034123183.1|DGUA
OG0008468	LOC119647453|XP_037904310.1|HILL	LOC117581822|XP_034125156.1|DGUA
OG0008469	LOC119656193|XP_037918479.1|HILL	LOC117582920|XP_034126912.1|DGUA
OG0008470	LOC119647064|XP_037903750.1|HILL	LOC117578884|XP_034120570.1|DGUA
OG0008472	LOC119652164|XP_037912037.1|HILL	LOC117592540|XP_034142302.1|DGUA
OG0008473	LOC119650546|XP_037909293.1|HILL	LOC117591030|XP_034140016.1|DGUA
OG0008474	LOC119658721|XP_037922298.1|HILL, LOC119660489|XP_037925005.1|HILL	LOC117586722|XP_034132906.1|DGUA
OG0008476	LOC119659389|XP_037923378.1|HILL, LOC119659427|XP_037923435.1|HILL, LOC119660379|XP_037924826.1|HILL	LOC117586669|XP_034132808.1|DGUA
OG0008477	LOC119651482|XP_037911021.1|HILL	LOC117584877|XP_034129919.1|DGUA
OG0008478	LOC119650952|XP_037910116.1|HILL	LOC117585066|XP_034130219.1|DGUA
OG0008479	LOC119651481|XP_037911020.1|HILL	LOC117586829|XP_034133041.1|DGUA
OG0008480	LOC119649602|XP_037907744.1|HILL	LOC117591246|XP_034140316.1|DGUA
OG0008481	LOC119649501|XP_037907597.1|HILL	LOC117582716|XP_034126534.1|DGUA, LOC117581616|XP_034124869.1|DGUA
OG0008482	LOC119660779|XP_037925482.1|HILL	LOC117589444|XP_034137277.1|DGUA
OG0008483	LOC119661260|XP_037926441.1|HILL, LOC119651077|XP_037910346.1|HILL	LOC117581754|XP_034125046.1|DGUA
OG0008484	LOC119661176|XP_037926321.1|HILL, LOC119659816|XP_037924027.1|HILL, LOC119658920|XP_037922672.1|HILL, LOC119659242|XP_037923150.1|HILL	LOC117585820|XP_034131440.1|DGUA
OG0008485	LOC119653213|XP_037913710.1|HILL	LOC117588095|XP_034135057.1|DGUA
OG0008486	LOC119660883|XP_037925726.1|HILL	LOC117590600|XP_034139258.1|DGUA
OG0008487	LOC119653734|XP_037914584.1|HILL	LOC117588342|XP_034135443.1|DGUA
OG0008488	LOC119649935|XP_037908282.1|HILL, LOC119649152|XP_037907091.1|HILL, LOC119649397|XP_037907450.1|HILL, LOC119649987|XP_037908368.1|HILL, LOC119659892|XP_037924143.1|HILL	LOC117585109|XP_034130280.1|DGUA
OG0008496	LOC119654774|XP_037916244.1|HILL	LOC117590676|XP_034139449.1|DGUA
OG0008498	LOC119654591|XP_037915980.1|HILL, LOC119655781|XP_037917795.1|HILL, LOC119654852|XP_037916360.1|HILL	LOC117589358|XP_034137142.1|DGUA
OG0008500	LOC119655028|XP_037916630.1|HILL	LOC117578781|XP_034120380.1|DGUA
OG0008505	LOC119649383|XP_037907429.1|HILL	LOC117587305|XP_034133790.1|DGUA
OG0008508	LOC119646514|XP_037902903.1|HILL, LOC119646692|XP_037903184.1|HILL, LOC119646546|XP_037902952.1|HILL, LOC119647099|XP_037903798.1|HILL, LOC119646700|XP_037903194.1|HILL, LOC119647102|XP_037903806.1|HILL, LOC119646816|XP_037903358.1|HILL, LOC119646555|XP_037902964.1|HILL, LOC119647122|XP_037903836.1|HILL, LOC119646211|XP_037902522.1|HILL	LOC117588670|XP_034136004.1|DGUA
OG0008527	LOC119658475|XP_037921839.1|HILL	LOC117588619|XP_034135922.1|DGUA
OG0008528	LOC119651201|XP_037910571.1|HILL	LOC117589005|XP_034136511.1|DGUA
OG0008529	LOC119658351|XP_037921636.1|HILL	LOC117588307|XP_034135386.1|DGUA
OG0008530	LOC119657299|XP_037920073.1|HILL	LOC117588278|XP_034135340.1|DGUA
OG0008531	LOC119657125|XP_037919817.1|HILL	LOC117581238|XP_034124115.1|DGUA
OG0008532	LOC119658066|XP_037921251.1|HILL	LOC117590940|XP_034139873.1|DGUA
OG0008534	LOC119657089|XP_037919772.1|HILL	LOC117588319|XP_034135407.1|DGUA
OG0008535	LOC119658522|XP_037921926.1|HILL	LOC117588571|XP_034135858.1|DGUA
OG0008536	LOC119656731|XP_037919195.1|HILL	LOC117581217|XP_034124086.1|DGUA
OG0008537	LOC119651053|XP_037910310.1|HILL	LOC117589570|XP_034137512.1|DGUA
OG0008538	LOC119656958|XP_037919605.1|HILL	LOC117590304|XP_034138682.1|DGUA
OG0008540	LOC119653019|XP_037913386.1|HILL	LOC117583441|XP_034127633.1|DGUA
OG0008541	LOC119653135|XP_037913597.1|HILL	LOC117578845|XP_034120521.1|DGUA
OG0008542	LOC119649841|XP_037908113.1|HILL	LOC117579082|XP_034120684.1|DGUA
OG0008544	LOC119652767|XP_037913006.1|HILL	LOC117592215|XP_034141732.1|DGUA
OG0008545	LOC119661353|XP_037926587.1|HILL	LOC117591467|XP_034140646.1|DGUA
OG0008547	LOC119657476|XP_037920325.1|HILL	LOC117590819|XP_034139678.1|DGUA
OG0008551	LOC119649435|XP_037907513.1|HILL	LOC117587143|XP_034133540.1|DGUA
OG0008552	LOC119649916|XP_037908246.1|HILL	LOC117579683|XP_034121562.1|DGUA
OG0008554	LOC119654641|XP_037916044.1|HILL	LOC117588678|XP_034136016.1|DGUA
OG0008555	LOC119654383|XP_037915679.1|HILL	LOC117588797|XP_034136201.1|DGUA
OG0008556	LOC119654250|XP_037915421.1|HILL	LOC117578610|XP_034120095.1|DGUA
OG0008557	LOC119653004|XP_037913360.1|HILL	LOC117583634|XP_034127974.1|DGUA
OG0008558	LOC119651726|XP_037911378.1|HILL	LOC117587823|XP_034134672.1|DGUA
OG0008560	LOC119651038|XP_037910283.1|HILL	LOC117587547|XP_034134245.1|DGUA
OG0008562	LOC119651236|XP_037910642.1|HILL	LOC117587915|XP_034134790.1|DGUA
OG0008563	LOC119647201|XP_037903945.1|HILL	LOC117583416|XP_034127598.1|DGUA
OG0008564	LOC119652179|XP_037912051.1|HILL	LOC117584153|XP_034128803.1|DGUA
OG0008565	LOC119659222|XP_037923126.1|HILL	LOC117588544|XP_034135815.1|DGUA
OG0008567	LOC119661497|XP_037926791.1|HILL	LOC117582227|XP_034125725.1|DGUA
OG0008569	LOC119653537|XP_037914142.1|HILL	LOC117580715|XP_034123267.1|DGUA
OG0008570	LOC119654622|XP_037916022.1|HILL	LOC117580953|XP_034123630.1|DGUA
OG0008571	LOC119649231|XP_037907220.1|HILL	LOC117579350|XP_034121067.1|DGUA
OG0008573	LOC119654214|XP_037915354.1|HILL	LOC117580969|XP_034123651.1|DGUA
OG0008576	LOC119654176|XP_037915289.1|HILL	LOC117591188|XP_034140213.1|DGUA
OG0008578	LOC119658856|XP_037922537.1|HILL	LOC117586089|XP_034131835.1|DGUA
OG0008579	LOC119648986|XP_037906837.1|HILL	LOC117587085|XP_034133444.1|DGUA
OG0008581	LOC119659924|XP_037924189.1|HILL	LOC117579445|XP_034121224.1|DGUA
OG0008583	LOC119656058|XP_037918259.1|HILL	LOC117588593|XP_034135889.1|DGUA
OG0008584	LOC119655742|XP_037917723.1|HILL	LOC117581118|XP_034123932.1|DGUA
OG0008585	LOC119655897|XP_037917976.1|HILL	LOC117590463|XP_034138991.1|DGUA
OG0008586	LOC119655642|XP_037917547.1|HILL	LOC117590462|XP_034138990.1|DGUA
OG0008587	LOC119658942|XP_037922726.1|HILL	LOC117586148|XP_034131934.1|DGUA
OG0008588	LOC119658908|XP_037922642.1|HILL	LOC117585883|XP_034131525.1|DGUA
OG0008590	LOC119655852|XP_037917898.1|HILL	LOC117591130|XP_034140125.1|DGUA
OG0008592	LOC119654260|XP_037915453.1|HILL	LOC117584640|XP_034129557.1|DGUA
OG0008593	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL	LOC117579293|XP_034120989.1|DGUA
OG0008594	LOC119651649|XP_037911253.1|HILL	LOC117585332|XP_034130662.1|DGUA
OG0008595	LOC119661579|XP_037926906.1|HILL	LOC117592672|XP_034142523.1|DGUA
OG0008596	LOC119661663|XP_037927025.1|HILL	LOC117592668|XP_034142519.1|DGUA
OG0008597	LOC119659496|XP_037923542.1|HILL	LOC117585774|XP_034131349.1|DGUA
OG0008598	LOC119655847|XP_037917890.1|HILL	LOC117581572|XP_034124812.1|DGUA
OG0008599	LOC119654310|XP_037915561.1|HILL	LOC117580644|XP_034123133.1|DGUA
OG0008600	LOC119652068|XP_037911934.1|HILL	LOC117585133|XP_034130352.1|DGUA
OG0008601	LOC119659540|XP_037923612.1|HILL	LOC117583968|XP_034128565.1|DGUA
OG0008602	LOC119652694|XP_037912899.1|HILL	LOC117583827|XP_034128306.1|DGUA
OG0008603	LOC119652884|XP_037913179.1|HILL	LOC117589525|XP_034137407.1|DGUA
OG0008604	LOC119647128|XP_037903843.1|HILL	LOC117592203|XP_034141706.1|DGUA
OG0008605	LOC119654333|XP_037915592.1|HILL	LOC117587650|XP_034134431.1|DGUA
OG0008606	LOC119652360|XP_037912374.1|HILL	LOC117581812|XP_034125144.1|DGUA
OG0008607	LOC119659335|XP_037923305.1|HILL	LOC117585746|XP_034131286.1|DGUA
OG0008608	LOC119653630|XP_037914334.1|HILL	LOC117580940|XP_034123614.1|DGUA
OG0008609	LOC119658860|XP_037922541.1|HILL	LOC117585131|XP_034130349.1|DGUA
OG0008610	LOC119646361|XP_037902726.1|HILL	LOC117588389|XP_034135518.1|DGUA
OG0008615	LOC119660332|XP_037924743.1|HILL	LOC117586705|XP_034132866.1|DGUA
OG0008616	LOC119646548|XP_037902951.1|HILL	LOC117583265|XP_034127383.1|DGUA
OG0008619	LOC119661363|XP_037926600.1|HILL	LOC117591616|XP_034140819.1|DGUA, LOC117584238|XP_034128925.1|DGUA
OG0008620	LOC119651578|XP_037911144.1|HILL	LOC117578867|XP_034120552.1|DGUA
OG0008621	LOC119651459|XP_037910993.1|HILL	LOC117589505|XP_034137378.1|DGUA
OG0008622	LOC119655405|XP_037917216.1|HILL	LOC117578544|XP_034120006.1|DGUA
OG0008623	LOC119655278|XP_037917025.1|HILL	LOC117579281|XP_034120973.1|DGUA
OG0008624	LOC119648961|XP_037906812.1|HILL	LOC117592534|XP_034142285.1|DGUA
OG0008626	LOC119660175|XP_037924511.1|HILL	LOC117591568|XP_034140769.1|DGUA
OG0008627	LOC119661010|XP_037926080.1|HILL	LOC117580198|XP_034122465.1|DGUA
OG0008629	LOC119646898|XP_037903484.1|HILL	LOC117591058|XP_034140049.1|DGUA
OG0008631	LOC119651864|XP_037911599.1|HILL	LOC117585390|XP_034130743.1|DGUA
OG0008632	LOC119647306|XP_037904144.1|HILL	LOC117585659|XP_034131140.1|DGUA
OG0008633	LOC119653603|XP_037914285.1|HILL	LOC117583606|XP_034127957.1|DGUA
OG0008634	LOC119651860|XP_037911595.1|HILL	LOC117587580|XP_034134305.1|DGUA
OG0008635	LOC119652745|XP_037912972.1|HILL	LOC117578848|XP_034120525.1|DGUA
OG0008636	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL	LOC117586285|XP_034132130.1|DGUA
OG0008638	LOC119649500|XP_037907596.1|HILL, LOC119649892|XP_037908210.1|HILL, LOC119648824|XP_037906611.1|HILL, LOC119649659|XP_037907843.1|HILL	LOC117582922|XP_034126910.1|DGUA
OG0008639	LOC119653912|XP_037914998.1|HILL	LOC117583365|XP_034127534.1|DGUA
OG0008644	LOC119661311|XP_037926531.1|HILL	LOC117582970|XP_034126981.1|DGUA
OG0008645	LOC119651500|XP_037911050.1|HILL	LOC117581988|XP_034125374.1|DGUA
OG0008646	LOC119661294|XP_037926508.1|HILL	LOC117582392|XP_034125967.1|DGUA
