Orthogroup	HILL.longest_only	DHYD.longest_only
OG0008088	LOC119648023|XP_037905366.1|HILL	LOC111605309|XP_023179536.2|DHYD
OG0008089	LOC119648247|XP_037905814.1|HILL	LOC111595389|XP_023164859.1|DHYD
OG0008090	LOC119651986|XP_037911829.1|HILL	LOC111601891|XP_023174502.2|DHYD
OG0008091	LOC119658943|XP_037922735.1|HILL	LOC111604195|XP_023177919.2|DHYD
OG0008093	LOC119647098|XP_037903797.1|HILL	LOC111602396|XP_023175179.2|DHYD
OG0008094	LOC119660317|XP_037924720.1|HILL	LOC111603765|XP_023177266.2|DHYD
OG0008095	LOC119660150|XP_037924478.1|HILL	LOC111596452|XP_023166445.2|DHYD
OG0008096	LOC119655115|XP_037916765.1|HILL	LOC111592993|XP_023161264.2|DHYD
OG0008097	LOC119652562|XP_037912698.1|HILL	LOC111603116|XP_023176355.1|DHYD
OG0008098	LOC119649386|XP_037907434.1|HILL	LOC111599824|XP_023171381.2|DHYD
OG0008100	LOC119658786|XP_037922421.1|HILL	LOC111593330|XP_023161808.2|DHYD
OG0008101	LOC119660876|XP_037925714.1|HILL	LOC111593053|XP_023161394.2|DHYD
OG0008102	LOC119658913|XP_037922657.1|HILL	LOC111602954|XP_023176095.1|DHYD
OG0008103	LOC119656985|XP_037919648.1|HILL	LOC111600210|XP_023171998.2|DHYD
OG0008104	LOC119650376|XP_037909041.1|HILL	LOC111595100|XP_023164434.1|DHYD
OG0008105	LOC119651399|XP_037910914.1|HILL	LOC111605446|XP_023179731.2|DHYD
OG0008106	LOC119660566|XP_037925140.1|HILL	LOC111592862|XP_023161076.1|DHYD
OG0008107	LOC119659291|XP_037923231.1|HILL	LOC111592045|XP_023159809.1|DHYD
OG0008108	LOC119655216|XP_037916920.1|HILL	LOC111597358|XP_023167780.2|DHYD
OG0008109	LOC119653886|XP_037914934.1|HILL	LOC111604046|XP_023177672.1|DHYD
OG0008110	LOC119649349|XP_037907387.1|HILL	LOC111593447|XP_023161970.2|DHYD
OG0008111	LOC119655879|XP_037917942.1|HILL	LOC111593650|XP_023162303.1|DHYD
OG0008112	LOC119653523|XP_037914118.1|HILL	LOC111604071|XP_023177717.2|DHYD
OG0008113	LOC119653524|XP_037914122.1|HILL	LOC111593421|XP_023161933.1|DHYD
OG0008114	LOC119655757|XP_037917741.1|HILL	LOC111593420|XP_023161932.1|DHYD
OG0008115	LOC119653564|XP_037914205.1|HILL	LOC111594244|XP_030081748.1|DHYD
OG0008116	LOC119653408|XP_037913901.1|HILL	LOC111595007|XP_030081746.1|DHYD
OG0008117	LOC119653664|XP_037914423.1|HILL	LOC111598282|XP_023169230.2|DHYD
OG0008118	LOC119655059|XP_037916677.1|HILL	LOC111603180|XP_023176431.1|DHYD
OG0008119	LOC119656267|XP_037918618.1|HILL	LOC111593422|XP_030079926.1|DHYD
OG0008120	LOC119653739|XP_037914590.1|HILL	LOC111597372|XP_023167797.1|DHYD
OG0008121	LOC119655517|XP_037917355.1|HILL	LOC111592911|XP_023161132.2|DHYD
OG0008122	LOC119656036|XP_037918231.1|HILL	LOC111597360|XP_023167782.2|DHYD
OG0008123	LOC119655214|XP_037916918.1|HILL	LOC111605119|XP_023179240.1|DHYD
OG0008124	LOC119656242|XP_037918586.1|HILL	LOC111605315|XP_030080101.1|DHYD
OG0008126	LOC119653749|XP_037914606.1|HILL	LOC111596763|XP_023166880.1|DHYD
OG0008128	LOC119653620|XP_037914321.1|HILL	LOC111596779|XP_023166898.1|DHYD
OG0008129	LOC119653592|XP_037914269.1|HILL	LOC111603182|XP_023176434.2|DHYD
OG0008130	LOC119653593|XP_037914270.1|HILL	LOC111598266|XP_023169210.1|DHYD
OG0008131	LOC119655177|XP_037916857.1|HILL	LOC111602871|XP_023175964.2|DHYD
OG0008132	LOC119660508|XP_037925033.1|HILL	LOC111593356|XP_023161836.2|DHYD
OG0008133	LOC119653712|XP_037914521.1|HILL	LOC111599933|XP_023171594.2|DHYD, LOC115482978|XP_030079452.1|DHYD
OG0008134	LOC119655928|XP_037918029.1|HILL	LOC111604059|XP_030079559.1|DHYD
OG0008135	LOC119659663|XP_037923803.1|HILL	LOC111603666|XP_023177118.2|DHYD
OG0008136	LOC119653701|XP_037914503.1|HILL	LOC111605554|XP_023179885.2|DHYD
OG0008137	LOC119653446|XP_037913969.1|HILL	LOC111605057|XP_023179161.2|DHYD
OG0008138	LOC119656075|XP_037918284.1|HILL	LOC111600469|XP_023172344.2|DHYD
OG0008139	LOC119654404|XP_037915716.1|HILL	LOC111596960|XP_023167188.1|DHYD
OG0008140	LOC119655513|XP_037917348.1|HILL	LOC111596835|XP_023166977.2|DHYD
OG0008141	LOC119656033|XP_037918227.1|HILL	LOC111600177|XP_023171940.2|DHYD
OG0008142	LOC119655426|XP_037917245.1|HILL	LOC111592000|XP_023159733.1|DHYD
OG0008143	LOC119653905|XP_037914969.1|HILL	LOC111598231|XP_023169159.1|DHYD
OG0008144	LOC119655468|XP_037917298.1|HILL	LOC111605270|XP_023179481.1|DHYD
OG0008145	LOC119654221|XP_037915365.1|HILL	LOC111605056|XP_023179196.2|DHYD
OG0008146	LOC119654319|XP_037915573.1|HILL	LOC111602850|XP_023175931.1|DHYD
OG0008147	LOC119653496|XP_037914058.1|HILL	LOC111602864|XP_023175949.2|DHYD
OG0008148	LOC119661496|XP_037926788.1|HILL	LOC111605157|XP_023179308.2|DHYD
OG0008149	LOC119655401|XP_037917211.1|HILL	LOC111602036|XP_023174708.1|DHYD
OG0008150	LOC119654923|XP_037916501.1|HILL	LOC111598153|XP_023169006.1|DHYD
OG0008151	LOC119655729|XP_037917695.1|HILL	LOC111593635|XP_023162276.1|DHYD
OG0008152	LOC119653903|XP_037914968.1|HILL	LOC111604019|XP_030079982.1|DHYD
OG0008153	LOC119646770|XP_037903280.1|HILL	LOC111593838|XP_023162643.2|DHYD
OG0008154	LOC119649175|XP_037907131.1|HILL	LOC111599849|XP_023171415.2|DHYD
OG0008155	LOC119648979|XP_037906829.1|HILL	LOC111592776|XP_023160948.1|DHYD
OG0008156	LOC119653185|XP_037913667.1|HILL	LOC111594636|XP_023163799.2|DHYD
OG0008157	LOC119653871|XP_037914907.1|HILL	LOC111601762|XP_023174270.1|DHYD
OG0008158	LOC119655594|XP_037917477.1|HILL	LOC111596814|XP_023166950.2|DHYD
OG0008159	LOC119648759|XP_037906513.1|HILL	LOC111597446|XP_023167933.2|DHYD
OG0008160	LOC119653418|XP_037913920.1|HILL	LOC111600150|XP_030081234.1|DHYD
OG0008161	LOC119653614|XP_037914309.1|HILL	LOC111592709|XP_023160863.1|DHYD
OG0008162	LOC119657168|XP_037919881.1|HILL	LOC111598277|XP_023169222.2|DHYD
OG0008163	LOC119648366|XP_037906020.1|HILL	LOC111594832|XP_030079052.1|DHYD
OG0008164	LOC119654819|XP_037916307.1|HILL	LOC111593639|XP_023162284.2|DHYD
OG0008165	LOC119656159|XP_037918425.1|HILL	LOC111602415|XP_023175216.1|DHYD
OG0008166	LOC119656160|XP_037918427.1|HILL	LOC111602408|XP_023175204.1|DHYD
OG0008167	LOC119655235|XP_037916946.1|HILL	LOC111593601|XP_023162266.2|DHYD
OG0008168	LOC119656205|XP_037918524.1|HILL	LOC111592931|XP_023161202.1|DHYD
OG0008169	LOC119656206|XP_037918525.1|HILL	LOC111601904|XP_023174518.1|DHYD
OG0008170	LOC119656032|XP_037918225.1|HILL	LOC111597941|XP_023168666.1|DHYD
OG0008171	LOC119660725|XP_037925307.1|HILL	LOC111602836|XP_023175917.1|DHYD
OG0008172	LOC119654523|XP_037915892.1|HILL	LOC111601353|XP_023173653.2|DHYD
OG0008173	LOC119658417|XP_037921740.1|HILL	LOC111602310|XP_023175078.2|DHYD
OG0008174	LOC119653767|XP_037914686.1|HILL	LOC111592225|XP_023160072.1|DHYD
OG0008175	LOC119654277|XP_037915485.1|HILL	LOC111598240|XP_030078952.1|DHYD
OG0008176	LOC119659367|XP_037923354.1|HILL	LOC111592986|XP_023161251.1|DHYD
OG0008177	LOC119653423|XP_037913928.1|HILL	LOC111593657|XP_023162310.2|DHYD
OG0008178	LOC119656046|XP_037918240.1|HILL	LOC111593492|XP_023162024.2|DHYD
OG0008179	LOC119654837|XP_037916339.1|HILL	LOC111593489|XP_023162022.2|DHYD
OG0008180	LOC119655519|XP_037917357.1|HILL	LOC111601927|XP_023174548.1|DHYD
OG0008181	LOC119653718|XP_037914538.1|HILL	LOC111601928|XP_023174549.2|DHYD
OG0008182	LOC119654700|XP_037916142.1|HILL	LOC111598004|XP_023168764.1|DHYD
OG0008183	LOC119654478|XP_037915825.1|HILL	LOC111599721|XP_023171232.1|DHYD
OG0008185	LOC119653444|XP_037913964.1|HILL	LOC111601386|XP_023173694.1|DHYD
OG0008186	LOC119655698|XP_037917640.1|HILL	LOC111600688|XP_023172709.2|DHYD
OG0008187	LOC119656056|XP_037918257.1|HILL	LOC111600690|XP_023172711.1|DHYD
OG0008188	LOC119647910|XP_037905157.1|HILL	LOC111599048|XP_023170333.1|DHYD
OG0008189	LOC119655618|XP_037917516.1|HILL	LOC111603901|XP_023177486.1|DHYD
OG0008190	LOC119648049|XP_037905439.1|HILL	LOC111595379|XP_030081454.1|DHYD
OG0008191	LOC119653624|XP_037914325.1|HILL	LOC111598425|XP_023169436.2|DHYD
OG0008192	LOC119655410|XP_037917222.1|HILL	LOC111593419|XP_023161930.2|DHYD
OG0008193	LOC119657609|XP_037920536.1|HILL	LOC111596869|XP_030080035.1|DHYD
OG0008194	LOC119655480|XP_037917308.1|HILL	LOC111598942|XP_023170188.1|DHYD
OG0008195	LOC119654849|XP_037916357.1|HILL	LOC111595426|XP_023164917.2|DHYD
OG0008196	LOC119655919|XP_037918013.1|HILL	LOC111599982|XP_023171645.2|DHYD
OG0008197	LOC119650063|XP_037908484.1|HILL	LOC111600970|XP_030080409.1|DHYD
OG0008198	LOC119653882|XP_037914926.1|HILL	LOC111601930|XP_023174551.2|DHYD
OG0008199	LOC119647567|XP_037904491.1|HILL	LOC111598278|XP_023169224.2|DHYD
OG0008200	LOC119655992|XP_037918157.1|HILL	LOC111597060|XP_023167354.2|DHYD
OG0008201	LOC119648130|XP_037905595.1|HILL	LOC111592775|XP_023160947.2|DHYD
OG0008202	LOC119648084|XP_037905501.1|HILL	LOC111605735|XP_023180204.1|DHYD
OG0008203	LOC119649923|XP_037908254.1|HILL	LOC111595296|XP_023164719.1|DHYD
OG0008204	LOC119654817|XP_037916305.1|HILL	LOC111604733|XP_023178672.1|DHYD
OG0008205	LOC119649927|XP_037908274.1|HILL	LOC111596637|XP_023166694.1|DHYD
OG0008206	LOC119648659|XP_037906366.1|HILL	LOC111598091|XP_023168909.2|DHYD
OG0008207	LOC119650250|XP_037908768.1|HILL	LOC111605710|XP_023180164.1|DHYD
OG0008208	LOC119654714|XP_037916160.1|HILL	LOC111597949|XP_023168679.2|DHYD
OG0008209	LOC119656018|XP_037918198.1|HILL	LOC111595567|XP_023165131.2|DHYD
OG0008211	LOC119654519|XP_037915887.1|HILL	LOC111603877|XP_023177456.2|DHYD
OG0008212	LOC119649009|XP_037906887.1|HILL	LOC111605089|XP_023179194.2|DHYD
OG0008213	LOC119655816|XP_037917848.1|HILL	LOC111597411|XP_023167876.1|DHYD
OG0008214	LOC119654638|XP_037916041.1|HILL	LOC111595103|XP_023164437.1|DHYD
OG0008215	LOC119656107|XP_037918350.1|HILL	LOC111604736|XP_023178678.1|DHYD
OG0008216	LOC119655941|XP_037918056.1|HILL	LOC111600954|XP_023173100.1|DHYD
OG0008217	LOC119654955|XP_037916540.1|HILL	LOC111593498|XP_023162033.2|DHYD
OG0008218	LOC119655409|XP_037917220.1|HILL	LOC111597972|XP_023168714.1|DHYD
OG0008219	LOC119655043|XP_037916652.1|HILL	LOC111593009|XP_023161306.2|DHYD
OG0008220	LOC119653679|XP_037914451.1|HILL	LOC111592216|XP_023160060.2|DHYD
OG0008221	LOC119648657|XP_037906365.1|HILL	LOC111595419|XP_030080238.1|DHYD
OG0008222	LOC119647623|XP_037904595.1|HILL	LOC111595341|XP_023164783.2|DHYD
OG0008223	LOC119650419|XP_037909151.1|HILL	LOC111604286|XP_023178070.2|DHYD
OG0008224	LOC119650046|XP_037908457.1|HILL	LOC111600920|XP_030081836.1|DHYD
OG0008225	LOC119653817|XP_037914777.1|HILL	LOC111602842|XP_023175922.1|DHYD
OG0008226	LOC119657870|XP_037920924.1|HILL	LOC111597439|XP_030079383.1|DHYD
OG0008227	LOC119652848|XP_037913128.1|HILL	LOC111598311|XP_023169273.1|DHYD
OG0008228	LOC119650921|XP_037910074.1|HILL	LOC111592702|XP_023160850.2|DHYD
OG0008229	LOC119659771|XP_037923960.1|HILL	LOC111601797|XP_023174342.1|DHYD
OG0008230	LOC119659529|XP_037923594.1|HILL	LOC111601357|XP_023173656.2|DHYD
OG0008232	LOC119648618|XP_037906318.1|HILL	LOC111601601|XP_023174033.1|DHYD
OG0008233	LOC119650930|XP_037910084.1|HILL	LOC111597195|XP_023167533.2|DHYD
OG0008234	LOC119647131|XP_037903849.1|HILL	LOC111605352|XP_023179596.2|DHYD
OG0008235	LOC119646452|XP_037902830.1|HILL	LOC111602070|XP_023174762.1|DHYD
OG0008236	LOC119654405|XP_037915717.1|HILL	LOC111597725|XP_023168334.1|DHYD
OG0008237	LOC119659374|XP_037923358.1|HILL	LOC111604165|XP_023177871.1|DHYD
OG0008239	LOC119647458|XP_037904318.1|HILL	LOC111597459|XP_023167976.1|DHYD
OG0008240	LOC119646168|XP_037902475.1|HILL	LOC111603359|XP_023176677.1|DHYD
OG0008243	LOC119648025|XP_037905371.1|HILL	LOC111603146|XP_023176393.1|DHYD
OG0008244	LOC119657479|XP_037920327.1|HILL	LOC111594961|XP_023164228.2|DHYD
OG0008246	LOC119649123|XP_037907056.1|HILL, LOC119656015|XP_037918193.1|HILL	LOC111595536|XP_023165088.1|DHYD
OG0008248	LOC119651615|XP_037911197.1|HILL	LOC111598264|XP_023169208.2|DHYD
OG0008250	LOC119658209|XP_037921403.1|HILL	LOC111595329|XP_023164757.2|DHYD
OG0008254	LOC119648698|XP_037906433.1|HILL	LOC111598718|XP_023169878.2|DHYD
OG0008255	LOC119658673|XP_037922163.1|HILL	LOC111595343|XP_023164785.2|DHYD, LOC111601582|XP_023174005.1|DHYD
OG0008266	LOC119659659|XP_037923797.1|HILL	LOC111594633|XP_023163796.1|DHYD
OG0008267	LOC119650768|XP_037909798.1|HILL	LOC111594516|XP_023163610.2|DHYD
OG0008268	LOC119657907|XP_037921002.1|HILL	LOC111595811|XP_023165470.2|DHYD
OG0008271	LOC119656884|XP_037919481.1|HILL	LOC111597586|XP_023168153.1|DHYD
OG0008272	LOC119657131|XP_037919829.1|HILL	LOC111605603|XP_030079875.1|DHYD
OG0008273	LOC119660532|XP_037925088.1|HILL	LOC111604230|XP_023177975.1|DHYD
OG0008274	LOC119647857|XP_037905053.1|HILL, LOC119657860|XP_037920914.1|HILL	LOC111596827|XP_023166965.1|DHYD
OG0008275	LOC119654348|XP_037915618.1|HILL	LOC111593437|XP_023161952.1|DHYD
OG0008276	LOC119656605|XP_037918967.1|HILL	LOC111598142|XP_023168972.2|DHYD
OG0008277	LOC119657813|XP_037920851.1|HILL	LOC111596165|XP_023166025.1|DHYD
OG0008278	LOC119657315|XP_037920101.1|HILL	LOC111592628|XP_023160732.1|DHYD
OG0008279	LOC119657968|XP_037921105.1|HILL	LOC111600171|XP_023171931.1|DHYD
OG0008280	LOC119656800|XP_037919338.1|HILL	LOC111602859|XP_023175942.1|DHYD
OG0008281	LOC119656789|XP_037919317.1|HILL	LOC111600201|XP_030079393.1|DHYD
OG0008282	LOC119653480|XP_037914039.1|HILL	LOC111605263|XP_023179473.1|DHYD
OG0008283	LOC119661755|XP_037927152.1|HILL	LOC111596536|XP_023166573.2|DHYD
OG0008284	LOC119660741|XP_037925372.1|HILL, LOC119660740|XP_037925368.1|HILL	LOC111597961|XP_023168697.2|DHYD
OG0008285	LOC119657392|XP_037920206.1|HILL	LOC111603363|XP_023176678.1|DHYD
OG0008286	LOC119656966|XP_037919613.1|HILL	LOC111596707|XP_030078963.1|DHYD
OG0008287	LOC119657837|XP_037920886.1|HILL	LOC111605294|XP_023179513.2|DHYD
OG0008288	LOC119651970|XP_037911791.1|HILL	LOC111601756|XP_023174263.1|DHYD
OG0008290	LOC119656975|XP_037919637.1|HILL	LOC111596552|XP_023166595.1|DHYD
OG0008291	LOC119658297|XP_037921523.1|HILL	LOC111605607|XP_023179991.1|DHYD
OG0008292	LOC119656854|XP_037919434.1|HILL	LOC111596825|XP_023166964.1|DHYD
OG0008293	LOC119657480|XP_037920328.1|HILL	LOC111594458|XP_023163522.2|DHYD
OG0008294	LOC119650805|XP_037909872.1|HILL	LOC111598250|XP_023169182.1|DHYD
OG0008295	LOC119657054|XP_037919735.1|HILL	LOC111596547|XP_023166588.2|DHYD
OG0008296	LOC119660813|XP_037925582.1|HILL	LOC111596821|XP_023166957.2|DHYD
OG0008297	LOC119658223|XP_037921417.1|HILL	LOC111605295|XP_023179517.1|DHYD
OG0008298	LOC119657521|XP_037920391.1|HILL	LOC111593426|XP_023161938.1|DHYD
OG0008299	LOC119651973|XP_037911805.1|HILL, LOC119652433|XP_037912490.1|HILL	LOC111597764|XP_023168388.2|DHYD
OG0008300	LOC119656799|XP_037919334.1|HILL	LOC111598308|XP_030080145.1|DHYD
OG0008301	LOC119651318|XP_037910777.1|HILL	LOC111602709|XP_023175714.2|DHYD
OG0008302	LOC119657146|XP_037919851.1|HILL	LOC111596544|XP_023166584.1|DHYD
OG0008303	LOC119656860|XP_037919441.1|HILL	LOC111594121|XP_023163086.1|DHYD
OG0008304	LOC119658002|XP_037921150.1|HILL	LOC111602815|XP_030079365.1|DHYD
OG0008305	LOC119650674|XP_037909554.1|HILL	LOC111595970|XP_023165716.1|DHYD
OG0008306	LOC119656911|XP_037919530.1|HILL	LOC111598454|XP_023169480.1|DHYD
OG0008308	LOC119653009|XP_037913369.1|HILL	LOC111600852|XP_023172928.2|DHYD
OG0008309	LOC119651537|XP_037911097.1|HILL	LOC111592566|XP_023160631.2|DHYD
OG0008310	LOC119649911|XP_037908238.1|HILL	LOC111592287|XP_023160157.1|DHYD
OG0008311	LOC119652273|XP_037912190.1|HILL	LOC111605133|XP_023179271.2|DHYD
OG0008312	LOC119658482|XP_037921855.1|HILL	LOC111602662|XP_023175613.1|DHYD
OG0008313	LOC119657974|XP_037921114.1|HILL	LOC111603157|XP_023176402.2|DHYD
OG0008314	LOC119661048|XP_037926184.1|HILL	LOC111597934|XP_023168656.1|DHYD
OG0008315	LOC119650949|XP_037910111.1|HILL	LOC111593089|XP_023161452.2|DHYD
OG0008317	LOC119652588|XP_037912737.1|HILL	LOC111603638|XP_023177075.2|DHYD
OG0008318	LOC119646714|XP_037903220.1|HILL	LOC111598834|XP_023170038.1|DHYD
OG0008319	LOC119653269|XP_037913819.1|HILL	LOC111605356|XP_023179601.2|DHYD
OG0008320	LOC119657029|XP_037919709.1|HILL	LOC111596749|XP_023166848.1|DHYD
OG0008321	LOC119652444|XP_037912514.1|HILL	LOC111602794|XP_023175835.1|DHYD
OG0008323	LOC119651186|XP_037910551.1|HILL	LOC111601349|XP_023173649.1|DHYD
OG0008324	LOC119652576|XP_037912718.1|HILL	LOC111592843|XP_023161085.2|DHYD
OG0008325	LOC119656527|XP_037918801.1|HILL	LOC111596739|XP_030079895.1|DHYD
OG0008326	LOC119650573|XP_037909317.1|HILL	LOC111602489|XP_023175324.1|DHYD
OG0008327	LOC119651627|XP_037911220.1|HILL	LOC111600077|XP_023171784.2|DHYD
OG0008329	LOC119647997|XP_037905311.1|HILL	LOC111592990|XP_023161260.1|DHYD
OG0008330	LOC119656858|XP_037919443.1|HILL	LOC111594122|XP_023163049.2|DHYD
OG0008332	LOC119647937|XP_037905210.1|HILL	LOC111605671|XP_023180103.1|DHYD
OG0008333	LOC119649258|XP_037907272.1|HILL	LOC111598704|XP_023169857.2|DHYD
OG0008334	LOC119649189|XP_037907143.1|HILL	LOC111598738|XP_023169900.2|DHYD
OG0008335	LOC119648296|XP_037905883.1|HILL	LOC111597587|XP_023168154.2|DHYD
OG0008337	LOC119647142|XP_037903863.1|HILL	LOC111593926|XP_023162768.2|DHYD
OG0008339	LOC119652566|XP_037912707.1|HILL	LOC111603107|XP_023176341.2|DHYD
OG0008340	LOC119649185|XP_037907140.1|HILL	LOC111605371|XP_023179621.2|DHYD
OG0008341	LOC119648181|XP_037905695.1|HILL	LOC111592974|XP_023161237.1|DHYD
OG0008343	LOC119657424|XP_037920254.1|HILL	LOC111602912|XP_023176027.1|DHYD
OG0008344	LOC119647984|XP_037905295.1|HILL	LOC111601600|XP_023174032.1|DHYD
OG0008346	LOC119653453|XP_037913994.1|HILL	LOC111602810|XP_023175873.1|DHYD
OG0008349	LOC119660324|XP_037924730.1|HILL	LOC111604527|XP_023178393.2|DHYD
OG0008350	LOC119652808|XP_037913059.1|HILL	LOC111593032|XP_023161366.2|DHYD
OG0008351	LOC119649434|XP_037907512.1|HILL	LOC111596958|XP_023167185.1|DHYD
OG0008352	LOC119649676|XP_037907863.1|HILL	LOC111604660|XP_023178584.1|DHYD
OG0008354	LOC119654286|XP_037915502.1|HILL	LOC111603188|XP_023176439.1|DHYD
OG0008356	LOC119648098|XP_037905526.1|HILL	LOC111592378|XP_023160351.2|DHYD
OG0008357	LOC119654494|XP_037915845.1|HILL	LOC111604909|XP_023178920.2|DHYD
OG0008358	LOC119653411|XP_037913906.1|HILL	LOC111602326|XP_023175095.2|DHYD
OG0008359	LOC119659306|XP_037923251.1|HILL	LOC111605386|XP_023179645.2|DHYD
OG0008360	LOC119660896|XP_037925761.1|HILL	LOC111593747|XP_023162509.1|DHYD
OG0008361	LOC119646622|XP_037903058.1|HILL	LOC111603948|XP_023177546.2|DHYD
OG0008362	LOC119655470|XP_037917300.1|HILL	LOC111604989|XP_023179076.2|DHYD
OG0008363	LOC119655874|XP_037917932.1|HILL	LOC111601274|XP_023173555.2|DHYD
OG0008364	LOC119648142|XP_037905617.1|HILL	LOC111597290|XP_023167673.1|DHYD
OG0008365	LOC119653677|XP_037914449.1|HILL	LOC111597022|XP_023167299.2|DHYD
OG0008366	LOC119659464|XP_037923479.1|HILL	LOC111603463|XP_023176820.2|DHYD
OG0008368	LOC119652448|XP_037912522.1|HILL	LOC111592646|XP_023160760.2|DHYD
OG0008369	LOC119658808|XP_037922458.1|HILL	LOC111600190|XP_023171967.2|DHYD
OG0008370	LOC119650773|XP_037909806.1|HILL	LOC111598557|XP_023169620.1|DHYD
OG0008371	LOC119651021|XP_037910252.1|HILL	LOC111600247|XP_023172054.1|DHYD
OG0008372	LOC119657132|XP_037919835.1|HILL	LOC111603065|XP_023176291.2|DHYD
OG0008373	LOC119652225|XP_037912106.1|HILL	LOC111603959|XP_023177561.2|DHYD
OG0008374	LOC119653093|XP_037913524.1|HILL	LOC111592079|XP_023159867.2|DHYD
OG0008375	LOC119657648|XP_037920583.1|HILL	LOC111595818|XP_023165492.2|DHYD
OG0008376	LOC119646421|XP_037902827.1|HILL	LOC111599396|XP_023170802.1|DHYD
OG0008377	LOC119651862|XP_037911600.1|HILL	LOC111600557|XP_023172475.1|DHYD
OG0008378	LOC119661748|XP_037927145.1|HILL	LOC111600556|XP_030080323.1|DHYD
OG0008379	LOC119653166|XP_037913637.1|HILL	LOC111600380|XP_030081051.1|DHYD
OG0008380	LOC119651008|XP_037910224.1|HILL	LOC111592668|XP_023160799.1|DHYD
OG0008381	LOC119646161|XP_037902462.1|HILL	LOC111601471|XP_023173828.1|DHYD
OG0008383	LOC119646932|XP_037903547.1|HILL	LOC111599188|XP_023170542.1|DHYD
OG0008384	LOC119646705|XP_037903210.1|HILL	LOC111599455|XP_030080284.1|DHYD
OG0008385	LOC119651251|XP_037910667.1|HILL	LOC111603934|XP_023177531.1|DHYD
OG0008386	LOC119658070|XP_037921257.1|HILL	LOC111598267|XP_023169211.1|DHYD
OG0008387	LOC119647133|XP_037903852.1|HILL	LOC111597800|XP_023168449.2|DHYD
OG0008388	LOC119647327|XP_037904193.1|HILL	LOC111598948|XP_023170197.1|DHYD
OG0008389	LOC119646633|XP_037903073.1|HILL	LOC111599131|XP_023170462.2|DHYD
OG0008390	LOC119659095|XP_037922944.1|HILL	LOC111601463|XP_023173817.1|DHYD
OG0008391	LOC119652222|XP_037912098.1|HILL	LOC111599375|XP_023170779.1|DHYD
OG0008392	LOC119653422|XP_037913927.1|HILL	LOC111601005|XP_023173172.2|DHYD
OG0008394	LOC119647559|XP_037904480.1|HILL	LOC111594917|XP_023164172.1|DHYD
OG0008395	LOC119658707|XP_037922245.1|HILL	LOC111598352|XP_023169327.2|DHYD
OG0008396	LOC119659220|XP_037923123.1|HILL	LOC111591888|XP_023159560.2|DHYD
OG0008397	LOC119653462|XP_037914001.1|HILL	LOC111598409|XP_023169416.2|DHYD
OG0008399	LOC119654489|XP_037915840.1|HILL	LOC111596769|XP_030079883.1|DHYD
OG0008400	LOC119659902|XP_037924155.1|HILL	LOC111599284|XP_023170650.2|DHYD
OG0008401	LOC119646477|XP_037902859.1|HILL	LOC111602471|XP_023175300.1|DHYD
OG0008402	LOC119658664|XP_037922146.1|HILL	LOC111601541|XP_023173944.1|DHYD
OG0008403	LOC119655441|XP_037917263.1|HILL	LOC111601848|XP_023174451.1|DHYD
OG0008404	LOC119659299|XP_037923240.1|HILL	LOC111603592|XP_023177016.1|DHYD
OG0008405	LOC119654757|XP_037916226.1|HILL	LOC111593372|XP_023161895.1|DHYD
OG0008406	LOC119651075|XP_037910344.1|HILL	LOC111605144|XP_023179292.1|DHYD
OG0008407	LOC119659976|XP_037924270.1|HILL	LOC111596428|XP_023166409.2|DHYD
OG0008409	LOC119660967|XP_037925951.1|HILL	LOC111592298|XP_030079894.1|DHYD
OG0008410	LOC119647490|XP_037904377.1|HILL, LOC119647491|XP_037904378.1|HILL	LOC111604204|XP_023177929.2|DHYD
OG0008411	LOC119659741|XP_037923931.1|HILL	LOC111604936|XP_023178974.2|DHYD
OG0008412	LOC119649391|XP_037907444.1|HILL	LOC111593446|XP_023161967.2|DHYD
OG0008413	LOC119647423|XP_037904248.1|HILL	LOC111604472|XP_023178321.2|DHYD
OG0008414	LOC119654340|XP_037915608.1|HILL	LOC111605142|XP_023179290.1|DHYD
OG0008415	LOC119658392|XP_037921707.1|HILL	LOC111603103|XP_023176332.2|DHYD
OG0008417	LOC119654935|XP_037916515.1|HILL	LOC111595348|XP_023164831.2|DHYD
OG0008418	LOC119654193|XP_037915316.1|HILL	LOC111601838|XP_030079395.1|DHYD
OG0008419	LOC119655546|XP_037917389.1|HILL	LOC111593435|XP_023161950.2|DHYD
OG0008420	LOC119655458|XP_037917287.1|HILL	LOC111604871|XP_023178879.2|DHYD
OG0008421	LOC119654170|XP_037915270.1|HILL	LOC111592369|XP_023160302.2|DHYD
OG0008422	LOC119654194|XP_037915318.1|HILL	LOC111592994|XP_023161265.1|DHYD
OG0008423	LOC119654987|XP_037916579.1|HILL	LOC111594058|XP_023162950.1|DHYD
OG0008424	LOC119659658|XP_037923796.1|HILL	LOC111605079|XP_030079701.1|DHYD
OG0008425	LOC119659896|XP_037924148.1|HILL	LOC111598619|XP_023169721.2|DHYD
OG0008426	LOC119654067|XP_037915158.1|HILL	LOC111595429|XP_023164920.2|DHYD
OG0008427	LOC119654509|XP_037915874.1|HILL	LOC111602038|XP_030079528.1|DHYD
