Orthogroup	HILL.longest_only	DEUG.longest_only
OG0008574	LOC119648701|XP_037906437.1|HILL	LOC108114311|XP_017080711.1|DEUG
OG0008575	LOC119659043|XP_037922872.1|HILL	LOC108115664|XP_017082712.1|DEUG
OG0008576	LOC119654176|XP_037915289.1|HILL	LOC108102407|XP_017062853.1|DEUG
OG0008578	LOC119658856|XP_037922537.1|HILL	LOC108105292|XP_017067273.1|DEUG
OG0008579	LOC119648986|XP_037906837.1|HILL	LOC108117375|XP_017085250.1|DEUG
OG0008581	LOC119659924|XP_037924189.1|HILL	LOC108108775|XP_017072434.1|DEUG
OG0008583	LOC119656058|XP_037918259.1|HILL	LOC108105411|XP_017067447.1|DEUG
OG0008584	LOC119655742|XP_037917723.1|HILL	LOC108104373|XP_017065878.1|DEUG
OG0008585	LOC119655897|XP_037917976.1|HILL	LOC108103700|XP_017064785.1|DEUG
OG0008586	LOC119655642|XP_037917547.1|HILL	LOC108103659|XP_017064704.1|DEUG
OG0008587	LOC119658942|XP_037922726.1|HILL	LOC108117194|XP_017084983.1|DEUG
OG0008588	LOC119658908|XP_037922642.1|HILL	LOC108117160|XP_017084922.1|DEUG
OG0008589	LOC119654185|XP_037915308.1|HILL	LOC108103832|XP_017065008.1|DEUG
OG0008590	LOC119655852|XP_037917898.1|HILL	LOC108113614|XP_017079763.1|DEUG
OG0008592	LOC119654260|XP_037915453.1|HILL	LOC108113202|XP_017079222.1|DEUG
OG0008593	LOC119655800|XP_037917825.1|HILL, LOC119653808|XP_037914759.1|HILL	LOC108114019|XP_017080254.1|DEUG
OG0008594	LOC119651649|XP_037911253.1|HILL	LOC108117039|XP_017084698.1|DEUG
OG0008595	LOC119661579|XP_037926906.1|HILL	LOC108112828|XP_017078624.1|DEUG
OG0008596	LOC119661663|XP_037927025.1|HILL	LOC108112498|XP_017077866.1|DEUG
OG0008597	LOC119659496|XP_037923542.1|HILL	LOC108116558|XP_017083986.1|DEUG
OG0008598	LOC119655847|XP_037917890.1|HILL	LOC108105093|XP_017067013.1|DEUG
OG0008599	LOC119654310|XP_037915561.1|HILL	LOC108109749|XP_017073905.1|DEUG
OG0008600	LOC119652068|XP_037911934.1|HILL	LOC108110249|XP_017074726.1|DEUG
OG0008601	LOC119659540|XP_037923612.1|HILL	LOC108106857|XP_017069589.1|DEUG
OG0008602	LOC119652694|XP_037912899.1|HILL	LOC108117500|XP_017085469.1|DEUG
OG0008603	LOC119652884|XP_037913179.1|HILL	LOC108116813|XP_017084350.1|DEUG
OG0008604	LOC119647128|XP_037903843.1|HILL	LOC108107412|XP_017070428.1|DEUG
OG0008605	LOC119654333|XP_037915592.1|HILL	LOC108106951|XP_017069716.1|DEUG
OG0008606	LOC119652360|XP_037912374.1|HILL	LOC108102517|XP_017063041.1|DEUG
OG0008607	LOC119659335|XP_037923305.1|HILL	LOC108115351|XP_017082261.1|DEUG
OG0008608	LOC119653630|XP_037914334.1|HILL	LOC108110289|XP_017074774.1|DEUG
OG0008609	LOC119658860|XP_037922541.1|HILL	LOC108116333|XP_017083635.1|DEUG
OG0008610	LOC119646361|XP_037902726.1|HILL	LOC108112200|XP_017077503.1|DEUG
OG0008615	LOC119660332|XP_037924743.1|HILL	LOC108116234|XP_017083514.1|DEUG
OG0008616	LOC119646548|XP_037902951.1|HILL	LOC108109030|XP_017072805.1|DEUG
OG0008619	LOC119661363|XP_037926600.1|HILL	LOC108104149|XP_017065538.1|DEUG
OG0008620	LOC119651578|XP_037911144.1|HILL	LOC108109012|XP_017072774.1|DEUG
OG0008621	LOC119651459|XP_037910993.1|HILL	LOC108110118|XP_017074515.1|DEUG
OG0008622	LOC119655405|XP_037917216.1|HILL	LOC108112344|XP_017077661.1|DEUG
OG0008623	LOC119655278|XP_037917025.1|HILL	LOC108106777|XP_017069507.1|DEUG
OG0008624	LOC119648961|XP_037906812.1|HILL	LOC108106585|XP_017069255.1|DEUG
OG0008626	LOC119660175|XP_037924511.1|HILL	LOC108103279|XP_017064180.1|DEUG
OG0008627	LOC119661010|XP_037926080.1|HILL	LOC108108297|XP_017071791.1|DEUG
OG0008629	LOC119646898|XP_037903484.1|HILL	LOC108114797|XP_017081398.1|DEUG
OG0008631	LOC119651864|XP_037911599.1|HILL	LOC108109414|XP_017073401.1|DEUG
OG0008632	LOC119647306|XP_037904144.1|HILL	LOC108109361|XP_017073318.1|DEUG
OG0008633	LOC119653603|XP_037914285.1|HILL	LOC108106539|XP_017069176.1|DEUG
OG0008634	LOC119651860|XP_037911595.1|HILL	LOC108115003|XP_017081736.1|DEUG
OG0008635	LOC119652745|XP_037912972.1|HILL	LOC108109000|XP_017072755.1|DEUG
OG0008636	LOC119659458|XP_037923470.1|HILL, LOC119660038|XP_037924345.1|HILL, LOC119660354|XP_037924781.1|HILL, LOC119659719|XP_037923902.1|HILL, LOC119659753|XP_037923943.1|HILL	LOC108111750|XP_017076794.1|DEUG
OG0008638	LOC119649500|XP_037907596.1|HILL, LOC119649892|XP_037908210.1|HILL, LOC119648824|XP_037906611.1|HILL, LOC119649659|XP_037907843.1|HILL	LOC108116889|XP_017084479.1|DEUG
OG0008639	LOC119653912|XP_037914998.1|HILL	LOC108115883|XP_017083012.1|DEUG
OG0008644	LOC119661311|XP_037926531.1|HILL	LOC108111465|XP_017076425.1|DEUG
OG0008645	LOC119651500|XP_037911050.1|HILL	LOC108118472|XP_017086685.1|DEUG
OG0008646	LOC119661294|XP_037926508.1|HILL	LOC108103051|XP_017063854.1|DEUG
OG0008647	LOC119652432|XP_037912489.1|HILL, LOC119651435|XP_037910963.1|HILL	LOC108110555|XP_017075134.1|DEUG
OG0008648	LOC119661642|XP_037927001.1|HILL, LOC119650789|XP_037909841.1|HILL	LOC108118428|XP_017086600.1|DEUG
OG0008650	LOC119659612|XP_037923713.1|HILL, LOC119659875|XP_037924121.1|HILL	LOC108116286|XP_017083561.1|DEUG
OG0008651	LOC119661505|XP_037926800.1|HILL	LOC108106256|XP_017068709.1|DEUG
OG0008653	LOC119654871|XP_037916394.1|HILL	LOC108112418|XP_017077750.1|DEUG
OG0008660	LOC119651738|XP_037911393.1|HILL	LOC108108562|XP_017072134.1|DEUG
OG0008661	LOC119651426|XP_037910951.1|HILL	LOC108104628|XP_017066292.1|DEUG
OG0008665	LOC119648579|XP_037906277.1|HILL	LOC108105724|XP_017067928.1|DEUG
OG0008667	LOC119647590|XP_037904532.1|HILL, LOC119647588|XP_037904525.1|HILL, LOC119647591|XP_037904533.1|HILL	LOC108107945|XP_017071265.1|DEUG
OG0008669	LOC119651956|XP_037911740.1|HILL, LOC119647317|XP_037904172.1|HILL	LOC108105136|XP_017067058.1|DEUG
OG0008671	LOC119651955|XP_037911736.1|HILL, LOC119646767|XP_037903278.1|HILL	LOC108108121|XP_017071530.1|DEUG, LOC108108113|XP_017071518.1|DEUG, LOC108108105|XP_017071507.1|DEUG, LOC108108129|XP_017071542.1|DEUG
OG0008677	LOC119653088|XP_037913514.1|HILL	LOC108115687|XP_017082744.1|DEUG
OG0008681	LOC119657738|XP_037920708.1|HILL	LOC108118384|XP_017086548.1|DEUG
OG0008682	LOC119656988|XP_037919650.1|HILL	LOC108106049|XP_017068392.1|DEUG
OG0008683	LOC119657037|XP_037919719.1|HILL	LOC108104387|XP_017065912.1|DEUG
OG0008684	LOC119657286|XP_037920060.1|HILL	LOC108102933|XP_017063683.1|DEUG
OG0008685	LOC119651979|XP_037911814.1|HILL	LOC108112303|XP_017077618.1|DEUG
OG0008687	LOC119648628|XP_037906329.1|HILL	LOC108107262|XP_017070181.1|DEUG
OG0008688	LOC119661651|XP_037927011.1|HILL	LOC108103295|XP_017064197.1|DEUG
OG0008689	LOC119659228|XP_037923130.1|HILL	LOC108110390|XP_017074930.1|DEUG
OG0008690	LOC119651734|XP_037911390.1|HILL	LOC108103179|XP_017064055.1|DEUG, LOC108105825|XP_017068058.1|DEUG
OG0008694	LOC119647760|XP_037904807.1|HILL	LOC108109955|XP_017074258.1|DEUG
OG0008696	LOC119660568|XP_037925146.1|HILL	LOC108116603|XP_017084048.1|DEUG
OG0008697	LOC119647676|XP_037904681.1|HILL	LOC108107511|XP_017070542.1|DEUG
OG0008698	LOC119653864|XP_037914849.1|HILL	LOC108111861|XP_017076973.1|DEUG
OG0008699	LOC119647603|XP_037904559.1|HILL	LOC108108801|XP_017072471.1|DEUG
OG0008700	LOC119660060|XP_037924367.1|HILL, LOC119658676|XP_037922166.1|HILL, LOC119660313|XP_037924715.1|HILL	LOC108117220|XP_017085035.1|DEUG
OG0008701	LOC119654395|XP_037915704.1|HILL	LOC108111995|XP_017077214.1|DEUG
OG0008703	LOC119655914|XP_037918007.1|HILL	LOC108114223|XP_017080565.1|DEUG
OG0008704	LOC119646957|XP_037903582.1|HILL	LOC108111087|XP_017075912.1|DEUG
OG0008705	LOC119652801|XP_037913052.1|HILL	LOC108107149|XP_017070041.1|DEUG
OG0008706	LOC119658902|XP_037922635.1|HILL	LOC108109352|XP_017073301.1|DEUG
OG0008707	LOC119658237|XP_037921442.1|HILL	LOC108104942|XP_017066795.1|DEUG
OG0008708	LOC119649332|XP_037907367.1|HILL	LOC108105035|XP_017066922.1|DEUG
OG0008709	LOC119660146|XP_037924474.1|HILL	LOC108115842|XP_017082942.1|DEUG
OG0008710	LOC119651226|XP_037910624.1|HILL	LOC108116958|XP_017084603.1|DEUG
OG0008711	LOC119658610|XP_037922019.1|HILL	LOC108110215|XP_017074683.1|DEUG
OG0008712	LOC119661789|XP_037927201.1|HILL	LOC108112830|XP_017078625.1|DEUG
OG0008714	LOC119660523|XP_037925077.1|HILL	LOC108111027|XP_017075836.1|DEUG
OG0008716	LOC119659307|XP_037923248.1|HILL	LOC108117467|XP_017085378.1|DEUG
OG0008717	LOC119659717|XP_037923900.1|HILL	LOC108109819|XP_017074038.1|DEUG
OG0008719	LOC119660257|XP_037924639.1|HILL	LOC108109371|XP_017073340.1|DEUG
OG0008721	LOC119658130|XP_037921327.1|HILL	LOC108118362|XP_017086520.1|DEUG
OG0008723	LOC119648752|XP_037906504.1|HILL	LOC108109872|XP_017074154.1|DEUG
OG0008725	LOC119652896|XP_037913196.1|HILL, LOC119652672|XP_037912866.1|HILL	LOC108109028|XP_017072792.1|DEUG
OG0008726	LOC119652874|XP_037913167.1|HILL	LOC108112974|XP_017078870.1|DEUG
OG0008728	LOC119651993|XP_037911841.1|HILL	LOC108111535|XP_017076548.1|DEUG
OG0008729	LOC119658474|XP_037921837.1|HILL	LOC108110006|XP_017074333.1|DEUG
OG0008730	LOC119657477|XP_037920326.1|HILL	LOC108105366|XP_017067381.1|DEUG
OG0008731	LOC119652835|XP_037913097.1|HILL	LOC108111666|XP_017076687.1|DEUG
OG0008732	LOC119661042|XP_037926161.1|HILL, LOC119658333|XP_037921600.1|HILL	LOC108108212|XP_017071667.1|DEUG
OG0008734	LOC119652484|XP_037912593.1|HILL	LOC108115029|XP_017081763.1|DEUG
OG0008735	LOC119659632|XP_037923759.1|HILL	LOC108108959|XP_017072703.1|DEUG
OG0008736	LOC119646665|XP_037903123.1|HILL, LOC119655995|XP_037918161.1|HILL	LOC108106423|XP_017068941.1|DEUG
OG0008737	LOC119659112|XP_037922962.1|HILL, LOC119650913|XP_037910066.1|HILL, LOC119652054|XP_037911917.1|HILL	LOC108109545|XP_017073604.1|DEUG
OG0008738	LOC119650897|XP_037910004.1|HILL	LOC108113458|XP_017079528.1|DEUG
OG0008739	LOC119660717|XP_037925288.1|HILL	LOC108114640|XP_017081198.1|DEUG
OG0008740	LOC119654783|XP_037916254.1|HILL	LOC108104862|XP_017066673.1|DEUG
OG0008741	LOC119660921|XP_037925824.1|HILL	LOC108104796|XP_017066554.1|DEUG
OG0008742	LOC119649509|XP_037907608.1|HILL	LOC108107860|XP_017071116.1|DEUG
OG0008743	LOC119659149|XP_037923025.1|HILL	LOC108106432|XP_017068953.1|DEUG
OG0008745	LOC119652723|XP_037912944.1|HILL, LOC119651758|XP_037911424.1|HILL	LOC108103097|XP_017063951.1|DEUG
OG0008746	LOC119660160|XP_037924492.1|HILL	LOC108117265|XP_017085106.1|DEUG
OG0008747	LOC119649072|XP_037906993.1|HILL	LOC108114671|XP_017081240.1|DEUG
OG0008748	LOC119652918|XP_037913232.1|HILL	LOC108102691|XP_017063323.1|DEUG
OG0008750	LOC119654153|XP_037915245.1|HILL, LOC119646967|XP_037903596.1|HILL	LOC108110995|XP_017075793.1|DEUG
OG0008751	LOC119651705|XP_037911346.1|HILL	LOC108115100|XP_017081836.1|DEUG
OG0008752	LOC119659709|XP_037923891.1|HILL	LOC108109491|XP_017073517.1|DEUG, LOC108109489|XP_017073513.1|DEUG
OG0008753	LOC119655884|XP_037917957.1|HILL	LOC108114031|XP_017080267.1|DEUG
OG0008756	LOC119648773|XP_037906534.1|HILL, LOC119648252|XP_037905823.1|HILL, LOC119650144|XP_037908608.1|HILL, LOC119648374|XP_037906030.1|HILL	LOC108117083|XP_017084745.1|DEUG
OG0008757	LOC119652413|XP_037912458.1|HILL	LOC108115584|XP_017082585.1|DEUG
OG0008758	LOC119647030|XP_037903703.1|HILL, LOC119660917|XP_037925821.1|HILL	LOC108110432|XP_017074987.1|DEUG
OG0008759	LOC119661245|XP_037926411.1|HILL	LOC108112357|XP_017077678.1|DEUG
OG0008765	LOC119647084|XP_037903773.1|HILL	LOC108112602|XP_017078151.1|DEUG
OG0008766	LOC119646230|XP_037902548.1|HILL	LOC108111536|XP_017076551.1|DEUG
OG0008770	LOC119661763|XP_037927161.1|HILL	LOC108113292|XP_017079330.1|DEUG
OG0008773	LOC119646200|XP_037902511.1|HILL	LOC108112784|XP_017078551.1|DEUG
OG0008774	LOC119655518|XP_037917356.1|HILL	LOC108108937|XP_017072679.1|DEUG
OG0008777	LOC119653606|XP_037914294.1|HILL	LOC108112893|XP_017078738.1|DEUG
OG0008781	LOC119661729|XP_037927124.1|HILL	LOC108103272|XP_017064173.1|DEUG
OG0008782	LOC119648896|XP_037906723.1|HILL	LOC108117394|XP_017085282.1|DEUG
OG0008783	LOC119649405|XP_037907468.1|HILL, LOC119658910|XP_037922647.1|HILL	LOC108112323|XP_017077642.1|DEUG
OG0008784	LOC119648371|XP_037906026.1|HILL	LOC108115314|XP_017082247.1|DEUG, LOC108115095|XP_017081869.1|DEUG, LOC108109657|XP_017073726.1|DEUG, LOC108114465|XP_017080961.1|DEUG
OG0008795	LOC119660196|XP_037924544.1|HILL	LOC108116180|XP_017083410.1|DEUG
OG0008805	LOC119656803|XP_037919340.1|HILL	LOC108105379|XP_017067409.1|DEUG
OG0008806	LOC119656959|XP_037919607.1|HILL	LOC108115218|XP_017082061.1|DEUG
OG0008807	LOC119656811|XP_037919359.1|HILL	LOC108103863|XP_017065064.1|DEUG
OG0008808	LOC119658445|XP_037921777.1|HILL	LOC108103919|XP_017065157.1|DEUG
OG0008811	LOC119652683|XP_037912885.1|HILL	LOC108105633|XP_017067811.1|DEUG
OG0008813	LOC119652049|XP_037911913.1|HILL	LOC108110579|XP_017075168.1|DEUG
OG0008814	LOC119646576|XP_037902997.1|HILL	LOC108107214|XP_017070120.1|DEUG
OG0008815	LOC119646510|XP_037902894.1|HILL	LOC108107694|XP_017070788.1|DEUG
OG0008821	LOC119659241|XP_037923149.1|HILL	LOC108117672|XP_017085689.1|DEUG
OG0008822	LOC119651280|XP_037910712.1|HILL	LOC108110478|XP_017075038.1|DEUG
OG0008823	LOC119646188|XP_037902499.1|HILL	LOC108118085|XP_017086121.1|DEUG
OG0008824	LOC119653399|XP_037913891.1|HILL	LOC108113848|XP_017080048.1|DEUG
OG0008829	LOC119657846|XP_037920896.1|HILL	LOC108104397|XP_017065925.1|DEUG
OG0008830	LOC119657594|XP_037920505.1|HILL	LOC108110008|XP_017074335.1|DEUG
OG0008831	LOC119655773|XP_037917756.1|HILL	LOC108104375|XP_017065882.1|DEUG
OG0008832	LOC119655195|XP_037916893.1|HILL	LOC108104374|XP_017065879.1|DEUG
OG0008833	LOC119654244|XP_037915414.1|HILL	LOC108103456|XP_017064439.1|DEUG
OG0008834	LOC119653011|XP_037913377.1|HILL	LOC108113764|XP_017079949.1|DEUG
OG0008836	LOC119647253|XP_037904059.1|HILL	LOC108104520|XP_017066140.1|DEUG
OG0008838	LOC119647489|XP_037904376.1|HILL	LOC108111059|XP_017075877.1|DEUG
OG0008839	LOC119654967|XP_037916555.1|HILL	LOC108106757|XP_017069485.1|DEUG
OG0008841	LOC119649018|XP_037906899.1|HILL	LOC108107599|XP_017070651.1|DEUG
OG0008843	LOC119649087|XP_037907017.1|HILL	LOC108108033|XP_017071394.1|DEUG
OG0008845	LOC119661334|XP_037926564.1|HILL	LOC108105122|XP_017067044.1|DEUG
OG0008848	LOC119661193|XP_037926343.1|HILL	LOC108112952|XP_017078841.1|DEUG
OG0008854	LOC119660814|XP_037925583.1|HILL	LOC108111058|XP_017075876.1|DEUG
OG0008856	LOC119660757|XP_037925446.1|HILL	LOC108108741|XP_017072372.1|DEUG
OG0008857	LOC119647684|XP_037904693.1|HILL	LOC108102750|XP_017063391.1|DEUG
OG0008858	LOC119647867|XP_037905065.1|HILL	LOC108111553|XP_017076563.1|DEUG
OG0008859	LOC119648271|XP_037905854.1|HILL	LOC108114717|XP_017081307.1|DEUG
OG0008861	LOC119657118|XP_037919809.1|HILL	LOC108104550|XP_017066180.1|DEUG
OG0008862	LOC119659261|XP_037923181.1|HILL	LOC108117140|XP_017084888.1|DEUG
OG0008864	LOC119657040|XP_037919722.1|HILL	LOC108112158|XP_017077394.1|DEUG
OG0008866	LOC119655429|XP_037917252.1|HILL	LOC108104180|XP_017065594.1|DEUG
OG0008867	LOC119659595|XP_037923685.1|HILL	LOC108103444|XP_017064414.1|DEUG
OG0008869	LOC119648431|XP_037906113.1|HILL	LOC108116762|XP_017084275.1|DEUG
OG0008870	LOC119649996|XP_037908385.1|HILL	LOC108108585|XP_017072169.1|DEUG
OG0008871	LOC119649205|XP_037907186.1|HILL	LOC108104015|XP_017065332.1|DEUG
OG0008872	LOC119646954|XP_037903578.1|HILL	LOC108107127|XP_017070010.1|DEUG
OG0008874	LOC119655356|XP_037917135.1|HILL	LOC108112493|XP_017077850.1|DEUG
OG0008875	LOC119660608|XP_037925232.1|HILL	LOC108113358|XP_017079411.1|DEUG
OG0008876	LOC119660895|XP_037925755.1|HILL	LOC108102365|XP_017062766.1|DEUG
OG0008877	LOC119648262|XP_037905841.1|HILL	LOC108108160|XP_017071586.1|DEUG
OG0008878	LOC119647885|XP_037905110.1|HILL	LOC108106160|XP_017068560.1|DEUG
OG0008881	LOC119647216|XP_037903972.1|HILL	LOC108107228|XP_017070136.1|DEUG
OG0008883	LOC119658801|XP_037922449.1|HILL	LOC108109659|XP_017073730.1|DEUG
OG0008884	LOC119660387|XP_037924839.1|HILL	LOC108113518|XP_017079599.1|DEUG
OG0008885	LOC119650933|XP_037910090.1|HILL	LOC108107105|XP_017069981.1|DEUG
OG0008886	LOC119655445|XP_037917267.1|HILL	LOC108113094|XP_017079029.1|DEUG
OG0008887	LOC119659660|XP_037923801.1|HILL	LOC108109098|XP_017072970.1|DEUG
OG0008889	LOC119660979|XP_037925990.1|HILL	LOC108112851|XP_017078658.1|DEUG
OG0008891	LOC119647408|XP_037904212.1|HILL	LOC108107953|XP_017071275.1|DEUG
OG0008892	LOC119660794|XP_037925536.1|HILL	LOC108107369|XP_017070362.1|DEUG
OG0008893	LOC119659288|XP_037923229.1|HILL	LOC108108009|XP_017071354.1|DEUG
OG0008894	LOC119652791|XP_037913033.1|HILL	LOC108115640|XP_017082682.1|DEUG
OG0008895	LOC119659336|XP_037923306.1|HILL	LOC108110384|XP_017074915.1|DEUG
OG0008897	LOC119660513|XP_037925057.1|HILL	LOC108105265|XP_017067233.1|DEUG
OG0008898	LOC119653683|XP_037914472.1|HILL	LOC108111942|XP_017077106.1|DEUG
OG0008899	LOC119656195|XP_037918495.1|HILL	LOC108106943|XP_017069699.1|DEUG
OG0008900	LOC119651674|XP_037911294.1|HILL	LOC108105695|XP_017067894.1|DEUG
OG0008901	LOC119649002|XP_037906872.1|HILL	LOC108108102|XP_017071495.1|DEUG
OG0008902	LOC119660885|XP_037925731.1|HILL	LOC108102333|XP_017062625.1|DEUG
OG0008903	LOC119652361|XP_037912376.1|HILL, LOC119659524|XP_037923588.1|HILL	LOC108110559|XP_017075139.1|DEUG
OG0008904	LOC119660474|XP_037924992.1|HILL	LOC108112798|XP_017078574.1|DEUG
OG0008905	LOC119660991|XP_037926007.1|HILL	LOC108102309|XP_017062559.1|DEUG
OG0008906	LOC119649724|XP_037907932.1|HILL	LOC108114591|XP_017081135.1|DEUG
OG0008908	LOC119659189|XP_037923077.1|HILL	LOC108116238|XP_017083518.1|DEUG
OG0008909	LOC119657223|XP_037919962.1|HILL	LOC108115934|XP_017083059.1|DEUG
OG0008910	LOC119659166|XP_037923045.1|HILL	LOC108109343|XP_017073295.1|DEUG
OG0008913	LOC119650939|XP_037910097.1|HILL	LOC108115674|XP_017082728.1|DEUG
OG0008914	LOC119657618|XP_037920549.1|HILL	LOC108111654|XP_017076674.1|DEUG
OG0008915	LOC119652900|XP_037913201.1|HILL	LOC108116548|XP_017083975.1|DEUG
OG0008917	LOC119660762|XP_037925456.1|HILL	LOC108107144|XP_017070037.1|DEUG
OG0008920	LOC119650299|XP_037908865.1|HILL, LOC119648363|XP_037906015.1|HILL	LOC108118258|XP_017086338.1|DEUG
OG0008923	LOC119659201|XP_037923097.1|HILL	LOC108112048|XP_017077290.1|DEUG
OG0008925	LOC119649709|XP_037907910.1|HILL, LOC119649710|XP_037907911.1|HILL	LOC108112651|XP_017078271.1|DEUG
OG0008931	LOC119647158|XP_037903893.1|HILL	LOC108104786|XP_017066531.1|DEUG
OG0008933	LOC119658928|XP_037922689.1|HILL, LOC119660460|XP_037924953.1|HILL	LOC108106270|XP_017068724.1|DEUG
OG0008935	LOC119648742|XP_037906489.1|HILL	LOC108112231|XP_017077540.1|DEUG
OG0008936	LOC119655807|XP_037917835.1|HILL	LOC108113293|XP_017079331.1|DEUG
OG0008938	LOC119655926|XP_037918025.1|HILL	LOC108114902|XP_017081564.1|DEUG
OG0008939	LOC119654889|XP_037916433.1|HILL	LOC108109084|XP_017072939.1|DEUG
OG0008940	LOC119655215|XP_037916919.1|HILL	LOC108112987|XP_017078882.1|DEUG
OG0008941	LOC119652985|XP_037913336.1|HILL	LOC108110315|XP_017074817.1|DEUG
OG0008942	LOC119657439|XP_037920274.1|HILL	LOC108117620|XP_017085635.1|DEUG
OG0008944	LOC119656926|XP_037919547.1|HILL	LOC108110055|XP_017074419.1|DEUG
OG0008945	LOC119661430|XP_037926703.1|HILL	LOC108103261|XP_017064162.1|DEUG
OG0008946	LOC119656176|XP_037918450.1|HILL, LOC119655163|XP_037916839.1|HILL	LOC108111870|XP_017076983.1|DEUG
OG0008948	LOC119655393|XP_037917198.1|HILL	LOC108105427|XP_017067486.1|DEUG
OG0008950	LOC119656087|XP_037918318.1|HILL	LOC108103368|XP_017064303.1|DEUG
OG0008954	LOC119650094|XP_037908540.1|HILL, LOC119649431|XP_037907507.1|HILL, LOC119649898|XP_037908219.1|HILL, LOC119648823|XP_037906610.1|HILL	LOC108102469|XP_017062967.1|DEUG
OG0008956	LOC119648667|XP_037906383.1|HILL	LOC108112300|XP_017077615.1|DEUG
OG0008958	LOC119647560|XP_037904481.1|HILL, LOC119649217|XP_037907204.1|HILL	LOC108108764|XP_017072420.1|DEUG
OG0008960	LOC119650357|XP_037908967.1|HILL	LOC108114377|XP_017080818.1|DEUG
OG0008968	LOC119660293|XP_037924692.1|HILL, LOC119659550|XP_037923628.1|HILL, LOC119660371|XP_037924815.1|HILL, LOC119660376|XP_037924822.1|HILL, LOC119660302|XP_037924702.1|HILL, LOC119659580|XP_037923665.1|HILL	LOC108110878|XP_017075623.1|DEUG
OG0008975	LOC119658438|XP_037921769.1|HILL	LOC108104517|XP_017066135.1|DEUG
OG0008983	LOC119650796|XP_037909861.1|HILL	LOC108107311|XP_017070271.1|DEUG
OG0008986	LOC119652384|XP_037912412.1|HILL	LOC108109622|XP_017073688.1|DEUG
OG0008992	LOC119651091|XP_037910372.1|HILL	LOC108116463|XP_017083882.1|DEUG
OG0008994	LOC119646475|XP_037902857.1|HILL	LOC108106105|XP_017068469.1|DEUG
OG0008996	LOC119658447|XP_037921779.1|HILL	LOC108110094|XP_017074477.1|DEUG
OG0009001	LOC119658316|XP_037921569.1|HILL	LOC108107023|XP_017069859.1|DEUG
OG0009002	LOC119660139|XP_037924465.1|HILL	LOC108117217|XP_017085032.1|DEUG
OG0009004	LOC119649545|XP_037907664.1|HILL, LOC119649374|XP_037907418.1|HILL, LOC119648622|XP_037906320.1|HILL, LOC119649409|XP_037907473.1|HILL	LOC108106228|XP_017068643.1|DEUG
OG0009005	LOC119646720|XP_037903227.1|HILL	LOC108110770|XP_017075473.1|DEUG
OG0009008	LOC119658631|XP_037922073.1|HILL	LOC108117103|XP_017084808.1|DEUG
OG0009009	LOC119647859|XP_037905055.1|HILL	LOC108102825|XP_017063503.1|DEUG
OG0009010	LOC119660924|XP_037925831.1|HILL	LOC108109807|XP_017074017.1|DEUG
OG0009011	LOC119647672|XP_037904678.1|HILL	LOC108107827|XP_017071066.1|DEUG
OG0009012	LOC119655380|XP_037917176.1|HILL	LOC108109058|XP_017072869.1|DEUG
OG0009013	LOC119654311|XP_037915562.1|HILL, LOC119654309|XP_037915558.1|HILL	LOC108109748|XP_017073902.1|DEUG
OG0009014	LOC119648214|XP_037905750.1|HILL	LOC108114132|XP_017080397.1|DEUG
OG0009015	LOC119649114|XP_037907042.1|HILL	LOC108102710|XP_017063340.1|DEUG
OG0009016	LOC119648779|XP_037906542.1|HILL	LOC108109889|XP_017074180.1|DEUG
OG0009017	LOC119660980|XP_037925991.1|HILL	LOC108111132|XP_017075986.1|DEUG
OG0009018	LOC119660751|XP_037925433.1|HILL	LOC108102336|XP_017062644.1|DEUG
OG0009019	LOC119660915|XP_037925803.1|HILL	LOC108102351|XP_017062704.1|DEUG
OG0009020	LOC119652893|XP_037913192.1|HILL	LOC108105623|XP_017067796.1|DEUG
OG0009021	LOC119659673|XP_037923826.1|HILL	LOC108114988|XP_017081709.1|DEUG
OG0009022	LOC119651964|XP_037911754.1|HILL	LOC108116969|XP_017084616.1|DEUG
OG0009023	LOC119651425|XP_037910949.1|HILL	LOC108115775|XP_017082836.1|DEUG
OG0009024	LOC119652872|XP_037913159.1|HILL	LOC108117519|XP_017085503.1|DEUG
OG0009026	LOC119652265|XP_037912178.1|HILL	LOC108116677|XP_017084166.1|DEUG
OG0009027	LOC119648510|XP_037906209.1|HILL	LOC108111972|XP_017077170.1|DEUG
OG0009028	LOC119650895|XP_037910002.1|HILL	LOC108117365|XP_017085237.1|DEUG
OG0009029	LOC119651215|XP_037910596.1|HILL	LOC108113436|XP_017079492.1|DEUG
OG0009030	LOC119646599|XP_037903020.1|HILL	LOC108102666|XP_017063295.1|DEUG
OG0009031	LOC119658678|XP_037922169.1|HILL	LOC108116207|XP_017083480.1|DEUG
OG0009032	LOC119659904|XP_037924157.1|HILL	LOC108116208|XP_017083481.1|DEUG
OG0009033	LOC119661646|XP_037927006.1|HILL	LOC108108449|XP_017071995.1|DEUG
OG0009034	LOC119646566|XP_037902973.1|HILL	LOC108105197|XP_017067138.1|DEUG
OG0009035	LOC119657324|XP_037920114.1|HILL	LOC108111221|XP_017076111.1|DEUG
