Orthogroup	HILL.longest_only	SLEB.longest_only
OG0007293	LOC119659282|XP_037923218.1|HILL	LOC115625185|XP_030376009.1|SLEB
OG0007294	LOC119660179|XP_037924515.1|HILL	LOC115623397|XP_030373565.1|SLEB
OG0007295	LOC119659585|XP_037923672.1|HILL	LOC115624213|XP_030374684.1|SLEB
OG0007296	LOC119659172|XP_037923054.1|HILL	LOC115620651|XP_030369858.1|SLEB
OG0007297	LOC119660101|XP_037924407.1|HILL	LOC115624319|XP_030374810.1|SLEB
OG0007298	LOC119660323|XP_037924729.1|HILL	LOC115625215|XP_030376045.1|SLEB
OG0007299	LOC119660509|XP_037925034.1|HILL	LOC115624271|XP_030374758.1|SLEB
OG0007300	LOC119659454|XP_037923467.1|HILL	LOC115623691|XP_030374023.1|SLEB
OG0007301	LOC119659965|XP_037924250.1|HILL	LOC115625050|XP_030375762.1|SLEB
OG0007302	LOC119658848|XP_037922525.1|HILL	LOC115624290|XP_030374774.1|SLEB
OG0007304	LOC119646286|XP_037902625.1|HILL	LOC115625843|XP_030376905.1|SLEB
OG0007305	LOC119648328|XP_037905948.1|HILL	LOC115622907|XP_030372890.1|SLEB
OG0007306	LOC119648771|XP_037906532.1|HILL	LOC115622849|XP_030372791.1|SLEB
OG0007307	LOC119659227|XP_037923129.1|HILL	LOC115625048|XP_030375760.1|SLEB
OG0007308	LOC119660309|XP_037924712.1|HILL	LOC115620326|XP_030369380.1|SLEB
OG0007309	LOC119660294|XP_037924693.1|HILL	LOC115625268|XP_030376131.1|SLEB
OG0007310	LOC119658709|XP_037922246.1|HILL	LOC115625143|XP_030375922.1|SLEB
OG0007311	LOC119658660|XP_037922141.1|HILL	LOC115625596|XP_030376576.1|SLEB
OG0007312	LOC119656156|XP_037918420.1|HILL	LOC115621404|XP_030370911.1|SLEB
OG0007313	LOC119653751|XP_037914609.1|HILL	LOC115626763|XP_030378080.1|SLEB
OG0007314	LOC119646869|XP_037903422.1|HILL	LOC115630022|XP_030382519.1|SLEB
OG0007315	LOC119653699|XP_037914505.1|HILL	LOC115626966|XP_030378340.1|SLEB
OG0007316	LOC119658868|XP_037922554.1|HILL	LOC115623564|XP_030373821.1|SLEB
OG0007317	LOC119660314|XP_037924717.1|HILL	LOC115623348|XP_030373490.1|SLEB
OG0007318	LOC119660492|XP_037925007.1|HILL	LOC115623347|XP_030373485.1|SLEB
OG0007319	LOC119649920|XP_037908252.1|HILL	LOC115622212|XP_030371967.1|SLEB
OG0007320	LOC119656298|XP_037918665.1|HILL	LOC115631679|XP_030384353.1|SLEB
OG0007321	LOC119655136|XP_037916800.1|HILL	LOC115627743|XP_030379378.1|SLEB
OG0007322	LOC119654283|XP_037915493.1|HILL	LOC115628690|XP_030380725.1|SLEB
OG0007323	LOC119655751|XP_037917732.1|HILL	LOC115629727|XP_030382120.1|SLEB
OG0007324	LOC119660588|XP_037925185.1|HILL	LOC115625042|XP_030375751.1|SLEB
OG0007325	LOC119660501|XP_037925026.1|HILL	LOC115621987|XP_030371700.1|SLEB
OG0007326	LOC119660500|XP_037925024.1|HILL	LOC115625186|XP_030376011.1|SLEB
OG0007327	LOC119660205|XP_037924569.1|HILL	LOC115632428|XP_030385429.1|SLEB
OG0007328	LOC119659537|XP_037923606.1|HILL	LOC115620861|XP_030370182.1|SLEB
OG0007329	LOC119658957|XP_037922758.1|HILL	LOC115624329|XP_030374817.1|SLEB
OG0007330	LOC119655968|XP_037918127.1|HILL, LOC119653531|XP_037914132.1|HILL, LOC119653663|XP_037914422.1|HILL, LOC119653530|XP_037914131.1|HILL	LOC115626853|XP_030378213.1|SLEB
OG0007331	LOC119655560|XP_037917411.1|HILL	LOC115627008|XP_030378386.1|SLEB
OG0007332	LOC119654166|XP_037915261.1|HILL	LOC115627025|XP_030378413.1|SLEB
OG0007333	LOC119659590|XP_037923677.1|HILL	LOC115625309|XP_030376188.1|SLEB
OG0007334	LOC119658828|XP_037922490.1|HILL	LOC115624185|XP_030374641.1|SLEB
OG0007335	LOC119647814|XP_037904967.1|HILL	LOC115623269|XP_030373405.1|SLEB
OG0007337	LOC119648379|XP_037906039.1|HILL	LOC115632241|XP_030385163.1|SLEB
OG0007338	LOC119647471|XP_037904334.1|HILL	LOC115632678|XP_030385771.1|SLEB
OG0007339	LOC119661299|XP_037926516.1|HILL	LOC115624346|XP_030374857.1|SLEB
OG0007340	LOC119658723|XP_037922304.1|HILL	LOC115623978|XP_030374409.1|SLEB
OG0007341	LOC119658834|XP_037922501.1|HILL	LOC115625057|XP_030375781.1|SLEB
OG0007342	LOC119660427|XP_037924903.1|HILL	LOC115620193|XP_030369184.1|SLEB
OG0007343	LOC119661226|XP_037926380.1|HILL	LOC115625487|XP_030376396.1|SLEB
OG0007344	LOC119647414|XP_037904223.1|HILL	LOC115631219|XP_030383785.1|SLEB
OG0007345	LOC119661629|XP_037926976.1|HILL	LOC115625334|XP_030376219.1|SLEB
OG0007346	LOC119649604|XP_037907749.1|HILL	LOC115628272|XP_030380156.1|SLEB
OG0007347	LOC119655906|XP_037917991.1|HILL	LOC115626698|XP_030377986.1|SLEB
OG0007348	LOC119646629|XP_037903065.1|HILL	LOC115626695|XP_030377983.1|SLEB
OG0007349	LOC119655901|XP_037917985.1|HILL	LOC115626690|XP_030377978.1|SLEB
OG0007350	LOC119655605|XP_037917489.1|HILL	LOC115627531|XP_030379092.1|SLEB
OG0007351	LOC119648688|XP_037906414.1|HILL	LOC115632779|XP_030385888.1|SLEB
OG0007352	LOC119659837|XP_037924062.1|HILL	LOC115633727|XP_030387059.1|SLEB
OG0007353	LOC119659671|XP_037923824.1|HILL	LOC115624053|XP_030374494.1|SLEB
OG0007354	LOC119659798|XP_037923998.1|HILL	LOC115623684|XP_030374014.1|SLEB
OG0007355	LOC119659957|XP_037924237.1|HILL	LOC115625133|XP_030375907.1|SLEB
OG0007356	LOC119646190|XP_037902502.1|HILL	LOC115623728|XP_030374099.1|SLEB
OG0007357	LOC119658621|XP_037922041.1|HILL	LOC115624317|XP_030374806.1|SLEB
OG0007358	LOC119658930|XP_037922686.1|HILL	LOC115623873|XP_030374279.1|SLEB
OG0007359	LOC119658972|XP_037922778.1|HILL	LOC115620789|XP_030370064.1|SLEB
OG0007360	LOC119658665|XP_037922147.1|HILL	LOC115621591|XP_030371141.1|SLEB
OG0007361	LOC119654167|XP_037915264.1|HILL	LOC115629758|XP_030382162.1|SLEB
OG0007362	LOC119660732|XP_037925322.1|HILL	LOC115625989|XP_030377095.1|SLEB
OG0007363	LOC119654294|XP_037915527.1|HILL	LOC115629735|XP_030382130.1|SLEB
OG0007364	LOC119654251|XP_037915423.1|HILL	LOC115629724|XP_030382112.1|SLEB
OG0007365	LOC119655838|XP_037917873.1|HILL	LOC115629493|XP_030381828.1|SLEB
OG0007366	LOC119658878|XP_037922577.1|HILL	LOC115624114|XP_030374568.1|SLEB
OG0007367	LOC119649179|XP_037907134.1|HILL	LOC115628431|XP_030380379.1|SLEB
OG0007368	LOC119658975|XP_037922783.1|HILL	LOC115623617|XP_030373896.1|SLEB
OG0007369	LOC119659076|XP_037922917.1|HILL	LOC115625394|XP_030376293.1|SLEB
OG0007370	LOC119655389|XP_037917188.1|HILL	LOC115627421|XP_030378955.1|SLEB
OG0007371	LOC119659260|XP_037923180.1|HILL	LOC115620187|XP_030369177.1|SLEB
OG0007372	LOC119660546|XP_037925108.1|HILL	LOC115624253|XP_030374738.1|SLEB
OG0007373	LOC119655081|XP_037916708.1|HILL	LOC115625610|XP_030376605.1|SLEB
OG0007374	LOC119655735|XP_037917713.1|HILL	LOC115633299|XP_030386570.1|SLEB
OG0007375	LOC119655487|XP_037917317.1|HILL	LOC115627111|XP_030378536.1|SLEB
OG0007376	LOC119654451|XP_037915788.1|HILL	LOC115626785|XP_030378111.1|SLEB
OG0007377	LOC119655060|XP_037916679.1|HILL	LOC115627314|XP_030378817.1|SLEB
OG0007378	LOC119655701|XP_037917643.1|HILL	LOC115629600|XP_030381952.1|SLEB
OG0007379	LOC119653553|XP_037914192.1|HILL	LOC115629603|XP_030381957.1|SLEB
OG0007380	LOC119654169|XP_037915269.1|HILL	LOC115629275|XP_030381561.1|SLEB
OG0007381	LOC119655633|XP_037917532.1|HILL	LOC115629553|XP_030381899.1|SLEB
OG0007382	LOC119656037|XP_037918232.1|HILL	LOC115626909|XP_030378280.1|SLEB
OG0007383	LOC119655312|XP_037917072.1|HILL	LOC115626654|XP_030377920.1|SLEB
OG0007384	LOC119654932|XP_037916512.1|HILL	LOC115626720|XP_030378024.1|SLEB
OG0007385	LOC119654343|XP_037915611.1|HILL	LOC115627467|XP_030378999.1|SLEB
OG0007386	LOC119655767|XP_037917750.1|HILL	LOC115628033|XP_030379835.1|SLEB
OG0007387	LOC119655292|XP_037917041.1|HILL	LOC115629285|XP_030381585.1|SLEB
OG0007388	LOC119655291|XP_037917036.1|HILL	LOC115629302|XP_030381609.1|SLEB
OG0007389	LOC119661685|XP_037927056.1|HILL	LOC115629079|XP_030381255.1|SLEB
OG0007390	LOC119654225|XP_037915370.1|HILL	LOC115630230|XP_030382643.1|SLEB
OG0007391	LOC119659169|XP_037923050.1|HILL	LOC115623716|XP_030374057.1|SLEB
OG0007392	LOC119654640|XP_037916043.1|HILL	LOC115629669|XP_030382046.1|SLEB
OG0007393	LOC119658754|XP_037922372.1|HILL	LOC115625601|XP_030376592.1|SLEB
OG0007394	LOC119650791|XP_037909842.1|HILL, LOC119656077|XP_037918286.1|HILL	LOC115627170|XP_030378620.1|SLEB
OG0007395	LOC119654172|XP_037915275.1|HILL	LOC115627489|XP_030379034.1|SLEB
OG0007396	LOC119660410|XP_037924876.1|HILL	LOC115625595|XP_030376575.1|SLEB
OG0007397	LOC119651171|XP_037910517.1|HILL	LOC115630464|XP_030382892.1|SLEB
OG0007398	LOC119660521|XP_037925070.1|HILL	LOC115627806|XP_030379499.1|SLEB
OG0007399	LOC119655718|XP_037917678.1|HILL	LOC115627316|XP_030378820.1|SLEB
OG0007400	LOC119653631|XP_037914335.1|HILL	LOC115627294|XP_030378786.1|SLEB
OG0007401	LOC119655327|XP_037917096.1|HILL	LOC115628770|XP_030380845.1|SLEB
OG0007402	LOC119659230|XP_037923133.1|HILL	LOC115624338|XP_030374850.1|SLEB
OG0007403	LOC119658951|XP_037922752.1|HILL	LOC115624352|XP_030374870.1|SLEB
OG0007404	LOC119658907|XP_037922641.1|HILL	LOC115624379|XP_030374942.1|SLEB
OG0007405	LOC119659726|XP_037923911.1|HILL	LOC115624361|XP_030374880.1|SLEB
OG0007406	LOC119658851|XP_037922531.1|HILL	LOC115623344|XP_030373482.1|SLEB
OG0007407	LOC119653229|XP_037913744.1|HILL	LOC115626269|XP_030377443.1|SLEB
OG0007408	LOC119649560|XP_037907684.1|HILL	LOC115630984|XP_030383430.1|SLEB
OG0007409	LOC119656142|XP_037918402.1|HILL, LOC119649597|XP_037907739.1|HILL	LOC115630430|XP_030382846.1|SLEB
OG0007410	LOC119654686|XP_037916122.1|HILL	LOC115627885|XP_030379631.1|SLEB
OG0007411	LOC119655854|XP_037917901.1|HILL	LOC115629946|XP_030382415.1|SLEB
OG0007412	LOC119654816|XP_037916303.1|HILL	LOC115626718|XP_030378022.1|SLEB
OG0007413	LOC119653528|XP_037914125.1|HILL	LOC115631224|XP_030383795.1|SLEB
OG0007414	LOC119654407|XP_037915719.1|HILL	LOC115627018|XP_030378403.1|SLEB
OG0007415	LOC119655782|XP_037917800.1|HILL	LOC115626995|XP_030378369.1|SLEB
OG0007416	LOC119654184|XP_037915302.1|HILL	LOC115629907|XP_030382372.1|SLEB
OG0007417	LOC119654587|XP_037915974.1|HILL	LOC115629283|XP_030381576.1|SLEB
OG0007418	LOC119653820|XP_037914782.1|HILL	LOC115628854|XP_030380968.1|SLEB
OG0007419	LOC119654356|XP_037915628.1|HILL	LOC115621926|XP_030371630.1|SLEB
OG0007420	LOC119655467|XP_037917297.1|HILL	LOC115625481|XP_030376393.1|SLEB
OG0007421	LOC119653716|XP_037914533.1|HILL	LOC115629703|XP_030382083.1|SLEB
OG0007422	LOC119654855|XP_037916365.1|HILL	LOC115626834|XP_030378174.1|SLEB
OG0007423	LOC119654550|XP_037915923.1|HILL	LOC115629533|XP_030381872.1|SLEB
OG0007424	LOC119648115|XP_037905565.1|HILL	LOC115622338|XP_030372109.1|SLEB
OG0007425	LOC119648332|XP_037905954.1|HILL	LOC115630566|XP_030383045.1|SLEB
OG0007426	LOC119656016|XP_037918194.1|HILL	LOC115627251|XP_030378737.1|SLEB
OG0007427	LOC119646527|XP_037902919.1|HILL	LOC115627173|XP_030378629.1|SLEB
OG0007428	LOC119655696|XP_037917631.1|HILL	LOC115629903|XP_030382365.1|SLEB
OG0007429	LOC119655103|XP_037916753.1|HILL	LOC115624871|XP_030375575.1|SLEB
OG0007430	LOC119647874|XP_037905088.1|HILL	LOC115632863|XP_030385987.1|SLEB
OG0007431	LOC119659053|XP_037922889.1|HILL	LOC115630578|XP_030383055.1|SLEB
OG0007432	LOC119647622|XP_037904593.1|HILL	LOC115632630|XP_030385720.1|SLEB
OG0007433	LOC119647784|XP_037904894.1|HILL	LOC115626758|XP_030378074.1|SLEB
OG0007434	LOC119648902|XP_037906734.1|HILL	LOC115622326|XP_030372095.1|SLEB
OG0007435	LOC119647507|XP_037904395.1|HILL	LOC115622231|XP_030371988.1|SLEB
OG0007436	LOC119650021|XP_037908425.1|HILL	LOC115626349|XP_030377561.1|SLEB
OG0007437	LOC119648780|XP_037906545.1|HILL	LOC115622594|XP_030372451.1|SLEB
OG0007438	LOC119649845|XP_037908118.1|HILL	LOC115624960|XP_030375675.1|SLEB
OG0007439	LOC119656025|XP_037918218.1|HILL	LOC115627765|XP_030379419.1|SLEB
OG0007440	LOC119654649|XP_037916060.1|HILL	LOC115628941|XP_030381074.1|SLEB
OG0007441	LOC119654055|XP_037915148.1|HILL	LOC115634484|XP_030388080.1|SLEB
OG0007442	LOC119654178|XP_037915291.1|HILL	LOC115623398|XP_030373567.1|SLEB
OG0007443	LOC119654222|XP_037915367.1|HILL	LOC115633375|XP_030386679.1|SLEB, LOC115621180|XP_030370608.1|SLEB
OG0007444	LOC119654522|XP_037915891.1|HILL	LOC115625868|XP_030376942.1|SLEB
OG0007445	LOC119654521|XP_037915890.1|HILL	LOC115625859|XP_030376931.1|SLEB
OG0007446	LOC119655878|XP_037917941.1|HILL	LOC115631516|XP_030384146.1|SLEB
OG0007447	LOC119654389|XP_037915690.1|HILL	LOC115631974|XP_030384736.1|SLEB
OG0007448	LOC119655603|XP_037917487.1|HILL	LOC115622985|XP_030372998.1|SLEB
OG0007449	LOC119650365|XP_037908986.1|HILL	LOC115622984|XP_030372997.1|SLEB
OG0007450	LOC119648148|XP_037905647.1|HILL	LOC115622180|XP_030371928.1|SLEB
OG0007451	LOC119649003|XP_037906874.1|HILL	LOC115633994|XP_030387376.1|SLEB
OG0007452	LOC119649677|XP_037907865.1|HILL	LOC115623339|XP_030373475.1|SLEB
OG0007453	LOC119647566|XP_037904488.1|HILL	LOC115622152|XP_030371881.1|SLEB
OG0007454	LOC119660716|XP_037925286.1|HILL	LOC115622552|XP_030372380.1|SLEB
OG0007455	LOC119655724|XP_037917685.1|HILL	LOC115620074|XP_030369096.1|SLEB
OG0007456	LOC119655421|XP_037917238.1|HILL	LOC115627041|XP_030378435.1|SLEB
OG0007457	LOC119654416|XP_037915732.1|HILL	LOC115624664|XP_030375312.1|SLEB
OG0007458	LOC119654417|XP_037915735.1|HILL	LOC115626318|XP_030377517.1|SLEB
OG0007459	LOC119655937|XP_037918052.1|HILL	LOC115620958|XP_030370337.1|SLEB
OG0007460	LOC119654663|XP_037916083.1|HILL	LOC115632338|XP_030385307.1|SLEB
OG0007461	LOC119648561|XP_037906259.1|HILL	LOC115622999|XP_030373019.1|SLEB
OG0007462	LOC119648109|XP_037905554.1|HILL	LOC115623005|XP_030373035.1|SLEB
OG0007463	LOC119650291|XP_037908850.1|HILL	LOC115623002|XP_030373026.1|SLEB
OG0007464	LOC119650393|XP_037909078.1|HILL	LOC115623000|XP_030373023.1|SLEB
OG0007465	LOC119648117|XP_037905567.1|HILL	LOC115624676|XP_030375334.1|SLEB
OG0007466	LOC119655452|XP_037917278.1|HILL	LOC115624546|XP_030375132.1|SLEB
OG0007467	LOC119655880|XP_037917943.1|HILL	LOC115624609|XP_030375219.1|SLEB
OG0007468	LOC119654788|XP_037916263.1|HILL	LOC115626896|XP_030378268.1|SLEB
OG0007469	LOC119649717|XP_037907923.1|HILL	LOC115622319|XP_030372085.1|SLEB
OG0007470	LOC119650173|XP_037908654.1|HILL	LOC115625889|XP_030376975.1|SLEB
OG0007471	LOC119654501|XP_037915862.1|HILL	LOC115634338|XP_030387854.1|SLEB
OG0007472	LOC119654554|XP_037915929.1|HILL	LOC115627204|XP_030378682.1|SLEB
OG0007473	LOC119648722|XP_037906462.1|HILL	LOC115628174|XP_030380021.1|SLEB
OG0007474	LOC119653814|XP_037914770.1|HILL	LOC115633642|XP_030386943.1|SLEB
OG0007475	LOC119648012|XP_037905340.1|HILL	LOC115622712|XP_030372603.1|SLEB
OG0007476	LOC119656203|XP_037918521.1|HILL, LOC119656204|XP_037918522.1|HILL	LOC115627892|XP_030379644.1|SLEB
OG0007477	LOC119656202|XP_037918517.1|HILL	LOC115627891|XP_030379638.1|SLEB
OG0007478	LOC119655326|XP_037917094.1|HILL	LOC115631107|XP_030383626.1|SLEB
OG0007479	LOC119653841|XP_037914815.1|HILL	LOC115628686|XP_030380720.1|SLEB
OG0007480	LOC119660567|XP_037925144.1|HILL	LOC115624172|XP_030374628.1|SLEB
OG0007481	LOC119655714|XP_037917675.1|HILL	LOC115628301|XP_030380209.1|SLEB
OG0007482	LOC119654530|XP_037915901.1|HILL	LOC115631560|XP_030384211.1|SLEB
OG0007483	LOC119654393|XP_037915695.1|HILL	LOC115620067|XP_030369078.1|SLEB
OG0007484	LOC119653425|XP_037913932.1|HILL	LOC115626869|XP_030378236.1|SLEB
OG0007485	LOC119654972|XP_037916559.1|HILL	LOC115627566|XP_030379149.1|SLEB
OG0007486	LOC119653719|XP_037914540.1|HILL	LOC115627268|XP_030378756.1|SLEB
OG0007487	LOC119660941|XP_037925870.1|HILL	LOC115627781|XP_030379450.1|SLEB
OG0007488	LOC119647990|XP_037905303.1|HILL	LOC115628153|XP_030379987.1|SLEB
OG0007489	LOC119660624|XP_037925255.1|HILL	LOC115624347|XP_030374859.1|SLEB
OG0007490	LOC119654276|XP_037915484.1|HILL	LOC115620963|XP_030370344.1|SLEB
OG0007491	LOC119654427|XP_037915747.1|HILL	LOC115633362|XP_030386663.1|SLEB
OG0007492	LOC119655476|XP_037917305.1|HILL	LOC115629403|XP_030381721.1|SLEB
OG0007493	LOC119655130|XP_037916793.1|HILL	LOC115629114|XP_030381303.1|SLEB
OG0007494	LOC119651491|XP_037911033.1|HILL	LOC115630499|XP_030382949.1|SLEB
OG0007495	LOC119653796|XP_037914736.1|HILL	LOC115628753|XP_030380822.1|SLEB
OG0007496	LOC119648858|XP_037906668.1|HILL	LOC115623165|XP_030373239.1|SLEB
OG0007497	LOC119648860|XP_037906673.1|HILL	LOC115622937|XP_030372927.1|SLEB
OG0007498	LOC119647494|XP_037904380.1|HILL	LOC115622398|XP_030372186.1|SLEB
OG0007499	LOC119650363|XP_037908981.1|HILL	LOC115629399|XP_030381714.1|SLEB
OG0007500	LOC119650364|XP_037908983.1|HILL	LOC115624606|XP_030375214.1|SLEB
OG0007501	LOC119650088|XP_037908525.1|HILL	LOC115632469|XP_030385495.1|SLEB
OG0007502	LOC119654968|XP_037916556.1|HILL	LOC115624659|XP_030375299.1|SLEB
OG0007503	LOC119656307|XP_037918677.1|HILL	LOC115630648|XP_030383148.1|SLEB
OG0007504	LOC119649458|XP_037907540.1|HILL	LOC115626359|XP_030377572.1|SLEB
OG0007505	LOC119648276|XP_037905860.1|HILL	LOC115624638|XP_030375263.1|SLEB
OG0007506	LOC119650040|XP_037908450.1|HILL	LOC115624721|XP_030375402.1|SLEB
OG0007507	LOC119654890|XP_037916434.1|HILL	LOC115631266|XP_030383838.1|SLEB
OG0007508	LOC119656699|XP_037919133.1|HILL	LOC115631743|XP_030384442.1|SLEB
OG0007509	LOC119654720|XP_037916168.1|HILL	LOC115625726|XP_030376736.1|SLEB
OG0007510	LOC119655842|XP_037917882.1|HILL	LOC115622002|XP_030371720.1|SLEB
OG0007511	LOC119655617|XP_037917514.1|HILL	LOC115626162|XP_030377297.1|SLEB
OG0007512	LOC119654132|XP_037915222.1|HILL	LOC115623832|XP_030374237.1|SLEB
OG0007513	LOC119660466|XP_037924967.1|HILL	LOC115631122|XP_030383648.1|SLEB
OG0007514	LOC119648552|XP_037906250.1|HILL, LOC119648551|XP_037906249.1|HILL	LOC115628297|XP_030380205.1|SLEB
OG0007515	LOC119661488|XP_037926780.1|HILL	LOC115631710|XP_030384397.1|SLEB
OG0007516	LOC119647058|XP_037903742.1|HILL	LOC115628597|XP_030380641.1|SLEB
OG0007517	LOC119649362|XP_037907403.1|HILL	LOC115628189|XP_030380041.1|SLEB
OG0007518	LOC119654422|XP_037915742.1|HILL	LOC115624751|XP_030375441.1|SLEB
OG0007519	LOC119656225|XP_037918552.1|HILL	LOC115620046|XP_030369026.1|SLEB
OG0007520	LOC119656052|XP_037918245.1|HILL	LOC115627135|XP_030378567.1|SLEB
OG0007521	LOC119653655|XP_037914404.1|HILL	LOC115627117|XP_030378543.1|SLEB
OG0007522	LOC119655523|XP_037917361.1|HILL	LOC115631767|XP_030384463.1|SLEB, LOC115627176|XP_030378635.1|SLEB
OG0007523	LOC119655144|XP_037916811.1|HILL	LOC115624713|XP_030375396.1|SLEB
OG0007524	LOC119655172|XP_037916850.1|HILL	LOC115630432|XP_030382847.1|SLEB
OG0007525	LOC119655479|XP_037917307.1|HILL	LOC115625857|XP_030376926.1|SLEB
OG0007526	LOC119659297|XP_037923236.1|HILL	LOC115621792|XP_030371423.1|SLEB
OG0007527	LOC119654352|XP_037915624.1|HILL	LOC115632289|XP_030385242.1|SLEB
OG0007528	LOC119654354|XP_037915626.1|HILL	LOC115624874|XP_030375579.1|SLEB
OG0007529	LOC119655311|XP_037917069.1|HILL	LOC115634168|XP_030387616.1|SLEB
OG0007530	LOC119660905|XP_037925779.1|HILL	LOC115630041|XP_030382534.1|SLEB
OG0007532	LOC119655590|XP_037917461.1|HILL	LOC115631568|XP_030384259.1|SLEB
OG0007533	LOC119647442|XP_037904292.1|HILL, LOC119647441|XP_037904289.1|HILL	LOC115633862|XP_030387214.1|SLEB
OG0007534	LOC119649574|XP_037907707.1|HILL	LOC115622133|XP_030371850.1|SLEB
OG0007535	LOC119649242|XP_037907236.1|HILL	LOC115623152|XP_030373222.1|SLEB
OG0007536	LOC119659281|XP_037923217.1|HILL	LOC115625177|XP_030376001.1|SLEB
OG0007537	LOC119647532|XP_037904441.1|HILL	LOC115622147|XP_030371873.1|SLEB
OG0007538	LOC119648144|XP_037905621.1|HILL	LOC115622796|XP_030372721.1|SLEB
OG0007539	LOC119652418|XP_037912469.1|HILL	LOC115630484|XP_030382925.1|SLEB
OG0007540	LOC119652696|XP_037912903.1|HILL	LOC115620906|XP_030370259.1|SLEB
OG0007541	LOC119655504|XP_037917335.1|HILL	LOC115627704|XP_030379311.1|SLEB
OG0007542	LOC119653654|XP_037914403.1|HILL	LOC115626441|XP_030377678.1|SLEB
OG0007543	LOC119660735|XP_037925335.1|HILL	LOC115627718|XP_030379322.1|SLEB
OG0007544	LOC119647415|XP_037904224.1|HILL	LOC115623222|XP_030373321.1|SLEB
OG0007545	LOC119660393|XP_037924859.1|HILL	LOC115626004|XP_030377112.1|SLEB
OG0007546	LOC119655851|XP_037917897.1|HILL	LOC115625511|XP_030376435.1|SLEB
OG0007547	LOC119654313|XP_037915564.1|HILL	LOC115633944|XP_030387321.1|SLEB
OG0007548	LOC119647435|XP_037904280.1|HILL	LOC115632482|XP_030385516.1|SLEB
OG0007549	LOC119649910|XP_037908237.1|HILL	LOC115631681|XP_030384356.1|SLEB
OG0007550	LOC119653715|XP_037914524.1|HILL	LOC115623185|XP_030373267.1|SLEB
OG0007551	LOC119654647|XP_037916055.1|HILL	LOC115634416|XP_030387980.1|SLEB
OG0007552	LOC119653518|XP_037914117.1|HILL	LOC115631960|XP_030384685.1|SLEB
OG0007553	LOC119655974|XP_037918137.1|HILL	LOC115631457|XP_030384065.1|SLEB
OG0007554	LOC119648031|XP_037905384.1|HILL	LOC115622691|XP_030372576.1|SLEB
OG0007555	LOC119654487|XP_037915837.1|HILL	LOC115625082|XP_030375837.1|SLEB
OG0007556	LOC119656185|XP_037918463.1|HILL	LOC115624711|XP_030375393.1|SLEB
OG0007557	LOC119653643|XP_037914382.1|HILL	LOC115624529|XP_030375110.1|SLEB
OG0007558	LOC119654874|XP_037916397.1|HILL	LOC115632528|XP_030385588.1|SLEB
OG0007559	LOC119649477|XP_037907572.1|HILL	LOC115625955|XP_030377054.1|SLEB
OG0007560	LOC119650248|XP_037908766.1|HILL	LOC115627335|XP_030378878.1|SLEB
OG0007561	LOC119649216|XP_037907203.1|HILL	LOC115633701|XP_030387020.1|SLEB
OG0007562	LOC119648907|XP_037906740.1|HILL	LOC115623224|XP_030373326.1|SLEB
OG0007563	LOC119648397|XP_037906066.1|HILL	LOC115633117|XP_030386366.1|SLEB
OG0007564	LOC119648855|XP_037906660.1|HILL	LOC115634080|XP_030387494.1|SLEB
OG0007565	LOC119651474|XP_037911012.1|HILL	LOC115630050|XP_030382541.1|SLEB
OG0007566	LOC119646382|XP_037902754.1|HILL	LOC115628159|XP_030379989.1|SLEB
OG0007567	LOC119652285|XP_037912206.1|HILL	LOC115620524|XP_030369650.1|SLEB
OG0007568	LOC119654870|XP_037916392.1|HILL	LOC115624578|XP_030375173.1|SLEB
OG0007569	LOC119654862|XP_037916375.1|HILL	LOC115631003|XP_030383465.1|SLEB
OG0007570	LOC119654415|XP_037915730.1|HILL	LOC115624577|XP_030375171.1|SLEB
OG0007571	LOC119655182|XP_037916867.1|HILL	LOC115624600|XP_030375201.1|SLEB
OG0007572	LOC119655689|XP_037917621.1|HILL	LOC115629019|XP_030381179.1|SLEB
OG0007573	LOC119653877|XP_037914921.1|HILL	LOC115633880|XP_030387244.1|SLEB
OG0007574	LOC119654520|XP_037915889.1|HILL	LOC115626457|XP_030377702.1|SLEB
OG0007575	LOC119654515|XP_037915881.1|HILL	LOC115624594|XP_030375193.1|SLEB
OG0007576	LOC119654916|XP_037916483.1|HILL	LOC115627198|XP_030378672.1|SLEB
OG0007577	LOC119653777|XP_037914707.1|HILL	LOC115626671|XP_030377957.1|SLEB
OG0007578	LOC119654232|XP_037915383.1|HILL	LOC115631617|XP_030384282.1|SLEB
OG0007579	LOC119655889|XP_037917964.1|HILL	LOC115620807|XP_030370092.1|SLEB
OG0007581	LOC119654229|XP_037915379.1|HILL	LOC115631140|XP_030383670.1|SLEB
OG0007582	LOC119649640|XP_037907820.1|HILL	LOC115623592|XP_030373852.1|SLEB
OG0007583	LOC119654259|XP_037915452.1|HILL	LOC115627603|XP_030379185.1|SLEB
OG0007584	LOC119653807|XP_037914758.1|HILL	LOC115629289|XP_030381589.1|SLEB
OG0007585	LOC119653421|XP_037913926.1|HILL	LOC115623001|XP_030373025.1|SLEB
OG0007586	LOC119656029|XP_037918221.1|HILL	LOC115621360|XP_030370844.1|SLEB
OG0007587	LOC119654652|XP_037916068.1|HILL	LOC115624705|XP_030375380.1|SLEB
