Orthogroup	HILL.longest_only	DBUS.longest_only
OG0006311	LOC119657319|XP_037920107.1|HILL	LOC108605015|XP_017850071.1|DBUS
OG0006313	LOC119657522|XP_037920392.1|HILL	LOC108607170|XP_017853312.1|DBUS
OG0006314	LOC119657619|XP_037920550.1|HILL	LOC117134896|XP_033150168.1|DBUS
OG0006315	LOC119658594|XP_037921982.1|HILL	LOC108603825|XP_017848444.1|DBUS
OG0006316	LOC119658115|XP_037921310.1|HILL	LOC108594963|XP_017835586.1|DBUS
OG0006317	LOC119657569|XP_037920457.1|HILL	LOC108607089|XP_017853201.1|DBUS
OG0006318	LOC119656713|XP_037919160.1|HILL	LOC108605257|XP_017850369.1|DBUS
OG0006319	LOC119656573|XP_037918888.1|HILL	LOC108595126|XP_017835777.1|DBUS
OG0006320	LOC119657375|XP_037920188.1|HILL	LOC108604959|XP_017850018.1|DBUS
OG0006321	LOC119658231|XP_037921436.1|HILL	LOC108605885|XP_017851187.1|DBUS
OG0006322	LOC119657426|XP_037920256.1|HILL	LOC108605100|XP_033150369.1|DBUS
OG0006323	LOC119658021|XP_037921178.1|HILL	LOC108605878|XP_017851180.1|DBUS
OG0006324	LOC119657267|XP_037920027.1|HILL	LOC108606333|XP_017851846.1|DBUS
OG0006325	LOC119660418|XP_037924893.1|HILL	LOC108601654|XP_017845043.1|DBUS
OG0006326	LOC119657446|XP_037920285.1|HILL	LOC108599036|XP_017841305.1|DBUS
OG0006327	LOC119646562|XP_037902969.1|HILL	LOC108602173|XP_017845698.1|DBUS
OG0006328	LOC119653087|XP_037913509.1|HILL	LOC108602908|XP_017846706.1|DBUS
OG0006329	LOC119658055|XP_037921228.1|HILL	LOC108606640|XP_017852425.1|DBUS
OG0006330	LOC119659277|XP_037923213.1|HILL	LOC108604158|XP_017848972.1|DBUS
OG0006331	LOC119657901|XP_037920985.1|HILL	LOC108607093|XP_017853207.1|DBUS
OG0006332	LOC119658073|XP_037921260.1|HILL	LOC108605822|XP_017851117.1|DBUS
OG0006333	LOC119656742|XP_037919224.1|HILL	LOC108605599|XP_017850864.1|DBUS
OG0006334	LOC119658025|XP_037921185.1|HILL	LOC108605172|XP_017850246.1|DBUS
OG0006335	LOC119657232|XP_037919976.1|HILL	LOC108604738|XP_017849809.1|DBUS
OG0006336	LOC119657754|XP_037920736.1|HILL	LOC108606225|XP_017851612.1|DBUS
OG0006337	LOC119656748|XP_037919235.1|HILL	LOC108606563|XP_017852269.1|DBUS
OG0006338	LOC119651427|XP_037910952.1|HILL	LOC108602382|XP_017845982.1|DBUS
OG0006339	LOC119658408|XP_037921727.1|HILL	LOC108606368|XP_017851905.1|DBUS
OG0006340	LOC119657002|XP_037919668.1|HILL	LOC108605496|XP_017850730.1|DBUS
OG0006341	LOC119656752|XP_037919243.1|HILL	LOC108606470|XP_017852087.1|DBUS
OG0006342	LOC119657246|XP_037919989.1|HILL	LOC108607245|XP_017853416.2|DBUS
OG0006343	LOC119658371|XP_037921660.1|HILL	LOC108605846|XP_017851143.1|DBUS
OG0006344	LOC119658428|XP_037921755.1|HILL	LOC108607063|XP_017853166.1|DBUS
OG0006345	LOC119652963|XP_037913287.1|HILL	LOC108603134|XP_017847143.1|DBUS
OG0006346	LOC119652410|XP_037912450.1|HILL	LOC108604500|XP_017849485.1|DBUS
OG0006347	LOC119650662|XP_037909530.1|HILL	LOC108603844|XP_017848482.1|DBUS
OG0006348	LOC119658012|XP_037921166.1|HILL	LOC108605559|XP_017850813.1|DBUS
OG0006349	LOC119657965|XP_037921097.1|HILL	LOC108606809|XP_017852767.2|DBUS, LOC108606864|XP_033150460.1|DBUS
OG0006350	LOC119652628|XP_037912803.1|HILL	LOC108603031|XP_017846935.1|DBUS
OG0006351	LOC119656588|XP_037918924.1|HILL	LOC108607189|XP_017853337.1|DBUS
OG0006352	LOC119657388|XP_037920201.1|HILL	LOC108596099|XP_017837008.1|DBUS
OG0006353	LOC119657917|XP_037921031.1|HILL	LOC108602114|XP_017845628.1|DBUS
OG0006354	LOC119658842|XP_037922516.1|HILL	LOC108604237|XP_017849099.1|DBUS
OG0006355	LOC119656764|XP_037919270.1|HILL	LOC108607205|XP_017853359.1|DBUS
OG0006356	LOC119657845|XP_037920895.1|HILL	LOC108605285|XP_017850422.1|DBUS
OG0006357	LOC119656937|XP_037919564.1|HILL	LOC108605201|XP_017850289.1|DBUS
OG0006358	LOC119657982|XP_037921123.1|HILL	LOC108599642|XP_017842106.1|DBUS
OG0006359	LOC119658265|XP_037921485.1|HILL	LOC108603041|XP_017846949.1|DBUS
OG0006360	LOC119657256|XP_037920012.1|HILL	LOC108605800|XP_017851092.1|DBUS
OG0006361	LOC119656011|XP_037918187.1|HILL	LOC108602212|XP_017845748.1|DBUS
OG0006362	LOC119656952|XP_037919595.1|HILL	LOC108607102|XP_017853217.1|DBUS
OG0006363	LOC119657147|XP_037919852.1|HILL	LOC108606729|XP_017852608.1|DBUS
OG0006364	LOC119657227|XP_037919968.1|HILL	LOC108608122|XP_017854844.2|DBUS
OG0006365	LOC119658344|XP_037921618.1|HILL	LOC108606898|XP_017852915.2|DBUS
OG0006366	LOC119658346|XP_037921627.1|HILL	LOC108605969|XP_017851280.1|DBUS
OG0006367	LOC119658283|XP_037921501.1|HILL	LOC108605361|XP_017850519.1|DBUS
OG0006368	LOC119657275|XP_037920042.1|HILL	LOC108602286|XP_017845852.1|DBUS
OG0006369	LOC119657652|XP_037920593.1|HILL	LOC108602279|XP_017845825.1|DBUS
OG0006370	LOC119657914|XP_037921028.1|HILL	LOC108605584|XP_017850844.1|DBUS
OG0006371	LOC119658014|XP_037921171.1|HILL	LOC108602068|XP_017845576.1|DBUS
OG0006372	LOC119657756|XP_037920739.1|HILL	LOC108604628|XP_017849666.1|DBUS
OG0006373	LOC119657811|XP_037920841.1|HILL	LOC108605819|XP_017851113.1|DBUS
OG0006374	LOC119657542|XP_037920412.1|HILL	LOC108607117|XP_017853239.1|DBUS
OG0006375	LOC119657712|XP_037920679.1|HILL	LOC108606929|XP_017852968.1|DBUS
OG0006376	LOC119656835|XP_037919413.1|HILL	LOC108606637|XP_017852422.1|DBUS
OG0006377	LOC119656519|XP_037918791.1|HILL	LOC108605521|XP_017850760.1|DBUS
OG0006378	LOC119651412|XP_037910933.1|HILL	LOC108603037|XP_017846944.1|DBUS
OG0006379	LOC119658386|XP_037921681.1|HILL	LOC108606044|XP_017851380.1|DBUS
OG0006380	LOC119656870|XP_037919456.1|HILL	LOC108605228|XP_017850327.1|DBUS
OG0006381	LOC119656826|XP_037919399.1|HILL	LOC108606516|XP_017852175.1|DBUS
OG0006382	LOC119657587|XP_037920495.1|HILL	LOC108606720|XP_017852591.1|DBUS
OG0006383	LOC119656756|XP_037919250.1|HILL	LOC108606565|XP_017852271.1|DBUS
OG0006384	LOC119658520|XP_037921924.1|HILL	LOC108606921|XP_017852952.1|DBUS
OG0006385	LOC119651541|XP_037911100.1|HILL	LOC108604016|XP_017848749.1|DBUS
OG0006386	LOC119651430|XP_037910955.1|HILL	LOC108607832|XP_017854380.1|DBUS
OG0006387	LOC119656953|XP_037919599.1|HILL	LOC108602306|XP_017845879.1|DBUS
OG0006388	LOC119656483|XP_037918735.1|HILL	LOC108605131|XP_017850183.1|DBUS
OG0006389	LOC119656484|XP_037918736.1|HILL	LOC108604922|XP_017849980.1|DBUS
OG0006390	LOC119657832|XP_037920877.1|HILL	LOC108602239|XP_017845775.1|DBUS
OG0006391	LOC119652428|XP_037912480.1|HILL	LOC108604400|XP_017849349.1|DBUS
OG0006392	LOC119659212|XP_037923112.1|HILL	LOC108607062|XP_017853165.1|DBUS
OG0006393	LOC119657229|XP_037919969.1|HILL	LOC108607773|XP_017854292.1|DBUS
OG0006394	LOC119652357|XP_037912368.1|HILL	LOC108603953|XP_017848635.1|DBUS
OG0006395	LOC119657625|XP_037920556.1|HILL	LOC108604151|XP_017848954.1|DBUS
OG0006396	LOC119655705|XP_037917650.1|HILL	LOC108605355|XP_017850513.1|DBUS
OG0006397	LOC119657447|XP_037920286.1|HILL	LOC108607247|XP_017853418.1|DBUS
OG0006398	LOC119657281|XP_037920053.1|HILL	LOC108605218|XP_017850315.1|DBUS
OG0006399	LOC119656674|XP_037919086.1|HILL	LOC108606437|XP_017852038.1|DBUS
OG0006400	LOC119656672|XP_037919083.1|HILL	LOC108606434|XP_017852035.1|DBUS
OG0006401	LOC119649334|XP_037907366.1|HILL	LOC108599264|XP_017841549.2|DBUS
OG0006402	LOC119656578|XP_037918896.1|HILL	LOC108602798|XP_017846509.1|DBUS
OG0006403	LOC119650975|XP_037910166.1|HILL	LOC108601470|XP_017844858.1|DBUS
OG0006404	LOC119650854|XP_037909932.1|HILL	LOC108603216|XP_017847300.1|DBUS
OG0006405	LOC119648583|XP_037906282.1|HILL	LOC108600936|XP_017844262.1|DBUS
OG0006406	LOC119659855|XP_037924088.1|HILL	LOC108601885|XP_017845348.1|DBUS
OG0006407	LOC119657038|XP_037919720.1|HILL	LOC108607020|XP_017853094.1|DBUS
OG0006408	LOC119657109|XP_037919796.1|HILL	LOC108605719|XP_017851001.1|DBUS
OG0006409	LOC119652401|XP_037912436.1|HILL	LOC108605731|XP_017851015.1|DBUS
OG0006410	LOC119654552|XP_037915930.1|HILL	LOC108605703|XP_017850984.1|DBUS
OG0006411	LOC119657534|XP_037920405.1|HILL	LOC108605759|XP_017851050.1|DBUS
OG0006412	LOC119658457|XP_037921791.1|HILL, LOC119651742|XP_037911400.1|HILL	LOC108604583|XP_017849603.1|DBUS
OG0006413	LOC119652009|XP_037911868.1|HILL	LOC108604084|XP_017848848.1|DBUS
OG0006414	LOC119651144|XP_037910476.1|HILL, LOC119654915|XP_037916480.1|HILL	LOC108601939|XP_017845408.1|DBUS
OG0006415	LOC119658695|XP_037922211.1|HILL	LOC108606701|XP_017852565.2|DBUS
OG0006416	LOC119658446|XP_037921778.1|HILL	LOC108607236|XP_017853403.1|DBUS
OG0006417	LOC119656745|XP_037919232.1|HILL	LOC108598170|XP_017840278.1|DBUS
OG0006418	LOC119657371|XP_037920182.1|HILL	LOC108606686|XP_017852527.1|DBUS
OG0006419	LOC119651858|XP_037911590.1|HILL	LOC108601722|XP_017845128.1|DBUS
OG0006420	LOC119653187|XP_037913668.1|HILL	LOC108603345|XP_017847565.2|DBUS
OG0006421	LOC119660392|XP_037924854.1|HILL	LOC108599430|XP_017841638.2|DBUS
OG0006422	LOC119652522|XP_037912647.1|HILL	LOC108607939|XP_017854545.2|DBUS
OG0006423	LOC119657644|XP_037920578.1|HILL	LOC108603059|XP_017846985.1|DBUS
OG0006424	LOC119657179|XP_037919896.1|HILL	LOC108603062|XP_017846987.1|DBUS
OG0006425	LOC119657850|XP_037920901.1|HILL	LOC108603058|XP_017846984.1|DBUS
OG0006426	LOC119657851|XP_037920902.1|HILL	LOC108603057|XP_017846983.1|DBUS
OG0006427	LOC119658000|XP_037921148.1|HILL	LOC108601750|XP_017845163.1|DBUS
OG0006428	LOC119650999|XP_037910211.1|HILL	LOC108604131|XP_017848923.1|DBUS
OG0006429	LOC119658364|XP_037921653.1|HILL	LOC108603154|XP_033150045.1|DBUS
OG0006430	LOC119651177|XP_037910532.1|HILL	LOC108598409|XP_017840521.1|DBUS
OG0006431	LOC119651765|XP_037911433.1|HILL	LOC108604214|XP_017849068.1|DBUS
OG0006432	LOC119653072|XP_037913482.1|HILL	LOC108601349|XP_017844736.1|DBUS
OG0006433	LOC119651062|XP_037910322.1|HILL	LOC108603141|XP_017847167.1|DBUS
OG0006434	LOC119661257|XP_037926436.1|HILL	LOC108607829|XP_017854381.1|DBUS
OG0006435	LOC119650902|XP_037910011.1|HILL	LOC108603394|XP_017847660.1|DBUS
OG0006436	LOC119656487|XP_037918740.1|HILL	LOC108598543|XP_017840716.1|DBUS
OG0006437	LOC119656489|XP_037918742.1|HILL	LOC108606211|XP_017851577.1|DBUS
OG0006438	LOC119659349|XP_037923326.1|HILL	LOC108605734|XP_017851022.1|DBUS
OG0006439	LOC119652371|XP_037912396.1|HILL	LOC108604143|XP_017848941.1|DBUS
OG0006440	LOC119651935|XP_037911703.1|HILL	LOC108604144|XP_017848942.1|DBUS
OG0006442	LOC119660894|XP_037925754.1|HILL	LOC108601236|XP_017844624.1|DBUS
OG0006443	LOC119651314|XP_037910771.1|HILL	LOC108603370|XP_017847622.1|DBUS
OG0006444	LOC119650865|XP_037909954.1|HILL	LOC108604788|XP_017849876.1|DBUS
OG0006445	LOC119653064|XP_037913470.1|HILL	LOC108605841|XP_017851138.1|DBUS
OG0006446	LOC119652953|XP_037913274.1|HILL	LOC108601848|XP_017845284.1|DBUS
OG0006447	LOC119652434|XP_037912503.1|HILL	LOC108601901|XP_017845367.1|DBUS
OG0006448	LOC119651373|XP_037910876.1|HILL	LOC108601823|XP_017845249.1|DBUS
OG0006450	LOC119660754|XP_037925444.1|HILL	LOC108607883|XP_017854476.1|DBUS
OG0006451	LOC119657451|XP_037920291.1|HILL	LOC108606658|XP_017852471.1|DBUS
OG0006452	LOC119651074|XP_037910343.1|HILL	LOC108607863|XP_017854438.1|DBUS
OG0006453	LOC119652794|XP_037913045.1|HILL	LOC108600853|XP_017844143.1|DBUS
OG0006454	LOC119660990|XP_037926006.1|HILL	LOC108606621|XP_017852396.1|DBUS
OG0006455	LOC119652509|XP_037912627.1|HILL	LOC108603212|XP_017847289.1|DBUS
OG0006456	LOC119652382|XP_037912408.1|HILL	LOC108604643|XP_017849681.1|DBUS
OG0006457	LOC119657853|XP_037920904.1|HILL	LOC108601799|XP_017845223.1|DBUS
OG0006458	LOC119659604|XP_037923702.1|HILL	LOC108598343|XP_033150571.1|DBUS
OG0006459	LOC119651822|XP_037911541.1|HILL	LOC108604783|XP_017849869.1|DBUS
OG0006460	LOC119650568|XP_037909313.1|HILL	LOC108604647|XP_017849686.1|DBUS
OG0006461	LOC119651452|XP_037910986.1|HILL	LOC108603476|XP_017847807.1|DBUS
OG0006462	LOC119651828|XP_037911549.1|HILL	LOC108601331|XP_017844719.1|DBUS
OG0006463	LOC119651817|XP_037911535.1|HILL	LOC108602683|XP_017846314.1|DBUS
OG0006464	LOC119652779|XP_037913018.1|HILL	LOC108600847|XP_017844135.1|DBUS
OG0006465	LOC119654608|XP_037916006.1|HILL	LOC108606499|XP_017852153.1|DBUS
OG0006466	LOC119661145|XP_037926282.1|HILL	LOC108605679|XP_017850959.1|DBUS
OG0006467	LOC119658422|XP_037921745.1|HILL	LOC108604679|XP_017849724.1|DBUS
OG0006468	LOC119651507|XP_037911059.1|HILL	LOC108604176|XP_017849004.1|DBUS
OG0006469	LOC119648566|XP_037906265.1|HILL	LOC108605222|XP_017850320.1|DBUS
OG0006470	LOC119648863|XP_037906675.1|HILL	LOC108600885|XP_017844194.1|DBUS
OG0006471	LOC119651429|XP_037910954.1|HILL	LOC108603551|XP_033150104.1|DBUS
OG0006472	LOC119650981|XP_037910171.1|HILL	LOC108601851|XP_017845290.1|DBUS
OG0006473	LOC119651655|XP_037911266.1|HILL	LOC108599630|XP_017842087.1|DBUS
OG0006474	LOC119651839|XP_037911564.1|HILL	LOC108595538|XP_017836283.1|DBUS
OG0006475	LOC119652621|XP_037912793.1|HILL	LOC108602070|XP_017845579.1|DBUS
OG0006476	LOC119658009|XP_037921161.1|HILL	LOC108605111|XP_017850162.1|DBUS
OG0006477	LOC119657804|XP_037920827.1|HILL	LOC108600756|XP_017844007.1|DBUS
OG0006478	LOC119651264|XP_037910692.1|HILL	LOC108603021|XP_017846907.1|DBUS
OG0006479	LOC119653217|XP_037913717.1|HILL	LOC108603619|XP_017848060.1|DBUS
OG0006480	LOC119652619|XP_037912791.1|HILL	LOC108594680|XP_017835310.1|DBUS
OG0006481	LOC119657111|XP_037919798.1|HILL	LOC108594973|XP_017835595.1|DBUS, LOC108608559|XP_017855470.1|DBUS
OG0006482	LOC119652919|XP_037913234.1|HILL	LOC108604375|XP_017849318.1|DBUS
OG0006483	LOC119659278|XP_037923215.1|HILL	LOC108603853|XP_017848496.1|DBUS
OG0006484	LOC119659572|XP_037923654.1|HILL	LOC108603852|XP_017848494.1|DBUS
OG0006485	LOC119650887|XP_037909991.1|HILL	LOC108604455|XP_017849424.1|DBUS
OG0006486	LOC119659813|XP_037924022.1|HILL	LOC108602319|XP_017845892.1|DBUS
OG0006487	LOC119657932|XP_037921048.1|HILL	LOC108601803|XP_017845228.1|DBUS
OG0006488	LOC119658238|XP_037921443.1|HILL	LOC108599922|XP_017842618.1|DBUS
OG0006489	LOC119660606|XP_037925222.1|HILL	LOC108603293|XP_017847453.1|DBUS
OG0006490	LOC119651103|XP_037910388.1|HILL	LOC108603966|XP_017848658.1|DBUS
OG0006491	LOC119651712|XP_037911354.1|HILL	LOC108608359|XP_017855195.1|DBUS
OG0006492	LOC119653214|XP_037913712.1|HILL	LOC108604702|XP_017849751.1|DBUS
OG0006493	LOC119656486|XP_037918738.1|HILL	LOC108605261|XP_017850376.1|DBUS
OG0006494	LOC119656698|XP_037919131.1|HILL	LOC108606739|XP_017852623.1|DBUS
OG0006495	LOC119657028|XP_037919706.1|HILL	LOC108605575|XP_017850834.1|DBUS
OG0006496	LOC119651027|XP_037910267.1|HILL	LOC108604526|XP_017849526.1|DBUS
OG0006498	LOC119653040|XP_037913424.1|HILL	LOC108601778|XP_017845194.1|DBUS
OG0006499	LOC119657758|XP_037920742.1|HILL	LOC108603462|XP_017847784.1|DBUS
OG0006500	LOC119661012|XP_037926087.1|HILL	LOC108594485|XP_033149018.1|DBUS
OG0006501	LOC119656671|XP_037919082.1|HILL	LOC108603047|XP_017846955.1|DBUS
OG0006502	LOC119653085|XP_037913506.1|HILL	LOC108602075|XP_017845584.1|DBUS
OG0006503	LOC119651191|XP_037910557.1|HILL	LOC108604115|XP_017848888.1|DBUS
OG0006504	LOC119651519|XP_037911078.1|HILL	LOC108602297|XP_017845867.1|DBUS
OG0006505	LOC119657263|XP_037920022.1|HILL	LOC108603921|XP_017848602.1|DBUS
OG0006506	LOC119658062|XP_037921243.1|HILL	LOC108600875|XP_017844177.1|DBUS
OG0006507	LOC119660184|XP_037924523.1|HILL	LOC108601758|XP_017845171.2|DBUS
OG0006508	LOC119660356|XP_037924783.1|HILL	LOC108602473|XP_017846086.1|DBUS
OG0006509	LOC119658452|XP_037921787.1|HILL	LOC108605325|XP_017850483.1|DBUS
OG0006510	LOC119653249|XP_037913783.1|HILL	LOC117134730|XP_033149264.1|DBUS
OG0006512	LOC119653193|XP_037913681.1|HILL	LOC108601441|XP_017844828.1|DBUS
OG0006513	LOC119653075|XP_037913487.1|HILL	LOC108602877|XP_017846662.2|DBUS
OG0006514	LOC119652574|XP_037912716.1|HILL	LOC108604523|XP_017849521.1|DBUS
OG0006515	LOC119652573|XP_037912715.1|HILL	LOC108603018|XP_017846904.1|DBUS
OG0006516	LOC119651653|XP_037911264.1|HILL	LOC108601615|XP_017845003.1|DBUS
OG0006517	LOC119651985|XP_037911828.1|HILL	LOC108602273|XP_017845818.1|DBUS, LOC108601796|XP_017845221.1|DBUS
OG0006518	LOC119652349|XP_037912317.1|HILL	LOC108603137|XP_017847150.2|DBUS
OG0006519	LOC119652695|XP_037912900.1|HILL	LOC108601798|XP_017845222.1|DBUS
OG0006520	LOC119651182|XP_037910540.1|HILL	LOC108604142|XP_017848940.1|DBUS
OG0006521	LOC119652980|XP_037913317.1|HILL	LOC108602150|XP_017845672.1|DBUS
OG0006522	LOC119650619|XP_037909436.1|HILL	LOC108604772|XP_017849855.1|DBUS
OG0006523	LOC119653189|XP_037913674.1|HILL	LOC108602616|XP_017846243.1|DBUS
OG0006524	LOC119658312|XP_037921562.1|HILL	LOC108608467|XP_017855343.2|DBUS
OG0006525	LOC119657066|XP_037919747.1|HILL	LOC108606283|XP_017851752.1|DBUS
OG0006526	LOC119651732|XP_037911388.1|HILL	LOC108601457|XP_017844844.1|DBUS
OG0006527	LOC119651540|XP_037911099.1|HILL	LOC108603899|XP_017848564.1|DBUS
OG0006529	LOC119652404|XP_037912438.1|HILL	LOC108601458|XP_017844845.1|DBUS
OG0006530	LOC119652934|XP_037913252.1|HILL	LOC108601459|XP_017844846.2|DBUS
OG0006531	LOC119652436|XP_037912506.1|HILL	LOC108602731|XP_017846371.1|DBUS
OG0006532	LOC119653118|XP_037913570.1|HILL	LOC108602315|XP_017845888.1|DBUS
OG0006533	LOC119652743|XP_037912970.1|HILL	LOC108595324|XP_017836032.1|DBUS
OG0006534	LOC119651146|XP_037910478.1|HILL	LOC108603727|XP_017848259.1|DBUS
OG0006535	LOC119650683|XP_037909571.1|HILL	LOC108604058|XP_017848810.1|DBUS
OG0006536	LOC119651773|XP_037911455.1|HILL	LOC108602342|XP_017845926.1|DBUS
OG0006537	LOC119651281|XP_037910718.1|HILL	LOC108602435|XP_017846045.1|DBUS
OG0006538	LOC119652334|XP_037912274.1|HILL	LOC108603283|XP_017847434.1|DBUS
OG0006539	LOC119651829|XP_037911550.1|HILL	LOC108603534|XP_033150099.1|DBUS
OG0006540	LOC119652783|XP_037913026.1|HILL	LOC108604700|XP_017849750.1|DBUS
OG0006541	LOC119651498|XP_037911043.1|HILL	LOC108603615|XP_017848054.1|DBUS
OG0006542	LOC119651499|XP_037911044.1|HILL	LOC108603617|XP_017848055.1|DBUS
OG0006543	LOC119650745|XP_037909746.1|HILL	LOC108604009|XP_017848740.1|DBUS
OG0006544	LOC119659523|XP_037923587.1|HILL	LOC108603488|XP_017847829.1|DBUS
OG0006545	LOC119651305|XP_037910760.1|HILL	LOC108606136|XP_017851478.1|DBUS
OG0006546	LOC119652898|XP_037913199.1|HILL	LOC108601810|XP_017845235.1|DBUS
OG0006547	LOC119652369|XP_037912390.1|HILL	LOC108603324|XP_017847534.1|DBUS
OG0006548	LOC119657121|XP_037919813.1|HILL	LOC108602646|XP_017846281.1|DBUS
OG0006549	LOC119660221|XP_037924587.1|HILL	LOC108604691|XP_017849737.1|DBUS
OG0006550	LOC119654118|XP_037915209.1|HILL, LOC119659972|XP_037924262.1|HILL	LOC108602403|XP_017846003.1|DBUS
OG0006551	LOC119656782|XP_037919295.1|HILL	LOC108605321|XP_017850480.1|DBUS
OG0006552	LOC119657003|XP_037919669.1|HILL	LOC108607099|XP_017853212.1|DBUS
OG0006553	LOC119652849|XP_037913129.1|HILL	LOC108602468|XP_017846080.1|DBUS
OG0006554	LOC119652536|XP_037912665.1|HILL	LOC108603013|XP_017846898.1|DBUS
OG0006555	LOC119651458|XP_037910992.1|HILL	LOC108604388|XP_017849334.1|DBUS
OG0006557	LOC119660277|XP_037924675.1|HILL	LOC108603816|XP_017848433.1|DBUS
OG0006558	LOC119646603|XP_037903027.1|HILL	LOC108604032|XP_017848773.1|DBUS
OG0006559	LOC119652796|XP_037913046.1|HILL	LOC108601787|XP_017845202.1|DBUS
OG0006560	LOC119651149|XP_037910482.1|HILL	LOC108603127|XP_017847134.1|DBUS
OG0006561	LOC119651148|XP_037910481.1|HILL	LOC108603126|XP_017847133.1|DBUS
OG0006562	LOC119652452|XP_037912525.1|HILL	LOC108604361|XP_017849291.2|DBUS
OG0006563	LOC119652630|XP_037912805.1|HILL	LOC108602950|XP_017846788.1|DBUS
OG0006564	LOC119652651|XP_037912828.1|HILL	LOC108602245|XP_017845784.1|DBUS
OG0006565	LOC119652367|XP_037912387.1|HILL	LOC108601360|XP_017844749.1|DBUS
OG0006566	LOC119651112|XP_037910407.1|HILL	LOC108603529|XP_017847912.1|DBUS
OG0006567	LOC119656536|XP_037918810.1|HILL	LOC108602183|XP_017845711.1|DBUS
OG0006568	LOC119656537|XP_037918811.1|HILL	LOC108603802|XP_033149828.1|DBUS
OG0006569	LOC119658819|XP_037922471.1|HILL	LOC108598954|XP_017841214.1|DBUS
OG0006570	LOC119658841|XP_037922514.1|HILL	LOC108604258|XP_017849140.1|DBUS
OG0006571	LOC119651702|XP_037911343.1|HILL	LOC108602841|XP_017846581.1|DBUS
OG0006572	LOC119656551|XP_037918845.1|HILL	LOC108602026|XP_017845517.1|DBUS
OG0006573	LOC119652575|XP_037912717.1|HILL	LOC108604687|XP_017849732.1|DBUS
OG0006574	LOC119651224|XP_037910616.1|HILL	LOC108604503|XP_017849488.1|DBUS
OG0006575	LOC119657045|XP_037919727.1|HILL	LOC108602999|XP_017846883.1|DBUS
OG0006576	LOC119657999|XP_037921147.1|HILL	LOC108603997|XP_017848720.1|DBUS
OG0006577	LOC119651460|XP_037910994.1|HILL	LOC108604454|XP_017849423.1|DBUS
OG0006578	LOC119652253|XP_037912162.1|HILL	LOC108603995|XP_017848717.1|DBUS
OG0006579	LOC119656902|XP_037919514.1|HILL	LOC108597687|XP_017839854.2|DBUS
OG0006580	LOC119657922|XP_037921037.1|HILL	LOC108604218|XP_017849072.1|DBUS
OG0006581	LOC119660486|XP_037925003.1|HILL	LOC108601937|XP_017845403.1|DBUS
OG0006582	LOC119659834|XP_037924058.1|HILL	LOC108604282|XP_017849174.1|DBUS
OG0006583	LOC119651628|XP_037911217.1|HILL	LOC108604422|XP_017849377.1|DBUS
OG0006585	LOC119657783|XP_037920786.1|HILL, LOC119657785|XP_037920787.1|HILL	LOC108607179|XP_017853327.1|DBUS
OG0006586	LOC119652220|XP_037912090.1|HILL	LOC108604610|XP_017849638.1|DBUS
OG0006587	LOC119652217|XP_037912087.1|HILL	LOC108604608|XP_017849636.1|DBUS
OG0006588	LOC119653122|XP_037913576.1|HILL	LOC108604288|XP_017849188.1|DBUS
OG0006589	LOC119653155|XP_037913623.1|HILL	LOC108601543|XP_033150091.1|DBUS
OG0006590	LOC119653132|XP_037913589.1|HILL	LOC108601653|XP_017845042.1|DBUS
OG0006591	LOC119648435|XP_037906118.1|HILL	LOC108600152|XP_017843036.2|DBUS
OG0006592	LOC119652647|XP_037912824.1|HILL	LOC108604562|XP_017849580.1|DBUS
OG0006593	LOC119652646|XP_037912822.1|HILL	LOC108604560|XP_017849577.1|DBUS
OG0006594	LOC119648050|XP_037905441.1|HILL	LOC108598905|XP_017841157.2|DBUS
OG0006595	LOC119658874|XP_037922572.1|HILL	LOC108596663|XP_033149251.1|DBUS
OG0006596	LOC119659414|XP_037923416.1|HILL	LOC108596557|XP_017837943.1|DBUS
OG0006597	LOC119648678|XP_037906399.1|HILL	LOC108599834|XP_017842431.1|DBUS
OG0006598	LOC119649983|XP_037908353.1|HILL	LOC117134993|XP_033150598.1|DBUS
OG0006599	LOC119647869|XP_037905067.1|HILL	LOC108600362|XP_017843383.1|DBUS
OG0006600	LOC119650219|XP_037908721.1|HILL	LOC108600468|XP_017843557.1|DBUS
OG0006601	LOC119647715|XP_037904735.1|HILL	LOC108599500|XP_017841856.1|DBUS
OG0006602	LOC119647716|XP_037904736.1|HILL	LOC108599501|XP_017841857.1|DBUS
OG0006603	LOC119649936|XP_037908284.1|HILL	LOC108598013|XP_017840117.1|DBUS
OG0006604	LOC119648393|XP_037906059.1|HILL	LOC108599057|XP_017841326.1|DBUS
OG0006605	LOC119657847|XP_037920897.1|HILL	LOC108605803|XP_017851098.1|DBUS
OG0006606	LOC119648454|XP_037906139.1|HILL	LOC108597975|XP_017840080.1|DBUS
OG0006607	LOC119647644|XP_037904634.1|HILL	LOC108600636|XP_033149380.1|DBUS
OG0006608	LOC119648457|XP_037906142.1|HILL	LOC108604624|XP_017849661.1|DBUS
OG0006609	LOC119648766|XP_037906523.1|HILL	LOC108603593|XP_017848023.1|DBUS
OG0006610	LOC119647929|XP_037905190.1|HILL	LOC108600617|XP_017843783.1|DBUS
OG0006611	LOC119648127|XP_037905576.1|HILL	LOC108601094|XP_017844493.1|DBUS
