Orthogroup	CCAP.longest_only	HILL.longest_only
OG0008759	CCAP1982_LOCUS8539|CAD7000035.1|CCAP, CCAP1982_LOCUS8540|CAD7000036.1|CCAP	LOC119661245|XP_037926411.1|HILL
OG0008765	CCAP1982_LOCUS21954|CAD7013942.1|CCAP	LOC119647084|XP_037903773.1|HILL
OG0008766	CCAP1982_LOCUS23200|CAD7015251.1|CCAP	LOC119646230|XP_037902548.1|HILL
OG0008770	CCAP1982_LOCUS21615|CAD7013557.1|CCAP	LOC119661763|XP_037927161.1|HILL
OG0008773	CCAP1982_LOCUS19409|CAD7011303.1|CCAP	LOC119646200|XP_037902511.1|HILL
OG0008774	CCAP1982_LOCUS19458|CAD7011355.1|CCAP, CCAP1982_LOCUS19456|CAD7011353.1|CCAP, CCAP1982_LOCUS19457|CAD7011354.1|CCAP	LOC119655518|XP_037917356.1|HILL
OG0008777	CCAP1982_LOCUS20433|CAD7012339.1|CCAP, CCAP1982_LOCUS20434|CAD7012340.1|CCAP, CCAP1982_LOCUS20435|CAD7012341.1|CCAP	LOC119653606|XP_037914294.1|HILL
OG0008782	CCAP1982_LOCUS12075|CAD7003636.1|CCAP	LOC119648896|XP_037906723.1|HILL
OG0008783	CCAP1982_LOCUS12958|CAD7004562.1|CCAP	LOC119649405|XP_037907468.1|HILL, LOC119658910|XP_037922647.1|HILL
OG0008784	CCAP1982_LOCUS14038|CAD7005686.1|CCAP	LOC119648371|XP_037906026.1|HILL
OG0008811	CCAP1982_LOCUS2036|CAD6993217.1|CCAP	LOC119652683|XP_037912885.1|HILL
OG0008814	CCAP1982_LOCUS7259|CAD6998702.1|CCAP	LOC119646576|XP_037902997.1|HILL
OG0008820	CCAP1982_LOCUS5750|CAD6997098.1|CCAP	LOC119651683|XP_037911310.1|HILL
OG0008824	CCAP1982_LOCUS22196|CAD7014191.1|CCAP	LOC119653399|XP_037913891.1|HILL
OG0008827	CCAP1982_LOCUS5873|CAD6997239.1|CCAP, CCAP1982_LOCUS5875|CAD6997241.1|CCAP	LOC119656264|XP_037918613.1|HILL, LOC119655632|XP_037917530.1|HILL, LOC119650279|XP_037908837.1|HILL, LOC119654791|XP_037916268.1|HILL
OG0008836	CCAP1982_LOCUS22544|CAD7014543.1|CCAP	LOC119647253|XP_037904059.1|HILL
OG0008838	CCAP1982_LOCUS7720|CAD6999183.1|CCAP	LOC119647489|XP_037904376.1|HILL
OG0008839	CCAP1982_LOCUS20062|CAD7011951.1|CCAP	LOC119654967|XP_037916555.1|HILL
OG0008841	CCAP1982_LOCUS12504|CAD7004081.1|CCAP	LOC119649018|XP_037906899.1|HILL
OG0008843	CCAP1982_LOCUS14974|CAD7006672.1|CCAP	LOC119649087|XP_037907017.1|HILL
OG0008845	CCAP1982_LOCUS8635|CAD7000142.1|CCAP	LOC119661334|XP_037926564.1|HILL
OG0008848	CCAP1982_LOCUS21393|CAD7013323.1|CCAP	LOC119661193|XP_037926343.1|HILL
OG0008854	CCAP1982_LOCUS9420|CAD7000947.1|CCAP	LOC119660814|XP_037925583.1|HILL
OG0008856	CCAP1982_LOCUS10194|CAD7001704.1|CCAP	LOC119660757|XP_037925446.1|HILL
OG0008857	CCAP1982_LOCUS12355|CAD7003933.1|CCAP	LOC119647684|XP_037904693.1|HILL
OG0008858	CCAP1982_LOCUS11044|CAD7002555.1|CCAP	LOC119647867|XP_037905065.1|HILL
OG0008859	CCAP1982_LOCUS11266|CAD7002796.1|CCAP, CCAP1982_LOCUS11267|CAD7002797.1|CCAP	LOC119648271|XP_037905854.1|HILL
OG0008861	CCAP1982_LOCUS19444|CAD7011339.1|CCAP	LOC119657118|XP_037919809.1|HILL
OG0008862	CCAP1982_LOCUS4205|CAD6995490.1|CCAP	LOC119659261|XP_037923181.1|HILL
OG0008866	CCAP1982_LOCUS6672|CAD6998056.1|CCAP	LOC119655429|XP_037917252.1|HILL
OG0008869	CCAP1982_LOCUS14637|CAD7006315.1|CCAP	LOC119648431|XP_037906113.1|HILL
OG0008870	CCAP1982_LOCUS14603|CAD7006280.1|CCAP	LOC119649996|XP_037908385.1|HILL
OG0008871	CCAP1982_LOCUS14487|CAD7006160.1|CCAP	LOC119649205|XP_037907186.1|HILL
OG0008872	CCAP1982_LOCUS6870|CAD6998261.1|CCAP	LOC119646954|XP_037903578.1|HILL
OG0008875	CCAP1982_LOCUS21585|CAD7013525.1|CCAP	LOC119660608|XP_037925232.1|HILL
OG0008876	CCAP1982_LOCUS10392|CAD7001905.1|CCAP	LOC119660895|XP_037925755.1|HILL
OG0008877	CCAP1982_LOCUS14436|CAD7006104.1|CCAP	LOC119648262|XP_037905841.1|HILL
OG0008878	CCAP1982_LOCUS7850|CAD6999323.1|CCAP	LOC119647885|XP_037905110.1|HILL
OG0008881	CCAP1982_LOCUS19739|CAD7011653.1|CCAP	LOC119647216|XP_037903972.1|HILL
OG0008883	CCAP1982_LOCUS4530|CAD6995828.1|CCAP	LOC119658801|XP_037922449.1|HILL
OG0008884	CCAP1982_LOCUS4838|CAD6996145.1|CCAP, CCAP1982_LOCUS4837|CAD6996144.1|CCAP	LOC119660387|XP_037924839.1|HILL
OG0008885	CCAP1982_LOCUS5772|CAD6997126.1|CCAP	LOC119650933|XP_037910090.1|HILL
OG0008886	CCAP1982_LOCUS20331|CAD7012234.1|CCAP	LOC119655445|XP_037917267.1|HILL
OG0008887	CCAP1982_LOCUS21718|CAD7013676.1|CCAP	LOC119659660|XP_037923801.1|HILL
OG0008889	CCAP1982_LOCUS19841|CAD7011727.1|CCAP	LOC119660979|XP_037925990.1|HILL
OG0008891	CCAP1982_LOCUS12910|CAD7004511.1|CCAP	LOC119647408|XP_037904212.1|HILL
OG0008892	CCAP1982_LOCUS22399|CAD7014407.1|CCAP	LOC119660794|XP_037925536.1|HILL
OG0008893	CCAP1982_LOCUS13223|CAD7004834.1|CCAP	LOC119659288|XP_037923229.1|HILL
OG0008894	CCAP1982_LOCUS3282|CAD6994539.1|CCAP	LOC119652063|XP_037911928.1|HILL
OG0008894	CCAP1982_LOCUS3280|CAD6994537.1|CCAP	LOC119652791|XP_037913033.1|HILL
OG0008895	CCAP1982_LOCUS520|CAD6991603.1|CCAP	LOC119659336|XP_037923306.1|HILL
OG0008897	CCAP1982_LOCUS740|CAD6991841.1|CCAP	LOC119660513|XP_037925057.1|HILL
OG0008898	CCAP1982_LOCUS19439|CAD7011334.1|CCAP	LOC119653683|XP_037914472.1|HILL
OG0008899	CCAP1982_LOCUS8803|CAD7000318.1|CCAP, CCAP1982_LOCUS8802|CAD7000317.1|CCAP	LOC119656195|XP_037918495.1|HILL
OG0008900	CCAP1982_LOCUS6726|CAD6998112.1|CCAP	LOC119651674|XP_037911294.1|HILL
OG0008901	CCAP1982_LOCUS11548|CAD7003085.1|CCAP	LOC119649002|XP_037906872.1|HILL
OG0008902	CCAP1982_LOCUS10029|CAD7001533.1|CCAP	LOC119660885|XP_037925731.1|HILL
OG0008903	CCAP1982_LOCUS7300|CAD6998746.1|CCAP	LOC119652361|XP_037912376.1|HILL, LOC119659524|XP_037923588.1|HILL
OG0008904	CCAP1982_LOCUS23071|CAD7015121.1|CCAP	LOC119660474|XP_037924992.1|HILL
OG0008905	CCAP1982_LOCUS10031|CAD7001535.1|CCAP	LOC119660991|XP_037926007.1|HILL
OG0008906	CCAP1982_LOCUS12106|CAD7003668.1|CCAP, CCAP1982_LOCUS12107|CAD7003669.1|CCAP	LOC119649724|XP_037907932.1|HILL
OG0008908	CCAP1982_LOCUS4378|CAD6995671.1|CCAP, CCAP1982_LOCUS4376|CAD6995669.1|CCAP, CCAP1982_LOCUS4377|CAD6995670.1|CCAP	LOC119659189|XP_037923077.1|HILL
OG0008909	CCAP1982_LOCUS1393|CAD6992545.1|CCAP	LOC119657223|XP_037919962.1|HILL
OG0008910	CCAP1982_LOCUS1337|CAD6992485.1|CCAP, CCAP1982_LOCUS1332|CAD6992480.1|CCAP	LOC119659166|XP_037923045.1|HILL
OG0008913	CCAP1982_LOCUS2840|CAD6994069.1|CCAP	LOC119650939|XP_037910097.1|HILL
OG0008914	CCAP1982_LOCUS2760|CAD6993977.1|CCAP	LOC119657618|XP_037920549.1|HILL
OG0008915	CCAP1982_LOCUS3581|CAD6994846.1|CCAP	LOC119652900|XP_037913201.1|HILL
OG0008917	CCAP1982_LOCUS8136|CAD6999613.1|CCAP, CCAP1982_LOCUS8138|CAD6999615.1|CCAP	LOC119660762|XP_037925456.1|HILL
OG0008920	CCAP1982_LOCUS7759|CAD6999225.1|CCAP, CCAP1982_LOCUS7760|CAD6999226.1|CCAP	LOC119650299|XP_037908865.1|HILL, LOC119648363|XP_037906015.1|HILL
OG0008923	CCAP1982_LOCUS21920|CAD7013907.1|CCAP	LOC119659201|XP_037923097.1|HILL
OG0008925	CCAP1982_LOCUS23261|CAD7015316.1|CCAP	LOC119649709|XP_037907910.1|HILL, LOC119649710|XP_037907911.1|HILL
OG0008931	CCAP1982_LOCUS22283|CAD7014280.1|CCAP	LOC119647158|XP_037903893.1|HILL
OG0008933	CCAP1982_LOCUS21287|CAD7013216.1|CCAP	LOC119658928|XP_037922689.1|HILL, LOC119660460|XP_037924953.1|HILL
OG0008935	CCAP1982_LOCUS21498|CAD7013433.1|CCAP, CCAP1982_LOCUS21497|CAD7013432.1|CCAP	LOC119648742|XP_037906489.1|HILL
OG0008936	CCAP1982_LOCUS19449|CAD7011346.1|CCAP	LOC119655807|XP_037917835.1|HILL
OG0008938	CCAP1982_LOCUS20561|CAD7012484.1|CCAP	LOC119655926|XP_037918025.1|HILL
OG0008938	CCAP1982_LOCUS20565|CAD7012488.1|CCAP	LOC119655927|XP_037918026.1|HILL
OG0008939	CCAP1982_LOCUS20782|CAD7012675.1|CCAP	LOC119654889|XP_037916433.1|HILL
OG0008940	CCAP1982_LOCUS21046|CAD7012952.1|CCAP	LOC119655215|XP_037916919.1|HILL
OG0008946	CCAP1982_LOCUS19692|CAD7011603.1|CCAP	LOC119656176|XP_037918450.1|HILL, LOC119655163|XP_037916839.1|HILL
OG0008950	CCAP1982_LOCUS12886|CAD7004481.1|CCAP	LOC119656087|XP_037918318.1|HILL
OG0008956	CCAP1982_LOCUS14575|CAD7006249.1|CCAP	LOC119648667|XP_037906383.1|HILL
OG0008958	CCAP1982_LOCUS13525|CAD7005164.1|CCAP	LOC119647560|XP_037904481.1|HILL, LOC119649217|XP_037907204.1|HILL
OG0008960	CCAP1982_LOCUS13422|CAD7005052.1|CCAP	LOC119650357|XP_037908967.1|HILL
OG0008986	CCAP1982_LOCUS5702|CAD6997047.1|CCAP	LOC119652384|XP_037912412.1|HILL
OG0008991	CCAP1982_LOCUS4200|CAD6995485.1|CCAP	LOC119659421|XP_037923423.1|HILL
OG0008992	CCAP1982_LOCUS3524|CAD6994793.1|CCAP	LOC119651091|XP_037910372.1|HILL
OG0008994	CCAP1982_LOCUS6730|CAD6998118.1|CCAP	LOC119646475|XP_037902857.1|HILL
OG0009005	CCAP1982_LOCUS8449|CAD6999940.1|CCAP	LOC119646720|XP_037903227.1|HILL
OG0009008	CCAP1982_LOCUS93|CAD6991153.1|CCAP	LOC119658631|XP_037922073.1|HILL
OG0009009	CCAP1982_LOCUS12773|CAD7004361.1|CCAP	LOC119647859|XP_037905055.1|HILL
OG0009010	CCAP1982_LOCUS14898|CAD7006587.1|CCAP	LOC119660924|XP_037925831.1|HILL
OG0009011	CCAP1982_LOCUS12729|CAD7004309.1|CCAP	LOC119647672|XP_037904678.1|HILL
OG0009014	CCAP1982_LOCUS13336|CAD7004957.1|CCAP	LOC119648214|XP_037905750.1|HILL
OG0009015	CCAP1982_LOCUS12356|CAD7003934.1|CCAP	LOC119649114|XP_037907042.1|HILL
OG0009016	CCAP1982_LOCUS10869|CAD7002375.1|CCAP	LOC119648779|XP_037906542.1|HILL
OG0009017	CCAP1982_LOCUS5361|CAD6996677.1|CCAP	LOC119660980|XP_037925991.1|HILL
OG0009018	CCAP1982_LOCUS10355|CAD7001867.1|CCAP, CCAP1982_LOCUS10357|CAD7001869.1|CCAP	LOC119660751|XP_037925433.1|HILL
OG0009019	CCAP1982_LOCUS10619|CAD7002131.1|CCAP	LOC119660915|XP_037925803.1|HILL
OG0009020	CCAP1982_LOCUS2828|CAD6994056.1|CCAP	LOC119652893|XP_037913192.1|HILL
OG0009021	CCAP1982_LOCUS4666|CAD6995955.1|CCAP	LOC119659673|XP_037923826.1|HILL
OG0009022	CCAP1982_LOCUS1965|CAD6993139.1|CCAP	LOC119651964|XP_037911754.1|HILL
OG0009023	CCAP1982_LOCUS3398|CAD6994663.1|CCAP	LOC119651425|XP_037910949.1|HILL
OG0009024	CCAP1982_LOCUS2458|CAD6993649.1|CCAP	LOC119652872|XP_037913159.1|HILL
OG0009026	CCAP1982_LOCUS20439|CAD7012345.1|CCAP	LOC119652265|XP_037912178.1|HILL
OG0009027	CCAP1982_LOCUS21777|CAD7013746.1|CCAP	LOC119648510|XP_037906209.1|HILL
OG0009028	CCAP1982_LOCUS11381|CAD7002914.1|CCAP	LOC119650895|XP_037910002.1|HILL
OG0009029	CCAP1982_LOCUS5388|CAD6996704.1|CCAP	LOC119651215|XP_037910596.1|HILL
OG0009030	CCAP1982_LOCUS7038|CAD6998438.1|CCAP	LOC119646599|XP_037903020.1|HILL
OG0009031	CCAP1982_LOCUS4387|CAD6995680.1|CCAP	LOC119658678|XP_037922169.1|HILL
OG0009032	CCAP1982_LOCUS4386|CAD6995679.1|CCAP	LOC119659904|XP_037924157.1|HILL
OG0009033	CCAP1982_LOCUS8791|CAD7000303.1|CCAP	LOC119661646|XP_037927006.1|HILL
OG0009034	CCAP1982_LOCUS7585|CAD6999038.1|CCAP	LOC119646566|XP_037902973.1|HILL
OG0009035	CCAP1982_LOCUS7736|CAD6999202.1|CCAP	LOC119657324|XP_037920114.1|HILL
OG0009036	CCAP1982_LOCUS20353|CAD7012257.1|CCAP	LOC119655987|XP_037918153.1|HILL
OG0009038	CCAP1982_LOCUS3917|CAD6995198.1|CCAP	LOC119655732|XP_037917710.1|HILL
OG0009039	CCAP1982_LOCUS4800|CAD6996100.1|CCAP	LOC119655663|XP_037917576.1|HILL
OG0009040	CCAP1982_LOCUS5253|CAD6996584.1|CCAP	LOC119654930|XP_037916510.1|HILL
OG0009041	CCAP1982_LOCUS2610|CAD6993813.1|CCAP	LOC119651284|XP_037910724.1|HILL
OG0009042	CCAP1982_LOCUS7840|CAD6999312.1|CCAP	LOC119646873|XP_037903428.1|HILL
OG0009043	CCAP1982_LOCUS2208|CAD6993392.1|CCAP	LOC119651477|XP_037911015.1|HILL
OG0009044	CCAP1982_LOCUS8461|CAD6999953.1|CCAP	LOC119650392|XP_037909082.1|HILL
OG0009046	CCAP1982_LOCUS13800|CAD7005440.1|CCAP	LOC119660798|XP_037925553.1|HILL
OG0009047	CCAP1982_LOCUS23383|CAD7015441.1|CCAP	LOC119661288|XP_037926493.1|HILL
OG0009048	CCAP1982_LOCUS5609|CAD6996939.1|CCAP	LOC119660987|XP_037926000.1|HILL
OG0009049	CCAP1982_LOCUS923|CAD6992042.1|CCAP	LOC119660273|XP_037924663.1|HILL
OG0009052	CCAP1982_LOCUS4264|CAD6995553.1|CCAP	LOC119659999|XP_037924303.1|HILL
OG0009053	CCAP1982_LOCUS5061|CAD6996384.1|CCAP	LOC119658839|XP_037922511.1|HILL
OG0009054	CCAP1982_LOCUS5162|CAD6996493.1|CCAP	LOC119659894|XP_037924145.1|HILL
OG0009055	CCAP1982_LOCUS5834|CAD6997195.1|CCAP	LOC119650591|XP_037909366.1|HILL
OG0009056	CCAP1982_LOCUS11346|CAD7002877.1|CCAP	LOC119649149|XP_037907088.1|HILL
OG0009057	CCAP1982_LOCUS22424|CAD7014428.1|CCAP	LOC119649402|XP_037907454.1|HILL
OG0009058	CCAP1982_LOCUS9823|CAD7001326.1|CCAP	LOC119661046|XP_037926167.1|HILL
OG0009059	CCAP1982_LOCUS13234|CAD7004849.1|CCAP	LOC119647850|XP_037905045.1|HILL
OG0009060	CCAP1982_LOCUS717|CAD6991816.1|CCAP	LOC119659403|XP_037923402.1|HILL
OG0009061	CCAP1982_LOCUS19686|CAD7011597.1|CCAP	LOC119653579|XP_037914250.1|HILL
OG0009063	CCAP1982_LOCUS8667|CAD7000176.1|CCAP	LOC119654264|XP_037915459.1|HILL
OG0009064	CCAP1982_LOCUS10160|CAD7001669.1|CCAP	LOC119660902|XP_037925770.1|HILL
OG0009065	CCAP1982_LOCUS485|CAD6991566.1|CCAP	LOC119660780|XP_037925485.1|HILL
OG0009066	CCAP1982_LOCUS11170|CAD7002692.1|CCAP	LOC119649678|XP_037907866.1|HILL
OG0009067	CCAP1982_LOCUS14161|CAD7005815.1|CCAP	LOC119649379|XP_037907425.1|HILL
OG0009068	CCAP1982_LOCUS22489|CAD7014487.1|CCAP	LOC119652585|XP_037912734.1|HILL
OG0009069	CCAP1982_LOCUS7799|CAD6999269.1|CCAP	LOC119661700|XP_037927075.1|HILL
OG0009073	CCAP1982_LOCUS103|CAD6991164.1|CCAP	LOC119660335|XP_037924746.1|HILL, LOC119660059|XP_037924365.1|HILL
OG0009081	CCAP1982_LOCUS344|CAD6991417.1|CCAP	LOC119659724|XP_037923909.1|HILL, LOC119659431|XP_037923442.1|HILL
OG0009084	CCAP1982_LOCUS4255|CAD6995544.1|CCAP	LOC119659963|XP_037924245.1|HILL
OG0009085	CCAP1982_LOCUS3214|CAD6994469.1|CCAP	LOC119655090|XP_037916717.1|HILL
OG0009086	CCAP1982_LOCUS1993|CAD6993169.1|CCAP	LOC119652989|XP_037913341.1|HILL
OG0009089	CCAP1982_LOCUS3988|CAD6995267.1|CCAP	LOC119650739|XP_037909736.1|HILL
OG0009091	CCAP1982_LOCUS2313|CAD6993500.1|CCAP	LOC119647298|XP_037904129.1|HILL
OG0009097	CCAP1982_LOCUS2970|CAD6994208.1|CCAP	LOC119647035|XP_037903708.1|HILL
OG0009099	CCAP1982_LOCUS1054|CAD6992181.1|CCAP	LOC119656109|XP_037918353.1|HILL, LOC119651441|XP_037910972.1|HILL
OG0009100	CCAP1982_LOCUS8621|CAD7000128.1|CCAP, CCAP1982_LOCUS8620|CAD7000127.1|CCAP	LOC119646197|XP_037902508.1|HILL
OG0009102	CCAP1982_LOCUS8701|CAD7000209.1|CCAP, CCAP1982_LOCUS8707|CAD7000215.1|CCAP	LOC119658843|XP_037922521.1|HILL
OG0009103	CCAP1982_LOCUS8743|CAD7000253.1|CCAP	LOC119646877|XP_037903431.1|HILL
OG0009107	CCAP1982_LOCUS8063|CAD6999542.1|CCAP	LOC119646699|XP_037903193.1|HILL
OG0009108	CCAP1982_LOCUS9172|CAD7000699.1|CCAP	LOC119652517|XP_037912641.1|HILL
OG0009109	CCAP1982_LOCUS7308|CAD6998754.1|CCAP	LOC119646638|XP_037903079.1|HILL
OG0009111	CCAP1982_LOCUS7963|CAD6999439.1|CCAP	LOC119649671|XP_037907859.1|HILL, LOC119647487|XP_037904373.1|HILL
OG0009112	CCAP1982_LOCUS7556|CAD6999009.1|CCAP, CCAP1982_LOCUS7555|CAD6999008.1|CCAP	LOC119659792|XP_037923994.1|HILL
OG0009113	CCAP1982_LOCUS7941|CAD6999415.1|CCAP	LOC119646938|XP_037903556.1|HILL
OG0009114	CCAP1982_LOCUS7902|CAD6999375.1|CCAP	LOC119661592|XP_037926923.1|HILL
OG0009119	CCAP1982_LOCUS6054|CAD6997413.1|CCAP	LOC119652596|XP_037912751.1|HILL
OG0009123	CCAP1982_LOCUS22043|CAD7014037.1|CCAP	LOC119647210|XP_037903962.1|HILL
OG0009127	CCAP1982_LOCUS22820|CAD7014853.1|CCAP	LOC119661633|XP_037926983.1|HILL
OG0009128	CCAP1982_LOCUS22109|CAD7014103.1|CCAP	LOC119646833|XP_037903377.1|HILL
OG0009129	CCAP1982_LOCUS22130|CAD7014124.1|CCAP	LOC119646966|XP_037903595.1|HILL
OG0009130	CCAP1982_LOCUS22701|CAD7014722.1|CCAP	LOC119658313|XP_037921564.1|HILL
OG0009132	CCAP1982_LOCUS22744|CAD7014770.1|CCAP	LOC119658875|XP_037922575.1|HILL
OG0009136	CCAP1982_LOCUS22941|CAD7014981.1|CCAP	LOC119646328|XP_037902681.1|HILL
OG0009137	CCAP1982_LOCUS21267|CAD7013196.1|CCAP	LOC119646332|XP_037902685.1|HILL
OG0009141	CCAP1982_LOCUS21464|CAD7013399.1|CCAP	LOC119648808|XP_037906586.1|HILL, LOC119651524|XP_037911084.1|HILL
OG0009145	CCAP1982_LOCUS19965|CAD7011856.1|CCAP	LOC119655071|XP_037916695.1|HILL
OG0009146	CCAP1982_LOCUS19781|CAD7011697.1|CCAP	LOC119654636|XP_037916038.1|HILL
OG0009152	CCAP1982_LOCUS20690|CAD7012606.1|CCAP	LOC119654360|XP_037915633.1|HILL
OG0009153	CCAP1982_LOCUS21097|CAD7013008.1|CCAP	LOC119654130|XP_037915224.1|HILL
OG0009162	CCAP1982_LOCUS12012|CAD7003563.1|CCAP, CCAP1982_LOCUS12016|CAD7003567.1|CCAP	LOC119660934|XP_037925853.1|HILL
OG0009163	CCAP1982_LOCUS12090|CAD7003652.1|CCAP, CCAP1982_LOCUS12089|CAD7003651.1|CCAP	LOC119650172|XP_037908653.1|HILL
OG0009164	CCAP1982_LOCUS13310|CAD7004927.1|CCAP	LOC119653226|XP_037913736.1|HILL
OG0009165	CCAP1982_LOCUS12630|CAD7004211.1|CCAP	LOC119650130|XP_037908589.1|HILL
OG0009166	CCAP1982_LOCUS13097|CAD7004704.1|CCAP, CCAP1982_LOCUS13098|CAD7004705.1|CCAP	LOC119646949|XP_037903571.1|HILL
OG0009167	CCAP1982_LOCUS13022|CAD7004627.1|CCAP, CCAP1982_LOCUS13019|CAD7004624.1|CCAP	LOC119650422|XP_037909161.1|HILL
OG0009168	CCAP1982_LOCUS13021|CAD7004626.1|CCAP	LOC119649758|XP_037907980.1|HILL, LOC119648285|XP_037905869.1|HILL
OG0009169	CCAP1982_LOCUS11437|CAD7002974.1|CCAP, CCAP1982_LOCUS11436|CAD7002973.1|CCAP	LOC119648074|XP_037905485.1|HILL
OG0009171	CCAP1982_LOCUS14973|CAD7006671.1|CCAP	LOC119650146|XP_037908609.1|HILL, LOC119648740|XP_037906485.1|HILL
OG0009174	CCAP1982_LOCUS14567|CAD7006241.1|CCAP, CCAP1982_LOCUS14568|CAD7006242.1|CCAP	LOC119650057|XP_037908475.1|HILL
OG0009176	CCAP1982_LOCUS12283|CAD7003853.1|CCAP	LOC119648235|XP_037905786.1|HILL
OG0009178	CCAP1982_LOCUS14682|CAD7006360.1|CCAP, CCAP1982_LOCUS14683|CAD7006361.1|CCAP	LOC119648662|XP_037906372.1|HILL
OG0009182	CCAP1982_LOCUS13887|CAD7005527.1|CCAP, CCAP1982_LOCUS13888|CAD7005528.1|CCAP	LOC119650460|XP_037909247.1|HILL
OG0009184	CCAP1982_LOCUS13739|CAD7005379.1|CCAP, CCAP1982_LOCUS13742|CAD7005382.1|CCAP	LOC119649658|XP_037907842.1|HILL
OG0009185	CCAP1982_LOCUS13527|CAD7005167.1|CCAP	LOC119648972|XP_037906822.1|HILL
OG0009186	CCAP1982_LOCUS14269|CAD7005931.1|CCAP	LOC119648839|XP_037906643.1|HILL
OG0009188	CCAP1982_LOCUS22613|CAD7014622.1|CCAP	LOC119649655|XP_037907838.1|HILL
OG0009190	CCAP1982_LOCUS11499|CAD7003036.1|CCAP	LOC119648317|XP_037905926.1|HILL, LOC119649339|XP_037907374.1|HILL
OG0009221	CCAP1982_LOCUS2845|CAD6994075.1|CCAP	LOC119651187|XP_037910552.1|HILL
OG0009230	CCAP1982_LOCUS5889|CAD6997256.1|CCAP	LOC119646221|XP_037902535.1|HILL
OG0009237	CCAP1982_LOCUS5735|CAD6997082.1|CCAP	LOC119650585|XP_037909346.1|HILL
OG0009238	CCAP1982_LOCUS13427|CAD7005059.1|CCAP	LOC119648211|XP_037905746.1|HILL
OG0009266	CCAP1982_LOCUS8781|CAD7000291.1|CCAP	LOC119647229|XP_037903993.1|HILL
OG0009267	CCAP1982_LOCUS6258|CAD6997622.1|CCAP	LOC119652634|XP_037912810.1|HILL
OG0009269	CCAP1982_LOCUS13783|CAD7005421.1|CCAP	LOC119660413|XP_037924880.1|HILL
OG0009283	CCAP1982_LOCUS5738|CAD6997085.1|CCAP, CCAP1982_LOCUS5737|CAD6997084.1|CCAP	LOC119652618|XP_037912789.1|HILL
OG0009285	CCAP1982_LOCUS11712|CAD7003250.1|CCAP, CCAP1982_LOCUS11710|CAD7003248.1|CCAP	LOC119660899|XP_037925764.1|HILL, LOC119660926|XP_037925834.1|HILL
OG0009286	CCAP1982_LOCUS12536|CAD7004115.1|CCAP	LOC119649004|XP_037906875.1|HILL
OG0009289	CCAP1982_LOCUS10519|CAD7002031.1|CCAP	LOC119660933|XP_037925851.1|HILL
OG0009290	CCAP1982_LOCUS21282|CAD7013211.1|CCAP	LOC119659226|XP_037923132.1|HILL
OG0009291	CCAP1982_LOCUS9439|CAD7000966.1|CCAP	LOC119660709|XP_037925272.1|HILL
OG0009297	CCAP1982_LOCUS788|CAD6991898.1|CCAP	LOC119659439|XP_037923450.1|HILL
OG0009303	CCAP1982_LOCUS4664|CAD6995953.1|CCAP	LOC119659596|XP_037923686.1|HILL
OG0009304	CCAP1982_LOCUS104|CAD6991165.1|CCAP	LOC119660058|XP_037924364.1|HILL
OG0009305	CCAP1982_LOCUS115|CAD6991176.1|CCAP	LOC119659893|XP_037924144.1|HILL
OG0009306	CCAP1982_LOCUS4614|CAD6995912.1|CCAP	LOC119654953|XP_037916537.1|HILL
OG0009307	CCAP1982_LOCUS4602|CAD6995901.1|CCAP	LOC119659900|XP_037924152.1|HILL
OG0009309	CCAP1982_LOCUS4570|CAD6995869.1|CCAP	LOC119658917|XP_037922660.1|HILL
OG0009310	CCAP1982_LOCUS5186|CAD6996518.1|CCAP	LOC119658781|XP_037922408.1|HILL
OG0009312	CCAP1982_LOCUS4969|CAD6996285.1|CCAP	LOC119659669|XP_037923822.1|HILL
OG0009314	CCAP1982_LOCUS914|CAD6992032.1|CCAP	LOC119659850|XP_037924079.1|HILL
OG0009317	CCAP1982_LOCUS982|CAD6992099.1|CCAP	LOC119651639|XP_037911237.1|HILL
OG0009319	CCAP1982_LOCUS4819|CAD6996125.1|CCAP	LOC119659652|XP_037923787.1|HILL
OG0009320	CCAP1982_LOCUS351|CAD6991424.1|CCAP	LOC119660027|XP_037924333.1|HILL
OG0009321	CCAP1982_LOCUS336|CAD6991409.1|CCAP	LOC119659857|XP_037924090.1|HILL
OG0009323	CCAP1982_LOCUS5158|CAD6996489.1|CCAP	LOC119655786|XP_037917805.1|HILL
OG0009327	CCAP1982_LOCUS2030|CAD6993211.1|CCAP	LOC119650621|XP_037909438.1|HILL
OG0009328	CCAP1982_LOCUS2139|CAD6993323.1|CCAP	LOC119660252|XP_037924635.1|HILL
OG0009332	CCAP1982_LOCUS3991|CAD6995270.1|CCAP	LOC119647688|XP_037904699.1|HILL
OG0009344	CCAP1982_LOCUS2915|CAD6994149.1|CCAP	LOC119654704|XP_037916149.1|HILL
OG0009345	CCAP1982_LOCUS2715|CAD6993927.1|CCAP	LOC119657152|XP_037919856.1|HILL
OG0009348	CCAP1982_LOCUS3702|CAD6994971.1|CCAP	LOC119655353|XP_037917136.1|HILL
OG0009350	CCAP1982_LOCUS1843|CAD6993008.1|CCAP	LOC119651807|XP_037911522.1|HILL
OG0009353	CCAP1982_LOCUS3247|CAD6994502.1|CCAP	LOC119657309|XP_037920096.1|HILL
OG0009356	CCAP1982_LOCUS6933|CAD6998328.1|CCAP	LOC119654454|XP_037915792.1|HILL
